ÈÕÆÚ,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH
2014/1/2,7.73,4.807,8.1606,5.3063,3.3378,14.5784,7.3318,7.0331,17.0785,12.422,6.1502,1.501,6.4976,2.5488,6.0479,4.7498,2.4105,4.4426,3.9135,,,8.5921,8.59,7.8482,11.4853,3.7,1.3287,6.3228,3.5588,6.0721,4.4057,1.487,8.3675,3.7975,4.6938,,,,,,,,,,,,8.3645,5.1445,5.2,6.2386,7.6816,5.585,6.7805,4.0379,11.5223,5.2277,15.97,11.9484,2.8948,3.8954,2.7302,,3.4949,3.9243,,,,,,
2014/1/3,7.7,4.7217,7.945,5.3439,3.3965,14.8157,7.228,7.0331,17.2922,12.7498,6.4253,1.4819,6.873,2.612,6.0277,4.6947,2.5233,4.3776,3.9135,,,8.5261,8.85,7.7442,11.6284,3.7,1.3287,6.3228,3.6242,6.0721,4.3866,1.4745,9.2046,3.8065,4.7887,,,,,,,,,,,,8.2165,5.0446,5.01,6.2088,7.6421,5.4682,6.544,3.9373,11.4186,5.4018,15.6,11.5927,2.8948,3.8261,2.7103,,3.4379,4.0049,,,,,,
2014/1/6,7.45,4.5683,7.6576,5.1121,3.3427,14.5981,6.961,7.0331,16.5442,12.36,6.1309,1.418,7.2999,2.4488,5.856,4.5708,2.3541,4.1911,3.9135,,,8.3171,8.65,7.3565,11.0288,3.61,1.3287,6.3907,3.5868,6.0721,4.2528,1.3781,8.8347,3.6711,4.8143,,,,,,,,,,,,7.8713,4.8548,4.85,6.0896,7.2965,5.141,6.2779,4.0242,11.0791,5.3218,15.28,11.2082,2.8948,3.717,2.6037,,3.3429,3.9006,,,,,,
2014/1/7,7.44,4.6877,7.7699,5.2625,3.4259,14.6773,6.8918,7.0331,16.6316,12.6878,6.2371,1.4052,7.7131,2.4962,5.745,4.5708,2.2568,4.1962,3.9135,,,8.9387,8.95,7.6118,10.8913,3.62,1.3287,6.4198,3.8487,5.8129,4.4678,1.3905,9.0453,3.6033,4.8691,,,,,,,,,,,,7.8516,4.8648,4.83,6.1194,7.3854,5.1644,6.3173,3.9602,11.1828,5.2841,15.29,11.2467,2.8948,3.6972,2.617,,3.3429,3.9196,,,,,,
2014/1/8,7.43,4.7132,7.7878,5.2875,3.421,15.3597,6.8423,7.0331,16.4179,12.5992,6.266,1.3861,7.7063,2.4804,5.7046,4.6981,2.3521,4.2458,3.9135,,,8.9002,8.93,7.7253,11.3478,3.74,1.3287,6.575,3.9376,5.8323,4.5012,1.4123,9.1047,3.662,5.0152,,,,,,,,,,,,7.822,4.8049,4.82,6.0896,7.2768,5.1469,6.1301,4.1568,11.4374,5.3594,15.29,11.0064,2.8948,3.5981,2.617,,3.3429,4.0238,,,,,,
2014/1/9,7.31,4.5513,7.8103,5.3063,3.2644,14.7119,6.6841,7.0331,16.3305,12.1916,6.1791,1.3158,7.8164,2.5014,5.7551,4.5605,2.2724,4.0542,3.9135,,,8.7351,8.56,7.4511,10.9463,3.61,1.3287,6.575,4.1527,5.5731,4.3053,1.3625,8.8401,3.5379,4.7449,,,,,,,,,,,,7.7924,4.665,4.71,6.0499,7.2472,5.0183,6.1202,4.1568,11.296,5.3688,15.28,10.7949,2.8948,3.5089,2.617,,3.3334,3.8959,,,,,,
2014/1/10,6.99,4.4575,7.725,5.1622,3.235,13.7773,6.5803,7.0331,16.1168,11.9878,6.1067,1.3797,7.9025,2.433,5.5481,4.4985,2.1556,4.0166,3.9135,,,8.9002,8.22,7.5551,10.3852,3.49,1.3287,6.4004,4.3397,5.2685,4.1237,1.3439,8.3432,3.443,4.7997,,,,,,,,,,,,7.5754,4.5452,4.77,5.8114,7.1978,5.03,6.0217,4.1202,11.1545,5.0771,14.87,10.8045,2.8948,3.4197,2.617,,3.3334,3.6684,,,,,,
2014/1/13,6.91,4.4575,7.4151,4.9806,3.2693,13.2877,6.6841,7.0331,15.5922,12.1385,5.9474,1.3925,7.937,2.3434,5.6238,4.5226,2.1907,3.9944,3.9135,,,8.8066,7.98,7.7064,10.1762,3.52,1.3287,6.1677,4.2088,5.1843,4.205,1.3781,8.1731,3.1834,4.7376,,,,,,,,,,,,7.457,4.5951,4.72,5.7816,7.1978,5.1469,6.002,3.9876,10.5794,5.0348,14.99,10.6507,2.8028,3.4197,2.3573,,3.3429,3.5452,,,,,,
2014/1/14,7.08,4.5513,7.4779,5.2875,3.3916,13.6289,6.7237,7.0331,15.4076,12.608,6.1164,1.3541,7.9921,2.404,5.7096,4.6259,2.2782,4.1791,3.9135,,,9.0707,8.19,7.8955,10.4402,3.71,1.3287,6.4392,4.1433,5.3398,4.4105,1.3999,8.3027,3.2963,4.8216,,,,,,,,,,,,7.5655,4.675,4.79,5.9605,7.2768,5.2812,6.1202,4.0699,10.7491,5.1571,15.28,10.7468,2.8817,3.5089,2.3174,,3.3904,3.6115,,,,,,
2014/1/15,7.1,4.5683,7.9495,5.4379,3.4601,14.0393,6.7089,7.0331,16.2139,12.7144,6.324,1.3669,8.3157,2.5541,5.7753,4.7498,2.3152,4.1672,3.9135,,,8.9882,8.35,7.9333,10.5502,3.72,1.3287,6.701,4.5595,5.6379,4.5156,1.403,9.1344,3.3324,5.0956,,,,,,,,,,,,7.7233,4.6151,4.83,6.0499,7.4052,5.3981,6.2878,4.2162,10.8151,5.3124,15.19,10.843,3.1146,3.5386,2.4173,,3.3904,3.6636,,,,,,
2014/1/16,7.28,4.6109,7.8732,5.4504,3.4601,13.8959,6.7039,7.0939,16.8842,12.4486,6.2757,1.3797,8.1918,2.5146,5.7399,4.736,2.5467,4.109,3.9135,,,8.4106,8.43,7.9333,10.5062,3.72,1.3287,6.9241,4.5455,5.5536,4.506,1.3874,9.3558,3.4114,4.8654,,,,,,,,,,,,7.674,4.5951,4.78,6.0697,7.5335,5.3397,6.3075,4.2208,10.8622,5.2559,15.18,10.8237,3.1484,3.499,2.3773,,3.3999,3.6684,,,,,,
2014/1/17,7.21,4.5854,7.6441,5.5444,3.4895,13.7476,6.5853,6.729,16.5928,12.4486,6.2033,1.3414,8.1918,2.6094,5.5935,4.7222,2.5311,4.1056,3.9135,,,8.4106,8.26,7.8482,11.1773,3.81,1.3287,6.7592,4.6297,5.6444,4.5873,1.3625,9.2019,3.3821,4.8764,,,,,,,,,,,,7.2893,4.4852,4.8,6.0201,7.5533,5.3747,6.3272,4.2071,10.5417,5.2983,14.93,10.5546,3.1033,3.4593,2.324,,3.3334,3.6305,,,,,,
2014/1/20,7.03,4.5428,7.5453,5.4128,3.5629,13.4261,6.5358,6.0599,15.835,12.9359,6.0343,1.3861,7.9197,2.6699,5.6238,4.7291,2.7821,4.0098,3.9135,,,8.4106,8.35,7.8766,11.3258,4.1,1.3287,6.8077,4.3865,5.774,4.4487,1.3625,8.7429,3.346,4.7887,,,,,,,,,,,,7.1611,4.5652,4.76,6.0399,7.4545,5.3922,6.2681,4.0882,10.5605,5.2136,14.86,10.5738,3.0864,3.4395,2.3374,,3.3239,3.7205,,,,,,
2014/1/21,7.1,4.6621,7.5947,5.4504,3.6461,13.624,6.6248,6.2043,15.7379,13.1574,6.0922,1.3925,7.9163,2.7489,5.6794,4.8496,2.8385,4.0474,3.9135,,,8.4106,9.19,7.9144,11.6119,4.16,1.3287,7.021,4.7793,5.8712,4.7449,1.3843,8.9562,3.434,5.0335,,,,,,,,,,,,7.2499,4.5851,4.79,6.0896,7.8495,5.3864,6.3765,4.1522,10.6171,5.4865,14.95,10.891,3.0921,3.5089,2.3374,,3.3334,3.7395,,,,,,
2014/1/22,7.24,4.8581,7.8193,5.7825,3.6706,14.0641,6.8226,6.6453,16.5053,13.2283,6.7005,1.4244,8.7083,2.82,5.7803,4.8599,2.821,4.1346,3.9135,,,8.4106,9.25,8.009,11.6119,4.15,1.3287,7.2538,5.1488,5.9554,4.7449,1.4279,9.8499,3.5379,5.0335,,,,,,,,,,,,7.605,4.735,4.91,6.1691,7.8396,5.4799,6.9776,4.1019,11.0225,5.5476,15.18,11.0256,3.1653,3.5683,2.384,,3.3999,3.858,,,,,,
2014/1/23,7.27,4.8581,8.219,6.1521,3.7734,14.1382,6.8226,6.9191,18.1568,13.3789,6.8453,1.4116,9.2971,2.9728,5.8308,4.9012,2.7996,4.121,3.9135,,,8.4106,9.39,8.1981,11.7329,4.27,1.3287,7.9811,5.6632,5.9684,4.917,1.431,9.9012,3.644,5.1029,,,,,,,,,,,,7.8713,4.8548,4.96,6.2088,7.8297,5.5558,7.2437,4.1111,11.1451,5.6747,15.01,10.9679,3.2762,3.7666,2.4572,,3.3999,3.9859,,,,,,
2014/1/24,7.36,4.8325,8.4436,6.1771,3.7929,15.5526,6.8918,6.9267,18.2248,13.689,6.6667,1.4308,9.2248,2.9675,5.8459,4.9391,2.6945,4.2185,3.9135,,,8.4106,9.5,8.4534,11.6669,4.23,1.3287,8.2429,5.6398,6.1174,4.9456,1.4465,9.9903,3.7253,5.1503,,,,,,,,,,,,8.1179,4.8848,4.94,6.2088,8.0173,5.9297,7.224,4.1111,11.3337,5.6465,15.2,10.9871,3.2987,3.7666,2.4639,,3.3999,3.9812,,,,,,
2014/1/27,7.26,4.9093,8.2729,6.0957,3.7293,16.6504,6.9709,6.8886,17.438,14.0877,6.8791,1.3861,9.607,2.9069,5.7803,4.9047,2.965,4.2458,3.9135,,,8.4106,9.68,8.2832,11.4523,4.07,1.3287,8.146,5.6912,6.2859,4.8644,1.4061,10.0389,4.0978,5.1686,1.1544,,,,,,,,,,,7.9305,4.755,4.79,6.2088,7.8001,6.0173,7.2536,4.2071,11.2583,5.4818,15.01,10.6603,3.077,3.6972,2.4173,,3.3714,3.9006,,,,,,
2014/1/28,7.23,4.8411,8.5918,6.1771,3.8174,17.1894,7.0203,6.6529,17.6517,13.9194,6.8936,1.4563,9.4727,2.9227,5.9923,4.8393,3.0934,4.6701,3.9135,,,8.4106,9.31,8.2265,11.7989,4.02,1.3287,7.9908,5.6304,6.1174,4.7784,1.375,10.1091,3.9736,5.1175,1.2698,,,,,,,,,,,7.9699,4.755,4.97,6.179,7.5829,5.9648,7.1452,4.1294,11.2771,5.7923,15,10.7949,3.0057,3.6972,2.404,,3.3619,3.9717,,,,,,
2014/1/29,7.3,4.9945,8.5693,6.1082,3.8957,17.1845,6.9165,6.5389,17.642,13.9282,6.9998,1.4563,9.607,2.9438,5.9772,4.9632,3.0467,4.6957,3.9135,,,8.4106,9.55,8.5952,11.8264,4.29,1.3287,8.0102,6.1402,6.2146,4.9026,1.3843,10.0713,4.0413,5.1686,1.397,,,,,,,,,,,7.822,4.7949,4.9,6.1989,7.5631,6.0173,7.3522,4.1019,11.2771,5.6606,15.12,10.8045,3.0526,3.6873,2.4239,,3.3904,3.9717,,,,,,
2014/1/30,7.31,5.0968,8.2594,6.1145,3.8468,17.051,6.7682,6.5997,17.4477,13.8485,7.2412,1.4883,10.1855,2.8911,5.9166,4.884,2.8852,4.7607,3.9135,,,8.4106,9.23,8.652,11.5238,4.23,1.3287,8.2332,6.4114,6.0267,4.7736,1.4621,9.7743,3.9059,5.0408,1.5369,,,,,,,,,,,7.8319,4.755,4.78,6.2187,7.5631,6.0524,7.224,4.0836,11.2205,5.5618,15.42,10.6411,2.8929,3.8261,2.2708,,3.3524,4.0475,,,,,,
2014/2/7,7.44,5.1479,8.2864,6.1395,3.9593,17.6197,6.8028,6.6225,17.1562,14.0523,7.3088,1.4755,10.151,2.8516,6.0327,5.0354,3.1303,4.7385,3.9135,,,8.4106,9.71,9.1153,11.9144,4.26,1.3287,8.3399,6.4254,6.3248,4.917,1.5243,10.1712,4.0278,5.2453,1.5369,,,,,,,,,,,8.0784,4.8049,4.81,6.2883,7.5236,6.0466,7.2043,4.0196,11.7109,5.6418,15.31,10.891,2.8967,3.9549,2.2774,,3.3714,4.0665,,,,,,
2014/2/10,7.61,5.2757,8.7849,6.7284,4.0474,18.8411,6.9709,6.6453,18.2637,14.5927,7.4294,1.4947,10.2957,3.136,6.169,5.2213,3.2451,4.8908,3.9135,,,8.4106,10.68,9.4084,12.3874,4.37,1.3287,8.7084,6.8276,6.6553,5.0699,1.5243,10.8543,4.2242,5.4462,1.6907,,,,,,,,,,,8.2856,4.9048,4.91,6.3777,7.8495,6.6541,7.7661,4.0699,12.0692,5.91,15.65,11.2371,3.0338,4.0144,2.364,,3.4569,4.2324,,,,,,
2014/2/11,7.58,5.2843,8.6726,6.647,3.9985,18.0153,7.0698,6.5465,18.4386,14.4421,7.4536,1.4819,11.0084,3.3072,6.1943,5.1869,3.1342,4.7847,3.9135,,,8.4106,10.88,9.5692,12.0684,4.45,1.3287,8.3011,6.7341,6.9275,4.9982,1.5118,10.5141,4.1655,5.2855,1.8597,,,,,,,,,,,8.2659,4.8948,4.98,6.4373,7.9482,6.4321,7.8252,3.9647,12.0597,5.8723,15.77,11.1986,3.1841,4.0243,2.3773,,3.4569,4.2039,,,,,,
2014/2/12,7.7,5.3695,9.0589,6.6345,4.0376,18.0944,7.1489,6.4629,18.254,14.5839,7.3908,1.4883,11.1221,3.3309,6.2448,5.3349,3.1595,4.6718,3.9135,,,8.4106,11.16,9.5124,12.4865,4.7,1.3287,8.3884,6.6218,6.9987,5.1463,1.5181,10.776,4.3145,5.3293,2.0457,,,,,,,,,,,8.2856,4.9847,5.02,6.4472,7.8396,6.5022,7.7759,4.198,12.0597,6.0135,15.8,11.2659,3.1484,4.1532,2.4905,,3.4569,4.2656,,,,,,
2014/2/13,7.54,5.182,8.7984,6.4215,3.9349,19.4691,7.0401,6.9875,17.3894,14.0966,7.5308,1.4691,11.1909,3.6152,6.2599,5.1628,2.9747,4.6667,3.9135,,,8.4106,10.49,9.5597,11.9914,4.49,1.3287,7.9132,6.1916,7.0312,4.9265,1.4621,10.2603,3.9962,5.0736,2.0457,,,,,,,,,,,8.0489,4.8948,4.96,6.338,7.8297,6.5081,7.9435,4.2071,11.9089,5.7923,15.99,11.2659,3.0432,3.9946,2.4306,,3.4664,4.0902,,,,,,
2014/2/14,7.72,5.2672,8.9017,6.5781,4.0719,19.5334,7.2725,7.0255,17.3117,14.4421,8.2839,1.5266,11.6696,3.976,6.3861,5.3865,2.9766,4.7214,3.9135,,,8.4106,11.14,9.8339,12.0299,4.57,1.3287,8.0587,6.5283,7.2904,5.3518,1.5181,10.1739,4.03,5.143,2.0457,,,,,,,,,,,8.108,4.9448,5.07,6.4075,8.0173,6.5548,8.3968,4.4815,12.2672,5.9005,16,11.4389,2.9906,4.054,2.4905,,3.5044,4.2561,,,,,,
2014/2/17,7.83,5.4121,8.8118,6.6407,4.1502,19.4345,7.3664,6.9191,17.8363,14.9737,8.5108,1.5266,12.0173,4.3736,6.3912,5.4622,3.0973,4.9609,3.9135,,,8.4106,11.3,10.4296,12.481,4.74,1.3287,8.5242,6.9772,7.3746,5.4474,1.5181,10.7841,4.1926,5.2599,2.2504,,,,,,,,,,,8.542,5.0147,5.09,7.0532,8.3925,6.7184,8.6334,4.5364,12.3897,6.0794,16.08,11.8138,3.0846,4.2126,2.5904,,3.6089,4.3698,,,,,,
2014/2/18,7.82,5.4377,8.4885,6.4591,4.2824,18.6829,7.3219,6.9571,17.3019,15.6205,8.3998,1.6032,13.2191,4.2182,6.2952,6.0095,3.0019,5.0943,3.9135,,,8.4106,11.32,10.5715,12.4315,4.8,1.3287,8.7181,6.8089,7.3746,5.4951,1.5212,10.587,4.2581,5.2709,2.4757,,,,,,,,,,,8.6999,5.0446,5.08,7.1625,8.6492,6.6483,8.7713,4.5181,12.1823,6.0652,17.69,11.9099,3.0263,4.3117,2.8501,,3.6089,4.3224,,,,,,
2014/2/19,7.95,5.378,8.5603,6.3087,4.3998,18.1438,7.3466,6.9267,17.2631,15.1332,8.3032,1.6543,13.0848,4.1603,6.3104,6.3606,3.0564,5.0909,3.9135,,,8.4106,10.99,10.3824,12.558,5.02,1.3287,8.5533,6.533,7.1284,5.4378,1.6114,10.4871,4.2152,5.1723,2.7231,,,,,,,,,,,8.5815,5.1545,5.09,6.8744,8.6788,6.4555,9.6485,4.5501,12.0974,6.0041,17.99,11.8907,2.9756,4.282,2.97,,3.5899,4.3461,,,,,,
2014/2/20,7.85,5.182,8.0124,6.0957,4.3068,18.0153,7.1637,6.6301,16.0876,14.7699,7.8639,1.6543,12.706,3.9496,6.1993,5.982,2.9047,5.055,3.9135,,,8.4106,10.51,9.9568,12.1564,4.9,1.3287,8.272,6.3412,6.9275,5.3375,1.5461,10.0524,4.091,4.9641,2.7231,,,,,,,,,,,8.3053,5.0746,5.11,6.8247,8.511,6.216,9.5499,4.5043,11.8712,5.7735,17.6,11.5927,2.9005,4.1333,2.8568,,3.5614,4.1992,,,,,,
2014/2/21,7.92,5.1308,7.981,6.127,4.3607,18.1883,7.0994,6.5617,16.1265,14.9737,7.9315,1.6543,13.2225,3.9733,6.1388,5.8821,2.9416,5.0601,3.9135,,,8.4106,10.68,9.6354,12.2169,4.83,1.3287,8.2138,6.3412,6.9858,5.4282,1.5243,10.3683,4.2897,5.0152,2.7231,,,,,,,,,,,8.1771,5.0047,5.02,6.6956,8.6097,6.3328,9.4317,4.4906,11.824,5.7217,17.4,11.4197,2.8441,4.1135,2.7502,,3.4854,4.1234,,,,,,
2014/2/24,7.88,5.2331,7.8911,5.9829,4.532,17.8323,7.1686,6.7746,15.6796,14.7079,7.777,1.6543,12.224,4.0128,6.1842,5.9131,2.9416,5.2928,3.9135,,,8.4106,11.09,9.7677,12.4204,4.89,1.3287,8.4078,6.3833,7.1608,5.519,1.5212,10.3251,4.2897,5.0846,2.9954,,,,,,,,,,,8.3349,4.8848,4.9,6.7651,8.7085,6.1751,9.7372,4.4678,11.8429,5.7876,17.4,11.1217,2.7201,4.2225,2.7302,,3.4379,4.1945,,,,,,
2014/2/25,7.53,5.1479,7.6711,5.8138,4.2236,16.5663,6.8967,6.7594,15.4561,13.8573,7.1205,1.6543,11.3803,3.7653,5.9469,5.4829,3.2198,4.9096,3.9135,,,8.4106,10.05,8.86,11.4083,4.43,1.3287,7.6902,5.8455,6.6747,4.9695,1.4185,9.7338,4.1497,4.7485,3.2951,,,,,,,,,,,7.8516,4.715,4.74,6.4373,8.9059,5.8012,9.5499,4.2848,11.956,5.6182,16.59,10.8526,2.4477,4.0243,2.6637,,3.3904,4.2513,,,,,,
2014/2/26,7.68,5.3013,7.7025,5.9892,4.346,18.223,6.9412,6.7974,16.5636,14.008,7.3281,1.6543,11.5353,3.947,6.0883,5.7204,3.1323,5.197,3.9135,,,8.4106,10.1,9.276,11.1388,4.32,1.3287,7.4768,6.0373,6.921,4.8978,1.3999,9.5367,3.9646,4.8983,3.2951,,,,,,,,,,,7.822,4.745,4.73,6.5366,9.3601,6.3796,9.5204,4.2574,12.5972,5.6182,16.43,10.9775,2.4402,4.1928,2.7436,,3.4189,4.1281,,,,,,
2014/2/27,7.9,5.3695,7.186,5.7762,4.2579,19.3158,6.8473,7.0787,16.0876,13.6624,7.4487,1.6543,10.3817,3.8759,6.0933,5.5793,3.0272,4.9763,3.9135,,,8.4106,9.6,9.4557,10.7813,4.25,1.3287,7.2829,6.3132,7.6144,4.9122,1.3905,8.9373,3.7885,4.7011,3.2951,,,,,,,,,,,7.7825,4.705,4.65,6.477,9.5576,7.0163,9.5204,4.1568,12.4558,5.5241,16.35,11.1794,2.474,4.2721,2.7835,,3.5139,4.1329,,,,,,
2014/2/28,8.15,5.4632,7.3073,5.9955,4.3509,19.0785,6.8374,6.9951,16.3888,14.1231,7.4053,1.6543,10.003,3.7995,6.1892,5.8821,2.8229,4.9866,3.9135,,,8.4106,9.92,9.6921,10.9738,4.3,1.3287,7.3605,6.3974,7.4265,4.96,1.4154,9.183,3.9894,4.8143,3.2951,,,,,,,,,,,7.9305,4.735,4.58,6.4969,9.5082,7.3435,9.4612,4.1934,12.1352,5.7264,16.15,11.2467,2.3651,4.2523,2.7236,,3.5519,4.0949,,,,,,
2014/3/3,8.11,5.7275,7.4196,6.3526,4.439,18.9548,7.0203,6.9191,16.6025,14.8054,7.6225,1.6543,10.3645,3.868,6.3053,6.0061,2.891,5.0652,3.9135,,,8.4106,9.92,9.7205,11.6064,4.44,1.3287,7.8065,6.7107,7.3163,5.0651,1.4279,9.4638,4.231,4.9093,3.2097,,,,,,,,,,,8.1475,4.9048,4.62,6.5962,9.8834,7.4253,9.678,4.23,12.8046,5.8911,16.61,11.6985,2.3369,4.2523,2.7569,,3.6184,4.3082,,,,,,
2014/3/4,8.08,5.753,7.3387,6.3964,4.6103,18.9895,6.9165,6.843,16.8551,14.4864,8.0425,1.6543,9.7654,4.0418,6.2599,6.1472,2.8949,5.0704,3.9135,,,8.4106,9.92,10.0041,11.4743,4.39,1.4617,7.855,6.6733,7.4459,5.0173,1.4185,9.1857,4.3687,4.8764,2.9749,,,,,,,,,,,8.2165,4.9048,4.55,6.7055,10.6634,7.548,10.1314,4.2528,12.3143,5.8676,16.88,11.6023,2.4026,4.2721,2.7103,,3.5614,4.3698,,,,,,
2014/3/5,8.01,5.6848,7.6082,6.2962,4.6005,18.1339,6.9017,6.8354,17.3991,14.7877,7.888,1.6543,9.8308,3.9681,6.2549,5.9716,3.1284,5.1542,3.9135,,,8.4106,9.92,9.8907,11.4688,4.36,1.6081,8.3593,6.6405,7.1737,5.0221,1.4092,9.1884,4.538,4.891,2.9579,,,,,,,,,,,8.3349,4.8449,4.5,6.5664,10.5153,7.4428,9.9343,4.4312,11.9654,5.8441,16.8,11.4774,2.3857,4.2027,2.7436,,3.5329,4.2987,,,,,,
2014/3/6,7.91,5.6252,7.3207,6.6282,4.5075,17.5207,6.8671,6.7366,17.2825,15.1421,7.6515,1.6543,10.0994,4.076,6.2094,5.8168,3.07,5.1166,3.9135,,,8.4106,9.92,9.6448,11.3313,4.27,1.7701,8.5145,6.72,6.9858,5.089,1.4123,9.2343,4.5313,4.9896,3.0014,,,,,,,,,,,8.5815,4.8249,4.51,6.5466,10.2685,7.2792,9.7569,4.3672,12.0409,5.7829,16.43,11.4485,2.2918,4.1036,2.7236,,3.5044,4.4267,,,,,,
2014/3/7,7.93,5.6593,7.3297,6.5092,4.5662,18.2427,6.9758,6.5997,17.2922,15.0623,8.2308,1.6543,10.0822,3.9707,6.2044,5.8477,3.0642,5.2466,3.9135,,,8.4106,9.92,10.6093,11.2433,4.2,1.9475,8.6308,6.8697,7.2256,5.1798,1.3812,8.9832,4.5313,4.9896,2.8154,,,,,,,,,,,8.404,4.8948,4.48,6.6459,10.5943,8.0095,9.8554,4.2483,12.0032,5.7641,16.35,11.5927,2.4402,4.0739,2.6836,,3.6374,4.3698,,,,,,
2014/3/10,7.56,5.4718,7.0064,6.0957,4.3704,16.6652,6.7187,6.4172,16.4179,14.4244,7.8108,1.6543,9.3315,3.5836,5.9974,5.4381,2.8113,5.1149,3.9135,,,8.4106,9.92,10.0892,11.0013,4.03,2.1427,8.2526,6.6686,6.759,4.874,1.3594,8.3972,4.5313,4.8435,2.6569,,,,,,,,,,,7.9305,4.6551,4.29,6.4174,9.6366,7.5947,9.3627,4.23,11.1545,5.5476,17.26,11.5062,2.4947,4.2523,2.5172,,3.6943,4.2798,,,,,,
2014/3/11,7.6,5.7956,7.2803,6.008,4.3313,16.0471,6.699,6.3868,16.4471,13.8662,7.3136,1.6543,9.5794,3.5889,6.0277,5.4141,2.8521,4.9866,3.9135,,,8.4106,9.92,9.6826,10.8528,4.08,1.9276,7.8938,6.9211,6.5451,4.9122,1.3501,8.2514,4.6441,4.8289,2.5902,,,,,,,,,,,7.9404,4.665,4.4,6.4472,9.0738,6.9871,9.3725,4.262,10.9565,5.4912,17.11,11.9965,2.4797,4.391,2.4506,,3.7513,4.1897,,,,,,
2014/3/12,7.62,5.9064,7.1591,6.102,4.3509,16.0224,6.7187,6.4552,16.3985,13.5384,7.135,1.6543,8.6911,3.5863,5.9621,5.3211,2.8638,4.8292,3.9135,,,8.4106,9.92,9.0775,10.8693,4.07,1.8366,7.5835,7.2298,6.4674,4.8453,1.3314,8.3999,4.3777,4.7814,2.5275,,,,,,,,,,,7.8614,4.665,4.38,6.4075,9.3107,6.8411,9.3035,4.1339,11.0037,5.5053,16.79,11.8138,2.4609,4.3415,2.404,,3.6848,4.1234,,,,,,
2014/3/13,7.71,5.8894,7.451,6.2022,4.4145,16.0421,6.8374,6.4476,16.175,14.0345,7.2267,1.6543,8.7978,3.6863,5.9923,5.3555,2.8657,4.8754,3.9135,,,8.4106,9.92,9.0491,11.0673,4.17,1.8366,8.0781,7.9172,6.5451,4.917,1.3563,8.7618,4.3755,4.8764,2.5911,,,,,,,,,,,7.9601,4.745,4.38,6.487,9.6267,6.7943,9.3922,4.1156,11.1451,5.5994,16.65,12.2848,2.551,4.728,2.4372,,3.7038,4.1945,,,,,,
2014/3/14,7.8,5.7786,7.5273,6.0894,4.4194,16.0669,6.8127,6.4324,17.7974,13.9105,7.0288,1.6543,8.6256,3.5231,5.9621,5.4313,2.7704,4.8959,3.9135,,,8.4106,9.92,9.1909,10.8693,4.1,1.8388,7.9132,7.9733,6.4674,4.917,1.3563,8.967,4.4206,5.1796,2.5907,,,,,,,,,,,7.8614,4.735,4.43,6.4969,9.6366,6.5957,9.2444,4.047,10.9377,5.5618,16.78,12.1983,2.5078,4.619,2.3906,,3.6184,4.313,,,,,,
2014/3/17,7.84,5.7786,7.8327,6.1646,4.5515,16.8433,6.8621,6.44,18.4094,14.3535,7.2653,1.6543,9.2454,3.631,6.0883,5.5896,3.0058,5.2568,3.9135,,,8.4106,9.92,9.5313,11.1003,4.2,1.8765,8.0005,8.0715,6.7071,5.0269,1.375,9.2046,4.8631,5.3732,2.6007,,,,,,,,,,,8.039,4.8748,4.5,6.6062,9.9723,6.9229,9.7273,4.1065,11.1168,5.6653,16.72,12.2464,2.5229,4.6686,2.4306,,3.6184,4.3414,,,,,,
2014/3/18,7.85,5.8979,7.7699,6.4966,4.5515,16.6158,6.9907,6.691,18.594,14.3889,7.1832,1.6543,9.4348,3.9733,6.4013,5.538,2.9397,5.4262,4.3053,,,8.4106,9.92,9.5219,11.1938,4.19,2.0651,8.5048,8.0107,6.7136,5.0842,1.3843,9.5367,5.1905,5.3841,2.6704,,,,,,,,,,,8.0883,4.9847,4.52,6.6459,10.2191,7.0455,9.9343,4.0973,11.626,5.7264,17.16,11.9868,2.4909,4.5893,2.4639,,3.6468,4.3367,,,,,,
2014/3/19,7.89,5.8297,8.1022,6.3776,4.6935,17.1499,7.0005,6.691,19.5946,14.3624,7.3619,1.6543,9.4693,3.9049,6.3609,5.5414,2.9552,5.5733,4.7365,,,8.4106,9.92,9.6448,11.0783,4.13,2.0983,8.6987,7.9827,6.8303,5.2037,1.403,9.1803,5.1657,5.3586,2.5658,,,,,,,,,,,8.0193,5.0446,4.58,6.6658,10.0414,7.6707,10.0525,4.1019,11.7863,5.7076,17.15,12.1599,2.3745,4.956,2.4972,,3.6184,4.4362,,,,,,
