ÈÕÆÚ,000533.SZ,000585.SZ,000806.SZ,002028.SZ,002112.SZ,002270.SZ,002276.SZ,002300.SZ,002346.SZ,002350.SZ,002358.SZ,002441.SZ,002451.SZ,002452.SZ,002471.SZ,002498.SZ,002533.SZ,002560.SZ,002606.SZ,002622.SZ,002692.SZ,002706.SZ,002879.SZ,002882.SZ,002927.SZ,002953.SZ,300001.SZ,300062.SZ,300069.SZ,300215.SZ,300265.SZ,300283.SZ,300423.SZ,300444.SZ,300447.SZ,300477.SZ,300510.SZ,300617.SZ,300670.SZ,600089.SH,600112.SH,600192.SH,600312.SH,600379.SH,600468.SH,600517.SH,600550.SH,600577.SH,600869.SH,600885.SH,600973.SH,601179.SH,601616.SH,601700.SH,601877.SH,603016.SH,603333.SH,603530.SH,603577.SH,603606.SH,603618.SH,603829.SH,603861.SH,603897.SH
2014/1/2,4.0029,2.33,3.02,8.7027,7.2732,5.8985,4.6043,3.3818,5.9973,4.8347,10.625,6.9178,5.06,4.443,3.7923,2.272,3.6095,6.2264,5.9511,2.4829,4.0019,,,,,,5.2295,5.0903,11.1378,11.9183,5.2199,3.0733,,,,,,,,8.6223,12.89,6.8216,8.9631,5.7233,4.6069,7.7359,5.3,1.8084,3.6052,12.3194,3.4556,2.9883,3.7483,4.5506,15.9323,,4.8759,,,,,,,
2014/1/3,3.945,2.32,2.97,8.821,7.1535,5.7955,4.5165,3.3818,5.9973,4.8798,10.5864,6.812,4.9562,4.5668,3.6869,2.2601,3.5586,6.0629,6.0197,2.4425,4.0108,,,,,,5.1421,5.0903,11.4659,12.1893,5.1846,3.0139,,,,,,,,8.767,12.91,6.7027,8.9369,5.7233,4.7547,7.6895,5.2,1.7808,3.5856,12.1073,3.4468,2.952,3.6909,4.5962,15.5577,,4.8162,,,,,,,
2014/1/6,3.8582,2.25,2.82,8.6971,6.8742,5.3576,4.4092,3.3083,5.9973,4.6792,9.979,6.5588,4.6544,4.3507,3.4525,2.1473,3.5303,5.7199,5.9805,2.3056,3.7587,,,,,,4.8641,5.0903,10.8394,11.7615,4.9096,2.8643,,,,,,,,8.5018,12.89,6.5839,8.9457,5.5759,4.6641,7.5193,4.96,1.8823,3.5365,11.8609,3.4468,2.8611,3.6049,4.6278,15.8225,,4.7167,,,,,,,
2014/1/7,3.8775,2.26,2.83,8.7253,6.934,5.5057,4.4482,3.3385,5.9973,4.8798,10.7021,6.6509,4.7435,4.4721,3.4916,2.2096,3.6831,5.7519,6.0932,2.3582,3.7764,,,,,,4.9964,5.0903,11.7543,12.0087,5.0589,2.9303,,,,,,,,8.8473,12.83,6.7225,9.365,5.5759,4.707,7.9989,4.98,1.8546,3.5659,11.9088,3.3716,2.9338,3.6527,4.6944,16.4037,,4.7466,,,,,,,
2014/1/8,3.8389,2.23,2.82,9.1534,7.0338,5.3963,4.4189,3.4337,5.9973,5.0102,10.9624,6.6233,4.6347,4.5523,3.4213,2.174,3.6887,5.8289,6.0883,2.3793,3.7278,,,,,,5.1578,5.0903,12.9277,12.6885,5.1649,2.9875,,,,,,,,8.8232,12.94,6.7324,9.2776,5.5548,4.6975,8.0299,4.94,1.8177,3.5709,12.4084,3.4644,2.9247,3.6527,4.7224,16.9914,,4.7764,,,,,,,
2014/1/9,3.7618,2.18,2.75,8.9618,7.0637,5.1516,4.2823,3.3601,5.9973,4.935,10.4756,6.4069,4.4022,4.3482,3.4369,2.168,3.6039,5.4698,6.0883,2.3266,3.4315,,,,,,4.9762,5.0903,12.7289,12.4033,5.0314,2.8819,,,,,,,,8.8071,12.94,6.8315,9.2514,5.3863,4.5067,8.262,4.73,1.7854,3.5463,12.2852,3.3274,2.8975,3.5379,4.9012,16.6685,,4.6471,,,,,,,
2014/1/10,3.7425,2.11,2.72,8.8436,6.5449,5.0228,4.3311,3.4293,5.9973,5.0854,10.3165,6.1538,4.3774,4.2851,3.6283,2.3848,3.5077,5.4538,6.0883,2.2476,3.4448,,,,,,4.7431,5.0903,12.6692,11.8518,5.1296,2.7609,,,,,,,,8.3973,12.87,6.7126,8.9107,5.0632,4.9598,8.1433,4.6,1.7623,3.674,11.635,3.6589,2.8884,3.4997,4.8311,16.3715,,4.7665,,,,,,,
2014/1/13,3.81,2.1,2.75,8.8999,6.4751,5.0936,4.3604,3.4596,5.9973,5.1205,9.7669,6.163,4.3725,4.3239,3.5775,2.5155,3.5246,5.6237,6.1423,2.3354,3.3917,,,,,,4.7274,5.0903,13.0869,11.828,5.3456,2.7609,,,,,,,,8.1884,12.94,6.6433,9.1466,5.0983,4.8596,8.2517,4.58,1.7346,3.453,11.4502,3.4689,2.8884,3.4136,4.796,16.0356,,4.7665,,,,,,,
2014/1/14,3.8389,2.15,2.8,9.052,6.6746,5.6023,4.3799,3.4769,5.9973,5.1556,10.302,6.3149,4.4912,4.3239,3.6556,2.5541,3.5642,5.7712,6.2158,2.3793,3.4536,,,,,,4.9426,5.0903,13.067,12.3985,5.3378,2.8863,,,,,,,,8.0678,12.85,6.6928,9.496,5.2388,4.8644,8.2104,4.64,1.7623,3.394,11.6624,3.5086,2.9156,3.4519,4.747,16.2681,,4.8262,,,,,,,
2014/1/15,3.8196,2.15,2.8,9.4575,6.6846,5.6667,4.3701,3.5547,5.9973,5.1105,10.5189,6.3839,4.6149,4.2705,3.7572,2.5809,3.5699,5.7712,6.1276,2.4057,3.489,,,,,,4.8977,5.0903,13.3752,12.3652,5.4595,2.9721,,,,,,,,8.1482,12.68,6.6433,9.4523,5.2669,4.936,8.4322,4.63,1.7946,3.4088,11.813,3.6191,2.9065,3.4614,4.7014,16.3521,,4.8262,,,,,,,
2014/1/16,3.8004,2.18,2.81,9.3505,6.6048,6.2334,4.3799,3.5158,5.9973,5.2208,10.3599,6.3977,4.6248,4.4673,3.6869,2.5987,3.536,5.8417,6.1864,2.4109,3.458,,,,,,4.7857,5.0903,13.4747,12.2511,5.3849,2.9787,,,,,,,,8.2286,13.19,6.6433,9.3475,5.1826,4.9026,8.3857,4.66,1.7854,3.3547,12.0457,3.5528,2.9247,3.471,4.7224,16.6039,,4.8361,,,,,,,
2014/1/17,3.7232,2.15,2.74,9.1815,6.5549,6.1175,4.3214,3.4726,5.9973,5.0854,10.5286,6.2643,4.4764,4.3677,3.5345,2.4591,3.4907,5.6141,6.1962,2.4285,3.3829,,,,,,4.8103,5.0903,12.8581,12.3747,5.3613,2.9831,,,,,,,,8.2286,13.23,6.4849,9.1553,5.0913,4.7786,8.3703,4.49,1.7669,3.2614,11.7993,3.4644,2.8884,3.4041,4.6628,16.2746,,4.8262,,,,,,,
2014/1/20,3.8196,2.18,2.73,9.1703,6.6547,5.8792,4.2921,3.5288,5.9973,4.8898,10.6925,6.186,4.4863,4.1806,3.558,2.5274,3.5473,5.3159,6.2648,2.4373,3.3475,,,,,,4.7207,5.0903,13.0968,11.79,5.3024,2.9259,,,,,,,,8.2286,13.05,6.376,9.5222,5.0773,4.7786,8.0918,4.48,1.7854,3.0993,11.416,3.4689,2.8611,3.4232,4.8802,15.7063,,4.7366,,,,,,,
2014/1/21,3.9065,2.21,2.75,9.3111,6.6646,6.2785,4.3506,3.5461,5.9973,4.9901,11.2324,6.3793,4.6149,4.2292,3.5931,2.5333,3.6152,5.4602,6.3236,2.504,3.4315,3.1669,,,,,4.761,5.0903,13.3255,11.9611,5.4713,3.2185,,,,,,,,8.2286,11.91,6.4354,9.5135,5.1405,4.769,8.5456,4.51,1.7992,3.1583,11.6761,3.4821,2.8702,3.4519,4.9117,15.0346,,4.8063,,,,,,,
2014/1/22,3.9065,2.23,2.82,9.4294,6.8642,6.272,4.4677,3.5764,5.9973,5.2911,11.2854,6.5266,4.7484,4.3264,3.7025,2.5512,3.6774,5.5499,6.4119,2.5216,3.5509,3.2375,,,,,4.8708,5.0903,13.2659,12.042,5.6481,3.2691,,,,,,,,8.2286,11.19,6.6433,9.6009,5.2879,4.8644,8.5817,4.6,1.8269,3.34,11.943,3.5882,2.961,3.5284,5.0239,15.5254,,5.0551,,,,,,,
2014/1/23,3.9257,2.21,2.8,9.6716,6.9739,6.2076,4.497,3.5591,5.9973,5.2911,11.2372,6.6003,4.8177,4.3579,3.7689,2.6907,3.6435,5.5756,6.4119,2.5935,3.5642,3.1658,,,,,4.9829,5.0903,13.1764,12.3605,5.6834,3.2339,,,,,,,,8.2286,11.25,6.6235,9.793,5.2669,4.7643,8.7158,4.66,1.8315,3.3449,12.0936,3.597,2.9429,3.5188,5.0134,15.9194,,4.9357,,,,,,,
2014/1/24,3.945,2.24,2.93,9.6378,7.1735,6.1497,4.5457,3.598,5.9973,5.3964,11.1264,6.6831,4.7929,4.3944,3.7572,2.7026,3.7509,5.6109,6.4021,2.6041,3.5818,3.4826,,,,,5.0434,5.0903,13.1266,11.481,5.5774,3.2603,,,,,,,,8.2286,11.27,6.6334,10.0726,5.309,4.8978,8.69,4.69,1.8546,3.34,12.1894,3.6677,2.952,3.5571,5.1642,15.8613,,4.9058,,,,,,,
2014/1/27,3.9065,2.21,2.91,9.4857,6.964,6.2591,4.614,3.5418,5.9973,5.5117,11.2228,6.9961,4.9067,4.5134,3.722,2.6611,3.7227,5.6525,6.3629,2.5391,3.5509,3.5623,,,,,4.9762,5.0903,13.3156,11.4715,5.5106,3.2845,,,,,,,,8.3822,11.34,6.5938,9.9066,5.4003,4.8883,9.0356,4.58,1.85,3.4677,13.3324,3.5882,2.9338,3.5475,5.343,15.3898,,4.5575,,,,,,,
2014/1/28,3.945,2.2,2.93,9.4406,6.9041,6.6198,4.5847,3.5115,5.9973,5.4917,10.9239,6.9501,4.8078,4.5693,3.7103,2.6492,3.7736,5.4986,6.3678,2.5637,3.5597,3.4199,,,,,4.9089,5.0903,13.236,11.4572,5.4477,3.2119,,,,,,,,8.1517,11.35,6.5839,9.9066,5.3863,4.9026,8.9376,4.64,1.8453,3.4431,13.5514,3.5882,2.9429,3.5188,5.2799,15.435,,4.2988,,,,,,,
2014/1/29,3.9643,2.21,2.92,9.5984,6.934,6.4201,4.653,3.5893,5.9973,5.7424,10.6539,7.0329,4.8325,4.6009,3.6869,2.6462,3.7792,5.5307,6.5491,2.5461,3.5818,3.2797,,,,,5.1421,5.0903,13.425,11.3669,5.4399,3.1327,,,,,,,,8.0066,11.36,6.5839,10.16,5.4214,4.874,9.2418,4.18,1.8638,3.4874,13.8867,3.6279,2.952,3.5666,5.343,15.7838,,4.2789,,,,,,,
2014/1/30,3.8968,2.22,2.89,9.3111,6.7943,6.0466,4.7018,3.5807,5.9973,5.6572,10.9528,7.125,4.7484,4.613,3.5736,2.5541,3.7453,5.5307,6.6227,2.4654,3.5686,3.2535,,,,,5.0726,5.0903,13.1167,11.5428,5.3299,3.2449,,,,,,,,8.0834,11.39,6.6433,10.0027,5.4144,4.7595,9.2573,3.96,1.8546,3.4431,13.7498,3.513,2.9338,3.5571,5.2799,15.5513,,4.2192,,,,,,,
2014/2/7,3.9547,2.26,2.9,9.4181,6.9739,6.2012,4.7116,3.6629,5.9973,5.9029,11.2035,7.3689,4.8028,4.6227,3.6322,2.6492,3.7905,5.6846,6.8482,2.6532,3.6305,3.339,,,,,5.1891,5.0903,13.5145,12.0467,5.6049,3.3153,,,,,,,,8.0749,11.52,6.8513,10.16,5.604,4.7833,9.2625,4.03,1.8684,3.4874,14.797,3.5528,2.961,3.5379,5.2974,15.5965,,4.2789,,,,,,,
2014/2/10,4.0318,2.3,3.01,9.8913,7.3032,6.4394,4.8286,3.7104,5.9973,5.928,11.5024,7.4702,5.0056,4.6664,3.7806,2.765,3.9263,6.1238,7.1227,2.7024,3.7057,3.462,,,,,5.3774,5.0903,13.4846,12.0134,5.7384,3.3857,,,,,,,,8.8858,11.92,7.5344,10.5705,5.7023,4.9741,9.1542,4.14,1.8961,3.5807,16.1453,3.7207,3.0246,3.6623,5.5288,16.591,,4.3685,,,,,,,
2014/2/11,4.0415,2.32,3.02,9.7955,7.4229,6.3107,4.7701,3.6758,5.9973,5.8026,11.6036,7.4518,5.1787,4.6397,3.7806,2.6997,3.915,6.0886,7.0835,2.6462,3.6791,3.7618,,,,,5.2631,5.0903,13.5741,11.6854,5.7266,3.3879,,,,,,,,8.7919,11.99,7.9403,10.422,5.6672,4.955,9.0459,4.13,1.9145,3.5905,16.0563,3.7296,3.0246,3.6718,5.4481,16.5135,,4.3983,,,,,,,
2014/2/12,4.1862,2.36,3.04,9.8011,7.4329,6.5554,4.9457,3.7623,5.9973,5.933,11.5217,7.4886,5.1738,4.6592,3.8626,2.7234,3.9829,6.2297,7.1227,2.7446,3.7587,3.8233,,,,,5.5186,5.0903,13.6736,11.6331,5.7698,3.4011,,,,,,,,8.6554,11.99,8.1185,10.3085,5.7093,5.0409,8.953,4.21,1.9192,3.7722,16.2274,3.8666,3.0246,3.6814,5.6094,16.7589,,4.4282,,,,,,,
2014/2/13,4.0704,2.31,3.07,9.8856,7.2134,6.1497,5.131,3.6585,5.9973,5.6221,11.5506,7.1756,5.0848,4.5061,3.7845,2.6135,3.8924,5.9154,7.0197,2.6796,3.7278,3.7093,,,,,5.2676,5.0903,12.6394,10.9818,5.8091,3.6518,,,,,,,,8.6639,12.1,8.5245,10.3347,5.5899,4.9312,9.8504,4.14,1.9192,4.1504,15.3172,3.8047,2.9883,3.6909,5.5323,16.4942,,4.3884,,,,,,,
2014/2/14,4.1379,2.36,3.14,10.1673,7.2633,6.2141,5.648,3.8229,5.9973,5.7474,11.7338,7.3045,5.2332,4.8875,3.9446,2.6551,3.9772,6.0213,7.1129,2.7375,3.856,3.9327,,,,,5.3752,5.0903,12.5101,11.0864,5.9466,3.7508,,,,,,,,8.7407,12.1,8.4255,10.5443,5.7304,5.0027,10.2681,4.18,1.9561,4.4304,15.4472,3.8312,2.9974,3.7483,5.5989,16.8429,,4.4481,,,,,,,
2014/2/17,4.2441,2.39,3.15,10.1785,7.4728,6.4201,5.8529,3.8531,5.9973,5.9481,11.6422,7.7739,5.2925,5.0284,3.9954,2.7264,4.1639,6.1431,7.1766,2.8622,3.9091,4.1481,,,,,5.9131,5.0903,13.7631,11.3288,6.5396,3.7398,,,,,,,,8.8175,12.03,8.6631,10.8239,5.8146,5.1839,10.3455,4.6,2.0529,4.5237,16.994,3.9947,3.0155,3.8344,6.1598,17.1787,,4.4978,,,,,,,
2014/2/18,4.3212,2.37,3.08,10.1053,7.5825,6.3364,5.9212,3.8229,5.9973,5.933,12.1435,7.8246,5.1837,4.8316,3.9798,2.6729,4.1922,6.0469,7.3629,2.8218,3.8781,4.0797,,,,,6.1171,5.0903,15.1354,11.2718,6.9874,3.654,,,,,,,,9.2102,11.89,8.5146,10.8239,5.8287,5.4367,10.5982,5.06,2.0022,4.4599,16.9597,4.0654,3.0246,3.8057,6.5735,18.1281,,4.4879,,,,,,,
2014/2/19,4.4755,2.44,3.22,9.7842,7.5027,6.3751,5.7261,3.8012,5.9973,5.7926,11.7482,7.82,5.1243,4.7733,3.8938,2.5779,4.2092,6.0533,7.3188,2.7744,3.8914,3.9794,,,,,5.9647,5.0903,15.3244,11.1197,6.9835,3.6078,,,,,,,,9.1419,11.75,8.3166,11.1034,5.7374,5.3509,10.4641,5.05,2.0253,4.396,16.6586,3.9682,3.1155,3.7866,6.4508,18.3929,,4.458,,,,,,,
2014/2/20,4.5431,2.43,3.22,9.497,7.2134,6.111,5.5115,3.6758,5.9973,5.6522,11.4542,7.5576,5.0106,4.6713,3.7845,2.4591,4.0621,5.8609,7.255,2.6936,3.8472,3.9612,,,,,5.7719,5.0903,15.0658,10.8867,6.7753,3.6848,,,,,,,,9.0565,11.69,7.9898,11.1733,5.625,5.2316,10.0567,4.84,1.9699,4.1308,16.4396,3.9859,3.1518,3.7674,6.279,18.3089,,4.4481,,,,,,,
2014/2/21,4.408,2.37,3.16,9.4294,7.1735,5.8728,5.531,3.6412,5.9973,5.7023,11.3578,7.3321,4.9661,4.7053,3.8431,2.471,3.9716,5.8417,7.1717,2.6708,3.7366,3.9441,,,,,6.0364,5.0903,15.0757,10.6775,6.8342,3.6298,,,,,,,,8.9797,11.65,8.0987,11.1122,5.618,5.1506,10.2372,4.79,1.9561,4.1996,16.248,3.8533,3.0882,3.7101,6.2896,17.6825,,4.3585,,,,,,,
2014/2/24,4.437,2.34,3.16,9.6096,7.3132,5.8985,5.5895,3.6845,5.9973,5.7525,11.6422,7.4103,5.1293,4.6543,3.9602,2.5185,4.0621,5.893,7.3482,2.7744,3.7941,3.9954,,,,,5.9804,5.0903,15.3045,10.7869,7.5177,3.5968,,,,,,,,9.1248,11.46,8.0492,11.2432,5.5478,5.2936,10.624,4.72,1.9745,4.2143,17.2746,3.9284,3.0519,3.6431,6.3562,17.4371,,4.3187,,,,,,,
2014/2/25,4.1283,2.29,3.07,9.052,6.9041,5.7504,5.609,3.5331,6.596,5.597,10.9528,6.9823,4.8276,4.409,3.6283,2.4739,3.8188,5.4185,7.1766,2.6111,3.6172,3.7629,,,,,5.3909,5.5978,15.1155,10.1974,6.7675,3.2515,,,,,,,,8.57,11.86,7.5344,11.0947,5.3301,5.1124,10.0206,4.56,1.9099,4.2831,16.0974,3.7119,3.0155,3.5284,6.0582,16.6944,,4.1893,,,,,,,
2014/2/26,4.1572,2.3,3.08,9.2097,7.0039,5.6152,5.8236,3.5764,7.2571,5.4616,10.9769,7.2584,4.8622,4.3749,3.6009,2.465,3.8584,5.3928,7.2452,2.662,3.6172,3.6432,,,,,5.3685,5.4451,16.3983,10.069,6.7517,3.3395,,,,,,,,8.2371,12.39,7.8017,11.3655,5.6882,5.1267,9.9845,4.52,1.933,4.1603,16.1248,3.7738,3.061,3.5284,5.9074,16.8817,,4.2092,,,,,,,
2014/2/27,4.1187,2.37,3.12,9.5082,7.0138,5.4349,6.0285,3.5245,7.9852,5.7926,11.001,7.2815,4.8226,4.2656,3.5345,2.4027,3.8471,5.4281,7.559,2.7042,3.5818,3.5099,,,,,5.2205,5.3219,17.0746,10.2639,6.6378,3.2339,,,,,,,,8.2286,12.05,7.4849,11.6451,6.0042,5.1839,9.7627,4.97,1.9376,4.4599,15.6662,3.6456,3.3698,3.5953,5.7496,17.3402,,4.259,,,,,,,
2014/2/28,4.1958,2.32,3.18,9.7279,7.1336,5.5766,6.048,3.6196,7.4439,6.0484,10.7455,7.461,4.9067,4.2948,3.5306,2.4264,3.9037,5.4826,6.8825,2.6919,3.6438,3.7754,,,,,5.5567,5.1987,16.3685,10.9343,6.7321,3.2867,,,,,,,,8.4505,12.14,7.9601,11.7324,6.0745,5.4892,9.9897,5.14,1.9561,4.4992,17.1924,3.6721,3.4243,3.6144,5.7812,16.8494,,4.259,,,,,,,
2014/3/3,4.2151,2.39,3.31,9.8687,7.4129,5.6796,6.1845,3.7018,7.5301,6.244,10.7744,7.5714,5.0254,4.3604,3.5541,2.4829,4.0565,5.6686,6.7648,2.7375,3.7278,4.1526,,,,,5.6262,5.2825,16.2492,10.9961,6.9442,3.3945,,,,,,,,8.6127,12.77,8.0393,12.3614,6.3273,5.5035,10.5673,5,1.993,4.5237,17.8016,3.7163,3.4697,3.6909,6.0266,16.9075,,4.3187,,,,,,,
2014/3/4,4.2923,2.39,3.26,9.711,7.4429,5.6538,6.2528,3.7148,7.3625,6.0433,11.001,7.7785,4.9166,4.3288,3.472,2.4947,4.0508,5.6173,6.8384,2.6989,3.7057,4.0113,,,,,5.6464,5.1938,15.8613,10.7156,6.9913,3.4935,,,,,,,,8.4163,12.81,8.3859,12.4663,5.9551,5.4033,10.6085,4.9,1.9884,4.3715,17.4936,3.6721,3.3607,3.7005,5.9425,16.9721,,4.3187,,,,,,,
2014/3/5,4.3405,2.36,3.23,9.5758,7.3331,5.6023,6.6235,3.6715,7.4008,5.9631,11.2469,7.6589,4.9512,4.3361,3.4135,2.468,4.0395,5.5531,6.657,2.5953,3.6924,4.1595,,,,,5.6038,5.0854,15.752,10.8202,7.4391,3.5287,,,,,,,,8.2712,12.79,9.2274,12.1605,5.7795,5.6895,10.2939,4.9,2.0068,4.4206,17.9248,3.6854,3.288,3.7196,5.9004,16.9721,,4.3386,,,,,,,
2014/3/6,4.2923,2.37,3.22,9.4632,7.2732,5.6281,6.7015,3.6542,7.4774,5.9079,10.9673,7.5024,5.0254,4.4065,3.4603,2.5096,3.9999,5.6397,6.4462,2.5707,3.6968,4.3304,,,,,5.5814,5.0804,15.9906,10.7251,8.1814,3.4319,,,,,,,,8.3225,13.12,8.9799,12.012,5.8427,5.7705,10.2785,4.82,2.0114,4.3469,17.8426,3.6942,3.3425,3.7292,5.939,17.9214,,4.2988,,,,,,,
2014/3/7,4.1958,2.35,3.16,9.6209,7.4728,5.5637,7.3551,3.6412,7.3816,5.8026,10.7744,7.9212,4.8276,4.3458,3.3666,2.4977,4.1357,5.6814,6.5491,2.6041,3.6393,4.0307,,,,,5.476,5.3515,16.0801,10.649,8.9984,3.4979,,,,,,,,8.3566,13.43,9.6135,12.2566,5.7023,5.5464,10.1444,4.83,2.0345,4.2389,17.8426,3.6986,3.506,3.7101,5.9425,17.8439,,4.3087,,,,,,,
2014/3/10,4.0608,2.29,3.01,9.1477,7.7721,5.3125,7.3551,3.5029,6.9984,5.4415,10.2634,7.7325,4.5011,4.0592,3.2924,2.3225,3.9603,5.6846,6.1276,2.5093,3.4536,3.8484,,,,,5.2452,5.4303,15.5829,10.1736,9.1634,3.4143,,,,,,,,7.9042,12.88,9.2274,11.549,5.6953,5.3604,9.7885,4.52,1.9976,4.3224,16.6449,3.5396,3.4606,3.5571,5.7847,17.3208,,4.1794,,,,,,,
2014/3/11,4.0897,2.27,2.97,9.0182,8.0215,5.4027,7.3551,3.4899,6.9888,5.3763,10.1188,7.4149,4.4962,4.1053,3.308,2.3136,3.915,5.9892,6.103,2.5216,3.4492,3.8746,,,,,5.1353,5.1544,15.3343,10.0785,9.073,3.5243,,,,,,,,7.6908,12.85,8.772,11.0598,5.7795,5.4892,9.4946,4.52,1.9653,4.3125,16.4943,3.5086,3.397,3.5666,5.7882,17.1594,,4.2391,,,,,,,
2014/3/12,4.0994,2.27,3,9.1365,7.6723,5.4735,7.3551,3.4466,7.2571,5.3111,9.8826,7.2953,4.511,4.1296,3.39,2.2957,3.8584,5.8128,6.1815,2.5619,3.4757,3.7515,,,,,5.0188,4.9967,15.5133,10.2212,8.2836,3.2647,,,,,,,,7.7591,12.77,7.9601,11.1821,5.7795,5.2746,9.3089,4.29,1.9468,4.2143,15.7346,3.5396,3.3879,3.5858,5.6164,17.1206,,4.2988,,,,,,,
2014/3/13,4.1476,2.31,3.03,9.0689,7.9118,5.4929,7.3551,3.5029,7.2954,5.4014,10.5093,7.3367,4.5159,4.1612,3.3666,2.3225,3.9546,5.7712,6.2452,2.5865,3.4978,3.7766,,,,,5.2497,5.0657,15.4238,10.4731,8.2364,3.2845,,,,,,,,7.8103,12.9,7.9799,11.2694,5.9551,5.2984,9.3914,4.08,1.9884,4.6367,16.0084,3.5616,3.4606,3.6049,5.7251,17.0044,,4.3187,,,,,,,
2014/3/14,4.109,2.31,3.04,9.0689,7.6424,5.4864,7.3551,3.5331,7.3816,5.3613,10.5141,7.217,4.5506,4.2146,3.4057,2.3106,3.9886,5.4281,6.1374,2.5725,3.5244,3.772,,,,,5.2855,4.9967,15.3244,10.2069,8.0754,3.2471,,,,,,,,7.6993,12.98,7.9997,11.0423,6.0604,5.1649,9.6647,3.88,1.9884,5.0247,16.3438,3.597,3.3516,3.624,5.662,17.0431,,4.2689,,,,,,,
2014/3/17,4.1862,2.34,3.08,9.2379,7.7322,5.6732,7.121,3.5764,8.1193,5.5719,11.3336,7.4057,4.6297,4.4065,3.4369,2.3641,4.0508,5.5211,6.2599,2.6216,3.5642,3.8062,,,,,5.3931,5.11,16.3486,10.4921,8.6135,3.3571,,,,,,,,7.8018,13.14,8.1482,11.6189,6.0955,5.2364,9.9175,3.91,2.0022,4.9805,16.8981,3.681,3.3789,3.6814,5.7602,17.0108,,4.3485,,,,,,,
2014/3/18,4.2055,2.35,3.09,9.2435,7.5127,5.6989,6.8283,3.5504,8.9336,5.5167,11.2565,7.5944,4.6792,4.3385,3.4135,2.3759,4.0565,5.5147,6.4168,2.6866,3.5686,3.8085,,,,,5.55,5.2529,16.9652,10.6253,9.0063,3.3703,,,,,,,,7.8103,13.05,8.4156,11.7062,5.934,5.2412,10,3.86,2.0437,4.9363,16.905,3.6544,3.3698,3.7101,6.0441,16.3392,,4.3485,,,,,,,
2014/3/19,4.2826,2.38,3.07,9.1083,7.9018,5.6088,6.9259,3.6283,9.1683,5.6923,11.5458,7.6036,4.6693,4.3118,3.3471,2.3195,4.113,5.4377,6.3432,2.6568,3.5863,3.6957,,,,,5.5097,5.3465,16.9751,10.611,8.9945,3.4187,,,,,,,,7.5201,12.97,8.2076,11.3568,6.0745,5.3127,10.0876,4.05,2.0576,4.7742,16.4807,3.6235,3.3789,3.7674,6.1704,16.1454,,4.3884,,,,,,,
2014/3/20,4.1283,2.32,3.02,8.6746,7.5326,5.2997,6.2821,3.5418,10.0833,5.4164,11.3095,7.4195,4.5506,4.1806,3.2377,2.2364,3.932,5.3031,6.0442,2.6093,3.489,3.6182,,,,,5.2497,5.0262,16.5674,10.2117,8.5467,3.2559,,,,,,,,7.1445,12.59,7.7324,10.7103,5.9832,5.1315,9.8865,4.08,1.9791,4.7791,14.9749,3.6412,3.3789,3.6336,5.9705,15.4867,,4.259,,,,,,,
2014/3/21,4.2248,2.38,3.07,8.8267,7.6025,5.4285,6.2528,3.611,10.0833,5.5669,11.0878,7.0007,4.5506,4.2535,3.2494,2.2957,4.0508,5.4121,6.0883,2.6796,3.5642,3.6694,,,,,5.3617,5.1839,16.7961,10.2687,8.8963,3.3307,,,,,,,,7.3152,12.83,7.9898,11.1209,6.236,5.2269,10.1753,4.09,2.0391,4.4108,15.7757,3.8179,3.4424,3.8057,5.9951,15.3511,,4.3685,,,,,,,
2014/3/24,4.3598,2.39,3.09,8.4831,7.812,5.4349,6.2918,3.6326,10.0833,5.6371,10.7214,6.927,4.5506,4.2486,3.2729,2.3462,4.2092,5.3576,6.1227,2.6726,3.5907,3.4996,,,,,5.2609,5.0509,16.7265,10.05,8.5585,3.3461,,,,,,,,7.392,12.95,8.0591,11.1471,6.236,5.2793,10.2063,4.23,2.0668,4.3371,15.6046,3.8135,3.5333,3.8344,6.1704,16.0163,,4.4083,,,,,,,
2014/3/25,4.3502,2.43,3.4,8.5338,7.7023,5.5186,6.2431,3.6239,9.4225,5.6271,10.7166,6.812,4.5506,4.2316,3.2494,2.3225,4.2205,5.3832,6.1717,2.6901,3.5907,3.4301,,,,,5.3729,5.0509,16.2989,10.0928,8.3464,3.3637,,,,,,,,7.6396,12.74,8.1086,11.2257,6.2079,5.2555,10.0876,4.17,2.0668,4.2536,15.3103,3.7649,3.4969,3.8726,5.8268,15.8871,,4.4083,,,,,,,
2014/3/26,4.3116,2.41,3.3,8.5676,7.6623,5.5508,6.5162,3.6326,9.6524,5.5468,10.6298,6.881,4.5506,4.2875,3.2846,2.3314,4.3733,5.3512,6.1815,2.662,3.5951,3.4689,,,,,5.6845,5.1593,16.1,10.0025,8.857,3.4209,,,,,,,,7.6737,12.99,8.6037,11.3131,6.25,5.1696,9.8401,4.15,2.0529,4.3125,15.6114,3.7649,3.4879,3.7961,5.7952,16.0938,,4.4182,,,,,,,
