ÈÕÆÚ,000533.SZ,000585.SZ,000806.SZ,002028.SZ,002112.SZ,002270.SZ,002276.SZ,002300.SZ,002346.SZ,002350.SZ,002358.SZ,002441.SZ,002451.SZ,002452.SZ,002471.SZ,002498.SZ,002533.SZ,002560.SZ,002606.SZ,002622.SZ,002692.SZ,002706.SZ,002879.SZ,002882.SZ,002927.SZ,002953.SZ,300001.SZ,300062.SZ,300069.SZ,300215.SZ,300265.SZ,300283.SZ,300423.SZ,300444.SZ,300447.SZ,300477.SZ,300510.SZ,300617.SZ,300670.SZ,600089.SH,600112.SH,600192.SH,600312.SH,600379.SH,600468.SH,600517.SH,600550.SH,600577.SH,600869.SH,600885.SH,600973.SH,601179.SH,601616.SH,601700.SH,601877.SH,603016.SH,603333.SH,603530.SH,603577.SH,603606.SH,603618.SH,603829.SH,603861.SH,603897.SH
2017/7/6,11.0197,5.27,13.1,15.51,16.92,7.134,10.4727,11.1392,28.3963,13.3475,16.706,11.3215,21.2061,6.9688,4.907,3.585,7.5037,9.0007,20.8293,12.3,9.8362,7.4528,,,,,16.8819,12.011,32.15,10.0952,12.3048,7.4846,12.39,11.2906,22.4185,7.9178,11.2225,45.8417,7.7096,9.552,6.91,7.9117,13.3979,9.2902,4.6825,7.506,10.89,4.6006,6.8615,29.8203,5.6889,5.4226,4.5742,5.7424,18.7377,27.5241,7.105,,20.7046,6.8307,10.649,,23.7063,
2017/7/7,11.1693,5.24,13.28,15.313,16.9,7.1079,10.4331,10.8433,27.8073,12.8785,16.706,11.2832,21.2755,6.949,5.0262,3.585,7.4751,8.9323,20.8293,12.3,9.7763,7.4214,18.1902,,,,16.5339,11.7129,32.26,9.9986,12.4045,7.4846,12.39,11.2203,22.4583,8.2609,11.2225,49.5741,8.4791,9.5993,6.9,7.9915,13.7365,9.3254,4.6825,7.5158,10.72,4.6006,6.8615,29.6806,5.6988,5.4226,4.5644,5.7234,18.7753,27.5241,7.1348,,21.8191,6.7801,10.9155,,23.7063,
2017/7/10,11.4386,5.12,13.35,15.9137,16.57,7.023,10.2848,10.5997,28.9853,12.6614,16.706,11.1012,20.9284,6.8694,4.9766,3.5752,7.5705,9.0105,20.8293,12.3,9.9559,7.434,20.0127,,,,16.1859,11.2758,31.83,9.8537,12.2649,7.4846,12.39,11.607,22.3687,8.2451,11.2225,47.3657,9.3259,9.5993,7.01,7.9317,13.9106,9.1917,4.6825,7.5352,10.31,4.3705,6.782,29.2055,5.6,5.4617,4.5644,5.8464,18.6627,27.5241,7.1149,,20.8619,6.7352,10.9747,,23.7063,
2017/7/11,11.0496,4.99,13.4,16.0418,15.97,7.0491,10.0771,10.7389,29.497,11.9493,16.706,10.8714,20.73,6.8595,4.8772,3.585,7.4178,9.1473,20.8293,12.3,9.5968,7.4089,22.0174,,,,16.1859,10.8486,31.71,9.7475,12.0655,7.4846,12.39,11.2705,21.7512,7.9848,11.5607,47.1396,10.2574,9.675,6.96,7.7623,13.6688,9.1636,4.6825,7.4184,9.98,4.1693,6.6825,28.3111,5.5111,5.4128,4.476,5.7613,18.4189,27.5241,7.0353,,20.5851,6.6565,10.3135,,23.7063,
2017/7/12,10.9399,5.22,13.41,15.8547,16.05,6.925,9.9782,10.53,29.1011,13.1477,15.7048,10.8905,20.9,6.7899,4.8673,3.5655,7.3605,8.9518,20.8293,12.3,9.5469,7.3336,24.2185,,,,16.2555,10.8685,31.67,9.6702,11.9259,7.4846,12.39,11.7426,22.0799,8.6749,10.4046,48.4053,11.2478,9.4385,6.98,7.8021,13.7462,9.1354,4.6825,7.3697,10.2,4.2268,6.7024,28.1155,5.4222,5.3834,4.4368,5.7424,18.5971,27.5241,6.9855,,20.1995,6.5049,10.5602,,23.7063,
2017/7/13,10.9001,5.25,13.29,15.835,15.98,6.9185,9.9387,10.4604,28.5798,13.0956,15.7245,10.8618,21.09,6.7998,5.0163,3.5752,7.3796,8.9125,20.8293,12.3,9.4371,7.1642,26.6438,,,,16.2754,10.7294,31.57,10.6362,11.5669,7.4846,12.39,11.6823,21.5122,8.3515,10.4722,47.0169,10.1911,9.5236,6.98,7.8918,13.6494,9.0932,4.6825,7.36,9.95,4.2268,6.7024,28.0736,5.4617,5.452,4.4466,5.7234,18.4564,27.5241,7.095,,19.6359,6.4936,10.353,,23.7063,
2017/7/14,10.7205,5.26,11.96,15.6676,15.85,6.7551,9.8892,10.7824,27.7784,13.1043,16.0189,10.9001,21.82,6.7104,4.8971,3.5655,7.3701,8.4605,20.8293,12.3,9.4072,7.1705,25.7256,,,,16.0269,10.5506,31.55,10.7522,11.4572,7.4846,12.39,11.5116,21.303,8.525,9.5834,42.7163,9.7051,9.4291,6.98,7.7423,13.4946,9.0932,4.6825,7.2724,9.81,4.2364,6.6626,28.374,5.4222,5.4226,4.4466,5.714,18.522,27.5241,7.0452,,19.9523,6.5329,10.1852,,23.7063,
2017/7/17,10.7205,5.29,10.76,14.8699,14.7,6.4024,9.286,9.7033,24.9976,11.793,15.5085,10.1147,20.8,6.2928,4.5395,3.4392,6.8545,7.6744,20.8293,12.3,8.9384,6.8317,23.153,8.7572,,,14.9332,9.8452,31.54,10.1725,10.3105,7.4846,12.39,10.8235,19.1717,8.3397,8.6238,38.4479,8.7331,9.0602,6.64,7.1345,12.9046,8.1817,4.6825,6.8927,8.83,4.0159,6.7322,28.0107,5.0667,5.2464,4.1815,5.3639,17.7624,27.5241,6.6273,,17.9551,6.0555,9.2081,,23.7063,
2017/7/18,10.8502,5.28,10.76,15.4312,15.69,6.4024,9.3552,9.8773,25.21,12.2533,15.2631,10.2775,21.14,6.3127,4.5991,3.4684,6.9023,7.7432,20.8293,12.3,9.3274,6.8757,22.2067,9.63,,,15.0128,9.9744,32.03,11.1869,10.2008,7.4846,12.39,11.1751,19.361,8.391,8.8396,38.958,8.7847,9.1548,6.67,7.1843,12.9529,7.7296,4.6825,6.7077,8.95,4.0351,6.7621,28.8212,5.1161,5.2856,4.1914,5.4018,17.4811,27.5241,6.7169,,17.5695,6.0948,9.5733,,23.7063,
2017/7/19,10.8103,5.31,10.76,15.51,16.73,6.4481,9.4442,9.8512,25.8183,11.9667,15.0178,10.4308,21.4,6.3724,4.6786,3.4975,6.95,7.7432,20.8293,12.3,9.3374,6.8757,21.9964,10.591,,,15.1122,10.2625,32.4,11.3511,10.2706,7.275,12.39,11.0344,19.2813,8.6355,8.598,38.9709,8.5932,9.4007,6.73,7.3238,13.1271,7.666,4.6825,6.659,9.04,4.0734,6.7621,28.8561,5.1753,5.4324,4.2404,5.4869,17.8468,27.5241,6.7965,,17.6783,6.1622,9.8101,,23.7063,
2017/7/20,10.7804,5.25,10.76,16.0516,16.97,6.4611,9.464,10.1384,25.4514,11.6801,15.3417,10.3925,21.61,6.4022,4.8673,3.4975,6.9691,7.812,20.8293,12.3,9.2775,6.9698,21.9263,11.6502,,,15.0625,10.0539,32.9,11.1869,10.2806,7.0255,12.39,11.7125,19.4008,8.4738,8.1859,38.6222,8.4128,9.3723,6.89,7.3737,13.1174,7.7013,4.6825,6.6785,9.05,4.2555,6.8913,28.933,5.2741,5.4422,4.3484,5.4775,18.0156,27.5241,6.9059,,17.3718,6.2015,10.3234,,23.7063,
2017/7/21,10.6507,5.53,10.76,16.0516,16.7,6.435,9.5629,9.799,24.7756,11.5672,15.2043,10.6128,21.45,6.4022,4.8375,3.5072,6.9405,7.7039,20.8293,12.3,9.3474,6.9509,21.0151,12.8171,,,15.0128,9.9545,32.7,11.0323,10.49,6.8459,12.39,11.6221,19.3411,8.7143,7.9862,37.6794,8.2913,9.656,6.98,7.4036,13.1754,7.6518,4.6825,6.6493,9.21,4.1788,6.8317,29.3592,5.2444,5.5303,4.2993,5.4491,18.0531,27.5241,6.8761,,16.8477,6.1454,10.3431,,23.7063,
2017/7/24,10.4313,5.46,10.76,15.894,16.18,6.4677,9.6914,9.9818,24.6211,11.7062,15.6361,10.6894,21.37,6.4022,4.9666,3.5072,7.055,7.8021,20.8293,12.3,9.3474,7.045,21.0641,14.1018,,,15.1917,9.9744,32.88,11.8438,10.5897,6.7162,12.39,11.6221,19.59,8.3555,7.7672,37.7634,8.3429,9.7506,7,7.5231,13.2238,7.5459,4.6825,6.6785,9.29,4.198,6.7621,28.9889,5.284,5.5792,4.3288,5.4586,18.1,27.5241,6.9159,,18.0737,6.1566,9.9977,,23.7063,
2017/7/25,10.2119,5.37,10.76,15.7463,16.39,6.4677,9.553,10.0166,27.0832,11.767,15.6067,10.6032,21.27,6.4519,4.9567,3.5072,7.0455,7.8611,20.8293,12.3,9.2576,6.9635,20.3912,15.5139,,,15.0923,10.1035,34.9,11.5347,10.4302,6.6862,12.39,11.6221,19.6299,7.768,7.7704,37.9054,8.2398,9.7033,6.92,7.4235,12.9626,7.6306,4.6825,6.6883,9.12,4.2268,6.7123,28.7164,5.2741,5.5205,4.319,5.468,18.1657,27.5241,6.8661,,19.0229,6.3532,9.6621,,23.7063,
2017/7/26,10.551,5.31,10.76,15.7857,15.89,6.4481,9.8101,9.7816,27.0444,11.8017,15.3809,10.6894,20.99,6.4917,4.9567,3.4975,6.9977,7.9987,20.8293,12.3,9.3374,6.9447,20.7207,17.0634,,,15.1321,10.2824,34.67,11.6313,10.4302,6.5964,12.39,11.6221,20.2673,7.5511,8.1021,37.8086,8.2729,9.6088,6.77,7.5829,12.8175,7.5812,4.6825,6.6396,9.12,4.2076,6.6626,28.5068,5.4914,5.54,4.3484,5.4207,18.0719,27.5241,6.9258,,18.0639,6.2802,9.672,,23.7063,
2017/7/27,10.4912,5.41,10.76,15.3426,16.07,6.5657,10.0079,9.9122,27.5388,11.8191,15.4693,10.8809,21.2,6.6308,4.907,3.5364,7.1314,8.0282,20.8293,12.3,9.3573,7.365,21.0711,16.3083,,,15.5993,10.4612,34.76,12.037,10.7692,6.8359,12.39,11.6221,20.8549,7.5984,8.2052,38.9451,8.7258,9.7979,6.81,7.6228,12.9723,7.8638,4.6825,6.7661,9.15,4.198,6.7123,28.2273,5.5012,5.5107,4.3877,5.4964,18.0625,27.5241,7.0353,,18.2913,6.3363,9.5437,,23.7063,
2017/7/28,10.7505,5.39,10.76,15.4804,15.94,6.5983,10.0277,9.712,26.6373,11.7062,15.3417,10.8809,21.4,6.5811,5.1057,3.5267,7.1982,7.9594,20.8293,12.3,9.2875,7.3273,20.8538,16.4946,,,15.5496,10.2923,36.48,11.8052,10.5997,6.6962,12.39,11.6221,20.5959,7.8863,8.1343,38.1121,8.4717,9.6371,6.73,7.6826,13.0593,7.7437,4.6825,6.8148,9.11,4.1693,7.13,29.7085,5.4519,5.5205,4.4073,5.4775,18.5689,27.5241,7.0651,,17.8364,6.3195,9.9681,,23.7063,
2017/7/31,10.6408,5.37,10.76,15.4903,15.94,6.6049,9.9189,9.5815,27.1898,11.3849,15.1944,11.0917,21.29,6.6706,5.0958,3.5364,7.1887,7.9102,20.8293,12.3,9.3573,7.227,20.945,15.2688,,,15.5795,10.3022,36.4,11.7375,10.5398,6.7062,11.1529,11.6221,20.327,7.8626,7.9121,38.0088,8.2987,9.9398,6.74,7.7025,13.069,7.8143,4.6825,6.9024,9.11,4.1693,7.01,29.8902,5.4123,5.5596,4.4269,5.4775,18.4189,27.5241,7.0452,,17.4212,6.4431,9.8694,,23.7063,
2017/8/1,10.4812,5.36,10.76,15.313,15.77,6.5526,10.9078,9.5989,27.8587,11.6888,15.1061,11.1875,21.19,6.7303,4.9964,3.5655,7.2459,7.9201,20.8293,12.3,9.3573,7.1454,21.2324,14.8471,,,15.908,10.332,35.56,11.7086,10.5498,6.806,10.3317,12.7859,20.337,8.1702,8.0828,38.196,8.2435,10.006,6.75,7.9715,13.0884,7.7507,4.6825,6.9024,9.5,4.2364,7.07,29.2753,5.4123,5.5498,4.4171,5.5153,18.4095,27.5241,7.0552,,17.1839,6.4992,9.6818,,23.7063,
2017/8/2,10.3815,5.26,10.76,15.9433,15.49,6.5069,11.3627,9.2073,27.0153,12.0449,15.0374,11.015,20.92,6.9887,4.9666,3.5267,7.2173,7.7137,20.8293,12.3,9.2775,7.1329,20.8538,14.2293,,,15.6293,10.342,34.88,11.1772,10.2307,6.7162,9.7077,12.5322,19.8291,8.0479,8.4982,37.6278,8.0152,9.7695,6.78,8.0313,12.8659,7.6872,4.6825,6.8051,9.71,4.2076,6.93,28.374,5.284,5.4911,4.3779,5.4396,18.6909,27.5241,7.3935,,16.8675,6.3532,9.6917,,23.7063,
2017/8/3,10.3815,5.24,10.76,15.5395,15.27,6.533,10.9572,9.2247,26.773,12.3575,15.0963,10.9767,20.99,7.5753,4.9964,3.5364,7.2364,7.7334,20.8293,12.3,9.3673,7.3022,20.9169,13.9645,,,15.5596,10.4214,34.05,11.2448,10.3504,6.7361,9.3975,12.4715,19.9486,8.0795,8.3694,37.97,7.9894,10.0816,6.81,8.0413,12.9336,7.8073,4.6825,6.8246,9.63,4.1788,6.9,28.7723,5.284,5.5303,4.4466,5.4491,18.8315,27.5241,7.1945,,17.0751,6.3981,9.5733,,23.7063,
2017/8/4,10.4014,5.25,10.76,15.0767,15.37,6.5657,10.7891,9.477,25.8231,13.113,14.9294,10.8426,21.21,7.4858,4.907,3.5461,7.1314,7.9102,20.8293,12.3,9.3474,7.2772,20.3421,14.6215,,,15.3605,10.183,33.47,11.3221,10.4302,6.6962,9.2223,12.0799,20.825,7.7325,8.012,37.5309,7.7317,9.9776,6.87,8.0313,12.8272,7.7437,4.6825,6.7953,9.72,4.2076,6.9,28.1295,5.3827,5.5205,4.3681,5.4869,18.4658,27.5241,7.2144,,16.5907,6.3026,9.3759,,23.7063,
2017/8/7,10.3915,5.27,10.76,15.0668,15.38,6.5918,10.9968,9.2943,26.046,12.8872,15.1159,11.1875,21.6,7.4162,4.9567,3.585,7.1505,7.8513,20.8293,12.3,9.7165,7.3587,20.5174,14.4548,,,15.46,10.2327,33.62,11.2932,11.1381,6.6763,9.2442,12.1406,21.4126,7.7995,8.2986,37.6278,7.7612,9.9019,7.02,8.2705,12.8272,7.8002,4.6825,6.8538,9.74,4.2364,6.93,28.0386,5.3827,5.5596,4.4073,6.0356,18.5689,27.5241,7.2542,,16.6599,6.3476,9.4351,,23.7063,
2017/8/8,10.5012,5.34,10.76,15.1653,15.27,6.6245,10.8682,9.3117,25.5904,13.304,15.1454,11.1108,21.8,7.2472,4.9567,3.585,7.1123,7.8316,20.8293,12.3,9.5868,7.7163,20.265,13.9057,,,15.5895,10.2625,34.18,11.3028,10.9287,6.6962,9.1748,12.0909,21.6118,7.8153,8.4145,37.7375,7.7832,10.006,6.95,8.2605,12.8465,7.8002,4.6825,6.8051,9.88,4.1788,6.88,27.6124,5.3926,5.5792,4.4368,6.4708,18.3532,27.5241,7.1945,,16.3731,6.3195,9.4055,,23.7063,
2017/8/9,10.4214,5.3,10.76,15.0176,15.23,6.6637,11.0364,9.1811,26.9281,12.9914,14.9589,11.2545,21.78,7.2273,4.907,3.5752,7.2364,7.8316,20.8293,12.3,9.5369,7.848,20.0688,13.3957,,,15.5198,10.1433,34.8,11.2159,10.6994,6.7361,9.2551,11.9585,21.5421,7.8192,8.3114,37.5955,7.7501,9.8357,6.95,8.2107,13.1077,7.8426,4.6825,7.0095,9.82,4.1405,6.94,28.2133,5.442,5.7162,4.4662,6.4897,18.4189,27.5241,7.1448,,16.9169,6.3588,9.2871,,23.7063,
2017/8/10,10.4014,5.22,10.76,15.2638,15.49,6.5853,11.3133,9.1899,26.0363,12.6006,14.7527,11.5418,22.33,7.3566,4.8176,3.5364,7.0837,7.7334,20.8293,12.3,9.4671,7.7728,20.1529,13.1996,,,15.4302,10.1631,35.06,10.9647,10.5797,6.6363,9.0873,11.6552,22.0102,7.7916,8.3211,37.0724,7.5108,9.5993,6.94,8.5993,12.9723,7.6094,4.6825,6.883,9.54,4.0734,6.88,28.1225,5.363,5.6673,4.3975,6.5749,18.175,27.5241,7.0651,,16.2941,6.342,9.0897,,23.7063,
2017/8/11,10.4014,5.14,10.76,14.9585,15.5,6.5591,11.2539,9.0767,25.9491,12.8177,14.7527,11.6185,22.04,7.3068,4.6587,3.4878,6.9882,7.6449,20.8293,12.3,9.2975,7.6347,20.279,13.1015,,,15.4302,10.1433,35.05,10.1822,10.5698,6.4168,9.1931,11.6662,22.4583,7.7246,8.1859,37.0208,7.4592,9.3156,6.94,7.8719,11.676,7.5529,4.6825,6.8343,9.67,3.9872,6.74,27.843,5.3235,5.5009,4.3092,6.1397,17.5561,27.5241,6.8661,,16.2248,6.3363,8.9712,,23.7063,
2017/8/14,10.4912,5.18,10.76,14.2593,15.53,6.7159,11.4023,9.1724,26.5016,13.1564,14.8607,11.6951,22.83,7.3367,4.7382,3.517,7.1696,7.7727,20.8293,12.3,9.3773,7.6787,20.6996,13.2878,,,15.6691,10.4314,35.3,10.3657,10.7891,6.5964,9.4413,11.8537,23.026,7.9691,8.4113,37.673,7.566,9.4669,6.99,7.9815,11.4825,7.7296,4.6825,6.9024,9.98,4.0638,6.81,28.4229,5.3827,5.5596,4.4073,6.2248,17.678,27.5241,6.9955,,16.6401,6.6453,9.1686,,23.7063,
2017/8/15,10.3915,5.14,10.76,14.4268,15.54,6.7355,11.2243,9.3291,26.5888,12.9567,14.9883,11.5514,22.88,7.3466,4.758,3.5267,7.2173,7.8218,20.8293,12.3,9.3274,7.6536,20.8328,13.533,,,15.7288,10.6499,34.94,10.443,10.6795,6.6563,9.569,11.6717,22.7571,7.9257,8.4531,38.1573,7.7759,9.4007,6.97,8.0214,11.5309,7.7225,4.6825,6.8732,9.91,4.1884,6.82,28.9749,5.4025,5.4715,4.4269,6.1113,17.7999,27.5241,7.0054,,16.6797,6.6116,9.3364,,23.7063,
2017/8/16,10.3416,5.24,10.76,14.0328,15.78,6.7813,10.9869,9.3987,26.172,12.7917,15.0374,11.4652,23.03,7.3764,4.768,3.5655,7.2459,7.8906,20.8293,12.3,9.3972,7.8292,22.2488,14.141,,,16.0175,10.6301,34.93,10.6556,10.849,6.796,9.5507,11.7158,22.3587,7.9336,8.598,38.6158,8.0741,9.3629,6.98,8.0313,11.5696,7.8497,4.6825,6.8927,9.77,4.1788,6.87,29.1216,5.4222,5.4813,4.476,5.9789,17.7718,27.5241,7.0054,,17.0751,6.6116,9.218,,23.7063,
2017/8/17,10.3216,5.25,10.76,14.1018,15.97,6.8923,11.0265,9.4335,26.4047,12.8525,15.0668,11.4748,22.82,7.5554,4.7978,3.5752,7.265,7.9397,20.8293,12.3,9.4671,7.8355,21.9053,13.7978,,,15.8682,10.7195,34.76,10.6362,11.0384,6.8759,9.6347,11.7213,22.4583,7.8587,8.6657,38.803,8.0888,9.448,7.04,8.0712,11.6083,7.9486,4.6825,6.9316,10.03,4.2268,6.9,28.8002,5.5012,5.5498,4.5153,5.9599,17.7905,27.5241,7.0452,,16.9565,6.7296,9.2969,,23.7063,
2017/8/18,10.3615,5.3,10.76,14.3972,17.06,6.7943,10.8089,9.538,26.172,12.7222,14.9687,11.2258,22.83,7.8238,4.768,3.5655,7.2746,7.979,20.8293,12.3,9.4072,7.8041,21.5618,13.3761,,,15.7089,10.5605,34.75,10.3947,10.8988,6.786,9.4668,11.6386,21.811,7.8074,8.5691,38.4802,7.9452,9.4196,7.13,7.9117,11.5406,8.1323,4.6825,6.9998,10.04,4.2076,6.96,28.2413,5.4519,5.5303,4.5153,5.9694,17.7905,27.5241,6.9955,,16.65,6.6004,9.2476,,23.7063,
2017/8/21,10.3416,5.28,10.76,14.5154,16.9,6.8858,11.5407,9.4683,26.298,13.2867,14.9785,11.7621,23.33,7.8735,4.7779,3.585,7.2937,7.9692,20.8293,12.3,9.4671,8.03,21.9684,13.9253,,,16.2266,10.6698,34.78,10.6652,10.829,6.8858,9.5252,11.6938,22.2392,7.8823,9.4256,39.0807,8.7405,9.4385,7.19,8.0512,11.6663,8.21,4.6825,7.0874,10.02,4.2268,7.11,28.4299,5.4815,5.589,4.5153,6.1491,17.95,27.5241,7.0452,,17.1345,6.6453,9.3759,,23.7063,
2017/8/22,10.2518,5.22,10.76,14.3874,16.62,6.8531,11.3924,9.2508,27.3061,12.948,15.2141,11.6855,23.35,8.1519,4.8176,3.5558,7.2746,7.8906,20.8293,12.3,9.4172,7.9233,21.7651,13.8174,,,16.0076,10.342,34.51,10.501,10.7094,6.796,9.4595,11.4511,21.8309,7.973,9.4256,38.6997,8.8583,9.325,7.29,7.9516,11.5986,8.0687,4.6825,7.029,9.75,4.1788,7.01,28.1295,5.4321,5.5596,4.5349,6.1775,17.8562,27.5241,6.9855,,16.8972,6.5723,9.2673,,23.7063,
2017/8/23,10.2219,5.25,10.76,14.5154,16.76,6.827,11.8967,9.216,26.4919,12.4443,15.2141,11.6472,23.34,8.2314,4.8574,3.5267,7.1982,7.8316,20.8293,12.3,9.4571,7.9359,22.0805,13.8566,,,15.8781,10.3022,34.96,10.5203,10.6994,6.796,9.4741,11.44,22.1098,8.0243,9.4256,38.1056,9.3664,9.221,7.6,7.832,11.5406,8.0051,4.6825,6.9706,9.41,4.1693,6.91,28.1854,5.4123,5.5107,4.4858,6.187,17.678,27.5241,6.9358,,16.7686,6.5554,9.3858,,23.7063,
2017/8/24,10.2319,5.2,10.76,14.4268,16.65,6.6441,11.7583,9.216,26.9959,12.427,15.1944,11.4173,23.53,8.1419,4.8574,3.5364,7.1123,7.8415,20.8293,12.3,9.3873,7.8606,21.7721,15.2393,,,16.0175,10.1333,36,10.3078,10.6994,6.786,9.4632,11.4842,21.6417,7.8823,9.4256,37.9377,8.7773,9.1359,7.42,7.8121,11.4922,7.9556,4.6825,6.9316,9.42,4.1405,6.88,27.4587,5.3333,5.4617,4.4269,6.1586,17.4904,27.5241,6.8562,,16.6698,6.561,9.1094,,23.7063,
2017/8/25,10.2518,5.23,10.76,14.3775,17.92,6.7551,11.6693,9.2247,26.8602,12.4009,15.3319,11.4365,24.6,7.4858,4.8971,3.585,7.1887,7.8611,20.8293,12.3,9.4072,7.8669,22.4871,16.7594,,,16.0972,10.2128,36.7,10.4237,10.7193,6.8858,9.4996,11.4676,22.0799,7.8863,9.4256,38.5964,9.5358,9.2872,7.34,7.9018,11.5503,8.0051,4.6825,6.9706,9.45,4.1788,6.92,28.1574,5.3827,5.5498,4.4662,6.1681,17.6405,27.5241,6.9159,,17.1048,6.6004,9.1686,,23.7063,
2017/8/28,10.2818,5.26,10.76,14.1707,17.66,6.8597,11.7682,9.303,27.1317,12.4704,15.4202,11.5131,24.66,7.4659,4.907,3.5947,7.2746,8.1068,20.8293,12.3,9.4072,7.8606,23.6297,18.2401,,,16.1868,10.6102,36.84,10.5976,10.9886,6.9956,9.6821,11.418,22.8766,8.0598,9.4256,39.5844,10.4893,9.3723,7.31,7.9516,11.618,8.2524,4.6825,6.9901,9.52,4.2076,6.92,28.0177,5.4716,5.589,4.476,6.2438,17.7061,27.5241,6.9955,,17.4805,6.6509,9.1785,,23.7063,
2017/8/29,10.2818,5.26,10.76,14.1313,17.59,6.8074,11.6,9.2769,27.0638,12.6527,15.2926,11.561,24.59,7.2969,4.9368,3.5752,7.2459,8.038,20.8293,12.3,9.4371,7.8041,24.1834,18.2401,,,15.9379,10.3718,36.44,10.559,11.0883,6.9856,9.5617,11.4952,22.4185,8.0952,9.4256,39.9977,10.3457,9.4291,7.23,7.9416,11.6083,8.1817,4.6825,6.9219,9.56,4.198,6.88,28.0247,5.4914,5.5498,4.5251,6.31,17.6968,27.5241,6.9557,,17.7475,6.6284,9.1489,,23.7063,
2017/8/30,10.2518,5.26,10.76,14.1707,17.65,6.7486,11.333,9.3204,26.7342,12.6441,15.0865,11.312,24.82,7.3068,4.9468,3.5947,7.2459,7.9987,20.8293,12.3,9.4471,7.6347,23.5245,17.2791,,,15.8284,10.3122,36.63,10.472,12.1652,6.9058,9.5106,11.3518,22.3189,8.0637,9.4256,39.2615,9.8892,9.4574,7.22,7.9317,11.589,8.6904,4.6825,6.9706,9.58,4.1884,6.88,28.0806,5.4321,5.5694,4.4957,6.2059,17.7999,27.5241,7.0154,,17.3816,6.5779,9.1292,,23.7063,
2017/8/31,10.2618,5.26,10.76,13.9245,17.66,6.8923,11.422,9.3378,26.5597,12.4617,15.0668,11.379,25,7.2571,4.8971,3.5655,7.2364,7.9987,20.8293,12.3,9.3274,7.7351,24.583,17.7792,,,15.8085,10.6102,36.64,10.4913,12.1752,6.9557,9.5361,11.3297,22.3687,8.1426,9.4256,40.7338,10.8796,9.4953,7.26,7.9217,11.589,8.6339,4.6825,7.0095,9.41,4.1693,6.88,28.0456,5.4123,5.6086,4.6036,6.2059,18.025,27.5241,7.6423,,17.9452,6.5835,9.1489,,23.7063,
2017/9/1,10.2718,5.26,10.76,13.9442,17.77,7.0818,11.3429,9.2682,26.7633,12.4704,15.0865,11.312,25.59,7.2671,4.917,3.585,7.2746,7.9397,20.8293,12.3,9.4272,7.6598,24.6881,17.2595,,,15.8483,10.5506,37.48,11.0516,11.7763,7.0455,9.5398,11.3959,22.06,8.7735,9.6865,40.8953,11.0011,9.4764,7.23,7.9516,11.647,8.4714,4.6825,6.9706,9.41,4.2172,6.9,28.2692,5.442,5.589,4.5742,6.2059,18.3626,27.5241,7.4433,,17.8364,6.5442,9.2969,,23.7063,
2017/9/4,10.2419,5.26,10.76,14.151,17.4,6.9838,11.3924,9.2943,26.2302,12.4009,14.9981,11.3311,25.72,7.4957,5.0064,3.585,7.3032,7.9594,20.8293,12.3,9.4371,7.7728,23.5456,16.2396,,,15.8981,10.6003,38.1,11.0999,11.5669,7.0754,9.7442,12.2178,22.1396,8.734,10.6558,40.3916,10.3273,9.4196,7.27,7.9616,11.618,8.4997,4.6825,6.9998,9.44,4.2076,6.94,29.1496,5.4222,5.589,4.6134,6.2248,18.372,27.5241,7.3139,,17.5497,6.7071,9.5733,,23.7063,
2017/9/5,10.1721,5.26,10.76,14.1904,17.3,7.0557,11.8176,9.2073,26.424,12.5833,14.9392,11.4844,25.6,7.3963,4.9666,3.6238,7.3319,7.9594,20.8293,12.3,9.497,7.7728,23.5666,16.3475,,,16.1171,10.481,38.19,10.984,11.5968,7.0754,10.0106,12.2895,21.8209,9.6094,10.3209,40.3657,10.6403,9.4291,7.38,7.9416,11.5599,8.4078,4.6825,6.9706,9.42,4.3226,6.94,29.2474,5.4617,5.5596,4.6036,6.3384,18.2313,27.5241,7.304,,18.1627,6.6734,9.4252,,23.7063,
2017/9/6,10.2818,5.26,10.76,14.1313,17.7,7.023,11.9857,9.2421,26.1429,12.3314,14.9,11.6185,25.53,7.3367,5.1454,3.6044,7.5419,8.0282,20.8293,12.3,9.7264,7.848,23.0969,16.2102,,,16.2763,10.481,38.27,11.2738,11.6168,7.0854,9.9266,12.3612,23.5439,9.7632,10.4658,40.9534,10.4415,9.4953,7.41,8.131,11.647,8.5279,4.6825,6.9122,9.27,4.3801,7.07,29.3382,5.5012,5.7162,4.5938,6.3573,18.5314,27.5241,7.2443,,17.965,6.7857,9.5338,,23.7063,
2017/9/7,10.2518,5.26,10.76,14.348,17.3,6.9642,11.5605,9.1115,26.2593,12.2446,15.057,11.3982,25.31,7.3168,5.1554,3.6044,7.4082,8.0576,20.8293,12.3,9.8861,7.7477,22.9778,16.6711,,,15.9877,10.5506,37.84,11.013,11.3974,7.0455,9.85,12.2067,23.2949,9.5897,10.1599,41.6831,11.2993,9.4291,7.38,8.2605,11.618,8.5209,4.6825,6.9219,9.26,4.3226,6.94,28.6465,5.4815,5.6086,4.5742,6.3857,18.3345,30.2765,7.2244,,19.7644,6.7183,9.4055,,23.7063,
