ÈÕÆÚ,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH
2014/1/2,20.3439,2.8419,7.1521,5.8965,3.0091,2.9136,7.7315,12.1316,6.5956,6.6593,7.0345,3.6367,,3.6372,6.1852,2.8502,13.628,2.2801,16.8396,5.9505,,,,,,,,,4.8381,13.349,7.1951,5.0085,8.6847,5.4939,3.3826,,,,,,,,
2014/1/3,20.5255,2.8022,7.1919,6.0779,3.0526,3.009,7.6052,11.9713,6.7423,7.1762,7.0345,3.5851,,3.7712,6.5815,2.7978,13.4138,2.316,16.4676,6.1569,,,,,,,,,4.8857,13.3945,6.955,4.897,8.5823,5.7156,3.3521,,,,,,,,
2014/1/6,19.7797,2.7425,7.0128,5.6867,3.0843,3.3094,7.7315,11.7132,6.2596,6.944,7.0345,3.4518,,3.6946,6.3689,2.8118,12.7782,2.1807,15.6575,5.8473,,,,,,,,,4.7714,13.4672,6.8349,4.7187,8.1683,5.7182,3.2807,,,,,,,,
2014/1/7,21.4334,2.7525,7.0427,6.18,3.1436,3.3857,7.5275,12.0871,6.624,7.6331,7.0345,3.5679,,3.9196,7.0067,3.0598,13.0389,2.3,15.8088,5.9267,,,,,,,,,4.8857,14.0947,6.8029,4.7187,8.1906,5.6087,3.3555,,,,,,,,
2014/1/8,21.5955,2.6928,7.1919,6.2367,3.1554,3.2617,8.0423,12.4253,6.6382,7.6856,7.0345,3.5507,,3.8956,6.997,3.0738,13.8469,2.3359,16.723,5.9942,,,,,,,,,4.8762,14.2038,6.8989,4.7261,8.3152,5.4861,3.3826,,,,,,,,
2014/1/9,21.0767,2.6432,7.0327,6.3047,3.0447,3.1091,8.1589,12.096,6.5814,7.341,7.0345,3.3551,,3.7233,6.7361,3.0144,13.5605,2.2563,15.068,5.3947,,,,,,,,,4.7714,14.0128,6.7869,4.6518,8.0169,5.2982,3.3826,,,,,,,,
2014/1/10,20.506,2.5935,6.794,6.1403,3.1831,3.0281,8.1783,11.9179,6.2691,7.4159,7.0345,3.3422,,3.7568,6.4268,2.9899,13.8306,2.2762,14.9892,5.363,,,,,,,,,4.6952,13.54,6.5788,4.5032,7.9057,5.0452,3.369,,,,,,,,
2014/1/13,21.0508,2.5935,6.794,6.4011,3.2108,3.1473,8.6834,11.8734,6.4111,7.7155,7.0345,3.3573,,3.8813,6.6588,3.0668,14.0821,2.3916,15.1815,5.4146,,,,,,,,,4.5809,13.6309,6.2907,4.5255,8.0392,5.0713,3.3249,,,,,,,,
2014/1/14,21.401,2.6531,6.9631,6.4068,3.2266,3.2188,8.9748,12.3719,6.676,7.9403,7.0345,3.4368,,3.9243,6.8617,3.1785,14.3196,2.4433,15.585,5.5932,,,,,,,,,4.8095,13.6491,6.4828,4.5775,8.1817,5.113,3.3419,,,,,,,,
2014/1/15,22.043,2.6531,7.1123,6.4635,3.278,3.2665,8.8582,12.4787,6.6334,7.9103,7.0345,3.4927,,3.9435,6.8328,3.1436,14.436,2.4115,15.8403,5.6091,,,,,,,,,4.8381,13.7946,6.6668,4.6741,8.1638,5.2722,3.5287,,,,,,,,
2014/1/16,22.0884,2.6531,7.1023,6.3784,3.2385,3.1473,8.5765,11.2682,6.9173,7.7605,7.0345,3.512,,4.1254,6.2432,3.0563,14.5291,2.4194,17.0477,5.5972,,,,,,,,,4.7809,13.5127,6.6108,4.6592,8.146,5.2748,3.5287,,,,,,,,
2014/1/17,21.8484,2.6233,7.2913,6.2027,3.2424,3.0615,8.5765,10.7787,6.922,7.4983,7.0345,3.4583,,4.0201,6.3689,3.0598,14.0867,2.3796,16.2785,5.5892,,,,,,,,,4.7238,13.0308,6.5388,4.5626,8.0036,5.1391,3.5049,,,,,,,,
2014/1/20,21.8873,2.6034,7.2217,6.1006,3.112,3.0996,8.1103,10.8054,6.9552,7.3335,7.0345,3.3702,,4.0296,6.0499,2.9725,13.8539,2.3359,15.7268,5.359,,,,,,,,,4.7619,12.8216,6.2667,4.6295,7.8389,4.9878,3.5389,,,,,,,,
2014/1/21,21.2713,2.6432,7.4008,6.3501,3.3611,3.3237,8.4503,10.7342,6.9504,7.4609,7.0345,3.5099,,4.1828,6.1756,3.0423,14.599,2.3836,15.5409,5.5456,13.8059,,,,,,,,4.7619,12.9216,6.4988,4.6964,7.9057,5.0687,3.6136,,,,,,,,
2014/1/22,22.3154,2.7127,7.4107,6.6392,3.4204,3.2999,8.4988,10.9122,7.1586,7.6032,7.0345,3.5615,,4.2402,6.2336,3.0947,14.7294,2.4274,15.8656,5.7957,12.8412,,,,,,,,4.8286,13.2945,6.4508,4.8747,8.1906,5.2695,3.7664,,,,,,,,
2014/1/23,21.9717,2.7127,8.0573,6.6676,3.456,3.4668,8.6834,11.1525,7.135,7.7155,7.0345,3.5679,,4.3216,6.5042,3.1261,14.7224,2.4712,16.0011,5.879,13.0037,,,,,,,,4.8667,13.2217,6.4267,4.9044,8.0882,5.7965,3.763,,,,,,,,
2014/1/24,21.9781,2.7624,7.9081,7.2289,3.6734,3.4859,8.6057,11.3305,7.0167,7.6856,7.0345,3.598,,4.2976,6.5332,3.1681,14.9203,2.4751,16.3951,6.0616,13.7932,,,,,,,,4.9619,13.2672,6.955,4.9044,8.3731,6.12,3.8038,,,,,,,,
2014/1/27,21.9717,2.7425,7.8583,7.2572,3.6062,3.338,8.5862,11.1169,7.2154,7.4459,7.0345,3.54,,4.3168,6.5621,3.0982,15.8982,2.4831,18.0343,5.9822,13.2169,,,,,,,,4.8952,13.4036,7.123,4.6741,8.3196,5.8669,3.7121,,,,,,,,
2014/1/28,21.9068,2.7425,7.6494,7.2062,3.7407,3.4048,8.9553,11.0012,7.1681,7.311,7.7392,3.555,,4.0823,6.4268,2.8816,16.1357,2.4751,17.0161,6.2006,13.048,,,,,,,,4.8952,13.2763,7.3631,4.6815,8.1995,5.773,3.7562,,,,,,,,
2014/1/29,22.2311,2.7525,8.0871,7.4613,3.7486,3.4191,8.9359,11.2148,7.2769,7.7305,8.5144,3.6539,,4.2402,6.4365,2.9271,16.7178,2.5308,17.5899,6.4388,13.1198,,,,,,,,4.8762,13.2126,7.3471,4.7261,8.3063,5.6843,3.7732,,,,,,,,
2014/1/30,21.7901,2.7525,8.107,7.4387,3.6655,3.3905,8.6542,11.1258,7.239,7.6331,9.3665,3.5357,,4.1301,6.2626,2.941,16.0682,2.5388,19.3488,6.5102,12.2712,,,,,,,,4.8381,12.8216,7.4272,4.7112,8.1505,5.4913,3.6509,,,,,,,,
2014/2/7,22.2181,2.8022,8.5944,7.4216,3.7644,3.5002,9.2467,11.3305,7.3857,7.8654,10.3018,3.6195,,4.2833,6.4075,3.0318,16.1706,2.5746,19.8627,6.661,12.5942,,,,,,,,4.8381,12.958,7.8754,4.8004,8.3642,5.6922,3.7121,,,,,,,,
2014/2/10,24.4425,2.8518,8.6044,7.4783,3.9661,3.6146,9.4993,11.8556,7.504,8.0751,11.3333,3.7076,,4.4029,6.6298,3.1087,16.3336,2.6144,19.9037,6.7127,13.2233,,,,,,,,4.9524,14.0765,8.6597,4.9788,8.7203,6.0078,3.8173,,,,,,,,
2014/2/11,24.9548,2.8618,8.6044,7.7278,3.8949,3.5765,9.237,11.8823,7.75,8.3523,12.4673,3.7184,,4.3455,6.6395,3.3602,15.833,2.5468,20.9313,6.6015,13.1515,,,,,,,,4.9905,13.8492,9.2119,5.0159,8.5912,5.8382,3.8547,,,,,,,,
2014/2/12,24.6954,2.9214,8.9923,7.6258,3.9226,3.7529,9.237,12.2473,7.8021,8.2624,12.4673,3.7957,,4.3981,6.8231,3.3706,15.8796,2.6383,23.0244,6.669,14.2218,,,,,,,,4.9714,13.7673,9.1319,5.1645,9.2144,5.8174,3.8615,,,,,,,,
2014/2/13,24.6176,2.8618,8.7237,7.2572,3.713,3.5526,9.169,11.9624,7.3148,8.0152,12.4673,3.6517,,4.1541,6.9584,3.3776,16.1241,2.5269,22.1386,6.3514,13.6265,,,,,,,,5.1524,13.74,9.0439,5.0605,9.1031,5.7861,3.7732,,,,,,,,
2014/2/14,25.292,2.9015,8.6442,7.3366,3.7881,3.6098,9.4895,12.6211,7.7217,8.4496,13.7166,3.7012,,4.2019,7.1034,3.5453,17.4256,2.7059,24.3516,6.661,14.2703,,,,,,,,5.2,13.7037,9.6281,5.2314,9.3079,5.8878,3.8479,,,,,,,,
2014/2/17,26.187,2.9413,8.9028,7.7845,3.9265,3.7434,9.8392,13.0127,7.9771,8.6819,14.4597,3.7742,,4.3646,7.4223,3.5837,18.3011,2.7258,23.9228,6.8595,14.7136,,,,,,,,5.2,14.5584,9.8842,5.3354,9.4058,5.9791,3.9566,,,,,,,,
2014/2/18,25.4477,2.9413,8.8531,7.6258,3.974,3.8006,10.8202,12.897,8.7768,8.4122,14.3508,3.8602,,4.4699,7.7219,3.7199,18.2615,2.8969,24.5092,7.0501,14.3569,,,,,,,,5.1238,14.6585,9.7241,5.3429,9.4325,5.8095,3.8445,,,,,,,,
2014/2/19,25.0002,3.2394,8.5546,7.4273,4.0096,3.9198,10.7328,12.5321,8.6585,8.3148,14.4085,3.8237,,4.3838,8.2631,3.8422,17.8587,2.9089,23.1316,6.9191,13.9135,,,,,,,,5.2381,14.8767,9.0359,5.3206,9.1387,5.8487,3.8004,,,,,,,,
2014/2/20,24.6306,3.3685,8.5845,7.2289,3.8039,3.7815,10.49,12.2918,8.3651,8.1575,14.1074,3.7485,,4.2211,7.6832,3.6675,17.4629,2.7656,23.4847,6.8,14.3716,,,,,,,,5.1143,14.7949,9.292,5.2165,9.1565,5.6635,3.6543,,,,,,,,
2014/2/21,24.8381,3.2096,8.9028,7.2402,3.8237,3.7243,11.539,12.3808,8.4834,8.1425,14.2932,3.7828,,4.2689,7.4513,3.6221,17.8354,2.9089,22.6682,6.8754,14.7706,,,,,,,,5.1048,14.713,9.396,5.1868,9.1788,5.5278,3.6272,,,,,,,,
2014/2/24,24.877,3.1698,9.3504,7.4727,3.9384,3.8387,12.4908,12.4075,8.6774,8.2474,14.6519,3.8495,,4.2689,7.7992,3.7409,16.7644,3.068,22.208,6.9072,14.5532,,,,,,,,5.0381,15.2495,9.372,5.1943,8.2618,5.3061,3.6883,,,,,,,,
2014/2/25,23.7356,3.0804,8.6939,6.8603,3.7881,3.6718,12.248,11.9535,7.8257,7.8729,13.1848,3.5937,,3.91,7.113,3.3776,16.6014,2.8492,20.0487,6.7404,13.5505,,,,,,,,4.8476,14.8949,8.4756,5.3057,8.3152,5.1522,3.5592,,,,,,,,
2014/2/26,24.8057,3.1201,8.9923,6.9057,4.0135,3.6194,13.4719,11.642,7.8163,7.8953,12.7364,3.6087,,3.8765,7.3063,3.451,16.4151,2.9248,22.0535,6.8516,13.3225,,,,,,,,4.9905,16.2771,8.8118,5.5509,8.1549,5.2487,3.5796,,,,,,,,
2014/2/27,24.8575,3.1698,8.6641,6.8547,4.1005,3.462,13.5884,11.4373,7.575,8.195,12.9093,3.5142,,3.9052,7.3546,3.4929,16.1543,2.7855,19.8469,6.7682,12.9678,,,,,,,,5.4857,16.0316,9.1799,5.4543,8.2395,5.1782,3.5932,,,,,,,,
2014/2/28,25.4217,3.1996,8.4452,7.2629,4.057,3.4763,13.3553,11.642,7.4378,8.2174,12.6851,3.598,,3.9387,7.3643,3.5593,17.0019,2.7378,19.0099,6.7325,13.4639,,,,,,,,5.6,17.0409,9.436,5.6921,8.3152,5.1052,3.5592,,,,,,,,
2014/3/3,25.5709,3.1897,8.7536,7.484,4.1361,3.5192,13.0348,11.8645,7.5608,8.3523,12.7876,3.6453,,3.9387,7.5286,3.5977,17.8494,2.881,19.1431,6.7603,14.1774,,,,,,,,5.6476,17.1955,9.284,5.6996,8.4487,5.2095,3.6509,,,,,,,,
2014/3/4,24.7408,3.1201,8.9724,7.4216,4.3575,3.5526,13.7535,11.6153,7.7737,8.1575,13.0695,3.6066,,4.2163,7.345,3.5139,17.698,2.877,18.9085,7.1692,15.596,,,,,,,,5.5714,16.6681,9.1799,5.5286,8.4754,5.1339,3.5966,,,,,,,,
2014/3/5,23.9172,3.1301,8.9127,7.2119,4.2508,3.4572,14.2295,11.6064,7.7358,8.2249,13.1143,3.6066,,4.1158,7.3643,3.5348,17.6491,2.9407,20.798,7.1573,14.3864,,,,,,,,5.5714,16.2043,8.9318,5.5584,8.4176,5.1313,3.6102,,,,,,,,
2014/3/6,23.5411,3.1301,8.7635,7.0701,4.2429,3.4382,14.3946,11.375,7.5797,7.9852,12.1469,3.5873,,4.0488,7.1323,3.4545,17.5793,2.9765,22.8778,7.4312,14.4181,,,,,,,,5.4952,16.0679,8.6917,5.6327,8.2484,4.9539,3.5864,,,,,,,,
2014/3/7,22.925,3.0704,8.6442,7.0871,4.3773,3.3571,14.1518,11.4818,7.6223,7.8579,12.5185,3.5593,,4.0823,7.2677,3.423,17.6026,2.893,23.2076,7.9194,13.8017,,,,,,,,5.5428,16.4953,8.5396,5.6104,8.2529,4.813,3.5864,,,,,,,,
2014/3/10,22.4516,2.9512,8.2363,6.781,4.1914,3.2808,12.8017,11.2148,7.0545,7.4234,12.0188,3.3809,,4.2402,6.7844,3.2694,16.3732,2.7975,21.4892,7.8837,13.4175,,,,,,,,5.1238,15.1313,8.2995,5.3875,7.9591,4.5756,3.454,,,,,,,,
2014/3/11,22.1273,2.9611,8.0971,6.5655,3.8751,3.2045,12.5783,11.1169,6.7612,7.4309,11.8394,3.4067,,4.0679,6.8328,3.2519,16.0193,2.6821,22.8588,7.8519,13.6391,,,,,,,,5.1238,14.7585,8.2275,5.3131,7.9858,4.5182,3.4098,,,,,,,,
2014/3/12,22.2765,2.981,8.2264,6.4918,3.7407,3.1425,12.6074,11.1258,6.8321,7.4084,11.3589,3.3616,,4.0679,6.6395,3.1925,15.6002,2.6224,20.5761,7.713,13.4301,,,,,,,,5.019,14.804,8.3556,5.3354,7.9635,4.513,3.3623,,,,,,,,
2014/3/13,22.6267,3.0009,8.2264,6.849,3.7644,3.1902,13.1805,11.3127,6.9362,7.4159,11.6536,3.4089,,4.0584,6.8038,3.2309,17.1602,2.6462,20.5507,8.0822,13.3562,,,,,,,,5.0571,14.713,8.2595,5.3354,7.9902,4.6043,3.3826,,,,,,,,
2014/3/14,22.5164,2.9611,8.3159,6.6902,3.7367,3.1902,13.0833,11.0813,6.7612,7.3934,11.7369,3.3659,,3.977,6.7264,3.3113,17.6957,2.6184,19.4665,8.0187,13.3942,,,,,,,,5.019,14.5221,8.2755,5.1794,8.106,4.6043,3.3724,,,,,,,,
2014/3/17,22.7628,3.0307,8.3756,6.8887,3.8435,3.2808,13.0348,11.2949,7.1018,7.5507,12.4929,3.4991,,4.1158,6.9584,3.3951,18.5805,2.698,20.0815,8.2568,13.5462,,,,,,,,5.1428,14.904,8.8998,5.3131,8.2351,4.7556,3.4302,,,,,,,,
2014/3/18,22.2181,3.0605,8.8033,7.0588,3.7842,3.3476,13.2485,11.3038,7.0876,7.4908,12.2495,3.5013,,4.2354,6.9777,3.4126,18.2056,2.7099,20.3034,8.2052,13.5737,,,,,,,,5.2476,14.7494,8.9558,5.3206,8.4131,4.8339,3.4506,,,,,,,,
2014/3/19,21.5307,3.0406,8.8531,7.0304,3.8395,3.3523,12.9085,11.5886,7.0356,7.6706,12.3263,3.5486,,4.3311,6.9874,3.3532,17.8354,2.7378,20.7346,8.2489,13.485,,,,,,,,5.2857,13.74,9.1239,5.4246,8.4576,4.7635,3.4234,,,,,,,,
2014/3/20,20.5968,2.981,8.5347,6.798,3.5983,3.2188,12.4811,11.286,6.6807,7.4384,11.4038,3.4196,,4.1828,6.6201,3.2135,17.3465,2.6303,18.7055,7.7924,13.0248,,,,,,,,5.0571,13.6127,8.3316,5.4023,8.0882,4.5261,3.3657,,,,,,,,
2014/3/21,21.2907,3.0506,8.7536,6.9114,3.6379,3.2999,12.7725,11.375,6.9788,7.4234,11.7882,3.5142,,4.2354,6.6878,3.3008,17.3278,2.702,19.1114,7.7606,13.1304,,,,,,,,5.1524,13.9946,8.4996,5.5584,8.3018,4.6148,3.4709,,,,,,,,
2014/3/24,21.7187,3.1003,8.9426,6.5202,3.6497,3.4,12.6657,11.3394,7.1066,7.3635,11.5768,3.5378,,4.1636,6.6105,3.3008,16.7644,2.694,18.0778,7.7606,12.6786,,,,,,,,5.219,14.0037,8.7317,5.5955,8.4265,4.6722,3.6849,,,,,,,,
2014/3/25,21.5307,3.2195,9.0023,6.6449,3.6537,3.3857,13.5787,10.3603,7.0971,7.4609,11.6024,3.5056,,4.1254,6.5621,3.2868,16.5897,2.6582,17.4944,7.7606,12.7715,,,,,,,,5.4,14.0674,8.5957,5.6104,8.5155,4.6252,3.6543,,,,,,,,
2014/3/26,21.803,3.1499,8.9724,6.7299,3.7051,3.3762,13.3942,10.3069,7.0498,7.4609,11.8715,3.6367,,4.2881,6.6685,3.3148,16.9786,2.702,17.6783,7.7606,12.9129,,,,,,,,5.3048,14.513,8.5156,5.5435,8.52,4.7191,3.6441,,,,,,,,
2014/3/27,21.4788,3.1599,8.7138,6.5939,3.5865,3.3142,12.9474,10.2624,7.0356,7.2961,11.3205,3.7356,,4.0823,6.3882,3.1855,16.2312,2.6184,16.0424,7.7606,12.3451,,,,,,,,5.2095,14.122,8.2195,5.4246,8.1238,4.6409,3.6306,,,,,,,,
2014/3/28,20.4995,3.1301,8.5546,6.3217,3.4678,3.1521,12.2869,9.8797,7.0309,7.0638,10.7375,3.6517,,3.8526,6.1562,3.0179,16.3127,2.491,15.3005,7.7606,12.3662,,,,,,,,5.2095,13.2854,7.9954,5.2017,8.0303,4.5913,3.5457,,,,,,,,
2014/3/31,19.877,3.0506,8.3656,6.3331,3.4283,3.1521,12.18,9.8619,6.8132,6.899,10.7695,3.6904,,3.8286,6.0886,2.962,16.5385,2.4552,15.1039,7.7606,12.4549,,,,,,,,5.1333,12.8398,8.0915,5.2314,7.6875,4.4504,3.5457,,,,,,,,
2014/4/1,20.7589,3.1797,8.5546,6.4294,3.539,3.2284,12.6171,10.0488,6.6713,7.1163,11.0194,3.7485,,3.8908,6.2432,3.0353,16.2451,2.5109,15.6429,7.7606,12.6723,,,,,,,,5.2381,12.9944,8.0834,5.3429,7.7009,4.4504,3.6204,,,,,,,,
2014/4/2,20.078,3.1599,8.5049,6.5088,3.539,3.1759,12.5783,10.0488,6.4962,7.0039,10.9233,3.7076,,3.8191,6.2142,2.9829,15.8097,2.495,15.2054,7.7606,12.9193,,,,,,,,5.1809,12.8489,8.1475,5.3206,7.5718,4.5182,3.5558,,,,,,,,
2014/4/3,20.3179,3.1201,8.3855,6.5145,3.6102,3.2188,12.4908,10.0221,6.4962,7.0713,11.1091,3.6646,,3.8478,6.2529,3.0353,15.3929,2.5269,15.5541,7.7606,12.7166,,,,,,,,5.0857,12.9489,8.1555,5.3206,7.6564,4.5026,3.4302,,,,,,,,
2014/4/4,20.2142,3.1996,8.4452,6.5428,3.6537,3.2617,12.6074,10.2001,6.6192,7.2062,11.1603,3.7033,,3.8669,6.3302,3.1401,15.9704,2.6144,15.8648,7.7606,12.8813,,,,,,,,5.2,13.058,8.1715,5.3429,7.6875,4.4765,3.4641,,,,,,,,
2014/4/8,20.7914,3.2096,8.4552,6.6959,3.6537,3.3666,12.588,10.2357,6.6571,7.2961,11.4038,3.8,,3.8861,6.3495,3.1576,16.5315,2.5945,15.9409,7.7606,13.0354,,,,,,,,5.2667,13.4581,8.2355,5.4097,7.7588,4.6669,3.5321,,,,,,,,
2014/4/9,21.4204,3.2096,8.7735,6.7923,3.6734,3.3762,12.5783,10.2802,6.7517,7.326,11.6408,3.7871,,3.91,6.4075,3.1716,16.5152,2.6224,16.7272,7.7606,13.0839,,,,,,,,5.2762,13.4581,8.6277,5.432,7.7276,4.8756,3.5592,,,,,,,,
2014/4/10,21.3556,3.2195,8.7635,6.815,3.6972,3.3666,13.0153,10.209,6.7564,7.3485,11.7241,3.7528,,3.9004,6.3979,3.0947,16.8947,2.686,16.1692,7.7606,12.819,,,,,,,,5.2571,13.64,8.7157,5.2909,7.8255,4.9278,3.549,,,,,,,,
2014/4/11,21.6798,3.1499,9.0421,6.9,3.713,3.338,13.1125,10.2001,6.6003,7.3185,11.3782,3.7399,,3.7664,6.2819,3.0214,16.6479,2.6423,15.5985,7.7606,12.3721,,,,,,,,5.2476,13.44,8.7637,5.5509,7.7499,4.8495,3.583,,,,,,,,
2014/4/14,21.8549,3.1599,9.3405,6.8887,3.8514,3.4525,12.7434,10.2357,6.7564,7.2961,11.6665,3.8559,,3.8143,6.3592,3.0353,16.6456,2.7139,15.7634,7.7606,12.5094,,,,,,,,5.2762,13.9401,8.7317,5.5509,7.8433,4.9304,3.634,,,,,,,,
2014/4/15,21.2323,3.1003,9.1913,6.7469,3.7802,3.3714,12.5588,10.1556,6.7423,7.2811,11.9676,3.7914,,3.8095,6.3109,3.0283,16.2707,2.6701,15.5161,7.7606,12.4168,,,,,,,,5.1809,13.5582,9.428,5.4989,7.7321,4.9982,3.6204,,,,,,,,
2014/4/16,21.174,3.1201,9.0122,6.8547,3.9305,3.4286,12.4908,10.0933,6.7564,7.326,11.7882,3.9849,,3.7616,6.3205,3.0318,15.5536,2.6582,15.4654,7.7606,12.321,,,,,,,,5.1905,13.5764,9.5161,5.4841,7.7454,5.0661,3.6577,,,,,,,,
2014/4/17,20.6098,3.1003,8.9724,7.1835,3.9147,3.4477,12.5006,10.1111,6.7801,7.326,11.7369,4.0279,,3.7903,6.2915,3.0004,15.9192,2.6462,15.7063,7.7606,12.4328,,,,,,,,5.219,13.5036,9.348,5.6996,7.7143,5.0504,3.6272,,,,,,,,
2014/4/18,20.5514,3.0903,9.1017,7.0644,3.8712,3.4334,12.4326,10.1111,6.7423,7.4159,11.5832,3.9698,,3.8095,6.4075,3.1087,15.833,2.6462,15.7507,7.7606,12.404,,,,,,,,5.2476,13.8401,9.284,5.7218,7.603,4.9695,3.617,,,,,,,,
2014/4/21,20.2401,3.0605,8.5148,6.9454,3.7011,3.2903,12.2189,9.9865,6.5767,7.1762,11.1411,3.9032,,3.8334,6.3109,3.1331,15.8679,2.5945,15.3259,7.7606,12.4551,,,,,,,,5.2,13.4218,9.0359,5.603,7.5139,5.0817,3.5864,,,,,,,,
2014/4/22,19.851,3.1003,8.4552,6.883,3.7407,3.2999,11.9566,9.9331,6.3022,7.2511,10.5389,3.8129,,3.8143,6.1562,3.0772,15.2486,2.5428,14.6474,7.7606,12.1487,,,,,,,,5.2095,13.0762,8.7797,5.4915,7.3225,5.1443,3.5151,,,,,,,,
2014/4/23,19.4554,3.0605,8.4552,6.781,3.539,3.2713,11.6458,9.8975,6.236,7.1612,10.5517,3.7162,,3.776,6.1176,3.196,14.9249,2.5866,14.4255,7.7606,12.3657,,,,,,,,5.1809,12.7307,8.7958,5.7739,7.3626,5.28,3.4981,,,,,,,,
2014/4/24,19.4554,3.0108,8.1269,7.2742,3.4955,3.2093,11.3253,9.7907,6.094,6.9665,10.2506,3.7012,,3.642,6.0499,3.1646,14.9133,2.5388,15.8712,7.7606,12.0753,,,,,,,,5.019,12.858,8.9238,5.6252,7.2602,5.2252,3.4743,,,,,,,,
2014/4/25,19.0987,2.981,8.0871,7.3706,3.4441,3.1473,10.1889,9.0608,6.1224,6.9365,10.1993,3.6926,,3.4793,6.0113,3.1157,15.0064,2.491,16.2707,7.7606,11.7082,,,,,,,,4.8952,12.6943,8.9158,5.4097,7.051,5.1965,3.4234,,,,,,,,
2014/4/28,18.4762,2.8717,8.1866,7.0531,3.3097,3.0567,9.7129,8.6781,5.9663,6.2399,9.9303,3.5421,,3.307,6.3205,2.8991,14.6339,2.5109,14.6411,7.7606,10.8719,,,,,,,,4.6476,12.4579,8.4276,5.0976,6.7795,4.9017,3.2502,,,,,,,,
2014/4/29,18.8393,2.9115,8.7536,7.7562,3.3453,3.0519,9.9072,8.776,6.1839,6.2848,10.1032,3.5818,,3.3883,5.9436,2.934,13.5046,2.6383,15.0913,6.9866,10.9964,,,,,,,,4.7619,12.8944,8.4596,5.0976,6.913,4.9695,3.2672,,,,,,,,
2014/4/30,18.5864,2.9115,8.7934,7.8015,3.4481,3.0853,9.8198,8.8294,6.2691,6.2923,10.1929,3.5884,,3.5032,5.934,2.934,13.975,2.7099,14.5206,7.4431,10.9485,,,,,,,,4.7905,12.7489,7.9794,5.0828,6.3966,5.0895,3.2977,,,,,,,,
2014/5/5,17.9963,2.9413,8.8729,7.7108,3.4599,3.1044,10.0432,8.9629,6.2455,6.517,10.4428,3.6412,,3.5415,5.9919,2.9061,13.947,2.7258,14.7932,7.3954,11.1528,,,,,,,,4.7714,12.4397,7.9713,5.0382,6.4011,5.0009,3.3249,,,,,,,,
2014/5/6,17.9574,3.0009,8.8232,7.6031,3.4678,3.1378,9.9946,9.0608,6.4016,6.5769,10.5004,3.747,,3.5606,6.0113,2.9829,13.9633,2.7736,14.8376,7.4431,11.3794,,,,,,,,4.8,12.4397,7.9956,5.1125,6.597,5.0269,3.3351,,,,,,,,
2014/5/7,17.3477,2.9711,8.6641,8.0737,3.3097,3.0471,9.645,9.0341,6.1887,6.3747,10.4043,3.6677,,3.4553,5.8277,2.9201,13.5721,2.8054,14.2352,7.3438,11.3028,,,,,,,,4.6762,11.885,8.1332,5.1125,6.4011,4.9722,3.2943,,,,,,,,
2014/5/8,16.8743,2.9711,8.6243,7.8355,3.3413,3.0471,9.6352,9.0074,6.1603,6.3897,10.5325,3.6445,,3.5032,5.8277,2.9201,13.0506,2.893,14.0196,7.3557,11.1145,,,,,,,,4.7048,11.7577,7.9632,5.0976,6.4634,4.873,3.3011,,,,,,,,
2014/5/9,17.017,2.9313,8.4452,7.3026,3.3176,2.9852,9.4701,9.0697,6.0183,6.4421,9.9495,3.5719,,3.4888,5.76,2.8327,12.6361,3.1834,14.0514,7.189,10.9261,,,,,,,,4.7048,11.785,7.8095,5.1051,6.4723,4.74,3.2977,,,,,,,,
2014/5/12,17.6072,3.0108,8.6442,7.2969,3.4639,3.0853,9.7129,9.1765,6.2596,6.6518,9.9883,3.7238,,3.5367,5.9243,2.9305,12.862,3.5018,14.3304,7.1533,11.1336,,,,,,,,4.8857,12.1396,7.8337,5.2611,6.5881,4.8287,3.3589,,,,,,,,
2014/5/13,18.1778,2.9909,8.6342,7.2459,3.4995,3.0901,9.6838,9.0608,6.624,6.5095,10.1177,3.7305,,3.5271,5.9726,3.0144,12.8336,3.7207,15.0722,7.4788,11.2581,,,,,,,,4.8286,12.0669,7.5829,5.432,6.499,4.8261,3.3249,,,,,,,,
2014/5/14,18.4373,3.0307,8.6541,7.3366,3.5311,3.1044,9.577,9.1943,6.6382,6.3372,9.833,3.7172,,3.4506,5.9726,3.0109,13.0416,3.7684,14.584,7.3796,11.4305,,,,,,,,4.8381,12.1214,7.3644,5.4543,6.3966,4.74,3.3215,,,,,,,,
2014/5/15,17.7433,2.9711,8.5049,7.1098,3.3967,2.9852,9.1496,8.9006,6.5719,6.3522,9.5937,3.6313,,3.3405,5.8083,2.955,12.8336,3.3904,14.1084,7.1136,11.6763,,,,,,,,4.7619,12.0669,7.1216,5.4766,6.2943,4.6591,3.1823,,,,,,,,
