ÈÕÆÚ,000400.SZ,000682.SZ,002058.SZ,002090.SZ,002121.SZ,002169.SZ,002184.SZ,002322.SZ,002334.SZ,002339.SZ,002527.SZ,002546.SZ,002767.SZ,300018.SZ,300040.SZ,300048.SZ,300124.SZ,300208.SZ,300286.SZ,300356.SZ,300360.SZ,300407.SZ,300427.SZ,300466.SZ,300484.SZ,300490.SZ,300514.SZ,300745.SZ,600268.SH,600406.SH,600525.SH,600590.SH,601126.SH,601222.SH,601567.SH,603015.SH,603025.SH,603050.SH,603063.SH,603100.SH,603416.SH,603583.SH,603859.SH
2017/6/6,16.2023,5.2,23.2499,12.9827,9.0532,7.3399,13.5338,20.4894,6.5616,13.7365,10.1094,5.534,24.9913,8.5609,9.5385,5.397,22.049,14.8894,12.9507,9.11,14.5934,21.4516,18.0846,15.9102,29.2918,24.7735,13.8544,,5.9476,15.6436,13.3685,11.8202,9.1087,6.9635,8.875,9.045,11.5824,32.3961,,10.6698,32.4134,,31.6063
2017/6/7,16.5575,5.2,23.6093,13.186,9.0135,8.072,13.822,21.2537,6.6684,13.7365,10.4232,5.5909,25.6753,8.7666,9.7236,5.5381,22.7663,15.0288,13.3144,9.57,14.9071,22.077,18.3409,15.9102,30.442,24.7735,14.3959,,6.1443,15.6436,13.5369,11.8202,9.288,7.0686,9.1245,9.3522,11.9124,33.6262,,10.9086,33.6376,,32.5953
2017/6/8,16.2812,5.2,23.21,13.0756,8.7948,7.8572,13.7524,21.18,6.6489,13.7365,10.3153,5.553,25.7249,8.7078,9.636,5.6369,23.0316,14.8894,13.3144,9.36,14.7895,21.3921,17.9465,15.9102,30.1148,24.7735,14.0879,,6.0754,15.2579,13.7054,11.8202,9.4296,7.2405,9.3116,9.3138,11.8241,32.2747,,10.88,33.3773,,32.2195
2017/6/9,16.824,5.2,23.1002,12.9943,8.7054,7.7596,13.7524,21.1893,6.7169,13.7365,10.3153,5.534,25.7546,8.7568,9.6262,5.7004,23.0021,14.8496,13.2625,9.18,14.76,21.9083,17.8578,15.9102,30.2536,24.7735,14.1375,,6.4588,16.7818,13.5468,11.8202,9.2503,7.0781,9.365,9.285,11.9217,32.7198,,11.0901,33.518,,33.7817
2017/6/12,16.5575,5.2,22.9604,12.8258,8.6756,7.5254,13.3152,21.0235,6.6004,13.7365,10.0016,5.4203,24.6146,8.4434,9.1585,5.6016,23.2772,14.9392,12.6065,8.76,14.6522,22.6627,19.6426,15.9102,28.8158,24.7735,13.2484,,6.2327,17.0829,13.3586,11.8202,9.1465,6.9444,9.267,9.045,11.4616,30.907,,10.7367,31.9702,,31.7319
2017/6/13,16.7351,5.2,22.9305,12.942,8.9538,7.662,13.6034,21.1616,6.7072,13.7365,10.3251,5.6098,25.2788,8.5805,9.6067,5.6016,23.572,14.9193,13.0611,8.96,14.7208,23.3079,19.8595,15.9102,29.8471,24.7735,13.611,,6.2917,17.0829,13.4279,11.8202,9.1937,7.1354,9.3027,9.2274,11.7265,31.2064,,10.8704,32.9833,,32.2792
2017/6/14,16.449,5.2,22.8905,12.8781,8.7451,7.6327,13.8518,20.8577,6.7751,13.7365,10.2663,5.5624,27.8067,8.5707,9.597,5.4427,23.5327,14.74,13.191,9.03,14.662,22.3351,19.6228,15.9102,30.3726,24.7735,13.5166,,6.2032,16.716,13.6955,11.8202,9.0143,7.1068,9.169,9.3138,11.9589,29.8711,,10.8895,33.6024,,32.6274
2017/6/15,16.5674,5.2,22.6609,13.0814,8.7352,7.8377,14.0406,21.7049,6.979,13.7365,10.5039,5.7425,28.6989,8.8548,9.7724,5.6116,23.4443,15.0587,13.4118,9.31,14.9267,21.948,19.6228,15.9102,31.5129,24.7735,13.9488,,6.2524,16.2456,13.7847,11.8202,9.0615,7.1545,9.365,9.4963,12.0844,30.1624,,11.0519,35.7765,,33.9309
2017/6/16,16.3799,5.2,22.4413,13.0698,8.7253,7.7401,14.13,21.3826,6.9401,13.7365,10.4841,5.7046,27.8166,8.7666,9.7236,5.5321,23.6015,14.9989,13.4053,9.14,15.0247,21.4715,19.6228,15.9102,30.9973,25.6274,13.9388,,6.2131,16.1798,13.5865,11.8202,8.8633,7.1736,9.3383,9.4579,11.9496,30.2595,,11.071,35.7765,,35.0553
2017/6/19,16.6069,5.2,22.601,13.0814,8.7352,7.7499,14.3089,21.6036,6.9304,13.7365,10.5534,5.7235,27.5589,8.7862,9.8211,5.4626,24.2697,14.9491,13.4963,9.18,15.0443,20.9553,19.6228,15.9102,31.1163,28.1892,14.0332,,6.2327,16.3679,13.5865,11.8202,8.9105,7.1545,9.4452,9.5635,12.0797,29.6849,,11.1674,35.9383,,35.0951
2017/6/20,16.6858,5.2,22.621,13.0814,8.7948,7.7108,14.4082,21.4931,7.0566,13.7365,10.5237,5.6951,27.9851,8.8352,9.8698,5.5917,24.3777,14.8794,13.3989,9.2,14.9071,22.3153,19.6228,15.9102,31.384,27.8814,13.8345,,6.2525,16.0105,13.6856,10.6397,8.8727,7.0304,9.4541,9.6211,11.9821,30.6075,,11.1385,34.7422,,34.3688
2017/6/21,16.5871,5.2,22.5411,13.0233,8.6955,7.5937,14.2095,21.7049,7.1537,13.7365,10.5039,5.6288,27.5589,8.8156,9.8406,5.552,24.7118,15.1882,13.5352,9.08,14.8189,21.8487,19.6228,15.9102,30.6403,28.0998,13.8345,,6.2525,16.1798,13.5468,10.6172,8.8916,6.9539,9.4185,9.5635,12.1076,31.2226,,11.0999,34.9111,,34.0703
2017/6/22,16.3108,5.2,22.4613,12.7677,8.5861,7.4278,14.2492,21.9167,7.0081,12.3613,10.4841,5.5056,26.3792,8.5903,9.4119,5.3831,24.3777,14.9591,13.1326,8.97,14.5836,20.5086,19.8398,15.9102,29.9264,25.2898,13.3328,,6.0848,16.2277,13.5766,10.0908,8.6934,6.9062,9.2047,10.5237,11.7962,30.2838,,10.9072,33.6165,,32.6672
2017/6/23,16.1924,5.2,22.0819,12.9304,8.5464,7.379,14.1598,22.0733,7.0954,11.1229,10.3455,5.4961,27.0632,8.5511,10.0354,5.2937,25.0361,15.1683,13.1456,8.88,14.368,21.1538,19.5242,15.9102,28.9844,23.1252,13.1738,,5.9665,15.682,13.5468,9.7299,8.599,6.9253,9.2136,10.1876,11.7126,31.1659,,10.8398,33.5251,,32.3389
2017/6/26,16.8437,5.2,21.9721,13.0756,8.5861,7.5937,14.1002,22.8192,7.0275,10.5911,10.4643,5.5719,27.1722,8.6686,10.1426,5.3831,25.0459,15.1981,13.3079,8.85,14.662,21.0446,19.1199,15.9102,29.9958,22.8373,13.3924,,6.0749,16.6489,13.6559,9.7374,8.9388,6.9635,9.2314,10.3604,11.8427,33.1973,,11.1866,33.8019,,32.9061
2017/6/27,17.2976,5.2,22.0719,14.3826,8.5663,7.5546,14.0008,22.8192,7.0469,10.5987,10.4544,5.6382,26.9145,8.6784,9.9964,5.3434,25.0557,15.238,13.2755,8.86,14.711,20.5086,20.1159,15.9102,29.7479,22.9366,13.3477,,6.0749,16.6202,13.7649,9.7976,8.8822,6.9635,9.2581,10.0436,11.9264,33.4886,,11.3215,33.8019,,33.314
2017/6/28,17.564,5.2,21.9721,14.6091,8.5563,7.3692,13.8021,22.5982,6.9887,10.4163,10.3356,5.553,26.1413,8.5119,9.8893,5.2441,24.2598,15.1483,13.217,8.66,14.5052,20.6972,20.1948,15.9102,29.5496,21.4075,13.0596,,6.0355,16.601,13.7946,9.7449,8.7972,7.0113,9.2225,10.0436,11.6707,32.0885,,11.1963,33.0011,,32.4085
2017/6/29,17.6429,5.2,21.9721,14.2896,8.5563,7.3887,13.8319,22.4416,7.0372,10.3024,10.4445,5.6382,26.28,8.5707,10.0062,5.254,24.9378,15.238,13.2495,8.68,14.564,20.4987,19.9285,15.9102,29.5,21.3181,13.1142,,6.1045,16.5436,13.5468,9.775,8.7972,7.0113,9.2581,10.2644,11.8892,31.9105,,11.2155,34.5928,,32.1001
2017/6/30,17.7219,5.2,21.9821,13.7959,8.5464,7.3399,13.9114,22.0641,7.0372,10.3631,10.5237,5.6382,26.171,8.6099,9.8795,5.2143,25.095,15.9053,13.3989,8.71,14.7502,19.506,19.6721,15.9102,30.1049,21.9437,13.3576,,6.0848,16.8978,13.4676,9.8352,8.9105,7.0972,9.2848,9.986,12.2703,31.5301,,11.1866,34.6126,,31.9608
2017/7/3,17.6725,5.2,22.052,13.8191,8.5961,7.3985,14.0604,22.6626,7.2313,10.3859,10.6326,5.7046,26.7658,8.7666,10.2108,5.2739,24.1321,16.0248,13.4573,8.79,14.8973,19.7045,19.6721,15.9102,29.4703,21.9635,13.6458,,6.1834,16.783,13.4775,9.775,8.901,7.2214,9.3829,10.1396,12.1076,31.9671,,11.8804,34.8498,,32.12
2017/7/4,17.7416,5.2,22.1418,13.7669,8.6756,7.3204,14.2791,22.9942,7.2507,10.234,10.6524,5.7425,27.7075,8.7372,10.1426,5.2242,24.2893,15.8256,13.3859,9.67,14.8777,19.7542,19.327,15.9102,29.5992,21.338,13.8643,,6.1341,16.85,13.3685,9.7073,8.7972,7.3265,9.1868,10.2164,12.0937,32.04,,11.5817,34.9685,,32.1996
2017/7/5,17.9094,5.2,22.1418,13.7785,8.8246,7.3985,14.3685,22.8376,7.2896,10.3024,10.7217,5.752,27.4399,8.9037,10.1718,5.2838,24.1026,15.8654,13.5677,10.02,14.9855,19.4663,19.4946,15.9102,30.0553,21.3876,14.3164,,6.1637,17.367,13.5072,9.7073,8.8255,7.3551,9.2492,10.2836,12.1169,32.7926,,11.6202,35.5419,,32.4782
2017/7/6,17.7903,5.2,22.2217,13.5635,8.9538,7.3692,14.4082,22.5245,7.2896,10.2188,10.692,5.7804,27.5093,8.8352,10.2108,5.3136,24.4465,16.0049,13.8015,9.91,14.9659,19.0791,19.6524,15.9102,30.2536,23.5224,15.0516,,6.213,17.3191,13.7351,9.6397,8.7783,7.3742,9.2225,10.1876,12.0426,32.1937,,11.4853,35.4826,,31.8911
2017/7/7,17.959,5.2,23.0503,13.6565,8.8545,7.3985,14.3884,21.9167,7.2702,10.2872,10.6623,5.7804,27.4994,8.8645,10.2985,5.2739,24.083,16.1044,13.9379,9.85,14.9463,18.7019,19.9877,15.9102,30.5114,23.3338,14.7237,,6.2229,17.367,13.7748,9.775,8.7783,7.3647,9.1601,10.6485,12.0844,34.4193,,11.5046,36.2339,,32.5279
2017/7/10,18.3559,5.2,22.3614,13.8772,8.8048,7.379,14.5871,21.2261,7.1828,10.272,10.6425,5.6951,27.5192,8.7568,10.2985,5.1646,23.9159,15.7658,13.5417,9.84,14.7993,19.0494,19.6919,15.9102,29.8272,22.1422,14.1674,,6.1834,16.9553,13.6658,9.8728,8.8255,7.231,9.1957,10.3604,12.1355,33.1244,,11.4564,34.4742,,30.9757
2017/7/11,17.7109,5.2,22.3515,13.4241,8.8743,7.2228,14.2492,21.0419,7.1828,10.0213,10.4742,5.6761,26.6369,8.6295,10.0647,5.0951,23.7882,15.8555,13.4378,9.77,14.515,18.0666,18.9129,15.9102,29.143,21.8146,13.7501,,6.1045,16.6489,13.5468,9.775,8.5896,7.2405,9.365,10.1108,11.7126,31.085,,11.2059,33.4657,,29.2542
2017/7/12,17.6911,5.2,22.1518,13.3544,8.8843,7.1545,14.766,21.1248,7.0857,9.6186,10.3455,5.5624,26.448,8.5805,9.9867,5.0554,24.2107,15.6762,13.217,10.04,14.5542,18.3942,18.2325,15.9102,29.6983,21.8344,14.063,,5.9862,16.1511,12.9423,9.6773,8.5235,7.1736,9.6234,9.9572,12.5306,31.9186,,11.0228,33.703,,29.5627
2017/7/13,17.5422,5.2,22.1618,13.2383,8.944,7.1252,14.4182,20.9682,7.0566,9.497,10.3356,5.5624,26.4878,8.5511,10.3862,5.0057,23.6015,15.5567,13.0936,9.92,14.515,17.8681,17.9268,15.9102,26.9913,19.8684,13.5862,,5.9763,16.3904,13.0811,9.6998,8.4102,7.145,9.5076,10.0532,12.3214,30.5347,,11.0903,33.1395,,28.7667
2017/7/14,17.6415,5.2,22.1119,12.9885,8.964,7.0764,13.9114,21.6036,7.0275,9.1703,10.5039,5.5719,26.1497,8.2573,10.2485,4.9064,24.1419,15.6065,13.0286,9.85,14.4464,17.2328,17.9761,15.9102,26.783,18.6174,14.217,,5.9566,16.4479,14.3892,9.6923,8.3913,7.0972,9.5611,9.7651,12.1634,29.7173,,10.9939,32.6452,,28.6373
2017/7/17,16.8279,5.2,20.5446,12.0765,8.5257,6.3931,12.6494,20.0474,6.8528,8.251,9.9,5.1834,23.5447,7.5128,9.3928,4.4793,23.2969,14.4213,12.2752,9.4,13.0057,15.5055,16.1814,15.9102,24.1156,16.7606,12.7963,,5.6312,16.333,14.4685,8.7223,7.8911,6.8298,9.2311,8.8049,11.6335,26.7472,,10.2038,29.3826,,25.7716
2017/7/18,16.6592,5.2,20.3349,12.1869,8.6652,6.4419,12.719,19.5317,6.8916,8.3726,9.8901,5.2782,23.4254,7.5324,9.5698,4.529,23.6801,14.3018,12.2623,9.61,12.8391,15.5651,16.6153,15.9102,24.2148,16.7308,12.8659,,5.6312,16.4287,14.8748,8.8727,7.9571,6.9253,9.1669,9.1314,11.773,26.9252,,10.3195,29.432,,25.4532
2017/7/19,16.9072,5.2,20.2152,12.2972,8.695,6.5395,12.8482,20.0382,6.979,8.4941,9.999,5.354,23.5944,7.5422,9.6977,4.5786,23.9552,14.7998,12.3727,9.72,12.9567,15.4658,16.5167,15.9102,24.2148,16.5322,12.8311,,5.7594,16.7255,14.7162,9.0231,7.825,7.0877,9.1761,9.2754,11.7869,26.901,,10.4929,29.4123,,25.891
2017/7/20,16.937,5.2,20.5446,12.1462,8.5755,6.5493,12.868,19.8908,7.0469,8.3802,10.0188,5.354,23.4254,7.5128,9.6977,4.5786,24.309,15.1384,12.2558,9.8,12.7705,15.9131,16.9407,15.9102,24.304,17.1975,12.6721,,5.7791,16.8787,14.7261,9.0005,7.9005,7.1354,9.1119,9.2466,11.7172,26.3749,,10.5218,29.4419,,25.7119
2017/7/21,16.9469,5.2,20.6444,12.3785,8.8942,6.4615,12.9177,19.7711,7.0954,8.6233,10.0881,5.4487,22.9879,7.3463,9.8354,4.6184,24.309,15.0487,11.97,9.82,12.7313,15.5851,16.5561,15.9102,24.3933,16.6216,12.5181,,5.7889,16.7638,14.3694,8.9094,7.9477,7.3551,9.1027,9.6499,11.8985,26.1969,,10.5025,29.8473,,25.0452
2017/7/24,17.195,5.2,20.5246,12.3379,8.964,6.4322,13.037,19.6606,7.0954,8.6461,10.0782,5.4582,23.7137,7.3561,9.8944,4.5886,24.5546,14.8097,12.2752,9.67,12.7117,15.9131,16.9703,15.9102,24.9882,16.8797,12.6026,,5.8383,16.8691,14.2207,9.2436,8.0893,7.6417,9.3502,9.6499,11.8566,26.4882,,10.5411,30.1538,,25.3338
2017/7/25,16.9767,5.2,20.3449,12.2101,8.8942,6.4615,12.9376,20.1118,7.0566,8.6765,10.0683,5.6003,23.3856,7.3267,9.8059,4.5687,24.7216,14.8894,12.1973,9.57,12.8391,15.605,16.7435,15.9102,24.8395,16.6911,12.6274,,5.8284,16.3809,14.3396,9.3499,8.0798,7.5844,9.2494,9.6211,11.6521,25.9217,,10.4929,30.1636,,26.0303
2017/7/26,16.8179,5.2,20.5146,12.181,8.9839,6.4224,12.8581,19.9369,7.0081,8.7373,10.0089,5.5151,23.5149,7.3071,9.8649,4.5687,24.4367,14.8794,12.1583,9.24,12.8293,15.5553,16.5068,15.9102,24.9486,16.3932,12.6771,,5.7889,16.3521,14.2703,9.3955,8.1742,7.5366,9.2036,9.6307,11.601,25.4199,,10.4543,30.1241,,25.2542
2017/7/27,17.3041,5.2,20.5446,12.396,8.9839,6.5981,13.2158,20.4249,7.2702,8.8664,10.2465,5.6856,24.3401,7.5912,10.4157,4.678,25.1343,15.1882,12.6779,9.78,13.2507,16.0224,16.9013,15.9102,25.722,16.9195,13.2037,,5.8678,16.4096,14.3793,9.4183,8.2214,7.5653,9.3411,9.9668,11.852,25.9055,,10.7049,30.6283,,26.3388
2017/7/28,17.1652,5.2,20.5146,12.3379,8.8743,6.5103,13.1761,20.3328,7.5322,8.7373,10.296,5.6856,24.6384,7.4834,10.5042,4.6482,24.5251,15.0189,12.626,9.77,13.3585,15.8137,16.5857,15.9102,25.4642,17.4358,12.9901,,5.9369,16.7159,14.627,9.3119,8.2403,7.7659,9.4236,9.8803,11.7683,25.0558,19.0324,10.6085,32.9417,,25.5726
2017/7/31,16.7981,5.2,20.1253,12.3437,8.8843,6.52,13.186,20.2223,7.5128,8.6841,10.2762,5.6951,24.4793,7.4834,10.514,4.678,24.4072,15.3176,12.7234,9.79,13.3683,15.6646,16.6745,15.9102,25.3452,17.0982,12.9901,,5.9467,16.6585,15.1126,9.1904,8.2497,8.0429,9.4786,9.9284,11.7451,24.9425,20.9316,10.6567,33.09,,25.6124
2017/8/1,16.6889,5.2,20.0954,12.3902,9.0934,6.5005,13.2357,20.0842,7.4643,8.6917,10.2267,5.6856,25.0162,7.5128,10.6517,4.7376,23.7882,15.1882,12.639,9.69,13.829,15.9827,16.5561,15.9102,25.5138,16.8996,13.0397,,6.0454,16.6585,14.9342,9.1752,8.2214,7.9378,9.4602,9.8323,11.8892,25.6789,23.0288,10.6567,32.5661,,25.7816
2017/8/2,17.0461,5.2,21.2633,12.5877,9.1333,6.5005,12.9674,20.0566,7.5322,8.6309,10.2366,5.7046,24.191,7.3659,10.4845,4.678,24.2697,15.2181,12.3727,9.6,13.5055,16.2212,16.3293,15.9102,24.8593,16.562,12.6076,,5.9665,16.3521,14.4982,8.9246,8.0421,7.8041,9.3777,9.5347,12.5166,26.7472,25.3336,10.3965,32.3782,,25.1447
2017/8/3,16.7485,5.2,21.2833,12.6748,9.1333,6.5688,13.037,20.2223,7.4546,8.8512,10.197,5.7046,23.9126,7.4541,10.6321,4.6879,24.191,15.716,12.6649,9.69,13.3977,16.4498,16.3787,15.9102,25.0874,16.7407,12.6672,,5.9665,16.1798,14.4288,8.9625,8.0232,7.7563,9.3502,9.5827,12.6142,28.0825,24.6412,10.4929,32.7836,,25.682
2017/8/4,16.2722,5.2,20.3649,12.4192,8.9839,6.5005,13.1562,20.3789,7.3284,8.836,10.0584,5.733,23.3856,7.4639,10.3567,4.6084,24.1812,16.0945,12.535,9.52,13.4173,15.9429,16.6843,15.9102,24.5817,16.3833,12.6026,,5.9073,15.9309,14.3,9.1145,7.9383,7.5557,9.1944,9.5347,12.2703,26.8038,23.0189,10.5507,32.4277,,25.3437
2017/8/7,16.3218,5.72,20.6145,12.3785,8.9341,6.5103,13.186,20.8025,7.4934,8.8512,10.1178,5.7614,23.5845,7.503,10.4157,4.6283,24.5448,16.2439,12.6584,9.79,13.7212,15.933,16.5068,15.9102,24.8097,16.1152,12.7516,,5.9467,15.95,15.3802,9.1145,7.9571,7.785,9.4236,9.5443,12.3493,26.8929,22.9991,10.6374,32.7737,,26.0005
2017/8/8,16.2921,5.73,20.315,12.5586,8.954,6.481,13.2556,20.7933,7.6196,8.8512,10.1772,5.733,23.5149,7.5324,10.5042,4.6978,24.3286,16.453,12.7104,9.65,13.7212,16.0423,16.4378,15.9102,25.0279,16.284,12.6523,,5.9073,15.8639,15.7072,9.3043,7.976,7.7086,9.4144,9.7267,12.3075,27.0143,21.9505,10.7916,32.7935,,28.5975
2017/8/9,16.3615,5.64,20.6244,12.6341,8.8644,6.4615,13.345,20.7841,7.5614,8.8436,10.2663,5.6761,23.6441,7.5422,10.4747,4.6482,24.5448,17.2,12.7883,9.66,13.5938,15.9827,16.3787,15.9102,24.9089,16.2045,12.6523,,5.9369,16.1415,15.727,9.1828,8.1082,7.5844,9.6252,9.6883,12.354,26.4397,21.4856,10.7241,32.4969,,28.0403
2017/8/10,16.2722,5.48,20.6244,12.4773,8.7448,6.4517,13.196,20.029,7.4352,8.7828,10.1376,5.6003,23.2066,7.4149,10.3075,4.5886,24.5841,16.7817,12.5935,9.5,13.2899,15.3167,16.4477,15.9102,24.5519,15.8372,12.4635,,5.8974,16.0745,15.291,9.1372,7.9383,7.5557,9.5152,9.5443,12.2889,25.25,21.5054,10.6278,31.874,,26.8761
2017/8/11,16.1432,5.37,20.6244,12.4192,9.0536,6.3053,13.0469,20.0474,7.309,8.7069,10.0188,5.5719,22.6896,7.3071,10.1895,4.6084,24.2991,16.4929,12.574,9.26,13.2311,15.436,16.2307,15.9102,24.3635,16.006,12.4387,,5.8678,16.1511,15.182,9.0233,7.8155,7.4602,9.6527,9.3234,12.2842,25.8893,20.536,10.3965,31.6763,,26.3885
2017/8/14,16.4806,5.43,20.6244,12.791,9.2926,6.4029,13.3649,20.5999,7.6099,8.9272,11.0187,5.8372,23.3061,7.4834,10.6222,4.6978,24.9673,16.7817,12.9247,9.4,13.6232,15.9926,16.4773,15.9102,25.5733,16.2443,12.7566,,5.9467,16.2851,16.6982,9.1372,7.9288,7.6035,10.3219,9.5155,12.8885,26.5368,20.6744,10.5603,32.6946,,26.9955
2017/8/15,16.4508,5.39,20.6244,13.2034,9.2926,6.4419,13.3847,20.7657,7.5614,8.9044,10.8306,5.9036,23.3657,7.4932,10.5927,5.1646,25.1441,16.7419,13.0157,9.31,13.7212,16.5095,16.5759,15.9102,25.5832,16.3932,12.8907,,5.9467,16.1511,17.164,9.5702,7.9949,7.6417,10.3953,9.6595,13.5159,27.2166,20.9514,10.5411,33.9106,,27.1448
2017/8/16,16.5401,5.42,20.6244,13.1802,9.3623,6.5395,13.6232,20.959,7.6875,9.0032,10.8603,5.8941,23.843,7.6891,10.6517,5.0653,25.4979,16.8215,13.3274,9.49,13.8682,16.4995,16.9309,15.9102,25.9501,17.1975,13.0894,,6.0256,16.0745,17.4117,9.5094,8.0043,7.6417,10.4319,9.7939,13.2649,27.168,21.3174,10.6856,34.1479,,27.5925
2017/8/17,16.6294,5.41,20.6244,13.337,9.2827,6.5884,13.7922,20.9775,7.7361,9.0716,11.2365,5.9983,23.9623,7.885,10.8484,5.0355,25.9695,17.0307,13.3534,10.14,13.878,16.6387,16.8816,15.9102,26.555,17.0287,13.1738,,6.3018,16.2181,17.4117,9.7145,8.0326,7.8136,10.4228,10.13,13.4137,27.1437,21.0108,10.965,34.4049,,29.0353
2017/8/18,16.5699,5.33,20.6244,13.3486,9.203,6.5298,13.6332,21.1616,7.6972,9.3223,11.0979,5.8751,24.3998,7.7675,10.6321,4.966,25.5077,16.6323,13.2949,9.89,13.7016,16.5095,16.5167,15.9102,26.0592,16.7705,13.303,,6.4596,16.6393,17.055,9.6841,8.0515,7.7563,10.2944,9.9284,13.5438,27.5889,20.5063,10.8109,33.8414,,28.0602
2017/8/21,16.5302,5.35,20.6244,13.3893,9.5217,6.5981,13.7325,21.8247,7.8525,9.2083,11.1177,5.8846,24.2109,7.7871,10.7993,4.9859,25.3505,17.2398,13.4313,10.05,13.8192,16.579,16.7435,15.9102,26.4855,17.0485,13.4421,,6.7949,16.601,17.1144,9.8284,8.1176,7.8041,10.3128,10.0916,13.8087,27.516,21.3471,10.8783,34.9586,,28.3687
2017/8/22,16.4211,5.38,20.6244,13.2266,9.4022,6.5395,13.5735,21.6497,7.8525,9.1551,10.9593,5.8278,24.1611,7.7087,10.6714,5.0057,25.3701,17.1004,13.2105,9.78,13.5153,16.1019,16.6646,15.9102,25.96,17.1379,13.144,,6.5976,16.6968,16.7279,9.8436,8.0043,7.699,9.9919,9.9284,13.66,27.2004,21.7329,10.8109,34.4049,,27.5428
2017/8/23,16.2524,5.33,20.6244,13.6216,9.3524,6.5298,13.504,21.4287,7.6778,9.2463,10.9197,5.8562,24.1611,7.7577,10.6714,4.9263,25.6453,16.7319,13.2495,9.81,13.5055,15.8137,16.5561,15.9102,25.9897,17.3067,13.303,,6.4398,16.3904,16.6784,10.2689,7.9571,7.6704,10.0103,9.8995,13.3765,27.0223,21.7032,10.8205,34.3951,,28.0303
2017/8/24,16.0936,5.23,20.6244,13.3602,9.2329,6.5786,13.2754,22.0088,7.639,9.1627,10.7415,5.8372,24.887,7.601,10.7599,4.8269,24.8887,16.3335,13.0286,9.69,13.2899,15.7143,16.3984,15.9102,25.5931,17.3067,13.1937,,6.3609,16.0936,16.6288,10.1094,7.8911,7.5844,10.0194,9.8419,13.409,27.1114,21.9802,10.8494,33.4954,,27.2542
2017/8/25,16.6889,5.26,20.6244,13.5403,9.2727,6.6176,13.5636,21.9075,7.6681,9.2767,10.9098,5.8562,25.8614,7.7675,10.8878,4.8667,25.2621,16.3435,13.243,9.76,13.3879,15.7242,16.852,15.9102,25.96,17.3067,13.7998,,6.4102,16.1798,16.9261,10.2841,7.9571,7.6322,10.5236,9.9956,13.7948,27.7993,23.0782,11.0421,33.8216,,28.2592
2017/8/28,16.8477,5.29,20.6244,13.6565,9.4619,6.6762,13.7325,21.8983,7.7749,9.2539,10.9494,6.3489,26.8457,7.8557,10.8484,4.9759,25.8221,17.0307,13.4378,9.87,13.682,16.1616,16.9703,15.9102,26.4062,17.3067,14.3512,,6.3905,16.2085,17.5604,10.5272,8.0421,7.7754,10.6611,10.1204,13.7809,29.1751,24.3048,11.1963,35.3639,,28.8463
2017/8/29,16.8477,5.26,20.6244,13.4067,9.9101,6.7348,13.7027,21.9444,7.804,9.1627,10.8108,6.1879,26.2293,7.7773,10.7206,4.9163,26.0088,17.1203,13.3274,9.79,13.5153,16.251,16.8027,15.9102,26.6145,17.3067,14.3661,,6.4793,16.0841,17.6396,10.6259,8.0421,7.6704,11.1378,10.0436,13.8924,29.8468,24.5027,11.1385,35.1959,,30.916
2017/8/30,16.9072,5.25,20.6244,13.2441,10.199,6.6664,13.6928,22.4048,8.0758,9.1399,10.8504,5.9699,26.5971,7.7381,10.7304,4.9064,26.0678,17.1104,13.217,9.65,14.2602,16.2312,16.852,15.9102,26.436,17.3067,14.0382,,6.3412,16.0458,17.5108,10.5728,7.9949,7.7468,11.0919,10.0532,13.6089,30.5913,23.4937,11.0806,35.1464,,30.3189
2017/8/31,16.7286,5.37,20.6244,13.5229,10.1193,6.6567,14.0803,22.4969,8.0564,9.2387,10.9692,6.0173,26.7463,7.7577,10.7501,4.9461,25.94,17.0406,13.5223,9.58,14.025,16.1715,16.8322,15.9102,26.7235,18.0117,15.444,,6.3708,16.1989,17.7586,10.3221,8.4763,7.6226,11.0186,10.2164,13.6647,30.7289,24.5818,11.2252,35.8681,,31.4334
2017/9/1,17.4033,5.37,20.6244,13.4299,10.199,6.6372,14.1598,22.0825,8.0564,9.2007,11.0187,5.9604,27.8002,7.8165,10.9075,4.9362,26.4117,17.9569,13.5417,9.8,13.7898,16.1019,17.0985,15.9102,26.8227,17.8032,15.2006,,6.4004,16.0649,17.5901,10.3753,8.3347,7.6704,11.0186,10.2452,13.7576,30.2433,23.9784,11.2637,35.8978,,30.9657
2017/9/4,17.2644,5.35,20.6244,13.488,10.0994,6.8324,14.756,22.7455,8.1049,9.3147,11.3553,5.913,27.6411,8.0516,11.2222,5.0057,27.1191,17.6581,13.808,9.91,13.8094,16.1616,16.9802,15.9102,28.2407,17.8528,15.0168,,6.3314,15.9309,17.7486,10.3449,8.2686,7.7659,10.9911,10.4661,13.9342,29.3531,23.3552,11.3119,36.3822,,30.2692
2017/9/5,17.1553,5.32,20.6244,13.7843,10.0994,7.0276,14.9746,22.6074,8.1049,9.1399,11.1969,5.932,27.2335,7.9536,11.1042,4.9859,27.2665,17.5984,13.6911,9.89,13.6722,16.0125,16.9309,15.9102,28.1514,17.545,15.6179,,6.3708,15.6915,18.7297,10.1474,8.2875,7.8232,10.9544,10.5525,13.8041,29.8711,23.6223,11.3023,36.0955,,30.3886
