ÈÕÆÚ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ
2016/11/24,-1.7561,-0.6396,1.3483,2.5628,0.733,3.8937,4385646825,6117948250,5575076188,-158.7955,51.1603,110.0435,7.6038,4.8752,372.6665,10.0711,3.6203,19.1591
2016/11/25,-0.993,0.5517,-1.5521,3.4543,0.8442,2.2605,4342095218,6151702447,5488545072,-157.2185,51.4426,108.3356,7.5282,4.9021,366.8823,9.9711,3.6402,18.8617
2016/11/28,1.1033,-0.2743,-2.027,2.9039,0.6711,2.9081,4390001986,6134825348,5377290780,-158.9532,51.3015,106.1396,7.6113,4.8887,359.4455,10.0811,3.6302,18.4794
2016/11/29,-1.5873,-0.1376,-7.2414,2.8002,0.81,5.1948,4320319414,6126386799,4987900758,-156.4301,51.2309,98.4536,7.4905,4.8819,333.4167,9.9211,3.6253,17.1412
2016/11/30,-3.629,0.4132,2.7261,3.8813,0.9093,7.3476,4163533629,6151702447,5123878226,-150.7532,51.4426,101.1376,7.2187,4.9021,342.5061,9.561,3.6402,17.6085
2016/12/1,-0.9414,0.3658,0.2413,4.4634,0.6784,2.8774,4124337183,6174205245,5136239814,-149.334,51.6308,101.3816,7.1507,4.92,343.3324,9.471,3.6536,17.651
2016/12/2,-0.1056,-3.8724,-1.2034,2.9708,1.4064,1.8992,4119982022,5935113015,5074431874,-149.1763,49.6314,100.1616,7.1432,4.7295,339.2009,9.461,3.5121,17.4386
2016/12/5,-1.2685,-1.327,-0.609,1.754,0.7781,2.3312,4067720094,5856353221,5043527904,-147.284,48.9728,99.5516,7.0525,4.6668,337.1351,9.341,3.4655,17.3324
2016/12/6,1.606,0.1921,0.7353,4.1922,0.4897,1.5085,4133047504,5867604620,5080612668,-149.6494,49.0669,100.2836,7.1658,4.6757,339.614,9.491,3.4721,17.4598
2016/12/7,0.2107,1.1026,2.7981,2.7906,0.4167,2.3784,4141757826,5932300165,5222770930,-149.9647,49.6079,103.0896,7.1809,4.7273,349.1166,9.511,3.5104,17.9484
2016/12/8,-0.5258,2.4656,-1.3018,2.5507,1.2965,2.3979,4119982022,6078568353,5154782196,-149.1763,50.831,101.7476,7.1432,4.8438,344.5719,9.461,3.597,17.7147
2016/12/9,-1.4799,2.7765,1.9185,2.362,3.5774,2.7743,4059009772,6247339339,5253674900,-146.9686,52.2423,103.6996,7.0374,4.9783,351.1824,9.321,3.6968,18.0546
2016/12/12,-7.7253,-4.8627,-4.7059,3.6433,2.129,3.4681,3745438202,5943551564,5006443140,-135.6148,49.702,98.8196,6.4938,4.7362,334.6562,8.6009,3.5171,17.2049
2016/12/13,-0.6977,0.5679,-0.1235,2.3764,0.9586,1.8215,3719307238,5977305761,5000262346,-134.6686,49.9842,98.6976,6.4485,4.7631,334.243,8.5409,3.537,17.1837
2016/12/14,0.9368,0,-0.9889,3.2163,0.7104,1.4797,3754148523,5977305761,4950815994,-135.9302,49.9842,97.7216,6.5089,4.7631,330.9378,8.6209,3.537,17.0138
2016/12/15,2.3202,3.8118,5.7428,3.2307,1.771,4.4769,3841251737,6205146593,5235132518,-139.084,51.8895,103.3336,6.6599,4.9447,349.9429,8.821,3.6719,17.9909
2016/12/16,2.4943,0.408,0.9445,3.2933,1.2105,3.1283,3937065273,6230462241,5284578870,-142.5532,52.1012,104.3096,6.826,4.9649,353.2482,9.041,3.6868,18.1608
2016/12/19,0.5531,1.851,-0.8187,2.4392,2.1487,1.8945,3958841076,6345789081,5241313312,-143.3417,53.0656,103.4556,6.8638,5.0568,350.3561,9.091,3.7551,18.0121
2016/12/20,-0.6601,-0.9309,0.3538,1.9019,1.0272,2.1878,3932710112,6286719236,5259855694,-142.3955,52.5717,103.8216,6.8185,5.0097,351.5956,9.031,3.7201,18.0758
2016/12/21,0.5537,0.8949,1.1751,2.0367,1.1011,2.4417,3954485916,6342976231,5321663634,-143.184,53.0421,105.0416,6.8562,5.0545,355.7271,9.081,3.7534,18.2882
2016/12/22,-0.7709,2.6608,-2.0906,1.5994,2.5586,1.8882,3923999791,6511747218,5210409342,-142.0802,54.4534,102.8456,6.8034,5.189,348.2903,9.011,3.8533,17.9059
2016/12/23,-2.9967,-3.4125,-1.6607,1.8939,1.7409,1.7572,3806410452,6289532086,5123878226,-137.8225,52.5952,101.1376,6.5995,5.0119,342.5061,8.741,3.7218,17.6085
2016/12/26,0.2288,-0.5367,-1.93,1.7583,1.1256,1.8978,3815120773,6255777888,5024985522,-138.1379,52.3129,99.1856,6.6146,4.985,335.8956,8.761,3.7018,17.2687
2016/12/27,5.137,0.2698,-0.492,5.1861,0.8681,1.3652,4011103005,6272654987,5000262346,-145.234,52.454,98.6976,6.9544,4.9985,334.243,9.211,3.7118,17.1837
2016/12/28,-1.0858,-0.4484,0.3708,2.4622,0.9017,1.0739,3967551398,6244526489,5018804728,-143.6571,52.2188,99.0636,6.8789,4.9761,335.4825,9.111,3.6952,17.2474
2016/12/29,3.1833,0.4505,-0.6158,5.6572,0.7108,1.347,4093851058,6272654987,4987900758,-148.2301,52.454,98.4536,7.0978,4.9985,333.4167,9.401,3.7118,17.1412
2016/12/30,-1.9149,-1.3453,-0.1239,3.8987,0.8865,1.2058,4015458165,6188269494,4981719964,-145.3917,51.7484,98.3316,6.9619,4.9313,333.0036,9.221,3.6619,17.12
2017/1/3,0,2.2727,0.9926,3.0061,0.9,0.816,4018124589,6305694795,6509207980,372.5372,49.7202,-120.4179,6.8342,4.7935,-202.8995,9.1925,3.7573,64.9345
2017/1/4,2.0607,1.5556,-0.2457,4.3582,1.3285,1.4342,4100927591,6403783381,6493214840,380.2142,50.4937,-120.122,6.975,4.868,-202.401,9.3819,3.8158,64.7749
2017/1/5,0.2125,-0.0875,-1.601,4.3776,1.0464,1.6916,4109643696,6398178319,6389259430,381.0224,50.4495,-118.1989,6.9899,4.8638,-199.1606,9.4019,3.8124,63.7379
2017/1/6,-1.2725,2.4967,-1.5019,2.855,2.1697,1.9258,4057347064,6557922587,6293300590,376.1737,51.7091,-116.4236,6.9009,4.9852,-196.1694,9.2822,3.9076,62.7806
2017/1/9,0.9667,0,-2.033,2.903,1.38,1.6947,4096569538,6557922587,6165355470,379.8102,51.7091,-114.0567,6.9676,4.9852,-192.1812,9.372,3.9076,61.5043
2017/1/10,0.1064,-1.7094,0.5188,3.909,1.1875,1.3555,4100927591,6445821346,6197341750,380.2142,50.8251,-114.6484,6.975,4.9,-193.1783,9.3819,3.8408,61.8234
2017/1/11,-2.3379,-1.6522,-2.0645,2.934,0.8923,0.9915,4005050431,6339325167,6069396630,371.3251,49.9854,-112.2815,6.812,4.819,-189.1901,9.1626,3.7773,60.547
2017/1/12,-3.9173,-0.6189,-4.3478,3.6743,0.6575,2.0859,3848160534,6300089733,5805509820,356.7791,49.6761,-107.3997,6.5451,4.7892,-180.9644,8.8037,3.754,57.9145
2017/1/13,-2.8313,-1.0231,-1.5152,2.7432,0.6897,1.1443,3739209217,6235631520,5717547550,346.6778,49.1678,-105.7724,6.3598,4.7402,-178.2225,8.5544,3.7156,57.0371
2017/1/16,-6.5268,-3.7753,-8.6713,3.665,1.3494,3.2745,3495158265,6000218914,5221760210,324.0508,47.3116,-96.6006,5.9447,4.5613,-162.7683,7.9961,3.5753,52.0912
2017/1/17,0.9975,2.1952,-1.3783,2.0091,0.7781,3.0439,3530022687,6131937872,5149791080,327.2832,48.3502,-95.2692,6.004,4.6614,-160.5249,8.0758,3.6538,51.3732
2017/1/18,1.1111,-0.5941,-1.8634,2.2167,0.3612,1.3861,3569245161,6095504969,5053832240,330.9197,48.0629,-93.494,6.0707,4.6337,-157.5338,8.1656,3.6321,50.416
2017/1/19,-0.2442,-1.3333,2.3734,1.2897,0.5039,1.698,3560529056,6014231569,5173780790,330.1116,47.4221,-95.713,6.0559,4.5719,-161.2727,8.1456,3.5836,51.6126
2017/1/20,1.4688,2.0503,0.3091,1.5001,0.4822,1.0137,3612825688,6137542934,5189773930,334.9603,48.3944,-96.0088,6.1449,4.6657,-161.7712,8.2653,3.6571,51.7721
2017/1/23,2.8951,0.7763,2.6194,2.4119,0.6267,1.167,3717418953,6185185961,5325715620,344.6575,48.77,-98.5237,6.3228,4.7019,-166.0087,8.5045,3.6855,53.1282
2017/1/24,-1.6413,0,-1.6517,1.4866,0.4454,0.8459,3656406215,6185185961,5237753350,339.0008,48.77,-96.8964,6.219,4.7019,-163.2668,8.365,3.6855,52.2507
2017/1/25,0,0.8156,0.6107,0.9712,0.4927,0.9394,3656406215,6235631520,5269739630,339.0008,49.1678,-97.4882,6.219,4.7402,-164.2638,8.365,3.7156,52.5698
2017/1/26,0.5959,-0.3146,1.0622,0.9127,0.4119,0.7267,3678196479,6216013802,5325715620,341.0211,49.0131,-98.5237,6.256,4.7253,-166.0087,8.4148,3.7039,53.1282
2017/2/3,-0.8294,-0.8115,-1.6517,0.8903,0.4361,0.7294,3647690110,6165568244,5237753350,338.1927,48.6154,-96.8964,6.2042,4.687,-163.2668,8.345,3.6738,52.2507
2017/2/6,0.9558,0.8182,0.458,0.9823,0.4949,0.8855,3682554532,6216013802,5261743060,341.4251,49.0131,-97.3402,6.2635,4.7253,-164.0146,8.4248,3.7039,52.49
2017/2/7,1.1834,-1.037,10.0304,1.8686,0.6965,1.6142,3726135059,6151555589,5789516680,345.4657,48.5049,-107.1038,6.3376,4.6763,-180.4659,8.5245,3.6655,57.755
2017/2/8,0,0.6834,1.3812,1.5505,0.7132,5.5715,3726135059,6193593554,5869482380,345.4657,48.8363,-108.5832,6.3376,4.7083,-182.9585,8.5245,3.6905,58.5527
2017/2/9,0.5848,0.4525,-2.0436,2.0418,0.5787,3.144,3747925322,6221618864,5749533830,347.4859,49.0573,-106.3642,6.3746,4.7296,-179.2196,8.5743,3.7072,57.3561
2017/2/10,3.3721,1.1712,-3.0598,4.1056,1.1232,2.5127,3874308850,6294484671,5573609290,359.2035,49.6319,-103.1096,6.5896,4.785,-173.7358,8.8635,3.7506,55.6012
2017/2/13,1.4623,0.7569,1.4347,3.0118,0.9662,2.6377,3930963535,6342127698,5653574990,364.4562,50.0075,-104.589,6.686,4.8212,-176.2284,8.9931,3.779,56.3989
2017/2/14,-1.1086,-0.6186,-1.273,2.4432,0.5015,1.4735,3887383008,6302892264,5581605860,360.4156,49.6981,-103.2576,6.6118,4.7914,-173.9851,8.8934,3.7556,55.6809
2017/2/15,-1.009,-1.0227,-1.1461,2.9063,0.7349,1.4337,3848160534,6238434051,5517633300,356.7791,49.1899,-102.0741,6.5451,4.7424,-171.991,8.8037,3.7172,55.0428
2017/2/16,0.7928,0.8086,0.1449,2.8243,0.5552,1.4351,3878666903,6288879609,5525629870,359.6075,49.5877,-102.222,6.597,4.7807,-172.2402,8.8734,3.7473,55.1225
2017/2/17,-3.2584,-2.0053,-2.7496,3.2896,0.7429,2.0638,3752283375,6162765713,5373695040,347.89,48.5933,-99.4113,6.3821,4.6848,-167.5043,8.5843,3.6721,53.6069
2017/2/20,1.1614,1.1369,0,1.2858,0.651,1.4033,3795863902,6232828988,5373695040,351.9305,49.1457,-99.4113,6.4562,4.7381,-167.5043,8.684,3.7139,53.6069
2017/2/21,2.411,2.1583,1.6369,2.8663,1.494,1.5727,3887383008,6367350477,5461657310,360.4156,50.2064,-101.0386,6.6118,4.8404,-170.2461,8.8934,3.794,54.4843
2017/2/22,-0.2242,0.2201,-0.4392,2.0238,0.8729,1.1546,3878666903,6381363133,5437667600,359.6075,50.3169,-100.5948,6.597,4.851,-169.4983,8.8734,3.8024,54.245
2017/2/23,2.6966,-0.3074,3.5294,6.801,0.7641,4.0204,3983260168,6361745415,5629585280,369.3048,50.1622,-104.1452,6.7749,4.8361,-175.4806,9.1127,3.7907,56.1596
2017/2/24,-1.5317,0.5727,-1.5625,3.2184,1.0934,1.8088,3922247430,6398178319,5541623010,363.6481,50.4495,-102.5179,6.6711,4.8638,-172.7388,8.9731,3.8124,55.2821
2017/2/27,-1.2222,-1.1827,-2.7417,2.0544,0.8433,1.5431,3874308850,6322509981,5389688180,359.2035,49.8528,-99.7072,6.5896,4.8063,-168.0028,8.8635,3.7673,53.7664
2017/2/28,0.6749,1.9947,-1.0386,1.5581,1.3709,1.5932,3900457167,6448623877,5333712190,361.6278,50.8472,-98.6716,6.6341,4.9021,-166.2579,8.9233,3.8425,53.208
2017/3/1,1.2291,-0.3042,0.7496,4.4042,1.2999,1.6159,3948395746,6429006160,5373695040,366.0724,50.6926,-99.4113,6.7156,4.8872,-167.5043,9.033,3.8308,53.6069
2017/3/2,-2.2075,0.0436,-1.7857,2.6118,0.9987,1.2827,3861234692,6431808691,5277736200,357.9913,50.7147,-97.6361,6.5674,4.8894,-164.5131,8.8336,3.8325,52.6496
2017/3/3,-2.0316,-0.6972,2.5758,2.8587,0.8612,3.0702,3782789744,6386968195,5413677890,350.7183,50.3611,-100.151,6.4339,4.8553,-168.7506,8.6541,3.8057,54.0057
2017/3/6,1.7281,1.2286,0.4431,1.6944,0.6099,1.6364,3848160534,6465439063,5437667600,356.7791,50.9798,-100.5948,6.5451,4.9149,-169.4983,8.8037,3.8525,54.245
2017/3/7,0.2265,0.3468,-1.0294,2.0925,0.7549,1.3806,3856876640,6487859311,5381691610,357.5873,51.1566,-99.5592,6.56,4.932,-167.7535,8.8236,3.8659,53.6866
2017/3/8,-1.1299,-1.1663,-1.0401,1.7694,0.5885,1.4125,3813296113,6412190974,5325715620,353.5467,50.56,-98.5237,6.4858,4.8744,-166.0087,8.7239,3.8208,53.1282
2017/3/9,-0.6857,-0.7867,-0.1502,1.3102,0.5649,1.1893,3787147796,6361745415,5317719050,351.1224,50.1622,-98.3758,6.4414,4.8361,-165.7594,8.6641,3.7907,53.0485
2017/3/10,-0.2301,1.3216,-0.3008,1.0061,0.7119,0.8474,3778431691,6445821346,5301725910,350.3143,50.8251,-98.0799,6.4265,4.9,-165.2609,8.6441,3.8408,52.8889
2017/3/13,0.346,0.087,-2.2624,1.4265,0.6713,2.1597,3791505849,6451426408,5181777360,351.5265,50.8693,-95.8609,6.4488,4.9043,-161.522,8.674,3.8441,51.6923
2017/3/14,-0.1149,-0.391,-0.7716,1.0105,0.7011,1.0703,3787147796,6426203629,5141794510,351.1224,50.6705,-95.1212,6.4414,4.8851,-160.2756,8.6641,3.8291,51.2935
2017/3/15,-1.2658,-0.8722,-0.7776,1.2881,0.5266,1.2026,3739209217,6370153008,5101811660,346.6778,50.2285,-94.3816,6.3598,4.8425,-159.0293,8.5544,3.7957,50.8946
2017/3/16,2.6807,2.6397,0.9404,3.7868,1.308,1.1354,3839444429,6538304870,5149791080,355.971,51.5544,-95.2692,6.5303,4.9703,-160.5249,8.7837,3.8959,51.3732
2017/3/17,-1.3621,0.8144,0.9317,2.3586,1.3652,1.852,3787147796,6591552959,5197770500,351.1224,51.9742,-96.1568,6.4414,5.0108,-162.0205,8.6641,3.9276,51.8519
2017/3/20,0.2301,2.7211,-0.9231,1.3571,2.1705,1.03,3795863902,6770914944,5149791080,351.9305,53.3885,-95.2692,6.4562,5.1471,-160.5249,8.684,4.0345,51.3732
2017/3/21,0.5741,0.1656,0.9317,1.6512,1.6758,1.4314,3817654165,6782125068,5197770500,353.9508,53.4769,-96.1568,6.4932,5.1557,-162.0205,8.7339,4.0412,51.8519
2017/3/22,3.5388,0.9917,-1.3846,7.345,1.268,1.1101,3952753799,6849385813,5125801370,366.4764,54.0072,-94.8254,6.723,5.2068,-159.7771,9.0429,4.0813,51.1339
2017/3/23,-0.9923,-0.5728,-1.248,4.3926,1.0852,1.1901,3913531325,6810150379,5061828810,362.8399,53.6979,-93.6419,6.6563,5.177,-157.783,8.9532,4.0579,50.4957
2017/3/24,0.5568,-0.0412,-1.1058,3.9542,0.9374,1.5101,3935321588,6807347848,5005852820,364.8602,53.6758,-92.6064,6.6934,5.1748,-156.0382,9.0031,4.0562,49.9373
2017/3/27,0.7752,-1.6056,-1.4377,5.3434,0.8812,1.2952,3965827957,6698049138,4933883690,367.6886,52.814,-91.275,6.7453,5.0917,-153.7948,9.0728,3.9911,49.2194
2017/3/28,-0.8791,0,2.5932,3.2399,0.7473,2.288,3930963535,6698049138,5061828810,364.4562,52.814,-93.6419,6.686,5.0917,-157.783,8.9931,3.9911,50.4957
2017/3/29,9.9778,-1.7573,-2.5276,8.0138,1.0015,1.3175,4323188278,6580342835,4933883690,400.821,51.8858,-91.275,7.3531,5.0023,-153.7948,9.8904,3.921,49.2194
2017/3/30,2.9234,-1.3203,-4.0519,24.3611,1.0981,1.9245,4449571807,6493464373,4733969440,412.5385,51.2008,-87.5766,7.568,4.9362,-147.5633,10.1795,3.8692,47.2251
2017/3/31,-7.6396,-0.3021,-0.3378,11.6061,0.6499,1.0446,4109643696,6473846656,4717976300,381.0224,51.0461,-87.2808,6.9899,4.9213,-147.0647,9.4019,3.8575,47.0655
2017/4/5,3.0753,2.684,-1.1864,8.3635,0.853,2.8411,4236027224,6647603579,4662000310,392.7399,52.4162,-86.2452,7.2048,5.0534,-145.3199,9.691,3.961,46.5071
2017/4/6,-0.1029,-0.9275,-2.2298,7.2644,0.6128,2.0913,4231669172,6585947897,4558044900,392.3358,51.93,-84.3221,7.1974,5.0065,-142.0795,9.681,3.9243,45.4701
2017/4/7,-4.2225,0.2553,-1.4035,7.7578,0.5036,1.792,4052989011,6602763083,4494072340,375.7697,52.0626,-83.1386,6.8935,5.0193,-140.0854,9.2723,3.9343,44.8319
2017/4/10,0.5376,-2.3769,-3.7367,5.2106,0.8923,2.2114,4074779275,6445821346,4326144370,377.7899,50.8251,-80.032,6.9306,4.9,-134.8509,9.3221,3.8408,43.1567
2017/4/11,1.3904,0.4348,-0.9242,6.1247,0.8277,3.0729,4131433960,6473846656,4286161520,383.0426,51.0461,-79.2923,7.0269,4.9213,-133.6046,9.4517,3.8575,42.7578
2017/4/12,2.4262,-0.1732,0.9328,10.9542,0.6077,2.783,4231669172,6462636532,4326144370,392.3358,50.9577,-80.032,7.1974,4.9128,-134.8509,9.681,3.8508,43.1567
2017/4/13,-1.2358,-0.8673,-2.0333,5.361,0.5523,2.344,4179372539,6406585912,4238182100,387.4872,50.5158,-78.4047,7.1085,4.8702,-132.109,9.5614,3.8174,42.2792
2017/4/14,-5.0052,-1.5311,-2.6415,5.56,0.9233,1.8906,3970186010,6308497326,4126230120,368.0926,49.7423,-76.3337,6.7527,4.7956,-128.6193,9.0828,3.759,41.1624
2017/4/17,-0.3293,-1.1106,-4.4574,2.9556,0.6281,2.3016,3957111852,6238434051,3942309010,366.8805,49.1899,-72.9312,6.7304,4.7424,-122.8863,9.0529,3.7172,39.3276
2017/4/18,-8.5903,-0.2246,-3.4483,6.4105,0.5642,1.8849,3617183741,6224421395,3806367320,335.3643,49.0794,-70.4163,6.1523,4.7317,-118.6488,8.2752,3.7089,37.9715
2017/4/19,-5.0602,-1.2607,-2.7311,4.9209,0.7784,2.2878,3434145528,6145950527,3702411910,318.3941,48.4607,-68.4932,5.841,4.672,-115.4084,7.8565,3.6621,36.9345
2017/4/20,-0.2538,0.7752,9.9352,3.2272,1.0061,1.5021,3425429422,6193593554,4070254130,317.586,48.8363,-75.2981,5.8261,4.7083,-126.8745,7.8365,3.6905,40.604
2017/4/21,-2.5445,0.1357,1.3752,2.519,0.5886,7.2006,3338268368,6202001147,4126230120,309.5049,48.9026,-76.3337,5.6779,4.7147,-128.6193,7.6371,3.6955,41.1624
2017/4/24,-7.5718,-1.8075,-1.7442,3.1565,0.645,4.9348,3085501312,6089899906,4054260990,286.0698,48.0187,-75.0023,5.248,4.6294,-126.376,7.0589,3.6287,40.4445
2017/4/25,1.2712,-0.3682,0,1.8317,0.4727,,3124723786,6067479658,4054260990,289.7063,47.8419,-75.0023,5.3147,4.6124,-126.376,7.1486,3.6154,40.4445
2017/4/26,1.1158,-0.1386,0,1.7235,0.4505,,3159588208,6059072065,4054260990,292.9387,47.7756,-75.0023,5.374,4.606,-126.376,7.2284,3.6104,40.4445
2017/4/27,2.069,0.6475,-4.931,3.0402,0.5687,0.1596,3224958998,6098307500,3854346740,298.9995,48.085,-71.3039,5.4852,4.6358,-120.1444,7.3779,3.6337,38.4502
2017/4/28,0.9459,0.3676,-4.9793,2.2036,0.4191,0.2664,3255465367,6120727748,3662429060,301.8279,48.2618,-67.7535,5.537,4.6529,-114.1621,7.4477,3.6471,36.5356
2017/5/2,-0.9371,-0.87,-5.0218,1.5714,0.3857,5.838,3224958998,6067479658,3478507950,298.9995,47.8419,-64.3511,5.4852,4.6124,-108.4291,7.3779,3.6154,34.7009
2017/5/3,-0.6757,-0.6005,0,2.214,0.4841,2.7343,3203168735,6031046755,3478507950,296.9792,47.5547,-64.3511,5.4481,4.5847,-108.4291,7.3281,3.5937,34.7009
2017/5/4,-2.3129,0.6506,-1.1494,1.8998,0.4275,1.8748,3129081839,6070282189,3438525100,290.1103,47.864,-63.6114,5.3221,4.6145,-107.1828,7.1586,3.617,34.302
2017/5/5,-1.3928,-2.7239,-4.8837,2.0318,0.5841,3.2704,3085501312,5904932859,3270597130,286.0698,46.5602,-60.5048,5.248,4.4888,-101.9483,7.0589,3.5185,32.6268
2017/5/8,0.4237,-1.1865,-4.89,1.9292,0.5141,2.8414,3098575470,5834869584,3110665730,287.282,46.0078,-57.5461,5.2702,4.4356,-96.963,7.0888,3.4768,31.0313
2017/5/9,0.2813,0,-0.5141,1.4496,0.4256,1.7627,3107291575,5834869584,3094672590,288.0901,46.0078,-57.2503,5.285,4.4356,-96.4645,7.1087,3.4768,30.8718
2017/5/10,0.4208,-1.2968,-0.7752,2.8171,0.3026,1.6972,3120365733,5759201246,3070682880,289.3022,45.4112,-56.8065,5.3073,4.378,-95.7167,7.1386,3.4317,30.6325
2017/5/11,0.2793,-1.2165,-3.6458,2.8481,0.8123,1.7951,3129081839,5689137971,2958730900,290.1103,44.8587,-54.7354,5.3221,4.3248,-92.227,7.1586,3.3899,29.5157
2017/5/12,-1.2535,0.2463,-2.1622,1.8114,0.3852,1.6144,3089859364,5703150626,2894758340,286.4739,44.9692,-53.5519,5.2554,4.3354,-90.2329,7.0688,3.3983,28.8775
2017/5/15,1.2694,0.0983,4.9724,2.2161,0.364,1.509,3129081839,5708755688,3038696600,290.1103,45.0134,-56.2147,5.3221,4.3397,-94.7197,7.1586,3.4016,30.3134
2017/5/16,1.532,0.6382,3.1579,2.2234,0.7715,2.9765,3177020418,5745188591,3134655440,294.5549,45.3007,-57.9899,5.4036,4.3674,-97.7108,7.2682,3.4233,31.2707
2017/5/17,0.2743,0.3415,-1.0204,2.3548,0.7176,1.6687,3185736524,5764806308,3102669160,295.363,45.4554,-57.3982,5.4184,4.3823,-96.7138,7.2882,3.435,30.9516
2017/5/18,-2.3256,-0.9723,-2.0619,1.7541,0.394,1.2046,3111649628,5708755688,3038696600,288.4941,45.0134,-56.2147,5.2924,4.3397,-94.7197,7.1187,3.4016,30.3134
2017/5/19,-0.2801,0.1964,0.2632,0.958,0.3346,1.3706,3102933522,5719965812,3046693170,287.686,45.1018,-56.3627,5.2776,4.3482,-94.9689,7.0988,3.4083,30.3932
2017/5/22,-1.6854,-1.6169,-4.4619,1.4808,0.5384,1.4558,3050636890,5627482288,2910751480,282.8374,44.3726,-53.8478,5.1887,4.2779,-90.7315,6.9791,3.3532,29.037
2017/5/23,-5.4286,-2.1414,-4.6703,2.0777,0.6453,1.4741,2885030887,5506973454,2774809790,267.4833,43.4223,-51.3329,4.907,4.1863,-86.494,6.6002,3.2814,27.6809
2017/5/24,-1.9637,1.0178,0.5764,1.8577,0.4939,1.0948,2828376202,5563024075,2790802930,262.2307,43.8643,-51.6288,4.8106,4.2289,-86.9925,6.4706,3.3148,27.8405
2017/5/25,0.1541,0.9068,4.8711,1.8219,0.3689,1.2584,2832734255,5613469633,2926744620,262.6347,44.2621,-54.1437,4.818,4.2673,-91.23,6.4806,3.3448,29.1966
2017/5/26,-0.3077,-0.1997,1.9126,1.1046,0.3637,1.8929,2824018150,5602259509,2982720610,261.8266,44.1737,-55.1792,4.8032,4.2587,-92.9748,6.4607,3.3382,29.755
2017/5/31,0,-0.05,5.0938,1.7216,0.3451,0.9977,2824018150,5599456978,3134655440,261.8266,44.1516,-57.9899,4.8032,4.2566,-97.7108,6.4607,3.3365,31.2707
2017/6/1,4.0123,-1.6517,5.102,4.8281,0.4375,1.718,2937327520,5506973454,3294586840,272.332,43.4223,-60.9486,4.9959,4.1863,-102.6961,6.7199,3.2814,32.8661
2017/6/2,0.7418,0.5089,-0.7282,2.1366,0.522,4.4581,2959117783,5534998765,3270597130,274.3523,43.6433,-60.5048,5.033,4.2076,-101.9483,6.7697,3.2981,32.6268
2017/6/5,-0.2946,0.7595,0.489,1.4431,0.2984,2.3623,2950401678,5577036730,3286590270,273.5441,43.9748,-60.8007,5.0182,4.2396,-102.4468,6.7498,3.3231,32.7863
2017/6/6,2.8065,0.5528,0,2.2751,0.3216,,3033204679,5607864571,3286590270,281.2212,44.2179,-60.8007,5.159,4.263,-102.4468,6.9392,3.3415,32.7863
2017/6/7,1.0057,1.6992,0,2.187,0.5317,,3063711048,5703150626,3286590270,284.0495,44.9692,-60.8007,5.2109,4.3354,-102.4468,7.009,3.3983,32.7863
2017/6/8,-1.4225,-0.2457,0.4866,1.7338,0.4755,2.3735,3020130521,5689137971,3302583410,280.009,44.8587,-61.0965,5.1368,4.3248,-102.9453,6.9093,3.3899,32.9459
2017/6/9,-0.7215,0.0499,-2.6634,1.2454,0.4222,1.2842,2998340258,5624679757,3214621140,277.9887,44.3505,-59.4693,5.0997,4.2758,-100.2034,6.8595,3.3515,32.0684
2017/6/12,1.8895,-0.4484,-4.7264,2.5867,0.4056,1.2567,3054994943,5599456978,3062686310,283.2414,44.1516,-56.6585,5.1961,4.2566,-95.4675,6.9891,3.3365,30.5527
2017/6/13,0.9986,0.5005,2.8721,1.9654,0.3636,0.9693,3085501312,5627482288,3150648580,286.0698,44.3726,-58.2858,5.248,4.2779,-98.2093,7.0589,3.3532,31.4302
2017/6/14,3.1073,0.1992,-0.2538,3.222,0.2934,0.9041,3181378471,5638692412,3142652010,294.959,44.4609,-58.1379,5.411,4.2864,-97.9601,7.2782,3.3599,31.3504
2017/6/15,-0.274,0.6461,5.0891,1.9988,0.492,1.402,3172662366,5675125316,3302583410,294.1509,44.7482,-61.0965,5.3962,4.3141,-102.9453,7.2583,3.3816,32.9459
2017/6/16,1.0989,-1.3333,1.4528,2.2448,0.5202,2.1034,3207526787,5599456978,3350562830,297.3833,44.1516,-61.9841,5.4555,4.2566,-104.4409,7.338,3.3365,33.4245
2017/6/19,0,0.5506,-0.4773,,0.4506,0.8699,3207526787,5630284819,3334569690,297.3833,44.3947,-61.6883,5.4555,4.28,-103.9424,7.338,3.3549,33.265
2017/6/20,0,0.0996,-1.9185,,0.3584,1.2796,3207526787,5635889881,3270597130,297.3833,44.4389,-60.5048,5.4555,4.2843,-101.9483,7.338,3.3582,32.6268
2017/6/21,0,-0.2486,-2.2005,,0.3519,1.2143,3207526787,5621877226,3198628000,297.3833,44.3284,-59.1734,5.4555,4.2737,-99.7049,7.338,3.3498,31.9088
2017/6/22,0,-1.1964,-1.5,,0.53,0.9016,3207526787,5554616482,3150648580,297.3833,43.798,-58.2858,5.4555,4.2225,-98.2093,7.338,3.3098,31.4302
2017/6/23,0,0,1.5228,,0.5088,0.903,3207526787,5554616482,3198628000,297.3833,43.798,-59.1734,5.4555,4.2225,-99.7049,7.338,3.3098,31.9088
