ÈÕÆÚ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ,000721.SZ,002186.SZ,002306.SZ
2015/4/17,0.6667,0.8885,2.1684,8.2153,2.0376,9.4003,3946754074,7001381660,5266623060,408.7894,61.3919,-9.372,6.5306,5.894,-74.1515,8.2844,4.1741,10.3154
2015/4/20,-2.649,-4.2434,-3.1211,7.256,2.3389,9.8175,3842204297,6704285401,5102246560,397.9606,58.7868,-9.0795,6.3576,5.6439,-71.8371,8.065,3.9969,9.9935
2015/4/21,3.288,3.1773,4.2526,6.5349,1.4391,8.4579,3968535278,6917297813,5319223540,411.0454,60.6546,-9.4656,6.5666,5.8232,-74.8921,8.3302,4.1239,10.4184
2015/4/22,2.854,2.6337,6.7985,8.2334,2.0767,19.2805,4081797536,7099479482,5680851840,422.7767,62.252,-10.1091,6.754,5.9766,-79.9836,8.5679,4.2326,11.1267
2015/4/23,-1.6009,1.3818,0.2315,8.0133,2.114,16.8543,4016453925,7197577303,5694001960,416.0087,63.1122,-10.1325,6.6459,6.0592,-80.1688,8.4307,4.291,11.1525
2015/4/24,-1.8438,-1.4798,0.1155,5.9826,1.8885,13.2945,3942397834,7091071097,5700577020,408.3382,62.1783,-10.1442,6.5234,5.9695,-80.2613,8.2753,4.2275,11.1654
2015/4/27,0.1105,0.1186,0.4614,7.7456,1.607,15.0055,3946754074,7099479482,5726877260,408.7894,62.252,-10.191,6.5306,5.9766,-80.6316,8.2844,4.2326,11.2169
2015/4/28,-4.3046,-3.9084,-7.2331,5.3122,1.7769,13.3826,3776860687,6822002787,5312648480,391.1925,59.819,-9.4539,6.2494,5.743,-74.7995,7.9278,4.0671,10.4056
2015/4/29,2.5375,1.9721,0,3.1327,1.2852,,3872697982,6956536942,5312648480,401.119,60.9986,-9.4539,6.408,5.8563,-74.7995,8.129,4.1473,10.4056
2015/4/30,3.4871,-1.4907,-4.9505,7.9239,1.0369,1.7073,4007741444,6852833531,5049646080,415.1063,60.0893,-8.9859,6.6315,5.7689,-71.0965,8.4125,4.0855,9.8904
2015/5/4,-1.3043,-1.227,-4.9479,3.6144,1.2161,2.3889,3955466556,6768749684,4799793800,409.6918,59.352,-8.5413,6.545,5.6982,-67.5787,8.3027,4.0354,9.4011
2015/5/5,-4.5154,-0.8696,5.0685,3.8164,1.2618,16.821,3776860687,6709890991,5043071020,391.1925,58.8359,-8.9742,6.2494,5.6486,-71.004,7.9278,4.0003,9.8776
2015/5/6,-4.3829,-2.6316,-4.9544,3.1855,1.1981,11.659,3611323540,6533314912,4793218740,374.0468,57.2876,-8.5296,5.9755,5.5,-67.4862,7.5803,3.895,9.3882
2015/5/7,-0.2413,-1.0725,-4.9383,2.7912,1.2127,3.8274,3602611059,6463245039,4556516580,373.1444,56.6732,-8.1083,5.9611,5.441,-64.1535,7.5621,3.8532,8.9246
2015/5/8,2.4184,2.9922,-1.5873,2.8416,0.9955,11.8288,3689735873,6656637888,4484190920,382.1685,58.369,-7.9796,6.1053,5.6038,-63.1352,7.7449,3.9685,8.7829
2015/5/11,6.7296,2.7368,3.2258,5.7131,1.4155,8.844,3938041593,6838819556,4628842240,407.887,59.9664,-8.237,6.5161,5.7572,-65.1718,8.2661,4.0772,9.0662
2015/5/12,2.6549,0.6557,2.2727,8.0783,1.4072,9.0682,4042591370,6883664274,4734043200,418.7159,60.3597,-8.4242,6.6891,5.7949,-66.653,8.4856,4.1039,9.2723
2015/5/13,10.0216,4.1531,-1.8056,11.8744,2.371,8.1244,4447721755,7169549354,4648567420,460.6777,62.8665,-8.2721,7.3595,6.0356,-65.4496,9.336,4.2743,9.1049
2015/5/14,-3.1342,-1.0946,2.1216,15.6662,2.1986,8.4804,4308322052,7091071097,4747193320,446.2392,62.1783,-8.4476,7.1288,5.9695,-66.8382,9.0434,4.2275,9.298
2015/5/15,-3.64,1.1858,-3.7396,7.3726,3.2015,8.727,4151497387,7175154944,4569666700,429.996,62.9156,-8.1317,6.8693,6.0403,-64.3387,8.7142,4.2777,8.9503
2015/5/18,-0.4197,1.8359,0.5755,5.6591,1.887,6.6931,4134072424,7306886304,4595966940,428.1911,64.0707,-8.1785,6.8405,6.1512,-64.709,8.6776,4.3562,9.0018
2015/5/19,1.8967,-0.1918,1.1445,6.1812,1.7633,7.2557,4212484757,7292872330,4648567420,436.3128,63.9478,-8.2721,6.9703,6.1394,-65.4496,8.8422,4.3478,9.1049
2015/5/20,10.031,0.1153,3.9604,10.2564,2.7212,15.0526,4635040105,7301280715,4832669100,480.0794,64.0215,-8.5998,7.6694,6.1465,-68.0416,9.7292,4.3529,9.4655
2015/5/21,9.0226,1.2668,-1.0884,19.7492,2.3056,11.0172,5053239212,7393772946,4780068620,523.3949,64.8326,-8.5062,8.3614,6.2243,-67.301,10.607,4.408,9.3624
2015/5/22,10,2.6535,3.4388,16.9512,3.1561,12.5478,5558563133,7589968589,4944445120,575.7343,66.5529,-8.7987,9.1976,6.3895,-69.6154,11.6677,4.525,9.6844
2015/5/25,4.6238,3.1019,1.7287,16.1595,3.4031,13.3201,5815581335,7825403361,5029920900,602.3553,68.6173,-8.9508,9.6229,6.5877,-70.8188,12.2072,4.6653,9.8518
2015/5/26,-1.0487,0.7521,4.9673,11.6495,3.4523,12.6186,5754593965,7884262054,5279773180,596.0385,69.1334,-9.3954,9.5219,6.6372,-74.3366,12.0792,4.7004,10.3412
2015/5/27,-1.6654,0.0711,4.9813,8.8355,2.8365,14.2403,5658756669,7889867644,5542775580,586.112,69.1826,-9.8634,9.3634,6.642,-78.0396,11.878,4.7038,10.8563
2015/5/28,-3.7721,-7.2824,-3.796,10.5034,4.4043,15.8288,5445300875,7315294689,5332373660,564.0031,64.1444,-9.489,9.0102,6.1583,-75.0772,11.43,4.3612,10.4442
2015/5/29,-1.68,0.9579,3.0826,9.0633,2.8495,12.1952,5353819820,7385364562,5496750160,554.5278,64.7588,-9.7815,8.8588,6.2173,-77.3916,11.2379,4.403,10.7662
2015/6/1,7.0789,7.3624,5.0239,7.7811,2.9535,8.9672,5732812761,7929106772,5772902680,593.7824,69.5267,-10.2729,9.4859,6.675,-81.2796,12.0335,4.7272,11.307
2015/6/2,2.4316,1.9795,5.0114,8.3655,3.0129,4.9741,5872212464,8086063287,6062205320,608.2209,70.9029,-10.7877,9.7166,6.8071,-85.3529,12.3261,4.8207,11.8737
2015/6/3,10.0148,3.9168,0,11.5147,4.0674,,6460304958,8402779110,6062205320,669.1333,73.6801,-10.7877,10.6897,7.0737,-85.3529,13.5605,5.0096,11.8737
2015/6/4,8.6986,-2.8686,0,13.7839,3.1838,,7022260008,8161738749,6062205320,727.3384,71.5665,-10.7877,11.6195,6.8708,-85.3529,14.7401,4.8658,11.8737
2015/6/5,-2.9777,2.1635,0,11.2322,3.1398,,6813160455,8338314828,6062205320,705.6807,73.1148,-10.7877,11.2735,7.0195,-85.3529,14.3012,4.9711,11.8737
2015/6/8,-3.1969,3.8992,0,6.9374,3.687,,6595348420,8663439036,6062205320,683.1205,75.9657,-10.7877,10.9131,7.2932,-85.3529,13.844,5.1649,11.8737
2015/6/9,0.9908,-0.6147,0,5.2775,2.5804,,6660692030,8610185933,6062205320,689.8886,75.4987,-10.7877,11.0212,7.2483,-85.3529,13.9811,5.1332,11.8737
2015/6/10,1.0464,0.8519,0,5.8667,2.248,,6730391882,8627002702,6062205320,697.1078,75.6462,-10.7877,11.1366,7.2625,-85.3529,14.1274,5.1432,11.8737
2015/6/11,0.3236,10.0065,0,4.947,5.1306,,6752173085,9490263531,6062205320,699.3638,83.2157,-10.7877,11.1726,7.9892,-85.3529,14.1732,5.6579,11.8737
2015/6/12,5.0968,-1.9492,0,7.5368,3.109,,7096316100,9305279068,6062205320,735.0088,81.5937,-10.7877,11.742,7.8335,-85.3529,14.8955,5.5476,11.8737
2015/6/15,-6.1387,-2.6506,0,6.2702,2.3844,,6660692030,9058633117,6062205320,689.8886,79.4309,-10.7877,11.0212,7.6259,-85.3529,13.9811,5.4006,11.8737
2015/6/16,-7.1288,-4.2389,0,6.4602,2.3798,,6185861794,8674650216,6062205320,640.7075,76.064,-10.7877,10.2355,7.3026,-85.3529,12.9844,5.1716,11.8737
2015/6/17,1.2676,1.5186,0,5.2927,2.126,,6264274127,8806381576,6062205320,648.8291,77.2191,-10.7877,10.3653,7.4135,-85.3529,13.149,5.2502,11.8737
2015/6/18,-7.8581,-3.9465,0,5.0261,1.4253,,5772018928,8458835008,6062205320,597.8433,74.1716,-10.7877,9.5508,7.1209,-85.3529,12.1158,5.043,11.8737
2015/6/19,-9.9623,-7.5215,0,4.6653,2.0657,,5196995155,7822600566,6062205320,538.2845,68.5928,-10.7877,8.5993,6.5853,-85.3529,10.9088,4.6637,11.8737
2015/6/23,-1.425,1.7556,0,5.3347,2.0431,,5122939063,7959937516,6062205320,530.6141,69.797,-10.7877,8.4768,6.7009,-85.3529,10.7533,4.7455,11.8737
2015/6/24,2.551,3.0282,0,5.7059,2.3859,,5253626284,8200977877,6062205320,544.1502,71.9106,-10.7877,8.693,6.9039,-85.3529,11.0276,4.8892,11.8737
2015/6/25,0.3317,-4.8872,0,8.2862,1.9128,,5271051247,7800178207,6062205320,545.955,68.3961,-10.7877,8.7218,6.5665,-85.3529,11.0642,4.6503,11.8737
2015/6/26,-4.2975,-9.9892,0,8.4757,2.6164,,5044526731,7021001225,6062205320,522.4925,61.5639,-10.7877,8.347,5.9105,-85.3529,10.5887,4.1858,11.8737
2015/6/29,2.9361,-1.8363,0,10.5083,2.6228,,5192638914,6892072659,6062205320,537.8333,60.4334,-10.7877,8.5921,5.802,-85.3529,10.8996,4.1089,11.8737
2015/6/30,9.4799,6.1814,0,11.8409,2.3442,,5684894114,7330772688,5647404435,588.8192,64.169,-10.7877,9.4066,6.1606,-85.3529,11.9329,4.3629,11.8737
2015/7/1,-5.2874,-8.0812,0,10.8281,2.4556,,5384313505,6738358656,5647404435,557.6862,58.9834,-10.7877,8.9092,5.6628,-85.3529,11.3019,4.0103,11.8737
2015/7/2,-10.0324,-8.9583,0,6.9375,2.6585,,4844139658,6134714026,5647404435,501.7371,53.6995,-10.7877,8.0154,5.1555,-85.3529,10.1681,3.6511,11.8737
2015/7/3,-9.982,-1.968,0,4.3214,2.7791,,4360596941,6013985100,5647404435,451.6537,52.6427,-10.7877,7.2153,5.054,-85.3529,9.1531,3.5792,11.8737
2015/7/6,-9.99,-6.6293,0,7.0113,2.9181,,3924972871,5615298880,5647404435,406.5334,49.1528,-10.7877,6.4945,4.719,-85.3529,8.2387,3.3419,11.8737
2015/7/7,-9.9889,-10,0,0.3939,3.4655,,3532911208,5053768992,5647404435,365.9252,44.2375,-10.7877,5.8458,4.2471,-85.3529,7.4158,3.0077,11.8737
2015/7/8,0,1.3333,0,,5.6555,,3532911208,5121152579,5647404435,365.9252,44.8274,-10.7877,5.8458,4.3037,-85.3529,7.4158,3.0478,11.8737
2015/7/9,0,9.9781,0,,3.1851,,3532911208,5632144777,5647404435,365.9252,49.3003,-10.7877,5.8458,4.7331,-85.3529,7.4158,3.352,11.8737
2015/7/10,0,10.0199,0,,3.8795,,3532911208,6196482314,5647404435,365.9252,54.2401,-10.7877,5.8458,5.2074,-85.3529,7.4158,3.6878,11.8737
2015/7/13,0,8.1559,0,,5.4959,,3532911208,6701859213,5647404435,365.9252,58.6639,-10.7877,5.8458,5.6321,-85.3529,7.4158,3.9886,11.8737
2015/7/14,0,-6.9962,0,,3.9656,,3532911208,6232981757,5647404435,365.9252,54.5596,-10.7877,5.8458,5.2381,-85.3529,7.4158,3.7095,11.8737
2015/7/15,0,-9.955,0,,2.7721,,3532911208,5612491231,5647404435,365.9252,49.1282,-10.7877,5.8458,4.7166,-85.3529,7.4158,3.3403,11.8737
2015/7/16,0,2.6513,0,,2.0571,,3532911208,5761296651,5647404435,365.9252,50.4308,-10.7877,5.8458,4.8417,-85.3529,7.4158,3.4288,11.8737
2015/7/17,0,5.0195,0,,2.0349,,3532911208,6050484543,5647404435,365.9252,52.9622,-10.7877,5.8458,5.0847,-85.3529,7.4158,3.6009,11.8737
2015/7/20,0,0.0928,0,,1.8534,,3532911208,6056099842,5647404435,365.9252,53.0113,-10.7877,5.8458,5.0894,-85.3529,7.4158,3.6043,11.8737
2015/7/21,0,0.8345,0,,1.5004,,3532911208,6106637532,5647404435,365.9252,53.4537,-10.7877,5.8458,5.1319,-85.3529,7.4158,3.6343,11.8737
2015/7/22,0,0.5977,0,,1.735,,3532911208,6143136975,5647404435,365.9252,53.7732,-10.7877,5.8458,5.1626,-85.3529,7.4158,3.6561,11.8737
2015/7/23,0,3.9305,0,,2.114,,3532911208,6384594827,5647404435,365.9252,55.8868,-10.7877,5.8458,5.3655,-85.3529,7.4158,3.7998,11.8737
2015/7/24,9.9877,-2.1988,0,0.0586,2.8133,,3885766704,6244212355,5647404435,402.4726,54.6579,-10.7877,6.4297,5.2475,-85.3529,8.1564,3.7162,11.8737
2015/7/27,7.7354,-9.6673,0,10.5026,2.8692,,4186347313,5640567725,5647404435,433.6056,49.374,-10.7877,6.927,4.7402,-85.3529,8.7874,3.357,11.8737
2015/7/28,9.9896,0.9955,0,16.1123,2.6436,,4604546420,5696720714,5647404435,476.921,49.8655,-10.7877,7.619,4.7874,-85.3529,9.6652,3.3904,11.8737
2015/7/29,4.5412,5.7664,0,16.1631,1.8457,,4813645974,6025215698,5647404435,498.5787,52.741,-10.7877,7.965,5.0635,-85.3529,10.1041,3.5859,11.8737
2015/7/30,-9.9548,1.6775,0,12.2346,2.9488,,4334459497,6126291078,5647404435,448.9465,53.6257,-10.7877,7.1721,5.1484,-85.3529,9.0982,3.646,11.8737
2015/7/31,-9.5477,2.7498,0,8.2262,2.6507,,3920616630,6294750044,5647404435,406.0822,55.1003,-10.7877,6.4873,5.29,-85.3529,8.2296,3.7463,11.8737
2015/8/3,-10,0.3568,0,6.6097,3.5292,,3528554967,6317211240,5647404435,365.474,55.2969,-10.7877,5.8386,5.3088,-85.3529,7.4066,3.7597,11.8737
2015/8/4,9.8765,4.3111,0,6.973,3.2079,,3877054223,6589553236,5647404435,401.5702,57.6808,-10.7877,6.4152,5.5377,-85.3529,8.1381,3.9218,11.8737
2015/8/5,-1.573,-2.9399,0,8.9809,1.9871,,3816066853,6395825424,5647404435,395.2534,55.9851,-10.7877,6.3143,5.3749,-85.3529,8.0101,3.8065,11.8737
2015/8/6,-1.7123,-2.4583,0,4.1032,1.1542,,3750723243,6238597056,5647404435,388.4853,54.6088,-10.7877,6.2062,5.2428,-85.3529,7.873,3.7129,11.8737
2015/8/7,5.3426,2.3852,0,7.0726,1.4874,,3951110315,6387402476,5647404435,409.2406,55.9113,-10.7877,6.5378,5.3678,-85.3529,8.2936,3.8014,11.8737
2015/8/10,4.8512,4.7912,0,7.8191,2.6898,,4142784906,6693436265,5647404435,429.0935,58.5902,-10.7877,6.8549,5.625,-85.3529,8.6959,3.9836,11.8737
2015/8/11,7.4658,-0.0839,0,12.7505,2.5815,,4452077995,6687820966,5647404435,461.1289,58.541,-10.7877,7.3667,5.6203,-85.3529,9.3451,3.9802,11.8737
2015/8/12,-2.1526,4.0722,0,13.9461,2.738,,4356240700,6960162962,5647404435,451.2025,60.9249,-10.7877,7.2081,5.8492,-85.3529,9.144,4.1423,11.8737
2015/8/13,0.4,3.5498,0,9.6597,4.017,,4373665663,7207236112,5647404435,453.0073,63.0876,-10.7877,7.237,6.0568,-85.3529,9.1805,4.2894,11.8737
2015/8/14,-2.8884,2.4542,0,8.9006,4.7149,,4247334683,7384118027,5647404435,439.9224,64.636,-10.7877,7.0279,6.2055,-85.3529,8.9154,4.3946,11.8737
2015/8/17,2.5641,1.3308,0,8.6334,2.8566,,4356240700,7482385758,5647404435,451.2025,65.4961,-10.7877,7.2081,6.288,-85.3529,9.144,4.4531,11.8737
2015/8/18,-10,-9.7936,0,8.1211,2.7047,,3920616630,6749589254,5647404435,406.0822,59.0817,-10.7877,6.4873,5.6722,-85.3529,8.2296,4.017,11.8737
2015/8/19,1.6667,1.7055,0,6.6143,2.3563,,3985960241,6864702881,5647404435,412.8503,60.0893,-10.7877,6.5954,5.7689,-85.3529,8.3667,4.0855,11.8737
2015/8/20,2.4044,-2.863,0,8.4002,1.6847,,4081797536,6668167420,5647404435,422.7767,58.369,-10.7877,6.754,5.6038,-85.3529,8.5679,3.9685,11.8737
2015/8/21,9.7118,-0.5053,0,24.2391,1.8815,,4478215440,6634475627,5647404435,463.8361,58.0741,-10.7877,7.41,5.5755,-85.3529,9.4,3.9485,11.8737
2015/8/24,-5.642,-9.9873,0,20.0228,1.3518,,4225553479,5971870359,5647404435,437.6664,52.274,-10.7877,6.9919,5.0186,-85.3529,8.8696,3.5541,11.8737
2015/8/25,-10,-10.0141,0,6.5487,1.4667,,3802998131,5373841028,5647404435,393.8998,47.0392,-10.7877,6.2927,4.5161,-85.3529,7.9827,3.1982,11.8737
2015/8/26,-9.9656,-2.7168,0,18.886,1.7224,,3424005190,5227843257,5647404435,354.6451,45.7613,-10.7877,5.6656,4.3934,-85.3529,7.1872,3.1113,11.8737
2015/8/27,1.9084,4.7261,0,12.1917,1.0739,,3489348801,5474916408,5647404435,361.4132,47.924,-10.7877,5.7737,4.601,-85.3529,7.3243,3.2584,11.8737
2015/8/28,6.8664,6.1026,0,17.0746,2.2826,,3728942039,5809026691,5647404435,386.2293,50.8486,-10.7877,6.1702,4.8818,-85.3529,7.8272,3.4572,11.8737
2015/8/31,1.6355,-4.5433,0,16.0175,2.0396,,3789929409,5545107644,5647404435,392.5461,48.5384,-10.7877,6.2711,4.66,-85.3529,7.9553,3.3002,11.8737
2015/9/1,-5.977,-4.9114,0,10.3501,1.2372,,3563404893,5272765648,5647404435,369.0836,46.1545,-10.7877,5.8963,4.4311,-85.3529,7.4798,3.1381,11.8737
2015/9/2,-10.0244,-2.8754,0,11.5671,1.2127,,3206193155,5121152579,5647404435,332.085,44.8274,-10.7877,5.3052,4.3037,-85.3529,6.73,3.0478,11.8737
2015/9/7,-5.0272,1.4803,0,8.9788,0.8677,,3045012249,5196959113,5647404435,315.3905,45.4909,-10.7877,5.0385,4.3674,-85.3529,6.3916,3.093,11.8737
2015/9/8,6.0086,4.0519,0,6.2174,0.8905,,3227974359,5407532821,5647404435,334.341,47.3342,-10.7877,5.3412,4.5444,-85.3529,6.7757,3.2183,11.8737
2015/9/9,4.5884,3.5306,0,10.2864,1.2336,,3376086543,5598452983,5647404435,349.6819,49.0054,-10.7877,5.5863,4.7048,-85.3529,7.0866,3.3319,11.8737
2015/9/10,-6.3226,-1.9057,0,6.5825,0.7351,,3162630748,5491762305,5647404435,327.573,48.0715,-10.7877,5.2331,4.6152,-85.3529,6.6385,3.2684,11.8737
2015/9/11,0,0.9714,0,3.921,0.5832,,3162630748,5545107644,5647404435,327.573,48.5384,-10.7877,5.2331,4.66,-85.3529,6.6385,3.3002,11.8737
2015/9/14,-10.0551,-8.4557,0,5.4511,1.7835,,2844625177,5076230188,5647404435,294.6352,44.4341,-10.7877,4.7069,4.266,-85.3529,5.971,3.0211,11.8737
2015/9/15,-9.9541,-5.5863,0,4.7261,1.2816,,2561469532,4792657594,5647404435,265.3071,41.9519,-10.7877,4.2384,4.0276,-85.3529,5.3767,2.8523,11.8737
2015/9/16,10.034,8.7873,0,6.9792,1.1346,,2818487733,5213805010,5647404435,291.928,45.6384,-10.7877,4.6637,4.3816,-85.3529,5.9161,3.103,11.8737
2015/9/17,10.0464,-3.608,0,16.7355,1.3296,,3101643378,5025692498,5647404435,321.2562,43.9918,-10.7877,5.1322,4.2235,-85.3529,6.5105,2.991,11.8737
2015/9/18,1.8258,0.4469,0,12.9175,0.8982,,3158274508,5048153693,5647404435,327.1218,44.1884,-10.7877,5.2259,4.2424,-85.3529,6.6294,3.0044,11.8737
2015/9/21,7.7241,3.8932,0,14.7322,1.141,,3402223987,5244689154,5647404435,352.3891,45.9087,-10.7877,5.6295,4.4075,-85.3529,7.1414,3.1214,11.8737
2015/9/22,-6.0179,-0.3747,0,16.9707,1.1152,,3197480674,5225035608,5647404435,331.1826,45.7367,-10.7877,5.2908,4.391,-85.3529,6.7117,3.1097,11.8737
2015/9/23,-3.951,-1.612,0,10.2666,0.7476,,3071149694,5140806125,5647404435,318.0977,44.9994,-10.7877,5.0817,4.3202,-85.3529,6.4465,3.0595,11.8737
2015/9/24,0.2837,1.3108,0,7.6105,0.6199,,3079862175,5208189711,5647404435,319.0001,45.5892,-10.7877,5.0961,4.3769,-85.3529,6.4648,3.0996,11.8737
2015/9/25,-7.2136,-3.3423,0,7,0.6724,,2857693899,5034115446,5647404435,295.9888,44.0655,-10.7877,4.7285,4.2306,-85.3529,5.9984,2.996,11.8737
2015/9/28,1.9817,1.3943,0,3.8491,0.4322,,2914325028,5104306682,5647404435,301.8545,44.6799,-10.7877,4.8222,4.2896,-85.3529,6.1173,3.0378,11.8737
2015/9/29,-4.3348,-1.9252,0,3.8286,0.5257,,2787994048,5006038952,5647404435,288.7696,43.8197,-10.7877,4.6132,4.207,-85.3529,5.8521,2.9793,11.8737
2015/9/30,-0.3125,1.1778,0,2.4397,0.4053,,2779281567,5064999590,5647404435,287.8672,44.3358,-10.7877,4.5988,4.2565,-85.3529,5.8339,3.0144,11.8737
2015/10/8,3.4483,3.6585,0,4.4564,1.3645,,2875118862,5250304453,5647404435,297.7936,45.9579,-10.7877,4.7574,4.4122,-85.3529,6.035,3.1247,11.8737
2015/10/9,1.3636,0.7487,0,4.6203,0.8064,,2914325028,5289611545,5647404435,301.8545,46.302,-10.7877,4.8222,4.4453,-85.3529,6.1173,3.1481,11.8737
2015/10/12,5.8296,3.9278,0,8.2296,1.5638,,3084218416,5497377604,5647404435,319.4513,48.1206,-10.7877,5.1034,4.6199,-85.3529,6.4739,3.2717,11.8737
2015/10/13,0.7062,-0.5618,0,6.6863,0.8825,,3105999619,5466493460,5647404435,321.7074,47.8503,-10.7877,5.1394,4.5939,-85.3529,6.5196,3.2534,11.8737
2015/10/14,2.805,-0.8218,0,12.9963,0.9667,,3193124433,5421571069,5647404435,330.7314,47.457,-10.7877,5.2836,4.5562,-85.3529,6.7025,3.2266,11.8737
2015/10/15,2.3192,3.4697,0,10.3201,1.4074,,3267180525,5609683581,5647404435,338.4018,49.1037,-10.7877,5.4061,4.7143,-85.3529,6.858,3.3386,11.8737
2015/10/16,0,-0.5506,0,8.2604,1.4051,,3267180525,5578799437,5647404435,338.4018,48.8333,-10.7877,5.4061,4.6883,-85.3529,6.858,3.3202,11.8737
2015/10/19,10,-1.3085,0,18.5789,1.5239,,3593898578,5505800552,5647404435,372.242,48.1943,-10.7877,5.9467,4.627,-85.3529,7.5438,3.2768,11.8737
2015/10/20,3.1515,2.0908,0,18.4952,1.6695,,3707160836,5620914179,5647404435,383.9733,49.202,-10.7877,6.1341,4.7237,-85.3529,7.7815,3.3453,11.8737
2015/10/21,-6.463,-5.8442,0,15.3235,1.953,,3467567597,5292419194,5647404435,359.1572,46.3265,-10.7877,5.7377,4.4476,-85.3529,7.2786,3.1498,11.8737
2015/10/22,5.1508,2.4934,0,12.7662,1.0821,,3646173466,5424378718,5647404435,377.6565,47.4816,-10.7877,6.0332,4.5585,-85.3529,7.6535,3.2283,11.8737
2015/10/23,8.0048,3.7785,0,16.7627,1.6548,,3938041593,5629337127,5647404435,407.887,49.2757,-10.7877,6.5161,4.7308,-85.3529,8.2661,3.3503,11.8737
2015/10/26,-1.5487,1.1471,0,19.7223,2.0678,,3877054223,5693913064,5647404435,401.5702,49.841,-10.7877,6.4152,4.785,-85.3529,8.1381,3.3887,11.8737
2015/10/27,-5.1685,-0.2465,0,14.5825,1.6503,,3676667151,5679874817,5647404435,380.8149,49.7181,-10.7877,6.0837,4.7732,-85.3529,7.7175,3.3804,11.8737
2015/10/28,-5.6872,-1.6312,0,10.4073,1.2165,,3467567597,5587222386,5647404435,359.1572,48.9071,-10.7877,5.7377,4.6954,-85.3529,7.2786,3.3252,11.8737
2015/10/29,1.7588,0.2513,0,6.724,0.9687,,3528554967,5601260633,5647404435,365.474,49.0299,-10.7877,5.8386,4.7072,-85.3529,7.4066,3.3336,11.8737
2015/10/30,0.9877,-0.1504,0,7.6585,0.863,,3563404893,5592837684,5647404435,369.0836,48.9562,-10.7877,5.8963,4.7001,-85.3529,7.4798,3.3286,11.8737
2015/11/2,-6.2347,-0.4518,0,6.223,1.1638,,3341236617,5567568840,5647404435,346.0723,48.735,-10.7877,5.5286,4.6789,-85.3529,7.0134,3.3135,11.8737
2015/11/3,-0.6519,-0.1513,0,3.6221,0.6959,,3319455413,5559145891,5647404435,343.8163,48.6613,-10.7877,5.4926,4.6718,-85.3529,6.9677,3.3085,11.8737
2015/11/4,5.2493,4.3939,0,5.5253,2.0092,,3493705041,5803411392,5647404435,361.8644,50.7994,-10.7877,5.7809,4.8771,-85.3529,7.3335,3.4539,11.8737
2015/11/5,0.8728,-0.5806,0,7.4018,2.0426,,3524198726,5769719599,5647404435,365.0228,50.5045,-10.7877,5.8314,4.8487,-85.3529,7.3975,3.4338,11.8737
2015/11/6,1.8541,2.1898,0,7.1653,1.7297,,3589542337,5896063824,5647404435,371.7908,51.6105,-10.7877,5.9395,4.9549,-85.3529,7.5346,3.509,11.8737
2015/11/9,-0.6068,1.6667,0,6.998,2.4217,,3567761133,5994331554,5647404435,369.5348,52.4706,-10.7877,5.9035,5.0375,-85.3529,7.4889,3.5675,11.8737
2015/11/10,2.6862,-1.6393,0,8.7196,1.6082,,3663598429,5896063824,5647404435,379.4613,51.6105,-10.7877,6.062,4.9549,-85.3529,7.6901,3.509,11.8737
2015/11/11,1.6647,1.7619,0,8.8765,1.6987,,3724585799,5999946853,5647404435,385.7781,52.5198,-10.7877,6.163,5.0422,-85.3529,7.8181,3.5709,11.8737
2015/11/12,-3.0409,-1.4038,0,6.7088,1.3931,,3611323540,5915717370,5647404435,374.0468,51.7825,-10.7877,5.9755,4.9714,-85.3529,7.5803,3.5207,11.8737
2015/11/13,-3.4982,-1.234,0,4.9792,1.0992,,3484992560,5842718485,5647404435,360.962,51.1435,-10.7877,5.7665,4.9101,-85.3529,7.3152,3.4773,11.8737
2015/11/16,1.375,0.7689,0,3.3228,0.7271,,3532911208,5887640876,5647404435,365.9252,51.5367,-10.7877,5.8458,4.9478,-85.3529,7.4158,3.504,11.8737
2015/11/17,0.2466,-0.3815,0,6.9991,1.2849,,3541623689,5865179680,5647404435,366.8276,51.3401,-10.7877,5.8602,4.929,-85.3529,7.434,3.4906,11.8737
2015/11/18,-1.107,0,0,3.8024,1.0855,,3502417523,5865179680,5647404435,362.7668,51.3401,-10.7877,5.7953,4.929,-85.3529,7.3518,3.4906,11.8737
2015/11/19,-0.1244,2.4414,0,6.128,1.1508,,3498061282,6008369802,5647404435,362.3156,52.5935,-10.7877,5.7881,5.0493,-85.3529,7.3426,3.5759,11.8737
2015/11/20,2.2416,-0.3271,0,7.7117,1.3141,,3576473615,5988716256,5647404435,370.4372,52.4215,-10.7877,5.9179,5.0328,-85.3529,7.5072,3.5642,11.8737
2015/11/23,-0.1218,2.2972,0,6.295,1.7303,,3572117374,6126291078,5647404435,369.986,53.6257,-10.7877,5.9107,5.1484,-85.3529,7.4981,3.646,11.8737
2015/11/24,3.0488,-0.55,0,9.3035,1.1556,,3681023392,6092599285,5647404435,381.2661,53.3308,-10.7877,6.0909,5.1201,-85.3529,7.7267,3.626,11.8737
2015/11/25,0.355,0.8756,0,6.853,1.126,,3694092114,6145944624,5647404435,382.6197,53.7978,-10.7877,6.1125,5.1649,-85.3529,7.7541,3.6577,11.8737
