ÈÕÆÚ,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH
2015/7/10,10.0763,0,10.0699,10.076,0,0,10.0131,0,2.8584,,3.9839,0.9074,,,10.2206,,5182261403,1874732859,2050644976,2050644976,4292470000,12885005719,5043000000,12885005719,-52.4421,-109.058,1144.5906,664.3011,38.1644,47.5773,126.542,25.6613,3.3645,5.2248,33.9449,19.701,3.7464,2.6645,3.7017,1.4371,3.4228,3.2555,141.8398,82.3214,1.5382,7.9565,8.2303,4.2914
2015/7/13,9.9861,0,10.0381,6.2176,0,0,9.9941,0,4.6859,,5.8335,1.6108,,,15.4456,,5699768783,1874732859,2256491168,2256491168,4292470000,12885005719,5547000000,12885005719,-57.679,-109.058,1259.4859,705.4259,38.1644,47.5773,139.1887,25.6529,3.7005,5.2248,37.3523,20.9207,3.7464,2.6645,4.0716,1.4367,3.7646,3.2555,156.0779,87.4177,1.5382,7.9565,9.0528,4.29
2015/7/14,9.9622,0,6.582,-4.3902,0,0,-8.1125,0,6.8282,,9.6546,1.1321,,,12.1742,,6267589380,1874732859,2405013104,2405013104,4292470000,12885005719,5097000000,12885005719,-63.4251,-109.058,1342.3851,674.7724,38.1644,47.5773,127.897,25.6664,4.0692,5.2248,39.8108,20.0116,3.7464,2.6645,3.7413,1.4374,4.1397,3.2555,166.3509,83.6191,1.5382,7.9565,8.3184,4.2923
2015/7/15,-9.9771,0,-0.4334,-10.034,0,0,-10.0059,0,5.22,,10.2091,0.8512,,,4.5363,,5642267963,1874732859,2394590512,2394590512,4292470000,12885005719,4587000000,12885005719,-57.0972,-109.058,1336.5676,606.9579,38.1644,47.5773,115.0998,25.6609,3.6632,5.2248,39.6383,18.0004,3.7464,2.6645,3.367,1.4371,3.7267,3.2555,165.63,75.2154,1.5382,7.9565,7.4861,4.2914
2015/7/16,-0.1274,9.9896,10.0109,4.5369,0,0,-5.2322,0,3.4154,1.8809,6.1255,0.8679,,,8.853,,5635080360,2062011064,2634310128,2634310128,4292470000,12885005719,4347000000,12885005719,-57.0244,-119.9524,1470.3698,634.7601,38.1644,47.5773,109.0776,25.6697,3.6585,5.7468,43.6064,18.8249,3.7464,2.6645,3.1908,1.4376,3.7219,3.5807,182.211,78.6607,1.5382,7.9565,7.0944,4.2928
2015/7/17,5.9949,10.0284,2.6706,2.17,0,0,7.0393,0,4.0647,5.3275,10.1046,0.7051,,,6.7199,,5972897678,2268797415,2704662624,2704662624,4292470000,12885005719,4653000000,12885005719,-60.443,-131.9817,1509.6379,648.7315,38.1644,47.5773,116.7559,25.6777,3.8778,6.3231,44.771,19.2393,3.7464,2.6645,3.4154,1.4381,3.945,3.9398,187.0772,80.392,1.5382,7.9565,7.5938,4.2942
2015/7/20,1.3237,9.9742,3.8536,1.9469,0,0,3.6106,0,4.3306,7.9164,9.4658,0.6209,,,7.77,,6051961305,2495091912,2808888544,2808888544,4292470000,12885005719,4821000000,12885005719,-61.2431,-145.1458,1567.8127,661.4622,38.1644,47.5773,120.9715,25.6798,3.9292,6.9538,46.4963,19.6168,3.7464,2.6645,3.5387,1.4382,3.9973,4.3328,194.2863,81.9696,1.5382,7.9565,7.868,4.2945
2015/7/21,2.8504,9.3823,-0.8349,-0.5208,0,0,7.2184,0,4.5009,17.4935,5.9999,0.2764,,,8.6176,,6224463765,2729189667,2785437712,2785437712,4292470000,12885005719,5169000000,12885005719,-62.9887,-158.7639,1554.7234,657.9838,38.1644,47.5773,129.7037,25.6806,4.0412,7.6062,46.1081,19.5137,3.7464,2.6645,3.7942,1.4382,4.1112,4.7393,192.6642,81.5386,1.5382,7.9565,8.4359,4.2947
2015/7/22,0.2309,-2.0014,5.7063,2.9668,0,0,-1.3929,0,4.0769,13.3258,5.1862,0.4515,,,7.4267,,6238838970,2674566858,2944382240,2944382240,4292470000,12885005719,5097000000,12885005719,-63.1342,-155.5863,1643.4401,677.1876,38.1644,47.5773,127.897,25.6676,4.0505,7.454,48.7391,20.0832,3.7464,2.6645,3.7413,1.4375,4.1207,4.6444,203.6582,83.9184,1.5382,7.9565,8.3184,4.2925
2015/7/23,6.3364,4.1575,0.177,-0.1695,0,0,5.2972,0,4.6835,10.5921,4.4821,0.4998,,,7.406,,6634157108,2785763292,2949593536,2949593536,4292470000,12885005719,5367000000,12885005719,-67.1346,-162.0549,1646.3488,676.1084,38.1644,47.5773,134.672,25.6693,4.3071,7.7639,48.8254,20.0512,3.7464,2.6645,3.9395,1.4376,4.3818,4.8375,204.0186,83.7846,1.5382,7.9565,8.759,4.2928
2015/7/24,-3.0336,1.8207,-3.3569,-3.056,0,0,10.028,0,5.3732,11.7466,4.7909,0.4301,,,15.4723,,6432904238,2836484472,2850578912,2850578912,4292470000,12885005719,5892000000,12885005719,-65.098,-165.0055,1591.0827,655.3633,38.1644,47.5773,147.8457,25.668,4.1765,7.9052,47.1864,19.436,3.7464,2.6645,4.3249,1.4375,4.2489,4.9256,197.17,81.2139,1.5382,7.9565,9.6158,4.2926
2015/7/27,-9.9441,-7.0151,-9.9634,-9.9825,0,0,-4.3279,0,4.8641,12.8483,5.4301,0.4806,,,17.931,,5793207615,2637501380,2566563280,2566563280,4292470000,12885005719,5637000000,12885005719,-58.6246,-153.4301,1432.5562,590.009,38.1644,47.5773,141.447,25.671,3.7612,7.3507,42.485,17.4978,3.7464,2.6645,4.1377,1.4377,3.8264,4.5801,177.5251,73.115,1.5382,7.9565,9.1997,4.293
2015/7/28,-6.0794,-6.8787,-7.1066,0.9728,0,0,1.3837,0,6.2291,8.055,4.41,0.4543,,,10.5742,,5441015093,2456075619,2384167920,2384167920,4292470000,12885005719,5715000000,12885005719,-55.0606,-142.8761,1330.7502,595.5597,38.1644,47.5773,143.4043,25.6617,3.5325,6.845,39.4658,17.6624,3.7464,2.6645,4.195,1.4372,3.5937,4.265,164.9091,73.8029,1.5382,7.9565,9.327,4.2915
2015/7/29,6.605,9.6108,9.3989,2.6975,0,0,3.2021,0,3.621,7.8764,2.8845,0.3144,,,9.3701,,5800395218,2692124189,2608253648,2608253648,4292470000,12885005719,5898000000,12885005719,-58.6973,-156.6077,1455.8261,611.5629,38.1644,47.5773,147.9962,25.6601,3.7658,7.5029,43.1751,18.137,3.7464,2.6645,4.3293,1.4371,3.8311,4.6749,180.4087,75.786,1.5382,7.9565,9.6256,4.2912
2015/7/30,-3.3457,3.0435,0.3996,0,0,0,-2.7976,0,4.0373,14.134,4.3186,0.396,,,9.0066,,5606329950,2774058404,2618676240,2618676240,4292470000,12885005719,5733000000,12885005719,-56.7335,-161.374,1461.6436,611.7179,38.1644,47.5773,143.8559,25.6664,3.6398,7.7312,43.3476,18.1416,3.7464,2.6645,4.2082,1.4374,3.7029,4.8172,181.1296,75.8052,1.5382,7.9565,9.3564,4.2923
2015/7/31,-2.9487,-7.4543,1.2935,6.1914,0,0,-0.7849,0,2.3466,7.953,2.9879,0.842,,,5.018,,5441015093,2567272053,2652549664,2652549664,4292470000,12885005719,5688000000,12885005719,-55.0606,-149.3447,1480.5504,649.5505,38.1644,47.5773,142.7268,25.6693,3.5325,7.1549,43.9083,19.2636,3.7464,2.6645,4.1751,1.4376,3.5937,4.4581,183.4726,80.4935,1.5382,7.9565,9.2829,4.2928
2015/8/3,-9.3791,-10.0304,-3.6346,-3.7102,0,0,-10.0211,0,3.4623,5.8938,2.8531,0.3224,,,5.0253,,4930695315,2309764522,2556140688,2556140688,4292470000,12885005719,5118000000,12885005719,-49.8964,-134.3649,1426.7387,625.403,38.1644,47.5773,128.424,25.668,3.2012,6.4373,42.3125,18.5474,3.7464,2.6645,3.7567,1.4375,3.2567,4.011,176.8041,77.5011,1.5382,7.9565,8.3527,4.2926
2015/8/4,8.0175,8.1926,9.9898,5.1376,0,0,7.2098,0,2.8717,5.8382,3.5715,0.4245,,,4.5801,,5326013453,2498993541,2811494192,2811494192,4292470000,12706109423,5487000000,12706109423,-53.8968,-145.3728,1569.2671,657.6004,38.1644,46.9167,137.6832,25.0147,3.4578,6.9646,46.5394,19.5023,3.7464,2.6275,4.0276,1.4009,3.5178,4.3396,194.4665,81.4911,1.5382,7.846,8.9549,4.1833
2015/8/5,0.2699,-2.8103,3.8925,0,0,0,-1.3669,0,3.1874,5.0416,4.6464,0.4511,,,2.9921,,5340388658,2428764214,2920931408,2920931408,4292470000,12706109423,5412000000,12706109423,-54.0423,-141.2874,1630.3507,657.6004,38.1644,46.9167,135.8012,25.0184,3.4672,6.7689,48.3509,19.5023,3.7464,2.6275,3.9725,1.4011,3.5273,4.2176,202.0361,81.4911,1.5382,7.846,8.8325,4.1839
2015/8/6,0.1346,-1.2851,9.9911,4.5375,0,0,0.2217,0,2.1646,3.2411,6.4785,0.7816,,,1.962,,5347576260,2397551180,3212763984,3212763984,4292470000,12706109423,5424000000,12706109423,-54.115,-139.4716,1793.2404,687.5525,38.1644,46.9167,136.1023,25.0163,3.4718,6.6819,53.1817,20.3906,3.7464,2.6275,3.9814,1.401,3.532,4.1634,222.2217,85.2028,1.5382,7.846,8.8521,4.1836
2015/8/7,4.0323,5.6143,3.6496,0.1669,0,0,1.4934,0,2.5795,4.7554,6.3117,0.5873,,,2.8626,,5563204335,2532157390,3330018144,3330018144,4292470000,12706109423,5505000000,12706109423,-56.2971,-147.302,1858.6871,688.6741,38.1644,46.9167,138.1348,25.0135,3.6118,7.0571,55.1227,20.4239,3.7464,2.6275,4.0408,1.4009,3.6744,4.3971,230.332,85.3418,1.5382,7.846,8.9843,4.1831
2015/8/10,9.9483,7.7042,3.2081,3.3333,0,0,5.3951,0,4.0196,8.0264,5.7905,0.4538,,,4.0557,,6116649728,2727238853,3436849712,3436849712,4292470000,12706109423,5802000000,12706109423,-61.8977,-158.6504,1918.3163,711.3955,38.1644,46.9167,145.5873,25.0086,3.9712,7.6008,56.8911,21.0977,3.7464,2.6275,4.2588,1.4006,4.04,4.7359,237.7214,88.1575,1.5382,7.846,9.469,4.1823
2015/8/11,4.5828,10.0143,-2.4261,-0.6452,0,0,3.878,0,5.7433,15.194,4.5841,0.2721,,,4.0091,,6396966225,3000352901,3353468976,3353468976,4292470000,12706109423,6027000000,12706109423,-64.7344,-174.5381,1871.7764,719.9396,38.1644,46.9167,151.2332,25.4731,4.1531,8.3619,55.5109,21.3511,3.7464,2.6275,4.424,1.4266,4.2251,5.2102,231.9541,89.2163,1.5382,7.846,9.8362,4.2599
2015/8/12,-6.4045,0.7802,0.6993,-2.4351,0,0,-1.4435,0,4.5627,20.3457,6.3801,0.5701,,,3.4596,,5987272883,3023762677,3376919808,3376919808,4292470000,12706109423,5940000000,12706109423,-60.5885,-175.8999,1884.8658,713.0986,38.1644,46.9167,149.0501,25.8852,3.8872,8.4272,55.899,21.1482,3.7464,2.6275,4.3601,1.4497,3.9545,5.2508,233.5761,88.3685,1.5382,7.846,9.6942,4.3289
2015/8/13,5.2821,1.6129,-0.1543,0.6656,0,0,0.7576,0,3.5696,15.4391,3.6518,0.2702,,,5.0777,,6303527393,3072533042,3371708512,3371708512,4292470000,12706109423,5985000000,12706109423,-63.7888,-178.737,1881.957,726.3796,38.1644,46.9167,150.1793,26.1731,4.0925,8.5631,55.8128,21.5421,3.7464,2.6275,4.3931,1.4658,4.1634,5.3355,233.2157,90.0143,1.5382,7.846,9.7676,4.377
2015/8/14,1.8244,-1.8413,2.0093,7.438,0,0,1.8546,0,5.2346,11.1799,4.6751,1.1626,,,8.8242,,6418529033,3015959418,3439455360,3439455360,4292470000,12706109423,6096000000,12706109423,-64.9526,-175.446,1919.7707,780.1054,38.1644,46.9167,152.9646,26.1588,4.1671,8.4054,56.9342,23.1354,3.7464,2.6275,4.4746,1.465,4.2394,5.2373,237.9016,96.6721,1.5382,7.846,9.9488,4.3746
2015/8/17,9.7424,0.0647,-0.5303,-2.1538,0,0,3.5433,0,5.5812,8.1746,3.7744,0.2184,,,9.2994,,7043850450,3017910233,3421215824,3421215824,4292470000,12706109423,6312000000,12706109423,-71.2805,-175.5595,1909.5901,762.9331,38.1644,46.9167,158.3846,26.1563,4.5731,8.4109,56.6323,22.6261,3.7464,2.6275,4.6332,1.4649,4.6524,5.2407,236.64,94.5441,1.5382,7.846,10.3013,4.3742
2015/8/18,-10,-10.0194,-9.9772,-7.7044,0,0,-5.5608,0,6.25,8.0213,5.3895,0.4561,,,8.6762,,6339465405,2715533965,3079875936,3079875936,4292470000,12706109423,5961000000,12706109423,-64.1525,-157.9695,1719.0674,704.239,38.1644,46.9167,149.5771,26.1551,4.1158,7.5681,50.982,20.8855,3.7464,2.6275,4.3755,1.4648,4.1872,4.7156,213.0301,87.2706,1.5382,7.846,9.7285,4.374
2015/8/19,2.1542,-0.1437,4.0609,3.0664,0,0,0.9059,0,5.176,7.7001,4.4049,0.4038,,,6.4576,,6476029853,2711632336,3204947040,3204947040,4292470000,12706109423,6015000000,12706109423,-65.5344,-157.7425,1788.8773,725.7725,38.1644,46.9167,150.9321,26.1539,4.2045,7.5573,53.0523,21.5241,3.7464,2.6275,4.4152,1.4647,4.2774,4.7088,221.681,89.9391,1.5382,7.846,9.8166,4.3738
2015/8/20,-3.5516,-4.3165,-1.2195,-0.3306,0,0,0.1995,0,4.0173,5.654,3.2828,0.137,,,6.0506,,6246026573,2594583458,3165862320,3165862320,4292470000,12706109423,6027000000,12706109423,-63.2069,-150.9335,1767.0617,723.0137,38.1644,46.9167,151.2332,26.1343,4.0552,7.231,52.4053,21.4423,3.7464,2.6275,4.424,1.4636,4.1254,4.5055,218.9776,89.5972,1.5382,7.846,9.8362,4.3705
2015/8/21,-8.1703,-2.782,-6.5844,-4.6434,0,0,-3.0861,0,3.5862,8.5917,2.5691,0.1666,,,8.1984,,5735706795,2522403317,2957410480,2957410480,4292470000,12706109423,5841000000,12706109423,-58.0427,-146.7346,1650.7119,688.9726,38.1644,46.9167,146.5659,26.1134,3.7238,7.0299,48.9548,20.4327,3.7464,2.6275,4.2874,1.4625,3.7884,4.3802,204.5593,85.3788,1.5382,7.846,9.5326,4.367
2015/8/24,-10.0251,-9.9768,-9.9559,-9.913,0,0,-10.0154,0,2.2762,4.2302,1.6543,0.465,,,1.5053,,5160698595,2270748229,2662972256,2662972256,4292470000,12706109423,5256000000,12706109423,-52.2239,-132.0952,1486.3679,620.5765,38.1644,46.9167,131.8868,26.1126,3.3505,6.3285,44.0809,18.4043,3.7464,2.6275,3.858,1.4624,3.4086,3.9432,184.1935,76.903,1.5382,7.846,8.5779,4.3669
2015/8/25,-10.0279,-9.9656,-9.9804,-10.0386,0,0,-9.9886,0,3.5284,5.0529,2.6677,0.2752,,,0.1961,,4643191215,2044453732,2397196160,2397196160,4292470000,12706109423,4731000000,12706109423,-46.987,-118.9311,1338.022,559.4179,38.1644,46.9167,118.7131,26.1637,3.0145,5.6978,39.6814,16.5905,3.7464,2.6275,3.4727,1.4653,3.0668,3.5502,165.8102,69.3241,1.5382,7.846,7.7211,4.3754
2015/8/26,-7.1207,-1.0496,-10,-1.2876,0,0,-10.019,0,4.3618,6.9589,9.8674,0.6733,,,12.3015,,4312561500,2022994771,2157476544,2157476544,4292470000,12706109423,4257000000,12706109423,-43.6411,-117.6827,1204.2198,552.7637,38.1644,46.9167,106.8192,26.1866,2.7999,5.638,35.7133,16.3932,3.7464,2.6275,3.1247,1.4666,2.8484,3.513,149.2292,68.4995,1.5382,7.846,6.9475,4.3793
2015/8/27,6,8.1003,3.1401,3.913,0,0,-9.2319,0,3.0174,5.785,6.4054,0.3007,,,15.6581,,4571315190,2186863200,2225223392,2225223392,4292470000,12706109423,3864000000,12706109423,-46.2596,-127.2154,1242.0335,574.7759,38.1644,46.9167,96.9578,26.2038,2.9679,6.0947,36.8347,17.046,3.7464,2.6275,2.8363,1.4675,3.0193,3.7975,153.9151,71.2273,1.5382,7.846,6.3061,4.3821
2015/8/28,10.0629,5.9768,7.9625,6.6946,0,0,9.3944,0,4.5054,6.8035,7.476,0.3215,,,13.7636,,5031321750,2317567780,2402407456,2402407456,4292470000,12706109423,4227000000,12706109423,-50.9147,-134.8188,1340.9308,612.3868,38.1644,46.9167,106.0665,26.1633,3.2665,6.459,39.7677,18.1614,3.7464,2.6275,3.1027,1.4653,3.3231,4.0245,166.1707,75.8881,1.5382,7.846,6.8985,4.3754
2015/8/31,0.4286,-1.7677,9.9783,3.7255,0,0,-10.0071,0,4.4721,5.3169,13.6712,0.6512,,,9.5626,,5052884558,2276600673,2642127072,2642127072,4292470000,12706109423,3804000000,12706109423,-51.1329,-132.4356,1474.733,634.278,38.1644,46.9167,95.4523,26.1253,3.2805,6.3448,43.7358,18.8106,3.7464,2.6275,2.7922,1.4631,3.3374,3.9534,182.7517,78.6009,1.5382,7.846,6.2082,4.369
2015/9/1,-9.9573,-8.3976,7.3964,-3.5917,0,0,-10.0158,0,3.4323,5.3555,15.847,0.6158,,,5.7656,,4549752383,2085420839,2842581852,2842581852,4292470000,12706109423,3423000000,12706109423,-46.0414,-121.3142,1583.8108,610.1393,38.1644,46.9167,85.892,26.0676,2.9539,5.812,46.9707,18.0948,3.7464,2.6275,2.5126,1.4599,3.0051,3.6214,196.2688,75.6096,1.5382,7.846,5.5864,4.3594
2015/9/2,-7.109,-6.4546,-0.0918,-0.3922,0,0,-9.9912,0,2.7507,4.4455,10.8549,0.5785,,,6.4863,,4226310270,1950814630,2839971584,2839971584,4292470000,12706109423,3081000000,12706109423,-42.7683,-113.4838,1582.3565,606.4906,38.1644,46.9167,77.3103,26.0132,2.7439,5.4369,46.9276,17.9866,3.7464,2.6275,2.2615,1.4568,2.7914,3.3876,196.0886,75.1575,1.5382,7.846,5.0282,4.3503
2015/9/7,4.932,2.9,-1.6544,-0.5906,0,0,3.0185,0,2.2962,3.1446,4.4767,0.223,,,5.7488,,4434750743,2007388254,2792986760,2792986760,4292470000,12706109423,3174000000,12706109423,-44.8776,-116.7749,1556.1778,602.5565,38.1644,46.9167,79.6439,25.9989,2.8792,5.5945,46.1512,17.8699,3.7464,2.6275,2.3298,1.456,2.9291,3.4859,192.8445,74.6699,1.5382,7.846,5.18,4.3479
2015/9/8,7.7796,10.0097,-2.3364,1.9802,0,0,5.7656,0,2.0816,5.9885,5.6303,0.1919,,,4.7249,,4779755663,2208322161,2727730060,2727730060,4292470000,12706109423,3357000000,12706109423,-48.3689,-128.4637,1519.8185,615.0351,38.1644,46.9167,84.2359,26.0214,3.1032,6.1545,45.0729,18.24,3.7464,2.6275,2.4641,1.4573,3.157,3.8348,188.3388,76.2163,1.5382,7.846,5.4787,4.3516
2015/9/9,4.6617,4.7703,8.8038,5.0485,0,0,6.345,0,2.8092,7.2412,6.1974,0.5198,,,7.9098,,5002571340,2313666151,2967874716,2967874716,4292470000,12706109423,3570000000,12706109423,-50.6237,-134.5918,1653.6207,645.9516,38.1644,46.9167,89.5806,26.0185,3.2479,6.4481,49.0411,19.1568,3.7464,2.6275,2.6205,1.4571,3.3042,4.0177,204.9198,80.0475,1.5382,7.846,5.8263,4.3512
2015/9/10,-3.7356,-4.3845,-7.0361,-3.3272,0,0,-3.8655,0,1.8608,4.9792,3.6527,0.3301,,,5.1788,,4815693675,2212223790,2759053276,2759053276,4292470000,12706109423,3432000000,12706109423,-48.7326,-128.6907,1537.2709,625.7908,38.1644,46.9167,86.1178,26.0758,3.1265,6.1654,45.5905,18.5589,3.7464,2.6275,2.5192,1.4604,3.1807,3.8416,190.5015,77.5492,1.5382,7.846,5.6011,4.3607
2015/9/11,1.0448,2.9101,0.7569,2.6769,0,0,3.1469,0,1.4889,5.3127,2.1516,0.2211,,,5.5892,,4866006893,2276600673,2779935420,2779935420,4292470000,12706109423,3540000000,12706109423,-49.2418,-132.4356,1548.9059,642.1206,38.1644,46.9167,88.8278,26.0541,3.1592,6.3448,45.9356,19.0432,3.7464,2.6275,2.5985,1.4591,3.214,3.9534,191.9433,79.5728,1.5382,7.846,5.7773,4.3571
2015/9/14,-9.8966,-10.0257,-9.8592,-5.4004,0,0,-10,0,3.5854,5.4286,3.3688,0.1816,,,7.2011,,4384437525,2048355362,2505857280,2505857280,4292470000,12706109423,3186000000,12706109423,-44.3685,-119.158,1396.1969,607.3403,38.1644,46.9167,79.9451,26.05,2.8465,5.7087,41.4067,18.0118,3.7464,2.6275,2.3386,1.4589,2.8959,3.557,173.0193,75.2627,1.5382,7.846,5.1996,4.3564
2015/9/15,-0.4918,-8.0952,-10,-2.3622,0,0,-4.5198,0,2.3752,4.1476,4.0619,0.096,,,5.4771,,4362874718,1882536118,2255271552,2255271552,4292470000,12706109423,3042000000,12706109423,-44.1503,-109.5119,1256.5772,592.5897,38.1644,46.9167,76.3317,26.032,2.8325,5.2466,37.266,17.5743,3.7464,2.6275,2.2329,1.4579,2.8816,3.2691,155.7174,73.4348,1.5382,7.846,4.9646,4.3534
2015/9/16,9.8847,9.8446,7.6389,5.0403,0,0,9.8619,0,2.2773,4.2716,6.0039,0.1222,,,6.4371,,4794130868,2067863508,2427549240,2427549240,4292470000,12706109423,3342000000,12706109423,-48.5144,-120.2929,1352.5657,622.9128,38.1644,46.9167,83.8595,26.0512,3.1125,5.7631,40.1127,18.4736,3.7464,2.6275,2.4531,1.459,3.1665,3.5909,167.6125,77.1925,1.5382,7.846,5.4542,4.3566
2015/9/17,1.949,-1.8868,-1.0753,1.1516,0,0,-4.5781,0,4.0304,6.1304,5.2043,0.2801,,,6.2336,,4887569700,2028847215,2401446560,2401446560,4292470000,12706109423,3189000000,12706109423,-49.46,-118.0232,1338.022,629.6419,38.1644,46.9167,80.0203,26.0341,3.1732,5.6544,39.6814,18.6731,3.7464,2.6275,2.3408,1.458,3.2282,3.5231,165.8102,78.0264,1.5382,7.846,5.2045,4.3538
2015/9/18,1.1765,5,4.8913,1.518,0,0,0.8467,0,2.0068,4.5857,5.8927,0.1403,,,3.863,,4945070520,2130289576,2518908620,2518908620,4292470000,12706109423,3216000000,12706109423,-50.0418,-123.9243,1403.4687,638.5931,38.1644,46.9167,80.6978,26.0083,3.2105,5.9371,41.6224,18.9386,3.7464,2.6275,2.3606,1.4566,3.2662,3.6993,173.9205,79.1357,1.5382,7.846,5.2486,4.3495
2015/9/21,4.9419,7.8755,1.658,0.3738,0,0,5.597,0,2.7519,9.6649,5.0635,0.0777,,,4.5578,,5189449005,2298059634,2560672908,2560672908,4292470000,12706109423,3396000000,12706109423,-52.5148,-133.684,1426.7387,641.6911,38.1644,46.9167,85.2145,26.0365,3.3692,6.4046,42.3125,19.0305,3.7464,2.6275,2.4928,1.4582,3.4276,3.9906,176.8041,79.5196,1.5382,7.846,5.5423,4.3542
2015/9/22,-1.5235,-2.9711,-2.1407,-0.3724,0,0,1.2367,0,2.3377,8.0732,4.0898,0.0566,,,5.5928,,5110385378,2229781122,2505857280,2505857280,4292470000,12706109423,3438000000,12706109423,-51.7148,-129.712,1396.1969,639.7525,38.1644,46.9167,86.2684,26.0549,3.3179,6.2144,41.4067,18.973,3.7464,2.6275,2.5236,1.4592,3.3754,3.8721,173.0193,79.2793,1.5382,7.846,5.6109,4.3573
2015/9/23,-2.1097,0.7874,-2.6042,-0.9346,0,0,-2.6178,0,1.734,5.7392,4.8003,0.1572,,,3.5148,,5002571340,2247338454,2440600580,2440600580,4292470000,12706109423,3348000000,12706109423,-50.6237,-130.7334,1359.8376,634.2899,38.1644,46.9167,84.0101,26.0762,3.2479,6.2633,40.3284,18.811,3.7464,2.6275,2.4575,1.4604,3.3042,3.9025,168.5136,78.6024,1.5382,7.846,5.464,4.3608
2015/9/24,3.4483,-0.1736,-0.107,-1.1321,0,0,3.0466,0,1.7191,4.8093,4.5128,0.0253,,,4.2343,,5175073800,2243436825,2437990312,2437990312,4292470000,12706109423,3450000000,12706109423,-52.3694,-130.5064,1358.3832,627.2769,38.1644,46.9167,86.5695,26.0836,3.3599,6.2524,40.2853,18.603,3.7464,2.6275,2.5324,1.4608,3.4181,3.8958,168.3334,77.7333,1.5382,7.846,5.6305,4.362
2015/9/25,-2.7778,-6.4348,-2.5696,-0.7634,0,0,-5.3913,0,1.3111,3.7743,2.7422,0.06,,,4.1807,,5031321750,2099076542,2375343880,2375343880,4292470000,12706109423,3264000000,12706109423,-50.9147,-122.1086,1323.4783,622.4054,38.1644,46.9167,81.9023,26.0811,3.2665,5.8501,39.2501,18.4585,3.7464,2.6275,2.3959,1.4606,3.3231,3.6451,164.0079,77.1296,1.5382,7.846,5.3269,4.3616
2015/9/28,1.5714,4.7398,2.3077,1.9231,0,0,2.5735,0,0.9332,3.9163,1.9898,0.0204,,,2.7246,,5110385378,2198568088,2430159508,2430159508,4292470000,12706109423,3348000000,12706109423,-51.7148,-127.8963,1354.0201,633.8197,38.1644,46.9167,84.0101,26.0582,3.3179,6.1274,40.1559,18.797,3.7464,2.6275,2.4575,1.4594,3.3754,3.8179,167.7927,78.5441,1.5382,7.846,5.464,4.3578
2015/9/29,0,-4.7915,-1.7186,-0.3774,0,0,-1.5233,0,1.385,2.5997,1.8306,0.0482,,,2.4343,,5110385378,2093224098,2388395220,2388395220,4292470000,12706109423,3297000000,12706109423,-51.7148,-121.7682,1330.7502,630.7599,38.1644,46.9167,82.7303,26.03,3.3179,5.8338,39.4658,18.7063,3.7464,2.6275,2.4201,1.4578,3.3754,3.6349,164.9091,78.1649,1.5382,7.846,5.3808,4.3531
2015/9/30,1.2658,-0.466,2.623,2.2727,0,0,2.4568,0,1.8057,1.7637,2.0397,0.1528,,,4.2712,,5175073800,2083470025,2451041652,2451041652,4292470000,12706109423,3378000000,12706109423,-52.3694,-121.2007,1365.6551,644.632,38.1644,46.9167,84.7628,26.0108,3.3599,5.8066,40.5009,19.1177,3.7464,2.6275,2.4795,1.4567,3.4181,3.618,169.2345,79.884,1.5382,7.846,5.513,4.3499
2015/10/8,4.7222,3.1835,4.3663,2.963,0,0,6.9272,0,1.6672,3.5027,3.0315,0.1318,,,5.5476,,5419452285,2149797722,2558062640,2558062640,4292470000,12706109423,3612000000,12706109423,-54.8424,-125.0592,1425.2843,662.6082,38.1644,46.9167,90.6345,25.9666,3.5185,5.9914,42.2693,19.6508,3.7464,2.6275,2.6513,1.4542,3.5795,3.7332,176.6239,82.1116,1.5382,7.846,5.8948,4.3425
2015/10/9,-0.7958,0.6352,-0.102,-0.7194,0,0,-0.4983,0,1.3527,3.214,2.6686,0.0592,,,5.2914,,5376326670,2163453425,2555452372,2555452372,4292470000,12706109423,3594000000,12706109423,-54.406,-125.8536,1423.8299,657.7127,38.1644,46.9167,90.1828,25.9617,3.4905,6.0295,42.2262,19.5056,3.7464,2.6275,2.6381,1.454,3.551,3.7569,176.4437,81.505,1.5382,7.846,5.8655,4.3417
2015/10/12,5.0802,6.7628,7.1502,4.1667,0,0,5.0083,0,6.4302,7.3038,5.9084,0.2298,,,7.1592,,5649455565,2309764522,2738171132,2738171132,4292470000,12706109423,3774000000,12706109423,-57.1699,-134.3649,1525.636,684.1725,38.1644,46.9167,94.6995,25.9261,3.6678,6.4373,45.2454,20.2903,3.7464,2.6275,2.7702,1.452,3.7314,4.011,189.0597,84.7839,1.5382,7.846,6.1592,4.3357
