ÈÕÆÚ,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH,000428.SZ,000610.SZ,000613.SZ,200613.SZ,600258.SH,600754.SH,601007.SH,900934.SH
2016/9/29,0.146,0.0642,3.0172,0.8996,0.1248,-0.3632,0.0762,0.0832,1.3263,5.8776,2.8109,0.0643,0.8921,0.6584,0.7088,0.1665,4930928041,3665699072,3809357904,3809357904,5569798000,13497725533,3939000000,13497725533,544.9711,340.9637,-698.2197,-281.8854,55.6255,45.342,79.0124,24.1204,2.1913,4.6917,67.8628,27.3976,4.6963,3.49,2.8132,1.8566,5.8512,4.8539,328.668,132.6899,4.179,5.1972,5.3538,2.7647
2016/9/30,-0.4373,-0.7697,2.4407,0.7429,0.1246,1.226,1.1424,-1.2048,0.7343,4.6842,2.2717,0.0858,1.047,0.7565,0.8898,0.3571,4909364215,3637483299,3902333864,3902333864,5576740000,13663204607,3984000000,13663204607,542.5878,338.3392,-715.2614,-284.224,55.6948,45.8979,79.915,23.8576,2.1817,4.6556,69.5192,27.6249,4.7022,3.5328,2.8453,1.8363,5.8256,4.8165,336.6898,133.7907,4.1842,5.2609,5.415,2.7346
2016/10/10,0.4392,-0.9696,0.2042,0.295,-0.8299,0.5892,1.3554,1.1775,1.3607,5.7343,2.4188,0.0894,2.0225,0.5618,1.6,0.1471,4930928041,3602213584,3910303232,3910303232,5530460000,13743707940,4038000000,13743707940,544.9711,335.0586,-716.7221,-285.9729,55.2327,46.1684,80.9982,24.2217,2.1913,4.6105,69.6611,27.7949,4.6632,3.5536,2.8839,1.8644,5.8512,4.7698,337.3774,134.614,4.1495,5.2919,5.4884,2.7763
2016/10/11,0.8746,5.7441,0.0679,-0.1471,1.3808,0.2929,0.5944,0.9559,1.3793,9.5355,1.7049,0.0233,1.3741,0.7105,1.3101,0.2092,4974055691,3809129247,3912959688,3912959688,5606822000,13783959607,4062000000,13783959607,549.7376,354.3048,-717.209,-285.9193,55.9953,46.3036,81.4796,24.4861,2.2105,4.8753,69.7085,27.7897,4.7275,3.564,2.901,1.8847,5.9024,5.0438,337.6066,134.5887,4.2068,5.3074,5.521,2.8066
2016/10/12,-0.1445,1.9753,0.1358,0.1473,-1.8572,1.6872,2.4372,0.2882,1.061,11.0572,1.4979,0.0576,1.0381,0.8269,5.2793,0.1678,4966867749,3884371306,3918272600,3918272600,5502692000,14016524792,4161000000,14016524792,548.9432,361.3034,-718.1828,-287.0191,54.9553,47.0848,83.4655,24.6152,2.2073,4.9716,69.8031,27.8966,4.6397,3.6241,2.9717,1.8946,5.8939,5.1434,338.065,135.1065,4.1287,5.397,5.6556,2.8214
2016/10/13,-0.2894,-1.8765,-0.2034,0.2941,-1.4298,-0.7658,-0.0721,-0.2053,0.9265,7.9949,1.3716,0.0741,0.9014,0.5094,2.6479,0.1124,4952491866,3811480561,3910303232,3910303232,5424016000,13909187014,4158000000,13909187014,547.3544,354.5235,-716.7221,-288.0592,54.1696,46.7242,83.4053,24.5785,2.2009,4.8783,69.6611,27.9977,4.5734,3.5964,2.9696,1.8918,5.8768,5.0469,337.3774,135.5961,4.0696,5.3556,5.6515,2.8172
2016/10/14,-0.8708,0.7403,-0.6793,-0.4399,-0.5973,-0.4502,-1.2266,-0.6582,0.7194,7.2156,1.3623,0.0291,0.8874,0.5128,1.6927,0.1182,4909364215,3839696334,3883738672,3883738672,5391620000,13846573310,4107000000,13846573310,542.5878,357.148,-711.853,-286.2169,53.8461,46.5139,82.3823,24.3663,2.1817,4.9144,69.1879,27.8186,4.5461,3.5802,2.9331,1.8755,5.8256,5.0843,335.0855,134.7288,4.0453,5.3315,5.5822,2.7929
2016/10/17,-2.3426,-3.368,-2.5992,-0.7364,7.7682,-1.5827,-1.0957,-9.1097,0.9619,8.2731,1.6529,0.1713,3.2792,0.435,1.4391,0.889,4794357147,3710374044,3782793344,3782793344,5810454000,13627425348,4062000000,13627425348,529.8772,345.1191,-693.3507,-285.0084,58.0289,45.7777,81.4796,22.2198,2.1306,4.7489,67.3896,27.7011,4.8992,3.5235,2.901,1.7103,5.6892,4.913,326.376,134.16,4.3596,5.2471,5.521,2.5469
2016/10/18,1.4993,0.3802,0.4916,-0.2967,0.2389,0.9189,1.4771,2.6424,0.8911,4.9694,1.631,0.0352,2.1127,0.3932,1.6341,0.5742,4866236565,3724481930,3801388536,3801388536,5824338000,13752652755,4122000000,13752652755,537.8213,346.4313,-696.759,-283.842,58.1676,46.1984,82.6832,22.7812,2.1626,4.767,67.7209,27.5878,4.9109,3.5559,2.9439,1.7535,5.7745,4.9317,327.9804,133.6109,4.37,5.2954,5.6026,2.6112
2016/10/19,0,3.0934,-1.4675,-0.1488,-0.3178,0.1626,-0.0728,-0.577,0.9094,8.0373,1.4848,0.1745,1.229,0.3387,1.044,0.1126,4866236565,3839696334,3745602960,3745602960,5805826000,13775014792,4119000000,13775014792,537.8213,357.148,-686.5341,-283.4915,57.9827,46.2735,82.623,22.6575,2.1626,4.9144,66.727,27.5537,4.8953,3.5617,2.9417,1.744,5.7745,5.0843,323.1672,133.4459,4.3561,5.304,5.5985,2.5971
2016/10/20,0.7386,-2.4495,-0.6383,0.7452,0.3986,-0.3896,2.185,0.5357,0.7749,5.2769,1.1833,0.0616,1.1512,0.3582,3.4879,0.1067,4902176274,3745643760,3721694856,3721694856,5828966000,13721345903,4209000000,13721345903,541.7934,348.3997,-682.1519,-285.5777,58.2138,46.0932,84.4283,22.7738,2.1785,4.794,66.3011,27.7565,4.9148,3.5478,3.006,1.7529,5.8171,4.9597,321.1045,134.4279,4.3735,5.2833,5.7208,2.6104
2016/10/21,3.0792,-1.3183,0.3569,0,-1.2306,-0.3585,-0.7128,-1.0657,3.0091,5.6993,1.3708,0.0345,1.385,0.3703,2.1757,0.1856,5053123050,3696266158,3734977136,3734977136,5757232000,13672149422,4179000000,13672149422,558.4762,343.8069,-684.5864,-286.6112,57.4974,45.928,83.8265,22.6138,2.2456,4.7308,66.5377,27.8569,4.8544,3.5351,2.9846,1.7406,5.9962,4.8943,322.2505,134.9144,4.3197,5.2644,5.68,2.592
2016/10/24,0.8535,-1.0178,1.9203,1.0355,3.7781,1.6683,1.2204,0.3591,2.3032,3.4474,1.4362,0.1297,1.4829,0.7767,2.4258,0.2165,5096250701,3658645129,3806701448,3806701448,5974748000,13900242199,4230000000,13900242199,563.2427,340.3076,-697.7328,-290.1643,59.6698,46.6942,84.8495,22.7394,2.2648,4.6827,67.8155,28.2023,5.0378,3.5941,3.021,1.7503,6.0474,4.8445,328.4388,136.587,4.4829,5.3522,5.7494,2.6064
2016/10/25,0.9873,0.2571,0.4885,-0.5857,5.1123,2.2523,-0.6383,0.6261,1.7279,3.2318,0.8402,0.5364,2.1297,1.4408,1.4182,0.3455,5146566293,3668050386,3825296640,3825296640,6280196000,14213310717,4203000000,14213310717,568.8037,341.1824,-701.1412,-288.7196,62.7203,47.7459,84.308,22.9,2.2871,4.6947,68.1468,28.0618,5.2953,3.675,3.0017,1.7626,6.1071,4.857,330.0432,135.9069,4.712,5.4727,5.7127,2.6248
2016/10/26,0.5587,0.3205,-0.7639,0.4418,-1.7318,-1.7936,2.2127,-2.1778,1.6411,2.7621,0.8092,0.095,1.3399,0.7532,4.624,0.4366,5175318060,3679806958,3796075624,3796075624,6171438000,13958383495,4296000000,13958383495,571.9813,342.2759,-695.7852,-289.8591,61.6341,46.8895,86.1734,22.3884,2.2999,4.7098,67.6262,28.1726,5.2036,3.6091,3.0681,1.7232,6.1412,4.8726,327.522,136.4433,4.6304,5.3746,5.8391,2.5662
2016/10/27,-0.6944,-0.9585,-0.7698,0.2933,0.4124,-0.8331,-2.5838,-2.3171,1.2288,5.5746,0.7593,0.0444,0.6803,0.454,2.6486,0.471,5139378351,3644537243,3766854608,3766854608,6196892000,13842100903,4185000000,13842100903,568.0092,338.9953,-690.4293,-290.8323,61.8883,46.4989,83.9469,21.8796,2.2839,4.6646,67.1056,28.2672,5.2251,3.5791,2.9889,1.6841,6.0986,4.8259,325.0008,136.9014,4.6495,5.3298,5.6882,2.5079
2016/10/28,-0.2797,-2.4516,-0.141,0,-3.9582,-0.8078,-1.9355,-0.0465,1.4699,3.3082,0.6601,0.0727,1.7218,0.4142,2.4894,0.1751,5125002468,3555187297,3761541696,3761541696,5951608000,13730290718,4104000000,13730290718,566.4204,330.6845,-689.4555,-291.4318,59.4387,46.1233,82.3221,21.9088,2.2776,4.5503,67.011,28.3254,5.0183,3.5501,2.931,1.6863,6.0815,4.7075,324.5424,137.1836,4.4655,5.2868,5.5781,2.5112
2016/10/31,-0.7013,1.7196,1.4831,1.3158,-0.5832,0.0977,-0.3655,-0.698,1.1505,4.9464,3.6296,0.251,0.8929,0.3738,3.1019,0.2419,5089062759,3616321470,3817327272,3817327272,5916898000,13743707940,4089000000,13743707940,562.4483,336.3708,-699.6805,-294.3182,59.092,46.1684,82.0212,21.6863,2.2616,4.6285,68.0048,28.606,4.989,3.5536,2.9203,1.6692,6.0389,4.7885,329.3556,138.5423,4.4395,5.2919,5.5577,2.4857
2016/11/1,0.9887,0.5852,0.9047,1.443,0.2738,-0.1952,0.8804,0.0937,1.2646,3.8687,2.5745,0.1766,1.3838,0.4638,2.6076,0.1629,5139378351,3637483299,3851861200,3851861200,5933096000,13716873496,4125000000,13716873496,568.0092,338.3392,-706.0102,-298.9692,59.2538,46.0782,82.7434,21.7365,2.2839,4.6556,68.62,29.058,5.0026,3.5467,2.946,1.6731,6.0986,4.8165,332.3351,140.7316,4.4516,5.2816,5.6066,2.4915
2016/11/2,-0.2797,-3.2321,-0.4138,1.5647,0.585,0.163,-1.7455,0.8427,1.1265,4.4265,1.2917,0.2404,1.094,0.591,1.8905,0.1714,5125002468,3519917582,3835922464,3835922464,5967806000,13739235533,4053000000,13739235533,566.4204,327.4039,-703.0888,-302.8476,59.6004,46.1533,81.2991,21.864,2.2776,4.5051,68.3361,29.435,5.0319,3.5525,2.8946,1.6829,6.0815,4.6608,330.9599,142.5573,4.4776,5.2902,5.5088,2.5061
2016/11/3,-0.561,1.5364,-0.831,-0.1401,-1.3959,-0.6185,1.0363,0.5107,1.0567,4.4859,1.9616,0.1966,1.3229,0.5404,1.9032,0.2159,5096250701,3573997812,3804044992,3804044992,5884502000,13654259792,4095000000,13654259792,563.2427,332.4341,-697.2459,-302.1284,58.7685,45.8679,82.1416,21.9526,2.2648,4.5744,67.7682,29.3651,4.9617,3.5305,2.9246,1.6897,6.0474,4.7325,328.2096,142.2187,4.4151,5.2575,5.5659,2.5163
2016/11/4,0.141,-0.2632,0.9078,-0.1403,0.2753,-0.4586,-0.293,-0.1848,0.8155,2.4524,1.3883,0.0347,0.9361,0.4803,1.3587,0.1832,5103438643,3564592555,3838578920,3838578920,5900700000,13591646089,4083000000,13591646089,564.0371,331.5593,-703.5757,-301.8017,58.9302,45.6575,81.9009,21.9195,2.268,4.5623,68.3834,29.3333,4.9753,3.5143,2.916,1.6872,6.0559,4.72,331.1891,142.0649,4.4273,5.2334,5.5496,2.5125
2016/11/7,-0.2817,0.9894,-2.699,-2.1067,1.5294,-0.3291,0.5878,-0.1851,0.8828,2.4823,1.9948,0.1053,1.2683,0.3194,1.1804,0.086,5089062759,3599862270,3734977136,3734977136,5990946000,13546922015,4107000000,13546922015,562.4483,334.8399,-684.5864,-296.3327,59.8315,45.5073,82.3823,21.9473,2.2616,4.6075,66.5377,28.8018,5.0514,3.5027,2.9331,1.6893,6.0389,4.7667,322.2505,139.4906,4.495,5.2162,5.5822,2.5156
2016/11/8,1.5537,0.5879,0.7824,0.4304,-1.0042,0.1651,0.3652,1.0663,0.9866,2.3729,1.2932,0.0147,1.2667,0.6048,1.4246,0.1777,5168130118,3621024099,3764198152,3764198152,5930782000,13569284052,4122000000,13569284052,571.1869,336.8083,-689.9424,-298.0342,59.2307,45.5824,82.6832,22.2115,2.2967,4.6345,67.0583,28.9672,5.0007,3.5085,2.9439,1.7096,6.1327,4.7947,324.7716,140.2915,4.4499,5.2248,5.6026,2.5459
2016/11/9,-1.1127,0.3896,-2.2583,-0.4286,-2.302,-0.7581,-1.2373,-0.4587,0.918,3.8541,1.9813,0.0691,1.4598,0.5939,1.9738,0.1502,5110626584,3635131985,3679191560,3679191560,5794256000,13466418681,4071000000,13466418681,564.8316,338.1205,-674.3615,-296.8485,57.8672,45.2369,81.6602,22.1145,2.2712,4.6526,65.5439,28.8519,4.8856,3.4819,2.9074,1.7022,6.0645,4.8134,317.4373,139.7334,4.3474,5.1852,5.5332,2.5348
2016/11/10,1.6878,2.1992,1.5884,0.4304,1.238,0.8635,1.4001,2.2581,0.9409,4.2613,1.4074,0.0567,0.895,0.592,1.9747,0.2314,5196881885,3715076673,3737633592,3737633592,5865990000,13582701274,4128000000,13582701274,574.3646,345.5565,-685.0734,-298.3477,58.5836,45.6275,82.8035,22.6315,2.3095,4.7549,66.5851,28.9976,4.9461,3.512,2.9481,1.742,6.1668,4.9193,322.4796,140.4391,4.4013,5.2299,5.6107,2.5941
2016/11/11,-0.2766,-0.8861,1.4925,0.7143,1.2623,1.9756,1.3081,2.0279,0.7974,3.9735,1.768,0.0527,1.0878,1.2519,2.4668,0.328,5182506002,3682158272,3793419168,3793419168,5940038000,13851045718,4182000000,13851045718,572.7758,342.4946,-695.2983,-301.4605,59.3231,46.5289,83.8867,23.1687,2.3031,4.7128,67.5789,29.3002,5.0085,3.5814,2.9867,1.7833,6.1497,4.8757,327.2928,141.9044,4.4568,5.3333,5.6841,2.6556
2016/11/14,-0.2774,0.0639,-1.3305,-0.5674,-1.753,0.0323,0.5739,-0.0442,0.9395,3.2639,1.741,0.0269,0.7823,0.7176,1.7467,0.2256,5168130118,3684509586,3742946504,3742946504,5835908000,13855518125,4206000000,13855518125,571.1869,342.7133,-686.0472,-300.4294,58.2832,46.544,84.3681,23.2183,2.2967,4.7158,66.6797,29.2,4.9207,3.5825,3.0039,1.7871,6.1327,4.8788,322.938,141.4189,4.3787,5.335,5.7167,2.6613
2016/11/15,-0.2782,1.2125,-0.9226,0.1427,0.5155,0.226,0.9986,-0.3093,0.8093,3.8765,2.1442,0.093,0.7413,0.6048,2.2468,0.15,5153754235,3729184559,3708412576,3708412576,5865990000,13886824977,4248000000,13886824977,569.5981,346.8688,-679.7174,-301.8047,58.5836,46.6491,85.2106,23.2156,2.2903,4.773,66.0645,29.3336,4.9461,3.5906,3.0338,1.7869,6.1156,4.9379,319.9585,142.0664,4.4013,5.347,5.7738,2.661
2016/11/16,0.6974,-1.198,0.9312,-0.2849,-2.0907,-0.161,-1.1299,0.5762,1.3353,3.8738,2.0237,0.1042,1.0936,0.5355,2.1237,0.13,5189693944,3684509586,3742946504,3742946504,5743348000,13864462940,4200000000,13864462940,573.5702,342.7133,-686.0472,-301.3846,57.3588,46.574,84.2478,23.3824,2.3063,4.7158,66.6797,29.2928,4.8427,3.5848,2.9996,1.7998,6.1583,4.8788,322.938,141.8686,4.3092,5.3384,5.7086,2.6801
2016/11/17,0.6925,-0.8296,-1.4904,-0.2857,-2.1757,-0.6452,0.5714,0.0881,0.87,4.1858,1.3867,0.0496,1.5707,0.5453,1.5577,0.1545,5225633652,3653942500,3687160928,3687160928,5618392000,13775014792,4224000000,13775014792,577.5423,339.8701,-675.8222,-300.9449,56.1108,46.2735,84.7292,23.4372,2.3223,4.6767,65.6859,29.2501,4.7373,3.5617,3.0167,1.804,6.2009,4.8383,318.1249,141.6616,4.2155,5.304,5.7412,2.6864
2016/11/18,-1.238,-0.0644,-0.5764,0.2865,0.9473,0.5519,0.4261,0.1321,0.7464,1.9335,1.1472,0.1016,1.1498,0.5825,1.9489,0.1253,5160942177,3651591186,3665909280,3665909280,5671614000,13851045718,4242000000,13851045718,570.3925,339.6514,-671.927,-302.2775,56.6424,46.5289,85.0903,23.5037,2.2935,4.6737,65.3073,29.3796,4.7822,3.5814,3.0296,1.8091,6.1242,4.8352,316.2914,142.2889,4.2554,5.3333,5.7657,2.694
2016/11/21,-0.4178,0.1288,1.1594,0,1.8768,-0.3229,-0.3536,-1.5831,0.8895,2.382,2.3474,0.0403,0.8541,0.5747,1.8829,0.2184,5139378351,3656293814,3708412576,3708412576,5778058000,13806321644,4227000000,13806321644,568.0092,340.0889,-679.7174,-303.1092,57.7054,46.3787,84.7894,23.1951,2.2839,4.6797,66.0645,29.4604,4.8719,3.5698,3.0188,1.7853,6.0986,4.8414,319.9585,142.6804,4.3353,5.316,5.7453,2.6587
2016/11/22,0.4196,0.0643,2.937,0.4286,-0.04,1.3929,1.0646,0.5809,0.8352,3.4076,3.4875,0.0318,0.77,1.0522,2.4157,0.1801,5160942177,3658645129,3817327272,3817327272,5775744000,13998635162,4272000000,13998635162,570.3925,340.3076,-699.6805,-303.5456,57.6823,47.0247,85.692,23.2602,2.2935,4.6827,68.0048,29.5028,4.87,3.6195,3.051,1.7904,6.1242,4.8445,329.3556,142.8858,4.3335,5.3901,5.8064,2.6661
2016/11/23,0.5571,0.1285,2.0877,0.9957,-1.0016,-1.0543,-0.1404,-0.5775,1.0665,3.096,5.9302,0.0947,0.6109,0.6676,2.4396,0.1395,5189693944,3663347757,3897020952,3897020952,5717894000,13851045718,4266000000,13851045718,573.5702,340.745,-714.2876,-307.1316,57.1046,46.5289,85.5717,23.1679,2.3063,4.6887,69.4245,29.8514,4.8212,3.5814,3.0467,1.7832,6.1583,4.8508,336.2314,144.5739,4.2901,5.3333,5.7983,2.6556
2016/11/24,-1.2465,-1.9897,2.863,0.9859,0.7285,-0.3875,-0.8439,-0.2681,1.2031,2.6517,6.0559,0.2154,0.6355,0.556,2.1533,0.1086,5125002468,3590457012,4008592104,4008592104,5759546000,13797376829,4230000000,13797376829,566.4204,333.9651,-734.7375,-310.9522,57.5205,46.3486,84.8495,23.1665,2.2776,4.5954,71.4121,30.2227,4.8563,3.5675,3.021,1.7831,6.0815,4.7542,345.8577,146.3723,4.3214,5.3126,5.7494,2.6554
2016/11/25,-0.2805,-2.0956,0.1988,0.4184,2.2097,1.6856,0.4965,0.5824,1.6091,2.9176,3.7345,0.118,1.2067,1.6772,2.2408,0.2989,5110626584,3515214953,4016561472,4016561472,5886816000,14029942014,4251000000,14029942014,564.8316,326.9665,-736.1982,-312.6353,58.7916,47.1299,85.2708,23.3294,2.2712,4.4991,71.5541,30.3863,4.9636,3.6276,3.036,1.7957,6.0645,4.6546,346.5453,147.1646,4.4169,5.4021,5.7779,2.6741
2016/11/28,1.2658,0.0669,-2.6455,0,-2.3978,-1.052,0.9174,-0.4009,0.7114,2.0465,2.3564,0.0984,1.0218,0.68,2.4052,0.1676,5175318060,3517566268,3910303232,3910303232,5745662000,13882352570,4290000000,13882352570,571.9813,327.1852,-716.7221,-312.0604,57.3819,46.6341,86.0531,23.1935,2.2999,4.5021,69.6611,30.3304,4.8446,3.5895,3.0638,1.7852,6.1412,4.6577,337.3774,146.894,4.311,5.3453,5.8309,2.6585
2016/11/29,-1.5278,-3.5428,0.8152,-0.2778,1.4901,-0.9021,-1.1189,-1.4311,0.642,2.9483,2.8827,0.0453,1.3064,0.7029,2.0801,0.2769,5096250701,3392946607,3942180704,3942180704,5831280000,13757125162,4242000000,13757125162,563.2427,315.5937,-722.5649,-310.5189,58.2369,46.2134,85.0903,22.8109,2.2648,4.3426,70.229,30.1806,4.9168,3.5571,3.0296,1.7558,6.0474,4.4927,340.1278,146.1683,4.3752,5.2971,5.7657,2.6146
2016/11/30,-0.7052,0.2079,0.4043,0.5571,2.2619,-0.8127,-1.6973,-0.7713,0.9018,1.4299,1.8095,0.0719,1.7711,0.4606,1.8136,0.1568,5060310992,3400000550,3958119440,3958119440,5963178000,13645314977,4170000000,13645314977,559.2706,316.2498,-725.4863,-312.1503,59.5542,45.8378,83.646,22.6271,2.2488,4.3517,70.513,30.3392,5.028,3.5282,2.9781,1.7416,6.0047,4.5021,341.503,146.9363,4.4742,5.254,5.6678,2.5936
2016/12/1,1.2784,0.4841,-0.604,-1.385,-1.979,0.0983,0.8633,-0.2286,0.5325,1.7105,1.3292,0.0514,1.4854,0.4106,1.1624,0.1199,5125002468,3416459751,3934211336,3934211336,5845164000,13658732200,4206000000,13658732200,566.4204,317.7808,-721.1042,-308.2291,58.3756,45.8829,84.3681,22.6059,2.2776,4.3727,70.0871,29.958,4.9285,3.5316,3.0039,1.74,6.0815,4.5238,339.4402,145.0905,4.3856,5.2592,5.7167,2.5911
2016/12/2,-2.1038,-2.1335,-2.8359,-0.9831,-3.8401,-0.7859,-1.7832,-0.4125,0.825,1.8201,2.1634,0.0274,1.2844,0.4939,1.2885,0.0937,5017183342,3343569006,3822640184,3822640184,5620706000,13551394422,4131000000,13551394422,554.5041,311.0009,-700.6543,-304.4813,56.1339,45.5223,82.8637,22.4591,2.2296,4.2794,68.0994,29.5938,4.7392,3.5039,2.9503,1.7287,5.9536,4.4273,329.814,143.3263,4.2172,5.2179,5.6148,2.5743
2016/12/5,-0.1433,-1.4065,0.2085,0.4255,-2.4702,-0.429,-0.1452,-0.4142,0.6318,1.1307,3.1913,0.0715,0.8457,0.3013,0.7747,0.0806,5009995400,3296542719,3830609552,3830609552,5481866000,13493253126,4125000000,13493253126,553.7097,306.6267,-702.115,-306.1148,54.7473,45.327,82.7434,22.3908,2.2264,4.2192,68.2414,29.7525,4.6222,3.4889,2.946,1.7234,5.945,4.3651,330.5015,144.0952,4.113,5.1955,5.6066,2.5665
2016/12/6,1.2912,2.4251,0.5548,-0.1412,-0.4643,0.3646,-0.4364,0.2773,0.6194,1.6118,3.7935,0.013,0.6925,0.2276,0.9296,0.0909,5074686876,3376487407,3851861200,3851861200,5456412000,13542449607,4107000000,13542449607,560.8595,314.0628,-706.0102,-304.395,54.4931,45.4923,82.3823,22.3567,2.2552,4.3216,68.62,29.5854,4.6007,3.5016,2.9331,1.7208,6.0218,4.4709,332.3351,143.2857,4.0939,5.2144,5.5822,2.5626
2016/12/7,0.9915,2.4373,1.3793,0.9901,1.0178,0.9247,1.2418,1.0138,0.4763,2.526,2.5262,0.0791,0.7746,0.3861,0.9199,0.1314,5125002468,3458783409,3904990320,3904990320,5511948000,13667677014,4158000000,13667677014,566.4204,321.7175,-715.7483,-308.4413,55.0478,45.913,83.4053,22.6601,2.2776,4.4269,69.5665,29.9787,4.6475,3.534,2.9696,1.7442,6.0815,4.5799,336.919,145.1904,4.1356,5.2626,5.6515,2.5973
2016/12/8,0.1403,-2.2434,0.1361,-0.2801,-0.042,-0.2291,-0.2165,-0.1825,0.7059,1.9472,1.3985,0.0158,0.8353,0.3993,0.8975,0.1382,5132190410,3381190035,3910303232,3910303232,5509634000,13636370163,4149000000,13636370163,567.2148,314.5002,-716.7221,-307.196,55.0247,45.8078,83.2248,22.5934,2.2807,4.3276,69.6611,29.8576,4.6456,3.5259,2.9631,1.739,6.09,4.4771,337.3774,144.6042,4.1339,5.2506,5.6393,2.5897
2016/12/9,0.8403,0.1391,-0.8152,-0.8427,-1.134,0.9183,1.0846,-0.9141,1.0367,1.5031,1.3378,0.015,1.1641,0.7808,1.8761,0.1898,5175318060,3385892664,3878425760,3878425760,5447156000,13761597570,4194000000,13761597570,571.9813,314.9376,-710.8792,-305.6763,54.4007,46.2285,84.1274,22.4654,2.2999,4.3336,69.0933,29.7099,4.5929,3.5582,2.9953,1.7292,6.1412,4.4834,334.6271,143.8888,4.087,5.2988,5.7004,2.575
2016/12/12,-0.6944,-6.9444,-3.6301,-1.8414,-5.1827,-5.2324,-3.4335,-1.6605,2.5034,2.6593,2.15,0.0561,1.4645,0.8306,1.9213,0.3011,5139378351,3150761229,3737633592,3737633592,5164848000,13041539978,4050000000,13041539978,568.0092,293.0669,-685.0734,-300.4155,51.5813,43.8096,81.2389,22.1289,2.2839,4.0327,66.5851,29.1986,4.3549,3.3721,2.8924,1.7033,6.0986,4.172,322.4796,141.4124,3.8752,5.0216,5.5047,2.5365
2016/12/13,-3.4965,0.3731,0.995,0.1443,-1.2993,0.3772,-0.7407,0.6098,1.6682,1.4612,1.4214,0.0311,1.0686,0.5952,0.9905,0.0581,4959679808,3162517801,3774823976,3774823976,5097742000,13090736460,4020000000,13090736460,548.1488,294.1605,-691.89,-300.2374,50.9111,43.9749,80.6372,22.2148,2.2041,4.0477,67.2476,29.1813,4.2983,3.3848,2.871,1.7099,5.8853,4.1876,325.6884,141.3286,3.8248,5.0405,5.4639,2.5463
2016/12/14,-2.6087,0.5204,0.4222,0.4323,2.4058,0.1025,-0.2985,-0.2797,0.9655,1.4324,1.3827,0.0238,1.1755,0.4224,1.0821,0.1256,4830296856,3178977001,3790762712,3790762712,5220384000,13104153682,4008000000,13104153682,533.8492,295.6914,-694.8114,-302.0036,107.7557,44.0199,80.3965,22.1829,2.1466,4.0688,67.5316,29.353,9.0975,3.3882,2.8624,1.7074,5.7318,4.2094,327.0636,142.16,8.0954,5.0457,5.4476,2.5427
2016/12/15,2.2321,1.0355,0.3504,0.7174,-1.4184,0.7167,0.524,0.5143,0.8211,1.5345,0.8103,0.0226,1.3747,0.4134,0.8518,0.1847,4938115982,3211895402,3804044992,3804044992,5146336000,13198074237,4029000000,13198074237,545.7655,298.7533,-697.2459,-305.2843,106.2272,44.3354,80.8177,22.3813,2.1945,4.1109,67.7682,29.6718,8.9685,3.4125,2.8774,1.7227,5.8597,4.253,328.2096,143.7043,7.9806,5.0818,5.4762,2.5654
2016/12/16,0.1456,1.9766,7.8911,2.2792,-0.1349,1.2538,1.5637,0.8837,0.5398,1.4633,5.3574,0.182,1.0857,0.5263,1.0738,0.1925,4945303924,3275380890,4104224520,4104224520,5139394000,13363553311,4092000000,13363553311,546.5599,304.6584,-752.266,-313.1583,106.0839,44.8913,82.0814,22.6504,2.1977,4.1922,73.1158,30.4371,8.9564,3.4553,2.9224,1.7434,5.8683,4.337,354.1088,147.4108,7.9698,5.1455,5.5618,2.5962
2016/12/19,0.8721,2.2254,-1.1003,-1.3928,-0.1801,-0.6359,0.0733,-0.6916,0.452,1.7674,2.702,0.0449,0.9465,0.259,0.9883,0.0595,4988431575,3348271634,4059064768,4059064768,5130138000,13278577571,4095000000,13278577571,551.3265,311.4383,-743.9887,-307.6902,105.8929,44.6059,82.1416,22.4303,2.2169,4.2854,72.3113,29.9057,8.9403,3.4333,2.9246,1.7265,5.9195,4.4336,350.2125,144.8368,7.9555,5.1128,5.5659,2.571
2016/12/20,-0.2882,-0.2809,0,0.2825,-2.12,-1.1788,-0.2198,-0.2786,0.4319,1.657,2.1148,0.1041,1.2992,0.2675,0.7263,0.0561,4974055691,3338866377,4059064768,4059064768,5021380000,13122043312,4086000000,13122043312,549.7376,310.5635,-743.9887,-309.1989,103.648,44.08,81.9611,22.4182,2.2105,4.2734,72.3113,30.0523,8.7507,3.3929,2.9181,1.7255,5.9024,4.4211,350.2125,145.547,7.7868,5.0526,5.5536,2.5696
