ÈÕÆÚ,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH
2014/10/21,-5.9299,0,-0.5091,0,-0.3336,2.8858,-1.0799,-1.5316,-1.6497,6.9725,-1.3504,-2.9561,-0.0532,-2.7197,2.0616,,1.1329,0.4436,1.4029,8.3304,3.1109,1.4697,0.906,22.1173,2.7817,0.3034,0.1715,3.9534,2823461254,1782361080,2689295796,2315550000,2865015846,1792725000,3560652300,9613275750,3348000000,5675505000,1189966281,35574104412,,5675505000,82.0276,38.52,26.0809,53.1424,106.1152,81.9683,61.5747,34.8403,320.0236,278.8823,29.399,27.4789,26.1583,136.598,4.4165,3.4967,3.8537,3.1293,5.7499,24.6504,4.9515,3.816,7.3004,4.6361,3.2972,3.9243,1.698,2.2708,8.916,2.7559,5.7779,4.7858,9.668,2.3857,15.6928,1.1989,28.2368,112.7063,1.9201,2.0388,0.722,55.2042
2014/10/22,-7.3543,0,0.2924,0,-0.5021,3.5041,-4.1048,3.4349,-3.4839,-8.0617,-1.9452,-0.3568,-0.1066,-7.7419,3.8588,,1.9123,0.3914,0.7488,6.9356,2.9749,2.9658,1.5955,14.3386,2.2951,0.2269,0.1097,1.8278,2615814151,1782361080,2697159234,2315550000,2850630829,1855543250,3414494520,9943479000,3231360000,5217960000,1166818522,35447193501,,5217960000,75.995,38.52,26.1572,53.1424,105.5824,84.8406,59.0472,36.037,308.8744,256.3995,28.8271,27.3809,26.1419,126.0781,4.0917,3.4967,3.865,3.1293,5.721,25.5142,4.7482,3.9471,7.046,4.2623,3.2331,3.9103,1.6969,2.0959,8.2603,2.7559,5.7948,4.7858,9.6194,2.4693,15.0486,1.2401,27.253,103.6202,1.8827,2.0316,0.7215,50.9527
2014/10/23,-2.4742,0,-2.1866,0,-2.439,-3.9431,0,0.5013,-1.8717,-2.6119,-0.8817,0.0551,-0.48,1.3986,1.6799,,1.3337,,1.1292,7.9662,,2.3562,2.1116,9.4465,2.0406,0.3571,0.1849,0.9398,2551092977,1782361080,2638183449,2315550000,2781103248,1782376750,3414494520,9993321000,3170880000,5081670000,1156530629,35466718257,,5081670000,74.1147,38.52,25.5852,53.1424,103.0072,81.4952,59.0472,36.2177,303.0933,249.7025,28.5729,27.396,26.0258,127.8872,3.9904,3.4967,3.7804,3.1293,5.5815,24.5081,4.7482,3.9669,6.9141,4.151,3.2046,3.9124,1.6894,2.126,8.0559,2.7559,5.6681,4.7858,9.3848,2.3719,15.0486,1.2463,26.743,100.9137,1.8661,2.0327,0.7183,51.6838
2014/10/24,2.3256,0,-0.5961,0,0.3879,3.3936,0,-0.1247,1.7711,9.9617,0.3706,0.4129,-0.2144,8.5057,1.1296,,0.8408,,1.0406,6.0806,,1.5646,0.9294,16.3548,1.513,0.2505,0.1082,1.9362,2610420720,1782361080,2622456573,2315550000,2791892011,1842863000,3414494520,9980860500,3227040000,5587890000,1160817251,35613153923,,5587890000,75.8383,38.52,25.4327,53.1424,103.4068,84.2608,59.0472,36.1725,308.4615,274.5771,28.6788,27.5091,25.9734,138.783,4.0832,3.4967,3.7579,3.1293,5.6031,25.3398,4.7482,3.962,7.0366,4.5645,3.2164,3.9286,1.686,2.3071,8.2433,2.7559,5.6343,4.7858,9.4212,2.4524,15.0486,1.2447,27.2166,110.9664,1.873,2.0411,0.7169,56.0872
2014/10/27,0.3099,0,1.7241,0,-0.5582,1.0756,7.4681,-0.1873,1.8742,2.7875,1.1078,-0.9594,0.0537,-2.1186,0.6983,,1.0519,,1.4157,4.2602,5.9258,1.5698,0.6459,17.0432,1.2783,0.2043,0.3132,1.0999,2618510867,1782361080,2667671342,2315550000,2776308242,1862685000,3669493200,9962169750,3287520000,5743650000,1173677117,35271470702,,5743650000,76.0733,38.52,25.8712,53.1424,102.8296,85.1671,63.4569,36.1048,314.2425,282.2308,28.9965,27.2452,25.9784,135.7963,4.0959,3.4967,3.8227,3.1293,5.5718,25.6124,5.1028,3.9545,7.1685,4.6917,3.2521,3.8909,1.6863,2.2574,8.2688,2.7559,5.7315,4.7858,9.3686,2.4788,16.1724,1.2424,27.7267,114.0596,1.8938,2.0215,0.717,54.8801
2014/10/28,6.5911,0,1.916,0,1.1226,0.1565,6.0169,1.7511,2.3653,-0.678,2.0453,1.4669,1.9324,-0.6494,1.7076,,1.7121,,1.1227,7.9691,9.4242,2.3785,1.5147,13.8513,2.882,0.331,0.3738,0.645,2791100667,1782361080,2718783689,2315550000,2807475779,1865600000,3890284740,10136616750,3365280000,5704710000,1197682201,35788876722,,5704710000,81.0874,38.52,26.3669,53.1424,103.984,85.3004,67.275,36.737,321.6753,280.3174,29.5896,27.6448,26.4697,134.8596,4.3658,3.4967,3.8959,3.1293,5.6344,25.6525,5.4098,4.0238,7.338,4.6599,3.3186,3.948,1.7182,2.2419,8.8138,2.7559,5.8413,4.7858,9.4738,2.4827,17.1455,1.2642,28.3825,113.2863,1.9325,2.0512,0.7306,54.5016
2014/10/29,2.1256,0,0.5061,0,0.6405,1.5469,6.0352,2.1512,4.4929,0.1706,0,1.6367,0.6846,0,1.6008,,2.9742,,1.8973,7.8237,11.1267,3.2496,1.6848,13.6416,3.2155,0.3791,0.3491,0.9051,2850428410,1782361080,2732544705,2315550000,2825457050,1894458500,4125070110,10354675500,3516480000,5714445000,1197682201,36374619385,,5714445000,82.811,38.52,26.5003,53.1424,104.65,86.6199,71.3352,37.5273,336.128,280.7957,29.5896,28.0973,26.6439,134.8245,4.4586,3.4967,3.9157,3.1293,5.6705,26.0493,5.7363,4.1103,7.6677,4.6679,3.3186,4.0126,1.7295,2.2413,9.0012,2.7559,5.8709,4.7858,9.5345,2.5211,18.1803,1.2913,29.6577,113.4796,1.9325,2.0847,0.7354,54.4874
2014/10/30,-1.4191,0,1.223,0,0,-2.2542,-0.4146,0.7822,0.4914,-5.2811,0.4295,1.0199,0.7845,-4.5752,1.4877,,3.8771,,1.6668,6.0888,5.6621,4.0568,1.9225,11.1838,3.9089,0.7288,0.4,1.2617,2809977676,1782361080,2765964317,2315550000,2825457050,1851753750,4107966540,10435668750,3533760000,5412660000,1202826147,36745589738,,5412660000,81.6358,38.52,26.8245,53.1424,104.65,84.6673,71.0394,37.8208,337.7798,265.9667,29.7167,28.3838,26.8757,128.765,4.3954,3.4967,3.9636,3.1293,5.6705,25.4621,5.7125,4.1425,7.7054,4.4214,3.3328,4.0535,1.7445,2.1406,8.8734,2.7559,5.9427,4.7858,9.5345,2.4643,18.1049,1.3014,29.8035,107.4866,1.9408,2.106,0.7418,52.0385
2014/10/31,-0.1919,0,0.7107,0,-2.588,0.7399,0.5678,-2.6269,1.8337,-0.5396,1.9957,0.186,-0.6746,-0.9132,0.8031,,2.1144,,1.6251,5.1803,4.3492,2.9559,2.4529,6.0035,5.193,0.6028,0.2959,0.8663,2804584245,1782361080,2785622912,2315550000,2752333214,1865454250,4131289590,10161537750,3598560000,5383455000,1226831231,36813926382,,5383455000,81.4791,38.52,27.0151,53.1424,101.9416,85.2937,71.4428,36.8273,343.9738,264.5316,30.3097,28.4366,26.6961,127.5974,4.3869,3.4967,3.9917,3.1293,5.5237,25.6505,5.745,4.0337,7.8467,4.3975,3.3993,4.061,1.7329,2.1211,8.8564,2.7559,5.9849,4.7858,9.2877,2.4825,18.2077,1.2673,30.35,106.9067,1.9796,2.1099,0.7368,51.5667
2014/11/3,-1.0577,0,0.494,4.2711,2.1777,-2.1017,5.7584,1.7167,4.6819,0.1808,3.4242,-2.1215,0.0522,1.1521,0.8753,,2.1633,3.6636,1.5265,7.5598,6.9572,2.4571,1.9854,6.3887,9.8458,0.461,0.3503,0.7787,2774920373,1782361080,2799383928,2414450000,2812270784,1826247500,4369184700,10335984750,3767040000,5393190000,1268840127,36032936165,,5393190000,80.6173,38.52,27.1486,55.4122,104.1616,83.5011,75.5567,37.4595,360.0782,265.0099,31.3476,27.8333,26.7379,129.2018,4.3405,3.4967,4.0114,3.263,5.644,25.1114,6.0758,4.1029,8.2141,4.4055,3.5157,3.9749,1.7356,2.1478,8.7627,2.7559,6.0145,4.9902,9.49,2.4303,19.2562,1.289,31.7709,107.1,2.0473,2.0651,0.738,52.2151
2014/11/4,-0.9718,0,-1.1236,-2.5824,-2.387,-0.407,-1.4235,0.4822,5.3899,-2.3466,-1.0811,-0.7315,0.2089,-1.139,0.6069,,1.534,1.7004,1.4619,3.2259,6.2884,1.6806,5.5864,4.9275,4.3304,0.3672,0.1958,0.3475,2747953217,1782361080,2767930176,2352100000,2745140706,1818814250,4306989900,10385826750,3970080000,5266635000,1255122936,35769351966,,5266635000,79.8339,38.52,26.8435,53.9813,101.6752,83.1612,74.4812,37.6402,379.4861,258.7913,31.0087,27.6297,26.8016,127.7676,4.2983,3.4967,3.9664,3.1787,5.5093,25.0091,5.9893,4.1227,8.6568,4.3021,3.4777,3.9458,1.7397,2.124,8.6776,2.7559,5.9469,4.8614,9.2634,2.4204,18.9821,1.2952,33.4834,104.5868,2.0252,2.05,0.7397,51.6355
2014/11/5,10.0098,0,-0.6392,-3.1993,-0.5677,0.016,-0.361,-2.0996,-3.1556,4.0665,1.1612,-2.1561,-0.7295,2.5346,2.115,,1.8048,1.4593,0.7149,4.5627,2.8017,1.4022,2.6997,10.1088,5.6743,0.5487,0.1452,0.9812,3023018210,1782361080,2750237441,2276850000,2729556938,1819105750,4291441200,10167768000,3844800000,5480805000,1269697451,34998124126,,5480805000,87.8251,38.52,26.6719,52.2543,101.098,83.1745,74.2123,36.8499,367.511,269.3152,31.3688,27.034,26.5887,130.9208,4.7286,3.4967,3.941,3.077,5.478,25.0132,5.9677,4.0362,8.3836,4.477,3.5181,3.8607,1.7259,2.1764,9.5462,2.7559,5.9089,4.7058,9.2109,2.4208,18.9135,1.268,32.4268,108.8399,2.0487,2.0058,0.7339,52.9098
2014/11/6,-3.033,0,0.2859,-0.0944,-0.527,9.9992,2.7174,3.3088,1.7978,0.3552,1.0804,0.2232,0.7349,1.573,2.2339,,1.5278,0.6155,0.7501,10.6137,4.1566,3.5253,1.7477,3.8934,3.5236,0.4257,0.2395,0.6852,2931329879,1782361080,2758100879,2274700000,2715171921,2001001750,4408056450,10504201500,3913920000,5500275000,1283414642,35076223148,,5500275000,85.1614,38.52,26.7482,52.2049,100.5652,91.4913,76.2289,38.0692,374.1179,270.2719,31.7077,27.0943,26.8111,133.1143,4.5852,3.4967,3.9523,3.0741,5.4492,27.5143,6.1299,4.1697,8.5344,4.4929,3.5561,3.8694,1.7404,2.2129,9.2566,2.7559,5.9258,4.7014,9.1623,2.6629,19.4275,1.31,33.0097,109.2265,2.0709,2.0103,0.74,53.7962
2014/11/7,0.092,0,0.8553,1.7013,0.6623,-3.5982,-2.6808,5.1601,1.2141,-3.0088,-3.1396,1.4194,-0.7817,-1.7699,1.6477,,3.3277,1.3045,1.0539,8.5863,4.3388,7.0828,1.3744,3.4202,6.5158,0.5594,0.2683,0.3315,2934026595,1782361080,2781691193,2313400000,2733153192,1929001250,4289886330,11046233250,3961440000,5334780000,1243120395,35574104412,,5334780000,85.2397,38.52,26.977,53.0931,101.2312,88.1993,74.1854,40.0336,378.6602,262.1398,30.7122,27.4789,26.6176,130.8369,4.5894,3.4967,3.9861,3.1264,5.4852,26.5242,5.9655,4.3849,8.638,4.3577,3.4445,3.9243,1.7278,2.175,9.2652,2.7559,5.9765,4.7814,9.223,2.5671,18.9067,1.3776,33.4105,105.9401,2.0058,2.0388,0.7346,52.8759
2014/11/10,0.4596,0,0.9187,1.487,0.3509,1.7,-1.8123,-0.0564,1.4177,0.7299,4.8966,-0.0823,1.2605,1.1261,1.0715,,2.4738,0.8706,1.6337,5.6055,4.3113,4.0152,2.6085,3.9713,14.2251,0.6033,0.2226,0.3321,2947510173,1782361080,2807247366,2347800000,2742743203,1961795000,4212142830,11040003000,4017600000,5373720000,1303990428,35544817279,,5373720000,85.6315,38.52,27.2248,53.8826,101.5864,89.6987,72.841,40.011,384.0283,264.0532,32.216,27.4563,26.8546,131.827,4.6105,3.4967,4.0227,3.1729,5.5045,26.9752,5.8574,4.3824,8.7604,4.3896,3.6131,3.921,1.7432,2.1915,9.3077,2.7559,6.0314,4.8525,9.2554,2.6107,18.564,1.3768,33.8841,106.7134,2.1041,2.0372,0.7412,53.276
2014/11/11,-5.032,0,-2.6611,-3.7546,-2.535,1.6716,-5.8324,1.1851,-5.3763,2.5362,-4.142,2.6366,0.3631,0.4454,1.478,,2.9384,0.8103,0.8125,8.9923,4.584,4.3098,2.9821,10.1434,8.2275,1.1666,0.4719,0.5585,2799190814,1782361080,2732544705,2259650000,2673215622,1994588750,3966473370,11170838250,3801600000,5510010000,1249978990,36482005540,,5510010000,81.3225,38.52,26.5003,51.8595,99.0113,91.1981,68.5926,40.4852,363.3816,270.7502,30.8816,28.1802,26.9679,132.4919,4.3785,3.4967,3.9157,3.0538,5.3649,27.4261,5.5158,4.4343,8.2894,4.5009,3.4635,4.0244,1.7505,2.2025,8.8394,2.7559,5.8709,4.6703,9.0207,2.6543,17.4813,1.3931,32.0624,109.4199,2.0169,2.0909,0.7443,53.5447
2014/11/12,3.3719,0,2.446,0.7612,0,3.471,2.2736,2.454,0.4545,8.3039,2.1948,1.3647,3.3592,3.5477,0.8709,,1.7801,0.4323,0.8327,12.8672,2.7233,3.2235,0.6634,11.7807,4.6488,0.8715,1.2417,0.7926,2893575860,1782361080,2799383928,2276850000,2673215622,2063820000,4056655830,11444969250,3818880000,5967555000,1277413371,36979886803,,5967555000,84.0645,38.52,27.1486,52.2543,99.0113,94.3635,70.1521,41.4787,365.0334,293.233,31.5594,28.5648,27.8807,137.2258,4.5261,3.4967,4.0114,3.077,5.3649,28.378,5.6412,4.5431,8.3271,4.8746,3.5395,4.0793,1.8098,2.2812,9.1374,2.7559,6.0145,4.7058,9.0207,2.7465,17.8788,1.4273,32.2081,118.506,2.0612,2.1194,0.7695,55.4578
2014/11/13,-3.5415,0,0.0702,-0.0944,-2.9148,-3.1073,-3.4113,0.7621,-2.7149,-9.9511,1.8792,2.2703,-0.05,-5.5675,0.9714,,2.661,0.5264,0.9213,6.9247,2.6051,4.193,0.9323,10.5034,7.7282,1.3155,0.4759,0.6978,2791100667,1782361080,2801349788,2274700000,2595296781,1999690000,3918272400,11532192750,3715200000,5373720000,1301418454,37819451287,,5373720000,81.0874,38.52,27.1676,52.2049,96.1253,91.4313,67.759,41.7948,355.123,264.0532,32.1525,29.2133,27.8622,129.5647,4.3658,3.4967,4.0143,3.0741,5.2086,27.4962,5.4488,4.5778,8.101,4.3896,3.606,4.172,1.8086,2.1539,8.8138,2.7559,6.0187,4.7014,8.7578,2.6611,17.2689,1.4382,31.3337,106.7134,2.0999,2.1675,0.769,52.3617
2014/11/14,1.1594,0,0.5614,-0.5671,0.6928,-4.5262,1.4286,-3.1875,0.9302,3.8043,-4.3478,-2.1683,-0.1001,0,0.4735,,2.9315,0.4899,0.9481,6.7993,2.2729,2.3989,0.6768,6.5027,4.3999,0.8824,0.4719,0.4285,2823461254,1782361080,2817076664,2261800000,2613278052,1909179250,3974247720,11164608000,3749760000,5578155000,1244835043,36999411559,,5578155000,82.0276,38.52,27.3201,51.9089,96.7913,87.2929,68.727,40.4626,358.4264,274.0987,30.7545,28.5799,27.8257,129.5246,4.4165,3.4967,4.0368,3.0567,5.2447,26.2517,5.5266,4.4319,8.1764,4.5565,3.4492,4.0815,1.8062,2.1532,8.916,2.7559,6.0525,4.6747,8.8185,2.5407,17.5156,1.3924,31.6252,110.7731,2.0086,2.1205,0.768,52.3455
2014/11/17,3.1519,0,1.8842,1.4259,1.3761,0.0076,2.6604,0.8929,0.4608,-1.0471,0.2755,2.5594,3.0045,0.6803,1.143,,4.2154,0.5204,0.9324,8.2541,2.803,2.1559,0.8506,6.8017,2.8862,1.8501,0.8245,0.2454,2912452870,1782361080,2870154870,2294050000,2649240594,1909325000,4079978880,11264292000,3767040000,5519745000,1248264341,37946362198,,5519745000,84.613,38.52,27.8349,52.649,98.1233,87.2996,70.5554,40.8239,360.0782,271.2286,30.8393,29.3114,28.6664,130.427,4.5557,3.4967,4.1129,3.1002,5.3168,26.2537,5.6736,4.4714,8.2141,4.5088,3.4587,4.186,1.8608,2.1682,9.197,2.7559,6.1665,4.7414,8.9398,2.5409,17.9816,1.4048,31.7709,109.6132,2.0141,2.1748,0.7912,52.7102
2014/11/18,0.463,0,-0.5479,-0.2812,4.0724,0.7634,-2.0579,-0.5531,1.2615,2.1164,2.9533,1.1063,-0.7292,0.9009,0.7636,,2.297,0.3041,1.4278,3.9299,2.2915,3.3141,0.8185,7.334,3.5879,1.1404,0.3547,0.1443,2925936448,1782361080,2854427994,2287600000,2757128220,1923900000,3996015900,11201989500,3814560000,5636565000,1285129291,38366144440,,5636565000,85.0047,38.52,27.6824,52.501,102.1192,87.966,69.1035,40.5981,364.6204,276.9689,31.75,29.6356,28.4671,131.647,4.5767,3.4967,4.0903,3.0915,5.5334,26.4541,5.5569,4.4467,8.3177,4.6043,3.5609,4.2323,1.8478,2.1885,9.2396,2.7559,6.1327,4.7281,9.3039,2.5603,17.6115,1.397,32.1717,111.933,2.0736,2.1989,0.7857,53.2033
2014/11/19,3.6866,0,-0.8953,1.4098,-0.6087,1.4848,10,-3.2814,0.2265,-1.0363,0,0.5089,-0.0979,-1.1161,1.8791,,1.6159,0.4769,0.8675,2.9616,5.3057,3.6615,0.773,5.7248,3.0593,0.6498,0.3258,0.212,3033805073,1782361080,2828871821,2319850000,2740345700,1952467000,4395617490,10834404750,3823200000,5578155000,1285129291,38561391994,,5578155000,88.1385,38.52,27.4345,53.2411,101.4976,89.2722,76.0138,39.2659,365.4463,274.0987,31.75,29.7864,28.4239,130.1078,4.7455,3.4967,4.0537,3.1351,5.4997,26.8469,6.1126,4.3008,8.3365,4.5565,3.5609,4.2538,1.845,2.1629,9.5802,2.7559,6.0778,4.7947,9.2473,2.5983,19.3727,1.3512,32.2446,110.7731,2.0736,2.2101,0.7845,52.5812
2014/11/20,3.3778,0,-0.278,-0.3707,-0.6562,0,3.9972,-0.23,-1.3559,-0.5236,-0.6671,-0.5823,0.8333,0.2257,2.62,,1.3111,0.2974,0.4379,,8.6178,2.0027,0.8847,5.1305,2.9901,0.6008,0.2473,0.1279,3136280266,1782361080,2821008383,2311250000,2722364429,1952467000,4571317800,10809483750,3771360000,5548950000,1276556046,38336857306,,5548950000,91.1156,38.52,27.3583,53.0438,100.8316,89.2722,79.0522,39.1756,360.4911,272.6637,31.5382,29.613,28.6701,130.444,4.9058,3.4967,4.0424,3.1235,5.4636,26.8469,6.3569,4.2909,8.2235,4.5327,3.5371,4.229,1.861,2.1685,9.9038,2.7559,6.0609,4.7769,9.1866,2.5983,20.147,1.3481,31.8074,110.1931,2.0598,2.1972,0.7913,52.7171
2014/11/21,-0.4299,0,0.6969,0.093,2.0255,0,-2.551,-0.1153,2.7491,1.7544,1.1417,2.4446,0.1458,0.6757,1.2854,,1.7241,0.4376,1.3213,,6.414,2.5912,1.0178,4.0565,3.3297,0.92,0.3395,0.135,3122796688,1782361080,2840666978,2313400000,2777506994,1952467000,4454702550,10797023250,3875040000,5646300000,1291130561,39274045568,,5646300000,90.7239,38.52,27.5489,53.0931,102.874,89.2722,77.0356,39.1304,370.4015,277.4472,31.8983,30.3369,28.6979,131.2612,4.8847,3.4967,4.0706,3.1264,5.5743,26.8469,6.1947,4.2859,8.4496,4.6122,3.5775,4.3324,1.8628,2.1821,9.8613,2.7559,6.1032,4.7814,9.3727,2.5983,19.6331,1.3465,32.6818,112.1264,2.0833,2.2509,0.7921,53.0473
2014/11/24,3.1952,0,-0.1384,3.6245,2.5464,0,9.5986,0.5193,1.2263,1.5517,7.2377,-0.5717,1.068,0.8949,2.5665,,2.5654,1.4064,2.3636,,9.8283,3.9756,1.4389,7.3224,13.5812,0.996,0.5882,0.5065,3222575166,1782361080,2836735259,2397250000,2848233326,1952467000,4882291800,10853095500,3922560000,5733915000,1384578922,39049510880,,5733915000,93.6227,38.52,27.5108,55.0175,105.4936,89.2722,84.4299,39.3336,374.9438,281.7524,34.207,30.1635,29.02,132.507,5.0407,3.4967,4.065,3.2397,5.7162,26.8469,6.7893,4.3082,8.5532,4.6838,3.8364,4.3077,1.8837,2.2028,10.1763,2.7559,6.0947,4.9547,9.6113,2.5983,21.5176,1.3535,33.0826,113.8662,2.2341,2.238,0.801,53.5508
2014/11/25,5.8577,0,0.9009,-0.2691,-1.7256,0,4.4268,1.8944,-1.8722,-1.528,0.6192,5.75,4.0826,0.4435,2.1834,,3.1238,0.7094,1.0438,,7.819,3.3043,1.3421,5.4099,6.6185,0.8038,1.0205,0.643,3411345259,1782361080,2862291432,2390800000,2799084519,1952467000,5098418730,11058693750,3849120000,5646300000,1393152166,41294857756,,5646300000,99.1068,38.52,27.7586,54.8695,103.6732,89.2722,88.1674,40.0788,367.9239,277.4472,34.4188,31.8979,30.19,133.0296,5.336,3.4967,4.1016,3.231,5.6176,26.8469,7.0899,4.3898,8.3931,4.6122,3.8602,4.5553,1.9597,2.2114,10.7724,2.7559,6.1496,4.9414,9.4455,2.5983,22.4701,1.3791,32.4632,112.1264,2.2479,2.3667,0.8332,53.762
2014/11/26,-1.4229,0,2.3352,0.2698,-0.8137,0,0.6404,0.8451,1.5713,-2.069,2.6462,0.3546,-0.4615,-0.2208,2.201,,4.0646,0.7674,1.0274,,6.0824,2.6916,0.9166,3.8925,9.3327,1.1891,0.4833,0.4496,3362804378,1782361080,2929130655,2397250000,2776308242,1952467000,5131071000,11152147500,3909600000,5529480000,1430017116,41441293421,,5529480000,97.6966,38.52,28.4068,55.0175,102.8296,89.2722,88.7321,40.4175,373.705,271.7069,35.3296,32.011,30.0331,132.6581,5.2601,3.4967,4.1974,3.2397,5.5718,26.8469,7.1353,4.4269,8.5249,4.5168,3.9623,4.5715,1.9495,2.2053,10.6192,2.7559,6.2932,4.9547,9.3686,2.5983,22.614,1.3908,32.9733,109.8065,2.3074,2.3751,0.8289,53.6119
2014/11/27,-0.4812,0,0,0.4484,-0.8204,0,-2.1212,-2.4022,-1.768,-1.5845,-0.7194,2.4264,1.3445,-0.2212,1.8189,,3.3864,0.908,0.6856,,4.5288,3.1606,1.1095,3.4107,6.5721,0.801,0.7434,0.4489,3346624084,1782361080,2929130655,2408000000,2753531966,1952467000,5022230100,10884246750,3840480000,5441865000,1419729223,42446818327,,5441865000,97.2266,38.52,28.4068,55.2642,101.986,89.2722,86.8499,39.4465,367.098,267.4017,35.0754,32.7877,30.42,132.2912,5.2348,3.4967,4.1974,3.2542,5.5261,26.8469,6.9839,4.3206,8.3742,4.4452,3.9338,4.6824,1.9746,2.1992,10.5681,2.7559,6.2932,4.9769,9.2918,2.5983,22.1343,1.3574,32.3903,108.0666,2.2908,2.4327,0.8396,53.4636
2014/11/28,1.7728,0,-0.1342,-0.5357,0,0,10,-1.889,-3.1496,-0.3578,0.7246,-3.2659,1.8298,-0.6652,1.9531,,2.5048,0.7403,1.3015,,6.805,3.6933,2.0921,2.7664,6.5007,1.1664,0.7802,0.3161,3405951828,1782361080,2925198936,2395100000,2753531966,1952467000,5524453110,10678648500,3719520000,5422395000,1430017116,41060560690,,5422395000,98.9502,38.52,28.3687,54.9681,101.986,89.2722,95.5349,38.7014,355.5359,266.445,35.3296,31.7169,30.9892,131.4648,5.3276,3.4967,4.1917,3.2368,5.5261,26.8469,7.6823,4.2389,8.1105,4.4293,3.9623,4.5295,2.0116,2.1854,10.7554,2.7559,6.2848,4.9502,9.2918,2.5983,24.3477,1.3317,31.3702,107.68,2.3074,2.3533,0.8553,53.1296
2014/12/1,-3.4046,0,-1.9489,1.7953,-1.9591,0,0.2533,-1.867,-1.7422,-2.693,-1.6787,-3.6614,-3.3693,-2.2321,1.3398,,2.1888,1.2086,1.7691,,8.4453,3.6419,1.9396,3.4032,5.4191,0.9204,0.8764,0.4256,3289993056,1782361080,2868189011,2438100000,2699588153,1952467000,5538446940,10479280500,3654720000,5276370000,1406012032,39557154521,,5276370000,95.5813,38.52,27.8158,55.955,99.988,89.2722,95.7769,37.9789,349.3419,259.2697,34.7365,30.5556,29.9568,128.5806,5.1462,3.4967,4.11,3.2949,5.4179,26.8469,7.7018,4.1598,7.9692,4.31,3.8958,4.3637,1.9446,2.1375,10.3892,2.7559,6.1623,5.0391,9.1097,2.5983,24.4094,1.3069,30.8236,104.7801,2.2687,2.2671,0.8268,51.964
2014/12/2,0.082,0,3.8382,0.5291,-0.0888,0,1.3476,0.2378,0.1182,0.9225,-0.4268,2.8875,2.7429,0.4566,1.334,,4.2211,1.1808,2.2146,,7.3421,2.656,0.7489,2.5136,3.7069,0.8786,0.8009,0.2779,3292689772,1782361080,2978277143,2451000000,2697190650,1952467000,5613080700,10504201500,3659040000,5325045000,1400010762,40699352715,,5325045000,95.6597,38.52,28.8835,56.2511,99.8992,89.2722,97.0675,38.0692,349.7548,261.6614,34.5883,31.4379,30.7565,129.0751,5.1504,3.4967,4.2678,3.3123,5.4131,26.8469,7.8056,4.1697,7.9786,4.3498,3.8792,4.4897,1.9965,2.1457,10.3977,2.7559,6.3988,5.0658,9.1016,2.5983,24.7384,1.31,30.8601,105.7467,2.259,2.3326,0.8489,52.1639
2014/12/3,-0.6552,0,3.0363,-1.3158,0,0,-4.7368,1.72,-2.2432,0.5484,-0.2449,0.5037,0.0452,0,2.1488,,5.0159,0.8431,1.9934,,7.9945,3.5704,2.4504,3.5379,4.0663,0.8713,0.6028,0.4075,3271116047,1782361080,3068706680,2418750000,2697190650,1952467000,5347197930,10684878750,3576960000,5354250000,1396581464,40904362647,,5354250000,95.0329,38.52,29.7605,55.5109,99.8992,89.2722,92.4696,38.724,341.9091,263.0965,34.5035,31.5962,30.796,129.1825,5.1167,3.4967,4.3974,3.2688,5.4131,26.8469,7.4358,4.2414,7.7996,4.3736,3.8697,4.5123,1.999,2.1475,10.3296,2.7559,6.5931,4.9991,9.1016,2.5983,23.5665,1.3325,30.1678,106.3267,2.2535,2.3443,0.85,52.2073
