ÈÕÆÚ,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH,000524.SZ,000796.SZ,002033.SZ,002059.SZ,002159.SZ,002707.SZ,300178.SZ,600138.SH,600358.SH,600555.SH,600706.SH,601888.SH,900929.SH,900955.SH
2014/1/2,0.4983,0,1.1817,0.2262,-1.7934,,1.6124,-0.681,3.1477,0,1.2723,-0.6304,0.0568,-0.339,0.3132,,2.0265,0.3663,0.7176,,3.5081,0.7201,0.905,0.1496,1.0643,0.2293,0.2572,0.0289,1631512950,1222753936,2646921515,1904900000,1903557641,,2182083750,7268625000,1840320000,2891295000,1015108246,30518400000,,2891295000,47.3989,26.4259,19.7379,43.7179,61.0154,,40.6921,22.6739,175.9098,142.0721,25.2899,26.1517,24.4016,85.7745,2.552,2.3989,2.9165,2.5743,3.3061,,3.2722,2.4835,4.0128,2.3618,2.8364,3.7347,1.5839,1.4259,5.152,1.8906,4.3727,3.9371,5.559,,10.3707,0.7802,15.5211,57.4164,1.6517,1.9404,0.6735,34.6646
2014/1/3,-1.6529,0,-0.146,-0.6772,3.9043,,3.3719,1.0857,0,4.0404,-1.8425,-1.1246,-0.9643,1.3605,0.3922,,1.4437,0.3092,1.6569,,4.7037,0.7314,0.6536,0.4679,0.8857,0.2772,0.4047,0.1155,1604545794,1222753936,2643057396,1892000000,1977877902,,2255661450,7347541500,1840320000,3008115000,996404408.5,30175200000,,3008115000,46.6155,26.4259,19.7091,43.4219,63.3976,,42.0642,22.92,175.9098,147.8124,24.8239,25.8576,24.1857,87.0114,2.5098,2.3989,2.9122,2.5569,3.4352,,3.3825,2.5104,4.0128,2.4572,2.7841,3.6927,1.5699,1.4465,5.0669,1.8906,4.3663,3.9104,5.776,,10.7204,0.7887,15.5211,59.7363,1.6213,1.9185,0.6675,35.1644
2014/1/6,-1.6807,0,-5.3363,-3.4091,-1.9394,,-9.9456,-2.5438,-1.6432,-3.8835,-3.2423,-3.2954,-1.7755,-2.0134,0.4861,,1.8112,0.4203,1.0754,,7.5637,0.5933,0.4558,0.279,0.8686,0.3354,0.4925,0.1059,1577578638,1222753936,2502017053,1827500000,1939519058,,2031321600,7160634000,1810080000,2891295000,964097780.9,29180800000,,2891295000,45.832,26.4259,18.6574,41.9416,62.1681,,37.8807,22.337,173.0192,142.0721,24.019,25.0055,23.764,85.2874,2.4676,2.3989,2.7568,2.4697,3.3686,,3.0461,2.4466,3.9469,2.3618,2.6938,3.571,1.5426,1.4178,4.9817,1.8906,4.1333,3.7771,5.664,,9.6542,0.7686,15.2661,57.4164,1.5687,1.8553,0.6559,34.4677
2014/1/7,0,0,-0.3861,0.2353,2.0396,,1.669,2.8422,2.6253,-0.6734,0.2646,0.0905,1.2828,-0.6849,0.294,,1.1538,0.2385,1.9829,,3.2416,0.8061,0.7863,0.1268,1.1106,0.3133,0.3799,0.0354,1577578638,1222753936,2492356755,1831800000,1979076616,,2065225050,7364155500,1857600000,2871825000,966648304.2,29207200000,,2871825000,45.832,26.4259,18.5854,42.0403,63.436,,38.5129,22.9719,177.5615,141.1154,24.0826,25.0281,24.0622,84.6797,2.4676,2.3989,2.7462,2.4755,3.4373,,3.097,2.5161,4.0505,2.3459,2.7009,3.5743,1.5619,1.4077,4.9817,1.8906,4.1174,3.786,5.7795,,9.8153,0.7905,15.6669,57.0298,1.5729,1.857,0.6641,34.2221
2014/1/8,-1.7094,0,0,-0.8216,-2.3622,,4.7852,-1.2972,1.3953,1.0169,-0.7036,-2.2898,1.612,1.0345,0.3607,,1.0088,0.2435,1.6577,,5.1426,1.0676,0.8021,0.1491,0.791,0.471,0.5688,0.027,1550611482,1222753936,2492356755,1816750000,1932326775,,2164050000,7268625000,1883520000,2901030000,959846908.9,28538400000,,2901030000,45.0486,26.4259,18.5854,41.6949,61.9375,,40.3558,22.6739,180.0391,142.5505,23.9131,24.455,24.4649,85.6075,2.4255,2.3989,2.7462,2.4552,3.3561,,3.2452,2.4835,4.107,2.3697,2.6819,3.4924,1.5881,1.4231,4.8966,1.8906,4.1174,3.7549,5.643,,10.285,0.7802,15.8855,57.6097,1.5618,1.8145,0.6752,34.5971
2014/1/9,-0.5217,0,-1.0078,-0.8284,-0.3102,,-4.4,-2.1714,0.4587,-0.6711,2.6572,-0.0308,1.8697,-0.6826,0.2367,,0.8395,0.2143,1.0782,,4.345,1.1192,0.7129,0.1432,2.8955,0.3103,0.759,0.0375,1542521335,1222753936,2467239982,1801700000,1926333205,,2068831800,7110792000,1892160000,2881560000,985352141.2,28529600000,,2881560000,44.8135,26.4259,18.3981,41.3495,61.7454,,38.5802,22.1815,180.865,141.5938,24.5486,24.4475,24.9345,85.0649,2.4128,2.3989,2.7185,2.4349,3.3457,,3.1024,2.4295,4.1259,2.3538,2.7532,3.4914,1.6185,1.4141,4.871,1.8906,4.0759,3.7238,5.6255,,9.8324,0.7633,15.9583,57.2231,1.6033,1.8139,0.6882,34.3778
2014/1/10,-2.2727,0,-0.3915,-2.506,-0.4356,,-2.1269,-1.5771,-3.1963,-2.027,3.5375,5.3054,0.8343,-1.3746,0.2843,,0.8299,0.377,0.6043,,4.3173,0.9098,0.6205,0.1493,4.0524,0.6049,1.6148,0.0416,1507464032,1222753936,2457579684,1756550000,1917942208,,2024829450,6998647500,1831680000,2823150000,1020209292,30043200000,,2823150000,43.795,26.4259,18.326,40.3133,61.4765,,37.7596,21.8317,175.0839,138.7236,25.417,25.7445,25.101,83.757,2.358,2.3989,2.7078,2.3738,3.3311,,3.0364,2.3912,3.994,2.3061,2.8506,3.6766,1.6294,1.3924,4.7603,1.8906,4.0599,3.6305,5.601,,9.6233,0.7512,15.4483,56.0632,1.66,1.9102,0.6928,33.8492
2014/1/13,0.5367,0,-4.0094,-1.1016,1.625,,0.5344,0.5341,4.9528,-2.4138,-1.75,-1.7575,-0.8274,-1.3937,0.232,,1.4845,0.3458,1.1839,,2.2116,0.3839,1.052,0.2603,1.9386,0.4242,0.7419,0.0405,1515554178,1222753936,2359044650,1737200000,1949108769,,2035649700,7036029000,1922400000,2755005000,1002355629,29515200000,,2755005000,44.0301,26.4259,17.5913,39.8692,62.4755,,37.9614,21.9483,183.7555,135.3751,24.9722,25.2921,24.8697,82.5111,2.3706,2.3989,2.5993,2.3477,3.3852,,3.0526,2.404,4.1918,2.2504,2.8007,3.612,1.6143,1.3716,4.7859,1.8906,3.8971,3.5905,5.692,,9.6747,0.7553,16.2134,54.7099,1.631,1.8766,0.6864,33.3457
2014/1/14,1.7794,0,1.7199,1.3614,0.4305,,6.0241,2.0071,-4.2697,0.3534,0.2545,4.0847,0.2225,1.0601,0.2839,,0.916,0.2095,0.8985,,4.1063,0.5858,1.9347,0.1692,2.0015,0.3548,0.2754,0.0185,1542521335,1222753936,2399617899,1760850000,1957499766,,2158279200,7177248000,1840320000,2764740000,1004906153,30720800000,,2764740000,44.8135,26.4259,17.8938,40.4119,62.7444,,40.2482,22.3888,175.9098,135.8535,25.0357,26.3252,24.9168,83.3584,2.4128,2.3989,2.644,2.3797,3.3998,,3.2365,2.4522,4.0128,2.2584,2.8078,3.7595,1.6174,1.3857,4.871,1.8906,3.9642,3.6394,5.7165,,10.2575,0.7704,15.5211,54.9032,1.6351,1.9532,0.6877,33.6881
2014/1/15,-0.5245,0,-0.8857,0.9768,0.3062,,0.2005,1.0995,-3.5211,0,1.0998,-0.2578,0.4994,0,0.2518,,1.5808,0.2381,1.2164,,3.9392,1.103,0.9323,0.1263,1.9015,0.21,0.4678,0.0079,1534431188,1222753936,2378365245,1778050000,1963493335,,2162607300,7256164500,1775520000,2764740000,1015958420,30641600000,,2764740000,44.5785,26.4259,17.7353,40.8067,62.9365,,40.3289,22.635,169.7157,135.8535,25.3111,26.2573,25.0721,83.4611,2.4002,2.3989,2.6206,2.4029,3.4102,,3.243,2.4792,3.8715,2.2584,2.8387,3.7498,1.6275,1.3874,4.8455,1.8906,3.9291,3.6749,5.734,,10.2781,0.7789,14.9746,54.9032,1.6531,1.9482,0.692,33.7296
2014/1/16,0.3515,0,-0.4874,-0.3628,-0.1832,,-1.7011,-1.2593,1.7032,2.8169,-1.1715,-0.3733,-0.1657,0.3497,0.1992,,2.0456,0.2414,1.5349,,2.7956,0.9079,0.6373,0.2079,1.6449,0.2035,0.29,0.0347,1539824619,1222753936,2366772888,1771600000,1959897194,,2125818450,7164787500,1805760000,2842620000,1004055978,30527200000,,2842620000,44.7352,26.4259,17.6489,40.6587,62.8213,,39.6429,22.35,172.6063,139.6803,25.0145,26.1593,25.0552,83.8352,2.4086,2.3989,2.6078,2.3942,3.404,,3.1878,2.448,3.9375,2.322,2.8055,3.7358,1.6264,1.3937,4.8625,1.8906,3.9099,3.6616,5.7235,,10.1033,0.7691,15.2296,56.4498,1.6337,1.9409,0.6915,33.8808
2014/1/17,-1.0508,0,-1.0612,-1.8204,-1.2232,,-2.3414,-1.5652,-1.6746,-2.0548,-3.895,-2.6232,-0.3319,-0.3484,0.1702,,0.9764,0.1792,1.3618,,3.0452,0.833,0.2511,0.1151,1.4225,0.2375,0.15,0.0085,1523644325,1222753936,2341656114,1739350000,1935922916,,2076045300,7052643000,1775520000,2784210000,964947955.4,29726400000,,2784210000,44.2651,26.4259,17.4616,39.9185,62.0528,,38.7147,22.0001,169.7157,136.8102,24.0402,25.4731,24.9622,83.5103,2.3833,2.3989,2.5801,2.3506,3.3623,,3.1132,2.4097,3.8715,2.2743,2.6962,3.6378,1.6203,1.3883,4.8114,1.8906,3.8684,3.5949,5.6535,,9.8667,0.757,14.9746,55.2899,1.5701,1.89,0.689,33.7495
2014/1/20,0,0,-0.8251,1.4833,-2.7245,,-1.5288,1.4723,-1.2165,0.6993,0.4405,1.2729,-0.3885,0,0.1568,,0.8835,0.177,1.311,,2.881,0.6689,0.5003,0.074,0.8985,0.1705,0.2246,0.0027,1523644325,1222753936,2322335519,1765150000,1883179505,,2044305900,7156480500,1753920000,2803680000,969198827.4,30104800000,,2803680000,44.2651,26.4259,17.3175,40.5106,60.3622,,38.1228,22.324,167.6511,137.7669,24.1461,25.7973,24.8823,83.5678,2.3833,2.3989,2.5588,2.3855,3.2707,,3.0656,2.4451,3.8244,2.2902,2.7081,3.6841,1.6152,1.3892,4.8114,1.8906,3.8365,3.6482,5.4995,,9.7159,0.7682,14.7924,55.6765,1.577,1.9141,0.6868,33.7727
2014/1/21,0.885,0,1.3311,0.8526,1.5913,,4.5166,3.4243,0.7389,3.8194,1.8421,0.7308,0.2228,2.0979,0.1856,,1.0737,0.1619,1.1098,,3.9548,1.3894,0.2369,0.1597,1.0116,0.1361,0.3232,0.0651,1537127903,1222753936,2353248471,1780200000,1913147352,,2136638700,7401537000,1766880000,2910765000,987052490,30324800000,,2910765000,44.6568,26.4259,17.548,40.856,61.3228,,39.8447,23.0885,168.8899,143.0288,24.5909,25.9858,24.9309,85.2972,2.4044,2.3989,2.5929,2.4058,3.3228,,3.2041,2.5289,3.8527,2.3777,2.758,3.711,1.6183,1.418,4.854,1.8906,3.8876,3.6794,5.587,,10.1547,0.7945,14.9017,57.8031,1.6061,1.9281,0.6881,34.4716
2014/1/22,2.4561,0,3.0378,2.1739,-2.5689,,1.9919,2.6375,0.7335,0.6689,4.0482,1.1608,0.1112,1.7123,0.3606,,1.8926,0.2705,1.7546,,5.3562,2.3307,0.4552,0.2446,3.1822,0.4379,0.6805,0.0658,1574881922,1222753936,2424734673,1818900000,1864000083,,2179198350,7596751500,1779840000,2930235000,1027010687,30676800000,,2930235000,45.7537,26.4259,18.0811,41.7442,59.7474,,40.6383,23.6974,170.1287,143.9855,25.5864,26.2875,24.9672,86.7876,2.4634,2.3989,2.6716,2.4581,3.2374,,3.2679,2.5956,3.881,2.3936,2.8696,3.7541,1.6207,1.4427,4.9732,1.8906,4.0057,3.7593,5.4435,,10.357,0.8154,15.011,58.1897,1.6711,1.9504,0.6891,35.074
2014/1/23,0.6849,0,0.0797,1.6548,0.2572,,1.2579,-0.164,0.9709,-1.6611,0.0828,2.1801,0.2221,-0.3367,0.3316,,1.5244,0.5817,0.9008,5.8411,5.9445,1.428,0.5344,0.2332,3.4601,0.5514,0.3555,0.039,1585668785,1222753936,2426666732,1849000000,1868794939,490011500,2206609650,7584291000,1797120000,2881560000,1027860862,31345600000,,2881560000,46.0671,26.4259,18.0955,42.435,59.9011,22.4047,41.1495,23.6586,171.7804,141.5938,25.6076,26.8606,25.0308,86.5237,2.4803,2.3989,2.6738,2.4988,3.2458,6.7378,3.309,2.5913,3.9186,2.3538,2.872,3.836,1.6248,1.4383,5.0073,1.8906,4.0089,3.8215,5.4575,0.6521,10.4872,0.8141,15.1568,57.2231,1.6725,1.993,0.6909,34.9673
2014/1/24,1.3605,0,4.0605,1.1628,2.8865,9.9941,10.0033,-0.8215,-1.2019,0.6757,2.4814,-0.6738,2.6593,0.3378,0.3569,,2.4164,0.4794,1.3693,3.5909,12.1782,2.4733,0.5746,0.2138,3.6634,0.3548,1.3112,0.0452,1607242510,1222753936,2525201767,1870500000,1922737064,538983500,2427342750,7521988500,1775520000,2901030000,1053366094,31134400000,,2901030000,46.6938,26.4259,18.8303,42.9284,61.6302,24.6438,45.2658,23.4642,169.7157,142.5505,26.243,26.6796,25.6662,86.7137,2.514,2.3989,2.7823,2.5278,3.3394,7.4112,3.64,2.57,3.8715,2.3697,2.9432,3.8101,1.666,1.4415,5.0754,1.8906,4.1716,3.866,5.615,0.7173,11.5363,0.8074,14.9746,57.6097,1.714,1.9795,0.7084,35.0441
2014/1/27,-0.8389,1.8145,-1.6067,-0.6897,2.182,10.0054,-3.0906,-2.0983,1.4599,0.3356,-1.5335,0.2544,-0.4857,-0.6734,0.2509,2.1237,1.5056,0.4481,1.4032,1.2447,8.5308,1.3096,0.5096,0.1554,2.5739,0.4349,0.405,0.0231,1593758931,1244941004,2484628517,1857600000,1964692049,592911000,2352322350,7364155500,1801440000,2910765000,1037212780,31213600000,,2910765000,46.3021,26.9054,18.5277,42.6324,62.9749,27.1095,43.8668,22.9719,172.1933,143.0288,25.8406,26.7475,25.5361,86.1114,2.493,2.4424,2.7376,2.5104,3.4123,8.1527,3.5275,2.5161,3.9281,2.3777,2.8981,3.8198,1.6576,1.4315,5.0328,1.925,4.1046,3.8393,5.7375,0.789,11.1798,0.7905,15.1932,57.8031,1.6877,1.9846,0.7048,34.8007
2014/1/28,0,-2.9703,0.6221,-0.5787,-0.122,10.0049,2.3612,1.5228,-0.4796,2.0067,-1.1475,-1.7198,-0.4338,0.339,0.2089,1.2617,1.4833,0.3649,0.698,2.2182,9.3018,0.8918,0.1897,0.182,1.9576,0.348,0.3291,0.0415,1593758931,1207962558,2500084993,1846850000,1962294622,652231250,2407866300,7476300000,1792800000,2969175000,1025310338,30676800000,,2969175000,46.3021,26.1063,24.6701,42.3857,62.8981,29.8218,44.9026,23.3217,171.3675,145.899,25.5441,26.2875,25.4382,86.4472,2.493,2.3698,3.6452,2.4959,3.4081,8.9683,3.6108,2.5544,3.9092,2.4254,2.8649,3.7541,1.6512,1.4371,5.0328,1.8678,5.4654,3.8171,5.7305,0.868,11.4438,0.8025,15.1203,58.963,1.6683,1.9504,0.7021,34.9364
2014/1/29,-0.5076,0.4082,0.2318,0.6985,-0.3054,0,4.4937,4.2778,-0.9639,-0.6557,1.2438,-2.4957,0.3813,2.3649,0.3211,0.8983,1.0495,0.3869,0.5086,,8.647,2.7456,0.4285,0.3321,1.4978,0.4969,0.1599,0.1557,1585668785,1212893017,2505881172,1859750000,1956301052,652231250,2516068800,7796119500,1775520000,2949705000,1038062955,29911200000,,2949705000,46.0671,26.2128,24.7273,42.6817,62.706,29.8218,46.9204,24.3194,169.7157,144.9423,25.8618,25.6314,25.5435,88.5206,2.4803,2.3795,3.6537,2.5133,3.3977,8.9683,3.773,2.6637,3.8715,2.4095,2.9005,3.6604,1.6581,1.4715,5.0073,1.8754,5.4781,3.8438,5.713,0.868,11.958,0.8368,14.9746,58.5764,1.6891,1.9018,0.705,35.7743
2014/1/30,1.0204,-0.4065,-1.542,-1.1561,0.3676,0,4.6158,-1.4917,0,1.6502,0.7371,-1.0003,0.1085,0,0.2273,0.6529,1.123,0.2415,0.2448,,7.7485,1.4518,0.245,0.2065,1.8032,0.1544,0.1534,0.0839,1601849078,1207962558,2467239982,1838250000,1963493335,652231250,2632206150,7679821500,1775520000,2998380000,1045714524,29612000000,,2998380000,46.5371,26.1063,24.346,42.1883,62.9365,29.8218,49.0861,23.9566,169.7157,147.334,26.0524,25.375,25.5616,88.4872,2.5056,2.3698,3.5973,2.4843,3.4102,8.9683,3.9472,2.624,3.8715,2.4492,2.9219,3.6238,1.6593,1.471,5.0584,1.8678,5.3936,3.7993,5.734,0.868,12.51,0.8244,14.9746,59.543,1.7015,1.8827,0.7055,35.7609
2014/2/7,1.6835,1.2245,1.2529,1.4035,0.7937,10.0112,5.2891,1.1898,-0.2433,4.8701,1.3008,0.5646,-0.7046,1.3201,0.4168,0.7224,1.2868,0.2696,0.3983,4.7742,6.25,1.3736,0.3867,0.4881,2.4468,0.3363,0.3454,0.1156,1628816234,1222753936,2498152934,1864050000,1979076616,717527250,2771426700,7771198500,1771200000,3144405000,1059317315,29779200000,,3144405000,47.3206,26.4259,24.651,42.7804,63.436,32.8073,51.6824,24.2416,169.3028,154.5094,26.3913,25.5183,25.3977,89.7127,2.5478,2.3989,3.6424,2.5191,3.4373,9.8662,4.156,2.6552,3.8621,2.5685,2.9599,3.6443,1.6486,1.4914,5.1435,1.8906,5.4612,3.8527,5.7795,0.9549,13.1716,0.8342,14.9382,62.4428,1.7236,1.8934,0.701,36.2561
2014/2/10,2.649,4.8387,3.4803,2.8835,0.848,9.9939,0.2082,7.6964,0.4878,3.4056,1.9262,1.6253,1.31,0.9772,0.8843,2.426,2.8623,0.7191,0.7667,1.4898,6.7888,4.1991,1.7109,0.4507,3.4081,0.9708,0.6722,0.0988,1671963684,1281919449,2585095611,1917800000,1995858610,789236250,2777197500,8369302500,1779840000,3251490000,1079721501,30263200000,,3251490000,48.5741,27.7046,25.509,44.014,63.9739,36.0861,51.79,26.1073,170.1287,159.7713,26.8996,25.933,25.7279,90.5804,2.6153,2.5149,3.7692,2.5918,3.4664,10.8522,4.1646,2.8595,3.881,2.656,3.0169,3.7035,1.67,1.5058,5.2798,1.9821,5.6512,3.9637,5.8285,1.0503,13.1991,0.8984,15.011,64.5693,1.7568,1.9241,0.7101,36.6068
2014/2/11,0.1613,-0.3846,0.8969,0.6726,0.9009,10.0092,-6.2078,-0.2481,-1.4563,0,0.5512,10.0029,1.0776,-0.9677,1.0947,2.2218,3.4167,0.8699,1.2076,1.1285,8.4938,3.6706,1.4362,0.2254,4.4798,1.171,0.6606,0.0697,1674660400,1276988990,2608280325,1930700000,2013839318,868232750,2604794850,8348535000,1753920000,3251490000,1085672722,33290400000,,3251490000,48.6525,27.598,25.7377,44.31,64.5503,39.698,48.575,26.0426,167.6511,159.7713,27.0479,28.5271,25.9992,89.6833,2.6195,2.5053,3.803,2.6092,3.4977,11.9384,3.9061,2.8524,3.8244,2.656,3.0335,4.074,1.6877,1.4909,5.2883,1.9745,5.7019,3.9904,5.8811,1.1554,12.3797,0.8961,14.7924,64.5693,1.7665,2.1166,0.7176,36.2442
2014/2/12,2.8986,1.7375,0.3704,0.6682,-0.2381,0,1.44,-1.592,0,0,2.1926,0.9252,1.8124,-0.6515,0.8778,2.2515,2.4576,0.502,1.3855,,4.5013,2.3789,1.2913,0.2159,4.0153,1.3432,0.9112,0.0468,1723201281,1299176057,2617940623,1943600000,2009044463,868232750,2645052300,8215623000,1753920000,3251490000,1109477605,33598400000,,3251490000,50.0627,28.0775,25.8331,44.6061,64.3966,39.698,49.2745,25.628,167.6511,159.7713,27.641,28.791,26.4743,89.1122,2.6954,2.5488,3.8171,2.6266,3.4893,11.9384,3.9623,2.807,3.8244,2.656,3.1,4.1117,1.7185,1.4814,5.4416,2.0088,5.723,4.0171,5.8671,1.1554,12.558,0.8819,14.7924,64.5693,1.8053,2.1362,0.7307,36.0134
2014/2/13,0.313,-0.3795,-3.0996,-1.2168,0.895,0,-6.3609,-2.3761,-1.7241,-1.7964,-3.6782,-0.5762,0.7853,-0.3279,1.9939,1.6608,2.2462,0.5067,2.1632,,4.9466,1.9149,0.9341,0.2677,3.4239,0.5648,0.7467,0.0506,1728594712,1294245598,2536794124,1919950000,2027025171,868232750,2476803000,8020408500,1723680000,3193080000,1068669233,33404800000,,3193080000,50.2194,27.971,25.0323,44.0633,64.9729,39.698,46.1402,25.019,164.7605,156.9012,26.6243,28.6251,26.6918,88.852,2.7039,2.5391,3.6988,2.5947,3.5206,11.9384,3.7103,2.7403,3.7585,2.6083,2.986,4.088,1.7326,1.4771,5.4586,2.0012,5.5456,3.9682,5.9196,1.1554,11.7592,0.8609,14.5374,63.4094,1.7389,2.1239,0.7367,35.9083
2014/2/14,-1.4041,0.9524,3.9604,2.2396,1.6558,0,9.3294,0.6214,2.005,1.8293,7.8759,0.6586,0.4675,0.3289,1.936,1.4802,3.8007,0.6486,1.2342,,10.0277,1.8223,0.6701,0.2343,8.3267,0.6723,0.4797,0.0316,1704324272,1306571746,2637261218,1962950000,2060589160,868232750,2707875000,8070250500,1758240000,3251490000,1152836500,33624800000,,3251490000,49.5143,28.2374,26.0237,45.0502,66.0488,39.698,50.4448,25.1745,168.064,159.7713,28.7212,28.8137,26.8035,89.1005,2.6659,2.5633,3.8452,2.6528,3.5789,11.9384,4.0565,2.7573,3.8339,2.656,3.2212,4.1149,1.7399,1.4812,5.382,2.0202,5.7653,4.0571,6.0176,1.1554,12.8562,0.8663,14.8289,64.5693,1.8758,2.1379,0.7398,36.0087
2014/2/17,0.4747,1.6981,1.9048,0.5476,2.3269,10.005,8.7467,4.9408,1.4742,-1.497,-0.2212,-1.0992,-0.879,-0.3279,1.847,2.0345,4.3387,0.7716,2.4559,0.4183,8.8685,3.5998,1.0655,0.4422,5.8372,0.7812,0.4985,0.0364,1712414419,1328758814,2687494765,1973700000,2108537715,955099750,3138428800,8468986500,1784160000,3202815000,1150285977,33255200000,,3202815000,49.7493,28.7169,26.5194,45.2969,67.5857,43.6698,54.857,26.4183,170.5416,157.3795,28.6576,28.4969,26.5605,88.7836,2.6786,2.6068,3.9185,2.6673,3.6621,13.1329,4.4113,2.8936,3.8904,2.6162,3.2141,4.0697,1.7241,1.4759,5.4075,2.0546,5.8751,4.0793,6.1576,1.271,13.9807,0.9091,15.0475,63.6027,1.8717,2.1144,0.7331,35.8806
2014/2/18,-0.9449,-1.2987,-0.8627,-1.7429,-1.2507,9.9954,-2.6484,-1.3732,-0.4843,-2.7356,-1.8477,0.7409,-2.8169,-0.3289,0.7391,1.5175,3.049,0.8857,1.2829,18.2574,4.922,3.5925,1.0767,0.4167,4.0648,0.5497,0.7792,0.0521,1696234125,1311502206,2664310051,1939300000,2082166010,1050566000,3055312000,8352688500,1775520000,3115200000,1129031616,33501600000,,3115200000,49.2792,28.3439,26.2906,44.5074,66.7404,48.0348,53.4042,26.0555,169.7157,153.0743,28.1281,28.7081,25.8207,88.5206,2.6532,2.573,3.8847,2.6208,3.6163,14.4455,4.2944,2.8538,3.8715,2.5447,3.1547,4.0998,1.6761,1.4715,5.3564,2.0279,5.8244,4.0082,6.0806,1.3981,13.6105,0.8966,14.9746,61.8628,1.8371,2.13,0.7127,35.7743
2014/2/19,0.318,-0.188,0.2175,-0.3326,2.5331,10.0028,-1.5113,3.0333,0.4866,0.9375,0.9036,-0.3677,1.1272,-0.33,0.7212,1.6674,2.3059,0.6542,1.7042,6.1598,3.7928,2.7168,0.8911,0.2395,6.2737,0.4247,0.8319,0.0275,1701627556,1309036976,2670106229,1932850000,2134909420,1155651750,3009136000,8606052000,1784160000,3144405000,1139233709,33378400000,,3144405000,49.4359,28.2907,26.3478,44.3594,68.431,52.8396,52.5971,26.8459,170.5416,154.5094,28.3823,28.6025,26.1246,88.2718,2.6617,2.5681,3.8931,2.6121,3.7079,15.8905,4.2295,2.9404,3.8904,2.5685,3.1832,4.0847,1.6958,1.4674,5.3734,2.0241,5.8371,3.9949,6.2346,1.5379,13.4048,0.9238,15.0475,62.4428,1.8537,2.1222,0.721,35.6738
2014/2/20,-0.1585,-1.5066,-2.8944,0,0.6176,0,-3.8363,-4.0058,-1.4528,-0.3096,-3.6567,-1.8191,0.1592,-0.6623,0.9541,1.6039,2.797,0.6252,0.6935,,3.2986,2.643,0.7592,0.1739,4.1963,0.4584,0.2655,0.0412,1698930841,1289315138,2592823849,1932850000,2148095273,1155651750,2893696000,8261311500,1758240000,3134670000,1097575163,32771200000,,3134670000,49.3576,27.8644,25.5852,44.3594,68.8536,52.8396,50.5793,25.7705,168.064,154.031,27.3444,28.0822,26.1846,87.7489,2.6575,2.5294,3.7804,2.6121,3.7309,15.8905,4.0673,2.8226,3.8339,2.5606,3.0668,4.0104,1.6997,1.4587,5.3649,1.9936,5.6681,3.9949,6.2731,1.5379,12.8905,0.8868,14.8289,62.2495,1.7859,2.0836,0.7227,35.4625
2014/2/21,-2.381,-0.3824,-1.1177,-1.5573,-2.6228,0,6.383,-2.2624,0,-0.3106,0.3873,-0.9667,-1.3778,-1,0.6545,0.8015,1.9751,0.2941,1.6498,,5.0052,1.5195,0.7385,0.1644,2.0762,0.4771,0.4096,0.1157,1658480106,1284384679,2563842957,1902750000,2091755721,1155651750,3078400000,8074404000,1758240000,3124935000,1101826035,32454400000,,3124935000,48.1824,27.7579,25.2993,43.6686,67.0478,52.8396,53.8078,25.1874,168.064,153.5527,27.4503,27.8107,25.8365,86.914,2.5942,2.5198,3.7382,2.5714,3.633,15.8905,4.3269,2.7588,3.8339,2.5526,3.0787,3.9717,1.6771,1.4448,5.2372,1.9859,5.6048,3.9326,6.1086,1.5379,13.7133,0.8667,14.8289,62.0561,1.7928,2.0635,0.7131,35.1251
2014/2/24,0.6504,2.4952,1.2811,-1.0169,0.8596,0,6.675,3.858,0,-3.4268,0.0772,4.3926,-3.2241,-1.6835,0.7137,2.2405,2.1551,0.4231,0.6695,,6.5535,1.9731,0.6573,0.3396,2.0548,0.6223,0.8096,0.0804,1669266969,1316432665,2596687968,1883400000,2109736429,1155651750,3283883200,8385916500,1758240000,3017850000,1102676210,33880000000,,3017850000,48.4958,28.4505,25.6234,43.2245,67.6241,52.8396,57.3995,26.1592,168.064,148.2908,27.4715,29.0323,25.0088,85.469,2.6111,2.5826,3.7861,2.5453,3.6642,15.8905,4.6157,2.8652,3.8339,2.4651,3.081,4.1461,1.6234,1.4208,5.2713,2.0355,5.6766,3.8926,6.1611,1.5379,14.6287,0.9002,14.8289,59.9296,1.7942,2.1541,0.6902,34.5411
