ÈÕÆÚ,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH
2014/1/2,0.7326,0.4464,-0.4505,-1.0032,0,-1.0721,3.688,,0.1244,-0.3813,-2.7372,0.7009,0,,,-1.3906,,,,,-0.3933,0.7554,0.2002,0.7621,0.4996,1.2533,0.3609,3.3013,,0.3457,0.2942,1.2634,1.2302,,,,0.2786,,,,,0.0643,3546956100,1582376342,1479649050,4661082055,4000052481,10120581951,1579885440,,3715234454,2145099924,8767155943,953513449.9,1521708567,,,14855718267,,,,,2145099924,173.5067,23.8015,37.8712,27.4448,358.216,30.5597,48.9248,,111.614,38.2245,31.4208,-191.1326,87.6611,,,21.849,,,,,19.7771,3.2049,1.6523,2.2189,3.9857,5.1503,3.2832,6.1219,,2.2521,10.295,2.2214,58.843,11.6481,,,3.1017,,,,,5.3266,1.5992,0.9501,3.2192,4.9073,5.9628,2.5433,14.6351,,2.4371,2.6784,2.263,13.8519,3.7468,,,1.8016,,,,,1.3858
2014/1/3,-1.0909,-0.8889,-2.5641,-0.6538,-1.0558,-1.7734,1.4286,,-1.8634,-2.6794,-4.1276,-2.3202,0,,,-3.8462,,,,,-0.3948,0.7425,0.2257,1.0488,0.4272,1.5103,0.3363,4.9275,,0.6601,0.5046,1.4321,1.0176,,,,0.6523,,,,,0.1284,3508262033,1568310774,1441709331,4630607508,3957819649,9941103650,1602455232,,3646006483,2087623562,8405284591,931390168,1521708567,,,14284344488,,,,,2087623562,171.6139,23.5899,36.9001,27.2653,354.434,30.0177,49.6237,,109.5343,37.2003,30.1239,-186.6979,87.6611,,,21.0087,,,,,19.7149,3.17,1.6376,2.162,3.9596,5.0959,3.225,6.2094,,2.2101,10.0192,2.1297,57.4777,11.6481,,,2.9824,,,,,5.3098,1.5818,0.9416,3.1366,4.8752,5.8998,2.4982,14.8441,,2.3917,2.6067,2.1696,13.5305,3.7468,,,1.7323,,,,,1.3814
2014/1/6,0,-3.3632,-3.5604,-0.3949,-2.8963,-1.3039,-8.9394,,-3.5443,-2.0157,-4.501,-3.5629,0,,,-4.9333,,,,,-3.0578,,0.2587,1.0086,0.8056,1.3123,0.2261,11.0882,,0.7323,0.3396,1.1557,0.9399,,,,0.4484,,,,,0.2172,3508262033,1515564896,1390379122,4612322779,3843187677,9811480433,1459206144,,3516780937,2045542655,8026964541,898205245.1,1521708567,,,13579650159,,,,,2045542655,171.6139,22.7966,35.5863,27.1577,344.1684,29.6263,45.1877,,105.652,36.4504,28.768,-180.046,87.6611,,,19.9723,,,,,19.1183,3.17,1.5825,2.085,3.944,4.9483,3.183,5.6543,,2.1318,9.8172,2.0339,55.4298,11.6481,,,2.8353,,,,,5.1491,1.5818,0.91,3.025,4.856,5.7289,2.4656,13.5172,,2.3069,2.5541,2.072,13.0484,3.7468,,,1.6468,,,,,1.3396
2014/1/7,0,0,-0.4815,-0.2973,1.5699,1.5244,-2.1465,,-0.2625,0.8028,0.8197,-1.2315,0,,,0.561,,,,,0.993,,0.1341,0.8093,0.5122,1.2082,0.2964,3.8841,,0.5958,0.295,0.6418,1.5753,,,,0.2289,,,,,0.1884,3508262033,1515564896,1383683878,4598609233,3903520294,9961045683,1427884800,,3507550541,2061964472,8092759332,887143604.2,1521708567,,,13655833330,,,,,2061964472,171.6139,22.7966,35.415,27.0769,349.5713,30.0779,44.2177,,105.3747,36.7431,29.0038,-177.8287,87.6611,,,20.0843,,,,,19.3028,3.17,1.5825,2.075,3.9323,5.026,3.2315,5.533,,2.1262,9.896,2.0506,54.7472,11.6481,,,2.8512,,,,,5.1988,1.5818,0.91,3.0104,4.8415,5.8189,2.5032,13.227,,2.3009,2.5746,2.0889,12.8877,3.7468,,,1.656,,,,,1.3526
2014/1/8,0,-1.6241,-0.8065,2.5845,-2.7821,-0.4004,1.1613,,-0.9211,-0.8462,-0.6098,-0.9975,0,,,-0.4184,,,,,-0.2313,,0.2895,0.854,1.1316,1.5406,0.2299,2.3059,,0.6739,0.2395,0.7297,0.6019,,,,0.2407,,,,,0.1626,3508262033,1490950153,1372525137,4717459968,3794921584,9921161617,1444466688,,3475244154,2044516291,8043413239,878294291.4,1521708567,,,13598695952,,,,,2044516291,171.6139,22.4263,35.1294,27.7767,339.846,29.9575,44.7312,,104.4042,36.4322,28.827,-176.0548,87.6611,,,20.0003,,,,,19.2698,3.17,1.5568,2.0583,4.0339,4.8862,3.2185,5.5972,,2.1066,9.8123,2.0381,54.2011,11.6481,,,2.8393,,,,,5.1899,1.5818,0.8952,2.9861,4.9666,5.657,2.4932,13.3806,,2.2797,2.5528,2.0762,12.7591,3.7468,,,1.6491,,,,,1.3503
2014/1/9,0,-1.1792,-1.1382,-1.0013,-6.5183,-0.402,-1.5306,,-1.5936,-0.6526,-2.454,-2.5189,0,,,-2.6611,,,,,0.8116,,0.2808,0.846,0.5731,3.118,0.2228,2.5514,,0.4738,0.3385,0.7525,0.9317,,,,0.426,,,,,0.152,3508262033,1473368194,1356902900,4670224420,3547557856,9881277550,1422357504,,3419861777,2031173564,7846028865,856171009.5,1521708567,,,13236825892,,,,,2031173564,171.6139,22.1619,43.5316,27.4986,317.6939,29.8371,44.0466,,102.7404,36.1944,28.1195,-171.6202,87.6611,,,19.4681,,,,,19.4357,3.17,1.5384,2.5505,3.9935,4.5677,3.2056,5.5115,,2.073,9.7483,1.988,52.8358,11.6481,,,2.7637,,,,,5.2346,1.5818,0.8846,3.7003,4.9169,5.2882,2.4832,13.1758,,2.2434,2.5362,2.0253,12.4378,3.7468,,,1.6052,,,,,1.3619
2014/1/10,0,-2.6253,-0.1645,-1.2398,-2.551,-3.0272,-3.4974,,-1.4845,1.7686,-3.7736,-2.0672,0,,,-1.1511,,,,,-0.46,,0.2039,0.5946,1.1259,1.544,0.1893,2.8542,,0.757,0.8373,0.874,0.948,,,,0.2302,,,,,0.2635,3508262033,1434687883,1354671151,4612322779,3457058931,9582147049,1372611840,,3369094598,2067096290,7549952304,838472384,1521708567,,,13084459551,,,,,2067096290,171.6139,21.58,43.46,27.1577,309.5894,28.9338,42.5061,,101.2152,36.8345,27.0584,-168.0725,87.6611,,,19.244,,,,,19.3143,3.17,1.4981,2.5464,3.944,4.4511,3.1086,5.3188,,2.0423,9.9207,1.913,51.7436,11.6481,,,2.7319,,,,,5.2019,1.5818,0.8614,3.6942,4.856,5.1533,2.408,12.715,,2.2101,2.581,1.9488,12.1806,3.7468,,,1.5868,,,,,1.3534
2014/1/13,0,0.7353,1.1532,-1.0572,0.1745,-0.6243,0.5369,,0.5479,-1.8868,0.2179,-0.7916,0,,,0.8734,,,,,-5.026,,0.1638,0.4016,0.3222,1.0979,0.095,1.8123,,0.375,0.4477,0.4587,0.551,,,,0.1968,,,,,0.4373,3508262033,1445237059,1370293389,4563563503,3463092193,9522320949,1379981568,,3387555391,2028094474,7566401002,831835399.4,1521708567,,,13198734306,,,,,2028094474,171.6139,21.7387,43.9612,26.8706,310.1297,28.7532,42.7343,,101.7698,36.1395,27.1174,-166.7421,87.6611,,,19.412,,,,,18.3261,3.17,1.5091,2.5757,3.9023,4.4589,3.0891,5.3473,,2.0535,9.7335,1.9172,51.334,11.6481,,,2.7558,,,,,4.9358,1.5818,0.8678,3.7369,4.8046,5.1623,2.393,12.7833,,2.2222,2.5323,1.9531,12.0842,3.7468,,,1.6006,,,,,1.2841
2014/1/14,0,1.9465,0.4886,1.1018,0.6969,0.4188,3.5381,,0.4087,0.5567,1.087,3.4574,0,,,2.0202,,,,,-1.5207,,0.1543,0.4922,0.5628,0.7856,0.1434,2.3104,,0.5909,0.3423,0.5507,1.0121,,,,0.1951,,,,,0.3002,3508262033,1473368194,1376988633,4613846507,3487225239,9562205015,1428806016,,3401400985,2039384473,7648644491,860595665.9,1521708567,,,13465375404,,,,,2039384473,171.6139,22.1619,44.176,27.1667,312.2909,28.8736,44.2463,,102.1858,36.3407,27.4121,-172.5071,87.6611,,,19.8042,,,,,18.0415,3.17,1.5384,2.5883,3.9453,4.49,3.1021,5.5365,,2.0618,9.7877,1.938,53.1088,11.6481,,,2.8114,,,,,4.8591,1.5818,0.8846,3.7551,4.8576,5.1983,2.403,13.2356,,2.2313,2.5464,1.9743,12.502,3.7468,,,1.6329,,,,,1.2642
2014/1/15,0,-0.2387,-0.3241,0.7596,0.173,-1.7727,-0.7737,,0.1357,1.2582,0.8602,-0.5141,0,,,-0.7072,,,,,1.2353,,0.1806,0.5335,0.5663,0.9756,0.1812,1.7804,,0.4765,0.8162,0.5301,0.5393,,,,0.1549,,,,,0.1303,3508262033,1469851802,1372525137,4648892236,3493258501,9392697731,1417751424,,3406016183,2065043563,7714439282,856171009.5,1521708567,,,13370146440,,,,,2065043563,171.6139,22.109,44.0328,27.373,312.8312,28.3618,43.9039,,102.3244,36.7979,27.6479,-171.6202,87.6611,,,19.6641,,,,,18.2869,3.17,1.5348,2.5799,3.9753,4.4978,3.0471,5.4937,,2.0646,9.9108,1.9547,52.8358,11.6481,,,2.7915,,,,,4.9252,1.5818,0.8825,3.7429,4.8945,5.2073,2.3604,13.1331,,2.2343,2.5785,1.9913,12.4378,3.7468,,,1.6214,,,,,1.2814
2014/1/16,0,2.6316,0.4878,-0.5572,-0.6908,0.3185,0.4224,,0.6775,0,-0.2132,0.2584,0,,,0.2849,,,,,1.4643,,0.2574,0.4552,0.3996,1.0804,0.1162,1.3393,,0.4306,0.4602,0.4887,0.6258,,,,0.1867,,,,,0.1704,3508262033,1508532112,1379220381,4622988871,3469125455,9422610782,1423739328,,3429092173,2065043563,7697990584,858383337.7,1521708567,,,13408238026,,,,,2065043563,171.6139,22.6908,44.2476,27.2205,310.67,28.4521,44.0894,,103.0177,36.7979,27.589,-172.0637,87.6611,,,19.7202,,,,,18.5729,3.17,1.5752,2.5925,3.9531,4.4667,3.0568,5.5169,,2.0786,9.9108,1.9505,52.9723,11.6481,,,2.7995,,,,,5.0023,1.5818,0.9058,3.7612,4.8672,5.1713,2.3679,13.1886,,2.2494,2.5785,1.987,12.4699,3.7468,,,1.626,,,,,1.3014
2014/1/17,0,-0.4662,-1.9417,0.7251,-6.9565,0.1058,0.6794,,-1.6151,-0.7455,-2.3504,-0.5155,0,,,-0.8523,,,,,1.2026,,0.1205,0.5138,0.6794,3.7576,0.107,1.947,,0.3994,0.4003,0.4871,0.4223,,,,0.1521,,,,,0.0548,3508262033,1501499328,1352439403,4656510873,3227794988,9432581798,1433412096,,3373709796,2049648109,7517054908,853958681.3,1521708567,,,13293963270,,,,,2049648109,171.6139,22.585,43.3884,27.4179,289.0582,28.4822,44.3889,,101.3539,36.5236,26.9405,-171.1767,87.6611,,,19.5521,,,,,18.7889,3.17,1.5678,2.5422,3.9818,4.156,3.06,5.5544,,2.0451,9.8369,1.9047,52.6993,11.6481,,,2.7756,,,,,5.0604,1.5818,0.9015,3.6882,4.9025,4.8116,2.3704,13.2782,,2.2131,2.5593,1.9403,12.4056,3.7468,,,1.6122,,,,,1.3166
2014/1/20,0,-1.171,-2.6403,-1.8325,-3.3645,-1.0571,-2.6671,,-3.0096,-0.2003,-1.0941,0,0,,,-0.8596,,,,,-1.0101,,0.1046,0.8908,1.5042,1.7935,0.1274,1.5453,,0.4654,0.3941,0.3436,0.5199,,,,0.0907,,,,,0.116,3508262033,1483917369,1316731432,4571182140,3119196278,9332871631,1395181632,,3272175439,2045542655,7434811419,853958681.3,1521708567,,,13179688514,,,,,2045542655,171.6139,22.3205,42.2428,26.9154,279.3329,28.1811,43.205,,98.3035,36.4504,26.6458,-171.1767,87.6611,,,19.384,,,,,18.6119,3.17,1.5495,2.475,3.9088,4.0161,3.0277,5.4062,,1.9835,9.8172,1.8838,52.6993,11.6481,,,2.7518,,,,,5.0128,1.5818,0.891,3.5908,4.8126,4.6497,2.3453,12.9241,,2.1465,2.5541,1.9191,12.4056,3.7468,,,1.5983,,,,,1.3042
2014/1/21,0,0.9479,0.339,0.8667,1.1605,0.8547,0.6603,,1.4104,0.3512,3.5398,1.5544,0,,,0.7225,,,,,0.8403,,0.1465,0.5557,0.8315,0.7411,0.118,0.9775,,0.3226,0.4602,0.7652,0.4514,,,,0.1346,,,,,0.0094,3508262033,1497982937,1321194928,4610799052,3155395848,9412639765,1404393792,,3318327420,2052727200,7697990584,867232650.5,1521708567,,,13274917477,,,,,2052727200,171.6139,22.5321,42.386,27.1487,282.5746,28.422,43.4903,,99.6901,36.5785,27.589,-173.8375,87.6611,,,19.5241,,,,,18.7631,3.17,1.5641,2.4834,3.9427,4.0627,3.0536,5.4419,,2.0115,9.8517,1.9505,53.5184,11.6481,,,2.7717,,,,,5.0535,1.5818,0.8994,3.603,4.8544,4.7037,2.3654,13.0094,,2.1768,2.5631,1.987,12.5984,3.7468,,,1.6098,,,,,1.3148
2014/1/22,0,1.6432,2.1959,1.9498,3.2505,2.1186,2.263,,1.669,0.8,2.1368,2.2959,0,,,2.0086,,,,,-0.2976,,0.2662,1.0411,1.0208,1.5405,0.1951,1.9609,,0.6089,0.4746,0.8487,0.8934,,,,0.3323,,,,,0.0914,3508262033,1522597680,1350207655,4700698967,3257961296,9612060099,1436175744,,3373709796,2069149018,7862477563,887143604.2,1521708567,,,13541558574,,,,,2069149018,171.6139,22.9023,43.3168,27.6781,291.7597,29.0242,44.4745,,101.3539,36.8711,28.1785,-177.8287,87.6611,,,19.9162,,,,,18.7137,3.17,1.5898,2.538,4.0196,4.1948,3.1183,5.5651,,2.0451,9.9305,1.9922,54.7472,11.6481,,,2.8273,,,,,5.0402,1.5818,0.9142,3.6821,4.949,4.8565,2.4155,13.3038,,2.2131,2.5836,2.0295,12.8877,3.7468,,,1.6422,,,,,1.3113
2014/1/23,0,-0.2309,0.8264,1.0697,3.5185,0.1037,0.4169,,0,0.1984,-0.8368,0.2494,0,,,-0.4219,,,,,0.8955,,0.1682,1.207,1.2806,1.5458,0.1321,2.2125,,0.5369,0.3361,0.5551,0.9822,,,,0.1648,,,,,0.0813,3508262033,1519081288,1361366396,4750981971,3372593268,9622031116,1442163648,,3373709796,2073254472,7796682771,889355932.4,1521708567,,,13484421196,,,,,2073254472,171.6139,22.8495,43.6748,27.9741,302.0253,29.0543,44.6599,,101.3539,38.9127,27.9427,-178.2721,87.6611,,,19.8322,,,,,19.8938,3.17,1.5862,2.5589,4.0626,4.3424,3.1215,5.5883,,2.0451,10.4804,1.9755,54.8837,11.6481,,,2.8154,,,,,5.358,1.5818,0.9121,3.7125,5.0019,5.0274,2.418,13.3593,,2.2131,2.7267,2.0125,12.9198,3.7468,,,1.6353,,,,,1.394
2014/1/24,0,1.6204,0.8197,0.1924,4.8301,-0.2073,1.4053,,0.5472,1.2376,2.9536,0.995,0,,,0.2825,,,,,-0.0592,,0.3015,0.8936,0.9805,2.2315,0.2657,2.5463,,0.5952,0.6374,1.0309,0.6706,,,,0.2886,,,,,0.2883,3508262033,1543696031,1372525137,4760124335,3535491333,9602089082,1462430400,,3392170589,2098913562,8026964541,898205245.1,1521708567,,,13522512782,,,,,2098913562,171.6139,23.2197,44.0328,28.028,316.6133,28.9941,45.2875,,101.9085,39.3943,28.768,-180.046,87.6611,,,19.8882,,,,,19.8586,3.17,1.6119,2.5799,4.0704,4.5521,3.115,5.6668,,2.0563,10.6101,2.0339,55.4298,11.6481,,,2.8234,,,,,5.3485,1.5818,0.9269,3.7429,5.0116,5.2702,2.413,13.547,,2.2252,2.7604,2.072,13.0484,3.7468,,,1.6399,,,,,1.3915
2014/1/27,0,0.2278,-1.4634,-2.7529,0.1706,-1.3499,-1.4173,,-1.6327,-0.3912,-0.2049,-1.7241,0,,,-2.1127,,,,,-0.1776,,0.2033,0.7242,0.6227,1.4291,0.1342,2.3011,,0.5721,0.3798,1.0258,1.0369,,,,0.2978,,,,,0.0929,3508262033,1547212423,1352439403,4629083780,3541524594,9472465865,1441703040,,3336788212,2090702653,8010515843,882718947.8,1521708567,,,13236825892,,,,,2090702653,171.6139,23.2726,43.3884,27.2564,317.1536,28.6026,44.6456,,100.2447,39.2402,28.709,-176.9418,87.6611,,,19.4681,,,,,19.8191,3.17,1.6155,2.5422,3.9583,4.5599,3.073,5.5865,,2.0227,10.5686,2.0297,54.4741,11.6481,,,2.7637,,,,,5.3379,1.5818,0.929,3.6882,4.8736,5.2792,2.3804,13.355,,2.1889,2.7496,2.0677,12.8234,3.7468,,,1.6052,,,,,1.3888
2014/1/28,0,-0.9091,1.1551,-1.9092,0.1704,-0.8421,-0.9265,,0.4149,-1.9146,0,-1.2531,0,,,0.2878,,,,,0.2372,,0.1628,0.6974,0.5344,1.1401,0.1188,1.5097,,0.4373,0.4163,0.4538,0.7221,,,,0.1478,,,,,0.0448,3508262033,1533146855,1368061640,4540707592,3547557856,9392697731,1428345408,,3350633806,2050674473,8010515843,871657306.9,1521708567,,,13274917477,,,,,2050674473,171.6139,23.061,43.8896,26.736,317.6939,28.3618,44.232,,100.6606,38.4889,28.709,-174.7244,87.6611,,,19.5241,,,,,19.8762,3.17,1.6009,2.5715,3.8828,4.5677,3.0471,5.5347,,2.0311,10.3663,2.0297,53.7915,11.6481,,,2.7717,,,,,5.3533,1.5818,0.9205,3.7308,4.7806,5.2882,2.3604,13.2313,,2.198,2.697,2.0677,12.6627,3.7468,,,1.6098,,,,,1.3928
2014/1/29,0,0.4587,0.9788,0.4362,0,1.0616,1.7414,,3.5813,3.2533,0.2053,2.5381,0,,,0.2869,,,,,-0.2367,,0.1826,0.8277,0.3541,1.033,0.1562,1.156,,1.2444,0.578,0.318,1.0657,,,,0.1303,,,,,0.0861,3508262033,1540179639,1381452130,4560516048,3547557856,9492407898,1453218240,,3470628956,2117388107,8026964541,893780588.8,1521708567,,,13313009062,,,,,2117388107,171.6139,23.1668,44.3192,26.8526,317.6939,28.6629,45.0022,,104.2655,39.7411,28.768,-179.1591,87.6611,,,19.5801,,,,,19.8357,3.17,1.6082,2.5967,3.8997,4.5677,3.0794,5.6311,,2.1038,10.7035,2.0339,55.1567,11.6481,,,2.7796,,,,,5.3424,1.5818,0.9248,3.7673,4.8014,5.2882,2.3854,13.4617,,2.2767,2.7847,2.072,12.9841,3.7468,,,1.6145,,,,,1.3899
2014/1/30,0,0.6849,0,0,-0.5102,-1.7857,-1.2361,,-0.266,0.6302,0,1.2376,0,,,-2.7182,,,,,-0.3559,,0.1939,0.5354,0.4037,0.7774,0.2516,1.2485,,0.5262,0.3819,0.5728,1.083,,,,0.3129,,,,,0.0192,3508262033,1550728815,1381452130,4560516048,3529458071,9322900615,1435254528,,3461398560,2130730834,8026964541,904842229.7,1521708567,,,12951139002,,,,,2130730834,171.6139,23.3255,44.3192,26.8526,316.073,28.151,44.446,,103.9882,39.9915,28.768,-181.3764,87.6611,,,19.0479,,,,,19.7577,3.17,1.6192,2.5967,3.8997,4.5444,3.0245,5.5615,,2.0982,10.7709,2.0339,55.8394,11.6481,,,2.7041,,,,,5.3213,1.5818,0.9311,3.7673,4.8014,5.2613,2.3428,13.2953,,2.2706,2.8023,2.072,13.1448,3.7468,,,1.5706,,,,,1.3844
2014/2/7,0,1.1338,0.8078,2.7731,1.1966,2.139,0.2246,,0.8,-0.3854,1.8443,0,0,,,0.4412,,,,,0.119,,0.1972,0.8448,0.4674,0.8387,0.1214,1.5992,,0.5844,0.2212,0.5915,0.5968,,,,0.2881,,,,,0.0334,3508262033,1568310774,1392610871,4686985421,3571690903,9522320949,1438478784,,3489089748,2122519925,8175002822,904842229.7,1521708567,,,13008276380,,,,,2122519925,171.6139,23.5899,44.6771,27.5973,319.855,28.7532,44.5458,,104.8201,39.8374,29.2986,-181.3764,87.6611,,,19.1319,,,,,19.7938,3.17,1.6376,2.6177,4.0079,4.5987,3.0891,5.574,,2.115,10.7294,2.0714,55.8394,11.6481,,,2.716,,,,,5.3311,1.5818,0.9416,3.7977,4.9346,5.3242,2.393,13.3252,,2.2888,2.7915,2.1102,13.1448,3.7468,,,1.5775,,,,,1.387
2014/2/10,0,3.5874,1.9231,1.8205,4.7297,2.6178,3.9385,,1.5873,2.5629,1.6097,3.1785,0,,,3.0747,,,,,1.308,,0.6822,1.2708,1.0908,1.73,0.3502,3.6972,,0.9009,0.9265,0.9237,0.6165,,,,0.37,,,,,0.1502,3508262033,1624573044,1419391849,4772314154,3740622229,9771596366,1495133568,,3544472125,2176917196,8306592404,933602496.2,1521708567,,,13408238026,,,,,2176917196,171.6139,24.4362,45.5363,28.0997,334.9833,29.5059,46.3002,,106.4839,40.8584,29.7702,-187.1414,87.6611,,,19.7202,,,,,20.0507,3.17,1.6963,2.668,4.0808,4.8162,3.17,5.7935,,2.1486,11.0044,2.1047,57.6142,11.6481,,,2.7995,,,,,5.4003,1.5818,0.9754,3.8707,5.0244,5.576,2.4556,13.85,,2.3251,2.863,2.1441,13.5626,3.7468,,,1.626,,,,,1.405
2014/2/11,0,3.4632,0.9434,-0.9898,0.9677,-0.3061,1.1707,,0.1302,-0.6601,0.7921,1.1848,0,,,1.4205,,,,,0.4108,,1.4464,1.4726,0.716,1.3039,0.2909,4.1989,,0.893,0.7525,1.018,0.7808,,,,0.5214,,,,,0.1089,3508262033,1680835314,1432782338,4725078605,3776821799,9741683316,1512636672,,3549087324,2162548105,8372387195,944664137.1,1521708567,,,13598695952,,,,,2162548105,171.6139,25.2825,45.9659,27.8216,338.2251,29.4156,46.8423,,106.6226,40.5887,30.006,-189.3587,87.6611,,,20.0003,,,,,20.1285,3.17,1.7551,2.6932,4.0404,4.8629,3.1603,5.8614,,2.1514,10.9318,2.1214,58.2969,11.6481,,,2.8393,,,,,5.4212,1.5818,1.0092,3.9073,4.9747,5.63,2.4481,14.0121,,2.3281,2.8441,2.1611,13.7233,3.7468,,,1.6491,,,,,1.4104
2014/2/12,0,0.4184,0.3115,2.5476,-0.3195,1.2282,-0.0305,,0.13,-0.4746,0.3929,0.2342,0,,,0.1401,,,,,2.6885,,0.6921,0.9342,1.0254,1.145,0.3001,3.8824,,0.8337,0.6345,0.8378,1.5811,,,,0.3675,,,,,0.2415,3508262033,1687868098,1437245834,4845453068,3764755276,9861335516,1512176064,,3553702522,2152284469,8405284591,946876465.3,1521708567,,,13617741745,,,,,2152284469,171.6139,25.3883,46.1091,28.5304,337.1445,29.7769,46.828,,106.7613,40.396,30.1239,-189.8022,87.6611,,,20.0283,,,,,20.6727,3.17,1.7624,2.7016,4.1434,4.8473,3.1991,5.8596,,2.1542,10.8799,2.1297,58.4334,11.6481,,,2.8432,,,,,5.5678,1.5818,1.0134,3.9194,5.1014,5.612,2.4781,14.0078,,2.3312,2.8306,2.1696,13.7554,3.7468,,,1.6514,,,,,1.4486
2014/2/13,0,-1.875,2.4845,-0.7233,-3.8462,-1.82,1.2184,,-1.5584,-0.4292,-2.1526,-0.7009,0,,,-1.2587,,,,,2.4474,,0.675,2.4588,0.8031,1.2398,0.3564,5.456,,0.7863,0.825,0.8317,1.1238,,,,0.3568,,,,,0.4847,3508262033,1656220571,1472953805,4810407339,3619956996,9681857216,1530600384,,3498320145,2143047197,8224348915,940239480.8,1521708567,,,13446329611,,,,,2143047197,171.6139,24.9122,47.2547,28.324,324.1774,29.2349,47.3986,,105.0974,40.2227,29.4754,-188.4718,87.6611,,,19.7762,,,,,21.1862,3.17,1.7294,2.7687,4.1134,4.6609,3.1409,5.931,,2.1206,10.8332,2.0839,58.0238,11.6481,,,2.8075,,,,,5.7061,1.5818,0.9944,4.0168,5.0645,5.3962,2.433,14.1785,,2.2948,2.8185,2.1229,13.659,3.7468,,,1.6306,,,,,1.4845
2014/2/14,0,1.6985,0,2.4707,1.6667,1.1329,2.889,,1.0554,0.0479,2.2,1.6471,0,,,0.8499,,,,,0.9444,,0.3652,1.9755,1.318,1.1651,0.2266,5.8063,,0.5641,0.3711,0.8881,0.8859,,,,0.294,,,,,0.1503,3508262033,1684351706,1472953805,4929258074,3680289613,9791538399,1574818752,,3535241729,2144073560,8405284591,955725778.1,1521708567,,,13560604367,,,,,2144073560,171.6139,25.3354,47.2547,29.0238,329.5804,29.5661,48.7679,,106.2066,40.2419,30.1239,-191.576,87.6611,,,19.9443,,,,,21.3758,3.17,1.7587,2.7687,4.215,4.7386,3.1765,6.1023,,2.143,10.8384,2.1297,58.9795,11.6481,,,2.8313,,,,,5.7572,1.5818,1.0113,4.0168,5.1896,5.4861,2.4606,14.5881,,2.3191,2.8198,2.1696,13.884,3.7468,,,1.6445,,,,,1.4978
2014/2/17,0,-0.2088,-0.4545,5.0386,-0.6557,2.9532,0.6142,,1.9582,4.1168,1.3699,0.9259,0,,,1.5449,,,,,-0.6054,,0.44,1.7592,1.6291,2.1796,0.7214,5.2903,,1.1328,0.9614,1.1621,1.1093,,,,0.4787,,,,,0.232,3508262033,1680835314,1466258561,5177625637,3656156566,10080697884,1584491520,,3604469700,2232340830,8520425476,964575090.8,1521708567,,,13770108086,,,,,2232340830,171.6139,25.2825,47.0399,30.4862,327.4192,30.4392,49.0674,,108.2864,41.8986,30.5365,-193.3499,87.6611,,,20.2524,,,,,21.2405,3.17,1.7551,2.7561,4.4274,4.7075,3.2703,6.1398,,2.1849,11.2846,2.1589,59.5256,11.6481,,,2.8751,,,,,5.7207,1.5818,1.0092,3.9986,5.4511,5.4501,2.5333,14.6777,,2.3645,2.9359,2.1993,14.0126,3.7468,,,1.6699,,,,,1.4884
2014/2/18,0,0.2092,-0.9132,-1.1772,-1.9802,-0.3956,-1.5116,,-1.2804,1.1494,2.5097,0.2294,0,,,-1.7981,,,,,0.3322,,0.5552,1.6421,0.7494,2.0594,0.3651,3.9809,,0.9818,0.8295,2.0535,1.3942,,,,0.3985,,,,,0.1706,3508262033,1684351706,1452868072,5116676542,3583757426,10040813817,1560539904,,3558317720,2257999920,8734258548,966787419,1521708567,,,13522512782,,,,,2257999920,171.6139,25.3354,46.6103,30.1274,320.9356,30.3188,48.3257,,106.8999,42.3802,31.3029,-193.7934,87.6611,,,19.8882,,,,,21.3181,3.17,1.7587,2.7309,4.3753,4.6143,3.2574,6.047,,2.157,11.4143,2.2131,59.6621,11.6481,,,2.8234,,,,,5.7416,1.5818,1.0113,3.962,5.387,5.3422,2.5232,14.4558,,2.3342,2.9696,2.2545,14.0447,3.7468,,,1.6399,,,,,1.4938
