ÈÕÆÚ,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH,000407.SZ,000421.SZ,000593.SZ,000669.SZ,002259.SZ,002267.SZ,002700.SZ,002911.SZ,600333.SH,600617.SH,600635.SH,600681.SH,600856.SH,600903.SH,600917.SH,601139.SH,603080.SH,603393.SH,603689.SH,603706.SH,900913.SH
2014/7/4,0.1792,-2.3962,-0.639,0.3739,-1.1006,0.4255,0.5766,,0,-0.1123,2.0747,0.6276,-0.9484,,,-0.1484,,,,,-0.2511,1.3982,1.8712,0.9567,2.1074,1.7041,0.278,3.8072,,0.8336,0.8466,1.4017,1.146,0.6076,,,0.3258,,,,,0.1159,3605012885,2148450049,1388147374,4294625621,3819043149,9412639765,1928105088,,3472138656,1825900844,8092759332,1065039142,2207416749,,,12817862205,,,,,1825900844,176.3459,32.3172,44.534,25.2871,339.846,28.422,59.7082,,97.0557,34.2702,29.0038,-213.3057,127.1627,,,18.8519,,,,,18.8687,3.2574,2.2434,2.6093,3.6723,4.8862,3.0536,7.4713,,1.9583,9.23,2.0506,65.6693,16.897,,,2.6762,,,,,5.0819,1.6254,1.29,3.7855,4.5215,5.657,2.3654,17.8607,,2.1192,2.4014,2.0889,15.4588,5.4352,,,1.5544,,,,,1.3222
2014/7/7,1.2522,-0.491,0.3215,-0.6386,-0.7949,-0.7415,-2.6756,,-0.7143,-1.3491,-1.0163,0.4158,-1.383,,,0.1486,,,,,-0.2517,1.6151,1.1052,0.5123,1.0039,0.9518,0.3082,4.8619,,0.4547,0.6825,0.5649,1.1828,1.3832,,,0.1322,,,,,0.1755,3650156159,2137901195,1392610871,4267198528,3788685096,9342842648,1876516992,,3447337666,1801268118,8010515843,1069467579,2176888645,,,12836908063,,,,,1801268118,178.5542,32.1585,44.6771,25.1256,337.1445,28.2112,58.1107,,96.3624,33.8078,28.709,-214.1927,125.4041,,,18.8799,,,,,18.826,3.2982,2.2324,2.6177,3.6489,4.8473,3.0309,7.2714,,1.9443,9.1055,2.0297,65.9423,16.6633,,,2.6802,,,,,5.0704,1.6457,1.2837,3.7977,4.4926,5.612,2.3478,17.3829,,2.1041,2.369,2.0677,15.5231,5.36,,,1.5567,,,,,1.3192
2014/7/8,0,0.1645,-0.1603,0.5356,4.0064,-0.3202,1.7673,,-0.5755,-0.5128,-0.2053,-0.4141,-1.4024,,,0.5935,,,,,0.3155,1.3342,1.1329,0.8776,0.6491,3.2067,0.1663,4.0194,,0.7487,1.1288,0.4595,0.7382,0.7543,,,0.2966,,,,,0.0293,3650156159,2141417480,1390379122,4290054438,3940475364,9312929598,1909680768,,3427496873,1792030846,7994067145,1065039142,2146360541,,,12913091493,,,,,1792030846,178.5542,32.2114,44.6056,25.2601,350.6519,28.1209,59.1377,,95.8078,33.6345,28.6501,-213.3057,123.6454,,,18.9919,,,,,18.8756,3.2982,2.2361,2.6135,3.6684,5.0415,3.0212,7.3999,,1.9332,9.0588,2.0256,65.6693,16.4296,,,2.6961,,,,,5.0838,1.6457,1.2858,3.7916,4.5167,5.8368,2.3403,17.6901,,2.092,2.3568,2.0635,15.4588,5.2849,,,1.566,,,,,1.3226
2014/7/9,0.8834,-3.1199,-1.4446,-1.1188,-1.3867,-0.8565,-3.2803,,-1.3025,0.4582,-1.8519,-3.1185,-1.2035,,,-1.3274,,,,,-0.1887,2.6531,2.0853,1.0335,0.5622,1.7552,0.2243,3.998,,0.8103,1.0258,0.5148,1.698,0.586,,,0.4019,,,,,0.1555,3682401355,2074608067,1370293389,4242057026,3885830867,9233161464,1847038080,,3382855091,1800241754,7846028865,1031825863,2120529068,,,12741678775,,,,,1800241754,180.1315,31.2064,43.9612,24.9775,345.7892,27.8801,57.1978,,94.56,33.7886,28.1195,-206.6538,122.1573,,,18.7398,,,,,18.8214,3.3273,2.1663,2.5757,3.6274,4.9716,2.9953,7.1571,,1.908,9.1003,1.988,63.6214,16.2319,,,2.6603,,,,,5.0692,1.6603,1.2457,3.7369,4.4661,5.7559,2.3203,17.1098,,2.0647,2.3676,2.0253,14.9767,5.2213,,,1.5452,,,,,1.3188
2014/7/10,0.5254,0.339,0.1629,1.5625,2.1875,0.432,0.2993,,0,0.9692,2.935,0.4292,0.3322,,,0.1495,,,,,0.3781,0.8925,0.8285,0.7871,0.7822,2.4047,0.1959,2.5331,,0.5994,0.9276,0.7099,0.926,0.3525,,,0.1328,,,,,0.0606,3701748472,2081640637,1372525137,4308339167,3970833417,9273045531,1852565376,,3382855091,1817689936,8076310635,1036254300,2127574015,,,12760724632,,,,,1817689936,181.0779,31.3122,44.0328,25.3678,353.3534,28.0005,57.3689,,94.56,34.1161,28.9449,-207.5407,122.5632,,,18.7678,,,,,18.8551,3.3448,2.1736,2.5799,3.6841,5.0804,3.0083,7.1786,,1.908,9.1885,2.0464,63.8944,16.2858,,,2.6643,,,,,5.0783,1.669,1.2499,3.7429,4.5359,5.8818,2.3303,17.161,,2.0647,2.3906,2.0847,15.041,5.2386,,,1.5475,,,,,1.3212
2014/7/11,0,1.1824,1.1382,0.4775,0,1.6129,0.6464,,2.346,-0.734,-0.4073,0,1.5453,,,0.2985,,,,,0.4394,,0.8836,1.2633,0.4369,1.878,0.2685,3.6966,,1.2264,0.8968,0.635,1.2877,0.5397,,,0.2473,,,,,0.015,3701748472,2106254631,1388147374,4328909487,3970833417,9422610782,1864541184,,3462218260,1804347209,8043413239,1036254300,2160450435,,,12798816348,,,,,1804347209,181.0779,31.6825,44.534,25.4889,353.3534,28.4521,57.7398,,96.7784,33.8656,28.827,-207.5407,124.4571,,,18.8239,,,,,18.946,3.3448,2.1993,2.6093,3.7017,5.0804,3.0568,7.225,,1.9527,9.1211,2.0381,63.8944,16.5375,,,2.6723,,,,,5.1027,1.669,1.2647,3.7855,4.5576,5.8818,2.3679,17.2719,,2.1132,2.373,2.0762,15.041,5.3195,,,1.5521,,,,,1.3276
2014/7/14,0,5.3422,1.6077,0.8976,-0.7645,0.3175,-0.9387,,0.7163,5.2332,0.2045,1.9231,-0.9783,,,0.744,,,,,1.1875,,4.6295,1.5137,0.4973,1.4056,0.2558,4.6358,,1.299,0.917,0.4249,2.0932,0.904,,,0.2287,,,,,0.0729,3701748472,2218775747,1410464856,4367764535,3940475364,9452523832,1847038080,,3487019250,1898772660,8059861937,1056182267,2139315594,,,12894045636,,,,,1898772660,181.0779,33.375,45.2499,25.7177,350.6519,28.5424,57.1978,,97.4716,35.6379,28.8859,-211.5319,123.2396,,,18.9639,,,,,19.1759,3.3448,2.3168,2.6512,3.7349,5.0415,3.0665,7.1571,,1.9667,9.5984,2.0422,65.1232,16.3757,,,2.6921,,,,,5.1647,1.669,1.3322,3.8464,4.5985,5.8368,2.3754,17.1098,,2.1283,2.4972,2.0805,15.3303,5.2675,,,1.5637,,,,,1.3437
2014/7/15,0,0.1585,-0.3165,-1.2036,-1.0786,-0.6329,-0.2494,,0.2845,1.6216,0.8163,-0.6289,0.7684,,,-0.2954,,,,,0.3088,,3.305,0.9183,0.5387,1.0459,0.2651,3.2182,,1.0783,0.9391,0.4836,1.3351,0.6717,,,0.1807,,,,,0.2175,3701748472,2222292032,1406001360,4315195940,3897974089,9392697731,1842432000,,3496939646,1929563568,8125656728,1049539612,2155753803,,,12855953921,,,,,1929563568,181.0779,33.4279,45.1067,25.4082,346.8698,28.3618,57.0551,,97.7489,36.2158,29.1217,-210.2015,124.1865,,,18.9079,,,,,19.2367,3.3448,2.3205,2.6428,3.6899,4.9871,3.0471,7.1393,,1.9723,9.754,2.0589,64.7136,16.5015,,,2.6842,,,,,5.181,1.669,1.3344,3.8342,4.5431,5.7739,2.3604,17.0671,,2.1344,2.5377,2.0974,15.2338,5.308,,,1.559,,,,,1.3479
2014/7/16,0,1.7405,-0.4762,-0.5826,-2.0249,1.0616,2,,-0.8511,-1.5957,0.4049,2.1097,-0.3268,,,0.4444,,,,,-0.1847,,3.598,0.7598,0.4655,1.4269,0.4475,4.0577,,0.7414,0.4549,0.6484,3.7947,0.5143,,,0.2697,,,,,0.0598,3701748472,2260971165,1399306115,4290054438,3819043149,9492407898,1879280640,,3467178458,1898772660,8158554124,1071681798,2148708856,,,12913091493,,,,,1898772660,181.0779,34.0097,44.8919,25.2601,339.846,28.6629,58.1962,,96.917,35.6379,29.2396,-214.6361,123.7807,,,18.9919,,,,,19.2152,3.3448,2.3609,2.6303,3.6684,4.8862,3.0794,7.2821,,1.9555,9.5984,2.0672,66.0789,16.4476,,,2.6961,,,,,5.1753,1.669,1.3576,3.816,4.5167,5.657,2.3854,17.4085,,2.1162,2.4972,2.1059,15.5552,5.2906,,,1.566,,,,,1.3464
2014/7/17,0,1.2442,0.9569,-3.1966,0,-1.5756,-1.7157,,-1.0014,-1.2432,-1.0081,-1.2397,-0.1093,,,-0.59,,,,,0,,5.2539,1.119,0.589,1.652,0.1951,2.6829,,0.6142,0.4056,0.4787,1.43,0.2356,,,0.2105,,,,,0.0325,3701748472,2289101444,1412696604,4152918974,3819043149,9342842648,1847038080,,3432457071,1875166297,8076310635,1058396486,2146360541,,,12836908063,,,,,1875166297,181.0779,34.4329,45.3215,24.4527,339.846,28.2112,57.1978,,95.9465,35.1948,28.9449,-211.9753,123.6454,,,18.8799,,,,,19.2243,3.3448,2.3903,2.6554,3.5512,4.8862,3.0309,7.1571,,1.936,9.4791,2.0464,65.2597,16.4296,,,2.6802,,,,,5.1777,1.669,1.3745,3.8525,4.3723,5.657,2.3478,17.1098,,2.095,2.4661,2.0847,15.3624,5.2849,,,1.5567,,,,,1.3471
2014/7/18,0,-3.0722,-0.7899,0.4953,1.9078,0.3202,-0.9476,,0.1445,-0.4926,1.0183,3.3473,0.6565,,,0.1484,,,,,-0.987,,3.2457,0.9007,0.4281,1.183,0.1729,2.4758,,0.3291,0.3771,0.6359,2.8442,0.8101,,,0.1649,,,,,0.0183,3701748472,2218775747,1401537863,4173489294,3891902478,9372755698,1829534976,,3437417269,1865929025,8158554124,1093823983,2160450435,,,12855953921,,,,,1865929025,181.0779,33.375,44.9635,24.5738,346.3295,28.3016,56.6558,,96.0851,35.0215,29.2396,-219.0707,124.4571,,,18.9079,,,,,19.0358,3.3448,2.3168,2.6344,3.5688,4.9794,3.0406,7.0893,,1.9388,9.4324,2.0672,67.4441,16.5375,,,2.6842,,,,,5.1269,1.669,1.3322,3.8221,4.3939,5.7649,2.3554,16.9476,,2.098,2.454,2.1059,15.8766,5.3195,,,1.559,,,,,1.3339
2014/7/21,-2.439,0.6339,-0.1592,1.5882,-0.468,-0.2128,-4.3807,,0.2886,-0.8251,-2.2177,1.2146,-1.1957,,,-0.5926,,,,,0.2492,2.0566,1.7176,0.6334,0.2751,0.5157,0.229,4.3453,,0.3735,0.4914,0.6157,3.0232,0.2961,,,0.1213,,,,,0.1033,3611461924,2232840886,1399306115,4239771435,3873687646,9352813665,1749389184,,3447337666,1850533571,7977618448,1107109295,2134618962,,,12779770490,,,,,1850533571,176.6614,33.5866,44.8919,24.9641,344.7087,28.2414,54.1739,,96.3624,34.7325,28.5911,-221.7315,122.969,,,18.7958,,,,,19.0767,3.2632,2.3315,2.6303,3.6254,4.9561,3.0342,6.7788,,1.9443,9.3545,2.0214,68.2633,16.3397,,,2.6683,,,,,5.1379,1.6283,1.3407,3.816,4.4637,5.7379,2.3504,16.2052,,2.1041,2.4338,2.0592,16.0695,5.2559,,,1.5498,,,,,1.3367
2014/7/22,0.7143,0.4724,1.4354,0.1617,0,1.1727,-0.158,,4.4604,1.7748,0.8247,-0.4,0.11,,,1.1923,,,,,-0.5594,1.3129,1.68,1.7441,0.4003,0.7583,0.3902,4.035,,4.2515,0.7295,0.3955,1.5416,0.5878,,,0.3629,,,,,0.1166,3637258081,2243389741,1419391849,4246628208,3873687646,9462494848,1746625536,,3601103806,1883377206,8043413239,1102680858,2136967278,,,12932137351,,,,,1883377206,177.9233,33.7453,45.5363,25.0045,344.7087,28.5725,54.0883,,100.6606,35.3489,28.827,-220.8446,123.1043,,,19.0199,,,,,18.9691,3.2865,2.3425,2.668,3.6313,4.9561,3.0697,6.768,,2.0311,9.5206,2.0381,67.9902,16.3577,,,2.7001,,,,,5.109,1.6399,1.347,3.8707,4.4709,5.7379,2.3779,16.1796,,2.198,2.4769,2.0762,16.0052,5.2617,,,1.5683,,,,,1.3292
2014/7/23,-1.4184,-2.5078,-1.1006,-0.9688,-0.3135,-1.3699,0,,-1.9284,1.1989,-1.0225,-3.012,-1.2088,,,-0.2946,,,,,0.3125,1.5517,1.6526,1.238,0.3308,0.7972,0.24,3.037,,3.1312,0.7347,0.4782,1.8264,0.6679,,,0.214,,,,,0.0589,3585665767,2187129183,1403769612,4205487569,3861544424,9332871631,1746625536,,3531661033,1905957205,7961169750,1069467579,2111135805,,,12894045636,,,,,1905957205,175.3995,32.899,45.0351,24.7622,343.6281,28.1811,54.0883,,98.7195,35.7727,28.5322,-214.1927,121.6162,,,18.9639,,,,,19.037,3.2399,2.2838,2.6386,3.5961,4.9405,3.0277,6.768,,1.9919,9.6347,2.0172,65.9423,16.16,,,2.6921,,,,,5.1273,1.6167,1.3132,3.8281,4.4276,5.7199,2.3453,16.1796,,2.1556,2.5066,2.055,15.5231,5.1981,,,1.5637,,,,,1.3339
2014/7/24,0,-0.6431,0,-2.6087,-2.3585,1.3889,-2.0042,,0.2809,-1.3463,0.6198,0.4141,-1.891,,,0.8863,,,,,0.2492,1.0056,1.2685,1.005,0.8104,1.3699,0.3876,3.3104,,1.1551,0.3834,0.4057,1.3956,0.686,,,0.4133,,,,,0.0696,3585665767,2173064043,1403769612,4095779197,3770470263,9462494848,1711619328,,3541581429,1880298115,8010515843,1073896016,2071214439,,,13008320782,,,,,1880298115,175.3995,32.6874,45.0351,24.1162,335.5236,28.5725,53.0042,,98.9968,35.2912,28.709,-215.0796,119.3165,,,19.132,,,,,19.0866,3.2399,2.2691,2.6386,3.5023,4.824,3.0697,6.6324,,1.9975,9.505,2.0297,66.2154,15.8544,,,2.716,,,,,5.1406,1.6167,1.3048,3.8281,4.3121,5.585,2.3779,15.8554,,2.1616,2.4729,2.0677,15.5874,5.0998,,,1.5775,,,,,1.3374
2014/7/25,0.7194,0.6472,1.5898,1.4509,0.3221,1.3699,2.1529,,0.8403,-0.5459,1.232,0.6186,0.2268,,,0.8785,,,,,-0.5594,0.8846,1.4175,2.0529,0.509,1.261,0.5197,2.3711,,1.9714,0.3388,0.5368,0.7791,0.4081,,,0.3777,,,,,0.079,3611461924,2187129183,1426087093,4155204565,3782613485,9592118065,1748467968,,3571342618,1870034479,8109208030,1080538672,2075911070,,,13122595928,,,,,1870034479,176.6614,32.899,45.7511,24.4661,336.6042,28.9639,54.1453,,99.8287,35.0985,29.0628,-216.41,119.587,,,19.3001,,,,,18.9854,3.2632,2.2838,2.6806,3.5531,4.8396,3.1118,6.7752,,2.0143,9.4531,2.0547,66.625,15.8903,,,2.7399,,,,,5.1134,1.6283,1.3132,3.889,4.3747,5.603,2.4105,16.1967,,2.1798,2.4594,2.0932,15.6838,5.1114,,,1.5914,,,,,1.3303
2014/7/28,1.6071,3.0547,1.0955,1.9252,-0.6421,1.2474,3.6881,,1.25,0.4391,1.4199,1.0246,2.4887,,,1.5965,,,,,-0.125,1.7178,1.8038,2.1218,0.8866,1.9758,0.6872,5.0049,,2.133,0.704,1.1748,1.0527,0.9083,,,0.6478,,,,,0.136,3669503276,2253938595,1441709331,4235200253,3758327042,9711770266,1812953088,,3615984400,1878245388,8224348915,1091609765,2127574015,,,13332100362,,,,,1878245388,179.5006,33.9039,46.2523,24.9372,334.443,29.3252,56.1423,,101.0766,35.2526,29.4754,-218.6273,122.5632,,,19.6082,,,,,18.9694,3.3157,2.3536,2.71,3.6215,4.8085,3.1506,7.0251,,2.0395,9.4946,2.0839,67.3076,16.2858,,,2.7836,,,,,5.109,1.6545,1.3534,3.9316,4.4589,5.567,2.4406,16.794,,2.207,2.4702,2.1229,15.8445,5.2386,,,1.6168,,,,,1.3292
2014/7/29,0.5272,2.3401,0.6192,1.8349,-1.1309,-0.7187,-0.1524,,-0.1372,-0.0546,0.4,1.6227,0.3311,,,-0.2857,,,,,0.6884,1.9504,2.1979,1.997,0.7895,1.7548,0.5241,4.224,,1.8473,1.1801,0.9789,1.433,0.8494,,,0.4964,,,,,0.1011,3688850394,2306682868,1450636324,4312910349,3715825767,9641973149,1810189440,,3611024202,1877219024,8257246311,1109323514,2134618962,,,13294008647,,,,,1877219024,180.447,34.6973,46.5387,25.3947,330.661,29.1145,56.0567,,100.9379,35.2334,29.5933,-222.175,122.969,,,19.5522,,,,,19.0978,3.3331,2.4086,2.7267,3.688,4.7541,3.128,7.0144,,2.0367,9.4894,2.0922,68.3998,16.3397,,,2.7757,,,,,5.1436,1.6632,1.385,3.956,4.5407,5.5041,2.423,16.7684,,2.204,2.4688,2.1314,16.1016,5.2559,,,1.6122,,,,,1.3382
2014/7/30,4.7203,-0.6098,1.3846,3.9746,-0.1634,1.3444,10.0254,,0.8242,-1.3669,-0.7968,1.3972,-0.44,,,0.1433,,,,,0.8701,5.2719,1.9852,3.5067,1.7908,1.5933,0.8799,19.5503,,2.4646,1.4459,0.5903,2.0223,0.7497,,,0.3978,,,,,0.2037,3862974451,2292617729,1470722057,4484329679,3709754156,9771596366,1991668992,,3640785391,1851559934,8191451519,1124823044,2125225699,,,13313054504,,,,,1851559934,188.9646,34.4857,47.1831,26.4041,330.1207,29.5059,61.6766,,101.7698,34.7518,29.3575,-225.2792,122.4279,,,19.5802,,,,,19.2733,3.4905,2.3939,2.7645,3.8346,4.7463,3.17,7.7176,,2.0535,9.3597,2.0756,69.3555,16.2678,,,2.7796,,,,,5.1909,1.7417,1.3766,4.0107,4.7212,5.4951,2.4556,18.4496,,2.2222,2.4351,2.1144,16.3266,5.2328,,,1.6145,,,,,1.3505
2014/7/31,0,-1.6871,0,-0.5097,0.6547,0.2041,-2.0814,,-0.2725,0.6652,1.2048,0.7874,-0.221,,,0.7153,,,,,-0.801,2.1822,4.2621,1.4081,0.7171,1.2176,0.4107,11.2059,,1.374,1.0013,0.6019,1.5624,0.6436,,,0.3374,,,,,0.6101,3862974451,2253938595,1470722057,4461473769,3734040599,9791538399,1950214272,,3630864995,1863876298,8290143706,1133679918,2120529068,,,13408283793,,,,,1863876298,188.9646,33.9039,47.1831,26.2695,332.2818,29.5661,60.3929,,101.4925,34.9829,29.7112,-227.0531,122.1573,,,19.7202,,,,,19.1283,3.4905,2.3536,2.7645,3.815,4.7774,3.1765,7.5569,,2.0479,9.422,2.1006,69.9016,16.2319,,,2.7995,,,,,5.1518,1.7417,1.3534,4.0107,4.6971,5.5311,2.4606,18.0655,,2.2161,2.4513,2.1399,16.4551,5.2213,,,1.626,,,,,1.3403
2014/8/1,-1.1686,-0.156,-1.5175,-1.6906,0.1626,-1.5275,-2.9287,,-1.0929,3.0286,-1.5873,-1.1719,-0.2215,,,-0.8523,,,,,0.3727,1.5709,2.776,1.7769,0.6005,1.5134,0.5304,7.3769,,1.2749,1.3778,0.7445,1.7939,0.9505,,,0.5832,,,,,0.324,3817831177,2250422310,1448404575,4386049263,3740112210,9641973149,1893098880,,3591183410,1920326296,8158554124,1120394607,2115832437,,,13294008647,,,,,1920326296,186.7563,33.851,46.4671,25.8254,332.8221,29.1145,58.6242,,100.3833,36.0424,29.2396,-224.3923,121.8868,,,19.5522,,,,,19.2014,3.4497,2.3499,2.7225,3.7505,4.7852,3.128,7.3356,,2.0255,9.7073,2.0672,69.0825,16.1959,,,2.7757,,,,,5.1715,1.7213,1.3512,3.9499,4.6177,5.5401,2.423,17.5365,,2.1919,2.5255,2.1059,16.2623,5.2097,,,1.6122,,,,,1.3455
2014/8/4,0.8446,4.375,2.9276,3.8562,1.1364,1.241,1.8491,,1.3812,3.3672,2.2177,0.9881,2.1088,,,0.8596,,,,,2.9703,1.88,4.3732,2.1927,0.9864,1.5813,0.4682,4.4929,,1.1907,2.3155,0.9377,1.3158,1.9506,,,0.4038,,,,,1.0706,3850076373,2348878286,1490807791,4555183003,3782613485,9761625349,1928105088,,3640785391,1984987202,8339489800,1131465699,2160450435,,,13408283793,,,,,1984987202,188.3337,35.332,47.8275,26.8212,336.6042,29.4758,59.7082,,101.7698,37.2561,29.8881,-226.6096,124.4571,,,19.7202,,,,,19.7653,3.4788,2.4527,2.8022,3.8951,4.8396,3.1668,7.4713,,2.0535,10.0342,2.1131,69.7651,16.5375,,,2.7995,,,,,5.3234,1.7359,1.4104,4.0655,4.7958,5.603,2.4531,17.8607,,2.2222,2.6106,2.1526,16.423,5.3195,,,1.626,,,,,1.385
2014/8/5,-0.5025,0.7485,-0.1497,1.706,-0.8026,1.3279,-0.3822,,1.6349,0.3102,1.3807,0.7828,-0.3261,,,0.5682,,,,,0.7212,1.6139,3.0666,1.0893,1.1847,1.1913,0.7426,4.278,,2.3653,1.2863,1.3089,1.9055,0.8598,,,0.4086,,,,,0.4409,3830729255,2366459711,1488576043,4632893099,3752255431,9891248566,1920735360,,3700307768,1991145384,8454630685,1140322574,2153405488,,,13484467223,,,,,1991145384,187.3873,35.5965,47.7559,27.2788,333.9027,29.8672,59.48,,103.4336,37.3716,30.3007,-228.3835,124.0513,,,19.8323,,,,,19.9059,3.4613,2.4711,2.7981,3.9616,4.8007,3.2088,7.4427,,2.087,10.0653,2.1423,70.3112,16.4835,,,2.8154,,,,,5.3613,1.7272,1.4209,4.0594,4.8776,5.558,2.4857,17.7925,,2.2585,2.6187,2.1824,16.5515,5.3022,,,1.6353,,,,,1.3948
2014/8/6,0.3367,-0.1486,3.5982,-0.2467,0.1618,1.7137,0.2878,,-0.5362,7.1649,-0.3891,-0.1942,0.1091,,,0.2825,,,,,4.5943,2.8624,3.0404,5.6661,0.81,0.7198,1.1907,4.4775,,2.5665,3.8179,1.7521,1.5263,0.62,,,0.5766,,,,,1.0998,3843627333,2362943426,1542137999,4621465144,3758327042,10060755850,1926262656,,3680466975,2133809924,8421733289,1138108355,2155753803,,,13522558939,,,,,2133809924,188.0182,35.5436,49.4742,27.2115,334.443,30.379,59.6511,,102.879,40.0493,30.1828,-227.94,124.1865,,,19.8883,,,,,20.8293,3.473,2.4674,2.8987,3.9518,4.8085,3.2638,7.4641,,2.0758,10.7865,2.1339,70.1747,16.5015,,,2.8234,,,,,5.61,1.733,1.4188,4.2055,4.8656,5.567,2.5283,17.8437,,2.2464,2.8063,2.1739,16.5194,5.308,,,1.6399,,,,,1.4595
2014/8/7,-0.1678,2.381,6.2229,-3.0168,-0.6462,0.0991,1.1478,,0.2695,-0.9139,-0.7812,0.1946,-0.5447,,,0.1408,,,,,-0.6845,1.636,4.3244,15.2862,0.5682,1.1743,1.0923,7.9796,,4.7026,2.0434,1.2026,2.9972,0.7845,,,0.9394,,,,,0.4203,3837178294,2419203984,1638103171,4482044088,3734040599,10070726867,1948371840,,3690387372,2114309016,8355938498,1140322574,2144012225,,,13541604796,,,,,2114309016,187.7027,36.3899,52.5529,26.3906,332.2818,30.4091,60.3358,,103.1563,39.6833,29.947,-228.3835,123.5101,,,19.9163,,,,,20.683,3.4672,2.5261,3.0791,3.8326,4.7774,3.2671,7.5498,,2.0814,10.6879,2.1172,70.3112,16.4116,,,2.8273,,,,,5.5706,1.7301,1.4526,4.4672,4.7188,5.5311,2.5308,18.0485,,2.2524,2.7807,2.1569,16.5515,5.2791,,,1.6422,,,,,1.4493
2014/8/8,0.8403,3.9244,-2.861,1.8358,0.1626,0.9901,-0.5674,,-0.672,-0.2427,0.7874,1.3592,0.5476,,,-0.5626,,,,,-0.2298,1.6001,4.4486,8.1662,0.5907,1.3082,0.7116,3.6605,,1.5481,1.048,0.8351,1.8353,0.7795,,,0.3801,,,,,0.215,3869423490,2514143675,1591236459,4564325367,3740112210,10170437034,1937317248,,3665586381,2109177198,8421733289,1155822104,2155753803,,,13465421366,,,,,2109177198,189.2801,37.818,51.0494,26.8751,332.8221,30.7102,59.9935,,102.4631,39.587,30.1828,-231.4877,124.1865,,,19.8043,,,,,20.5993,3.4963,2.6253,2.991,3.903,4.7852,3.2994,7.507,,2.0674,10.662,2.1339,71.2669,16.5015,,,2.8114,,,,,5.548,1.7446,1.5096,4.3394,4.8054,5.5401,2.5558,17.9461,,2.2373,2.7739,2.1739,16.7765,5.308,,,1.633,,,,,1.4434
2014/8/11,1,-0.5594,0.9818,0.0501,1.461,0.8824,0.3329,,0.8119,0.0973,0.9766,1.341,1.3072,,,0.8487,,,,,1.0938,1.9288,4.6557,5.4313,0.641,1.8801,0.4695,3.7289,,1.5234,1.0784,0.8837,2.0975,1.3746,,,0.3134,,,,,0.3737,3908117725,2500078535,1606858697,4566610958,3794756706,10260176184,1943765760,,3695347570,2111229925,8503976778,1171321634,2183933592,,,13579696512,,,,,2111229925,191.1729,37.6064,51.5506,26.8885,337.6848,30.9812,60.1932,,103.295,39.6255,30.4776,-234.592,125.8099,,,19.9723,,,,,20.8111,3.5313,2.6106,3.0204,3.9049,4.8551,3.3285,7.532,,2.0842,10.6724,2.1548,72.2226,16.7172,,,2.8353,,,,,5.6051,1.7621,1.5011,4.382,4.8078,5.621,2.5784,18.0058,,2.2555,2.7766,2.1951,17.0015,5.3774,,,1.6468,,,,,1.4583
2014/8/12,0,8.5795,2.7778,0.0501,0.8,2.5267,2.5118,,4.1611,-2.771,-0.1934,2.6465,0,,,1.9635,,,,,-2.0501,1.3392,7.9207,7.9581,0.8797,1.6285,1.1341,7.9302,,5.8219,1.3579,0.8579,2.4692,1.7569,,,1.0136,,,,,0.5561,3908117725,2714571912,1651493661,4568896549,3825114760,10519422619,1992590208,,3849113710,2052727200,8487528080,1202320694,2183933592,,,13846338519,,,,,2052727200,191.1729,40.8328,52.9825,26.902,340.3863,31.764,61.7051,,107.5932,38.5275,30.4186,-240.8004,125.8099,,,20.3645,,,,,20.3828,3.5313,2.8346,3.1043,3.9069,4.8939,3.4126,7.7211,,2.171,10.3766,2.1506,74.1339,16.7172,,,2.891,,,,,5.4897,1.7621,1.6299,4.5037,4.8102,5.666,2.6435,18.4581,,2.3493,2.6997,2.1908,17.4514,5.3774,,,1.6791,,,,,1.4282
