ÈÕÆÚ,000544.SZ,000598.SZ,000605.SZ,000685.SZ,300388.SZ,300664.SZ,300692.SZ,600008.SH,600168.SH,600187.SH,600283.SH,600461.SH,600874.SH,601158.SH,601199.SH,601368.SH,603797.SH,603817.SH,603903.SH,000544.SZ,000598.SZ,000605.SZ,000685.SZ,300388.SZ,300664.SZ,300692.SZ,600008.SH,600168.SH,600187.SH,600283.SH,600461.SH,600874.SH,601158.SH,601199.SH,601368.SH,603797.SH,603817.SH,603903.SH,000544.SZ,000598.SZ,000605.SZ,000685.SZ,300388.SZ,300664.SZ,300692.SZ,600008.SH,600168.SH,600187.SH,600283.SH,600461.SH,600874.SH,601158.SH,601199.SH,601368.SH,603797.SH,603817.SH,603903.SH,000544.SZ,000598.SZ,000605.SZ,000685.SZ,300388.SZ,300664.SZ,300692.SZ,600008.SH,600168.SH,600187.SH,600283.SH,600461.SH,600874.SH,601158.SH,601199.SH,601368.SH,603797.SH,603817.SH,603903.SH,000544.SZ,000598.SZ,000605.SZ,000685.SZ,300388.SZ,300664.SZ,300692.SZ,600008.SH,600168.SH,600187.SH,600283.SH,600461.SH,600874.SH,601158.SH,601199.SH,601368.SH,603797.SH,603817.SH,603903.SH,000544.SZ,000598.SZ,000605.SZ,000685.SZ,300388.SZ,300664.SZ,300692.SZ,600008.SH,600168.SH,600187.SH,600283.SH,600461.SH,600874.SH,601158.SH,601199.SH,601368.SH,603797.SH,603817.SH,603903.SH
2014/1/2,1.1691,0.1736,0.698,-0.2641,,,,-0.4438,0.6227,0.2024,1.0191,0.7126,0.3672,-0.6791,1.6017,,,,,0.5332,1.3976,0.3218,0.4668,,,,0.3225,0.8167,0.9016,0.8436,0.6737,0.3646,0.0696,1.1086,,,,,3031422739,9985055440,1403381386,7418259490,,,,14806000000,3564492000,5286909375,2262666900,2798400000,8915273126,28080000000,1173624065,,,,,50.7376,23.1121,-121.7333,14.5001,,,,24.6247,21.0959,50.4705,120.2243,28.1048,41.5158,14.9584,23.4269,,,,,3.649,2.5447,4.3589,1.3488,,,,2.43,1.4895,2.8685,2.4634,1.603,2.9431,2.1553,1.8532,,,,,6.1819,7.1299,20.7068,10.1704,,,,3.4997,5.5387,12.2248,3.0837,2.3562,6.6881,7.0207,5.8255,,,,
2014/1/3,0.1778,1.3865,1.4493,-1.1474,,,,-0.8915,-0.2475,0.404,-1.3871,0.5896,-0.3659,1.0256,2.6731,,,,,0.7498,2.8056,0.4726,0.3369,,,,0.7219,0.7216,1.161,0.8391,1.3713,0.4501,0.1469,3.7272,,,,,3036811935,10123496417,1423720247,7333142656,,,,14674000000,3555669000,5308270625,2231280600,2814900000,8882656273,28368000000,1204995784,,,,,50.8278,23.4325,-123.4976,14.3338,,,,24.4052,21.0437,50.6744,118.5566,28.2706,41.364,15.1118,24.0531,,,,,3.6555,2.5799,4.4221,1.3333,,,,2.4083,1.4858,2.8801,2.4292,1.6125,2.9323,2.1774,1.9027,,,,,6.1929,7.2288,21.0069,10.0537,,,,3.4685,5.525,12.2742,3.041,2.3701,6.6636,7.0928,5.9812,,,,
2014/1/6,-2.8394,-1.3675,-2.4224,-1.3393,,,,-4.6477,-2.8536,2.0121,-2.3018,-5.51,-4.5288,-3.3841,-2.0694,,,,,0.6078,2.7755,0.3602,0.356,,,,0.6252,1.0271,3.6949,1.485,1.9065,0.6002,0.1542,2.3464,,,,,2950584799,9985055440,1389232614,7234930924,,,,13992000000,3454204500,5415076875,2179921200,2659800000,8480381754,27408000000,1180059289,,,,,49.3846,23.1121,-120.506,14.1418,,,,23.2709,20.4432,51.694,115.8277,26.7129,39.4907,14.6004,23.5553,,,,,3.5517,2.5447,4.315,1.3155,,,,2.2964,1.4434,2.938,2.3733,1.5236,2.7995,2.1038,1.8633,,,,,6.0171,7.1299,20.498,9.919,,,,3.3073,5.3673,12.5212,2.971,2.2395,6.3619,6.8527,5.8574,,,,
2014/1/7,-0.1826,-0.8666,0.3183,0.2715,,,,0,-1.6603,-0.1972,-1.7016,-1.737,-0.5128,-1.2259,-1.8405,,,,,0.5175,1.264,0.2115,0.2268,,,,0.2764,0.7347,1.5191,0.9499,0.9473,0.3011,0.0906,1.7677,,,,,2945195603,9898529830,1393654105,7254573270,,,,13992000000,3396855000,5404396250,2142828300,2613600000,8436892617,27072000000,1158340406,,,,,49.2944,22.9118,-120.8895,14.1802,,,,23.2709,20.1038,51.592,113.8568,26.2489,39.2882,14.4215,23.1218,,,,,3.5452,2.5226,4.3287,1.319,,,,2.2964,1.4194,2.9322,2.3329,1.4971,2.7852,2.078,1.829,,,,,6.0061,7.0681,20.5632,9.946,,,,3.3073,5.2782,12.4965,2.9204,2.2006,6.3292,6.7687,5.7496,,,,
2014/1/8,-0.8234,0.6993,0.6345,0.722,,,,-0.3145,-2.4675,-1.1858,0.5326,0,-0.7732,0.7092,-1.1806,,,,,0.5321,1.7192,0.3669,0.3059,,,,0.4338,1.1214,1.6524,0.8692,1.116,0.3677,0.0986,1.6037,,,,,2920944221,9967750318,1402497088,7306952861,,,,13948000000,3313036500,5340312500,2154241500,2613600000,8371658911,27264000000,1144665554,,,,,48.8885,23.072,-121.6566,14.2826,,,,23.1977,19.6077,50.9803,114.4632,26.2489,38.9844,14.5237,22.8488,,,,,3.516,2.5403,4.3562,1.3286,,,,2.2891,1.3844,2.8975,2.3453,1.4971,2.7637,2.0927,1.8074,,,,,5.9566,7.1175,20.6937,10.0178,,,,3.2969,5.148,12.3483,2.936,2.2006,6.2803,6.8167,5.6817,,,,
2014/1/9,-1.5683,-0.3472,0,-1.9713,,,,-0.7886,-1.0652,0.8,-2.5166,-2.399,1.1688,-1.4085,-0.2108,,,,,1.4337,2.3685,0.3471,0.3124,,,,0.3882,0.5469,1.6654,0.8189,0.8425,0.8806,0.1167,1.1616,,,,,2875136055,9933140074,1402497088,7162908987,,,,13838000000,3277744500,5383035000,2100028800,2550900000,8469509470,26880000000,1142252345,,,,,48.1218,22.9919,-121.6566,14.001,,,,23.0148,19.3988,51.3881,111.5827,25.6192,39.44,14.3192,22.8007,,,,,3.4609,2.5314,4.3562,1.3024,,,,2.2711,1.3696,2.9206,2.2863,1.4612,2.796,2.0632,1.8036,,,,,5.8632,7.0928,20.6937,9.8203,,,,3.2709,5.0931,12.4471,2.8621,2.1478,6.3537,6.7207,5.6697,,,,
2014/1/10,-4.7798,-5.2265,-3.2156,1.0969,,,,-3.4976,-1.8843,-0.5952,-1.087,-3.6223,-4.6213,-3.75,-4.6479,,,,,0.9476,2.7512,0.4488,0.4008,,,,0.5462,0.7277,0.983,0.705,1.3688,0.4996,0.1642,2.224,,,,,2737711558,9413986412,1357397875,7241478373,,,,13354000000,3215983500,5350993125,2077202400,2458500000,8078107235,25872000000,1089161743,,,,,45.8217,21.7902,-117.7446,14.1546,,,,22.2098,19.0333,51.0822,110.3699,24.6912,37.6174,13.7822,21.7409,,,,,3.2954,2.3991,4.2161,1.3167,,,,2.1917,1.3438,2.9032,2.2615,1.4083,2.6667,1.9859,1.7198,,,,,5.5829,6.7221,20.0283,9.928,,,,3.1565,4.9971,12.373,2.831,2.07,6.0601,6.4687,5.4062,,,,
2014/1/13,-3.0512,-9.9265,-3.5831,-0.7233,,,,-1.9769,-0.4115,-1.1976,0.4121,-1.0738,-3.7685,-0.1855,-0.517,,,,,0.7249,5.9474,0.3789,0.3514,,,,0.4275,0.2765,1.0877,0.5332,0.7817,0.5529,0.1004,0.8813,,,,,2654179020,8479509819,1308761469,7189098782,,,,13090000000,3202749000,5286909375,2085762300,2432100000,7773683275,25824000000,1083530922,,,,,44.4236,19.6272,-113.5257,14.0522,,,,21.7708,18.955,50.4705,110.8247,24.426,36.1998,13.7566,21.6285,,,,,3.1949,2.161,4.065,1.3071,,,,2.1483,1.3383,2.8685,2.2708,1.3932,2.5663,1.9822,1.7109,,,,,5.4126,6.0549,19.3107,9.8562,,,,3.0941,4.9766,12.2248,2.8426,2.0478,5.8317,6.4567,5.3783,,,,
2014/1/14,1.8274,2.2449,0.2027,0.9107,,,,2.8571,2.8926,0.202,1.6416,2.0353,1.3986,0.9294,2.3014,,,,,0.4464,2.7797,0.4429,0.2032,,,,0.3351,0.4383,0.7688,0.4069,0.599,0.2918,0.0778,1.1721,,,,,2702681784,8669866162,1311414364,7254573270,,,,13464000000,3295390500,5297590000,2120001900,2481600000,7882406118,26064000000,1108467417,,,,,45.2354,20.0679,-113.7558,14.1802,,,,22.3928,19.5033,50.5724,112.644,24.9232,36.7061,13.8845,22.1263,,,,,3.2533,2.2095,4.0732,1.319,,,,2.2097,1.377,2.8743,2.3081,1.4215,2.6021,2.0006,1.7503,,,,,5.5115,6.1908,19.3498,9.946,,,,3.1825,5.1205,12.2495,2.8893,2.0895,5.9133,6.5167,5.502,,,,
2014/1/15,-0.3988,-1.3972,0.0674,-0.722,,,,0.4902,-0.2677,-0.2016,0.2692,0,1.1034,-0.5525,0,,,,,0.4019,2.2621,0.3097,0.2245,,,,0.2515,0.2613,0.6843,0.4673,0.6348,0.3183,0.0645,0.8962,,,,,2691903392,8548730308,1312298662,7202193680,,,,13530000000,3286567500,5286909375,2125708500,2481600000,7969384392,25920000000,1108467417,,,,,45.055,19.7875,-113.8325,14.0778,,,,22.5025,19.4511,50.4705,112.9472,24.9232,37.1111,13.8078,22.1263,,,,,3.2403,2.1786,4.076,1.3095,,,,2.2205,1.3733,2.8685,2.3143,1.4215,2.6309,1.9895,1.7503,,,,,5.4895,6.1043,19.3628,9.8742,,,,3.1981,5.1068,12.2248,2.8971,2.0895,5.9785,6.4807,5.502,,,,
2014/1/16,1.1011,0.2024,1.4151,0.5455,,,,0.9756,-0.9396,0,0.8054,0.5319,0.1364,-0.3704,-0.2177,,,,,0.3837,1.6508,0.279,0.2639,,,,0.3564,0.2691,1.1036,0.6607,0.8573,0.2751,0.0751,0.6915,,,,,2721543970,8566035430,1330868926,7241478373,,,,13662000000,3255687000,5286909375,2142828300,2494800000,7980256676,25824000000,1106054208,,,,,45.5511,19.8275,-115.4434,14.1546,,,,22.7221,19.2683,50.4705,113.8568,25.0557,37.1617,13.7566,22.0781,,,,,3.276,2.183,4.1337,1.3167,,,,2.2422,1.3604,2.8685,2.3329,1.4291,2.6344,1.9822,1.7465,,,,,5.55,6.1166,19.6368,9.928,,,,3.2293,5.0588,12.2248,2.9204,2.1006,5.9867,6.4567,5.4901,,,,
2014/1/17,-0.9901,-3.4343,-0.598,0,,,,-2.0934,-2.439,2.6263,-1.0652,-2.6455,-2.4523,-2.2305,-2.0364,,,,,0.3685,2.1564,0.1344,0.2871,,,,0.2602,0.4496,2.1179,0.436,0.5571,0.3086,0.0888,0.8037,,,,,2694597990,8271848354,1322910242,7241478373,,,,13376000000,3176280000,5425757500,2120001900,2428800000,7784555559,25248000000,1083530922,,,,,45.1001,19.1466,-114.753,14.1546,,,,22.2464,18.7983,51.7959,112.644,24.3929,36.2504,13.4498,21.6285,,,,,3.2436,2.1081,4.109,1.3167,,,,2.1953,1.3272,2.9438,2.3081,1.3913,2.5698,1.938,1.7109,,,,,5.495,5.9066,19.5194,9.928,,,,3.1617,4.9355,12.5459,2.8893,2.045,5.8399,6.3127,5.3783,,,,
2014/1/20,1.2,1.046,-0.5348,0.2712,,,,1.4803,0,2.3622,-0.1346,-0.2717,2.2346,1.1407,0.4454,,,,,0.6451,1.4938,0.1821,0.2165,,,,0.3748,0.4838,3.4138,0.4415,0.4466,0.6839,0.0819,0.7047,,,,,2726933166,8358373965,1315835856,7261120719,,,,13574000000,3176280000,5553925000,2117148600,2422200000,7958512108,25536000000,1088357340,,,,,45.6413,19.3469,-114.1394,14.193,,,,22.5757,18.7983,53.0195,112.4923,24.3266,37.0605,13.6032,21.7248,,,,,3.2825,2.1301,4.087,1.3202,,,,2.2278,1.3272,3.0134,2.305,1.3875,2.6273,1.9601,1.7185,,,,,5.561,5.9684,19.415,9.955,,,,3.2085,4.9355,12.8423,2.8854,2.0395,5.9704,6.3847,5.4022,,,,
2014/1/21,0.5929,0.8282,-0.4032,1.9838,,,,2.269,0.9722,-2.1154,1.0782,2.0436,0.6831,1.1278,2.1434,,,,,0.3058,1.1955,0.1268,0.4736,,,,0.3367,0.4328,4.372,0.4066,0.5056,0.3148,0.0773,1.0553,,,,,2743100754,8427594453,1310530066,7405164593,,,,13882000000,3207160500,5436438125,2139975000,2471700000,8012873529,25824000000,1111685029,,,,,45.9119,19.5071,-113.6791,14.4745,,,,23.088,18.9811,51.8979,113.7052,24.8237,37.3136,13.7566,22.1905,,,,,3.3019,2.1478,4.0705,1.3464,,,,2.2783,1.3401,2.9496,2.3298,1.4159,2.6452,1.9822,1.7554,,,,,5.5939,6.0178,19.3367,10.1524,,,,3.2813,4.9834,12.5706,2.9165,2.0811,6.0111,6.4567,5.518,,,,
2014/1/22,1.9646,3.9014,1.2821,2.3873,,,,1.4263,3.0261,3.1434,1.7333,3.8718,2.3066,2.974,1.5195,,,,,0.8512,3.0123,0.451,0.6939,,,,0.327,0.6053,3.9905,0.8113,1.4081,0.5019,0.105,1.7247,,,,,2796992714,8756391772,1327331733,7581945710,,,,14080000000,3304213500,5607328125,2177067900,2567400000,8197702362,26592000000,1128577493,,,,,46.8139,20.2681,-115.1365,14.8201,,,,23.4173,19.5555,53.5293,115.6761,25.7849,38.1743,14.1658,22.5277,,,,,3.3668,2.2315,4.1227,1.3786,,,,2.3108,1.3807,3.0423,2.3702,1.4707,2.7062,2.0411,1.782,,,,,5.7038,6.2526,19.5847,10.3948,,,,3.3281,5.1342,12.9657,2.9671,2.1617,6.1498,6.6487,5.6019,,,,
2014/1/23,-0.0963,-0.1976,0.4664,-0.3454,,,,-0.1563,-0.1335,4.9524,-0.5242,-0.1285,-0.3979,-0.722,-0.1426,,,,,0.5879,2.2407,0.2716,0.4069,,,,0.4284,0.5107,6.6303,0.7015,0.5695,0.4273,0.0963,1.5102,,,,,2794298116,8739086650,1333521821,7555755915,,,,14058000000,3299802000,5885024375,2165654700,2564100000,8165085509,26400000000,1126968687,,,,,46.7688,20.2281,-115.6735,14.7689,,,,23.3807,19.5294,56.1802,115.0697,25.7517,38.0224,14.0635,22.4956,,,,,3.3636,2.2271,4.1419,1.3738,,,,2.3072,1.3789,3.193,2.3578,1.4688,2.6955,2.0264,1.7795,,,,,5.6983,6.2402,19.676,10.3589,,,,3.3229,5.1274,13.6079,2.9515,2.1589,6.1253,6.6007,5.5939,,,,
2014/1/24,0.2893,0.396,1.3926,0.8666,,,,0.313,1.2032,-0.1815,2.3715,1.1583,1.1984,-0.3636,1.4276,,,,,0.7424,1.9718,0.4458,0.447,,,,0.3056,0.4989,3.93,1.353,0.7793,0.4047,0.1378,1.4865,,,,,2802381910,8773696895,1352092085,7621230403,,,,14102000000,3339505500,5874343750,2217014100,2593800000,8262936068,26304000000,1143056748,,,,,46.9041,20.3082,-117.2843,14.8969,,,,23.4539,19.7644,56.0783,117.7986,26.05,38.4781,14.0123,22.8167,,,,,3.3733,2.236,4.1996,1.3857,,,,2.3144,1.3954,3.1872,2.4137,1.4858,2.7278,2.019,1.8049,,,,,5.7148,6.2649,19.95,10.4487,,,,3.3333,5.1891,13.5832,3.0215,2.1839,6.1987,6.5767,5.6737,,,,
2014/1/27,-1.7308,-0.1972,-1.4388,0.5155,,,,-1.8721,-1.321,-1.2727,0.7722,-1.7812,-1.1842,-1.8248,-1.126,,,,,0.5563,1.65,0.259,0.5675,,,,0.3261,0.5113,2.8843,1.5657,0.6162,0.3562,0.1221,1.1913,,,,,2753879146,8756391772,1332637523,7660515096,,,,13838000000,3295390500,5799579375,2234133900,2547600000,8165085509,25824000000,1130186299,,,,,46.0923,20.2681,-115.5968,14.9737,,,,23.0148,19.5033,55.3646,118.7082,25.586,38.0224,13.7566,22.5598,,,,,3.3149,2.2315,4.1392,1.3929,,,,2.2711,1.377,3.1466,2.4323,1.4593,2.6955,1.9822,1.7846,,,,,5.6159,6.2526,19.6629,10.5025,,,,3.2709,5.1205,13.4103,3.0448,2.145,6.1253,6.4567,5.6099,,,,
2014/1/28,0.3914,0,10.0199,0.1709,,,,1.5898,3.4806,4.4199,0.2554,-0.3886,0.6658,1.1152,0.2847,,,,,0.4088,1.2023,0.8102,0.3818,,,,0.2569,0.9516,4.5269,0.5218,0.8254,0.2606,0.1246,0.7661,,,,,2764657538,8756391772,1466166565,7673609994,,,,14058000000,3410089500,6055914375,2239840500,2537700000,8219446931,26112000000,1133403912,,,,,46.2727,20.2681,-127.1795,14.9992,,,,23.3807,20.1821,57.8116,119.0114,25.4866,38.2756,13.9101,22.624,,,,,3.3279,2.2315,4.5539,1.3952,,,,2.3072,1.4249,3.2857,2.4385,1.4537,2.7134,2.0043,1.7897,,,,,5.6379,6.2526,21.6331,10.5205,,,,3.3229,5.2988,14.003,3.0526,2.1367,6.1661,6.5287,5.6258,,,,
2014/1/29,0.3899,0,5.8504,-0.6826,,,,-0.626,-4.5278,4.9383,1.0191,0.13,-0.1323,0.1838,0.9226,,,,,0.3203,1.3677,4.66,0.3953,,,,0.1852,1.5729,4.851,0.662,0.9542,0.2608,0.1038,1.0938,,,,,2775435930,8756391772,1551943499,7621230403,,,,13970000000,3255687000,6354971875,2262666900,2541000000,8208574647,26160000000,1143861151,,,,,46.4531,20.2681,-134.62,14.8969,,,,23.2343,19.2683,60.6665,120.2243,25.5197,38.2249,13.9356,22.8328,,,,,3.3409,2.2315,4.8203,1.3857,,,,2.2928,1.3604,3.448,2.4634,1.4556,2.7098,2.008,1.8062,,,,,5.6599,6.2526,22.8988,10.4487,,,,3.3021,5.0588,14.6945,3.0837,2.1395,6.158,6.5407,5.6777,,,,
2014/1/30,-0.6796,-0.7905,-2.4501,-2.0619,,,,-1.8898,-0.813,0.1681,-0.6305,-0.5195,-1.457,-1.4679,-1.9691,,,,,0.3025,0.9486,2.1337,0.2733,,,,0.1911,0.5296,2.2326,0.3822,0.5439,0.2232,0.0635,0.8737,,,,,2756573744,8687171284,1513918672,7464091632,,,,13706000000,3229218000,6365652500,2248400400,2527800000,8088979519,25776000000,1121337866,,,,,46.1374,20.1079,-131.3216,14.5897,,,,22.7953,19.1116,60.7685,119.4663,25.3872,37.668,13.7311,22.3832,,,,,3.3182,2.2139,4.7022,1.3571,,,,2.2494,1.3494,3.4538,2.4478,1.448,2.6703,1.9785,1.7706,,,,,5.6214,6.2031,22.3377,10.2332,,,,3.2397,5.0177,14.7192,3.0643,2.1284,6.0682,6.4447,5.5659,,,,
2014/2/7,2.0528,1.7928,0.2921,1.3158,,,,3.2103,1.9126,2.5168,0.8883,2.0888,4.3011,2.4209,3.0129,,,,,0.6178,1.784,1.2745,0.2945,,,,0.3952,0.5953,2.7051,0.5551,0.903,0.6954,0.1693,1.5061,,,,,2813160302,8842917383,1518340164,7562303364,,,,14146000000,3290979000,6525861875,2268373500,2580600000,8436892617,26400000000,1155122794,,,,,47.0845,20.4684,-131.7052,14.7817,,,,23.527,19.4772,62.2979,120.5275,25.9174,39.2882,14.0635,23.0576,,,,,3.3863,2.2536,4.716,1.375,,,,2.3216,1.3752,3.5407,2.4696,1.4782,2.7852,2.0264,1.824,,,,,5.7368,6.3144,22.403,10.3679,,,,3.3437,5.1137,15.0897,3.0915,2.1728,6.3292,6.6007,5.7336,,,,
2014/2/10,2.1073,4.3053,1.7472,3.4632,,,,3.577,2.681,-0.3273,1.5094,2.1739,3.2216,2.1818,1.9499,,,,,1.1023,3.6264,1.872,0.7355,,,,0.7396,1.1092,4.4642,0.9734,1.4544,0.8729,0.2072,2.6562,,,,,2872441457,9223630069,1544869113,7824201316,,,,14652000000,3379209000,6504500625,2302613100,2636700000,8708699724,26976000000,1177646080,,,,,48.0767,21.3496,-134.0064,15.2936,,,,24.3686,19.9993,62.0939,122.3468,26.4809,40.5539,14.3703,23.5072,,,,,3.4576,2.3506,4.7984,1.4226,,,,2.4047,1.412,3.5291,2.5069,1.5104,2.8749,2.0706,1.8595,,,,,5.8577,6.5862,22.7944,10.7269,,,,3.4633,5.2508,15.0403,3.1382,2.2201,6.5331,6.7447,5.8454,,,,
2014/2/11,5.5347,4.6904,-1.3738,1.0879,,,,6.6066,2.0888,3.9409,2.2305,1.3767,9.9875,1.9573,2.0492,,,,,3.2699,5.5359,2.1162,0.8818,,,,2.0452,1.8196,4.8101,1.6537,2.134,4.8956,0.3325,3.8845,,,,,3031422739,9656258121,1523645954,7909318150,,,,15620000000,3449793000,6760835625,2353972500,2673000000,9578482468,27504000000,1201778172,,,,,50.7376,22.351,-132.1654,15.46,,,,25.9785,20.4171,64.541,125.0757,26.8454,44.6042,14.6516,23.9889,,,,,3.649,2.4609,4.7324,1.4381,,,,2.5635,1.4415,3.6682,2.5628,1.5312,3.1621,2.1111,1.8976,,,,,6.1819,6.8951,22.4813,10.8436,,,,3.6921,5.3605,15.633,3.2082,2.2506,7.1856,6.8767,5.9652,,,,
2014/2/12,2.1333,0.8961,3.3662,0.5795,,,,0.7042,2.046,-0.6319,0.1212,1.358,5.2213,0.8726,1.8742,,,,,3.3481,4.6023,2.0196,0.8354,,,,1.6919,1.5783,5.5016,1.6351,1.9367,6.9945,0.2359,4.4783,,,,,3096093091,9742783731,1574935254,7955150292,,,,15730000000,3520377000,6718113125,2356825800,2709300000,10078607546,27744000000,1224301457,,,,,51.82,22.5513,-136.6144,15.5496,,,,26.1615,20.8348,64.1332,125.2273,27.21,46.9331,14.7794,24.4384,,,,,3.7268,2.4829,4.8917,1.4464,,,,2.5816,1.471,3.645,2.5659,1.552,3.3272,2.1295,1.9332,,,,,6.3138,6.9569,23.238,10.9065,,,,3.7181,5.4701,15.5342,3.2121,2.2812,7.5608,6.9367,6.077,,,,
2014/2/13,-2.0017,-2.4867,-1.1791,-2.5514,,,,-1.2587,-1.3784,-3.6566,-2.4213,-2.4361,0.4315,-1.9031,-2.6281,,,,,1.709,2.9111,1.4161,0.625,,,,0.8588,1.4497,4.4019,1.0466,1.6679,3.693,0.1721,2.5565,,,,,3034117337,9500512022,1556364990,7752179379,,,,15532000000,3471850500,6472458750,2299759800,2643300000,10122096683,27216000000,1192125335,,,,,50.7827,21.9905,-135.0035,15.1528,,,,25.8322,20.5476,61.7881,122.1952,26.5471,47.1357,14.4982,23.7962,,,,,3.6522,2.4212,4.8341,1.4095,,,,2.5491,1.4507,3.5117,2.5038,1.5142,3.3415,2.089,1.8824,,,,,6.1874,6.7839,22.964,10.6282,,,,3.6713,5.3947,14.9662,3.1343,2.2256,7.5935,6.8047,5.9173,,,,
2014/2/14,1.421,1.0929,0,1.2669,,,,0.9915,2.033,1.9802,1.737,1.4981,0.1074,1.5873,1.4845,,,,,1.1612,1.8613,1.0388,0.4434,,,,0.5301,1.1617,2.7221,0.9908,1.6124,2.7408,0.1292,2.7284,,,,,3077230905,9604342754,1556364990,7850391111,,,,15686000000,3542434500,6600626250,2339706000,2682900000,10132968968,27648000000,1209822202,,,,,51.5043,22.2309,-135.0035,15.3448,,,,26.0883,20.9654,63.0116,124.3177,26.9449,47.1863,14.7283,24.1494,,,,,3.7041,2.4476,4.8341,1.4274,,,,2.5744,1.4802,3.5813,2.5473,1.5368,3.3451,2.1222,1.9103,,,,,6.2753,6.8581,22.964,10.7628,,,,3.7077,5.5044,15.2625,3.1887,2.259,7.6016,6.9127,6.0051,,,,
2014/2/17,1.5762,1.6216,3.0682,0.3336,,,,0.7013,0.1245,1.1327,0.2439,2.46,0.2146,0.8681,0.9309,,,,,1.8084,2.9381,1.4604,0.6747,,,,0.7232,1.551,2.3504,1.2114,1.717,3.3506,0.1959,2.3598,,,,,3125733668,9760088853,1604117098,7876580906,,,,15796000000,3546846000,6675390625,2345412600,2748900000,10154713536,27888000000,1221083845,,,,,52.3161,22.5914,-139.1457,15.396,,,,26.2713,20.9915,63.7253,124.6209,27.6077,47.2876,14.8561,24.3742,,,,,3.7625,2.4873,4.9824,1.4321,,,,2.5924,1.4821,3.6218,2.5535,1.5746,3.3523,2.1406,1.9281,,,,,6.3742,6.9693,23.6686,10.7987,,,,3.7337,5.5113,15.4354,3.1965,2.3145,7.6179,6.9727,6.061,,,,
2014/2/18,-1.8103,1.2411,-1.7641,-2.2444,,,,-0.5571,-1.8657,-1.44,-1.4599,-1.2005,0.5353,-2.7539,0.2635,,,,,1.8321,4.3661,1.1166,0.6509,,,,0.9273,1.4208,2.3481,1.2625,1.9463,2.9111,0.3521,2.4508,,,,,3069147111,9881224708,1575819553,7699799789,,,,15708000000,3480673500,6579265000,2311173000,2715900000,10209074958,27120000000,1224301457,,,,,51.369,22.8717,-136.6911,15.0504,,,,26.1249,20.5998,62.8077,122.8016,27.2763,47.5407,14.447,24.4384,,,,,3.6944,2.5182,4.8945,1.4,,,,2.578,1.4544,3.5697,2.5162,1.5557,3.3702,2.0816,1.9332,,,,,6.2588,7.0558,23.2511,10.5564,,,,3.7129,5.4084,15.2131,3.1498,2.2868,7.6587,6.7807,6.077,,,,
2014/2/19,0.3512,-0.1751,4.9944,3.6565,,,,0.4202,4.0558,0.1623,1.4815,-0.243,-2.1299,3.3628,3.9422,,,,,1.3829,2.7896,2.5739,1.3279,,,,0.7311,3.5475,2.1687,2.2101,3.9101,2.3405,0.3962,7.755,,,,,3079925503,9863919586,1654522101,7981340087,,,,15774000000,3621841500,6589945625,2345412600,2709300000,9991629272,28032000000,1272565641,,,,,51.5494,22.8317,-143.518,15.6008,,,,26.2347,21.4353,62.9096,124.6209,27.21,46.5281,14.9329,25.4019,,,,,3.7074,2.5138,5.1389,1.4512,,,,2.5888,1.5134,3.5755,2.5535,1.552,3.2984,2.1516,2.0094,,,,,6.2808,7.0434,24.4123,10.9424,,,,3.7285,5.6278,15.2378,3.1965,2.2812,7.4956,7.0087,6.3166,,,,
2014/2/20,-2.0997,-2.9825,-4.062,-2.5431,,,,-1.1158,-2.8015,-3.2415,-1.9465,-2.3143,-1.9587,-1.5411,-2.2124,,,,,1.1229,2.5635,1.7178,0.8229,,,,0.7193,1.645,2.7643,1.1449,2.5663,1.6913,0.2617,3.7316,,,,,3015255151,9569732510,1587315431,7778369174,,,,15598000000,3520377000,6376333125,2299759800,2646600000,9795928154,27600000000,1244411534,,,,,50.467,22.1507,-137.6883,15.204,,,,25.942,20.8348,60.8704,122.1952,26.5803,45.6168,14.7027,24.8399,,,,,3.6295,2.4388,4.9302,1.4143,,,,2.5599,1.471,3.4596,2.5038,1.516,3.2338,2.1185,1.9649,,,,,6.1489,6.8333,23.4207,10.6641,,,,3.6869,5.4701,14.7439,3.1343,2.2284,7.3488,6.9007,6.1768,,,,
2014/2/21,-0.2681,-0.3617,1.6156,-1.3468,,,,-2.6798,-0.8772,0.5025,1.1166,0.2494,0.6659,-2.6087,-1.6807,,,,,0.8945,1.9605,0.686,0.6539,,,,0.8499,0.8761,2.1155,1.3491,1.5868,1.2763,0.4451,2.3973,,,,,3007171357,9535122266,1612960081,7673609994,,,,15180000000,3489496500,6408375000,2325439500,2653200000,9861161860,26880000000,1223497054,,,,,50.3317,22.0706,-139.9128,14.9992,,,,25.2468,20.6521,61.1763,123.5597,26.6466,45.9206,14.3192,24.4224,,,,,3.6198,2.43,5.0098,1.3952,,,,2.4913,1.4581,3.4769,2.5317,1.5198,3.2554,2.0632,1.9319,,,,,6.1324,6.8086,23.7991,10.5205,,,,3.5881,5.4221,14.818,3.1693,2.234,7.3977,6.7207,6.073,,,,
