ÈÕÆÚ,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH,000009.SZ,000409.SZ,000632.SZ,000638.SZ,000652.SZ,000839.SZ,300012.SZ,300688.SZ,600051.SH,600070.SH,600083.SH,600128.SH,600139.SH,600149.SH,600175.SH,600212.SH,600234.SH,600281.SH,600382.SH,600556.SH,600603.SH,600620.SH,600624.SH,600730.SH,600747.SH,600770.SH,600784.SH,600805.SH,600811.SH,600817.SH,600818.SH,603060.SH,603183.SH,900915.SH
2015/3/26,-0.1234,-2.9484,0.8772,0.7802,-2.0882,4.7986,-6.0504,,-0.0917,3.9864,0,-1.7291,1.457,-3.2244,4.5669,-0.5807,0,-2.5,-2.5567,-2.7936,-1.6845,-2.2208,-1.6149,-5.5949,0,-0.9472,-2.4219,3.0496,0.3673,0,-2.3997,,,-4.3234,3.2809,8.156,3.7862,2.6754,3.1245,4.714,2.6267,,4.0317,8.3546,,3.6803,3.4391,5.3502,9.912,9.097,,3.1308,8.2683,4.6965,8.3429,2.0686,5.5835,5.7788,,3.3605,4.0423,4.8188,3.088,,2.1661,,,1.7694,24117742114,4710754879,3743725683,2397850000,12370255433,27730894965,6313854332,,3296160000,3363135394,2654997064,4207385875,10140162583,8215257600,9614940561,4380128143,3020492530,3811719005,5731090482,6731232721,2499202253,6853037588,5467255754,4306055055,6577549506,16171344000,6202705688,12338907240,18218182738,1662563240,6774661698,,,6774661698,84.9789,-238.817,310.1812,792.5848,50.2245,146.5872,58.3519,,29.6473,-51.2352,461.9777,59.6309,632.7195,1352.3218,79.6611,-259.2377,-276.7548,199.5047,6.7911,11093.5121,-105.8946,85.4623,158.3788,27.6339,657.786,458.269,196.9647,11.6033,17.4818,-110.4696,645.608,,,237.1606,7.8645,7.2354,2.9778,10.3045,5.2713,4.2958,6.7062,,1.823,3.4621,69.4787,2.8364,7.801,30.1111,3.6179,4.3378,47.9987,5.4814,2.2968,3396.2431,58.5004,8.2216,6.2569,3.2075,4.2551,5.5554,5.0525,1.9615,1.7953,16.7158,24.0878,,,8.8485,5.9785,23.513,0.8598,12.4144,1.9327,11.3508,9.2076,,0.7628,3.4891,29.7095,1.0513,21.9227,207.0115,3.8742,6.5721,285.5362,1.131,42.3719,142.1028,51.2084,186.1528,6.3674,3.8862,19.6601,26.6337,2.0648,5.416,3.1653,58.3035,13.8093,,,5.0728
2015/3/27,1.853,-0.8861,0.3727,4.129,3.673,6.8966,-0.7603,,2.7523,0.2447,0,-0.2933,5.0261,0.9255,0,0,0,2.5641,1.3715,0.9971,6.1526,1.9372,1.0732,2.1117,0,0.4098,0.6405,0.4818,0.4575,0,0.0351,,,1.115,2.8545,5.8278,2.1418,4.2733,3.7854,4.5215,2.9171,,5.1573,4.0619,,2.7524,5.4256,3.8206,6.552,8.2042,,2.4508,8.0998,2.4841,7.625,1.5931,4.0908,3.6596,,2.2767,3.2978,2.9852,2.2905,,1.8218,,,0.7304,24564642832,4669014013,3757677455,2496858000,12824613156,29643370480,6265850967,,3386880000,3371364926,2654997064,4195047500,10649818274,8291289600,9614940561,4380128143,3020492530,3909455390,5809692200,6798347652,2652969370,6985795163,5525932110,4396986735,6577549506,16237620000,6242434787,12398351390,18301523007,1662563240,6777041277,,,6777041277,86.5535,-236.7009,311.3372,825.3109,52.0692,156.6967,57.9082,,30.4632,-51.3606,461.9777,59.456,664.5207,1364.8375,79.6611,-259.2377,-276.7548,204.6202,6.8842,11204.1219,-112.4099,87.1179,160.0786,28.2175,657.786,460.1471,198.2262,11.6592,17.5618,-110.4696,645.8348,,,239.891,8.0102,7.1712,2.9889,10.7299,5.4649,4.5921,6.6552,,1.8731,3.4706,69.4787,2.8281,8.193,30.3897,3.6179,4.3378,47.9987,5.622,2.3283,3430.1059,62.0997,8.3809,6.324,3.2752,4.2551,5.5782,5.0849,1.9709,1.8035,16.7158,24.0963,,,8.9504,6.0893,23.3047,0.863,12.927,2.0037,12.1336,9.1376,,0.7837,3.4977,29.7095,1.0482,23.0245,208.9274,3.8742,6.5721,285.5362,1.16,42.9531,143.5197,54.359,189.759,6.4357,3.9683,19.6601,26.7429,2.078,5.4421,3.1798,58.3035,13.8142,,,5.1312
2015/3/30,0.9703,-2.6181,0.3713,4.461,4,-0.1586,-5.1374,,-1.3393,6.1839,0,-0.5882,-1.4295,-3.668,1.3554,0.1168,0,3.9474,0.7647,4.1812,-0.5136,1.2451,0.6871,0.4003,0,1.1565,0.9547,3.4247,2.7322,0,0.2809,,,-0.4063,4.3942,6.6236,7.3563,6.8706,4.4579,3.2935,3.8043,,7.7962,6.5975,,3.3105,5.6208,10.81,6.2088,9.2633,,4.6743,8.5738,5.238,3.4621,2.7423,5.8279,5.2754,,3.8944,4.3883,4.3559,4.0838,,2.0042,,,0.6013,24802989882,4546772906,3771629228,2608242000,13337597683,29596342393,5943946051,,3341520000,3579846403,2654997064,4170370750,10497583457,7987161600,9745263550,4385245115,3020492530,4063775998,5854119258,7082599122,2639344435,7072774264,5563899164,4414586415,6577549506,16425402000,6302028437,12822952465,18801564619,1662563240,6796077910,,,6796077910,87.3933,-230.5037,312.4931,862.1277,54.152,156.4481,54.9332,,30.0552,-54.5367,461.9777,59.1062,655.0216,1314.7747,80.7409,-259.5405,-276.7548,212.6973,6.9368,11672.5869,-111.8326,88.2026,161.1785,28.3304,657.786,465.4686,200.1186,12.0585,18.0416,-110.4696,647.6489,,,238.9358,8.088,6.9835,3,11.2086,5.6835,4.5848,6.3133,,1.8481,3.6852,69.4787,2.8115,8.0759,29.275,3.6669,4.3429,47.9987,5.8439,2.3461,3573.5249,61.7808,8.4852,6.3675,3.2883,4.2551,5.6427,5.1334,2.0384,1.8528,16.7158,24.164,,,8.9148,6.1484,22.6945,0.8662,13.5037,2.0838,12.1144,8.6681,,0.7733,3.714,29.7095,1.042,22.6954,201.2638,3.9267,6.5798,285.5362,1.2058,43.2815,149.5205,54.0799,192.1216,6.4799,3.9842,19.6601,27.0521,2.0978,5.6285,3.2667,58.3035,13.853,,,5.1108
2015/3/31,0.3003,0.1311,-2.2195,-3.6773,-1.4286,1.8008,2.9929,,-2.8959,-3.908,0,0.2959,-0.7566,3.8553,-1.3373,-0.9335,-4.9598,4.1772,-2.16,-2.0067,0.1475,-2.3948,1.9851,-0.7309,0,-1.8157,-1.4184,0.3974,-1.5071,0,0.7003,,,1.9231,4.5775,4.4713,4.7859,4.2514,3.5992,4.0073,3.2024,,7.6699,7.458,,2.6022,3.485,12.3166,5.9251,8.6219,23.8566,5.6066,8.177,3.057,3.9252,1.9497,8.4598,3.8869,,2.8578,3.9965,3.3685,4.1313,,2.0583,,,0.6511,24877473335,4552735887,3687918592,2512328000,13147060573,30129327373,6121840873,,3244752000,3439944359,2654997064,4182709125,10418156596,8295091200,9614940561,4344309338,2870682578,4233528666,5727673016,6940473387,2643237274,6903393909,5674348775,4382320335,6577549506,16127160000,6212637962,12873904594,18518207705,1662563240,6843669492,,,6843669492,87.6558,-230.806,305.5574,830.4243,53.3784,159.2655,56.5773,,29.1849,-52.4054,461.9777,59.2811,650.0656,1365.4633,79.6611,-257.1177,-263.0284,221.5821,6.787,11438.3544,-111.9976,86.0903,164.378,28.1234,657.786,457.0169,197.2801,12.1064,17.7697,-110.4696,652.1843,,,243.6101,8.1123,6.9926,2.9334,10.7964,5.6023,4.6674,6.5022,,1.7945,3.5412,69.4787,2.8198,8.0148,30.4037,3.6179,4.3023,45.6181,6.088,2.2954,3501.8154,61.8719,8.282,6.4939,3.2643,4.2551,5.5402,5.0606,2.0465,1.8249,16.7158,24.3332,,,9.0892,6.1668,22.7243,0.847,13.0071,2.0541,12.3325,8.9276,,0.7509,3.5688,29.7095,1.0451,22.5237,209.0232,3.8742,6.5184,271.3742,1.2562,42.3467,146.5201,54.1596,187.5206,6.6086,3.955,19.6601,26.5609,2.0681,5.6509,3.2174,58.3035,13.95,,,5.2107
2015/4/1,6.1677,0.7204,0.6305,8.0049,3.3445,0.5203,2.1218,,1.3048,0.7177,0,1.2389,3.4943,-2.4748,0.753,0.8245,-1.622,2.7947,0.4177,0.6826,1.4728,-0.1989,0.3041,7.0281,0,3.9041,1.6787,5.6069,1.8002,0,2.886,,,3.2018,6.9366,4.5756,2.9536,6.8003,3.7142,3.1606,4.138,,4.8148,5.1485,,2.8114,5.2155,6.4675,3.9629,9.223,17.4939,6.9577,5.7186,2.1616,3.8626,2.7396,7.6111,8.1034,,3.6434,4.0852,4.886,3.2183,,3.3131,,,1.0461,26411832469,4585532281,3711171546,2713438000,13586761595,30286087661,6251732331,,3287088000,3464632955,2654997064,4234530300,10782196375,8089804800,9687342222,4380128143,2824120026,4351841132,5751595278,6987848632,2682165658,6889660367,5691606527,4690314736,6577549506,16756782000,6316926849,13595726422,18851568780,1662563240,7041174557,,,7041174557,93.0621,-232.4687,307.484,896.8992,55.1636,160.0942,57.7777,,29.5657,-52.7815,461.9777,60.0156,672.7807,1331.6709,80.261,-259.2377,-258.762,227.7746,6.8154,11516.4319,-113.647,85.919,164.878,30.0999,657.786,474.8593,200.5917,12.7852,18.0896,-110.4696,671.006,,,251.4591,8.6126,7.043,2.9519,11.6607,5.7897,4.6917,6.6402,,1.8179,3.5666,69.4787,2.8547,8.2949,29.6512,3.6451,4.3378,44.8782,6.2581,2.305,3525.7186,62.7831,8.2655,6.5136,3.4937,4.2551,5.7565,5.1455,2.1613,1.8577,16.7158,25.0354,,,9.382,6.5472,22.888,0.8523,14.0483,2.1228,12.3967,9.117,,0.7607,3.5944,29.7095,1.0581,23.3107,203.8503,3.9033,6.5721,266.9725,1.2913,42.5235,147.5202,54.9573,187.1476,6.6287,4.233,19.6601,27.5979,2.1028,5.9677,3.2754,58.3035,14.3526,,,5.3786
2015/4/2,-0.7896,1.0403,2.8822,9.3501,0.9709,-2.2774,1.5357,,3.0359,-1.1085,0,3.2634,1.2891,1.9737,10.0149,0.4673,0,0.8274,-0.1783,6.7797,3.193,3.3223,0.4851,5.5034,0,7.7126,5.6604,-2.436,9.9912,0,0.0338,,,-1.7175,3.9194,3.6593,5.9234,8.1549,3.3471,4.2096,3.9119,,8.518,5.7285,,4.3855,6.1448,9.2968,10.966,8.803,14.46,5.0522,5.8058,5.3027,4.4765,4.002,6.7917,7.1474,,5.2777,9.3093,8.4648,10.1627,,2.7458,,,1.0379,26203278801,4633236128,3818135137,2967146000,13718671902,29596342393,6347739060,,3386880000,3426228473,2654997064,4372720100,10921193382,8249472000,10657524477,4400596032,2824120026,4387849273,5741342880,7461601081,2767808102,7118552738,5719218930,4948443377,6577549506,18049164000,6674488746,13264537583,20735058853,1662563240,7043554136,,,7043554136,92.3273,-234.8871,316.3463,980.7598,55.6992,156.4481,58.665,,30.4632,-52.1964,461.9777,61.9741,681.4538,1357.9539,88.2991,-260.4491,-258.762,229.6592,6.8032,12297.2069,-117.2758,88.7735,165.6779,31.7564,657.786,511.4833,211.946,12.4737,19.897,-110.4696,671.2328,,,246.9876,8.5446,7.1163,3.037,12.751,5.8459,4.5848,6.7422,,1.8731,3.5271,69.4787,2.9479,8.4018,30.2365,4.0102,4.3581,44.8782,6.3099,2.3009,3764.7504,64.7878,8.5401,6.5452,3.686,4.2551,6.2005,5.4368,2.1086,2.0433,16.7158,25.0439,,,9.2152,6.4955,23.1261,0.8769,15.3618,2.1434,12.1144,9.257,,0.7837,3.5546,29.7095,1.0926,23.6112,207.8736,4.2943,6.6028,266.9725,1.302,42.4477,157.5216,56.7121,193.3651,6.6608,4.466,19.6601,29.7264,2.2218,5.8223,3.6026,58.3035,14.3575,,,5.283
2015/4/3,3.3542,2.9601,3.4105,3.2325,0.1068,4.2903,1.29,,2.2321,2.8022,0,1.9752,-0.7273,2.8111,0.4076,10,10.0358,6.0961,-0.0595,2.8571,8.5795,10.0322,0.7242,-0.3557,0,2.5704,-1.1905,-1.2804,-0.4823,0,4.3919,,,3.3822,5.4625,5.6667,6.6397,6.8222,3.1845,11.3207,5.6672,,8.2434,4.7482,,3.8673,3.9151,12.4705,8.5301,24.9257,22.9184,6.4112,7.0911,6.0874,6.8858,4.7545,7.4621,5.0708,,4.7785,6.1569,6.0475,6.3646,,4.5117,,,1.3951,27082183547,4770384688,3948351683,3063060000,13733328603,30866100727,6429627153,,3462480000,3522239679,2654997064,4459088725,10841766521,8481369600,10700965474,4840655635,3107544258,4655338326,5737925414,7674789684,3005271245,7832696936,5760637534,4930843697,6577549506,18513096000,6595030547,13094697153,20635050530,1662563240,7352899419,,,7352899419,95.4241,-241.84,327.1352,1012.4632,55.7587,163.1601,59.4218,,31.1432,-53.6591,461.9777,63.1982,676.4978,1396.1268,88.659,-286.494,-284.731,243.6596,6.7992,12648.5557,-127.3375,97.6794,166.8777,31.6435,657.786,524.6303,209.4228,12.314,19.801,-110.4696,700.7126,,,255.1415,8.8312,7.3269,3.1405,13.1631,5.8522,4.7815,6.8291,,1.915,3.6259,69.4787,3.0061,8.3407,31.0864,4.0265,4.7939,49.3821,6.6946,2.2995,3872.3147,70.3462,9.3969,6.5926,3.6729,4.2551,6.3599,5.3721,2.0816,2.0335,16.7158,26.1438,,,9.5194,6.7134,23.8107,0.9068,15.8584,2.1457,12.6341,9.3764,,0.8012,3.6542,29.7095,1.1142,23.4395,213.7171,4.3118,7.2631,293.7655,1.3813,42.4225,162.0222,61.5777,212.7638,6.7091,4.4501,19.6601,30.4905,2.1953,5.7478,3.5852,58.3035,14.988,,,5.4574
2015/4/7,0.495,4.625,3.8869,10,0.9605,1.5744,0.0878,,2.1834,4.5171,0,0.6087,2.2589,-1.2102,3.2476,0.6342,3.6482,0.5525,5.1817,-1.749,0.5181,2.5132,4.9131,1.2493,0,-0.358,2.4096,2.3995,1.454,0,-0.2265,,,-0.9269,5.2262,6.7554,6.1638,8.236,3.1686,6.7792,5.9159,,6.9815,6.3377,,3.1045,4.7637,9.1852,7.5136,18.1848,29.4176,8.183,15.2823,5.1995,4.3332,5.162,11.0082,6.0773,,3.9345,7.2673,5.2067,5.5975,,2.3808,,,0.4427,27216253763,4991014980,4101821183,3369366000,13865238910,31352057620,6435274608,,3538080000,3681343963,2654997064,4486233150,11086666009,8378726400,11048493446,4871357468,3220913951,4681058428,6035244956,7540559823,3020842598,8029544375,6043664663,4992442577,6577549506,18446820000,6753946946,13408901949,20935075497,1662563240,7336242365,,,7336242365,95.8965,-253.0251,339.8507,1113.7095,56.2943,165.7289,59.474,,31.8232,-56.0829,461.9777,63.5829,691.7789,1379.2306,91.5383,-288.3111,-295.1186,245.0057,7.1515,12427.3361,-127.9972,100.1342,175.0766,32.0388,657.786,522.7522,214.4691,12.6095,20.0889,-110.4696,699.1252,,,252.5994,8.8749,7.6658,3.2626,14.4794,5.9084,4.8568,6.8351,,1.9568,3.7897,69.4787,3.0244,8.5291,30.7102,4.1573,4.8243,51.1836,6.7316,2.4186,3804.589,70.7107,9.6331,6.9165,3.7188,4.2551,6.3371,5.5015,2.1316,2.0631,16.7158,26.0846,,,9.4246,6.7466,24.9119,0.942,17.4443,2.1663,12.833,9.3847,,0.8187,3.8193,29.7095,1.121,23.969,211.1306,4.4518,7.3092,304.4826,1.389,44.6206,159.1885,61.8967,218.1109,7.0387,4.5057,19.6601,30.3813,2.2482,5.8857,3.6374,58.3035,14.9541,,,5.403
2015/4/8,-1.7515,-2.27,-0.5669,-1.5611,10.0423,-4,2.9838,,-1.7949,3.5022,0,-5.2805,1.6716,-3.4029,-1.3106,-1.5756,-1.6342,-1.4286,-1.1325,-2.8272,-4.9613,3.9909,-4.0548,-0.7638,0,-3.4132,-3.3824,-4.3065,1.035,0,-2.6597,,,-2.0914,4.5807,6.5701,4.8163,6.5329,7.9998,6.2951,9.2973,,5.8558,7.7992,,6.1034,6.4557,9.5602,6.551,10.933,15.7868,3.2169,10.0988,4.5701,6.9489,5.7897,8.5554,4.9699,,4.0407,6.2952,8.8117,5.8692,,2.7352,,,0.7908,26739559663,4877718343,4078568228,3316768000,15257625481,30097975315,6627288067,,3474576000,3810273297,2654997064,4249336350,11271995351,8093606400,10903690124,4794602886,3168278022,4614186164,5966895636,7327371220,2870968320,8349993694,5798604588,4954309937,6577549506,17817198000,6525504622,12831444487,21151760196,1662563240,7141116879,,,7141116879,94.2168,-247.2814,337.9241,1096.3238,61.9475,159.0998,61.2486,,31.252,-58.0471,461.9777,60.2254,703.3429,1332.2967,90.3386,-283.7683,-290.2958,241.5057,7.0705,12075.9873,-121.6469,104.1304,167.9775,31.7941,657.786,504.9097,207.215,12.0665,20.2968,-110.4696,680.5303,,,247.478,8.7195,7.4918,3.2441,14.2534,6.5017,4.6625,7.0391,,1.9216,3.9224,69.4787,2.8647,8.6717,29.6652,4.1028,4.7483,50.3472,6.6354,2.3913,3697.0247,67.2025,10.0175,6.6361,3.6904,4.2551,6.1208,5.3154,2.0398,2.0844,16.7158,25.3908,,,9.2335,6.6284,24.3464,0.9367,17.1719,2.3838,12.3197,9.6647,,0.804,3.953,29.7095,1.0618,24.3697,203.9461,4.3935,7.194,299.5068,1.3691,44.1153,154.6879,58.8258,226.8154,6.7533,4.4713,19.6601,29.3444,2.1722,5.6322,3.675,58.3035,14.5563,,,5.2935
2015/4/9,2.0056,-3.1174,-1.2543,1.0261,2.7858,-3.75,0.6391,,-2.785,3.3117,0,-4.4135,-1.9378,-1.9258,-2.5232,-2.4546,9.5208,3.7904,0,2.2629,1.2881,5.5373,-3.1548,10.0059,0,-4.7117,-2.2831,-3.7062,-1.8913,0,7.1643,,,2.5857,4.8777,5.8504,3.88,4.7771,8.4603,4.5674,7.6812,,5.1851,7.9347,,6.5098,4.5652,7.8792,6.6716,9.1937,25.9005,7.5852,,4.2314,5.1549,5.6496,6.3342,8.862,,3.1392,5.2911,7.7727,4.5402,,4.9475,,,1.4399,27275840525,4725662332,4027411728,3350802000,15682669803,28969301241,6669643977,,3377808000,3936459454,2654997064,4061793050,11053571484,7937740800,10628563813,4676912527,3469922383,4789082853,5966895636,7493184578,2907950285,8812356284,5615672419,5450034259,6577549506,16977702000,6376520499,12355891283,20751726906,1662563240,7652726386,,,7652726386,96.1064,-239.5727,333.6856,1107.5734,63.6732,153.1335,61.64,,30.3816,-59.9694,461.9777,57.5674,689.7138,1306.6395,88.0591,-276.8028,-317.9342,250.6597,7.0705,12349.2586,-123.2138,109.8964,162.6783,34.9754,657.786,481.1198,202.4841,11.6193,19.9129,-110.4696,729.2853,,,253.8481,8.8943,7.2582,3.2034,14.3997,6.6828,4.4877,7.0841,,1.8681,4.0523,69.4787,2.7383,8.5037,29.0939,3.9993,4.6317,55.1406,6.8869,2.3913,3780.6858,68.0682,10.5722,6.4267,4.0596,4.2551,5.8324,5.1941,1.9642,2.045,16.7158,27.2099,,,9.4712,6.7614,23.5874,0.9249,17.3481,2.4502,11.8577,9.7264,,0.7817,4.0839,29.7095,1.0149,23.8974,200.0185,4.2826,7.0174,328.0222,1.421,44.1153,158.1884,59.5836,239.3748,6.5402,4.9187,19.6601,27.9618,2.1226,5.4235,3.6055,58.3035,15.5992,,,5.4297
2015/4/10,2.5669,2.8391,9.1224,3.6011,2.5234,2.381,9.9915,,10.0269,3.6237,0,4.9818,0.479,0,1.0899,3.8293,-2.1587,-0.1074,0,1.1064,-0.8701,0.0519,1.4751,3.8213,0,5.4001,1.1682,2.1993,4.8193,0,0.653,,,10.0274,5.0014,4.6737,6.4544,4.8828,5.4847,3.1586,11.0943,,9.9916,6.8343,,3.9147,3.5573,5.4254,4.8838,12.6911,16.8583,8.1195,,3.2781,3.3647,3.1671,4.954,8.2006,,3.6673,3.8227,4.4129,4.5562,,3.9822,,,2.0855,27975984984,4859829401,4394808410,3471468000,16078400723,29659046509,7336043629,,3716496000,4079104675,2654997064,4264142400,11106522724,7937740800,10744406470,4856006551,3395017408,4783938833,5966895636,7576091257,2882646835,8816934131,5698509628,5658297139,6577549506,17894520000,6451012561,12627635971,21751810131,1662563240,7702697547,,,7702697547,98.5734,-246.3745,364.1258,1147.4583,65.2799,156.7796,67.7988,,33.428,-62.1426,461.9777,60.4353,693.0179,1306.6395,89.0189,-287.4025,-311.0709,250.3905,7.0705,12485.8942,-122.1417,109.9535,165.0779,36.3119,657.786,507.1009,204.8495,11.8748,20.8726,-110.4696,734.0475,,,279.4482,9.1226,7.4643,3.4956,14.9182,6.8515,4.5945,7.7919,,2.0554,4.1992,69.4787,2.8747,8.5444,29.0939,4.0429,4.8091,53.9503,6.8795,2.3913,3822.5164,67.4759,10.5777,6.5215,4.2147,4.2551,6.1474,5.2548,2.0074,2.1435,16.7158,27.3875,,,10.4263,6.9349,24.2571,1.0093,17.9729,2.5121,12.14,10.6983,,0.86,4.2319,29.7095,1.0655,24.0119,200.0185,4.3293,7.2861,320.9412,1.4195,44.1153,159.9386,59.0651,239.4992,6.6367,5.1066,19.6601,29.4717,2.1474,5.5428,3.7793,58.3035,15.701,,,5.9773
2015/4/13,-0.1065,0.4908,4.127,9.9822,3.0994,1.7442,3.2717,,10.0081,1.5467,0,3.4722,0.5364,0,2.965,0.2107,1.4311,-0.3226,0,0.938,5.6043,-0.8827,4.0581,3.2659,0,0.5556,3.9261,3.2952,5.7471,0,7.9395,,,10.01,4.2487,4.8877,6.7101,6.1676,4.61,4.0522,9.3219,,11.7969,5.2589,,4.4055,4.1462,5.6088,6.3343,10.0258,14.9852,5.5862,,4.6928,6.0017,3.0651,7.7255,5.5353,,3.5053,6.9876,5.2809,4.9919,,4.384,,,0.1382,27946191603,4883681324,4576181455,3817996000,16576728548,30176355459,7576060453,,4088448000,4142197753,2654997064,4412202900,11166092870,7937740800,11062973778,4866240496,3443604419,4768506772,5966895636,7647154124,3044199629,8739110725,5929763501,5843093780,6577549506,17993934000,6704285571,13043745024,23001914161,1662563240,8314249375,,,8314249375,98.4684,-247.5837,379.1532,1261.9996,67.3032,159.5141,70.017,,36.7735,-63.1037,461.9777,62.5337,696.7349,1306.6395,91.6583,-288.0082,-315.5228,249.5828,7.0705,12603.0105,-128.9869,108.983,171.777,37.4978,657.786,509.9181,212.8921,12.2661,22.0722,-110.4696,792.3268,,,307.5461,9.1129,7.501,3.6399,16.4074,7.0638,4.6747,8.0468,,2.2611,4.2641,69.4787,2.9745,8.5902,29.0939,4.1628,4.8192,54.7224,6.8573,2.3913,3858.3711,71.2574,10.4843,6.7862,4.3524,4.2551,6.1816,5.4611,2.0735,2.2667,16.7158,29.562,,,11.4746,6.9275,24.3762,1.0509,19.767,2.5899,12.3518,11.0483,,0.9461,4.2974,29.7095,1.1025,24.1407,200.0185,4.4576,7.3015,325.5342,1.4149,44.1153,161.4388,62.3753,237.3852,6.906,5.2734,19.6601,29.6355,2.2317,5.7254,3.9965,58.3035,16.9476,,,6.5783
2015/4/14,-1.5458,3.3578,-0.4065,6.564,-1.8568,0.5195,0.7082,,-1.1095,-0.9272,0,-0.5034,-2.3711,0.5747,-0.2618,4.7319,-5.4086,-2.8047,0,-1.4455,4.156,-1.4144,-1.1059,-3.1124,0,-1.1664,3.8519,0.3255,4.1304,0,3.0052,,,1.5392,3.7989,5.8796,4.4126,8.7148,4.6547,4.0818,7.0324,,19.9841,3.3852,,3.9054,4.2005,6.2857,5.149,14.4929,13.4411,3.8423,,2.727,7.1408,3.2216,6.6614,5.2714,,2.8119,8.5704,5.8881,4.6111,,4.5932,,,5.1012,27514187575,5047663298,4557579092,4068610000,16268937833,30333115747,7629711273,,4043088000,4103793271,2654997064,4389993825,10901336667,7983360000,11034013114,5096504241,3257354209,4634762245,5966895636,7536611886,3170716877,8615508844,5864184045,5661230419,6577549506,17784060000,6962524719,13086205132,23951993224,1662563240,8564105181,,,8564105181,96.9463,-255.8969,377.6119,1344.8375,66.0535,160.3427,70.5128,,36.3655,-62.5187,461.9777,62.2189,680.2148,1314.1489,91.4183,-301.6364,-298.4574,242.5826,7.0705,12420.8296,-134.3476,107.4416,169.8773,36.3307,657.786,503.9707,221.0924,12.306,22.9839,-110.4696,816.1374,,,312.3407,8.9721,7.7528,3.6251,17.4844,6.9327,4.699,8.1038,,2.2361,4.2246,69.4787,2.9596,8.3865,29.2611,4.1519,5.0473,51.7627,6.665,2.3913,3802.5971,74.2189,10.336,6.7111,4.2169,4.2551,6.1095,5.6714,2.0803,2.3604,16.7158,30.4503,,,11.6535,6.8205,25.1947,1.0467,21.0645,2.5418,12.416,11.1265,,0.9356,4.2575,29.7095,1.0969,23.5683,201.168,4.446,7.647,307.9275,1.3752,44.1153,159.1051,64.9676,234.0278,6.8296,5.1093,19.6601,29.2898,2.3177,5.7441,4.1615,58.3035,17.4569,,,6.6809
