ÈÕÆÚ,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH
2016/10/12,0,-0.4496,-1.6667,0.127,3.1938,,,-1.1391,-0.9883,0.1819,,,,0.5437,3.2635,0.5894,7.3989,,,1.3012,0.4323,4.9789,,,10679865840,55547210489,12116746687,15318274690,2997864804,,,13929651203,15839288176,4171693506,,,-47.5419,118.1223,121.4891,115.808,280.7297,,,33.1364,19.6224,178.2106,,,5.4736,3.381,16.9263,3.6446,15.0151,,,1.8094,1.992,11.3577,,,0.2513,0.7603,53.6296,0.3286,1.0846,,,0.7466,0.9024,4.7411,,
2016/10/13,0,0.1807,-0.6632,0.1268,-1.921,,,1.1523,0.2722,-0.0605,,,,0.4822,2.2776,0.702,6.0315,,,1.7046,0.3072,3.2771,,,10679865840,55647566786,12036385066,15337701798,2940275086,,,14090157472,15882407835,4169168268,,,-47.5419,118.3357,120.6834,115.9549,275.3368,,,33.5182,19.6758,178.1027,,,5.4736,3.3871,16.8141,3.6492,14.7267,,,1.8302,1.9974,11.3509,,,0.2513,0.7617,53.2739,0.329,1.0637,,,0.7552,0.9049,4.7383,,
2016/10/14,0,-0.1803,-1.0386,0.1267,0.3264,,,-1.2205,-0.724,-3.7553,,,,0.4183,1.9981,0.534,3.5288,,,1.0855,0.3283,4.3966,,,10679865840,55547210489,11911378099,15357128906,2949873372,,,13918186469,15767422077,4012603500,,,-47.5419,118.1223,119.43,116.1017,276.2356,,,33.1091,19.5334,171.4144,,,5.4736,3.381,16.6394,3.6539,14.7748,,,1.8079,1.983,10.9246,,,0.2513,0.7603,52.7206,0.3294,1.0672,,,0.746,0.8984,4.5603,,
2016/10/17,0,-0.7227,-2.5487,-1.518,-4.1215,,,-2.0593,0.9116,4.9087,,,,0.9065,2.8699,0.5475,6.0884,,,1.4489,0.4713,7.0295,,,10679865840,55145785300,11607789752,15124003609,2828295077,,,13631568132,15911154274,4209572079,,,-47.5419,117.2686,116.386,114.3393,264.8506,,,32.4273,19.7114,179.8287,,,5.4736,3.3566,16.2153,3.5984,14.1658,,,1.7706,2.0011,11.4609,,,0.2513,0.7548,51.3769,0.3244,1.0232,,,0.7306,0.9065,4.7842,,
2016/10/18,0,1.8198,0.3846,1.8626,2.2624,,,1.0934,0.4517,10.018,,,,0.822,1.9399,0.7993,3.9629,,,0.8445,0.4908,11.4155,,,10679865840,56149348272,11652435097,15405696676,2892283653,,,13780609667,15983020373,4631286859,,,-47.5419,119.4027,116.8337,116.4689,270.8427,,,32.7818,19.8005,197.844,,,5.4736,3.4177,16.2777,3.6654,14.4863,,,1.79,2.0101,12.609,,,0.2513,0.7686,51.5745,0.3304,1.0464,,,0.7386,0.9106,5.2635,,
2016/10/19,0,0.3575,-1.4559,-0.3153,0.2212,,,-0.5824,-0.2698,-1.5267,,,,1.6901,2.1296,0.6997,4.7127,,,0.8651,0.3603,7.5336,,,10679865840,56350060867,11482782785,15357128906,2898682511,,,13700356533,15939900714,4560580189,,,-47.5419,119.8295,115.1326,116.1017,271.4419,,,32.5909,19.747,194.8235,,,5.4736,3.4299,16.0407,3.6539,14.5184,,,1.7796,2.0047,12.4165,,,0.2513,0.7713,50.8236,0.3294,1.0487,,,0.7343,0.9082,5.1831,,
2016/10/20,0,0.6233,0.0778,2.4668,-1.2141,,,-0.251,0.3607,-0.3876,,,,1.0654,1.9979,1.6357,3.0774,,,0.6869,0.2875,6.0565,,,10679865840,56701307907,11491711854,15735957512,2863488794,,,13665962332,15997393593,4542903522,,,-47.5419,120.5765,115.2222,118.9657,268.1463,,,32.5091,19.8183,194.0683,,,5.4736,3.4513,16.0532,3.744,14.3421,,,1.7751,2.0119,12.3684,,,0.2513,0.7761,50.8631,0.3375,1.036,,,0.7325,0.9115,5.163,,
2016/10/21,0,-1.0619,-2.0202,-2.2222,0.7821,,,-0.755,-0.7188,6.448,,,,0.9663,2.2651,1.0575,3.5781,,,0.8986,0.3491,7.1928,,,10679865840,56099170124,11259556059,15386269568,2885884796,,,13562779731,15882407835,4835831153,,,-47.5419,119.296,112.8945,116.322,270.2435,,,32.2637,19.6758,206.5819,,,5.4736,3.4146,15.7289,3.6608,14.4543,,,1.7617,1.9974,13.1659,,,0.2513,0.7679,49.8356,0.33,1.0441,,,0.7269,0.9049,5.4959,,
2016/10/24,0,1.8784,1.2688,0.2525,0,,,0.0845,0.8145,-0.6789,,,,2.0267,2.0058,0.8332,3.2798,,,1.1957,0.6308,5.0089,,,10679865840,57152911244,11402421164,15425123784,2885884796,,,13574244464,16011766813,4803003056,,,-47.5419,121.5368,114.3269,116.6158,270.2435,,,32.2909,19.8361,205.1795,,,5.4736,3.4788,15.9285,3.67,14.4543,,,1.7632,2.0137,13.0765,,,0.2513,0.7823,50.4679,0.3308,1.0441,,,0.7276,0.9123,5.4586,,
2016/10/25,0,0.1756,1.7228,1.2594,-0.4435,,,-0.0845,0.2693,-0.6835,,,,0.914,2.0393,1.1103,2.5121,,,0.7236,0.5903,4.0342,,,10679865840,57253267541,11598860683,15619394864,2873087080,,,13562779731,16054886472,4770174960,,,-47.5419,121.7502,116.2965,118.0845,269.0451,,,32.2637,19.8895,203.7771,,,5.4736,3.4849,16.2029,3.7163,14.3902,,,1.7617,2.0191,12.9871,,,0.2513,0.7837,51.3374,0.335,1.0394,,,0.7269,0.9147,5.4213,,
2016/10/26,0,0.5259,-0.9238,-0.995,1.3363,,,-1.268,0.5372,-3.2292,,,,1.2673,1.4509,0.975,3.855,,,1.0382,0.6775,3.4217,,,10679865840,57554336433,11491711854,15463978000,2911480226,,,13390808728,16141125790,4616135430,,,-47.5419,122.3904,115.2222,116.9095,272.6404,,,31.8546,19.9963,197.1967,,,5.4736,3.5032,16.0532,3.6793,14.5825,,,1.7394,2.03,12.5678,,,0.2513,0.7878,50.8631,0.3317,1.0533,,,0.7177,0.9196,5.2462,,
2016/10/27,0,-0.5231,0.2331,-0.5653,0.7692,,,1.5411,-0.4452,7.8775,,,,0.6638,1.4903,0.5268,2.5438,,,1.3076,0.3347,6.4255,,,10679865840,57253267541,11518499062,15376556014,2933876228,,,13597173931,16069259692,4979769730,,,-47.5419,121.7502,115.4908,116.2486,274.7376,,,32.3455,19.9073,212.7308,,,5.4736,3.4849,16.0906,3.6585,14.6946,,,1.7662,2.0209,13.5578,,,0.2513,0.7837,50.9817,0.3298,1.0614,,,0.7288,0.9156,5.6595,,
2016/10/28,0,-1.4023,-1.2403,-2.5268,-1.8539,,,-1.1804,-1.4311,-2.2312,,,,0.7425,1.5634,0.9107,2.7229,,,0.9695,0.5722,5.3537,,,10679865840,56450417164,11375633957,14988013853,2879485938,,,13436667662,15839288176,4868659250,,,-47.5419,120.0429,114.0583,113.3112,269.6443,,,31.9637,19.6224,207.9843,,,5.4736,3.436,15.891,3.566,14.4222,,,1.7453,1.992,13.2553,,,0.2513,0.7727,50.3493,0.3215,1.0418,,,0.7202,0.9024,5.5332,,
2016/10/31,0,-0.4444,-8.7912,0.3889,-2.4444,,,-0.3413,0.5445,-0.9855,,,,0.6145,4.1242,0.4393,4.4488,,,0.6072,0.3646,2.2515,,,10679865840,56199526421,10375578224,15046295177,2809098504,,,13390808728,15925527494,4820679724,,,-47.5419,119.5094,104.0312,113.7518,263.053,,,31.8546,19.7292,205.9346,,,5.4736,3.4207,14.494,3.5799,14.0697,,,1.7394,2.0029,13.1247,,,0.2513,0.7693,45.923,0.3227,1.0163,,,0.7177,0.9074,5.4787,,
2016/11/1,0,0.8036,0.6885,0.3228,0.6834,,,0.6849,1.083,4.2431,,,,0.5815,1.5994,0.5134,2.2005,,,0.7385,0.4835,4.7344,,,10679865840,56651129758,10447010777,15094862947,2828295077,,,13482526596,16098006131,5025224018,,,-47.5419,120.4698,104.7474,114.119,264.8506,,,32.0728,19.9429,214.6726,,,5.4736,3.4482,14.5938,3.5915,14.1658,,,1.7513,2.0246,13.6815,,,0.2513,0.7754,46.2392,0.3238,1.0232,,,0.7226,0.9172,5.7112,,
2016/11/2,0,-1.4172,-2.2222,-1.7375,-2.2624,,,-1.8707,3.3929,-0.603,,,,0.6119,1.7531,0.6333,2.523,,,0.9102,2.3863,2.7785,,,10679865840,55848279381,10214854982,14832596989,2764306500,,,13230302459,16644188482,4994921160,,,-47.5419,118.7625,102.4197,112.1362,258.8585,,,31.4728,20.6196,213.3781,,,5.4736,3.3993,14.2695,3.5291,13.8453,,,1.7185,2.0932,13.599,,,0.2513,0.7645,45.2116,0.3181,1.0001,,,0.7091,0.9483,5.6767,,
2016/11/3,0,2.5157,1.6608,10.0196,0.8102,,,0.5199,-0.9499,-2.0222,,,,1.7733,1.6911,4.7851,2.1836,,,0.7691,1.1345,3.2928,,,10679865840,57253267541,10384507294,16318770754,2786702502,,,13299090860,16486083065,4893911632,,,-47.5419,121.7502,104.1207,123.3719,260.9558,,,31.6364,20.4237,209.063,,,5.4736,3.4849,14.5065,3.8827,13.9575,,,1.7274,2.0734,13.324,,,0.2513,0.7837,45.9625,0.35,1.0082,,,0.7128,0.9393,5.5619,,
2016/11/4,0,-0.7888,-2.8375,-2.1429,-0.3444,,,-0.2586,-0.959,-3.6636,,,,0.7154,1.9275,3.3584,1.688,,,0.7996,0.6913,4.0927,,,10679865840,56801664204,10089848015,15969082809,2777104216,,,13264696660,16327977647,4714619719,,,-47.5419,120.7899,101.1663,120.7282,260.057,,,31.5546,20.2278,201.4039,,,5.4736,3.4574,14.0949,3.7995,13.9094,,,1.723,2.0535,12.8359,,,0.2513,0.7775,44.6584,0.3425,1.0047,,,0.711,0.9303,5.3582,,
2016/11/7,0,-0.1767,-0.885,0.1825,0.576,,,-1.21,-0.1761,0,,,,0.5135,1.3442,1.8422,2.2798,,,0.963,0.585,2.1724,,,10679865840,56701307907,10000557325,15998223471,2793101360,,,13104190391,16299231208,4714619719,,,-47.5419,120.5765,100.271,120.9485,261.555,,,31.1728,20.1922,201.4039,,,5.4736,3.4513,13.9701,3.8064,13.9896,,,1.7021,2.0499,12.8359,,,0.2513,0.7761,44.2631,0.3431,1.0105,,,0.7024,0.9287,5.3582,,
2016/11/8,0,0.6195,10,3.4001,1.8328,,,1.1374,0.0882,3.053,,,,0.7642,4.3593,3.1495,2.5153,,,0.9062,0.7318,2.852,,,10679865840,57052554947,11000613057,16542182496,2844292221,,,13253231926,16313604428,4858558297,,,-47.5419,121.3234,110.2982,125.0609,266.3487,,,31.5273,20.21,207.5528,,,5.4736,3.4726,15.3672,3.9358,14.2459,,,1.7215,2.0517,13.2278,,,0.2513,0.7809,48.6895,0.3548,1.029,,,0.7103,0.9295,5.5218,,
2016/11/9,0,-2.1108,-1.7045,-1.7616,0.5624,,,-0.692,3.348,-2.7547,,,,1.321,3.4772,2.4849,4.347,,,1.0731,3.2995,2.5373,,,10679865840,55848279381,10813102607,16250775875,2860289365,,,13161514058,16859786778,4724720672,,,-47.5419,118.7625,108.4181,122.8578,267.8467,,,31.3091,20.8866,201.8354,,,5.4736,3.3993,15.1052,3.8665,14.3261,,,1.7096,2.1204,12.8634,,,0.2513,0.7645,47.8595,0.3486,1.0348,,,0.7054,0.9606,5.3696,,
2016/11/10,0,0.8985,0.9083,0.6575,4.4743,,,0.1742,-1.8755,0.4276,,,,0.8307,2.7027,1.6319,5.815,,,1.0185,1.6345,2.3309,,,10679865840,56350060867,10911322367,16357624970,2988266518,,,13184443525,16543575944,4744922578,,,-47.5419,119.8295,109.4029,123.6656,279.8309,,,31.3637,20.4949,202.6984,,,5.4736,3.4299,15.2424,3.8919,14.9671,,,1.7126,2.0806,12.9184,,,0.2513,0.7713,48.2943,0.3508,1.0811,,,0.7067,0.9426,5.3926,,
2016/11/11,0,-0.8905,-3.0278,0.8314,0.2141,,,1.7391,-1.1295,-3.14,,,,1.4401,2.1794,1.6576,3.7941,,,1.5954,1.5377,3.1512,,,10679865840,55848279381,10580946812,16493614726,2994665376,,,13413738195,16356724087,4595933524,,,-47.5419,118.7625,106.0903,124.6937,280.4301,,,31.9091,20.2634,196.3337,,,5.4736,3.3993,14.7809,3.9243,14.9991,,,1.7423,2.0571,12.5128,,,0.2513,0.7645,46.832,0.3538,1.0834,,,0.7189,0.9319,5.2233,,
2016/11/14,0,-0.1797,0.8439,-1.3545,-0.5342,,,-0.2564,0.1757,0.2198,,,,1.027,2.1303,1.5554,3.9315,,,1.108,1.0718,2.0032,,,10679865840,55747923083,10670237503,16270202984,2978668231,,,13379343995,16385470526,4606034477,,,-47.5419,118.5491,106.9856,123.0047,278.9321,,,31.8273,20.299,196.7652,,,5.4736,3.3932,14.9056,3.8711,14.919,,,1.7379,2.0607,12.5403,,,0.2513,0.7631,47.2272,0.349,1.0776,,,0.7171,0.9336,5.2348,,
2016/11/15,0,0.6301,-0.5858,0.8955,1.1815,,,0.7712,0.3509,0.2193,,,,0.8475,1.1674,1.0808,3.0555,,,1.0688,0.7183,1.7508,,,10679865840,56099170124,10607734020,16415906294,3013861948,,,13482526596,16442963405,4616135430,,,-47.5419,119.296,106.3589,124.1062,282.2277,,,32.0728,20.3703,197.1967,,,5.4736,3.4146,14.8183,3.9058,15.0953,,,1.7513,2.0679,12.5678,,,0.2513,0.7679,46.9506,0.3521,1.0904,,,0.7226,0.9368,5.2462,,
2016/11/16,0,-0.0894,2.2727,1.6568,-0.5308,,,0,-0.7867,0.8753,,,,0.8922,2.2313,2.6899,2.4747,,,0.7818,1.0897,1.7113,,,10679865840,56048991975,10848818884,16687885806,2997864804,,,13503106596,16313604428,4656539241,,,-47.5419,119.1893,108.7762,126.1624,280.7297,,,32.0728,20.21,198.9227,,,5.4736,3.4116,15.1551,3.9705,15.0151,,,1.7513,2.0517,12.6778,,,0.2513,0.7672,48.0176,0.3579,1.0846,,,0.7226,0.9295,5.2922,,
2016/11/17,0,0.8057,-0.823,-2.3283,-1.4941,,,-0.1701,0.1762,3.308,,,,1.2141,1.2168,1.677,2.9666,,,0.8094,0.4818,4.0261,,,10679865840,56500595312,10759528193,16299343646,2953072801,,,13480142129,16342350867,4810578771,,,-47.5419,120.1496,107.8809,123.225,276.5352,,,32.0182,20.2456,205.5031,,,5.4736,3.4391,15.0304,3.878,14.7908,,,1.7483,2.0553,13.0972,,,0.2513,0.7734,47.6224,0.3496,1.0684,,,0.7214,0.9311,5.4672,,
2016/11/18,0,-0.444,-2.0747,-0.8343,1.8418,,,-0.3407,-1.3193,0.1575,,,,0.8181,1.0529,0.9506,3.5236,,,0.8793,0.8276,2.1057,,,10679865840,56249704569,10536301467,16163353889,3007463091,,,13434213195,16126752571,4818154486,,,-47.5419,119.6161,105.6427,122.1969,281.6285,,,31.9091,19.9785,205.8268,,,5.4736,3.4238,14.7185,3.8457,15.0632,,,1.7423,2.0282,13.1178,,,0.2513,0.77,46.6344,0.3467,1.0881,,,0.7189,0.9188,5.4758,,
2016/11/21,0,0.1784,-0.7627,0.601,2.1277,,,-0.1709,0.2674,1.2579,,,,0.7633,0.7804,0.7063,4.8641,,,0.8392,0.4547,2.5072,,,10679865840,56350060867,10455939846,16260489429,3071451667,,,13411248728,16169872230,4878760202,,,-47.5419,119.8295,104.837,122.9312,287.6206,,,31.8546,20.0319,208.4158,,,5.4736,3.4299,14.6063,3.8688,15.3837,,,1.7394,2.0336,13.2828,,,0.2513,0.7713,46.2787,0.3488,1.1112,,,0.7177,0.9213,5.5447,,
2016/11/22,0,0.089,0.0854,4.54,-0.4167,,,0.5993,0.8,-1.2422,,,,0.92,0.9279,3.5267,3.4987,,,1.1436,0.5958,2.1012,,,10679865840,56400239015,10464868915,16998719535,3058653952,,,13491624363,16299231208,4818154486,,,-47.5419,119.9362,104.9265,128.5124,286.4222,,,32.0455,20.1922,205.8268,,,5.4736,3.4329,14.6188,4.0444,15.3196,,,1.7498,2.0499,13.1178,,,0.2513,0.772,46.3182,0.3646,1.1066,,,0.722,0.9287,5.4758,,
2016/11/23,0,1.0676,-0.256,0.0571,-3.0335,,,5.5319,0.0882,-0.891,,,,1.7954,1.2746,2.7344,3.2245,,,6.0795,0.7807,1.4926,,0.0344,10679865840,57002376798,10438081708,17008433089,2965870516,,,14237969540,16313604428,4775225436,,1247593428,-47.5419,121.2167,104.6579,128.5858,277.7336,,,33.8182,20.21,203.9929,,27.5683,5.4736,3.4696,14.5813,4.0467,14.8549,,,1.8466,2.0517,13.0009,,4.6448,0.2513,0.7803,46.1997,0.3648,1.073,,,0.762,0.9295,5.427,,3.3474
2016/11/24,0,-1.2324,-1.882,0,-1.6181,,,-1.4516,-1.4097,-4.3363,,9.9903,,0.9243,0.837,1.7586,3.3422,,,2.3092,0.9566,2.6682,,0.021,10679865840,56299882718,10241642189,17008433089,2917879084,,,14031289337,16083632911,4568155904,,1372231173,-47.5419,119.7228,102.6883,128.5858,273.2396,,,33.3273,19.9251,195.1471,,30.3224,5.4736,3.4268,14.3069,4.0467,14.6145,,,1.8198,2.0227,12.4371,,5.1088,0.2513,0.7706,45.3302,0.3648,1.0556,,,0.7509,0.9164,5.1917,,3.6818
2016/11/25,0,0.1783,1.3949,-1.7704,0.2193,,,0,-0.6256,-3.4826,,10.0133,,0.746,0.9406,1.5566,2.8241,,,,0.6502,2.6866,,0.024,10679865840,56400239015,10384507294,16707312914,2924277941,,,14031289337,15983020373,4409065897,,1509636687,-47.5419,119.9362,104.1207,126.3093,273.8388,,,33.3273,19.8005,188.3509,,33.3587,5.4736,3.4329,14.5065,3.9751,14.6466,,,1.8198,2.0101,12.004,,5.6204,0.2513,0.772,45.9625,0.3583,1.058,,,0.7509,0.9106,5.0109,,4.0505
2016/11/28,0,0.8897,-0.172,-0.1744,0.7659,,,0,0.8993,0.1145,,9.9879,,1.2437,0.7349,1.062,2.6719,,,,0.7006,1.9756,,0.0253,10679865840,56902020501,10366649155,16678172252,2946673943,,,14031289337,16126752571,4414116374,,1660417959,-47.5419,121.0033,103.9417,126.089,275.936,,,33.3273,19.9785,188.5667,,36.6905,5.4736,3.4635,14.4816,3.9682,14.7587,,,1.8198,2.0282,12.0178,,6.1818,0.2513,0.7789,45.8835,0.3577,1.0661,,,0.7509,0.9188,5.0166,,4.4551
2016/11/29,0,-0.6173,2.9285,-3.9022,-2.2801,,,0,-0.4456,-1.373,,9.9963,,1.0359,2.2461,1.5033,2.6514,,,,0.8084,1.374,,0.0258,10679865840,56550773461,10670237503,16027364133,2879485938,,,14031289337,16054886472,4353510657,,1826398956,-47.5419,120.2564,106.9856,121.1688,269.6443,,,33.3273,19.8895,185.9776,,40.3582,5.4736,3.4421,14.9056,3.8133,14.4222,,,1.8198,2.0191,11.8528,,6.7997,0.2513,0.7741,47.2272,0.3438,1.0418,,,0.7509,0.9147,4.9478,,4.9004
2016/11/30,0,3.5492,-1.2552,-1.2121,-0.1111,,,0,-0.3581,4.1183,,9.9867,,3.6865,0.9746,1.0904,1.7873,,,,0.4168,2.1081,,0.061,10679865840,58557899405,10536301467,15833093053,2876286509,,,14031289337,15997393593,4532802569,,2008795656,-47.5419,124.5245,105.6427,119.7001,269.3447,,,33.3273,19.8183,193.6368,,44.3887,5.4736,3.5643,14.7185,3.7671,14.4062,,,1.8198,2.0119,12.3409,,7.4788,0.2513,0.8015,46.6344,0.3396,1.0406,,,0.7509,0.9115,5.1515,,5.3898
2016/12/1,0,0.2571,3.9831,0.3067,0,,,0,0.9883,-1.3928,,9.9879,,2.0097,1.9957,0.7644,1.7247,,,,0.6722,1.1546,,0.1298,10679865840,58708433850,10955967712,15881660823,2876286509,,,14031289337,16155499010,4469671614,,2209432026,-47.5419,124.8447,109.8505,120.0673,269.3447,,,33.3273,20.0141,190.9399,,48.8222,5.4736,3.5734,15.3048,3.7787,14.4062,,,1.8198,2.0318,12.169,,8.2257,0.2513,0.8036,48.4919,0.3406,1.0406,,,0.7509,0.9205,5.0798,,5.9281
2016/12/2,0,0.9402,0.0815,-0.9174,-0.8899,,,0,-0.8007,-3.3333,,9.989,,3.5615,1.6519,0.622,2.1227,,,,0.6392,2.2789,,0.2005,10679865840,59260393485,10964896781,15735957512,2850691079,,,14031289337,16026140032,4320682560,,2430132033,-47.5419,126.0184,109.94,118.9657,266.9479,,,33.3273,19.8539,184.5753,,53.699,5.4736,3.607,15.3173,3.744,14.278,,,1.8198,2.0155,11.7634,,9.0474,0.2513,0.8112,48.5314,0.3375,1.0313,,,0.7509,0.9131,4.9105,,6.5203
2016/12/5,0,-0.7621,1.4658,-2.5309,-0.4489,,,0,-0.2691,2.5716,,10.0075,,2.3152,1.9938,0.6934,1.8063,,,,0.5257,1.7319,,0.2243,10679865840,58808790147,11125620024,15337701798,2837893363,,,14031289337,15983020373,4431793041,,2673327633,-47.5419,125.0581,111.5515,115.9549,265.7495,,,33.3273,19.8005,189.3218,,59.073,5.4736,3.5795,15.5418,3.6492,14.2139,,,1.8198,2.0101,12.0659,,9.9528,0.2513,0.805,49.2428,0.329,1.0267,,,0.7509,0.9106,5.0367,,7.1728
2016/12/6,0,2.5597,1.2039,1.7733,0.3382,,,0,-0.5396,0,,10.0068,,3.412,1.7435,0.5815,1.1801,,,,0.4331,0.6814,,0.196,10679865840,60314134605,11259556059,15609681310,2847491650,,,14031289337,15896781055,4431793041,,2940842793,-47.5419,128.2592,112.8945,118.0111,266.6483,,,33.3273,19.6936,189.3218,,64.9843,5.4736,3.6712,15.7289,3.7139,14.262,,,1.8198,1.9992,12.0659,,10.9488,0.2513,0.8256,49.8356,0.3348,1.0302,,,0.7509,0.9057,5.0367,,7.8905
2016/12/7,0,4.1597,4.2823,1.9913,2.5843,,,0,1.7179,10.0285,,6.595,,4.7389,2.6984,0.8808,2.0566,,,,0.9839,5.4187,,56.3719,10679865840,62823042035,11741725788,15920515039,2921078513,,,14031289337,16169872230,4876234964,,3134791284,-47.5419,133.5945,117.729,120.361,273.5392,,,33.3273,20.0319,208.3079,,69.27,5.4736,3.8239,16.4024,3.7879,14.6305,,,1.8198,2.0336,13.2759,,11.6709,0.2513,0.8599,51.9697,0.3415,1.0568,,,0.7509,0.9213,5.5418,,8.4109
2016/12/8,0,-1.1981,-2.2053,-1.6473,-1.862,,,1.8822,-1.1556,0.725,,7.0403,,2.91,2.0299,0.5497,1.687,,,5.8555,0.7964,5.4874,,52.4617,10679865840,62070369806,11482782785,15658249080,2866688223,,,14295380708,15983020373,4911588299,,3355491291,-47.5419,131.9939,115.1326,118.3782,268.4459,,,33.9546,19.8005,209.8182,,74.1468,5.4736,3.7781,16.0407,3.7255,14.3581,,,1.854,2.0101,13.3722,,12.4925,0.2513,0.8496,50.8236,0.3358,1.0371,,,0.765,0.9106,5.582,,9.0031
2016/12/9,0,-2.1019,-1.2442,0,0.1116,,,-1.9277,1.3489,-1.4396,,-9.5126,,3.1829,1.4311,0.5232,1.2952,,,2.7182,1.5905,5.3876,,37.891,10679865840,60765737942,11339917681,15658249080,2869887652,,,14019807104,16198618670,4840881629,,3036297066,-47.5419,129.2196,113.7002,118.3782,268.7455,,,33.3,20.0676,206.7977,,67.0936,5.4736,3.6987,15.8411,3.7255,14.3741,,,1.8183,2.0372,13.1797,,11.3042,0.2513,0.8318,50.1912,0.3358,1.0383,,,0.7503,0.9229,5.5017,,8.1467
2016/12/12,0,-4.3765,-8.5039,-6.2655,1.3378,,,1.638,-1.4197,-6.1555,,-9.7717,,3.5829,1.4066,0.9537,8.8541,,,4.7532,1.453,5.2308,,26.2256,10679865840,58106296067,10375578224,14677180124,2908280797,,,14249451774,15968647153,4542903522,,2739598434,-47.5419,123.5642,104.0312,110.9612,272.3408,,,33.8455,19.7827,194.0683,,60.5374,5.4736,3.5368,14.494,3.4921,14.5664,,,1.8481,2.0083,12.3684,,10.1996,0.2513,0.7954,45.923,0.3148,1.0522,,,0.7626,0.9098,5.163,,7.3506
2016/12/13,0,0.3454,1.9793,-0.4633,-6.6007,,,-3.7873,-1.9802,0.5559,,0.577,,1.8848,0.9929,0.5553,7.3928,,,3.4005,0.8591,2.3525,,19.6942,10679865840,58307008662,10580946812,14609185246,2716315068,,,13709786799,15652436319,4568155904,,2755406148,-47.5419,123.991,106.0903,110.4472,254.3645,,,32.5637,19.3909,195.1471,,60.8867,5.4736,3.549,14.7809,3.4759,13.605,,,1.7781,1.9685,12.4371,,10.2584,0.2513,0.7981,46.832,0.3133,0.9827,,,0.7337,0.8918,5.1917,,7.393
2016/12/14,0,-0.6885,-2.616,-0.5984,-2.2379,,,-4.5226,1.3774,-6.0254,,-5.075,,1.4649,0.8593,0.4098,4.0161,,,2.1177,0.7151,3.4347,,17.1309,10679865840,57905583473,10304145672,14521763260,2665394978,,,13089746190,15868034615,4292904940,,2615568678,-47.5419,123.1374,103.315,109.7863,248.672,,,31.0909,19.658,183.3886,,57.7967,5.4736,3.5246,14.3942,3.4551,13.3005,,,1.6977,1.9956,11.6877,,9.7378,0.2513,0.7926,45.6069,0.3115,0.9607,,,0.7005,0.9041,4.8789,,7.0178
2016/12/15,0,2.253,-1.0399,1.204,2.5301,,,1.2281,0.9058,1.9412,,0.0697,,1.8293,0.8968,0.5272,3.0494,,,1.7394,0.794,2.932,,13.9829,10679865840,59210215336,10196996844,14696607232,2732832682,,,13250497459,16011766813,4376237801,,2617392645,-47.5419,125.9117,102.2407,111.1081,254.9637,,,31.4728,19.8361,186.9485,,57.837,5.4736,3.604,14.2446,3.4967,13.637,,,1.7185,2.0137,11.9146,,9.7446,0.2513,0.8105,45.1326,0.3152,0.985,,,0.7091,0.9123,4.9736,,7.0227
2016/12/16,0,1.1864,0.1751,0.5948,1.1751,,,1.8198,0.2693,-0.3462,,1.6725,,1.6219,0.9629,0.3378,3.267,,,1.4932,0.6993,1.4767,,17.3333,10679865840,59912709416,10214854982,14784029218,2764945874,,,13491624363,16054886472,4361086371,,2661167853,-47.5419,127.4056,102.4197,111.769,257.9597,,,32.0455,19.8895,186.3013,,58.8043,5.4736,3.6467,14.2695,3.5175,13.7973,,,1.7498,2.0191,11.8734,,9.9076,0.2513,0.8201,45.2116,0.3171,0.9966,,,0.722,0.9147,4.9564,,7.1402
2016/12/19,0,-2.9313,-1.9231,-0.1971,9.9884,,,2.2979,2.2381,4.7481,,0.4798,,1.16,0.8658,0.3051,7.4019,,,2.1193,1.6089,3.1059,,14.5801,10679865840,58156474216,10018415463,14754888556,3041119330,,,13801644667,16414216966,4568155904,,2673935622,-47.5419,123.6709,100.4501,111.5487,283.7257,,,32.7818,20.3347,195.1471,,59.0864,5.4736,3.5398,13.9951,3.5106,15.1754,,,1.79,2.0643,12.4371,,9.9551,0.2513,0.7961,44.3422,0.3165,1.0962,,,0.7386,0.9352,5.1917,,7.1744
