ÈÕÆÚ,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH,000829.SZ,002024.SZ,002127.SZ,002416.SZ,300022.SZ,300622.SZ,300755.SZ,600122.SH,600655.SH,600898.SH,603214.SH,603900.SH
2015/9/22,2.8121,3.8005,2.0385,-1.1628,0,,,3.0238,1.8387,0,,,4.8747,6.8816,5.8197,1.3065,9.2343,,,4.1373,5.0522,,,,8653677582,65783552801,4022594707,9071651080,2357979040,,,10878207759,24678818328,3416647285,,,472.2131,111.6507,386.1387,322.0675,-6.8048,,,29.7997,24.6059,107.2565,,,3.9278,3.3055,9.081,2.1837,34.4403,,,1.3689,3.2864,9.7915,,,0.2502,0.8886,2.5567,0.1943,0.6758,,,0.6256,1.2885,4.1434,,
2015/9/23,-3.1729,-3.8902,-0.6659,-2.139,-0.8141,,,-1.0482,-2.2132,0,,,3.2171,4.6162,4.8571,0.7466,7.2754,,,2.908,3.4892,,,,8379107943,63224467223,3995807173,8877605067,2338782467,,,10764180424,24132635977,3416647285,,,457.2304,107.3073,383.5673,315.1784,-6.7494,,,29.4873,24.0613,107.2565,,,3.8032,3.1769,9.0205,2.137,34.1599,,,1.3546,3.2137,9.7915,,,0.2422,0.854,2.5397,0.1901,0.6703,,,0.619,1.26,4.1434,,
2015/9/24,2.2599,1.3492,2.1229,1.5301,5.0616,,,9.7458,-1.0721,0,,,3.2436,3.9632,4.6261,0.7072,8.9726,,,5.1828,3.0046,,,,8568466315,64077495749,4080634364,9013437276,2457161334,,,11813231906,23873918021,3416647285,,,467.5633,108.7551,391.7101,320.0008,-7.091,,,32.3611,23.8034,107.2565,,,3.8892,3.2198,9.212,2.1697,35.889,,,1.4866,3.1793,9.7915,,,0.2477,0.8656,2.5936,0.193,0.7043,,,0.6794,1.2465,4.1434,,
2015/9/25,-6.6298,-3.4456,-8.2057,-5.9203,-4.1667,,,-3.9575,-0.5418,0,,,2.495,4.0086,4.3179,0.967,8.3574,,,4.8216,3.4961,,,,8000391200,61869657211,3745790188,8479810742,2354779612,,,11345719833,23744559044,3416647285,,,436.5646,105.0079,359.5676,301.0556,-6.7956,,,31.0804,23.6744,107.2565,,,3.6313,3.1089,8.4561,2.0412,34.3936,,,1.4277,3.162,9.7915,,,0.2313,0.8357,2.3808,0.1816,0.6749,,,0.6525,1.2397,4.1434,,
2015/9/28,3.5503,1.2165,-0.5959,2.1739,3.3967,,,-0.201,-2.3002,0,,,1.7274,2.5609,2.6482,0.478,7.4826,,,1.8208,2.7364,,,,8284428758,62622329440,3723467243,8664154454,2434765332,,,11322914366,23198376693,3416647285,,,452.064,106.2854,357.4247,307.6003,-7.0264,,,31.0179,23.1298,107.2565,,,3.7602,3.1467,8.4057,2.0856,35.5619,,,1.4249,3.0893,9.7915,,,0.2395,0.8459,2.3666,0.1855,0.6978,,,0.6512,1.2112,4.1434,,
2015/9/29,-4,-3.3654,1.4388,0.224,-2.1025,,,-1.8127,-2.2924,0,,,2.1574,2.4092,4.2102,0.8996,5.9315,,,1.8574,2.0803,,,,7953051607,60514847200,3777042311,8683559055,2383574471,,,11117665163,22666567562,3416647285,,,433.9814,102.7085,362.5675,308.2892,-6.8787,,,30.4557,22.5996,107.2565,,,3.6098,3.0408,8.5267,2.0903,34.8142,,,1.399,3.0185,9.7915,,,0.2299,0.8174,2.4006,0.1859,0.6832,,,0.6394,1.1835,4.1434,,
2015/9/30,0,0.4975,-1.773,0.1117,-2.8188,,,0.1026,-1.7755,0,,,1.231,1.7754,2.0224,0.5029,5.2499,,,1.4706,1.6721,,,,7953051607,60815916091,3710073476,8693261356,2316386466,,,11129067896,22264117408,3416647285,,,433.9814,103.2194,356.139,308.6337,-6.6848,,,30.4869,22.1983,107.2565,,,3.6098,3.0559,8.3755,2.0926,33.8328,,,1.4005,2.9649,9.7915,,,0.2299,0.8215,2.3581,0.1861,0.6639,,,0.64,1.1624,4.1434,,
2015/10/8,5.9524,4.7855,2.1661,5.1339,6.3536,,,5.3279,3.938,0,,,2.4829,3.9946,3.0294,1.0572,8.6038,,,3.1062,2.441,,,,8426447536,63726248709,3790436078,9139567184,2463560191,,,11722010038,23140883814,3416647285,,,459.8136,108.159,363.8532,324.4787,-7.1095,,,32.1112,23.0725,107.2565,,,3.8247,3.2021,8.5569,2.2,35.9824,,,1.4751,3.0816,9.7915,,,0.2436,0.8608,2.4092,0.1957,0.7061,,,0.6741,1.2082,4.1434,,
2015/10/9,1.9101,2.7559,1.8846,0.5308,4.9351,,,0.0973,0.4969,0,,,2.9398,4.3426,3.171,0.8779,11.0616,,,2.8357,2.0642,,,,8587402152,65482483910,3861869502,9188078687,2585138487,,,11733412772,23255869572,3416647285,,,468.5966,111.1397,370.7103,326.201,-7.4604,,,32.1425,23.1871,107.2565,,,3.8978,3.2904,8.7182,2.2117,37.7582,,,1.4765,3.097,9.7915,,,0.2482,0.8845,2.4546,0.1967,0.7409,,,0.6748,1.2142,4.1434,,
2015/10/12,5.7332,6.5134,6.7052,6.1246,8.9109,,,4.8591,2.2868,0,,,4.425,6.824,4.9537,1.5002,14.4031,,,6.221,5.6624,,,,9079733918,69747626540,4120815665,9750812123,2815497362,,,12303549447,23787678703,3416647285,,,495.4621,118.3787,395.5672,346.1795,-8.1252,,,33.7043,23.7174,107.2565,,,4.1212,3.5047,9.3027,2.3472,41.1228,,,1.5483,3.1678,9.7915,,,0.2625,0.9422,2.6191,0.2088,0.807,,,0.7076,1.242,4.1434,,
2015/10/13,4.7967,-0.3597,9.9675,1.592,0,,,3.6145,5.3776,0,,,5.2688,3.9306,4.4926,1.5123,8.2453,,,4.6319,5.1592,,,,9515258173,69496735797,4531557855,9906048933,2815497362,,,12748256053,25066895261,3416647285,,,519.2278,117.9529,434.9953,351.6908,-8.1252,,,34.9225,24.9928,107.2565,,,4.3189,3.4921,10.23,2.3845,41.1228,,,1.6042,3.3381,9.7915,,,0.2751,0.9388,2.8802,0.2121,0.807,,,0.7331,1.3088,4.1434,,
2015/10/14,-2.9851,1.083,9.8522,-2.2527,-3.1818,,,-3.0411,-2.9817,0,,,4.4169,5.9967,11.3404,1.2101,9.0843,,,2.9332,3.99,,,,9231220616,70249408026,4978016757,9682896019,2725913355,,,12360563114,24319487834,3416647285,,,503.7284,119.2304,477.852,343.7683,-7.8666,,,33.8605,24.2476,107.2565,,,4.19,3.5299,11.2379,2.3308,39.8143,,,1.5554,3.2386,9.7915,,,0.2669,0.9489,3.164,0.2073,0.7813,,,0.7108,1.2698,4.1434,,
2015/10/15,4.4103,4.8571,5.0224,5.511,6.5728,,,5.5351,2.896,0,,,4.1472,7.3236,8.7583,1.5926,10.595,,,3.8147,2.972,,,,9638341114,73661522130,5228033742,10216522553,2905081369,,,13044727124,25023775602,3416647285,,,525.9441,125.0216,501.8517,362.7135,-8.3837,,,35.7347,24.9498,107.2565,,,4.3748,3.7014,11.8023,2.4593,42.4312,,,1.6415,3.3324,9.7915,,,0.2786,0.995,3.3229,0.2188,0.8326,,,0.7502,1.3065,4.1434,,
2015/10/16,4.5187,-0.545,9.9915,3.1339,-1.1013,,,6.9056,7.1223,0,,,6.3702,6.2997,9.3105,2.0893,10.7618,,,4.7206,6.1718,,,,10073865369,73260096941,5750390658,10536698473,2873087080,,,13945543071,26806054852,3416647285,,,549.7098,124.3403,551.9941,374.0806,-8.2914,,,38.2024,26.7268,107.2565,,,4.5724,3.6812,12.9815,2.5364,41.9639,,,1.7549,3.5697,9.7915,,,0.2912,0.9896,3.6549,0.2256,0.8235,,,0.802,1.3996,4.1434,,
2015/10/19,-2.2556,-0.9589,4.8913,-3.5912,-3.4521,,,1.7171,-2.681,0,,,5.4006,5.7003,12.2294,1.5925,9.5432,,,6.2408,5.1966,,,,9846635323,72557602861,6031659766,10158308749,2773904787,,,14185000474,26087393864,3416647285,,,537.3103,123.1479,578.9938,360.6467,-8.0051,,,38.8583,26.0103,107.2565,,,4.4693,3.6459,13.6165,2.4453,40.5153,,,1.785,3.474,9.7915,,,0.2846,0.9801,3.8337,0.2175,0.795,,,0.8158,1.3621,4.1434,,
2015/10/20,6.4423,10.0277,3.997,3.6294,3.8062,,,0.5627,3.5813,0,,,7.1825,13.0999,8.6743,1.5878,11.9204,,,3.9998,4.359,,,,10480985868,79833434407,6272747573,10526996173,2879485938,,,14264819609,27021653149,3416647285,,,571.9255,135.4968,602.1364,373.7361,-8.3098,,,39.077,26.9418,107.2565,,,4.7572,4.0115,14.1607,2.534,42.0574,,,1.7951,3.5984,9.7915,,,0.303,1.0784,3.9869,0.2254,0.8253,,,0.8204,1.4108,4.1434,,
2015/10/21,-10.0271,-6.1596,-9.9644,-9.9539,0,,,-9.992,-10,0,,,6.4525,15.2403,8.0538,2.2039,,,,4.9243,5.5412,,,,9430046906,74915975845,5647705110,9479147706,2879485938,,,12839477921,24319487834,3416647285,,,514.578,127.1507,542.137,336.5347,-8.3098,,,35.1724,24.2476,107.2565,,,4.2802,3.7644,12.7497,2.2818,42.0574,,,1.6157,3.2386,9.7915,,,0.2726,1.012,3.5896,0.203,0.8253,,,0.7384,1.2698,4.1434,,
2015/10/22,3.4137,9.779,7.3518,3.48,0,,,2.0426,4.078,0,,,4.4863,11.4741,6.7905,1.4053,,,,4.3344,3.2284,,,,9751956137,82241985539,6062911889,9809025927,2879485938,,,13101740792,25311239997,3416647285,,,532.1439,139.5847,581.9937,348.2463,-8.3098,,,35.8908,25.2364,107.2565,,,4.4263,4.1325,13.687,2.3612,42.0574,,,1.6487,3.3707,9.7915,,,0.2819,1.1109,3.8535,0.21,0.8253,,,0.7535,1.3215,4.1434,,
2015/10/23,10,-0.6711,10.0147,6.9238,0,,,1.3925,2.5554,0,,,11.4267,9.6523,9.0918,2.126,,,,3.6271,4.4778,,,,10727151751,81690025905,6670095996,10488186970,2879485938,,,13284184528,25958034887,3416647285,,,585.3583,138.6479,640.2788,372.3583,-8.3098,,,36.3906,25.8813,107.2565,,,4.869,4.1048,15.0577,2.5247,42.0574,,,1.6717,3.4568,9.7915,,,0.3101,1.1035,4.2394,0.2246,0.8253,,,0.764,1.3553,4.1434,,
2015/10/26,0.1765,-0.9828,-9.0361,1.2951,0,,,1.03,-1.8826,0,,,10.8043,6.1058,9.395,2.1515,,,,3.6416,3.6354,,,,10746087588,80887175527,6067376478,10624019179,2879485938,,,13421017330,25469345415,3416647285,,,586.3915,137.2853,582.4223,377.1807,-8.3098,,,36.7655,25.3941,107.2565,,,4.8776,4.0645,13.6971,2.5574,42.0574,,,1.6889,3.3917,9.7915,,,0.3106,1.0926,3.8564,0.2275,0.8253,,,0.7718,1.3298,4.1434,,
2015/10/27,1.674,0.1861,1.2509,1.8265,0,,,-1.1895,0.4515,0,,,7.6866,7.1159,5.51,1.8711,,,,3.2051,2.5402,,,,10925978041,81037709973,6143274492,10818065191,2879485938,,,13261379061,25584331173,3416647285,,,596.2078,137.5408,589.7079,384.0698,-8.3098,,,36.3282,25.5087,107.2565,,,4.9592,4.072,13.8684,2.6041,42.0574,,,1.6688,3.407,9.7915,,,0.3158,1.0947,3.9046,0.2316,0.8253,,,0.7626,1.3358,4.1434,,
2015/10/28,-5.4593,-4.644,-7.4855,-4.1256,0,,,-2.6655,-3.9888,0,,,7.7786,5.4046,5.494,2.4063,,,,3.0617,2.5163,,,,10329499171,77274348829,5683421822,10371759363,2879485938,,,12907894322,24563832570,3416647285,,,563.6592,131.1534,545.5656,368.2248,-8.3098,,,35.3598,24.4912,107.2565,,,4.6885,3.8829,12.8303,2.4966,42.0574,,,1.6243,3.2711,9.7915,,,0.2986,1.0438,3.6123,0.2221,0.8253,,,0.7423,1.2825,4.1434,,
2015/10/29,-0.275,3.6364,4.0848,0,10,,,2.5618,0.6437,0,,,4.9839,7.0082,4.2379,1.255,8.6215,,,2.6706,1.5052,,,,10301095415,80084325150,5915580452,10371759363,3167434532,,,13238573594,24721937987,3416647285,,,562.1093,135.9226,567.851,368.2248,-9.1408,,,36.2657,24.6489,107.2565,,,4.6756,4.0241,13.3544,2.4966,46.2631,,,1.6659,3.2922,9.7915,,,0.2978,1.0818,3.7599,0.2221,0.9078,,,0.7613,1.2908,4.1434,,
2015/10/30,-3.3088,1.8797,2.1887,-0.9355,2.5253,,,-2.2394,-0.1163,0,,,4.0525,7.718,5.5521,0.87,24.317,,,2.9239,1.5499,,,,9960250346,81589669607,6045053533,10274736357,3247420252,,,12942102523,24693191548,3416647285,,,543.5101,138.4776,580.2795,364.7802,-9.3716,,,35.4535,24.6202,107.2565,,,4.5209,4.0997,13.6467,2.4733,47.4314,,,1.6286,3.2884,9.7915,,,0.2879,1.1021,3.8422,0.22,0.9308,,,0.7443,1.2893,4.1434,,
2015/11/2,-4.1825,1.23,9.9705,-2.7384,-9.8522,,,-3.7885,-1.8626,0,,,3.7061,8.9872,9.0339,0.8577,14.2097,,,1.8363,1.7465,,,,9543661929,82593232579,6647773051,9993369639,2927477370,,,12451784982,24233248515,3416647285,,,520.7777,140.1809,638.136,354.791,-8.4483,,,34.1104,24.1616,107.2565,,,4.3318,4.1502,15.0073,2.4056,42.7583,,,1.5669,3.2271,9.7915,,,0.2759,1.1157,4.2253,0.214,0.8391,,,0.7161,1.2653,4.1434,,
2015/11/3,-0.1984,-2.4909,10.0067,0.6796,10.0546,,,-0.5495,-1.0676,0,,,2.9638,6.6258,4.9524,0.8645,5.4439,,,1.8365,1.5928,,,,9524726091,80535928487,7312996815,10061285743,3221824822,,,12383368581,23974530560,3416647285,,,519.7444,136.6891,701.9924,357.2022,-9.2978,,,33.9229,23.9037,107.2565,,,4.3232,4.0468,16.5091,2.4219,47.0575,,,1.5583,3.1927,9.7915,,,0.2753,1.0879,4.6481,0.2154,0.9234,,,0.7122,1.2517,4.1434,,
2015/11/4,7.2565,5.919,5.9219,6.0752,4.1708,,,6.7219,5.0959,0,,,4.7941,9.6043,13.207,1.5984,21.2992,,,3.0395,2.6507,,,,10215884148,85302852603,7746061950,10672530682,3356200832,,,13215768127,25196254239,3416647285,,,557.4595,144.7797,743.5634,378.903,-9.6856,,,36.2032,25.1218,107.2565,,,4.6369,4.2863,17.4867,2.5691,49.0202,,,1.6631,3.3553,9.7915,,,0.2953,1.1523,4.9233,0.2285,0.9619,,,0.76,1.3155,4.1434,,
2015/11/5,2.9657,0.1176,-2.1902,0,-2.7645,,,0.8628,-0.5134,0,,,7.6421,9.979,10.2952,2.0388,14.6535,,,4.1815,2.9503,,,,10518857542,85403208900,7576407567,10672530682,3263417396,,,13329795462,25066895261,3416647285,,,573.9921,144.9501,727.2779,378.903,-9.4178,,,36.5156,24.9928,107.2565,,,4.7744,4.2914,17.1037,2.5691,47.665,,,1.6774,3.3381,9.7915,,,0.3041,1.1536,4.8155,0.2285,0.9353,,,0.7666,1.3088,4.1434,,
2015/11/6,9.991,1.6451,-1.8268,4.5455,1.7647,,,3.2506,0.9174,0,,,12.2921,7.5761,8.0157,2.085,11.7632,,,4.0492,2.5133,,,,11569796505,86808197061,7438005307,11157645713,3321007115,,,13763099335,25296866778,3416647285,,,631.3396,147.3347,713.9923,396.1258,-9.584,,,37.7026,25.2221,107.2565,,,5.2514,4.362,16.7913,2.6858,48.5062,,,1.7319,3.3687,9.7915,,,0.3345,1.1726,4.7275,0.2389,0.9518,,,0.7915,1.3208,4.1434,,
2015/11/9,0,-1.3295,1.7407,2.3478,-0.6744,,,0.4143,0,0,,,,7.6097,8.0864,2.0494,10.6434,,,4.5853,2.7545,,,,11569796505,85654099643,7567478389,11419607830,3298611113,,,13820113002,25296866778,3416647285,,,631.3396,145.3759,726.4207,405.4262,-9.5194,,,37.8587,25.2221,107.2565,,,5.2514,4.304,17.0836,2.7489,48.1791,,,1.7391,3.3687,9.7915,,,0.3345,1.157,4.8098,0.2445,0.9454,,,0.7948,1.3208,4.1434,,
2015/11/10,0,-1.406,2.9499,-1.0195,1.0669,,,-0.0825,6.3636,0,,,,8.7556,6.8911,1.6493,12.7034,,,3.6175,6.887,,,,11569796505,84449824077,7790707840,11303180222,3333804830,,,13808710269,26906667391,3416647285,,,631.3396,143.3319,747.8491,401.2927,-9.6209,,,37.8275,26.8271,107.2565,,,5.2514,4.2435,17.5875,2.7209,48.6931,,,1.7377,3.5831,9.7915,,,0.3345,1.1408,4.9517,0.242,0.9555,,,0.7941,1.4048,4.1434,,
2015/11/11,0,-2.6738,-2.235,10.0429,-0.5758,,,0.1652,1.7628,0,,,,7.6482,4.7892,2.1797,9.7116,,,3.4845,7.7856,,,,11569796505,82191807390,7616588868,12438349395,3314608258,,,13831515736,27380983643,3416647285,,,631.3396,139.4995,731.135,441.5942,-9.5655,,,37.89,27.3001,107.2565,,,5.2514,4.13,17.1944,2.9941,48.4127,,,1.7406,3.6463,9.7915,,,0.3345,1.1102,4.841,0.2663,0.95,,,0.7954,1.4296,4.1434,,
2015/11/12,0,-4.5177,-2.1688,3.0421,4.7297,,,9.9753,-3.1496,0,,,,8.2127,3.9538,4.3833,16.0815,,,9.1275,3.6181,,,,11569796505,78478624395,7451399074,12816739119,3471380270,,,15211246489,26518590457,3416647285,,,631.3396,133.1974,715.278,455.028,-10.018,,,41.6696,26.4402,107.2565,,,5.2514,3.9434,16.8215,3.0852,50.7025,,,1.9142,3.5314,9.7915,,,0.3345,1.0601,4.736,0.2744,0.9949,,,0.8748,1.3846,4.1434,,
2015/11/13,0,-0.6394,10.006,-3.1794,-1.0138,,,1.6492,0.542,0,,,,4.8201,6.6098,2.0211,12.9428,,,9.0836,3.4336,,,,11569796505,77976842909,8196985441,12409242493,3436186553,,,15462106626,26662322655,3416647285,,,631.3396,132.3457,786.8487,440.5608,-9.9164,,,42.3568,26.5835,107.2565,,,5.2514,3.9182,18.5047,2.9871,50.1885,,,1.9457,3.5506,9.7915,,,0.3345,1.0533,5.2099,0.2657,0.9849,,,0.8892,1.3921,4.1434,,
2015/11/16,0,0.5792,3.2135,2.5801,3.4451,,,4.4248,0.4313,0,,,,4.0993,6.3393,1.8065,10.9005,,,4.9424,2.0936,,,,11569796505,78428446246,8460396193,12729418413,3554565419,,,16171050636,26777308413,3416647285,,,631.3396,133.1122,812.1341,451.9279,-10.258,,,44.231,26.6982,107.2565,,,5.2514,3.9409,19.0993,3.0642,51.9175,,,2.0318,3.5659,9.7915,,,0.3345,1.0594,5.3773,0.2726,1.0188,,,0.9286,1.3981,4.1434,,
2015/11/17,0,-2.6871,3.219,4.1159,-2.5203,,,-1.4831,-0.6978,0,,,,5.1222,4.7158,3.4957,11.9207,,,5.9366,3.1519,,,,11569796505,76320964005,8732736123,13253342647,3464981412,,,15931225733,26590456556,3416647285,,,631.3396,129.5353,838.2767,470.5286,-9.9995,,,43.575,26.5119,107.2565,,,5.2514,3.835,19.7141,3.1903,50.609,,,2.0017,3.541,9.7915,,,0.3345,1.0309,5.5504,0.2838,0.9931,,,0.9148,1.3883,4.1434,,
2015/11/18,0,-0.6575,1.227,4.3192,-4.6168,,,2.8674,-2.3243,0,,,,3.0873,5.1231,3.8069,8.9549,,,6.152,2.387,,,,11569796505,75819182519,8839886260,13825778384,3305009971,,,16388035073,25972408106,3416647285,,,631.3396,128.6836,848.5623,490.8516,-9.5378,,,44.8245,25.8957,107.2565,,,5.2514,3.8098,19.956,3.3281,48.2725,,,2.0591,3.4587,9.7915,,,0.3345,1.0242,5.6185,0.2961,0.9473,,,0.941,1.3561,4.1434,,
2015/11/19,0,1.2574,0,10.0351,1.6457,,,10.0348,0.7748,0,,,,3.0963,,2.6601,6.0843,,,9.7455,1.9254,,,,11569796505,76772567343,8839886260,15213207372,3359400261,,,18032548697,26173633183,3416647285,,,631.3396,130.3018,848.5623,540.109,-9.6948,,,49.3226,26.0963,107.2565,,,5.2514,3.8577,19.956,3.6621,49.0669,,,2.2657,3.4855,9.7915,,,0.3345,1.037,5.6185,0.3258,0.9629,,,1.0354,1.3666,4.1434,,
2015/11/20,0,-0.915,0,10.0128,-0.1905,,,6.7131,-0.9885,0,,,,3.5006,,6.8621,6.3892,,,8.9279,2.2009,,,,11569796505,76070073262,8839886260,16736468570,3353001403,,,19243093448,25914915227,3416647285,,,631.3396,129.1095,848.5623,594.1888,-9.6763,,,52.6337,25.8383,107.2565,,,5.2514,3.8224,19.956,4.0287,48.9735,,,2.4178,3.4511,9.7915,,,0.3345,1.0276,5.6185,0.3584,0.961,,,1.105,1.3531,4.1434,,
2015/11/23,0,0.7916,0,10.029,-0.8588,,,1.6024,-2.1631,0,,,,3.8404,,6.7238,6.5204,,,8.5968,2.2624,,,,11569796505,76672211046,8839886260,18414966577,3324206544,,,19551439752,25354359657,3416647285,,,631.3396,130.1314,848.5623,653.7799,-9.5932,,,53.477,25.2794,107.2565,,,5.2514,3.8527,19.956,4.4328,48.5529,,,2.4566,3.3764,9.7915,,,0.3345,1.0357,5.6185,0.3943,0.9528,,,1.1227,1.3238,4.1434,,
2015/11/24,0,-1.0471,0,1.686,2.2137,,,-1.0514,-0.5102,0,,,,2.8996,,7.8019,5.7776,,,5.0799,1.4989,,,,11569796505,75869360668,8839886260,18725440197,3397793407,,,19345875549,25225000679,3416647285,,,631.3396,128.7688,848.5623,664.8025,-9.8056,,,52.9148,25.1505,107.2565,,,5.2514,3.8123,19.956,4.5075,49.6277,,,2.4307,3.3592,9.7915,,,0.3345,1.0248,5.6185,0.401,0.9739,,,1.1109,1.317,4.1434,,
2015/11/25,0,0.5291,0,10,3.1073,,,3.0697,1.0826,0,,,,3.0554,,6.7312,11.4047,,,5.5222,1.6094,,,,11569796505,76270785857,8839886260,20597984216,3503374558,,,19939727691,25498091854,3416647285,,,631.3396,129.4501,848.5623,731.2827,-10.1103,,,54.5391,25.4227,107.2565,,,5.2514,3.8325,19.956,4.9583,51.1698,,,2.5054,3.3955,9.7915,,,0.3345,1.0303,5.6185,0.4411,1.0041,,,1.145,1.3313,4.1434,,
2015/11/26,0,-1.4474,3.7879,-4.4748,0.1826,,,-5.1546,2.0293,0,,,,3.1094,7.0329,6.4215,9.9859,,,4.05,2.5852,,,,11569796505,75166866588,9174730436,19676265657,3509773416,,,18911906676,26015527766,3416647285,,,631.3396,127.5765,880.7048,698.5593,-10.1288,,,51.7278,25.9386,107.2565,,,5.2514,3.777,20.7119,4.7364,51.2633,,,2.3762,3.4645,9.7915,,,0.3345,1.0154,5.8314,0.4213,1.006,,,1.0859,1.3583,4.1434,,
2015/11/27,0,-9.3458,-9.9757,-6.5089,-9.9362,,,-2.5966,-8.3978,0,,,,5.5265,5.0075,4.9249,8.6905,,,4.6607,2.5001,,,,11569796505,68141925785,8259489687,18395561976,3161035674,,,18420836636,23830798362,3416647285,,,631.3396,115.6535,792.8486,653.0909,-9.1223,,,50.3846,23.7604,107.2565,,,5.2514,3.424,18.6458,4.4281,46.1697,,,2.3145,3.1735,9.7915,,,0.3345,0.9205,5.2496,0.3939,0.906,,,1.0577,1.2442,4.1434,,
2015/11/30,0,1.1046,6.3243,5.8017,0.7085,,,7.2536,-1.5078,0,,,,3.6405,5.7634,6.0265,6.6751,,,5.4515,1.7527,,,,11569796505,68894598014,8781846602,19462815044,3183431676,,,19757003955,23471467868,3416647285,,,631.3396,116.9309,842.9909,690.9812,-9.187,,,54.0393,23.4021,107.2565,,,5.2514,3.4618,19.825,4.685,46.4968,,,2.4824,3.1257,9.7915,,,0.3345,0.9306,5.5817,0.4168,0.9124,,,1.1345,1.2255,4.1434,,
2015/12/1,0,-1.0925,-4.3721,-9.3719,0.804,,,-1.6185,1.7146,0,,,,2.1727,3.7783,5.2873,5.4483,,,3.5849,1.286,,,,11569796505,68141925785,8397891947,17638782527,3209027106,,,19437237417,23873918021,3416647285,,,631.3396,115.6535,806.1342,626.2233,-9.2608,,,53.1647,23.8034,107.2565,,,5.2514,3.424,18.9582,4.2459,46.8706,,,2.4422,3.1793,9.7915,,,0.3345,0.9205,5.3376,0.3777,0.9198,,,1.1161,1.2465,4.1434,,
2015/12/2,0,2.0619,-0.5848,-1.0451,-1.6949,,,-4.4066,0.301,0,,,,2.6517,2.4776,3.5406,4.5347,,,3.8665,1.1036,,,,11569796505,69546913946,8348781467,17454438815,3154636817,,,18580719905,23945784120,3416647285,,,631.3396,118.0381,801.4199,619.6786,-9.1039,,,50.8219,23.875,107.2565,,,5.2514,3.4946,18.8474,4.2016,46.0762,,,2.3346,3.1888,9.7915,,,0.3345,0.9394,5.3064,0.3738,0.9042,,,1.0669,1.2502,4.1434,,
2015/12/3,0,0.7215,9.6257,2.8349,2.4341,,,10.0184,0.8403,0,,,,2.3123,3.7582,3.1214,4.7696,,,4.7477,1.0485,,,,11569796505,70048695432,9152407491,17949256147,3231423108,,,20442217965,24147009197,3416647285,,,631.3396,118.8897,878.562,637.2459,-9.3255,,,55.9135,24.0756,107.2565,,,5.2514,3.5198,20.6615,4.3207,47.1977,,,2.5685,3.2156,9.7915,,,0.3345,0.9462,5.8172,0.3843,0.9262,,,1.1738,1.2607,4.1434,,
2015/12/4,0,-2.6504,-2.2927,-2.7027,10,,,0.8939,-2.0238,0,,,,2.3837,2.4832,3.3337,10.0894,,,5.8201,1.3163,,,,11569796505,68192103934,8942571807,17464141116,3554565419,,,20624941701,23658319725,3416647285,,,631.3396,115.7386,858.4193,620.023,-10.258,,,56.4133,23.5884,107.2565,,,5.2514,3.4265,20.1878,4.2039,51.9175,,,2.5915,3.1505,9.7915,,,0.3345,0.9211,5.6838,0.374,1.0188,,,1.1843,1.2352,4.1434,,
2015/12/7,0,4.2678,-1.7973,2.2222,3.5104,,,2.7685,1.5188,0,,,,3.6715,2.2863,3.0095,18.335,,,4.1524,0.9453,,,,11569796505,71102436552,8781846602,17852233141,3679343143,,,21195953376,24017650219,3416647285,,,631.3396,120.6782,842.9909,633.8013,-10.6181,,,57.9751,23.9467,107.2565,,,5.2514,3.5728,19.825,4.2973,53.74,,,2.6632,3.1984,9.7915,,,0.3345,0.9605,5.5817,0.3823,1.0546,,,1.2171,1.254,4.1434,,
2015/12/8,0,-3.6697,-2.2369,1.087,-4.087,,,-5.4418,-4.3686,0,,,,2.4512,1.5575,3.6704,10.0746,,,2.8307,1.3065,,,,11569796505,68493172825,8585404685,18046279153,3528969988,,,20042509793,22968405176,3416647285,,,631.3396,116.2496,824.134,640.6905,-10.1841,,,54.8202,22.9005,107.2565,,,5.2514,3.4417,19.3815,4.344,51.5437,,,2.5183,3.0587,9.7915,,,0.3345,0.9252,5.4568,0.3864,1.0115,,,1.1509,1.1992,4.1434,,
2015/12/9,0,-1.7582,-1.04,-3.1183,-3.5358,,,-3.5328,-0.1252,0,,,,1.7842,1.9915,2.1441,7.4707,,,2.9377,0.8304,,,,11569796505,67288897259,8496112905,17483545717,3404192264,,,19334455316,22939658737,3416647285,,,631.3396,114.2057,815.5626,620.712,-9.8241,,,52.8835,22.8719,107.2565,,,5.2514,3.3812,19.18,4.2086,49.7212,,,2.4293,3.0548,9.7915,,,0.3345,0.9089,5.4,0.3744,0.9757,,,1.1102,1.1977,4.1434,,
