ÈÕÆÚ,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH
2014/10/31,1.0071,-1.1254,0.1653,-1.6279,2.122,-1.087,,0.5666,0,2.9412,0.1439,0.875,,1.7991,3.5782,1.5707,3.276,4.2157,0.9751,,1.3398,,1.0912,1.7873,2.2056,,3509114054,3310612668,19461052124,3382804907,4127019439,15011037746,,3310612668,2650752000,19051249616,1824266230,4993523781,,169.2469,88.8227,184.8102,25.1942,130.4177,14.7141,,40.6338,130.2481,26.9288,23.2454,17.804,,11.3489,3.8605,4.2253,5.4104,1.4425,4.0143,,1.7661,4.5941,2.1946,2.4937,2.0234,,18.3718,7.5363,9.424,4.7274,7.8342,5.2132,,3.4476,7.6516,5.2129,1.7978,9.564,
2014/11/3,-0.8798,0.1626,-2.3102,-0.1182,0.7792,1.9048,,1.4085,0,1.4286,2.0115,0.8674,,1.5711,4.2658,1.584,2.3405,2.7241,1.0159,,1.1262,,1.1778,3.4192,2.2971,,3478242083,3315995778,19011456861,3378806319,4159178032,15296962275,,3315995778,2650752000,19323410325,1860961241,5036838113,,167.7579,88.9671,180.5406,25.1644,131.4339,14.9944,,41.2472,130.2481,27.3135,23.713,17.9584,,11.2491,3.8668,4.1277,5.404,1.4537,4.0907,,1.7927,4.5941,2.226,2.5439,2.0409,,18.2101,7.5486,9.2063,4.7219,7.8952,5.3125,,3.4997,7.6516,5.2873,1.834,9.647,
2014/11/4,-1.1243,-0.487,-2.4493,-1.8935,0.5155,-1.5097,,-2.2222,0,0.7042,-0.9859,-1.2285,,1.1352,2.1233,1.4076,2.9235,2.8792,0.7824,,0.5262,,0.8287,2.3641,1.7377,,3439137586,3299846448,18545804624,3314828921,4180617094,15066023233,,3299846448,2650752000,19459490679,1842613736,4974960495,,165.8719,88.5339,176.1186,24.688,132.1114,14.768,,40.3535,130.2481,27.5059,23.4792,17.7378,,11.1226,3.848,4.0266,5.3017,1.4612,4.029,,1.7539,4.5941,2.2417,2.5188,2.0158,,18.0054,7.5118,8.9808,4.6325,7.9359,5.2323,,3.4239,7.6516,5.3246,1.8159,9.5285,
2014/11/5,3.3513,-0.1631,-0.0866,0,-2.0513,-1.2409,,-0.5682,0,0.6993,0.2845,-1.3682,,1.7535,1.4256,1.0972,1.7107,2.1468,1.079,,0.4408,,1.0931,1.6142,1.7865,,3554392945,3294463338,18529747650,3314828921,4094860846,14879072579,,3294463338,2650752000,19595571034,1847855880,4906895115,,171.4307,88.3894,175.9661,24.688,129.4014,14.5847,,40.1055,130.2481,27.6982,23.546,17.4951,,11.4953,3.8417,4.0231,5.3017,1.4312,3.979,,1.7431,4.5941,2.2574,2.526,1.9883,,18.6088,7.4995,8.973,4.6325,7.7731,5.1674,,3.4028,7.6516,5.3618,1.8211,9.3981,
2014/11/6,1.216,3.268,1.3865,-0.7238,-1.3089,-2.2912,,0,0,-2.2222,-1.5603,0.5044,,2.7844,2.7158,0.9052,1.3808,2.1431,1.4385,,0.4939,,0.8021,2.8605,1.3326,,3597613705,3402125539,18786659229,3290837397,4041263191,14538162565,,3402125539,2650752000,19160113900,1819024086,4931646163,,173.5153,91.278,178.4059,24.5093,127.7077,14.2506,,40.1449,130.2481,27.0827,23.1786,17.5834,,11.6351,3.9672,4.0789,5.2633,1.4125,3.8878,,1.7448,4.5941,2.2072,2.4866,1.9983,,18.8351,7.7446,9.0974,4.5989,7.6714,5.049,,3.4062,7.6516,5.2427,1.7927,9.4455,
2014/11/7,-3.1465,-3.9557,-1.7094,-2.3086,-1.5915,-2.2693,,-1.7143,0,-1.5625,-0.1441,4.1405,,1.5728,2.7385,1.0643,2.7012,2.2794,1.509,,0.3291,,0.7531,2.4569,6.6641,,3484416477,3267547788,18465519755,3214864237,3976946005,14208249647,,3267547788,2650752000,18860737120,1816403014,5135842302,,168.0557,87.6673,175.3562,23.9434,125.6752,13.9272,,39.4751,130.2481,26.6596,23.1452,18.3114,,11.269,3.8103,4.0091,5.1418,1.39,3.7996,,1.7157,4.5941,2.1727,2.483,2.081,,18.2425,7.4383,8.9419,4.4928,7.5493,4.9344,,3.3493,7.6516,5.1607,1.7901,9.8366,
2014/11/10,0.5316,0.659,0.5217,1.6169,1.6173,1.7028,,1.4535,0,1.2987,2.4531,0.4819,,1.5049,1.6991,0.9655,1.4701,1.7775,1.0377,,0.2848,,0.6363,5.0719,2.9778,,3502939660,3289080228,18561861597,3266845873,4041263191,14450185787,,3289080228,2650752000,19105681758,1860961241,5160593350,,168.9491,88.245,176.2711,24.3306,127.7077,14.1643,,39.9057,130.2481,27.0058,23.713,18.3997,,11.3289,3.8354,4.0301,5.225,1.4125,3.8643,,1.7344,4.5941,2.2009,2.5439,2.0911,,18.3394,7.4873,8.9886,4.5654,7.6714,5.0184,,3.3859,7.6516,5.2278,1.834,9.884,
2014/11/11,-3.349,-5.892,-4.5848,-4.6512,-3.183,-3.2725,,-3.1519,0,-3.8462,-3.9437,-3.8369,,1.5049,3.4288,1.4715,3.1925,2.4954,1.19,,0.7793,,0.8871,3.5743,2.9342,,3385626169,3095288267,17710841991,3114899553,3912628819,13977310605,,3095288267,2650752000,18370847844,1787571220,4962584972,,163.291,83.0456,168.1895,23.1989,123.6427,13.7008,,38.6626,130.2481,25.9671,22.7778,17.6937,,10.9495,3.6094,3.8453,4.9819,1.3675,3.7378,,1.6804,4.5941,2.1163,2.4436,2.0108,,17.7252,7.0461,8.5765,4.3531,7.4272,4.8542,,3.2804,7.6516,5.0267,1.7617,9.5048,
2014/11/12,-0.2432,2.7826,1.3599,2.3107,1.3699,1.2589,,3.2544,0,1.1852,0.8798,1.7456,,0.737,1.347,0.874,1.5576,1.6177,0.7359,,0.4545,,0.493,1.6595,1.4436,,3377393644,3181418028,17951696597,3186874126,3966226474,14153264161,,3181418028,2650752000,18588576411,1803297653,5049213637,,162.894,85.3565,170.4767,23.735,125.3365,13.8733,,39.9314,130.2481,26.2749,22.9782,18.0026,,10.9229,3.7099,3.8976,5.0971,1.3863,3.7849,,1.7355,4.5941,2.1413,2.4651,2.0459,,17.6821,7.2422,8.6931,4.4536,7.5289,4.9153,,3.388,7.6516,5.0863,1.7772,9.6707,
2014/11/13,1.1578,0,1.4311,-2.0075,-1.3514,-0.9324,,-1.1461,0,1.1713,-1.4535,0.7353,,1.1838,1.4442,1.5359,1.6155,1.7024,0.8285,,0.2036,,0.8617,1.8327,3.1356,,3416498141,3181418028,18208608176,3122896728,3912628819,14021298994,,3181418028,2650752000,18806304978,1777086931,5086340208,,164.78,85.3565,172.9165,23.2585,123.6427,13.7439,,39.4668,130.2481,26.5826,22.6442,18.1349,,11.0494,3.7099,3.9534,4.9947,1.3675,3.7496,,1.7154,4.5941,2.1664,2.4292,2.061,,17.8869,7.2422,8.8175,4.3642,7.4272,4.8695,,3.3486,7.6516,5.1459,1.7513,9.7418,
2014/11/14,-1.8072,-3.0457,-1.6755,0.8963,2.1918,7.1373,,-0.2899,0,-0.7236,-0.4425,-1.7032,,0.6335,1.667,0.6994,1.1277,2.2487,3.4097,,0.2332,,0.4768,1.2114,1.6656,,3354754198,3084522047,17903525676,3150886840,3998385067,15022034844,,3084522047,2650752000,18670224624,1769223715,4999711542,,161.802,82.7568,170.0193,23.467,126.3527,14.7249,,39.3355,130.2481,26.3903,22.544,17.8261,,10.8497,3.5969,3.8871,5.0395,1.3975,4.0172,,1.7096,4.5941,2.1508,2.4185,2.0259,,17.5636,7.0216,8.6698,4.4033,7.59,5.217,,3.3375,7.6516,5.1086,1.7436,9.5759,
2014/11/17,0.3681,1.0471,0.2691,0.3807,-0.8043,0.2928,,-0.2907,0,6.2682,0.5926,1.7327,,1.356,0.9769,1.1185,0.9353,1.3561,1.8051,,0.2145,,2.2616,1.362,2.2434,,3367102987,3116820707,17951696597,3162882602,3966226474,15066023233,,3116820707,2650752000,19840515672,1779708003,5086340208,,162.3976,83.6233,170.4767,23.5563,125.3365,14.768,,39.2301,130.2481,28.0445,22.6776,18.1349,,10.8896,3.6345,3.8976,5.0587,1.3863,4.029,,1.7051,4.5941,2.2856,2.4328,2.061,,17.6283,7.0952,8.6931,4.4201,7.5289,5.2323,,3.3285,7.6516,5.4288,1.7539,9.7418,
2014/11/18,-0.5501,4.1451,0.1789,-0.3793,0,1.8248,,2.3324,0,2.7435,0.4418,-0.7299,,0.7454,2.0511,0.8615,0.9247,1.01,1.4865,,0.4747,,2.1953,1.2104,1.3925,,3348579804,3246015348,17983810544,3150886840,3966226474,15340950664,,3246015348,2650752000,20384837089,1787571220,5049213637,,161.5042,87.0896,170.7817,23.467,125.3365,15.0375,,40.1567,130.2481,28.8139,22.7778,18.0026,,10.8297,3.7852,3.9045,5.0395,1.3863,4.1025,,1.7453,4.5941,2.3483,2.4436,2.0459,,17.5313,7.3893,8.7087,4.4033,7.5289,5.3278,,3.4072,7.6516,5.5778,1.7617,9.6707,
2014/11/19,0.5532,0.995,3.125,-1.0152,-0.2703,-0.3584,,0.2849,0,1.4686,1.7595,3.4314,,0.642,1.9452,2.264,1.4271,1.4107,1.3161,,0.1548,,1.4431,1.5606,5.5887,,3367102987,3278314008,18545804624,3118898141,3955506943,15285965178,,3278314008,2650752000,20684213869,1819024086,5222470968,,162.3976,87.9562,176.1186,23.2287,124.9977,14.9836,,40.2487,130.2481,29.237,23.1786,18.6203,,10.8896,3.8229,4.0266,4.9883,1.3825,4.0878,,1.7493,4.5941,2.3828,2.4866,2.1161,,17.6283,7.4628,8.9808,4.3586,7.5086,5.3087,,3.415,7.6516,5.6597,1.7927,10.0025,
2014/11/20,-0.5501,-1.3136,-1.8182,0.5128,-1.355,-1.5108,,-0.5682,0,0.5263,-0.8646,-1.5403,,0.5411,1.0805,1.0887,1.0479,1.1709,0.6311,,0.1806,,1.6138,1.0291,2.5792,,3348579804,3235249128,18208608176,3134892490,3901909288,15055026135,,3235249128,2650752000,20793078152,1803297653,5142030064,,161.5042,86.8007,172.9165,23.3478,123.304,14.7572,,40.0317,130.2481,29.3909,22.9782,18.3335,,10.8297,3.7726,3.9534,5.0139,1.3638,4.026,,1.7399,4.5941,2.3953,2.4651,2.0835,,17.5313,7.3647,8.8175,4.381,7.4069,5.2285,,3.3966,7.6516,5.6895,1.7772,9.8485,
2014/11/21,0.4917,1.3311,0.6173,6.7602,0.5495,0.4383,,0.5714,0,9.9476,1.0174,0.4813,,0.8392,1.7239,1.3229,5.0345,1.1426,0.7295,,0.1731,,3.7108,1.4481,2.4006,,3365044855,3278314008,18321006992,3346817620,3923348350,15121008719,,3278314008,2650752000,22861499539,1821645158,5166781111,,162.2984,87.9562,173.9838,24.9262,123.9815,14.8219,,40.2375,130.2481,32.3146,23.212,18.4217,,10.883,3.8229,3.9778,5.3529,1.3713,4.0437,,1.7489,4.5941,2.6336,2.4902,2.0936,,17.6175,7.4628,8.8719,4.6772,7.4476,5.2514,,3.414,7.6516,6.2554,1.7953,9.8959,
2014/11/24,-1.0398,0.3284,2.1911,2.27,1.6393,1.0909,,0.2841,0,6.9048,0.8633,0.3593,,1.7535,2.0992,1.9547,6.1722,2.7261,1.2363,,0.2954,,3.967,2.3163,3.5813,,3330056621,3289080228,18722431334,3422790780,3987665536,15285965178,,3289080228,2650752000,24440031650,1837371591,5185344397,,160.6109,88.245,177.7959,25.492,126.014,14.9836,,40.3666,130.2481,34.5459,23.4124,18.4879,,10.7698,3.8354,4.0649,5.4744,1.3938,4.0878,,1.7545,4.5941,2.8154,2.5117,2.1011,,17.4343,7.4873,9.0663,4.7833,7.5696,5.3087,,3.425,7.6516,6.6874,1.8108,9.9314,
2014/11/25,0.3708,1.473,2.3156,3.972,1.6129,0.4317,,0.8499,0,0.2227,0.7133,0.9547,,1.1901,1.9671,1.9306,7.0062,2.6355,0.9826,,0.3034,,2.3756,2.4276,3.8876,,3342405410,3337528219,19155969624,3558742750,4051982722,15351947761,,3337528219,2650752000,24494463792,1850476952,5234846491,,161.2064,89.5448,181.913,26.5046,128.0464,15.0483,,40.6958,130.2481,34.6228,23.5794,18.6644,,10.8097,3.8919,4.159,5.6918,1.4163,4.1054,,1.7688,4.5941,2.8217,2.5296,2.1211,,17.499,7.5976,9.2763,4.9733,7.6917,5.3316,,3.4529,7.6516,6.7023,1.8237,10.0262,
2014/11/26,-0.6773,0.6452,-1.425,-0.7865,-0.2646,0.7163,,0.2809,0,-1.5556,0.1416,-1.3002,,1.1392,2.376,1.7028,3.6915,2.3993,1.3218,,0.3483,,1.8486,2.9489,3.7666,,3319765964,3359060659,18883001071,3530752639,4041263191,15461918734,,3359060659,2650752000,24113438800,1853098024,5166781111,,160.1145,90.1226,179.3208,26.2961,127.7077,15.156,,40.7916,130.2481,34.0842,23.6128,18.4217,,10.7365,3.917,4.0998,5.6471,1.4125,4.1349,,1.7729,4.5941,2.7778,2.5332,2.0936,,17.3804,7.6466,9.1441,4.9342,7.6714,5.3698,,3.461,7.6516,6.598,1.8262,9.8959,
2014/11/27,-1.1159,-2.0833,-0.6803,-3.171,1.061,-1.4225,,-1.4006,0,10.0451,0.1414,3.1138,,2.0321,3.3117,1.7848,6.0745,2.7462,1.2538,,0.4024,,3.9132,2.7472,6.0444,,3282719599,3289080228,18754545282,3418792193,4084141315,15241976789,,3289080228,2650752000,26535669108,1855719096,5327662918,,158.3278,88.245,178.1009,25.4622,129.0627,14.9405,,40.203,130.2481,37.508,23.6462,18.9953,,10.6167,3.8354,4.0719,5.468,1.4275,4.076,,1.7473,4.5941,3.0568,2.5367,2.1587,,17.1865,7.4873,9.0819,4.7777,7.7528,5.2934,,3.4111,7.6516,7.2608,1.8288,10.204,
2014/11/28,2.3197,3.2733,-1.6267,3.3918,0.2625,0.5051,,1.4205,0,10.0513,0.1412,-1.0453,,2.5719,6.1449,1.7271,2.5953,2.7388,1.4443,,0.71,,4.0299,2.4999,4.0105,,3358870461,3396742429,18449462781,7405754554,4094860846,15318956469,,3396742429,2650752000,29202844054,1858340169,5271973062,,162.0006,91.1335,175.2037,26.3259,129.4014,15.0159,,40.7978,130.2481,41.2781,23.6796,18.7968,,10.863,3.961,4.0056,5.6534,1.4312,4.0966,,1.7732,4.5941,3.3641,2.5403,2.1362,,17.5852,7.7324,8.9342,4.9398,7.7731,5.3201,,3.4616,7.6516,7.9906,1.8314,10.0974,
2014/12/1,-1.4706,2.6941,0.7833,-2.0362,-0.2618,3.5894,,0.8403,0,-5.9646,-1.1283,-1.4085,,1.6342,5.3158,1.8258,1.9444,2.3256,2.7677,,0.8516,,4.324,2.7959,3.4754,,3309475307,3488255299,18593975545,7254958646,4084141315,15868811332,,3488255299,2650752000,27461015518,1837371591,5197719920,,159.6182,93.5888,176.5761,25.7898,129.0627,15.5549,,41.1474,130.2481,38.816,23.4124,18.532,,10.7032,4.0677,4.037,5.5383,1.4275,4.2437,,1.7884,4.5941,3.1634,2.5117,2.1061,,17.3266,7.9407,9.0041,4.8392,7.7528,5.5111,,3.4912,7.6516,7.514,1.8108,9.9551,
2014/12/2,-0.2488,-0.6173,0.2591,2.0785,2.0997,0,,-0.8333,0,2.4777,1.1412,1.1905,,1.1218,3.7834,1.6977,2.5858,3.6985,1.9875,,0.2949,,2.3845,2.9866,3.1586,,3301242782,3466722859,18642146466,7405754554,4169897563,15868811332,,3466722859,2650752000,28141417290,1858340169,5259597539,,159.2211,93.0111,177.0335,26.3259,131.7727,15.5549,,40.7725,130.2481,39.7778,23.6796,18.7527,,10.6766,4.0426,4.0475,5.6534,1.4575,4.2437,,1.7721,4.5941,3.2418,2.5403,2.1312,,17.2835,7.8917,9.0275,4.9398,7.9156,5.5111,,3.4594,7.6516,7.7002,1.8314,10.0737,
2014/12/3,-1.6833,-0.3106,4.565,9.9548,1.2853,0.4851,,-0.8403,0,3.4816,0.4231,1.0588,,2.1817,2.8809,3.7062,5.0644,4.0518,1.6998,,0.3737,,2.6449,4.613,5.1554,,3245673234,3455956639,19493166072,8142978989,4223495218,15945791013,,3455956639,2650752000,29121195842,1866203385,5315287395,,156.541,92.7222,185.1151,28.9466,133.4664,15.6303,,40.4646,130.2481,41.1627,23.7798,18.9512,,10.4969,4.03,4.2323,6.2162,1.4762,4.2643,,1.7587,4.5941,3.3547,2.5511,2.1537,,16.9925,7.8672,9.4396,5.4315,8.0173,5.5378,,3.4333,7.6516,7.9683,1.8392,10.1803,
2014/12/4,0.0634,0.9346,1.4827,6.1728,0.7614,4.8276,,1.1299,0,10,0.7022,5.1222,,2.3403,4.0033,3.2728,4.4673,3.7228,2.9291,,0.5058,,2.7525,4.5028,8.7857,,3247731365,3488255299,19782191598,8645632013,4255653811,16715587820,,3488255299,2650752000,32033315426,1879308746,5587548914,,156.6403,93.5888,187.8599,30.7334,134.4826,16.3849,,40.9534,130.2481,45.2789,23.9468,19.9219,,10.5036,4.0677,4.295,6.6,1.4874,4.4701,,1.78,4.5941,3.6901,2.569,2.2641,,17.0033,7.9407,9.5795,5.7668,8.0784,5.8052,,3.4748,7.6516,8.7651,1.8521,10.7018,
2014/12/5,-4.3093,-4.784,-5.0325,-5.4264,-4.2821,-0.7895,,-2.2346,0,-2.3789,-3.6262,-4.0975,,2.756,3.4855,2.9574,3.4379,4.0829,3.4406,,0.712,,4.3348,4.1649,6.4689,,3107778429,3321378889,18786659229,8176489190,4073421784,16583622653,,3321378889,2650752000,31271265441,1811160869,5358601727,,149.8902,89.1116,178.4059,29.0657,128.7239,16.2556,,40.0226,130.2481,44.2018,23.0784,19.1057,,10.0509,3.8731,4.0789,6.2418,1.4237,4.4348,,1.7395,4.5941,3.6024,2.4758,2.1713,,16.2706,7.5608,9.0974,5.4539,7.7324,5.7593,,3.3958,7.6516,8.5566,1.7849,10.2633,
2014/12/8,-1.0596,1.4587,1.1966,-0.6148,0.7895,7.4271,,0.5714,0,5.6571,-0.4342,0.1155,,2.0501,2.5949,2.5004,2.7465,3.1698,3.3039,,0.5414,,2.7535,3.3211,3.9958,,3074848327,3369826879,19011456861,8126223888,4105580377,17815297545,,3369826879,2650752000,33040310048,1803297653,5364789489,,148.302,90.4114,180.5406,28.887,129.7402,17.4629,,40.1933,130.2481,46.7023,22.9782,19.1277,,9.9444,3.9296,4.1277,6.2034,1.435,4.7642,,1.7469,4.5941,3.8061,2.4651,2.1738,,16.0982,7.6711,9.2063,5.4204,7.7935,6.1871,,3.4103,7.6516,9.0406,1.7772,10.2751,
2014/12/9,-5.5556,-5.1118,-6.9257,-9.1753,-3.9164,0,,-4.8295,0,-8.6491,-4.0698,-3.6909,,2.9048,3.203,2.8514,3.1551,4.1444,,,0.887,,2.984,4.5363,5.585,,2904023420,3197567358,17694785017,7380621902,3944787412,17815297545,,3197567358,2650752000,30182622606,1729907632,5166781111,,140.063,85.7897,168.037,26.2365,124.659,17.4629,,38.2207,130.2481,42.663,22.0431,18.4217,,9.392,3.7287,3.8418,5.6343,1.3788,4.7642,,1.6612,4.5941,3.4769,2.3648,2.0936,,15.2038,7.279,8.5687,4.923,7.4883,6.1871,,3.2429,7.6516,8.2587,1.7048,9.8959,
2014/12/10,2.6931,3.0303,3.3575,4.1998,2.4457,0,,2.0896,0,1.3526,2.7273,2.1557,,1.7557,1.5618,1.2086,1.6667,2.3401,,,0.3784,,2.0167,2.3801,3.0575,,2982232413,3294463338,18288893044,7690591267,4041263191,17815297545,,3294463338,2650752000,30590863669,1777086931,5278160824,,143.8351,88.3894,173.6789,27.3384,127.7077,17.4629,,38.9877,130.2481,43.24,22.6442,18.8188,,9.6449,3.8417,3.9708,5.8709,1.4125,4.7642,,1.6945,4.5941,3.524,2.4292,2.1387,,15.6133,7.4995,8.8564,5.1298,7.6714,6.1871,,3.308,7.6516,8.3704,1.7513,10.1092,
2014/12/11,0.7591,1.7974,1.4047,2.1786,4.7745,0,,-0.8772,0,-2.847,2.5074,0.3517,,1.9952,1.8249,1.569,1.203,4.8386,,,0.8538,,1.797,3.0782,3.2337,,3004871859,3353677549,18545804624,7858142275,4234214749,17815297545,,3353677549,2650752000,29719949401,1821645158,5296724109,,144.927,89.9781,176.1186,27.934,133.8052,17.4629,,38.6252,130.2481,42.009,23.212,18.885,,9.7181,3.9107,4.0266,5.9988,1.4799,4.7642,,1.6788,4.5941,3.4236,2.4902,2.1462,,15.7318,7.6343,8.9808,5.2415,8.0377,6.1871,,3.2772,7.6516,8.1321,1.7953,10.1448,
2014/12/12,4.4521,0.4815,1.5584,3.4115,0.2532,0,,0.885,0,4.3956,0.4317,1.986,,2.1106,1.4143,1.8068,1.7251,3.0185,,,0.4724,,1.7438,2.4859,4.2948,,3138650400,3369826879,18834830150,8126223888,4244934280,17815297545,,3369826879,2650752000,31026320803,1829508375,5401916060,,151.3792,90.4114,178.8633,28.887,134.1439,17.4629,,38.9868,130.2481,43.8555,23.3122,19.2601,,10.1508,3.9296,4.0893,6.2034,1.4837,4.7642,,1.6945,4.5941,3.5741,2.5009,2.1888,,16.4322,7.6711,9.1208,5.4204,8.058,6.1871,,3.3079,7.6516,8.4895,1.803,10.3462,
2014/12/15,0.5902,10.0639,-0.682,2.0619,3.0303,0,,7.3099,0,8.3333,1.2894,1.8328,,1.9815,3.8306,1.3763,1.8787,4.4813,,,2.7571,,2.3958,3.0484,4.5819,,3157173583,3708962811,18706374361,8293774896,4373568652,17815297545,,3708962811,2650752000,33611847537,1853098024,5500920249,,152.2726,99.5103,177.6434,29.4826,138.2089,17.4629,,41.8123,130.2481,47.5102,23.6128,19.6131,,10.2107,4.325,4.0614,6.3314,1.5287,4.7642,,1.8173,4.5941,3.872,2.5332,2.229,,16.5292,8.4431,9.0586,5.5321,8.3022,6.1871,,3.5476,7.6516,9.197,1.8262,10.5359,
2014/12/16,-0.9126,2.7576,2.5751,-2.6263,-0.2451,-2.4691,,-1.0899,0,1.5385,0.1414,-1.0124,,1.0873,8.1013,2.6332,1.4687,2.2696,3.3878,,0.7314,,2.5098,2.7812,3.2257,,3128359743,3811241901,19188083572,8075958586,4362849121,17375413655,,3811241901,2650752000,34128952884,1855719096,5445230393,,150.8829,102.2544,182.218,28.7083,137.8701,17.0317,,41.3723,130.2481,48.2411,23.6462,19.4145,,10.1175,4.4443,4.166,6.1651,1.5249,4.6466,,1.7982,4.5941,3.9316,2.5367,2.2064,,16.3783,8.6759,9.2918,5.3868,8.2818,6.0343,,3.5103,7.6516,9.3385,1.8288,10.4292,
2014/12/17,-3.0921,2.2599,-2.4268,-0.7261,-2.457,-3.2278,,-0.551,0,-2.0734,-2.1186,-2.1591,,1.3844,6.8151,1.6851,2.1369,2.6655,2.211,,0.7998,,1.4521,2.8733,3.8746,,3031627567,3897371662,18722431334,8017315733,4255653811,16814561695,,3897371662,2650752000,33421335041,1816403014,5327662918,,146.2174,104.5653,177.7959,28.4998,134.4826,16.4819,,41.1079,130.2481,47.2409,23.1452,18.9953,,9.8047,4.5447,4.0649,6.1203,1.4874,4.4966,,1.7867,4.5941,3.85,2.483,2.1587,,15.8719,8.872,9.0663,5.3477,8.0784,5.8395,,3.4879,7.6516,9.1449,1.7901,10.204,
2014/12/18,-0.3394,-0.8287,6.0892,-2.4033,-0.2519,4.5128,,-0.831,0,-0.0814,-1.5873,-1.0453,,1.0714,4.4678,3.3342,1.5179,1.3624,1.9797,,0.5474,,0.9416,1.8574,2.5413,,3021336910,3865073002,19862476467,7824632074,4244934280,17573361406,,3865073002,2650752000,33394118970,1787571220,5271973062,,145.7211,103.6987,188.6223,27.8149,134.1439,17.2257,,40.8004,130.2481,47.2024,22.7778,18.7968,,9.7714,4.5071,4.3124,5.9732,1.4837,4.6995,,1.7733,4.5941,3.8469,2.4436,2.1362,,15.818,8.7985,9.6184,5.2192,8.058,6.1031,,3.4618,7.6516,9.1374,1.7617,10.0974,
2014/12/19,-2.5886,3.7604,0.7276,-3.6403,1.0101,1.627,,1.9553,0,0.0815,-1.6129,-1.0563,,1.164,6.2878,3.4043,1.6415,2.2805,2.0145,,1.3579,,1.2698,2.2175,2.7546,,2943127916,4010416972,20006989230,7539795360,4287812404,17859285934,,4010416972,2650752000,33421335041,1758739426,5216283206,,141.949,107.5982,189.9946,26.8024,135.4989,17.506,,41.6039,130.2481,47.2409,22.4104,18.5982,,9.5184,4.6766,4.3438,5.7558,1.4987,4.776,,1.8082,4.5941,3.85,2.4042,2.1136,,15.4086,9.1293,9.6884,5.0292,8.1394,6.2024,,3.53,7.6516,9.1449,1.7333,9.9907,
2014/12/22,-7.8322,-7.3826,3.7721,-8.8889,-1,-4.9877,,-4.9315,9.976,-6.3518,-2.9806,-4.745,,1.9623,4.5016,4.3949,1.8699,3.2891,1.4937,,1.1881,0.0679,1.8268,3.4858,3.5422,,2712617198,3714345921,20761666994,6869591328,4244934280,16968521057,,3714345921,2915190000,31298481512,1706317983,4968772733,,130.8313,99.6548,197.1614,24.4199,134.1439,16.6328,,39.5673,143.2416,44.2402,21.7425,17.7158,,8.7729,4.3313,4.5077,5.2442,1.4837,4.5378,,1.7197,5.0525,3.6055,2.3325,2.0133,,14.2017,8.4554,10.0538,4.5822,8.058,5.893,,3.3571,8.4149,8.564,1.6816,9.5166,
2014/12/23,-1.5175,0,-5.9551,0.3659,-1.0101,-2.3331,,0,10.0546,3.5652,0.9217,-0.3736,,0.9808,2.2944,2.4241,1.2428,1.5276,1.0212,,0.4044,3.3319,1.8549,1.6603,1.6534,,2671454570,3714345921,19525280019,6894723979,4202056156,16572625556,,3714345921,3208302000,32414340418,1722044416,4950209448,,128.846,99.6548,185.4201,24.5093,132.7889,16.2448,,39.5618,157.6441,45.8175,21.9429,17.6496,,8.6398,4.3313,4.2392,5.2633,1.4687,4.4319,,1.7195,5.5605,3.734,2.354,2.0058,,13.9862,8.4554,9.4551,4.5989,7.9766,5.7555,,3.3567,9.261,8.8693,1.6971,9.4811,
2014/12/24,3.9291,2.6087,-2.3849,0.8505,5.8673,-1.1281,,0.8646,10.0298,1.5953,2.8919,1.625,,0.9825,2.0128,1.6163,1.2549,5.1349,1.1571,,0.2884,10.8253,1.0905,1.8655,1.4544,,2776419272,3811241901,19059627782,6953366832,4448605369,16385674903,,3811241901,3530088000,32931445765,1771844787,5030650352,,133.9086,102.2544,180.9981,24.7177,140.5801,16.0615,,39.9083,173.4555,46.5484,22.5774,17.9364,,8.9793,4.4443,4.1381,5.3081,1.5549,4.3819,,1.7345,6.1182,3.7936,2.4221,2.0384,,14.5358,8.6759,9.2296,4.638,8.4446,5.6906,,3.3861,10.1899,9.0108,1.7462,9.6352,
