ÈÕÆÚ,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH,000007.SZ,000058.SZ,000061.SZ,000861.SZ,000882.SZ,002344.SZ,002818.SZ,200058.SZ,600113.SH,600415.SH,600738.SH,600790.SH,601828.SH
2016/5/24,0,-2.3211,-0.9524,-1.3834,-1.7413,-1.686,,-0.2105,0,-1.5625,0,-2.1595,,,1.4453,0.5196,0.4181,0.7558,0.6231,,0.1336,,0.1999,,1.0859,,4895826485,5436486630,21110288734,9283955219,7444513255,10317796088,,5436486630,3839130000,34292249309,3126006004,6166791833,,392.5828,106.7652,1030.3082,57.3018,39.8069,19.0407,,42.2345,41.522,49.8143,37.068,20.8691,,14.8823,5.3734,4.4018,4.0153,1.4377,2.1501,,2.1256,8.097,3.6199,2.6517,1.6642,,55.5233,9.3619,12.1948,6.7943,7.3783,5.6467,,3.7034,3.884,6.0181,2.7945,7.799,
2016/5/25,0,-0.6931,-0.5609,0,10.1266,0,,0.211,0,0.1587,0,-1.528,,,1.0199,0.4608,0.3864,3.4415,0.5188,,0.1676,,0.1798,,1.0695,,4895826485,5398808010,20991881666,9283955219,8198388015,10317796088,,5398808010,3839130000,34346681451,3126006004,6072562416,,392.5828,106.0252,1024.5292,57.3018,43.838,19.0407,,42.4673,41.522,49.8934,37.068,20.5502,,14.8823,5.3362,4.3772,4.0153,1.5833,2.1501,,2.1373,8.097,3.6257,2.6517,1.6387,,55.5233,9.297,12.1264,6.7943,8.1254,5.6467,,3.7238,3.884,6.0276,2.7945,7.6798,
2016/5/26,0,0.0997,-1.0475,0.4008,-0.6897,0,,0.8421,0,-1.4263,0,2.069,,,1.3837,0.3963,0.4048,3.8714,0.5689,,0.2386,,0.4384,,1.4836,,4895826485,5404190670,20771982825,9321165461,8141847408,10317796088,,5404190670,3839130000,33856792175,3126006004,6198201638,,392.5828,106.1309,1013.7968,57.5315,43.5357,19.0407,,42.7514,41.522,49.1817,37.068,20.9754,,14.8823,5.3415,4.3313,4.0314,1.5723,2.1501,,2.1517,8.097,3.574,2.6517,1.6726,,55.5233,9.3063,11.9994,6.8215,8.0694,5.6467,,3.7487,3.884,5.9417,2.7945,7.8387,
2016/5/27,0,2.3904,0.57,-0.3992,0.2315,-0.3215,,1.6701,0,-0.4823,0,-1.0135,,,2.768,0.46,0.3989,2.9681,0.4009,,0.301,,0.2367,,0.9709,,4895826485,5533374511,20890389893,9283955219,8160694277,10284619895,,5533374511,3839130000,33693495749,3126006004,6135382027,,392.5828,108.6679,1019.5758,57.3018,43.6364,18.9795,,43.4135,41.522,48.9445,37.068,20.7628,,14.8823,5.4692,4.356,4.0153,1.576,2.1432,,2.185,8.097,3.5567,2.6517,1.6557,,55.5233,9.5287,12.0678,6.7943,8.0881,5.6286,,3.8068,3.884,5.913,2.7945,7.7593,
2016/5/30,0,-2.3346,-0.7287,-0.4008,-4.157,-0.5376,,-0.2053,0,0.4847,0,-1.0239,,,1.5801,0.2726,0.2712,3.286,0.356,,0.1687,,0.2387,,0.6298,,4895826485,5404190670,20738152234,9246744978,7821450635,10229326240,,5404190670,3839130000,33856792175,3126006004,6072562416,,392.5828,106.1309,1012.1457,57.0722,41.8224,18.8775,,43.5139,41.522,49.1817,37.068,20.5502,,14.8823,5.3415,4.3243,3.9992,1.5105,2.1317,,2.19,8.097,3.574,2.6517,1.6387,,55.5233,9.3063,11.9798,6.7671,7.7519,5.5983,,3.8156,3.884,5.9417,2.7945,7.6798,
2016/5/31,0,4.5817,3.3442,4.0241,4.8193,4,,4.7325,0,4.3408,0,3.2759,,,2.9043,1.0361,0.9792,4.1687,1.1279,,0.551,,0.5423,,2.2744,,4895826485,5651793032,21431679348,9618847392,8198388015,10638499289,,5651793032,3839130000,35326460002,3126006004,6271491185,,392.5828,110.9935,1045.994,59.3688,43.838,19.6326,,45.5651,41.522,51.3166,37.068,21.2234,,14.8823,5.5862,4.4689,4.1601,1.5833,2.2169,,2.2933,8.097,3.7291,2.6517,1.6924,,55.5233,9.7326,12.3805,7.0394,8.1254,5.8223,,3.9954,3.884,6.1996,2.7945,7.9314,
2016/6/1,0,0.6667,-0.6314,-0.3868,-0.6897,-0.104,,0.1965,0,-0.4622,0,-0.3339,,,2.8428,0.6594,0.7383,2.7628,0.6966,,0.3245,,0.4361,,1.8025,,4895826485,5689471652,21296356984,9581637150,8141847408,10627440558,,5689471652,3839130000,35163163577,3126006004,6250551314,,392.5828,111.7335,1039.3894,59.1392,43.5357,19.6121,,45.7107,41.522,51.0794,37.068,21.1525,,14.8823,5.6235,4.4406,4.144,1.5723,2.2146,,2.3006,8.097,3.7119,2.6517,1.6868,,55.5233,9.7975,12.3023,7.0122,8.0694,5.8162,,4.0082,3.884,6.1709,2.7945,7.9049,
2016/6/2,0,1.7029,0.2383,1.9417,0.2315,0.5203,,0.7843,0,0,0,0.1675,,,2.5793,0.5033,0.8515,3.3245,0.7718,,0.1831,,0.3148,,1.5055,,4895826485,5786359532,21347102871,9767688357,8160694277,10682734214,,5786359532,3839130000,35163163577,3126006004,6261021250,,392.5828,113.6362,1041.8661,60.2875,43.6364,19.7142,,45.9366,41.522,51.0794,37.068,21.188,,14.8823,5.7192,4.4512,4.2245,1.576,2.2262,,2.312,8.097,3.7119,2.6517,1.6896,,55.5233,9.9644,12.3316,7.1483,8.0881,5.8465,,4.028,3.884,6.1709,2.7945,7.9182,
2016/6/3,0,3.7209,-0.317,0,-1.6166,0.4141,,0.9728,0,2.1672,0,0.6689,,,3.8448,0.6346,0.9008,3.4442,1.0485,,0.2885,,0.8104,,1.9684,,4895826485,6001665933,21279441689,9767688357,8028766194,10726969138,,6001665933,3839130000,35925213562,3126006004,6302900990,,392.5828,117.8645,1038.5639,60.2875,42.931,19.7958,,46.4565,41.522,52.1864,37.068,21.3297,,14.8823,5.932,4.4371,4.2245,1.5505,2.2354,,2.3381,8.097,3.7923,2.6517,1.7009,,55.5233,10.3351,12.2925,7.1483,7.9573,5.8707,,4.0736,3.884,6.3047,2.7945,7.9712,
2016/6/6,0,-1.0762,0.159,0.381,2.1127,-0.3093,,-0.578,0,-1.0606,0,-0.8306,,,2.549,0.5132,0.8899,3.5883,0.7676,,0.2558,,0.4044,,1.4936,,4895826485,5937074013,21313272280,9804898598,8198388015,10693792945,,5937074013,3839130000,35544188569,3126006004,6250551314,,392.5828,116.596,1040.215,60.5172,43.838,19.7346,,45.9905,41.522,51.6329,37.068,21.1525,,14.8823,5.8682,4.4442,4.2406,1.5833,2.2285,,2.3147,8.097,3.7521,2.6517,1.6868,,55.5233,10.2239,12.3121,7.1755,8.1254,5.8525,,4.0327,3.884,6.2378,2.7945,7.9049,
2016/6/7,0,-1.8132,-0.5556,-0.5693,-1.1494,-0.1034,,-0.3876,0,-0.6126,0,-0.1675,,,1.9746,0.3425,0.8652,2.0633,0.5719,,0.1993,,0.3031,,1.0936,,4895826485,5829420812,21194865211,9749083236,8104153670,10682734214,,5829420812,3839130000,35326460002,3126006004,6240081379,,392.5828,114.4819,1034.436,60.1727,43.3341,19.7142,,45.8992,41.522,51.3166,37.068,21.1171,,14.8823,5.7618,4.4195,4.2165,1.5651,2.2262,,2.3101,8.097,3.7291,2.6517,1.684,,55.5233,10.0385,12.2437,7.1347,8.032,5.8465,,4.0247,3.884,6.1996,2.7945,7.8917,
2016/6/8,0,0.1847,-1.1173,-2.2901,-1.6279,-0.6211,,0,0,-1.0786,0,-1.5101,,,1.9564,0.5493,1.0405,1.9331,0.5579,,0.2326,,0.2969,,1.6315,,4895826485,5840186133,20958051075,9525821788,7972225587,10616381827,,5840186133,3839130000,34945435010,3126006004,6145851962,,392.5828,114.6933,1022.8781,58.7947,42.6287,19.5917,,45.8894,41.522,50.7631,37.068,20.7982,,14.8823,5.7724,4.3701,4.1199,1.5396,2.2123,,2.3096,8.097,3.6889,2.6517,1.6585,,55.5233,10.0571,12.1069,6.9713,7.9013,5.8101,,4.0239,3.884,6.1327,2.7945,7.7725,
2016/6/13,0,-8.0184,-3.632,-3.7109,-5.6738,-3.8542,,-3.8911,0,-4.3614,0,-2.2147,,,2.3469,0.5671,0.6845,2.4496,0.8061,,0.3976,,0.531,,1.6997,,4895826485,5371894710,20196862779,9172324495,7519900731,10207208778,,5371894710,3839130000,33421335041,3126006004,6009742805,,392.5828,105.4967,985.7275,56.6128,40.21,18.8366,,44.2652,41.522,48.5492,37.068,20.3376,,14.8823,5.3096,4.2114,3.967,1.4522,2.1271,,2.2278,8.097,3.528,2.6517,1.6218,,55.5233,9.2506,11.6671,6.7126,7.453,5.5862,,3.8815,3.884,5.8653,2.7945,7.6004,
2016/6/14,0,1.2024,-0.2513,0.2028,0.2506,0.325,,0.2024,0,0.8143,0,-0.5226,,,1.6311,0.3468,0.4946,1.2703,0.6116,,0.2587,,0.2987,,0.8767,,4895826485,5436486630,20146116893,9190929616,7538747600,10240384971,,5436486630,3839130000,33693495749,3126006004,5978332999,,392.5828,106.7652,983.2508,56.7277,40.3108,18.8979,,44.3464,41.522,48.9445,37.068,20.2313,,14.8823,5.3734,4.2008,3.9751,1.4559,2.134,,2.2319,8.097,3.5567,2.6517,1.6133,,55.5233,9.3619,11.6378,6.7262,7.4717,5.6044,,3.8886,3.884,5.913,2.7945,7.5607,
2016/6/15,0,2.4752,2.183,2.0243,2.75,2.4838,,2.8283,0,1.6155,0,2.1016,,,1.977,0.4654,0.7157,1.7811,0.9232,,0.2909,,0.3757,,1.149,,4895826485,5571053131,20585914575,9376980823,7746063159,10494735785,,5571053131,3839130000,34237817167,3126006004,6103972222,,392.5828,109.4079,1004.7156,57.876,41.4193,19.3673,,45.754,41.522,49.7352,37.068,20.6565,,14.8823,5.5064,4.2925,4.0555,1.4959,2.187,,2.3028,8.097,3.6142,2.6517,1.6472,,55.5233,9.5936,11.8919,6.8624,7.6771,5.7436,,4.012,3.884,6.0085,2.7945,7.7196,
2016/6/16,0,-1.8411,-1.5612,-1.7857,0,-0.6322,,-1.1881,0,-1.2719,0,-1.2007,,,1.8428,0.4068,0.584,1.287,0.4429,,0.1228,,0.2887,,0.7128,,4895826485,5452634610,20264523961,9209534737,7746063159,10428383399,,5452634610,3839130000,33802360033,3126006004,6030682675,,392.5828,107.0823,989.0298,56.8425,41.4193,19.2448,,44.6858,41.522,49.1027,37.068,20.4085,,14.8823,5.3894,4.2255,3.9831,1.4959,2.1732,,2.249,8.097,3.5682,2.6517,1.6274,,55.5233,9.3897,11.7062,6.7398,7.6771,5.7073,,3.9183,3.884,5.9321,2.7945,7.6269,
2016/6/17,0,1.8756,0.6678,0.6061,0.2433,0.106,,1.002,0,0.4831,0,1.0417,,,2.0634,0.3926,0.4622,1.3544,0.5145,,0.174,,0.2509,,0.8152,,4895826485,5554905151,20399846325,9265350099,7764910028,10439442130,,5554905151,3839130000,33965656458,3126006004,6093502286,,392.5828,109.0908,995.6344,57.187,41.5201,19.2652,,45.1783,41.522,49.3399,37.068,20.6211,,14.8823,5.4905,4.2537,4.0073,1.4995,2.1755,,2.2738,8.097,3.5855,2.6517,1.6444,,55.5233,9.5658,11.7844,6.7807,7.6958,5.7133,,3.9615,3.884,5.9608,2.7945,7.7063,
2016/6/20,0,-1.5504,1.8242,-0.6024,-1.699,0,,0,0,-0.3231,0,0.6993,,,1.8622,0.5825,0.4224,1.2119,0.449,,0.1518,,0.2014,,0.7226,,4895826485,5468782590,20771982825,9209534737,7632981945,10439442130,,5468782590,3839130000,33584631466,3126006004,6030682675,,392.5828,107.3994,1013.7968,56.8425,40.8147,19.2652,,45.1143,41.522,48.7864,37.068,20.4085,,14.8823,5.4053,4.3313,3.9831,1.4741,2.1755,,2.2706,8.097,3.5453,2.6517,1.6274,,55.5233,9.4175,11.9994,6.7398,7.5651,5.7133,,3.9559,3.884,5.8939,2.7945,7.6269,
2016/6/21,0,-1.378,-1.6287,-0.202,2.716,0.5297,,0,0,-0.3241,0,-0.3472,,,1.9662,0.4567,0.4412,2.6164,0.9594,,0.1894,,0.2472,,0.94,,4895826485,5393425350,20433676916,9190929616,7840297504,10494735785,,5393425350,3839130000,33475767182,3126006004,6009742805,,392.5828,105.9195,997.2855,56.7277,41.9232,19.3673,,45.0754,41.522,48.6282,37.068,20.3376,,14.8823,5.3309,4.2608,3.9751,1.5141,2.187,,2.2686,8.097,3.5338,2.6517,1.6218,,55.5233,9.2877,11.8039,6.7262,7.7705,5.7436,,3.9525,3.884,5.8748,2.7945,7.6004,
2016/6/22,0,2.6946,0.6623,1.2146,-0.2404,1.686,,0.3968,0,0.6504,0,1.2195,,,1.9197,0.299,0.5391,2.2071,0.6703,,0.1679,,0.2393,,0.8024,,4895826485,5538757171,20568999279,9302560340,7821450635,10671675483,,5538757171,3839130000,33693495749,3126006004,6083032351,,392.5828,108.7736,1003.89,57.4167,41.8224,19.6938,,45.4549,41.522,48.9445,37.068,20.5856,,14.8823,5.4745,4.289,4.0233,1.5105,2.2239,,2.2877,8.097,3.5567,2.6517,1.6416,,55.5233,9.538,11.8821,6.8079,7.7519,5.8404,,3.9858,3.884,5.913,2.7945,7.6931,
2016/6/23,0,3.207,0.3289,-0.8,-1.6867,-1.0363,,1.3834,0,-0.9693,0,-0.8606,,,4.1835,0.3446,0.4182,1.2186,0.5117,,0.5303,,0.3312,,0.8722,,4895826485,5716384952,20636660461,9228139857,7689522552,10561088172,,5716384952,3839130000,33366902899,3126006004,6030682675,,392.5828,112.262,1007.1923,56.9573,41.117,19.4897,,45.8966,41.522,48.4701,37.068,20.4085,,14.8823,5.6501,4.3031,3.9912,1.485,2.2008,,2.3099,8.097,3.5223,2.6517,1.6274,,55.5233,9.8439,11.9212,6.7535,7.6211,5.7799,,4.0245,3.884,5.8557,2.7945,7.6269,
2016/6/24,0,-2.2599,-1.0656,-1.8145,-0.9804,-1.8848,,-1.7544,0,-1.4682,0,0.5208,,,3.1034,0.4877,0.911,1.8911,0.7196,,0.3929,,0.4143,,1.5975,,4895826485,5587201111,20416761620,9060693771,7614135076,10362031013,,5587201111,3839130000,32877013623,3126006004,6062092481,,392.5828,109.725,996.4599,55.9238,40.7139,19.1224,,45.174,41.522,47.7585,37.068,20.5148,,14.8823,5.5224,4.2572,3.9187,1.4704,2.1593,,2.2736,8.097,3.4706,2.6517,1.6359,,55.5233,9.6214,11.7942,6.6309,7.5464,5.6709,,3.9612,3.884,5.7697,2.7945,7.6666,
2016/6/27,0,2.4085,1.3311,0.4107,1.2376,2.0277,,1.7857,0,1.3245,0,1.0363,,,2.6941,0.3761,0.5682,1.0596,0.5661,,0.2851,,0.2922,,1.1535,,4895826485,5721767612,20602829870,9097904013,7708369421,10572146903,,5721767612,3839130000,33312470757,3126006004,6124912092,,392.5828,112.3677,1005.5412,56.1535,41.2178,19.5101,,46.3771,41.522,48.391,37.068,20.7274,,14.8823,5.6554,4.296,3.9348,1.4886,2.2031,,2.3341,8.097,3.5165,2.6517,1.6529,,55.5233,9.8531,11.9017,6.6581,7.6398,5.7859,,4.0666,3.884,5.8461,2.7945,7.7461,
2016/6/28,0,2.1637,0.7389,0.818,-0.2445,0.9414,,0.7797,0,0.4902,0,0,,,3.6758,0.516,0.7479,1.5795,0.6883,,0.3256,,0.3438,,1.2254,,4895826485,5845568793,20755067529,9172324495,7689522552,10671675483,,5845568793,3839130000,33475767182,3126006004,6124912092,,392.5828,114.799,1012.9713,56.6128,41.117,19.6938,,46.8557,41.522,48.6282,37.068,20.7274,,14.8823,5.7778,4.3278,3.967,1.485,2.2239,,2.3582,8.097,3.5338,2.6517,1.6529,,55.5233,10.0663,11.9896,6.7126,7.6211,5.8404,,4.1086,3.884,5.8748,2.7945,7.7461,
2016/6/29,0,0.1842,0.0815,0.8114,0.7353,1.4508,,0.1934,0,0.9756,0,0.3419,,,2.5038,0.4655,0.5986,1.9522,1.5836,,0.186,,0.4526,,1.2216,,4895826485,5856334113,20771982825,9246744978,7746063159,10826497718,,5856334113,3839130000,33802360033,3126006004,6145851962,,392.5828,115.0104,1013.7968,57.0722,41.4193,19.9795,,46.8072,41.522,49.1027,37.068,20.7982,,14.8823,5.7884,4.3313,3.9992,1.4959,2.2561,,2.3558,8.097,3.5682,2.6517,1.6585,,55.5233,10.0849,11.9994,6.7671,7.6771,5.9251,,4.1044,3.884,5.9321,2.7945,7.7725,
2016/6/30,0,-1.1029,-0.9772,-0.6036,-0.7299,-0.4086,,-0.7722,0,-0.4831,0,0,,,1.845,0.502,0.5453,1.1222,0.6065,,0.105,,0.2881,,0.8522,,4899915986,5791742192,20568962495,8700795166,7689522552,10782128975,,5791742192,3839130000,33639063608,3126006004,6145851962,,392.5828,113.7419,1003.89,56.7277,41.117,19.8979,,46.4376,41.522,48.8654,37.068,20.7982,,14.8823,5.7246,4.289,3.9751,1.485,2.2469,,2.3372,8.097,3.551,2.6517,1.6585,,55.5233,9.9736,11.8821,6.7262,7.6211,5.9009,,4.072,3.884,5.9035,2.7945,7.7725,
2016/7/1,0,-0.7435,-0.2467,1.417,0,-0.6154,,-0.1946,0,-0.4854,0,0.1704,,,1.7292,0.3946,1.0126,1.0632,0.5417,,0.1515,,0.2271,,0.7855,,4899915986,5748680912,20518216700,8824085786,7689522552,10715777412,,5748680912,3839130000,33475767182,3126006004,6156321898,,392.5828,112.8962,1001.4133,57.5315,41.117,19.7754,,46.4736,41.522,48.6282,37.068,20.8337,,14.8823,5.682,4.2784,4.0314,1.485,2.2331,,2.339,8.097,3.5338,2.6517,1.6613,,55.5233,9.8995,11.8528,6.8215,7.6211,5.8646,,4.0751,3.884,5.8748,2.7945,7.7858,
2016/7/4,0,2.3408,1.8961,1.5968,0.9804,3.096,,1.9493,0,2.439,0,1.7007,,,2.7902,0.6668,0.9882,1.9163,1.2848,,0.43,,0.6393,,1.7227,,4899915986,5883247413,20907267800,8964989351,7764910028,11047535226,,5883247413,3839130000,34292249309,3126006004,6261021250,,392.5828,115.5389,1020.4014,58.4502,41.5201,20.3877,,47.3696,41.522,49.8143,37.068,21.188,,14.8823,5.815,4.3595,4.0958,1.4995,2.3022,,2.3841,8.097,3.6199,2.6517,1.6896,,55.5233,10.1312,12.0775,6.9305,7.6958,6.0462,,4.1537,3.884,6.0181,2.7945,7.9182,
2016/7/5,0,-0.5489,1.0518,0.3929,0.7282,0.5005,,0.1912,0,1.4286,0,0,,,2.4561,0.6982,1.2044,2.1483,0.8732,,0.2674,,0.7381,,1.2232,,4899915986,5850951453,21127166247,9000215242,7821450635,11102828195,,5850951453,3839130000,34782138585,3126006004,6261021250,,392.5828,114.9047,1031.1338,58.6798,41.8224,20.4897,,47.5455,41.522,50.5259,37.068,21.188,,14.8823,5.7831,4.4054,4.1119,1.5105,2.3137,,2.3929,8.097,3.6717,2.6517,1.6896,,55.5233,10.0756,12.2046,6.9577,7.7519,6.0764,,4.1691,3.884,6.1041,2.7945,7.9182,
2016/7/6,0,0.46,1.0408,-0.5871,0.241,-0.5976,,0.5725,0,0,0,0.6689,,,2.3182,0.7882,0.7945,1.722,0.7542,,0.3234,,0.4262,,1.3366,,4899915986,5877864753,21347064695,8947376405,7840297504,11036476632,,5877864753,3839130000,34782138585,3126006004,6302900990,,392.5828,115.4332,1041.8661,58.3353,41.9232,20.3672,,48.0032,41.522,50.5259,37.068,21.3297,,14.8823,5.8097,4.4512,4.0877,1.5141,2.2999,,2.416,8.097,3.6717,2.6517,1.7009,,55.5233,10.1219,12.3316,6.9168,7.7705,6.0401,,4.2092,3.884,6.1041,2.7945,7.9712,
2016/7/7,0,-1.7399,-0.7924,-0.5906,-0.2404,-0.4008,,-0.1898,0,-0.313,0,0,,,2.6295,0.557,0.7972,1.4223,0.9108,,0.1539,,0.3944,,1.9936,,4899915986,5775594212,21177912043,8894537568,7821450635,10992242257,,5775594212,3835944000,34673274301,3126006004,6302900990,,392.5828,113.4248,1033.6105,57.9908,41.8224,20.2856,,47.891,41.4876,50.3678,37.068,21.3297,,14.8823,5.7086,4.416,4.0636,1.5105,2.2907,,2.4103,8.0902,3.6602,2.6517,1.7009,,55.5233,9.9458,12.2339,6.876,7.7519,6.0159,,4.1994,3.8808,6.085,2.7945,7.9712,
2016/7/8,0,0.7456,-0.4792,-0.5941,-0.9639,-0.8048,,0,0,0.314,0,1.1628,,,2.1552,0.4355,0.5372,1.4557,0.8444,,0.1605,,0.3935,,2.6769,,4899915986,5818655492,21076420452,8841698731,7746063159,10903773507,,5818655492,3835944000,34782138585,3126006004,6376190537,,392.5828,114.2705,1028.6571,57.6463,41.4193,20.1223,,47.9126,41.4876,50.5259,37.068,21.5777,,14.8823,5.7512,4.3948,4.0394,1.4959,2.2723,,2.4114,8.0902,3.6717,2.6517,1.7207,,55.5233,10.02,12.1753,6.8351,7.6771,5.9675,,4.2013,3.8808,6.1041,2.7945,8.0638,
2016/7/11,0,-1.0176,0.7223,-0.3984,-0.4866,0,,-1.9011,0,0,1.8846,0.6568,,,1.9651,0.6517,0.8273,1.2897,0.8505,,0.2287,,0.505,12.4899,2.6429,,4899915986,5759446232,21228657839,8806472840,7708369421,10903773507,,5759446232,3835944000,34782138585,3184917778,6418070278,,392.5828,113.1077,1036.0872,57.4167,41.2178,20.1223,,46.9968,41.4876,50.5259,37.7665,21.7194,,14.8823,5.6926,4.4265,4.0233,1.4886,2.2723,,2.3653,8.0902,3.6717,2.7017,1.732,,55.5233,9.918,12.2632,6.8079,7.6398,5.9675,,4.121,3.8808,6.1041,2.8472,8.1168,
2016/7/12,0,1.028,1.1155,1.2,1.2225,2.5355,,0.5814,0,1.7214,-2.5434,1.9576,,,2.0859,0.7422,0.8901,1.9854,1.1158,,0.3791,,0.6588,6.9753,2.4308,,4899915986,5818655492,21465471551,8912150514,7802603766,11180238352,,5818655492,3835944000,35380892144,3103914088,6543709500,,392.5828,114.2705,1047.6451,58.1057,41.7217,20.6326,,47.3436,41.4876,51.3957,36.806,22.1446,,14.8823,5.7512,4.4759,4.0716,1.5068,2.3299,,2.3828,8.0902,3.7349,2.6329,1.7659,,55.5233,10.02,12.4,6.8896,7.7332,6.1188,,4.1514,3.8808,6.2091,2.7747,8.2757,
2016/7/13,0,2.5902,0.394,2.1739,1.6908,0.3956,,1.7341,0,0.4615,0.5931,-0.32,,,3.5858,0.8144,1.5249,2.933,1.0387,,0.2538,,0.6115,3.5079,1.9791,,4899915986,5969369973,21550047878,9105892917,7934531849,11224472727,,5969369973,3835944000,35544188569,3122324018,6522769630,,392.5828,117.2303,1051.7729,59.3688,42.4271,20.7142,,48.1227,41.4876,51.6329,37.0243,22.0738,,14.8823,5.9001,4.4936,4.1601,1.5323,2.3391,,2.422,8.0902,3.7521,2.6486,1.7602,,55.5233,10.2795,12.4489,7.0394,7.8639,6.143,,4.2197,3.8808,6.2378,2.7912,8.2492,
2016/7/14,0,-0.9017,-0.471,-0.3868,-0.9501,-0.0985,,-0.7576,0,-0.4594,0.5896,0,,,2.305,0.4656,1.0237,1.8454,0.6239,,0.2129,,0.3717,2.545,1.269,,4899915986,5915543373,21448556286,9070667025,7859144373,11213414133,,5915543373,3835944000,35380892144,3140733947,6522769630,,392.5828,116.1732,1046.8195,59.1392,42.024,20.6938,,47.7371,41.4876,51.3957,37.2426,22.0738,,14.8823,5.8469,4.4724,4.144,1.5177,2.3368,,2.4026,8.0902,3.7349,2.6642,1.7602,,55.5233,10.1868,12.3902,7.0122,7.7892,6.137,,4.1859,3.8808,6.2091,2.8077,8.2492,
2016/7/15,-10.0042,0.091,-0.8675,-0.9709,0.7194,1.0848,,0.1908,0,0.7692,-0.7034,-0.9631,,0.5036,2.0902,0.3681,0.8433,2.1017,1.1439,,0.1414,,0.5118,2.0985,1.0133,,4409718422,5920926033,21262488369,8982602297,7915684980,11335058666,,5920926033,3835944000,35653052853,3118642032,6459950018,,353.308,116.2789,1037.7383,58.565,42.3263,20.9183,,47.8138,41.4876,51.791,36.9807,21.8612,,13.3935,5.8522,4.4336,4.1038,1.5287,2.3621,,2.4064,8.0902,3.7636,2.6454,1.7433,,49.9686,10.1961,12.2827,6.9441,7.8452,6.2035,,4.1926,3.8808,6.2569,2.7879,8.1698,
2016/7/18,-9.9953,-2.5455,0.3182,-0.7843,-0.9524,-1.3659,,-0.381,0,-1.6794,-1.6529,0.8104,,0.489,2.0374,0.4029,0.5804,1.327,0.6006,,0.1969,,0.4029,1.8699,0.9575,,3968952545,5770211552,21330149430,8912150514,7840297504,11180238352,,5770211552,3835944000,35054299293,3067094230,6512299694,,317.9937,113.3191,1041.0406,58.1057,41.9232,20.6326,,47.7405,41.4876,50.9213,36.3694,22.0383,,12.0547,5.7033,4.4477,4.0716,1.5141,2.3299,,2.4027,8.0902,3.7004,2.6017,1.7574,,44.9741,9.9366,12.3218,6.8896,7.7705,6.1188,,4.1862,3.8808,6.1518,2.7418,8.236,
2016/7/19,-6.9019,9.9813,-0.2379,0.9881,0.4808,0.8902,,5.9273,0,0.1553,1.6807,-0.9646,,15.7088,5.0458,0.2859,0.6309,0.888,0.6036,,1.2971,,0.2904,2.0582,1.2743,,3695018612,6346156175,21279403634,9000215242,7877991242,11279765696,,6346156175,3835944000,35108731435,3118642032,6449480083,,296.0461,124.6298,1038.5639,58.6798,42.1248,20.8162,,50.5744,41.4876,51.0003,36.9807,21.8257,,11.2227,6.2725,4.4371,4.1119,1.5214,2.3506,,2.5454,8.0902,3.7061,2.6454,1.7405,,41.87,10.9284,12.2925,6.9577,7.8079,6.1733,,4.4347,3.8808,6.1614,2.7879,8.1565,
2016/7/20,0.0557,0,0.318,-0.5871,0,-0.8824,,-1.083,0,2.9457,-0.1181,-0.3247,,8.8582,9.0357,0.4514,0.5017,1.1132,0.5334,,0.5955,,0.9606,1.4734,1.0547,,3697078266,6346156175,21347064695,8947376405,7877991242,11180238352,,6346156175,3835944000,36142942129,3114960046,6428540213,,296.2111,124.6298,1041.8661,58.3353,42.1248,20.6326,,50.0029,41.4876,52.5027,36.937,21.7549,,11.229,6.2725,4.4512,4.0877,1.5214,2.3299,,2.5166,8.0902,3.8153,2.6423,1.7348,,41.8934,10.9284,12.3316,6.9168,7.8079,6.1188,,4.3846,3.8808,6.3429,2.7846,8.13,
2016/7/21,-1.9499,-0.0848,-0.7132,0.1969,-0.2392,0.0989,,-0.1825,0,3.1627,0,0.9772,,5.8502,4.7278,0.5668,0.7617,1.3325,0.5413,,0.4257,,1.5846,2.0843,1.1211,,3624990389,6340773515,21194827308,8964989351,7859144373,11191296946,,6340773515,3835944000,37286017106,3114960046,6491359824,,290.4354,124.5241,1034.436,58.4502,42.024,20.653,,49.8556,41.4876,54.1632,36.937,21.9675,,11.01,6.2672,4.4195,4.0958,1.5177,2.3322,,2.5092,8.0902,3.936,2.6423,1.7518,,41.0765,10.9191,12.2437,6.9305,7.7892,6.1249,,4.3717,3.8808,6.5435,2.7846,8.2095,
