代码,简称,date,前收盘价,收盘价,yield
000852.SH,中证1000,2014/1/2,4482.861,4539.5,0.012634565
000852.SH,中证1000,2014/1/3,4539.5,4531.747,-0.001707897
000852.SH,中证1000,2014/1/6,4531.747,4411.27,-0.026585112
000852.SH,中证1000,2014/1/7,4411.27,4458.557,0.010719589
000852.SH,中证1000,2014/1/8,4458.557,4504.673,0.010343257
000852.SH,中证1000,2014/1/9,4504.673,4431.8,-0.016177201
000852.SH,中证1000,2014/1/10,4431.8,4354.844,-0.017364502
000852.SH,中证1000,2014/1/13,4354.844,4346.713,-0.001867116
000852.SH,中证1000,2014/1/14,4346.713,4447.699,0.023232728
000852.SH,中证1000,2014/1/15,4447.699,4494.095,0.010431461
000852.SH,中证1000,2014/1/16,4494.095,4485.269,-0.00196391
000852.SH,中证1000,2014/1/17,4485.269,4445.2,-0.008933466
000852.SH,中证1000,2014/1/20,4445.2,4415.096,-0.006772249
000852.SH,中证1000,2014/1/21,4415.096,4486.869,0.016256272
000852.SH,中证1000,2014/1/22,4486.869,4584.079,0.021665442
000852.SH,中证1000,2014/1/23,4584.079,4627.341,0.009437446
000852.SH,中证1000,2014/1/24,4627.341,4695.287,0.014683595
000852.SH,中证1000,2014/1/27,4695.287,4682.053,-0.002818571
000852.SH,中证1000,2014/1/28,4682.053,4667.734,-0.003058274
000852.SH,中证1000,2014/1/29,4667.734,4730.86,0.013523907
000852.SH,中证1000,2014/1/30,4730.86,4714.679,-0.003420308
000852.SH,中证1000,2014/2/7,4714.679,4818.246,0.021966925
000852.SH,中证1000,2014/2/10,4818.246,4943.378,0.025970447
000852.SH,中证1000,2014/2/11,4943.378,4941.808,-0.000317597
000852.SH,中证1000,2014/2/12,4941.808,5005.026,0.012792484
000852.SH,中证1000,2014/2/13,5005.026,4901.679,-0.020648644
000852.SH,中证1000,2014/2/14,4901.679,5000.59,0.020179004
000852.SH,中证1000,2014/2/17,5000.59,5117.394,0.023358044
000852.SH,中证1000,2014/2/18,5117.394,5120.243,0.000556729
000852.SH,中证1000,2014/2/19,5120.243,5120.136,-2.09E-05
000852.SH,中证1000,2014/2/20,5120.136,5035.168,-0.016594872
000852.SH,中证1000,2014/2/21,5035.168,5030.78,-0.00087147
000852.SH,中证1000,2014/2/24,5030.78,5064.488,0.006700353
000852.SH,中证1000,2014/2/25,5064.488,4849.372,-0.04247537
000852.SH,中证1000,2014/2/26,4849.372,4881.727,0.006671998
000852.SH,中证1000,2014/2/27,4881.727,4795.551,-0.017652769
000852.SH,中证1000,2014/2/28,4795.551,4842.524,0.009795121
000852.SH,中证1000,2014/3/3,4842.524,4954.174,0.023056158
000852.SH,中证1000,2014/3/4,4954.174,4961.944,0.001568374
000852.SH,中证1000,2014/3/5,4961.944,4963.662,0.000346235
000852.SH,中证1000,2014/3/6,4963.662,4962.395,-0.000255255
000852.SH,中证1000,2014/3/7,4962.395,4949.835,-0.002531036
000852.SH,中证1000,2014/3/10,4949.835,4760.672,-0.038216021
000852.SH,中证1000,2014/3/11,4760.672,4746.733,-0.002927948
000852.SH,中证1000,2014/3/12,4746.733,4726.863,-0.004186037
000852.SH,中证1000,2014/3/13,4726.863,4794.004,0.014204135
000852.SH,中证1000,2014/3/14,4794.004,4785.044,-0.001869001
000852.SH,中证1000,2014/3/17,4785.044,4903.133,0.02467877
000852.SH,中证1000,2014/3/18,4903.133,4934.419,0.006380818
000852.SH,中证1000,2014/3/19,4934.419,4937.728,0.000670596
000852.SH,中证1000,2014/3/20,4937.728,4798.398,-0.028217431
000852.SH,中证1000,2014/3/21,4798.398,4870.013,0.014924773
000852.SH,中证1000,2014/3/24,4870.013,4876.471,0.001326074
000852.SH,中证1000,2014/3/25,4876.471,4876.289,-3.73E-05
000852.SH,中证1000,2014/3/26,4876.289,4903.916,0.005665579
000852.SH,中证1000,2014/3/27,4903.916,4804.207,-0.020332526
000852.SH,中证1000,2014/3/28,4804.207,4671.788,-0.027563134
000852.SH,中证1000,2014/3/31,4671.788,4633.27,-0.008244809
000852.SH,中证1000,2014/4/1,4633.27,4714.948,0.017628586
000852.SH,中证1000,2014/4/2,4714.948,4683.783,-0.006609829
000852.SH,中证1000,2014/4/3,4683.783,4686.952,0.00067659
000852.SH,中证1000,2014/4/4,4686.952,4743.682,0.012103815
000852.SH,中证1000,2014/4/8,4743.682,4774.531,0.006503176
000852.SH,中证1000,2014/4/9,4774.531,4830.536,0.011729948
000852.SH,中证1000,2014/4/10,4830.536,4849.657,0.00395836
000852.SH,中证1000,2014/4/11,4849.657,4822.712,-0.005556063
000852.SH,中证1000,2014/4/14,4822.712,4858.157,0.007349599
000852.SH,中证1000,2014/4/15,4858.157,4838.652,-0.004014897
000852.SH,中证1000,2014/4/16,4838.652,4847.637,0.001856922
000852.SH,中证1000,2014/4/17,4847.637,4847.682,9.28E-06
000852.SH,中证1000,2014/4/18,4847.682,4870.309,0.004667592
000852.SH,中证1000,2014/4/21,4870.309,4794.877,-0.015488134
000852.SH,中证1000,2014/4/22,4794.877,4748.012,-0.009773973
000852.SH,中证1000,2014/4/23,4748.012,4730.826,-0.00361962
000852.SH,中证1000,2014/4/24,4730.826,4682.827,-0.010146008
000852.SH,中证1000,2014/4/25,4682.827,4582.632,-0.021396263
000852.SH,中证1000,2014/4/28,4582.632,4424.411,-0.034526229
000852.SH,中证1000,2014/4/29,4424.411,4479.259,0.012396678
000852.SH,中证1000,2014/4/30,4479.259,4525.306,0.010280049
000852.SH,中证1000,2014/5/5,4525.306,4577.407,0.011513255
000852.SH,中证1000,2014/5/6,4577.407,4612.149,0.007589887
000852.SH,中证1000,2014/5/7,4612.149,4533.014,-0.017157945
000852.SH,中证1000,2014/5/8,4533.014,4532.264,-0.000165453
000852.SH,中证1000,2014/5/9,4532.264,4481.835,-0.011126669
000852.SH,中证1000,2014/5/12,4481.835,4576.422,0.021104525
000852.SH,中证1000,2014/5/13,4576.422,4574.804,-0.000353551
000852.SH,中证1000,2014/5/14,4574.804,4577.681,0.000628879
000852.SH,中证1000,2014/5/15,4577.681,4491.752,-0.018771295
000852.SH,中证1000,2014/5/16,4491.752,4472.169,-0.004359769
000852.SH,中证1000,2014/5/19,4472.169,4458.379,-0.003083515
000852.SH,中证1000,2014/5/20,4458.379,4480.028,0.004855801
000852.SH,中证1000,2014/5/21,4480.028,4518.657,0.008622491
000852.SH,中证1000,2014/5/22,4518.657,4527.598,0.001978685
000852.SH,中证1000,2014/5/23,4527.598,4582.458,0.0121168
000852.SH,中证1000,2014/5/26,4582.458,4645.004,0.013649007
000852.SH,中证1000,2014/5/27,4645.004,4624.34,-0.004448651
000852.SH,中证1000,2014/5/28,4624.34,4690.619,0.01433264
000852.SH,中证1000,2014/5/29,4690.619,4635.007,-0.011856005
000852.SH,中证1000,2014/5/30,4635.007,4648.233,0.002853502
000852.SH,中证1000,2014/6/3,4648.233,4640.242,-0.001719148
000852.SH,中证1000,2014/6/4,4640.242,4610.724,-0.006361306
000852.SH,中证1000,2014/6/5,4610.724,4671.333,0.013145224
000852.SH,中证1000,2014/6/6,4671.333,4662.311,-0.001931354
000852.SH,中证1000,2014/6/9,4662.311,4627.427,-0.007482126
000852.SH,中证1000,2014/6/10,4627.427,4686.087,0.012676591
000852.SH,中证1000,2014/6/11,4686.087,4717.942,0.006797782
000852.SH,中证1000,2014/6/12,4717.942,4712.043,-0.001250333
000852.SH,中证1000,2014/6/13,4712.043,4766.518,0.011560803
000852.SH,中证1000,2014/6/16,4766.518,4800.599,0.007150083
000852.SH,中证1000,2014/6/17,4800.599,4757.484,-0.008981171
000852.SH,中证1000,2014/6/18,4757.484,4721.703,-0.007520992
000852.SH,中证1000,2014/6/19,4721.703,4581.907,-0.029607114
000852.SH,中证1000,2014/6/20,4581.907,4635.064,0.011601501
000852.SH,中证1000,2014/6/23,4635.064,4697.417,0.013452457
000852.SH,中证1000,2014/6/24,4697.417,4733.756,0.007735954
000852.SH,中证1000,2014/6/25,4733.756,4715.848,-0.003783042
000852.SH,中证1000,2014/6/26,4715.848,4793.361,0.016436704
000852.SH,中证1000,2014/6/27,4793.361,4829.479,0.007535005
000852.SH,中证1000,2014/6/30,4829.479,4884.397,0.011371413
000852.SH,中证1000,2014/7/1,4884.397,4915.74,0.006416964
000852.SH,中证1000,2014/7/2,4915.74,4945.531,0.006060329
000852.SH,中证1000,2014/7/3,4945.531,4980.715,0.007114302
000852.SH,中证1000,2014/7/4,4980.715,4977.585,-0.000628424
000852.SH,中证1000,2014/7/7,4977.585,4970.868,-0.00134945
000852.SH,中证1000,2014/7/8,4970.868,5014.857,0.00884936
000852.SH,中证1000,2014/7/9,5014.857,4937.321,-0.015461258
000852.SH,中证1000,2014/7/10,4937.321,4935.691,-0.000330139
000852.SH,中证1000,2014/7/11,4935.691,4966.176,0.00617644
000852.SH,中证1000,2014/7/14,4966.176,5025.24,0.011893255
000852.SH,中证1000,2014/7/15,5025.24,4992.831,-0.006449244
000852.SH,中证1000,2014/7/16,4992.831,4925.461,-0.013493347
000852.SH,中证1000,2014/7/17,4925.461,4907.894,-0.00356657
000852.SH,中证1000,2014/7/18,4907.894,4910.766,0.00058518
000852.SH,中证1000,2014/7/21,4910.766,4898.25,-0.002548686
000852.SH,中证1000,2014/7/22,4898.25,4966.788,0.013992344
000852.SH,中证1000,2014/7/23,4966.788,4897.562,-0.01393778
000852.SH,中证1000,2014/7/24,4897.562,4859.618,-0.007747528
000852.SH,中证1000,2014/7/25,4859.618,4899.727,0.008253529
000852.SH,中证1000,2014/7/28,4899.727,4984.277,0.017256063
000852.SH,中证1000,2014/7/29,4984.277,5046.407,0.012465198
000852.SH,中证1000,2014/7/30,5046.407,5088.647,0.008370312
000852.SH,中证1000,2014/7/31,5088.647,5115.578,0.005292369
000852.SH,中证1000,2014/8/1,5115.578,5056.042,-0.011638177
000852.SH,中证1000,2014/8/4,5056.042,5121.725,0.012990992
000852.SH,中证1000,2014/8/5,5121.725,5170.157,0.009456189
000852.SH,中证1000,2014/8/6,5170.157,5192.31,0.004284783
000852.SH,中证1000,2014/8/7,5192.31,5158.503,-0.006510975
000852.SH,中证1000,2014/8/8,5158.503,5206.203,0.009246869
000852.SH,中证1000,2014/8/11,5206.203,5285.675,0.015264868
000852.SH,中证1000,2014/8/12,5285.675,5322.304,0.006929862
000852.SH,中证1000,2014/8/13,5322.304,5320.846,-0.000273942
000852.SH,中证1000,2014/8/14,5320.846,5302.98,-0.003357737
000852.SH,中证1000,2014/8/15,5302.98,5359.729,0.010701342
000852.SH,中证1000,2014/8/18,5359.729,5449.274,0.016707001
000852.SH,中证1000,2014/8/19,5449.274,5473.399,0.004427195
000852.SH,中证1000,2014/8/20,5473.399,5461.59,-0.002157526
000852.SH,中证1000,2014/8/21,5461.59,5477.343,0.002884325
000852.SH,中证1000,2014/8/22,5477.343,5524.371,0.008585915
000852.SH,中证1000,2014/8/25,5524.371,5485.078,-0.007112665
000852.SH,中证1000,2014/8/26,5485.078,5376.852,-0.019730987
000852.SH,中证1000,2014/8/27,5376.852,5406.561,0.005525352
000852.SH,中证1000,2014/8/28,5406.561,5359.559,-0.008693511
000852.SH,中证1000,2014/8/29,5359.559,5421.286,0.011517179
000852.SH,中证1000,2014/9/1,5421.286,5522.776,0.01872065
000852.SH,中证1000,2014/9/2,5522.776,5604.66,0.014826602
000852.SH,中证1000,2014/9/3,5604.66,5648.724,0.007862029
000852.SH,中证1000,2014/9/4,5648.724,5704.277,0.00983461
000852.SH,中证1000,2014/9/5,5704.277,5722.823,0.003251245
000852.SH,中证1000,2014/9/9,5722.823,5757.871,0.00612425
000852.SH,中证1000,2014/9/10,5757.871,5797.449,0.006873721
000852.SH,中证1000,2014/9/11,5797.449,5790.101,-0.001267454
000852.SH,中证1000,2014/9/12,5790.101,5862.171,0.012447106
000852.SH,中证1000,2014/9/15,5862.171,5922.273,0.010252516
000852.SH,中证1000,2014/9/16,5922.273,5717.842,-0.03451901
000852.SH,中证1000,2014/9/17,5717.842,5757.993,0.007022055
000852.SH,中证1000,2014/9/18,5757.993,5803.722,0.00794183
000852.SH,中证1000,2014/9/19,5803.722,5870.094,0.011436109
000852.SH,中证1000,2014/9/22,5870.094,5820.683,-0.008417412
000852.SH,中证1000,2014/9/23,5820.683,5905.165,0.014514104
000852.SH,中证1000,2014/9/24,5905.165,5984.145,0.013374732
000852.SH,中证1000,2014/9/25,5984.145,5989.877,0.000957864
000852.SH,中证1000,2014/9/26,5989.877,6015.45,0.00426937
000852.SH,中证1000,2014/9/29,6015.45,6080.097,0.010746827
000852.SH,中证1000,2014/9/30,6080.097,6127.134,0.007736225
000852.SH,中证1000,2014/10/8,6127.134,6214.97,0.014335577
000852.SH,中证1000,2014/10/9,6214.97,6238.262,0.003747725
000852.SH,中证1000,2014/10/10,6238.262,6216.978,-0.003411848
000852.SH,中证1000,2014/10/13,6216.978,6216.669,-4.97E-05
000852.SH,中证1000,2014/10/14,6216.669,6203.997,-0.002038391
000852.SH,中证1000,2014/10/15,6203.997,6222.795,0.003029982
000852.SH,中证1000,2014/10/16,6222.795,6134.74,-0.014150394
000852.SH,中证1000,2014/10/17,6134.74,6058.668,-0.0124002
000852.SH,中证1000,2014/10/20,6058.668,6154.52,0.015820639
000852.SH,中证1000,2014/10/21,6154.52,6103.008,-0.008369784
000852.SH,中证1000,2014/10/22,6103.008,6027.51,-0.012370621
000852.SH,中证1000,2014/10/23,6027.51,5930.483,-0.01609736
000852.SH,中证1000,2014/10/24,5930.483,5941.926,0.001929522
000852.SH,中证1000,2014/10/27,5941.926,6006.838,0.010924404
000852.SH,中证1000,2014/10/28,6006.838,6163.672,0.026109244
000852.SH,中证1000,2014/10/29,6163.672,6246.699,0.013470379
000852.SH,中证1000,2014/10/30,6246.699,6241.588,-0.000818192
000852.SH,中证1000,2014/10/31,6241.588,6208.61,-0.005283591
000852.SH,中证1000,2014/11/3,6208.61,6275.993,0.010853154
000852.SH,中证1000,2014/11/4,6275.993,6231.816,-0.007039045
000852.SH,中证1000,2014/11/5,6231.816,6227.245,-0.000733494
000852.SH,中证1000,2014/11/6,6227.245,6289.192,0.009947738
000852.SH,中证1000,2014/11/7,6289.192,6228.167,-0.009703154
000852.SH,中证1000,2014/11/10,6228.167,6246.612,0.002961546
000852.SH,中证1000,2014/11/11,6246.612,6023.004,-0.035796685
000852.SH,中证1000,2014/11/12,6023.004,6120.058,0.016113886
000852.SH,中证1000,2014/11/13,6120.058,6023.782,-0.015731223
000852.SH,中证1000,2014/11/14,6023.782,6009.446,-0.0023799
000852.SH,中证1000,2014/11/17,6009.446,6100.833,0.015207225
000852.SH,中证1000,2014/11/18,6100.833,6139.522,0.006341593
000852.SH,中证1000,2014/11/19,6139.522,6193.562,0.008801988
000852.SH,中证1000,2014/11/20,6193.562,6185.919,-0.001234023
000852.SH,中证1000,2014/11/21,6185.919,6240.774,0.00886772
000852.SH,中证1000,2014/11/24,6240.774,6293.023,0.008372199
000852.SH,中证1000,2014/11/25,6293.023,6392.442,0.01579829
000852.SH,中证1000,2014/11/26,6392.442,6435.14,0.006679451
000852.SH,中证1000,2014/11/27,6435.14,6472.587,0.005819143
000852.SH,中证1000,2014/11/28,6472.587,6478.108,0.000852982
000852.SH,中证1000,2014/12/1,6478.108,6392.464,-0.013220527
000852.SH,中证1000,2014/12/2,6392.464,6457.556,0.010182615
000852.SH,中证1000,2014/12/3,6457.556,6513.957,0.008734109
000852.SH,中证1000,2014/12/4,6513.957,6605.322,0.014026037
000852.SH,中证1000,2014/12/5,6605.322,6462.089,-0.021684484
000852.SH,中证1000,2014/12/8,6462.089,6457.511,-0.00070844
000852.SH,中证1000,2014/12/9,6457.511,6161.367,-0.045860394
000852.SH,中证1000,2014/12/10,6161.367,6366.81,0.033343737
000852.SH,中证1000,2014/12/11,6366.81,6463.316,0.015157669
000852.SH,中证1000,2014/12/12,6463.316,6545.19,0.012667491
000852.SH,中证1000,2014/12/15,6545.19,6658.145,0.017257711
000852.SH,中证1000,2014/12/16,6658.145,6635.255,-0.003437894
000852.SH,中证1000,2014/12/17,6635.255,6551.119,-0.012680146
000852.SH,中证1000,2014/12/18,6551.119,6540.881,-0.001562786
000852.SH,中证1000,2014/12/19,6540.881,6438.042,-0.0157225
000852.SH,中证1000,2014/12/22,6438.042,6120.582,-0.049310023
000852.SH,中证1000,2014/12/23,6120.582,6023.366,-0.015883457
000852.SH,中证1000,2014/12/24,6023.366,6154.878,0.021833639
000852.SH,中证1000,2014/12/25,6154.878,6222.506,0.010987708
000852.SH,中证1000,2014/12/26,6222.506,6233.936,0.001836881
000852.SH,中证1000,2014/12/29,6233.936,6098.979,-0.021648763
000852.SH,中证1000,2014/12/30,6098.979,5982.636,-0.019075816
000852.SH,中证1000,2014/12/31,5982.636,6027.52,0.007502379
000852.SH,中证1000,2015/1/5,6027.52,6049.787,0.003694222
000852.SH,中证1000,2015/1/6,6049.787,6172.392,0.020266003
000852.SH,中证1000,2015/1/7,6172.392,6166.769,-0.000910992
000852.SH,中证1000,2015/1/8,6166.769,6164.111,-0.00043102
000852.SH,中证1000,2015/1/9,6164.111,6128.012,-0.005856319
000852.SH,中证1000,2015/1/12,6128.012,6062.283,-0.010725991
000852.SH,中证1000,2015/1/13,6062.283,6167.117,0.017292825
000852.SH,中证1000,2015/1/14,6167.117,6139.29,-0.004512157
000852.SH,中证1000,2015/1/15,6139.29,6168.658,0.004783615
000852.SH,中证1000,2015/1/16,6168.658,6252.075,0.013522714
000852.SH,中证1000,2015/1/19,6252.075,6109.285,-0.022838818
000852.SH,中证1000,2015/1/20,6109.285,6336.631,0.037213193
000852.SH,中证1000,2015/1/21,6336.631,6465.733,0.020373918
000852.SH,中证1000,2015/1/22,6465.733,6568.636,0.015915133
000852.SH,中证1000,2015/1/23,6568.636,6502.067,-0.010134372
000852.SH,中证1000,2015/1/26,6502.067,6642.612,0.021615434
000852.SH,中证1000,2015/1/27,6642.612,6693.806,0.007706908
000852.SH,中证1000,2015/1/28,6693.806,6666.264,-0.00411455
000852.SH,中证1000,2015/1/29,6666.264,6625.005,-0.006189224
000852.SH,中证1000,2015/1/30,6625.005,6546.597,-0.011835161
000852.SH,中证1000,2015/2/2,6546.597,6535.903,-0.00163352
000852.SH,中证1000,2015/2/3,6535.903,6654.549,0.018152962
000852.SH,中证1000,2015/2/4,6654.549,6653.338,-0.000181981
000852.SH,中证1000,2015/2/5,6653.338,6654.082,0.000111824
000852.SH,中证1000,2015/2/6,6654.082,6526.949,-0.019106016
000852.SH,中证1000,2015/2/9,6526.949,6474.817,-0.007987193
000852.SH,中证1000,2015/2/10,6474.817,6555.818,0.012510161
000852.SH,中证1000,2015/2/11,6555.818,6645.51,0.013681283
000852.SH,中证1000,2015/2/12,6645.51,6703.815,0.008773593
000852.SH,中证1000,2015/2/13,6703.815,6815.848,0.016711828
000852.SH,中证1000,2015/2/16,6815.848,6965.301,0.021927279
000852.SH,中证1000,2015/2/17,6965.301,7020.053,0.00786068
000852.SH,中证1000,2015/2/25,7020.053,7004.665,-0.002192006
000852.SH,中证1000,2015/2/26,7004.665,7045.268,0.005796566
000852.SH,中证1000,2015/2/27,7045.268,7141.888,0.01371417
000852.SH,中证1000,2015/3/2,7141.888,7317.677,0.0246138
000852.SH,中证1000,2015/3/3,7317.677,7282.108,-0.004860696
000852.SH,中证1000,2015/3/4,7282.108,7411.034,0.017704489
000852.SH,中证1000,2015/3/5,7411.034,7450.906,0.005380086
000852.SH,中证1000,2015/3/6,7450.906,7338.404,-0.015099103
000852.SH,中证1000,2015/3/9,7338.404,7450.816,0.015318317
000852.SH,中证1000,2015/3/10,7450.816,7566.481,0.015523803
000852.SH,中证1000,2015/3/11,7566.481,7566.312,-2.23E-05
000852.SH,中证1000,2015/3/12,7566.312,7514.445,-0.006854991
000852.SH,中证1000,2015/3/13,7514.445,7649.345,0.017952091
000852.SH,中证1000,2015/3/16,7649.345,7903.363,0.033207811
000852.SH,中证1000,2015/3/17,7903.363,7993.243,0.011372374
000852.SH,中证1000,2015/3/18,7993.243,8150.951,0.019730165
000852.SH,中证1000,2015/3/19,8150.951,8216.624,0.008057097
000852.SH,中证1000,2015/3/20,8216.624,8318.829,0.012438807
000852.SH,中证1000,2015/3/23,8318.829,8560.441,0.029043992
000852.SH,中证1000,2015/3/24,8560.441,8655.38,0.011090433
000852.SH,中证1000,2015/3/25,8655.38,8784.909,0.014965143
000852.SH,中证1000,2015/3/26,8784.909,8611.864,-0.019697984
000852.SH,中证1000,2015/3/27,8611.864,8710.291,0.011429233
000852.SH,中证1000,2015/3/30,8710.291,8719.22,0.001025109
000852.SH,中证1000,2015/3/31,8719.22,8780.739,0.007055562
000852.SH,中证1000,2015/4/1,8780.739,9008.201,0.025904653
000852.SH,中证1000,2015/4/2,9008.201,9238.053,0.02551586
000852.SH,中证1000,2015/4/3,9238.053,9419.201,0.019608894
000852.SH,中证1000,2015/4/7,9419.201,9600.722,0.01927138
000852.SH,中证1000,2015/4/8,9600.722,9455.59,-0.01511678
000852.SH,中证1000,2015/4/9,9455.59,9369.657,-0.009088063
000852.SH,中证1000,2015/4/10,9369.657,9600.401,0.024626729
000852.SH,中证1000,2015/4/13,9600.401,9813.596,0.022206885
000852.SH,中证1000,2015/4/14,9813.596,9830.062,0.001677876
000852.SH,中证1000,2015/4/15,9830.062,9441.192,-0.039559262
000852.SH,中证1000,2015/4/16,9441.192,9541.766,0.01065268
000852.SH,中证1000,2015/4/17,9541.766,9567.695,0.002717421
000852.SH,中证1000,2015/4/20,9567.695,9353.612,-0.022375609
000852.SH,中证1000,2015/4/21,9353.612,9716.349,0.03878042
000852.SH,中证1000,2015/4/22,9716.349,9995.262,0.028705535
000852.SH,中证1000,2015/4/23,9995.262,10105.27,0.011006015
000852.SH,中证1000,2015/4/24,10105.27,10123.91,0.001844582
000852.SH,中证1000,2015/4/27,10123.91,10174.9,0.005036592
000852.SH,中证1000,2015/4/28,10174.9,9847.893,-0.032138596
000852.SH,中证1000,2015/4/29,9847.893,10107.4,0.026351525
000852.SH,中证1000,2015/4/30,10107.4,10180.49,0.007231335
000852.SH,中证1000,2015/5/4,10180.49,10270.13,0.008805077
000852.SH,中证1000,2015/5/5,10270.13,10007.27,-0.025594613
000852.SH,中证1000,2015/5/6,10007.27,9973.991,-0.003325482
000852.SH,中证1000,2015/5/7,9973.991,9806.508,-0.016791974
000852.SH,中证1000,2015/5/8,9806.508,10274.38,0.047710357
000852.SH,中证1000,2015/5/11,10274.38,10771.62,0.048396108
000852.SH,中证1000,2015/5/12,10771.62,11051.43,0.025976594
000852.SH,中证1000,2015/5/13,11051.43,11137.3,0.007770035
000852.SH,中证1000,2015/5/14,11137.3,11211.1,0.006626382
000852.SH,中证1000,2015/5/15,11211.1,11217.93,0.000609218
000852.SH,中证1000,2015/5/18,11217.93,11542.28,0.028913534
000852.SH,中证1000,2015/5/19,11542.28,11831.36,0.025045312
000852.SH,中证1000,2015/5/20,11831.36,12132.37,0.025441707
000852.SH,中证1000,2015/5/21,12132.37,12586.05,0.037394178
000852.SH,中证1000,2015/5/22,12586.05,12687.29,0.008043826
000852.SH,中证1000,2015/5/25,12687.29,12877.87,0.015021332
000852.SH,中证1000,2015/5/26,12877.87,13401.31,0.040646473
000852.SH,中证1000,2015/5/27,13401.31,13582.55,0.013524051
000852.SH,中证1000,2015/5/28,13582.55,12818.99,-0.056216248
000852.SH,中证1000,2015/5/29,12818.99,13027.21,0.016243089
000852.SH,中证1000,2015/6/1,13027.21,13691.17,0.050967168
000852.SH,中证1000,2015/6/2,13691.17,14276.32,0.042739225
000852.SH,中证1000,2015/6/3,14276.32,14356.6,0.005623298
000852.SH,中证1000,2015/6/4,14356.6,14308.65,-0.003339927
000852.SH,中证1000,2015/6/5,14308.65,14465.75,0.010979373
000852.SH,中证1000,2015/6/8,14465.75,14099.73,-0.025302525
000852.SH,中证1000,2015/6/9,14099.73,14106.23,0.000461002
000852.SH,中证1000,2015/6/10,14106.23,14461.8111,0.02520738
000852.SH,中证1000,2015/6/11,14461.8111,14768.8814,0.021233184
000852.SH,中证1000,2015/6/12,14768.8814,15006.3388,0.016078225
000852.SH,中证1000,2015/6/15,15006.3388,14707.7784,-0.019895619
000852.SH,中证1000,2015/6/16,14707.7784,14102.2218,-0.04117254
000852.SH,中证1000,2015/6/17,14102.2218,14407.3131,0.021634272
000852.SH,中证1000,2015/6/18,14407.3131,13934.2148,-0.032837372
000852.SH,中证1000,2015/6/19,13934.2148,13024.7156,-0.065270933
000852.SH,中证1000,2015/6/23,13024.7156,13047.019,0.001712391
000852.SH,中证1000,2015/6/24,13047.019,13313.7949,0.020447268
000852.SH,中证1000,2015/6/25,13313.7949,12760.4781,-0.041559661
000852.SH,中证1000,2015/6/26,12760.4781,11730.7481,-0.08069682
000852.SH,中证1000,2015/6/29,11730.7481,10906.0443,-0.070302746
000852.SH,中证1000,2015/6/30,10906.0443,11381.4729,0.043593129
000852.SH,中证1000,2015/7/1,11381.4729,10734.0112,-0.056887338
000852.SH,中证1000,2015/7/2,10734.0112,10002.3588,-0.068162068
000852.SH,中证1000,2015/7/3,10002.3588,9358.7322,-0.064347482
000852.SH,中证1000,2015/7/6,9358.7322,8858.9118,-0.053406849
000852.SH,中证1000,2015/7/7,8858.9118,8356.1255,-0.05675486
000852.SH,中证1000,2015/7/8,8356.1255,8114.6044,-0.028903479
000852.SH,中证1000,2015/7/9,8114.6044,8348.8749,0.028870231
000852.SH,中证1000,2015/7/10,8348.8749,8620.2716,0.032506979
000852.SH,中证1000,2015/7/13,8620.2716,9032.5563,0.047827345
000852.SH,中证1000,2015/7/14,9032.5563,9338.169,0.033834575
000852.SH,中证1000,2015/7/15,9338.169,8942.9051,-0.042327773
000852.SH,中证1000,2015/7/16,8942.9051,9041.2287,0.010994593
000852.SH,中证1000,2015/7/17,9041.2287,9541.2589,0.055305558
000852.SH,中证1000,2015/7/20,9541.2589,9839.9168,0.031301729
000852.SH,中证1000,2015/7/21,9839.9168,10062.8931,0.022660385
000852.SH,中证1000,2015/7/22,10062.8931,10228.8632,0.016493279
000852.SH,中证1000,2015/7/23,10228.8632,10553.2221,0.031710161
000852.SH,中证1000,2015/7/24,10553.2221,10449.7497,-0.009804816
000852.SH,中证1000,2015/7/27,10449.7497,9719.5505,-0.069877195
000852.SH,中证1000,2015/7/28,9719.5505,9284.5411,-0.044756123
000852.SH,中证1000,2015/7/29,9284.5411,9727.2317,0.047680396
000852.SH,中证1000,2015/7/30,9727.2317,9460.7288,-0.02739761
000852.SH,中证1000,2015/7/31,9460.7288,9223.6361,-0.025060723
000852.SH,中证1000,2015/8/3,9223.6361,8723.5937,-0.054213154
000852.SH,中证1000,2015/8/4,8723.5937,9265.221,0.062087635
000852.SH,中证1000,2015/8/5,9265.221,9240.8846,-0.00262664
000852.SH,中证1000,2015/8/6,9240.8846,9229.3485,-0.001248376
000852.SH,中证1000,2015/8/7,9229.3485,9585.1364,0.038549622
000852.SH,中证1000,2015/8/10,9585.1364,10077.9421,0.05141353
000852.SH,中证1000,2015/8/11,10077.9421,10153.7138,0.007518569
