ÈÕÆÚ,000520.SZ,002320.SZ,600026.SH,600428.SH,600798.SH,601866.SH,601872.SH,601919.SH,601975.SH,603167.SH
2019/3/28,3.94,10.1544,6.1813,4.25,4.4872,2.9876,4.6434,5.17,3.27,10.0184
2019/3/29,3.95,10.3984,6.4505,4.21,4.4085,3.0371,4.8109,5.28,3.18,9.8484
2019/4/1,4.04,10.616,6.5801,4.63,4.5266,3.1162,4.9194,5.49,3.5,10.0467
2019/4/2,3.94,10.4907,6.6001,4.49,4.4676,3.0965,4.8504,5.49,3.85,10.0184
2019/4/3,4.33,10.8072,7.1384,4.78,4.6939,3.4031,5.3334,6.04,4.24,10.2355
2019/4/4,4.2,10.8006,6.9889,4.67,4.6348,3.5713,5.1954,6.32,4.66,10.2355
2019/4/8,4.03,10.5369,6.8194,4.5,4.566,3.3636,5.0377,6.03,4.66,10.3394
2019/4/9,4.14,10.6951,6.8992,4.53,4.5561,3.3042,5.1067,5.93,5.13,10.2828
2019/4/10,4.12,10.5237,7.0288,4.56,4.6447,3.2646,5.087,5.9,4.9,10.1694
2019/4/11,4.14,10.4512,6.8692,4.48,4.5463,3.2251,5.0673,5.88,4.42,10.0184
2019/4/12,4.04,10.7545,6.9291,4.43,4.871,3.1954,5.1264,5.97,4.29,10.075
2019/4/15,4.04,10.8402,6.8692,4.38,4.7529,3.2152,5.0475,5.91,4.46,10.1222
2019/4/16,4.06,10.7479,6.8992,4.47,4.7824,3.3141,5.0574,5.96,4.39,10.2828
2019/4/17,4.05,10.8336,6.7795,4.45,4.8809,3.2745,4.9983,5.92,4.36,10.3111
2019/4/18,4.01,10.7809,6.7496,4.4,4.7923,3.2053,4.9983,5.99,4.3,10.1978
2019/4/19,4.03,10.8006,6.8493,4.42,4.7824,3.2152,4.9588,6.01,4.26,10.2828
2019/4/22,3.95,10.9259,6.7297,4.35,4.7431,3.2152,4.8898,5.84,4.18,10.2922
2019/4/23,3.81,10.6754,6.8194,4.24,4.6644,3.2844,4.8701,5.85,4.17,10.1033
2019/4/24,3.81,10.5501,6.9091,4.29,4.5463,3.4328,4.9292,5.91,4.06,10.1789
2019/4/25,3.63,10.0226,6.3907,4.06,4.3199,3.2943,4.7321,5.63,3.87,9.7068
2019/4/26,3.59,9.9368,6.5702,4.03,4.1822,3.1954,4.7124,5.54,3.88,9.7162
2019/4/29,3.36,9.8116,6.3708,3.9,4.133,3.047,4.7124,5.41,3.5,9.8295
2019/4/30,3.39,9.8709,6.8692,3.99,4.2904,3.1261,4.7912,5.73,3.54,10.075
2019/5/6,3.2,8.961,6.1913,3.68,3.8574,2.8096,4.3082,5.24,3.2,9.5746
2019/5/7,3.23,9.1126,6.4804,3.73,3.7787,2.8195,4.2096,5.29,3.22,9.8201
2019/5/8,3.24,9.0994,6.2112,3.74,3.759,2.7502,4.1406,5.27,3.31,9.6501
2019/5/9,3.3,9.0467,6.0019,3.69,3.7,2.7898,4.0025,5.13,3.16,9.6029
2019/5/10,3.4,9.2379,6.3309,3.8,3.8476,2.9184,4.1209,5.28,3.28,9.7729
2019/5/13,3.42,9.561,6.4405,3.82,3.946,3.0965,4.2293,5.35,3.33,10.3583
2019/5/14,3.41,9.4423,6.1414,3.74,3.9165,3.0074,4.1406,5.15,3.24,10.3016
2019/5/15,3.47,9.5874,6.3508,3.79,3.9755,3.0173,4.1997,5.25,3.31,10.4149
2019/5/16,3.45,9.8182,6.1514,3.84,3.9559,3.0173,4.1504,5.32,3.31,10.7926
2019/5/17,3.3,9.772,6.0118,3.73,3.7886,2.9382,4.0321,5.11,3.13,10.8115
2019/5/20,3.37,9.3698,5.8922,3.72,3.7689,2.8986,3.973,5.08,3.01,10.5283
2019/5/21,3.56,9.3764,6.0417,3.75,3.8574,2.9679,3.9927,5.11,3.07,10.4149
2019/5/22,3.47,9.983,5.942,3.69,3.7886,2.9085,3.9434,4.95,3.01,10.1978
2019/5/23,3.4,9.3764,5.7726,3.62,3.7,2.859,3.8842,4.82,2.96,9.6312
2019/5/24,3.45,9.2181,5.9221,3.64,3.62,2.8689,3.8842,4.77,2.97,9.6312
2019/5/27,3.5,9.4028,6.1315,3.7,3.7,2.9085,3.9335,4.83,3.03,9.8012
2019/5/28,3.47,9.35,6.1614,3.68,3.69,2.9184,3.9138,4.92,3.07,9.7918
2019/5/29,3.52,9.14,6.1514,3.69,3.69,2.8887,3.9533,4.83,3.38,9.754
2019/5/30,3.46,8.97,6.2212,3.66,3.63,2.7898,3.8842,4.82,3.72,9.9239
2019/5/31,3.48,8.84,6.2013,3.66,3.64,2.8195,3.9434,4.78,4.09,9.8673
2019/6/3,3.44,8.97,6.291,3.63,3.65,2.8294,4.0025,4.82,3.98,9.9051
2019/6/4,3.35,8.8,6.281,3.61,3.57,2.7799,3.9927,4.71,3.97,9.6973
2019/6/5,3.32,8.82,6.2312,3.76,3.54,2.7106,3.9237,4.79,3.7,9.8767
2019/6/6,3.24,8.73,6.2212,3.59,3.45,2.6117,3.9138,4.67,3.33,9.8201
2019/6/10,3.33,8.69,6.1614,3.53,3.46,2.6018,3.8547,4.72,3.35,9.8767
2019/6/11,3.42,8.91,6.4007,3.64,3.58,2.7106,3.9828,4.9,3.46,10.1883
2019/6/12,3.5,8.96,6.291,3.61,3.6,2.6909,3.9828,4.87,3.31,10.16
2019/6/13,3.63,8.87,6.1115,3.62,3.59,2.6612,3.973,4.8,3.41,10
2019/6/14,3.59,8.63,6.0517,3.58,3.53,2.6216,3.9631,4.66,3.25,9.66
2019/6/17,3.59,8.66,6.0019,3.57,3.54,2.6117,3.9533,4.66,3.24,9.65
2019/6/18,3.6,8.57,6.0318,3.54,3.55,2.5919,3.8941,4.68,3.27,10.24
2019/6/19,3.62,8.65,6.1614,3.59,3.6,2.6315,4.0124,4.79,3.32,10.25
2019/6/20,3.59,9,6.291,3.73,3.65,2.6909,4.1406,4.9,3.38,10.28
2019/6/21,3.61,9,6.5103,3.73,3.72,2.7403,4.2687,5.04,3.41,10.17
2019/6/24,3.58,8.89,6.5203,3.72,3.73,2.7106,4.3279,5.03,3.35,10.07
2019/6/25,3.54,8.78,6.5004,3.72,3.69,2.681,4.2884,5.02,3.27,10.08
2019/6/26,3.51,8.79,6.4206,3.73,3.69,2.6612,4.249,5.02,3.31,9.94
2019/6/27,3.48,8.71,6.62,3.73,3.73,2.6909,4.318,5.06,3.28,9.9
2019/6/28,3.43,8.94,6.49,3.7,3.68,2.6909,4.2983,5.02,3.21,9.87
2019/7/1,3.47,9.16,6.55,3.79,3.8,2.7403,4.3279,5.18,3.29,10.06
2019/7/2,3.54,9.33,6.38,3.78,3.76,2.7304,4.2884,5.16,3.37,9.99
2019/7/3,3.44,9.27,6.34,3.83,3.74,2.6909,4.2293,5.06,3.26,9.94
2019/7/4,3.43,9.36,6.53,3.91,3.79,2.7997,4.2786,5.12,3.27,9.9
2019/7/5,3.48,9.36,6.56,3.97,3.95,2.8689,4.3279,5.16,3.29,9.97
2019/7/8,3.32,9.08,6.24,3.78,3.74,2.7007,4.1899,4.87,3.15,9.68
2019/7/9,3.35,9.12,6.22,3.77,3.66,2.6612,4.1603,4.81,3.23,9.67
2019/7/10,3.31,8.92,6.16,3.71,3.63,2.6414,4.0814,4.74,3.16,9.65
2019/7/11,3.3,8.94,6.11,3.74,3.67,2.6513,4.0913,4.75,3.17,9.62
2019/7/12,3.36,8.87,6.14,3.82,3.76,2.6711,4.0913,4.8,3.16,9.67
2019/7/15,3.55,9.05,6.29,3.95,3.98,2.7403,4.18,4.95,3.18,9.69
2019/7/16,3.58,9.1,6.44,3.96,4,2.7799,4.18,4.98,3.18,9.69
2019/7/17,3.57,9.21,6.44,3.93,4.03,2.77,4.2,5.02,3.17,9.69
2019/7/18,3.54,8.88,6.3,3.85,3.88,2.72,4.14,4.88,3.11,9.48
2019/7/19,3.64,8.93,6.43,3.99,4.13,2.84,4.23,5.09,3.14,9.53
2019/7/22,3.78,8.74,6.24,3.98,4.14,2.78,4.16,5.01,3.03,9.24
2019/7/23,3.75,8.81,6.54,3.95,4.11,2.79,4.25,4.97,3.05,9.24
2019/7/24,3.83,8.88,6.48,3.95,4.03,2.78,4.2,4.91,3.07,9.28
2019/7/25,3.88,8.81,6.43,3.89,3.95,2.75,4.11,4.82,3.04,9.28
2019/7/26,3.91,8.84,6.44,3.92,3.98,2.79,4.24,4.83,3.04,9.33
2019/7/29,3.91,8.8,6.31,3.86,3.87,2.69,4.17,4.77,3.04,9.33
2019/7/30,3.96,8.82,6.49,3.88,3.88,2.7,4.17,4.78,3.04,9.41
2019/7/31,3.9,8.73,6.36,3.79,3.8,2.67,4.14,4.69,3.01,9.31
2019/8/1,3.89,8.71,6.34,3.78,3.79,2.67,4.12,4.65,3.04,9.47
2019/8/2,3.82,8.52,6.13,3.65,3.64,2.61,4.01,4.51,2.98,9.33
2019/8/5,3.87,8.27,6,3.56,3.59,2.58,4.02,4.43,2.93,9.21
2019/8/6,3.82,7.9,5.63,3.48,3.45,2.53,3.95,4.41,2.78,8.94
2019/8/7,3.84,7.8,5.86,3.46,3.42,2.51,3.93,4.44,2.78,8.7
2019/8/8,3.8,7.76,5.77,3.47,3.44,2.52,3.95,4.48,2.78,8.76
2019/8/9,3.95,7.58,5.86,3.45,3.44,2.49,3.93,4.44,2.95,8.63
2019/8/12,4.09,7.67,5.93,3.53,3.49,2.54,4.04,4.45,2.93,8.72
2019/8/13,4.07,7.78,5.93,3.5,3.45,2.51,4.02,4.36,2.89,8.6
2019/8/14,4.09,7.71,6.1,3.52,3.49,2.54,4.16,4.41,2.91,8.64
2019/8/15,4.16,7.65,5.99,3.53,3.5,2.53,4.19,4.39,2.91,8.63
2019/8/16,4,7.66,5.9,3.57,3.52,2.53,4.15,4.45,2.91,8.74
2019/8/19,3.92,7.86,6.22,3.67,3.62,2.59,4.3,4.55,2.97,9.08
2019/8/20,3.96,7.9,6.29,3.68,3.62,2.58,4.34,4.54,3.07,9
2019/8/21,4.13,8.19,6.78,3.74,3.65,2.62,4.6,4.58,3.15,9.11
2019/8/22,4.21,8.29,6.88,3.73,3.64,2.61,4.64,4.56,3.11,9.18
2019/8/23,4.32,8.05,6.96,3.73,3.64,2.61,4.7,4.56,3.06,9.34
2019/8/26,4.3,7.81,7.04,3.7,3.64,2.59,4.63,4.47,3.01,9.19
2019/8/27,4.28,7.92,7.15,3.76,3.67,2.6,4.75,4.58,3.04,9.27
2019/8/28,4.28,8.23,7.14,3.79,3.72,2.62,4.75,4.55,3.02,9.21
2019/8/29,4.21,8.06,7.18,3.82,3.76,2.65,4.7,4.61,3.07,9.19
2019/8/30,4.18,8.1,7.13,3.69,3.63,2.64,4.71,4.59,3,9.05
2019/9/2,4.2,8.16,7.19,3.8,3.72,2.7,4.72,4.73,3.06,9.19
2019/9/3,4.16,8.15,7.13,3.83,3.81,2.7,4.66,4.81,3.03,9.26
2019/9/4,4.22,8.18,7.31,3.88,3.86,2.76,4.77,5.02,3.06,9.33
2019/9/5,4.23,8.24,7.12,3.83,3.83,2.74,4.73,4.94,3.08,9.35
2019/9/6,4.28,8.29,7.13,3.83,3.81,2.72,4.7,4.97,3.13,9.34
2019/9/9,4.28,8.49,7.25,3.85,3.83,2.73,4.71,4.97,3.14,9.42
2019/9/10,4.24,8.51,7.11,3.8,3.78,2.71,4.67,4.91,3.17,9.33
2019/9/11,4.25,8.57,7.06,3.8,3.76,2.7,4.67,4.91,3.13,9.33
2019/9/12,4.29,8.71,7.14,3.81,3.81,2.7,4.73,4.99,3.13,9.35
2019/9/16,4.32,8.91,7.01,3.76,3.78,2.67,4.66,4.96,3.17,9.41
2019/9/17,4.21,8.56,7.61,3.78,3.73,2.69,4.93,4.93,3.12,9.28
2019/9/18,4.21,8.45,7.19,3.67,3.66,2.61,4.78,4.86,3.05,9.25
2019/9/19,4.17,8.43,6.88,3.69,3.66,2.61,4.71,4.86,3.07,9.3
2019/9/20,4.27,8.47,6.94,3.69,3.67,2.59,4.77,4.9,3.07,9.41
2019/9/23,4.27,8.22,7.03,3.7,3.73,2.59,4.83,4.91,3,9.28
2019/9/24,4.22,8.19,7.11,3.69,3.69,2.59,4.78,4.94,3,9.35
2019/9/25,4.15,8.05,7.47,3.67,3.64,2.58,4.96,4.98,2.93,9.22
2019/9/26,4.02,7.89,7.47,3.62,3.56,2.58,5.15,5.09,2.94,9.01
2019/9/27,4.12,7.9,7.47,3.62,3.6,2.57,4.79,5,2.92,9.02
2019/9/30,4.11,7.99,6.72,3.55,3.54,2.51,4.77,4.76,2.89,9
