ÈÕÆÚ,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH
2015/5/25,5.305,14.7045,10.68,14.8865,18.7735,8.1084,6.8196,,2.7079,11.5064,7.5804,5.588,8.2368,7.1223,6.7258,7.4698,6.2453,7.2936,8.8598,7.5529,6.9192,6.4323
2015/5/26,5.305,15.1135,11.4,15.1225,18.7833,8.1377,6.925,,2.7079,12.6561,7.5191,5.6048,8.1917,7.5753,6.9784,7.5537,6.3357,7.2856,8.9164,7.6071,6.9467,6.7354
2015/5/27,5.305,14.4805,11.81,14.5456,20.5689,8.0205,6.9498,,2.7079,13.2617,7.3175,5.4784,7.9481,8.3349,6.9174,7.4194,6.2105,7.2539,9.0457,7.5439,6.9558,6.6691
2015/5/28,5.305,13.682,10.63,13.2781,19.9054,7.6688,6.5716,,2.7079,13.3583,7.0984,5.6048,7.3256,8.9482,6.6648,7.1425,5.9601,6.9051,8.5607,7.4897,6.6259,6.2712
2015/5/29,5.305,13.7015,10.28,13.5928,18.1393,8.0205,6.4786,,2.7079,13.762,6.818,5.3014,7.0369,8.6625,6.8652,7.218,6.0714,6.8734,8.9487,7.4987,6.4884,6.1291
2015/6/1,5.305,14.4221,10.93,14.2047,18.2661,8.6164,6.8754,,2.7079,13.8322,7.2036,5.588,7.4158,9.1991,7.5534,7.73,6.6764,7.3015,9.0836,7.9685,6.9558,6.7449
2015/6/2,5.305,15.0064,11.28,14.5544,18.8906,8.7825,7.0738,,2.7079,13.7006,7.3613,5.6554,7.479,9.1224,7.989,7.7216,6.9824,7.5155,8.915,8.1853,7.2674,6.8301
2015/6/3,5.305,16.5061,11.31,16.0142,18.0515,9.4273,7.3032,,2.7079,15.0698,8.0975,6.2201,7.9842,9.1573,7.8409,8.4938,6.8781,7.904,9.3869,7.9866,7.5698,7.2659
2015/6/4,5.305,15.8731,11.08,17.0894,17.0757,9.7985,7.6504,,2.7079,15.3418,7.8083,5.9757,7.6955,9.4709,8.0587,8.242,7.3302,7.7217,8.9656,7.8781,7.4507,7.0007
2015/6/5,5.305,17.4604,11.4,17.745,18.2564,9.7106,7.6628,,2.7079,15.491,7.8521,5.9841,7.8308,9.4082,7.9971,8.3679,7.4484,7.793,8.974,8.0046,7.6065,7.1901
2015/6/8,5.305,17.3338,12.54,17.203,17.7587,9.906,7.5202,,2.7079,15.0873,8.6408,6.2117,8.4894,9.3942,7.9971,8.7036,7.3024,8.0943,9.429,8.1944,7.9639,7.9101
2015/6/9,5.305,16.4476,12.54,18.7764,17.6124,9.7399,7.3962,,2.7079,16.1142,8.6495,6.1021,8.2999,9.3315,8.5167,8.477,7.0589,7.904,9.151,7.9595,7.7348,8.6111
2015/6/10,5.305,16.8858,13.19,18.9425,18.0515,9.7399,7.514,,2.7079,16.6232,8.6057,6.0515,8.1826,9.7915,8.2084,8.5525,7.1841,7.8485,9.092,7.9052,7.6981,8.7248
2015/6/11,5.305,18.5705,13.93,18.9425,18.715,9.8571,8.1277,,2.7079,17.5975,8.5794,6.0178,8.4804,9.6103,8.0499,8.9889,7.358,8.0388,9.3616,7.851,7.8539,8.5448
2015/6/12,5.305,19.9339,15.32,18.4967,19.2809,10.8438,8.1463,,2.7079,15.9738,8.8686,6.3128,8.4804,10.2723,8.0675,8.9973,7.4623,8.2687,9.665,8.2796,8.083,9.2219
2015/6/15,5.305,19.7683,15.48,17.5701,19.2907,10.8731,8.2021,,2.7079,15.3418,9.0351,6.5404,8.5074,10.8717,8.2437,9.0981,7.2259,9.0932,9.8503,8.4893,8.3305,10.1469
2015/6/16,5.305,20.2358,14.24,16.7921,17.3587,10.2381,7.545,,2.7079,14.3062,8.4217,6.0937,8.0654,10.6417,7.9795,9.7191,7.7127,8.8395,9.0751,8.5988,7.744,9.9181
2015/6/17,5.305,20.041,15.15,17.8149,17.6026,10.3358,7.7248,,2.7079,14.7889,8.5707,6.2454,8.1736,10.4953,7.8297,9.4422,7.7127,8.6809,9.2352,8.462,8.5229,9.7941
2015/6/18,5.305,19.1159,15.18,17.3079,17.144,10.4335,7.576,,2.7079,14.236,8.0827,6.237,7.8218,10.2166,7.5303,9.2827,7.1215,8.6016,9.033,8.4529,8.5046,9.8227
2015/6/19,5.305,17.2072,13.69,15.6121,18.2466,9.6715,6.8196,,2.7079,12.8141,7.2753,5.6217,7.0369,9.1921,6.7817,8.3511,6.4122,7.9991,8.1314,7.6048,7.6523,9.0693
2015/6/23,5.305,16.1068,14.13,16.9582,18.2466,9.5738,6.8072,,2.7079,12.2436,7.3729,5.5711,7.0008,8.9622,6.6583,8.1916,6.1896,8.1656,8.2493,7.3586,7.414,9.2982
2015/6/24,5.305,16.7885,14.2,17.3429,20.0713,9.8083,7.0118,,2.7079,13.2091,7.6213,5.7818,7.3075,9.1852,6.9314,8.4938,6.5582,8.3162,8.519,7.5684,7.7623,9.2886
2015/6/25,5.305,15.1622,13.05,16.1365,20.2762,9.779,6.6522,,2.7079,12.779,7.1334,5.4278,6.8474,9.2479,6.6143,7.965,6.2731,7.8723,7.8702,7.076,7.1116,8.3636
2015/6/26,5.305,13.6431,11.75,14.5194,18.2466,8.802,5.9889,,2.7079,11.4976,6.4236,4.8884,6.1618,8.321,5.9538,7.1677,5.6472,7.1033,7.0865,6.3647,6.3968,7.5244
2015/6/29,5.305,12.2797,10.58,13.0683,16.422,7.9228,5.9083,,2.7079,10.3566,6.0243,4.5513,5.6566,7.6311,5.5486,6.5298,5.1256,7.2539,6.5472,5.8358,5.7644,6.771
2015/6/30,5.305,12.8566,10.64,13.984,16.3927,8.2452,6.3608,,2.7079,11.3923,6.5833,4.939,6.2159,8.1576,5.989,7.1844,5.5081,7.6741,7.2045,6.2827,6.1493,7.1811
2015/7/1,5.305,11.8789,9.58,12.5972,14.7534,7.4246,5.9331,,2.7079,11.6293,6.1308,4.6524,6.0265,7.617,5.8217,7.1928,5.1325,7.6662,7.9291,5.8358,5.8194,6.4658
2015/7/2,5.305,10.6959,8.62,11.3348,13.28,6.6821,5.5177,,2.7079,10.8569,5.5807,4.2816,5.6295,6.8588,5.6807,6.6725,4.6248,6.8972,7.5415,5.2614,5.2696,5.8173
2015/7/3,5.305,9.6302,7.76,10.2057,11.953,6.0178,4.9969,,2.7079,10.3303,5.1016,3.8602,5.1153,6.1709,5.1699,6.236,4.1658,6.2154,8.2999,4.7325,4.7472,5.2356
2015/7/6,5.305,8.6721,6.98,9.1834,10.7626,5.4219,5.4433,,2.7079,10.2162,5.0838,3.9023,5.2596,5.5531,5.2404,6.555,3.8042,6.3105,7.8702,4.7963,4.7014,4.7778
2015/7/7,5.305,7.8019,6.28,8.2677,9.6892,4.8846,4.8977,,2.7079,9.1981,4.5781,3.5146,4.7364,4.9985,4.7207,5.9003,3.4217,6.1599,7.0865,4.3131,4.234,4.301
2015/7/8,5.305,7.0198,5.65,7.4409,8.7233,4.3961,4.7303,,2.7079,8.2765,4.1168,3.1606,4.2672,4.5,4.2451,5.3128,3.0809,5.5891,6.3787,3.8845,3.8124,3.8719
2015/7/9,5.305,7.7237,6.22,7.4409,9.5917,4.8357,5.2046,,2.7079,9.1015,4.5249,3.4809,4.6913,4.9493,4.6679,5.8416,3.3869,6.152,7.0191,4.2766,4.1973,4.2629
2015/7/10,5.305,8.4961,6.84,7.4409,10.5479,5.3242,5.7226,,2.7079,10.0143,4.9774,3.8265,5.1604,5.4478,5.1347,6.4291,3.7277,6.7688,7.7185,4.7052,4.6189,4.692
2015/7/13,5.305,9.3467,7.52,8.1877,11.6017,5.8615,6.278,,2.7079,11.0061,5.4742,4.2057,5.6746,5.9953,5.6455,7.0753,4.1032,7.3023,8.4853,5.1793,5.0771,5.1593
2015/7/14,5.305,9.4835,8.27,9.0056,10.9285,5.9592,5.8536,,2.7079,10.4795,5.3944,4.2226,5.5303,6.1568,5.4429,6.7748,4.2493,6.7938,7.6932,5.234,5.1688,5.3882
2015/7/15,5.305,8.5352,8.33,9.779,9.8356,5.3633,5.267,,2.7079,9.4351,4.933,3.8012,4.98,5.539,4.8969,6.0965,3.825,6.3937,6.9264,4.7143,4.6555,4.8541
2015/7/16,5.305,8.369,8.35,10.1346,10.0015,5.4024,5.473,,2.7079,9.6106,5.0484,3.9782,5.0521,5.6092,5.0202,6.1222,3.9502,6.4687,6.8759,4.8237,4.9343,5.1879
2015/7/17,5.305,8.9752,8.99,11.1481,10.7235,5.7736,5.7413,,2.7079,10.576,5.3678,4.2021,5.3769,6.1287,5.3284,6.5172,4.2284,6.7688,7.1876,5.1793,5.2317,5.5598
2015/7/20,5.305,9.3956,8.88,12.0904,11.2895,5.7834,5.7101,,2.7079,10.755,5.3589,4.1934,5.3679,6.2832,5.3461,6.6632,4.2562,6.7605,7.0697,5.1884,5.1945,5.5122
2015/7/21,5.305,10.3341,8.8,13.015,12.0018,6.3597,6.2655,,2.7079,11.8287,5.8912,4.6154,5.9092,6.7465,5.8833,7.3329,4.6805,7.4357,7.7775,5.7082,5.7149,6.0653
2015/7/22,5.8339,10.0702,8.78,12.7305,12.1969,6.3304,6.0533,,2.9824,11.3187,5.8912,4.5982,6.5046,6.6904,5.7688,7.5132,4.6179,7.2773,7.6848,5.5714,5.622,5.9985
2015/7/23,6.4206,11.0185,9.1,12.8372,13.202,6.4086,6.1282,,3.2198,11.3634,6.0598,4.6412,6.5497,6.8027,5.8217,7.5476,4.7083,7.344,7.7016,5.6626,5.687,6.0653
2015/7/24,7.0651,10.5786,9.17,12.5349,12.7629,6.2132,5.9285,,3.3756,10.8624,5.7759,4.5895,6.2701,6.6763,5.5839,7.144,4.5901,7.0606,7.5163,5.8176,5.4919,5.7887
2015/7/27,6.4454,9.7769,9.3,11.2814,12.6848,5.588,5.3357,,3.0417,9.7797,5.1992,4.1332,5.6476,6.0094,5.029,6.4313,4.131,6.352,6.7663,5.234,4.9436,5.207
2015/7/28,5.8091,9.816,9.18,10.7569,13.1727,5.1581,5.4667,,2.9972,8.8044,4.8798,3.9523,5.2687,5.6373,4.8705,6.0621,3.9085,6.3604,6.8759,4.8966,4.7485,4.8255
2015/7/29,6.0487,10.7936,9.52,11.7259,13.5728,5.4805,5.6851,,3.0269,9.1981,5.2258,4.2107,5.7017,5.9883,5.2492,6.4829,4.2215,6.6688,7.0949,5.2249,5.1202,5.3119
2015/7/30,5.9826,11.5171,9.65,11.2103,12.8312,5.2558,5.5104,,2.9453,8.8939,5.146,4.1934,5.5844,5.8058,5.1083,6.2854,4.2423,6.4687,6.8927,5.0425,5.0087,5.4073
2015/7/31,5.5612,10.7545,10.51,10.9703,12.6848,5.1191,5.5229,,2.8933,8.4018,4.9596,4.0643,5.3769,5.6513,5.0114,6.0879,4.138,6.452,6.6568,4.9514,4.8786,5.1879
2015/8/3,5.0158,9.7377,10.4,9.9835,12.6848,4.8455,5.7475,,2.7524,7.7665,4.7023,3.849,5.0882,5.3425,4.8528,6.1909,4.0685,6.6188,6.4208,4.7325,4.6648,4.8732
2015/8/4,5.3133,10.7154,11.19,10.9614,13.2703,5.207,5.9348,,2.8785,8.5449,5.0572,4.0901,5.4581,5.8198,5.1611,6.4829,4.4788,6.8188,6.7663,5.0608,4.9994,5.2356
2015/8/5,5.1894,11.0967,10.93,10.7569,14.5973,5.2265,5.9036,,2.8637,9.0192,5.075,4.1073,5.5393,5.8339,5.2756,6.5086,4.4788,6.7271,6.6736,5.2431,5.5012,5.4454
2015/8/6,5.0985,10.6665,10.58,10.588,13.5142,5.2851,5.8349,,2.9008,8.6523,4.9508,3.9868,5.395,6.3604,5.1611,6.3455,4.3258,6.5437,6.5304,5.2249,5.4082,5.2451
2015/8/7,5.2802,11.0967,10.61,10.9792,13.563,5.5294,5.9597,,2.9601,8.8581,5.0927,4.1676,5.5483,6.7957,5.2756,6.4743,4.4579,6.6438,6.6568,5.3343,5.4919,5.3977
2015/8/10,5.6521,12.094,11.13,11.9393,14.0704,5.7541,6.1719,,3.064,9.3592,5.4121,4.357,5.828,7.2309,5.5839,6.8607,4.6526,6.9022,6.9601,5.5805,5.6963,5.6743
2015/8/11,5.7595,11.9473,11.72,12.0726,13.8362,5.8224,6.097,,3.0788,9.395,5.492,4.3657,5.9453,7.2309,5.7864,6.8864,4.6735,6.8438,6.9601,5.5076,5.5941,5.6933
2015/8/12,5.8422,11.7224,12.89,12.4194,13.1434,6.1351,6.0596,,3.0491,9.8155,5.4121,4.2968,5.8731,7.3783,5.6631,6.9208,4.5831,6.8855,7.0023,5.3708,5.4733,5.7029
2015/8/13,5.8339,12.3677,14.18,12.6149,13.0946,6.1448,6.1157,,3.0269,10.1466,5.5363,4.357,5.9633,7.7504,5.8921,7.0066,4.6874,7.0022,7.0107,5.4711,5.5569,5.7792
2015/8/14,6.0322,13.1303,13.41,12.3927,13.5532,6.2425,6.1657,,3.0417,9.9944,5.6606,4.4518,5.9092,8.1365,5.8833,7.0925,4.7639,6.9689,7.0191,5.6352,5.845,6.0081
2015/8/17,6.5611,14.4404,13.1,13.4239,14.1484,6.4477,6.3591,,3.1307,10.5313,5.8291,4.5379,5.9994,8.2769,6.0418,7.4703,4.9656,7.0522,7.0275,5.7264,6.0215,6.2465
2015/8/18,5.9083,12.9934,11.79,12.3216,13.3776,5.8029,5.7226,,2.9379,11.0592,5.2436,4.0815,5.404,7.4766,5.4341,6.7233,4.4718,6.5104,6.7579,5.1793,5.4175,5.6266
2015/8/19,6.1562,14.2058,11.5,13.3261,14.3924,6.223,5.7787,,3.012,11.7661,5.4033,4.2107,5.5664,7.9329,5.575,6.792,4.5831,6.6688,6.8085,5.2979,5.5569,5.9222
2015/8/20,5.933,14.1276,11.15,12.8105,13.2703,5.9787,5.5416,,2.9601,12.5356,5.9445,4.2193,5.6295,8.3471,5.4341,6.6975,4.7778,7.0356,6.7663,5.2067,5.4454,5.741
2015/8/21,5.462,14.2253,10.85,11.6904,12.9288,5.5196,5.2046,,2.8192,11.2829,5.5363,4.0557,5.2416,8.4876,5.0114,6.2596,4.4301,6.6271,6.3703,4.8784,4.9994,5.3023
2015/8/24,4.9167,12.8077,9.77,10.5258,12.4409,4.9725,4.6866,,2.5372,10.1555,4.9863,3.651,4.7183,7.6381,4.5094,5.6328,3.985,6.0102,5.7299,4.3951,4.4976,4.7683
2015/8/25,4.4291,11.5269,8.79,9.4768,12.4409,4.4743,4.2248,,2.3073,9.1444,4.4894,3.2893,4.2492,6.8729,4.0602,5.0661,3.5886,5.6101,5.1569,3.9574,4.0515,4.2915
2015/8/26,4.4291,10.3732,9.1,9.2101,13.6898,4.3473,4.2935,,2.4111,8.2318,4.6047,3.2635,4.0868,6.1849,4.069,4.6883,3.5747,5.7602,4.9715,3.7751,3.8936,4.034
2015/8/27,4.6522,9.4835,10,9.8412,15.0559,4.5427,4.4807,,2.5224,9.0549,4.8443,3.4443,4.3033,6.5078,4.2628,4.9974,3.7625,6.1019,5.199,4.003,4.1445,4.2533
2015/8/28,5.0323,10.1875,10.8,10.7125,16.0219,4.8944,4.7927,,2.6485,9.9587,5.1903,3.6768,4.6552,7.1256,4.5798,5.3666,4.0059,6.7105,5.5951,4.3313,4.5626,4.6825
2015/8/31,4.9993,9.1707,10.72,9.8679,14.4217,4.7185,4.5681,,2.5966,10.1555,4.9419,3.5218,4.4206,7.3994,4.3949,5.1262,3.8807,6.7355,5.3423,4.1489,4.4325,4.5966
2015/9/1,4.958,8.2517,9.65,8.8811,12.9775,4.4157,4.4183,,2.5595,9.1444,4.7644,3.3668,4.2492,7.3994,4.4301,4.8085,3.5538,6.4771,5.1148,4.003,4.0887,4.2152
2015/9/2,4.7597,7.4304,8.69,8.3744,12.6848,4.2984,4.618,,2.4556,8.2855,4.5959,3.2549,4.0958,7.3994,4.2539,4.6539,3.3939,6.3437,4.9631,3.9118,3.94,4.0435
2015/9/7,4.8258,7.6259,8.55,8.5789,12.9288,4.4254,4.6242,,2.4927,8.5628,4.729,3.3151,4.177,7.3994,4.3508,4.7999,3.4495,6.3437,5.1232,3.9939,4.0422,4.177
2015/9/8,5.0323,8.105,9,9.1478,14.2265,4.6208,4.8052,,2.5743,9.1802,4.8975,3.4271,4.3755,7.3994,4.5182,5.1004,3.5955,6.6855,5.2917,4.1489,4.2374,4.4059
2015/9/9,5.1563,8.5547,9.7,9.7968,15.6511,4.8651,4.9175,,2.6188,9.395,5.075,3.5907,4.5379,7.3994,4.6239,5.2292,3.7625,6.7688,5.4518,4.5684,4.4232,4.5776
2015/9/10,4.9745,8.721,9.15,9.4856,17.2026,4.7185,4.8364,,2.604,9.1265,4.9153,3.4874,4.4116,7.3994,4.615,5.0832,3.6303,6.6188,5.3338,4.3404,4.2374,4.3773
2015/9/11,4.9745,8.7503,8.83,9.619,18.8809,4.7674,4.8177,,2.6188,9.1355,4.9153,3.4788,4.4206,7.3994,4.6062,5.2636,3.8529,6.6521,5.317,4.3404,4.2838,4.4059
2015/9/14,4.487,7.8801,8.5,9.05,16.9977,4.3278,4.3684,,2.515,8.2318,4.6225,3.2463,4.0507,7.3994,4.2451,4.9888,3.4704,6.4687,4.9631,3.9757,3.8936,3.9768
2015/9/15,4.4539,7.0882,7.65,8.6322,15.2998,4.0933,4.2748,,2.5076,7.4802,4.3918,3.1257,3.7801,7.3994,4.0866,4.7398,3.1365,6.4354,4.7103,3.8571,3.7728,3.8051
2015/9/16,4.8092,7.7042,8.24,9.4945,16.1292,4.4352,4.6118,,2.6337,8.2318,4.8354,3.3754,4.1409,7.3994,4.4389,5.1605,3.4495,6.7855,5.0811,4.1489,4.1166,4.158
2015/9/17,4.6027,7.1371,7.64,9.2456,14.5192,4.2984,4.4682,,2.5966,8.1512,4.7023,3.2549,3.9695,7.3994,4.3068,4.8686,3.4634,6.4687,4.9462,3.9757,3.94,4.0054
2015/9/18,4.5944,7.186,7.4,9.5212,13.924,4.3473,4.4932,,2.6188,8.3391,4.7201,3.2807,4.0146,7.3994,4.3244,4.9544,3.5121,6.4687,4.9715,4.0304,3.9958,4.0531
2015/9/21,4.6853,7.4109,7.65,9.8235,14.2851,4.4645,4.6118,,2.6411,8.7239,4.8443,3.3496,4.1139,7.3994,4.4477,5.109,3.8668,6.5187,5.0558,4.1854,4.1073,4.1675
2015/9/22,4.6853,7.6651,7.92,9.779,14.1094,4.5524,4.6492,,2.6411,8.9386,4.8354,3.3582,4.168,7.3994,4.4565,5.1262,3.8946,6.7355,5.0895,4.2036,4.1816,4.2056
2015/9/23,4.5448,7.3326,7.49,9.4501,15.5243,4.4938,4.5244,,2.6114,8.7328,4.7556,3.2807,4.0417,7.3994,4.3332,4.963,3.7485,6.8022,4.9547,4.076,4.0887,4.1198
2015/9/24,4.6688,7.4402,7.71,9.5479,17.0757,4.5817,4.5681,,2.6263,8.8313,4.8443,3.3065,4.0778,7.3994,4.3508,5.0317,3.8042,6.9022,5.0052,4.1398,4.2188,4.2247
2015/9/25,4.5448,7.0589,8.02,9.1567,15.3681,4.3766,4.5244,,2.5892,8.8044,4.7023,3.229,3.9334,7.3994,4.2363,5.0317,3.5816,6.7105,4.9041,4.0121,4.0051,4.034
2015/9/28,4.5861,7.2055,7.88,9.3256,14.7339,4.4548,4.5556,,2.6263,8.6255,4.7112,3.2463,3.9786,7.3994,4.2716,5.0403,3.6512,6.8022,4.9462,4.0486,4.0515,4.0721
2015/9/29,4.4622,7.01,7.87,9.0678,15.2998,4.4157,4.4121,,2.604,8.2676,4.5959,3.229,3.8883,7.3994,4.1747,4.9287,3.5469,6.5604,4.8367,3.9574,3.9028,3.9672
2015/9/30,4.4539,7.098,7.71,8.9611,14.4509,4.4743,4.437,,2.6411,8.4555,4.6402,3.229,3.9244,7.3994,4.2099,5.1176,3.5608,6.6354,4.8704,4.0213,3.9865,4.034
2015/10/8,4.6027,7.4891,8.48,9.3701,15.8951,4.6111,4.6055,,2.693,8.7597,4.7822,3.3238,4.0688,7.3994,4.3508,5.2292,3.6929,6.7438,5.0305,4.1489,4.1723,4.177
2015/10/9,4.6274,7.5184,8.83,9.5212,15.6218,4.8748,4.6367,,2.7301,8.7686,4.8532,3.3496,4.1319,7.3994,4.3861,5.3323,3.7555,6.7772,5.0811,4.1854,4.2374,4.2629
2015/10/12,4.7844,8.2712,9.4,10.0635,16.4024,5.1484,4.8427,,2.8117,9.6455,5.0395,3.4788,4.3124,7.3994,4.5622,5.5899,3.9433,6.8855,5.2917,4.3586,4.4046,4.4441
2015/10/13,4.8175,8.369,9.35,10.1168,16.3049,5.0507,4.9113,,2.8117,10.6118,5.1105,3.4874,4.4747,7.3994,4.7648,5.856,3.9502,7.0022,5.317,4.3769,4.4046,4.4631
2015/10/14,4.7597,8.0855,8.74,9.8324,15.6901,4.9334,4.8364,,2.7746,10.245,4.9508,3.4013,4.3484,7.3994,4.5974,5.9762,3.8876,6.8939,5.1906,4.2401,4.2838,4.3678
2015/10/15,4.9001,8.5156,8.97,10.0902,16.2756,5.0507,4.9612,,2.8266,10.9071,5.0927,3.4788,4.4747,7.3994,4.6943,5.9848,4.2493,7.0272,5.376,4.3586,4.4046,4.5108
2015/10/16,4.9167,8.6818,9.13,10.4458,16.8806,5.0604,4.9737,,2.834,10.8445,5.2169,3.5132,4.5559,7.3994,4.7295,5.8904,4.3119,7.0106,5.4265,4.459,4.637,4.7015
2015/10/19,4.8588,8.7503,9.06,10.2591,17.0464,5.0018,4.9113,,2.8192,11.4797,5.1637,3.4701,4.5108,7.3994,4.6679,5.6929,4.3675,6.9439,5.3507,4.386,4.5347,4.568
2015/10/20,4.9415,8.7894,9.32,10.4547,16.7927,5.1484,4.98,,2.8414,11.6497,5.1992,3.496,4.5379,7.3994,4.7031,5.7788,4.3397,7.0356,5.4602,4.4225,4.5533,4.6157
2015/10/21,4.6027,7.9095,8.55,9.5123,18.3149,4.8651,4.6492,,2.7598,10.6297,4.8975,3.3324,4.2582,7.3994,4.4829,5.3494,4.0128,6.9856,5.199,4.1763,4.2095,4.2819
2015/10/22,4.7349,8.2517,8.66,9.7168,18.8321,5.0507,4.7615,,2.8117,11.0682,5.004,3.3926,4.4116,7.3994,4.6327,5.4525,4.2284,7.1856,5.2917,4.2857,4.3489,4.3964
2015/10/23,4.8671,8.4961,8.74,9.9657,19.5639,5.1191,4.8676,,2.8488,11.2292,5.0927,3.4443,4.4928,7.3994,4.9585,5.5555,4.3745,7.194,5.4097,4.3769,4.4511,4.5203
2015/10/26,4.9249,8.5939,8.74,9.9924,17.7295,5.1581,4.955,,2.8562,11.1308,5.2347,3.4701,4.565,7.3994,4.9321,5.5984,4.5901,7.1356,5.4265,4.4042,4.4883,4.549
2015/10/27,4.9332,8.5059,8.5,9.8324,17.9734,5.1581,4.93,,2.8488,11.3813,5.2524,3.4443,4.5108,7.3994,4.9057,5.5297,4.5831,7.1273,5.376,4.4042,4.4883,4.5108
2015/10/28,5.0158,8.2419,8.2,9.7523,17.1245,5.1874,4.8988,,2.8414,11.1039,5.1105,3.384,4.4567,7.3994,4.7824,5.5383,4.3675,6.9022,5.5361,4.2766,4.4325,4.4154
2015/10/29,5.3464,8.3592,8.35,10.1257,17.1635,5.3731,4.9238,,2.8859,11.1129,5.1548,3.4099,4.4838,7.3994,4.8088,5.6414,4.4996,6.9189,5.8394,4.3222,4.4697,4.4822
2015/10/30,5.1894,8.4179,8.35,10.1346,17.0855,5.2656,5.0112,,2.8711,11.435,5.075,3.3926,4.4747,7.3994,4.7736,5.6242,4.9517,6.9939,5.6878,4.2948,4.4418,4.4917
2015/11/2,5.2637,8.7503,8.08,10.2413,17.4953,5.1484,4.9924,,2.9008,10.7729,5.0395,3.3496,4.3845,7.3994,4.6415,5.4611,5.1047,6.9605,5.6962,4.3039,4.5533,4.4345
2015/11/3,5.1894,8.5645,8.02,10.6058,17.3294,5.207,4.8863,,2.8933,10.6924,5.0395,3.3582,4.4026,7.3994,4.5974,5.4267,4.9865,7.0272,6.1259,4.2857,4.5069,4.3296
2015/11/4,5.5116,9.3369,8.33,11.4237,18.0222,5.4414,5.1172,,2.9601,11.2292,5.3145,3.694,4.6281,7.3994,4.8264,5.8131,5.3133,7.3773,6.741,4.6504,4.7671,4.5966
2015/11/5,5.5447,9.4151,8.42,11.6015,18.2954,5.461,5.2109,,2.9601,11.2739,5.4831,3.7887,4.7634,7.3994,4.9497,5.7873,5.2577,7.294,6.9686,4.6322,4.7392,4.7015
2015/11/6,5.5943,9.4738,8.49,11.8415,18.1686,5.5977,5.3357,,2.9972,11.4618,5.5452,3.9007,4.8537,7.3994,5.4429,5.9247,5.1742,7.3857,7.0275,4.7234,4.8414,4.94
2015/11/9,5.5364,9.4444,8.39,11.9482,17.7685,6.1546,5.3981,,2.9898,11.3545,5.6162,3.806,4.8897,7.3994,5.4077,5.9419,5.056,7.3773,7.1287,4.7234,4.8135,4.8827
2015/11/10,5.5447,9.4151,9.23,11.8682,17.5929,6.0374,5.3294,,2.9972,11.3545,5.5541,3.7629,4.8085,7.3994,5.4165,5.9505,5.1116,7.2606,7.2382,4.696,4.7763,4.8255
2015/11/11,5.5447,9.6693,9.8,11.7437,17.8368,5.9787,5.3294,,2.9898,11.5513,5.5452,3.7543,4.8356,7.3994,5.3901,5.9934,5.0908,7.2773,7.2382,4.696,4.7949,4.8637
2015/11/12,5.4207,9.4933,9.55,11.4326,17.2026,6.1448,5.2733,,2.9675,11.3813,5.5097,3.7629,4.7725,7.3994,5.5134,5.899,5.1534,7.1773,7.1961,4.6687,4.7299,4.7778
2015/11/13,5.3216,9.3076,9.1,11.1481,16.9001,6.2718,5.2733,,2.9527,11.7929,5.421,3.651,4.6552,7.3994,5.3372,5.753,5.2855,7.1106,7.0191,4.5684,4.702,4.7492
2015/11/16,5.5281,9.4738,9.34,11.4415,16.6952,6.516,5.3232,,2.9749,12.2403,5.4565,3.6854,4.6913,7.3994,5.3813,5.7788,5.1186,7.1273,7.0949,4.6687,4.7392,4.8064
2015/11/17,5.4786,9.288,9.7,11.5215,16.744,6.5844,5.3606,,2.9749,12.1061,5.421,3.6682,4.7093,7.3994,5.3813,5.7702,5.0699,7.219,7.0949,4.6322,4.7299,4.7778
2015/11/18,5.3959,9.0436,9.37,11.5126,16.5781,6.4672,5.292,,2.9601,11.9987,5.3766,3.6251,4.6101,7.3994,5.2492,5.6929,4.8961,7.1606,7.0781,4.614,4.6834,4.7206
2015/11/19,5.4868,9.2294,9.45,11.6459,16.822,6.731,5.3232,,2.9898,12.2582,5.4476,3.6768,4.6913,7.3994,5.3461,5.7873,5.0282,7.2773,7.6679,4.7052,4.7671,4.7969
2015/11/20,5.4951,9.3271,9.6,11.9215,17.2123,6.6919,5.3357,,2.9898,12.115,5.6251,3.694,4.7183,7.3994,5.3372,5.8818,5.0282,7.294,7.5247,4.7234,4.9994,4.9113
2015/11/23,5.5281,9.7084,9.42,11.6993,17.9441,6.5454,5.3481,,3.0046,11.7929,5.7315,3.6854,4.6822,7.3994,5.302,5.8131,4.8821,7.194,7.9207,4.6413,4.8693,4.8351
2015/11/24,5.5364,9.6693,9.56,11.5481,17.1733,6.6919,5.3669,,3.0046,12.115,5.6251,3.6682,4.6822,7.3994,5.258,5.7873,4.8543,7.1773,7.9123,4.6687,4.8228,4.8541
2015/11/25,5.5447,9.816,9.57,11.637,16.783,7.0534,5.4605,,3.0046,12.1508,5.6162,3.6854,4.7003,7.3994,5.2668,5.7788,4.91,7.1689,7.9966,4.6596,4.8321,4.8637
