ÈÕÆÚ,000429.SZ,000548.SZ,000755.SZ,000828.SZ,000885.SZ,000886.SZ,000900.SZ,001965.SZ,200429.SZ,600012.SH,600020.SH,600033.SH,600035.SH,600106.SH,600269.SH,600350.SH,600368.SH,600377.SH,600548.SH,601107.SH,601188.SH,601518.SH
2016/10/28,5.8176,7.9681,9,9.9521,15.6717,5.4024,5.1477,,4.0332,11.7266,4.1342,3.0091,4.839,5.0762,4.4192,5.5784,4.0198,7.9374,7.6821,4.4504,5.1933,3.9874
2016/10/31,5.8176,7.9877,9.01,9.998,15.74,5.4317,5.2042,,4.0332,11.8537,4.1342,3.018,4.8298,5.1188,4.4192,5.534,4.0128,7.9811,7.6646,4.4875,4.9577,3.9874
2016/11/1,5.8431,8.0366,9.3,10.2091,15.9841,5.4512,5.2419,,4.0255,12.0627,4.1434,3.0358,4.8573,5.1188,4.4192,5.6316,4.0545,7.9724,7.6733,4.5061,4.9954,4.0451
2016/11/2,5.8855,7.9388,9.48,10.0622,15.7303,5.3633,5.1477,,4.0099,12.1353,4.1066,3.0358,4.8573,5.0408,4.3827,5.5606,4.0337,7.9287,7.6294,4.4783,4.9483,3.9874
2016/11/3,5.9365,8.0072,10.1,10.2275,15.5643,5.4317,5.1477,,4.0022,12.0445,4.125,3.0535,4.8757,5.0408,4.4192,5.605,4.0406,7.9374,7.6558,4.5339,5.0614,4.0163
2016/11/4,5.962,8.0268,9.47,10.2734,15.5154,5.3731,5.0912,,3.9555,12.4351,4.1066,3.0624,4.8482,5.0408,4.4101,5.5606,4.0337,7.9199,7.6558,4.5153,5.0614,4.0067
2016/11/7,5.9959,8.0366,10.12,10.4478,15.5838,5.4121,5.11,,3.9322,12.7167,4.1066,3.0979,4.8573,5.0408,4.4192,5.6759,4.0267,7.8675,7.8577,4.5061,4.9765,4.0451
2016/11/8,6.0639,8.1148,10.52,10.4111,15.5545,5.4512,5.1226,,3.9478,13.625,4.1526,3.089,4.8665,5.0195,4.4283,5.6848,4.0406,7.8762,7.8753,4.5061,4.9671,4.0547
2016/11/9,6.0129,8.0366,10.52,10.2642,15.2127,5.3926,5.0284,,3.9478,13.5523,4.0974,3.0624,4.8482,5.0337,4.3919,5.6404,4.0476,7.8325,7.8138,4.469,4.986,4.0259
2016/11/10,6.0724,8.3005,10.43,10.3285,15.4373,5.5098,5.1038,,3.9788,14.3698,4.1618,3.0979,4.9583,5.0762,4.4556,5.6936,4.0963,7.9024,7.9631,4.673,5.0142,4.0835
2016/11/11,6.0044,8.2712,10.23,10.4295,15.7205,5.5098,5.1477,,3.94,14.6151,4.1709,3.1245,4.9675,5.1897,4.4921,5.7114,4.1171,7.8675,7.9631,4.6452,5.0708,4.1796
2016/11/14,5.979,8.4863,10.3,10.4203,15.8962,5.5684,5.1916,,3.94,14.6332,4.2261,3.1334,5.1328,5.2535,4.5559,5.7291,4.2145,7.85,7.9543,4.6822,5.1745,4.2277
2016/11/15,6.0299,8.4961,10.11,10.4111,16.2771,5.5489,5.1728,,3.94,14.8967,4.2077,3.1334,5.2246,5.2322,4.5376,5.6936,4.1728,7.7888,7.9631,4.6822,5.3535,4.2469
2016/11/16,5.9535,8.3397,9.9,10.4754,16.0329,5.5684,5.223,,3.94,15.4689,4.2353,3.1334,5.2614,5.2677,4.565,5.6582,4.1797,7.815,8.086,4.6452,5.3158,4.2469
2016/11/17,5.9365,8.4179,9.96,10.558,16.0622,5.5294,5.1979,,3.9167,15.6233,4.2261,3.1512,5.2614,5.2109,4.565,5.8001,4.1867,7.8762,8.1211,4.6822,5.3347,4.3333
2016/11/18,5.911,8.4863,9.86,10.3744,16.6188,5.5098,5.154,,3.9089,16.4045,4.1893,3.1334,5.2614,5.1968,4.5194,5.7912,4.145,7.8675,8.007,4.6452,5.2687,4.1988
2016/11/21,6.0979,8.4374,9.81,10.457,16.7848,5.5684,5.1854,,3.9711,16.0502,4.2536,3.1956,5.2614,5.1826,4.6014,5.9508,4.1589,7.7975,8.0596,4.6915,5.3253,4.5159
2016/11/22,6.0724,8.5939,9.95,10.558,16.7457,5.588,5.223,,3.9633,16.9313,4.2812,3.2044,5.2614,5.1968,4.6105,5.9686,4.1867,7.815,8.1035,4.7286,5.297,4.4294
2016/11/23,6.1063,8.457,9.62,10.7416,16.7848,5.5294,5.1728,,3.9711,16.0866,4.2444,3.1867,5.2614,5.1542,4.5832,5.9331,4.1728,7.8063,7.805,4.6637,5.1839,4.3141
2016/11/24,6.1233,8.3299,9.24,11.8158,16.6188,5.5098,5.2293,,3.94,16.2864,4.2812,3.1867,5.2614,5.14,4.5832,5.9331,4.1519,7.815,7.5855,4.6452,5.1839,4.3814
2016/11/25,6.1403,8.3201,9.44,11.724,16.0134,5.5098,5.2419,,3.9478,15.8504,4.3087,3.2133,5.2614,5.1471,4.5923,6.0395,4.1728,7.8325,7.6382,4.6266,5.231,4.343
2016/11/28,6.3696,8.3005,9.36,11.8892,16.0329,5.5391,5.5118,,4.0099,15.914,4.3547,3.2577,5.2522,5.2677,4.7199,6.3677,4.2145,7.9986,7.6909,4.7101,5.2876,4.3333
2016/11/29,6.1488,8.3494,9.38,11.5036,15.906,5.4414,5.38,,3.9633,14.3244,4.3179,3.2311,5.0869,5.2251,4.7108,6.3588,4.1171,8.0073,7.6997,4.7193,5.1839,4.2661
2016/11/30,6.0214,8.193,9.05,11.4393,15.9841,5.4219,5.2733,,3.9866,13.7431,4.2904,3.16,5.2154,5.1471,4.647,6.1637,4.0893,7.8412,7.647,4.6452,5.0519,4.2469
2016/12/1,6.0639,8.2321,9.05,11.3108,16.2185,5.4414,5.3423,,3.9944,14.0156,4.3179,3.1689,5.1512,5.2039,4.6743,6.2258,4.1102,7.8762,7.6558,4.7286,5.0708,4.2853
2016/12/2,6.0129,8.0464,8.89,11.2833,16.1696,5.3242,5.2105,,3.9633,14.5787,4.272,3.1157,5.1236,5.133,4.6379,6.0395,4.0893,7.8587,7.5855,4.775,5.0802,4.1988
2016/12/5,5.9535,8.017,8.51,11.0354,16.3845,5.2558,5.1979,,3.9244,14.4697,4.2077,3.0979,5.1144,5.0762,4.6105,5.8444,4.0406,7.8325,7.5943,4.8306,5.0708,4.1027
2016/12/6,5.945,8.0268,8.63,11.1088,18.0249,5.3242,5.1603,,3.8934,14.6332,4.2077,3.1068,5.1144,5.0762,4.6105,5.8444,4.0406,7.8587,7.6909,4.775,5.0991,4.122
2016/12/7,5.962,8.1343,8.84,11.4761,19.6457,5.3437,5.2168,,3.8856,14.6605,4.2536,3.1512,5.1695,5.1188,4.6652,5.8976,4.0615,7.8325,7.7348,4.9326,5.1179,4.17
2016/12/8,5.894,8.0855,9.04,11.3751,18.474,5.3047,5.1728,,3.8778,14.6332,4.2261,3.1157,5.142,5.0762,4.647,5.8888,4.0406,7.8238,7.726,4.8769,5.2593,4.1604
2016/12/9,5.928,8.0757,8.82,11.5679,17.5171,5.3047,5.1979,,3.8623,14.3244,4.2628,3.1334,5.1971,5.0904,4.7199,5.9597,4.0406,7.8238,7.7524,4.8306,5.231,4.1316
2016/12/12,5.6307,7.6651,8.08,11.1823,16.0037,4.9627,4.9343,,3.7535,13.6795,4.1526,3.018,4.9583,4.8919,4.5741,5.667,3.8946,7.7014,7.5329,4.5895,4.7597,3.9682
2016/12/13,5.7751,7.6944,7.97,11.8617,17.0387,5.1288,4.9405,,3.8312,13.625,4.1526,3.0713,5.0134,4.899,4.5832,5.5961,3.8737,7.7189,7.5241,4.6173,4.8069,3.949
2016/12/14,5.6307,7.6553,8.09,11.9535,16.5797,5.0214,4.9092,,3.8467,14.4879,4.1526,3.0447,5.1879,4.8706,4.647,5.5251,3.8668,7.6664,7.5943,4.6173,4.8823,3.9394
2016/12/15,5.6562,7.7042,8.16,11.8984,16.2868,4.9921,4.9217,,3.7923,14.5697,4.1526,3.0624,5.1971,4.9061,4.5923,5.3832,3.8946,7.5178,7.5329,4.6359,4.9954,4.0067
2016/12/16,5.7327,7.8215,8.49,11.6689,17.9175,5.0311,4.997,,3.8079,14.7241,4.1526,3.0713,5.2338,4.9628,4.6105,5.4276,3.8946,7.5265,7.6382,4.6266,5.165,4.0451
2016/12/19,5.8176,7.8019,8.37,12.3299,18.1518,5.0311,4.9719,,3.8079,14.7513,4.1526,3.0624,5.3991,4.9486,4.5832,5.4542,3.9294,7.4828,7.6031,4.5895,5.165,4.0547
2016/12/20,5.7836,7.8313,8.39,12.3666,17.9663,5.0116,4.928,,3.769,15.3599,4.1434,3.0447,5.3715,4.9274,4.5468,5.4098,3.9294,7.5178,7.5504,4.5339,5.1085,4.0163
2016/12/21,5.8516,7.8801,8.46,12.2014,17.234,5.0311,4.9782,,3.8156,15.6324,4.1985,3.089,5.4358,4.9628,4.5741,5.5074,3.9572,7.544,7.6031,4.5803,5.0991,4.0643
2016/12/22,5.9025,7.9095,8.38,12.2381,18.9622,5.0311,4.997,,3.7768,15.696,4.1985,3.1157,5.4542,4.9699,4.6288,5.5872,3.9641,7.614,7.568,4.9048,5.0519,4.0739
2016/12/23,5.8346,7.7922,8.11,12.0728,17.6245,5.0018,4.9217,,3.7923,15.6233,4.1434,3.0713,5.4358,4.9344,4.565,5.5517,3.9155,7.544,7.5241,4.7935,5.1462,4.0259
2016/12/26,5.8346,7.9193,8.25,11.9443,17.8393,5.0116,4.9594,,3.7768,15.3599,4.1618,3.089,5.5093,4.9203,4.5923,5.5163,3.9294,7.5003,7.4012,4.8399,5.1933,4.0547
2016/12/27,5.8516,7.9388,8.63,11.9627,19.6262,5.0214,4.9719,,3.7846,14.9693,4.1526,3.089,5.4266,4.9274,4.5923,5.4897,3.9433,7.614,7.3661,4.7842,5.2122,4.0739
2016/12/28,5.7836,7.8997,8.46,11.8066,19.8996,5.0214,4.9719,,3.7923,14.7967,4.125,3.0713,5.4175,4.9912,4.5832,5.4808,3.9502,7.5528,7.3661,4.7471,5.2404,4.1027
2016/12/29,5.7666,7.9095,8.32,11.4577,20.2413,5.0409,5.0033,,3.769,14.7967,4.1342,3.0624,5.6746,4.9983,4.5832,5.534,3.9224,7.5003,7.3661,4.7193,5.1273,4.1027
2016/12/30,5.8091,7.9095,8.25,11.5495,18.5912,5.0507,5.0661,,3.8001,14.9784,4.125,3.0713,5.6562,4.9699,4.5832,5.7469,3.9502,7.4741,7.4626,4.6915,5.1273,4.1027
2017/1/3,5.9535,8.1343,8.32,11.6413,18.8548,5.0604,5.0724,,3.8778,14.8785,4.1618,3.0979,5.6011,5.0691,4.6379,6.004,3.985,7.5265,7.4538,4.7193,5.1556,4.1027
2017/1/4,5.962,8.1343,9.15,11.9718,20.7393,5.1093,5.0849,,3.87,15.0057,4.2077,3.1423,5.6286,5.2535,4.6561,5.9686,4.0267,7.5003,7.4977,4.775,5.674,4.1027
2017/1/5,5.9195,8.1832,8.91,11.8066,20.2902,5.1093,5.0786,,3.8934,15.4144,4.2444,3.1423,5.6378,5.2109,4.6561,6.004,4.0406,7.5178,7.489,4.775,6.2395,4.2949
2017/1/6,5.9959,8.2321,8.83,11.5587,19.9972,5.1386,5.11,,3.87,15.6052,4.2353,3.1423,5.6286,5.2251,4.6379,5.9863,4.1658,7.4828,7.5065,4.7842,6.3903,4.2084
2017/1/9,6.1488,8.2712,9.24,11.6413,20.5831,5.1386,5.1728,,3.9167,15.478,4.2628,3.16,5.546,5.2251,4.6834,5.9686,4.2006,7.4916,7.4977,4.812,6.117,4.2277
2017/1/10,6.1063,8.6721,8.95,11.6505,20.3585,5.1484,5.223,,3.8934,13.9338,4.2812,3.1689,5.5919,5.218,4.6925,5.9154,4.1589,7.544,7.4977,4.8213,5.9568,4.2084
2017/1/11,6.0299,8.2712,8.92,11.5679,19.7531,5.08,5.2419,,3.9011,12.5441,4.2444,3.1245,5.6011,5.2251,4.647,5.8533,4.1728,7.4916,7.3748,4.7842,5.9473,4.17
2017/1/12,6.0299,8.1832,8.89,11.4577,19.5774,4.9921,5.2356,,3.8934,12.2716,4.2353,3.1068,5.5827,5.2039,4.6288,5.7646,4.0893,7.4479,7.3836,4.6915,5.5797,4.0931
2017/1/13,5.9959,7.9877,8.35,11.0262,17.8784,4.9334,5.1289,,3.9244,12.5441,4.2077,3.089,5.445,5.2039,4.5923,5.871,4.0406,7.6751,7.4538,4.6544,5.3818,4.0355
2017/1/16,5.945,7.6064,7.77,10.6314,16.6774,4.7576,5.0284,,3.8623,12.7712,4.1066,3.0358,5.2705,5.1755,4.5285,5.7823,3.8807,7.7713,7.5592,4.5524,4.986,3.8914
2017/1/17,5.979,7.7139,7.92,10.7049,17.5366,4.7869,5.11,,3.9089,12.9982,4.1434,3.0624,5.3807,5.1897,4.5832,5.8799,3.8946,7.6489,7.5153,4.5803,5.0991,3.9586
2017/1/18,6.0384,7.7237,7.8,10.7141,19.2942,4.8846,5.1791,,3.9167,12.7621,4.1526,3.0624,5.3073,5.3882,4.6014,6.0129,3.8529,7.6664,7.4977,4.5895,5.0142,3.9874
2017/1/19,6.0724,7.6651,7.65,10.9987,21.2275,4.8455,5.1916,,3.94,12.3624,4.1434,3.089,5.2797,5.4662,4.6105,5.9242,3.839,7.614,7.4275,4.5617,4.9011,3.9106
2017/1/20,6.1063,7.7824,7.81,11.1364,23.3464,4.8944,5.2419,,3.9478,12.5259,4.1709,3.1068,5.2981,5.7569,4.6379,5.9863,3.9294,7.6664,7.4363,4.5988,5.0142,3.9778
2017/1/23,6.1318,7.8508,7.88,11.1547,25.6801,4.9334,5.267,,3.9555,12.4532,4.2353,3.1068,5.3256,5.7356,4.6925,6.0484,3.9363,7.7276,7.4802,4.6266,5.0614,4.0163
2017/1/24,6.0639,7.8508,7.84,11.2649,28.2481,4.8748,5.2042,,3.9633,12.3806,4.2261,3.1157,5.3165,5.7001,4.729,6.0484,3.9711,7.7014,7.5153,4.6173,5.0048,4.0355
2017/1/25,6.0894,7.8606,7.76,11.3292,28.2481,4.8748,5.2607,,3.9633,12.2625,4.2261,3.1245,5.3165,5.686,4.7199,6.0306,3.985,7.7014,7.5504,4.6266,4.9765,4.0931
2017/1/26,6.1233,7.8997,7.77,11.6781,28.2481,4.9041,5.2419,,3.9633,12.3806,4.2261,3.1245,5.3348,5.7639,4.7108,6.0218,4.0685,7.6926,7.5768,4.6359,5.0237,4.122
2017/2/3,6.0554,7.8019,7.89,11.9168,28.2481,4.9237,5.2105,,3.94,12.3533,4.2077,3.1068,5.344,5.8419,4.7017,5.8621,4.0685,7.6751,7.5329,4.6359,4.9954,4.0547
2017/2/6,6.0894,7.8704,8.05,11.8433,31.0699,5.0018,5.3046,,3.9322,12.4623,4.2261,3.1334,5.3807,5.9625,4.7472,5.8888,4.0893,7.6577,7.6733,4.6637,5.0425,4.1027
2017/2/7,6.0894,7.9193,8.09,12.3299,31.0602,5.0604,5.2984,,3.9322,12.8802,4.2444,3.1334,5.4542,5.9695,4.729,5.8001,4.0685,7.614,7.6909,4.6637,5.2404,4.1892
2017/2/8,6.0639,7.9779,8.05,12.2656,31.7339,5.1581,5.3109,,3.9633,12.9801,4.2628,3.1423,5.4634,5.8632,4.7563,5.8355,4.131,7.6227,7.7348,4.673,5.2122,4.17
2017/2/9,6.0894,8.0561,8.13,12.284,32.3198,5.6759,5.3298,,3.9478,13.1799,4.272,3.1689,5.4909,5.8703,4.7746,5.8799,4.1519,7.6402,7.726,4.7193,5.4007,4.1892
2017/2/10,6.1573,8.3299,8.58,12.2105,35.5029,5.5977,5.3863,,3.9633,13.4433,4.3271,3.2044,5.6011,6.0688,4.8474,6.0573,4.3466,7.6577,7.726,4.8028,5.4478,4.2084
2017/2/13,6.2337,8.369,8.48,12.2197,31.9487,5.4707,5.3988,,4.0099,13.2889,4.5017,3.2311,5.5552,5.9837,4.893,6.0839,4.3258,7.7451,7.726,4.8213,5.5232,4.218
2017/2/14,6.1998,8.2712,8.71,12.1096,30.24,5.4219,5.4114,,4.0255,13.1708,4.4741,3.2133,5.5185,5.8916,4.8748,6.0218,4.3188,7.7538,7.7172,4.7935,5.4855,4.1796
2017/2/15,6.1998,8.3201,8.86,11.6964,29.039,5.334,5.3298,,4.0876,13.0255,4.4098,3.1956,5.4817,5.7285,4.8292,5.9774,4.2215,7.7626,7.6997,4.7657,5.363,4.2373
2017/2/16,6.2337,9.1511,9.14,11.8066,29.0487,5.4121,5.4616,,4.212,12.971,4.4374,3.2577,5.5368,5.9128,4.8657,6.004,4.3327,7.7626,7.7524,4.8862,5.4666,4.2661
2017/2/17,6.1488,10.0702,8.86,11.7515,28.043,5.3144,5.4051,,4.1964,13.0618,4.3731,3.2133,5.445,5.7143,4.8019,5.8976,4.3119,7.7713,7.6558,4.775,5.4007,4.218
2017/2/20,6.2847,10.3146,8.85,11.981,27.6427,5.3535,5.6499,,4.1809,13.298,4.4649,3.3021,5.5001,5.7285,4.9112,6.1016,4.5066,7.8325,7.7524,4.775,5.5232,4.2757
2017/2/21,6.3102,10.6959,8.8,11.981,27.7794,5.461,5.6123,,4.1731,13.2344,4.4925,3.2932,5.5001,5.7285,4.9841,6.0839,4.437,7.8325,7.8138,4.775,5.4855,4.2757
2017/2/22,6.3187,10.3635,8.85,12.082,28.6093,5.4219,5.6123,,4.2431,13.2072,4.566,3.3642,5.5093,5.771,5.0388,6.2346,4.451,7.8587,7.8402,4.775,5.4855,4.3045
2017/2/23,6.3441,10.0115,8.59,11.8892,25.7484,5.3731,5.5683,,4.212,13.2072,4.5201,3.3109,5.5368,5.6505,5.0297,6.1992,4.3814,7.85,7.9016,4.775,5.4101,4.2853
2017/2/24,6.2677,9.9528,8.68,11.88,25.3969,5.4121,5.6499,,4.2508,13.1799,4.5017,3.3021,5.5552,5.5867,5.0479,6.2169,4.3814,7.8675,7.9104,4.775,5.4384,4.2853
2017/2/27,6.2422,10.0408,8.68,11.7056,25.4848,5.3926,5.5369,,4.2353,13.0255,4.419,3.2399,5.5552,5.5371,4.975,6.1016,4.284,7.9549,7.8489,4.775,5.4007,4.218
2017/2/28,6.2847,10.5688,8.65,11.7882,25.27,5.3242,5.5558,,4.2042,13.6886,4.4282,3.2577,5.5093,5.5796,5.0023,6.1193,4.3188,7.9199,7.8665,4.775,5.4666,4.2469
2017/3/1,6.2507,10.0799,8.6,11.7056,25.2797,5.2754,5.5495,,4.2353,13.4615,4.4374,3.2577,5.5552,5.5796,5.0388,6.1193,4.3119,7.9461,7.8753,4.775,5.5797,4.3141
2017/3/2,6.1998,9.6889,8.36,11.6597,25.3481,5.2851,5.4616,,4.313,13.5342,4.3731,3.2222,5.4817,5.53,5.0115,6.004,4.2284,7.9287,7.8577,4.775,5.4949,4.2277
2017/3/3,6.2252,9.552,8.23,11.421,24.8794,5.2949,5.4616,,4.3285,13.5977,4.3914,3.2133,5.445,5.5442,4.9932,5.9686,4.2423,7.9199,7.7611,4.775,5.4101,4.1988
2017/3/6,6.2932,9.6498,8.3,11.5587,25.0454,5.334,5.4804,,4.3285,13.4433,4.419,3.2488,5.4542,5.5654,5.0297,6.004,4.298,7.9287,7.8928,4.775,5.4572,4.2469
2017/3/7,6.3611,9.5324,8.33,11.5954,25.2504,5.3144,5.4679,,4.3519,13.5887,4.3914,3.2399,5.4266,5.6151,4.8839,5.9686,4.3258,7.9549,7.884,4.8769,5.4761,4.2757
2017/3/8,6.3441,9.6009,8.35,11.9351,26.012,5.3047,5.5055,,4.3285,13.5705,4.3822,3.2044,5.3807,5.6221,4.8839,5.9597,4.3188,7.9898,7.8489,4.7935,5.4384,4.2565
2017/3/9,6.2168,9.3076,8.24,11.9168,25.7777,5.3437,5.4176,,4.1731,13.4433,4.3179,3.16,5.3899,5.5087,4.811,5.9242,4.2354,7.9811,7.7963,4.6822,5.4101,4.2373
2017/3/10,6.3102,9.3173,8.12,12.3758,25.6801,5.3242,5.38,,4.1576,13.2344,4.3179,3.1689,5.4266,5.5087,4.8292,5.9242,4.2632,7.9374,7.6909,4.7008,5.4195,4.1892
2017/3/13,6.3017,9.376,8.21,12.385,26.1487,5.3242,5.4302,,4.212,13.2344,4.3731,3.2044,5.4175,5.5371,4.8657,6.0218,4.2701,7.9287,7.726,4.7379,5.4855,4.2277
2017/3/14,6.2252,9.2391,8.3,12.4768,25.9242,5.3047,5.4176,,4.2275,13.189,4.3547,3.1867,5.4358,5.4733,4.8657,5.9952,4.2354,7.9549,7.7611,4.7008,5.4384,4.2373
2017/3/15,6.1913,9.0729,8.18,12.642,25.6019,5.2558,5.3988,,4.2275,13.2526,4.3547,3.1778,5.3624,5.4449,4.8474,5.9686,4.2075,7.9986,7.805,4.6822,5.4289,4.218
2017/3/16,6.2337,9.2587,8.25,12.945,25.5238,5.2949,5.4804,,4.2741,13.2435,4.4006,3.2399,5.445,5.5442,4.893,6.0395,4.2771,8.0248,7.8226,4.7286,5.4666,4.2661
2017/3/17,6.2168,9.1511,8.13,12.4768,26.3538,5.3144,5.4176,,4.2975,13.298,4.3363,3.2044,5.4175,5.4662,4.8201,5.9863,4.2284,7.9986,7.8138,4.7101,5.542,4.2373
2017/3/20,6.2252,9.2782,8.07,12.7155,26.8322,5.3731,5.4867,,4.2741,14.6242,4.3547,3.2311,5.4175,5.5087,4.8748,6.0306,4.3188,8.121,7.7085,4.775,5.8437,4.3237
2017/3/21,6.3187,9.5422,8.07,13.2204,26.3636,5.3242,5.5495,,4.2975,15.1964,4.3639,3.2399,5.3715,5.5016,4.9112,6.1282,4.3605,8.1385,7.726,4.7564,5.7777,4.3045
2017/3/22,6.2847,9.4444,7.89,13.3673,26.0023,5.3242,5.5055,,4.1887,15.042,4.3179,3.2133,5.3256,5.374,4.893,6.1371,4.3536,8.1122,7.6119,4.673,5.7871,4.2469
2017/3/23,6.2422,9.7475,7.97,13.3031,24.9868,5.3047,5.4804,,4.2431,15.2418,4.3179,3.2222,5.2705,5.4165,4.8566,6.1105,4.3675,8.121,7.6382,4.6822,5.74,4.2277
2017/3/24,6.2932,10.0799,7.88,13.2204,26.3538,5.3144,5.5495,,4.2431,15.6052,4.3731,3.2754,5.3256,5.4945,4.893,6.2701,4.5622,8.1472,7.6909,4.7286,5.8248,4.2757
2017/3/27,6.2337,10.0017,7.86,12.9817,26.5198,5.2265,5.5934,,4.212,15.4235,4.3822,3.3021,5.3165,5.4591,4.9477,6.2612,4.6248,8.1734,7.6646,4.7471,5.7588,4.2277
2017/3/28,6.2337,9.7182,7.86,13.349,25.5336,5.2167,5.5369,,4.2431,15.7687,4.3363,3.2754,5.3073,5.374,4.9112,6.1725,4.597,8.2696,7.5504,4.7379,5.3724,4.2277
2017/3/29,6.3781,10.1484,7.47,13.147,25.7289,5.334,5.6436,,4.3441,15.5234,4.4649,3.6039,5.5001,5.4945,5.0388,6.3588,5.056,8.2084,7.6558,4.8584,5.9096,4.3814
2017/3/30,6.4121,9.7964,7.1,13.0093,23.7565,5.3047,5.5369,,4.3907,14.9421,4.6119,3.5329,5.4266,5.7214,4.9386,6.279,5.0908,8.1647,7.5241,4.8213,5.74,4.2373
2017/3/31,6.3951,9.2782,6.75,13.0001,21.3838,5.2461,5.606,,4.4218,15.1237,4.5109,3.4175,5.3532,5.7285,4.9568,6.279,4.7361,8.1734,7.5855,4.9882,5.4289,4.1508
2017/4/5,6.4461,9.4444,6.75,13.1929,23.5221,5.3144,5.6248,,4.5306,15.0965,4.5292,3.4618,5.3899,5.693,5.0206,6.3677,4.8126,8.2084,7.6558,5.0531,5.4666,4.2084
2017/4/6,6.5395,9.4835,6.75,13.5877,23.3269,5.3535,5.675,,4.5306,15.4871,4.566,3.4707,5.4266,5.8065,5.0297,6.4031,4.9517,8.3045,7.6646,5.0624,5.4761,4.2277
2017/4/7,6.6244,9.2978,6.75,13.4959,22.6434,5.3242,5.6185,,4.5461,15.4326,4.4925,3.382,5.3991,5.6647,5.0479,6.2878,4.8196,8.3657,7.6821,4.9511,5.3818,4.1892
2017/4/10,6.6159,9.0143,6.75,13.147,23.0535,5.3047,5.7001,,4.5617,15.3236,4.4741,3.3997,5.3624,5.608,5.057,6.1903,4.8335,8.4444,7.6733,4.9975,5.297,4.1027
2017/4/11,7.2614,9.2978,6.75,13.2204,23.2292,5.3828,5.8445,,4.6782,15.1056,4.5201,3.4796,5.3899,5.5442,5.1026,6.1992,5.0977,8.6804,8.0333,5.0068,5.3724,4.17
2017/4/12,7.9918,9.3173,6.75,13.8264,22.4188,5.4512,5.8445,,4.8181,13.5977,4.5109,3.4974,5.3807,5.5512,5.1117,6.2169,4.9795,8.5755,8.323,5.1273,5.2876,4.17
2017/4/13,8.323,9.7671,6.75,13.8539,21.9208,5.5684,5.8382,,4.787,12.9256,4.5476,3.5329,5.4358,5.7285,5.1117,6.208,5.2716,8.6367,8.1738,5.1551,5.297,4.2277
2017/4/14,7.652,9.464,6.75,13.0827,20.9053,5.4121,5.675,,4.6705,12.8892,4.4374,3.453,5.3532,5.6151,5.0115,6.0573,5.3064,8.4444,7.8665,4.9882,5.1273,4.1412
2017/4/17,7.1595,9.2098,6.75,12.8257,20.0656,5.3144,5.6813,,4.585,12.971,4.4006,3.4618,5.2797,5.4945,4.9841,5.9508,5.216,8.4269,7.7085,4.9789,4.9954,4.0451
2017/4/18,6.9641,8.9556,6.75,12.743,19.841,5.2656,5.6311,,4.6472,12.7802,4.3547,3.3997,5.2614,5.3598,4.9386,5.8178,5.2855,8.4182,7.6382,4.9048,5.0237,4.0163
2017/4/19,7.0915,8.7014,6.75,12.9817,19.0208,5.0311,5.5809,,4.6627,12.3533,4.2996,3.4352,5.1879,5.14,4.8839,5.7557,4.9517,8.2783,7.5855,4.7935,4.8917,3.9202
2017/4/20,6.9132,8.5743,6.75,12.4951,19.0208,4.9432,5.6374,,4.6316,12.4896,4.272,3.4086,5.1787,5.0621,4.893,5.738,4.6805,8.3483,7.5241,4.7657,4.9388,3.8818
2017/4/21,6.9641,8.5059,6.75,13.0185,18.6107,4.9627,5.6374,,4.7016,12.7984,4.2904,3.3908,5.1053,5.0904,4.8657,5.7114,4.3119,8.4357,7.5241,4.7471,4.8917,3.8529
2017/4/24,6.6329,7.9975,6.75,12.6053,16.9703,4.7674,5.5118,,4.5928,12.5895,4.2169,3.3021,5.041,4.8777,4.729,5.534,4.284,8.2783,7.3661,4.571,4.7786,3.7568
2017/4/25,6.6669,8.017,6.75,12.6788,17.2632,4.7674,5.5495,,4.6938,12.5168,4.2353,3.3287,5.1053,4.899,4.7837,5.6227,4.2771,8.5581,7.3836,4.5617,4.7786,3.7761
2017/4/26,6.7943,8.0366,6.75,12.8899,17.3999,4.7967,5.562,,4.7637,12.7167,4.3639,3.3997,5.1144,4.899,4.8474,5.667,4.2562,8.5668,7.3924,4.6266,4.788,3.7761
2017/4/27,6.9726,8.1539,6.75,13.4041,19.138,4.7869,5.5558,,4.7637,12.7621,4.3822,3.4441,5.1328,4.8068,4.8474,5.5961,4.4162,8.5056,7.5153,4.6452,4.788,3.8049
2017/4/28,7.0575,8.1637,6.75,13.5326,18.7767,4.8357,5.6499,,4.7793,12.8711,4.3914,3.4441,5.1512,4.8565,4.8748,5.5517,4.4796,8.4794,7.6031,4.6359,4.8257,3.8049
2017/5/2,7.0915,8.105,6.75,13.5326,19.0403,4.8162,5.6625,,4.7948,12.5804,4.4649,3.4707,5.243,4.7926,4.8839,5.534,4.4584,8.4881,7.5504,4.6266,4.8634,3.8049
2017/5/3,7.117,8.1343,6.75,12.183,19.0794,4.7771,5.6123,,4.7948,12.4987,4.4557,3.4618,5.2889,4.8139,4.8566,5.534,4.5359,8.2434,7.568,4.6544,4.9011,3.8049
2017/5/4,6.9726,7.9095,6.75,11.4026,18.8743,4.7771,5.675,,4.7948,12.2716,4.4557,3.4086,5.3073,4.7572,4.8292,5.605,4.4584,8.1996,7.5855,4.5617,4.8823,3.8049
