ÈÕÆÚ,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH
2019/3/25,8.1669,14.2158,11.4644,7.9763,6.28,2.24,38.0861,9.4459,13.51,0.385
2019/3/26,7.6483,13.838,11.3288,7.7777,6.04,2.15,38.315,9.2579,13.15,0.377
2019/3/27,7.5386,14.2887,11.3288,8.0359,6.49,2.12,40.0765,9.7723,14.29,0.379
2019/3/28,7.5287,13.8513,11.3385,8.0161,6.31,2.11,38.9917,9.9305,14.14,0.373
2019/3/29,7.768,14.461,11.6484,8.4928,6.94,2.18,40.4049,10.7218,14.77,0.383
2019/4/1,8.127,14.8388,11.5709,8.6418,7.25,2.24,41.4996,10.9987,15.69,0.393
2019/4/2,8.2566,14.8653,11.3772,8.5922,7.21,2.22,40.7234,10.8108,15.7,0.388
2019/4/3,8.5757,14.7791,11.3482,8.771,7.49,2.26,41.4399,11.1075,16.18,0.387
2019/4/4,8.9247,15.5413,11.7839,9.5855,8.24,2.44,43.7886,11.7603,16.9,0.407
2019/4/8,8.5258,14.6134,11.629,9.059,7.76,2.32,42.047,10.9888,15.59,0.399
2019/4/9,8.4361,14.4809,11.658,9.0292,7.81,2.33,42.7735,11.0482,15.45,0.401
2019/4/10,8.5059,14.4676,11.5903,8.9796,7.68,2.32,42.1963,11.0185,15.69,0.401
2019/4/11,8.2566,13.8778,11.4741,8.6915,7.47,2.27,41.1911,10.6328,15.38,0.394
2019/4/12,8.3065,13.9242,11.416,8.6418,7.42,2.27,41.211,10.5833,14.88,0.391
2019/4/15,8.2267,13.8579,10.2734,8.5326,7.41,2.25,40.1063,10.5635,14.41,0.395
2019/4/16,8.3763,14.2092,9.9345,8.7114,7.52,2.27,41.1613,10.9097,14.51,0.396
2019/4/17,8.3663,14.1429,10.0701,8.761,7.62,2.28,41.2309,11.0779,14.56,0.397
2019/4/18,8.3264,14.0501,10.1669,8.8107,7.75,2.26,41.6091,11.0185,14.37,0.396
2019/4/19,8.2766,14.07,10.0701,8.8206,7.75,2.25,40.594,10.88,14.3,0.394
2019/4/22,8.4062,13.73,9.9055,8.4134,7.28,2.24,38.6633,10.2866,14.06,0.379
2019/4/23,7.9575,13.33,9.8377,8.2644,7.04,2.21,39.2604,10.0888,13.64,0.369
2019/4/24,7.8976,13.33,9.857,8.3041,7.08,2.22,40.3054,10.1877,13.81,0.37
2019/4/25,7.5785,13.28,9.7312,8.1452,6.8,2.17,39.9073,9.8613,13.27,0.37
2019/4/26,7.5486,13.07,9.6828,7.9863,6.6,2.12,39.3898,9.7327,13.23,0.364
2019/4/29,7.3093,13.3,9.644,8.2147,6.65,2.1,40.0566,9.8712,13.3,0.368
2019/4/30,7.409,13.28,9.7989,8.4233,6.84,2.19,41.8081,10.0393,13.41,0.375
2019/5/6,6.8207,11.95,9.2277,7.5989,6.21,2.07,39.6884,9.0799,12.19,0.356
2019/5/7,6.8905,11.99,9.2373,7.7081,6.34,2.08,39.8277,9.1491,12.52,0.361
2019/5/8,6.8905,12,9.1986,7.579,6.22,2.07,39.559,8.9909,12.56,0.358
2019/5/9,6.8705,12.04,9.1793,7.3605,6.11,2.06,38.4344,8.6941,12.34,0.356
2019/5/10,7.1597,12.27,9.2664,7.5691,6.3,2.1,39.7381,9.0205,12.45,0.361
2019/5/13,7.0899,12.06,9.1889,7.3505,6.08,2.06,41.5792,8.704,12.4,0.355
2019/5/14,7.0201,11.81,9.1793,7.1618,6.07,2.03,40.8129,8.5853,12.04,0.355
2019/5/15,7.1298,12,9.2761,7.281,6.19,2.06,41.1115,8.7634,12.2,0.36
2019/5/16,7.2993,12.24,9.218,7.3605,6.23,2.07,42.5943,8.8128,12.41,0.355
2019/5/17,7.1198,11.59,9.034,7.0923,5.95,2.03,41.2608,8.4073,12,0.35
2019/5/20,7.0799,11.28,8.9759,7.0227,5.88,2.01,41.012,8.2491,11.73,0.351
2019/5/21,7.1697,11.45,8.9759,7.132,5.92,2.03,41.8181,8.348,11.87,0.353
2019/5/22,7.1697,11.45,8.9856,7.1419,6.01,2.08,42.5744,8.4073,12.04,0.353
2019/5/23,7.0799,11.17,8.8307,6.983,5.92,2.01,41.42,8.1699,11.96,0.346
2019/5/24,7.0201,11.4,8.8113,7.1022,6,2.02,42.02,8.2688,12.12,0.346
2019/5/27,7.1797,11.64,8.8791,7.2413,6.1,2.05,42.65,8.4469,12.48,0.347
2019/5/28,7.1497,11.44,8.8791,7.2413,6.14,2.03,43.72,8.4271,12.5,0.348
2019/5/29,7.1298,11.42,8.7629,7.1618,6.08,2.02,43.3,8.4073,12.46,0.346
2019/5/30,7.06,11.28,8.637,7.1022,5.99,2.01,43.88,8.3282,12.28,0.339
2019/5/31,7.13,11.48,8.5692,7.1419,5.99,2.01,43.7,8.3677,12.47,0.338
2019/6/3,7.03,11.65,8.424,7.2611,6.09,2.02,43.94,8.7139,12.51,0.34
2019/6/4,6.88,11.58,8.0076,7.1419,5.99,2,43.65,8.704,12.31,0.336
2019/6/5,6.86,11.46,7.9883,7.1519,5.98,1.99,43.4,8.7634,12.1,0.342
2019/6/6,6.72,11.28,7.998,7.0128,5.86,1.98,43,8.6051,11.97,0.339
2019/6/10,6.73,11.1,7.998,6.9333,5.77,1.98,42.64,8.5062,11.86,0.34
2019/6/11,6.95,11.5,8.2594,7.2015,6,2.03,44.63,8.892,12.24,0.347
2019/6/12,6.89,11.58,8.1141,7.1817,5.97,2.01,44.42,8.9216,12.14,0.341
2019/6/13,6.98,11.62,8.211,7.132,5.95,2.04,44.09,8.7634,12.16,0.342
2019/6/14,6.86,11.33,8.1045,7.0426,5.85,2,45.33,8.6348,11.95,0.341
2019/6/17,6.87,11.38,8.1529,7.0724,5.84,2,45.1,8.6546,12,0.34
2019/6/18,6.84,11.47,7.9399,7.0823,5.82,2,45.15,8.7238,12.32,0.338
2019/6/19,6.96,11.6,8.0367,7.3009,6.12,2.02,45.32,9.1195,12.53,0.335
2019/6/20,7.1,11.89,8.2303,7.5393,6.33,2.04,45.96,9.4063,12.85,0.341
2019/6/21,7.15,11.91,8.3078,7.5293,6.29,2.05,45.91,9.3964,13,0.349
2019/6/24,7.17,11.79,8.2303,7.4896,6.23,2.04,44.98,9.3568,12.96,0.347
2019/6/25,7.08,11.6,8.2013,7.3903,6.15,2.03,45,9.2975,13.13,0.345
2019/6/26,7.35,11.51,8.1916,7.4995,6.17,2.03,45,9.248,13.03,0.343
2019/6/27,7.19,11.36,8.3659,7.6883,6.29,2.03,45,9.4162,13.23,0.344
2019/6/28,7.12,11.18,8.3853,7.6684,6.27,2.03,45,9.4656,13.1,0.341
2019/7/1,7.26,11.48,8.8016,7.7975,6.42,2.05,46,9.7525,13.27,0.346
2019/7/2,7.22,11.48,8.8404,7.8075,6.44,2.05,47.14,9.7327,13.2,0.345
2019/7/3,7.17,11.3,8.7338,7.6883,6.34,2.03,46.8,9.5744,13.13,0.333
2019/7/4,7.34,11.25,8.7726,7.7677,6.4,2.03,46.5,9.6437,13.1,0.327
2019/7/5,7.26,11.31,8.7629,7.7181,6.33,2.04,47.09,9.5645,13.34,0.328
2019/7/8,6.93,10.98,8.4143,7.4499,6.13,2,46.2,9.1887,12.83,0.325
2019/7/9,7.05,10.99,8.4724,7.4399,6.1,1.99,46.55,9.1195,13.02,0.321
2019/7/10,7.04,10.97,8.4046,7.3406,6.01,1.98,46.45,9.07,12.82,0.319
2019/7/11,7.01,10.96,8.4627,7.3704,6.04,1.99,45.7,9.1,12.83,0.319
2019/7/12,7.27,10.94,8.4724,7.3903,6.03,1.99,43.82,9.16,12.99,0.314
2019/7/15,7.45,11.07,7.9689,7.4002,6.05,1.99,44.91,9.16,13.47,0.315
2019/7/16,7.45,11.16,7.9495,7.4697,6.05,2,43.7,9.16,13.45,0.321
2019/7/17,7.35,11.04,7.7462,7.4697,6.04,2,43.69,9.15,13.37,0.32
2019/7/18,7.23,10.9,7.6687,7.3406,5.93,1.98,42.82,8.91,13.18,0.32
2019/7/19,7.3,10.94,7.6784,7.5492,6.01,1.99,43.81,9.05,13.49,0.322
2019/7/22,7.1,10.56,7.5429,7.5095,5.97,1.98,42.42,9.04,13.28,0.318
2019/7/23,7.16,10.56,7.5041,7.43,5.96,1.97,43.81,8.96,13.26,0.316
2019/7/24,7.3,10.64,7.5332,7.41,5.98,1.98,43.6,9.05,13.34,0.32
2019/7/25,7.33,10.6,7.601,7.35,5.95,1.98,43.8,9,13.19,0.319
2019/7/26,7.37,10.63,7.5429,7.34,5.96,1.98,44.26,9.05,13.14,0.312
2019/7/29,7.33,10.63,7.7172,7.33,5.95,1.98,43.67,8.98,13.11,0.307
2019/7/30,7.39,10.66,7.7268,7.35,5.97,1.98,43.29,9.02,13.01,0.308
2019/7/31,7.3,10.56,7.63,7.28,5.89,1.97,43.14,8.95,12.89,0.298
2019/8/1,7.2,10.73,7.5816,7.14,5.72,1.94,42.23,8.73,12.57,0.29
2019/8/2,7,10.59,7.4945,6.97,5.58,1.91,42.2,8.5,12.28,0.286
2019/8/5,6.89,10.25,7.1943,6.71,5.33,1.88,41.71,8.09,11.95,0.281
2019/8/6,6.67,10,7.02,6.66,5.23,1.84,41.88,7.85,12,0.278
2019/8/7,6.56,9.92,7.02,6.6,5.12,1.83,42.2,7.78,11.83,0.272
2019/8/8,6.61,10,7.1071,6.62,5.14,1.84,42.25,7.84,12,0.28
2019/8/9,6.5,9.9,7.0684,6.49,5.07,1.83,42,7.74,12.33,0.278
2019/8/12,6.6,9.99,7.0975,6.56,5.09,1.85,42.7,7.83,12.43,0.279
2019/8/13,6.68,10.26,7.02,6.67,5.15,1.9,42.95,7.84,12.34,0.288
2019/8/14,6.68,10.19,7.04,6.71,5.17,1.89,42.68,7.9,12.43,0.287
2019/8/15,6.65,10.24,7.02,6.69,5.17,1.88,43.45,7.88,12.35,0.293
2019/8/16,6.67,10.19,7.03,6.68,5.14,1.87,43.03,7.89,12.3,0.292
2019/8/19,7.05,10.43,7.28,6.88,5.25,1.92,43.7,8.19,12.63,0.295
2019/8/20,7.1,10.36,7.44,6.82,5.22,1.91,43.69,8.1,12.4,0.295
2019/8/21,7.81,10.42,7.4,6.81,5.2,1.9,43.26,8.08,12.62,0.292
2019/8/22,7.75,10.57,7.37,6.79,5.18,1.9,43.55,8.09,12.36,0.294
2019/8/23,7.46,10.4,7.34,6.76,5.16,1.9,43.45,8.11,12.27,0.295
2019/8/26,7.71,10.16,7.23,6.64,5.09,1.87,42.37,7.94,12.15,0.288
2019/8/27,7.96,10.31,7.34,6.82,5.15,1.9,42.27,8.06,12.3,0.288
2019/8/28,7.86,10.24,7.32,6.63,5.12,1.91,42.91,7.94,12.17,0.289
2019/8/29,7.85,10.21,7.46,6.62,5.11,1.9,42.8,7.97,12.22,0.29
2019/8/30,8.16,10.13,7.38,6.57,5.07,1.87,44.78,7.89,12.32,0.287
2019/9/2,8.26,10.29,7.62,6.69,5.15,1.89,44.8,7.93,12.61,0.289
2019/9/3,8.09,10.31,7.64,6.66,5.17,1.89,44.36,7.9,12.48,0.288
2019/9/4,8.02,10.4,7.7,6.78,5.26,1.9,44.51,8.13,12.47,0.295
2019/9/5,7.99,10.49,7.73,6.94,5.48,1.91,44.44,8.3,12.84,0.301
2019/9/6,7.9,10.58,7.74,6.95,5.47,1.91,44.2,8.39,13.18,0.3
2019/9/9,8.05,10.66,7.73,6.97,5.49,1.92,44.19,8.43,13.42,0.301
2019/9/10,7.94,10.63,7.72,6.91,5.44,1.91,43.68,8.38,13.35,0.303
2019/9/11,7.93,10.62,8.09,6.87,5.42,1.9,43.53,8.4,13.15,0.302
2019/9/12,8,11.1,8.21,6.99,5.52,1.9,44.09,8.69,13.24,0.301
2019/9/16,8.25,10.95,8.13,6.86,5.46,1.88,44.3,8.52,12.92,0.296
2019/9/17,7.95,10.53,7.96,6.66,5.32,1.86,43.91,8.34,12.67,0.291
2019/9/18,7.68,10.63,7.98,6.75,5.38,1.86,44.86,8.45,12.84,0.292
2019/9/19,7.83,10.71,7.94,6.78,5.43,1.86,44.95,8.47,12.89,0.291
2019/9/20,7.82,10.69,8.05,6.83,5.43,1.85,45.48,8.47,13.29,0.294
2019/9/23,7.74,10.45,7.99,6.71,5.36,1.84,44.31,8.36,13.36,0.293
2019/9/24,7.68,10.46,7.95,6.7,5.37,1.84,44.02,8.36,14.08,0.292
2019/9/25,7.58,10.2,8,6.66,5.32,1.82,43.87,8.27,14.3,0.292
2019/9/26,7.32,10.03,7.96,6.71,5.26,1.8,44.12,8.25,14.04,0.289
2019/9/27,7.45,10.06,8.01,6.69,5.22,1.81,43.4,8.2,13.87,0.291
2019/9/30,7.34,9.99,7.93,6.63,5.18,1.81,42.55,8,13.67,0.289
