ÈÕÆÚ,000099.SZ,002928.SZ,200152.SZ,600029.SH,600115.SH,600221.SH,601021.SH,601111.SH,603885.SH,900945.SH
2014/1/2,8.4294,,11.0323,2.5633,2.6865,1.9295,,3.6634,,0.4006
2014/1/3,8.3019,,10.7006,2.5351,2.6376,1.9198,,3.6168,,0.3996
2014/1/6,7.9981,,10.4388,2.46,2.5399,1.8713,,3.5608,,0.3928
2014/1/7,8.0275,,10.6395,2.4412,2.5497,1.8519,,3.5515,,0.3918
2014/1/8,7.9687,,10.5959,2.4412,2.5399,1.8519,,3.5422,,0.3957
2014/1/9,7.6942,,10.5435,2.4224,2.5204,1.8325,,3.4956,,0.3918
2014/1/10,7.4786,,10.5348,2.413,2.4422,1.8422,,3.4863,,0.3899
2014/1/13,7.4786,,10.3864,2.413,2.452,1.8422,,3.4769,,0.3879
2014/1/14,7.6452,,10.2206,2.4318,2.4715,1.8422,,3.4956,,0.3938
2014/1/15,7.7237,,10.5784,2.4318,2.452,1.8325,,3.4956,,0.3918
2014/1/16,7.704,,10.9101,2.4412,2.4618,1.8131,,3.5049,,0.3908
2014/1/17,7.5472,,10.8926,2.4036,2.4227,1.7937,,3.4676,,0.3928
2014/1/20,7.5178,,10.7181,2.413,2.4325,1.784,,3.4769,,0.3889
2014/1/21,7.655,,10.7181,2.4506,2.4813,1.8131,,3.5049,,0.3879
2014/1/22,7.8707,,10.8403,2.4975,2.5399,1.8325,,3.5702,,0.3928
2014/1/23,7.9393,,11.2243,2.4881,2.5204,1.8131,,3.5515,,0.3938
2014/1/24,8.1941,,11.2418,2.5163,2.5399,1.8228,,3.5515,,0.3928
2014/1/27,8.4196,,10.9101,2.4975,2.5106,1.8034,,3.5049,,0.3908
2014/1/28,8.3117,,10.945,2.4975,2.5302,1.8131,,3.5329,,0.3938
2014/1/29,8.3412,,11.0934,2.4881,2.5106,1.8034,,3.4956,,0.3957
2014/1/30,8.5078,,11.0061,2.4694,2.4715,1.7937,,3.4769,,0.3938
2014/2/7,8.6548,,11.1458,2.4694,2.4813,1.7937,,3.4863,,0.3938
2014/2/10,9.0763,,11.3814,2.5163,2.5399,1.8325,,3.5515,,0.3986
2014/2/11,8.841,,11.1981,2.5351,2.5595,1.8422,,3.5795,,0.4006
2014/2/12,8.9096,,11.233,2.5257,2.5692,1.8422,,3.5702,,0.3986
2014/2/13,8.547,,11.0759,2.5351,2.5888,1.8131,,3.5702,,0.3967
2014/2/14,8.694,,11.041,2.5539,2.6083,1.8422,,3.6168,,0.3947
2014/2/17,9.0469,,10.753,2.5445,2.6279,1.8422,,3.6261,,0.3947
2014/2/18,8.939,,10.4388,2.4975,2.6083,1.8228,,3.5702,,0.3947
2014/2/19,8.9194,,10.657,2.5539,2.6767,1.9101,,3.6354,,0.4044
2014/2/20,8.6156,,10.4475,2.5257,2.6181,1.881,,3.5888,,0.4006
2014/2/21,8.743,,10.4912,2.4881,2.5692,1.8616,,3.5608,,0.3996
2014/2/24,8.7234,,10.3951,2.4506,2.5204,1.8325,,3.4863,,0.3957
2014/2/25,8.498,,10.238,2.4036,2.452,1.8034,,3.4397,,0.3928
2014/2/26,8.2627,,10.3602,2.413,2.4618,1.8131,,3.4303,,0.3947
2014/2/27,8.1059,,10.4999,2.4224,2.4618,1.8034,,3.4117,,0.3928
2014/2/28,8.3117,,10.4912,2.4318,2.4813,1.8034,,3.4397,,0.3967
2014/3/3,8.4882,,10.4213,2.4412,2.5399,1.8422,,3.4583,,0.3938
2014/3/4,8.6744,,10.3951,2.4412,2.5106,1.8228,,3.4397,,0.3918
2014/3/5,8.5078,,10.3864,2.4224,2.4715,1.8131,,3.4024,,0.3986
2014/3/6,8.3412,,10.4039,2.4224,2.4813,1.8131,,3.4024,,0.3967
2014/3/7,8.3117,,10.3777,2.4224,2.4715,1.8131,,3.393,,0.3928
2014/3/10,7.9393,,9.9326,2.3379,2.3836,1.7647,,3.2253,,0.386
2014/3/11,7.8805,,9.95,2.3285,2.3739,1.755,,3.2532,,0.3918
2014/3/12,7.7727,,9.7667,2.3379,2.3836,1.7647,,3.2532,,0.3889
2014/3/13,7.9001,,9.8365,2.3473,2.4032,1.7744,,3.2812,,0.385
2014/3/14,7.8021,,9.8715,2.3379,2.4129,1.7647,,3.2625,,0.385
2014/3/17,7.9687,,10.1682,2.3755,2.4227,1.7744,,3.2998,,0.3792
2014/3/18,7.9785,,10.273,2.3755,2.4129,1.784,,3.2719,,0.3801
2014/3/19,7.8707,,10.2991,2.3567,2.4129,1.755,,3.2346,,0.3753
2014/3/20,7.6942,,10.2817,2.3379,2.3739,1.7453,,3.2066,,0.3714
2014/3/21,7.8805,,10.334,2.3942,2.4325,1.7744,,3.2719,,0.3733
2014/3/24,8.0177,,9.3041,2.413,2.4618,1.784,,3.3371,,0.3753
2014/3/25,7.9785,,9.1121,2.4036,2.4715,1.784,,3.3185,,0.3763
2014/3/26,7.9981,,9.0947,2.3849,2.452,1.7937,,3.2905,,0.3724
2014/3/27,8.0373,,8.8154,2.3755,2.4227,1.7744,,3.2719,,0.3733
2014/3/28,7.6942,,8.2219,2.3567,2.4032,1.7744,,3.2346,,0.3724
2014/3/31,7.704,,8.2568,2.3661,2.3934,1.7647,,3.2066,,0.3685
2014/4/1,7.8315,,8.1084,2.3661,2.4129,1.7744,,3.2253,,0.3714
2014/4/2,7.7825,,8.0822,2.3849,2.4129,1.7937,,3.2625,,0.3724
2014/4/3,7.704,,8.1957,2.3755,2.4032,1.7647,,3.2346,,0.3714
2014/4/4,7.8413,,8.0211,2.3849,2.4129,1.7744,,3.2439,,0.3704
2014/4/8,8.0177,,7.8465,2.4036,2.4422,1.7937,,3.2719,,0.3704
2014/4/9,8.0471,,8.1258,2.4036,2.452,1.7937,,3.2905,,0.3733
2014/4/10,8.0765,,8.6495,2.4412,2.4715,1.8034,,3.3651,,0.3724
2014/4/11,8.0373,,8.571,2.413,2.4618,1.7937,,3.3278,,0.3714
2014/4/14,8.1451,,8.6844,2.4224,2.4715,1.8034,,3.3185,,0.3714
2014/4/15,8.2627,,8.5361,2.3942,2.4325,1.7744,,3.2812,,0.3694
2014/4/16,8.2137,,8.3528,2.3661,2.4325,1.7647,,3.2625,,0.3694
2014/4/17,8.1843,,8.2655,2.3661,2.4422,1.7647,,3.2719,,0.3704
2014/4/18,8.1255,,8.2306,2.3567,2.4325,1.755,,3.2439,,0.3675
2014/4/21,8.1941,,8.3877,2.3379,2.4032,1.7356,,3.2159,,0.3665
2014/4/22,7.9687,,8.6583,2.3379,2.3934,1.7356,,3.1786,,0.3646
2014/4/23,7.8707,,8.7106,2.3285,2.3934,1.7356,,3.188,,0.3656
2014/4/24,7.8217,,8.5972,2.3097,2.3836,1.7259,,3.1973,,0.3636
2014/4/25,7.704,,8.3702,2.2722,2.3152,1.7065,,3.132,,0.3607
2014/4/28,7.5178,,8.5099,2.2534,2.2957,1.6677,,3.0948,,0.3549
2014/4/29,7.606,,8.379,2.2628,2.2957,1.658,,3.1041,,0.3558
2014/4/30,7.7335,,8.2306,2.2534,2.3152,1.6677,,3.0854,,0.3549
2014/5/5,8.0275,,8.152,2.244,2.3055,1.6677,,3.0854,,0.3529
2014/5/6,7.9687,,8.2044,2.2534,2.3152,1.6774,,3.0948,,0.3519
2014/5/7,7.7433,,8.0735,2.2252,2.2859,1.658,,3.0668,,0.351
2014/5/8,7.7139,,7.9513,2.2252,2.2859,1.6677,,3.0761,,0.3529
2014/5/9,7.7433,,7.864,2.2159,2.2762,1.6677,,3.0668,,0.3481
2014/5/12,7.9001,,8.2742,2.2628,2.325,1.6968,,3.1693,,0.3529
2014/5/13,7.9589,,8.2131,2.2534,2.3055,1.6871,,3.132,,0.3529
2014/5/14,7.8805,,8.2044,2.244,2.325,1.6968,,3.1414,,0.3529
2014/5/15,7.7629,,8.0211,2.2159,2.2957,1.6677,,3.1041,,0.3471
2014/5/16,7.7531,,8.0036,2.2065,2.2859,1.6677,,3.1041,,0.3461
2014/5/19,7.704,,8.0298,2.1783,2.2664,1.6677,,3.0668,,0.3451
2014/5/20,7.606,,8.0386,2.1877,2.2762,1.658,,3.0761,,0.3413
2014/5/21,7.6648,,8.0473,2.1971,2.2859,1.6774,,3.0948,,0.3432
2014/5/22,7.7139,,8.0647,2.1971,2.2762,1.6677,,3.0761,,0.3403
2014/5/23,7.8315,,8.1084,2.2065,2.3055,1.6774,,3.0854,,0.3403
2014/5/26,7.9393,,8.3528,2.2065,2.2957,1.6677,,3.1041,,0.3422
2014/5/27,7.8413,,8.3179,2.1971,2.2859,1.658,,3.0854,,0.3422
2014/5/28,7.8805,,8.4226,2.2065,2.2957,1.6677,,3.0948,,0.3403
2014/5/29,7.7923,,8.3091,2.2065,2.2762,1.658,,3.0761,,0.3393
2014/5/30,8.0471,,7.8553,2.1971,2.2762,1.6483,,3.0575,,0.3403
2014/6/3,8.0079,,7.9862,2.1783,2.2664,1.6483,,3.0481,,0.3403
2014/6/4,7.8413,,7.9338,2.1501,2.2566,1.6289,,3.0295,,0.3403
2014/6/5,7.9491,,7.9862,2.1595,2.2664,1.6192,,3.0388,,0.3403
2014/6/6,7.8707,,7.9164,2.1595,2.2469,1.6192,,3.0481,,0.3393
2014/6/9,7.7727,,7.8815,2.1595,2.2371,1.5998,,3.0388,,0.3335
2014/6/10,7.8511,,7.8815,2.1877,2.2664,1.5998,,3.0854,,0.3325
2014/6/11,7.9393,,7.8727,2.1689,2.2664,1.6192,,3.1041,,0.3354
2014/6/12,7.9393,,7.7767,2.1595,2.2566,1.5998,,3.0854,,0.3335
2014/6/13,7.9883,,7.96,2.1877,2.2664,1.6192,,3.0948,,0.3344
2014/6/16,7.9981,,7.9513,2.1783,2.2762,1.6192,,3.1041,,0.3413
2014/6/17,7.8707,,7.864,2.1783,2.2664,1.6095,,3.0761,,0.3393
2014/6/18,8.1059,,7.8727,2.1501,2.2469,1.6095,,3.0575,,0.3354
2014/6/19,8.351,,7.8553,2.122,2.2078,1.5804,,3.0202,,0.3354
2014/6/20,8.498,,7.8815,2.122,2.2176,1.5998,,3.0202,,0.3393
2014/6/23,8.4882,,7.864,2.122,2.2078,1.5998,,3.0109,,0.3374
2014/6/24,8.498,,7.8465,2.1407,2.2176,1.5998,,3.0388,,0.3403
2014/6/25,8.3498,,7.8465,2.122,2.2078,1.5998,,3.0202,,0.3374
2014/6/26,8.3992,,8.0124,2.1501,2.2176,1.6192,,3.0295,,0.3383
2014/6/27,8.33,,8.2568,2.1783,2.2469,1.6192,,3.0388,,0.3374
2014/6/30,8.7549,,8.2044,2.1689,2.2566,1.6192,,3.0668,,0.3432
2014/7/1,8.6363,,8.5448,2.1783,2.2566,1.6289,,3.0575,,0.3432
2014/7/2,8.6758,,8.6146,2.1783,2.2859,1.6289,,3.0761,,0.3432
2014/7/3,8.5968,,8.5535,2.2159,2.3152,1.658,,3.1227,,0.3451
2014/7/4,8.4683,,8.3964,2.2065,2.2957,1.6386,,3.0948,,0.3451
2014/7/7,8.6857,,8.4488,2.1877,2.2859,1.6386,,3.0761,,0.3442
2014/7/8,8.6561,,8.571,2.1971,2.3055,1.6289,,3.1227,,0.3432
2014/7/9,8.8142,,8.5361,2.1689,2.2664,1.6192,,3.0761,,0.3422
2014/7/10,8.8735,,8.8503,2.1689,2.2664,1.6192,,3.0948,,0.3432
2014/7/11,9.1501,,8.8677,2.1783,2.2664,1.6289,,3.1134,,0.3461
2014/7/14,9.0711,,8.9463,2.1877,2.2664,1.6386,,3.132,,0.3481
2014/7/15,9.0711,,8.9026,2.1971,2.2957,1.658,,3.151,,0.3529
2014/7/16,8.7747,,8.7368,2.244,2.3739,1.6871,,3.1794,,0.3558
2014/7/17,8.7549,,8.7194,2.2065,2.325,1.658,,3.151,,0.3539
2014/7/18,8.6857,,8.6932,2.2159,2.3152,1.6483,,3.1699,,0.3529
2014/7/21,8.7055,,8.7281,2.1971,2.2859,1.6483,,3.1888,,0.3529
2014/7/22,8.7944,,8.9376,2.2252,2.3348,1.6677,,3.2077,,0.3549
2014/7/23,8.8241,,8.9376,2.2159,2.3055,1.658,,3.1983,,0.3539
2014/7/24,8.4486,,8.9463,2.244,2.3739,1.6774,,3.2456,,0.3578
2014/7/25,8.5079,,8.8653,2.2722,2.3934,1.6871,,3.2645,,0.3607
2014/7/28,8.6758,,9.0813,2.3473,2.452,1.7259,,3.397,,0.3617
2014/7/29,8.745,,9.0003,2.3379,2.4422,1.755,,3.3781,,0.3597
2014/7/30,8.8438,,9.1263,2.3567,2.4618,1.7356,,3.4064,,0.3558
2014/7/31,8.8636,,9.1443,2.3662,2.452,1.7453,,3.4159,,0.3578
2014/8/1,8.7648,,9.4323,2.3471,2.4227,1.7356,,3.3497,,0.3588
2014/8/4,8.9822,,9.4053,2.3853,2.4715,1.7647,,3.4727,,0.3607
2014/8/5,9.081,,9.3783,2.3949,2.4911,1.7647,,3.4538,,0.3617
2014/8/6,9.0019,,9.4053,2.433,2.5302,1.8228,,3.5011,,0.3656
2014/8/7,8.8339,,9.2703,2.4139,2.4715,1.784,,3.4254,,0.3626
2014/8/8,9.3675,,9.2433,2.3949,2.4715,1.7744,,3.4159,,0.3636
2014/8/11,9.4664,,9.5313,2.4426,2.5106,1.8131,,3.4916,,0.3656
2014/8/12,9.4861,,9.4683,2.4139,2.4911,1.8034,,3.4916,,0.3646
2014/8/13,9.5849,,9.5043,2.3853,2.452,1.7744,,3.4443,,0.3675
2014/8/14,9.2687,,9.5043,2.3662,2.4325,1.7647,,3.397,,0.3656
2014/8/15,9.3083,,9.2973,2.3853,2.4618,1.7744,,3.4443,,0.3665
2014/8/18,9.4565,,9.3963,2.4044,2.4715,1.7744,,3.4254,,0.3704
2014/8/19,9.4071,,9.2973,2.4044,2.4911,1.7937,,3.4443,,0.3772
2014/8/20,9.3972,,9.2793,2.4139,2.4911,1.7937,,3.4443,,0.3811
2014/8/21,9.2391,,9.2343,2.3853,2.4618,1.784,,3.4159,,0.3782
2014/8/22,9.2687,,8.8383,2.3949,2.4715,1.7744,,3.4159,,0.3811
2014/8/25,9.2984,,8.8653,2.4807,2.7158,1.8325,,3.52,,0.384
2014/8/26,9.0415,,8.7753,2.3949,2.6181,1.784,,3.3875,,0.3772
2014/8/27,9.1501,,8.8113,2.3853,2.5692,1.784,,3.3686,,0.3772
2014/8/28,8.9525,,8.8653,2.3662,2.5302,1.7744,,3.3591,,0.3733
2014/8/29,9.081,,8.8923,2.3853,2.5497,1.784,,3.3781,,0.3772
2014/9/1,9.3675,,8.9103,2.3853,2.5497,1.784,,3.3875,,0.3801
2014/9/2,9.5553,,8.7123,2.4044,2.5985,1.8034,,3.4348,,0.3831
2014/9/3,9.5059,,8.7303,2.433,2.6181,1.8228,,3.4632,,0.3879
2014/9/4,9.7628,,8.8113,2.4521,2.6376,1.8422,,3.5011,,0.3889
2014/9/5,9.7727,,8.8563,2.5094,2.706,1.8713,,3.5295,,0.3918
2014/9/9,9.7331,,8.8203,2.5284,2.7842,1.9295,,3.5957,,0.3908
2014/9/10,10.1284,,8.7663,2.5571,2.8135,1.9101,,3.5862,,0.3889
2014/9/11,10.1284,,8.8203,2.5189,2.8135,1.9004,,3.5484,,0.3879
2014/9/12,10.6422,,8.8293,2.6048,2.8525,1.9392,,3.6241,,0.3928
2014/9/15,11.7094,,9.0363,2.7383,2.9307,1.978,,3.6998,,0.3938
2014/9/16,11.6106,,8.9553,2.6811,2.833,1.978,,3.6335,,0.3869
2014/9/17,11.4624,,8.9733,2.7193,2.8428,1.9974,,3.6335,,0.3879
2014/9/18,11.1462,,8.9913,2.7574,2.8428,1.9877,,3.6335,,0.3918
2014/9/19,11.6205,,9.1443,2.786,2.833,1.9683,,3.6714,,0.3908
2014/9/22,11.2055,,9.0273,2.6906,2.7548,1.9198,,3.5862,,0.384
2014/9/23,11.7984,,9.0363,2.7193,2.7939,1.9295,,3.6052,,0.3889
2014/9/24,12.0849,,8.9823,2.7574,2.8623,1.9392,,3.6525,,0.3908
2014/9/25,11.9071,,9.0633,2.786,2.9014,1.9489,,3.7092,,0.3957
2014/9/26,12.0256,,9.0273,2.8433,2.9209,1.9586,,3.7849,,0.3967
2014/9/29,11.8181,,9.0183,2.8528,2.8818,1.9683,,3.7755,,0.3967
2014/9/30,11.9071,,9.1263,2.8433,2.9893,1.9877,,3.7755,,0.3976
2014/10/8,12.7667,,9.2073,2.8147,2.9795,1.9877,,3.766,,0.3976
2014/10/9,12.7667,,9.2073,2.7956,2.9893,2.0071,,3.7566,,0.3947
2014/10/10,12.7766,,9.1983,2.8147,3.0577,2.0361,,3.7849,,0.3938
2014/10/13,12.8063,,9.0363,2.7574,3.0479,2.0071,,3.7566,,0.3908
2014/10/14,12.9347,,8.7933,2.7383,3.0381,1.9974,,3.7187,,0.3908
2014/10/15,12.7667,,9.0093,2.9196,3.2433,2.0846,,4.0877,,0.4015
2014/10/16,12.1146,,8.8563,2.9101,3.1847,2.0555,,4.1729,,0.4044
2014/10/17,11.7292,,8.8023,2.8433,3.0675,2.0264,,4.0499,,0.4113
2014/10/20,12.1738,,8.9013,2.8338,3.0675,2.0555,,4.012,,0.4083
2014/10/21,12.164,,8.8203,2.8338,3.0772,2.0168,,3.9931,,0.4035
2014/10/22,12.4209,,8.8113,2.786,2.9893,1.9974,,3.9647,,0.4006
2014/10/23,13.3596,,8.8473,2.7097,2.8916,1.9489,,3.8512,,0.3986
2014/10/24,13.1521,,8.9463,2.6811,2.8623,1.9489,,3.7944,,0.4025
2014/10/27,13.6956,,9.0903,2.7288,2.8818,1.9586,,3.8512,,0.4044
2014/10/28,13.9327,,9.1623,2.8147,3.0675,1.9974,,3.9742,,0.4122
2014/10/29,13.7549,,9.2703,2.9387,3.3703,2.0749,,4.1256,,0.4181
2014/10/30,13.4683,,9.2343,3.0437,3.5657,2.2107,,4.2297,,0.4297
2014/10/31,13.8537,,9.2523,3.015,3.6243,2.2204,,4.1824,,0.4249
2014/11/3,14.7035,,9.6753,3.2154,3.8587,2.4434,,4.3811,,0.4492
2014/11/4,14.8122,,9.7563,3.3013,3.8685,2.5112,,4.4095,,0.4453
2014/11/5,14.5553,,9.7473,3.3013,3.849,2.4531,,4.3716,,0.4404
2014/11/6,14.7232,,9.4863,3.244,3.849,2.424,,4.2959,,0.4307
2014/11/7,14.3477,,9.6483,3.2822,3.8685,2.4046,,4.3243,,0.4317
2014/11/10,14.2885,,9.7653,3.4539,4.1713,2.5015,,4.5041,,0.4453
2014/11/11,13.5375,,10.0443,3.4826,4.2983,2.4531,,4.4662,,0.4453
2014/11/12,13.9031,,10.1883,3.5493,4.4937,2.5209,,4.6176,,0.4443
2014/11/13,13.6659,,10.3143,3.578,4.777,2.5597,,4.7596,,0.4501
2014/11/14,13.5375,,10.2063,3.473,4.5426,2.5209,,4.7123,,0.4297
2014/11/17,13.8142,,10.2963,3.349,4.3472,2.4337,,4.5987,,0.4239
2014/11/18,13.8339,,10.0623,3.2822,4.2397,2.3949,,4.5041,,0.4229
2014/11/19,14.6145,,10.1343,3.3299,4.396,2.4337,,4.5514,,0.4278
2014/11/20,14.743,,9.9813,3.3108,4.357,2.4143,,4.5041,,0.4268
2014/11/21,14.7825,,10.1253,3.349,4.3374,2.4337,,4.5609,,0.4317
2014/11/24,14.6047,,10.2783,3.473,4.5035,2.4822,,4.6839,,0.4414
2014/11/25,14.7232,,10.2693,3.5493,4.7086,2.5112,,4.7217,,0.4443
2014/11/26,14.5651,,10.3503,3.5207,4.6012,2.4822,,4.6933,,0.4443
2014/11/27,14.6244,,10.4043,3.5875,4.6793,2.5209,,4.8353,,0.4472
2014/11/28,15.0889,,10.9533,3.9501,5.1482,2.773,,5.3178,,0.4774
2014/12/1,14.5651,,11.3944,4.3413,5.666,3.0542,,5.8477,,0.5046
2014/12/2,14.5553,,11.3404,4.6275,5.7539,3.093,,5.9802,,0.5114
2014/12/3,14.5059,,11.2054,4.5893,5.5292,2.996,,5.8383,,0.5007
2014/12/4,14.6145,,11.2324,4.7134,5.5683,3.0445,,5.9897,,0.4997
2014/12/5,15.0889,,10.9803,4.6275,5.285,2.9476,,5.8099,,0.4958
2014/12/8,15.5533,,11.3314,4.8088,5.3827,3.0348,,5.9991,,0.5085
2014/12/9,14.0019,,11.2594,4.6752,5.0896,2.967,,5.8194,,0.5085
2014/12/10,14.0908,,11.4214,4.8088,5.2264,3.0348,,5.9897,,0.5231
2014/12/11,14.9308,,11.9974,5.2859,5.7539,3.3354,,6.5858,,0.5619
2014/12/12,14.6442,,11.9704,5.2191,5.5781,3.3257,,6.7088,,0.5629
2014/12/15,14.3873,,11.8264,5.0473,5.4315,3.2675,,6.6804,,0.5561
2014/12/16,14.5256,,11.9704,5.1904,5.4902,3.3354,,6.8981,,0.5639
2014/12/17,14.2292,,11.9164,5.3526,5.6172,3.4517,,7.2482,,0.5668
2014/12/18,14.2983,,11.5834,5.2668,5.4902,3.3936,,7.3144,,0.5561
2014/12/19,14.2489,,11.7454,5.658,5.8125,3.6457,,8.043,,0.5765
2014/12/22,12.826,,11.0163,5.2763,5.4315,3.4905,,7.551,,0.5493
2014/12/23,12.243,,10.9803,4.9519,5.0896,3.3257,,7.1441,,0.524
2014/12/24,12.9446,,10.9533,4.618,4.8259,3.1609,,6.7088,,0.5104
2014/12/25,13.8833,,11.2774,4.8756,5.0408,3.2675,,7.1346,,0.5328
2014/12/26,13.6659,,11.4754,5.0664,5.2264,3.3936,,7.3806,,0.5435
2014/12/29,13.6264,,11.2414,5.0187,5.158,3.3645,,7.409,,0.5396
2014/12/30,13.6561,,11.0703,4.9042,5.0115,3.2869,,7.3901,,0.5318
2014/12/31,13.5869,,11.1514,4.9233,5.0603,3.316,,7.4185,,0.5338
2015/1/5,13.8438,,11.6374,5.3336,5.4218,3.5293,,8.1566,,0.5532
2015/1/6,14.2786,,11.6464,5.429,5.5292,3.5584,,8.4972,,0.5551
2015/1/7,14.1205,,11.6914,5.4862,5.6074,3.5681,,8.677,,0.5561
2015/1/8,13.8043,,11.4484,5.2286,5.3632,3.4324,,8.3269,,0.5425
2015/1/9,13.33,,11.4304,5.2286,5.4609,3.413,,8.308,,0.5444
2015/1/12,12.8359,,11.3674,5.3813,5.5683,3.3839,,8.4593,,0.5435
2015/1/13,12.9248,,11.5474,5.3908,5.5292,3.3645,,8.4783,,0.5493
2015/1/14,12.9248,,11.5564,5.2,5.3241,3.2869,,8.2228,,0.5415
2015/1/15,13.0731,,11.7004,5.2191,5.3729,3.3354,,8.2606,,0.5415
2015/1/16,13.4584,,11.6374,5.1714,5.2655,3.3257,,8.1282,,0.5386
2015/1/19,13.0928,,11.1424,4.6561,4.7379,3.0348,,7.3144,,0.5036
2015/1/20,13.8339,,11.4754,4.7993,4.9236,3.1803,,7.5131,,0.5124
2015/1/21,14.081,,11.5024,4.9901,5.0896,3.2772,12.8079,7.7875,,0.525
2015/1/22,14.3774,,11.4844,4.9805,5.1287,3.2675,14.0912,7.7024,,0.525
2015/1/23,13.824,,11.5114,5.0187,5.1678,3.2675,15.5018,7.8159,,0.5211
2015/1/26,13.9327,,11.6104,5.1523,5.4315,3.3451,17.0544,8.0903,,0.526
2015/1/27,13.7944,,11.5204,5.0282,5.3143,3.2675,18.7589,7.8254,,0.5211
2015/1/28,13.745,,11.2324,4.9137,5.1776,3.2093,20.6347,7.5888,,0.5182
2015/1/29,13.6462,,11.2594,4.866,5.158,3.19,22.6968,7.4942,,0.5163
2015/1/30,13.2608,,11.3404,4.7611,5.0212,3.1221,24.9645,7.2766,,0.5143
2015/2/2,13.0236,,11.3044,4.6084,4.9919,3.0251,27.4624,6.8981,,0.5017
2015/2/3,13.2213,,11.3764,4.6657,4.9724,3.0639,30.2101,7.0116,,0.5046
2015/2/4,13.0138,,11.2774,4.5035,4.8259,2.9766,29.255,6.8034,,0.5017
2015/2/5,12.8952,,11.3044,4.5512,4.8259,2.9573,32.179,6.8224,,0.5065
2015/2/6,12.4406,,11.0253,4.2745,4.523,2.8118,30.837,6.529,,0.491
2015/2/9,12.4802,,11.0343,4.3031,4.5914,2.8021,30.2542,6.4723,,0.491
2015/2/10,12.5987,,11.1694,4.4271,4.7868,2.9088,30.935,6.7088,,0.4978
2015/2/11,12.8655,,11.2684,4.4558,4.8454,2.9476,32.4876,6.7467,,0.5056
2015/2/12,12.8754,,11.2324,4.5416,4.8649,2.967,35.7349,6.917,,0.5046
2015/2/13,13.0335,,11.2864,4.513,4.8259,2.9766,35.9406,6.917,,0.5075
2015/2/16,13.241,,11.3044,4.5035,4.8845,2.9766,36.1414,6.8886,,0.5104
2015/2/17,13.241,,11.4394,4.8374,5.3729,3.1318,36.3324,7.3333,,0.524
2015/2/25,13.2213,,11.4214,4.866,5.2752,3.093,35.7398,7.2387,,0.5172
2015/2/26,13.3003,,11.4214,4.8756,5.2557,3.1124,34.3635,7.2576,,0.5182
2015/2/27,13.4189,,11.5114,4.9519,5.3436,3.1221,34.2949,7.4753,,0.5231
2015/3/2,13.4584,,11.5024,4.9328,5.3241,3.1221,33.9717,7.3996,,0.5192
2015/3/3,13.5375,,11.3314,4.7325,5.1189,3.0251,33.0117,7.0778,,0.5104
2015/3/4,13.6462,,11.3404,4.7325,5.1189,3.0445,33.8296,7.0589,,0.5056
2015/3/5,13.9327,,11.1964,4.6084,5.0212,2.9863,35.0933,6.8602,,0.5036
2015/3/6,13.4881,,11.2054,4.6848,5.1189,3.0348,33.3202,6.9264,,0.5114
2015/3/9,13.4881,,11.3764,4.7515,5.1873,3.0542,35.1961,7.0021,,0.5124
2015/3/10,13.5474,,11.3944,4.9901,5.3339,3.1221,38.7177,7.163,,0.5192
2015/3/11,13.4881,,11.5384,5.4862,5.5585,3.2287,42.2687,7.4847,,0.5279
2015/3/12,13.577,,11.5474,5.6007,5.5097,3.219,39.8442,7.4847,,0.5338
2015/3/13,14.3082,,11.7904,6.1637,5.8125,3.3451,41.2744,7.9389,,0.5415
2015/3/16,14.575,,11.8984,6.7838,6.2424,3.4711,43.4148,8.308,,0.5444
2015/3/17,15.0691,,12.2314,7.4613,6.8676,3.8202,44.6245,9.1406,,0.5765
2015/3/18,15.5632,,12.1324,7.7857,7.2974,4.1983,43.9045,9.4907,,0.5882
2015/3/19,15.8102,,11.9704,7.6521,6.975,4.1886,42.3029,9.1596,,0.5775
2015/3/20,16.3932,,12.4744,7.509,6.8578,4.0626,42.7095,8.8662,,0.5707
2015/3/23,16.2845,,11.9974,7.6139,6.9457,4.1596,46.9804,8.9041,,0.5746
2015/3/24,15.8794,,11.9794,8.1196,7.4049,4.5765,45.1976,9.3299,,0.5979
2015/3/25,16.1066,,11.8804,7.8715,7.0727,4.4116,43.7674,8.9135,,0.5892
2015/3/26,16.1857,,11.8624,7.6903,6.9262,4.208,43.018,8.6864,,0.5756
2015/3/27,15.8991,,11.8534,7.4326,6.8774,4.2274,42.2099,8.7054,,0.5736
2015/3/30,16.0078,,12.0514,7.8334,7.1313,4.2274,42.8613,9.169,,0.5736
2015/3/31,16.7094,,12.1594,7.5567,6.9164,4.2274,42.6262,8.923,,0.5736
2015/4/1,16.9564,,12.2584,7.7857,7.0923,4.2274,43.4784,9.4434,,0.5736
2015/4/2,16.9564,,12.4294,7.757,7.0043,4.2274,42.4254,9.311,,0.5736
2015/4/3,16.9663,,12.4384,7.9479,7.0337,4.2274,41.7887,9.3583,,0.5736
2015/4/7,16.9367,,12.5914,8.7398,7.7077,4.2274,42.9788,9.9828,,0.5736
2015/4/8,16.245,,12.4204,9.0356,7.737,4.2274,44.3503,9.8598,,0.5736
2015/4/9,15.7015,,12.6004,9.1691,7.6393,4.2274,48.7877,9.7178,,0.5736
2015/4/10,15.9881,,13.8604,9.2646,7.6393,4.2274,47.7984,9.8787,,0.5736
