ÈÕÆÚ,000557.SZ,600125.SH,601006.SH,601333.SH
2017/2/21,6.36,9.8143,6.1476,5.1488
2017/2/22,6.42,9.737,6.1302,5.1204
2017/2/23,6.27,10.133,6.0955,5.0636
2017/2/24,6.19,10.0171,6.0955,5.092
2017/2/27,6.09,9.6983,6.0434,5.0257
2017/2/28,6.12,9.7949,6.0434,5.0352
2017/3/1,6.24,9.737,6.0434,5.0731
2017/3/2,6.13,9.3699,6.0086,5.0257
2017/3/3,6.12,9.4086,6.0173,4.9879
2017/3/6,6.21,9.4375,6.0086,5.0163
2017/3/7,6.23,9.3989,6.0347,5.0068
2017/3/8,6.19,9.5245,6.026,5.0636
2017/3/9,6.05,9.3796,6.026,5.0731
2017/3/10,6.05,9.2926,5.9913,5.1015
2017/3/13,6.1,9.4086,6.026,5.1393
2017/3/14,6.15,9.4569,6.0173,5.0447
2017/3/15,6.09,9.312,6.0086,4.9122
2017/3/16,6.15,9.4762,6.0173,4.969
2017/3/17,6.14,9.283,5.9478,4.9216
2017/3/20,6.32,9.225,6.1302,4.9027
2017/3/21,6.26,9.0801,6.1562,4.9122
2017/3/22,6.23,9.0994,6.1823,4.9406
2017/3/23,6.3,9.0222,6.1562,4.8932
2017/3/24,6.6,9.2733,6.2083,4.9973
2017/3/27,6.46,9.4182,6.4254,5.0731
2017/3/28,6.57,9.2443,6.4167,4.9879
2017/3/29,6.7,9.5245,6.3994,5.0163
2017/3/30,7.37,9.6983,6.4167,4.9406
2017/3/31,7.63,9.4762,6.573,4.9216
2017/4/5,7.23,9.7273,6.6599,4.9879
2017/4/6,7.14,10.2103,6.7033,5.1582
2017/4/7,6.91,10.0847,6.6946,5.1393
2017/4/10,6.69,10.2393,6.8075,5.1961
2017/4/11,6.91,10.674,6.8075,5.2624
2017/4/12,6.46,10.3166,6.8509,5.2908
2017/4/13,6.53,10.22,6.7814,5.2434
2017/4/14,6.59,9.8722,6.764,5.1204
2017/4/17,6.32,9.9302,6.7554,5.1015
2017/4/18,6.37,9.4858,6.764,5.0636
2017/4/19,6.1,9.2926,6.764,4.9595
2017/4/20,6.18,9.3506,6.9203,5.0257
2017/4/21,6.11,9.3892,6.9464,4.9122
2017/4/24,5.56,8.9062,6.9985,4.7607
2017/4/25,5.65,8.8869,6.8161,4.7513
2017/4/26,5.6,8.3556,6.7814,4.7323
2017/4/27,5.68,8.5005,6.7554,4.5241
2017/4/28,5.83,8.3943,6.7727,4.4484
2017/5/2,5.83,8.5585,6.8769,4.42
2017/5/3,5.83,8.4909,6.9117,4.3727
2017/5/4,5.83,8.2301,6.8943,4.3727
2017/5/5,5.83,8.0079,6.9203,4.3916
2017/5/8,5.83,7.5925,7.0072,4.1739
2017/5/9,5.83,7.921,6.9203,4.2118
2017/5/10,5.83,7.7278,6.9203,4.0982
2017/5/11,5.83,8.1625,7.0159,3.9941
2017/5/12,5.83,8.2494,7.0245,4.0225
2017/5/15,5.83,8.0755,7.2069,4.032
2017/5/16,5.83,8.2494,7.3284,4.1361
2017/5/17,5.83,8.5005,7.2156,4.1739
2017/5/18,5.83,8.288,7.285,4.1739
2017/5/19,5.83,8.288,7.2937,4.1834
2017/5/22,5.83,7.921,7.3632,4.0603
2017/5/23,5.83,7.7181,7.4587,4.013
2017/5/24,5.83,7.834,7.3979,4.013
2017/5/25,5.83,8.0079,7.3458,4.1361
2017/5/26,5.83,7.9596,7.3458,4.1266
2017/5/31,5.83,7.9886,7.424,4.1171
2017/6/1,5.83,7.8437,7.3024,4.0793
2017/6/2,5.83,8.1625,7.3111,4.0698
2017/6/5,5.83,8.2397,7.1461,4.1171
2017/6/6,5.83,8.2011,6.9811,4.0887
2017/6/7,5.83,8.3363,7.0159,4.1645
2017/6/8,5.83,8.2784,7.1287,4.1645
2017/6/9,5.83,8.2494,7.2677,4.1834
2017/6/12,5.83,7.9306,7.3024,4.2023
2017/6/13,5.83,8.0272,7.259,4.2118
2017/6/14,5.83,8.1045,7.1461,4.1834
2017/6/15,5.83,8.0852,7.0072,4.2023
2017/6/16,5.83,8.0659,7.0332,4.1928
2017/6/19,5.83,8.4619,7.0506,4.2307
2017/6/20,5.83,8.4522,7.0506,4.2402
2017/6/21,5.83,8.4233,7.1287,4.2402
2017/6/22,5.83,8.2687,7.1548,4.2212
2017/6/23,5.83,8.2979,7.1808,4.1928
2017/6/26,5.83,8.4633,7.1982,4.2496
2017/6/27,5.83,8.5216,7.2937,4.3254
2017/6/28,5.83,8.4244,7.259,4.2686
2017/6/29,5.83,8.5022,7.429,4.297
2017/6/30,5.83,8.7162,7.5096,4.278
2017/7/3,5.83,8.7551,7.5096,4.2686
2017/7/4,5.83,8.6481,7.3753,4.2307
2017/7/5,5.83,8.8524,7.4559,4.2686
2017/7/6,5.83,8.8427,7.4827,4.2686
2017/7/7,5.83,8.8524,7.9303,4.3064
2017/7/10,5.83,8.7648,7.9661,4.3064
2017/7/11,5.83,8.5022,7.9034,4.2686
2017/7/12,5.83,8.3952,7.8855,4.2402
2017/7/13,5.83,8.4633,8.0556,4.2875
2017/7/14,5.83,8.7648,8.0914,4.3064
2017/7/17,5.83,9.1248,8.1182,4.4295
2017/7/18,5.83,9.4944,8.0377,4.5336
2017/7/19,5.83,9.5528,8.1003,4.6188
2017/7/20,5.83,9.4652,8.1361,4.6377
2017/7/21,5.83,9.9224,8.1093,4.6755
2017/7/24,5.83,9.8057,8.1003,4.7229
2017/7/25,5.83,9.689,7.984,4.6566
2017/7/26,5.83,10.1073,7.984,4.7039
2017/7/27,5.83,9.7279,7.9929,4.6377
2017/7/28,5.83,9.6306,7.8676,4.6472
2017/7/31,5.83,10.438,7.8318,4.7039
2017/8/1,5.83,10.1073,7.9124,4.7229
2017/8/2,5.83,10.0781,7.8139,4.6472
2017/8/3,5.83,10.4769,7.8229,4.6945
2017/8/4,5.83,11.2357,7.8676,4.9122
2017/8/7,5.83,11.3719,7.7065,4.9027
2017/8/8,5.83,11.5276,7.7065,4.8743
2017/8/9,5.83,11.2746,7.6707,4.7891
2017/8/10,5.83,11.3719,7.8318,4.9784
2017/8/11,5.83,10.2337,7.7692,4.8081
2017/8/14,5.83,10.1365,7.7155,4.8754
2017/8/15,5.83,10.1656,7.8318,4.9427
2017/8/16,5.83,10.6618,7.8587,5.0581
2017/8/17,5.83,11.0509,8.0914,5.0773
2017/8/18,5.83,12.1599,8.2435,5.3369
2017/8/21,5.83,13.2494,8.1182,5.2696
2017/8/22,5.83,12.6073,8.0019,5.0677
2017/8/23,5.83,12.2474,8.0019,4.9138
2017/8/24,5.83,12.5782,8.0108,4.9331
2017/8/25,5.83,12.3933,8.1003,4.9523
2017/8/28,5.83,13.0548,8.0914,5.1062
2017/8/29,5.83,14.0763,8.1451,5.1446
2017/8/30,5.83,14.407,8.1898,5.1158
2017/8/31,5.83,14.0082,8.1809,5.0196
2017/9/1,5.83,14.0763,8.1451,5.0196
2017/9/4,5.83,13.5315,8.163,4.9811
2017/9/5,5.83,13.551,8.0645,4.8946
2017/9/6,5.83,13.2202,8.0108,4.8946
2017/9/7,5.83,13.2202,7.9392,4.9331
2017/9/8,5.83,13.512,7.9124,4.9619
2017/9/11,6.04,13.3661,7.9661,5.0965
2017/9/12,5.87,13.7942,8.0198,5.1254
2017/9/13,5.98,13.551,8.0198,5.0581
2017/9/14,5.87,13.6677,8.0287,5.1927
2017/9/15,5.82,13.4148,7.9213,5.1542
2017/9/18,5.78,12.0723,7.9213,5.0292
2017/9/19,5.7,12.0042,7.9392,5.0485
2017/9/20,5.73,11.8875,7.9303,5.0581
2017/9/21,5.73,12.228,7.9034,5.0581
2017/9/22,5.77,11.7707,7.9213,4.9523
2017/9/25,5.89,11.6054,8.0108,4.8561
2017/9/26,5.93,11.8388,7.975,4.885
2017/9/27,5.84,11.9167,7.9124,4.8754
2017/9/28,5.66,11.7221,7.9213,4.8465
2017/9/29,5.67,11.5665,7.8318,4.8658
2017/10/9,5.7,11.9945,7.9392,4.9331
2017/10/10,5.82,12.1599,8.0735,4.9427
2017/10/11,5.89,12.2863,8.0735,4.8946
2017/10/12,5.82,12.1015,8.1093,4.8658
2017/10/13,5.81,11.9848,8.0287,4.8369
2017/10/16,5.8,12.0529,8.0198,4.7215
2017/10/17,5.71,11.5956,8.0377,4.6446
2017/10/18,5.65,10.798,8.1988,4.6446
2017/10/19,5.43,10.6423,8.2615,4.6157
2017/10/20,5.47,10.9439,8.2077,4.635
2017/10/23,5.47,11.0509,8.2435,4.6638
2017/10/24,5.59,10.8758,8.3957,4.6157
2017/10/25,5.6,10.9925,8.4136,4.6157
2017/10/26,5.71,11.0703,8.163,4.7792
2017/10/27,5.64,10.9633,8.2077,4.7696
2017/10/30,5.46,10.3894,8.1898,4.7504
2017/10/31,5.52,10.8174,8.1451,4.8465
2017/11/1,5.46,10.8855,7.975,4.7792
2017/11/2,5.35,10.9731,8.0019,4.7023
2017/11/3,5.29,10.7007,7.9124,4.635
2017/11/6,5.29,10.9633,7.9034,4.683
2017/11/7,5.35,11.0314,7.9303,4.7023
2017/11/8,5.36,10.9731,7.9482,4.7888
2017/11/9,5.39,10.9536,7.984,4.8561
2017/11/10,5.33,10.7493,7.9124,4.8465
2017/11/13,5.21,10.4964,8.0466,4.8946
2017/11/14,5.1,10.3699,8.0108,4.7984
2017/11/15,5.1,10.3116,7.975,4.7407
2017/11/16,5.08,10.2824,7.8676,4.76
2017/11/17,4.79,9.5528,8.0824,4.6253
2017/11/20,4.82,9.7571,8.0824,4.6638
2017/11/21,4.87,9.582,8.3152,4.683
2017/11/22,5.03,9.7571,8.3957,4.7984
2017/11/23,4.88,9.7473,8.154,4.7023
2017/11/24,4.89,9.7279,8.0735,4.6734
2017/11/27,4.78,9.5431,8.0735,4.7407
2017/11/28,4.78,9.6403,7.9661,4.8465
2017/11/29,4.78,9.8933,7.9482,4.8465
2017/11/30,4.78,9.7765,7.9213,4.8369
2017/12/1,4.78,9.7668,7.9303,4.885
2017/12/4,4.78,9.4847,7.9392,4.9138
2017/12/5,4.78,8.9205,8.1182,4.8369
2017/12/6,4.78,8.9594,8.1003,4.8273
2017/12/7,4.78,8.8913,8.0287,4.7696
2017/12/8,4.78,8.9594,8.0287,4.8081
2017/12/11,4.78,9.0275,7.984,4.9427
2017/12/12,4.78,8.9107,7.9392,5.0196
2017/12/13,4.78,8.9594,7.9482,5.0869
2017/12/14,4.78,9.8544,7.9303,5.1254
2017/12/15,4.78,9.9127,7.8587,5.0388
2017/12/18,4.78,10.224,7.8676,5.0292
2017/12/19,4.78,10.2824,7.8676,5.0965
2017/12/20,4.78,10.117,7.8855,5.0196
2017/12/21,4.78,10.1656,7.8945,5.2215
2017/12/22,4.78,10.3116,7.9661,5.2215
2017/12/25,4.78,10.01,7.9571,5.0196
2017/12/26,4.78,10.798,8.0377,5.1446
2017/12/27,4.78,10.4867,8.0735,5.1254
2017/12/28,4.78,10.5839,8.0824,5.3562
2017/12/29,4.78,10.5256,8.1182,5.3562
2018/1/2,4.78,10.7007,8.1719,5.3562
2018/1/3,4.78,10.6715,8.3152,5.3946
2018/1/4,4.78,10.8758,8.2883,5.3946
2018/1/5,4.78,11.2844,8.4226,5.4043
2018/1/8,4.78,11.2552,8.7448,5.5581
2018/1/9,4.78,11.0995,8.8253,5.4427
2018/1/10,4.78,10.6229,8.8343,5.3562
2018/1/11,4.78,10.7882,8.7537,5.2985
2018/1/12,4.78,10.331,8.7269,5.2696
2018/1/15,4.78,9.8154,8.6374,4.9908
2018/1/16,4.78,9.7571,8.6463,5.0677
2018/1/17,4.78,9.8835,8.6553,5.0869
2018/1/18,4.78,9.9419,8.6374,5.1158
2018/1/19,4.78,9.796,8.8701,5.1158
2018/1/22,5.26,9.8349,9.0581,5.1254
2018/1/23,5.23,10.01,9.0581,5.1158
2018/1/24,5.05,10.117,9.0581,5.0004
2018/1/25,4.91,10.1462,8.9596,5.1542
2018/1/26,4.88,10.2046,9.1476,5.1254
2018/1/29,4.78,9.8154,9.0133,5.0292
2018/1/30,4.71,9.7668,9.0044,5.0485
2018/1/31,4.74,9.5041,8.6374,4.8754
2018/2/1,4.48,9.0956,8.7269,4.7311
2018/2/2,4.33,9.1831,8.7179,4.7888
2018/2/5,4.3,9.1539,8.879,4.7792
2018/2/6,3.94,8.2687,8.8343,4.4811
2018/2/7,3.95,8.045,8.7537,4.3946
2018/2/8,4.35,8.1131,8.3868,4.4523
2018/2/9,4.13,7.6948,8.1809,4.2022
2018/2/12,4.32,7.8699,8.1182,4.2503
2018/2/13,4.19,8.1617,8.2435,4.2888
2018/2/14,4.24,8.1714,8.1451,4.3272
2018/2/22,4.26,8.4633,8.342,4.3849
2018/2/23,4.26,8.5216,8.3957,4.5773
2018/2/26,4.31,8.7843,8.4852,4.6446
2018/2/27,4.33,8.7162,8.4584,4.5677
2018/2/28,4.33,8.6481,8.342,4.558
2018/3/1,4.42,8.6676,8.2256,4.5484
2018/3/2,4.37,8.7648,8.163,4.5292
2018/3/5,4.33,9.2026,8.1988,4.6542
2018/3/6,4.38,9.1637,8.2256,4.6927
2018/3/7,4.33,8.9594,8.1272,4.6446
2018/3/8,4.35,8.8621,8.0466,4.635
2018/3/9,4.5,9.0469,8.0556,4.683
2018/3/12,4.63,9.0664,8.1182,4.6927
2018/3/13,4.56,9.0372,8.0914,4.7023
2018/3/14,4.54,8.7746,8.0556,4.6061
2018/3/15,4.53,9.3582,8.1003,4.6734
2018/3/16,4.53,9.0664,8.0198,4.6253
2018/3/19,4.57,8.9788,7.8945,4.51
2018/3/20,4.63,9.115,7.9124,4.5292
2018/3/21,4.65,9.2123,7.9213,4.6542
2018/3/22,4.78,9.368,7.8139,4.635
2018/3/23,4.45,8.4438,7.7602,4.4042
2018/3/26,4.38,8.3854,7.7244,4.4426
2018/3/27,4.48,8.5605,7.6439,4.4907
2018/3/28,4.59,8.3563,7.4201,4.3849
2018/3/29,4.58,8.5314,7.429,4.4042
2018/3/30,4.55,8.5605,7.4111,4.4138
2018/4/2,4.54,8.4924,7.3395,4.4042
2018/4/3,4.4,8.6578,7.25,4.3753
2018/4/4,4.4,8.5022,7.2321,4.3176
2018/4/9,4.39,8.3854,7.2411,4.3272
2018/4/10,4.4,8.4924,7.3306,4.4234
2018/4/11,4.39,8.4827,7.3753,4.4138
2018/4/12,4.31,8.2979,7.25,4.3176
2018/4/13,4.3,8.2882,7.2232,4.2792
2018/4/16,4.16,8.0547,7.0979,4.183
2018/4/17,4.15,7.9282,7.0442,4.1349
2018/4/18,4.22,8.0158,7.0531,4.1638
2018/4/19,4.17,8.0839,7.1605,4.183
2018/4/20,4.05,7.9866,7.1068,4.1253
2018/4/23,4.06,8.0644,7.2232,4.1349
2018/4/24,4.12,8.1714,7.3843,4.2022
2018/4/25,4.33,8.1422,7.3664,4.1542
2018/4/26,4.2,7.8407,7.3395,4.2311
2018/4/27,4.24,7.8504,7.4201,4.308
2018/5/2,4.19,7.9963,7.5902,4.2792
2018/5/3,4.14,8.1714,7.6618,4.3561
2018/5/4,4.09,8.1325,7.805,4.3753
2018/5/7,4.13,8.3854,7.8497,4.4234
2018/5/8,4.16,8.3757,7.8229,4.4619
2018/5/9,4.12,8.2784,7.7423,4.4715
2018/5/10,4.14,8.3076,7.8676,4.51
2018/5/11,4.11,8.3271,7.8945,4.4234
2018/5/14,4.05,8.2882,7.7871,4.433
2018/5/15,4.11,8.3465,7.7781,4.4715
2018/5/16,4.05,8.1812,7.6976,4.3753
2018/5/17,4.02,8.1812,7.6439,4.4042
2018/5/18,4.04,8.2298,7.7334,4.4523
2018/5/21,4.09,8.3757,7.7871,4.4811
2018/5/22,4.1,8.8232,7.796,4.51
2018/5/23,4.02,8.8427,7.5723,4.4523
2018/5/24,4.02,8.7065,7.5543,4.4234
2018/5/25,3.99,8.5605,7.5006,4.3946
2018/5/28,3.95,8.9302,7.5454,4.4715
2018/5/29,3.88,9.0567,7.5185,4.4042
2018/5/30,3.68,8.8037,7.4201,4.2311
2018/5/31,3.72,8.9302,7.5185,4.2696
2018/6/1,3.71,8.7551,7.5543,4.2696
2018/6/4,3.9,9.2804,7.6976,4.3176
2018/6/5,3.82,9.2999,7.7602,4.3849
2018/6/6,3.75,9.1929,7.7602,4.3657
2018/6/7,3.74,9.2999,7.8229,4.3369
2018/6/8,3.7,9.2026,7.7334,4.2984
2018/6/11,3.73,9.0469,7.9124,4.2888
2018/6/12,3.71,9.3388,8.1093,4.3753
2018/6/13,3.64,9.2318,8.1093,4.3369
2018/6/14,3.59,9.0372,8.1719,4.3272
2018/6/15,3.47,8.8913,8.1809,4.2696
2018/6/19,3.12,8.2687,8.0108,4.0003
2018/6/20,3.15,8.366,8.0108,4.058
2018/6/21,3.19,8.1033,8.2256,4.0676
2018/6/22,3.23,8.1033,8.2525,4.0965
2018/6/25,3.26,7.956,8.2794,4.0676
2018/6/26,3.2,7.9364,8.0556,4.058
2018/6/27,3.25,8.2507,7.9303,4.0195
2018/6/28,3.15,7.9462,7.6467,3.9907
2018/6/29,3.22,8.2212,7.7601,4.0868
2018/7/2,3.24,7.9855,7.4293,4.0291
2018/7/3,3.3,8.1721,7.5333,4.0291
2018/7/4,3.23,8.2408,7.6373,4.0195
2018/7/5,3.16,7.9855,7.7696,3.9618
2018/7/6,3.17,7.9855,7.779,3.9811
2018/7/9,3.2,8.2605,7.9114,4.0388
2018/7/10,3.25,8.3096,8.0626,4.058
2018/7/11,3.12,8.1623,7.9681,3.9715
2018/7/12,3.19,8.3292,8.176,4.058
2018/7/13,3.37,8.3784,8.2233,4.0484
2018/7/16,3.3,8.3096,8.2611,4.0388
2018/7/17,3.29,8.4078,8.2895,4.058
2018/7/18,3.28,8.29,8.1571,4.0676
2018/7/19,3.23,8.064,8.2516,4.0484
2018/7/20,3.25,8.1819,8.3178,4.0676
2018/7/23,3.29,8.6141,8.4879,4.1445
2018/7/24,3.42,8.7418,8.4029,4.2119
2018/7/25,3.38,8.8596,8.4029,4.183
2018/7/26,3.49,8.7221,8.3273,4.2119
2018/7/27,3.84,8.7614,8.2611,4.183
2018/7/30,4.22,9.0168,8.4596,4.183
2018/7/31,4.64,9.007,8.4596,4.1542
2018/8/1,5.1,8.6632,8.28,4.1638
2018/8/2,4.94,8.6141,8.1571,4.0291
2018/8/3,4.45,8.3882,8.2138,4.0193
2018/8/6,4.01,8.1132,8.176,3.9997
2018/8/7,4.08,8.4962,8.3651,4.0782
2018/8/8,3.94,8.3685,8.384,4.0291
2018/8/9,3.96,8.6436,8.4974,4.0684
2018/8/10,3.96,8.6632,8.4785,4.0586
2018/8/13,4.01,8.6337,8.3556,4.0193
2018/8/14,4.07,8.5846,8.4596,4.0978
2018/8/15,4.03,8.5748,8.3367,4.0095
2018/8/16,3.81,8.2408,8.4312,3.9409
2018/8/17,3.66,8.1033,8.2516,3.8821
2018/8/20,3.72,8.1917,8.3178,3.8625
2018/8/21,3.89,8.29,8.4596,3.9115
2018/8/22,3.77,8.0739,8.4029,3.8821
2018/8/23,3.8,8.1132,8.4879,3.8625
2018/8/24,4.18,8.0444,8.5163,3.8331
2018/8/27,4.34,8.2016,8.6203,3.8723
2018/8/28,4.2,8.2507,8.6108,3.8429
2018/8/29,4.24,8.2801,8.1666,3.7449
2018/8/30,4.1,8.398,8.2138,3.7252
2018/8/31,4,8.3194,8.1571,3.7252
2018/9/3,4.11,8.2212,7.883,3.6468
2018/9/4,4.1,8.398,7.9114,3.6468
2018/9/5,3.93,8.2016,7.779,3.588
2018/9/6,3.9,8.1426,7.779,3.5096
2018/9/7,4,8.1033,7.779,3.49
2018/9/10,4,8.0542,7.7601,3.3919
2018/9/11,3.9,8.1426,7.779,3.3919
2018/9/12,3.9,8.1328,7.5805,3.3919
2018/9/13,3.94,8.2212,7.4577,3.4311
2018/9/14,4.07,8.1819,7.4955,3.4311
2018/9/17,4.02,8.1524,7.5427,3.3135
2018/9/18,4.42,8.4275,7.7979,3.4017
2018/9/19,4.44,8.4864,7.7318,3.5096
2018/9/20,4.41,8.4962,7.6373,3.5096
2018/9/21,4.26,8.5944,7.6089,3.5586
2018/9/25,4.25,8.6632,7.6089,3.5194
2018/9/26,4.2,8.5748,7.6562,3.5292
2018/9/27,4.12,8.5453,7.6656,3.49
2018/9/28,4.14,8.6141,7.779,3.539
2018/10/8,3.97,8.4078,7.5427,3.4017
2018/10/9,4.06,8.5159,7.4955,3.3429
2018/10/10,4.2,8.5944,7.5238,3.3135
2018/10/11,4.26,7.9462,7.1741,3.1076
2018/10/12,4.05,7.8971,7.2214,3.0684
2018/10/15,3.74,7.681,7.2025,2.9998
2018/10/16,3.53,7.3274,7.193,2.9998
2018/10/17,3.6,7.4649,7.4199,2.9802
2018/10/18,3.36,7.0622,7.1836,2.9214
2018/10/19,3.38,7.3077,7.3821,2.99
2018/10/22,3.61,7.6515,7.6184,3.1272
2018/10/23,3.58,7.5042,7.4577,3.039
2018/10/24,3.67,7.5828,7.486,3.039
2018/10/25,3.57,7.6417,7.486,3.0096
2018/10/26,3.57,7.5435,7.6184,3.0292
2018/10/29,3.52,7.2684,7.5427,2.892
2018/10/30,3.55,7.2979,7.4766,2.9508
2018/10/31,3.64,7.4256,7.6184,3.039
2018/11/1,3.62,7.4354,7.6467,3.039
2018/11/2,3.66,7.6613,7.7507,3.0978
2018/11/5,3.79,7.6319,7.7318,3.0684
2018/11/6,3.83,7.6613,7.6845,3.0684
2018/11/7,3.72,7.5926,7.6089,3.088
2018/11/8,3.7,7.4845,7.6467,3.0488
2018/11/9,3.67,7.4944,7.6184,2.99
2018/11/12,3.8,7.6417,7.6562,3.1076
2018/11/13,3.89,7.7203,7.6562,3.1665
2018/11/14,3.85,7.6515,7.59,3.1567
2018/11/15,3.89,7.7792,7.6184,3.1861
2018/11/16,3.96,7.7792,7.5616,3.2253
2018/11/19,3.98,7.8971,7.6089,3.2253
2018/11/20,3.94,7.6122,7.4955,3.1469
2018/11/21,4.01,7.7596,7.5049,3.137
2018/11/22,3.93,7.5631,7.4577,3.1469
2018/11/23,3.65,7.2488,7.3253,3.0292
2018/11/26,3.66,7.1506,7.2403,3.0292
2018/11/27,3.79,7.2095,7.2025,3.039
2018/11/28,3.79,7.2684,7.2781,3.1665
2018/11/29,3.78,7.0524,7.2214,3.0978
2018/11/30,3.78,7.1604,7.2875,3.1665
2018/12/3,3.92,7.3176,7.4388,3.2057
2018/12/4,3.91,7.3176,7.4671,3.1959
2018/12/5,3.82,7.2292,7.5049,3.1861
2018/12/6,3.74,7.1113,7.401,3.137
2018/12/7,3.73,7.1506,7.486,3.1959
2018/12/10,3.63,7.1113,7.5427,3.1567
2018/12/11,3.68,7.1309,7.5333,3.1567
2018/12/12,3.71,7.1408,7.5427,3.1469
2018/12/13,3.84,7.2292,7.5522,3.1959
2018/12/14,3.7,7.072,7.5238,3.137
2018/12/17,3.69,7.0622,7.5427,3.1567
2018/12/18,3.7,6.9934,7.6089,3.088
2018/12/19,3.68,6.9443,7.6467,3.088
2018/12/20,3.68,6.9836,7.5333,3.0586
2018/12/21,3.66,6.8756,7.5427,3.0292
2018/12/24,3.67,7.1113,7.5995,3.1272
2018/12/25,3.53,7.1506,7.6467,3.0782
2018/12/26,3.54,7.072,7.6751,3.0782
2018/12/27,3.43,6.8756,7.7129,3.0978
2018/12/28,3.43,6.8756,7.779,3.0978
2019/1/2,3.44,6.8068,7.7412,3.1076
2019/1/3,3.39,6.8363,7.6467,3.137
2019/1/4,3.46,6.9443,7.6845,3.2057
2019/1/7,3.56,7.0524,7.7885,3.3135
2019/1/8,3.57,7.0032,7.7318,3.3233
2019/1/9,3.93,7.0131,7.7412,3.3037
2019/1/10,3.82,6.9443,7.5805,3.2939
2019/1/11,3.74,6.9934,7.7129,3.3135
2019/1/14,3.67,7.0524,7.6373,3.3037
2019/1/15,3.7,7.1113,7.6751,3.3429
2019/1/16,3.64,7.0524,7.7507,3.4213
2019/1/17,3.74,6.9738,7.8547,3.3723
2019/1/18,3.76,7.0524,7.9114,3.4311
2019/1/21,3.74,7.1309,7.9019,3.441
2019/1/22,3.68,6.9934,7.8074,3.3821
2019/1/23,3.7,7.0032,7.9397,3.4115
2019/1/24,3.71,7.0524,7.987,3.4115
2019/1/25,3.65,7.0032,8.0153,3.3821
2019/1/28,3.6,7.0425,8.0153,3.4017
2019/1/29,3.52,7.0524,8.2516,3.4508
2019/1/30,3.55,6.9738,8.0721,3.4311
2019/1/31,3.52,6.9247,8.0815,3.4311
2019/2/1,3.6,7.0425,8.2233,3.4115
2019/2/11,3.67,7.2586,8.1666,3.4606
2019/2/12,3.71,7.3176,8.1288,3.5586
2019/2/13,3.76,7.3765,8.2233,3.5684
2019/2/14,3.78,7.3765,8.1571,3.5782
2019/2/15,3.81,7.3765,7.9964,3.5096
2019/2/18,3.88,7.5435,8.091,3.5586
2019/2/19,3.88,7.4845,8.2611,3.686
2019/2/20,3.93,7.4649,8.2611,3.5586
2019/2/21,3.85,7.3765,8.1949,3.5194
2019/2/22,3.88,7.5042,8.2327,3.5684
2019/2/25,4.1,7.848,8.469,3.6762
2019/2/26,4.07,7.8971,8.3651,3.7056
2019/2/27,4.05,7.7792,8.3651,3.7645
2019/2/28,4.09,7.8872,8.4407,3.7743
2019/3/1,4.17,7.8971,8.3934,3.7449
2019/3/4,4.18,8.0149,8.384,3.7645
2019/3/5,4.24,8.0739,8.3462,3.7841
2019/3/6,4.32,8.1328,8.4123,3.8135
2019/3/7,4.51,8.1426,8.3084,3.9213
2019/3/8,4.12,7.7006,7.987,3.6958
2019/3/11,4.4,8.0346,8.0248,3.7841
2019/3/12,4.4,8.0935,8.0342,3.7841
2019/3/13,4.32,7.9069,7.9964,3.6664
2019/3/14,4.18,7.9069,7.9492,3.5684
2019/3/15,4.23,8.0051,7.9775,3.6076
2019/3/18,4.65,8.2998,8.1193,3.7154
2019/3/19,4.73,8.29,8.1004,3.735
2019/3/20,5.07,8.3194,8.0626,3.7056
2019/3/21,4.93,8.3685,8.0342,3.7547
2019/3/22,4.76,8.5159,8.0437,3.8135
2019/3/25,4.65,8.6337,7.9019,3.7939
2019/3/26,4.61,8.3587,7.7885,3.7056
2019/3/27,4.57,8.5944,7.7979,3.6762
2019/3/28,4.62,8.4766,7.7223,3.4606
2019/3/29,4.72,8.4864,7.883,3.49
2019/4/1,4.81,8.7221,8.0153,3.5488
2019/4/2,4.77,8.7418,7.9964,3.5292
2019/4/3,4.87,9.0168,8.0532,3.5782
2019/4/4,5.13,8.9284,8.0626,3.6272
2019/4/8,4.99,8.8302,8.1193,3.6076
2019/4/9,5.07,8.9382,8.0059,3.5684
2019/4/10,4.9,8.7811,8.0342,3.5586
2019/4/11,5.06,8.6337,7.9114,3.5194
2019/4/12,5,8.9284,7.9586,3.5194
2019/4/15,4.83,8.7418,7.987,3.5096
2019/4/16,4.9,8.8204,8.0815,3.5488
2019/4/17,4.93,8.7123,8.0342,3.5488
2019/4/18,5.06,8.5552,8.0059,3.5194
2019/4/19,5.17,8.6043,8.0153,3.539
2019/4/22,5.1,8.565,7.9964,3.5096
2019/4/23,4.94,8.3194,7.9019,3.4508
2019/4/24,4.96,8.2507,7.9114,3.4508
2019/4/25,4.46,7.9756,7.9208,3.3625
2019/4/26,4.51,7.9462,7.7979,3.3429
2019/4/29,4.14,7.9462,7.9208,3.3233
2019/4/30,4.32,7.8578,8.0532,3.3527
2019/5/6,3.99,7.072,7.8169,3.1861
2019/5/7,4.09,7.1211,7.7979,3.1959
2019/5/8,4.02,7.072,7.7129,3.1763
2019/5/9,3.98,6.9934,7.6562,3.1469
2019/5/10,4.08,7.1506,7.7601,3.2057
2019/5/13,4.25,7.0916,7.7034,3.1763
2019/5/14,4.08,6.9934,7.7223,3.1469
