ÈÕÆÚ,000889.SZ,002467.SZ,300578.SZ,600050.SH
2016/6/29,10.6122,8.6615,,3.7536
2016/6/30,10.7309,8.9881,,3.7634
2016/7/1,11.7101,8.8423,,3.7733
2016/7/4,11.4925,8.9531,,3.8227
2016/7/5,11.2254,8.924,,3.8622
2016/7/6,11.443,8.9531,,3.8622
2016/7/7,11.1859,8.8073,,3.8919
2016/7/8,11.2749,8.749,,3.8622
2016/7/11,11.087,8.6907,,3.8523
2016/7/12,11.3243,8.7665,,4.0005
2016/7/13,11.4925,8.9648,,4.287
2016/7/14,11.6804,8.9823,,4.2079
2016/7/15,12.0265,8.8481,,4.1981
2016/7/18,11.7199,8.959,,4.2376
2016/7/19,11.7991,9.2156,,4.1882
2016/7/20,11.6408,8.9998,,4.1586
2016/7/21,11.7595,8.9473,,4.1586
2016/7/22,11.6112,8.9881,,4.1487
2016/7/25,11.621,9.2156,,4.1092
2016/7/26,11.6903,9.2098,,4.2376
2016/7/27,10.9089,8.6323,,4.2771
2016/7/28,10.8991,8.4049,,4.3462
2016/7/29,10.8892,8.2416,,4.2079
2016/8/1,10.7804,8.0316,,4.1388
2016/8/2,11.0078,8.1366,,4.1882
2016/8/3,10.998,8.0666,,4.2079
2016/8/4,11.1364,8.1949,,4.2277
2016/8/5,10.9386,8.0899,,4.1882
2016/8/8,11.1463,8.2007,,4.1981
2016/8/9,11.176,8.294,,4.1981
2016/8/10,11.0573,8.2124,,4.2178
2016/8/11,10.8793,8.0607,,4.1684
2016/8/12,11.1958,8.1191,,4.2376
2016/8/15,11.3738,8.3174,,4.366
2016/8/16,11.6408,8.3115,,4.4253
2016/8/17,11.6705,8.3524,,4.3857
2016/8/18,11.9578,8.3174,,4.5142
2016/8/19,12.1956,8.364,,4.5043
2016/8/22,12.2649,8.0782,,4.4055
2016/8/23,12.0965,8.0841,,4.366
2016/8/24,11.9281,8.1132,,4.3265
2016/8/25,12.2451,7.9616,,4.2771
2016/8/26,12.2154,7.9558,,4.287
2016/8/29,12.1956,7.9907,,4.2079
2016/8/30,12.1559,8.0432,,4.2277
2016/8/31,11.9182,7.9791,,4.2277
2016/9/1,11.8785,7.9499,,4.1783
2016/9/2,13.0674,7.7808,,4.1783
2016/9/5,13.7906,7.7808,,4.1882
2016/9/6,13.9194,8.0082,,4.2277
2016/9/7,13.7906,7.9441,,4.2178
2016/9/8,13.9194,7.9266,,4.2178
2016/9/9,14.1274,7.8974,,4.1882
2016/9/12,14.1968,7.5825,,4.1092
2016/9/13,13.9293,7.5766,,4.0795
2016/9/14,13.4934,7.5416,,4.04
2016/9/19,14.8407,7.6874,,4.0598
2016/9/20,14.8209,7.6116,,4.0301
2016/9/21,14.8705,7.635,,4.04
2016/9/22,15.0389,7.6525,,4.0598
2016/9/23,15.2271,7.6175,,4.1388
2016/9/26,14.712,7.4133,,4.0598
2016/9/27,14.7615,7.5125,,4.0795
2016/9/28,15.2767,7.5125,,4.1289
2016/9/29,15.1578,7.5125,,4.119
2016/9/30,15.4649,7.5358,,4.0993
2016/10/10,15.4253,7.8741,,4.3067
2016/10/11,15.2965,7.8508,,4.7413
2016/10/12,15.0092,7.8624,,4.6722
2016/10/13,15.2271,7.8158,,4.6623
2016/10/14,15.0191,7.8041,,5.1068
2016/10/17,15.3064,7.9733,,4.9982
2016/10/18,16.842,7.9674,,5.0476
2016/10/19,16.515,7.8683,,5.2352
2016/10/20,16.3466,7.8683,,5.2352
2016/10/21,16.5448,7.7983,,5.2945
2016/10/24,16.4655,7.8274,,5.2649
2016/10/25,16.515,7.5766,,5.2056
2016/10/26,16.8816,7.53,,5.2747
2016/10/27,16.5448,7.5241,,5.1167
2016/10/28,16.4952,7.4541,,5.0673
2016/10/31,16.6042,7.4191,,5.0673
2016/11/1,16.5448,7.4716,,5.1266
2016/11/2,15.0785,7.3725,,5.0278
2016/11/3,15.0686,7.4016,,5.2056
2016/11/4,15.0587,7.4133,,5.334
2016/11/7,14.8903,7.3783,,5.3241
2016/11/8,15.5441,7.4308,,5.2451
2016/11/9,15.6432,7.3025,,5.1167
2016/11/10,15.564,7.4133,,5.1562
2016/11/11,15.6531,7.4016,,5.2352
2016/11/14,15.6531,7.4891,,5.4822
2016/11/15,15.8215,7.5241,,5.3538
2016/11/16,16.0296,7.5066,,5.6402
2016/11/17,16.2971,7.4133,,5.8971
2016/11/18,15.9107,7.3608,,5.8575
2016/11/21,16.0494,7.355,,5.8575
2016/11/22,16.0593,7.4541,,5.9069
2016/11/23,15.9702,7.3958,,5.7291
2016/11/24,15.8909,7.3083,,5.7489
2016/11/25,15.5441,7.3783,,5.8575
2016/11/28,14.9993,7.355,,5.9761
2016/11/29,14.7615,7.2558,,6.0749
2016/11/30,14.5138,7.2967,,6.5786
2016/12/1,14.5634,7.2792,,7.2404
2016/12/2,14.3751,7.075,,6.7564
2016/12/5,14.4346,6.9817,,6.6972
2016/12/6,14.3157,6.9525,,6.5589
2016/12/7,14.3256,7.0342,,6.4798
2016/12/8,14.5435,6.9525,,6.9243
2016/12/9,14.3553,6.8884,,6.9243
2016/12/12,13.5429,6.3518,,6.7268
2016/12/13,13.3943,6.2876,,7.1417
2016/12/14,13.4042,6.2293,,6.7663
2016/12/15,13.4339,6.3109,,6.6576
2016/12/16,13.751,6.3634,,6.707
2016/12/19,15.1281,6.3168,,6.7762
2016/12/20,14.5237,6.3459,,7.0132
2016/12/21,14.5336,6.3693,,7.2799
2016/12/22,14.4147,6.4684,,7.5862
2016/12/23,14.6723,6.3634,,7.7146
2016/12/26,14.6624,6.3634,,7.7146
2016/12/27,14.6129,6.3168,,7.4577
2016/12/28,14.6921,6.2934,,7.596
2016/12/29,15.237,6.2293,,7.4479
2016/12/30,15.1281,6.136,,7.2207
2017/1/3,15.2568,6.1885,,7.3491
2017/1/4,15.2073,6.3168,,7.3392
2017/1/5,15.4451,6.2876,,7.7442
2017/1/6,15.4451,6.1826,,7.5862
2017/1/9,15.4451,6.2001,,7.6158
2017/1/10,16.9906,6.171,,7.4479
2017/1/11,17.6543,6.0368,,6.8157
2017/1/12,17.0401,5.891,,6.5885
2017/1/13,16.6042,5.8327,,6.549
2017/1/16,15.5243,5.436,,6.5095
2017/1/17,16.2277,5.6052,,6.4798
2017/1/18,16.3862,5.506,,6.5391
2017/1/19,15.9503,5.5294,,6.1934
2017/1/20,16.198,6.0835,,6.2329
2017/1/23,16.2674,6.0951,,6.2724
2017/1/24,16.1782,5.9027,,6.2428
2017/1/25,16.1485,5.8968,7.6311,6.5095
2017/1/26,16.2475,5.8968,8.3959,6.4601
2017/2/3,16.2575,5.8385,9.2371,6.4403
2017/2/6,16.3466,5.9785,10.1603,6.4403
2017/2/7,16.0494,5.9435,11.1763,6.4206
2017/2/8,16.1088,5.9668,12.2961,6.707
2017/2/9,16.6735,6.0368,13.5252,6.707
2017/2/10,16.5051,6.0076,14.8799,6.6972
2017/2/13,16.4754,6.0368,16.3657,6.7564
2017/2/14,16.8519,5.9668,18.0045,6.7367
2017/2/15,16.8717,5.8852,19.8071,6.6478
2017/2/16,16.9708,5.9027,21.79,6.6478
2017/2/17,17.159,5.786,23.9695,6.4206
2017/2/20,17.5652,5.8268,26.3676,6.4601
2017/2/21,17.476,5.9668,29.006,6.5095
2017/2/22,17.4463,5.9785,28.0227,6.5095
2017/2/23,17.2085,5.961,28.7383,6.47
2017/2/24,17.4166,6.066,28.5034,6.9935
2017/2/27,17.2383,5.9202,28.9623,6.9441
2017/2/28,16.9906,5.8152,28.7329,6.9441
2017/3/1,17.0401,5.8327,28.3778,7.1021
2017/3/2,16.9311,5.7627,28.2467,7.033
2017/3/3,16.842,5.8152,28.3232,6.9935
2017/3/6,17.3373,5.926,29.3337,7.1219
2017/3/7,17.4463,5.9843,30.7485,7.0725
2017/3/8,17.3769,5.9202,30.0985,7.6059
2017/3/9,17.0599,6.1885,29.5522,7.6553
2017/3/10,17.1392,6.136,29.4758,7.6849
2017/3/13,17.1887,6.1243,31.0381,7.3195
2017/3/14,17.585,6.0718,31.1692,7.2898
2017/3/15,17.3869,6.066,32.3654,7.3886
2017/3/16,17.3968,6.0776,34.0643,7.596
2017/3/17,17.367,5.9668,31.5734,7.6751
2017/3/20,17.2283,5.9493,32.8188,7.6751
2017/3/21,17.2383,5.9318,33.1575,7.5664
2017/3/22,16.8618,5.8677,33.5454,7.5664
2017/3/23,16.9807,5.8677,33.8676,7.6948
2017/3/24,16.8122,5.8618,34.2664,7.5664
2017/3/27,16.6934,5.8443,34.5231,7.438
2017/3/28,16.7231,5.856,35.6211,7.3491
2017/3/29,16.5448,5.786,32.0595,7.3392
2017/3/30,16.5448,5.6344,30.8906,7.2503
2017/3/31,16.5448,5.6693,28.569,7.3787
2017/4/5,17.3076,5.7743,30.4863,7.3787
2017/4/6,16.7924,5.7568,30.2733,7.3787
2017/4/7,16.8717,5.7568,28.9077,7.3787
2017/4/10,17.4661,5.6635,26.1709,7.3787
2017/4/11,17.7039,5.7277,27.1105,7.3787
2017/4/12,16.842,5.6519,25.9907,7.3787
2017/4/13,16.5547,5.6985,26.6025,7.3787
2017/4/14,16.5547,5.716,26.0672,7.3787
2017/4/17,16.5547,5.541,24.1881,7.3787
2017/4/18,16.5547,5.4419,23.4888,7.3787
2017/4/19,16.5547,5.3252,24.2536,7.3787
2017/4/20,16.5547,5.2961,23.5708,7.3787
2017/4/21,16.5547,5.2727,23.2157,7.3787
2017/4/24,16.5547,5.0394,22.1888,7.3787
2017/4/25,16.5547,5.0453,22.3963,7.3787
2017/4/26,16.5547,5.0044,23.2157,7.3787
2017/4/27,16.5547,4.9811,24.199,7.3787
2017/4/28,16.5547,4.9753,24.0406,7.3787
2017/5/2,16.5547,4.9811,24.0406,7.3787
2017/5/3,16.5547,4.9578,24.128,7.3787
2017/5/4,16.5547,4.9811,23.762,7.3787
2017/5/5,16.5547,4.8878,24.1717,7.3787
2017/5/8,16.5547,4.9578,22.9972,7.3787
2017/5/9,16.5547,5.0511,23.6964,7.3787
2017/5/10,16.5547,4.9053,23.5162,7.3787
2017/5/11,16.5547,4.7828,24.0679,7.3787
2017/5/12,16.5547,4.6895,24.2864,7.3787
2017/5/15,16.5547,4.6895,23.9805,7.3787
2017/5/16,16.5547,4.8119,24.8162,7.3787
2017/5/17,16.5547,4.8294,25.2095,7.3787
2017/5/18,16.5547,4.8003,25.723,7.3787
2017/5/19,16.5547,4.8236,25.1713,7.3787
2017/5/22,16.5547,4.7011,23.0409,7.3787
2017/5/23,16.5547,4.4562,20.7357,7.3787
2017/5/24,16.5547,4.4445,21.1673,7.3787
2017/5/25,16.5547,4.462,20.6483,7.3787
2017/5/26,16.5547,4.4095,20.6538,7.3787
2017/5/31,16.5547,4.3862,20.5336,7.3787
2017/6/1,16.5547,4.182,18.4797,7.3787
2017/6/2,16.5547,4.3395,19.1953,7.3787
2017/6/5,16.5547,4.3512,19.6323,7.3787
2017/6/6,16.5547,4.4037,19.7197,7.3787
2017/6/7,16.5547,4.5028,20.5445,7.3787
2017/6/8,16.5547,4.4562,20.4408,7.3787
2017/6/9,16.5547,4.8994,20.5172,7.3787
2017/6/12,16.5547,4.6953,19.0697,7.3787
2017/6/13,16.5547,4.7303,19.9491,7.3787
2017/6/14,16.5547,4.7186,20.3151,7.3787
2017/6/15,16.5547,4.7828,21.4076,7.3787
2017/6/16,16.5547,4.8644,20.763,7.3787
2017/6/19,16.5547,4.8061,20.916,7.3787
2017/6/20,16.5547,4.7886,20.55,7.3787
2017/6/21,16.5547,4.7653,20.7303,7.3787
2017/6/22,16.5547,4.5845,19.5668,7.3787
2017/6/23,16.5547,4.5786,20.0966,7.3787
2017/6/26,16.5547,4.637,20.2223,7.3787
2017/6/27,16.5547,4.672,20.0124,7.3787
2017/6/28,16.5547,4.637,19.4878,7.3787
2017/6/29,16.5547,4.6545,19.5927,7.3787
2017/6/30,16.5547,4.6195,19.8854,7.3787
2017/7/3,16.5547,4.6836,20.1615,7.3787
2017/7/4,16.5547,4.7245,19.8965,7.3787
2017/7/5,16.5547,4.7595,20.4376,7.3787
2017/7/6,16.5547,4.7361,20.78,7.3787
2017/7/7,16.5547,4.742,21.3709,7.3787
2017/7/10,16.5547,4.637,20.1505,7.3787
2017/7/11,16.5547,4.6136,19.7253,7.3787
2017/7/12,16.5547,4.5086,19.8578,7.3787
2017/7/13,16.5547,4.497,19.7197,7.3787
2017/7/14,16.5547,4.4387,18.8969,7.3787
2017/7/17,16.5547,4.147,17.0083,7.3787
2017/7/18,16.5547,4.217,16.9476,7.3787
2017/7/19,16.5547,4.252,16.9476,7.3787
2017/7/20,16.5547,4.3745,16.8206,7.3787
2017/7/21,16.5547,4.3395,16.5279,7.3787
2017/7/24,16.5547,4.3453,16.677,7.3787
2017/7/25,16.5547,4.3337,16.6328,7.3787
2017/7/26,16.5547,4.3045,16.5555,7.3787
2017/7/27,16.5547,4.4678,17.2071,7.3787
2017/7/28,16.5547,4.4153,16.677,7.3787
2017/7/31,16.5547,4.4212,16.6163,7.3787
2017/8/1,16.5547,4.4503,16.7654,7.3787
2017/8/2,16.5547,4.3395,16.3788,7.3787
2017/8/3,16.5547,4.5611,16.7378,7.3787
2017/8/4,16.5547,4.5028,16.539,7.3787
2017/8/7,16.5547,4.4853,16.7046,7.3787
2017/8/8,16.5547,4.5086,16.6328,7.3787
2017/8/9,16.5547,4.5028,16.5721,7.3787
2017/8/10,16.5547,4.4328,16.1579,7.3787
2017/8/11,16.5547,4.3803,15.9039,7.3787
2017/8/14,16.5547,4.5728,16.296,7.3787
2017/8/15,16.5547,4.5786,16.677,7.3787
2017/8/16,16.5547,4.7245,17.0525,7.3787
2017/8/17,16.5547,4.777,17.1077,7.3787
2017/8/18,16.5547,4.7653,16.9255,7.3787
2017/8/21,16.5547,4.9753,17.4722,8.1196
2017/8/22,16.5547,4.7944,17.8091,8.9295
2017/8/23,16.5547,4.6953,18.2398,8.8505
2017/8/24,16.5547,4.6661,17.3507,8.2578
2017/8/25,16.5547,4.7186,18.4055,8.2776
2017/8/28,16.5547,4.7536,19.0681,8.248
2017/8/29,16.5547,4.7011,20.4376,8.2381
2017/8/30,16.5547,4.7303,20.2554,8.0998
2017/8/31,16.5547,4.7303,20.7413,7.9418
2017/9/1,16.5547,4.742,21.0506,7.8627
2017/9/4,16.5547,4.8353,20.6696,7.9516
2017/9/5,16.5547,4.7653,20.653,7.7936
2017/9/6,16.5547,4.7944,19.9627,7.7837
2017/9/7,16.5547,4.7828,20.0235,7.8133
2017/9/8,16.5547,4.8878,20.3879,7.6454
2017/9/11,16.5547,4.8994,20.6475,7.4479
2017/9/12,16.5547,4.8294,19.8578,7.4874
2017/9/13,16.5547,4.8294,20.0566,7.3886
2017/9/14,16.5547,4.7303,20.7082,7.3886
2017/9/15,16.5547,4.7303,20.3437,7.2207
2017/9/18,16.5547,4.777,20.3437,7.2306
2017/9/19,16.5547,4.742,20.8131,7.1614
2017/9/20,16.5547,4.7711,21.8679,7.1219
2017/9/21,16.5547,4.8236,20.7303,7.3886
2017/9/22,16.5547,4.9169,21.5255,7.3195
2017/9/25,16.5547,4.8411,21.5697,7.0923
2017/9/26,16.5547,4.6836,20.4873,7.2306
2017/9/27,16.5547,4.7361,22.5361,7.3787
2017/9/28,16.5547,5.2086,23.392,7.3491
2017/9/29,16.5547,5.7277,24.6179,7.3293
2017/10/9,16.5547,6.2993,24.0105,7.2009
2017/10/10,16.5547,6.7076,23.6792,7.112
2017/10/11,16.5547,6.9059,22.9116,7.0626
2017/10/12,16.5547,6.9992,23.0607,7.2306
2017/10/13,16.5547,6.6901,23.6184,7.1614
2017/10/16,16.5547,6.4101,21.3598,7.1219
2017/10/17,16.5547,6.2643,21.6139,7.1219
2017/10/18,16.5547,5.891,20.2664,7.0725
2017/10/19,16.5547,5.8677,20.3493,6.8354
2017/10/20,16.5547,5.8968,20.7634,6.9046
2017/10/23,16.5547,5.856,21.2218,7.033
2017/10/24,16.5547,5.6052,20.8187,6.9737
2017/10/25,16.5547,5.646,21.0506,6.9935
2017/10/26,16.5547,5.646,21.7685,7.0429
2017/10/27,16.5547,5.4302,21.3433,7.2602
2017/10/30,16.5547,5.3602,20.4266,7.5565
2017/10/31,16.5547,5.401,20.7634,7.5466
2017/11/1,14.8962,5.4069,21.3322,7.7047
2017/11/2,13.5854,5.3894,20.8739,7.5565
2017/11/3,13.486,5.3835,21.0892,7.3688
2017/11/6,13.2179,5.4944,21.774,7.4775
2017/11/7,13.486,5.5119,21.89,7.8726
2017/11/8,13.3867,5.5644,22.5581,7.764
2017/11/9,13.4165,5.4885,22.7514,8.0899
2017/11/10,13.1981,5.5935,23.1545,8.1492
2017/11/13,13.069,5.3369,22.895,8.1393
2017/11/14,12.8803,5.4244,22.5305,7.7541
2017/11/15,12.483,5.5585,22.7293,7.9121
2017/11/16,12.5625,5.2027,21.5476,7.8529
2017/11/17,12.3937,4.6953,19.5209,7.8726
2017/11/20,12.6121,4.7011,19.7363,8.0109
2017/11/21,13.0292,4.6661,19.9793,8.1294
2017/11/22,12.8604,4.6311,19.9738,8.08
2017/11/23,12.5625,4.497,19.2559,8.0899
2017/11/24,12.6817,4.5611,19.2559,7.6849
2017/11/27,13.347,4.4503,18.3226,7.033
2017/11/28,13.2477,4.567,19.0129,7.0824
2017/11/29,13.0491,4.5436,18.5601,6.9737
2017/11/30,13.7244,4.5495,18.9411,6.875
2017/12/1,14.0322,4.6545,19.7197,6.954
2017/12/4,13.7542,4.5436,18.538,7.033
2017/12/5,13.7542,4.2695,17.5606,6.9639
2017/12/6,13.8833,4.3745,18.3723,6.9243
2017/12/7,13.7542,4.3862,18.411,6.8453
2017/12/8,13.7442,4.5203,18.9466,6.8947
2017/12/11,14.3103,4.5378,19.162,6.9836
2017/12/12,14.1514,4.4212,18.8251,6.8651
2017/12/13,14.1713,4.5261,19.0129,6.9046
2017/12/14,14.0521,4.497,18.9025,6.875
2017/12/15,13.9031,4.5028,19.0681,6.7465
2017/12/18,13.6449,4.4328,19.7142,6.628
2017/12/19,13.7145,4.4912,20.4873,6.6873
2017/12/20,13.5953,4.3745,20.3603,6.5095
2017/12/21,13.4563,4.3745,20.2167,6.5984
2017/12/22,13.784,4.322,19.5651,6.549
2017/12/25,13.6549,4.2695,19.7308,6.4403
2017/12/26,13.5357,4.3162,20.2885,6.5292
2017/12/27,13.5059,4.3045,19.8357,6.4305
2017/12/28,13.3073,4.3103,19.8799,6.3317
2017/12/29,13.2477,4.462,19.8081,6.2527
2018/1/2,13.2477,4.4503,19.8633,6.3613
2018/1/3,13.3967,4.5261,19.8633,6.6181
2018/1/4,13.4364,4.4737,19.659,6.5984
2018/1/5,13.2179,4.532,19.5375,6.6478
2018/1/8,13.3867,4.5145,19.4712,6.7465
2018/1/9,13.208,4.4737,19.416,6.707
2018/1/10,13.1881,4.4912,19.4602,6.5984
2018/1/11,13.1782,4.6778,20.156,6.6478
2018/1/12,13.1484,4.5203,19.9958,6.549
2018/1/15,12.9399,4.3337,19.6645,6.3317
2018/1/16,12.8703,4.3453,20.0455,6.3909
2018/1/17,12.6618,4.3745,21.2218,6.7268
2018/1/18,12.7313,4.357,20.9788,6.7663
2018/1/19,12.6519,4.3628,21.4427,6.8058
2018/1/22,12.7512,4.3978,21.4427,6.7663
2018/1/23,12.7611,4.3687,21.4427,6.875
2018/1/24,12.7114,4.4795,21.4427,6.8651
2018/1/25,12.7015,4.4795,21.4427,7.1812
2018/1/26,12.7214,4.497,21.4427,7.1614
2018/1/29,12.7611,4.3803,21.4427,7.0528
2018/1/30,12.7611,4.3453,21.4427,6.8256
2018/1/31,12.771,4.0945,21.4427,6.8947
2018/2/1,12.8207,3.8612,21.4427,6.6181
2018/2/2,12.8108,3.7037,21.4427,6.7564
2018/2/5,12.8902,3.6804,21.4427,6.8157
2018/2/6,12.483,3.3946,21.4427,6.4305
2018/2/7,12.4632,3.4529,21.4427,6.4403
2018/2/8,12.483,3.5521,21.4427,6.4502
2018/2/9,12.483,3.4879,21.4427,5.9366
2018/2/12,12.7214,3.5929,21.4427,6.0551
2018/2/13,12.6419,3.5754,21.4427,6.0353
2018/2/14,12.7114,3.5871,21.4427,6.0551
2018/2/22,12.6916,3.6454,21.4427,6.1736
2018/2/23,12.8803,3.6221,21.4427,6.2131
2018/2/26,12.8803,3.7096,21.4427,6.4305
2018/2/27,12.8008,3.7271,21.4427,6.3712
2018/2/28,12.8207,3.7796,21.4427,6.3416
2018/3/1,12.8902,3.9021,21.4427,6.3218
2018/3/2,12.6419,3.8437,21.4427,6.3613
2018/3/5,13.1782,3.8729,21.4427,6.302
2018/3/6,13.1782,3.9545,21.4427,6.2329
2018/3/7,13.1285,3.8729,21.4427,6.1144
2018/3/8,13.3073,3.8729,21.4427,6.144
2018/3/9,13.6549,4.0129,21.4427,6.223
2018/3/12,13.6251,4.4153,21.4427,6.2823
2018/3/13,13.7145,4.3803,21.4427,6.1835
2018/3/14,13.4265,4.2345,21.4427,6.1144
2018/3/15,13.5059,4.1762,21.4427,6.1539
2018/3/16,13.347,4.2287,21.4427,6.0946
2018/3/19,13.6549,4.2695,21.4427,6.0847
2018/3/20,13.5655,4.1995,21.4427,6.065
2018/3/21,13.4364,4.1179,21.4427,6.0551
2018/3/22,13.2874,4.1529,21.4427,5.9958
2018/3/23,12.7909,3.7621,21.4427,5.6007
2018/3/26,13.208,3.8554,21.4427,5.5612
2018/3/27,13.8733,3.9954,21.4427,5.7192
2018/3/28,13.8138,4.0537,21.4427,5.6106
2018/3/29,13.7542,4.1704,21.4427,5.7094
2018/3/30,13.9826,4.2695,21.4427,5.6995
2018/4/2,14.2011,4.1762,21.4427,5.6303
2018/4/3,13.9826,4.0829,21.4427,5.581
2018/4/4,14.0322,3.9662,21.4427,5.5118
2018/4/9,13.8038,3.8904,21.4427,5.5019
2018/4/10,13.9031,3.9021,21.4427,5.6007
2018/4/11,13.9329,3.8962,21.4427,5.5908
2018/4/12,13.774,3.8962,21.4427,5.5217
2018/4/13,13.8733,3.8846,21.4427,5.5217
2018/4/16,13.9528,4.0479,21.4427,5.4032
2018/4/17,13.6549,4.0479,21.4427,5.2254
2018/4/18,13.8535,3.9662,21.4427,5.1463
2018/4/19,13.9031,3.8962,21.4427,5.1463
2018/4/20,13.6847,3.7854,21.4427,5.008
2018/4/23,13.6847,3.9312,21.4427,5.5118
2018/4/24,13.8833,4.1937,21.4427,5.5908
2018/4/25,14.1415,4.1587,21.4427,5.6699
2018/4/26,14.0024,3.9837,21.4427,5.6106
2018/4/27,14.0918,4.0129,21.4427,5.6402
2018/5/2,14.499,3.7796,21.4427,5.6303
2018/5/3,14.638,3.8671,21.4427,5.6699
2018/5/4,14.5288,3.8379,21.4427,5.7785
2018/5/7,14.6877,3.9312,21.4427,5.7983
2018/5/8,14.6579,4.0129,21.4427,5.8872
2018/5/9,14.499,4.007,21.4427,5.7884
2018/5/10,14.6777,4.0129,21.4427,5.739
2018/5/11,14.5784,3.9195,21.4427,5.6106
2018/5/14,14.5884,3.9312,21.4427,5.6797
2018/5/15,14.5387,4.007,21.4427,5.8279
2018/5/16,14.3103,3.9779,23.5853,5.7291
2018/5/17,14.3997,3.9604,25.9432,5.6896
2018/5/18,14.5189,3.937,25.5622,5.7489
2018/5/21,14.4493,4.0129,25.4242,5.9267
2018/5/22,14.36,4.0129,26.3298,5.9168
2018/5/23,14.1514,3.8904,25.5125,5.8279
2018/5/24,13.8833,3.8671,24.7946,5.8378
2018/5/25,13.8932,3.7796,23.7088,5.6501
2018/5/28,13.9329,3.7912,22.5234,5.6303
2018/5/29,14.0521,3.7504,21.6866,5.4921
2018/5/30,13.3569,3.5813,20.1824,5.2649
2018/5/31,13.4761,3.6221,20.2621,5.3636
2018/6/1,13.1782,3.5929,20.1724,5.3636
2018/6/4,13.2974,3.5988,19.9134,5.413
2018/6/5,13.6946,3.6687,21.9057,5.4427
2018/6/6,13.9031,3.6571,24.0973,5.4032
2018/6/7,13.7244,3.5871,22.2245,5.4032
2018/6/8,13.7542,3.4996,21.577,5.2747
2018/6/11,13.4265,3.4879,20.3816,5.2747
2018/6/12,13.486,3.5404,22.4238,5.413
2018/6/13,13.4761,3.4821,24.6651,5.2747
2018/6/14,13.4165,3.4296,25.0238,5.3044
2018/6/15,13.3768,3.3946,25.4023,5.2846
2018/6/19,12.9299,3.0855,22.8621,4.9191
2018/6/20,13.1881,3.1438,21.9257,4.929
2018/6/21,12.9101,2.998,24.1172,4.7907
2018/6/22,12.8306,3.0505,25.0835,4.8401
2018/6/25,12.8306,3.0388,25.8705,4.7216
2018/6/26,12.7909,3.0913,25.6414,4.7512
2018/6/27,12.4731,3.0913,26.1693,4.7216
2018/6/28,12.2943,3.0505,24.1073,4.7611
2018/6/29,12.6717,3.1613,26.518,4.8801
2018/7/2,12.5128,3.103,29.1678,4.7611
2018/7/3,12.4632,3.1905,32.0866,4.8504
2018/7/4,12.4036,3.1905,28.8789,4.771
2018/7/5,12.1652,3.033,25.99,4.6818
2018/7/6,12.1652,3.0505,24.5655,4.7313
2018/7/9,12.1652,3.1146,25.9701,4.8107
2018/7/10,12.1652,3.1613,26.3785,4.9
2018/7/11,12.1652,3.0505,25.2628,4.7512
2018/7/12,12.1652,3.1613,25.8805,4.9099
2018/7/13,12.1652,3.173,26.3387,4.9099
2018/7/16,12.7114,3.2721,26.8966,4.9694
2018/7/17,12.0957,3.2371,26.1295,4.9297
2018/7/18,11.917,3.1905,23.908,4.8702
2018/7/19,11.9567,3.1263,23.3303,4.9297
2018/7/20,12.0163,3.1846,23.3801,4.9892
2018/7/23,12.1752,3.3654,22.354,5.1083
2018/7/24,12.205,3.4238,23.6989,5.2868
2018/7/25,12.5625,3.3538,22.8621,5.2273
2018/7/26,12.493,3.3654,21.9157,5.1579
2018/7/27,12.5724,3.3013,21.9655,5.1876
2018/7/30,12.483,3.243,21.049,5.1579
2018/7/31,12.6717,3.2546,21.1686,5.1678
2018/8/1,12.6419,3.1905,20.5908,5.1182
2018/8/2,12.4532,3.0621,19.1464,5.0587
2018/8/3,12.5426,3.0447,18.7778,5.0686
2018/8/6,12.6022,3.0388,18.6782,5.138
2018/8/7,12.8803,3.1321,19.2759,5.267
2018/8/8,12.7909,3.0505,18.1203,5.2075
2018/8/9,12.9498,3.138,19.2161,5.2967
2018/8/10,12.9597,3.1496,19.5946,5.3463
2018/8/13,12.9101,3.1438,19.9034,5.3761
2018/8/14,12.9599,3.1263,19.6943,5.3761
2018/8/15,12.8702,3.0621,19.236,5.2868
2018/8/16,12.7806,3.0855,19.2858,5.5745
2018/8/17,12.7308,3.0272,18.3295,5.3662
2018/8/20,12.7308,3.0796,18.728,5.6042
2018/8/21,12.7806,3.0971,18.728,5.6836
2018/8/22,12.6809,3.0388,16.8552,5.5844
2018/8/23,12.6212,3.0563,16.5065,5.6637
2018/8/24,12.5514,3.0388,16.6261,5.5943
2018/8/27,12.661,3.0971,17.2437,5.6736
2018/8/28,12.8503,3.1263,17.154,5.7133
2018/8/29,12.7507,3.1846,16.9548,5.6736
2018/8/30,12.7606,3.103,16.3471,5.505
2018/8/31,12.6909,3.068,16.1678,5.5645
2018/9/3,12.7108,3.0505,15.5701,5.4257
2018/9/4,12.671,3.0913,17.1241,5.4554
2018/9/5,12.5813,3.4004,16.6759,5.5149
2018/9/6,12.5216,3.4588,16.7057,5.7629
2018/9/7,12.6013,3.2955,16.118,5.6836
2018/9/10,12.5216,3.208,15.3011,5.4951
2018/9/11,12.5315,3.2488,15.6697,5.5546
2018/9/12,12.5216,3.2313,15.6697,5.386
2018/9/13,12.5514,3.2838,16.2973,5.505
2018/9/14,12.5116,3.1788,15.4605,5.4257
2018/9/17,12.4518,3.0563,15.5303,5.2769
