ÈÕÆÚ,000032.SZ,000063.SZ,000070.SZ,000586.SZ,000836.SZ,000851.SZ,000971.SZ,002017.SZ,002089.SZ,002093.SZ,002104.SZ,002115.SZ,002194.SZ,002231.SZ,002281.SZ,002313.SZ,002359.SZ,002396.SZ,002446.SZ,002491.SZ,002544.SZ,002583.SZ,002792.SZ,002897.SZ,002902.SZ,002908.SZ,002929.SZ,200468.SZ,300017.SZ,300025.SZ,300028.SZ,300050.SZ,300081.SZ,300098.SZ,300134.SZ,300183.SZ,300205.SZ,300211.SZ,300213.SZ,300252.SZ,300308.SZ,300310.SZ,300312.SZ,300353.SZ,300383.SZ,300394.SZ,300414.SZ,300502.SZ,300504.SZ,300513.SZ,300531.SZ,300548.SZ,300555.SZ,300560.SZ,300563.SZ,300565.SZ,300570.SZ,300571.SZ,300590.SZ,300597.SZ,300603.SZ,300615.SZ,300620.SZ,300627.SZ,300628.SZ,300638.SZ,300689.SZ,300698.SZ,300710.SZ,300711.SZ,600105.SH,600130.SH,600260.SH,600289.SH,600293.SH,600345.SH,600355.SH,600462.SH,600485.SH,600487.SH,600498.SH,600522.SH,600734.SH,600775.SH,600776.SH,600804.SH,601869.SH,603042.SH,603083.SH,603118.SH,603220.SH,603236.SH,603322.SH,603421.SH,603559.SH,603602.SH,603703.SH,603712.SH,603803.SH,900941.SH
2015/1/12,9.1434,15.5431,4.5301,10.22,2.6602,8.0577,4.6638,9.4062,5.7527,6.0442,12.3276,6.2544,10.7015,7.7169,11.5998,11.2899,3.7534,17.7728,8.5012,6.4667,25.161,4.4287,,,,,,4.53,8.9399,9.9357,10.8712,7.7842,10.1003,4.2377,21.8086,23.6984,13.7639,5.1329,11.5157,13.1122,6.3369,5.0752,10.2485,8.4886,4.4415,,,,,,,,,,,,,,,,,,,,,,,,,,3.5399,5.14,6.3519,10.1023,4.1895,14.0952,3.47,5.93,40.6991,4.3946,15.4976,5.9599,5,10.449,7.9141,17.4999,,,,,,,,,,,,,,0.5314
2015/1/13,9.1024,15.6,4.5301,10.22,2.7165,8.3495,4.6788,9.7522,6.328,6.2632,12.9217,6.4998,11.2465,7.8666,12.2426,11.4593,3.7534,17.7728,8.5012,6.6829,26.4239,4.5365,,,,,,4.57,8.7307,9.9357,10.8712,8.2131,10.1003,4.4494,22.2699,23.7596,14.5591,5.2902,11.8963,13.1122,6.6708,5.2912,10.5528,8.8639,4.5881,,,,,,,,,,,,,,,,,,,,,,,,,,3.5399,5.23,6.4081,10.5187,4.2025,14.6521,3.535,6.04,42.8659,4.3946,16.2149,6.133,5.12,10.3717,8.3098,18.1266,,,,,,,,,,,,,,0.5416
2015/1/14,9.1844,15.5675,4.5301,10.22,2.6867,8.3281,4.6788,9.8422,6.1045,6.1935,13.0504,6.3882,11.1772,7.8167,12.3037,11.4095,3.7534,17.7728,8.5012,6.5519,26.049,4.4467,,,,,,4.53,8.6889,9.9357,10.8712,8.1194,10.1003,4.2928,22.2584,23.3925,14.7162,5.2604,11.6133,13.1122,6.7916,5.1712,10.3682,9.3824,4.5435,,,,,,,,,,,,,,,,,,,,,,,,,,3.5399,5.11,6.2746,10.3105,4.1764,14.5177,3.505,5.97,41.8774,4.3946,16.0733,6.0407,5.05,10.6037,8.2037,17.7795,,,,,,,,,,,,,,0.5407
2015/1/15,9.6272,15.9573,4.5301,10.22,2.7662,8.3495,4.6788,9.6484,6.0879,6.2234,12.9316,6.3733,11.2663,8.0164,12.2908,11.3995,3.7534,17.7728,8.5012,6.506,26.1575,4.4467,,,,,,4.57,8.9354,9.9357,10.8712,8.0109,10.1003,4.2652,22.4025,23.063,14.3922,5.2658,11.3449,13.1122,6.8271,5.1541,10.3582,9.1602,4.601,,,,,,,,,,,,,,,,,,,,,,,,,,3.5399,5.12,6.3238,10.3699,4.2221,14.5465,3.545,6.09,42.0072,4.3946,15.9884,6.1484,5.14,10.594,8.2326,17.9145,,,,,,,,,,,,,,0.5435
2015/1/16,9.537,16.0547,4.5301,10.22,2.8391,8.6841,4.6788,9.863,6.477,6.333,13.2782,6.3733,11.4447,8.1961,12.3647,11.539,3.7534,17.7728,8.5012,6.1752,26.4141,4.514,,,,,,4.58,9.6078,9.9357,10.8712,8.3314,10.1003,4.3754,22.8638,23.6749,15.0009,5.3689,11.7743,13.1122,6.8981,5.2638,10.7025,9.3281,4.7269,,,,,,,,,,,,,,,,,,,,,,,,,,3.5291,5.3,6.4573,10.6872,4.3461,14.8442,3.565,6.05,40.8988,4.3946,16.2999,6.233,5.17,10.681,8.2905,18.7437,,,,,,,,,,,,,,0.5444
2015/1/19,9.0614,14.6174,4.5301,10.22,2.743,8.5417,4.6788,9.8561,6.2824,6.1637,12.9514,6.3957,11.1573,8.0064,12.0144,11.2201,3.7534,17.7728,8.5012,6.1752,26.0786,4.4422,,,,,,4.46,9.3837,9.9357,10.8712,8.4694,10.1003,4.4012,22.9042,22.6912,14.7849,5.3228,12.0329,13.1122,6.9194,5.3392,10.5179,9.096,4.7913,,,,,,,,,,,,,,,,,,,,,,,,,,3.1773,5.26,6.2465,9.9932,4.2874,14.3833,3.53,6.32,40.8289,4.8352,15.0446,5.9791,4.92,10.2267,7.9913,18.0109,,,,,,,,,,,,,,0.5342
2015/1/20,9.496,15.4944,4.5301,10.22,3.018,8.862,4.6788,10.2783,6.3693,6.4823,13.8129,6.708,11.633,8.2759,12.4676,11.5589,3.7534,17.7728,8.5012,6.1752,28.1211,4.5949,,,,,,4.55,10.1607,9.9357,10.8712,9.1103,10.1003,4.6594,23.723,23.2277,15.5408,5.5453,13.2382,13.1122,7.3883,5.5176,11.2563,9.6787,4.9885,,,,,,,,,,,,,,,,,,,,,,,,,,3.2419,5.48,6.4854,10.6575,4.4766,14.873,3.685,6.43,41.5079,5.0532,16.2715,6.2677,5.14,10.5844,8.3098,19.8139,,,,,,,,,,,,,,0.5398
2015/1/21,9.6764,15.9816,4.5301,10.22,3.0478,8.9688,4.6788,10.306,6.5101,6.562,13.9614,6.708,11.7321,8.4656,12.699,11.7881,3.7534,17.7728,8.5012,6.1752,28.7328,4.6757,,,,,,4.62,10.0681,9.9357,10.8712,9.2927,10.1003,4.8177,23.6019,23.6702,15.5408,5.6185,13.3309,13.1122,7.4238,5.5759,11.8052,9.738,5.2521,,,,,,,,,,,,,,,,,,,,,,,,,,3.3101,5.51,6.5838,10.8557,4.5484,15.2474,3.725,6.53,42.5763,5.0323,16.6491,6.3908,5.27,10.8067,8.5704,20.1225,,,,,,,,,,,,,,0.5398
2015/1/22,9.6682,16.006,4.5301,10.22,3.1968,9.0328,4.6788,10.306,6.717,6.6715,13.9416,6.9237,11.8411,8.5455,12.8404,11.9874,3.7534,17.7728,8.5012,6.1752,29.3742,4.9857,,,,,,4.69,10.1009,9.9357,10.8712,9.2927,10.1003,4.7868,23.9422,23.6278,15.7863,5.8166,13.7359,13.1122,7.6085,5.6547,11.9499,10.054,5.2213,,,,,,,,,,,,,,,,,,,,,,,,,,3.3101,5.66,6.8157,11.1432,4.5027,15.6987,3.785,6.6,42.9558,5.0463,17.3664,6.3908,5.3,11.6476,8.9179,19.9586,,,,,,,,,,,,,,0.5435
2015/1/23,9.6764,15.9816,4.5301,10.22,3.1273,8.7766,4.6788,10.2713,6.5266,6.9005,13.496,6.7749,11.7023,8.3758,12.5222,11.838,3.7534,17.7728,8.5012,6.1752,29.5419,4.833,,,,,,4.54,9.6228,9.9357,10.8712,8.9624,10.1003,4.6818,23.2387,22.7571,15.0107,5.6646,12.8771,13.1122,7.6085,5.7233,11.9848,9.7874,5.0063,,,,,,,,,,,,,,,,,,,,,,,,,,3.3245,5.6,7.0335,10.9053,4.5158,15.3626,3.73,6.5,41.9373,4.8213,16.9511,6.4447,5.27,11.2997,8.8021,20.7974,,,,,,,,,,,,,,0.5426
2015/1/26,9.9142,16.5501,4.5301,10.22,3.2134,9.0328,4.6788,10.4098,6.5514,6.9005,13.8624,6.9534,11.8807,8.6553,12.7054,12.117,3.7534,17.7728,8.5012,6.1752,30.3905,4.9991,,,,,,4.53,10.0188,9.9357,10.8712,9.2877,10.1003,4.785,23.4059,23.1807,15.2267,5.8166,13.3992,13.1122,7.5943,5.761,12.374,9.9009,5.0539,,,,,,,,,,,,,,,,,,,,,,,,,,3.4824,5.62,7.0546,11.1333,4.6398,15.4971,3.97,6.45,41.488,4.8352,17.3003,6.5062,5.39,11.6283,9.0819,21.9351,,,,,,,,,,,,,,0.5454
2015/1/27,10.1848,16.3146,4.5301,10.22,3.2002,9.5169,4.6788,10.2506,6.6177,6.801,13.7832,6.8939,11.8212,8.5655,13.0268,12.1568,3.7534,17.7728,8.5012,6.1752,29.7294,4.9812,,,,,,4.53,9.9978,9.9357,10.8712,9.8448,10.1003,4.785,22.9446,25.5011,15.2954,5.8003,13.1455,13.1122,7.4309,5.689,12.374,9.9948,5.2481,,,,,,,,,,,,,,,,,,,,,,,,,,3.5076,5.79,7.1881,11.0837,4.6854,15.3819,3.97,6.46,42.8359,4.8468,17.036,6.5562,5.43,11.7443,9.0047,22.128,,,,,,,,,,,,,,0.5463
2015/1/28,9.9634,15.9816,4.5301,10.22,3.1968,9.403,4.6788,10.126,6.477,6.7113,13.5653,7.0947,11.6528,8.6054,12.9818,12.3461,3.7534,17.7728,8.5012,6.1752,28.5552,5.062,,,,,,4.53,9.699,9.9357,10.8712,9.5638,10.1003,4.7954,22.7831,26.273,15.3543,5.8762,13.5261,13.1817,7.3599,5.9325,11.9898,10.4886,5.2501,,,,,,,,,,,,,,,,,,,,,,,,,,3.5578,5.7,6.9281,10.9152,4.6854,15.3626,3.97,6.77,41.3981,4.8468,16.9794,6.5024,5.38,11.783,9.1688,21.1638,,,,,,,,,,,,,,0.5472
2015/1/29,9.8076,15.6893,4.5301,10.22,3.1737,9.4314,4.6788,9.946,6.2949,6.7213,13.595,6.9014,11.5339,8.6154,12.7794,12.117,3.7534,17.7728,8.5012,6.1752,28.9104,5.1114,,,,,,4.52,9.3688,9.9357,10.8712,9.5589,10.1003,4.7541,22.7946,25.9718,15.0303,5.6619,13.365,12.5926,7.3457,5.8468,12.5885,10.3947,5.4057,,,,,,,,,,,,,,,,,,,,,,,,,,3.5219,5.51,7.2794,10.6376,4.6854,15.1226,4.365,6.61,41.1984,4.7262,16.4698,6.4485,5.39,11.5993,9.2846,21.5012,,,,,,,,,,,,,,0.5491
2015/1/30,9.8404,15.5756,4.5301,10.22,3.2763,9.3674,4.6788,10.0083,6.3321,6.7512,13.199,6.8195,11.5636,8.3259,12.4708,12.0671,3.7534,17.7728,8.5012,6.1752,27.7955,4.9946,,,,,,4.49,9.4121,9.9357,10.8712,9.2286,10.1003,4.9279,22.3449,24.5974,14.402,5.4666,13.1991,12.4445,7.2462,5.761,11.9249,9.975,5.2124,,,,,,,,,,,,,,,,,,,,,,,,,,3.425,5.66,7.1108,10.4889,4.6854,15.0362,4.53,6.45,41.3182,4.6126,16.4509,6.5947,5.35,11.4447,9.1206,22.5233,,,,,,,,,,,,,,0.5472
2015/2/2,9.8404,15.1533,4.5301,11.24,3.2134,9.1325,4.6788,10.0983,6.4273,6.7611,13.3475,6.8865,11.6627,8.2959,12.4644,11.8977,3.7534,17.7728,8.5012,6.1752,27.2034,4.9542,,,,,,4.51,9.8917,9.9357,10.8712,9.2976,10.1003,5.2498,22.3737,26.1459,14.4904,5.7216,13.2723,12.4506,7.1752,5.6444,11.92,9.9503,5.3868,,,,,,,,,,,,,,,,,,,,,,,,,,3.3855,5.73,7.0897,10.6872,4.6854,15.1802,4.71,6.83,40.11,4.5685,16.6019,6.8025,5.43,11.319,8.9082,22.0123,,,,,,,,,,,,,,0.5426
2015/2/3,9.9142,15.535,4.5301,11.65,3.2432,9.467,4.6788,10.4305,6.4976,6.9603,13.6643,7.0501,11.6627,8.4656,12.9079,12.117,3.7534,17.7728,8.5012,6.1752,27.9435,5.1474,,,,,,4.54,10.1786,9.9357,10.8712,9.4751,10.1003,5.2308,22.7773,26.1459,14.9518,5.7352,13.7115,12.8433,7.2889,5.9702,12.5287,10.2466,5.5394,,,,,,,,,,,,,,,,,,,,,,,,,,3.4393,5.78,7.0897,10.9945,4.6854,15.4107,4.65,6.9,39.6008,4.7309,17.0266,6.841,5.5,11.5606,9.0723,21.7519,,,,,,,,,,,,,,0.5463
2015/2/4,9.9798,15.129,4.5301,10.91,3.1405,9.7589,4.6788,10.3198,6.4687,6.8209,13.6643,6.9385,11.6627,8.4756,12.7311,11.9675,3.7534,17.7728,8.5012,6.1752,27.5389,5.0845,,,,,,4.56,10.1816,9.9357,10.8712,9.549,10.1003,5.1809,22.1776,25.5246,15.5114,5.8193,13.5407,13.8101,7.3457,5.9256,13.1224,10.5478,5.7436,,,,,,,,,,,,,,,,,,,,,,,,,,3.3711,5.98,7.0757,10.9549,4.6854,15.2378,4.625,6.94,39.2513,4.6265,16.5169,6.7948,5.41,11.5606,9.1206,21.0867,,,,,,,,,,,,,,0.5463
2015/2/5,9.6764,15.2183,4.5301,10.51,3.0975,9.6379,4.6788,10.5136,6.4563,7.03,14.1693,7.236,11.6627,8.5355,12.8501,12.0671,3.7534,17.7728,8.5012,6.1752,27.1738,5.2102,,,,,,4.59,10.3968,9.9357,10.8712,9.9385,10.1003,5.2481,22.2007,26.1365,16.0219,5.86,13.4187,13.8977,7.2391,6.1245,13.9756,10.8046,5.5295,,,,,,,,,,,,,,,,,,,,,,,,,,3.3675,5.9,7.0757,11.1928,4.6854,15.2762,4.665,7.09,39.6008,4.6427,16.2055,7.0564,5.52,11.377,9.1978,22.8222,,,,,,,,,,,,,,0.5463
2015/2/6,9.3074,14.8123,4.5301,11.56,3.0875,9.4599,4.6788,10.3682,6.179,6.8109,14.506,7.0501,11.6627,8.3259,12.4387,11.7283,3.7534,17.7728,8.5012,6.1752,26.197,5.0351,,,,,,4.56,10.2205,9.9357,10.8712,9.273,10.1003,5.119,21.503,25.2752,15.4328,6.0553,12.5697,13.5956,6.7916,5.9771,13.9956,10.212,5.1857,,,,,,,,,,,,,,,,,,,,,,,,,,3.2706,5.8,7.0757,10.8062,4.6854,14.6521,4.65,7.04,38.6222,4.5082,15.8091,6.9795,5.36,11.1257,9.1688,21.9737,,,,,,,,,,,,,,0.5435
2015/2/9,9.2828,14.861,4.5301,12.72,3.114,9.2464,4.6788,10.2644,6.1252,6.8109,14.9615,6.9014,11.1078,8.1162,12.1333,11.5789,3.7534,19.5494,8.5012,6.1752,26.8581,4.9318,,,,,,4.54,9.8245,9.9357,10.8712,8.9673,10.1003,4.9882,21.4799,23.9808,15.0009,5.9441,13.8286,13.8222,6.5642,5.7885,12.9827,9.8515,5.15,,,,,,,,,,,,,,,,,,,,,,,,,,3.285,5.92,7.0757,10.9251,4.6854,14.5369,4.52,6.86,37.1445,4.4758,15.8846,6.6717,5.2,10.9807,9.2074,22.8511,,,,,,,,,,,,,,0.5407
2015/2/10,9.4058,15.2183,4.5301,12.25,3.2233,9.7162,4.6788,10.1537,6.15,6.8806,15.1595,6.946,11.1871,8.246,12.2747,11.7184,3.7534,18.6579,8.5012,6.1752,26.8976,5.0081,,,,,,4.63,10.467,9.9357,10.8712,9.3075,10.1003,5.415,21.7394,24.5692,15.6095,6.2208,14.9119,13.9279,6.8271,5.8125,14.1602,9.3824,5.3274,,,,,,,,,,,,,,,,,,,,,,,,,,3.2993,5.79,7.0757,10.8656,4.6854,14.8634,4.38,7.24,37.444,4.4595,16.2149,6.7794,5.22,11,9.2074,23.4489,,,,,,,,,,,,,,0.5444
2015/2/11,9.455,15.9979,4.5301,12.6,3.3956,9.7162,4.6788,11.0327,6.3776,7.1694,15.2486,7.117,11.5339,8.4057,12.4387,11.8778,3.7534,20.5256,8.5012,6.1752,28.6342,4.9587,,,,,,4.65,10.3863,9.9357,10.8712,9.2385,10.1003,5.6698,22.6101,24.748,16.1593,6.2154,14.7801,13.7165,6.891,5.9016,14.769,9.333,5.4949,,,,,,,,,,,,,,,,,,,,,,,,,,3.3245,5.73,7.0757,11.3812,4.6854,14.9882,4.425,7.14,39.7306,4.6219,16.6491,6.9218,5.26,11.1837,9.5163,25.2905,,,,,,,,,,,,,,0.5491
2015/2/12,9.8486,15.9004,4.5301,12.21,3.4089,10.008,4.6788,10.9981,6.4811,7.3884,15.8031,7.2434,12.0789,8.5555,12.8694,12.0572,3.7534,20.9681,8.5012,6.1752,28.348,5.0171,,,,,,4.65,10.2459,9.9357,10.8712,9.7265,10.1003,5.878,22.3737,24.1361,16.2968,6.2181,14.6386,13.9521,6.9265,6.0525,14.8588,9.3676,5.5067,,,,,,,,,,,,,,,,,,,,,,,,,,3.4501,6.3,7.0757,11.2721,4.6854,15.2186,4.43,7.12,39.3711,4.7309,16.7907,6.9141,5.3,11.6863,9.7479,25.2905,,,,,,,,,,,,,,0.5519
2015/2/13,9.8404,15.9898,4.5301,12.09,3.379,9.9439,4.6788,11.0742,6.5142,7.3685,15.615,7.2955,12.2176,8.6753,12.7569,12.117,3.7534,21.4627,8.5012,6.1752,28.348,5.0396,,,,,,4.73,10.5178,9.9357,10.8712,9.9089,10.1003,5.878,22.7139,24.6445,16.9742,6.2805,15.4388,14.508,7.1041,6.32,14.9187,9.496,5.6891,,,,,,,,,,,,,,,,,,,,,,,,,,3.4465,6.18,7.0757,11.51,4.6854,15.3338,4.54,7.17,42.3766,4.703,16.7718,6.8102,5.41,11.8216,9.6321,25.2905,,,,,,,,,,,,,,0.5537
2015/2/16,9.9634,16.7531,4.5301,12.22,3.7169,10.2714,4.6788,11.3165,6.6425,7.5577,15.7338,7.6822,12.3167,8.8749,13.2743,12.3163,3.7534,22.12,8.5012,6.1752,28.0717,5.2731,,,,,,4.85,11.0557,9.9357,11.9614,10.3526,10.1003,5.878,23.1233,26,17.6025,6.3863,16.0732,15.2241,7.6156,6.4572,15.1681,10.3701,5.9606,,,,,,,,,,,,,,,,,,,,,,,,,,3.4968,6.32,7.0757,11.9066,4.6854,15.958,4.575,7.08,43.8444,4.8074,17.272,7.018,5.5,11.812,9.8058,25.2905,,,,,,,,,,,,,,0.5602
2015/2/17,10.1684,16.4283,4.5301,12.4,3.8296,10.0507,4.6788,11.2127,6.5721,7.4382,15.8724,7.6227,12.2969,8.7951,13.1747,12.3561,3.7534,21.4302,8.5012,6.1752,27.7659,5.2282,,,,,,4.88,10.863,9.9357,13.1591,10.4413,10.1003,5.878,23.0311,27.252,17.1901,6.2886,16.1952,15.1002,7.6014,6.608,15.3428,10.1972,5.7832,11.6853,,,,,,,,,,,,,,,,,,,,,,,,,3.5147,6.29,7.434,11.7678,4.6854,16.006,4.68,7.42,43.8444,4.812,16.9889,7.0333,5.61,11.7153,9.7093,25.2905,,,,,,,,,,,,,,0.5611
2015/2/25,10.1766,15.9654,4.5301,13.64,3.9654,9.9155,4.6788,12.3339,6.5101,7.3884,16.0605,7.5112,12.3563,8.9548,13.3386,12.3461,3.7534,20.9942,8.5012,6.1752,28.5651,5.2552,,,,,,4.88,10.5641,9.9357,14.4719,9.8596,10.1003,5.878,23.4116,27.252,17.9068,6.1774,16.3952,14.5956,7.6014,6.368,14.6692,10.7997,5.5642,12.8527,,,,,,,,,,,,,,,,,,,,,,,,,3.5255,6.78,7.7291,11.8967,4.6854,16.0732,4.84,7.45,40.9288,4.7448,16.6868,7.2719,5.57,11.986,9.5645,25.2905,,,,7.2666,,,,,,,,,,0.5565
2015/2/26,10.5128,16.2415,4.5301,13.18,3.9654,9.887,4.6788,11.9809,6.5059,7.6872,15.7833,7.5484,12.5149,9.8533,13.1297,12.4657,3.7534,21.0202,8.5012,6.1752,28.2197,5.1878,,,,,,4.85,11.0094,9.9357,15.2934,9.8645,10.1003,5.878,23.2906,27.1485,17.3472,6.2018,15.839,14.4416,7.5872,6.3817,14.26,11.4317,5.6534,14.1376,,,,,,,,,,,,,,,,,,,,,,,,,3.5183,6.79,7.6729,11.8075,4.6854,16.0252,5.06,7.38,41.1884,4.7077,16.8473,7.2026,5.62,12.7399,9.6031,25.2905,,,,7.9929,,,,,,,,,,0.5602
2015/2/27,10.9639,16.6963,4.5301,13.17,3.8992,9.9297,4.6788,12.417,6.7998,7.8365,16.4368,7.6748,12.8914,10.1028,13.1779,12.8444,3.7534,21.5799,8.5012,6.1752,28.7032,5.3136,,,,,,4.85,12.1107,9.9357,16.8212,10.0913,10.1003,5.878,23.7057,28.1463,17.8381,6.2669,15.9317,14.792,7.6725,6.6663,14.6592,12.5774,6.025,15.5514,,,,,,,,,,,,,,,,,,,,,,,,,3.5542,6.84,7.9118,12.3032,4.6854,16.2268,5.09,7.33,41.6078,4.9721,17.9138,7.2719,5.7,12.7689,9.7479,25.2905,,,,8.7909,,,,,,,,,,0.5583
2015/3/2,10.9721,16.6069,4.5301,13.29,3.9058,9.9297,4.6788,12.5969,6.9281,7.8863,16.5457,7.8458,12.931,10.3824,13.48,13.0935,3.7534,21.5994,8.5012,6.1752,29.3051,5.3674,,,,,,4.82,12.547,9.9357,18.5026,10.3279,10.1003,5.878,24.0171,29.0688,17.9068,6.3809,16.0683,14.8917,7.7648,6.9201,15.3677,13.5403,6.0528,17.1054,,,,,,,,,,,,,,,,,,,,,,,,,3.6691,6.89,7.9399,12.3726,4.6854,16.342,5.15,7.42,41.6877,5.0138,18.2064,7.4835,5.81,12.9236,10.0278,25.2905,,,,9.6691,,,,,,,,,,0.5667
2015/3/3,10.9885,16.0791,4.5301,13.29,3.9886,9.9795,4.6788,11.9463,6.7956,7.9461,16.2289,7.5707,12.6338,10.1528,13.104,12.9042,3.7534,20.9551,8.5012,6.1752,28.4269,5.9064,,,,,,4.74,11.9463,9.9357,18.8865,10.2934,10.1003,5.878,24.046,28.2922,17.249,6.1909,15.7414,14.4959,7.708,6.8824,14.6692,12.686,5.7902,18.8148,,,,,,,,,,,,,,,,,,,,,,,,,3.5829,6.69,7.687,12.432,4.6854,15.9676,5.135,7.15,40.7291,4.8468,18.3008,7.2026,5.67,12.4596,10.0181,25.2905,,,,10.636,,,,,,,,,,0.5602
2015/3/4,11.4969,16.3796,4.5301,13.11,4.2602,10.2999,4.6788,12.0709,6.8908,8.3344,16.6943,7.6525,12.8121,10.1827,13.7854,13.1035,3.7534,22.0614,8.5012,6.1752,28.4171,6.4275,,,,,,4.76,12.3273,9.9357,19.5774,10.7864,10.1003,5.878,23.6423,29.8595,18.1915,6.3157,15.7414,14.5413,7.8501,7.0058,14.8887,12.7206,6.0944,20.6947,,,,,,,,,,,,,,,,,,,,,,,,,3.5901,6.83,7.7502,12.551,4.6854,16.3228,5.37,7.16,41.438,4.8375,18.4046,7.2911,5.97,12.7496,10.491,25.2905,,,,11.7001,,,,,,,,,,0.5713
2015/3/5,11.4395,16.1603,4.5301,13,4.2636,10.1077,4.6788,11.7179,6.8329,8.185,16.4566,7.5484,12.7031,10.3125,13.525,13.1732,3.7534,22.1135,8.5012,6.1752,27.233,6.7733,,,,,,4.77,11.8044,9.9357,19.2166,10.6484,11.1123,5.878,23.1003,29.323,17.9461,6.682,15.7414,14.3358,8.1485,6.8275,15.0035,12.928,6.0141,22.7642,,,,,,,,,,,,,,,,,,,,,,,,,3.5542,6.71,7.8767,12.2932,4.6854,16.5052,5.72,7.06,40.9587,4.9906,18.8482,7.1988,5.95,13.6485,10.5586,25.2905,,,,12.8697,,,,,,,,,,0.5732
2015/3/6,11.2919,15.8842,4.5301,12.9,4.4491,9.6165,4.6788,11.538,6.7377,7.9162,15.7338,7.4294,12.3761,9.983,13.3643,12.7946,3.7534,21.0657,8.5012,6.1752,25.6543,6.7733,,,,,,4.85,11.4741,9.9357,17.5429,9.9976,12.2236,5.878,22.8984,27.6756,17.0821,6.3374,15.7414,14.0488,8.1982,6.5429,14.4945,12.765,5.8457,23.5867,,,,,,,,,,,,,,,,,,,,,,,,,3.5291,6.78,8.0875,11.976,4.6854,16.2556,5.63,7.1,39.3012,4.9651,17.9138,6.9987,5.87,13.5422,10.1436,25.2905,,,,11.8521,,,,,,,,,,0.5704
2015/3/9,11.2181,16.2253,4.5301,13.27,4.5153,9.9226,4.6788,11.7941,6.7791,8.0954,15.9615,7.8904,12.8914,9.9631,13.7082,13.0337,3.7534,21.0657,8.5012,6.1752,26.2266,6.6925,,,,,,5.02,11.9508,9.9357,18.6485,10.1505,13.4459,5.878,23.1983,28.2498,17.7399,6.408,15.7414,14.0669,8.461,6.6595,14.4696,13.7379,6.4303,21.5665,,,,,,,,,,,,,,,,,,,,,,,,,3.5937,6.97,8.0804,12.1445,4.6854,16.3228,5.605,7.44,39.7206,4.9373,17.9138,6.9987,5.94,13.8225,10.2401,25.2905,,,,10.9738,,,,,,,,,,0.5741
2015/3/10,11.2345,16.1278,4.5301,13.08,4.512,9.9867,4.6788,12.0848,6.8453,8.1651,17.5557,7.8756,12.8418,10.2526,13.8529,13.4024,3.7534,21.4757,8.5012,6.1752,26.7495,7.0698,,,,,,4.99,11.9553,9.9357,20.5141,10.5005,14.7913,5.878,23.1003,30.1043,18.6529,6.5599,15.7414,14.4869,8.4468,6.8001,14.7291,14.4341,7.0734,21.8129,,,,,,,,,,,,,,,,,,,,,,,,,3.6583,6.93,8.5934,12.323,4.6854,16.5052,5.925,7.58,39.5409,5.0486,18.197,6.9987,5.97,13.9675,10.2691,25.2905,,,,11.0794,,,,,,,,,,0.575
2015/3/11,10.8819,16.006,4.5301,13.48,4.3596,9.8585,4.6788,11.8633,6.6839,8.0755,18.031,8.3367,12.8319,10.6419,14.4411,13.4821,3.7534,21.2805,8.5012,6.1752,26.1378,7.7525,,,,,,5.03,11.8238,9.9357,21.0515,10.254,16.2716,5.878,22.7197,29.9584,18.6038,6.6467,15.7414,14.4416,8.8731,6.7006,14.4846,14.3699,7.3777,21.5741,,,,,,,,,,,,,,,,,,,,,,,,,4.0245,6.83,9.1625,12.1346,4.6854,16.8221,5.915,7.6,38.6722,4.8306,18.6877,6.9987,6.09,14.3445,10.1725,25.2905,,,,11.0583,,,,,,,,,,0.575
2015/3/12,10.9721,16.1197,4.5301,12.98,4.3663,10.0934,4.6788,11.9602,6.6549,7.8664,18.3082,8.3664,13.1292,10.5521,14.2707,13.3825,3.7534,21.0202,8.5012,6.1752,25.753,7.4021,,,,,,5.02,11.9538,9.9357,20.3068,10.0667,16.6923,5.878,22.5698,29.1394,18.6431,6.5789,15.7414,13.9159,8.5392,6.488,14.2301,14.0736,7.2518,20.4597,,,,,,,,,,,,,,,,,,,,,,,,,3.9276,6.73,8.8534,12.0851,4.6854,16.4572,5.77,8.02,41.1984,4.7262,18.3008,6.9987,5.99,14.1028,9.883,25.2905,,,,10.6783,,,,,,,,,,0.576
2015/3/13,11.0705,16.3633,4.5301,12.85,4.3828,10.4565,4.6788,12.5277,6.8991,8.2149,18.3676,8.6564,13.2283,10.9015,14.5696,13.5419,3.7534,21.9638,8.5012,6.1752,26.4437,7.2225,,,,,,5.05,12.2526,9.9357,21.6503,11.0723,18.3631,5.878,24.3285,29.1441,20.5084,6.6196,15.7414,14.4808,8.5179,6.8138,14.8638,14.8045,7.9772,21.2519,,,,,,,,,,,,,,,,,,,,,,,,,4.0066,6.8,9.015,12.5014,4.6854,16.6301,5.88,8.04,41.7476,4.7796,18.3857,6.9987,6.11,13.9385,10.549,25.2905,,,,10.9654,,,,,,,,,,0.5834
