ÈÕÆÚ,000032.SZ,000063.SZ,000070.SZ,000586.SZ,000836.SZ,000851.SZ,000971.SZ,002017.SZ,002089.SZ,002093.SZ,002104.SZ,002115.SZ,002194.SZ,002231.SZ,002281.SZ,002313.SZ,002359.SZ,002396.SZ,002446.SZ,002491.SZ,002544.SZ,002583.SZ,002792.SZ,002897.SZ,002902.SZ,002908.SZ,002929.SZ,200468.SZ,300017.SZ,300025.SZ,300028.SZ,300050.SZ,300081.SZ,300098.SZ,300134.SZ,300183.SZ,300205.SZ,300211.SZ,300213.SZ,300252.SZ,300308.SZ,300310.SZ,300312.SZ,300353.SZ,300383.SZ,300394.SZ,300414.SZ,300502.SZ,300504.SZ,300513.SZ,300531.SZ,300548.SZ,300555.SZ,300560.SZ,300563.SZ,300565.SZ,300570.SZ,300571.SZ,300590.SZ,300597.SZ,300603.SZ,300615.SZ,300620.SZ,300627.SZ,300628.SZ,300638.SZ,300689.SZ,300698.SZ,300710.SZ,300711.SZ,600105.SH,600130.SH,600260.SH,600289.SH,600293.SH,600345.SH,600355.SH,600462.SH,600485.SH,600487.SH,600498.SH,600522.SH,600734.SH,600775.SH,600776.SH,600804.SH,601869.SH,603042.SH,603083.SH,603118.SH,603220.SH,603236.SH,603322.SH,603421.SH,603559.SH,603602.SH,603703.SH,603712.SH,603803.SH,900941.SH
2014/1/2,7.2407,11.1811,4.204,6.07,1.9612,6.9188,2.8523,8.398,2.6234,5.1391,9.589,5.0719,8.6998,6.459,11.9763,16.2215,3.8887,14.5391,2.8651,3.8337,7.4961,4.2422,,,,,,4.22,6.6189,6.3,6.0345,6.1623,4.7227,2.6813,6.72,15.1206,17.5815,4.7969,4.7032,5.5155,4.9511,3.8621,7.6389,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4674,3.62,5.2996,8.6776,3.6218,14.1336,2.715,4.98,20.4794,3.2958,14.5912,4.2206,4.87,8.836,5.9368,13.2919,,,,,,,,,,,,,,0.4381
2014/1/3,7.159,11.3999,4.1671,6.1,1.9314,7.0825,2.8573,8.4562,2.6762,5.1093,9.8653,5.3099,8.6212,6.489,11.9189,16.6293,3.9299,14.7449,2.8651,3.7641,7.5746,4.235,,,,,,4.16,6.6621,6.0526,6.3108,6.2411,4.8537,2.6005,6.6344,15.6172,17.1316,4.8592,4.6715,5.5336,4.9314,3.8569,7.6389,5.6975,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4046,3.55,5.1322,8.3419,3.5435,13.6344,2.665,4.97,20.4794,3.2314,14.5819,4.1709,4.87,8.5002,5.8119,13.493,,,,,,,,,,,,,,0.4345
2014/1/6,6.922,11.0434,4.0194,5.93,1.8684,7.0469,2.8123,8.1544,2.7889,4.9801,9.675,5.057,8.1204,6.1096,11.2051,15.9828,4.0182,14.3976,2.8651,3.6746,7.2866,4.1097,,,,,,4.06,6.7636,5.4488,6.0268,6.4926,4.6235,2.5008,6.4156,14.7168,16.4371,4.4231,4.5157,5.4431,4.8565,3.6675,7.6389,5.4441,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5826,3.38,4.9161,7.7595,3.5108,13.1447,2.575,4.86,20.4794,3.1257,13.9309,4.0412,4.87,8.0685,5.7158,14.3453,,,,,,,,,,,,,,0.4299
2014/1/7,6.734,10.8327,4.0276,5.74,1.8717,7.0113,2.7622,8.3927,2.8628,4.99,10.3257,5.1016,8.1597,6.1396,11.2306,16.0425,4.0123,15.0988,2.8651,3.692,7.3193,4.1562,,,,,,4.04,6.7614,5.5428,6.1803,6.3496,4.7227,2.5266,6.7009,14.9952,17.112,4.5374,4.6082,5.4159,4.8841,3.92,7.6389,5.5056,,,,,,,,,,,,,,,,,,,,,,,,,,,2.628,3.41,4.93,7.799,3.6609,13.1735,2.575,4.83,20.4794,3.095,13.9216,4.045,4.87,8.0014,5.6006,14.2208,,,,,,,,,,,,,,0.4299
2014/1/8,6.8811,10.8651,4.1507,5.9,1.8684,7.232,2.7822,8.4033,3.0635,4.9801,10.4362,5.1165,8.2972,6.1695,11.5301,16.5099,3.9123,15.0923,2.8651,3.7467,7.4568,4.1724,,,,,,4.04,7.0038,5.5874,6.2878,6.4334,4.8299,2.5575,6.6962,15.4362,17.5033,4.8052,4.6375,5.7386,4.8683,3.9937,7.6389,5.7246,,,,,,,,,,,,,,,,,,,,,,,,,,,2.607,3.47,4.8185,7.8681,3.6283,13.3847,2.585,4.81,20.4794,3.0751,13.903,4.0526,4.87,7.8862,5.7254,14.556,,,,,,,,,,,,,,0.4326
2014/1/9,6.7013,10.8732,4.2409,5.76,1.8386,7.3672,2.7322,8.398,3.0635,4.9502,10.2091,4.9455,8.0026,6.0198,11.2465,16.2414,3.9299,14.7321,2.8651,3.6149,7.3128,4.0792,,,,,,4.08,6.8524,5.3696,6.3569,6.1277,4.6831,2.585,6.4156,15.6404,17.5815,4.5602,4.6375,5.5275,4.8762,4.0489,7.6389,5.5844,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4918,3.69,4.7139,7.9569,3.4782,13.4231,2.6,4.74,20.4794,3.0705,13.8286,3.9649,4.87,7.5121,5.6198,14.6613,,,,,,,,,,,,,,0.429
2014/1/10,6.5787,10.614,4.2901,5.66,1.7955,7.0825,2.6121,7.9002,2.9579,4.7415,9.8591,5.0198,7.8651,5.7902,10.8131,15.406,3.7534,14.88,2.8651,3.4981,7.2015,4.0381,,,,,,4.07,6.7517,5.429,6.2417,5.8517,4.3656,2.518,6.5012,15.4315,16.7061,4.6973,4.4086,5.4009,4.7265,3.9253,7.6389,5.4613,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7396,3.61,4.5186,7.7003,3.3151,12.5014,2.535,4.64,20.4794,2.9616,13.2986,4.1748,4.87,7.4545,5.591,14.1825,,,,,,,,,,,,,,0.4254
2014/1/13,6.3744,10.0954,4.4214,5.6,1.7558,7.2533,2.6321,7.8579,2.9297,4.7017,9.9389,5.0422,7.708,5.8101,10.9278,15.2667,3.6769,16.1667,2.8651,3.5006,7.0705,3.9682,,,,,,4.04,6.9419,5.5329,6.3646,5.6989,4.4052,2.5266,6.3157,15.2691,15.7965,4.6703,4.7056,5.4069,4.6005,3.9937,7.6389,5.4515,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7885,3.49,4.5465,7.3152,3.2433,12.4437,2.43,4.62,21.0086,2.8834,12.8801,3.9305,4.87,7.5121,5.4949,13.991,,,,,,,,,,,,,,0.4235
2014/1/14,6.5624,10.0954,4.3844,5.69,1.7922,7.4028,2.6371,8.1597,3.0213,4.821,10.4116,4.9529,7.9928,5.9499,11.4473,15.6347,3.7064,16.9451,2.8651,3.4906,7.1425,4.056,,,,,,4.01,7.1247,5.7556,6.6026,5.832,4.5322,2.561,6.5345,16.485,16.2464,4.8488,4.8444,5.4943,4.7462,4.0805,7.6389,5.5942,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7012,3.67,4.6093,7.4732,3.3085,12.6838,2.5,4.65,18.9217,2.9494,13.1777,3.9572,4.87,8.2604,5.5717,13.809,,,,,,,,,,,,,,0.429
2014/1/15,6.636,10.0144,4.2942,5.8,1.8253,7.5523,2.6171,8.6256,3.0776,4.831,10.5406,5.0645,8.0321,6.0098,11.5206,15.1275,3.7064,17.2024,2.8651,3.5478,7.2997,4.0792,,,,,,4.11,7.0687,5.7606,6.8483,6.0045,4.6711,2.5695,6.8198,17.3065,16.579,4.9527,4.932,5.5155,4.9077,4.0726,7.6389,5.6213,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8269,3.71,4.6093,7.5917,3.2824,12.6454,2.54,4.66,19.1514,2.9862,13.0847,3.9954,4.87,8.3659,5.5525,13.9814,,,,,,,,,,,,,,0.429
2014/1/16,6.734,10.4114,4.3885,5.82,1.8088,7.4028,2.6171,8.5039,3.0037,4.8409,10.5283,4.9975,8.1106,5.9798,11.4409,15.1971,3.7711,16.9194,2.8651,3.5677,7.2735,4.1115,,,,,,4.12,6.9218,5.7309,6.6794,5.9355,4.5719,2.5558,7.0386,17.0791,15.6595,4.8302,4.876,5.3285,4.7384,3.7727,7.6389,5.6582,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7117,3.65,4.6511,7.6608,3.289,12.6838,2.47,4.64,18.742,2.9785,13.2707,3.9992,4.87,8.4906,5.7447,13.7899,,,,,,,,,,,,,,0.4336
2014/1/17,6.5624,10.2008,4.368,5.7,1.7856,7.417,2.6421,8.5515,3.1269,4.7912,10.5713,4.938,8.1303,5.88,11.0712,13.6754,3.7475,16.6492,2.8651,3.5229,7.4175,4.2798,,,,,,4.1,7.0814,6.2951,6.8866,6.0291,4.7227,2.4939,6.9815,17.3529,15.5911,4.853,4.8736,5.3315,4.699,3.8937,7.6389,5.609,,,,,,,,,,,,,,,,,,,,,,,,,,,2.607,3.61,4.5256,7.5818,3.2759,12.7702,2.645,4.51,19.1114,2.954,13.2986,4.0374,4.87,8.3371,5.687,13.5409,,,,,,,,,,,,,,0.4281
2014/1/20,6.6441,9.9253,4.1055,5.77,1.7922,7.6306,2.6221,8.5568,3.1269,4.7415,10.3748,4.7447,7.9633,5.8201,10.5517,12.7703,4.0005,16.3919,2.8651,3.4856,7.3586,4.1777,,,,,,4.12,6.789,6.4336,6.7868,6.0193,4.6196,2.5008,6.8389,17.8217,15.5617,4.635,4.6813,5.2953,4.7108,3.749,7.6389,5.5475,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6524,3.64,4.4001,7.3843,3.2433,12.3765,2.61,4.4,18.8318,2.9509,13.0103,3.9649,4.87,8.2988,5.7831,13.6367,,,,,,,,,,,,,,0.4281
2014/1/21,6.7177,10.3547,4.163,5.79,1.8187,8.1075,2.6321,8.6415,3.2607,4.8807,10.5528,4.7967,8.1892,5.9998,10.7716,12.8101,4.2123,18.0323,2.8651,3.5652,7.3324,4.1527,,,,,,4.11,6.9531,6.6811,7.117,6.2165,4.8418,2.5094,7.1528,17.9841,15.7965,4.7533,4.8663,5.3104,4.7896,3.8937,7.6389,5.6926,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6454,3.67,4.4558,7.6608,3.2628,12.799,2.63,4.51,19.2113,3.0551,13.2149,4.0641,4.87,8.625,5.9656,13.9814,,,,,,,,,,,,,,0.4345
2014/1/22,6.7585,10.7031,4.3885,5.84,1.8552,8.9189,2.6922,8.8216,3.2643,4.9999,10.4423,5.1016,8.5427,6.2194,11.1445,13.1383,4.2005,18.0902,2.8651,3.6373,7.7841,4.3156,,,,,,4.13,7.0314,6.6662,7.1477,6.5961,4.945,2.5713,7.1765,18.7824,15.8747,4.8509,5.156,5.3436,5.0259,4.2831,7.6389,5.8131,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7257,3.75,4.5953,7.9668,3.3281,13.0775,2.665,4.6,20.699,3.1701,13.5776,4.2206,4.87,8.8168,6.0329,14.6039,,,,,,,,,,,,,,0.4381
2014/1/23,6.8566,10.7274,4.4214,5.82,1.8651,9.2464,2.6571,9.0016,3.3065,5.0198,10.7309,5.1165,8.5918,6.2793,11.1413,13.4665,4.1535,18.6435,2.8651,3.6796,7.8561,4.3138,,,,,,4.07,7.4664,6.7009,7.3319,6.5961,5.4411,2.652,7.3049,18.4018,17.0631,5.2392,5.6721,5.7145,5.0298,4.3883,7.6389,5.8746,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7676,3.71,4.6441,7.9372,3.3477,13.0871,2.65,4.68,21.7575,3.1747,13.6055,4.2511,4.87,8.7017,6.0232,14.9486,,,,,,,,,,,,,,0.439
2014/1/24,6.8321,10.9705,4.4419,5.95,1.885,9.3745,2.6772,9.4252,3.3065,5.0397,11.0133,5.2429,8.6998,6.3991,11.4983,13.5859,4.1535,19.1388,2.8651,3.7293,7.9412,4.3102,,,,,,4.12,8.2132,6.879,7.7619,6.6552,5.3498,2.6641,7.4001,19.2233,16.8968,5.2289,5.7938,5.805,5.022,4.4936,7.6389,6.1059,,,,,,,,,,,,,,,,,,,,,,,,,,,2.792,4.08,4.7069,8.0655,3.3738,13.2119,2.65,4.74,21.4979,3.1808,13.7078,4.3198,4.87,8.7113,6.1001,15.0348,,,,,,,,,,,,,,0.4445
2014/1/27,6.7177,10.9705,4.5362,6.03,1.8883,8.8976,2.6221,9.6105,3.6375,5.1093,10.8966,5.1909,8.6801,6.489,11.4759,13.4069,4.0829,18.4505,2.8651,3.7019,7.7841,4.4696,,,,,,4.2,8.4303,6.6811,7.5239,6.9264,5.3736,2.6916,7.186,20.3882,17.0436,5.1707,5.6331,5.808,5.1913,4.5199,7.6389,6.2264,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7536,3.98,4.686,8.1642,3.3281,13.0102,2.695,4.63,21.5178,3.1977,13.5962,4.3579,4.87,8.529,6.2634,15.0923,,,,,,,,,,,,,,0.4445
2014/1/28,6.734,11.0191,4.4911,5.98,1.875,9.7874,2.6121,9.7323,3.5565,5.0695,11.0194,5.3099,8.5819,6.3891,11.2943,13.5063,4.0711,18.0902,3.1511,3.692,7.7579,4.4768,,,,,,4.25,8.6287,6.2159,7.7695,6.7933,5.2109,2.6297,7.0909,20.6295,16.8039,5.098,5.6915,5.8683,5.274,4.5567,7.6389,6.2609,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8374,3.94,4.6302,8.0655,3.3346,12.5494,2.65,4.5,21.1384,3.2192,13.7822,4.4533,4.87,8.9032,6.3691,14.7092,,,,,,,,,,,,,,0.449
2014/1/29,6.8566,10.9381,4.5198,6.04,1.9015,10.7696,2.6271,9.7323,3.7326,5.1888,11.2588,5.3396,9.0631,6.5289,11.6257,13.5163,4.2123,18.7528,3.4662,3.7566,8.0656,4.7758,,,,,,4.25,9.0286,6.2159,8.1534,6.9707,5.2982,2.7706,7.6616,22.6948,16.1241,5.3161,5.7354,5.6481,5.1953,4.4988,7.6389,6.7455,2.724,,,,,,,,,,,,,,,,,,,,,,,,,,2.8304,4.12,4.5814,8.1346,3.4651,12.7702,2.695,4.51,21.2882,3.2621,13.7636,4.4762,4.87,8.8264,6.321,15.8105,,,,,,,,,,,,,,0.449
2014/1/30,6.9138,10.7517,4.4337,6,1.8883,11.4743,2.6321,10.2883,3.6762,5.1292,11.1974,5.1835,8.9649,6.5988,11.4696,13.198,4.0593,18.5791,3.8131,3.6945,7.9216,4.8349,,,,,,4.17,8.9734,6.2159,8.33,6.8426,5.1871,2.7225,7.6759,22.1842,16.041,5.2102,5.784,5.7537,5.2386,4.6067,7.6389,6.8045,2.9966,,,,,,,,,,,,,,,,,,,,,,,,,,2.778,4.07,4.5395,8.1248,3.4586,12.9238,2.625,4.73,21.1883,3.21,13.5032,4.5258,4.87,8.5386,6.3595,15.5998,,,,,,,,,,,,,,0.4472
2014/2/7,7.0691,11.0758,4.5075,6.12,1.9347,12.2004,2.7372,11.0296,3.715,5.2683,11.6947,5.4512,9.1907,6.7186,11.7118,13.7251,4.1005,18.7528,4.1944,3.8735,8.1442,4.9137,,,,,,4.21,9.8709,6.2159,8.9595,7.0447,5.5601,2.7981,8.1087,22.2307,16.5007,5.3431,6.1565,5.9467,5.2071,4.9487,7.6389,6.9079,3.2964,,,,,,,,,,,,,,,,,,,,,,,,,,2.8094,4.28,4.6093,8.5196,3.5239,13.3079,2.735,4.63,20.5792,3.2881,13.7636,4.751,4.87,8.6442,6.3979,15.9254,,,,,,,,,,,,,,0.4463
2014/2/10,7.2489,11.3675,4.6469,6.25,1.981,11.9157,3.0124,11.0349,3.6269,5.3677,12.8181,5.4735,9.4068,6.8284,12.1101,14.3119,4.2005,18.9394,4.6128,3.953,8.5108,4.8994,,,,,,4.22,9.9977,6.2159,8.9749,7.3306,5.5998,2.8875,8.1515,21.5716,17.5131,5.586,6.2563,6.2663,5.5852,4.9671,7.6389,6.8439,3.6263,,,,,,,,,,,,,,,,,,,,,,,,,,2.8967,4.71,4.7766,8.8355,3.5826,13.692,2.775,4.72,22.6361,3.3311,14.3494,4.8807,4.87,8.9991,6.7533,16.0116,,,,,,,,,,,,,,0.4618
2014/2/11,7.2162,11.2378,4.5936,6.27,2.0208,12.179,3.3127,10.8019,3.5741,5.3677,12.7629,5.4289,9.4068,6.8384,12.7475,14.2722,4.1829,20.8308,5.0735,3.9356,8.6025,5.0534,,,,,,4.19,10.2193,6.2159,9.6352,7.2813,5.7784,2.836,8.1515,20.2536,17.1952,5.2164,6.0762,6.6342,5.8885,4.7961,7.6389,6.4847,3.6263,,,,,,,,,,,,,,,,,,,,,,,,,,2.8374,5.18,4.8185,8.8948,3.5891,13.4999,2.81,4.82,22.4664,3.2989,14.4331,4.8807,4.87,9.0759,6.9935,15.5041,,,,,,,,,,,,,,0.4673
2014/2/12,7.3715,11.3432,4.5731,6.35,2.0473,11.4459,3.6429,10.4524,3.4896,5.5069,12.6155,5.4661,9.3086,7.088,12.7921,14.66,4.2064,20.7729,5.582,4.0525,8.5959,5.0516,,,,,,4.21,10.1596,6.2159,9.6735,7.3405,5.7348,2.8497,8.1657,20.7594,17.3663,5.3659,6.0932,6.6945,5.8452,5.0697,7.6389,6.6889,3.6263,,,,,,,,,,,,,,,,,,,,,,,,,,2.8548,5.7,4.8812,8.954,3.5891,13.7496,2.9,4.74,22.3965,3.305,14.461,4.8731,4.87,9.1526,6.9935,15.4274,,,,,,,,,,,,,,0.4645
2014/2/13,7.3388,10.9948,4.7782,6.47,1.981,10.7483,3.6429,10.14,3.3734,5.3777,12.3086,5.4066,9.0533,7.1179,11.7787,14.1628,4.5476,20.0845,6.1407,3.871,8.2489,4.8134,,,,,,4.25,9.4784,6.2159,10.1879,6.8327,5.3974,2.7277,7.752,19.6781,16.3833,5.069,5.8376,7.1167,5.8333,4.5646,7.6389,6.374,3.9888,,,,,,,,,,,,,,,,,,,,,,,,,,2.7327,5.97,4.8324,8.7961,3.6218,13.4807,2.815,4.57,21.3581,3.19,13.9774,4.8731,4.87,8.7497,7.1376,15.7818,,,,,,,,,,,,,,0.4745
2014/2/14,7.2734,10.9381,4.8479,6.72,2.0142,10.7768,3.6429,10.2777,3.5248,5.4671,12.4559,5.4735,9.2202,7.6969,12.0113,14.302,4.5771,20.2647,6.1407,4.0575,8.4323,4.869,,,,,,4.27,9.3233,6.2159,11.0708,7.0398,5.5363,2.7981,7.8471,20.481,16.6572,5.1936,6.3732,7.2705,6.0263,4.6277,7.6389,6.3962,4.2964,,,,,,,,,,,,,,,,,,,,,,,,,,2.7431,5.85,4.9091,9.2897,3.674,13.6247,2.955,4.6,21.6476,3.2406,14.2378,4.8731,4.87,8.9224,7.2625,15.8201,,,,,,,,,,,,,,0.4745
2014/2/17,7.6412,11.6268,4.9176,7,2.0738,11.0117,3.5379,10.9184,3.6622,5.6361,13.0023,5.7115,10.1432,7.8167,12.4926,14.9286,4.5829,20.6056,6.1407,4.0997,8.9102,4.9782,,,,,,4.31,9.7992,6.2159,12.1764,7.6412,5.9054,2.8892,8.1895,21.7526,16.9702,5.3721,6.6336,7.4726,6.3099,4.8592,7.6389,6.7283,4.3537,,,,,,,,,,,,,,,,,,,,,,,,,,2.8304,5.98,5.0067,9.5069,3.7066,14.0472,2.95,4.64,23.3551,3.3418,15.0748,4.8731,4.87,9.1814,7.6563,16.4617,,,,,,,,,,,,,,0.4855
2014/2/18,7.7065,11.5295,4.8397,6.87,2.0904,10.8978,3.4228,11.0031,3.6234,5.5665,12.7936,5.6445,10.536,7.637,12.1739,14.9087,4.8536,20.7664,6.1407,4.1147,8.8512,4.9836,,,,,,4.27,9.8179,6.2159,12.2071,7.587,5.83,2.8875,8.1372,21.9568,16.799,5.4158,6.9112,7.3248,6.0972,4.7882,7.6389,6.8316,4.1873,,,,,,,,,,,,,,,,,,,,,,,,,,2.7815,5.87,4.9719,9.5562,3.6479,14.2104,2.98,4.7,22.6162,3.305,14.9446,4.8731,4.87,9.0759,8.2615,16.2127,,,,,,,,,,,,,,0.4946
2014/2/19,7.6003,11.5457,4.77,6.9,2.0572,10.8124,3.4328,10.7278,3.5495,5.6162,12.5541,5.6222,10.4181,7.4474,12.4288,14.7496,4.9653,19.943,6.2492,4.0301,8.7596,5.365,,,,,,4.32,9.9417,6.2159,13.4278,7.8926,5.8141,2.8377,7.9945,21.2932,16.1779,5.3659,6.6702,7.7982,5.9003,4.683,7.6389,6.8316,4.6061,,,,,,,,,,,,,,,,,,,,,,,,,,2.7501,5.74,5.0625,9.2206,3.563,13.9704,2.945,4.75,22.4964,3.3725,14.8609,4.7281,4.87,8.884,7.9926,15.9924,,,,,,,,,,,,,,0.4873
2014/2/20,8.0906,11.2703,4.6141,6.62,2.0009,9.9582,3.2826,10.3783,3.4474,5.3777,11.9341,5.414,10.1628,7.048,11.7914,14.3816,4.73,18.9587,5.6693,3.9282,8.4912,5.211,,,,,,4.43,9.7694,6.2159,13.4278,7.8729,5.6673,2.7741,7.8043,20.6805,15.6204,5.1209,6.4632,7.5691,6.0894,4.5988,7.6389,6.4109,5.0668,,,,,,,,,,,,,,,,,,,,,,,,,,2.6524,5.45,4.9719,8.9738,3.5239,13.6728,2.915,4.92,22.7859,3.2958,14.5726,4.8197,4.87,8.5002,7.9253,15.4849,,,,,,,,,,,,,,0.4764
2014/2/21,7.8046,11.173,4.6674,6.56,2.0109,10.1361,3.1525,10.4577,3.4861,5.4373,12.0937,5.3842,10.2119,7.2876,11.2306,14.4114,4.5888,18.8815,5.476,3.9705,8.6156,5.2378,,,,,,4.47,9.9223,6.2159,13.4278,7.8877,5.7863,2.7689,7.8851,20.5831,15.5813,5.1188,6.7675,7.4153,5.9988,4.683,7.6389,6.4183,5.3824,,,,,,,,,,,,,,,,,,,,,,,,,,2.7012,5.5,4.9788,8.9441,3.5369,13.6536,2.84,4.82,23.6446,3.2345,14.5168,5.144,4.87,8.529,7.7812,15.3604,,,,,,,,,,,,,,0.4791
2014/2/24,8.0661,10.9462,4.5936,6.7,2.044,10.2216,3.2126,10.8125,3.5565,5.4771,12.3822,5.5925,10.7716,8.0164,11.2274,14.2523,4.7065,20.7729,5.6667,3.9928,8.6352,5.408,,,,,,4.42,9.8843,6.2159,14.6332,7.8877,5.6792,2.7844,8.1467,21.205,16.1584,5.233,7.1692,7.7651,6.2981,4.804,7.6389,6.4183,5.9207,,,,,,,,,,,,,,,,,,,,,,,,,,2.6978,5.51,5.0555,9.1811,3.5239,13.8936,3.04,4.71,23.2552,3.1854,14.182,5.1784,4.87,8.5866,7.8293,15.5041,,,,,,,,,,,,,,0.4745
2014/2/25,7.3388,10.6059,4.2942,6.44,1.9711,9.4386,3.0475,10.5319,3.2185,5.2286,11.2957,5.2727,9.8683,8.4656,10.5836,13.5163,4.5006,21.1524,5.6429,3.9555,8.393,5.2844,,,,,,4.25,8.8958,6.2159,13.2896,7.518,5.1196,2.5781,7.3953,19.084,14.6227,4.8385,6.5606,7.5962,6.0736,4.3462,7.6389,5.9952,5.6249,,,,,,,,,,,,,,,,,,,,,,,,,,2.5931,4.96,4.944,8.8849,3.426,13.2119,2.91,4.51,23.7645,3.0827,13.5311,4.9303,4.87,8.2796,7.8004,14.623,,,,,,,,,,,,,,0.47
2014/2/26,7.682,10.533,4.1917,6.53,1.9976,9.6094,3.1125,10.2089,3.229,5.2882,10.9826,5.1835,9.7013,8.8649,10.4498,13.4566,4.6653,22.4198,5.1,4.1296,8.2882,5.1465,,,,,,4.28,8.5795,6.2159,14.3107,7.1531,4.9926,2.6039,7.3002,18.6478,13.405,4.7616,6.3683,7.75,5.8491,4.1831,7.6389,5.8402,5.7434,,,,,,,,,,,,,,,,,,,,,,,,,,2.607,4.97,5.0137,8.8158,3.4195,12.9526,3.2,4.53,22.3366,3.0919,13.5869,4.896,4.87,8.2892,7.5411,14.4315,,,,,,,,,,,,,,0.4709
2014/2/27,7.494,10.3952,4.1343,6.41,2.0241,9.4742,3.0425,9.9547,3.2044,5.2981,11.0071,5.0273,9.721,8.4157,10.453,13.0488,4.5476,22.4198,5.6111,3.9729,8.19,5.1214,,,,,,4.29,7.8558,6.2159,13.2819,7.1482,4.8021,2.5953,7.1813,18.2858,12.422,4.4647,5.8814,7.2373,5.6522,4.0068,7.6389,5.6803,5.169,,,,,,,,,,,,,,,,,,,,,,,,,,2.5547,4.8,4.9928,9.0132,3.3673,12.6262,3.135,4.53,20.0999,3.0659,13.2335,4.9876,4.87,7.9726,7.5122,14.0485,,,,,,,,,,,,,,0.4745
2014/2/28,7.6166,10.6545,4.2368,6.59,2.0705,9.5952,3.0425,10.1241,3.2783,5.5268,11.3141,5.1314,9.5344,8.7152,11.1604,13.1383,4.4653,22.4198,5.2165,3.9008,8.3799,4.9782,,,,,,4.3,7.9453,6.2159,13.0516,7.1482,4.8775,2.6211,7.3715,18.8705,12.3437,4.6204,6.0835,6.9358,5.853,4.07,7.6389,6.0616,5.1755,,,,,,,,,,,,,,,,,,,,,,,,,,2.6035,5.02,5.2787,9.2995,3.3868,12.8086,3.215,4.55,19.7704,3.1379,13.4567,4.8922,4.87,8.1069,8.1271,14.1921,,,,,,,,,,,,,,0.4855
2014/3/3,7.7801,10.9057,4.3393,6.75,2.097,9.5525,3.0725,10.5901,3.3417,5.7057,11.3448,5.2058,9.7602,8.7651,11.2911,13.3571,4.4829,22.4198,5.4496,3.9481,8.6025,5.1931,,,,,,4.43,8.1095,6.2159,12.9672,7.5919,5.0164,2.6967,7.4191,19.2604,12.51,4.826,6.4365,7.0443,6.0421,4.1989,7.6389,6.0714,5.2248,,,,,,,,,,,,,,,,,,,,,,,,,,2.6873,5,5.3903,9.2304,3.4521,13.1543,3.24,4.57,20.2897,3.167,13.5869,5.0753,4.6,8.4139,8.9436,14.7092,,,,,,,,,,,,,,0.501
2014/3/4,7.8128,11.1082,4.286,6.8,2.0639,9.6877,3.0174,10.516,3.2466,5.6361,10.8843,5.1388,9.6522,8.4157,11.0903,13.387,4.4653,22.4198,5.3489,3.9083,8.4715,5.4688,,,,,,4.48,7.9304,6.2159,14.1648,7.656,4.9847,2.64,7.5808,18.6385,12.3242,4.7554,6.3464,6.9931,5.9476,4.1226,7.6389,6.1502,4.8821,,,,,,,,,,,,,,,,,,,,,,,,,,2.7536,5.01,5.5855,9.4674,3.4586,13.2599,3.185,4.54,20.1698,3.0996,13.6241,5.1555,4.43,8.5002,9.0685,14.5752,,,,,,,,,,,,,,0.4973
2014/3/5,7.87,10.8003,4.2737,6.67,2.0771,9.3745,3.1626,10.3254,3.2819,5.5069,10.9273,5.176,9.5933,9.1445,11.0935,13.2577,4.6653,22.4198,5.8838,3.9406,8.7727,5.5315,,,,,,4.52,7.9901,6.2159,15.5852,7.7151,4.9926,2.6435,7.4857,18.5642,12.3486,4.7533,6.5217,6.9358,6.0066,4.141,7.6389,6.0542,4.9271,,,,,,,,,,,,,,,,,,,,,,,,,,2.7187,5.08,5.446,10.0498,3.439,13.1255,3.125,4.49,19.7604,3.2376,13.6334,5.0944,4.31,8.318,9.3086,14.24,,,,,,,,,,,,,,0.4928
2014/3/6,7.9108,10.8327,4.2204,6.63,2.0871,9.1752,3.0725,10.749,3.3206,5.5467,11.2711,5.2132,9.4755,8.7551,11.0425,13.5859,4.5771,22.4198,6.4717,3.9854,8.7923,5.519,,,,,,4.49,8.663,6.2159,15.5468,7.7792,4.941,2.6125,7.3335,19.5528,13.5859,4.7201,6.7846,6.8333,5.79,4.1805,7.6389,6.1379,5.1656,,,,,,,,,,,,,,,,,,,,,,,,,,2.7292,5.2,5.2996,9.7833,3.4717,13.1063,3.315,4.52,19.9801,3.2636,13.9588,5.2661,4.34,8.3371,9.8082,14.2113,,,,,,,,,,,,,,0.4973
