ÈÕÆÚ,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH
2015/8/7,3.4345,5.7756,5.5,4.7148,3.4286,4.9312,5.0825,5.9757,4.5414,3.4542,2.4989,2.9593,1.8385,2.9703,2.9876,3.5204,2.6815,4.9058,3.8224,2.0979,2.8375,1.4436,1.4869,1.5875,0.817,2.3216,2.4,0.617,0.2515,0.3706,0.9371,0.464,16090540993,4053527993,3924877507,3470040000,4829430271,12016673955,22612609385,6584105513,63150906000,5249780778,36208361679,4829430271,12016673955,22612609385,5249780778,63150906000,26.3875,101.6326,424.8493,81.5648,702.0316,39.5536,39.3479,13.25,54.2287,-119.8202,83.0511,247.6518,20.5075,19.6625,-50.6198,21.1885,1.9482,2.3724,1.6241,4.3442,8.0071,2.925,3.0898,2.1822,7.5333,53.2292,5.0829,2.8246,1.5165,1.544,22.4875,2.9434,4.8973,4.4949,3.9596,4.5775,83.687,8.8795,3.5387,4.7655,16.9726,6.9373,12.0606,29.5218,4.6038,1.7683,2.9308,6.6316
2015/8/10,6.5448,4.5242,4.6209,10.0218,4.7652,7.5956,6.821,5.815,6.8817,8.7924,7.6133,5.8683,4.9001,5.0101,9.9919,5.0505,3.9193,5.7607,4.582,5.3622,3.7498,1.8896,1.8434,1.4418,1.3649,3.1799,2.7989,0.8659,0.3841,0.6468,2.0136,0.6767,17143627411,4236916935,4106240330,3817800000,5059561962,12929415857,24155015564,6966969798,67496774800,5711364175,38965029078,5059561962,12929415857,24155015564,5711364175,67496774800,28.1145,106.2307,444.481,89.739,735.4847,42.5579,42.0318,14.0205,57.9606,-130.3553,89.3741,262.1332,21.5082,20.6436,-55.6668,22.2542,2.0757,2.4797,1.6991,4.7795,8.3887,3.1471,3.3006,2.3091,8.0517,57.9094,5.4699,2.9898,1.5905,1.621,24.7296,3.0915,5.2178,4.6982,4.1425,5.0362,87.6749,9.5539,3.78,5.0426,18.1407,7.5473,12.9788,31.2481,4.8284,1.8565,3.223,6.9652
2015/8/11,0.9033,2.3881,3.7373,2.3102,-0.9229,2.2854,8.3591,0.3331,0.5835,0.7161,0.5962,-1.1312,-0.1229,1.6867,0.1465,-0.5128,4.3136,6.2985,5.1488,4.9476,3.1347,2.0708,2.7306,1.7148,1.324,4.1088,3.0039,0.8181,0.3256,0.7734,1.8361,0.4816,17298493060,4338097041,4259701181,3906000000,5012868576,13224907839,26174165472,6990173694,67890619160,5752263969,39197332511,5012868576,13224907839,26174165472,5752263969,67890619160,28.3684,108.7675,461.0924,91.8122,728.6971,43.5305,45.5453,14.0672,58.2988,-131.2888,89.907,263.9816,21.8807,21.3817,-56.7838,22.5513,2.0945,2.539,1.7626,4.8899,8.3113,3.2191,3.5765,2.3168,8.0987,58.3241,5.5025,3.0109,1.6181,1.679,25.2258,3.1327,5.2649,4.8104,4.2974,5.1526,86.8657,9.7722,4.096,5.0594,18.2465,7.6013,13.0561,31.4684,4.912,1.9229,3.2876,7.0582
2015/8/12,-2.9991,-2.3324,-1.6376,1.2903,1.5303,9.9801,8.1786,-1.6598,9.6019,1.5744,5.3339,0.5721,5.4154,2.4171,0.0732,1.2887,3.0415,4.795,4.4457,3.4011,3.8685,4.5192,4.8963,1.2316,2.3158,4.134,4.9176,0.746,1.0035,1.2244,1.1008,1.0823,16779693134,4236916935,4189946249,3956400000,5089579139,14544772028,28314838291,6874154214,74409422360,5842827800,41288063403,5089579139,14544772028,28314838291,5842827800,74409422360,27.5176,106.2307,453.5418,92.9969,739.8482,47.8749,49.2703,13.8337,63.8966,-133.3558,94.7025,269.7875,23.4389,22.2528,-57.7448,23.2115,2.0316,2.4797,1.7338,4.953,8.4385,3.5403,3.869,2.2783,8.8763,59.2423,5.796,3.0771,1.7333,1.7474,25.6527,3.2245,5.107,4.6982,4.227,5.2191,88.195,10.7475,4.431,4.9754,19.9985,7.721,13.7525,32.1605,5.2618,2.0013,3.3433,7.2648
2015/8/13,2.4458,4.3284,6.8812,8.0892,10.0262,10.0226,0.033,4.7257,4.4351,6.9,4.5011,5.802,3.7361,0.9255,3.1433,1.5267,2.7339,7.8832,5.8151,4.4069,5.8182,6.3039,5.6014,1.5009,2.4876,4.974,4.7904,1.3203,1.0531,0.7469,1.2696,0.7675,17190087106,4420305877,4478266634,4276440000,5599871150,16002532475,28324186207,7199008759,77709566480,6245982918,43146490863,5599871150,16002532475,28324186207,6245982918,77709566480,28.1906,110.8287,484.7511,100.5196,814.027,63.6515,49.2866,14.4875,66.7305,-142.5574,98.9651,288.615,29.709,22.7085,-60.2222,23.828,2.0813,2.5871,1.8531,5.3537,9.2845,4.707,3.8702,2.386,9.2699,63.3301,6.0569,3.2918,2.197,1.7832,26.7533,3.3101,5.2319,4.9016,4.5178,5.6412,97.0377,14.2892,4.4325,5.2105,20.8855,8.2537,14.3716,34.4049,6.6694,2.0422,3.4867,7.4577
2015/8/14,7.6577,2.8612,9.9688,0.6482,-2.978,10.0123,10,2.7397,0.0524,2.6193,-1.5434,-1.7204,2.4761,9.9954,0.4961,-0.0313,6.5186,8.54,8.3126,4.4313,5.9696,5.6984,1.732,1.9578,1.9181,5.4348,4.315,0.9283,1.3268,3.652,1.132,0.5367,18506445127,4546781010,4924698199,4304160000,5433109055,17604755669,31156604828,7396241876,77750309000,6409582097,42480554357,5433109055,17604755669,31156604828,6409582097,77750309000,30.3494,113.9998,533.0752,101.1712,789.7855,70.0245,54.2152,14.8844,66.7655,-146.2913,97.4377,283.4945,30.428,24.9647,-60.4879,23.8075,2.2407,2.6611,2.0378,5.3884,9.008,5.1783,4.2573,2.4514,9.2748,64.9888,5.9634,3.2334,2.2501,1.9604,26.8713,3.3072,5.6326,5.0418,4.9682,5.6778,94.1479,15.7199,4.8757,5.3533,20.8964,8.4699,14.1497,33.7945,6.8308,2.2451,3.5021,7.4513
2015/8/17,4.477,3.4771,10.0094,-1.171,3.5605,3.3197,9.991,2.4314,1.8166,2.0966,6.1611,0.2188,-2.0319,1.0421,-1.0578,0,6.2863,6.9623,8.7037,5.058,4.3604,9.6434,6.0776,2.1615,1.3551,3.6728,4.1861,0.5519,0.7228,2.2559,0.9536,0.3802,19334976353,4704874925,5417633052,4253760000,5626553085,18189173145,34269460936,7576072070,79162716360,6543967136,45097839696,5626553085,18189173145,34269460936,6543967136,79162716360,31.7081,117.9636,586.433,99.9865,817.9056,72.3491,59.6319,15.2463,67.9783,-149.3585,103.441,284.0882,29.807,25.2225,-59.8424,23.8052,2.341,2.7536,2.2418,5.3253,9.3288,5.3502,4.6826,2.511,9.4433,66.3514,6.3308,3.2402,2.2042,1.9806,26.5846,3.3069,5.8848,5.2171,5.4655,5.6113,97.5,16.2418,5.3629,5.4834,21.276,8.6475,15.0215,33.8653,6.6914,2.2683,3.4647,7.4506
2015/8/18,-10.012,-9.9462,-9.9571,-10.0118,-10.0178,-10,-10.0109,-9.6478,-10.0017,-10,-9.9931,-8.8428,-8.7444,-9.9835,-9.9786,-6.581,6.0634,8.1436,8.8012,5.3418,3.3413,4.8563,4.0238,2.2312,1.6215,3.7726,4.0935,1.1088,0.8041,2.0164,1.262,0.6765,17399155733,4236916935,4878194911,3827880000,5062897204,16370255831,30838775676,6845149344,71245086640,5889570422,40591153106,5062897204,16370255831,30838775676,5889570422,71245086640,28.5335,106.2307,528.0414,89.976,735.9696,65.1142,53.6622,13.7754,61.1793,-134.4227,93.104,258.9547,27.1992,22.7033,-53.8685,22.2376,2.1067,2.4797,2.0186,4.7921,8.3942,4.8152,4.2138,2.2687,8.4988,59.7163,5.6981,2.9535,2.0114,1.7828,23.9307,3.0892,5.2956,4.6982,4.9213,5.0495,87.7327,14.6176,4.826,4.9544,19.1481,7.7828,13.5204,30.8692,6.106,2.0418,3.1189,6.96
2015/8/19,1.5576,5.3731,6.959,1.3167,0.8564,7.7417,2.2734,5.339,3.1453,2.2321,4.235,1.9162,3.8698,4.4455,2.9295,2.3147,4.6584,8.0085,7.7573,4.4876,2.8938,6.3877,5.3079,1.8751,1.4263,4.1842,3.8504,1.0046,0.7349,1.5599,1.2783,0.7105,17670170619,4464572174,5217668914,3878280000,5106255349,17637588111,31539869394,7210610707,73485925240,6021034048,42310198506,5106255349,17637588111,31539869394,6021034048,73485925240,28.978,111.9386,564.7879,91.1607,742.2723,70.1551,54.8821,14.5108,63.1036,-137.4232,97.0469,263.9043,28.2505,23.7115,-55.444,22.7512,2.1395,2.613,2.1591,4.8552,8.4661,5.1879,4.3096,2.3899,8.7661,61.0492,5.9395,3.01,2.0891,1.862,24.6306,3.1605,5.3781,4.9506,5.2638,5.116,88.484,15.7492,4.9357,5.2189,19.7503,7.9565,14.093,31.4592,6.342,2.1324,3.2101,7.1207
2015/8/20,-7.1429,-4.3909,-9.9822,-4.4834,-3.4618,-9.9777,-9.9881,-4.5857,-7.6141,3.1053,-6.9546,-0.9401,-3.4891,-4.2563,0,-3.541,2.969,4.8335,5.5518,3.062,4.0041,4.8248,3.0471,1.3152,0.8858,5.297,2.1932,0.6253,0.2376,0.7432,1.1006,0.371,16408015575,4268535719,4696832088,3704400000,4929487528,15877769193,28389621621,6879955188,67890619160,6208004538,39367688361,4929487528,15877769193,28389621621,6208004538,67890619160,26.9081,107.0234,508.4098,87.0735,764.8868,63.1553,49.4004,13.8454,58.2988,-141.6906,90.2977,278.8387,27.2443,22.6852,-55.4023,21.9292,1.9866,2.4983,1.9435,4.6376,8.724,4.6703,3.8792,2.2803,8.0987,62.945,5.5264,3.1803,2.0147,1.7814,24.6121,3.0463,4.9939,4.7333,4.7383,4.8866,91.1798,14.1778,4.4427,4.9796,18.2465,8.2035,13.1129,33.2395,6.1161,2.0401,3.2077,6.8634
2015/8/21,-5.6159,-7.8519,-5.8416,-9.932,-9.9459,-8.0232,-8.2977,-5.6492,-4.2008,0.4235,-6.8843,-4.6263,-2.9412,-3.6664,-5.0769,-3.739,2.8948,4.5168,3.3145,2.5638,2.7217,3.0165,2.6516,1.0215,1.1371,4.7305,2.2311,0.7295,0.4433,0.8534,1.0482,0.6131,15486564960,3933376618,4422462689,3336480000,4439206969,14603870424,26033946728,6491289928,65038642760,6234297263,36657481649,4439206969,14603870424,26033946728,6234297263,65038642760,25.397,98.6201,478.7106,78.4254,688.8122,58.0882,45.3013,13.0633,55.8497,-142.2907,84.0813,265.7265,26.4219,21.8361,-52.5476,21.0924,1.8751,2.3021,1.83,4.177,7.8564,4.2956,3.5573,2.1515,7.7584,63.2116,5.1459,3.0308,1.9539,1.7147,23.3439,2.9301,4.7135,4.3616,4.4616,4.4013,82.1112,13.0403,4.0741,4.6983,17.48,8.2383,12.2102,31.6764,5.9315,1.9638,3.0424,6.6016
2015/8/24,-10,-9.9678,-9.9895,-9.9698,-9.9925,-9.982,-9.982,-10.0089,-10.0021,-9.9813,-10.0127,-9.9502,-9.9747,-9.9905,-9.9676,-9.9929,3.9703,3.3641,2.6725,1.1225,1.3425,3.1139,1.9137,0.9911,0.869,1.74,2.4335,1.5471,0.7194,1.4268,1.6313,1.1686,13937908464,3541303707,3980681453,3003840000,3995619796,13146109977,23435226014,5841580838,58533420400,5612036102,32987087415,3995619796,13146109977,23435226014,5612036102,58533420400,22.8573,88.7898,430.8899,70.6066,619.9827,52.2898,40.7793,11.7558,50.2636,-128.0883,75.6625,239.2786,23.7857,19.6539,-47.3084,18.984,1.6876,2.0726,1.6472,3.7605,7.0713,3.8668,3.2022,1.9361,6.9824,56.9023,4.6307,2.7291,1.7589,1.5433,21.0164,2.6372,4.2421,3.9269,4.0159,3.9625,73.9062,11.7386,3.6674,4.228,15.7316,7.416,10.9876,28.5237,5.3397,1.7675,2.739,5.9417
2015/8/25,-9.8889,-10,-10.0467,-9.9832,-10.0167,-9.99,-10.012,-10.0298,-10,-9.9948,-10,-9.9448,-10.0281,-9.9894,-9.991,-9.8078,4.3781,2.4769,2.8919,1.6832,1.5811,3.0831,2.2615,1.0633,1.0129,0.9034,2.431,1.6154,0.9999,1.5244,1.6003,1.5058,12559604183,3187173336,3580753176,2703960000,3595390768,11832812277,21088899037,5255682462,52680078360,5051124633,29688378674,3595390768,11832812277,21088899037,5051124633,52680078360,20.597,79.9108,387.5995,63.5578,557.8809,47.0661,36.6965,10.5767,45.2372,-115.2861,68.0963,215.9047,21.4423,17.7252,-42.6652,17.1556,1.5207,1.8654,1.4817,3.3851,6.363,3.4805,2.8816,1.7419,6.2842,51.215,4.1676,2.4625,1.5856,1.3919,18.9537,2.3832,3.8226,3.5342,3.6124,3.5669,66.5033,10.566,3.3002,3.804,14.1585,6.6748,9.8888,25.7373,4.8136,1.5941,2.4702,5.3694
2015/8/26,2.7127,-2.7778,-10,-6.8966,-10.0186,6.4373,1.1968,0.883,-0.9539,-10.0058,-1.3563,-1.3804,2.728,2.525,-4.5,0.261,3.5845,3.9802,3.6507,4.0613,2.8602,5.0269,3.7239,2.1767,1.5102,4.4608,3.4019,1.4259,0.8806,1.6125,2.3573,1.0388,12900308612,3098640744,3222677858,2517480000,3235184643,12594524943,21341292776,5302090254,52177587280,4545720028,29285719391,3235184643,12594524943,21341292776,4545720028,52177587280,21.1557,77.6911,348.8396,59.1745,501.9893,50.0959,37.1357,10.6701,44.8057,-103.7508,67.1727,213.1108,22.0465,18.1887,-40.7809,17.2155,1.5619,1.8135,1.3335,3.1516,5.7255,3.7046,2.9161,1.7573,6.2242,46.0905,4.1111,2.4307,1.6303,1.4283,18.1166,2.3915,3.9263,3.436,3.2512,3.3209,59.8406,11.2461,3.3397,3.8376,14.0234,6.0069,9.7547,25.4043,4.9493,1.6358,2.3611,5.3881
2015/8/27,5.9424,5.9184,6.0606,6.2062,4.6392,7.8728,9.505,3.5011,8.5632,-3.856,7.7737,4.6656,5.4628,7.6174,5.5497,7.7223,2.8036,2.621,2.8942,2.5144,2.2626,4.6979,2.7842,1.2314,1.3395,4.7249,2.6386,1.0951,0.5647,0.9269,1.371,0.7485,13666893577,3282029686,3417991668,2673720000,3385270529,13586064707,23369790600,5487721423,56645683640,4370435194,31562293029,3385270529,13586064707,23369790600,4370435194,56645683640,22.4128,82.2891,369.9814,62.847,525.2775,54.0398,40.6655,11.0437,48.6426,-99.7502,72.3945,223.2,23.2661,19.587,-43.0724,18.5571,1.6548,1.9209,1.4144,3.3472,5.9911,3.9962,3.1933,1.8188,6.7572,44.3133,4.4307,2.5457,1.7205,1.5381,19.1346,2.5779,4.1596,3.6394,3.4482,3.527,62.6167,12.1315,3.6572,3.9719,15.2243,5.7753,10.513,26.607,5.2231,1.7615,2.4938,5.808
2015/8/28,5.6657,7.7071,10.068,8.9538,9.6552,10.0048,10,8.5624,8.7749,10.0267,9.3719,5.6464,8.3453,6.9718,7.6389,6.9674,3.4594,3.5184,2.7327,3.1494,2.6362,4.8538,3.1658,1.7021,1.5809,4.0332,3.1163,0.9301,0.8073,1.1651,1.5807,0.6487,14441221825,3534979951,3762115999,2913120000,3712124235,14945327826,25706769660,5957600319,61616271080,4808647279,34520290070,3712124235,14945327826,25706769660,4808647279,61616271080,23.6827,88.6313,407.2312,68.4742,575.9939,59.4464,44.732,11.9892,52.9109,-109.7518,79.1792,235.4384,25.1688,20.9202,-46.291,19.8193,1.7485,2.0689,1.5568,3.6469,6.5696,4.396,3.5126,1.9746,7.3502,48.7564,4.8459,2.6853,1.8612,1.6428,20.5644,2.7532,4.3953,3.9198,3.7954,3.8428,68.6625,13.3452,4.0229,4.312,16.5602,6.3544,11.4983,28.0659,5.6502,1.8814,2.6801,6.2031
2015/8/31,-6.1126,-5.0089,3.2138,0.346,-3.4142,-8.1722,-9.6727,-5.4528,-6.6564,-9.113,-7.223,-4.3601,-2.3904,-4.6766,-6.1751,-2.6732,2.5251,2.5623,4.1728,2.5921,1.9775,3.4113,2.5577,0.9014,0.9425,2.733,2.2746,0.6512,0.4791,0.6861,0.8157,0.5217,13558487622,3357914765,3883024548,2923200000,3585385043,13723960965,23220223940,5632745773,57514857400,4370435194,32026899894,3585385043,13723960965,23220223940,4370435194,57514857400,22.2351,84.1918,420.319,68.7111,556.3284,54.5883,40.4052,11.3355,49.3889,-99.7502,73.4601,224.8459,24.5315,19.9129,-43.3694,19.2615,1.6416,1.9653,1.6068,3.6596,6.3453,4.0368,3.1728,1.8669,6.8609,44.3133,4.4959,2.5645,1.8141,1.5637,19.2665,2.6757,4.1266,3.7235,3.9173,3.8561,66.3182,12.2546,3.6338,4.0769,15.4579,5.7753,10.6678,26.8032,5.5071,1.7908,2.511,6.0285
2015/9/1,-4.2262,-5.838,-9.9401,-10,-3.2558,-10,-5.7568,-1.5448,-4.2267,-10.0267,-10.0097,-1.7647,-6.0544,-4.071,-7.4656,-4.5648,2.6689,2.4492,2.5674,1.9758,3.7392,2.6781,3.0142,1.2104,1.5776,2.7037,2.2573,1.072,0.4203,0.5935,1.1233,0.4335,12985484719,3161878310,3497047258,2630880000,3468651576,12351564869,21883471918,5545731163,55083887040,3932223109,28821112526,3468651576,12351564869,21883471918,3932223109,55083887040,21.2954,79.2766,378.5388,61.84,538.2154,49.1295,38.0792,11.1604,47.3014,-89.7485,66.107,220.3906,22.9954,19.0601,-40.043,18.3417,1.5723,1.8506,1.4471,3.2936,6.1387,3.6331,2.9902,1.8381,6.5709,39.8701,4.0459,2.5137,1.7005,1.4967,17.7888,2.548,3.9522,3.5061,3.528,3.4705,64.159,11.0292,3.4246,4.0139,14.8045,5.1962,9.6,26.2721,5.1623,1.7141,2.3184,5.7406
2015/9/2,1.4311,-4,-7.8457,-4.9808,-8.9423,2.1797,5.8095,-4.8117,4.6598,-7.8752,1.7732,-3.2934,-2.2448,-0.8161,-3.6093,-2.6753,2.7102,2.2962,2.6194,2.1518,2.4724,4.0722,2.9015,0.9476,1.8517,2.403,2.8011,0.597,0.3973,0.6564,0.9218,0.4783,13171323498,3035403178,3222677858,2499840000,3158474079,12620790897,23154788526,5278886358,57650665800,3622553236,29332180077,3158474079,12620790897,23154788526,3622553236,57650665800,21.6001,76.1056,348.8396,58.7598,490.0865,50.2003,40.2914,10.6234,49.5056,-82.6806,67.2792,212.6876,22.4323,18.8651,-38.5172,17.8137,1.5948,1.7765,1.3335,3.1296,5.5898,3.7123,3.1639,1.7496,6.8771,36.7303,4.1176,2.4258,1.6589,1.4814,17.111,2.4746,4.0088,3.3659,3.2512,3.2976,58.4217,11.2696,3.6235,3.8208,15.4944,4.787,9.7702,25.3538,5.0359,1.6966,2.2301,5.5754
2015/9/7,1.117,3.9583,2.0202,2.2177,4.6463,-0.1041,-1.9378,0.1099,0.9894,2.9032,-1.0032,2.7864,1.1852,1.4262,2.3128,2.0408,2.2593,1.953,2.1224,1.5062,2.3834,3.3592,1.8013,0.8642,1.2034,1.7967,3.0902,0.5403,0.3842,0.4043,0.7569,0.4613,13318445866,3155554553,3287782462,2555280000,3305224723,12607657920,22706088547,5284687332,58221061080,3727724136,29037929063,3305224723,12607657920,22706088547,3727724136,58221061080,21.8414,79.1181,355.8868,60.063,512.8571,50.1481,39.5106,10.6351,49.9954,-85.081,66.6043,218.4936,22.6857,19.1236,-39.3863,18.1673,1.6126,1.8469,1.3605,3.199,5.8495,3.7084,3.1026,1.7515,6.9452,37.7966,4.0763,2.4921,1.6776,1.5017,17.4971,2.5237,4.0536,3.4991,3.3168,3.3708,61.1361,11.2578,3.5533,3.825,15.6477,4.926,9.6722,26.0459,5.0927,1.7198,2.2804,5.686
2015/9/8,3.8953,6.2124,5.9406,7.002,9.9899,10,8.522,3.0735,9.2372,8.6207,10.0267,9.9398,5.6369,5.4624,7.2121,5.6735,1.7146,1.8927,2.1053,1.6687,0.6718,3.6346,2.1599,0.5243,1.3409,2.0753,2.5971,2.4494,0.3648,0.5442,0.7972,0.435,13837245792,3351591009,3483096271,2734200000,3635413671,13868423712,24641107209,5447114605,63599073720,4049079665,31949465417,3635413671,13868423712,24641107209,4049079665,63599073720,22.6922,84.0332,377.0286,64.2686,564.0911,55.1629,42.8777,10.9619,54.6136,-92.4156,73.2825,240.4191,23.9852,20.1857,-42.2634,19.2146,1.6754,1.9616,1.4413,3.423,6.4338,4.0793,3.367,1.8054,7.5867,41.0549,4.485,2.7421,1.7737,1.5851,18.7752,2.6692,4.2115,3.7165,3.5139,3.6068,67.2436,12.3836,3.8561,3.9425,17.0931,5.3506,10.642,28.6596,5.3845,1.8154,2.447,6.0138
2015/9/9,2.742,4.3396,4.0053,3.7788,10,3.2197,1.3278,4.8988,0.4911,5.6277,-2.3267,10,1.8018,1.4872,4.4177,1.7381,3.0023,2.8408,2.6095,2.4309,0.0991,5.918,3.2093,1.1466,1.8649,3.2547,8.4495,0.7545,0.6299,0.9106,1.5321,0.8338,14216666633,3497037411,3622606135,2837520000,3998955038,14314944930,24968284277,5713959410,63911433040,4276949950,31206094433,3998955038,14314944930,24968284277,4276949950,63911433040,23.3144,87.6799,392.1299,66.6971,620.5002,56.939,43.447,11.4989,54.8818,-97.6165,71.5774,264.4319,24.4147,20.4836,-44.1256,19.5464,1.7213,2.0467,1.499,3.5523,7.0772,4.2106,3.4117,1.8938,7.624,43.3654,4.3807,3.016,1.8055,1.6085,19.6025,2.7153,4.327,3.8778,3.6546,3.7431,73.9679,12.7823,3.9073,4.1357,17.177,5.6518,10.3944,31.5221,5.4809,1.8422,2.5548,6.1177
2015/9/10,-4.1394,-3.0741,-2.439,-2.2202,10.0083,-4.1284,-3.8562,-0.1015,-2.0399,-0.2049,-2.0844,0.7472,-1.1572,-1.7686,1.3462,-0.7973,1.6473,1.8349,1.7461,1.3973,0.538,3.3648,1.639,1.249,0.8872,2.8047,2.7712,3.938,0.2581,0.4315,1.087,0.4348,13628177165,3389533548,3534249888,2774520000,4399184066,13723960965,24005448904,5708158436,62607672400,4268185708,30555644822,4399184066,13723960965,24005448904,4268185708,62607672400,22.3493,84.9845,382.5658,65.2163,682.602,54.5883,41.7716,11.4873,53.7622,-97.4164,70.0855,266.9939,24.1852,20.1656,-44.818,19.4333,1.6501,1.9838,1.4625,3.4734,7.7855,4.0368,3.2801,1.8919,7.4684,43.2765,4.2894,3.0452,1.7885,1.5835,19.9101,2.6996,4.1479,3.7586,3.5655,3.66,81.3709,12.2546,3.7566,4.1315,16.8266,5.6402,10.1777,31.8275,5.4294,1.8136,2.5949,6.0823
2015/9/11,-0.7955,1.8657,1.3158,2.5431,10.0076,10,10.0078,-0.3049,10,9.9932,9.0218,4.3263,4.5455,3.9609,3.7951,4.5159,1.5239,3.1541,1.3029,1.3703,0.4495,4.2959,2.675,0.8061,1.6388,3.933,5.0769,2.2974,0.5023,0.5459,1.2931,0.5464,13519771210,3452771115,3580753176,2845080000,4839435997,15096357062,26407863378,5690755514,68868439640,4694712137,33312312221,4839435997,15096357062,26407863378,4694712137,68868439640,22.1716,86.5701,387.5995,66.8748,750.9139,60.0471,45.952,11.4522,59.1385,-107.1514,76.4085,278.3134,25.2635,20.947,-46.4802,20.294,1.6369,2.0208,1.4817,3.5618,8.5647,4.4405,3.6084,1.8861,8.2153,47.6012,4.6764,3.1743,1.8682,1.6449,20.6485,2.8192,4.1149,3.8287,3.6124,3.7531,89.5141,13.4801,4.1326,4.1189,18.5093,6.2038,11.0959,33.1769,5.6715,1.8838,2.6911,6.3517
2015/9/14,-7.6174,-10.0733,-9.3506,-10.0089,9.9931,-5.9156,-9.9115,-9.9898,-7.8683,-10.0187,-9.8094,-6.872,-6.7852,-7.4715,-8.6837,-6.6642,2.0399,3.1454,2.1185,2.0506,1.969,6.0544,3.1266,0.8642,2.072,4.782,5.2253,2.6294,0.5668,0.8378,1.4303,0.6585,12489914640,3104964500,3245929502,2560320000,5323046072,14203314626,23790446831,5122260060,63449684480,4224364499,30044577270,5323046072,14203314626,23790446831,4224364499,63449684480,20.4827,77.8496,351.3565,60.1814,825.9536,56.495,41.3975,10.3082,54.4853,-96.4163,68.9133,259.1469,23.5456,19.3789,-42.4374,18.9386,1.5123,1.8172,1.3432,3.2053,9.4205,4.1778,3.2507,1.6977,7.5689,42.8322,4.2176,2.9557,1.7412,1.5217,18.8525,2.6309,3.8014,3.443,3.2746,3.3774,98.4594,12.6827,3.723,3.7074,17.0529,5.5823,10.0075,30.8921,5.2858,1.7428,2.457,5.9274
2015/9/15,-3.6578,-5.0916,-10.0287,-5.1181,10.0251,-9.9861,-7.1513,-5.0963,-9.2466,-7.8838,-9.2784,-2.4173,-1.6961,-1.4439,-5.7057,-1.7654,1.8823,2.0584,1.8275,1.5788,16.6973,3.8353,2.0892,1.0978,1.0474,2.7586,2.7542,2.1576,0.2911,0.3818,0.775,0.4841,12033060974,2946870585,2920406486,2429280000,5856684776,12784953110,22089126075,4861216229,57582761600,3891323315,27256936080,5856684776,12784953110,22089126075,3891323315,57582761600,19.7335,73.8858,316.1201,57.1013,908.756,50.8533,38.437,9.7829,49.4473,-88.815,62.5193,252.7079,23.1303,19.0859,-39.9884,18.5914,1.4569,1.7247,1.2085,3.0412,10.365,3.7606,3.0183,1.6112,6.869,39.4554,3.8263,2.8823,1.7105,1.4987,17.7645,2.5826,3.6624,3.2677,2.9462,3.2046,108.33,11.4162,3.4567,3.5185,15.4761,5.1422,9.0789,30.1245,5.1926,1.7164,2.3152,5.8188
2015/9/16,8.5586,9.2275,9.5541,8.7137,10.0228,10.0154,9.9873,7.6372,10,9.985,9.1477,5.2151,7.8361,6.4026,9.2357,7.1086,2.0074,2.0392,2.3173,2.3062,16.3665,3.542,1.8467,1.2459,1.2263,2.7316,3.4119,2.5897,0.45,0.7177,1.2697,0.5983,13062917544,3218792120,3199426214,2640960000,6443687351,14065418367,24295234308,5232478566,63341037760,4279871364,29750326256,6443687351,14065418367,24295234308,4279871364,63341037760,21.4224,80.7036,346.3227,62.0769,999.8386,55.9465,42.2758,10.53,54.392,-97.6831,68.2383,266.0832,24.9612,20.3229,-43.7138,19.9277,1.5816,1.8839,1.3239,3.3062,11.4038,4.1372,3.3197,1.7342,7.5559,43.395,4.1763,3.0349,1.8459,1.5959,19.4195,2.7683,3.9758,3.5692,3.2277,3.4838,119.1877,12.5595,3.802,3.7872,17.0237,5.6556,9.9095,31.719,5.6036,1.8277,2.5309,6.237
