ÈÕÆÚ,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH,600064.SH,600082.SH,600215.SH,600463.SH,600604.SH,600639.SH,600648.SH,600658.SH,600663.SH,600848.SH,600895.SH,900902.SH,900911.SH,900912.SH,900928.SH,900932.SH
2016/11/28,1.8171,0.2861,-2.9046,-2.0564,-0.8236,-0.87,-1.15,0.6762,0,0,-1.3535,-0.3518,-0.2543,-0.1752,0,0,2.5765,0.7577,3.0727,3.7136,1.1857,0.7961,0.3949,0.4427,,,0.8732,0.0738,0.0905,0.0925,,,13850441876,4433297862,4352707757,4200840000,7810220152,14421940546,19284751203,7773305187,58229209584,10152653673,29347666973,7810220152,14421940546,19284751203,10152653673,58229209584,16.3292,436.1996,930.1383,220.0584,145.6265,48.8223,43.4214,20.6085,42.1462,95.0315,60.9368,55.6501,25.7863,24.8348,40.6684,18.9959,1.5395,2.5791,1.7997,3.6133,6.6429,2.5302,2.5977,3.1567,6.1612,7.3051,3.8811,2.5385,1.3364,1.4857,3.1262,2.7769,3.5676,6.6242,11.6729,7.8418,19.3436,15.3508,2.9668,6.1514,14.2202,25.2434,12.1313,7.392,8.1078,1.6968,10.8028,6.4092
2016/11/29,-1.6174,-0.7133,-2.5641,0.06,-1.9541,-2.7304,0.1454,-2.5373,0,-9.9961,-0.5277,-1.677,-1.0835,-0.6437,-4.6349,0,2.0394,1.263,2.8985,3.0105,1.6271,1.6323,0.5198,0.3557,,4.7616,0.5997,0.2866,0.1796,0.0943,1.0113,,13626424690,4401676622,4241099866,4203360000,7657602269,14028167426,19312794952,7576072070,58229209584,9137787859,29192798018,7657602269,14028167426,19312794952,9137787859,58229209584,16.0651,433.0883,906.2886,220.1904,142.7808,47.4893,43.4846,20.0856,42.1462,85.5321,60.6152,54.5956,25.4504,24.6202,38.6975,18.9538,1.5146,2.5607,1.7536,3.6154,6.5131,2.4611,2.6015,3.0766,6.1612,6.5748,3.8606,2.4904,1.3189,1.4729,2.9747,2.7708,3.5099,6.5769,11.3736,7.8466,18.9656,14.9316,2.9711,5.9953,14.2202,22.7201,12.0673,7.2519,8.0021,1.6822,10.2793,6.395
2016/11/30,-0.8503,-0.5747,5.1535,-2.7578,0.4484,-2.3559,-1.1133,-1.2251,0,-6.1216,-1.6446,0.5386,-0.3222,-0.3534,-0.1332,0,1.1809,1.0934,3.4811,2.3928,0.6919,1.1696,0.3934,0.4125,,2.9391,0.7999,0.1168,0.1056,0.105,0.2303,,13510553732,4376379630,4459665319,4087440000,7691941293,13697679271,19097792878,7483256486,58229209584,8578413001,28712704257,7691941293,13697679271,19097792878,8578413001,58229209584,15.9285,430.5993,952.9943,214.118,143.4211,46.3705,43.0005,19.8395,42.1462,80.2962,59.6184,54.8705,25.3596,24.5247,38.6325,18.9472,1.5017,2.546,1.844,3.5157,6.5423,2.4031,2.5725,3.0389,6.1612,6.1724,3.7971,2.503,1.3142,1.4672,2.9697,2.7698,3.4801,6.5391,11.9598,7.6302,19.0506,14.5799,2.938,5.9218,14.2202,21.3293,11.8688,7.2885,7.9736,1.6757,10.262,6.3928
2016/12/1,3.0303,0,-0.1043,-0.7398,0,-0.2567,0.5874,3.4884,0,-0.0932,0.2157,-0.1786,0,0.7683,0.8,0,2.8506,0.765,2.0097,1.4173,0.6597,1.3052,0.3373,0.5419,,1.4202,0.5317,0.0577,0.0659,0.0407,0.1665,,13919964451,4376379630,4455014990,4057200000,7691941293,13662520956,19209967873,7744300317,58229209584,8570421932,28774651839,7691941293,13662520956,19209967873,8570421932,58229209584,16.4111,430.5993,952.0005,212.5339,143.4211,46.2515,43.253,20.5316,42.1462,80.2214,59.747,54.8465,25.3938,24.7465,38.9941,18.9728,1.5472,2.546,1.842,3.4897,6.5423,2.397,2.5876,3.1449,6.1612,6.1666,3.8053,2.5019,1.316,1.4805,2.9975,2.7736,3.5855,6.5391,11.9473,7.5737,19.0506,14.5424,2.9553,6.1284,14.2202,21.3094,11.8944,7.2853,7.9843,1.6908,10.3581,6.4014
2016/12/2,-2.2752,-2.4566,-2.8184,-2.2981,-1.2897,-0.2059,-1.2165,0.2247,0,-1.8182,-1.6685,-0.2683,-0.1293,-0.1173,-0.9259,0,1.7922,1.1555,1.4321,2.2315,1.0969,0.9405,0.3396,0.4626,,1.5624,0.6262,0.038,0.2255,0.0455,0.1089,,13603250499,4268867414,4329456113,3963960000,7592739669,13634394305,18976269967,7761703239,58229209584,8414596078,28294558079,7592739669,13634394305,18976269967,8414596078,58229209584,16.0378,420.021,925.1696,207.6496,141.5714,46.1563,42.7268,20.5777,42.1462,78.7628,58.7501,54.5692,25.3007,24.6587,38.5412,18.9277,1.512,2.4835,1.7901,3.4095,6.4579,2.392,2.5561,3.152,6.1612,6.0545,3.7418,2.4892,1.3112,1.4752,2.9627,2.767,3.504,6.3785,11.6106,7.3997,18.8049,14.5125,2.9193,6.1422,14.2202,20.922,11.696,7.2484,7.9551,1.6848,10.2378,6.3862
2016/12/5,-1.1357,-0.4444,2.9001,0,-0.1005,0,-0.5911,1.6442,0,0.6648,-0.1095,0,-0.7767,-1.5267,-0.3338,0,1.0948,0.7857,2.5738,0.8502,0.5105,0.5636,0.2787,0.6587,,0.9768,0.3352,0.0652,0.0639,0.0852,0.1038,,13448755888,4249894669,4455014990,3963960000,7585108775,13634394305,18864094972,7889324667,58229209584,8470533564,28263584288,7585108775,13634394305,18864094972,8470533564,58229209584,15.8556,418.1542,952.0005,207.6496,141.4291,46.1563,42.4743,20.9161,42.1462,79.2864,58.6858,54.6295,25.1319,24.309,38.455,18.9486,1.4949,2.4724,1.842,3.4095,6.4514,2.392,2.541,3.2038,6.1612,6.0947,3.7377,2.492,1.3024,1.4543,2.956,2.77,3.4642,6.3501,11.9473,7.3997,18.786,14.5125,2.9021,6.2432,14.2202,21.061,11.6832,7.2564,7.902,1.6609,10.2149,6.3933
2016/12/6,-1.0339,0.1488,0.8351,0,-0.3521,-0.2063,0.2478,3.2353,0,-1.0377,-0.0548,0.2691,0.0652,0,0,0,0.9102,0.4838,2.6705,0.7694,0.7033,0.4048,0.1936,0.9759,,1.0417,0.2535,0.1377,0.0992,0.1074,0.0861,,13309710738,4256218917,4492217621,3963960000,7558400646,13606267653,18910834554,8144567524,58229209584,8382631801,28248097392,7558400646,13606267653,18910834554,8382631801,58229209584,15.6917,418.7765,959.9504,207.6496,140.9311,46.0611,42.5795,21.5928,42.1462,78.4636,58.6537,54.5419,25.0406,24.2049,38.2903,18.8674,1.4794,2.4761,1.8574,3.4095,6.4287,2.3871,2.5473,3.3075,6.1612,6.0315,3.7356,2.488,1.2977,1.4481,2.9434,2.7582,3.4284,6.3596,12.0471,7.3997,18.7199,14.4826,2.9093,6.4452,14.2202,20.8425,11.6768,7.2448,7.8733,1.6538,10.1711,6.3659
2016/12/7,0.8125,0.8915,5.5901,1.0172,0.9086,0.5685,0.5437,2.4929,0,1.5253,0.4386,0.1789,0.3911,0.2982,1.5405,0,0.7405,0.6283,4.7429,0.6785,0.6388,0.4804,0.2331,1.2374,,0.6485,0.3252,0.0714,0.0311,0.1726,0.1877,,13417856965,4294164406,4743335376,4004280000,7627078693,13683615945,19013661632,8347601615,58229209584,8510488911,28371992556,7627078693,13683615945,19013661632,8510488911,58229209584,15.8192,422.51,1013.6123,209.7617,142.2117,46.3229,42.811,22.1311,42.1462,79.6604,58.9109,54.8251,25.2239,24.3596,39.0123,18.9316,1.4914,2.4982,1.9613,3.4442,6.4871,2.4007,2.5612,3.3899,6.1612,6.1235,3.752,2.5009,1.3072,1.4573,2.9989,2.7675,3.4562,6.4163,12.7205,7.4749,18.89,14.5649,2.9251,6.6058,14.2202,21.1604,11.728,7.2824,7.9309,1.6644,10.3629,6.3875
2016/12/8,-1.1514,0.1473,2.8431,0.0629,-0.1501,-0.1542,-0.4425,-0.3475,0,-1.831,-0.0546,0.1786,-0.5195,-1.0107,0.066,0,0.766,0.6973,3.8746,0.6922,0.6152,0.4809,0.2187,0.8351,,1.0035,0.2926,0.0561,0.0972,0.0754,0.1143,,13263362354,4300488654,4878194911,4006800000,7615632352,13662520956,18929530386,8318596745,58229209584,8354663058,28356505661,7615632352,13662520956,18929530386,8354663058,58229209584,15.637,423.1322,1042.4306,209.8937,141.9982,46.2515,42.6216,22.0542,42.1462,78.2018,58.8788,54.8615,25.0648,24.0864,38.9943,18.9104,1.4743,2.5019,2.017,3.4464,6.4774,2.397,2.5498,3.3782,6.1612,6.0114,3.75,2.5026,1.299,1.441,2.9975,2.7644,3.4164,6.4257,13.0822,7.4796,18.8616,14.5424,2.9121,6.5829,14.2202,20.7729,11.7216,7.2873,7.8809,1.6457,10.3582,6.3804
2016/12/9,1.1648,0.1471,6.959,-1.5723,-0.5511,-0.8749,-0.0988,2.9986,0,-7.2214,-0.1638,-0.5348,-0.3916,0.0601,-2.439,0,0.9046,0.559,8.6771,0.7255,0.7564,0.5686,0.2204,2.2482,,3.0085,0.2593,0.1085,0.2112,0.0834,0.2485,,13417856965,4306812902,5217668914,3943800000,7573662434,13542982688,18910834554,8568038628,58229209584,7751337318,28310044974,7573662434,13542982688,18910834554,7751337318,58229209584,15.8192,423.7545,1114.9735,206.5935,141.2157,45.8468,42.5795,22.7155,42.1462,72.5545,58.7823,54.7595,25.0542,24.1854,38.1766,18.9767,1.4914,2.5056,2.1574,3.3922,6.4417,2.376,2.5473,3.4795,6.1612,5.5773,3.7438,2.4979,1.2984,1.4469,2.9346,2.7741,3.4562,6.4352,13.9926,7.362,18.7577,14.4152,2.9093,6.7803,14.2202,19.2728,11.7024,7.2737,7.8776,1.6525,10.1409,6.4027
2016/12/12,-2.7058,-6.1674,0,-9.8403,1.0579,-6.0228,-3.8062,-0.8125,0,-1.9588,-3.0635,-1.0753,-2.6212,-1.2605,-1.3514,0,1.55,1.4384,,2.3627,2.7073,1.477,0.5011,2.0905,,2.2109,0.8688,0.3602,0.2781,0.1748,0.2791,,13054794630,4041194485,5217668914,3555720000,7653786822,12727309795,18191045003,8498426939,58229209584,7599506999,27442778826,7653786822,12727309795,18191045003,7599506999,58229209584,15.3911,397.6199,1114.9735,186.2642,142.7097,43.0855,40.9588,22.5309,42.1462,71.1334,56.9815,54.2602,24.4378,23.92,37.723,19.008,1.4511,2.351,2.1574,3.0584,6.5098,2.2329,2.4504,3.4512,6.1612,5.468,3.6291,2.4751,1.2665,1.431,2.8998,2.7787,3.3627,6.0383,13.9926,6.6376,18.9561,13.547,2.7985,6.7252,14.2202,18.8953,11.3439,7.2074,7.6838,1.6343,10.0204,6.4133
2016/12/13,0.0592,10.0156,0,1.3466,-5.1844,0.1657,-0.1028,2.0478,0,-3.0494,-0.395,-0.5435,0.6057,0.4255,-0.5479,0,0.7013,2.8476,,0.9407,1.9449,0.5888,0.1973,5.6049,,3.2933,0.3954,0.2522,0.1364,0.0853,0.3453,,13062519360,4445946358,5217668914,3603600000,7256980327,12748404783,18172349171,8672456160,58229209584,7367765987,27334370558,7256980327,12748404783,18172349171,7367765987,58229209584,15.4003,437.4441,1114.9735,188.7723,135.311,43.157,40.9167,22.9923,42.1462,68.9642,56.7564,53.8466,24.5317,23.9689,37.4337,18.9662,1.4519,2.5865,2.1574,3.0996,6.1723,2.2366,2.4478,3.5219,6.1612,5.3013,3.6148,2.4563,1.2713,1.4339,2.8775,2.7726,3.3647,6.6431,13.9926,6.727,17.9734,13.5695,2.7956,6.8629,14.2202,18.3191,11.2991,7.1524,7.7133,1.6377,9.9436,6.3992
2016/12/14,-0.7688,3.6984,0,-0.9091,-0.1052,0.6619,-0.1029,-3.8127,0,-2.1692,-0.17,0.1821,0.0669,0.1211,-0.2755,0,0.5863,7.2662,,0.6544,1.7988,0.6027,0.2616,1.2427,,2.0502,0.4166,0.252,0.1001,0.094,0.2615,,12962097863,4610376807,5217668914,3570840000,7249349433,12832784738,18153653338,8341800641,58229209584,7207944599,27287909871,7249349433,12832784738,18153653338,7207944599,58229209584,15.2819,453.6227,1114.9735,187.0562,135.1687,43.4426,40.8746,22.1157,42.1462,67.4683,56.66,54.0182,24.5816,24.0307,37.3815,18.9921,1.4408,2.6822,2.1574,3.0714,6.1658,2.2514,2.4453,3.3876,6.1612,5.1863,3.6087,2.4641,1.2739,1.4376,2.8735,2.7764,3.3388,6.8887,13.9926,6.6658,17.9545,13.6593,2.7928,6.6012,14.2202,17.9218,11.2799,7.1752,7.729,1.6419,9.9297,6.4079
2016/12/15,0.2384,-0.1372,0,2.6112,-0.3158,0.3836,1.1329,-0.5563,0,2.439,1.0216,0.1818,0.1337,0.3628,0.2072,0,0.638,4.2569,,0.9876,1.2153,0.5869,0.2767,0.7982,,1.5065,0.4576,0.169,0.1169,0.0712,0.2414,,12992996785,4604052559,5217668914,3664080000,7226456751,12882006378,18359307495,8295392849,58229209584,7383748126,27566673990,7226456751,12882006378,18359307495,7383748126,58229209584,15.3183,453.0004,1114.9735,191.9405,134.7418,43.6092,41.3377,21.9926,42.1462,69.1138,57.2388,54.3211,24.7075,24.209,37.6006,19.0639,1.4442,2.6785,2.1574,3.1516,6.1464,2.26,2.473,3.3687,6.1612,5.3128,3.6455,2.4779,1.2804,1.4483,2.8904,2.7869,3.3468,6.8793,13.9926,6.8399,17.8978,13.7117,2.8244,6.5645,14.2202,18.3589,11.3951,7.2155,7.7686,1.6541,9.9879,6.4322
2016/12/16,0.4756,1.3736,0,1.1692,4.8574,0.4913,0.4073,0.979,0,0,0.3933,1.6334,0.1335,1.6265,0,0,0.5129,4.2396,,0.634,3.1237,0.4493,0.204,0.7945,,1.1774,0.3134,0.4002,0.1714,0.1765,0.112,,13054794630,4667295039,5217668914,3706920000,7577477881,12945291344,18434090825,8376606485,58229209584,7383748126,27675082259,7577477881,12945291344,18434090825,7383748126,58229209584,15.3911,459.2229,1114.9735,194.1847,141.2868,43.8235,41.5061,22.208,42.1462,69.1138,57.4639,55.3828,24.8187,24.6805,37.7194,19.1241,1.4511,2.7153,2.1574,3.1884,6.4449,2.2711,2.4831,3.4017,6.1612,5.3128,3.6599,2.5263,1.2862,1.4765,2.8995,2.7957,3.3627,6.9738,13.9926,6.9198,18.7671,13.779,2.8359,6.6288,14.2202,18.3589,11.4399,7.3565,7.8035,1.6863,10.0195,6.4525
2016/12/19,-0.2959,5.0136,0,0.5438,-1.712,1.7925,0.7606,1.1773,6.2133,0.2706,0,-1.5179,0.2667,-0.1778,-0.9649,0.3859,0.4154,5.6699,,0.625,1.9882,0.7889,0.3492,0.6371,1.4835,0.7728,0.3173,0.1781,0.1151,0.0879,0.2135,0.5949,13016170977,4901292216,5217668914,3727080000,7447752681,13177336218,18574309569,8475223043,61847145360,7403725799,27675082259,7447752681,13177336218,18574309569,7403725799,61847145360,15.3456,482.2463,1114.9735,195.2407,138.868,44.609,41.8218,22.4694,44.7649,69.3008,57.4639,54.3884,24.8147,24.5672,37.2502,19.1438,1.4468,2.8514,2.1574,3.2058,6.3346,2.3118,2.502,3.4418,6.544,5.3271,3.6599,2.481,1.286,1.4697,2.8634,2.7986,3.3527,7.3234,13.9926,6.9575,18.4459,14.026,2.8575,6.7068,15.1037,18.4085,11.4399,7.2244,7.8023,1.6786,9.8948,6.4591
2016/12/20,-0.3561,-3.3548,0,-0.2705,-1.793,-1.921,-1.7111,-2.8747,-5.8103,-0.8095,-1.1752,-0.544,-0.6649,-0.8907,-0.3479,-3.7796,0.4878,3.5036,,0.5128,1.0124,0.5494,0.2598,0.5121,0.6993,0.7154,0.3782,0.1073,0.1238,0.0723,0.1184,0.3242,12969822593,4736861767,5217668914,3717000000,7314212033,12924196355,18256480417,8231582134,58253655096,7343792779,27349857453,7314212033,12924196355,18256480417,7343792779,58253655096,15.291,466.0677,1114.9735,194.7127,136.3781,43.7521,41.1062,21.8235,42.1639,68.7398,56.7886,54.2143,24.7052,24.4031,37.2041,18.4617,1.4416,2.7557,2.1574,3.1971,6.221,2.2674,2.4592,3.3428,6.1638,5.284,3.6169,2.473,1.2803,1.4599,2.8599,2.6988,3.3408,7.0777,13.9926,6.9386,18.1151,13.7566,2.8086,6.514,14.2261,18.2595,11.3055,7.2013,7.7678,1.6674,9.8826,6.229
2016/12/21,0.4169,0.1335,0,1.0847,0.1565,0.5985,0.9217,3.3122,-1.175,0.9793,0.6229,0.6381,-0.4685,0.0599,0,-1.8642,0.5102,2.6986,,0.7064,0.9833,0.3719,0.2546,0.9718,0.3712,0.961,0.1946,0.0565,0.0778,0.0385,0.2202,0.3136,13023895707,4743186015,5217668914,3757320000,7325658374,13001544647,18424742909,8504227913,57569180760,7415712403,27520213304,7325658374,13001544647,18424742909,7415712403,57569180760,15.3547,466.69,1114.9735,196.8248,136.5915,44.0139,41.485,22.5463,41.6685,69.413,57.1423,54.5767,24.5969,24.4252,37.2153,18.123,1.4476,2.7594,2.1574,3.2318,6.2307,2.281,2.4818,3.4535,6.0914,5.3358,3.6394,2.4896,1.2747,1.4612,2.8607,2.6493,3.3547,7.0872,13.9926,7.0139,18.1435,13.8389,2.8345,6.7298,14.059,18.4383,11.3759,7.2494,7.7338,1.6689,9.8856,6.1147
2016/12/22,-0.5931,-0.2667,0,-0.8719,10,0.5949,0.7103,-0.5457,-2.6327,10.0216,1.7445,4.6196,0.8742,0.5389,3.2123,0.0678,0.5156,1.7128,,0.5729,3.605,0.7447,0.358,0.9897,0.4145,3.766,0.8539,1.3718,0.1049,0.0639,0.5646,0.1921,12946648402,4730537519,5217668914,3724560000,8058224212,13078892938,18555613736,8457820121,56053559016,8158881857,28000307064,8058224212,13078892938,18555613736,8158881857,56053559016,15.2636,465.4455,1114.9735,195.1087,150.2507,44.2758,41.7797,22.4233,40.5715,76.3693,58.1392,57.0536,24.7926,24.5377,38.381,18.1212,1.4391,2.7521,2.1574,3.2036,6.8538,2.2946,2.4995,3.4347,5.931,5.8705,3.7029,2.6025,1.2849,1.468,2.9503,2.6491,3.3348,7.0683,13.9926,6.9528,19.9578,13.9212,2.8546,6.6931,13.6888,20.2862,11.5743,7.5784,7.7953,1.6765,10.1952,6.1141
2016/12/23,-0.6563,-3.4759,0,0.203,0.7102,-2.1505,-1.0579,-0.8916,0,-2.8404,-1.5487,-1.4719,-0.6,-0.5956,-1.6915,0,0.4158,1.9878,,0.6397,8.7036,0.5488,0.2374,0.6415,0.2149,2.1965,0.4165,0.6534,0.0798,0.0718,0.2178,0.107,12861676366,4566107070,5217668914,3732120000,8115455918,12797626423,18359307495,8382407459,56053559016,7927140845,27566673990,8115455918,12797626423,18359307495,7927140845,56053559016,15.1635,449.2669,1114.9735,195.5048,151.3178,43.3236,41.3377,22.2233,40.5715,74.2001,57.2388,56.2365,24.6538,24.4014,37.747,18.1285,1.4296,2.6564,2.1574,3.2101,6.9025,2.2452,2.473,3.4041,5.931,5.7038,3.6455,2.5653,1.2777,1.4598,2.9016,2.6501,3.313,6.8226,13.9926,6.9669,20.0996,13.6218,2.8244,6.6334,13.6888,19.71,11.3951,7.4699,7.7517,1.6672,10.0268,6.1166
2016/12/26,0.0601,1.8006,0,-1.2829,2.8679,0.2747,0.5092,-6.0208,-2.355,0.252,-0.4494,0.4394,-0.4695,-0.1797,0.3441,-1.0169,0.5713,1.5451,,0.9042,7.4325,0.2968,0.1355,1.1423,0.2447,1.3286,0.2934,0.3584,0.0733,0.0767,0.0306,0.1286,12869401096,4648322295,5217668914,3684240000,8348198189,12832784738,18452786658,7877722719,54733501368,7947118518,27442778826,8348198189,12832784738,18452786658,7947118518,54733501368,15.1726,457.3562,1114.9735,192.9966,155.6574,43.4426,41.5482,20.8853,39.616,74.3871,56.9815,56.4803,24.5367,24.3561,37.8747,17.9431,1.4305,2.7042,2.1574,3.1689,7.1004,2.2514,2.4856,3.1991,5.7913,5.7181,3.6291,2.5764,1.2716,1.4571,2.9114,2.623,3.3149,6.9454,13.9926,6.8775,20.676,13.6593,2.8388,6.234,13.3665,19.7596,11.3439,7.5023,7.7148,1.6641,10.0607,6.054
2016/12/27,0.4202,1.9048,0,0.7524,0.8684,2.137,1.8237,-0.2946,1.5185,-1.9105,0.5079,0.175,1.0782,0.4202,0.5487,1.1644,0.455,1.7812,,0.7121,6.5583,1.3347,0.5024,0.965,0.2592,1.4465,0.4341,0.2399,0.157,0.0749,0.0356,0.1181,12923474210,4736861767,5217668914,3711960000,8420691683,13107019590,18789311642,7854518823,55564648776,7795288200,27582160886,8420691683,13107019590,18789311642,7795288200,55564648776,15.2363,466.0677,1114.9735,194.4487,157.0091,44.371,42.3059,20.8238,40.2176,72.9659,57.2709,56.5816,24.8023,24.4595,38.0841,18.1528,1.4365,2.7557,2.1574,3.1928,7.1621,2.2995,2.5309,3.1897,5.8793,5.6089,3.6476,2.581,1.2854,1.4633,2.9275,2.6537,3.3289,7.0777,13.9926,6.9292,20.8555,13.9512,2.8906,6.2156,13.5694,19.3821,11.4015,7.5157,7.7984,1.6712,10.1164,6.1248
2016/12/28,-0.1195,-1.2016,0,0.611,-3.8514,0.3755,-0.597,-2.5849,-0.8799,-0.5126,0.3369,-0.8734,-0.5333,0,-1.7053,-1.0833,0.2384,1.5714,,0.7645,4.6742,1.0198,0.3275,1.091,0.1749,0.9163,0.4368,0.1998,0.0431,0.0457,0.1483,0.0866,12908024749,4679943535,5217668914,3734640000,8096378683,13156241230,18677136648,7651484732,55075738536,7755332853,27675082259,8096378683,13156241230,18677136648,7755332853,55075738536,15.2181,460.4674,1114.9735,195.6368,150.9621,44.5376,42.0533,20.2855,39.8637,72.5919,57.4639,56.1141,24.6817,24.4711,37.4525,17.9647,1.4348,2.7226,2.1574,3.2123,6.8863,2.3081,2.5158,3.1072,5.8275,5.5801,3.6599,2.5597,1.2791,1.464,2.879,2.6262,3.3249,6.9927,13.9926,6.9716,20.0523,14.0036,2.8733,6.055,13.4501,19.2828,11.4399,7.4536,7.7604,1.672,9.9486,6.0613
2016/12/29,-0.2992,-1.6216,0,-0.135,-0.3299,-1.1758,-0.2503,0.1516,-0.8433,2.2154,-0.3917,-0.0881,0.134,-0.4782,-0.1388,0,0.2994,1.2185,,0.5702,2.8599,0.5053,0.1823,0.8726,0.1841,1.8729,0.3164,0.1517,0.036,0.0355,0.4144,0.079,12869401096,4604052559,5217668914,3729600000,8069670553,13001544647,18630397066,7663086680,54611273808,7927140845,27566673990,8069670553,13001544647,18630397066,7927140845,54611273808,15.1726,453.0004,1114.9735,195.3728,150.4641,44.0139,41.9481,20.3163,39.5276,74.2001,57.2388,56.0663,24.7155,24.3548,37.4016,17.9652,1.4305,2.6785,2.1574,3.208,6.8636,2.281,2.5095,3.112,5.7784,5.7038,3.6455,2.5575,1.2809,1.457,2.8751,2.6263,3.3149,6.8793,13.9926,6.9622,19.9862,13.8389,2.8661,6.0641,13.3366,19.71,11.3951,7.4473,7.7711,1.664,9.9351,6.0615
2016/12/30,0.5402,2.0604,9.9822,0.8784,-2.2695,0.3786,-0.9533,0,-0.94,-2.4698,-0.4494,-0.0882,-0.5355,0.6006,-1.1814,0.2053,0.3447,2.1408,0.4893,0.5388,2.4767,0.6194,0.2536,0.4734,0.2942,1.418,0.2144,0.0598,0.0779,0.0528,0.3537,0.1598,12938923671,4698916279,5738505739,3762360000,7886529094,13050766287,18452786658,7663086680,54097918056,7731359645,27442778826,7886529094,13050766287,18452786658,7731359645,54097918056,15.2545,462.3342,1226.2721,197.0889,147.0493,44.1805,41.5482,20.3163,39.156,72.3676,56.9815,55.9144,24.5382,24.4563,36.8922,17.9692,1.4382,2.7337,2.3727,3.2361,6.7078,2.2896,2.4856,3.112,5.7241,5.5629,3.6291,2.5506,1.2717,1.4631,2.8359,2.6269,3.3328,7.021,15.3893,7.0233,19.5326,13.8913,2.8388,6.0641,13.2113,19.2232,11.3439,7.4271,7.7153,1.671,9.7998,6.0628
2017/1/3,1.0149,3.6339,9.9676,2.5452,1.016,0.7543,1.1145,1.2112,0.3615,0.6718,0.395,-0.353,0.2019,0.2985,0.6329,1.1612,0.5897,3.294,0.2655,1.0026,2.0722,0.5559,0.298,0.5208,0.1305,0.7583,0.3342,0.2571,0.0536,0.1597,0.1648,0.1387,13070244091,4870571875,6310496182,3858120000,7966653482,13149209567,18658440815,7755902265,54293482152,7783301596,27551187095,7966653482,13149209567,18658440815,7783301596,54293482152,14.1067,-60.6132,817.7742,163.1694,127.4364,34.0319,31.3632,25.4373,28.1894,43.2312,37.917,47.8883,18.8327,18.346,22.0709,13.0637,1.3276,2.9719,2.6024,3.2884,3.4442,2.4276,2.4065,1.7813,5.467,3.7722,3.3387,1.2943,1.3434,1.4077,1.9258,2.5335,2.5035,7.0999,14.7065,6.4764,16.572,14.2849,2.6177,7.0486,5.83,9.6929,13.1972,6.2275,7.905,1.5312,4.9485,2.7018
2017/1/4,0.5319,1.9481,10.0221,1.8289,5.4119,0.8556,0.3507,0.5236,0.4953,1.4887,0.5059,1.4172,0.403,0,0.6988,0.2026,0.6308,3.3025,4.8696,1.2016,6.9032,0.7473,0.2964,0.4343,0.1785,1.0316,0.3953,0.5172,0.103,0.0778,0.1351,0.1482,13139766666,4965453146,6942940898,3928680000,8397799001,13261716173,18723876229,7796509083,54562382784,7899172102,27690569154,8397799001,13261716173,18723876229,7899172102,54562382784,14.1817,-61.7939,899.7324,166.1536,134.3331,34.3231,31.4732,25.5705,28.329,43.8748,38.1089,48.5865,18.9162,18.3534,22.2341,13.0954,1.3347,3.0298,2.8633,3.3486,3.6306,2.4483,2.4149,1.7906,5.4941,3.8284,3.3556,1.3131,1.3493,1.4083,1.9401,2.5397,2.5168,7.2383,16.1804,6.5949,17.4689,14.4072,2.6269,7.0855,5.8589,9.8372,13.2639,6.3183,7.9401,1.5318,4.9851,2.7083
2017/1/5,-0.0588,0,0,0,-0.5452,0.7423,0.8487,2.5298,-0.4032,1.4669,0.0559,-0.3493,0.2676,0.3571,0.1388,-0.4043,0.4657,2.8209,,0.6492,4.4454,0.9699,0.6114,0.7084,0.1596,1.9059,0.5198,0.1399,0.0591,0.0846,0.1981,0.0797,13132041935,4965453146,6942940898,3928680000,8352013636,13360159453,18882790805,7993742200,54342373176,8015042608,27706056050,8352013636,13360159453,18882790805,8015042608,54342373176,14.1734,-61.7939,899.7324,166.1536,133.6007,34.5779,31.7403,26.2173,28.2148,44.5184,38.1302,48.2643,18.907,18.3609,22.1948,13.0014,1.3339,3.0298,2.8633,3.3486,3.6108,2.4665,2.4354,1.8359,5.4719,3.8846,3.3574,1.3044,1.3487,1.4088,1.9367,2.5215,2.5153,7.2383,16.1804,6.5949,17.3737,14.5141,2.6492,7.2648,5.8353,9.9815,13.2713,6.2764,7.9363,1.5325,4.9763,2.6889
