ÈÕÆÚ,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH
2017/8/28,1.4101,1.0808,0.9754,-0.8485,2.0305,-1.145,4.5959,1.774,1.4009,0.9386,0.9153,-0.2538,0.2343,0.1637,1.3761,4.727,,3.0031,0.905,2.1402,-0.1381,0,1.8055,1.8553,2.2869,1.6536,0.8391,1.2686,1.1538,2.0354,0,10,3.1308,,,0,0.3717,1.222,0.494,,3.7956,,2.0459,0.9848,2.8614,3.8542,1.272,2.5958,0.3727,4.7147,2.1735,2.3342,0.9277,0.8459,2.6122,0.7009,1.1869,1.6812,15.8232,,1.3139,2.043,1.9379,2.7208,,0.9145,1.7902,2.77,2.1392,2.4153,4.6056,2.139,3.3039,,11.3885,7.9117,,,,4.2068,1.1981,6.4624,,25.0594,,7.0882,21497569992,22818630524,22008101987,15989400740,3634953249,4494451776,4497098734,8541367001,2976136477,11635459006,7591794833,6197752863,9805483255,4195400552,6215680250,849420000,,4105640744,3996012653,2996494188,2008498136,3648630797,7360025406,1654949399,3633846200,3864854394,3386250781,3636473235,2191746031,1463992233,2002571806,2526480000,922794500,,,30484626641,4948743981,6562674769,11441978014,,888750000,,2045000000,766.4867,79.819,48.4183,23.5414,197.4506,386.2503,126.1086,83.3754,41.6637,64.9079,36.784,119.4932,117.7921,-15.2169,348.8099,52.887,,110.3343,125.9061,32.9385,223.2107,275.3985,30.8254,68.6955,48.2905,205.4419,159.0724,64.1802,118.0979,66.9763,104.4534,222.9275,61.9276,,,9.5551,255.7019,114.1669,81.6647,,57.3189,,58.538,9.1708,5.8093,9.1417,2.3722,2.7372,13.268,2.5093,8.7207,2.2981,5.0456,3.4757,3.2859,6.7104,2.2238,5.3714,5.2553,,5.5839,6.4414,3.1468,3.453,3.2839,5.1834,4.7794,8.6365,4.6112,6.6927,4.8868,5.6869,6.9941,9.1819,11.4247,6.4803,,,1.8866,41.8651,7.4707,6.3042,,13.0622,,9.0053,0.3675,1.8085,6.3019,4.4914,5.9537,4.0635,3.8197,7.2188,6.8874,11.2584,5.1098,9.8481,5.3533,3.2363,10.8917,6.4511,,8.2979,15.3498,4.0648,4.9247,6.7921,10.3275,10.1373,13.1871,20.4861,10.7622,8.6294,6.8092,15.9356,23.7704,16.4448,12.7725,,,1.5128,37.323,5.8174,4.2002,,14.3496,,7.0587
2017/8/29,-1.5064,-1.0129,0.126,-1.467,-1.4925,2.7885,-0.7576,6.5203,-0.7439,-0.5722,-0.8314,-1.7812,-0.7013,-0.817,-2.1719,-0.3179,,0.7084,-1.1659,-1.4144,-0.4149,0,-0.8009,-0.8197,-0.8808,-0.5137,-1.3616,-0.8715,-1.0266,-1.1275,0,-0.8011,1.6625,,,0,1.8519,-2.9175,-2.177,,-2.2785,,-2.5183,1.2586,1.4766,2.455,0.9916,2.4336,0.4469,2.1927,3.2021,2.1236,0.6198,0.4951,1.7507,0.4548,0.9552,1.2978,11.2023,,1.8993,1.5799,2.1421,1.8989,,0.5889,0.8931,2.6486,1.444,1.8136,3.2928,1.4947,1.9092,,20.6306,11.061,,,,5.2377,1.9132,4.5298,,22.1413,,4.6296,21173736377,22587490766,22035831640,15754837404,3580700215,4619779689,4463029804,9098292803,2953997311,11568875550,7528673334,6087360319,9736713063,4161124404,6080679050,846720000,,4134727027,3949422371,2954113181,2000164118,3648630797,7301077834,1641384240,3601840779,3845000690,3340144492,3604782836,2169245217,1447485816,2002571806,2506240000,938135500,,,30484626641,5040387388,6371208403,11192890010,,868500000,,1993500000,754.9405,79.0104,48.4793,23.196,194.5035,397.0209,125.1532,88.8118,41.3538,64.5365,36.4781,117.3648,116.966,-15.0926,341.2339,52.7189,,111.1159,124.4382,32.4727,222.2845,275.3985,30.5785,68.1324,47.8652,204.3866,156.9065,63.6209,116.8855,66.2212,104.4534,221.1416,62.9571,,,9.5551,260.4371,110.8361,79.8869,,56.0129,,57.0638,9.0326,5.7505,9.1532,2.3374,2.6964,13.638,2.4903,9.2894,2.281,5.0167,3.4468,3.2274,6.6633,2.2056,5.2548,5.2386,,5.6234,6.3663,3.1023,3.4387,3.2839,5.1419,4.7403,8.5604,4.5875,6.6016,4.8442,5.6286,6.9152,9.1819,11.3332,6.588,,,1.8866,42.6403,7.2528,6.1669,,12.7646,,8.7785,0.362,1.7902,6.3098,4.4255,5.8649,4.1768,3.7907,7.6894,6.8362,11.1939,5.0673,9.6727,5.3158,3.2099,10.6552,6.4306,,8.3567,15.1708,4.0073,4.9042,6.7921,10.2448,10.0542,13.071,20.3809,10.6157,8.5542,6.7393,15.7559,23.7704,16.3131,12.9849,,,1.5128,38.0142,5.6476,4.1087,,14.0226,,6.8809
2017/8/30,0.9412,-0.2843,1.1326,0,-0.3367,-0.3756,-0.1527,-0.9697,-0.4283,0.1439,0.5335,0.3238,-0.5297,0.8237,4.4403,-1.8495,,-0.974,0.6352,1.0627,-0.8333,0,-1.3264,-0.8264,0.0684,0.9466,0.3834,-0.0549,-0.6531,-0.3509,0,-0.7725,-1.9552,,,0,0.6061,0.9845,2.4408,,-1.5544,,-1.3042,0.9474,1.3367,2.897,0.6575,1.9584,0.2502,1.8845,1.2991,1.6148,0.4661,0.5331,1.4168,0.6179,1.5086,3.1894,5.4907,,0.921,1.1249,2.0637,2.1976,,0.7281,1.0705,1.5263,2.1502,1.574,3.0552,1.7381,1.5485,,12.3215,5.8753,,,,4.4449,0.81,4.8226,,12.1371,,4.0476,21373018601,22523285278,22285398526,15754837404,3568643985,4602426593,4456216018,9010066933,2941346359,11585521414,7568841561,6107073273,9685135418,4874197010,6350681450,831060000,,4094453712,3974509446,2985506520,1983496084,3648630797,7204235394,1627819081,3604302735,3881399148,3352951795,3602802186,2155078037,1442406918,2002571806,2486880000,919793000,,,30484626641,5070935190,6433930143,11466083305,,855000000,,1967500000,762.0458,78.7858,49.0283,23.196,193.8486,395.5296,124.9622,87.9506,41.1767,64.6293,36.6727,117.7449,116.3464,-15.2169,356.3859,51.7439,,110.0336,125.2286,32.8178,220.4321,275.3985,30.1729,67.5693,47.8979,206.3214,157.5081,63.586,116.1221,65.9888,104.4534,219.4333,61.7261,,,9.5551,262.0155,111.9272,81.8367,,55.1422,,56.3196,9.1177,5.7341,9.2569,2.3374,2.6873,13.5868,2.4865,9.1993,2.2713,5.0239,3.4652,3.2378,6.628,2.2238,5.4881,5.1417,,5.5686,6.4067,3.1353,3.41,3.2839,5.0737,4.7011,8.5663,4.6309,6.6269,4.8415,5.5918,6.891,9.1819,11.2456,6.4592,,,1.8866,42.8988,7.3242,6.3175,,12.5662,,8.664,0.3654,1.7851,6.3813,4.4255,5.8451,4.1611,3.7849,7.6149,6.8069,11.21,5.0943,9.704,5.2876,3.2363,11.1283,6.3116,,8.2753,15.2672,4.0499,4.8633,6.7921,10.1089,9.9711,13.0799,20.5738,10.6564,8.5495,6.6953,15.7006,23.7704,16.187,12.731,,,1.5128,38.2446,5.7032,4.209,,13.8046,,6.7912
2017/8/31,-1.9814,-0.7982,-0.1659,-1.861,1.6892,10.0126,2.0642,5.3244,0.5376,-1.8678,-1.2889,-0.4519,1.0059,-1.3072,0.3543,3.7687,,4.5902,0.9919,3.2597,1.1204,0,1.3442,0.8333,-0.6148,0.5115,-1.0695,3.6833,0.9281,-0.7042,0,1.2739,2.0667,,,0,-1.8072,-0.3079,0.6307,,5.5848,,5.972,1.5494,1.4477,1.9639,0.9799,3.1344,2.0708,2.116,3.0686,1.8134,0.8959,0.737,1.308,0.4519,1.4601,1.8761,12.1163,,2.1245,1.4298,3.6694,1.6576,,0.6614,0.9105,1.4963,1.2806,1.6589,6.0024,1.4019,2.0592,,11.9408,6.6619,,,,2.9027,0.9254,3.9565,,18.6691,,9.8645,20949543874,22343509911,22248425654,15461633234,3628925134,5063247689,4548202128,9489795099,2957160049,11369125180,7471290153,6079475137,9782559858,4810482017,6373181650,862380000,,4282395850,4013931992,3082825870,2005720130,3648630797,7301077834,1641384240,3582145136,3901252852,3317091348,3735505730,2175078761,1432249123,2002571806,2518560000,938802500,,,30484626641,4979291783,6414123278,11538399177,,902750000,,2085000000,746.947,78.157,48.947,22.7644,197.1231,435.1322,127.5417,92.6334,41.398,63.4222,36.2001,117.2128,117.5167,-15.018,357.6485,53.694,,115.0843,126.4708,33.8875,222.9019,275.3985,30.5785,68.1324,47.6034,207.3767,155.8235,65.9281,117.1998,65.5241,104.4534,222.2286,63.0018,,,9.5551,257.2803,111.5827,82.3529,,58.2218,,59.683,8.937,5.6884,9.2415,2.2939,2.7327,14.9471,2.5378,9.6891,2.2835,4.9301,3.4205,3.2232,6.6947,2.1947,5.5076,5.3354,,5.8242,6.4703,3.2375,3.4482,3.2839,5.1419,4.7403,8.5136,4.6546,6.556,5.0199,5.6437,6.8424,9.1819,11.3889,6.5927,,,1.8866,42.1235,7.3016,6.3573,,13.268,,9.1815,0.3582,1.7709,6.3707,4.3431,5.9439,4.5777,3.8631,8.0203,6.8435,11.0007,5.0287,9.6602,5.3408,3.194,11.1677,6.5495,,8.6551,15.4186,4.1819,4.9178,6.7921,10.2448,10.0542,12.9995,20.6791,10.5424,8.8644,6.7574,15.5901,23.7704,16.3932,12.9941,,,1.5128,37.5534,5.6857,4.2356,,14.5756,,7.1967
2017/9/1,0.8323,2.0115,1.3295,1.2642,1.3289,0.952,0.7491,9.1807,0.3209,0.5857,0.6144,0.3891,0.1172,0,0.3089,-1.0019,,4.4671,-0.0893,2.1385,0.277,0,-0.692,0.6428,1.9931,2.2053,2.7027,2.6511,3.5632,0.8865,0,4.6471,-0.4973,,,0,0.2454,-0.6176,2.89,,0.5816,,-2.1103,1.0442,2.1818,3.8047,0.8157,3.7397,2.5965,5.2445,4.4823,2.5281,0.7339,0.5426,1.9532,0.4167,1.0644,1.7943,6.9421,,2.1671,1.4005,4.9061,1.7477,,0.7895,1.7296,2.3804,2.5906,3.3751,6.9916,3.8067,1.5556,,18.6541,5.6009,,,,2.1494,1.1171,6.6001,,15.1444,,9.3424,21123915820,22792948329,22544208629,15657102681,3677150052,5111450733,4582271058,10361025561,2966648263,11435708637,7517196698,6103130682,9794021556,4810482017,6392869325,853740000,,4473694097,4010348124,3148751882,2011276141,3648630797,7250551344,1651934919,3653541843,3987285569,3406742465,3834538226,2252581568,1444946367,2002571806,2635600000,934133500,,,30484626641,4991510904,6374509547,11871855699,,908000000,,2041000000,753.1642,79.7291,49.5977,23.0522,199.7427,439.2748,128.497,101.1378,41.5309,63.7936,36.4225,117.6689,117.6544,-15.018,358.7534,53.156,,120.2253,126.3578,34.6122,223.5194,275.3985,30.3669,68.5704,48.5522,211.9499,160.035,67.6759,121.3759,66.105,104.4534,232.5558,62.6885,,,9.5551,257.9117,110.8935,84.7329,,58.5604,,58.4235,9.0114,5.8028,9.3644,2.3229,2.769,15.0894,2.5568,10.5786,2.2908,4.959,3.4415,3.2357,6.7025,2.1947,5.5246,5.282,,6.0844,6.4645,3.3067,3.4578,3.2839,5.1063,4.7707,8.6833,4.7573,6.7332,5.153,5.8448,6.9031,9.1819,11.9181,6.5599,,,1.8866,42.2269,7.2565,6.541,,13.3452,,8.9877,0.3612,1.8065,6.4554,4.398,6.0228,4.6213,3.892,8.7566,6.8655,11.0651,5.0596,9.6978,5.3471,3.194,11.2022,6.4839,,9.0418,15.4049,4.2713,4.9315,6.7921,10.1739,10.1188,13.2586,21.1351,10.8273,9.0994,6.9982,15.7283,23.7704,17.1551,12.9295,,,1.5128,37.6455,5.6506,4.358,,14.6604,,7.0449
2017/9/4,3.8915,4.7324,2.091,5.1186,0.9836,1.8106,-1.8587,-2.0224,1.1727,1.8923,0.6107,3.553,1.8139,5.7947,2.0678,4.5541,,-1.2253,2.5022,-0.8973,1.5193,0,-0.2904,1.6423,4.1105,1.0788,4.6617,-2.1178,3.5516,0.8787,0,3.2721,1.7851,,,0,0,1.3982,4.6024,,-2.0925,,4.7036,2.9311,5.2427,5.0445,2.9517,4.3425,1.3817,2.2024,3.9516,3.8309,1.4016,0.9003,3.4821,1.0755,3.6943,2.6601,16.3106,,1.4113,3.0923,3.057,2.9477,,0.8686,3.2409,5.9269,2.7129,7.0737,7.2248,6.7292,1.965,,21.5891,7.5856,,,,2.0999,1.379,11.7645,,15.8586,,10.8169,21945954997,23871600531,23015612745,16458527412,3713318741,5204000576,4497098734,10151489121,3001438381,11652104870,7563103243,6319973181,9971677886,5089235114,6525058000,892620000,,4418877640,4110696424,3120497877,2041834204,3648630797,7229498639,1679065237,3803721124,4030301928,3565553016,3753331579,2332584464,1457643611,2002571806,2721840000,950808500,,,30484626641,4991510904,6463640442,12418242290,,889000000,,2137000000,782.4736,83.5022,50.6348,24.2321,201.7074,447.2284,126.1086,99.0924,42.0179,65.0007,36.6449,121.8496,119.7886,-15.8883,366.1715,55.5768,,118.7521,129.5196,34.3016,226.9154,275.3985,30.2787,69.6965,50.548,214.2365,167.4953,66.2427,125.6867,66.6859,104.4534,240.1653,63.8075,,,9.5551,257.9117,112.4441,88.6326,,57.335,,61.1715,9.3621,6.0774,9.5602,2.4418,2.7963,15.3627,2.5093,10.3647,2.3177,5.0528,3.4625,3.3507,6.8241,2.3219,5.6388,5.5225,,6.0099,6.6263,3.277,3.5103,3.2839,5.0915,4.8491,9.0402,4.8086,7.0471,5.0438,6.0524,6.9637,9.1819,12.3081,6.677,,,1.8866,42.2269,7.358,6.8421,,13.0659,,9.4104,0.3752,1.892,6.5904,4.6232,6.0821,4.705,3.8197,8.5795,6.946,11.2745,5.0905,10.0423,5.4441,3.3791,11.4339,6.7792,,8.931,15.7903,4.233,5.0064,6.7921,10.1443,10.285,13.8036,21.3631,11.3321,8.9067,7.2467,15.8665,23.7704,17.7164,13.1603,,,1.5128,37.6455,5.7296,4.5585,,14.3536,,7.3762
2017/9/5,0,-0.3228,-2.8514,-1.6627,-1.6234,-0.8892,0.1515,1.9555,0.5269,6.0714,1.0622,-1.31,1.5517,-2.3474,-1.25,3.9927,,-0.5316,-0.5231,-1.2575,-0.1361,0,0.5824,1.167,-0.5178,-1.3136,-2.1552,-4.2744,-1.4291,-0.4355,0,-0.679,2.806,,,0,4.6512,-0.9193,8.5086,,2.4747,,0.0702,1.5238,2.7924,3.8301,2.2815,2.6644,0.8333,1.5419,2.1754,3.7464,2.8664,1.0393,2.2993,1.3987,1.9201,2.3394,27.1298,,1.1085,1.8641,2.0989,1.7455,,0.6206,2.6751,3.277,2.3266,3.5733,4.616,3.1061,1.5873,,12.4546,13.0046,,,,7.0098,0.9595,18.252,,14.303,,6.2674,21945954997,23794553945,22359344269,16184870187,3653037593,5157725655,4503912520,10349997327,3017252071,12359554094,7643439696,6237178772,10126410819,4969769501,6443494775,928260000,,4395384873,4089193217,3081256203,2039056198,3648630797,7271604048,1698659356,3784025481,3977358717,3488709201,3592898937,2299249924,1451294989,2002571806,2703360000,977488500,,,30484626641,5223674202,6404219845,13474857535,,911000000,,2138500000,782.4736,83.2327,49.191,23.8292,198.4329,443.2516,126.2997,101.0301,42.2393,68.9472,37.0342,120.2533,121.6473,-15.5153,361.5943,57.7958,,118.1208,128.8421,33.8703,226.6067,275.3985,30.4551,70.5098,50.2863,211.4222,163.8854,63.4112,123.8905,66.3955,104.4534,238.5347,65.598,,,9.5551,269.9076,111.4104,96.1739,,58.7538,,61.2145,9.3621,6.0578,9.2876,2.4012,2.7509,15.2261,2.5131,10.5674,2.3299,5.3596,3.4993,3.3068,6.93,2.2674,5.5683,5.743,,5.9779,6.5916,3.2358,3.5055,3.2839,5.1212,4.9057,8.9934,4.7454,6.8952,4.8282,5.9659,6.9334,9.1819,12.2246,6.8643,,,1.8866,44.1909,7.2904,7.4242,,13.3892,,9.4171,0.3752,1.8859,6.4025,4.5463,5.9834,4.6631,3.8255,8.7473,6.9826,11.959,5.1445,9.9108,5.5285,3.2998,11.2909,7.0498,,8.8835,15.7077,4.1798,4.9996,6.7921,10.2034,10.405,13.7321,21.0825,11.0878,8.526,7.1432,15.7974,23.7704,17.5961,13.5296,,,1.5128,39.3965,5.6769,4.9464,,14.7088,,7.3814
2017/9/6,0,0.9714,-1.3229,0.1208,2.1452,0.486,-0.4539,9.7496,1.6771,0.4714,-0.7508,-0.7585,2.8297,0.9615,-0.2619,1.338,,0.4072,3.4181,2.5471,0.2725,0,-0.4632,0.2662,3.9037,1.4975,0.9545,9.9779,5.1105,0.35,0,4.0365,1.6377,,,0,-1.1696,0.1546,-1.9678,,-1.6465,,3.8812,0.9649,2.6147,3.2291,1.3618,3.8288,0.6374,1.8996,4.5477,4.274,2.3123,0.7931,2.2627,1.5944,1.6199,1.845,18.9457,,0.7709,2.9917,2.5251,2.7846,,0.7185,2.584,6.145,2.5024,3.1821,7.8161,5.3027,1.854,,18.7787,11.0975,,,,2.8843,1.1652,13.9451,,11.1421,,9.1661,21945954997,24025693703,22063561294,16204417131,3731403086,5182791237,4483471162,11359080711,3067855879,12417814619,7586056515,6189867682,10412953287,5017555746,6426619625,940680000,,4413284124,4228964063,3159739550,2044612210,3648630797,7237919721,1703181076,3931742806,4036919830,3522008188,3951396570,2416754179,1456373887,2002571806,2812480000,993496500,,,30484626641,5162578597,6414123278,13209699336,,896000000,,2221500000,782.4736,84.0412,48.5403,23.858,202.6897,445.4057,125.7265,110.8801,42.9477,69.2722,36.7561,119.3412,125.0895,-15.6645,360.6474,58.5691,,118.6018,133.246,34.733,227.2241,275.3985,30.314,70.6975,52.2493,214.5883,165.4497,69.7383,130.222,66.6278,104.4534,248.1631,66.6723,,,9.5551,266.7508,111.5827,94.2814,,57.7864,,63.5903,9.3621,6.1166,9.1647,2.4041,2.8099,15.3,2.5017,11.5976,2.369,5.3848,3.4731,3.2817,7.1261,2.2892,5.5537,5.8199,,6.0023,6.8169,3.3183,3.5151,3.2839,5.0974,4.9187,9.3445,4.8165,6.961,5.31,6.2708,6.9577,9.1819,12.718,6.9768,,,1.8866,43.6741,7.3016,7.2781,,13.1688,,9.7825,0.3752,1.9042,6.3178,4.5518,6.1117,4.6858,3.8081,9.6001,7.0997,12.0154,5.1059,9.8356,5.685,3.3315,11.2614,7.1442,,8.9197,16.2446,4.2862,5.0132,6.7921,10.1561,10.4327,14.2682,21.3982,11.1937,9.3767,7.5082,15.8527,23.7704,18.3064,13.7511,,,1.5128,38.9357,5.6857,4.8491,,14.4666,,7.6679
2017/9/7,-1.7026,-1.9241,-2.3879,-1.0856,-2.1002,-0.4836,-1.3678,-2.4757,3.4021,-2.1448,-0.6808,0.6369,-0.3302,-0.4762,-1.2691,-3.1573,,-1.3942,-1.5254,-2.0368,0.6793,0,-0.2327,0.531,-1.6907,-1.8852,-1.9636,-1.1028,-1.8621,1.918,0,-2.5344,2.719,,,0,-0.5917,-0.5147,0.6083,,-0.6417,,-2.971,1.3056,3.1701,4.0143,1.835,4.0083,0.373,1.8125,2.7506,8.0521,2.7333,0.7779,4.0151,1.0916,1.8659,1.8096,13.5698,,1.0251,4.4239,2.3406,3.3229,,0.6346,3.1439,5.17,2.6171,2.8837,12.508,6.4204,4.4271,,13.7847,16.9624,,,,3.6215,1.2015,14.4802,,12.912,,9.0522,21572300826,23563414188,21536697870,16028494629,3653037593,5157725655,4422147088,11077860752,3172226234,12151480793,7534411652,6229293590,10378568191,4993662623,6345056400,910980000,,4351755448,4164454442,3095383206,2058502239,3648630797,7221077558,1712224515,3865270009,3960813964,3452848754,3907822272,2371752549,1484307824,2002571806,2741200000,1020510000,,,30484626641,5132030795,6381111835,13290050306,,890250000,,2155500000,769.1511,82.4242,47.3812,23.599,198.4329,443.2516,124.0068,108.1351,44.4088,67.7865,36.5059,120.1013,124.6765,-15.5899,356.0702,56.7199,,116.9483,131.2134,34.0256,228.7678,275.3985,30.2434,71.0729,51.3659,210.5428,162.2009,68.9693,127.7972,67.9058,104.4534,241.8736,68.4851,,,9.5551,265.1724,111.0084,94.8549,,57.4156,,61.7011,9.2027,5.9989,8.9459,2.378,2.7509,15.2261,2.4675,11.3105,2.4495,5.2693,3.4494,3.3026,7.1026,2.2783,5.4832,5.6361,,5.9186,6.7129,3.2507,3.539,3.2839,5.0856,4.9449,9.1865,4.7257,6.8243,5.2514,6.154,7.0911,9.1819,12.3957,7.1665,,,1.8866,43.4156,7.2641,7.3224,,13.0843,,9.4919,0.3688,1.8676,6.1669,4.5024,5.9834,4.6631,3.756,9.3625,7.3412,11.7577,5.0712,9.8982,5.6662,3.3156,11.1185,6.9186,,8.7953,15.9968,4.1989,5.0473,6.7921,10.1325,10.4881,14.0269,20.9948,10.9739,9.2733,7.3684,16.1567,23.7704,17.8424,14.125,,,1.5128,38.7053,5.6564,4.8786,,14.3738,,7.4401
2017/9/8,-0.9238,-1.1444,0.3004,1.2195,-0.9901,0.3738,0.1541,-0.3982,-0.1994,-1.1644,-1.3709,-2.1519,0.6074,-1.1164,0.9309,-1.6005,,0.2828,-2.0654,0.2535,2.6991,0,3.5569,-0.9683,0.3822,0.7519,-0.5193,-0.2027,-1.9677,1.1121,0,-0.8026,2.5817,,,0,2.619,0.6725,-3.3555,,-3.6507,,-1.7629,0.9131,1.9918,2.1449,1.6461,2.5689,0.226,1.544,1.9799,5.0129,1.5333,1.1121,2.7776,0.6756,1.0482,1.3278,8.6233,,0.5742,2.7692,1.2652,5.9391,,1.3043,2.0965,2.5647,2.1261,1.7262,5.7928,3.1014,2.7616,,7.5945,14.1265,,,,3.8454,1.0916,9.1991,,14.5206,,6.7751,21373018601,23293751137,21601400396,16223964076,3616868904,5177006872,4428960874,11033747817,3165900758,12009990948,7431121927,6095245500,10441607534,4937912004,6404119425,896400000,,4364061183,4078441613,3103231540,2114062353,3648630797,7477920550,1695644876,3880041742,3990594520,3434918531,3899899673,2325084193,1500814241,2002571806,2719200000,1046856500,,,30484626641,5266441125,6424026711,12844102427,,857750000,,2117500000,762.0458,81.4809,47.5235,23.8867,196.4682,444.9086,124.1979,107.7045,44.3203,66.9972,36.0055,117.5169,125.4338,-15.4158,359.3847,55.8121,,117.279,128.5033,34.1118,234.9423,275.3985,31.3192,70.3847,51.5622,212.1258,161.3586,68.8295,125.2826,68.6609,104.4534,239.9324,70.2532,,,9.5551,272.1173,111.7549,91.6721,,55.3195,,60.6133,9.1177,5.9303,8.9728,2.407,2.7236,15.283,2.4713,11.2655,2.4447,5.208,3.4021,3.2316,7.1457,2.2528,5.5343,5.5459,,5.9353,6.5743,3.2589,3.6345,3.2839,5.2665,4.897,9.2216,4.7612,6.7889,5.2408,6.0329,7.17,9.1819,12.2962,7.3515,,,1.8866,44.5527,7.3129,7.0767,,12.6066,,9.3246,0.3654,1.8462,6.1854,4.5573,5.9241,4.6806,3.7618,9.3252,7.3266,11.6208,5.0016,9.6852,5.7006,3.2786,11.2219,6.8079,,8.8202,15.6664,4.2096,5.1835,6.7921,10.4929,10.3865,14.0805,21.1526,10.9169,9.2545,7.2234,16.3364,23.7704,17.6992,14.4897,,,1.5128,39.7191,5.6945,4.7149,,13.849,,7.3089
