ÈÕÆÚ,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH
2014/10/21,-1.8868,-1.2189,-2.9364,-1.5819,0.7576,-0.1345,-1.1841,-1.3043,0,-1.7045,-0.9764,0.3896,1.4957,9.9839,-2.2468,,,-2.439,-1.3507,0.4235,-1.3889,-1.8987,-0.7143,1.3761,-0.6757,-0.1972,1.0101,5.7927,,,,,,,,-1.1905,3.5471,-2.4637,,,,,,2.3872,1.4347,2.2366,0.5468,4.1337,0.543,4.6354,1.0344,,0.9367,1.4955,1.8573,3.0812,0.1485,0.8003,,,3.0642,1.7129,1.3445,1.4005,2.2439,0.2356,2.6058,3.4687,2.4337,8.2268,16.9359,,,,,,,,1.7567,9.2162,2.7587,,,,,,9635590517,17423600000,12091589405,15034219059,3613583480,2275936766,2451796867,8753202810,3426960444,7227130014,5940077279,3389318774,3066440875,4612462920,8738163200,,,1231088460,3398794228,2130817500,2649764198,4016721386,15276211200,1401830625,1027920942,2052108705,1176100000,2777388000,,,,,,,,22337473548,4632260847,5170088340,,,,,,326.7874,134.4505,55.1196,22.154,40.6964,2431.2865,79.0997,232.0371,99.9246,23.9484,32.1613,590.5559,76.7438,101.2361,262.1654,,,378.5418,418.2481,69.0709,53.7562,63.8918,56.1655,178.8602,137.5474,55.7115,85.5426,65.5515,,,,,,,,35.0323,-162.0767,233.699,,,,,,3.5931,18.2534,7.4678,4.4816,3.3717,25.3072,4.0269,16.0701,4.8834,3.3783,4.6296,4.1312,4.7779,2.8734,6.2438,,,2.7647,7.9083,3.6735,4.9497,7.3604,14.6177,5.7409,5.5972,3.5441,15.0654,26.0109,,,,,,,,2.2149,61.6775,9.158,,,,,,0.1238,4.6035,6.5298,6.2086,5.9645,68.8029,5.5152,19.7093,18.1513,7.1179,8.5318,9.3395,12.1067,6.5331,22.0687,,,9.7012,19.7587,7.602,10.4481,12.7935,17.6744,22.9025,12.2041,14.9051,22.7643,15.5912,,,,,,,,1.047,25.5459,7.494,,,,,
2014/10/22,-3.2967,2.2952,-3.8235,-1.2055,-1.9549,-0.1347,-4.0743,0.3256,0,-1.9653,-1.7256,-0.6792,2.9474,10.0293,-1.5863,,,-0.5952,-0.5021,-0.9639,-1.4085,0.8798,1.7626,-1.2217,-3.6415,-0.0395,-2.2895,-1.9597,,,,,,,,-2.1316,-3.5573,-1.3081,,,,,,1.73,3.1136,3.0305,0.4033,2.7541,0.863,3.8082,1.2921,,1.0002,1.67,1.5723,2.9115,0.2009,0.5823,,,3.7442,2.2551,1.0085,1.3595,2.8958,0.4066,2.6272,3.8119,4.4214,3.981,9.7143,,,,,,,,1.5378,4.3114,3.8016,,,,,,9317933687,17823500000,11629263928,14852979909,3542941998,2272870843,2351903405,8781703949,3426960444,7085093933,5837578000,3366299468,3156820185,5075059860,8599552000,,,1223760553,3381730450,2110279500,2612443575,4052059110,15545468160,1384704188,990489647.3,2051297595,1149173500,2722960800,,,,,,,,21861327217,4467476864,5102459760,,,,,,316.0142,137.5363,53.0121,21.8869,39.9009,2428.0113,75.877,232.7926,99.9246,23.4777,31.6063,586.545,79.0057,111.3893,258.0068,,,376.2886,416.1482,68.4052,52.999,64.4539,57.1554,176.6751,132.5386,55.6895,83.5841,64.267,,,,,,,,34.2855,-156.3111,230.642,,,,,,3.4746,18.6723,7.1822,4.4276,3.3058,25.2731,3.8629,16.1224,4.8834,3.3119,4.5497,4.1032,4.9187,3.1615,6.1447,,,2.7482,7.8686,3.6381,4.88,7.4251,14.8753,5.6708,5.3934,3.5427,14.7205,25.5011,,,,,,,,2.1677,59.4834,9.0382,,,,,,0.1197,4.7092,6.2802,6.1338,5.8479,68.7102,5.2905,19.7735,18.1513,6.978,8.3845,9.2761,12.4635,7.1883,21.7186,,,9.6434,19.6595,7.5287,10.3009,12.906,17.986,22.6227,11.7597,14.8992,22.2431,15.2856,,,,,,,,1.0247,24.6371,7.3959,,,,,
2014/10/23,-0.142,-3.7877,2.097,-0.1162,-1.6871,-2.1583,-1.9363,-3.5892,0,-1.1792,1.2542,-4.5262,-0.5624,-4.857,-3.7171,,,0.3593,0.4128,-3.2847,-2.3129,-3.2558,-1.6967,-5.3138,-3.4468,-3.1633,-5.6289,2.8807,,,,,,,,-2.9356,-3.0055,-1.6453,,,,,,1.1844,2.1364,1.7846,0.5277,2.8498,0.9195,2.3524,2.0611,,1.1497,2.0196,2.3736,2.5024,9.0374,0.8871,,,4.2759,1.9232,1.3508,1.7509,3.6929,0.2383,2.6277,3.363,3.896,5.0592,14.2061,,,,,,,,1.3886,3.1966,2.6143,,,,,,9304697986,17148400000,11873127916,14835719037,3483168437,2223816077,2306363739,8466514880,3426960444,7001543297,5910791771,3213933585,3139067106,4828566600,8279897600,,,1228157297,3395691723,2040963750,2552019710,3920131604,15281706240,1311123938,956349015.8,1986408782,1084488000,2801400000,,,,,,,,21219564770,4333208434,5018507040,,,,,,315.5653,132.3269,54.1238,21.8615,39.2277,2375.6082,74.4078,224.4373,99.9246,23.2008,32.0028,559.9967,78.5614,105.9792,248.4164,,,377.6406,417.8663,66.1583,51.7732,62.3554,56.1857,167.2869,127.9702,53.9279,78.8793,66.1183,,,,,,,,33.2791,-151.6133,226.8472,,,,,,3.4697,17.9651,7.3329,4.4224,3.25,24.7276,3.7881,15.5438,4.8834,3.2728,4.6068,3.9175,4.8911,3.008,5.9163,,,2.7581,7.9011,3.5186,4.7671,7.1834,14.6229,5.3694,5.2075,3.4307,13.8919,26.2357,,,,,,,,2.1041,57.6957,8.8895,,,,,,0.1195,4.5308,6.4119,6.1266,5.7493,67.2273,5.188,19.0638,18.1513,6.8957,8.4897,8.8562,12.3934,6.8392,20.9113,,,9.6781,19.7406,7.2815,10.0627,12.4858,17.6808,21.4206,11.3544,14.4279,20.9911,15.726,,,,,,,,0.9946,23.8967,7.2742,,,,,
2014/10/24,-4.2674,-0.6018,1.1981,1.4543,1.092,0.6434,-0.7006,-0.9901,0,-0.4773,0.578,-2.4216,-1.1311,-4.4056,0.4783,,,1.8496,1.2334,-1.1635,1.8802,1.0216,-0.1438,0.4838,1.9355,0.8167,1.2842,0.2357,,,,,,,,0.7805,4.0845,-0.2323,,,,,,1.6451,1.0949,1.1485,0.4098,1.9881,0.8016,1.4884,0.9501,,0.658,1.5785,1.6351,1.896,5.4616,0.5898,,,3.8987,1.8184,1.2155,1.3384,1.7712,0.1965,1.7384,2.7743,2.1336,2.6285,8.1118,,,,,,,,0.9328,3.5318,1.7685,,,,,,8907626948,17045200000,12015381909,15051479931,3521206158,2238123717,2290204503,8382688000,3426960444,6968123042,5944958197,3136106407,3103560949,4615839540,8319500800,,,1250873810,3437575540,2017216688,2600003368,3960181026,15259726080,1317467063,974858996.7,2002630985,1098415500,2808003300,,,,,,,,21385180886,4510198637,5006846940,,,,,,302.0988,131.5305,54.7723,22.1794,39.6561,2390.8924,73.8865,222.2152,99.9246,23.0901,32.1877,546.4361,77.6728,101.3102,249.6046,,,384.6256,423.0204,65.3885,52.7467,62.9924,56.1048,168.0962,130.4471,54.3683,79.8923,66.2741,,,,,,,,33.5388,-157.8059,226.3201,,,,,,3.3216,17.8569,7.4207,4.4868,3.2855,24.8867,3.7615,15.3899,4.8834,3.2572,4.6334,3.8226,4.8357,2.8755,5.9446,,,2.8091,7.9985,3.4777,4.8567,7.2568,14.6019,5.3954,5.3083,3.4587,14.0703,26.2976,,,,,,,,2.1205,60.0522,8.8688,,,,,,0.1144,4.5035,6.4887,6.2157,5.812,67.6598,5.1517,18.8751,18.1513,6.8628,8.5388,8.6418,12.2533,6.5379,21.0113,,,9.8571,19.9841,7.1967,10.2519,12.6134,17.6554,21.5242,11.5742,14.5457,21.2606,15.763,,,,,,,,1.0024,24.8727,7.2573,,,,,
2014/10/27,-1.7831,-1.7911,3.8055,0.8028,2.0062,3.3333,3.2072,2,0,9.952,-1.9704,3.4953,-0.156,4.8281,2.2781,,,0.1757,2.3917,0.9545,2.324,2.2606,1.0083,3.5628,2.0253,1.7821,0.9862,-5.8933,,,,,,,,-0.2904,0.8119,7.7317,,,,,,1.3313,1.3567,3.3815,0.3502,2.5312,1.516,1.9885,0.6378,,3.0146,2.8414,2.1484,0.934,4.7047,0.5955,,,2.7343,2.3937,0.8191,1.9565,2.3207,0.1408,2.6722,2.5092,2.4172,1.9955,11.1069,,,,,,,,0.807,3.9771,7.5697,,,,,,8748798533,16739900000,12472626886,15172306031,3591847639,2312727841,2363655577,8550341760,3426960444,7661593321,5827816164,3245722150,3098719200,4838696460,8509030400,,,1253072183,3519791923,2036471063,2660427233,4049703262,15413587200,1364406188,994602976.4,2038319832,1109248000,2642520600,,,,,,,,21323074842,4546817300,5393962260,,,,,,296.7122,129.1746,56.8566,22.3575,40.4516,2470.5889,76.2561,226.6595,99.9246,25.388,31.5535,565.5355,77.5516,106.2015,255.2909,,,385.3015,433.1378,66.0127,53.9725,64.4164,56.6705,174.0852,133.0891,55.3372,80.6802,62.3684,,,,,,,,33.4414,-159.0872,243.8185,,,,,,3.2624,17.5371,7.7031,4.5228,3.3514,25.7163,3.8822,15.6977,4.8834,3.5813,4.5421,3.9562,4.8282,3.0143,6.0801,,,2.8141,8.1898,3.5109,4.9696,7.4208,14.7491,5.5877,5.4158,3.5203,14.209,24.7478,,,,,,,,2.1143,60.5398,9.5546,,,,,,0.1124,4.4229,6.7356,6.2656,5.9286,69.9151,5.3169,19.2526,18.1513,7.5458,8.3705,8.9438,12.2341,6.8536,21.49,,,9.8744,20.4621,7.2654,10.4901,12.8985,17.8334,22.2911,11.8086,14.8049,21.4703,14.8341,,,,,,,,0.9995,25.0747,7.8185,,,,,
2014/10/28,5.295,2.6201,1.9552,2.2753,7.2617,2.1211,3.7912,1.9216,0,1.1996,3.1826,5.6738,2.5,0.1396,2.2939,,,3.6842,3.0851,1.954,4.676,3.2577,1.6043,3.7192,3.1844,3.9395,0.6138,3.2864,,,,,,,,3.6893,1.4765,1.7726,,,,,,1.297,1.4519,3.33,0.8993,14.3994,2.2589,4.4885,1.8979,,3.7577,2.8041,3.1778,1.8905,4.6621,0.7739,,,4.3478,3.9441,1.0618,3.9085,3.5502,0.2669,3.6875,3.1961,5.6159,3.5039,8.4887,,,,,,,,1.9644,4.7126,8.6044,,,,,,9212048077,17178500000,12716490874,15517523461,3852677725,2361782607,2453265888,8714642445,3427608051,7753499021,6013291050,3429876598,3176187180,4845449700,8704217600,,,1299238000,3628379598,2076263438,2784829308,4181630768,15660864000,1415151188,1026275610,2118619738,1116057000,2729364000,,,,,,,,22109751390,4613951515,5489575080,,,,,,312.4231,132.5591,57.9683,22.8662,43.3891,2522.992,79.1471,231.0149,99.9434,25.6926,32.5577,597.6227,79.4904,106.3497,261.147,,,399.4968,446.5003,67.3025,56.4963,66.5149,57.5797,180.5598,137.3272,57.5172,81.1754,64.4181,,,,,,,,34.6751,-161.4361,248.1405,,,,,,3.4351,17.9966,7.8537,4.6257,3.5948,26.2618,4.0294,15.9993,4.8843,3.6243,4.6867,4.1807,4.9489,3.0185,6.2195,,,2.9177,8.4425,3.5795,5.202,7.6626,14.9857,5.7955,5.5883,3.659,14.2963,25.5611,,,,,,,,2.1923,61.4337,9.7239,,,,,,0.1183,4.5388,6.8673,6.4082,6.3592,71.3981,5.5185,19.6225,18.1548,7.6363,8.6369,9.4513,12.54,6.8631,21.9829,,,10.2382,21.0933,7.4074,10.9806,13.3187,18.1195,23.1201,12.1846,15.3882,21.6021,15.3216,,,,,,,,1.0363,25.4449,7.9571,,,,,
2014/10/29,3.8793,0.9512,2.5969,-0.3893,0.7052,1.6443,-0.2395,1.7891,0,1.4009,1.7045,-0.8949,-0.4573,0.0697,1.495,,,-0.1128,-0.8123,2.3802,3.9566,0.0563,-0.7018,0.1793,1.1222,0.0383,-0.9151,1.9941,,,,,,,,2.5281,4.2328,0.0425,,,,,,2.1918,2.372,3.9392,0.9062,11.3215,2.0201,4.9143,2.9836,,3.9632,3.9912,3.2059,2.0675,4.7042,0.9509,,,4.8171,4.1104,1.343,5.8573,3.9433,0.5979,2.5605,3.5575,5.4806,3.2533,8.4097,,,,,,,,3.4085,8.6579,6.6462,,,,,,9569412011,17341900000,13046723358,15457110410,3879847526,2400617631,2447389802,8870560442,3427608051,7862114848,6115790329,3399184190,3161661934,4848826320,8834342400,,,1297772418,3598905800,2440902600,2895014003,4183986616,15550963200,1417688438,1037792932,2119430848,1105843500,2783791200,,,,,,,,22668705779,4809251050,5491907100,,,,,,324.543,133.82,59.4736,22.7771,43.6951,2564.4778,78.9576,235.1481,99.9434,26.0525,33.1127,592.2748,79.1269,106.4238,265.051,,,399.0462,442.8734,68.9045,58.7316,66.5524,57.1756,180.8835,138.8684,57.5392,80.4325,65.7027,,,,,,,,35.5518,-168.2694,248.2459,,,,,,3.5684,18.1678,8.0577,4.6077,3.6202,26.6936,4.0197,16.2856,4.8843,3.6751,4.7666,4.1433,4.9263,3.0206,6.3125,,,2.9144,8.3739,3.6647,5.4078,7.6669,14.8806,5.8059,5.651,3.6604,14.1654,26.0708,,,,,,,,2.2477,64.034,9.7281,,,,,,0.1229,4.5819,7.0456,6.3833,6.404,72.5721,5.5052,19.9736,18.1548,7.7433,8.7841,9.3667,12.4827,6.8679,22.3116,,,10.2267,20.922,7.5837,11.4151,13.3262,17.9923,23.1616,12.3213,15.3941,21.4044,15.6271,,,,,,,,1.0625,26.5219,7.9604,,,,,
2014/10/30,-1.6598,-1.2646,2.1028,-1.4517,-0.9804,-3.1503,-0.5402,-2.0979,10.0107,-1.4878,-1.0375,-0.9352,6.9423,-2.0195,0.6084,,,-0.3388,-1.8534,-1.3285,-1.903,0,-1.0247,2.3714,-0.9116,-0.6123,-0.2239,-1.5957,,,,,,,,0.8219,0.1269,-3.482,,,,,,1.3635,1.438,5.6733,1.1703,8.193,1.7161,4.7304,1.6663,16.7375,2.4176,2.8452,2.0147,5.6186,3.095,0.7702,,,4.1679,3.6571,1.1631,2.6288,3.2308,0.3504,5.3816,2.9696,4.2522,2.8649,7.4153,,,,,,,,3.0458,7.1727,5.2206,,,,,,9410583596,17122600000,13321070345,15232719081,3841809805,2324991533,2434168609,8684464768,3770735837,7745143957,6052338394,3367395625,3381154544,4750904340,8888089600,,,1293375674,3532201943,2408475150,2839921655,4183986616,15391607040,1451307000,1028332275,2106453086,1103367500,2739369000,,,,,,,,22855023909,4815354161,5300681460,,,,,,319.1564,132.1278,60.7242,22.4465,43.2667,2483.6896,78.531,230.2149,109.9485,25.6649,32.7691,586.736,84.6202,104.2746,266.6636,,,397.6943,434.6649,67.9891,57.6139,66.5524,56.5897,185.1729,137.6024,57.1869,80.2525,64.6542,,,,,,,,35.844,-168.4829,239.6021,,,,,,3.5091,17.938,8.2271,4.5408,3.5847,25.8527,3.998,15.9439,5.3733,3.6204,4.7171,4.1045,5.2683,2.9596,6.3509,,,2.9046,8.2187,3.616,5.3049,7.6669,14.7281,5.9435,5.5995,3.638,14.1337,25.6548,,,,,,,,2.2662,64.1153,9.3893,,,,,,0.1209,4.524,7.1938,6.2906,6.3412,70.2858,5.4755,19.5546,19.9722,7.6281,8.693,9.2791,13.3492,6.7292,22.4473,,,10.192,20.5342,7.483,11.1979,13.3262,17.808,23.7108,12.209,15.2998,21.3565,15.3777,,,,,,,,1.0713,26.5556,7.6833,,,,,
2014/10/31,0.1406,-1.4817,3.3181,0.4533,2.9703,0,0.7242,0.0965,-6.618,-1.8339,-0.5645,-1.5299,-0.6205,-2.9851,-2.5143,,,-1.9263,-1.3614,-1.1322,-0.5632,-1.6892,-0.9996,0.1748,-1.88,-0.9241,-1.9074,2.1476,,,,,,,,0.8152,-3.5488,-0.4839,,,,,,1.0327,1.7895,5.0801,0.6731,10.6868,1.0944,3.8337,0.8726,18.9992,1.9699,2.5294,2.0942,2.5238,3.1851,0.5788,,,4.1239,3.1141,0.9906,2.6818,2.4342,0.4095,2.8543,3.1752,4.0064,2.5942,8.0287,,,,,,,,4.6547,4.6483,3.412,,,,,,9423819297,16868900000,13763073823,15301762567,3955922967,2324991533,2451796867,8692847456,3521188356,7603107876,6018171968,3315876226,3360173633,4609086300,8664614400,,,1268460788,3484113115,2381206613,2823927103,4113311167,15237745920,1453844250,1008999628,2086986442,1082321500,2798198400,,,,,,,,23041342038,4644467068,5275029240,,,,,,319.6052,130.1701,62.7391,22.5482,44.5519,2483.6896,79.0997,230.4371,102.6721,25.1942,32.5841,577.7592,84.0951,101.1619,259.9588,,,390.0333,428.7472,67.2193,57.2894,65.4282,56.024,185.4967,135.0155,56.6584,78.7217,66.0427,,,,,,,,36.1362,-162.5038,238.4425,,,,,,3.5141,17.6722,8.5001,4.5614,3.6912,25.8527,4.0269,15.9593,5.0177,3.554,4.6905,4.0417,5.2356,2.8713,6.1912,,,2.8486,8.1068,3.575,5.275,7.5374,14.5809,5.9539,5.4942,3.6044,13.8641,26.2057,,,,,,,,2.2847,61.84,9.3439,,,,,,0.121,4.457,7.4325,6.3191,6.5296,70.2858,5.5152,19.5734,18.6504,7.4882,8.6439,9.1371,13.2664,6.5283,21.8829,,,9.9957,20.2547,7.3982,11.1348,13.1011,17.6299,23.7523,11.9795,15.1584,20.9491,15.708,,,,,,,,1.08,25.6132,7.6461,,,,,
2014/11/3,0.8427,1.7334,0.0369,2.0305,-0.1374,1.0989,0.5392,0.27,0.8338,1.2088,0.7299,0.5289,-0.1921,1.6117,1.5997,,,2.3686,2.1817,-0.1857,3.8389,-0.5155,0.8294,0.5236,3.139,4.7804,3.1741,2.8676,,,,,,,,-0.0898,0.3942,1.5031,,,,,,0.9637,1.5384,8.1611,1.0449,7.3036,1.3682,4.6586,0.9269,8.8186,1.4988,2.3591,1.4377,1.5398,2.1887,0.6625,,,3.7588,2.7391,1.2898,3.723,2.0959,0.3477,1.922,3.5355,9.1783,7.0921,6.5847,,,,,,,,2.3457,3.2822,3.2665,,,,,,9503233505,17161300000,13768154323,15612458254,3950489007,2350540890,2465018060,8716318982,3550546883,7695013576,6062100231,3333414745,3353717968,4683371940,8803225600,,,1298505209,3560124488,2376784688,2932334625,4092108532,15364131840,1461456000,1040672262,2186752991,1116676000,2878438500,,,,,,,,23020640024,4662776399,5354317920,,,,,,322.2985,132.4264,62.7623,23.0061,44.4907,2510.9829,79.5263,231.0593,103.5281,25.4988,32.822,580.8151,83.9335,102.7924,264.1175,,,399.2715,438.101,67.0945,59.4887,65.0909,56.4887,186.4679,139.2536,59.3669,81.2204,67.9365,,,,,,,,36.1037,-163.1444,242.0265,,,,,,3.5437,17.9786,8.5032,4.654,3.6861,26.1368,4.0487,16.0024,5.0595,3.597,4.7247,4.0631,5.2255,2.9175,6.2903,,,2.9161,8.2837,3.5684,5.4775,7.4985,14.7018,5.9851,5.6667,3.7767,14.3042,26.9572,,,,,,,,2.2826,62.0838,9.4843,,,,,,0.1221,4.5342,7.4352,6.4474,6.5206,71.0582,5.5449,19.6263,18.8059,7.5787,8.707,9.1855,13.2409,6.6336,22.233,,,10.2324,20.6966,7.3845,11.5623,13.0336,17.7762,23.8766,12.3555,15.8831,21.6141,16.1584,,,,,,,,1.079,25.7142,7.761,,,,,
2014/11/4,-2.0891,-1.1526,2.1771,-1.6031,-1.3755,3,-0.9535,0.7117,-2.739,-0.6515,-2.496,-2.4005,1.2512,2.3792,-0.2571,,,-2.2009,-2.1786,6.2946,0,0.2879,-0.7511,-2.1267,0.6719,0,8.8415,-3.0518,,,,,,,,2.6079,-2.356,-0.4355,,,,,,0.9891,0.9326,6.3617,0.7396,5.6673,1.6639,6.509,0.885,6.1397,1.2848,2.6596,1.6295,2.4588,3.9906,0.8122,,,3.5426,2.0318,3.6325,2.285,2.0004,0.2721,3.2158,3.5859,7.8691,7.1753,8.0354,,,,,,,,4.0366,3.2417,2.9997,,,,,,9304697986,16963500000,14067903808,15362175617,3896149406,2421057117,2441513716,8778350874,3453296762,7644883194,5910791771,3253395252,3395679790,4794800400,8780595200,,,1269926370,3482561863,2526393150,2932334625,4103887773,15248736000,1430374688,1047664922,2186752991,1215406500,2790594600,,,,,,,,23620998442,4552920411,5330997720,,,,,,315.5653,130.9001,64.1287,22.6372,43.8787,2586.3124,78.768,232.7037,100.6925,25.3327,32.0028,566.8725,84.9837,105.2381,263.4385,,,390.4839,428.5563,71.3178,59.4887,65.2783,56.0644,182.5022,140.1893,59.3669,88.4015,65.8632,,,,,,,,37.0453,-159.3007,240.9724,,,,,,3.4697,17.7714,8.6884,4.5794,3.6354,26.9209,4.0101,16.1163,4.9209,3.5735,4.6068,3.9656,5.2909,2.9869,6.2741,,,2.8519,8.1032,3.793,5.4775,7.5201,14.5914,5.8578,5.7047,3.7767,15.5689,26.1345,,,,,,,,2.3422,60.6211,9.443,,,,,,0.1195,4.4819,7.5971,6.3441,6.4309,73.19,5.492,19.766,18.2908,7.5293,8.4897,8.965,13.4066,6.7914,22.1758,,,10.0072,20.2456,7.8493,11.5623,13.0711,17.6427,23.3688,12.4385,15.8831,23.5251,15.6653,,,,,,,,1.1072,25.1083,7.7272,,,,,
2014/11/5,0,1.1407,0.5417,-0.7865,-0.9763,-0.7598,-2.6474,0.0382,2.8162,1.4208,0.3303,3.4367,-2.6141,-2.3239,0.6765,,,-0.2308,-0.1336,-2.7421,-0.6667,2.9851,-0.2162,-1.02,-1.8453,1.0757,2.3682,1.599,,,,,,,,0.0876,1.4745,1.8373,,,,,,0.9659,1.1629,4.9247,0.4875,3.3611,0.9992,5.8381,0.8651,6.0589,1.403,1.7207,1.9835,1.9243,2.1246,0.5927,,,2.0188,1.6438,1.3972,1.638,3.5337,0.2302,1.5825,2.7615,5.1693,8.3743,6.3337,,,,,,,,3.3935,2.8582,4.9075,,,,,,9304697986,17157000000,14144111304,15241349517,3858111685,2402661579,2575409448,8781703949,3550546883,7753499021,5930315443,3365203310,3306914396,4683371940,8840000000,,,1266995207,3477908105,2457116325,2912785728,4226391886,15215765760,1415785500,1028332275,2210275186,1244190000,2835216900,,,,,,,,23641700456,4620054626,5428942560,,,,,,315.5653,132.3932,64.4761,22.4592,43.4503,2566.6613,76.6827,232.7926,103.5281,25.6926,32.1085,586.354,82.7621,102.7924,265.2208,,,389.5827,427.9836,69.3622,59.0921,67.2269,55.9432,180.6407,137.6024,60.0055,90.4951,66.9164,,,,,,,,37.0777,-161.6496,245.3997,,,,,,3.4697,17.9741,8.7354,4.5434,3.5999,26.7163,3.9039,16.1224,5.0595,3.6243,4.622,4.1018,5.1526,2.9175,6.3166,,,2.8453,8.0924,3.689,5.441,7.7446,14.5598,5.7981,5.5995,3.8173,15.9376,26.5524,,,,,,,,2.3442,61.5149,9.6165,,,,,,0.1195,4.5331,7.6383,6.2942,6.3681,72.6339,5.3466,19.7735,18.8059,7.6363,8.5177,9.2731,13.0561,6.6336,22.3259,,,9.9841,20.2186,7.6341,11.4852,13.4613,17.6045,23.1305,12.209,16.0539,24.0822,15.9158,,,,,,,,1.1082,25.4786,7.8692,,,,,
