ÈÕÆÚ,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH
2016/12/29,12.2137,19.4989,19.1454,8.3986,7.7289,27.8265,16.0548,19.3995,15.6079,14.6319,11.6473,16.5271,16.0934,7.37,30.32,9.7,,20.2641,13.4533,13.1224,12.3837,9.6012,23.9517,15.2423,22.5618,16.795,21.7816,26.2656,26.7656,10.4463,34.0778,25.4176,45.0139,,,13.5306,10.1,28.6578,19.7008,,,,16.2577
2016/12/30,12.2729,19.3076,18.9407,8.3797,7.6391,27.8562,16.1439,19.5425,15.7777,14.6617,11.8869,16.4111,16.2627,7.36,30.34,10.6725,,20.6037,13.2045,13.3811,12.5229,9.867,24.0396,15.1427,22.1636,16.6284,21.7916,24.9918,26.7656,10.5221,34.2264,25.4176,44.6012,,,13.5895,10.33,28.6578,19.7221,,,,16.2678
2017/1/3,12.3222,19.3441,19.935,8.3481,7.7189,27.9058,16.3518,19.6421,15.6878,14.6418,12.0499,16.315,15.7149,7.44,30.41,11.7392,,20.7147,13.3438,13.3919,12.5627,9.6278,23.0917,15.2822,22.1735,16.697,21.9514,25.0807,26.7656,10.8088,34.8505,25.4176,45.1514,,,13.6876,10.34,28.6578,19.8284,,,,16.6717
2017/1/4,12.3617,19.5626,19.9545,8.3986,7.8386,28.4209,17.0248,19.7851,15.6978,14.7512,12.1841,16.4443,16.1432,7.55,31.24,12.9152,,20.9432,13.6125,14.7338,12.5727,9.7607,22.8669,15.4218,23.0895,16.9811,22.191,25.3868,26.7656,11.063,35.5637,25.4176,45.2496,,,13.7661,11.37,28.6578,19.5945,,,,16.6313
2017/1/5,12.628,19.4898,19.7595,8.4302,7.7787,29.2926,16.6883,20.3325,15.5479,14.5722,12.0691,16.4443,16.3324,7.51,30.99,14.2052,,20.4535,13.5826,16.205,12.5727,10.0264,22.8572,15.3221,22.8207,16.8635,21.8415,25.6731,26.7656,11.247,34.9991,25.4176,43.6974,,,13.6876,11.26,28.6578,19.4668,,,,16.2375
2017/1/6,12.8254,18.9889,19.9253,8.7772,7.7887,28.5397,16.7675,20.4631,15.428,14.3931,12.0403,16.4443,16.8104,7.44,30.54,15.6242,,20.6233,13.4234,15.3589,12.4533,9.5879,22.0852,14.9832,21.9047,16.4814,21.0825,24.6857,26.7656,11.0306,33.9292,25.4176,41.4025,,,13.5797,11.83,28.6578,19.0699,,,,15.2227
2017/1/9,12.7859,19.0071,20.013,8.7267,7.7588,28.3813,16.6883,20.631,15.5079,14.3235,12.0882,16.4443,16.8104,7.45,30.9,17.1871,,20.8322,13.8314,15.4128,12.3936,9.8205,21.5086,15.2324,21.825,16.6382,21.1125,24.5573,26.7656,11.6852,34.3353,25.4176,40.2197,,,13.6876,11.49,28.6578,18.9281,,,,15.2933
2017/1/10,12.6971,18.9707,19.8083,8.6258,7.699,28.1237,16.8467,20.2827,15.398,14.413,12.3375,16.4443,16.432,7.39,30.46,18.9039,,20.5384,13.7717,16.593,12.3837,9.7075,21.3523,15.0828,22.2034,16.4814,20.9527,24.508,26.7656,11.3714,35.0684,25.4176,39.6971,,,13.6484,11.35,28.6578,18.3751,,,,15.0813
2017/1/11,12.6379,18.7248,19.2331,8.5564,7.5394,28.5001,16.5398,19.8722,15.0583,13.9256,12.1937,16.4443,16.8203,7.32,30.2,20.7942,,20.2445,13.8314,15.1433,12.2245,9.9201,21.3034,14.8137,22.1038,16.3736,20.5632,23.6983,26.7656,11.2091,34.6722,25.4176,37.6851,,,13.4619,10.76,28.6578,17.6308,,,,14.4855
2017/1/12,12.707,18.6701,19.3501,8.4491,7.4796,28.0246,16.3815,19.611,15.0183,13.6571,12.2129,16.4443,16.3822,7.24,30.06,18.7153,,20.0224,13.6622,15.2296,12.0554,9.8603,21.2448,14.6642,21.7553,16.4226,20.2736,22.7108,26.7656,10.9062,34.6722,25.4176,41.4536,,,13.2068,10.87,28.6578,17.7016,,,,14.2028
2017/1/13,11.6809,18.4515,19.1259,8.2598,7.3898,28.9261,16.2528,19.3311,14.6886,13.5974,12.2416,16.4443,16.5714,7.08,29.68,17.3409,,19.1865,13.3637,15.305,12.0654,10.0264,21.1079,14.1956,21.3371,15.8347,19.2749,22.2073,26.7656,10.5491,34.4344,25.4176,38.3649,,,13.1087,10.75,28.6578,17.2054,,,,13.6777
2017/1/16,11.2863,17.4406,17.5662,7.8559,6.9909,28.0345,15.1838,18.5038,13.8892,13.3288,12.0116,16.4443,15.6153,6.46,27.03,16.8646,,19.0363,12.8065,13.7745,10.9414,9.0298,19.9353,13.2187,19.8337,14.5021,17.7768,20.6471,26.7656,10.1704,31.8489,25.4176,35.3981,,,13.3049,9.68,28.6578,16.4043,,,,13.4303
2017/1/17,11.3159,17.5863,17.7807,8.0074,7.0707,28.094,15.3619,18.9703,14.0191,13.5278,12.4142,16.4443,15.6851,6.54,27.85,17.5692,,18.7294,13.3836,13.6667,11.0309,9.0032,19.7789,13.5576,20.4112,15.139,18.2961,21.6049,26.7656,10.3868,32.3145,25.4176,37.7087,,,13.2951,9.93,28.6578,16.8013,,,,14.127
2017/1/18,10.1814,17.5044,17.498,7.9506,7.0507,27.8661,15.2036,18.8459,13.7893,13.5775,12.3471,16.4443,15.4162,6.53,27.46,16.6215,,18.5008,13.3438,13.4296,10.8519,8.7175,19.2512,13.3782,19.9631,14.8842,18.0465,21.9406,26.7656,10.1596,32.1956,25.4176,35.3902,,,13.1578,9.97,28.6578,16.7375,,,,13.6777
2017/1/19,9.4217,17.5408,17.2445,8.0011,7.0108,27.7572,15.164,18.7651,13.8592,13.3487,12.2033,16.4443,15.1373,6.48,27.45,16.2494,,18.1547,13.1348,13.656,10.7723,8.95,19.0167,13.3483,20.0129,14.7078,17.6969,21.6049,26.7656,10.1055,31.8984,25.4176,36.9463,,,13.1872,9.78,28.6578,16.8368,,,,14.0513
2017/1/20,9.471,17.9597,17.4687,8.1336,7.1505,28.0048,15.4609,18.989,14.109,13.478,12.3854,16.4443,15.3664,7.13,29.26,16.8299,,18.2984,13.4831,13.7745,11.0309,9.0497,19.5933,13.6274,20.8194,16.1776,18.0465,22.0888,26.7656,10.3219,32.1559,25.4176,38.9072,,,13.3148,10.1,28.6578,17.2054,,,,14.3845
2017/1/23,9.4513,17.9962,17.6442,8.1083,7.2003,28.2426,15.55,19.0076,14.4687,13.5874,12.4142,16.4443,15.5357,7.84,29.04,17.5543,,18.5139,13.8811,13.7907,11.2,9.1095,19.4858,13.9763,21.6259,16.1091,18.2762,22.1283,26.7656,10.4896,32.5324,25.4176,38.9033,,,13.3933,10.1,28.6578,17.4393,,,,14.8894
2017/1/24,9.0567,17.8596,17.4492,8.102,7.1305,27.9652,15.3223,18.7837,14.2189,13.7366,12.3087,16.4443,15.3763,7.9,28.75,17.4947,,19.3955,13.7319,13.3649,11.1602,8.9434,19.0167,13.8567,21.4865,15.5799,17.8068,21.2494,26.7656,10.403,31.8885,25.4176,37.9798,,,13.2559,10.15,28.6578,17.6733,,,,14.5461
2017/1/25,9.0271,18.0326,17.7807,8.1967,7.1205,28.0742,15.352,18.933,14.3488,13.8361,12.3375,16.4443,15.2469,7.3,28.86,18.0554,,19.3955,13.8712,13.462,11.1105,8.9766,19.2024,14.086,21.6458,15.286,17.9965,21.3976,26.7656,10.6573,32.0965,25.4176,40.4712,,,13.2951,10.47,28.6578,17.5386,,,,14.7834
2017/1/26,9.0172,18.0508,17.7709,8.2282,7.1904,28.4902,15.4411,19.0387,14.4088,13.9057,12.4525,16.4443,15.3265,7.32,28.96,18.11,,19.1343,13.9806,13.3542,11.21,9.0497,19.1535,14.2554,21.7653,15.3546,18.366,21.9999,26.7656,10.9278,31.7498,25.4176,39.9643,,,13.3148,10.57,28.6578,17.6804,,,,14.7632
2017/2/3,9.3921,18.9889,17.7027,8.1651,7.1704,28.1831,15.5104,19.0574,14.5687,13.8162,12.4525,16.4443,15.2369,7.21,28.9,17.6585,,18.9776,13.8911,13.0039,11.21,8.9965,19.0167,13.9763,21.3869,15.335,18.1563,22.385,26.7656,10.7925,33.1862,25.4176,38.8954,,,13.3933,10.36,28.6578,17.7371,,,,14.4148
2017/2/6,9.5006,19.0617,17.8392,8.2282,7.2402,27.8364,15.6193,19.3684,14.6286,13.9157,12.5484,16.4443,15.2668,7.32,29.25,18.6508,,19.0429,14.1996,13.3973,11.3791,9.1693,19.6323,14.2355,21.9644,15.5603,18.426,22.7405,26.7656,11.2361,33.7806,25.4176,39.8071,,,13.4521,10.74,28.6578,17.7796,,,,15.258
2017/2/7,9.4217,19.0708,17.7514,8.2282,7.2402,27.8265,15.4807,19.2067,14.4388,13.8361,12.5484,16.4443,15.0377,7.24,28.76,18.3085,,18.86,14.0204,13.559,11.2597,9.0497,19.476,14.1358,21.8549,15.1488,18.2662,22.2862,26.7656,11.1334,33.7707,25.4176,39.0801,,,13.4031,10.94,28.6578,17.6449,,,,15.0611
2017/2/8,9.5204,19.1346,17.8489,8.2219,7.2701,27.8364,15.6985,19.2316,14.4887,13.8361,12.5963,16.4443,15.4062,7.26,29.14,18.9634,,19.0037,14.2095,13.6775,11.3094,9.1959,19.7789,14.3352,21.9545,15.3937,18.6057,22.6516,26.7656,12.2478,33.7707,25.4176,39.9721,,,13.4423,10.96,28.6578,17.6733,,,,15.46
2017/2/9,9.5204,19.2166,17.9074,8.2282,7.31,27.8364,15.847,19.1694,14.6086,13.9356,12.6347,16.4443,15.4759,7.33,30.26,19.013,,19.167,14.1896,13.9254,11.5283,9.2291,19.7985,14.385,22.1636,15.7465,18.7156,22.859,26.7656,12.3289,33.7707,25.4176,39.7639,,,13.4914,10.92,28.6578,17.971,,,,15.7427
2017/2/10,9.4513,18.9251,17.7612,8.1462,7.5294,27.7274,15.7975,19.2502,14.6086,13.8461,12.6059,16.4443,15.207,7.19,29.81,18.2588,,19.8265,13.9408,13.7314,11.4387,9.1095,19.6714,14.2953,22.5618,15.4525,18.5558,22.6022,26.7656,12.1234,33.7707,25.4176,37.9838,,,13.5208,11.03,28.6578,17.6875,,,,15.6316
2017/2/13,9.5006,19.0071,17.8002,8.1525,7.5294,27.6383,15.8173,19.4182,14.6086,13.9157,12.7209,16.4443,15.207,7.1,29.93,20.0847,,20.7669,13.9707,13.7637,11.4785,9.1427,19.8082,14.4249,22.4025,15.6583,18.4359,22.6417,26.7656,11.9665,33.7707,25.4176,38.7343,,,13.5012,11.07,28.6578,17.6591,,,,15.8538
2017/2/14,9.4217,19.1528,17.8392,8.2219,7.4995,27.4699,15.9162,19.2938,14.5387,13.7864,12.7401,16.4443,15.3365,7.07,30.05,20.2832,,22.4583,14.2493,13.5751,11.4885,9.4617,19.691,14.2953,22.0042,15.5799,18.9852,22.464,26.7656,12.2532,33.7707,25.4176,38.6675,,,13.5502,10.89,28.6578,17.5953,,,,16.0053
2017/2/15,9.2145,18.8158,17.537,8.1904,7.3798,27.7473,15.8173,19.045,14.6386,13.6471,12.5004,16.4443,15.2568,6.91,29.37,20.9431,,21.74,14.0105,13.5859,11.2199,9.249,19.1535,14.2554,21.2077,14.8548,18.5158,21.9209,26.7656,11.7988,33.7707,25.4176,38.1292,,,13.4031,11.27,28.6578,17.2338,,,,16.0305
2017/2/16,9.3231,18.8887,17.6442,8.1904,7.4397,27.8562,15.7975,19.1631,14.9384,13.6272,12.6059,16.4443,15.2668,6.92,29.39,19.8267,,21.753,14.0105,13.3757,11.3293,9.2889,19.1633,14.2754,21.1579,14.992,18.5258,21.8222,26.7656,11.9611,33.7707,25.4176,38.8247,,,13.4423,11.37,28.6578,17.2834,,,,16.1163
2017/2/17,9.2244,18.743,17.3907,8.1841,7.3599,27.7373,15.7183,19.3871,14.4687,13.5476,12.4142,16.4443,15.1473,6.88,28.64,19.1519,,21.7465,14.0105,13.0685,11.1403,9.1959,19.0362,14.1159,20.69,14.7274,18.4759,21.4173,26.7656,12.0206,33.7707,25.4176,37.5908,,,13.3344,11,28.6578,17.0211,,,,15.6619
2017/2/20,9.3724,18.9615,17.5467,8.3103,7.4297,27.6779,15.9459,19.4617,14.3888,13.8262,12.7018,16.4443,15.2668,6.95,29.03,19.2115,,21.6159,14.0105,13.2733,11.2,9.2955,19.1437,14.2754,20.6402,14.943,18.4659,21.7827,26.7656,12.2424,33.7707,25.4176,36.4198,,,13.5502,11.07,28.6578,17.6946,,,,15.4297
2017/2/21,9.9643,19.1801,17.8294,8.3418,7.4696,27.5293,15.9756,19.5052,14.5087,13.9953,12.673,16.4443,15.8444,7,29.41,19.6233,,21.4592,14.0105,13.5374,11.4487,9.362,19.6421,14.405,21.2973,15.188,18.6557,22.1875,26.7656,12.1288,33.7707,25.4176,38.2588,,,13.6189,11.38,28.6578,17.8505,,,,15.7831
2017/2/22,10.3589,19.1073,17.7417,8.3986,7.5095,27.3213,15.8568,19.4119,14.4687,13.9953,12.836,16.4443,16.173,7.01,29.63,19.3951,,21.7334,14.0105,13.5266,11.5382,9.3487,19.7496,14.4149,21.3969,15.0116,18.7056,22.1875,26.7656,11.8312,33.7707,25.4176,38.3492,,,13.5993,11.27,28.6578,18.2121,,,,15.6973
2017/2/23,10.7141,19.3076,17.7222,8.3166,7.4496,26.9647,15.8272,19.2813,14.4088,14.1644,12.8839,16.4443,16.0734,7.01,29.62,19.9458,,21.6355,14.4085,13.4296,11.4686,9.269,20.1405,14.385,21.3471,15.2272,18.8554,22.5529,26.7656,11.9719,33.7707,25.4176,38.9033,,,13.511,11.16,28.6578,18.0561,,,,16.3284
2017/2/24,10.6944,19.3805,17.8976,8.304,7.5095,27.4699,15.936,19.4493,14.5487,14.0748,12.7976,16.4443,16.3324,7.06,30.01,20.437,,21.7204,14.4185,13.5751,11.6377,9.3421,20.4825,14.8037,21.7354,15.3937,18.9153,22.5627,24.0913,11.9124,33.7707,25.4176,39.2412,,,13.5699,11.51,28.6578,18.0916,,,,16.6313
2017/2/27,10.6648,18.998,17.8587,8.1967,7.3898,27.9652,15.7282,19.2751,14.5287,14.0848,12.7593,16.4443,16.422,6.98,29.66,20.179,,22.4061,14.4284,13.5374,11.5879,9.2158,20.2871,14.5744,22.1038,15.2076,18.7356,22.4344,22.8591,11.7501,33.7707,25.4176,38.8168,,,13.4521,11.11,28.6578,17.9143,,,,16.5859
2017/2/28,10.8029,19.2894,17.8587,8.1967,7.4197,27.4501,15.7876,19.2067,14.5387,14.3732,12.8935,16.4443,16.1133,6.92,29.71,20.3229,,22.2624,14.4185,13.753,11.5879,9.1693,20.121,14.4747,22.2631,15.3546,18.7256,22.6713,22.7375,11.7555,33.7707,25.4176,39.2177,,,13.511,10.73,28.6578,17.9639,,,,16.702
2017/3/1,11.1186,19.2166,17.8099,8.203,7.4098,27.4303,15.748,19.2813,14.5587,14.3633,12.7113,16.4443,16.0236,6.95,29.68,20.0301,,21.4853,14.4384,13.6452,11.568,9.156,20.033,14.5346,22.0341,15.286,18.9253,22.3554,22.4723,11.8042,33.7707,25.4176,39.2373,,,13.5502,11.8,28.6578,18.0136,,,,16.5606
2017/3/2,10.9312,19.089,17.5955,8.0579,7.3499,26.9647,15.5302,19.2751,14.3988,14.1644,12.7689,16.4443,15.695,6.96,29.25,20.2237,,21.0673,14.2095,13.4188,11.4487,8.9766,19.9353,14.5545,21.5462,15.1586,18.5858,22.5627,22.4502,11.5066,33.7707,25.4176,38.8561,,,13.4423,11.76,28.6578,17.808,,,,16.5859
2017/3/3,10.6549,18.9798,17.6929,8.1147,7.3699,26.8359,15.6292,19.6421,14.4088,14.7413,12.7593,16.4443,15.7647,6.89,29.37,19.7076,,21.3481,14.0304,13.6128,11.3492,9.0563,20.6193,14.6243,21.8051,15.2566,18.5158,23.0564,22.5386,11.7122,33.7707,25.4176,39.6853,,,13.4325,11.49,28.6578,18.1837,,,,16.3233
2017/3/6,10.8226,19.2348,18.0146,8.2282,7.5195,26.9647,15.8371,19.7167,14.6686,14.9203,12.8935,16.4443,15.4859,7.08,32.31,20.3675,,21.6812,14.2493,13.8554,11.757,9.2225,20.8441,14.8536,22.512,15.5603,18.9053,23.1848,22.6657,11.7988,33.7707,25.4176,40.652,,,13.5699,11.6,28.6578,18.8359,,,,16.9393
2017/3/7,10.6549,19.4807,18.2681,8.2345,7.5693,26.8458,15.9261,20.0277,14.7785,14.9701,13.0085,16.4443,15.7946,7.01,33.24,20.7645,,21.74,14.518,13.9577,11.8863,9.2889,20.7171,14.9532,23.8363,15.6289,19.0452,23.8958,22.7983,11.7934,33.7707,25.4176,40.597,,,13.825,11.85,28.6578,19.2967,,,,17.3584
2017/3/8,10.6056,19.2621,18.2291,8.2535,7.5095,27.6086,15.7678,19.9157,14.6786,14.8308,12.9127,16.4443,15.7548,6.96,32.23,20.8984,,21.3677,14.4284,13.6991,11.8267,9.2158,21.1275,14.704,23.4679,15.4231,18.7655,23.402,22.4944,11.9448,33.7608,25.4176,39.8464,,,13.6778,11.61,28.6578,18.9848,,,,17.3634
2017/3/9,10.724,19.089,18.0341,8.1841,7.4197,27.7869,15.5401,19.922,14.7785,14.8308,12.7784,16.4443,15.5655,6.91,32.97,20.3229,,21.42,14.2991,13.6883,11.9759,9.0364,20.6487,15.023,23.5276,15.3252,18.7855,23.2539,22.0965,11.6689,32.9881,25.4176,39.5124,,,13.7563,11.86,28.6578,19.4243,,,,17.1312
2017/3/10,10.8226,18.9615,18.0244,8.102,7.3998,27.9355,15.5302,19.8722,14.7285,15.2088,12.9318,16.4443,15.695,6.91,33.4,20.4916,,21.4787,14.2593,13.753,11.7968,9.0364,20.2675,14.7838,23.0696,15.2664,18.5957,22.9478,22.1408,11.5337,32.1163,25.4176,42.1609,,,13.6484,11.67,28.6578,19.1478,,,,17.4695
2017/3/13,10.7634,19.0708,18.6872,8.1336,7.5793,28.2822,15.6589,20.2889,14.8185,15.1292,12.9989,16.4443,15.7149,6.95,33.19,20.9877,,22.1579,14.1697,13.7476,11.8565,9.1361,20.4141,14.7539,23.428,15.2174,18.416,23.1947,22.2678,11.5932,32.4432,25.4176,43.5442,,,13.6778,11.94,28.6578,19.4527,,,,17.5805
2017/3/14,10.724,18.998,18.4533,8.0642,7.4995,28.5298,15.5203,20.3014,15.1482,15.1292,12.9318,16.4443,15.8145,6.97,33.35,20.9381,,22.0273,13.911,13.5266,11.7172,9.0763,20.3066,14.6841,23.3285,15.0606,18.2961,22.7898,21.9142,11.6635,32.5423,25.4176,42.5225,,,13.7072,12.16,28.6578,19.8709,,,,17.8936
2017/3/15,10.6155,19.1073,18.4045,8.1778,7.4895,28.2723,15.5401,20.5253,15.0883,15.0098,12.9893,16.4443,15.7647,6.93,32.64,21.0175,,21.8771,13.9209,13.3596,11.7073,9.0497,20.6682,14.6542,23.3484,15.1292,18.2861,22.7997,21.3175,11.5824,32.0965,25.4176,42.6836,,,13.7857,11.93,28.6578,19.559,,,,18.7367
2017/3/16,11.0989,19.2712,18.5703,8.2345,7.5693,28.0444,15.7381,21.1597,15.2981,15.1193,13.0469,16.4443,15.9241,7.01,33.07,21.7121,,22.5955,14.0204,13.5751,11.7272,9.1826,20.7659,14.8037,23.8263,15.3252,18.3561,22.9676,21.1517,11.6852,33.1862,25.4176,43.7957,,,13.8937,12.12,28.6578,19.7717,,,,18.9942
2017/3/17,11.0101,18.8158,18.2583,8.1651,7.4895,27.9454,15.5797,20.83,15.8677,14.7711,12.9222,16.4443,16.0535,6.99,33.33,21.9404,,22.7195,13.8115,13.4727,11.6377,9.0364,20.4337,14.7638,22.8605,15.0606,18.386,22.7602,21.2567,11.7663,34.9495,25.4176,42.605,,,13.6974,11.8,28.6578,19.793,,,,18.555
2017/3/20,10.941,18.3331,18.3071,8.2345,7.5793,28.0841,15.6193,21.4147,16.1375,14.9601,13.0756,16.4443,16.1332,7.04,34.7,23.409,,23.3399,13.8413,13.5266,11.8664,9.0829,20.0428,14.8536,22.8306,15.188,18.2861,22.4245,20.997,12.0314,34.2264,25.4176,42.6404,,,13.874,11.48,28.6578,19.4668,,,,18.9286
2017/3/21,10.9608,17.9415,18.5313,8.3103,7.689,27.9157,15.6589,21.2094,16.0076,15.0496,13.114,16.4443,15.944,7.04,34.92,23.2701,,23.3334,13.8712,13.5374,11.7172,9.0231,20.1112,14.7937,22.4025,15.1096,18.3561,22.3949,21.1904,11.9773,34.6722,25.4176,43.2455,,,13.8839,11.39,28.6578,19.24,,,,18.8983
2017/3/22,10.8424,18.0235,18.7555,8.2345,7.5793,27.8958,15.3125,21.6946,15.8777,15.2585,13.2769,18.0887,15.5855,6.94,34.6,23.1461,,23.255,13.6523,13.2733,11.5084,9.1095,19.8278,14.3053,22.5319,14.845,17.7369,21.8518,20.019,11.7393,34.5731,25.4176,43.6856,,,13.7072,12.01,28.6578,19.162,,,,18.9185
2017/3/23,10.7536,18.0417,19.0577,8.2535,7.5793,28.0246,15.1739,21.309,15.8177,15.3082,13.507,19.3949,15.5058,7.01,33.44,22.0297,,23.5097,13.5727,13.4566,11.3492,9.2158,20.0135,14.1458,22.3129,15.188,17.5171,22.5923,20.1405,11.5229,34.9297,25.4176,44.3694,,,13.6484,12.11,28.6578,19.6583,,,,18.6964
2017/3/24,10.9903,18.1328,18.9602,8.3797,7.6591,27.8463,15.3125,21.2903,15.8777,15.4376,13.5549,18.6821,15.5058,7,33.2,22.243,,24.0322,13.5329,13.3811,11.3691,9.1693,20.3359,14.1258,22.2731,15.286,17.667,22.4047,20.0576,11.5391,35.3161,25.4176,43.9136,,,13.717,12.19,28.6578,19.5803,,,,18.8175
2017/3/27,10.941,17.9415,18.7945,8.3797,7.5992,27.8364,15.1739,20.6497,15.6478,15.1391,13.229,17.7505,15.466,6.93,33.63,22.4663,,24.104,13.712,13.3272,11.2497,9.1294,20.121,14.0461,22.2034,14.992,17.9865,22.1283,20.1792,11.604,35.0783,25.4176,42.6286,,,13.7857,12.3,28.6578,19.637,,,,18.7418
2017/3/28,10.7536,17.7685,19.0674,8.304,7.5593,27.6878,15.1838,20.7678,15.3381,14.801,13.2961,17.3228,15.4859,6.91,33.02,21.5831,,24.0387,13.6423,13.3811,11.2,8.9899,19.8962,14.066,22.283,14.894,17.647,22.148,20.019,11.458,35.1675,25.4176,42.2828,,,13.7269,11.52,28.6578,19.7788,,,,17.732
2017/3/29,10.7141,17.4497,19.7888,8.3229,7.5294,27.2718,14.8868,20.7989,15.468,14.6219,13.2578,18.0688,15.207,6.82,31.8,20.2633,,23.0199,13.5229,13.2733,11.021,8.9035,19.476,13.5975,22.3129,14.698,17.3574,21.6247,19.6211,11.4688,34.7217,25.4176,40.2787,,,13.668,11.52,28.6578,19.3534,,,,16.4142
2017/3/30,10.0038,17.2129,19.7985,8.1147,7.1006,26.2514,14.4117,20.575,15.5879,14.4329,13.0373,17.7936,14.9381,6.68,30.29,19.6481,,22.9808,13.0055,12.6051,10.7524,8.7108,19.0362,13.1888,20.5406,13.9925,16.4785,20.6372,18.3558,10.7547,34.0084,25.4176,37.5987,,,13.4521,11.17,28.6578,18.5736,,,,16.2981
2017/3/31,9.9643,17.304,20.13,8.1147,7.0607,27.3906,14.5206,20.1148,15.7777,14.4827,13.2769,18.1484,14.739,6.72,30.4,19.3951,,23.9081,13.1647,12.7614,10.7922,8.8769,17.5704,13.2187,20.5904,14.1591,16.4186,20.6175,17.8972,10.5653,34.1867,25.4176,37.6655,,,13.3933,11.08,28.6578,18.6516,,,,16.293
2017/4/5,10.2208,17.6774,20.3834,8.1462,7.1704,27.7373,14.867,20.6123,16.1075,14.6219,13.6029,18.3771,15.0278,6.93,31.53,19.8962,,24.1628,13.3737,13.0308,10.9911,8.9633,17.932,13.6174,20.8294,14.3159,18.0564,21.2198,18.5878,10.8683,35.8114,25.4176,38.0741,,,13.8544,11.39,28.6578,20.516,,,,16.5707
2017/4/6,10.1222,17.9962,20.0617,8.1778,7.1704,27.5194,14.8373,20.3387,16.677,14.3633,13.4782,17.9892,15.207,6.94,31.46,19.9656,,23.9081,13.4732,12.9769,11.1005,8.9766,18.5085,13.5975,21.7354,14.4335,17.637,21.2099,19.3393,11.247,37.8521,25.4176,38.5732,,,13.7857,12.17,28.6578,20.1545,,,,16.6414
2017/4/7,10.1123,17.9233,19.8473,8.1525,7.1305,27.7473,14.8769,20.6932,16.6071,14.423,13.9671,17.7339,15.3265,7.08,31.17,20.0748,,24.8877,13.702,12.9284,10.9911,9.0231,18.3424,13.6374,21.6657,14.2767,17.4772,20.8841,19.4719,11.1604,37.1686,25.4176,38.3492,,,14.7571,11.91,28.6578,21.3313,,,,16.5606
2017/4/10,9.9545,17.5681,19.8375,8.0516,6.9909,26.8755,14.7384,20.8985,16.5571,14.1345,13.9384,15.9602,15.1074,6.88,29.07,19.6134,,24.8093,13.5329,12.4704,10.7027,8.8238,17.7854,13.4579,20.9986,13.8554,18.6357,20.7261,18.936,10.8088,37.02,25.4176,34.9344,,,14.9239,12.13,28.6578,21.8488,,,,16.4193
2017/4/11,10.2406,17.9415,19.4379,8.121,7.0308,27.0439,14.9165,21.3338,16.1075,14.2837,13.8521,15.9602,15.0178,6.91,29.39,18.9584,,24.1758,14.2692,12.5674,10.8618,9.0896,18.1079,13.6573,22.2631,13.8651,19.8341,20.9927,19.273,11.2848,37.0497,25.4176,35.7596,,,14.9043,12.06,28.6578,22.1395,,,,16.394
2017/4/12,10.0728,17.7867,19.3599,8.3229,7.0807,26.8359,14.679,20.8425,15.5979,14.0748,13.6891,15.4496,14.8386,6.91,29.9,18.3978,,23.9864,13.911,12.5027,10.8021,8.9434,17.6681,13.4878,21.7952,13.6496,18.0764,20.4398,18.5381,10.9657,37.6044,25.4176,34.7104,,,14.3646,11.45,28.6578,20.7358,,,,16.5909
2017/4/13,10.0728,17.641,19.6231,8.2913,7.0607,26.9845,14.679,20.9482,15.6678,14.0947,13.7371,15.3502,14.7688,6.91,29.58,18.5665,,24.3326,13.9906,12.5566,10.7624,8.9235,17.7854,13.6573,21.7354,13.6692,19.2149,20.5286,18.4221,10.9278,36.4157,25.4176,35.2291,,,14.4628,11.74,28.6578,20.8421,,,,16.6465
2017/4/14,10.0136,17.3313,19.3501,8.102,6.9311,26.8953,14.4414,20.488,15.7378,14.0848,13.5166,15.4496,14.8784,6.78,28.75,18.1199,,23.7122,13.7319,12.3949,10.4838,8.8504,17.4629,13.3383,21.0285,13.7966,19.2649,20.2423,18.2895,10.8466,35.009,25.4176,34.9697,,,14.7669,11.45,28.6578,21.388,,,,16.3789
2017/4/17,9.8755,17.3678,19.4379,8.0326,6.8313,26.4099,14.4612,19.9717,16.1375,14.234,13.4495,15.0982,15.2469,6.66,28.91,16.423,,22.8501,13.3737,12.1524,10.2949,8.7441,17.4922,12.9196,20.8294,13.5712,18.1763,19.4523,17.6098,10.6465,35.8708,25.4176,32.6945,,,14.8258,11.52,28.6578,20.9627,,,,15.7124
2017/4/18,9.6684,17.1856,19.4574,7.8244,6.7416,26.1028,13.1744,19.8411,16.2474,14.2539,13.2865,14.9424,15.4162,6.62,28.2,16.2692,,23.1505,13.1647,11.4788,10.0661,8.558,17.8831,12.8099,20.909,12.9441,17.8967,18.9981,17.538,10.3165,36.1581,25.4176,32.1286,,,14.2469,11.14,28.6578,20.2679,,,,15.7124
