ÈÕÆÚ,000066.SZ,000977.SZ,000997.SZ,002152.SZ,002177.SZ,002180.SZ,002197.SZ,002268.SZ,002296.SZ,002308.SZ,002376.SZ,002383.SZ,002512.SZ,002528.SZ,002577.SZ,002835.SZ,002912.SZ,300042.SZ,300045.SZ,300130.SZ,300155.SZ,300177.SZ,300202.SZ,300270.SZ,300302.SZ,300333.SZ,300368.SZ,300386.SZ,300449.SZ,300455.SZ,300462.SZ,300479.SZ,300546.SZ,300771.SZ,300789.SZ,600100.SH,600800.SH,600855.SH,603019.SH,603106.SH,603496.SH,603516.SH,603660.SH
2014/1/2,3.8476,10.2808,9.3515,6.9748,5.4367,4.5697,7.2767,8.6739,11.9323,7.6771,10.3247,6.034,4.7792,6.4884,16.8546,,,8.2289,12.5265,4.1065,6.8044,9.022,21.09,7.0169,4.8544,6.2531,,,,,,,,,,9.7607,5.5,16.1042,,,,,
2014/1/3,3.8673,10.5301,9.4538,6.7608,5.9823,4.5697,7.3442,8.553,11.9207,7.6385,10.6141,6.223,4.9337,6.5273,16.6953,,,8.099,12.4271,4.1065,7.1797,8.9329,20.9124,7.2605,4.942,6.1629,,,,,,,,,,9.6362,5.41,16.0448,,,,,
2014/1/6,3.7884,10.4032,8.9157,6.652,6.3494,4.5697,6.976,8.2679,12.5695,7.3588,10.3807,6.1699,4.9337,6.1387,17.5614,,,7.6704,12.2532,4.1065,6.9284,8.3054,20.7671,6.8544,4.7887,5.8699,,,,,,,,,,9.1381,5.24,15.7184,,,,,
2014/1/7,3.8969,10.4032,8.9749,6.6928,6.5081,4.5697,7.1233,8.615,12.8475,7.2045,10.8288,6.1997,4.9773,6.1659,19.3136,,,7.8977,12.3029,4.1065,6.8435,8.4474,20.7779,7.1252,4.7741,6.0792,,,,,,,,,,9.2148,5.26,15.7382,,,,,
2014/1/8,3.8969,10.9447,9.1901,6.7608,6.5875,4.5697,7.4853,9.2968,12.4594,7.3781,11.1649,6.2661,5.223,6.5778,19.7118,,,8.0795,12.7801,4.1065,7.3396,8.7512,21.246,7.238,5.0355,6.2531,,,,,,,,,,9.3393,5.2,16.5691,,,,,
2014/1/9,3.8969,10.6728,8.6574,6.4142,6.3395,4.5697,7.3012,9.052,12.4536,7.272,10.7074,6.15,5.3102,6.3058,18.1289,,,7.8717,12.1289,4.1065,7.0165,8.355,20.4443,6.7461,4.8179,5.9472,,,,,,,,,,9.1956,5.23,15.5305,,,,,
2014/1/10,3.7983,10.3511,8.34,6.4074,6.1212,4.5697,7.3564,8.7328,11.8107,7.0598,10.4274,6.024,5.0407,6.2903,18.8258,,,7.5729,11.6268,4.1065,7.4734,8.2097,20.5089,6.7597,4.8471,6.1501,,,,,,,,,,9.4351,4.99,15.4513,,,,,
2014/1/13,3.6799,10.2785,8.2862,6.1696,6.0914,4.5697,7.516,8.488,11.8454,7.0405,10.138,6.1334,4.8664,6.5156,20.7073,,,7.6054,11.3982,4.1065,7.5354,8.3252,20.1215,6.9266,4.7508,6.427,,,,,,,,,,9.3393,4.92,15.1348,,,,,
2014/1/14,3.7391,10.6026,8.722,6.4312,6.3593,4.5697,7.7062,8.8165,12.164,7.272,10.4087,6.2097,5.1556,6.8614,22.7781,,,7.9042,11.7113,4.1065,8.2893,8.6819,20.2829,7.2335,4.9479,6.5365,,,,,,,,,,9.2722,4.97,15.3722,,,,,
2014/1/15,3.749,10.7408,8.6574,6.6588,6.2601,4.5697,7.6816,8.7948,12.193,7.3106,10.4927,6.2859,5.2943,6.8847,24.57,,,7.9626,11.8605,4.1065,8.6417,8.8272,20.0677,7.2109,5.0515,6.5139,,,,,,,,,,9.8278,4.99,15.5997,,,,,
2014/1/16,3.749,10.5731,8.5713,6.6249,6.1014,4.5697,7.4914,8.7855,11.9613,7.3395,10.7821,6.2661,5.3102,6.7915,24.5601,,,7.9302,11.433,4.1065,8.7298,8.8173,19.6319,7.0304,4.9158,6.3851,,,,,,,,,,9.6937,5.05,15.7085,,,,,
2014/1/17,3.6503,10.4915,8.4422,6.3565,6.1609,4.5697,7.5098,8.866,11.7006,7.1852,10.7914,6.4782,5.334,6.7138,25.9339,,,8.3069,10.7867,4.1065,8.7135,8.705,19.605,7.2425,4.9026,6.3529,,,,,,,,,,9.6554,4.94,15.9756,,,,,
2014/1/20,3.7391,10.4915,8.5391,6.3021,5.9922,4.5697,7.7,8.7545,11.7296,7.137,10.8848,6.4186,5.5163,6.6749,28.5323,,,8.8589,10.4239,4.1065,8.5667,8.0544,19.3683,7.0349,4.7625,6.1951,,,,,,,,,,9.8565,4.86,15.8965,,,,,
2014/1/21,3.7983,10.2627,8.8027,6.3259,6.1411,4.5697,8.105,9.0086,11.857,7.4649,11.3142,6.5678,5.5717,6.8964,31.3895,,,8.8329,10.3095,4.1065,9.0333,8.2394,20.7026,7.1883,4.8179,6.4721,,,,,,,,,,9.8948,4.88,15.8074,,,,,
2014/1/22,3.9068,10.6706,8.9049,6.5094,6.3593,4.5697,8.5897,9.4084,12.3088,7.542,11.6316,6.6341,5.6827,6.9546,30.0754,,,8.8524,10.7768,4.1065,8.8604,8.3351,21.0631,7.3237,4.907,6.5107,,,,,,,,,,10.0481,5.03,16.7373,,,,,
2014/1/23,3.9463,11.228,9.4591,6.9102,6.4486,4.5697,8.5529,9.9786,12.7838,7.6578,11.5663,6.6374,5.6629,7.0945,30.4637,,,8.8329,10.9856,4.1065,8.8767,8.7017,21.8862,7.5132,5.1654,6.6653,3.3605,,,,,,,,,10.3834,5.03,16.5098,,,,,
2014/1/24,3.9265,10.6955,10.0241,6.9374,6.3891,4.5697,8.4976,9.991,12.9402,7.7928,11.7716,6.7335,5.5876,7.3354,29.3586,,,8.7355,11.09,4.1065,9.1737,9.164,22.8277,7.5132,5.1464,6.6717,3.697,,,,,,,,,10.3738,5.1,16.5493,,,,,
2014/1/27,4.0844,10.444,10.0671,7.1854,6.2502,4.5697,8.3136,10.0002,13.0039,7.7542,11.7156,6.7368,5.7025,7.1411,28.5721,,,8.6901,11.0403,4.1065,9.3989,9.5438,22.8008,7.6486,5.2764,6.6685,4.0669,,,,,,,,,10.0577,5.02,16.0251,,,,,
2014/1/28,4.0745,9.8231,10.0133,7.1311,6.0914,4.5697,8.7062,9.9073,12.9228,7.6192,11.2955,6.6307,5.6074,6.7448,29.0002,,,8.3653,10.7768,4.1065,9.0725,9.4117,22.1875,7.4591,4.8106,6.3722,4.4737,,,,,,,,,10.2014,5,15.9459,,,,,
2014/1/29,4.1337,10.1811,10.1317,7.2432,6.1609,4.5697,8.7615,10.0932,13.4268,7.8217,12.4251,6.9258,5.6629,6.8497,27.8753,,,8.5407,11.433,4.1065,9.7122,9.9797,22.8008,7.617,4.9318,6.5107,4.4737,,,,,,,,,10.6516,5.01,15.8272,,,,,
2014/1/30,4.2225,10.0474,9.7766,7.0461,6.0914,4.5697,8.8474,10.4527,13.2182,7.6964,12.2011,6.8462,5.7144,6.7876,28.3432,,,8.7355,12.0096,4.1065,9.4804,10.3529,23.7746,7.7118,4.8734,6.3851,4.3677,,,,,,,,,10.4408,5,16.3119,,,,,
2014/2/7,4.2422,10.24,10.4492,7.2024,6.1411,4.5697,9.4241,11.0322,13.4731,8.2364,12.6118,7.0916,5.9878,6.8964,28.6717,,,9.2746,12.5265,4.1065,9.7317,10.8416,23.3119,7.8742,4.9464,6.7264,4.56,,,,,,,,,10.8336,5.28,17.0044,,,,,
2014/2/10,4.2225,10.4802,10.8366,7.6373,6.4684,4.5697,9.3505,11.7728,14.006,8.2847,13.0599,7.1944,6.0473,7.1916,29.1197,,,9.2811,12.3426,4.1065,9.7676,10.9572,22.6878,7.9239,5.1056,6.9486,4.9803,,,,,,,,,10.9868,5.5,18.2903,,,,,
2014/2/11,4.1238,10.9855,10.6536,7.5659,6.3593,4.5697,9.0314,11.6768,13.6005,8.2943,12.8172,7.1048,6.0552,7.2849,28.373,,,8.9953,11.935,4.1065,9.0138,10.3033,22.5641,8.0999,5.1085,7.1482,5.0974,,,,,,,,,10.9772,5.53,18.3596,,,,,
2014/2/12,4.2028,11.1283,10.8689,7.6305,6.8355,4.5697,9.1296,11.5962,14.2087,8.5547,12.6865,7.3601,6.1741,7.3199,30.165,,,9.1837,11.5274,4.1065,9.2031,10.7591,22.3866,8.4744,5.3727,7.1482,5.2614,,,,,,,,,10.891,5.57,18.6761,,,,,
2014/2/13,4.0449,10.802,10.2017,7.4198,6.5677,4.5697,8.5897,11.1407,14.2551,8.1689,12.1824,6.9291,5.8452,7.0013,27.1485,,,8.729,10.9806,4.1065,8.4851,9.8972,21.9508,8.0367,5.1975,7.0098,4.8854,,,,,,,,,10.4025,5.31,17.3407,,,,,
2014/2/14,4.0943,10.8088,10.1371,7.7664,6.7859,4.5697,8.7308,11.1809,14.3999,8.3136,12.6211,6.9722,5.976,7.1139,26.5811,,,9.0083,11.2441,4.1065,8.7788,10.3232,22.3866,8.1224,5.4282,7.3543,5.3736,,,,,,,,,10.527,5.42,17.4792,,,,,
2014/2/17,4.2225,11.3866,10.5406,8.0382,6.9546,4.5697,9.602,11.8844,15.0602,8.5547,12.7798,7.1844,6.1781,7.4053,26.8797,,,9.372,11.5125,4.1065,9.3499,10.693,22.2521,8.9347,5.5173,7.5024,5.4759,,,,,,,,,10.7761,5.46,18.3893,,,,,
2014/2/18,4.2324,11.6925,10.7343,7.8241,6.7165,4.5697,9.3873,11.8441,15.0313,8.5933,12.5651,7.2308,6.19,7.2655,27.5169,,,9.3071,11.2242,4.1065,9.4413,10.5312,21.671,9.1558,5.4151,7.4155,5.2873,,,,,,,,,10.527,6.01,18.5673,,,,,
2014/2/19,4.4198,11.6835,10.7505,7.8955,7.024,4.5697,9.8658,12.2253,14.2782,8.4872,12.2011,7.1015,6.079,7.6151,26.7802,,,9.2486,10.9607,4.1065,9.4348,10.6666,21.7033,9.1648,5.3625,7.3414,5.0777,,,,,,,,,10.9293,6.38,18.231,,,,,
2014/2/20,4.2521,11.6699,11.0195,7.3009,6.7065,4.5697,9.4548,11.8844,13.8612,8.2364,12.4904,6.896,5.9046,7.2072,27.8753,,,8.8784,10.737,4.1065,8.9257,10.452,21.4397,8.7542,5.126,6.9712,4.9495,,,,,,,,,10.5654,6.4,17.7166,,,,,
2014/2/21,4.2126,11.7809,11.1917,7.3009,6.5974,4.5697,9.4793,11.6024,14.0697,8.2172,12.0144,6.9291,5.9918,7.3082,28.0744,,,9.0148,10.6973,4.5166,9.0236,10.3892,21.0146,8.9347,5.161,7.0516,5.0457,,,,,,,,,10.3738,6.38,17.7661,,,,,
2014/2/24,4.2324,11.6223,12.1764,7.0631,6.4784,4.5697,10.4303,11.7171,13.9017,8.3232,11.949,7.1247,6.0948,7.2383,27.4671,,,9.346,10.9359,4.9696,8.6972,10.4189,21.6226,9.0746,5.1859,7.1869,5.0617,,,,,,,,,10.5175,6.41,17.7661,,,,,
2014/2/25,4.1238,10.8722,11.945,6.5977,6.1014,4.5697,10.6819,10.5519,13.0213,7.7349,11.2955,6.7203,5.9126,6.9741,24.7393,,,8.4433,9.8522,5.4655,7.8944,10.3166,20.3744,8.2036,4.9333,6.5365,4.6968,,,,,,,,,10.2397,6.2,16.1537,,,,,
2014/2/26,4.0548,11.9599,13.1395,6.5569,6.0815,4.5697,11.7494,10.6944,13.2878,7.8796,11.0155,6.7799,5.8452,7.0285,23.9827,,,8.3653,9.1663,6.0123,8.0608,10.5015,20.0677,8.0367,4.8179,6.617,4.5982,,,,,,,,,10.1343,6.21,15.4216,,,,,
2014/2/27,3.9956,12.2432,12.9189,6.4754,5.893,4.5697,11.8721,10.6603,12.8186,7.6964,11.0342,6.6639,6.0116,6.8731,22.5889,,,8.0341,9.0072,6.6127,8.1914,10.1713,20.2937,7.7163,4.6179,7.0516,4.3011,,,,,,,,,9.9427,5.99,15.6689,,,,,
2014/2/28,4.1337,12.1367,12.9512,6.8049,5.9922,4.5697,11.3506,10.8927,12.975,7.8603,11.0155,6.7799,6.2137,7.0518,24.8488,,,8.1965,9.2955,7.2748,8.3252,10.1316,20.595,7.987,4.7318,7.0999,4.5365,,,,,,,,,10.2971,5.88,15.9064,,,,,
2014/3/3,4.1929,12.3225,13.7206,7.0835,6.1311,4.5697,12.4857,10.8246,13.0271,7.9857,11.3422,6.949,6.4634,7.7589,25.2868,,,8.3653,9.2955,8.0012,8.5569,10.1878,20.3314,8.4563,5.0661,7.3157,4.9027,,,,,,,,,10.4791,6.05,17.2319,,,,,
2014/3/4,4.2126,12.5377,13.5,6.9714,6.0914,4.5697,12.1421,10.5116,12.9865,7.8314,11.3422,6.7833,6.4198,7.5569,25.3864,,,8.3653,9.5192,8.8027,8.6483,10.1052,20.2776,8.2578,5.0807,7.3028,4.9458,,,,,,,,,10.3259,6.28,17.2121,,,,,
2014/3/5,4.2521,12.2341,12.8651,6.6928,6.1311,4.5697,11.8108,10.1242,13.7859,7.8024,11.3422,6.7435,6.289,7.3587,25.7747,,,8.4108,9.2905,9.6819,8.5797,10.0061,20.1323,8.145,4.942,7.3028,4.7966,,,,,,,,,10.3355,6.11,16.9747,,,,,
2014/3/6,4.2028,11.9055,12.3754,6.8117,6.2303,4.5697,11.774,10.0188,13.4326,7.9278,11.3422,6.7866,6.2415,6.9741,24.9981,,,8.4303,9.0122,10.6495,8.5047,9.7386,20.1646,8.0322,4.9289,7.3092,5.005,,,,,,,,,10.1918,6.12,16.6384,,,,,
2014/3/7,4.1041,11.9486,11.9557,6.5535,6.0418,4.5697,10.9089,10.3628,13.9191,7.8217,11.3422,6.6971,6.3128,6.7798,24.9981,,,8.4822,9.0817,10.6495,8.1555,9.5504,20.0139,7.9058,4.8836,7.1193,4.7215,,,,,,,,,10.0098,5.97,16.6483,,,,,
2014/3/10,3.9759,11.4614,11.8535,6.2613,5.5458,4.5697,10.3199,10.4124,13.8438,7.3974,11.3422,6.3755,5.9363,7.0906,22.8975,,,8.0406,8.8929,10.6495,7.7345,9.6429,19.9924,7.7073,4.6749,7.2191,4.5119,,,,,,,,,9.7607,5.74,15.9162,,,,,
2014/3/11,3.9561,11.5566,10.8581,6.156,5.5954,4.5697,10.0131,10.1552,13.0734,7.3684,11.3422,6.4816,5.7065,7.3626,22.3102,,,7.9821,8.7736,9.5854,7.568,9.7684,20.1215,7.8472,4.5551,6.7908,4.9631,,,,,,,,,9.4925,5.62,15.9756,,,,,
2014/3/12,3.8772,11.4886,10.8258,6.207,5.4565,4.5697,10.1542,9.9321,13.4036,7.3684,11.3422,6.3489,5.655,6.943,22.6486,,,7.8782,9.0569,8.6258,7.555,9.8476,19.5835,7.6712,4.5566,6.7393,5.2873,,,,,,,,,9.4925,5.57,15.7283,,,,,
2014/3/13,3.9068,11.6268,10.9711,6.2885,5.516,4.5697,10.2462,10.5333,13.4731,7.3974,11.3422,6.4053,5.762,6.8653,23.1166,,,8.0536,9.1016,7.961,7.7182,9.7419,19.7826,7.7524,4.5814,6.9229,5.1628,,,,,,,,,9.5213,5.61,15.9558,,,,,
2014/3/14,3.9265,11.5792,9.8734,6.1492,5.4367,4.5697,9.2216,10.7688,13.2067,7.571,11.3422,6.4418,5.7857,6.9274,25.4262,,,8.0276,9.2955,8.2049,7.728,9.7915,19.7234,7.8607,4.6208,6.9035,5.5043,,,,,,,,,9.5787,5.71,15.7481,,,,,
2014/3/17,3.9956,12.2726,9.8412,6.387,5.6053,4.5697,9.467,10.9113,13.6469,7.6481,11.3422,6.5247,5.869,7.0285,26.2824,,,8.2484,9.5937,8.4515,8.0315,10.5675,20.1484,8.0186,4.7274,7.4058,5.6583,,,,,,,,,9.7512,5.75,16.1339,,,,,
2014/3/18,4.0153,12.4607,10.2124,6.3735,5.6053,4.5697,9.6572,10.964,14.3651,7.6867,12.0797,6.5644,6.0988,6.8342,28.0744,,,8.2419,9.5192,8.5293,7.9695,10.584,19.7396,8.0231,4.7581,7.393,5.5782,,,,,,,,,9.6745,5.78,16.2427,,,,,
2014/3/19,3.9857,12.4607,10.0618,6.1187,5.5359,4.5697,9.3382,10.9826,14.3651,7.6481,12.0704,6.5711,6.2018,6.8459,27.8753,,,8.3653,9.3104,8.4355,7.9303,10.5576,19.8095,7.8742,4.6427,7.4058,5.6892,,,,,,,,,9.6937,5.77,16.2031,,,,,
2014/3/20,3.8279,12.2817,9.3892,5.7585,5.3573,4.5697,9.0376,10.3659,13.9307,7.4745,11.3142,6.465,6.1226,6.4884,25.914,,,8.0536,8.9326,7.8779,7.4669,9.8245,19.9063,7.5132,4.3946,7.2094,5.2885,,,,,,,,,9.4351,5.6,16.2526,,,,,
2014/3/21,3.9068,12.1661,9.6959,5.8061,5.516,5.0267,9.3137,10.5457,14.4636,7.6288,11.3142,6.5611,6.1939,6.4806,26.2227,,,8.1835,8.8083,7.626,7.6757,9.9764,19.901,7.617,4.4208,7.2706,5.3132,,,,,,,,,9.5213,5.67,16.3218,,,,,
2014/3/24,3.8871,11.9712,9.4968,5.6634,5.5557,5.5279,9.1173,10.8772,14.5621,7.6867,10.9315,6.6705,6.2771,6.4107,25.018,,,8.2354,8.7288,7.4705,7.3918,9.8443,21.6818,7.3463,4.3376,7.5121,5.0173,,,,,,,,,9.3489,5.9,15.758,,,,,
2014/3/25,3.9167,11.9939,10.0564,5.891,5.6252,6.0832,9.4364,11.0167,14.4926,7.6771,10.9501,6.5876,6.293,6.4496,24.9384,,,8.5537,8.7636,7.634,7.2939,9.775,21.8001,7.3418,4.4851,7.5894,5.1098,,,,,,,,,9.2052,5.87,15.5008,,,,,
2014/3/26,3.9364,12.0075,10.0402,5.8978,5.5855,6.6925,9.3505,10.8525,14.4868,7.6867,11.0248,6.6573,6.1543,6.4224,27.4372,,,8.4562,8.9525,7.626,7.5615,10.2736,21.6064,7.4501,4.4982,6.8295,5.0457,,,,,,,,,9.2818,6.01,15.7283,,,,,
2014/3/27,3.8772,12.0075,9.669,5.7008,5.4763,7.3607,8.7124,10.2946,14.0176,7.4263,10.5021,6.5114,5.9997,6.0921,27.1784,,,8.1705,8.9873,7.1274,7.2188,10.2571,21.6441,7.0891,4.2792,6.2917,4.7399,,,,,,,,,9.1094,5.88,15.5404,,,,,
2014/3/28,3.7983,12.0075,9.0825,5.8197,5.268,8.0978,8.2522,9.2658,13.9307,7.3106,9.7926,6.1135,5.7897,5.6608,27.7857,,,7.7288,9.4844,6.6476,6.7913,9.9533,21.1922,6.692,4.0661,6.2306,4.809,,,,,,,,,8.822,5.63,13.9873,,,,,
2014/3/31,3.7884,11.2846,9.1202,6.0201,5.3176,7.5032,8.3197,9.2162,13.67,6.5872,9.7739,6.0804,5.7065,5.5831,25.0081,,,7.7158,9.7528,6.6744,6.8892,9.7419,21.628,6.6784,4.0573,6.1275,4.8792,,,,,,,,,8.6879,5.71,14.0269,,,,,
2014/4/1,3.8081,11.4433,9.486,6.2036,5.4168,7.4983,8.5038,9.396,14.3999,6.6355,9.9513,6.024,5.8174,5.6608,25.6452,,,7.8847,9.6782,6.7387,7.1405,9.9566,21.7786,6.8138,4.1172,6.1758,4.9606,,,,,,,,,8.822,5.82,13.9774,,,,,
2014/4/2,3.7983,10.9561,9.4484,6.2104,5.4168,7.97,8.3442,9.1233,14.5099,6.6451,10.1473,5.9345,5.754,5.6725,24.7293,,,7.7353,9.9616,6.5993,6.8697,9.5438,22.1337,6.6875,4.0515,5.9698,4.8866,,,,,,,,,8.7262,5.8,13.8983,,,,,
2014/4/3,3.7588,10.9674,9.7174,6.2172,5.4367,8.1469,8.5774,9.1883,14.8285,6.703,10.25,5.9876,5.7025,5.6803,25.1276,,,7.8717,10.1008,7.2587,6.9676,9.5471,22.5211,6.7687,4.1011,5.9826,4.6536,,,,,,,,,8.7645,5.71,13.9576,,,,,
2014/4/4,3.818,10.9765,9.9165,6.2749,5.6053,8.0093,8.878,9.3278,15.0197,6.6933,10.3154,6.0804,5.7421,5.7541,25.0877,,,7.9691,10.1008,7.6394,7.1471,9.6066,22.435,6.8634,4.1726,6.0084,4.6019,,,,,,,,,8.8603,5.84,13.9675,,,,,
2014/4/8,3.8279,11.1441,9.8734,6.4482,5.6351,8.4761,8.8658,9.5757,15.2803,6.7126,10.418,6.1301,5.861,5.7891,24.5203,,,7.9951,9.8721,8.3068,7.2678,9.6198,22.1283,6.868,4.1799,5.9665,4.6869,,,,,,,,,8.9178,5.87,14.2742,,,,,
2014/4/9,3.8871,11.5566,9.9488,6.4142,5.645,8.4467,8.9271,9.8174,15.1181,6.838,10.4087,6.1931,5.9561,5.9212,26.9693,,,8.2224,10.2698,9.1377,7.3494,9.9071,22.2521,7.062,4.2588,6.0663,4.7917,,,,,,,,,9.004,5.97,14.2247,,,,,
2014/4/10,3.8969,11.6132,9.9972,6.506,5.6252,8.1567,9.2339,9.8205,15.1877,6.8476,10.4834,6.2727,5.976,5.925,26.9793,,,8.1835,10.5979,8.8268,7.4244,9.8773,22.2736,7.0936,4.2632,6.0953,4.7165,,,,,,,,,9.0328,5.9,14.3137,,,,,
2014/4/11,3.8279,11.6109,9.6905,6.5943,5.5359,7.9504,9.0989,9.8422,14.9154,6.7898,10.2033,6.3224,5.976,5.8124,27.2779,,,8.0341,10.4388,8.8349,7.1764,9.3853,21.8539,6.9492,4.1113,5.8957,4.5587,,,,,,,,,8.8029,5.87,14.5808,,,,,
2014/4/14,3.8081,11.5679,9.6475,6.5128,5.6053,8.1322,9.013,9.8546,15.57,6.8091,10.138,6.4816,5.9799,5.9794,27.2282,,,8.1835,11.0253,8.6097,7.3559,9.4513,21.5311,7.0304,4.1829,5.9408,4.5612,,,,,,,,,8.8699,5.92,14.6797,,,,,
2014/4/15,3.7292,11.2008,9.712,6.3497,5.4962,8.2305,9.2523,9.8298,15.1124,6.7223,10.0633,6.3755,5.9007,6.0805,25.9638,,,8.2419,11.1049,8.3604,7.3853,9.4778,21.5311,6.9853,4.1683,5.9698,4.5045,,,,,,,,,8.6879,5.95,14.6699,,,,,
2014/4/16,3.749,11.1011,9.6851,6.3361,5.4565,7.9848,9.4241,9.6036,14.9444,6.7801,10.0633,6.3556,5.7342,5.9406,26.0634,,,8.2159,10.8961,8.1245,7.2613,9.3952,21.5204,6.9176,4.3026,5.8667,4.5045,,,,,,,,,8.8124,5.81,14.8776,,,,,
2014/4/17,3.7194,10.947,9.6959,6.2681,5.7839,7.9405,9.467,9.6222,15.4078,6.7319,10.2593,6.4915,5.754,5.8435,26.9295,,,8.2549,11.1099,8.6311,7.369,9.415,21.2245,7.1748,4.2427,5.8957,4.56,,,,,,,,,8.8508,5.78,14.7589,,,,,
2014/4/18,3.7391,11.1034,9.5398,6.3259,5.645,8.2992,9.283,9.6253,15.8132,6.7319,10.3154,6.5213,5.9839,5.8745,26.9494,,,8.3523,10.9955,8.1486,7.4081,9.5471,21.4666,7.1703,4.2851,5.9182,4.5674,,,,,,,,,8.4485,5.83,14.7589,,,,,
2014/4/21,3.6799,11.1147,9.2278,6.3191,5.4863,8.4909,8.8474,9.6408,15.3846,6.5679,10.7541,6.4782,6.0909,5.7269,26.143,,,8.112,10.2897,8.1486,7.3037,9.4447,21.359,7.053,4.2632,5.7637,4.7202,,,,,,,,,8.4006,5.59,14.1456,,,,,
2014/4/22,3.6306,11.126,9.0933,6.2206,5.4466,8.6727,8.651,9.461,14.4462,6.6547,10.4087,6.4782,6.1384,5.5948,25.7149,,,7.9691,10.7619,7.6206,7.0426,9.1838,21.3536,6.8725,4.1259,5.5962,4.7671,,,,,,,,,8.3718,5.6,13.8488,,,,,
2014/4/23,3.601,11.0127,8.8727,6.0745,5.5061,8.1567,8.559,9.4362,14.4231,6.6355,10.3247,6.5313,6.1345,5.6142,25.5955,,,8.1965,10.7917,7.8806,6.9904,9.0121,21.4128,6.9717,4.1902,5.5705,4.6882,,,,,,,,,8.5155,5.55,14.2841,,,,,
2014/4/24,3.5812,10.9289,8.7005,5.959,5.4069,7.9553,8.332,9.3619,14.054,6.6258,10.418,6.3688,6.1028,5.7114,26.2326,,,8.2484,11.1347,7.5616,7.0655,8.6324,21.1061,6.8364,4.3245,5.5383,4.5082,,,,,,,,,8.2952,5.41,14.2445,,,,,
2014/4/25,3.453,10.6728,8.6305,5.8774,5.1589,7.6654,7.7921,9.1294,14.136,6.3268,9.8579,6.2992,5.9799,5.4472,24.0225,,,7.7353,10.4786,7.7814,6.8011,8.2064,21.0146,6.6243,4.1975,5.5286,4.3418,,,,,,,,,8.0749,5.2,13.5916,,,,,
2014/4/28,3.3938,10.3556,8.383,5.6057,4.9208,7.2231,7.3994,8.6708,13.2631,6.0761,9.3912,5.908,5.3815,5.1169,24.2117,,,7.3911,9.7926,8.1165,6.3312,7.7936,20.6057,6.2452,3.9361,5.168,3.9571,,,,,,,,,7.73,5,12.7211,,,,,
2014/4/29,3.4234,10.5935,8.5391,5.6804,5.1192,7.4541,7.6571,8.3888,13.474,6.0954,9.3538,6.024,5.2032,5.2063,24.2316,,,7.6054,9.718,7.827,6.4454,7.886,20.2722,6.3355,4.0033,5.2195,4.0545,,,,,,,,,7.8546,5.12,12.8102,,,,,
2014/4/30,3.453,10.8904,8.5875,5.7993,5.1886,7.4934,7.6632,8.801,13.6439,6.0761,9.4098,6.1268,5.1992,5.3034,24.4506,,,7.6964,9.7429,8.0012,6.5009,7.9851,21.1384,6.4077,4.0631,5.4127,4.0323,,,,,,,,,7.6534,5.19,12.8695,,,,,
2014/5/5,3.5812,10.9402,8.7704,5.7755,5.1688,7.6605,7.8534,8.739,14.1067,6.0761,9.7086,6.1699,5.3142,5.5287,24.9882,,,7.7808,10.0014,8.4301,6.6902,8.2394,21.9508,6.5431,4.0865,5.4996,4.2283,,,,,,,,,7.7396,5.19,13.2355,,,,,
2014/5/6,3.5615,11.1374,8.8135,5.7993,5.2085,7.7391,7.927,8.9187,14.2415,6.1532,10.026,6.3025,5.2864,5.6958,24.9782,,,7.8912,10.3344,8.4167,6.7424,8.5168,21.5742,6.5656,4.1391,5.5447,4.3023,,,,,,,,,7.73,5.2,13.285,,,,,
2014/5/7,3.5615,10.9674,8.4314,5.7483,5.1291,7.572,7.5405,8.7359,14.3118,5.9796,9.8579,6.1467,5.1358,5.4938,24.0225,,,7.6639,10.3294,7.8913,6.465,8.1898,21.8324,6.2904,4.0208,5.3966,4.7325,,,,,,,,,7.5768,5.06,13.2157,,,,,
2014/5/8,3.5812,10.9901,8.5175,5.7314,5.1192,7.518,7.6387,8.7266,14.1653,5.9796,9.8579,6.1334,5.1438,6.0416,24.0225,,,7.9107,10.0312,7.5857,6.4552,7.9587,21.6818,6.4754,4.0485,5.4771,4.7412,,,,,,,,,7.5193,5.08,13.4334,,,,,
2014/5/9,3.5911,10.8088,8.2324,5.4664,5.0497,7.5229,7.5896,8.519,13.6146,6.1822,9.4565,6.024,5.0328,5.8823,24.2515,,,8.073,9.2955,7.4276,6.3932,7.8266,21.2783,6.4618,3.9785,5.5608,4.5797,,,,,,,,,7.3852,5.02,13.6213,,,,,
2014/5/12,3.7292,11.1238,8.5068,5.7551,5.1986,7.6506,7.8411,8.6119,14.0481,6.3654,9.6619,6.4252,5.2111,5.9833,24.8886,,,8.086,9.1215,7.5321,6.6249,8.3153,21.1707,6.719,4.0588,5.6574,4.6142,,,,,,,,,7.5959,5.15,13.9774,,,,,
2014/5/13,3.7194,10.8378,8.7328,5.694,5.1886,7.7145,7.9823,8.5159,14.218,6.3461,9.5499,6.4948,5.33,6.1659,24.9185,,,8.0341,9.037,7.6501,6.5531,8.1634,21.6172,6.9447,4.0821,5.6639,5.0751,,,,,,,,,7.6822,5.13,14.2346,,,,,
