ÈÕÆÚ,000034.SZ,000158.SZ,000555.SZ,000606.SZ,000662.SZ,000938.SZ,000948.SZ,002063.SZ,002065.SZ,002072.SZ,002153.SZ,002195.SZ,002212.SZ,002230.SZ,002232.SZ,002253.SZ,002279.SZ,002280.SZ,002312.SZ,002316.SZ,002331.SZ,002362.SZ,002368.SZ,002373.SZ,002380.SZ,002401.SZ,002405.SZ,002410.SZ,002417.SZ,002421.SZ,002439.SZ,002474.SZ,002530.SZ,002537.SZ,002609.SZ,002642.SZ,002649.SZ,002657.SZ,002766.SZ,002771.SZ,002777.SZ,002920.SZ,300002.SZ,300010.SZ,300020.SZ,300033.SZ,300036.SZ,300044.SZ,300047.SZ,300074.SZ,300075.SZ,300079.SZ,300085.SZ,300096.SZ,300150.SZ,300166.SZ,300167.SZ,300168.SZ,300170.SZ,300188.SZ,300209.SZ,300212.SZ,300229.SZ,300231.SZ,300235.SZ,300245.SZ,300248.SZ,300250.SZ,300253.SZ,300264.SZ,300271.SZ,300277.SZ,300287.SZ,300288.SZ,300290.SZ,300297.SZ,300300.SZ,300311.SZ,300324.SZ,300330.SZ,300339.SZ,300344.SZ,300348.SZ,300352.SZ,300365.SZ,300366.SZ,300367.SZ,300369.SZ,300377.SZ,300378.SZ,300379.SZ,300380.SZ,300399.SZ,300419.SZ,300440.SZ,300448.SZ,300451.SZ,300454.SZ,300465.SZ,300468.SZ,300469.SZ,300496.SZ,300508.SZ,300520.SZ,300523.SZ,300525.SZ,300532.SZ,300541.SZ,300542.SZ,300550.SZ,300552.SZ,300556.SZ,300559.SZ,300561.SZ,300579.SZ,300588.SZ,300598.SZ,300605.SZ,300608.SZ,300609.SZ,300624.SZ,300634.SZ,300645.SZ,300659.SZ,300663.SZ,300674.SZ,300678.SZ,300682.SZ,300687.SZ,300730.SZ,300738.SZ,300766.SZ,300768.SZ,300773.SZ,600271.SH,600410.SH,600446.SH,600476.SH,600536.SH,600570.SH,600571.SH,600588.SH,600602.SH,600654.SH,600701.SH,600718.SH,600728.SH,600756.SH,600797.SH,600845.SH,600850.SH,601360.SH,601519.SH,603039.SH,603138.SH,603189.SH,603232.SH,603383.SH,603508.SH,603528.SH,603636.SH,603869.SH,603881.SH,603918.SH,603927.SH,603990.SH,688030.SH,688066.SH,688088.SH,688168.SH,688188.SH,900901.SH,900926.SH
2014/11/24,7.2006,7.0263,19.3324,7.29,4.7761,14.8768,12.463,12.4619,8.426,16.9,23.0195,3.0431,7.4466,12.7945,11.0462,21.1477,9.5064,7.5066,9.5825,10.8478,10.5835,20.04,35.549,12.1362,13.8602,20.3141,10.0602,15.3041,9.87,4.6762,10.8297,12.0364,5.7412,4.0555,9.2216,25.6522,12.2298,26.7998,,,,,9.7625,10.4909,13.3352,17.7757,8.2005,6.0502,8.7151,9.6526,12.8314,6.632,15.1883,13.73,10.0895,8.5192,13.8014,15.54,8.6613,9.1584,12.1036,21.0069,11.9133,8.1597,19.286,14.8951,10.3484,18.304,8.3377,6.6243,11.6574,6.0376,6.6526,43.7422,8.9453,5.1398,8.238,6.3793,8.6407,14.5835,11.6663,4.7778,10.8198,5.3941,5.736,9.1853,12.4601,13.0767,8.4023,26.5757,21.3217,37.0999,22.6548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0458,18.7859,17.3965,19.96,28.2176,34.7314,9.4055,11.7148,6.4609,10.9134,6.0591,15.2725,5.9163,22.8829,8.4831,13.3759,31.2239,10.7589,5.98,,,,,,,,,,,,,,,,,,,0.4875,0.8215
2014/11/25,7.2694,7.0111,21.2657,7.59,4.7761,15.1341,12.539,12.612,8.5312,17.07,23.0524,3.1045,7.635,12.983,11.3812,21.05,10.193,7.5399,9.6395,11.0472,10.5835,20.18,33.5834,12.727,14.1063,21.17,10.4571,15.6109,9.99,4.6493,11.0078,12.5346,5.8282,4.1136,9.6314,23.9115,12.2589,28.3652,,,,,10.1105,10.5634,13.8907,19.1826,8.7105,6.0759,8.931,9.7523,13.4957,6.7358,16.0319,13.74,10.2637,8.8422,13.9997,16.2092,8.9051,9.3861,12.438,21.0069,12.1152,8.9412,19.4452,15.387,10.3484,20.0857,8.7813,7.0829,12.1225,6.2264,6.6526,43.2418,8.9188,5.3281,8.2514,6.6423,8.6407,14.7933,12.2435,4.7981,11.0037,5.3941,5.8018,9.3933,12.4601,12.9099,9.2435,27.269,21.1256,39.106,21.0786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.508,19.6587,19.0505,19.87,28.0492,38.2023,9.4055,11.7148,6.6261,11.161,6.0591,15.2431,6.0267,23.0106,8.73,13.3759,31.5092,10.8825,5.98,,,,,,,,,,,,,,,,,,,0.4961,0.8348
2014/11/26,7.2792,7.0187,22.9808,7.41,4.7761,14.9827,12.7062,12.3762,8.5073,18.26,23.2503,3.2682,7.7341,13.2592,11.391,20.9589,10.4067,7.3987,9.4534,10.9973,10.5835,19.87,34.1588,12.535,14.3621,20.924,10.3027,15.279,9.82,4.6151,11.4778,12.415,5.909,4.136,10.2507,23.5594,12.3782,29.407,,,,,10.0317,10.0604,13.819,21.1027,8.5415,6.0906,9.0667,9.771,13.59,6.6864,15.3379,14.44,10.5886,9.0335,14.3765,17.7756,9.1622,9.3461,13.3073,21.0069,12.1792,9.145,19.4949,15.2034,10.3484,21.2248,9.0821,7.0718,11.9583,6.2697,6.6526,43.7456,8.8295,5.2452,8.3812,6.6489,8.6407,14.7933,12.3168,4.7421,11.1218,5.3941,5.9104,9.6887,12.2003,14.2007,10.1676,27.9622,21.7436,40.8396,21.2802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.522,19.7643,19.1889,19.87,27.7617,41.5068,9.4055,11.7148,6.5872,11.2105,6.0591,14.9398,5.9848,22.8436,8.5028,13.8925,29.9875,11.1584,5.98,,,,,,,,,,,,,,,,,,,0.4951,0.8674
2014/11/27,7.3676,7.7236,23.9673,7.64,4.7761,15.0735,12.4934,12.2207,8.5312,18.26,22.8546,3.333,7.7044,13.0181,11.3122,20.6724,10.4067,7.3145,9.1459,10.7481,10.5835,19.94,34.0748,12.2839,15.0088,20.2649,10.2851,15.1538,10.12,4.5525,11.5273,12.3951,6.1761,4.1226,10.1642,23.1342,12.8073,29.4519,,,,,10.3008,9.9018,13.707,23.213,8.7259,6.0465,9.0913,9.746,13.9023,6.6468,15.6408,14.34,10.3485,8.8171,14.664,17.6864,9.1622,9.2938,14.638,21.0069,12.1152,9.128,19.4651,15.2755,10.3484,23.3473,9.3054,6.9503,11.9583,6.4585,6.6526,48.1201,8.9221,5.178,8.298,6.7661,8.6407,14.7234,12.1114,4.8593,12.234,5.3941,6.3104,10.0486,12.512,13.9477,11.1844,29.1697,21.967,40.9139,23.4086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4566,19.7643,18.9187,21.86,27.8608,40.8111,9.4055,11.7148,6.6164,11.2303,6.0591,15.0474,5.9886,22.9713,8.5818,14.4426,29.6949,11.1394,5.98,,,,,,,,,,,,,,,,,,,0.4932,0.8924
2014/11/28,7.2399,8.4967,23.6004,7.46,4.7761,14.8011,12.311,12.1618,8.4786,18.26,22.8875,3.4456,7.5656,13.4829,11.46,20.5161,10.4067,7.2209,9.4117,10.6284,10.5835,20.11,34.2429,12.4562,14.6855,19.9895,10.4086,14.7342,10.02,4.4869,12.2199,12.6741,6.0208,4.051,10.2553,23.3202,14.0848,32.3981,,,,,11.0624,9.9063,13.8593,25.5324,9.0638,5.8702,9.0605,9.503,13.9618,6.7358,17.2052,14.2,10.5085,9.5947,14.783,18.6778,9.762,9.2599,15.4003,21.0069,11.9133,9.4961,19.1468,15.4264,10.3484,23.5079,10.1228,6.7127,11.9583,6.6119,6.6526,51.6993,8.8229,5.1533,8.2281,6.7484,8.6407,14.7533,13.3245,4.7879,13.4578,5.3941,6.2775,10.7286,13.6643,14.0438,12.3034,31.4171,23.3322,43.5886,25.7507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8955,19.3209,19.4722,21.9,28.3168,41.9757,9.4055,11.7148,6.5872,11.0323,6.0591,15.6051,6.0343,23.482,8.73,14.7065,29.4535,10.9681,5.98,,,,,,,,,,,,,,,,,,,0.4894,0.895
2014/12/1,7.0631,8.4588,21.5135,7.59,4.7761,14.3622,11.9462,11.8348,8.225,18.26,25.1763,3.477,7.4069,13.3732,11.0067,19.2856,10.4067,6.9368,8.9978,10.5287,10.5835,19.46,32.9109,12.1313,14.5986,19.655,9.8132,14.5902,10.42,4.469,12.3436,12.2855,5.7847,3.9839,9.982,22.2107,13.4202,34.4769,,,,,11.3119,9.1087,13.2725,28.0847,8.5999,5.558,9.19,9.2849,13.4363,6.6122,18.0181,13.42,10.1319,9.9773,14.2873,19.3668,9.6698,9.14,15.1128,21.0069,11.49,9.8698,18.7688,14.7705,10.3484,24.9245,10.1868,6.4862,11.9583,6.8951,6.6526,54.3439,9.7065,4.8821,8.3046,6.4544,8.6407,14.2239,13.931,4.6351,14.5752,5.3941,6.8634,11.4961,14.1207,13.7319,12.9459,31.937,24.0769,47.9475,26.4037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4791,18.6029,20.2498,21.2,28.733,42.573,9.4055,11.7148,6.4512,10.8639,6.0591,15.4681,5.8248,23.0793,8.8583,14.0598,28.7073,10.521,5.98,,,,,,,,,,,,,,,,,,,0.4866,0.8713
2014/12/2,7.1515,9.194,21.6127,7.6,4.7761,14.9424,12.2958,12.2046,8.469,18.26,26.7131,3.4388,7.5656,13.3864,11.0757,19.5069,10.4067,7.3574,9.07,10.3592,10.5835,19.55,32.6394,12.7516,14.6372,19.7042,10.016,14.9033,10.4,4.5122,13.2094,12.5047,5.7909,4.0845,9.8545,23.6125,13.4202,33.9136,,,,,11.3841,9.2809,13.5055,28.5172,9.4602,5.5984,9.2394,9.3846,14.7799,6.6715,17.6002,13.35,10.3202,10.3441,14.4161,19.4313,9.7818,9.5368,15.4137,23.1082,11.7656,10.1869,19.2264,14.7705,10.3484,24.3404,9.7848,6.5359,11.9583,6.9265,6.6526,53.3563,9.7627,4.9493,8.4678,6.4809,8.6407,14.3038,13.7745,4.8236,14.8221,5.3941,7.2074,11.2568,14.2336,14.4381,12.3478,30.614,24.1389,46.7587,29.0441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5258,19.525,20.5727,21.71,31.6073,43.0948,9.4055,11.7148,6.4998,10.9629,6.0591,15.7714,5.8248,24.1596,8.7596,14.1676,29.5047,10.5591,5.98,,,,,,,,,,,,,,,,,,,0.4894,0.901
2014/12/3,7.1416,8.9969,20.8196,7.73,4.7761,15.0735,12.3186,12.2475,8.5264,17.12,26.5152,3.3399,7.5656,13.2417,11.0166,18.8623,10.4067,7.0305,9.07,10.429,10.5835,19.76,32.9756,12.8058,14.4538,19.3501,10.2233,15.0285,10.23,4.4228,13.7041,12.8036,5.7412,4.0935,9.472,23.1807,13.246,34.3672,,,,,12.1129,9.5121,13.6712,28.1702,9.3096,5.7086,9.079,9.6526,15.5186,7.1608,18.7122,13.16,10.0236,10.2532,14.198,19.2627,9.7752,9.7583,15.7949,23.4415,11.9773,10.1926,18.8882,14.9869,10.3484,23.5128,9.7074,6.4641,11.9583,6.6866,6.5201,58.692,9.723,5.0233,8.4212,6.4876,8.6407,14.3837,13.393,4.8032,14.4361,5.3941,6.8947,10.6593,13.6406,15.2032,11.9619,30.5447,23.7269,46.0653,27.1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5445,18.9267,19.9961,20.78,32.4201,42.3537,9.4055,11.7148,6.6844,10.8738,6.0591,16.3487,6.0001,24.1204,8.6905,14.0635,30.0973,10.3783,5.98,,,,,,,,,,,,,,,,,,,0.4942,0.9086
2014/12/4,7.2595,9.0197,20.9683,7.75,4.7761,15.1694,12.273,12.3547,9.2729,16.15,28.5929,3.3494,7.6945,13.3338,11.1743,19.0642,10.6813,7.0225,9.07,10.6085,10.5835,19.94,33.4023,12.7467,14.8351,19.4484,10.3998,15.6547,10.14,4.4482,13.5062,13.1424,5.7785,4.1584,9.3718,24.3367,13.2525,36.5407,,,,,12.0866,9.5257,14.052,30.9887,9.1222,5.6865,9.1962,9.7274,15.479,7.1954,20.384,13.41,9.8164,10.6796,14.089,19.2776,10.0521,10.0229,16.0356,24.788,12.1053,11.2118,18.9479,16.0363,10.3484,24.282,10.4206,6.7846,11.9583,6.7967,7.1729,58.3241,9.5973,4.9807,8.4478,6.4898,8.6407,14.5336,13.6718,4.7981,15.8791,5.3941,6.7729,10.6626,13.6654,15.3817,12.6565,30.1345,23.3446,48.5419,27.2704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.974,18.9408,21.9927,21.06,33.4409,46.5884,9.4055,12.8867,6.7038,11.0521,6.0591,16.3585,6.0267,24.4346,8.7201,14.0152,30.1778,10.4069,5.98,,,,,,,,,,,,,,,,,,,0.4989,0.9114
2014/12/5,6.9746,8.3527,20.5717,7.37,4.7761,14.5035,12.083,12.1135,9.3686,17.37,27.0429,3.2143,7.278,12.8076,10.7505,19.7934,10.0405,6.6607,9.07,10.08,10.5835,19.14,33.7127,12.7762,14.3525,18.691,10.8099,16.4938,9.63,4.0041,12.9818,12.5246,5.4119,3.9369,8.88,23.7188,12.5492,34.6214,,,,,11.371,9.2084,13.5995,31.1218,8.8733,5.4808,8.7213,9.3036,14.5221,6.9829,20.2038,12.55,9.3598,9.9083,13.5238,18.5886,9.8873,9.5368,16.4903,23.8699,11.5687,12.0386,17.8737,15.3017,10.3484,22.2374,10.4206,6.3315,12.2294,6.5686,7.06,62.9638,9.1009,5.086,8.3213,6.229,8.6407,14.0241,12.8158,4.5078,14.7066,5.3941,6.2297,9.7201,13.0588,14.5813,11.3908,28.3204,22.0663,45.9563,24.9727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3288,20.3133,21.5216,20.22,31.8254,46.112,9.4055,13.7443,6.4998,10.6956,6.0591,15.6443,5.8134,23.1383,8.2164,13.4726,31.1654,10.112,5.98,,,,,,,,,,,,,,,,,,,0.4885,0.8993
2014/12/8,6.8764,7.8827,20.1751,7.16,4.7761,14.4278,11.855,11.733,9.2968,16.62,25.4269,3.1174,7.2086,12.5051,10.7111,20.0343,9.0364,6.7781,9.07,9.9405,10.5835,18.69,33.2989,12.5793,13.8216,17.845,10.8893,16.3999,9.15,4.2708,12.9818,12.2058,5.269,3.9369,8.7115,22.9016,12.2589,31.1618,,,,,11.3513,9.0589,13.3935,28.4982,8.5354,5.3449,8.2957,9.1665,14.1205,7.4227,18.8119,12.25,8.7807,9.1558,13.0776,17.7459,9.5116,8.9892,16.2295,22.0338,11.357,10.8325,17.1874,14.5672,10.3484,21.6629,10.4206,6.0221,11.0082,6.2539,6.9348,63.9547,8.2702,4.9269,8.0849,6.0079,8.6407,13.6246,12.1603,4.3855,13.2622,5.3941,6.1227,9.3141,11.7529,13.4926,10.5766,26.2175,20.4529,41.3597,24.4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0907,19.525,19.3701,19.64,31.2902,44.6299,9.4055,13.2488,6.5484,10.4876,6.0591,15.6345,5.8553,23.1284,8.1769,13.0637,33.1187,10.0835,5.98,,,,,,,,,,,,,,,,,,,0.4875,0.8842
2014/12/9,6.5228,7.4886,18.1576,6.83,4.7761,13.9031,10.6695,10.5698,8.4403,16.3,23.8769,3.0376,6.8913,12.4744,9.9721,18.2633,8.1636,6.1005,9.07,9.3422,10.5835,18.15,30.7125,11.3681,12.7888,17.7072,9.7999,15.016,9,3.9877,12.9818,11.06,4.9272,4.1002,8.1013,20.6095,11.8233,28.0461,,,,,10.616,8.3837,12.5558,25.6465,7.7211,4.9445,7.7776,8.5496,13.0297,6.9631,16.9292,12.12,7.9049,8.2496,12.2051,16.4075,8.714,8.0909,14.6046,19.8304,10.7811,9.7509,16.1927,13.4194,10.3484,19.4966,10.4206,5.9392,10.093,5.9039,6.2821,61.6415,7.9525,4.5727,7.4256,5.5968,8.6407,12.9853,11.0695,4.085,12.7842,5.3941,5.7096,9.3916,10.9576,12.653,10.3625,23.895,18.8643,37.2237,22.5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6807,17.5753,17.4887,17.76,28.1879,41.2573,9.4055,11.9244,6.2278,9.9924,6.0591,14.6854,5.5239,21.2035,7.7622,12.9337,29.8046,10.0359,5.98,,,,,,,,,,,,,,,,,,,0.4818,0.8588
2014/12/10,6.7291,8.239,19.3324,7.05,4.7761,14.2008,10.8671,11.347,8.804,16.95,24.8993,3.0881,7.1888,12.8339,10.2874,18.5238,8.5603,6.5607,9.07,9.6613,10.5835,18.75,31.0294,12.21,13.1025,18.3958,9.8926,16.0304,9.37,4.0846,12.9818,11.4286,5.095,4.382,8.5339,21.0214,12.2266,28.8138,,,,,11.0427,8.6737,12.9007,25.4991,8.0837,5.1208,8.123,8.9235,13.6098,7.4079,17.4008,12.48,8.1451,8.5757,12.7703,17.964,8.714,8.1986,14.7116,21.3537,11.1207,10.0907,16.889,14.2064,10.3484,20.4459,9.6553,6,10.8267,6.1281,6.4269,61.3101,8.0286,4.6781,7.6886,5.7802,8.6407,13.305,11.8277,4.2124,14.0631,5.4463,5.9417,9.6854,10.8435,13.2297,10.3605,26.2868,19.403,37.2782,24.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2737,16.9207,17.8347,18.59,29.7539,42.2706,10.3484,12.0959,6.3929,10.2499,6.0591,15.3018,5.7067,21.7928,7.9893,13.0972,32.0799,10.3593,5.98,,,,,,,,,,,,,,,,,,,0.4894,0.8813
2014/12/11,6.7978,8.4133,18.9309,7.12,4.7761,14.3673,10.5707,11.8348,9.1341,17.83,24.6585,3.127,7.2384,12.8032,10.5338,18.8037,8.7099,6.7448,9.07,9.3821,10.5835,18.88,30.9712,12.5547,13.2328,18.3172,10.1219,16.0492,9.67,4.1039,12.9818,11.9467,5.1882,4.2523,8.7024,20.8022,12.4653,26.9943,,,,,11.0887,8.71,13.0799,24.4773,8.2127,5.1869,8.1415,9.0419,13.59,7.6649,16.8601,12.41,8.2957,8.3938,12.8595,18.7373,8.714,8.2201,14.0161,21.2653,11.234,9.9661,17.0282,13.9703,10.3484,19.9981,9.5302,6.0387,10.67,6.1989,6.3631,60.6472,7.9161,4.7386,7.6287,5.8267,8.6407,13.4048,11.6418,4.2735,15.3106,5.1208,5.917,9.5699,10.9576,13.2297,10.32,25.842,20.4207,36.5947,24.1866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3577,16.7799,18.1774,19.5,31.31,44.6072,11.3818,12.8772,6.4901,10.4579,6.0591,16.1041,5.8439,22.2445,8.1967,13.0935,31.2751,10.2261,5.98,,,,,,,,,,,,,,,,,,,0.4923,0.8957
2014/12/12,6.9059,8.3148,20.8245,7.12,4.7761,14.6044,11.4143,12.3976,9.5647,18.29,26.7032,3.1365,7.4367,13.1715,10.652,18.7061,8.8136,6.8115,9.07,9.6812,10.5835,18.99,32.3937,12.5547,13.4548,18.6418,10.0381,15.9991,9.53,4.2097,12.9818,12.0364,5.2814,4.2434,8.8117,20.7756,12.646,29.6962,,,,,11.6073,9.4622,13.2367,26.925,8.5384,5.3302,8.3882,9.2039,13.8329,7.8823,18.2022,12.8,8.8183,9.2341,12.8199,19.5552,8.714,8.5062,14.9657,22.2446,11.421,10.9627,17.4957,14.2917,10.3484,21.9988,10.4831,6.221,11.2644,6.2107,6.4686,62.9671,8.707,4.8597,7.7086,6.0079,8.6407,13.5846,12.1701,4.3244,16.2245,5.5903,6.2182,10.0321,11.8546,13.2297,11.1709,26.6103,20.8898,40.2551,24.9525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4324,17.1952,19.716,19.82,31.4388,46.1044,12.52,12.9963,6.5289,10.4282,6.0591,17.7184,5.8667,22.3919,8.5324,13.4763,30.7045,10.3403,5.98,,,,,,,,,,,,,,,,,,,0.498,0.9068
2014/12/15,7.0336,8.6407,21.9597,7.25,4.7761,14.8314,11.9766,12.7031,10.048,17.5,29.3745,3.2641,7.4466,14.0309,10.8589,19.0642,9.6956,7.0622,9.07,9.2724,10.5835,19.33,34.0748,12.5547,13.6286,19.1828,10.2542,17.1263,9.69,4.3468,12.9818,12.3353,5.3622,4.2657,9.0257,21.0214,12.8686,32.6673,,,,,11.9487,9.571,13.7742,29.6198,8.8764,5.4367,8.5177,9.2849,15.2162,7.7143,20.0236,13.06,8.9454,9.9396,12.2448,21.5132,8.714,8.7554,15.8417,22.9042,11.5687,12.0556,18.0229,14.659,10.3484,23.3668,10.9134,6.2265,11.8763,6.3719,7.1164,67.9382,9.316,5.0054,7.9683,6.1251,8.6407,13.7944,13.0065,4.3652,17.7096,5.5903,6.3779,10.273,11.9495,13.2297,11.6436,27.8814,22.5876,43.2964,26.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.946,17.7935,21.6863,20,32.2912,48.7737,13.7725,13.5204,6.7135,10.3588,6.0591,18.0119,5.9658,22.7258,8.6608,13.6658,32.9212,10.483,5.98,,,,,,,,,,,,,,,,,,,0.5094,0.9276
2014/12/16,7.0729,8.7392,22.3959,7.27,4.7761,14.5489,11.855,12.4298,9.8518,17.55,28.2895,3.1843,7.2978,13.8468,10.7801,18.6931,9.9184,6.7242,9.07,9.2226,10.5835,19.1,34.2687,12.5547,13.5465,18.6516,10.1395,16.8132,9.52,4.4064,12.9818,12.0962,5.2938,4.1874,8.7024,21.4333,12.6169,32.2336,,,,,12.3952,9.4441,13.5727,29.8955,8.5599,5.3155,8.2957,9.098,14.6014,7.5512,20.384,12.73,8.6582,10.0023,11.9374,22.2022,8.714,8.7769,15.5475,22.9178,11.3964,11.6309,17.6548,14.3114,10.3484,23.8049,11.0772,6.0663,11.9111,6.2146,7.2514,71.5505,9.1935,4.8641,7.9883,6.0809,8.6407,13.5946,12.669,4.3703,16.8075,5.9742,6.2807,9.8472,11.7574,13.2297,10.9586,28.7595,23.0741,40.6613,25.4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9133,16.9348,21.0175,19.7,31.7164,49.0233,14.3535,13.3203,6.6455,10.6361,6.0591,17.6988,5.8324,22.2151,8.4732,13.4057,32.8919,10.1691,5.98,,,,,,,,,,,,,,,,,,,0.5056,0.9351
2014/12/17,6.8764,8.5649,22.3067,7.06,4.7761,14.2916,11.6878,12.5048,9.6796,17.08,29.0217,3.1202,7.1392,13.3557,11.0363,18.2308,10.0923,6.4909,9.07,8.8437,10.5835,18.79,33.2989,13.8101,13.4162,18.0712,9.8793,16.9008,9.22,4.1933,12.9818,11.6877,5.182,4.0599,8.8436,20.7955,12.1621,32.6922,,,,,12.0078,9.1858,13.9086,28.5362,8.2435,5.1612,8.2834,8.9297,15.3054,7.3931,20.3955,12.32,8.324,10.6295,13.1272,24.4229,8.714,9.2999,15.8885,22.3058,11.234,11.9253,16.9884,13.9047,10.3484,23.4106,11.966,5.9061,11.5156,6.0573,7.0428,73.8637,9.6635,5.0883,8.0849,6.0897,8.6407,13.305,12.7913,4.2429,17.8593,6.3436,6.4141,9.9941,11.2547,13.2297,10.6422,28.1125,23.2702,41.4984,24.6703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5258,17.4556,21.1558,19.89,30.755,49.8853,14.7916,13.6633,6.7816,10.4282,6.0591,18.1489,5.7524,21.7339,8.2362,13.0823,31.6775,10.0549,5.98,,,,,,,,,,,,,,,,,,,0.5198,0.9211
2014/12/18,6.7585,8.1329,22.6537,7.01,4.7761,15.5124,11.6802,12.5209,9.9427,17.12,28.0158,3.0908,7.1689,13.3162,10.8294,18.361,9.6742,6.3163,9.07,9.0531,10.5835,18.59,32.2643,15.1936,13.1846,18.0024,9.919,16.7506,9.09,4.3975,12.9818,11.608,5.1447,4.0241,8.7388,20.9815,12.0201,35.8926,,,,,11.6336,10.1057,13.6264,26.521,8.4862,5.4037,8.4191,9.017,15.593,7.4721,19.7015,12.27,8.7901,11.6799,13.1867,24.7798,8.714,9.2292,15.5006,22.0338,11.165,11.8347,17.0382,14.1802,10.3484,23.4495,11.2409,5.8508,11.3888,6.0219,7.2416,73.1081,9.5311,4.9897,8.005,5.946,8.6407,13.3749,12.4196,4.2175,17.858,6.1203,6.4684,9.494,11.1791,13.3396,10.3798,26.9685,22.9599,40.6167,24.3922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7359,19.1871,20.7704,20.9,30.9036,49.1972,13.9677,13.5299,7.2285,10.4084,6.0591,17.5717,5.6648,22.1267,8.2263,13.086,32.0287,9.9408,5.98,,,,,,,,,,,,,,,,,,,0.5341,0.9283
2014/12/19,7.2104,7.6781,22.2918,6.83,4.7761,14.6952,11.2015,12.2207,9.7561,17.15,26.6175,2.9776,7.04,12.8208,10.4549,17.5536,9.2073,6.3465,9.07,8.8537,10.5835,18.05,32.329,16.2423,12.8323,17.4121,9.5265,16.0743,9.09,4.2619,12.9818,11.4187,5.0266,3.9414,8.4656,19.7524,11.6717,34.8508,,,,,11.9619,9.8474,13.2905,27.424,8.013,5.2163,8.2032,8.6431,14.8741,7.1361,19.5558,11.75,8.5735,10.7298,13.3057,25.0029,8.714,9.1307,15.4405,20.6872,10.7958,11.5742,16.4911,13.5899,10.3484,21.4195,10.425,5.6133,10.9933,5.8528,6.7582,70.8777,9.0843,4.7252,7.7619,5.7692,8.6407,13.1352,11.6222,4.0748,18.118,5.8636,6.0273,8.946,10.7746,12.0056,9.8203,26.0846,21.5823,38.576,23.4126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8106,18.61,20.006,21.61,33.5004,47.8814,14.3059,13.1488,7.0439,10.141,6.0591,17.1803,5.5772,22.382,8.0387,12.6809,30.6167,9.7315,5.98,,,,,,,,,,,,,,,,,,,0.5284,0.9136
2014/12/22,6.8568,7.1778,20.0611,6.38,4.7761,14.6952,10.5251,11.3953,8.8422,16.1,23.9561,2.7981,6.4154,12.3911,9.8834,15.7957,8.2979,5.7117,9.07,8.086,10.5835,16.49,29.0961,15.878,11.6161,15.6709,8.5738,14.4775,8.69,3.9922,12.9818,10.4223,4.6103,3.5477,7.6277,17.7792,10.5071,31.3662,,,,,11.4826,8.864,12.5424,24.6816,7.3985,4.8122,7.4815,8.1321,13.6544,6.4245,17.6002,10.58,7.7166,9.6574,12.6612,23.144,8.714,8.217,14.0094,19.8712,9.831,10.4191,14.8997,12.265,10.3484,19.2776,9.4096,5.0497,9.9935,5.306,6.0833,64.6142,8.1775,4.3038,7.6653,5.2387,8.6407,12.3361,10.4581,3.7387,16.3059,5.2773,5.4249,8.0514,9.6969,10.9502,8.8383,23.479,19.5544,34.7174,21.0706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1056,16.7518,18.006,19.5,31.0622,43.0948,12.8772,11.8339,6.5387,9.3883,6.0591,16.0454,5.1391,20.4669,7.4955,11.9153,28.2098,9.018,5.98,,,,,,,,,,,,,,,,,,,0.5113,0.871
