ÈÕÆÚ,000034.SZ,000158.SZ,000555.SZ,000606.SZ,000662.SZ,000938.SZ,000948.SZ,002063.SZ,002065.SZ,002072.SZ,002153.SZ,002195.SZ,002212.SZ,002230.SZ,002232.SZ,002253.SZ,002279.SZ,002280.SZ,002312.SZ,002316.SZ,002331.SZ,002362.SZ,002368.SZ,002373.SZ,002380.SZ,002401.SZ,002405.SZ,002410.SZ,002417.SZ,002421.SZ,002439.SZ,002474.SZ,002530.SZ,002537.SZ,002609.SZ,002642.SZ,002649.SZ,002657.SZ,002766.SZ,002771.SZ,002777.SZ,002920.SZ,300002.SZ,300010.SZ,300020.SZ,300033.SZ,300036.SZ,300044.SZ,300047.SZ,300074.SZ,300075.SZ,300079.SZ,300085.SZ,300096.SZ,300150.SZ,300166.SZ,300167.SZ,300168.SZ,300170.SZ,300188.SZ,300209.SZ,300212.SZ,300229.SZ,300231.SZ,300235.SZ,300245.SZ,300248.SZ,300250.SZ,300253.SZ,300264.SZ,300271.SZ,300277.SZ,300287.SZ,300288.SZ,300290.SZ,300297.SZ,300300.SZ,300311.SZ,300324.SZ,300330.SZ,300339.SZ,300344.SZ,300348.SZ,300352.SZ,300365.SZ,300366.SZ,300367.SZ,300369.SZ,300377.SZ,300378.SZ,300379.SZ,300380.SZ,300399.SZ,300419.SZ,300440.SZ,300448.SZ,300451.SZ,300454.SZ,300465.SZ,300468.SZ,300469.SZ,300496.SZ,300508.SZ,300520.SZ,300523.SZ,300525.SZ,300532.SZ,300541.SZ,300542.SZ,300550.SZ,300552.SZ,300556.SZ,300559.SZ,300561.SZ,300579.SZ,300588.SZ,300598.SZ,300605.SZ,300608.SZ,300609.SZ,300624.SZ,300634.SZ,300645.SZ,300659.SZ,300663.SZ,300674.SZ,300678.SZ,300682.SZ,300687.SZ,300730.SZ,300738.SZ,300766.SZ,300768.SZ,300773.SZ,600271.SH,600410.SH,600446.SH,600476.SH,600536.SH,600570.SH,600571.SH,600588.SH,600602.SH,600654.SH,600701.SH,600718.SH,600728.SH,600756.SH,600797.SH,600845.SH,600850.SH,601360.SH,601519.SH,603039.SH,603138.SH,603189.SH,603232.SH,603383.SH,603508.SH,603528.SH,603636.SH,603869.SH,603881.SH,603918.SH,603927.SH,603990.SH,688030.SH,688066.SH,688088.SH,688168.SH,688188.SH,900901.SH,900926.SH
2014/1/2,4.1357,3.1758,12.3876,6.8242,4.2285,13.9473,5.928,10.2349,8.0459,6.68,15.5494,1.0755,4.076,12.3458,8.2575,17.4634,3.7022,2.0538,6.3002,8.744,6.5507,13.25,20.477,5.5634,11.0956,8.3058,5.4512,14.7862,6.87,2.6496,8.1385,5.6271,3.6302,3.2958,4.231,11.8594,9.6602,9.3352,,,,,9.8346,5.377,11.381,5.7423,4.6138,3.3494,6.2187,9.5169,12.763,5.1341,5.5352,10.2421,4.4644,4.6507,11.2302,6.8274,5.1296,5.3291,9.5022,17.5105,8.9631,5.2899,9.829,7.6144,2.8195,10.7548,5.4347,3.5797,7.189,4.8617,4.1856,16.7824,4.9691,3.6875,6.5689,4.2231,2.1755,10.229,6.7544,3.5619,4.958,2.8851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3985,4.7805,5.0577,9.12,18.1725,15.5048,7.8121,5.3762,5.4116,7.2879,4.3339,12.1607,5.9963,12.9941,5.276,9.2765,15.0401,7.7103,5.5871,,,,,,,,,,,,,,,,,,,0.4486,0.6682
2014/1/3,4.1553,3.1379,12.7594,6.6748,4.1524,15.342,5.9431,10.0905,8.2339,6.84,15.6152,1.0755,4.0364,12.0838,9.0852,17.4053,3.7022,2.0553,6.3713,8.754,6.8591,13.07,21.5503,6.1198,11.0156,8.5814,5.5831,15.2992,6.9,2.5814,8.1582,5.7016,3.624,3.227,4.5748,11.9656,9.7242,9.4885,,,,,9.9614,5.377,11.1305,5.785,4.6596,3.3494,6.2187,9.3969,13.6841,5.2056,5.6673,10.8359,4.483,4.7211,11.2302,6.8743,5.1759,5.2861,10.4504,17.9175,8.9631,5.3368,10.3861,7.8406,2.8195,11.3684,5.978,3.503,7.4589,4.6459,4.5432,16.9647,4.9,3.6472,6.4857,4.1805,2.2305,10.1299,6.9303,3.6941,4.979,2.9579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3623,4.7174,5.1661,9.01,18.9586,15.0463,8.0342,5.5559,5.1785,7.1304,4.2143,12.3645,5.9734,13.4358,5.2169,9.3576,14.9027,7.7103,5.6053,,,,,,,,,,,,,,,,,,,0.4381,0.6724
2014/1/6,4.0178,3.0091,12.5165,6.3759,4.0156,14.5565,6.2767,9.652,7.9054,6.84,15.2072,1.0755,3.9474,11.5882,9.4794,17.1664,3.7022,2.0276,6.1613,8.5845,6.6672,12.47,20.7534,6.3857,10.3399,8.2665,5.3457,15.0118,6.65,2.7446,8.0645,5.4485,3.6363,3.0737,4.1997,12.0851,9.3498,9.099,,,,,9.4315,5.377,10.8218,5.4531,4.6168,3.3494,6.2187,8.9208,13.5558,5.1218,5.3035,10.8279,4.3578,4.7965,10.8865,6.7062,4.9481,4.9789,9.9763,18.4714,8.9631,5.2586,10.0441,7.6396,2.8195,10.7838,5.8754,3.408,7.3103,4.3556,4.5407,16.2389,4.8111,3.4658,6.1598,3.8749,2.1936,9.7547,7.0359,3.4196,4.6386,2.8632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0459,4.6193,4.9526,8.8,18.5136,14.4827,7.8026,5.3293,4.8967,6.8842,4.0549,11.8793,5.8591,12.9058,4.9901,9.5087,14.3676,7.4795,5.3781,,,,,,,,,,,,,,,,,,,0.4276,0.6616
2014/1/7,4.0473,3.0318,12.3678,6.4158,4.046,14.3854,6.0114,9.9996,7.9078,6.84,15.7501,1.0755,3.9375,11.5779,8.6911,17.1664,3.7022,2.0353,6.1748,8.6543,6.6604,12.7,20.3099,6.5826,10.5993,8.5092,5.438,15.025,6.68,2.8128,7.882,5.7859,3.6425,3.127,4.1827,12.1846,9.8554,9.3228,,,,,9.7631,5.377,10.6473,5.5029,4.785,3.3494,6.2187,9.0781,14.1446,5.3806,5.2231,11.3659,4.5015,5.08,10.8402,6.6468,5.0768,5.1171,9.7626,18.1096,8.9631,5.3994,10.1765,7.7903,3.1015,10.4891,6.169,3.4628,7.3153,4.4537,4.8248,16.2654,5.0909,3.5038,6.1465,3.9258,2.2921,9.9812,7.039,3.6771,4.6713,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0504,4.7945,5.0084,8.73,18.3703,14.5503,7.9255,5.3997,4.9161,6.766,4.1147,11.5784,6.0801,13.0334,5.0394,9.2471,14.3097,7.618,5.4327,,,,,,,,,,,,,,,,,,,0.4334,0.6616
2014/1/8,3.8999,2.9788,12.9626,6.1966,3.9851,14.5364,6.0114,9.9515,8.1649,6.84,15.7567,1.0755,3.9573,11.6703,8.6123,17.7281,3.7022,2.0599,6.5102,8.8537,6.7906,13.03,21.3382,6.6712,10.8298,8.5355,5.6007,15.1444,6.7,2.7935,8.6712,6.0589,3.6918,3.0915,4.2736,12.6558,9.9482,9.5299,,,,,10.4068,5.377,10.7815,5.7352,4.678,3.3494,6.2187,9.7694,14.1775,5.462,5.2097,10.8917,4.5664,5.1341,10.675,7.1834,5.2716,5.6301,10.3302,19.9183,8.9631,5.534,10.8714,7.9411,3.0426,10.6099,6.2418,3.5468,7.5431,4.4772,4.8493,17.2662,5.0316,3.8533,6.7086,4.3181,2.403,10.1865,7.087,3.8059,4.8677,3.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2584,4.8155,5.1759,8.59,19.5913,14.4827,8.1665,5.4465,4.8384,6.7758,4.0749,11.8307,6.2172,13.4456,5.5423,9.7299,14.223,7.5626,5.5689,,,,,,,,,,,,,,,,,,,0.4353,0.6735
2014/1/9,3.8508,2.9257,13.0965,5.9575,3.9623,14.9443,5.8522,9.9461,7.8126,6.84,15.9968,1.0755,3.9573,11.6652,8.3955,17.4053,3.7022,2.0183,6.4458,8.8038,6.4822,13.02,21.5953,6.75,10.3527,8.3452,5.7062,14.9233,6.65,2.7134,8.5035,5.8802,3.5932,3.0226,3.9866,12.3505,9.593,9.1943,,,,,10.1272,5.377,10.8978,5.5479,4.5221,3.3494,6.2187,9.5211,14.0788,5.388,5.0872,11.1348,4.3856,4.9161,10.6816,6.9238,5.1263,5.4396,9.9363,19.9636,8.9631,5.2367,10.4136,7.7803,2.9209,10.1992,6.2284,3.5395,7.2682,4.3791,4.9595,17.6407,4.64,3.8533,6.7718,4.2259,2.3866,9.8892,6.7416,3.6093,4.5888,3.3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0007,4.7244,5.1234,8.44,20.323,14.3023,7.675,5.4309,4.8287,6.6872,3.9653,12.3451,6.0953,13.475,6.0946,10.1021,14.2302,7.4887,5.4327,,,,,,,,,,,,,,,,,,,0.4343,0.6794
2014/1/10,3.7231,2.9409,13.726,5.7383,3.8178,13.5344,5.6096,9.8017,7.6722,6.84,15.806,1.0755,3.9078,11.6729,7.8141,17.1083,3.4304,1.9274,6.3306,8.8637,6.2218,12.54,21.1583,6.5629,10.2438,8.2009,5.5523,14.2468,6.42,2.5992,7.6527,5.9398,3.4391,3.0204,3.9809,11.6537,9.4586,8.954,,,,,10.1272,5.377,10.5981,5.2753,4.2102,3.3494,6.2187,9.2396,13.4867,5.2327,5.3035,11.071,4.2187,4.7523,11.1178,6.8249,4.9415,5.4949,9.569,19.2344,8.9631,5.0144,10.1268,7.6898,2.6958,9.7547,6.169,3.2875,6.9091,4.2496,4.7697,18.1809,4.2978,3.8824,6.7019,4.5191,2.2782,9.4361,6.4666,3.9144,4.5954,3.0911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7566,4.4791,5.1628,8.31,19.9522,14.0543,7.7081,5.3997,4.683,6.5001,4.035,12.1219,5.7791,12.9058,5.7395,9.951,13.3047,7.3409,5.1601,,,,,,,,,,,,,,,,,,,0.4296,0.6731
2014/1/13,3.7919,2.9788,13.726,5.4195,3.8711,13.6301,5.5944,9.5183,7.5008,6.84,17.2274,1.0755,3.888,11.6935,7.8338,16.7339,3.4999,2.12,6.2866,8.9035,6.2767,12.18,20.2199,6.5678,10.0453,7.8269,5.3545,14.3529,6.34,2.571,7.9905,6.1085,3.4823,3.1026,4.0434,11.2157,9.5994,9.1405,,,,,10.1272,5.377,10.5355,5.2112,4.2194,3.3494,6.2187,9.5211,13.6512,5.2697,5.5678,10.8797,4.126,4.5835,10.708,6.8941,4.8689,5.5717,9.4488,19.0479,8.9631,4.98,10.0827,7.4385,2.7546,9.8562,6.1021,3.2364,6.8968,4.2614,4.4574,18.6648,4.278,3.8712,6.672,4.6251,2.2568,9.6273,6.5337,3.9449,4.6347,3.0641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0468,4.3599,5.4288,8.28,19.5221,13.9566,7.6278,5.5091,4.7121,6.6478,3.9752,11.7725,5.7867,12.3954,5.6902,10.1684,13.348,7.1747,5.2328,,,,,,,,,,,,,,,,,,,0.4276,0.6756
2014/1/14,3.8606,3.0015,13.0469,5.559,3.9015,14.5565,5.7006,9.5451,7.5936,6.84,17.6682,1.0755,3.9375,12.3895,8.3265,17.5151,3.7263,2.0861,6.3611,8.7041,6.448,12.74,20.1171,6.9863,10.4808,7.9253,5.715,15.6308,6.53,2.6541,8.0399,6.1432,3.5377,3.167,4.2651,11.7466,9.7594,9.7454,,,,,10.1272,5.377,11.0499,5.3582,4.3906,3.3494,6.2187,9.935,14.3321,5.5926,5.6099,11.1149,4.2929,4.7047,10.8336,7.1983,5.1693,5.713,10.397,20.2744,8.9631,5.1396,10.5074,7.8657,2.8317,10.4601,6.0434,3.4263,7.0775,4.4654,4.5064,18.6449,4.5314,3.9788,7.0312,4.804,2.3094,10.0449,6.7544,4.0059,4.759,3.2243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1191,4.451,5.836,9.11,19.5221,13.9942,7.7837,5.6536,4.8093,6.6478,4.1346,12.4422,6.0115,12.6899,5.8579,10.2237,13.4927,7.2763,5.2782,,,,,,,,,,,,,,,,,,,0.4391,0.6798
2014/1/15,3.8508,2.9939,13.1163,5.7882,3.9167,14.8033,5.7688,9.9461,7.6864,6.84,18.5895,1.0755,3.9276,12.5333,8.159,17.7668,3.9166,2.08,6.6829,8.8138,6.6467,12.95,20.3163,6.7648,10.7018,8.0565,5.7941,16.1437,6.6,2.6482,8.178,6.1631,3.5686,3.1803,4.427,12.2112,10.1274,9.6584,,,,,10.1272,5.377,11.4973,5.4886,4.4762,3.3494,6.2187,10.0965,14.4077,5.5704,5.5946,11.2105,4.585,5.0833,10.7609,7.2205,5.3079,5.6178,10.4705,20.0653,8.9631,5.1021,10.4964,8.0618,3.0203,10.6244,6.2054,3.5578,7.2435,4.5557,4.6779,19.2878,4.5972,3.9183,7.5833,4.7669,2.4655,10.2997,6.9623,4.016,5.013,3.1869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2954,4.5772,5.8459,9.25,19.4727,13.8965,7.7695,6.1381,4.8481,6.6478,4.1247,12.7527,6.061,12.9352,6.1636,10.3417,13.2974,7.4702,5.3872,,,,,,,,,,,,,,,,,,,0.4381,0.6816
2014/1/16,3.8803,3.0242,13.1213,5.6985,3.9547,14.3098,5.784,9.882,7.6174,6.84,18.2144,1.1831,3.9474,12.3278,8.494,17.6894,3.8441,2.1123,6.6423,8.8637,6.5644,12.75,19.8086,7.0749,10.8779,7.9909,5.671,15.6308,6.56,2.5933,8.0423,6.0787,3.5994,3.3624,4.4214,12.0784,10.0474,9.675,,,,,10.1272,5.377,11.1842,5.4057,4.4762,3.3494,6.2187,9.8936,14.4373,5.5901,5.5927,11.091,4.6592,5.0112,11.1046,7.2205,5.2287,5.584,10.9379,19.2175,8.9631,5.0864,10.0937,7.9713,2.9716,10.2137,6.0315,3.6016,7.132,4.485,4.417,17.8959,4.594,3.9026,7.4969,4.6141,2.4277,10.1086,6.9015,3.85,4.9345,3.2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3678,4.4931,5.4288,9.2,18.2269,13.7987,7.8121,6.3374,4.819,6.6478,4.1745,12.3257,6.061,12.7978,5.996,9.8773,13.3987,7.5533,5.4054,,,,,,,,,,,,,,,,,,,0.4467,0.678
2014/1/17,3.8606,2.9939,12.809,5.4295,3.8787,14.6774,5.784,9.9033,7.6055,6.84,18.425,1.3015,3.8485,12.7079,8.3068,17.3214,4.0615,2.1123,6.6016,8.9135,6.7152,13.41,19.725,6.9322,10.769,8.2009,5.8161,15.9094,6.64,2.6215,7.8672,6.3516,3.6179,3.3513,4.6771,12.3373,10.2362,9.7703,,,,,10.1272,5.377,11.6136,5.4673,4.8156,3.3494,6.2187,10.1958,14.3123,5.6222,5.6061,11.0391,4.8956,4.9899,11.4285,7.2205,5.2815,5.5717,10.4237,19.3305,8.9631,5.1271,10.1213,8.0417,3.0264,10.634,5.9445,3.9633,7.1815,4.7048,4.5983,18.0152,5.0547,4.055,7.753,4.5975,2.3899,10.5829,6.8983,3.7991,4.9881,3.3388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2276,4.4721,5.5109,8.9,17.0553,13.5432,7.7554,6.2045,4.751,6.6478,4.0549,12.3936,5.9239,12.6997,6.0847,10.0579,12.9937,7.461,5.3781,,,,,,,,,,,,,,,,,,,0.4457,0.6809
2014/1/20,3.8508,3.0394,12.1695,5.29,3.8482,15.9765,5.7688,9.6734,7.4436,6.29,17.7209,1.4315,3.8188,12.7413,8.0703,17.9993,4.0766,2.1123,6.6727,8.7739,6.6398,14.4,19.2173,6.5727,10.4264,8.004,5.8688,15.675,6.47,2.6081,7.9412,6.1779,3.5624,3.318,4.7282,12.6757,10.073,10.0106,,,,,11.1416,5.377,11.5331,5.3701,4.8981,3.3494,6.2187,10.1254,14.1906,5.5581,5.3074,11.0352,4.8678,4.4917,11.7259,7.2205,5.199,5.4611,10.791,19.3136,8.9631,5.1459,10.5571,7.9411,3.0224,10.8708,5.7394,3.9998,7.1617,4.5949,4.646,17.644,5.3443,3.9721,7.6033,4.4296,2.4187,10.3493,6.6233,3.7144,4.7158,3.3232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.2864,4.5141,5.8295,8.39,16.4126,13.0622,7.9444,5.9349,4.6344,6.6478,4.0649,12.9565,5.9582,12.631,5.9466,10.2495,12.9865,7.4795,5.4872,,,,,,,,,,,,,,,,,,,0.4419,0.6907
2014/1/21,3.8803,3.0621,12.343,5.3897,3.9699,15.8606,5.9356,9.3419,7.2556,6.19,19.0271,1.5745,3.8781,12.8235,8.3659,18.1929,4.131,2.1123,6.7744,8.7739,6.77,14.4,18.6388,6.75,11.1373,8.2468,5.9172,17.1828,6.63,2.5577,8.3111,6.2871,3.6487,3.6489,4.8305,12.6956,10.3065,10.052,,,,,11.4634,5.377,11.5421,5.5123,4.9134,3.3494,6.2187,10.6636,14.2762,5.807,5.2997,10.9754,5.0671,4.5474,11.7986,7.6681,5.4102,5.5963,11.4254,20.0936,8.9631,5.2961,11.0093,8.293,3.0629,10.8225,5.8717,4.1678,7.2781,4.7754,4.8126,18.1113,5.4627,4.0527,7.6133,4.7063,2.4384,10.5617,6.6233,3.955,4.7983,3.2889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6797,4.6333,5.9838,8.55,16.818,13.0998,8.2421,6.1537,4.6635,6.6478,4.1844,13.733,5.9734,12.9647,6.2129,10.408,13.0805,7.6272,6.0322,,,,,,,,,,,,,,,,,,,0.4467,0.6959
2014/1/22,3.9785,3.1152,12.5512,5.6487,4.046,15.9714,6.1099,9.4435,7.4175,6.22,18.9843,1.7317,3.9474,12.8646,8.5137,18.0767,4.134,2.1123,7.4518,8.9235,6.8728,14.41,19.2815,7.1882,11.1405,8.4567,6.0798,17.51,7.29,2.5769,8.4024,6.4161,3.6857,3.6867,4.8305,13.0407,10.4793,10.3462,,,,,11.3139,5.377,12.0342,5.6712,5.0235,3.3494,6.2187,10.8043,14.865,6.1521,5.6558,10.9355,5.0764,4.7293,11.9573,7.8758,5.5093,5.8113,11.225,20.7944,8.9631,5.3556,11.2631,8.6196,3.1299,11.9047,6.4589,4.1459,7.7462,4.7833,5.0207,17.8296,5.3739,4.1938,7.6332,5.0339,2.5181,10.6749,6.6233,3.9008,4.4121,3.3284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8922,4.7244,6.1185,8.84,17.1888,13.904,8.2469,6.2006,4.8676,6.6478,4.2542,13.7815,6.1334,13.2395,6.351,10.4375,13.4637,7.7472,6.0322,,,,,,,,,,,,,,,,,,,0.4533,0.6959
2014/1/23,3.9785,3.1379,13.1163,5.6088,4.1524,16.344,6.0493,9.775,8.1602,6.21,19.7378,1.9046,3.9672,12.8595,8.5926,18.8063,4.1914,2.1123,7.6042,8.7739,6.955,14.6,21.2097,7.3359,11.3038,8.6273,6.1678,19.2257,7.2,2.6318,8.4887,6.6444,3.698,3.68,5.3136,14.3481,10.8473,10.5368,,,,,11.73,5.377,12.4413,5.7826,5.0479,3.3494,6.2187,11.3135,15.6084,6.3493,5.6558,11.5493,5.1042,5.0669,11.8647,8.0687,5.638,6.2474,11.225,22.3262,8.9631,5.462,11.4616,8.9966,3.1907,12.127,6.5778,4.1569,8.1003,4.8735,5.5228,18.9895,5.6174,4.2879,8.3982,5.1481,2.5509,11.043,6.6233,4.0194,4.5168,3.3597,5.7267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8786,4.7945,6.2696,8.92,18.133,13.9115,8.2894,6.3569,4.819,6.6478,4.2343,13.898,6.0572,13.5928,6.2918,10.8171,13.5939,7.858,5.9686,,,,,,,,,,,,,,,,,,,0.4543,0.7026
2014/1/24,4.0178,3.2289,13.3344,5.6985,4.1677,16.2534,6.2009,9.9622,8.76,6.25,19.6095,2.0952,3.987,12.9057,8.8192,19.3098,4.2397,2.1123,7.6279,8.744,7.0784,14.39,21.6339,7.7297,11.3358,8.6929,6.3084,20.0525,7.3,2.6556,8.8537,6.7387,3.7658,3.6378,5.845,14.1888,10.8441,10.6072,,,,,11.678,5.377,13.3047,6.1217,5.5524,3.3494,6.2187,11.1686,16.0788,6.337,5.6558,11.876,5.2896,5.2914,11.8052,8.2739,5.6116,6.1645,11.2117,22.1792,8.9631,5.4965,12.6089,8.9966,3.3063,11.8467,6.6521,4.1422,8.1399,4.9245,5.7481,18.8238,5.5549,4.1804,9.0135,5.0353,2.6742,11.0289,6.6233,3.8703,4.5901,3.3638,5.9549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0323,4.8436,6.5027,9.81,18.311,14.6706,8.6533,6.6812,4.9647,6.6478,4.2841,14.8394,6.122,13.9461,6.3411,10.736,13.9193,7.9873,6.2594,,,,,,,,,,,,,,,,,,,0.4533,0.7015
2014/1/27,3.9687,3.2592,13.7954,5.569,4.084,15.332,6.1706,10.9354,9.5218,6.24,19.0863,2.3048,3.9672,12.5307,8.563,19.142,4.3605,2.1123,8.0039,8.5845,7.1811,14.65,21.9552,7.6805,11.2717,8.5945,6.2381,19.4556,7.18,2.7149,9.5097,6.828,3.7226,3.5556,5.4926,13.9698,11.1961,10.773,,,,,11.2781,5.377,12.8394,6.0411,5.7359,3.3494,6.2187,10.0509,15.5163,6.3443,5.6558,12.2068,5.3685,5.5716,11.5937,8.4322,5.836,6.3027,10.7843,21.9023,8.9631,5.5998,12.1456,9.3434,3.2719,11.982,6.5503,4.1824,8.4098,5.0148,5.633,19.6292,5.6602,4.2364,8.814,5.1206,2.7851,11.1846,6.6233,3.8635,4.5561,3.6115,5.3743,4.2946,,,2.983,13.1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1318,5.0048,7.153,10.13,19.5815,15.4221,9.0408,7.2673,4.9939,6.6478,4.2044,14.9558,6.0839,14.6037,6.4496,11.3036,14.2808,7.8765,6.2594,,,,,,,,,,,,,,,,,,,0.4495,0.7082
2014/1/28,3.9883,3.3502,14.2118,5.7085,4.1753,15.342,6.0948,10.406,9.3742,6.29,19.5272,2.3048,3.9474,12.4973,9.0754,18.4964,4.3031,2.1123,7.5737,8.5546,7.1811,14.53,21.5953,7.518,11.0252,8.7192,6.3304,19.2345,6.98,2.6289,9.4703,6.5501,3.7041,3.5623,5.9245,14.3415,11.0873,10.3586,,,,,10.7092,5.377,12.6963,5.8798,5.9469,3.3494,6.2187,9.9309,15.5229,6.3838,5.6558,12.1949,5.1737,5.8305,11.521,8.3283,5.9351,5.9372,11.8661,21.9983,8.9631,5.4902,12.2338,9.66,3.209,11.3539,6.4514,4.4235,8.3133,4.9441,5.7555,19.6192,5.5417,3.981,8.8772,4.6099,2.698,10.6962,6.6233,3.6602,4.3911,3.5189,5.2301,4.7244,,,3.2815,14.4885,7.8385,16.6144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8922,5.0609,7.2318,9.71,19.6952,15.2117,9.0361,7.236,5.0327,6.6478,4.294,15.0723,5.7715,14.2013,6.3214,11.0861,14.035,7.9688,6.4138,,,,,,,,,,,,,,,,,,,0.4457,0.7029
2014/1/29,4.0178,3.335,14.1276,6.1368,4.1753,16.0469,6.307,10.668,9.3171,6.27,20.5965,2.3048,3.9969,13.7481,9.2823,19.3421,4.6836,2.1123,8.1699,8.6942,7.7088,14.98,22.5144,8.1975,11.2878,8.9422,6.77,19.5882,7.29,2.7372,9.4209,6.7784,3.8151,3.6467,6.5184,14.9321,11.5993,11.2288,,,,,11.2456,5.377,13.6894,6.2947,5.9438,3.3494,6.2187,10.0592,16.4636,6.438,5.6558,12.5535,5.5122,5.9436,11.6797,8.6572,6.0737,6.2659,12.0263,22.7557,8.9631,5.7594,12.835,10.625,3.3956,11.5907,6.9717,4.6975,8.5436,5.0226,6.1204,21.1039,5.6898,4.0975,9.2763,4.6815,2.698,11.0359,6.6233,3.6839,4.5378,3.6334,5.1197,5.197,4.053,7.217,3.5464,15.0126,8.6228,18.2758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4166,5.2291,7.9544,10.18,20.0017,15.7829,9.211,7.9588,4.9939,6.6478,4.314,16.5378,5.7182,14.6822,6.4299,11.4731,14.1579,7.895,6.6227,,,,,,,,,,,,,,,,,,,0.4495,0.725
2014/1/30,4.0374,3.2668,13.6566,6.0472,4.1144,15.5032,6.3222,10.3044,9.329,6.29,21.0571,2.3048,3.9771,13.9458,8.9966,19.1872,4.4722,2.1123,8.0479,8.8138,7.791,15.35,22.3987,8.035,10.9611,8.8504,6.6997,20.6495,7.13,2.7401,9.3716,6.7089,3.7473,3.5779,6.8508,14.3017,11.4393,11.1003,,,,,10.9888,5.377,13.7252,6.4441,5.8093,3.3494,6.2187,9.6825,16.6117,6.2679,5.6558,12.5017,5.3777,5.8387,11.5409,9.2235,6.0836,6.5116,11.5456,22.2075,8.9631,5.9159,13.3921,11.2633,3.3266,11.3539,6.8795,4.6244,8.5064,5.0422,6.1179,20.8852,5.6898,4.102,9.2829,4.5466,2.7037,10.7457,6.6233,3.5822,4.4317,3.7656,4.8285,5.5824,4.4585,7.9382,3.5762,13.7751,9.4863,16.9595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.3262,5.187,8.0956,9.93,19.4134,16.5495,9.452,7.701,5.2173,6.6478,4.2542,15.6352,5.7982,14.1228,6.4989,11.3957,14.4327,7.7657,7.2859,,,,,,,,,,,,,,,,,,,0.4562,0.7254
2014/2/7,4.0473,3.2744,14.3407,6.0571,4.2209,15.765,6.5193,10.4809,9.4742,6.33,20.7281,2.3048,4.0068,14.1256,9.8933,19.284,4.6081,2.1123,8.1394,8.8637,8.1131,15.76,22.3666,8.1975,11.6656,9.0669,6.8272,20.6495,7.3,2.7416,9.7021,6.8776,3.7904,3.5512,6.9588,14.9786,11.8712,11.4567,,,,,11.1221,5.377,14.0473,6.5295,6.2465,3.3494,6.2187,9.9598,17.4538,6.6327,5.6558,11.9438,5.4102,6.055,11.6863,9.8911,6.2718,6.6191,12.1799,22.3036,8.9631,6.0192,13.6238,11.4996,3.4889,11.7743,7.0758,4.8801,8.39,5.1011,6.4155,21.4817,5.6898,4.2476,9.1067,4.7545,2.7769,11.0359,6.6233,3.6873,4.4972,3.9737,4.9983,5.5824,4.7755,8.7315,3.676,14.1759,9.4863,17.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5838,5.2782,8.2007,10.16,19.2947,16.4969,9.9577,8.4394,5.5282,6.6478,4.314,16.1205,5.882,14.7312,6.8046,11.3884,14.0784,7.8026,8.0127,,,,,,,,,,,,,,,,,,,0.4799,0.7215
