ÈÕÆÚ,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH
2014/1/2,5.4969,7.8459,6.8875,5.16,,8.0316,12.6122,3.9419,9.77,3.1974,,2.0161
2014/1/3,5.4573,7.8754,6.8137,5.14,,7.8841,12.6191,3.9042,9.79,3.1724,,1.9902
2014/1/6,5.5562,7.5215,6.7449,5.03,,7.5336,12.2139,3.7878,9.83,3.0473,,1.9642
2014/1/7,5.4573,7.5411,6.8629,5.04,,7.5613,12.123,3.7775,10.11,3.0823,,1.9642
2014/1/8,5.3914,7.3248,6.7056,4.88,,7.3861,11.6479,3.7638,10.34,3.0173,,1.9383
2014/1/9,5.3914,7.0987,6.6122,4.83,,7.3031,11.5012,4.0686,10.51,2.9923,,1.9123
2014/1/10,5.4705,7.2757,6.6957,4.87,,7.3953,11.5221,4.0755,10.7,3.0173,,1.9037
2014/1/13,5.5364,7.3937,6.8236,4.91,,7.3953,11.5082,4.0241,11.01,3.0773,,1.9383
2014/1/14,5.5694,7.4035,6.8727,4.9,,7.3031,11.3544,4.0515,10.82,3.0498,,1.9296
2014/1/15,5.4969,7.1774,6.7695,4.85,,7.174,11.061,4.0446,11.3,2.9497,,1.921
2014/1/16,5.5694,7.2658,6.8727,4.88,,7.2109,11.1029,4.0207,11.37,2.9723,,1.9296
2014/1/17,5.4376,7.1479,6.8137,4.75,,7.0449,10.7116,3.9761,11.2,2.8747,,1.9123
2014/1/20,5.4046,7.197,6.9465,4.75,,7.0449,10.8024,4.0755,11.26,2.8722,,1.9123
2014/1/21,5.4507,7.2462,6.9465,4.78,,7.0726,10.8164,4.0344,11.34,2.8472,,1.921
2014/1/22,5.5166,7.4035,7.03,4.93,,7.2201,11.0819,4.1302,11.37,2.8922,,1.9469
2014/1/23,5.5101,7.3248,6.9661,4.91,,7.2017,11.0749,4.1063,11.38,2.8847,,1.9296
2014/1/24,5.5957,7.8066,7.089,5.01,,7.3769,11.3964,4.185,11.96,2.9623,,1.9642
2014/1/27,5.6616,7.7476,7.2169,5.01,,7.4414,11.6898,4.0549,11.96,2.9447,,1.9556
2014/1/28,5.4969,7.7378,7.1284,4.96,,7.3677,11.4453,4.0138,11.96,2.8947,,1.9469
2014/1/29,5.5166,7.8558,7.0251,4.98,,7.3308,11.3544,4.0652,11.96,2.9122,,1.9469
2014/1/30,5.4771,7.6591,6.9956,4.99,,7.3677,11.5221,4.0549,11.96,2.9673,,1.9383
2014/2/7,5.5166,7.5116,7.0546,4.98,,7.257,11.3405,4.0549,11.96,2.9322,,1.9296
2014/2/10,5.6353,7.7574,7.2611,5.09,,7.4138,11.6479,4.1679,11.96,3.0373,,1.9469
2014/2/11,5.6748,8.2785,7.4332,5.18,,7.6166,12.0532,4.2022,11.96,3.34,,1.9988
2014/2/12,5.8528,8.2785,7.4135,5.19,,7.672,12.0462,4.1816,11.26,3.5152,,1.9815
2014/2/13,5.7935,8.4654,7.4725,5.25,,7.7734,12.0811,4.1816,11.45,3.4101,,2.0854
2014/2/14,5.9385,8.5833,7.5217,5.33,,7.8195,12.144,4.2056,11.56,3.5052,,2.0854
2014/2/17,6.0439,8.6718,7.6101,5.4,,7.967,12.4445,4.3357,11.65,3.5327,,2.1027
2014/2/18,5.978,8.3474,7.3594,5.27,,7.7365,12.0671,4.2604,11.4,3.4201,,2.0508
2014/2/19,5.9121,8.6915,7.4037,5.28,,7.755,12.2139,4.2741,10.95,3.4626,,2.0594
2014/2/20,5.8528,8.4654,7.2316,5.25,,7.6443,11.9973,4.1816,11.27,3.5227,,2.0681
2014/2/21,5.8198,8.249,7.1382,5.15,,7.6904,11.7946,4.1885,11.65,3.4651,,2.0508
2014/2/24,5.7341,8.2589,7.1628,5.11,,7.589,11.613,4.0994,11.67,3.4276,,2.0161
2014/2/25,5.5562,7.9836,6.9809,5.02,,7.4968,11.585,3.9898,11.63,3.245,,2.0075
2014/2/26,5.7012,8.6915,7.5167,5.39,,8.1607,12.7449,4.1165,11.54,3.5027,,2.1027
2014/2/27,5.5496,8.485,7.1775,5.15,,7.8472,12.5423,4.096,10.98,3.3375,,2.0421
2014/2/28,5.6946,8.7603,7.3496,5.27,,7.9855,13.1711,4.1748,10.79,3.3801,,2.0594
2014/3/3,5.721,9.0258,7.5708,5.4,,8.1883,13.5485,4.3426,11.13,3.5377,,2.094
2014/3/4,5.6748,8.9078,7.4233,5.36,,8.0685,13.227,4.4042,11.24,3.5402,,2.1027
2014/3/5,5.6155,8.5735,7.1726,5.21,,7.7457,12.8357,4.3255,11.18,3.3976,,2.0335
2014/3/6,5.5957,8.4457,7.1726,5.19,,7.7181,12.6611,4.3186,11.05,3.325,,2.0248
2014/3/7,5.6089,8.5538,7.1775,5.24,,7.7918,12.9406,4.4522,10.7,3.3851,,2.0335
2014/3/10,5.3453,8.0426,6.8137,4.98,,7.4414,12.0741,4.4077,10.32,3.1974,,1.9556
2014/3/11,5.3716,8.1016,6.8334,4.98,,7.4875,12.2418,4.483,10.35,3.225,,1.9556
2014/3/12,5.5364,8.3474,6.9858,5.08,,7.6627,12.8986,4.5652,10.64,3.3651,,1.9815
2014/3/13,5.5562,8.308,6.9858,5.09,,7.6812,12.8497,4.5515,10.64,3.3375,,1.9988
2014/3/14,5.543,8.2589,6.9514,5.06,,7.6627,12.9825,4.4316,10.9,3.4301,,1.9902
2014/3/17,5.6155,8.4162,7.0743,5.13,,7.7642,13.1921,4.4727,10.99,3.4776,,1.9988
2014/3/18,5.5826,8.1901,6.9268,5.04,,7.5613,12.6541,4.3837,10.81,3.3025,,1.9815
2014/3/19,5.5893,8.0622,6.8481,5.01,,7.4968,12.3816,4.4351,10.65,3.2575,,1.9642
2014/3/20,5.5015,7.6985,6.6318,4.9,,7.34,11.8994,4.4727,10.79,3.1524,,1.9469
2014/3/21,5.6028,7.8656,6.7744,4.99,,7.4968,12.0322,4.5378,10.77,3.2074,,1.9729
2014/3/24,5.5961,7.8656,6.7597,5.02,,7.4691,11.9134,4.5686,10.63,3.2275,,1.9902
2014/3/25,5.5826,7.9246,6.7793,5.05,,7.4414,11.8575,4.6371,10.76,3.23,,1.9902
2014/3/26,5.5623,7.9344,6.7744,5.03,,7.4599,11.9414,4.6131,10.58,3.24,,1.9815
2014/3/27,5.5015,7.728,6.6712,4.95,,7.3861,11.6689,4.8255,10.27,3.1774,,1.9556
2014/3/28,5.434,7.61,6.6417,4.9,,7.3492,11.564,4.3529,9.93,3.1874,,1.9642
2014/3/31,5.515,7.5903,6.6613,4.9,,7.3769,11.6968,4.3426,9.92,3.3751,,1.9469
2014/4/1,5.5758,7.6395,6.6613,4.92,,7.3769,11.7108,4.3289,9.92,3.4451,,1.9556
2014/4/2,5.5758,7.7083,6.6908,4.94,,7.4046,11.7737,4.2809,9.92,3.4676,,1.9642
2014/4/3,5.5015,7.6001,6.74,4.91,,7.4046,11.8016,4.2227,9.78,3.6328,,1.9556
2014/4/4,5.542,7.6591,6.7203,4.97,,7.4138,11.7457,4.2741,9.74,3.6553,,1.9556
2014/4/8,5.5826,7.7968,6.8285,5.03,,7.506,12.0602,4.3563,9.75,3.6778,,1.9815
2014/4/9,5.6366,7.8459,6.8334,5.05,,7.672,12.0881,4.3734,9.72,3.6453,,1.9815
2014/4/10,5.6096,7.8951,6.8481,5.04,,7.7181,12.123,4.37,9.95,3.6453,,1.9988
2014/4/11,5.6366,7.8164,6.8629,5.02,,7.6259,12.1021,4.3152,9.91,3.6853,,1.9815
2014/4/14,5.6501,7.8754,6.8826,5.04,,7.6074,12.1719,4.2912,9.99,3.7403,,1.9902
2014/4/15,5.5893,7.6985,6.74,4.97,,7.4875,11.7876,4.2604,9.85,3.6002,,1.9642
2014/4/16,5.5556,7.669,6.6761,4.95,,7.4507,11.6828,4.2433,9.9,3.6102,,1.9642
2014/4/17,5.5218,7.5805,6.6613,4.95,,7.4046,11.6689,4.2193,9.87,3.6178,,1.9556
2014/4/18,5.515,7.551,6.6859,4.97,,7.4138,11.6828,4.1987,9.99,3.6203,,1.9556
2014/4/21,5.4813,7.4232,6.4942,4.86,,7.3031,11.5221,4.2193,9.96,3.5002,,1.9383
2014/4/22,5.4543,7.374,6.5581,4.86,,7.3123,11.4942,4.3392,10.11,3.5402,,1.9296
2014/4/23,5.434,7.4035,6.5335,4.84,,7.3123,11.4103,4.2638,9.96,3.5927,,1.9296
2014/4/24,5.4003,7.4035,6.563,4.84,,7.3492,11.585,4.3186,9.96,3.5352,,1.9296
2014/4/25,5.3328,7.3052,6.4696,4.78,,7.3031,11.5082,4.3323,9.99,3.5702,,1.9123
2014/4/28,5.3395,7.2265,6.5532,4.63,,7.1648,11.2007,4.209,9.71,3.5677,,1.9037
2014/4/29,5.3395,7.1577,6.2484,4.65,,7.174,11.1238,4.2707,9.77,3.3751,,1.9037
2014/4/30,5.3395,7.0987,6.2189,4.69,,7.2017,11.2147,4.2364,9.97,3.3801,,1.921
2014/5/5,5.2653,7.256,6.2975,4.81,,7.2662,11.2776,4.2467,10.68,3.4902,,1.9296
2014/5/6,5.245,7.2069,6.273,4.76,,7.2201,11.1728,4.257,10.75,3.4701,,1.921
2014/5/7,5.1708,7.1184,6.1943,4.66,,7.1371,11.054,4.1919,10.6,3.3851,,1.9037
2014/5/8,5.2113,7.1184,6.1943,4.65,,7.1187,11.012,4.1782,10.61,3.3576,,1.9037
2014/5/9,5.2248,7.3937,6.2189,4.68,,7.1556,11.0959,4.1439,10.35,3.3576,,1.921
2014/5/12,5.4475,7.8656,6.5581,4.89,,7.4138,11.5431,4.2707,10.37,3.3576,,1.9642
2014/5/13,5.38,7.6985,6.4598,4.83,,7.3031,11.3544,4.1919,10.31,3.3576,,1.9469
2014/5/14,5.3463,7.6198,6.4057,4.78,,7.2662,11.2915,4.1816,10.19,3.3576,,1.9383
2014/5/15,5.2383,7.4232,6.3221,4.72,,7.1832,11.1867,4.1474,10.25,3.3576,,1.9123
2014/5/16,5.245,7.374,6.3713,4.69,,7.174,11.1099,4.1405,10.33,3.3576,,1.9123
2014/5/19,5.2248,7.256,6.3369,4.62,,7.1464,11.054,4.096,10.3,3.3576,,1.9123
2014/5/20,5.2315,7.2167,6.332,4.63,,7.1187,11.0051,4.1268,10.25,3.3576,,1.9123
2014/5/21,5.2518,7.3248,6.3762,4.68,,7.1648,11.054,4.1508,10.64,3.3576,,1.9123
2014/5/22,5.2383,7.2265,6.332,4.68,,7.1371,11.033,4.1439,10.69,3.3576,,1.9037
2014/5/23,5.2585,7.3052,6.3418,4.68,,7.174,11.1169,4.1919,10.72,3.3576,,1.921
2014/5/26,5.2585,7.315,6.3369,4.73,,7.1648,11.0679,4.2056,10.65,3.3576,,1.9123
2014/5/27,5.2315,7.2364,6.2533,4.68,,7.1648,11.026,4.1885,11.1,3.3576,,1.9037
2014/5/28,5.2248,7.2167,6.2336,4.7,,7.1371,10.9492,4.2261,10.96,3.3576,,1.9037
2014/5/29,5.164,7.138,6.1894,4.59,,7.0818,10.7954,4.4008,11.09,3.3576,,1.895
2014/5/30,5.1708,7.1774,6.1943,4.62,,7.0818,10.8024,4.5275,11.09,3.3576,,1.895
2014/6/3,5.1438,7.1774,6.1845,4.61,,7.0449,10.8513,4.5549,10.79,3.3576,,1.895
2014/6/4,5.0425,7.0692,6.1353,4.54,,6.9988,10.7535,4.5926,10.95,3.3576,,1.8864
2014/6/5,5.0763,7.0692,6.1992,4.54,,7.008,10.7815,4.5926,10.87,3.3576,,1.895
2014/6/6,5.2518,7.0004,6.2189,4.51,,7.008,10.7885,4.6166,10.64,3.3576,,1.8777
2014/6/9,5.0965,7.0495,6.155,4.51,,6.9527,10.6697,4.4864,10.59,3.3576,,1.8777
2014/6/10,5.1168,7.0987,6.214,4.83,,6.9712,10.7535,4.5344,10.58,3.3576,,1.8777
2014/6/11,5.4813,7.138,6.1845,4.72,,6.9896,10.7745,4.507,10.59,3.3576,,1.8777
2014/6/12,5.3193,7.2069,6.1894,4.77,,6.9527,10.7116,4.5446,10.45,3.3576,,1.869
2014/6/13,5.2923,7.2265,6.2386,4.79,,6.9896,10.8234,4.5515,10.39,3.3576,,1.869
2014/6/16,5.3395,7.1872,6.3123,4.78,,7.0542,10.9142,4.5823,10.2,3.3576,,1.895
2014/6/17,5.2518,7.0684,6.1599,4.69,,6.9804,10.7256,4.5035,10.15,3.3576,,1.8864
2014/6/18,5.2315,7.1872,6.155,4.72,,7.008,10.6836,4.5583,10.53,3.3576,,1.8777
2014/6/19,5.137,7.108,6.0862,4.61,,6.8697,10.6208,4.483,11.53,3.3576,,1.8517
2014/6/20,5.1978,7.2565,6.2435,4.72,,6.9988,10.8653,4.5549,11.9,3.3576,,1.869
2014/6/23,5.38,7.4545,6.3713,4.87,,7.1556,10.9981,4.733,11.75,3.3576,,1.8777
2014/6/24,5.3935,7.5139,6.327,4.85,,7.1187,10.9701,4.6919,11.73,3.3576,,1.869
2014/6/25,5.3328,7.3258,6.2238,4.74,,7.0542,10.9142,4.6337,11.72,3.3576,,1.869
2014/6/26,5.353,7.3753,6.2533,4.75,,7.0542,10.8653,4.862,11.7,3.3576,,1.8777
2014/6/27,5.4003,7.3357,6.2631,4.76,,7.0173,10.8024,4.7277,11.65,3.3576,,1.869
2014/6/30,5.38,7.405,6.2779,4.82,,7.008,10.8164,4.7501,11.52,3.3576,,1.8864
2014/7/1,5.4475,7.5436,6.4204,4.9,,7.1464,11.0959,4.8844,11.97,3.3576,,1.9123
2014/7/2,5.4678,7.5238,6.4303,4.87,,7.1279,11.0959,5.3634,11.99,3.3576,,1.895
2014/7/3,5.8998,7.6228,6.4844,4.95,,7.174,11.1238,5.3097,12,3.3576,,1.9123
2014/7/4,6.2576,7.6228,6.391,4.86,,7.1095,11.026,5.2739,12.23,3.3576,,1.9123
2014/7/7,6.3116,7.5436,6.327,4.84,,7.0634,10.9003,5.453,12.1,3.3576,,1.9123
2014/7/8,6.3791,7.5535,6.3418,4.84,,7.0265,10.8933,5.4172,12.02,3.3576,,1.9123
2014/7/9,6.2981,7.4347,6.3762,4.85,,7.0358,10.9701,5.4261,12.27,3.3576,,1.9033
2014/7/10,6.3791,7.4941,6.391,4.84,,7.0265,10.9282,5.3903,12.51,3.3576,,1.8944
2014/7/11,6.3858,7.6426,6.4844,4.92,,7.1099,11.0959,5.5022,12.19,3.3576,,1.9123
2014/7/14,6.6221,7.7218,6.4745,4.96,,7.1192,11.0679,5.4888,12.09,3.3576,,1.9213
2014/7/15,6.5344,7.6327,6.4008,4.89,,7.0821,10.9771,5.4843,12,3.3576,,1.9213
2014/7/16,6.6019,7.603,6.386,4.91,,7.0543,10.9279,5.4843,11.92,3.3576,,1.9392
2014/7/17,6.3251,7.702,6.4893,4.96,,7.0636,10.9349,5.4709,11.45,3.3576,,1.9303
2014/7/18,6.4601,7.6624,6.4844,4.99,,7.1563,11.1248,5.5201,11.67,3.3576,,1.9392
2014/7/21,6.3656,7.5238,6.391,4.89,,7.0821,10.9912,5.4619,11.54,3.3576,,1.9123
2014/7/22,6.6694,7.7218,6.4844,4.93,,7.147,11.0967,5.4575,11.56,3.3576,,1.9392
2014/7/23,6.6761,7.8307,6.5188,4.97,,7.2026,11.174,5.8246,11.63,3.3576,,1.9392
2014/7/24,6.6694,8.0287,6.6171,5.01,,7.2768,11.2936,5.4306,12.21,3.3576,,1.9662
2014/7/25,7.1891,8.2168,6.8285,5.12,,7.4158,11.5186,5.3276,12.22,3.3576,,2.0021
2014/7/28,7.5402,8.4346,6.9563,5.39,,7.5549,11.8069,5.5649,12.18,3.3576,,2.038
2014/7/29,7.4254,8.6029,6.8973,5.38,,7.5271,11.6944,5.5112,12.19,3.3576,,2.02
2014/7/30,7.2634,8.4346,6.8285,5.3,,7.4344,11.5467,5.3858,12.05,3.3576,,2.02
2014/7/31,7.6887,8.9889,7.3201,5.63,,8.1018,11.6381,5.6007,11.99,3.3576,,2.1637
2014/8/1,7.3781,8.5732,7.0153,5.41,,7.7681,11.6381,5.9723,11.59,3.3576,,2.0919
2014/8/4,7.5064,8.7414,7.1087,5.52,,7.9164,11.6381,5.8649,11.37,3.3576,,2.1188
2014/8/5,7.5402,8.9196,7.1284,5.48,,7.8515,11.6381,5.9589,11.16,3.3576,,2.1188
2014/8/6,7.6144,9.0681,7.2119,5.62,16.53,7.9905,11.6381,5.9186,11.33,3.3576,,2.1547
2014/8/7,7.2769,8.8107,7.0841,5.46,15.7,7.9164,11.6381,6.4379,11.21,3.3576,,2.1278
2014/8/8,7.3646,9.1077,7.62,5.65,14.92,8.2408,11.6381,6.3215,11.37,3.3576,,2.1816
2014/8/11,7.3646,9.0681,7.6003,5.65,14.17,8.1852,11.6381,6.2499,11.32,3.6928,,2.1816
2014/8/12,7.2904,8.9493,7.5118,5.6,13.66,8.0832,11.6381,6.129,11.21,4.0631,,2.1547
2014/8/13,7.3579,8.9196,7.5364,5.55,13.76,7.9813,11.6381,6.1245,11.25,4.4684,,2.1368
2014/8/14,7.2971,8.6325,7.3201,5.45,13.59,7.833,11.6381,5.8783,11.08,4.9137,,2.1008
2014/8/15,7.2971,8.7315,7.2709,5.52,13.72,7.8608,11.6381,5.7977,10.98,5.0538,,2.1098
2014/8/18,7.0811,8.8206,7.2513,5.55,14.41,7.87,11.6381,5.9186,11,5.5592,,2.1188
2014/8/19,7.0204,8.8008,7.325,5.6,15.13,7.9998,11.6381,5.829,11,6.1147,,2.1368
2014/8/20,7.0879,8.7909,7.2414,5.55,14.97,7.8886,11.6381,5.9768,11.21,6.4299,,2.1278
2014/8/21,7.2364,8.6622,7.148,5.52,15.48,7.7681,11.6381,5.9275,11.02,6.3248,,2.1098
2014/8/22,7.0946,8.6622,7.2562,5.52,14.87,7.8144,11.6381,5.8469,10.94,6.0346,,2.1008
2014/8/25,7.0204,8.5237,7.1185,5.4,14.42,7.6846,11.6381,5.65,10.83,6.0246,,2.0829
2014/8/26,6.8786,8.395,7.0792,5.27,13.92,7.7588,11.6381,5.6679,10.81,6.1747,,2.0649
2014/8/27,6.7774,8.3158,7.0202,5.29,13.89,7.7125,11.6381,5.6679,10.66,5.8194,,2.047
2014/8/28,6.5816,8.2861,6.9366,5.25,13.2,7.6754,11.6381,5.6903,10.37,5.5242,,2.029
2014/8/29,6.9394,8.4247,7.0005,5.31,12.68,7.7403,11.6381,5.5828,10.29,5.5542,,2.047
2014/9/1,7.1149,8.5336,7.0989,5.36,13,7.7866,11.6381,5.7037,10.61,5.6643,,2.0739
2014/9/2,7.2701,8.6227,7.1628,5.55,13.41,7.8237,11.6381,5.744,10.74,5.8344,,2.0919
2014/9/3,7.4389,8.6029,7.1775,5.58,13.48,7.8978,11.6381,5.8335,10.85,5.7994,,2.1008
2014/9/4,7.4052,8.6325,7.2218,5.58,13.38,7.972,11.6381,5.9007,10.86,5.7994,,2.1188
2014/9/5,7.6212,8.781,7.266,5.6,13.7,7.9905,11.6381,5.9007,11.02,5.8795,,2.1278
2014/9/9,7.7359,8.5237,7.1677,5.55,13.39,7.8793,11.6381,5.8872,11.09,5.7444,,2.1368
2014/9/10,7.6212,8.4841,7.1677,5.59,13.8,7.8422,11.6381,5.8246,10.91,5.8394,,2.1188
2014/9/11,7.8844,8.5039,7.2709,5.59,13.74,7.87,11.6381,5.8111,11.07,5.9195,,2.1278
2014/9/12,7.9924,8.5237,7.2365,5.72,14.43,7.87,11.6381,5.8022,11.11,5.8495,,2.1547
2014/9/15,8.0397,8.7216,7.3201,5.73,14.47,7.9257,11.6381,5.8604,11.08,5.7794,,2.1637
2014/9/16,8.1814,8.6227,7.266,5.61,14.31,7.9164,11.6381,5.7126,11.13,5.6743,,2.2086
2014/9/17,8.897,9.1473,7.5069,5.79,14.32,8.1481,11.6381,5.838,11.12,5.6493,,2.2535
2014/9/18,8.7755,9.0186,7.4086,5.8,14.74,8.0554,11.6381,5.8738,11.1,5.5442,,2.2086
2014/9/19,8.7552,8.8701,7.325,5.76,14.55,7.9442,11.6381,5.8156,11.27,5.5792,,2.1906
2014/9/22,8.384,8.5534,7.1235,5.62,14,7.7125,11.6381,5.829,11.44,5.4091,,2.1368
2014/9/23,8.5595,8.6029,7.1529,5.66,14.13,7.7681,11.6381,5.8872,11.55,5.4592,,2.1637
2014/9/24,8.9847,8.6919,7.2857,5.74,14.13,7.87,11.6381,5.9231,11.55,5.5692,,2.2176
2014/9/25,9.0522,8.6128,7.2218,5.68,14.13,7.8422,11.6381,5.8783,11.55,5.5042,,2.1906
2014/9/26,8.7755,8.7018,7.3004,5.78,14.84,7.8422,11.6381,5.9186,11.55,5.5342,,2.2086
2014/9/29,8.8632,8.7018,7.3201,5.86,14.9,7.833,11.6381,5.941,11.55,5.5893,,2.1996
2014/9/30,9.0117,8.88,7.4037,5.98,15.59,7.9257,11.6381,6.1111,11.55,5.5993,,2.2265
2014/10/8,8.9712,8.8503,7.384,5.96,15.4,7.9164,11.6381,6.1648,11.55,5.5842,,2.2176
2014/10/9,8.8902,8.9592,7.5315,6.1,15,8.0369,11.6381,6.3752,11.55,5.6693,,2.2804
2014/10/10,8.8565,8.781,7.3742,6.07,14.89,7.8793,11.6381,6.4155,11.55,5.5943,,2.2535
2014/10/13,8.438,8.9592,7.5315,6.24,15,7.9535,11.6381,6.3439,11.55,5.6093,,2.2984
2014/10/14,8.3637,8.8305,7.4676,6.14,14.71,7.8886,11.6381,6.3842,11.55,5.5742,,2.2804
2014/10/15,8.33,8.7414,7.4135,6.11,14.51,7.9257,11.6381,6.2946,11.55,5.5292,,2.2984
2014/10/16,8.33,8.7513,7.5561,6.13,14.44,7.9813,11.6381,6.317,11.55,5.5142,,2.3343
2014/10/17,8.5055,8.5336,7.4037,5.93,14.09,8.0554,11.6381,6.2409,11.55,5.319,,2.2984
2014/10/20,8.6405,8.5435,7.4086,6,14.15,8.0647,11.6381,6.5185,11.55,5.3291,,2.3163
2014/10/21,8.5392,8.4841,7.5217,6.02,14.34,8.0925,11.6381,6.6976,11.55,5.3291,,2.3073
2014/10/22,8.4582,8.3158,7.2513,5.88,14.35,7.9071,11.6381,6.6573,11.55,5.194,,2.2535
2014/10/23,8.1477,8.098,7.0104,5.67,13.77,7.6568,11.6381,6.617,11.55,5.1639,,2.1816
2014/10/24,8.1409,8.1475,7.0005,5.69,13.8,7.6012,11.6381,6.523,11.55,5.1889,,2.1996
2014/10/27,8.1612,8.1673,7.0104,5.63,13.81,7.6383,11.6381,6.5319,11.55,5.1589,,2.1816
2014/10/28,8.3637,8.3059,7.1628,5.76,14.21,7.7681,11.6381,6.7423,11.55,5.3491,,2.2355
2014/10/29,8.519,8.3554,7.2365,5.85,14.44,7.7866,11.6381,6.8095,11.55,5.4942,,2.2894
2014/10/30,8.5865,8.4049,7.3545,6.11,14.22,7.8422,11.6381,6.7647,11.55,5.4842,,2.3702
2014/10/31,8.3164,8.4544,7.3791,6.08,14.61,7.8422,11.6381,6.6618,11.55,5.3341,,2.3612
2014/11/3,8.3097,8.4841,7.7085,6.17,14.62,7.9164,11.6381,6.6886,11.55,5.199,,2.3881
2014/11/4,8.3097,8.5633,7.7527,6.14,14.45,7.972,11.6381,6.711,11.55,5.1689,,2.442
2014/11/5,8.2557,8.4049,7.8461,6.02,14.68,7.7773,11.6381,6.814,11.55,5.0538,,2.3522
2014/11/6,8.1544,8.4445,8.1116,6.14,14.64,7.8051,11.6381,6.8095,11.55,5.1089,,2.3702
2014/11/7,8.0869,8.3554,7.9739,5.98,14.59,7.7403,11.6381,7.1632,11.55,5.1439,,2.3163
2014/11/10,8.5595,8.4841,7.9248,6.07,14.56,7.8886,11.6381,7.499,11.55,5.1089,,2.3971
2014/11/11,8.3975,8.2168,7.62,5.82,13.85,7.7681,11.6381,7.6512,11.55,4.9738,,2.3522
2014/11/12,8.9442,8.3653,7.7281,5.92,14.06,7.9071,11.6381,7.4631,11.55,5.0588,,2.3881
2014/11/13,8.87,8.4742,7.8166,5.9,13.76,8.0091,11.6381,7.6736,11.55,5.1289,,2.4241
2014/11/14,8.6945,8.4544,7.6888,5.82,13.64,8.0276,11.6381,7.6646,11.55,5.0138,,2.3792
2014/11/17,8.9847,8.593,7.9149,5.87,13.88,8.0276,11.6381,7.5751,11.55,5.1739,,2.3612
2014/11/18,8.6337,8.682,7.8166,5.96,14.11,8.0369,11.6381,7.9243,11.55,5.0739,,2.3433
2014/11/19,8.4042,8.6424,7.7183,5.98,13.97,7.972,11.6381,7.9019,11.55,5.1239,,2.3433
2014/11/20,8.3907,8.5435,7.6888,5.89,13.95,7.9071,11.6381,8.0452,11.55,5.0038,,2.3253
2014/11/21,8.5392,8.6325,7.733,5.92,14.01,7.9998,11.6381,7.9243,11.55,5.0188,,2.3522
2014/11/24,8.8025,8.8107,8.0231,6.04,14,8.1759,11.6381,8.0228,11.55,5.1089,,2.3971
2014/11/25,8.897,9.6918,8.6868,6.35,14,8.9917,11.6381,8.1929,11.55,5.4942,,2.5318
2014/11/26,8.8835,10.0779,8.4705,6.25,13.9,8.9824,11.6381,8.6585,11.55,5.3441,,2.4959
2014/11/27,8.8632,10.167,8.5885,6.3,13.99,9.242,11.6381,8.8644,11.55,5.3391,,2.5049
2014/11/28,9.086,10.0086,8.4164,6.23,14,9.1215,12.8055,8.3048,11.55,5.4892,,2.5138
2014/12/1,8.6,9.6819,8.2001,6.14,13.63,8.7507,13.2625,7.9959,11.55,5.299,,2.5138
2014/12/2,8.6877,9.8601,8.2935,6.23,13.77,8.9639,13.7759,8.0049,11.55,5.4091,,2.5677
2014/12/3,9.0455,10.3749,8.6229,6.54,14.32,9.4366,14.6479,8.0093,11.55,5.6943,,2.7473
2014/12/4,9.95,10.6026,8.7163,6.61,14.1,9.6498,14.7815,8.0989,11.55,5.7294,,2.8101
2014/12/5,10.5306,9.9987,8.264,6.26,13.51,9.2142,14.1697,8.5197,11.55,5.4141,,2.7383
2014/12/8,10.8343,10.0779,8.4164,6.35,13.3,9.4737,14.3596,8.5197,11.55,5.4241,,2.837
2014/12/9,10.1255,9.7809,8.087,6.2,12.71,9.3161,13.9517,8.5197,11.55,5.239,,2.7832
2014/12/10,10.2471,10.1868,8.4754,6.44,13.28,9.9001,14.6619,8.5197,11.55,5.4592,,2.8999
2014/12/11,11.2731,10.068,8.5147,6.52,13.23,9.7425,14.4228,8.5197,11.55,5.4141,,2.8909
2014/12/12,11.8536,10.0779,8.5983,6.52,13.39,9.6776,14.3807,8.5197,11.55,5.4441,,2.9358
2014/12/15,12.2047,9.9987,8.5344,6.54,13.38,9.6128,14.1345,9.3703,11.55,5.4992,,2.9448
2014/12/16,11.8536,10.1769,8.441,6.53,13.26,9.5479,14.0712,9.3972,11.55,5.4542,,2.9358
2014/12/17,11.8806,9.9888,8.2542,6.4,12.88,9.3996,13.7196,10.1628,11.55,5.3841,,2.8909
2014/12/18,12.2992,10.1373,8.2738,6.31,12.79,9.5201,13.8603,10.3284,11.55,5.3591,,2.8909
2014/12/19,12.2857,10.2264,8.2886,6.31,12.16,9.826,14.1345,10.1135,11.55,5.224,,2.9897
2014/12/22,11.0571,10.5135,8.1755,6.48,11.55,10.1968,14.5565,9.6972,11.55,5.0488,,3.2321
2014/12/23,10.3551,9.8106,7.6839,6.16,11.25,9.622,13.8462,9.4554,11.55,4.8437,,3.0256
2014/12/24,10.5643,9.8106,7.8019,6.25,11.71,9.3996,13.6985,9.3121,11.55,4.8537,,2.9089
2014/12/25,10.7128,9.8106,7.8904,6.29,11.96,9.5386,13.8321,9.6255,11.55,4.8937,,2.9807
2014/12/26,10.8546,9.8106,7.9887,6.44,12.56,9.7425,13.9869,9.2808,11.55,4.9688,,3.0525
