ÈÕÆÚ,000975.SZ,002155.SZ,002237.SZ,600311.SH,600385.SH,600489.SH,600547.SH,600687.SH,600766.SH,600988.SH,601069.SH,601899.SH
2018/5/21,11.32,8.3327,10.4246,4.11,13.05,8.5526,19.3879,9.9398,8.6,5.72,18.737,3.7921
2018/5/22,11.3408,8.4024,10.5533,4.15,12.99,8.5923,19.4662,9.9101,8.6,5.72,18.8169,3.7447
2018/5/23,11.1949,8.3128,10.5236,4.11,12.82,8.5327,19.3167,9.7516,8.47,5.69,18.8569,3.7258
2018/5/24,10.9656,8.3427,10.6721,4.06,12.92,8.5029,19.4875,9.7317,8.55,5.65,18.8869,3.6878
2018/5/25,11.2088,8.4223,11.0186,4.08,12.87,8.5526,19.6444,9.5633,8.52,5.73,19.3166,3.6784
2018/5/28,11.1671,8.1336,10.3355,4.04,12.4,8.3142,19.0028,9.6029,8.6,5.46,17.9175,3.612
2018/5/29,10.9725,8.1436,10.3751,3.94,12.06,8.3142,19.1311,9.4443,8.5,5.43,17.5078,3.6215
2018/5/30,11.1115,8.6015,11.3453,4.16,11.85,8.6916,20.3785,9.3849,8.27,5.97,19.2566,3.6404
2018/5/31,11.1115,8.4522,11.2859,4.07,11.95,8.6022,20.2075,9.5831,8.07,6.07,20.066,3.5551
2018/6/1,11.0721,8.3228,11.3651,3.98,11.74,8.5029,19.958,9.5533,7.92,6.01,20.6057,3.4888
2018/6/4,11.0918,8.1635,11.1077,3.74,11.8,8.334,19.4662,9.5335,8.01,5.78,20.0261,3.4698
2018/6/5,11.1706,8.2133,11.3156,3.76,11.96,8.3837,19.6444,9.4443,8.16,5.79,20.2659,3.5267
2018/6/6,11.3184,8.2929,11.5433,3.77,11.01,8.4532,20.015,9.1669,8.03,5.87,20.9055,3.7542
2018/6/7,11.2297,8.273,11.3948,3.73,10.4,8.4135,20.0792,8.8894,8.09,5.9,20.7456,3.7542
2018/6/8,11.0032,8.0838,11.0087,3.6,10.06,8.2645,19.6515,9.0083,7.97,5.71,20.0461,3.6973
2018/6/11,11.0918,8.2033,11.5235,3.59,9.34,8.3638,19.9794,9.0083,7.94,5.88,21.1753,3.8111
2018/6/12,11.2593,8.1535,11.4146,3.38,9.37,8.2943,19.8796,9.0083,7.81,5.83,21.0154,3.8395
2018/6/13,11.1509,8.1137,11.4641,3.23,8.85,8.2844,19.8724,9.0083,7.43,5.81,21.635,3.7921
2018/6/14,11.0721,8.1037,11.3948,3.15,9.34,8.2645,20.0792,9.0083,6.69,5.74,21.7649,3.7447
2018/6/15,10.5796,7.6856,10.2662,3.04,8.62,7.887,19.1953,9.0083,6.69,5.26,19.9561,3.7542
2018/6/19,9.8999,7.2077,9.5435,2.79,7.9,7.1619,17.9194,9.0083,6.69,5.06,20.0461,3.7637
2018/6/20,9.959,7.0883,9.4346,2.86,8.09,7.0626,17.6414,9.0083,6.69,4.97,19.4365,3.6499
2018/6/21,9.4074,6.9688,8.9297,2.8,8.44,6.9632,17.0783,9.0083,6.69,4.82,17.9975,3.5836
2018/6/22,9.8408,7.0286,9.1673,2.9,8.89,7.003,17.3777,9.0083,6.69,4.94,18.1774,3.6025
2018/6/25,9.9787,6.919,8.9891,2.89,9.13,6.9334,17.285,9.0083,6.69,4.91,18.0075,3.5362
2018/6/26,9.9491,6.8195,8.9891,2.91,8.93,6.8738,17.1282,9.0083,6.69,4.9,17.4379,3.4698
2018/6/27,9.8506,6.8294,9.0782,2.97,9.82,6.9036,17.1924,9.0083,6.69,4.91,17.4279,3.4698
2018/6/28,9.9393,6.7,8.9099,2.89,10.72,6.705,16.836,9.0083,6.69,4.82,16.7883,3.4508
2018/6/29,9.9885,6.8095,9.0386,2.97,10.44,6.7745,17.0498,9.0083,6.69,4.87,16.7783,3.5092
2018/7/2,9.6536,6.6702,8.9297,2.94,10.33,6.6156,16.6293,9.0083,6.69,4.8,16.9382,3.3828
2018/7/3,9.8014,6.7398,9.0386,2.96,10.15,6.6553,16.7077,9.0083,6.69,4.83,16.8083,3.3731
2018/7/4,9.9787,7.1381,9.89,3.09,10,7.0526,17.8125,9.0083,6.69,5.31,18.4871,3.4606
2018/7/5,9.5945,6.919,9.5,2.93,9.36,6.844,17.3207,9.0083,6.69,5.18,19.0368,3.4703
2018/7/6,9.6536,6.9589,9.49,2.9,9.53,6.8341,17.4062,9.0083,6.69,5.18,18.9968,3.4314
2018/7/9,9.7521,6.9887,9.6,2.93,9.75,6.8738,17.4917,9.0083,6.69,5.17,18.8669,3.48
2018/7/10,9.6733,6.939,9.45,2.94,9.8,6.7745,17.2637,9.0083,6.69,5.13,18.687,3.4703
2018/7/11,9.3877,6.8095,9.33,2.83,9.53,6.6752,17.114,9.0083,6.69,5.13,18.8669,3.305
2018/7/12,9.762,6.8593,9.37,2.9,10.02,6.7348,17.171,9.0083,6.69,5.1,18.637,3.3536
2018/7/13,9.6044,6.8294,9.3,2.92,10.08,6.7149,17.0427,9.0083,6.69,5.04,18.2473,3.3147
2018/7/16,9.8014,6.8294,9.35,2.9,10.2,6.6752,16.9999,9.0083,6.69,5.02,17.9675,3.2953
2018/7/17,9.5847,6.8294,9.31,2.93,10.13,6.7248,16.9928,9.0083,6.69,5.01,17.8076,3.2759
2018/7/18,9.6339,6.7697,9.31,2.93,10.1,6.6851,16.8859,9.0083,6.69,4.96,18.0275,3.2175
2018/7/19,9.1611,6.6403,9.08,2.85,10.13,6.5858,16.5437,9.0083,6.69,4.87,17.4179,3.1787
2018/7/20,9.0724,6.71,9.21,2.9,10.09,6.6255,16.7647,9.0083,6.69,4.93,17.6277,3.1884
2018/7/23,9.0724,6.7797,9.36,2.93,10.13,6.705,16.9785,9.0083,6.69,5,17.9675,3.3147
2018/7/24,9.4369,6.8991,9.46,3.01,10.35,6.8242,17.1995,9.0083,6.69,5.07,18.0175,3.4703
2018/7/25,9.3975,6.9887,9.64,3.1,10.38,7.003,17.4704,9.0083,6.69,5.23,18.5971,3.4897
2018/7/26,9.3483,6.939,9.5,3.18,10.42,6.9334,17.285,9.0083,6.69,5.14,18.1973,3.4606
2018/7/27,9.102,6.8494,9.42,3.11,10.42,6.8838,17.0641,9.0083,6.69,5.08,17.6977,3.4508
2018/7/30,9.033,6.8792,9.48,3.04,10.07,6.9136,17.2565,9.0083,6.69,5.12,17.9275,3.4217
2018/7/31,9.0823,6.9489,9.58,3.17,10.25,6.9434,17.4347,9.0083,6.69,5.19,18.1674,3.4411
2018/8/1,8.9739,6.7797,9.44,3.06,10.2,6.7646,17.1639,9.0083,6.69,5.09,17.8876,3.3731
2018/8/2,8.4321,6.5308,8.99,2.96,10.54,6.5957,16.4653,9.0083,6.69,4.87,16.8083,3.2661
2018/8/3,8.7375,6.471,8.76,2.94,10.93,6.5063,15.9593,9.0083,6.69,4.82,15.5992,3.2078
2018/8/6,8.6489,6.3715,8.6,2.9,10.19,6.3772,15.3962,9.0083,6.69,4.74,15.0495,3.1884
2018/8/7,8.7868,6.481,8.91,2.98,10.1,6.5262,15.6884,9.0083,6.69,4.84,15.2694,3.2953
2018/8/8,8.7572,6.6801,9.1,3.13,10.17,6.6659,15.9949,9.0083,6.69,5.08,15.809,3.2953
2018/8/9,8.9641,6.6702,9.13,3.1,10.19,6.6858,16.0662,9.0083,6.69,5.1,15.819,3.3634
2018/8/10,8.7868,6.6702,9.07,3.09,10.1,6.6958,15.9593,9.0083,6.69,5.05,15.749,3.3342
2018/8/13,9.0133,6.7498,9.17,3.14,10.19,6.8555,16.337,9.0083,6.69,5.1,16.0888,3.3147
2018/8/14,8.7966,6.5905,9.04,3.09,10.48,6.8056,16.1517,9.0083,6.69,5.02,15.869,3.2953
2018/8/15,8.4912,6.4412,8.88,3.01,10.18,6.6359,15.888,9.0083,6.69,4.9,15.3993,3.2175
2018/8/16,8.6883,6.3715,8.92,2.97,10.81,6.5761,15.6813,9.0083,6.69,4.86,15.5292,3.1495
2018/8/17,8.4715,6.3416,8.74,2.92,10.6,6.4663,15.3962,9.0083,6.69,4.82,15.0995,3.1398
2018/8/20,8.5996,6.3814,8.79,2.93,10.34,6.5262,15.5886,8.1065,6.69,4.87,15.2494,3.1884
2018/8/21,8.6981,6.4511,8.95,2.98,10.23,6.6659,15.9521,7.2938,6.69,4.94,15.5492,3.2273
2018/8/22,8.5405,6.4014,8.88,2.94,10,6.6459,15.9165,6.5605,6.69,4.89,15.8889,3.2078
2018/8/23,8.5701,6.3914,8.93,2.95,9.93,6.6459,15.8951,5.9064,6.69,4.87,15.799,3.2078
2018/8/24,8.5405,6.3914,8.86,2.94,9.83,6.6459,15.8666,5.3118,6.69,4.87,15.6591,3.2175
2018/8/27,8.7474,6.471,8.99,3,10.13,6.7158,16.1161,4.7767,6.69,4.93,15.859,3.3342
2018/8/28,8.8262,6.5109,9.07,2.97,10.08,6.7457,16.2586,4.41,6.69,4.95,15.9089,3.3342
2018/8/29,8.4912,6.4213,8.88,2.93,9.97,6.6858,16.1018,4.22,6.69,4.87,15.5292,3.3342
2018/8/30,8.2253,6.3615,8.78,2.87,9.91,6.616,15.9949,4.19,6.69,4.81,15.2194,3.2953
2018/8/31,8.2745,6.3615,8.85,2.89,9.68,6.626,16.1089,4.03,6.69,4.64,15.3293,3.305
2018/9/3,8.1465,6.3317,8.74,2.87,9.66,6.596,15.9022,3.96,6.69,4.63,15.2494,3.2759
2018/9/4,8.0086,6.4014,8.78,2.91,9.87,6.6659,15.9307,4.07,6.69,4.66,15.3293,3.305
2018/9/5,7.8608,6.3018,8.66,2.87,9.8,6.5661,15.7882,4.08,6.69,4.59,15.0795,3.2759
2018/9/6,7.8214,6.4412,8.92,2.92,10.02,6.7058,16.2372,3.99,6.69,4.71,16.0988,3.2953
2018/9/7,7.7919,6.5308,9.07,3.09,9.99,6.8156,16.7219,4.39,6.69,4.73,16.4486,3.3439
2018/9/10,7.6047,6.3317,8.72,2.97,9.59,6.6459,16.4012,4.52,6.69,4.6,15.829,3.2564
2018/9/11,7.6047,6.4014,8.75,3,9.4,6.7258,16.6934,4.39,6.69,4.59,15.6991,3.237
2018/9/12,7.6145,6.3516,8.64,2.95,9.35,6.6559,16.5651,4.29,6.69,4.55,15.4592,3.2273
2018/9/13,7.7327,6.4213,8.72,2.94,9.46,6.7158,16.7219,4.26,6.69,4.59,15.5292,3.305
2018/9/14,7.7524,6.4213,8.69,2.89,9.31,6.7357,16.7291,4.07,6.02,4.57,15.5692,3.3536
2018/9/17,7.8411,6.2819,8.29,2.82,9.08,6.5362,15.8381,4.01,5.66,4.45,15.0196,3.305
2018/9/18,7.851,6.3516,8.39,2.87,9.17,6.626,16.0519,4.19,5.6,4.4,15.1794,3.3536
2018/9/19,7.9101,6.4213,8.51,2.89,9.24,6.7158,16.3584,4.11,5.68,4.41,15.5492,3.4508
2018/9/20,7.9298,6.4412,8.51,2.9,9.3,6.7158,16.3798,4.19,5.59,4.33,15.3094,3.4314
2018/9/21,7.9396,6.5208,8.59,2.93,9.35,6.8056,16.7504,4.16,5.62,4.38,15.4493,3.5092
2018/9/25,7.9002,6.5706,8.59,2.94,9.39,6.7856,16.9714,4.18,5.61,4.4,15.859,3.4994
2018/9/26,8.0677,6.5706,8.61,2.93,9.25,6.8355,17.0926,4.16,5.62,4.42,15.829,3.4897
2018/9/27,7.9889,6.491,8.45,2.87,9.22,6.6958,16.893,4.11,5.5,4.32,15.3393,3.4508
2018/9/28,7.979,6.5606,8.43,2.92,9.43,6.7756,16.8716,3.7,5.47,4.34,15.4193,3.4703
2018/10/8,7.9101,6.5308,8.34,2.86,9.05,6.7856,16.9643,4.06,5.21,4.32,15.3094,3.3731
2018/10/9,8.0578,6.7896,8.62,2.92,9.11,7.2147,17.7697,3.9,5.36,4.41,15.6691,3.4897
2018/10/10,8.1071,6.9091,8.74,2.93,9.12,7.4143,18.6037,3.68,5.4,4.42,15.839,3.5869
2018/10/11,7.8017,6.7697,8.49,2.7,8.22,7.5839,18.3827,4.05,4.86,4.47,16.2887,3.4994
2018/10/12,7.8017,6.919,8.7,2.71,8.25,7.7037,18.5752,4.26,5.35,4.53,16.6784,3.548
2018/10/15,7.6835,6.9788,8.95,2.77,7.82,7.8134,18.8745,4.39,5.89,4.64,17.238,3.48
2018/10/16,7.319,6.7,8.85,2.69,8.6,7.6139,18.2901,4.8,6.48,4.5,16.7184,3.2467
2018/10/17,7.0728,6.5109,8.16,2.96,9.46,7.4941,18.2117,4.65,7.13,4.34,15.9589,3.2759
2018/10/18,6.6984,5.9135,7.34,2.8,8.64,7.075,17.4917,4.19,6.8,3.92,14.9696,3.1981
2018/10/19,7.1122,6.0529,7.45,2.7,9.5,7.2646,18.1618,4.01,6.39,3.96,15.1195,3.305
2018/10/22,7.3978,6.2321,7.69,2.81,10.45,7.4542,18.5609,4.23,7.03,4.08,15.4792,3.4022
2018/10/23,7.3781,6.4213,7.92,3.09,11.06,7.9232,19.181,4.65,7.73,4.22,15.9889,3.3828
2018/10/24,7.5554,6.3914,7.95,3.4,10.47,7.9731,19.0741,4.81,7.98,4.18,15.829,3.412
2018/10/25,7.9495,6.6702,8.09,3.74,10.5,8.1028,19.2594,5.29,7.86,4.32,16.0388,3.4606
2018/10/26,7.9101,6.5308,7.91,3.5,10.58,8.003,19.1026,5,7.45,4.24,15.5692,3.4508
2018/10/29,7.9298,6.3914,7.91,3.42,10.13,8.013,19.1454,4.95,7.02,4.13,15.2694,3.3245
2018/10/30,7.8707,6.3416,7.74,3.43,10.05,7.8833,18.8532,4.76,7.07,4.08,15.4393,3.3147
2018/10/31,7.979,6.4312,7.78,3.42,10.05,7.8833,18.7462,4.81,7.02,4.11,15.4692,3.3245
2018/11/1,7.9396,6.8294,8.13,3.76,10.79,8.2026,19.5303,5.21,7.72,4.34,16.1688,3.4022
2018/11/2,8.4321,6.8494,8.17,3.7,10.52,8.0829,19.4519,5.17,7.99,4.34,16.1787,3.4411
2018/11/5,8.4518,6.8095,8.17,3.69,10.54,7.9332,19.0314,5.38,8.18,4.38,16.1887,3.4508
2018/11/6,8.5504,6.8892,8.2,3.61,10.33,7.9232,19.0171,5.64,8.15,4.42,16.0189,3.4508
2018/11/7,8.6686,7.1082,8.25,3.74,10.73,8.023,19.2309,5.96,8.48,4.5,16.6184,3.4606
2018/11/8,8.6587,6.8693,8.07,3.61,10.41,7.7636,18.732,6.56,8.25,4.34,16.0688,3.3828
2018/11/9,8.6784,6.6403,7.85,3.37,10.15,7.4542,18.0691,6.12,7.7,4.21,15.5892,3.3245
2018/11/12,8.5405,6.7,7.9,3.43,10.52,7.4542,17.9337,5.97,7.78,4.25,15.6791,3.3439
2018/11/13,8.5504,6.8494,8.11,3.61,10.73,7.4542,18.2117,6.4,8.19,4.35,15.9589,3.3634
2018/11/14,8.373,6.8394,8.12,3.52,10.61,7.4542,18.2473,6.18,7.96,4.35,16.0488,3.3439
2018/11/15,8.5602,6.929,8.22,3.55,10.76,7.4542,18.397,6.16,8.03,4.4,16.1288,3.3828
2018/11/16,8.5799,6.939,8.25,3.66,10.96,7.4542,18.5395,6.25,8.09,4.41,16.1887,3.3634
2018/11/19,8.4814,6.9788,8.26,3.63,11.3,7.4542,18.3899,6.13,7.84,4.41,16.1688,3.3731
2018/11/20,8.4617,7.2177,8.48,3.99,11.24,7.4542,19.0314,6.31,8.62,4.71,16.6384,3.4411
2018/11/21,8.2745,7.0485,8.28,4.05,11.45,7.4542,18.8104,5.89,8.47,4.6,16.1787,3.4314
2018/11/22,8.2154,7.0086,8.35,3.9,11.01,7.4542,18.8674,5.67,8.42,4.65,16.1188,3.412
2018/11/23,7.9396,6.7498,8,3.66,10.42,7.4542,18.2758,5.6,8.13,4.44,15.4992,3.2953
2018/11/26,7.7722,6.6303,7.89,3.42,10.45,7.5939,18.233,5.19,7.71,4.34,15.5392,3.2467
2018/11/27,7.9495,6.6702,7.91,3.43,10.65,7.6438,18.4041,5.29,7.56,4.36,15.6591,3.2467
2018/11/28,7.8608,6.6403,7.88,3.41,10.58,7.544,18.3257,5.23,7.45,4.33,15.4592,3.2467
2018/11/29,8.1957,6.929,8.06,3.75,11.18,7.8434,19.345,5.6,8.2,4.5,15.799,3.2856
2018/11/30,8.0677,6.8991,7.96,3.71,10.7,7.8035,19.2808,5.33,7.85,4.42,15.4892,3.2953
2018/12/3,8.2253,7.0783,8.17,4.01,10.99,7.9232,19.5089,5.45,8.19,4.56,15.7291,3.3439
2018/12/4,8.3927,7.158,8.29,3.95,10.9,8.0829,19.9794,5.41,8.27,4.58,15.829,3.3439
2018/12/5,8.3336,7.0684,8.23,4.01,10.66,8.003,20.0079,5.29,8.34,4.52,15.869,3.3147
2018/12/6,8.3336,7.0584,8.31,4.11,10.69,8.013,20.129,5.21,8.65,4.5,15.769,3.305
2018/12/7,8.5504,7.2077,8.33,3.95,10.44,8.033,20.0221,5.01,8.4,4.47,15.5592,3.305
2018/12/10,8.9739,7.367,8.4,4.01,10.43,8.1228,20.5139,4.94,8.49,4.52,15.6691,3.3634
2018/12/11,9.4369,7.4566,8.5,3.99,10.47,8.4621,21.077,4.95,8.48,4.56,15.6791,3.3828
2018/12/12,9.2891,7.367,8.45,3.95,10.48,8.4621,21.1911,4.85,8.39,4.49,15.4692,3.3342
2018/12/13,9.3483,7.2774,8.4,3.94,10.41,8.4122,21.0272,4.99,8.36,4.49,15.4992,3.3342
2018/12/14,9.0133,7.1679,8.12,3.86,10.1,8.2126,20.3714,4.7,7.91,4.35,15.3193,3.2856
2018/12/17,9.0527,7.1381,8.09,3.74,9.91,8.1727,20.5638,4.67,7.82,4.31,15.2494,3.3147
2018/12/18,9.2103,7.2874,8.18,3.96,10.1,8.2425,21.0272,4.8,8.14,4.37,15.4193,3.3245
2018/12/19,9.1906,7.3471,8.28,3.92,9.85,8.1328,20.7563,4.72,7.97,4.31,15.2694,3.3245
2018/12/20,9.2202,7.2675,8.26,3.86,9.95,8.0929,20.8703,4.63,7.85,4.24,15.1495,3.2759
2018/12/21,9.1118,7.2575,8.31,3.89,10.04,8.1028,21.1341,4.56,7.79,4.24,15.1195,3.2856
2018/12/24,9.3286,7.4069,8.41,3.89,9.92,8.2525,21.1626,4.48,7.82,4.24,15.1195,3.2953
2018/12/25,9.2694,7.4168,8.41,3.95,9.93,8.3423,21.298,4.3,8.05,4.1,15.1395,3.2953
2018/12/26,9.7817,7.6757,8.51,3.99,9.99,8.5419,21.6687,4.38,8.08,4.09,15.2194,3.2759
2018/12/27,9.7817,7.5861,8.26,3.82,9.48,8.3822,21.2838,4.13,7.95,3.98,14.8896,3.2273
2018/12/28,10.0378,7.815,8.38,3.78,9.62,8.5619,21.5617,4.15,7.96,3.99,14.8597,3.2467
2019/1/2,9.9196,7.8847,8.15,3.67,9.7,8.5619,21.7399,4.07,7.9,3.9,14.0003,2.9259
2019/1/3,10.2841,8.2033,8.69,3.9,10.38,8.7415,22.1605,4.33,8.53,4.11,14.38,2.9648
2019/1/4,10.353,8.1635,8.83,3.84,10.31,8.6816,22.1248,4.43,8.51,4.14,14.38,2.994
2019/1/7,10.2053,8.1336,8.95,3.84,10.38,8.5918,22.0251,4.42,8.6,4.16,14.39,2.994
2019/1/8,9.7915,7.7752,8.71,3.73,10.11,8.1926,20.8062,4.28,8.27,4.08,14.1202,2.9551
2019/1/9,9.8211,7.8847,8.79,3.84,10.11,8.3024,21.02,4.44,8.63,4.12,14.2001,2.9745
2019/1/10,10.1068,8.044,8.93,3.88,10.25,8.4321,21.7257,4.5,9.04,4.13,14.2301,2.9842
2019/1/11,10.0476,7.9544,8.9,3.82,10.12,8.3723,21.7043,4.47,9.06,4.11,13.9703,2.9648
2019/1/14,9.9885,7.9046,8.89,3.84,10.12,8.3224,21.6188,4.73,9.05,4.14,13.9603,2.9648
2019/1/15,10.1363,7.8449,8.85,3.83,10.1,8.3024,21.6687,5,9.14,4.13,13.9303,2.9648
2019/1/16,9.9196,7.7553,8.69,3.78,10.19,8.1727,21.2552,4.89,9.06,4.1,13.8903,2.9065
2019/1/17,9.8802,7.815,8.71,3.81,10.09,8.2226,21.241,4.86,9.02,4.14,14.34,2.9162
2019/1/18,9.8506,7.7254,8.62,3.75,9.88,8.2226,21.0414,4.82,8.7,4.13,14.2701,2.9454
2019/1/21,9.565,7.7155,8.58,3.68,10.04,8.2026,21.0058,4.79,8.7,4.1,14.2801,2.9259
2019/1/22,9.5945,7.7553,8.59,3.65,9.95,8.2825,21.3123,4.82,8.67,4.04,14.1002,2.8968
2019/1/23,9.5256,7.7254,8.5,3.61,10.14,8.2126,21.241,4.74,8.53,4.03,13.9403,2.8968
2019/1/24,9.3975,7.6458,8.51,3.55,9.85,8.1727,21.0699,4.67,8.47,4.01,13.8504,2.887
2019/1/25,9.368,7.6856,8.47,3.44,9.77,8.1627,21.2125,4.59,8.61,4.02,13.7604,2.8968
2019/1/28,9.9787,7.9445,8.52,3.47,9.69,8.3423,21.9324,4.6,8.75,4.05,13.8204,2.9065
2019/1/29,9.9393,7.9345,7.9,3.12,9.23,8.2725,21.9466,4.14,7.9,3.92,13.2508,2.8676
2019/1/30,10.1166,8.0042,8,3.04,8.88,8.2924,22.2745,3.94,7.35,3.93,13.1209,2.887
2019/1/31,9.9885,7.5661,7.74,2.86,8.1,7.9132,21.8682,3.55,6.62,3.78,12.5613,2.8968
2019/2/1,10.1954,7.7354,7.86,2.95,8.18,8.043,22.0251,3.74,6.7,3.84,12.7611,2.9259
2019/2/11,10.1265,7.7553,8,3.05,8.58,8.0929,21.9538,3.92,6.87,3.91,13.1309,2.9648
2019/2/12,10.4811,7.9743,8.13,3.19,9.1,8.2725,22.3672,4.05,7.56,3.98,13.3407,2.994
2019/2/13,10.5205,8.1237,8.25,3.28,9.58,8.4122,22.4599,4.1,7.66,4.04,13.4007,3.1106
2019/2/14,10.4417,8.044,8.2,3.26,9.43,8.4022,22.2389,4.12,7.68,4.03,13.4107,3.0815
2019/2/15,10.7569,8.1237,8.41,3.23,10.01,8.4122,22.5169,4.14,7.79,4.03,13.5006,3.1592
2019/2/18,11.0623,8.2431,8.59,3.34,10.28,8.5519,22.9517,4.28,7.96,4.12,13.7305,3.305
2019/2/19,11.0426,8.273,8.76,3.47,10.38,8.6317,23.3865,4.52,8.49,4.21,14.2601,3.2953
2019/2/20,11.0229,8.263,8.82,3.49,10.22,8.6018,23.7714,4.44,8.26,4.18,14.1202,3.412
2019/2/21,11.1214,8.4223,8.99,3.6,10.23,8.6417,24.2917,4.59,8.7,4.36,14.8896,3.3925
2019/2/22,10.8653,8.2929,8.91,3.53,10.14,8.5419,23.6146,4.54,8.55,4.32,14.7098,3.3828
2019/2/25,11.1509,8.5916,9.31,3.68,10.44,8.8812,24.2276,4.8,8.89,4.5,15.2894,3.6355
2019/2/26,10.6288,8.482,9.35,3.71,10.2,8.8313,23.6716,4.79,9.19,4.44,15.1395,3.5869
2019/2/27,10.747,8.3924,9.52,3.73,10.09,8.7614,23.4791,4.94,8.74,4.43,15.0695,3.5286
2019/2/28,10.5303,8.3427,9.57,3.65,9.93,8.6716,23.2368,4.79,8.86,4.42,14.8597,3.48
2019/3/1,10.5894,8.3028,10,3.63,10.21,8.6417,23.1156,4.72,8.74,4.38,14.7897,3.5286
2019/3/4,10.816,8.4721,10,3.92,10.36,8.8512,23.4863,4.85,9.61,4.48,15.1095,3.5286
2019/3/5,10.6288,8.3725,10.07,3.88,10.37,8.7814,23.1156,4.94,9.84,4.5,15.0995,3.5092
2019/3/6,10.9539,8.7309,10.35,3.99,11.06,9.0608,23.5433,5.13,10.65,4.67,15.6491,3.5966
2019/3/7,10.8357,8.721,10.31,4.39,11.15,9.0708,23.3437,5.5,11.51,4.78,16.0388,3.6647
2019/3/8,10.3038,8.4024,9.8,3.95,10.08,8.6716,22.7378,4.95,10.36,4.47,14.8896,3.4508
2019/3/11,10.6584,8.4323,9.9,4.03,10.4,8.7315,22.802,5.08,10.34,4.54,15.0995,3.5092
2019/3/12,10.6879,8.482,9.94,4.06,10.83,8.7515,22.9517,5.14,10.53,4.6,15.3293,3.4994
2019/3/13,10.5599,8.3825,9.75,3.9,10.91,8.6118,22.9517,5.05,10.07,4.43,14.9496,3.4606
2019/3/14,10.3136,8.0938,9.53,3.71,10.14,8.3423,22.0536,4.79,9.59,4.3,14.4599,3.3536
2019/3/15,10.2447,8.1137,9.6,3.74,10.42,8.3723,21.7399,4.83,9.72,4.35,14.5499,3.3828
2019/3/18,10.4909,8.2232,9.85,3.83,10.68,8.5219,22.0749,4.92,10.05,4.41,14.7797,3.4606
2019/3/19,10.5106,8.2431,9.94,3.91,10.58,8.5519,22.1676,4.97,10.48,4.45,15.0295,3.4508
2019/3/20,10.4614,8.1635,9.81,3.84,10.75,8.4321,21.8326,4.86,10.09,4.39,14.9996,3.4411
2019/3/21,10.8554,8.4422,10.12,3.97,10.95,8.6716,22.9445,5.09,10.53,4.56,15.2994,3.5383
2019/3/22,11.0623,8.4223,10.02,3.99,11.15,8.5519,22.8091,4.97,10.16,4.53,14.9896,3.4897
2019/3/25,10.9638,8.6911,10.2,4.01,10.84,8.7115,23.1085,4.82,10.28,4.57,15.2894,3.4217
2019/3/26,10.8258,8.7708,9.9,3.85,10.26,8.8413,23.4079,4.57,9.83,4.51,14.9596,3.4022
2019/3/27,11.013,8.7508,9.72,3.77,10.28,8.7714,23.1085,4.53,9.67,4.41,14.5998,3.3731
2019/3/28,10.7372,8.5916,9.6,3.7,9.82,8.5918,22.5454,4.39,9.75,4.37,14.33,3.3536
2019/3/29,10.7273,8.4721,9.64,3.74,9.75,8.5319,22.1534,4.5,9.72,4.38,14.41,3.412
2019/4/1,11.2002,8.6214,9.9,3.86,10.73,8.6916,22.4028,4.66,10.01,4.47,14.7098,3.548
2019/4/2,11.1706,8.7907,10.05,3.94,10.96,8.7515,22.7378,4.73,10.4,4.53,14.8996,3.5578
2019/4/3,11.0032,8.7907,10.05,3.93,10.75,8.7415,22.5953,4.91,10.3,4.52,14.8397,3.5966
2019/4/4,10.9638,8.8902,10.13,3.99,10.58,8.8213,22.7022,4.92,10.31,4.56,14.8996,3.6258
2019/4/8,10.9441,8.8006,10.16,3.97,10.35,8.7814,22.5454,4.88,10.07,4.52,15.0295,3.6453
2019/4/9,10.8357,8.7011,10.39,3.98,10.92,8.7115,22.0892,4.92,9.99,4.55,15.0096,3.5869
2019/4/10,10.9539,8.9201,11.43,4.14,11.06,8.8912,22.41,4.92,10.19,4.71,15.3693,3.5772
2019/4/11,10.5008,8.5916,11.2,4.24,10.6,8.6417,21.9253,4.92,9.56,4.52,14.8896,3.5092
2019/4/12,10.0279,8.3924,10.7,4.22,10.76,8.4521,21.519,4.67,9.5,4.4,14.5399,3.4508
2019/4/15,9.9688,8.3725,10.76,4.27,10.52,8.4321,21.3265,4.44,9.54,4.4,14.5399,3.4217
2019/4/16,10.0673,8.4621,10.89,4.29,10.78,8.5219,21.5261,4.22,9.61,4.4,14.6498,3.5286
2019/4/17,10.1757,8.4522,10.68,4.2,10.42,8.492,21.4976,4.01,9.68,4.4,14.7198,3.4897
2019/4/18,10.1166,8.3427,10.44,4.19,10.08,8.3822,21.3051,3.81,9.4,4.4,14.4899,3.4606
2019/4/19,10.1462,8.3825,10.54,4.25,10.1,8.4222,21.3194,3.62,9.45,4.4,14.5499,3.4703
2019/4/22,10.1265,8.4323,10.68,4.19,10.01,8.4721,21.7043,3.52,9.67,4.4,14.6998,3.4411
2019/4/23,9.9885,8.1237,10.13,3.98,9.8,8.2326,21.1768,3.35,9.11,4.22,14.1402,3.3731
2019/4/24,10.0575,8.1137,10.23,4.05,9.59,8.2425,21.0272,3.31,9.12,4.22,14.1701,3.3925
2019/4/25,9.7718,7.9843,10,4.02,9.59,8.0929,20.849,3.24,8.9,4.11,13.8803,3.2953
