ÈÕÆÚ,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH
2016/12/8,11.2093,11.93,14.51,15.0617,13.51,10.5296,14.11,19.9469,33.972,14.6178,,,12.867,56.02,10.7231,17.7038,17.7439,20.0399,7.2948,8.0043,11.1477,29.1942,19.6543,3.8653
2016/12/9,11.0665,11.95,14.44,14.9589,13.84,10.4799,14.02,19.7838,33.7515,14.3087,,,12.8868,55.78,10.7231,17.5059,17.4485,20.0697,7.2751,8.0335,11.1477,28.8088,19.2786,3.8749
2016/12/12,10.302,12.55,13.54,13.8771,12.9,9.8144,13,19.0921,31.7578,13.5095,,,12.5592,51.09,10.7231,16.3382,15.8591,19.1965,6.8321,7.5856,11.1477,25.9294,18.5817,3.7221
2016/12/13,10.3663,12.46,13.8,13.5981,13.05,9.8343,12.96,18.9616,31.3432,13.5679,,,12.7578,49.21,10.7231,16.3481,16.0419,18.4874,6.8518,7.6342,11.1477,26.2026,18.9846,3.7508
2016/12/14,10.2163,12.3,13.68,13.559,13.35,9.6455,12.71,18.531,30.8668,14.6003,,,12.4599,46.19,10.7231,16.3382,15.8169,17.45,6.9306,7.5953,11.1477,26.3847,19.2242,3.7126
2016/12/15,10.302,12.4,13.87,13.559,13.34,9.7051,12.77,18.6158,30.9903,14.0578,,,12.5294,46.74,10.1495,16.5361,15.8943,17.5545,6.901,7.5758,11.1477,26.665,20.2695,3.7412
2016/12/16,10.3663,12.57,13.92,13.5883,13.7,9.7349,12.79,18.6354,31.0344,13.9645,,,12.4401,45.81,10.5319,16.5163,16.0279,17.3903,6.9109,7.6148,11.1477,27.2325,20.0681,3.7317
2016/12/19,10.4378,12.62,13.69,13.4023,13.54,9.7449,12.82,18.3417,30.4875,13.9995,,,12.6585,45.55,10.7996,16.3679,16.0419,17.4575,6.9109,7.5953,11.1477,28.0172,19.932,3.6744
2016/12/20,10.8378,12.47,13.6,13.2701,13.98,10.023,12.85,18.42,30.5933,13.6203,,,12.5989,45.93,10.8379,16.5064,16.1615,17.6739,6.9109,7.6342,11.1477,27.4216,20.9337,3.6744
2016/12/21,10.8807,12.52,13.69,13.8037,13.83,10.0627,12.93,18.4722,30.6551,13.7953,,,12.6783,46.19,10.7461,16.6449,16.5202,17.7485,6.9109,7.6635,11.1477,28.0242,20.9011,3.684
2016/12/22,10.8807,12.39,13.49,13.7939,13.3,10.0131,12.96,18.3548,30.2846,13.5212,,,12.5791,45.5,10.8914,16.4569,16.3022,17.4649,6.9109,7.6245,11.1477,27.87,20.324,3.6649
2016/12/23,10.5735,12.23,13.19,13.5981,13.08,9.8641,13,17.761,29.376,13.5037,,,12.4401,42.66,10.7537,16.358,16.0068,17.1291,6.9109,7.5758,11.1477,26.3847,20.7214,3.684
2016/12/26,10.5235,12.14,13.18,13.6666,13.29,9.7647,12.89,18.0416,29.5524,13.107,,,12.4301,43.34,10.7002,16.3382,16.2881,16.3454,6.9109,7.5077,11.1477,26.707,20.9882,3.6553
2016/12/27,10.4235,12.19,13.15,13.7547,13.03,9.7747,12.89,18.0612,29.0496,13.3695,,,12.4202,43.34,10.6466,16.3679,16.2318,16.6365,6.9109,7.459,11.1477,26.4758,20.6016,3.6267
2016/12/28,10.3663,12.12,13.14,13.8037,12.99,9.7846,12.87,18.022,29.0055,13.3929,,,12.311,42.42,10.4325,16.7241,16.3373,16.3304,6.9109,7.4784,11.1477,26.2797,19.8666,3.6076
2016/12/29,10.2592,12.04,13.2,13.7303,13.55,9.7747,12.73,17.5392,28.7937,13.6203,,,12.1919,42.02,10.2183,16.5658,16.3022,16.226,6.9109,7.459,11.1477,25.9294,19.0826,3.5694
2016/12/30,10.3806,12.14,13.12,13.7303,13.55,9.725,12.67,17.2977,28.6261,13.4979,,,12.1819,42.49,10.1954,16.358,16.1052,16.4349,6.9109,7.4492,11.1477,25.5861,19.148,3.5504
2017/1/3,10.5021,12.35,13.41,13.8722,13.68,9.8144,12.88,17.3173,28.5644,13.5212,,,12.3408,42.48,10.2489,16.6845,16.2811,16.4499,6.9109,7.5271,11.1477,26.0905,19.6162,3.579
2017/1/4,10.5664,12.46,13.54,14.0142,13.88,9.9733,12.97,18.4461,30.8315,13.5795,,,12.45,44.61,10.2183,16.922,16.6679,16.7559,6.9109,7.5856,11.1477,26.5179,20.0953,3.6267
2017/1/5,10.5164,12.41,13.73,13.8282,14.19,9.9535,13.38,18.3678,30.6639,13.9587,,,12.4202,44.37,10.1418,17.7137,16.6819,16.6738,6.9109,7.605,11.1477,26.1045,19.9483,3.6267
2017/1/6,10.352,12.39,13.62,13.7596,14.19,9.874,13.12,17.8719,30.1964,13.527,,,12.3507,43.97,10.0042,17.9116,16.4006,16.4275,6.9109,7.5953,11.1477,24.5141,19.344,3.5981
2017/1/9,10.5021,12.42,13.65,13.4464,13.52,9.9833,13.18,18.0873,31.1579,13.317,,,12.3706,44.35,10.0271,18.2283,16.5905,16.5394,6.9109,7.644,11.1477,24.0097,19.932,3.6172
2017/1/10,10.5449,12.41,13.9,13.6617,13.43,10.0031,13.34,17.7871,30.7698,13.4745,,,12.4103,43.86,10.0501,18.2382,16.7874,16.6066,6.9109,7.6829,11.1477,23.8906,20.4165,3.6553
2017/1/11,10.6878,12.26,13.81,14.489,13.16,10.0528,13.18,17.8785,30.708,13.2704,,,12.3606,43.68,9.8512,18.2778,16.5483,16.6962,7.0782,7.7219,11.1477,22.8187,20.4873,3.789
2017/1/12,10.3592,11.86,13.48,14.6848,13.15,9.8343,13.19,18.0351,30.4787,13.3695,,,12.1224,42.97,9.5912,17.8028,16.1193,16.3603,6.9207,7.5953,11.1477,22.3002,21.3366,3.7126
2017/1/13,10.1377,11.52,13.22,14.8267,12.86,9.4667,13.03,17.6892,29.57,12.6929,,,11.9834,40.89,8.9257,17.7533,15.6411,15.7184,6.6943,7.42,11.1477,21.0111,20.9664,3.7412
2017/1/16,9.509,11.15,12.96,14.6799,12.19,8.8508,12.22,16.6909,28.8555,11.9521,,,12.0926,38.01,8.2068,18.0601,14.8675,14.6661,6.3301,7.1571,11.1477,19.2176,20.1661,3.808
2017/1/17,9.6019,11.21,12.88,14.6946,12.14,8.8906,12.37,16.841,29.2436,12.1446,,,11.9834,38.49,8.2374,18.347,15.0433,14.8377,6.4482,7.1863,11.1477,20.2404,21.2767,3.8176
2017/1/18,9.5662,11.3,12.93,14.4939,12.12,8.8508,12.54,16.7823,29.1642,12.2029,,,11.9139,38.28,8.0309,19.1486,15.0503,14.8377,6.399,7.2739,11.1477,19.8831,21.3257,3.7317
2017/1/19,9.7733,11.26,13,14.2981,12.13,8.9601,12.36,16.6648,29.2877,11.8354,5.9743,,11.8444,38.59,7.8779,19.1684,14.9026,14.6735,6.2907,7.2642,11.1477,19.9882,20.471,3.7508
2017/1/20,9.8948,11.37,13.04,14.2198,12.38,9.0197,12.45,16.8671,29.9317,11.8996,6.5703,,11.9337,39.21,7.985,19.1189,15.0925,14.7556,6.3694,7.2642,11.1477,20.4436,20.5363,3.7412
2017/1/23,9.9305,11.54,13.47,14.2932,12.53,9.1488,12.82,16.8997,30.0111,12.2087,7.2281,,12.0429,39.9,8.1915,19.0398,15.62,14.9124,6.5073,7.3908,11.1477,20.5767,20.9991,3.8367
2017/1/24,9.8234,11.45,13.45,14.5624,12.37,9.0892,12.98,16.9258,30.0729,12.1037,7.9512,,11.9933,39.35,8.1456,18.8616,15.6059,14.7705,6.4777,7.3908,11.1477,20.1003,20.3675,3.8558
2017/1/25,9.8948,11.58,13.63,14.3226,12.18,9.2382,12.87,16.854,30.1258,11.9229,8.7471,,12.0529,40.09,8.2221,19.3564,15.6551,14.9497,6.458,7.4395,11.1477,20.3525,20.4383,3.8653
2017/1/26,10.2734,11.97,14.18,14.2932,12.55,9.6058,13.18,17.0433,30.5492,11.9462,9.6229,,12.4103,44.1,8.811,19.5049,16.056,16.3081,6.6549,7.6148,11.1477,20.3525,20.9664,3.9417
2017/2/3,10.1091,11.98,13.81,14.1463,12.56,9.4071,13.03,16.8932,30.1258,12.3021,10.5859,,12.3309,45.14,8.834,19.0299,15.9505,15.9871,6.5959,7.5271,11.1477,20.4296,21.2332,3.8749
2017/2/6,10.2091,12,13.8,14.1855,12.56,9.4468,13.17,17.0302,30.2758,12.5004,11.6434,,12.311,45.13,8.7728,19.0694,15.9083,16.017,6.5959,7.5174,11.1477,22.4754,21.2386,3.8749
2017/2/7,10.2592,12.04,13.81,14.1121,12.64,9.5064,13.16,16.7888,29.5348,13.1712,12.8063,,12.3706,45.42,8.834,19.0892,15.9857,16.2409,6.6057,7.5661,11.1477,24.7243,22.4092,3.913
2017/2/8,10.2592,12.05,13.9,14.2442,12.97,9.5859,13.27,17.0433,29.6671,13.0487,14.0855,,12.3706,45.31,8.9716,19.5445,16.0138,16.4648,6.5959,7.5953,11.1477,27.1974,22.5888,3.9226
2017/2/9,10.2734,12.15,13.87,14.2296,13.08,9.6356,13.37,17.5,30.3199,13.072,15.4955,,12.4301,45.61,9.1628,19.5445,16.1123,16.4648,6.6451,7.5758,11.1477,27.9331,22.4364,3.913
2017/2/10,10.3878,12.15,14.15,14.2002,12.95,9.7449,13.26,17.487,30.4787,12.7745,17.0436,,12.4698,45.77,9.0864,19.6533,16.1404,16.5096,6.7238,7.6927,11.1477,26.9452,22.518,3.9607
2017/2/13,10.4235,12.31,14.35,14.5771,13.46,9.8243,13.3,17.6305,30.4787,12.9379,18.7479,,12.5393,47.29,9.2011,20.3361,16.3303,16.726,6.7632,7.9848,11.1477,26.9312,23.4,4.2375
2017/2/14,10.3806,12.29,14.81,14.347,13.5,9.8541,13.17,17.6566,30.7257,13.0662,20.6231,,12.5493,47.8,9.0328,20.1877,16.3795,17.047,6.7435,7.9945,11.1477,28.4936,23.0407,4.3043
2017/2/15,10.102,12.04,14.42,14.2051,13.3,9.6058,13,17.2129,30.2405,12.8037,21.4008,,12.3507,46.31,8.9334,19.5049,15.9998,16.6514,6.6155,7.8193,11.1477,27.9681,22.3057,4.123
2017/2/16,10.3878,12.56,14.66,14.21,13.6,9.9435,13.34,17.3499,30.5933,12.9262,21.041,,12.8868,48.84,9.8283,19.7919,16.4288,17.3828,6.8617,8.1211,11.1477,28.1433,24.5379,4.5334
2017/2/17,10.1591,12.37,14.32,13.9897,13.3,9.7548,13.08,17.0628,30.0729,12.8795,18.9369,,12.6684,47.88,9.9889,20.0887,16.1052,17.1962,6.6845,7.9166,11.1477,28.0312,23.694,4.4857
2017/2/20,10.2234,12.49,14.49,14.0876,13.06,9.8442,13.25,17.1803,30.2846,12.8037,17.6832,,12.7379,47.94,9.9659,20.0788,16.274,17.4276,6.7731,8.0237,11.1477,28.8158,24.6359,4.5143
2017/2/21,10.2234,12.48,14.61,13.9554,13.29,10.5296,13.6,17.5392,30.6727,12.8562,18.3046,,12.8074,47.93,10.0271,19.8017,16.9562,17.8306,7.0389,8.1406,11.1477,29.9648,27.1022,4.772
2017/2/22,10.2234,12.43,14.64,14.1219,13.19,10.4799,13.52,17.9176,31.9254,12.7862,18.7988,,12.8074,47.84,10.0118,19.8215,17.0969,18.1964,7.0093,8.0724,11.1477,26.9733,28.0006,4.772
2017/2/23,10.2234,12.49,14.89,14.2393,13.64,10.6587,13.89,18.8507,33.2045,13.0195,20.6776,,12.8074,47.99,10.0807,20.3262,17.9338,18.7263,7.7083,8.3353,11.1477,25.4529,30.799,5.2492
2017/2/24,10.2234,12.49,14.49,14.6995,13.52,10.5793,13.85,18.6876,32.5782,13.0545,20.2779,,12.728,46.66,9.813,20.0096,17.5259,18.3083,7.5409,8.1211,11.1477,25.1026,29.7155,5.0106
2017/2/27,10.2234,12.51,14.28,14.6016,13.22,10.5991,13.54,18.6549,32.146,12.967,19.889,,12.6883,45.21,9.66,19.8314,17.0758,17.9053,7.6985,7.9653,11.1477,25.3128,30.3961,4.9438
2017/2/28,11.2451,12.61,14.42,14.7288,13.41,10.8177,13.7,18.7267,32.2518,12.8095,20.3542,,12.7876,45.46,9.8206,19.9007,17.2868,18.2859,7.7083,8.0627,11.1477,24.9625,31.877,5.0488
2017/3/1,11.2451,12.91,14.6,15.0323,13.98,10.7879,13.97,18.6354,32.4723,12.7862,19.4856,,12.8273,46.24,10.0501,21.8898,17.6454,18.5546,7.5705,8.0919,11.1477,25.0606,31.5884,4.9629
2017/3/2,11.3451,12.86,14.67,15.233,13.77,10.8177,14.54,18.9551,32.8164,12.6171,19.8054,,12.8769,47.05,10.1724,23.6513,18.0674,18.3083,7.5409,8.1503,11.1477,24.7874,32.563,4.982
2017/3/3,11.6666,12.93,14.37,14.6848,13.4,11.0462,14.4,20.7234,34.1837,12.2029,20.8012,,12.7975,47.2,10.1648,23.7403,18.623,18.2262,7.2456,7.9945,11.1477,24.5351,30.9242,4.7147
2017/3/6,11.4665,13.25,14.39,14.8904,13.35,10.917,14.16,21.4411,34.0955,12.1854,21.1682,7.8562,12.8571,47.18,10.203,23.8096,18.6933,18.3307,7.3342,8.0335,11.1477,24.8644,30.5921,4.7624
2017/3/7,11.2594,13.12,14.02,14.6799,13.05,10.5395,14.06,21.6369,33.6103,12.2437,20.9829,8.6405,12.7379,46.47,10.1724,22.9783,18.201,17.9948,7.3047,7.9653,11.1477,25.6491,28.839,4.6288
2017/3/8,11.4808,12.96,13.85,14.6897,12.69,10.7779,14,22.2894,33.7162,12.1621,21.9858,9.5037,12.6188,45.98,10.0271,23.1664,18.0815,17.9351,7.285,8.014,11.1477,25.3759,29.0404,4.6575
2017/3/9,11.0093,12.68,13.54,14.3617,12.7,10.47,13.98,22.2959,33.1075,11.9346,20.7139,10.4545,12.5393,44.94,9.813,22.82,17.6454,17.3977,7.2554,7.8777,11.1477,24.5211,29.2256,4.6861
2017/3/10,10.9307,12.7,13.61,14.3666,12.33,10.3806,13.82,24.4556,34.8101,12.0221,20.3505,11.5017,12.5592,44.81,9.8894,22.721,17.765,17.3679,7.157,7.829,11.1477,24.4931,29.6393,4.6384
2017/3/13,11.0593,13.1,13.83,14.5575,12.63,10.5395,14.12,24.5992,34.9689,12.5354,20.6086,12.6541,12.728,46.8,10.2566,23.1367,17.8775,17.9426,7.3047,7.8972,11.1477,24.8224,30.1293,4.6861
2017/3/14,10.845,13.03,13.67,14.4841,12.6,10.4005,14.08,23.9467,34.6689,12.5354,21.1137,13.9204,12.728,46.38,10.2872,23.3049,17.5259,17.7485,7.2751,7.8874,11.1477,24.8434,29.574,4.7052
2017/3/15,10.895,13.37,13.81,14.3813,12.61,10.3607,14.15,24.2403,34.6425,12.6579,21.4008,15.3137,12.6486,46.35,10.3484,23.2554,17.6525,17.5769,7.3834,7.8582,11.1477,24.5422,31.0004,4.7243
2017/3/16,11.0736,14.04,13.97,14.6652,12.81,10.5197,14.1,24.3708,35.4541,12.6987,22.669,16.8473,12.8074,47.29,10.616,23.6315,17.7791,17.8381,7.3933,7.9751,11.1477,25.1307,30.8534,4.7624
2017/3/17,10.8307,13.91,13.7,14.6065,12.5,10.5495,13.76,23.7836,34.6954,12.4887,22.8398,18.5342,12.7181,47.76,10.9067,23.8492,17.2164,18.0322,7.1865,7.8582,11.1477,24.8224,30.2654,4.6002
2017/3/20,10.7593,14.17,13.63,14.7142,12.76,10.6389,13.75,24.2599,34.7483,12.5354,23.1269,20.3876,12.7181,48.28,11.1055,23.5424,17.1883,18.1964,7.2161,7.8972,11.1477,25.481,28.3653,4.4666
2017/3/21,10.6092,13.98,13.43,14.6309,12.81,10.4799,13.62,23.627,34.1749,12.3371,23.3704,22.4251,12.6088,47.98,10.792,23.6513,17.0476,17.9127,7.1964,7.8874,11.1477,26.735,28.2238,4.4284
2017/3/22,10.6735,13.95,13.26,14.3568,12.43,10.5097,13.6,23.64,34.4749,12.6229,23.4722,24.6684,12.5691,47.03,10.769,23.9778,17.2868,17.7038,7.1668,7.7219,11.1477,27.0783,28.4797,4.4093
2017/3/23,10.4235,13.88,13.43,14.3813,12.36,10.1819,13.37,23.7444,34.9159,12.9845,22.2402,27.1353,12.4401,47.48,10.8302,25.6601,17.2868,17.4948,7.0487,7.7219,11.1477,26.4758,28.8444,4.3998
2017/3/24,10.2877,14.07,13.39,14.2198,12.21,9.9435,13.15,23.105,34.5454,12.6462,22.5164,29.8475,12.3606,46.2,10.6313,25.0862,17.4415,17.0619,6.9896,7.7316,11.1477,26.1185,27.2601,4.333
2017/3/27,10.3377,13.82,13.29,14.1463,11.98,9.9336,13.21,23.3399,34.6425,13.0312,23.0034,32.8314,12.2812,46.17,10.6925,24.9575,18.1448,16.9499,6.9798,7.7316,11.1477,26.5459,27.3745,4.3521
2017/3/28,10.3092,13.53,13.33,14.1219,11.95,9.9535,13.18,24.8602,35.5952,13.0429,21.7969,36.1132,12.3309,45.75,10.6619,24.4627,18.2221,17.0096,7.0389,7.7511,11.1477,25.6281,27.4888,4.4284
2017/3/29,10.3449,13.49,13.47,13.9408,12.06,9.9535,13.2,25.7345,36.1951,12.7745,19.8418,39.7236,12.2812,45.84,10.5319,24.6013,17.8916,17.1514,6.9601,7.644,11.1477,23.7505,27.1458,4.3425
2017/3/30,10.3163,13.02,13.46,14.2149,11.45,9.6058,12.71,25.852,35.4188,12.1387,20.0816,43.6977,11.9834,43.21,9.8206,23.5523,16.8859,16.1364,6.8223,7.4784,11.1477,22.4193,27.2329,4.2757
2017/3/31,9.9591,13.16,13.16,14.1953,11.46,9.6853,12.82,26.9678,38.1094,12.0979,18.7588,47.2512,12.0231,43.2,9.8436,23.1466,16.5061,16.0692,6.9109,7.5661,10.1532,22.5665,28.202,4.4952
2017/4/5,10.2163,13.46,13.58,14.2638,11.72,10.0131,12.99,29.2319,41.9203,12.1912,18.9623,45.0911,12.2713,44.34,10.0501,23.9382,17.0125,16.4349,7.2062,7.8874,10.4118,22.8887,30.2872,4.9438
2017/4/6,10.1091,13.6,13.58,14.2393,12.08,9.9932,12.98,28.6055,42.5907,12.1446,18.9696,43.8467,12.2614,44.05,10.0501,23.6809,17.7369,16.3155,7.2161,7.829,10.4118,23.9396,30.3471,4.9056
2017/4/7,10.1949,13.6,13.54,14.1904,11.88,9.9932,13,28.0705,42.1497,12.8445,18.5226,44.8939,12.2911,43.7,10.0501,23.7601,17.8353,16.6066,7.3539,7.8777,10.4118,23.155,29.6502,4.8674
2017/4/10,9.8448,13.12,13.29,14.0631,11.62,9.7945,12.8,27.94,42.1673,12.4596,16.6693,40.4028,12.1224,41.86,9.8359,23.5325,17.3008,16.323,7.2259,7.9458,10.4118,21.7958,27.1893,4.6861
2017/4/11,9.7591,12.95,13.27,14.1317,11.67,9.8343,12.9,27.4637,41.2146,12.7804,17.0109,38.4617,12.2117,41.91,9.7135,24.6606,17.9268,16.5469,7.3539,7.9945,10.4118,22.2792,26.8736,4.7529
2017/4/12,9.659,13.06,13.24,13.9505,11.72,9.8144,12.71,27.6594,40.9764,12.7862,16.4876,38.5143,12.3904,41.97,9.7365,24.2747,17.8353,16.4723,7.2161,7.9751,10.4118,21.5996,28.9424,4.8006
2017/4/13,9.7448,13.2,13.2,13.9114,11.58,9.7747,12.74,29.1993,44.8138,12.792,16.4076,37.8571,12.4401,42.33,9.8971,24.4132,17.8775,16.4125,7.2259,8.014,10.4118,21.7187,28.6811,4.7624
2017/4/14,9.609,12.9,13.23,14.5869,11.23,9.566,12.47,27.9596,43.2965,13.037,16.2223,38.0323,12.5393,41.93,9.9506,23.107,17.9057,16.1662,7.2062,7.9069,10.4118,21.3264,29.1493,4.7243
2017/4/17,9.3804,12.47,13.25,14.161,10.63,9.2978,12.21,27.9791,44.9549,12.3896,14.6088,34.7461,12.6386,41.94,9.7594,22.8992,16.9844,15.7707,7.029,7.8387,10.2427,19.9602,30.0095,4.8197
2017/4/18,9.5019,12.42,13.22,13.8673,10.45,9.2879,12,27.0134,44.3462,12.3312,14.3907,34.7286,12.3904,40.55,9.3235,21.9887,16.4921,15.6513,6.9207,7.6829,10.6703,19.9602,29.7591,4.6956
2017/4/19,8.8374,11.97,12.5,13.8331,10.53,9.0892,11.98,26.9939,44.0287,12.0804,14.8995,35.0441,12.0529,39.2,9.0022,20.821,15.7325,14.9198,6.842,7.4103,11.1675,20.4787,27.8808,4.4093
2017/4/20,8.5803,12.02,12.22,13.789,10.7,9.1389,11.7,25.9694,41.8497,11.8121,14.6669,33.4755,12.0529,39.37,9.0022,20.5439,15.7255,14.9198,6.7829,7.4298,11.6548,20.2615,28.1421,4.3902
2017/4/21,8.4588,12.19,12.24,13.4611,10.63,9.1588,11.58,26.1652,42.2908,11.9171,14.5361,32.4239,11.9039,38.77,8.9946,21.0486,15.5637,14.987,6.8124,7.3226,11.3863,20.3175,26.6994,4.2852
2017/4/24,8.023,11.58,11.58,12.4086,10.16,8.8012,10.94,24.0772,39.3091,10.7971,14.1218,30.071,11.209,36.89,8.5051,20.7814,14.7127,14.472,6.5663,7.1084,10.73,19.4488,24.1405,4.018
2017/4/25,8.073,11.71,11.66,12.3744,10.25,8.821,10.76,24.4687,39.0003,10.7796,14.4634,30.956,11.1494,36.85,8.4898,21.2169,14.7549,14.5019,6.6845,7.1376,10.9985,19.5749,24.3147,4.0371
2017/4/26,8.1587,11.62,11.75,12.3695,10.61,8.9204,10.98,26.9156,41.4086,10.8321,14.8777,34.0538,11.1693,37.06,8.6657,21.3851,14.9659,14.5765,6.714,7.1668,10.5908,19.8972,25.507,4.0753
2017/4/27,8.1016,11.9,11.78,12.3646,10.6,8.9998,11.24,27.7964,42.3437,10.7271,15.3574,34.8338,11.2288,38.05,9.0022,22.058,15.4582,15.0392,6.8124,7.1474,10.7598,20.3806,25.9698,4.1803
2017/4/28,8.1373,12.14,11.94,12.6534,10.67,9.0495,11.2,27.5093,42.529,10.9954,15.3174,34.7899,11.3082,37.9,9.117,22.4736,15.5356,15.1661,6.8321,7.196,11.2372,20.4787,25.7684,4.1993
2017/5/2,8.3302,12.14,11.85,12.6974,10.71,9.129,11.2,28.7034,43.1818,10.8554,15.0303,34.882,11.348,37.98,9.2393,22.5429,15.5567,15.2258,6.8124,7.1668,11.2769,20.3806,27.0532,4.3139
2017/5/3,9.1661,12.3,11.85,12.6974,10.58,9.6753,11.39,28.7426,43.4023,10.8963,15.619,35.2894,11.3579,38.8,9.2393,23.483,15.5426,15.7483,6.7238,7.2253,11.1974,22.4193,27.0369,4.2947
2017/5/4,9.1589,12.09,11.65,12.6925,10.18,9.5263,11.18,27.6398,41.1087,10.6396,15.1902,34.7812,11.3182,38.99,9.3005,22.7111,14.9519,15.5393,6.6352,7.0987,10.9488,22.8957,26.4761,4.189
2017/5/5,8.8517,11.72,11.4,12.7268,10,9.2382,11.15,27.2744,39.7237,10.3713,14.5797,33.4273,11.3678,38.41,9.2852,20.6132,15.0011,15.5468,6.5565,7.0208,10.72,23.0078,24.4726,4.1025
2017/5/8,8.8589,11.28,11.3,12.6779,10.21,9.1389,10.65,27.6072,39.6884,9.8172,14.2454,32.7043,11.4175,36.9,8.9257,19.4455,14.7338,15.6139,6.5269,6.8358,10.4018,20.7099,23.8955,4.1217
2017/5/9,9.0661,11.71,11.42,12.8688,10.25,9.3674,10.8,27.4702,40.403,9.6655,14.7251,33.5981,11.5167,38.81,9.5988,19.5741,14.9519,15.9423,6.5762,6.9039,10.4714,20.4997,23.6723,4.1217
2017/5/10,8.8875,11.49,10.95,12.6289,10.41,9.0098,10.49,25.989,38.3129,9.3155,14.3326,32.7174,11.0104,37.78,9.3311,18.1194,14.5018,15.3005,6.3005,6.6994,9.9941,19.6449,23.3347,3.9776
2017/5/11,8.7089,11.7,11.07,12.6289,10.54,8.9303,10.2,27.2092,39.2871,8.9538,14.6887,33.5543,10.9409,38.57,9.4688,18.0007,14.2064,15.0168,6.2218,6.5923,10.3223,21.6066,23.7104,4.0064
2017/5/12,8.516,11.43,11.15,12.624,10.32,8.9104,10.06,26.8829,39.0214,9.0588,15.2411,35.1317,10.8515,37.87,9.2011,17.9116,13.9954,14.9198,6.1627,6.6118,11.3565,22.8677,23.6287,3.9584
2017/5/15,8.4088,11.27,11.11,12.6093,10.2,8.9005,10.12,26.6872,39.0391,9.3972,15.0085,34.8075,10.8019,37.61,9.0634,18.0403,14.0376,14.8452,6.2021,6.5923,11.3764,22.013,23.2313,4.016
2017/5/16,8.6803,11.57,11.45,12.6191,10.35,9.0992,10.35,29.3559,42.316,9.4322,15.7644,36.8931,10.9806,39.35,9.5453,18.3668,14.6143,15.4871,6.3399,6.7092,11.7145,22.3563,24.9735,4.2082
2017/5/17,8.666,11.56,11.46,12.5898,10.3,9.0594,10.35,29.3559,41.2178,9.5488,15.55,36.3936,10.9409,39.17,9.4458,18.4757,14.776,15.4273,6.3497,6.6897,11.625,22.8607,24.135,4.1794
2017/5/18,8.5874,11.39,11.45,12.4478,10.23,8.9104,10.28,28.8731,40.1993,9.6247,15.3429,36.2797,10.8317,38.86,9.4458,18.4163,14.5439,15.4423,6.3004,6.641,11.8338,22.2302,24.3855,4.1409
2017/5/19,8.7803,11.64,11.44,12.4429,10.24,9.0495,10.3,27.418,39.5793,9.4322,15.3429,36.4988,11.0005,39.55,9.6982,18.5153,14.4947,15.5915,6.2806,6.68,11.625,21.7888,24.6196,4.1505
2017/5/22,8.9232,11.43,11.4,12.3499,10.38,8.98,10.38,27.0526,39.6059,9.2163,14.1,32.8489,10.8913,38.84,9.4229,18.0996,14.3611,15.2184,6.1917,6.6021,12.0725,20.3175,23.4055,4.0737
2017/5/23,8.5374,10.96,11.08,12.2863,10.16,8.5131,9.9,27.2679,39.8096,8.913,12.8608,32.0733,10.8515,37.25,9.1093,17.2288,13.8688,15.0915,6.0436,6.3878,11.4659,19.757,23.0135,4.0929
2017/5/24,8.6374,10.99,11.22,12.159,9.81,8.6025,9.93,28.0444,40.4118,8.7497,12.8681,31.5826,10.9012,37.74,9.3082,16.9616,14.2626,15.1139,6.0436,6.4268,11.6349,20.6468,23.4817,4.1217
2017/5/25,8.7374,11.07,11.64,12.0317,9.81,8.7316,10.19,28.0052,40.0399,8.7614,12.8681,32.2574,11.0203,38.14,9.4611,18.1293,14.34,15.3751,6.0831,6.5728,11.794,20.4366,23.7703,4.1217
2017/5/26,8.6874,10.9,11.67,11.787,10.08,8.6522,10.12,27.7312,39.8007,8.878,12.9953,32.7393,10.8913,37.95,9.2776,18.3767,14.1501,15.1213,6.1226,6.5631,12.0725,20.7449,23.5144,4.0641
2017/5/31,8.6446,10.73,11.43,11.6206,9.99,8.6323,10.08,27.1505,39.3668,8.7964,12.8463,31.6702,10.8813,37.48,9.2087,17.971,14.0516,14.875,6.0831,6.5631,12.0625,20.1825,23.204,4.0449
2017/6/1,8.5731,10.12,11.07,11.1115,10.19,8.3939,9.68,25.6236,36.8427,8.4347,11.9378,30.1279,10.7622,36.63,8.9487,17.6543,13.5804,14.5168,5.9547,6.4657,11.5156,19.8873,21.8647,3.9103
2017/6/2,8.4231,10.09,11.27,11.087,10.28,8.4436,9.86,25.7084,37.073,8.5514,12.3557,32.2048,10.6828,35.63,8.7422,18.0996,13.5523,14.2108,6.1127,6.6118,11.6349,20.5762,22.5507,3.8815
2017/6/5,8.4159,10.12,11.33,11.2729,10.38,8.4634,9.92,25.9499,38.056,8.9014,12.501,32.8577,10.7423,35.64,8.7651,17.9611,13.6859,14.3078,6.1424,6.6897,11.5951,21.0612,22.5398,3.9103
