ÈÕÆÚ,000657.SZ,000831.SZ,000960.SZ,002149.SZ,002167.SZ,002378.SZ,002428.SZ,002460.SZ,002466.SZ,002716.SZ,002842.SZ,300618.SZ,600111.SH,600259.SH,600392.SH,600456.SH,600459.SH,600549.SH,600711.SH,601958.SH,603399.SH,603663.SH,603799.SH,603993.SH
2015/7/15,9.6305,16.46,12.97,9.7556,7.22,15.0196,13.8597,5.17,11.5301,8.0667,,,15.2462,38.03,5.8723,16.1828,11.2109,14.007,7.7706,8.3743,10.8095,,9.2555,4.215
2015/7/16,9.5019,17.34,12.97,9.1976,7.22,15.0196,13.8597,5.17,12.2301,8.0667,,,15.474,38.93,6.2703,16.6469,11.5336,14.1627,7.9962,8.5983,10.8195,,8.9179,4.6378
2015/7/17,10.3235,18.87,12.97,9.8829,7.22,15.0196,13.8597,5.17,13.215,8.0667,,,16.2566,41.27,6.7533,17.7429,12.4246,15.0155,8.8007,9.0462,11.5454,,9.7673,4.9227
2015/7/20,11.2879,19.26,12.97,10.2157,7.94,15.0196,15.2467,5.6876,13.3657,8.0667,,,16.118,40.93,6.8232,17.9008,12.4737,14.7708,8.8596,9.2507,11.794,,10.2409,4.9446
2015/7/21,11.7237,19.7,12.97,10.6465,8.73,15.0196,16.7733,6.2574,13.1548,8.0667,,,16.2566,42.12,6.9508,18.2365,12.7824,14.9562,8.8302,9.5428,12.4006,,10.9432,5.4394
2015/7/22,11.8095,19.32,12.97,11.7136,9.6,15.0196,18.4497,6.8825,13.2127,8.0667,,,16.0486,42.8,7.6465,18.3748,12.9859,14.793,9.1245,9.3578,12.1321,,10.6003,5.2922
2015/7/23,12.231,20.33,14.27,12.1296,10.56,15.0196,18.6592,7.5694,14.5338,8.0667,,,16.7223,44.39,8.1842,18.9474,13.5822,15.5419,9.4973,9.7278,12.9178,,11.2209,5.3492
2015/7/24,12.4667,21.58,15.7,11.6499,11.62,15.0196,18.2102,7.5694,14.0888,8.0667,,,16.7817,44.3,8.2297,18.3155,13.1262,15.8089,9.154,9.6791,12.8084,,11.0576,5.4948
2015/7/27,11.2236,19.42,15.81,10.4849,11.96,15.0196,16.3942,6.8141,12.7585,8.0667,,,15.1075,39.87,8.2297,16.4889,11.8143,14.2295,8.2415,8.7151,11.5255,,9.9524,4.9441
2015/7/28,10.4806,17.66,14.83,9.5745,10.81,15.0196,15.3065,6.5634,13.0621,8.0667,,,13.988,38.36,8.2297,15.7978,11.0425,13.7549,7.4272,8.5788,10.7897,,9.1303,5.0422
2015/7/29,11.2165,19,16.31,10.201,11.32,15.0196,16.2345,6.9867,14.1096,8.0667,,,14.7211,40.19,8.2297,17.0122,11.7652,14.4964,8.1728,9.017,11.5255,,9.9415,5.2606
2015/7/30,11.0379,18.09,15.43,10.2451,11.15,16.5196,15.3664,6.8011,14.1351,8.0667,,,14.1267,38.23,8.2297,16.6864,11.5266,13.9625,8.0256,8.6956,11.1178,,9.4733,4.846
2015/7/31,11.2308,17.65,14.72,10.0444,10.5,14.8706,15.2467,6.749,14.3182,8.0667,,,14.0376,38.07,8.2297,17.5454,11.2179,14.0441,7.8294,8.793,10.7399,,9.2609,4.8808
2015/8/3,10.6449,16.68,13.53,9.1878,9.45,13.3805,14.8176,6.1304,13.463,8.0667,,,14.0277,38.05,8.2297,17.7626,10.6918,14.3259,7.2015,9.1533,10.193,,8.6185,4.3997
2015/8/4,11.5165,18.31,14.79,10.108,10.28,14.1454,16.3043,6.7425,14.8096,8.0667,,,14.9292,40.16,8.2297,18.7302,11.6178,15.0896,7.9177,9.4649,11.088,,9.4787,4.7478
2015/8/5,11.438,18,14.83,10.0542,10.21,13.3209,16.2145,6.9704,16.2905,8.0667,,,14.5824,38.8,8.2297,18.0489,11.5407,14.6521,8.0943,9.1825,10.8394,,9.6257,4.5421
2015/8/6,11.438,18.63,14.43,10.3332,10.3,12.9335,16.6536,7.6671,17.9198,8.0667,,,14.949,39.77,8.2297,17.7034,12.0388,15.4455,8.4377,8.9488,10.9687,,10.5894,4.4155
2015/8/7,11.438,20.49,14.95,10.622,10.6,13.4004,17.0627,8.1196,17.8943,8.0667,,,15.5632,41.52,8.2297,18.2662,12.4176,15.9646,8.7615,9.1338,11.4758,,10.8453,4.5959
2015/8/10,11.438,22.54,15.68,11.3367,11.66,14.4037,17.7512,8.5396,18.3323,8.0667,,,16.6529,44.62,8.2297,19.0165,13.0139,16.7803,9.154,9.5623,12.2216,,11.3135,4.9631
2015/8/11,11.438,21.89,16,11.4884,12.12,14.96,17.6215,9.1647,19.1875,8.0667,,,16.643,44.05,8.2297,19.2239,13.2595,16.6394,9.4581,9.6694,12.2614,,12.4459,4.9852
2015/8/12,11.438,21.4,15.43,11.3464,11.58,14.6918,16.8332,8.8359,18.3092,8.0667,,,16.3359,44.62,8.2297,19.2535,13.0701,16.1351,9.3404,9.4162,12.2813,,12.7943,4.7795
2015/8/13,11.438,23.54,16.08,12.3303,11.95,15.1785,17.5017,9.2363,18.4042,8.0667,,,17.9705,48.18,8.2297,20.1125,13.484,17.3141,9.4875,9.9518,12.9277,,12.8978,5.2574
2015/8/14,11.438,23.75,16.08,12.1884,12.01,14.96,17.392,8.8782,18.1585,8.0667,,,17.5643,48.45,8.2297,19.609,13.3156,17.0917,9.6445,9.7376,12.6493,,12.4895,5.1245
2015/8/17,11.438,26.13,17.12,12.7758,12.24,14.9401,17.9009,9.0638,18.425,8.0667,,,18.1191,48.45,8.2297,20.073,13.7436,17.6033,10.0468,9.9323,12.8382,,12.1682,5.1625
2015/8/18,11.438,23.52,15.41,12.0317,11.02,13.4501,16.1148,8.1587,16.5825,8.0667,,,16.3062,48.45,8.2297,18.0687,12.3685,15.846,9.046,8.9391,11.5554,,10.9541,4.6465
2015/8/19,11.438,24.07,15.92,12.58,11.12,13.6984,16.1647,8.3312,16.5941,8.0667,,,16.3557,48.45,8.2297,18.0983,12.7052,15.8015,8.9185,8.978,11.6349,,11.0304,4.6624
2015/8/20,11.438,21.72,15.6,11.322,10.2,13.0527,15.8653,7.5857,15.389,8.0667,,,15.7415,48.45,8.2297,18.0489,12.3264,15.2453,8.526,9.8739,11.6548,,10.6275,4.5548
2015/8/21,11.438,20.85,14.25,10.1912,9.94,11.8508,14.9174,6.9606,14.1143,8.0667,,,15.3452,48.45,8.2297,17.0616,11.3021,14.311,8.3004,8.8904,10.909,,9.8217,4.2541
2015/8/24,11.438,18.77,12.83,9.1731,8.95,10.6687,13.4306,6.2639,12.7029,7.2583,,,13.8097,48.45,8.2297,15.3534,10.1726,12.8799,7.4664,8.0043,9.8151,,8.8417,3.8299
2015/8/25,11.438,16.89,11.55,8.2577,8.06,9.6058,12.0836,5.6388,11.4328,6.5313,,,12.4327,48.45,8.2297,13.823,9.1554,11.5897,6.7207,7.2058,8.8306,,7.9597,3.4469
2015/8/26,11.438,15.2,10.4,7.4305,7.39,8.6422,10.8762,5.73,11.5881,5.8799,,,11.5312,48.45,8.2297,12.4407,9.0852,10.6332,6.5441,6.5242,7.9456,,7.9543,3.4343
2015/8/27,11.438,15.97,10.73,7.5088,7.75,9.0197,11.2753,6.303,12.7469,5.3972,,,12.195,48.45,8.2297,13.2504,9.7376,11.1226,7.0445,6.8942,8.5621,,8.5586,3.6843
2015/8/28,11.438,17.57,11.59,8.2577,8.41,9.725,12.2532,6.8011,13.6739,5.8217,,,13.2649,48.45,8.2297,14.5142,10.3691,12.0717,7.7313,7.4005,9.1886,,9.0813,4.0483
2015/8/31,11.438,16.75,11.44,7.7389,7.99,9.5462,11.3851,6.6578,14.0656,6.4033,,,13.1559,48.45,8.2297,13.6552,9.9411,12.042,7.3585,7.5953,8.6417,,8.172,3.8995
2015/9/1,11.438,15.7,11.02,6.9655,7.19,8.5926,10.2675,5.9937,12.6588,5.7636,,,12.9479,48.45,8.2297,12.7567,9.1764,12.0939,6.6226,7.5661,7.866,,7.3554,3.8141
2015/9/2,11.438,14.75,10.24,6.569,6.83,7.9369,10.3873,5.8439,13.1502,5.1878,,,13.0271,48.45,8.2297,12.579,8.9589,12.6427,6.2204,6.9331,7.5478,,6.6422,3.8742
2015/9/7,11.438,15.04,10.48,6.7305,7.1,8.2647,10.6268,5.9774,12.1211,5.2111,,,12.8488,48.45,8.2297,12.8949,9.3378,12.5314,6.4362,6.9818,7.7069,,6.7728,3.8426
2015/9/8,11.438,15.95,10.95,7.1515,7.47,8.7118,11.1955,6.5764,13.3332,5.3739,,,13.3243,48.45,8.2297,13.6947,9.9411,12.8503,6.8973,7.3032,8.2837,,7.2465,3.966
2015/9/9,11.438,16.63,11.62,7.6606,8.22,9.1786,11.9239,7.2341,14.6659,5.5949,,,13.7404,48.45,8.2297,14.1884,10.3059,13.1691,7.2015,7.5953,8.7113,,7.9706,4.0863
2015/9/10,11.438,16.38,11.26,7.6752,8.18,8.9204,11.3751,6.9508,13.8918,5.403,,,13.3144,48.45,8.2297,14.0501,10.0604,12.9318,6.8385,7.3811,8.4129,,7.8617,3.9185
2015/9/11,11.438,16.62,11.39,7.6606,8.11,8.9601,11.3851,7.2113,13.9219,5.4902,,,13.2649,48.45,8.2297,14.0501,10.4532,12.6871,6.917,7.4005,8.4328,,7.8182,3.9375
2015/9/14,11.438,14.96,10.25,7.0242,7.3,8.0661,10.2476,6.4918,12.529,4.9435,,,13.354,48.45,8.2297,12.6481,9.4079,12.0939,6.2302,6.9331,7.5876,,7.0342,3.545
2015/9/15,11.438,13.69,9.51,6.9508,6.8,7.2615,9.2797,5.8439,11.2752,4.5655,,,12.7101,48.45,8.2297,12.0754,9.9551,10.9224,5.6121,6.3489,7.3091,,6.468,3.1905
2015/9/16,11.438,15.05,10.34,7.6459,7.48,7.9568,10.2077,6.4299,12.4039,4.9668,,,13.6314,48.45,8.2297,13.28,10.9513,11.8863,6.1517,6.8747,8.045,,7.1158,3.4786
2015/9/17,11.438,14.7,10.16,7.6312,7.28,7.7879,10.2576,7.0746,13.0714,4.8505,,,13.0073,48.45,8.2297,13.4775,11.3442,11.5378,5.8672,6.7676,8.0152,,7.3772,3.3773
2015/9/18,11.438,14.86,10.18,8.1452,7.33,8.0363,10.3773,7.5531,13.7203,4.8563,,,12.938,48.45,8.2297,13.7342,11.5056,11.5601,5.9751,6.8455,8.3533,,7.7474,3.4374
2015/9/21,11.438,15.46,10.52,8.1452,8.06,8.3541,10.8064,8.1717,14.3993,5.0133,,,13.2351,48.45,8.2297,14.4155,12.3054,11.9012,6.2106,7.011,8.6715,,8.2156,3.5957
2015/9/22,11.438,15.65,10.74,8.1452,8.22,8.4038,10.9062,7.8624,13.9173,5.0424,,,13.4036,48.45,8.2297,14.2871,11.8985,12.2719,6.446,7.1181,8.6616,,8.1067,3.5767
2015/9/23,11.438,14.94,10.32,8.1452,8.19,8.0661,10.4671,8.621,14.8351,4.8912,,,12.9479,48.45,8.2297,13.9711,11.6178,11.738,6.1419,6.8358,8.2936,,7.9107,3.5862
2015/9/24,11.438,15.33,10.5,8.1452,8.51,8.2747,10.6767,8.328,14.6682,4.961,,,13.0667,48.45,8.2297,14.218,11.9546,11.9086,6.2596,6.9623,8.4627,,7.9978,3.6368
2015/9/25,11.438,14.9,10.1,8.1452,7.99,8.1455,10.3374,8.1359,14.1375,4.8738,,,12.8983,48.45,8.2297,13.8033,11.3372,11.6639,5.9849,6.7676,8.0251,,7.3717,3.3583
2015/9/28,11.438,15,10.37,8.1452,8.25,8.3442,11.0259,8.481,14.7169,4.8796,,,12.8686,48.45,8.2297,13.9415,11.4495,11.6861,6.1124,6.8552,8.224,,7.5187,3.4311
2015/9/29,11.438,14.35,10.09,8.1452,7.98,8.1257,10.6467,8.4582,14.8281,4.74,,,12.4327,48.45,8.2297,13.4775,10.9373,11.3154,5.9064,6.641,8.0351,,7.3445,3.2887
2015/9/30,11.438,14.56,10.18,8.1452,8.1,8.1853,10.956,8.1978,14.703,4.7923,,,12.5318,48.45,8.2297,13.8625,11.0846,11.2635,5.9358,6.641,8.0947,,7.4479,3.3045
2015/10/8,11.438,15.12,10.76,8.1452,8.5,8.4833,11.5847,8.7577,16.1723,5.0191,,,13.0271,48.45,8.2297,14.3562,11.5266,11.6861,6.1517,6.8844,8.4428,,7.8944,3.4089
2015/10/9,11.438,15.95,11.39,8.1452,8.7,8.8409,12.0237,8.7187,16.4134,5.1936,,,13.4135,48.45,8.2297,14.9289,12.6772,12.2126,6.7698,7.2447,8.7312,,8.6838,3.5514
2015/10/12,11.438,16.76,11.93,8.1452,9.06,9.3574,12.7721,8.9921,16.4064,5.7112,,,14.097,48.45,8.2297,15.5114,13.1192,12.828,7.4468,7.6537,9.2483,,9.5549,3.7983
2015/10/13,11.438,17.42,11.95,8.1452,9.75,9.4369,12.6124,9.6595,16.9093,5.6705,,,14.1069,48.45,8.2297,15.3929,12.9297,12.6649,7.3389,7.5661,9.2483,,10.0395,3.7634
2015/10/14,11.438,18.07,11.99,8.1452,9.59,9.5263,12.4228,9.3275,16.5176,5.6705,,,14.5527,48.45,8.2297,15.5114,13.1893,13.9329,7.3192,7.4395,9.0892,,9.6039,3.7919
2015/10/15,11.438,18.13,12.5,8.1452,9.75,9.7945,12.812,9.5456,16.659,5.8276,,,14.7608,48.45,8.2297,15.8175,13.498,14.2888,7.643,7.5953,9.3875,,9.9415,3.8774
2015/10/16,11.438,18.14,12.56,8.1452,10.09,9.9336,13.1712,9.6888,16.6845,5.781,,,14.84,48.45,8.2297,15.7681,13.3577,14.2814,7.9962,7.6635,9.7455,,9.8707,3.8711
2015/10/19,11.438,17.52,12.18,8.1452,10.43,9.7349,12.792,10.2586,17.2778,5.6938,,,14.523,48.45,8.2297,15.6398,13.1613,13.8216,8.1238,7.7024,9.9245,,9.7673,3.9597
2015/10/20,11.438,17.7,12.19,8.1452,10.31,9.8343,13.0315,10.0274,17.053,5.8276,,,14.3843,48.45,8.2297,15.8471,13.4699,13.792,8.1826,7.7608,9.9444,,9.9741,3.966
2015/10/21,11.438,16.61,11.09,8.1452,9.28,8.9303,12.1734,9.0247,15.3473,5.4379,,,14.1168,48.45,8.2297,14.3068,12.123,12.8799,7.3683,7.196,8.9499,,8.9778,3.5735
2015/10/22,11.438,18.27,11.49,8.1452,9.53,9.4369,12.5326,9.4024,15.7598,5.5542,,,15.4839,48.45,8.2297,14.8696,12.8596,14.0589,7.7313,7.4298,9.2184,,9.6965,3.7318
2015/10/23,11.438,18.98,11.71,8.1452,9.58,9.6853,12.792,9.7149,16.1283,5.7287,,,15.4641,48.45,8.2297,15.156,13.3226,14.2221,8.5064,7.5758,9.5168,,10.3008,3.8426
2015/10/26,11.438,18.64,11.82,8.1452,9.68,9.8442,13.1512,10.1349,17.5165,6.0311,,,15.0778,48.45,8.2297,15.5904,13.7295,13.9403,8.7713,7.7121,9.6361,,10.4315,3.9344
2015/10/27,11.438,18.77,11.62,8.1452,9.65,9.9733,12.9716,9.8907,16.7726,5.9613,,,15.048,48.45,8.2297,17.1504,14.2487,14.2591,8.6928,8.0237,10.2626,,10.2083,4.3269
2015/10/28,11.438,17.91,11.65,8.1452,9.8,10.0329,13.1313,10.0698,16.754,5.8915,,,14.5824,48.45,8.2297,16.4,13.7085,13.6437,8.2415,7.6829,9.835,,9.8217,4.1021
2015/10/29,11.438,17.94,11.74,8.9577,9.83,10.3111,13.3608,10.2098,17.1457,5.845,,,14.6617,48.45,8.2297,18.0391,13.6453,13.7327,8.3298,7.7316,9.9444,,9.8435,4.1718
2015/10/30,11.438,17.5,11.36,9.8535,9.74,9.9336,12.9118,11.0888,18.8608,5.7287,,,14.4834,48.45,8.2297,17.6737,13.1823,13.3619,8.0453,7.7414,9.8549,,9.6693,4.2825
2015/11/2,11.438,17.72,11.03,10.8374,9.13,9.6058,12.1734,10.646,20.0474,5.6124,,,14.5824,48.45,8.2297,16.8147,12.7964,13.4806,7.7215,7.4784,9.2582,,9.3426,4.0641
2015/11/3,11.438,18.06,11.1,10.3724,9.04,9.7548,12.1634,10.8088,20.446,5.6066,,,14.632,48.45,8.2297,18.4932,13.0701,14.0886,7.8589,7.4979,9.298,,9.5985,4.1306
2015/11/4,11.438,19.43,11.77,10.9108,9.51,10.7283,13.0315,11.8897,22.4901,5.8566,,,15.3353,48.45,8.2297,20.3396,13.8277,15.1489,8.4279,7.8874,9.9643,,10.1701,4.3585
2015/11/5,11.438,19.69,12.08,10.529,9.65,11.6322,13.4506,12.0622,23.5887,5.9206,,,15.2858,48.45,8.2297,22.3736,13.6944,14.6892,8.3592,8.0237,10.2228,,10.2899,4.3965
2015/11/6,11.438,20.32,12.33,10.6612,9.76,11.9104,13.9695,12.492,25.2064,6.1125,,,15.7316,48.45,8.2297,23.5683,13.961,14.9858,8.526,8.2088,10.4018,,11.3189,4.5294
2015/11/9,11.438,20.76,12.45,10.8863,9.7,11.7216,14.159,13.5208,27.728,6.1707,,,15.6226,48.45,8.2297,22.8574,13.8628,15.0896,8.5555,8.2672,10.7499,,12.1084,4.4946
2015/11/10,11.438,21.15,13.62,11.973,10.67,12.8938,15.0571,14.8719,30.4998,6.5604,,,16.0684,48.45,8.2297,22.8969,15.2098,15.6606,9.3306,8.6177,11.5056,,12.6147,4.5421
2015/11/11,11.438,22.35,13.17,11.5471,10.39,12.5263,14.8176,15.2723,32.2149,6.4382,,,15.9297,48.45,8.2297,22.7093,14.7187,15.9868,8.9283,8.4035,11.5056,,12.3152,4.5104
2015/11/12,11.438,24.59,13.3,11.2583,10.41,12.715,14.8974,15.0281,31.5196,6.6185,,,16.8015,48.45,8.2297,22.6105,14.852,17.5885,8.8792,8.4619,11.4261,,12.7236,4.5326
2015/11/13,11.438,24.7,12.54,10.7297,10.48,11.7912,14.0393,14.9207,30.5925,6.3975,,,15.8009,48.45,8.2297,22.4032,14.3469,16.5875,8.4475,8.1114,10.9388,,11.6946,4.7226
2015/11/16,11.438,25.01,12.93,11.1849,11.13,12.0395,15.4462,14.8849,31.6586,6.7756,,,15.692,48.45,8.2297,23.5189,14.7257,16.2612,8.6143,8.2185,11.6051,,11.7926,4.4186
2015/11/17,11.438,25.58,12.7,10.7688,10.8,11.7316,16.9928,14.976,31.5891,6.5894,,,15.6722,48.45,8.2297,21.9095,14.4241,16.0462,8.4672,8.199,11.4559,,11.8089,4.3235
2015/11/18,11.438,24.17,12.61,10.6269,10.25,11.6918,17.362,14.6505,33.1373,6.6418,,,15.0976,48.45,8.2297,20.9222,14.0943,15.2305,8.2415,8.1309,11.3366,,11.3625,4.3806
2015/11/19,11.438,24.45,13.13,10.8618,10.48,11.9898,17.6215,16.1155,36.4515,7.3048,,,15.266,48.45,8.2297,21.5639,14.7117,15.4975,8.4377,8.3061,11.625,,12.5003,4.4376
2015/11/20,11.438,24.68,13.21,10.8961,10.55,12.0991,17.7612,16.5713,38.8201,7.6072,,,15.4245,48.45,8.2297,21.2776,14.8731,15.5568,8.7223,8.5106,12.0029,,13.7526,4.8842
2015/11/23,11.438,22.6,12.69,10.5926,10.24,11.6521,16.6935,15.1193,36.0621,8.0144,,,14.9985,48.45,8.2297,20.932,14.3188,14.971,8.4377,8.3061,12.2216,,13.856,5.3688
2015/11/24,11.438,22.98,12.67,10.6709,10.38,11.8806,16.8631,15.5718,35.8836,7.7177,,,14.9589,48.45,9.0558,21.5244,14.389,15.1045,8.4377,8.423,13.4448,,14.4767,5.1597
2015/11/25,11.438,23.26,12.87,10.9157,10.53,12.1587,17.0128,15.5979,36.9196,7.8515,,,15.1966,48.45,9.9583,21.6528,14.9783,15.4233,8.5751,8.5009,14.7873,,15.9249,5.3023
2015/11/26,11.438,23.89,13.29,10.9891,10.56,12.6653,17.7911,14.8654,34.4977,7.6131,,,15.4344,48.45,10.9526,21.1295,15.2589,15.7866,8.7223,8.5983,14.489,,16.1427,5.2643
2015/11/27,11.438,21.5,12.38,10.7688,9.55,11.9501,16.015,14.0319,33.6008,6.8512,,,14.0178,48.45,12.0463,19.5201,14.1996,14.3704,7.8687,7.9653,13.7133,,15.0864,4.9127
2015/11/30,11.438,20.3,12.01,11.6891,9.41,11.3243,16.8232,15.4351,36.0853,6.6592,,,13.7503,48.45,11.2203,19.8361,13.947,14.0441,7.6921,7.7803,14.6182,,15.6145,4.8367
2015/12/1,11.438,20.51,12.24,12.859,9.46,11.1554,16.2744,14.351,32.4767,6.8337,,,13.8394,48.45,10.096,19.5399,14.1013,14.1479,7.7313,7.8485,14.847,,14.8088,4.7702
2015/12/2,11.438,21.02,12.65,13.0499,9.5,11.0859,17.5317,14.7481,32.391,6.6651,,,14.1961,48.45,9.9889,19.8262,14.8169,14.2814,7.8785,8.014,14.847,,14.1936,4.7416
2015/12/3,11.438,21.25,12.82,12.8737,9.68,11.3342,17.7412,16.223,34.0411,6.8337,,,14.2555,48.45,10.4019,20.0928,14.9222,14.4371,7.957,8.0627,14.6879,,14.3732,4.8272
2015/12/4,11.438,20.47,12.43,12.7758,9.68,10.9667,17.6215,16.1155,34.0226,6.95,,,13.8791,48.45,10.0883,20.0138,14.6065,14.0738,7.8196,7.9264,14.6879,,14.6073,4.7702
2015/12/7,11.438,20.95,12.78,13.0303,10.65,11.0859,17.4818,17.382,35.4873,7.171,,,13.9781,48.45,10.0883,20.9024,15.3712,14.185,7.9177,8.053,14.1707,,15.8214,4.7416
2015/12/8,11.438,21.46,12.23,13.1135,10.83,10.6786,17.0028,18.5573,36.4561,6.8337,,,13.5621,48.45,9.7518,19.8262,14.5714,13.5844,7.5743,7.7024,13.0968,,15.0701,4.5611
2015/12/9,11.438,21.36,12.12,12.6779,10.48,10.7779,17.7612,20.413,40.1017,6.7465,,,13.3837,48.45,9.4764,19.8163,14.6345,13.4954,7.5645,7.6829,13.6636,,15.1953,4.4376
2015/12/10,11.438,20.33,12.1,11.9926,10.41,10.5892,18.1004,20.5758,37.5222,6.5138,,,13.4531,48.45,9.6906,19.451,14.0943,13.4138,7.3781,7.5271,12.9476,,14.6999,4.4661
2015/12/11,11.438,20.53,12.61,12.3989,10.1,11.0362,19.0982,19.5079,36.2939,6.5662,,,13.6314,48.45,9.9277,19.8657,14.1855,13.6437,7.5449,7.6342,12.9178,,14.9503,4.5136
2015/12/14,11.438,21.39,13.25,13.6373,10.37,11.4435,19.4774,19.2247,34.6507,6.9733,,,14.1465,48.45,10.1877,20.6753,14.8941,14.2146,7.8785,7.9556,13.3056,,15.6853,4.6181
2015/12/15,11.438,21.19,13.06,14.6358,10.4,11.374,19.4575,20.4293,35.3413,6.9093,,,13.9781,48.45,10.0883,20.8333,15.0204,14.096,7.8,7.9653,14.1011,,15.963,4.5421
2015/12/16,11.438,21.22,13.39,14.5379,10.7,11.7018,19.687,19.6642,34.2636,6.9791,,,14.0673,48.45,10.2413,20.8135,15.1607,14.2072,7.9472,8.0043,13.7829,,16.012,4.5231
2015/12/17,11.438,21.57,13.75,14.7925,11.02,11.8607,19.8566,19.8563,34.9728,7.1536,,,14.2357,48.45,10.3407,21.1789,15.7149,14.3555,8.006,8.1309,13.8724,,16.2189,4.5706
2015/12/18,11.438,20.85,14.33,13.975,10.88,11.4932,19.7069,20.5074,35.8999,7.0082,,,14.0079,48.45,10.0271,20.6457,15.5115,14.1405,7.9864,8.0822,14.479,,15.7779,4.4851
2015/12/21,11.438,21.75,14.61,14.489,10.78,11.811,19.5273,19.5242,33.6518,7.0954,,,14.4041,48.45,10.073,20.8135,15.8693,14.6373,8.0649,8.2282,14.6182,,15.6853,4.4851
2015/12/22,11.438,23.31,14.49,14.1708,11.05,12.0693,20.2457,19.5796,32.9333,7.1885,,,14.9094,48.45,10.639,21.6429,16.0236,15.1564,8.1238,8.2769,14.4492,,15.963,4.4851
2015/12/23,11.438,22.38,13.97,13.8722,10.57,11.6422,20.116,19.3549,33.5313,6.9559,,,14.4537,48.45,10.2183,20.6358,15.2659,14.5706,7.9079,8.053,13.8227,,15.6363,4.3996
2015/12/24,11.438,22.8,13.91,14.44,10.59,11.821,19.6371,19.1758,32.4721,7.1071,,,14.6815,48.45,10.1954,21.2579,15.5255,14.5632,7.8,8.1698,13.0669,,15.2008,4.3806
2015/12/25,11.438,22.74,13.98,13.9505,11.1,11.7216,20.3455,19.7944,32.588,7.0838,,,14.523,44.56,10.0577,21.327,15.7079,14.6076,7.8589,8.238,13.1664,,15.0973,4.4186
2015/12/28,11.438,21.49,13.32,13.4611,12.21,11.9104,19.3577,19.2572,32.3307,6.9384,,,13.8791,41.44,9.53,20.2606,15.0905,14.3036,7.5449,8.0432,12.5299,,14.2262,4.3235
2015/12/29,11.438,20.85,13.55,13.3387,11.7,11.8806,19.4375,20.7972,33.274,6.9849,,,13.988,41.05,9.3999,20.2606,15.1818,14.2591,7.6626,8.2282,12.5896,,14.591,4.295
2015/12/30,11.438,21.15,13.6,13.6079,12.3,12.3375,19.8266,20.579,33.0075,7.0198,,,14.0277,40.21,9.6294,20.6259,15.3501,14.4149,7.6724,8.2574,12.9476,,14.542,4.257
2015/12/31,11.438,20.7,13.46,13.7107,12,11.96,20.2358,20.4879,32.6204,6.8337,,,13.889,39.6,9.4152,20.0434,14.7047,13.9477,7.5253,8.0627,12.5498,,14.2426,4.238
2016/1/4,11.438,18.63,12.11,13.5736,10.82,10.7779,18.2102,18.4401,29.3596,6.1707,,,12.5417,35.66,8.4745,19.8064,13.2805,12.5537,6.7796,7.2837,11.2968,,12.8488,3.8199
2016/1/5,11.438,18.01,11.75,14.44,10.9,10.2316,17.3022,16.6234,26.4231,6.3161,,,12.72,34.57,7.9085,21.3665,13.5261,12.3535,6.8581,7.2545,10.72,,12.0757,3.7439
2016/1/6,11.438,18.7,12.29,14.5379,11.75,11.1256,18.3499,17.0922,27.232,6.5894,,,13.463,36.44,8.3598,22.6698,13.9189,13.0431,7.1623,7.7706,11.2869,,12.8978,4.1145
2016/1/7,11.438,16.86,11.06,13.0841,10.58,10.0131,16.5139,15.383,24.5088,5.9788,,,12.2346,32.82,7.5337,20.3989,12.5299,11.7454,6.446,6.9916,10.1632,,11.6075,3.7059
2016/1/8,11.438,17.24,11.54,12.2275,11.02,10.3111,18.1304,14.7188,23.8761,6.1184,,,12.7794,34.09,7.679,21.8108,12.9087,12.1755,6.6521,7.3811,10.4317,,12.0376,3.8864
2016/1/11,11.438,15.78,10.44,11.0038,9.92,9.278,17.9208,13.9863,24.0569,5.5077,,,12.5813,35.4,6.9907,19.6287,11.6178,11.6861,6.289,6.8747,9.4173,,11.2318,3.6489
2016/1/12,11.438,15.63,10.56,10.1814,9.38,9.0694,18.1603,14.5919,25.7255,5.3448,,,12.4723,35.86,7.0213,17.6639,11.3021,11.6046,6.3479,7.5661,10.0239,,11.2754,3.8959
2016/1/13,11.438,15.23,10.18,9.2025,8.44,8.6124,18.27,13.9993,25.6282,5.1122,,,12.3436,34.01,7.1054,16.5284,10.4392,11.3228,6.2694,7.2253,9.6759,,11.4768,3.7439
2016/1/14,11.438,15.76,10.43,9.5206,8.62,8.8508,17.9308,15.3993,28.1915,5.2867,,,12.7299,35.1,7.3425,16.6963,10.9654,11.5749,6.3872,7.5563,10.014,,11.9232,3.8199
2016/1/15,11.438,15,9.76,9.1927,8.14,8.4138,17.3521,15.0802,28.7662,5.025,,,12.1157,32.56,6.7765,16.637,10.4111,11.13,5.9358,7.0208,9.3378,,11.2318,3.6394
2016/1/18,11.438,15.19,9.92,9.3885,8.27,8.4237,17.0527,15.1063,28.3862,5.1297,,,12.1256,31.82,6.7383,16.7654,10.6427,11.0707,6.0143,7.0305,9.4074,,10.671,3.6299
2016/1/19,11.438,15.8,10.32,9.8731,8.65,8.7515,18.3798,15.7574,29.9598,5.2983,,,12.4426,32.97,7.1895,17.0418,11.1408,11.3747,6.2596,7.1571,9.7554,,10.9977,3.7059
