ÈÕÆÚ,000633.SZ,000795.SZ,000962.SZ,000969.SZ,000970.SZ,002056.SZ,002057.SZ,002130.SZ,002182.SZ,002340.SZ,300127.SZ,300224.SZ,300395.SZ,300489.SZ,300748.SZ,600114.SH,600206.SH,600330.SH,600366.SH,600516.SH,600614.SH,600615.SH,600980.SH,603045.SH,603260.SH,603612.SH,603688.SH,603826.SH,603978.SH,688122.SH,900907.SH
2015/5/6,14.1,6.5503,14.17,13.7437,21.9042,6.7495,6.1322,10.1696,8.192,5.3083,16.372,15.6522,14.236,,,10.3583,17.1221,13.4616,14.38,8.1911,11.7988,23.47,21.7694,,,,14.6332,,,,0.508
2015/5/7,13.4,6.7304,13.48,13.0073,21.2742,6.7495,6.1322,9.9129,8.3022,5.3404,16.8856,14.8932,13.5723,,,9.9468,16.3129,14.0873,14.9801,8.1911,11.7988,22.62,20.8483,,,,13.7186,,,,0.508
2015/5/8,14.74,6.8805,14.04,13.5447,21.7104,6.9662,6.1322,10.1696,8.8531,5.5242,18.5733,16.0098,14.4286,,,10.4537,17.3019,15.2235,16.3065,8.1911,11.7988,23.23,21.2841,,,,14.1152,,,,0.508
2015/5/11,16.21,7.1207,14.55,13.9527,22.195,7.1662,6.1322,11.1866,8.9585,5.8625,18.7017,16.9678,15.3278,,,10.8473,17.6815,15.347,16.917,8.1911,11.7988,23.81,21.7892,,,,14.8634,,,,0.508
2015/5/12,17.83,7.6161,14.61,14.0323,22.3791,7.2138,6.1322,12.3072,8.8675,5.9004,19.1603,16.9509,15.5846,,,10.9487,18.2409,15.0589,16.7276,8.1911,11.7988,23.99,22.0467,,,,16.3472,,,,0.508
2015/5/13,18.67,7.6161,14.82,14.4304,22.7281,7.1447,6.1322,11.9715,8.9489,6.0609,17.9588,16.5799,15.7559,,,10.901,18.8802,14.9024,16.1854,8.1911,11.7988,24.37,22.9876,,,,16.5519,,,,0.508
2015/5/14,18.72,7.6161,14.96,14.5299,23.5519,7.4518,6.1322,13.1711,8.9776,6.09,19.7381,16.7317,16.3253,,,10.7757,18.7104,16.0634,16.8223,8.1911,11.7988,24.7,23.8591,,,,18.2084,,,,0.508
2015/5/15,19.4,7.6161,15.01,14.5598,22.5827,7.1304,6.1322,12.6923,8.8004,5.8965,18.665,16.8329,17.1046,,,11.4257,18.4207,15.487,16.8065,8.1911,11.7988,24.01,23.5422,,,,18.1828,,,,0.508
2015/5/18,19.13,7.6161,15.04,14.1617,22.1174,7.2614,6.1322,12.3467,8.8148,6.0976,19.1419,17.2073,18.8172,,,11.5092,17.8713,15.4705,16.6433,8.1911,11.7988,25.46,23.3243,,,,19.3276,,,,0.508
2015/5/19,19.35,7.6161,15.32,15.0574,22.4373,7.5352,6.1322,12.243,9.1357,6.128,19.9949,18.9277,18.4533,,,11.2945,18.171,15.734,16.717,8.1911,11.7988,26.4,24.1662,,,,18.7136,,,,0.508
2015/5/20,19.91,7.6161,15.38,14.8285,23.1545,7.7852,6.1322,12.3418,9.0016,6.3594,20.371,19.4168,18.0251,,,11.4436,18.8103,16.475,16.7907,8.1911,11.7988,27.57,24.2949,,,,18.0932,,,,0.508
2015/5/21,19.87,8.3768,15.65,14.9579,23.8426,8.5589,6.1322,13.5759,9.1405,6.6099,20.4811,21.0023,18.6759,,,11.9088,20.6883,17.9159,18.4698,8.1911,11.7988,28,24.9288,,,,19.5195,,,,0.508
2015/5/22,19.85,8.1916,16.25,15.0275,24.744,8.6041,6.1322,13.7981,9.7585,6.9058,20.16,21.1777,18.2306,,,11.9147,22.7561,18.5004,18.4698,8.1911,11.7988,27.1,25.2259,,,,20.3893,,,,0.508
2015/5/25,21.84,8.2066,16.76,16.5303,24.9572,8.916,6.1322,14.4152,10.0364,6.8603,19.9399,20.9146,18.1107,,,12.4097,22.856,18.591,18.4698,8.1911,11.7988,28.46,26.3352,,,,21.1439,,,,0.508
2015/5/26,23.8,8.3317,16.94,16.9682,25.6648,9.1636,6.1322,15.3433,10.1278,6.9476,21.0405,22.3415,19.9218,,,13.6501,23.9749,18.8215,18.4698,8.1911,11.7988,29.06,28.9697,,,,22.5702,,,,0.508
2015/5/27,26.17,8.7771,17.46,17.0279,24.9088,8.9851,6.1322,15.2495,10.1134,6.811,21.5725,21.7168,21.9127,,,14.0258,23.5054,18.1546,18.4698,8.1911,11.7988,28.19,29.4253,,,,24.8278,,,,0.508
2015/5/28,24.05,8.0265,15.99,16.2616,22.5342,8.3208,6.1322,13.724,9.117,6.2646,21.7468,19.5593,22.7562,,,12.678,21.4975,16.8455,18.4698,8.1911,11.7988,27.49,28.7221,,,,23.2929,,,,0.508
2015/5/29,25.5,8.1115,16.93,16.8885,22.7377,9.0232,6.1322,13.6796,8.8811,6.4353,21.2698,19.9328,22.9788,,,12.3799,22.0769,16.2939,18.4698,8.1911,11.7988,26.86,28.6726,,,,22.3335,,,,0.508
2015/6/1,26.71,8.5769,18.08,17.9335,24.1528,9.7541,6.1322,14.7854,9.348,6.6895,23.0492,20.8602,22.6834,,,13.006,22.7462,17.463,18.4698,8.1911,11.7988,27.99,30.4256,,,,22.7045,,,,0.508
2015/6/2,26.13,8.9923,19.18,18.4012,24.3176,10.0255,6.1322,14.7608,9.7476,7.3232,23.9022,21.1307,22.6834,,,14.0973,23.1258,18.1464,18.4698,8.1911,11.7988,28.96,31.1882,,,,24.265,,,,0.508
2015/6/3,24.86,8.8271,18.58,19.5059,25.6357,9.9874,6.1322,14.3165,9.9834,7.1714,23.0217,20.2227,22.1268,,,13.8886,22.6363,18.7227,18.4698,9.0077,11.7988,29,30.3067,,,,24.911,,,,0.508
2015/6/4,23.41,9.1574,19.83,18.8988,25.2383,10.4469,6.1322,14.5633,10.9798,7.0234,22.2604,19.16,20.2515,,,13.5248,22.0069,18.4016,18.4698,9.906,11.7988,31.83,29.5144,,,,24.0987,,,,0.508
2015/6/5,22.99,9.2775,19.93,18.9586,26.0718,10.4516,6.1322,14.7015,11.3986,7.3611,22.3338,19.4369,20.2986,,,13.5546,23.0259,20.2377,18.4698,9.8306,11.7988,31.77,30.802,,,,24.2138,,,,0.508
2015/6/8,22.25,9.1023,19.12,20.312,25.1123,10.4516,6.1322,14.3708,11.0665,7.069,21.2698,18.4902,18.8215,,,13.1193,23.5853,20.6164,18.4698,9.9562,11.7988,32.31,32.6342,,,,21.7899,,,,0.508
2015/6/9,23.68,9.2425,19.22,19.9239,25.1414,10.4516,6.1322,15.8073,11.1483,6.9324,21.4441,18.8637,19.271,,,13.2147,23.6752,21.7773,18.4698,10.6849,11.7988,32.07,31.624,,,,21.7899,,,,0.508
2015/6/10,23.78,9.2425,19.24,19.5557,25.2965,10.4516,6.1322,14.7361,10.9269,7.0614,22.1137,19.4498,19.9261,,,13.2267,25.753,21.7773,18.4698,10.4148,11.7988,32.84,31.6933,,,,22.6213,,,,0.508
2015/6/11,23.82,9.7729,19.89,19.8045,26.7115,10.4516,6.1322,14.4695,11.2253,7.0955,21.8752,19.8362,20.1659,,,13.7157,25.783,21.7773,18.4698,10.4336,11.7988,33.57,32.6144,,,,22.8644,,,,0.508
2015/6/12,23.17,10.5085,19.72,19.7547,27.8649,10.4516,6.1322,14.4399,11.1772,7.0917,22.343,20.9633,20.0545,,,14.2583,25.4633,21.7773,18.4698,10.3708,11.7988,34.68,33.9614,,,,22.762,,,,0.508
2015/6/15,22.02,10.4484,18.9,18.65,28.175,9.6731,6.1322,13.7142,11.2735,7.456,21.0405,20.0488,18.4104,,,14.2345,24.1647,21.7773,18.4698,9.906,11.7988,34.38,33.9812,,,,21.1339,,,,0.508
2015/6/16,19.93,10.5285,17.77,18.2321,28.272,9.566,6.1322,13.6006,10.3733,7.0121,19.2704,18.0458,16.9933,,,13.5308,23.0458,19.6202,18.4698,9.8055,11.7988,31.14,30.802,,,,19.8949,,,,0.508
2015/6/17,20.79,10.6686,19.12,18.9486,29.8518,9.7326,6.1322,13.6401,10.4696,7.0007,20.1325,18.4194,18.1022,,,13.3042,23.3955,18.8874,18.4698,10.0881,11.7988,32.36,31.2972,,,,20.2776,,,,0.508
2015/6/18,19.72,10.2082,18.5,19.4562,29.1327,9.1285,6.1322,12.6478,10.2,6.6061,19.1236,17.3889,16.6122,,,12.9583,23.4454,17.8912,18.4698,9.6987,11.7988,32.2,29.455,,,,19.3565,,,,0.508
2015/6/19,17.95,9.1874,16.91,17.5155,26.2175,8.2152,6.1322,11.384,9.555,6.0786,17.2158,15.6758,16.1156,,,11.7418,21.0979,17.2984,18.4698,8.7313,11.7988,31.33,26.5234,,,,18.9803,,,,0.508
2015/6/23,18.47,8.8621,17.68,17.1871,24.8765,8.7234,6.1322,11.5914,9.271,6.2835,18.1972,16.1459,16.9462,,,11.7358,20.7283,17.109,18.4698,9.0077,12.9791,30.58,27.494,,,,20.2517,,,,0.559
2015/6/24,18.79,8.9622,18.05,17.2767,25.5956,8.7498,6.1322,11.9715,9.608,6.4163,18.7751,16.3391,18.0251,,,12.2189,21.0479,17.9323,18.4698,9.1396,14.279,30.25,28.425,,,,22.2755,,,,0.6149
2015/6/25,18.95,8.5119,17,16.3312,23.0399,7.9084,6.1322,11.3396,8.9629,6.0862,17.4726,15.2443,16.7492,,,11.6822,19.1799,16.4915,18.4698,8.3733,15.7084,28.53,28.4844,,,,21.8669,,,,0.6763
2015/6/26,17.06,7.6612,15.3,14.6991,20.7369,7.1173,6.1322,10.2042,8.0676,5.4791,15.73,13.7179,15.0752,,,10.5133,17.2619,14.8448,18.4698,7.5378,14.1396,25.68,25.632,,,,19.6808,,,,0.609
2015/6/29,15.35,6.8956,13.99,13.2262,18.6671,7.0598,6.1322,9.1823,7.2589,5.2477,14.1616,12.3461,13.5681,,,9.7978,15.5337,13.3628,18.4698,6.8029,13.786,23.11,23.0668,,,,17.7153,,,,0.6169
2015/6/30,15.55,7.3059,14.8,14.311,20.0275,7.4984,6.1322,9.8635,7.5526,5.7713,15.2989,13.5827,14.313,,,10.7101,16.1531,14.005,18.4698,7.4813,14.8817,22.99,23.4927,,,,18.2343,,,,0.6768
2015/7/1,14,6.7054,14,13.0869,18.0257,6.832,6.1322,9.3106,6.7968,5.6726,14.2258,13.1061,13.2298,12.6031,,9.6367,14.5348,12.6053,18.4698,7.0416,14.8817,20.69,21.1454,,,,16.4115,,,,0.6872
2015/7/2,12.6,6.0349,13.46,11.8429,16.228,6.1512,6.1322,8.3776,6.1181,5.2401,13.1893,12.9,11.9068,13.8639,,8.6707,13.0863,11.3456,18.4698,6.9599,13.6166,18.62,19.0358,,,,14.7704,,,,0.6377
2015/7/3,11.5,5.4294,12.11,10.778,14.6052,5.5351,6.1322,8.3776,5.5116,4.743,12.3088,13.003,10.7209,15.2493,,7.9253,11.7777,10.2094,18.4698,6.5705,14.4633,16.76,20.1748,,,,13.2914,,,,0.6065
2015/7/6,10.48,4.8889,11.35,10.7283,13.2253,5.2427,6.1322,8.3776,4.9676,4.8227,11.5567,11.9146,9.6505,16.7742,,7.1441,10.5989,10.2094,18.4698,6.3318,14.4633,15.08,18.1543,,,,11.9616,,,,0.6065
2015/7/7,9.43,4.3985,10.22,9.6534,11.9038,4.7177,6.1322,8.3776,4.4718,4.8227,10.401,10.7232,8.6872,18.4536,,6.4285,11.6578,10.2094,18.4698,5.6974,14.4633,13.57,16.3419,,,,10.768,,,,0.6065
2015/7/8,8.49,3.9582,9.32,9.6534,11.9038,4.7177,6.1322,8.3776,4.4718,4.8227,10.025,10.4333,8.2633,20.2975,,5.7844,11.5879,10.2094,18.4698,5.6974,14.4633,12.21,14.7077,,,,10.768,,,,0.6065
2015/7/9,9.34,4.3535,10.25,9.6534,11.9038,4.7177,6.1322,8.3776,4.4718,4.8227,11.0247,11.4767,9.0896,22.3257,,6.3629,12.7466,10.2094,18.4698,5.6974,14.4633,13.43,16.1834,,,,10.768,,,,0.6065
2015/7/10,10.27,4.7889,11.28,10.6188,11.9038,5.1899,6.1322,8.3776,4.4718,5.3046,12.1254,12.6231,9.9973,24.5583,,7.0009,14.0253,10.2094,18.4698,6.269,14.4633,14.77,17.7978,,,,10.768,,,,0.6065
2015/7/13,11.3,5.2692,12.41,11.6836,11.9038,5.7101,6.1322,8.3776,4.4718,5.8358,13.3361,13.8854,10.9992,27.0151,,7.6987,15.4238,10.2094,18.4698,6.8971,14.4633,16.25,19.5805,,,,11.8448,,,,0.6065
2015/7/14,12.43,5.5895,11.9,12.848,11.9038,6.2807,6.1322,8.3776,4.9195,5.8737,13.5562,14.7484,12.0995,29.7161,,8.4679,16.9622,11.2304,18.4698,6.9725,14.4633,16.63,20.6403,,,,13.0319,,,,0.6065
2015/7/15,11.19,5.0291,10.71,11.5642,13.099,5.6526,6.1322,8.3776,5.4105,5.2856,12.1987,14.1687,10.8878,32.6863,,8.0088,15.264,10.547,18.4698,6.2753,14.4633,14.97,18.9566,,,,11.7281,,,,0.6065
2015/7/16,11.02,5.2042,11.04,11.9723,14.4109,5.7461,6.1322,8.3776,5.7089,5.4222,12.7949,14.8643,11.3802,31.2261,,8.8078,15.8834,10.3658,18.4698,6.2313,14.4633,16.47,18.7981,,,,11.9551,,,,0.6065
2015/7/17,11.6,5.6195,11.69,12.7087,15.6061,6.1968,6.1322,8.3776,6.1518,5.6916,13.5745,16.0364,12.4249,32.6813,,9.4936,17.202,11.3127,18.4698,6.6459,14.4633,18.09,20.6799,,,,13.0643,,,,0.6065
2015/7/20,12.03,5.6295,11.76,12.9276,16.3835,6.2327,6.1322,8.3776,6.5609,5.6992,13.7947,16.3907,13.0843,31.0617,,10.0303,17.0122,11.7161,18.4698,6.7087,14.4633,18.42,22.7499,,,,13.7519,,,,0.6065
2015/7/21,12.85,5.8897,11.94,12.8978,18.0257,6.2998,6.1322,8.3776,6.4599,5.684,13.9414,16.6547,13.02,34.1663,,9.8395,16.7025,12.0043,18.4698,6.9411,15.9077,18.99,23.0866,,,,14.6601,,,,0.6432
2015/7/22,13.07,5.8998,11.94,13.1565,17.9383,6.4988,6.1322,8.3776,6.6332,5.7523,13.8681,16.9896,13.0586,35.2129,,9.7679,17.212,12.1278,18.4698,6.9725,16.9785,19.82,23.7205,,,,14.6341,,,,0.6466
2015/7/23,13.49,6.15,12.49,14.0821,18.7545,6.7313,6.1322,8.3776,7.0664,5.8661,14.4,17.0604,13.825,38.7361,,9.9886,17.4817,12.5889,18.4698,7.6698,17.2374,20.02,23.8393,,,,16.1001,,,,0.6471
2015/7/24,12.87,5.8797,12.18,13.6541,18.1229,6.5659,6.1322,8.3776,6.6813,6.109,13.8497,16.3005,13.4096,41.5169,,9.601,16.7624,12.2266,18.4698,7.4059,15.5127,19.11,25.5428,,,,17.3326,,,,0.5825
2015/7/27,12.87,5.2943,10.96,12.2907,16.3155,5.9091,6.1322,8.3776,6.0122,5.5398,12.4647,14.6711,12.0695,37.3657,,8.6409,15.0842,11.008,18.4698,6.6647,15.1089,17.2,22.9876,,,,15.6007,,,,0.5287
2015/7/28,12.87,4.904,10.65,11.5941,14.8676,5.5639,6.1322,8.3776,5.5068,5.6954,12.1712,13.7179,11.6799,35.1431,,8.2592,13.6557,9.9871,18.4698,6.3004,14.2615,15.84,20.9077,,,,14.0438,,,,0.567
2015/7/29,12.87,5.2542,11.26,12.5097,16.3543,5.8971,6.1322,8.3776,6.0555,6.0141,13.1159,15.0897,12.5491,38.6564,,8.7124,15.0243,10.5223,18.4698,6.7401,14.7849,17.15,22.9678,,,,15.4515,,,,0.572
2015/7/30,12.87,5.1291,10.78,12.5196,16.3349,5.5615,6.1322,8.3776,5.8485,5.7106,12.6115,15.1348,13.294,37.6298,,8.3367,14.5747,10.3,18.4698,6.7903,15.1139,16.42,22.7895,,,,15.7953,,,,0.577
2015/7/31,12.87,5.1592,10.86,12.4997,16.3252,5.5255,6.1322,8.3776,5.733,5.7333,12.694,14.7934,13.4353,37.6448,,7.9372,14.3949,9.8965,18.4698,6.8783,14.8098,15.75,23.0965,,,,17.2029,,,,0.5735
2015/8/3,12.87,4.7438,11.26,12.2609,14.887,5.4944,6.1322,8.3776,5.3864,5.8092,11.6026,13.3122,12.0909,35.2727,,7.4661,13.2062,8.9085,18.4698,6.7589,14.4759,14.34,20.8582,,,,15.4839,,,,0.5282
2015/8/4,12.87,5.1842,12.03,13.1267,16.2863,5.8971,6.1322,8.3776,5.8774,6.0483,12.5931,14.4457,13.2983,36.8823,,8.1757,14.5248,9.7977,18.4698,7.1107,14.9046,15.77,22.938,,,,16.5412,,,,0.5501
2015/8/5,12.87,5.2442,11.78,12.8381,16.2669,5.7485,6.1322,8.3776,6.0603,5.8813,12.6023,15.4117,13.4953,37.9737,,8.8615,14.7046,9.8718,18.4698,7.0667,14.9245,15.78,23.5026,,,,16.2428,,,,0.5452
2015/8/6,12.87,5.2743,12.2,13.1068,17.2969,5.9738,6.1322,8.3776,6.3203,5.8168,13.3177,16.951,14.2445,36.8674,,9.3744,15.0642,10.1353,18.4698,6.9976,14.9245,16.08,23.9879,,,,15.419,,,,0.5377
2015/8/7,12.87,5.5295,12.2,13.485,17.5982,6.156,6.1322,8.3776,6.5273,5.9382,13.7121,17.4855,14.9852,37.9787,,9.5234,16.1131,10.654,18.4698,7.2615,15.0342,17.31,25.4141,,,,15.8536,,,,0.5546
2015/8/10,12.87,5.8097,12.2,14.0821,18.395,6.4149,6.1322,8.3776,6.8064,6.1621,14.4917,18.7929,15.4177,41.776,,10.0184,16.8224,11.1645,18.4698,7.563,15.3582,18.19,26.3649,,,,16.4958,,,,0.5944
2015/8/11,12.87,5.8697,12.2,14.0821,18.2395,6.355,6.1322,9.2168,6.7198,6.109,14.3083,18.7221,14.9339,45.9521,,9.7918,16.5227,11.4362,18.4698,7.475,14.7999,17.92,25.8598,,,,16.6061,,,,0.5894
2015/8/12,12.87,5.6045,12.2,13.9228,17.569,6.168,6.1322,10.14,6.378,5.9041,13.9231,18.9346,14.236,45.3491,,9.3445,15.9333,10.8516,16.6223,7.1861,15.4529,17.99,24.9684,,,,15.7109,,,,0.5949
2015/8/13,12.87,5.8247,12.2,14.4304,18.4436,6.4485,6.1322,11.0089,6.8209,5.9952,14.4551,18.9475,14.9424,43.8541,,9.8216,17.5316,11.4774,14.959,7.3682,15.8816,19.2,26.9393,,,,16.911,,,,0.5984
2015/8/14,12.87,5.9998,12.2,14.5697,18.2298,6.3214,6.1322,11.2557,7.0856,5.9952,14.4,18.0394,14.647,42.9322,,9.6785,17.2919,11.7738,14.1695,7.563,16.4299,18.74,25.9984,,,,16.7423,,,,0.6238
2015/8/17,12.87,5.9998,13.42,15.3659,18.8128,6.47,6.1322,10.9299,7.2108,5.9534,14.5651,17.9943,14.176,38.6963,,9.6248,19.0201,12.3419,14.2168,7.6698,16.5196,19.24,27.2265,,,,16.3985,,,,0.6606
2015/8/18,12.87,5.9998,13.34,13.8333,16.9277,5.8228,6.1322,9.8389,6.4887,5.3577,13.1068,16.1974,12.7589,37.9238,,8.8257,17.1221,11.1068,12.7957,6.9034,14.8697,17.32,24.5029,,,,14.7963,,,,0.6228
2015/8/19,12.87,5.9998,13.78,14.0124,17.2289,5.8492,6.1322,9.9327,6.5513,5.3463,13.171,17.3889,12.7931,38.2727,,9.3922,17.4217,11.288,12.9167,6.9034,14.6503,17.96,24.2058,,,,15.1725,,,,0.6561
2015/8/20,12.87,5.9998,12.75,13.1366,16.607,6.4341,6.1322,8.9848,6.354,5.2515,12.4556,17.3567,12.2023,34.7046,,8.8257,15.7035,10.794,12.0167,6.5077,13.8976,17.35,21.9773,,,,14.1217,,,,0.6262
2015/8/21,12.87,5.9998,11.7,11.9723,15.7324,5.7916,6.1322,8.8367,5.7523,4.7278,11.6759,15.6307,11.1576,31.2361,,8.1101,14.8744,10.0447,11.8219,6.1747,12.5069,15.99,20.6997,,,,12.8049,,,,0.5939
2015/8/24,12.87,5.9998,10.53,10.778,14.1582,5.2115,6.1322,7.953,5.1794,4.2535,10.5111,14.0657,10.0401,28.1115,,7.2991,13.386,9.0403,10.6376,5.5592,11.2557,14.39,18.6297,,,,11.527,,,,0.5347
2015/8/25,12.87,5.9998,9.48,9.7032,12.7395,4.6913,6.1322,7.1582,4.6596,3.8286,9.4563,12.6617,9.0382,28.3557,,6.5716,12.0474,8.1346,9.5744,5.0064,10.1291,12.95,16.7678,,,,10.3723,,,,0.4815
2015/8/26,12.87,5.9998,9,8.9369,11.5637,4.2335,6.1322,6.4424,4.1927,3.5098,9.2179,12.9902,9.034,30.3441,,6.5776,11.0984,7.3195,8.6164,4.5039,10.1291,12.13,15.3713,,,,10.3723,,,,0.4815
2015/8/27,12.87,5.9998,9.58,9.753,12.1759,4.4132,6.1322,6.551,4.3948,3.7147,9.8415,14.2911,9.7447,29.8009,,7.2335,12.2072,7.7559,8.9743,4.7049,10.1291,12.83,16.9064,,,,10.9302,,,,0.4815
2015/8/28,12.87,5.9998,10.18,10.4297,13.2156,4.804,6.1322,7.2076,4.7847,3.9879,10.7221,15.328,10.571,31.9587,,7.8418,13.2661,8.4392,9.6849,5.0252,10.1291,14.11,18.5802,,,,11.7216,,,,0.4815
2015/8/31,12.87,5.9998,9.71,10.2605,12.963,4.4995,6.1322,7.9284,4.5537,3.7944,10.0433,14.4908,9.9331,28.7643,,7.3528,12.407,7.9946,8.7164,4.9938,10.1291,13.53,17.2332,,,,10.7421,,,,0.4815
2015/9/1,12.87,5.9998,9.81,9.3748,12.3313,4.0489,6.1322,7.4297,4.0964,3.6275,9.1628,13.1705,8.9398,25.8889,,6.6551,11.1683,7.2701,7.8427,4.7865,10.1291,13.8,16.5598,,,,9.6718,,,,0.4815
2015/9/2,12.87,5.9998,9.09,8.8672,12.4577,4.2958,6.1322,6.8571,3.9135,3.7185,8.8418,12.4942,8.2205,23.3125,,6.6193,10.459,6.7349,8.0427,4.485,10.1291,13.08,14.9058,,,,9.0296,,,,0.4815
2015/9/7,12.87,5.9998,9.18,9.1757,12.5354,4.4228,6.1322,7.3804,4.0531,3.8058,9.2729,13.0095,8.6058,25.6447,,6.7863,11.0185,6.949,8.4164,4.5604,10.1291,13.2,15.0048,,,,9.315,,,,0.4815
2015/9/8,12.87,5.9998,9.75,9.8624,13.1282,4.6721,6.1322,8.1209,4.3515,3.9614,9.9058,14.0206,9.3337,28.2112,,7.2753,12.0873,7.5583,8.7954,4.8054,10.1291,14.42,16.5102,,,,10.1064,,,,0.4815
2015/9/9,12.87,5.9998,10.21,10.1908,13.6432,4.8184,6.1322,8.5997,4.5681,4.2953,10.4744,15.2636,9.8003,29.2427,,7.5317,12.6168,7.9123,8.9954,5.1006,10.1291,15.27,17.4709,,,,10.6837,,,,0.4815
2015/9/10,12.87,5.9998,9.9,9.9122,13.1865,4.7249,6.1322,8.8762,4.4189,4.1245,10.1626,14.6067,9.7918,29.462,,7.5973,12.6767,7.6653,8.6691,4.9247,10.9815,14.69,17.263,,,,10.2621,,,,0.5253
2015/9/11,12.87,5.9998,10.05,10.1908,13.1476,4.7872,6.1322,8.7775,4.4815,4.2156,10.2543,15.2314,9.8731,29.6912,,7.5973,12.7766,7.8794,8.627,5.0127,10.4332,15.03,17.4115,,,,10.4502,,,,0.5337
2015/9/14,12.87,5.9998,9.07,9.1757,11.8358,4.3078,6.1322,7.8987,4.0338,3.7944,9.227,13.8596,8.8841,26.7211,,6.8399,11.4979,7.1384,7.7637,4.686,9.3914,13.9,15.6684,,,,9.4253,,,,0.4855
2015/9/15,12.87,5.9998,8.35,8.7379,10.6502,3.9746,6.1322,7.3952,3.6583,3.5667,8.7317,12.6875,8.1563,24.3141,,6.4941,10.3492,6.6196,7.0005,4.2275,8.4542,13.65,14.1035,,,,8.5495,,,,0.4526
2015/9/16,12.87,5.9998,9.16,9.6037,11.7192,4.3725,6.1322,8.1357,4.0242,3.9196,9.6031,13.9562,8.974,26.746,,7.1441,11.3881,7.2783,7.7006,4.6358,8.6137,15,15.5,,,,9.4058,,,,0.483
2015/9/17,12.87,5.9998,9.08,9.3648,11.554,4.3102,6.1322,8.264,4.0097,3.9082,9.6306,14.1559,8.8841,26.2726,,7.0427,11.2182,7.1878,7.869,4.4976,7.7962,14.47,14.8265,,,,9.1139,,,,0.4636
2015/9/18,12.87,5.9998,9.19,9.5241,11.7192,4.4276,6.1322,8.6935,4.1253,4.0714,9.8599,14.8063,9.004,26.7111,,7.3707,11.6278,7.3936,8.2375,4.5478,7.4922,14.65,14.9652,,,,9.4058,,,,0.4745
2015/9/21,12.87,5.9998,9.5,9.8823,12.1856,4.6434,6.1322,9.2316,4.3804,4.227,10.346,15.3988,9.6077,29.3823,,7.645,12.357,7.6982,8.4848,4.8242,7.7962,15.16,15.6585,,,,9.8793,,,,0.4934
2015/9/22,12.87,5.9998,9.61,9.8823,12.2925,4.6146,6.1322,8.9799,4.5922,4.1625,10.3185,15.2378,9.5691,32.3225,,7.5734,12.2272,7.6653,8.3164,4.9624,8.0455,15.05,15.8566,,,,9.8988,,,,0.5019
2015/9/23,12.87,5.9998,9.67,9.9719,12.5646,4.6626,6.1322,9.2514,4.5489,4.1966,10.346,15.3924,9.6676,35.5567,,7.8358,12.0174,7.6077,8.5691,4.7802,8.4542,14.89,15.8269,,,,9.8339,,,,0.5138
2015/9/24,12.87,5.9998,9.65,10.3401,12.5937,4.7033,6.1322,9.9771,4.5537,4.1625,10.4744,15.4053,9.886,34.7394,,7.7881,12.3271,7.7394,8.5848,4.8745,8.2449,15.01,16.5301,,,,10.1453,,,,0.5248
2015/9/25,12.87,5.9998,9.3,10.6486,12.0495,4.4228,6.1322,8.9848,4.2697,3.95,9.814,14.3619,9.2352,32.3922,,7.3528,11.468,7.3113,7.9848,5.2137,7.6965,14.48,15.5297,,,,9.5939,,,,0.5089
2015/9/28,12.87,5.9998,9.46,10.3998,12.2342,4.5691,6.1322,9.207,4.3659,4.0372,10.2084,15.7466,9.6419,35.6315,,7.4661,11.8276,7.6818,8.2901,5.4649,7.5669,15,15.7575,,,,9.9118,,,,0.5168
2015/9/29,12.87,5.9998,9.76,9.9321,11.8358,4.454,6.1322,9.0144,4.2986,3.8893,9.8966,16.1652,9.3679,33.7178,,7.2037,11.2882,7.4183,8.0638,5.1257,7.1881,14.65,15.3713,,,,9.6718,,,,0.5049
2015/9/30,12.87,5.9998,10.07,9.6534,12.0787,4.5451,6.1322,9.3254,4.3659,3.9234,10.0158,16.1652,9.4835,35.0185,,7.2932,11.3381,7.4183,8.3743,5.0692,7.2678,14.8,15.6783,,,,10.2426,,,,0.4979
2015/10/8,12.87,5.9998,10.79,10.2108,12.6812,4.8184,6.1322,10.0067,4.5344,4.1701,10.5478,17.0669,9.9202,36.379,,7.7165,11.9774,7.8053,8.7585,5.3205,7.537,15.47,16.4112,,,,10.7421,,,,0.5079
2015/10/9,12.87,5.9998,10.88,10.3998,12.963,5.0101,6.1322,10.0265,4.7077,4.4167,10.8596,17.1571,10.3013,36.1946,,7.8,12.3171,8.291,9.1533,5.4021,7.8162,15.69,16.9163,,,,10.7356,,,,0.5267
2015/10/12,12.87,5.9998,11.41,10.9572,13.5946,5.2139,6.1322,10.4165,4.958,4.6368,11.3458,18.5482,10.8193,37.7345,,8.3546,12.8266,8.818,9.5586,5.7099,8.4742,16.69,17.986,,,,11.1572,,,,0.5655
2015/10/13,12.87,5.9998,11.19,10.9572,13.7209,5.2283,6.1322,11.4581,5.0398,4.6937,11.4833,18.6834,11.9026,37.3458,,8.3367,12.9964,8.9168,9.6376,5.7162,8.5041,16.74,17.778,,,,11.4362,,,,0.5665
2015/10/14,12.87,5.9998,11.02,11.0169,13.8473,5.3218,6.1322,11.9765,5.0976,4.5647,12.6298,17.3889,12.3307,36.7179,,8.0386,12.6967,8.7439,9.9271,5.9926,8.4542,16.91,18.0652,,,,10.9756,,,,0.5635
