ÈÕÆÚ,000060.SZ,000426.SZ,000603.SZ,000612.SZ,000630.SZ,000688.SZ,000751.SZ,000758.SZ,000807.SZ,000878.SZ,000933.SZ,002114.SZ,002160.SZ,002171.SZ,002203.SZ,002295.SZ,002379.SZ,002501.SZ,002540.SZ,002578.SZ,002806.SZ,002824.SZ,300328.SZ,300337.SZ,300697.SZ,600219.SH,600255.SH,600331.SH,600338.SH,600362.SH,600490.SH,600497.SH,600531.SH,600595.SH,600768.SH,600888.SH,600961.SH,601020.SH,601137.SH,601168.SH,601212.SH,601388.SH,601600.SH,601677.SH,603003.SH,603115.SH,603527.SH,603876.SH,688388.SH
2015/5/15,11.2703,7.1119,24.1048,11.7477,3.282,11.5219,8.47,11.5472,9.0011,16.9,7.1491,18.69,11.8132,10.2206,12.3684,20.0852,6.21,18.2162,14.1335,5.5243,,,19.3774,12.2058,,3.8164,8.0432,8.72,15.2143,21.7747,15.04,7.4849,6.1587,8.45,22.75,8.2063,15.56,,12.9753,10.5261,,4.8973,10.43,15.9216,38.5325,,,,
2015/5/18,10.7511,6.9529,24.7735,11.7477,3.282,11.0559,8.28,11.0234,8.5951,16.45,7.5353,18.69,11.8807,11.2451,12.3684,22.048,6.59,18.1167,13.8075,6.0628,,,20.4503,13.24,,3.6938,7.9337,8.51,15.7742,21.1496,15.37,7.2794,6.2397,8.21,23.86,8.0716,15.05,,13.3977,10.2941,,4.9905,9.53,15.73,38.622,,,,
2015/5/19,11.3589,7.1466,24.9577,11.7477,3.282,11.2344,8.54,11.3495,8.8229,16.91,7.5749,18.69,13.0668,12.3715,12.3684,23.457,6.95,18.4153,14.1335,6.6687,,,20.3299,12.9088,,3.813,8.2622,8.78,16.7439,21.8884,15.58,7.4466,6.4276,8.42,26.25,8.326,15.5,,13.5753,10.6807,,5.4901,9.74,16.209,41.039,,,,
2015/5/20,11.6502,7.1069,27.4583,11.7477,3.282,11.2046,8.83,11.3594,8.8625,16.76,7.4858,18.69,13.5875,13.6096,12.3684,24.7299,7.65,18.913,14.8472,7.233,,,20.7842,12.9497,,3.7925,8.4513,8.85,16.3683,21.5947,15.68,7.418,6.5021,9.26,27.59,8.4756,15.44,,13.4361,10.5744,,5.7851,9.56,16.3623,42.3022,,,,
2015/5/21,11.7895,7.246,30.0365,11.7477,3.282,11.3335,9.02,11.5076,8.8922,16.73,7.6145,18.69,13.8865,14.9692,12.3684,24.7494,8.42,20.0279,16.3363,7.6924,,,21.9337,13.4713,,3.8164,8.6504,9.06,16.7712,21.5284,15.77,7.7095,6.9136,10.19,28.68,9.0965,15.55,,13.5465,10.6807,,6.1475,9.49,16.9371,45.3757,,,,
2015/5/22,12.3657,7.5737,29.1254,11.7477,3.282,11.7698,9.21,11.9177,9.2091,17.51,7.7333,18.69,14.2819,14.4011,12.3684,24.2829,8.42,19.8089,16.3451,7.9755,,,21.1674,12.8181,,3.9355,8.7599,9.74,18.4511,22.3146,16.11,7.872,7.0983,10.19,31.55,9.1413,16.47,,13.5129,11.048,,6.1501,9.74,16.9754,44.0926,,,,
2015/5/25,12.6823,7.7774,29.1545,11.7477,3.282,12.0871,9.43,12.2686,9.4863,17.99,7.9314,18.69,15.3233,14.4254,12.3684,26.7122,8.42,20.3265,16.1425,7.831,,,20.7404,13.4577,,4.0921,9.1879,10.13,19.1134,22.8071,16.36,8.1588,7.5065,10.19,31.36,9.6201,16.91,,13.9402,11.4443,,6.1294,10.11,17.5119,42.0735,,,,
2015/5/26,13.9486,7.7923,31.1026,11.7477,3.282,12.1863,9.56,12.565,9.5953,18.26,8.0007,18.69,16.1527,14.9749,12.3684,28.918,8.42,21.3518,16.6623,8.6151,,,22.815,14.0065,,4.3032,9.2079,10.51,19.0998,23.148,17.26,8.2209,7.4708,10.19,31.21,10.3008,17.3,,14.7034,11.5796,,6.1889,10.14,17.7322,43.1974,,,,
2015/5/27,14.9237,7.976,31.2092,11.7477,3.282,13.4059,9.89,13.3161,9.8131,19.79,8.3968,18.69,16.2395,16.4729,12.3684,27.6936,8.42,20.9238,16.2042,8.625,,,24.7527,15.4081,,4.2555,9.7255,10.78,19.1544,24.332,16.91,8.3548,7.5194,10.19,29.88,11.0414,17.27,,14.8234,11.9566,,6,10.09,18.2687,42.3818,,,,
2015/5/28,13.4294,7.2658,30.4242,11.7477,3.282,12.7217,8.91,11.9869,9.4071,19.82,7.5749,18.69,14.6194,15.6607,12.3684,24.9243,8.42,18.8334,14.5917,8.0231,,,24.2874,14.5191,,3.973,9.3472,10.03,20.4928,22.8355,15.37,7.5183,6.7743,10.19,28.75,9.9492,15.58,,13.4121,10.9513,,5.7101,9.08,16.985,39.8753,,,,
2015/5/29,13.1065,7.9562,32.4692,11.7477,3.282,13.1778,8.75,11.5225,8.9912,21.29,7.7135,18.69,14.2144,15.7628,12.3684,24.6133,8.42,18.266,14.2392,7.5754,,,26.7178,15.5577,,3.9219,8.7699,9.99,22.5414,23.5458,14.99,7.4036,6.5572,10.19,27.58,9.9717,15.25,,13.4313,10.816,,5.5211,8.85,17.1383,39.2387,,,,
2015/6/1,14.0436,8.5472,32.4692,11.7477,3.282,14.1397,9.63,12.145,9.4071,23.41,8.4859,18.69,15.2173,16.9058,12.3684,25.9446,8.42,19.0524,15.6667,7.8988,,,29.3891,17.1135,,4.1602,9.0486,10.88,23.2584,25.0044,16.49,7.7908,7.2116,10.19,29.13,10.413,16.11,,14.1898,11.5023,,5.767,9.29,18.853,41.606,,,,
2015/6/2,15.4492,8.5223,32.4692,11.7477,3.282,15.3395,10.28,12.6391,9.6052,23.36,8.7334,18.69,16.2009,18.3405,12.3684,26.6248,8.42,19.6198,16.6007,8.3066,,,28.6939,17.3494,,4.2555,9.5264,11.97,24.4876,25.0423,18.14,7.9724,7.5453,10.19,29.74,10.7048,16.84,,15.4091,11.9953,,5.9896,9.33,20.2613,43.3068,,,,
2015/6/3,15.9051,8.3485,35.7162,11.7477,3.282,15.3692,10.08,12.4366,9.8428,22.09,8.5057,18.69,15.9598,17.5089,12.3684,27.9851,8.42,20.4858,16.1865,8.4459,,,27.3966,15.8571,,4.3985,9.3273,12.2,23.3882,24.2941,17.26,7.7621,7.9633,10.19,29.1,11.4005,17.41,,16.5035,11.8503,,5.9948,9.62,19.8302,43.0781,,,,
2015/6/4,17.4943,8.7806,38.9728,11.7477,3.282,15.0916,11.09,12.4662,9.7735,23.88,9.3573,18.69,15.6802,17.11,12.3684,27.0134,8.42,20.0677,16.5919,8.2569,,,26.1376,15.3672,,4.3304,10.263,13.15,22.2273,24.7298,18.56,8.5364,7.8337,10.19,30.97,11.1237,17.59,,16.3739,12.0822,,6.0051,9.48,19.5811,47.3849,,,,
2015/6/5,18.3617,8.9743,40.698,11.7477,3.282,15.2304,11.43,13.5384,10.3082,24.5,10.0801,18.69,17.252,16.7307,12.3684,27.0134,8.42,22.0784,17.94,8.5155,,,25.7216,15.086,,4.5926,10.5119,13.87,22.7599,26.6903,18.76,9.0478,8.1933,10.19,30.59,11.4828,19.35,,16.5995,13.2905,,6.2692,9.87,20.6828,46.8179,,,,
2015/6/8,16.9434,8.5571,37.0246,11.7477,3.282,15.389,11.6,13.6866,10.4964,24.5,9.8721,18.69,18.9782,16.7307,12.3684,29.7148,8.42,22.0784,17.0941,8.3066,,,24.0575,14.0383,,4.5755,10.4223,13.52,25.0339,27.0029,17.91,9.1147,8.433,10.19,29.01,11.7446,19.8,,15.6971,13.3195,,5.9586,10.39,19.7535,44.3214,,,,
2015/6/9,16.8991,8.4727,34.65,11.7477,3.282,16.926,12.26,13.5186,10.3478,24.5,10.1098,18.69,18.3224,16.2881,12.3684,29.3067,8.42,22.0784,16.6007,7.9883,,,24.6323,14.4238,,4.5245,10.1137,13.75,25.0407,27.4102,17.76,9.1482,8.2678,10.19,28.37,12.0887,20.99,,15.8603,13.4258,,5.7955,10.57,19.6482,45.0276,,,,
2015/6/10,16.9245,8.6117,34.4174,11.7477,3.282,16.926,12.09,13.3062,10.1696,24.5,9.8523,18.69,18.1392,16.6383,12.3684,30.3755,8.42,23.472,16.9972,8.0529,,,26.0008,15.3582,,4.4627,10.2232,13.88,27.062,27.3628,18.29,9.3059,8.9287,10.19,29.31,13.3006,20.37,,15.9563,13.2518,,5.987,10.2,20.0697,44.3413,,,,
2015/6/11,16.7216,9.4709,33.8455,11.7477,3.282,16.926,11.96,13.5335,10.437,24.5,9.783,18.69,18.3032,16.682,12.3684,31.4736,8.42,22.8947,16.7681,8.2768,,,26.8218,15.5441,,4.5931,10.1535,14.67,28.9399,26.7566,20.12,9.4589,8.9287,10.19,30.36,14.1384,20.01,,17.0124,13.3291,,6.1216,10.43,21.0277,44.1423,,,,
2015/6/12,16.4174,9.2772,33.3512,11.7477,3.282,16.926,12.28,13.7756,10.7736,24.5,9.9712,18.69,18.091,17.5089,12.3684,30.8614,8.42,23.6811,16.9884,8.1475,,,26.0008,15.8983,,4.5965,10.5019,15.07,28.0044,26.624,19.87,9.368,8.9287,10.19,33.4,13.8093,19.89,,17.1132,13.8318,,6.1268,10.35,20.7211,46.4002,,,,
2015/6/15,16.4364,9.2574,32.3238,11.7477,3.282,16.926,11.91,13.5384,10.2686,24.5,10.0009,18.69,18.2839,17.5964,12.3684,29.2289,8.42,22.3671,16.3804,7.8988,,,23.4828,16.2117,,4.4147,10.9797,14.27,25.9216,26.2641,19.77,9.0765,8.9287,10.19,32.51,13.0762,19.76,,17.1324,13.3001,,6.7403,10.04,20.6732,43.8539,,,,
2015/6/16,14.8644,9.1233,29.1351,11.7477,3.282,16.926,11.08,12.8071,9.8923,24.5,10.0108,18.69,16.847,16.4389,12.3684,27.8297,8.42,20.6251,15.1644,7.3964,,,21.4356,14.5905,,4.1814,10.5816,14.57,24.6515,24.8529,18.16,8.7085,8.9287,10.19,31.88,12.0588,18.48,,16.2251,12.5075,,7.1544,9.24,19.1117,40.2732,,,,
2015/6/17,15.1496,10.0371,30.0558,11.7477,3.282,16.926,11.58,13.0789,10.8826,24.5,10.0405,18.69,17.3774,16.3708,12.3684,28.5196,8.42,21.6703,15.6755,7.6053,,,23.5813,14.4316,,4.3187,11.6367,14.78,25.8806,26.0558,18.09,9.1147,8.9287,10.19,34.76,12.8443,18.85,,16.2347,12.8666,,6.9888,9.69,19.3895,40.7804,,,,
2015/6/18,15.194,9.5057,27.3517,11.7477,3.282,16.926,11.08,12.6737,10.5459,24.5,10.1197,20.56,17.9367,15.471,12.3684,28.0143,8.42,20.5654,15.8958,7.3019,,,22.0924,13.1692,,4.1437,11.1689,13.93,24.1735,24.7771,17.06,8.5364,8.9287,10.19,33.49,12.0438,18.19,,15.4254,12.2261,,6.6497,9.33,18.5752,38.5922,,,,
2015/6/19,14.5665,8.5621,25.7331,11.7477,3.282,16.926,10.01,11.4088,9.4962,24.5,9.1097,22.62,16.3552,13.9244,12.3684,25.6045,8.42,18.6741,14.6798,6.5707,,,20.4393,12.6606,,3.8693,10.054,12.54,22.0771,23.1007,15.35,8.1445,8.9287,10.19,30.14,10.8394,16.63,,14.0235,11.1782,,5.9844,8.5,17.1766,35.5884,,,,
2015/6/23,14.1925,9.4063,26.2662,10.5729,3.282,16.926,10.39,11.5818,9.2586,24.5,9.0404,24.88,16.3455,12.7863,12.3684,25.0797,8.42,19.2913,15.279,6.3668,,,21.7093,13.2554,,3.9448,10.3626,12.54,22.0429,23.9531,15.37,8.2831,8.9287,10.19,29.31,10.9816,16.83,,14.303,11.6245,,6.0466,8.69,17.9238,34.6435,,,,
2015/6/24,14.6742,9.5951,28.3985,11.6322,3.282,16.926,10.93,11.9523,9.724,24.5,9.9415,24.19,16.4709,13.5353,12.3684,25.5462,8.42,19.4207,15.7724,6.5856,,,21.3261,14.5814,,4.0717,10.5119,12.97,23.0399,24.9855,15.99,8.6989,8.9287,10.19,29.69,11.3182,17.55,,14.9292,12.0321,,6.1993,9.15,19.0351,36.3642,,,,
2015/6/25,13.9389,8.8253,27.1578,12.3736,3.282,16.926,10.3,11.1815,8.9912,24.5,9.7929,25.46,15.2366,12.2562,12.3684,23.7874,8.42,18.1465,14.9353,6.3817,,,19.5143,14.2999,,3.8762,10.5318,12.11,23.395,23.508,14.74,8.0823,8.9287,10.19,29.28,10.6075,16.45,,13.9706,11.4305,,5.5806,8.83,17.8472,36.6029,,,,
2015/6/26,12.5444,8.3833,24.444,11.1411,3.282,16.926,9.29,10.0624,8.0901,24.5,8.8127,22.91,13.7129,11.0306,12.3684,21.4067,8.42,16.3349,13.4462,5.745,,,17.5656,12.8694,,3.4885,9.4766,10.9,21.0528,21.1591,13.27,7.2746,8.9287,10.19,26.35,9.5453,14.81,,12.5735,10.2855,,5.0215,8.67,16.0749,32.9426,,,,
2015/6/29,11.2893,7.8519,22.0015,10.1685,3.282,16.926,9.43,9.067,7.6247,24.5,8.7136,20.62,12.3628,9.9265,12.3684,19.2689,8.42,14.7024,12.1069,5.173,,,15.8085,11.5843,,3.2107,8.531,9.83,18.9495,19.0564,11.94,6.5481,8.9287,10.19,23.72,8.5878,13.33,,11.3258,9.8488,,4.5194,9.14,14.6475,29.6504,,,,
2015/6/30,11.7837,8.1995,24.1726,10.5152,3.282,16.926,10.26,9.7207,8.1396,24.5,9.3275,19.86,12.8932,10.7096,12.3684,19.6188,8.42,15.9068,12.7765,5.357,,,17.0784,11.9794,,3.4611,8.8893,10.71,19.6461,20.3729,12.46,6.9735,8.9287,10.19,23.2,9.0142,13.99,,12.3808,10.596,,4.9724,9.33,15.6821,29.6702,,,,
2015/7/1,10.6047,7.3801,21.7592,9.7833,3.282,16.926,9.72,8.9878,7.4861,24.5,8.4265,17.87,12.9221,10.0238,12.3684,20.2115,8.42,14.6327,12.0716,4.8298,,,15.3706,10.7805,,3.1661,8.0034,10.04,20.0012,18.3366,11.21,6.2756,8.9287,10.19,20.88,8.1165,12.59,,11.7401,9.6451,,4.9387,8.48,14.6571,26.7062,,,,
2015/7/2,9.5462,6.6401,19.5882,8.8012,3.282,16.926,8.8,8.0915,6.7335,24.5,7.5848,16.08,11.6299,9.0219,12.3684,20.2115,8.42,13.2192,10.8644,4.601,,,13.8324,9.7043,,2.8642,7.207,9.04,20.0012,16.4991,10.09,5.6495,8.9287,10.19,18.79,7.3086,11.33,,10.791,8.7427,,4.478,7.63,13.3542,24.0406,,,,
2015/7/3,8.589,5.9746,17.6303,7.9249,3.282,16.926,7.92,7.2843,6.0602,24.5,6.8224,14.47,10.4631,8.1222,12.3684,20.2115,8.42,11.8953,9.7806,4.4766,,,12.4475,8.7325,,2.6378,6.4903,8.14,20.0012,16.3002,9.08,5.0855,8.0368,10.19,16.91,6.5755,10.2,,10.1503,7.8694,,4.478,6.87,12.722,21.6335,,,,
2015/7/6,7.7333,5.3836,15.8954,7.4723,3.282,16.926,7.13,7.4279,5.6245,24.5,6.8224,13.02,9.4505,7.3099,12.3684,20.2115,8.42,11.2781,8.8026,4.3274,,,11.2925,7.8606,,2.7922,5.8433,7.33,20.0012,15.9687,8.17,4.8656,8.0368,10.19,15.22,5.9172,9.18,,9.1676,7.229,,4.478,6.37,12.3771,19.4751,,,,
2015/7/7,6.96,4.8472,14.3058,6.7212,3.282,16.926,6.42,6.6852,5.06,24.5,6.8224,11.72,8.5055,7.3099,12.3684,20.2115,8.42,10.1533,7.9214,3.8947,,,10.1649,7.075,,2.5144,5.2559,6.6,20.0012,14.406,8.17,4.3829,8.0368,10.19,13.7,5.3262,8.26,,8.2523,6.5109,,4.478,5.89,11.1413,19.4751,,,,
2015/7/8,6.96,4.8472,13.3366,6.7212,3.282,16.926,5.78,6.0166,5.06,24.5,6.8224,10.55,8.5055,7.3099,12.3684,20.2115,8.42,10.1533,7.1284,3.8947,,,10.1649,7.075,,2.5144,5.2559,5.94,20.0012,12.9663,8.17,3.9432,8.0368,10.19,12.33,4.7951,7.43,,7.4285,5.8608,,4.478,5.3,10.03,19.4751,,,,
2015/7/9,6.96,4.8472,14.6742,6.7212,3.282,16.926,6.36,6.6208,5.06,24.5,6.8224,10.55,8.5055,7.3099,12.3684,20.2115,8.42,10.1533,7.8421,3.8947,,,10.1649,7.075,,2.7648,5.2559,5.94,20.0012,14.2639,8.17,4.3399,8.0368,10.19,13.56,5.2739,7.43,,8.1704,6.443,,4.478,5.83,11.0359,19.4751,,,,
2015/7/10,6.96,4.8472,16.1377,6.7212,3.282,16.926,7,7.2843,5.06,24.5,6.8224,10.55,8.5055,8.0395,12.3684,20.2115,8.42,10.1533,8.6264,3.8947,,,10.1649,7.075,,3.0426,5.2559,5.94,21.9815,15.6941,8.17,4.7724,8.0368,10.19,14.92,5.805,7.43,,8.9893,7.0834,,4.478,6.41,12.1376,19.4751,,,,
2015/7/13,6.96,4.8472,17.7563,6.7212,3.282,16.926,7.7,8.0123,5.06,24.5,6.8224,10.55,8.5055,8.842,12.3684,20.2115,8.42,10.1533,9.4899,3.8947,,,10.1649,7.075,,3.2862,5.7835,6.53,22.0634,17.2663,8.17,5.2487,7.5211,10.19,16.41,6.3885,8.17,,9.8902,7.7917,,4.9263,7.04,13.3542,21.4246,,,,
2015/7/14,6.96,4.8472,18.4735,6.7212,3.282,16.926,7.19,8.0965,5.06,24.5,6.8224,11.61,9.3541,9.7271,12.3684,20.2115,7.58,10.1533,10.4415,3.8947,,,10.1649,7.7834,,3.0392,6.3609,7.18,20.6294,16.2813,8.17,5.2536,6.7687,10.19,17.16,7.0243,8.99,,10.001,7.588,,5.0455,6.52,13.2584,23.5641,,,,
2015/7/15,7.6572,4.8472,16.6223,7.3953,3.282,16.926,6.47,7.2893,5.06,24.5,6.8224,12.49,9.4698,8.7544,12.3684,20.2115,6.82,11.1686,9.4018,3.8947,,,11.1831,7.6744,,2.7339,5.8333,7.05,18.5671,14.6522,8.99,4.7287,6.0908,10.19,15.44,6.3211,8.36,,8.999,6.8311,,4.6853,5.87,11.9364,21.2057,,,,
2015/7/16,8.2594,4.8472,16.506,7.7227,3.282,16.926,6.48,7.6161,5.5651,24.5,6.4857,12.5,9.9713,8.6134,12.3684,20.2115,6.19,12.2835,9.6573,3.8947,,,12.2997,8.1422,,2.7853,6.0224,7.3,16.7097,15.0595,9.5,5.0397,5.4811,10.19,16.37,6.4109,8.67,,9.1724,7.1416,,4.6283,6.04,12.2238,20.7679,,,,
2015/7/17,9.0834,4.8472,17.8532,8.0982,3.282,16.926,7.13,8.141,6.1196,24.5,6.7828,13.49,10.9645,9.2602,12.3684,20.2115,6.31,13.5079,10.3005,4.2826,,,13.5313,8.955,,2.9397,6.5003,7.91,17.099,15.9228,10.02,5.3556,5.6952,10.19,17.88,6.8373,9.38,,9.7071,7.6462,,4.9237,6.49,13.1243,22.778,,,,
2015/7/20,9.3814,4.8472,18.6577,7.8671,3.282,16.926,7.63,8.2005,6.2582,24.5,6.6441,13.93,11.7553,9.6931,12.3684,20.2115,6.07,14.4834,10.3005,4.7104,,,14.8834,9.282,,2.9088,6.5401,8.37,16.5254,15.9611,10.17,5.3216,5.4908,10.19,18.2,6.8523,10.32,,9.8083,7.6171,,5.0118,6.64,13.3255,25.0568,,,,
2015/7/21,9.6032,4.8472,19.3458,7.9923,3.282,16.926,7.53,8.5025,6.3275,24.5,6.6342,13.96,11.9482,10.2621,12.3684,20.2115,6.27,14.6825,10.2829,5.1829,,,16.3723,10.0449,,2.9191,6.6894,8.29,18.1711,16.0091,11.19,5.3556,5.8541,10.19,18.64,6.8747,10.63,,9.8227,7.6656,,4.9859,6.63,13.2968,25.2359,,,,
2015/7/22,9.4067,4.8472,19.1908,8.4738,3.282,16.926,7.56,8.6016,6.3473,24.5,7.0798,14.28,11.9289,10.1308,12.3684,20.2115,6.18,14.5132,10.1067,5.4864,,,17.8174,10.1175,,2.9191,6.6396,8.37,18.0482,16.0858,10.98,5.3265,5.6822,10.19,18.73,7.0692,10.54,,10.1262,7.6268,,5.2191,6.75,13.7949,26.0618,,,,
2015/7/23,9.9645,4.8472,20.4992,9.013,3.282,16.926,7.77,8.973,6.7236,24.5,7.1392,14.75,12.3918,10.5783,12.3684,20.2115,6.27,15.001,10.6354,5.5858,,,18.5892,10.4445,,3.0255,6.988,8.65,18.7242,16.6805,11.21,5.516,5.8508,10.88,20.58,7.5405,11.02,,10.6465,7.9276,,5.74,7.05,14.2931,26.9773,,,,
2015/7/24,9.8124,4.8472,19.8208,8.8493,3.282,16.926,7.77,8.6709,6.6246,24.5,6.9907,14.86,11.8132,10.7923,12.3684,20.2115,6.9,14.8318,10.2212,5.367,,,17.8612,10.717,,2.9569,6.8885,8.75,18.574,16.3064,10.87,5.5014,5.893,9.84,21.57,7.2562,11.01,,10.3478,7.8111,,6.0458,7.03,13.8524,26.0419,,,,
2015/7/27,8.8299,4.8472,17.8435,7.9634,3.282,16.926,6.99,7.8043,5.9611,24.5,6.2877,13.37,10.6367,9.7125,12.3684,20.2115,6.69,13.3486,9.1991,4.8298,,,16.0931,9.6453,,2.6619,6.2016,7.88,16.7166,14.6758,9.78,4.9522,5.3027,8.86,19.41,6.5306,9.91,,9.3121,7.0349,,6.0458,6.33,12.4633,23.4347,,,,
2015/7/28,8.1707,4.8472,16.0698,7.7804,3.282,16.926,6.52,7.6458,5.7433,24.5,5.7332,12.2,9.5759,8.983,12.3684,20.2115,6.08,12.164,8.8555,4.5015,,,15.7592,8.6826,,2.6001,5.7338,7.24,15.0435,14.1195,8.8,4.7773,4.7741,7.97,20.47,5.9845,9.05,,9.553,6.8796,,6.0458,6.01,12.2621,21.0962,,,,
2015/7/29,8.8426,4.8472,17.3008,8.1175,3.282,16.926,6.91,8.3441,6.0404,24.5,6.05,13.42,10.2027,9.4159,12.3684,20.2115,6.47,13.259,9.4282,4.7999,,,17.3357,9.3683,,2.727,6.0822,7.81,14.9138,14.9827,9.61,5.1078,4.9362,7.79,20.38,6.4782,9.68,,9.9962,7.3066,,6.0458,6.38,12.9998,22.5889,,,,
2015/7/30,8.6207,4.8472,16.2831,7.8479,3.282,16.926,6.88,8.1707,5.872,24.5,5.7035,13.52,9.7205,8.9003,12.3684,20.2115,5.99,12.821,9.0052,4.5363,,,18.3921,8.9005,,2.5967,5.8233,7.3,14.7704,14.4264,9.11,4.8891,4.6054,7.36,20.03,6.3511,9.91,,9.5963,6.967,,6.0458,6.09,12.4442,22.0416,,,,
2015/7/31,8.532,4.8472,15.6337,7.7708,3.282,16.926,6.63,8.1707,5.8423,24.5,5.545,13.25,9.2673,8.341,12.3684,20.2115,5.56,12.7115,9.0493,4.5811,,,18.7698,8.2557,,2.5933,5.8134,7.16,16.2454,14.8581,8.89,4.8842,4.3881,6.76,19.87,6.3436,10.03,,9.3266,7.0834,,6.0458,6.25,12.061,21.1759,,,,
2015/8/3,8.2721,4.8472,14.3058,7.9153,3.282,16.926,6.2,7.7746,5.6146,24.5,6.0104,12.12,8.6405,7.5094,12.3684,20.2115,5.05,11.965,8.8819,4.4468,,,17.2426,7.4338,,2.583,5.5745,6.7,14.6202,15.2897,8.26,5.0883,4.56,6.11,17.88,6.194,9.17,,8.7196,7.2678,,6.0458,6.39,11.3904,19.0563,,,,
2015/8/4,8.9376,4.8472,15.7403,8.2041,3.282,16.926,6.75,8.3243,5.9809,24.5,6.1292,13.29,9.5084,8.1513,12.3684,20.2115,5.54,13.1595,9.7542,4.7104,,,18.9669,8.1694,,2.7099,5.9826,7.22,15.1801,15.8268,9.09,5.2973,4.8162,6.72,19.05,6.7101,9.84,,8.7196,7.5783,,6.0458,6.65,12.3484,20.9669,,,,
2015/8/5,8.6144,4.8472,15.7888,7.8575,3.282,16.926,6.53,8.1509,5.8918,24.5,5.9015,12.94,9.6627,8.2632,12.3684,20.2115,5.33,13.0898,9.3929,4.5562,,,20.8663,8.619,,2.6653,5.8034,7.04,15.5352,15.2897,8.84,5.1078,4.5438,6.55,18.85,6.8747,9.49,,8.7196,7.3551,,6.0458,6.47,12.1376,20.3997,,,,
2015/8/6,8.4876,4.8472,16.0408,7.7516,3.282,16.926,6.52,8.354,5.8126,24.5,5.9411,13.35,9.4987,8.555,12.3684,20.2115,5.29,12.9902,9.2432,4.5612,,,19.4595,8.4056,,2.6756,5.9428,7.05,16.5322,15.0403,9.06,5.0932,4.5016,6.36,18.93,6.7176,10.44,,8.7196,7.326,,6.0458,6.35,12.1663,19.8822,,,,
2015/8/7,8.8109,4.8472,16.9228,7.9827,3.282,16.926,6.87,8.6263,6.0107,24.5,6.0302,13.81,9.817,8.9782,12.3684,20.2115,5.45,13.4979,9.4458,4.6656,,,20.505,8.9686,,2.727,6.112,7.39,16.7166,15.3856,9.35,5.2487,4.7287,6.57,19.56,6.9121,11.05,,8.7196,7.5103,,6.0458,6.55,12.7986,21.5142,,,,
2015/8/10,9.4004,4.8472,18.27,8.3004,3.282,16.926,7.56,9.488,6.4067,24.5,6.3372,14.66,10.627,9.8779,12.3684,20.2115,5.74,14.1947,9.9304,4.9641,,,21.1345,9.4772,,2.878,6.4107,8.13,17.3858,16.3448,9.91,5.5014,5.0206,6.98,20.55,7.2861,12.16,,8.7196,7.8791,,6.0458,7.21,13.4405,23.6636,,,,
2015/8/11,9.6159,4.8472,18.27,8.3101,3.282,16.926,7.56,9.8346,6.4464,24.5,6.4461,14.66,10.5788,10.0044,12.3684,20.2115,5.78,14.2445,10.2036,5.0486,,,20.2149,9.5227,,2.8814,6.4704,8.24,17.338,16.9683,10.05,5.6083,5.3417,7.07,20.73,7.3684,13.08,,8.7196,8.0634,,6.0458,7.2,13.45,24.7284,,,,
2015/8/12,9.5272,4.8472,18.1828,8.0597,3.282,16.926,7.58,9.5622,6.2978,24.5,6.3471,14.52,10.2606,10.4567,12.3684,20.2115,5.67,13.7965,9.8335,4.9492,,,20.1492,9.2502,,2.8059,6.3012,8.06,16.3683,16.6038,9.75,5.4479,5.3611,6.8,20.29,7.0991,13.15,,8.7196,7.9082,,6.0458,7.16,13.3542,24.191,,,,
2015/8/13,10.2181,4.8472,19.5494,8.2908,3.282,16.926,7.97,10.518,6.5058,24.5,6.4065,15.3,10.5595,10.5102,12.3684,20.2115,5.79,14.3639,10.1067,5.0735,,,19.8701,10.1766,,2.8917,6.7491,8.48,16.6551,17.3136,10.06,5.7347,5.3708,7.01,20.45,7.3086,14.47,,8.7196,8.1993,,6.0458,7.42,13.8524,24.6985,,,,
2015/8/14,10.0089,4.8472,19.2005,8.3775,3.282,16.926,8.05,10.3447,6.5553,24.5,6.4164,16.83,10.9838,10.6512,12.3684,20.2115,5.89,14.0553,10.0362,5.2824,,,19.6018,10.4036,,2.9088,6.6496,8.56,17.8296,16.8052,10.31,5.7152,5.2444,7.41,20.72,7.5629,15.92,,8.7196,8.0925,,6.0458,7.31,13.8332,24.4896,,,,
2015/8/17,11.0104,4.8472,19.1326,8.6663,3.282,16.926,8.61,11.1716,6.8226,24.5,6.6243,17.99,11.0224,10.5831,12.3684,20.2115,6.2,14.6426,10.4415,5.3222,,,18.9833,10.994,,2.9843,6.8188,8.74,17.7067,17.1889,10.81,5.9485,5.3287,7.36,22.37,7.9968,16.56,,8.7196,8.4225,,6.0458,7.55,13.862,24.1015,,,,
2015/8/18,9.9075,4.8472,17.2232,7.7997,3.282,16.926,7.75,10.0525,6.1394,24.5,5.9609,16.19,9.923,9.5229,12.3684,20.2115,5.58,13.1794,9.4018,4.79,,,19.6511,9.895,,2.6927,6.1419,7.87,15.9381,15.4719,9.73,5.3556,4.7968,6.62,20.13,7.1964,14.9,,9.5915,7.5783,,6.0458,6.8,12.4729,21.6933,,,,
