ÈÕÆÚ,000060.SZ,000426.SZ,000603.SZ,000612.SZ,000630.SZ,000688.SZ,000751.SZ,000758.SZ,000807.SZ,000878.SZ,000933.SZ,002114.SZ,002160.SZ,002171.SZ,002203.SZ,002295.SZ,002379.SZ,002501.SZ,002540.SZ,002578.SZ,002806.SZ,002824.SZ,300328.SZ,300337.SZ,300697.SZ,600219.SH,600255.SH,600331.SH,600338.SH,600362.SH,600490.SH,600497.SH,600531.SH,600595.SH,600768.SH,600888.SH,600961.SH,601020.SH,601137.SH,601168.SH,601212.SH,601388.SH,601600.SH,601677.SH,603003.SH,603115.SH,603527.SH,603876.SH,688388.SH
2014/1/2,3.9554,3.7464,12.5322,5.5079,1.897,6.0882,,5.2125,3.347,8.45,4.6809,7.64,4.5517,3.5153,5.4983,5.7622,2.91,6.7569,3.4545,2.3067,,,5.2495,5.0607,,1.6928,2.8359,4.09,6.4053,12.9676,6.9988,4.2593,2.9093,3.66,6.55,4.3153,5.73,,6.9994,5.1418,,1.8257,3.36,7.6312,10.0956,,,,
2014/1/3,3.9554,3.7365,12.4352,5.7872,1.8682,6.0882,,5.257,3.3272,8.37,4.6217,7.61,4.5517,3.559,5.292,5.7622,3.2,6.6441,3.5168,2.2988,,,5.2196,5.1962,,1.6664,2.82,4.16,6.1731,13.1045,6.9459,4.2123,2.838,3.57,6.5,4.2041,5.66,,6.8804,5.1323,,1.792,3.38,7.5463,9.8768,,,,
2014/1/6,3.9554,3.6374,12.096,5.9316,1.7761,5.88,,5.0496,3.1885,8.03,4.4143,7.3,4.5517,3.4376,5.3447,5.7622,3.245,6.8452,3.2885,2.2315,,,4.872,5.0539,,1.6037,2.8001,4.06,5.8522,12.6574,6.6927,4.0946,2.7019,3.48,6.24,4.0409,5.62,,6.8852,4.9408,,1.7207,3.27,7.3199,9.1109,,,,
2014/1/7,3.9554,3.6424,11.9991,5.9027,1.7608,5.8304,,5.0052,3.1588,8.08,4.3945,7.28,4.5517,3.4619,5.4311,5.7622,3.11,7.1149,3.2332,2.2434,,,4.9915,5.1262,,1.607,2.7324,4.08,5.7771,12.6939,6.7104,4.1605,2.7441,3.5,6.28,4.0483,5.61,,6.9613,4.9503,,1.7365,3.26,7.4048,9.2502,,,,
2014/1/8,3.9554,3.5928,11.6405,5.8064,1.7339,5.7213,,4.9707,3.1192,7.86,4.3452,7.17,4.5517,3.4425,5.3975,5.7622,3.08,7.1835,3.247,2.2434,,,5.0512,5.2279,,1.5971,2.7045,4.03,5.8522,12.6847,6.5809,4.217,2.689,3.43,6.27,4.0261,5.58,,7.0089,4.912,,1.7445,3.22,7.3576,9.8271,,,,
2014/1/9,3.5775,3.5631,11.1268,5.5753,1.6898,5.6519,,4.8522,3.0202,7.53,4.2859,6.91,4.5517,3.3162,5.4119,5.7622,2.94,7.0462,3.1813,2.176,,,4.8584,4.9703,,1.5806,2.6408,3.96,5.7497,12.3745,6.5279,4.104,2.6339,3.33,6.18,3.9149,5.5,,6.9756,4.8737,,1.7306,3.14,7.4048,10.0161,,,,
2014/1/10,3.4705,3.4689,11.0783,5.2865,1.7167,5.5131,,4.867,3.0895,7.47,4.2958,6.6,4.5517,3.2531,5.4503,5.7622,2.925,7.0707,3.1295,2.1364,,,4.9127,4.5297,,1.5773,2.6368,3.91,5.2581,12.338,6.4926,4.1511,2.6209,3.66,6.03,3.8556,5.27,,6.9708,4.8259,,1.693,3.19,7.2727,9.5187,,,,
2014/1/13,3.4957,3.4937,11.3206,5.4309,1.7627,5.6222,,4.9509,3.2578,7.4,4.3452,6.81,4.5517,3.3065,5.4023,5.7622,2.975,6.7422,3.1122,2.1879,,,5.0105,4.4507,,1.6136,2.6567,4,5.2922,12.5296,6.6221,4.3064,2.6436,3.81,6.05,3.9297,5.35,,7.0612,4.9216,,1.7247,3.5,7.4142,9.2601,,,,
2014/1/14,3.5083,3.5234,11.4757,5.4694,1.7761,5.6717,,4.9657,3.1687,7.51,4.3649,6.82,4.5517,3.3308,5.5558,5.7622,3.015,7.2276,3.1813,2.2176,,,5.3527,4.6246,,1.6103,2.6846,4.05,5.3059,12.5022,6.7163,4.3111,2.6663,3.73,6.15,3.9445,5.34,,7.1659,4.9599,,1.7544,3.33,7.3482,9.5386,,,,
2014/1/15,3.4453,3.5036,11.3012,5.3731,1.7569,5.7015,,4.9213,3.0994,7.35,4.355,6.83,4.5517,3.3405,5.5894,5.7622,3.02,7.262,3.1813,2.2275,,,5.445,4.8528,,1.6103,2.6726,4.02,5.2854,12.265,6.8752,4.2782,2.6371,3.68,6.16,3.9223,5.33,,7.1516,4.9216,,1.7544,3.24,7.3387,9.4491,,,,
2014/1/16,3.5775,3.5532,11.6405,5.5079,1.7627,5.7312,,5.0101,3.1588,7.46,4.3945,7.51,4.5517,3.5056,5.5654,5.7622,3.06,7.3061,3.2055,2.2612,,,5.388,4.8076,,1.6235,2.7125,4.07,5.4834,12.3653,6.9164,4.3488,2.6793,3.7,6.19,3.9594,5.37,,7.1231,4.9886,,1.7722,3.29,7.4048,9.3596,,,,
2014/1/17,3.502,3.4689,11.3788,5.3731,1.709,5.6222,,4.8867,3.0895,7.26,4.2464,8.08,4.5517,3.4667,5.5846,5.7622,2.94,7.1541,3.1779,2.2315,,,5.5971,4.7624,,1.6004,2.7045,4,5.2854,12.0551,6.9223,4.2546,2.6209,3.55,6.17,3.9001,5.23,,7.1564,4.8929,,1.7326,3.2,7.2444,9.1308,,,,
2014/1/20,3.4957,3.3797,11.2528,5.2094,1.7569,5.5329,,4.8917,3.0499,7.17,4.2662,7.71,4.5517,3.4182,5.5846,5.1889,2.835,7.1001,3.1468,2.2612,,,5.5048,4.7082,,1.607,2.6448,3.94,5.1488,11.9821,6.9517,4.1746,2.6371,3.45,6.16,3.863,5.08,,7.1231,4.8929,,1.7167,3.19,7.1878,9.0413,,,,
2014/1/21,3.4957,3.4392,11.34,5.2191,1.7512,5.6122,,4.9312,3.0598,7.21,4.3057,7.72,4.5517,3.423,5.7094,5.2472,2.885,7.2178,3.2159,2.2869,,,5.665,4.8122,,1.64,2.6607,3.96,5.2103,12.0642,6.834,4.2452,2.6404,3.51,6.17,3.9371,5.08,,7.2135,4.9503,,1.7504,3.21,7.2633,9.3795,,,,
2014/1/22,3.5775,3.5086,11.6986,5.325,1.7915,5.7114,,5.0299,3.139,7.4,4.4044,7.85,4.5517,3.4765,6.0212,5.3541,2.945,7.2963,3.2782,2.3008,,,5.6107,4.8347,,1.6763,2.6926,4.09,5.34,12.3653,6.7928,4.3346,2.6955,3.58,6.34,4.0187,5.14,,7.4752,5.0365,,1.792,3.3,7.4331,9.6381,,,,
2014/1/23,3.5523,3.4838,11.6211,5.2191,1.7742,5.7213,,4.9657,3.1489,7.39,4.355,7.62,4.5517,3.4425,6.0308,5.3638,3.105,7.2522,3.2159,2.3067,,,5.684,4.8483,,1.6631,2.6687,4.05,5.3537,12.2193,6.9341,4.2688,2.6728,3.53,6.4,3.9742,5.15,,7.361,5.0078,,1.7801,3.28,7.4708,9.6083,,,,
2014/1/24,3.5901,3.5581,11.8537,5.2672,1.7934,5.8205,,5.0842,3.1786,7.59,4.3748,7.79,4.5517,3.491,6.0596,5.4416,3.145,7.2472,3.2436,2.3047,,,5.6894,4.9138,,1.6631,2.6687,4.09,5.4083,12.4018,7.04,4.3346,2.9417,3.55,6.49,4.0187,5.19,,7.2706,5.0269,,1.8157,3.31,7.5085,9.658,,,,
2014/1/27,3.5334,3.5284,11.6792,5.2094,1.7473,5.7808,,5.0101,3.1093,7.48,4.355,7.63,4.5517,3.457,6.2371,5.3833,3.25,7.4483,3.3093,2.2968,,,5.4043,4.9929,,1.6367,2.7045,4.05,5.3742,12.2102,7.1048,4.2735,2.8996,3.5,6.39,3.9668,5.05,,7.2611,4.9599,,1.8039,3.23,7.5085,9.4093,,,,
2014/1/28,3.5334,3.5185,11.5532,5.2191,1.7493,5.6321,,4.9756,3.139,7.47,4.3155,7.53,4.5517,3.4376,6.098,5.4124,3.235,7.36,3.3162,2.275,,,5.3282,4.846,,1.6466,2.8877,4.09,5.3059,12.3836,6.9929,4.2923,2.8866,3.47,6.35,3.9594,5.09,,7.2468,5.094,,1.7821,3.28,7.4802,9.5784,,,,
2014/1/29,3.5334,3.5482,11.5532,5.2094,1.7416,5.7511,,4.9361,3.1786,7.4,4.3057,7.69,4.5517,3.4182,6.098,5.4416,3.275,7.2865,3.4407,2.281,,,5.7084,4.8686,,1.6499,2.9315,4.09,5.3264,12.338,6.9694,4.3111,2.8348,3.5,6.54,3.9594,5.04,,7.2135,5.1035,,1.7841,3.25,7.518,9.4193,,,,
2014/1/30,3.4705,3.5383,11.5435,5.2094,1.7167,5.8304,,4.8522,3.1588,7.31,4.197,7.54,4.5517,3.4085,6.1843,5.4416,3.16,7.1786,3.3957,2.2513,,,5.5536,4.767,,1.6301,2.9594,4.08,4.8279,12.2193,6.9282,4.2546,2.8348,3.43,6.52,3.9594,5.04,,7.185,4.9886,,1.7405,3.23,7.5085,9.2601,,,,
2014/2/7,3.4642,3.573,11.5629,5.2672,1.7224,5.87,,4.8867,3.1489,7.35,4.2365,7.71,4.5517,3.4425,6.1172,5.5193,3.475,7.2325,3.4096,2.2909,,,5.6215,5.0155,,1.6367,2.9913,4.1,5.1147,12.1919,7.0047,4.2546,2.8639,3.42,6.52,3.9594,5.15,,7.2706,5.1131,,1.7583,3.24,7.65,9.3198,,,,
2014/2/10,3.5586,3.6671,11.8925,5.5079,1.7723,6.0584,,5.1681,3.2182,7.53,4.3748,7.92,4.5517,3.5202,6.3283,5.6553,3.7,7.4532,3.579,2.3582,,,5.7709,5.133,,1.6697,3.0829,4.18,5.1966,12.5296,7.2696,4.3864,2.919,3.53,6.8,4.078,5.36,,7.3991,5.2184,,1.8118,3.31,7.7915,9.5983,,,,
2014/2/11,3.6279,3.6969,12.0475,5.7005,1.8068,6.0188,,5.1582,3.4262,7.58,4.4735,8.05,4.5517,3.5541,6.1795,5.7039,3.675,7.3944,3.6274,2.3938,,,5.9447,5.1488,,1.6994,3.055,4.21,5.1761,12.6847,7.3108,4.4664,2.9546,3.86,6.82,4.1225,5.39,,7.3563,5.2472,,1.8257,3.43,7.9613,10.5631,,,,
2014/2/12,3.6216,3.7117,12.0088,5.6139,1.7934,6.2568,,5.1533,3.3569,7.55,4.434,7.97,4.5517,3.5444,6.0836,5.8205,3.8,7.7719,3.7139,2.4077,,,6.3656,5.2143,,1.6928,3.0112,4.22,5.5654,12.5935,7.2519,4.4382,2.9611,3.72,6.84,4.1299,5.45,,7.4514,5.2184,,1.8534,3.38,7.9047,10.8416,,,,
2014/2/13,3.6216,3.6771,11.9603,5.6139,1.7857,6.0287,,5.2027,3.3272,7.54,4.4143,7.83,4.5517,3.525,6.1604,5.7719,3.68,7.816,3.6793,2.4018,,,6.0859,5.0968,,1.6994,2.9873,4.19,5.62,12.5387,7.2932,4.4382,3.0453,3.65,6.82,4.1522,5.48,,7.361,5.2089,,1.8375,3.38,7.7349,10.5233,,,,
2014/2/14,3.6405,3.7068,12.2026,5.6428,1.8068,6.0783,,5.252,3.3371,7.57,4.434,8.07,4.5517,3.593,6.1604,5.9177,3.8,7.9484,3.7104,2.4651,,,6.295,5.2279,,1.7027,2.9873,4.24,5.6541,12.6391,7.2873,4.4664,3.0842,3.69,6.98,4.1818,5.64,,7.4038,5.1993,,1.8712,3.39,7.8481,10.7024,,,,
2014/2/17,3.672,3.7811,13.4238,5.6716,1.8222,6.1576,,5.257,3.3668,7.63,4.4637,8.09,4.5517,3.627,6.17,5.9177,3.925,8.1053,3.6343,2.481,,,6.5476,5.3227,,1.7159,3.0072,4.27,5.6883,12.7486,7.2755,4.5041,3.2397,3.72,7.11,4.2263,5.76,,7.5323,5.2567,,1.9326,3.4,7.9142,10.8914,,,,
2014/2/18,3.5964,3.7316,13.8212,5.5753,1.7857,6.0584,,5.1237,3.3172,7.5,4.3748,7.97,4.5517,3.593,6.2803,5.9566,3.9,7.9877,3.6309,2.4612,,,6.4444,5.4673,,1.6994,2.9634,4.19,5.8317,12.4475,7.1283,4.3958,3.1944,3.65,7.21,4.1818,5.87,,7.4086,5.1514,,1.9563,3.36,7.8576,10.8317,,,,
2014/2/19,3.6216,3.7613,13.5498,5.5946,1.7972,6.0882,,5.1681,3.3371,7.54,4.3945,7.95,4.5517,3.5881,6.6785,6.0732,3.78,7.8357,3.5721,2.4275,,,6.2407,5.4131,,1.7093,2.9156,4.26,5.7088,12.5296,7.1872,4.4335,3.1685,3.67,7.18,4.1818,5.79,,7.3705,5.2472,,1.9504,3.4,7.9142,11.518,,,,
2014/2/20,3.6216,3.682,13.2882,5.7583,1.7915,6.1378,,5.2964,3.3767,7.57,4.3945,8.01,4.5517,3.6707,6.3667,5.9177,3.69,7.5513,3.4753,2.4097,,,6.0506,5.2211,,1.706,2.9515,4.28,5.8658,12.484,6.9988,4.3911,3.1004,3.83,7.16,4.1744,5.77,,7.2421,5.2089,,1.9365,3.39,7.8198,12.6718,,,,
2014/2/21,3.6909,3.7018,13.0555,5.7102,1.7857,6.0089,,5.3063,3.3172,7.67,4.3057,7.78,4.5517,3.6367,6.3283,5.9566,3.77,7.6493,3.4995,2.4136,,,6.1402,5.2301,,1.6895,3.0271,4.32,5.8863,12.3745,6.8046,4.4288,3.0583,3.71,6.99,4.1002,5.76,,7.2658,5.1897,,1.9346,3.33,7.9142,12.1446,,,,
2014/2/24,3.5712,3.6275,12.6969,5.5368,1.732,5.9989,,5.1237,3.238,7.42,4.1674,7.57,4.5517,3.525,6.1795,6.0537,3.73,7.6346,3.5168,2.4453,,,6.2,5.2504,,1.64,3.0232,4.2,5.8112,12.0003,6.5986,4.2923,3.0097,3.75,7.35,4.0187,5.52,,7.2278,5.0078,,1.9544,3.23,7.8293,13.0497,,,,
2014/2/25,3.439,3.5036,12.2898,5.3442,1.6841,5.8006,,4.9312,3.1489,7.2,4.0292,7.21,4.5517,3.4667,5.8149,5.9274,3.45,7.0315,3.4199,2.3107,,,6.1239,4.8664,,1.6169,2.8678,4.18,5.5449,11.763,6.4985,4.1605,2.9482,3.65,7.5,3.8926,5.58,,7.0232,4.9025,,1.887,3.16,7.3387,11.7468,,,,
2014/2/26,3.6783,3.5581,13.0458,5.3828,1.7205,5.8304,,5.1187,3.238,7.35,4.0193,7.36,4.5517,3.5493,5.8149,5.9274,3.545,7.11,3.375,2.3463,,,6.0778,4.828,,1.607,2.8678,4.2,5.7156,12.0368,6.5162,4.2452,3.1328,3.67,7.69,3.9594,5.64,,7.4181,4.9886,,1.9227,3.2,7.4331,12.3236,,,,
2014/2/27,3.6405,3.4986,12.5612,5.2287,1.6821,5.6519,,4.9608,3.1885,7.22,3.8909,7.3,4.5517,3.457,5.6902,6.0537,3.385,7.1394,3.33,2.2711,,,5.7437,4.8257,,1.5872,2.828,4.07,5.5858,11.7083,6.575,4.1417,2.9903,3.6,7.41,3.8926,5.64,,7.2944,4.8929,,1.8712,3.14,7.3765,12.4331,,,,
2014/2/28,3.7476,3.5284,12.7842,5.2672,1.7052,5.7213,,5.0003,3.238,7.31,3.9106,7.7,4.5517,3.4959,5.7621,6.0051,3.405,7.1247,3.3611,2.3028,,,5.6514,4.9003,,1.6136,2.8598,4.1,5.5517,11.8269,6.6457,4.2405,3.0713,3.65,8.13,3.9149,5.64,,7.3325,4.9695,,1.8989,3.21,7.5085,12.0253,,,,
2014/3/3,3.7665,3.5581,12.9005,5.5079,1.7071,5.7907,,5.025,3.2974,7.31,3.9106,7.74,4.5517,3.6027,5.9109,6.112,3.59,6.9776,3.4407,2.3562,,,5.6704,5.0155,,1.6202,2.9076,4.15,5.4083,11.836,6.6398,4.2546,3.1069,3.7,7.95,3.9742,5.64,,7.4038,5.0461,,1.9583,3.33,7.6029,13.2288,,,,
2014/3/4,3.7791,3.5532,12.6775,5.4598,1.7147,5.7114,,5.0496,3.2677,7.4,3.8711,7.81,4.5517,3.6318,5.9205,6.1995,3.55,7.0021,3.5098,2.3404,,,5.6324,5.517,,1.607,2.9037,4.13,5.4698,11.8999,6.4985,4.3252,3.1037,3.64,7.72,3.9816,5.64,,7.5085,5.1897,,1.9623,3.3,7.5651,14.5516,,,,
2014/3/5,3.6972,3.5532,12.348,5.4116,1.7013,5.6916,,5.0398,3.2677,7.33,3.9008,7.76,4.5517,3.6561,5.8869,6.2286,3.485,7.1051,3.458,2.3364,,,5.6786,5.6594,,1.607,2.9076,4.09,5.4493,11.7904,6.5515,4.2499,2.9773,3.62,7.78,3.9445,5.64,,7.4467,5.1035,,1.9504,3.33,7.6029,14.2632,,,,
2014/3/6,3.6594,3.5532,12.2608,5.3442,1.6975,5.6816,,5.0151,3.2578,7.28,3.8514,7.67,4.5517,3.6561,5.8917,6.1995,3.51,7.1051,3.4545,2.3245,,,5.6161,5.6933,,1.6103,2.9076,4.09,5.3878,11.7174,6.4808,4.2076,3.0421,3.61,7.72,3.9297,6.2,,7.4705,5.094,,2.0138,3.3,7.5557,13.9847,,,,
2014/3/7,3.6594,3.791,12.3383,5.3539,1.7167,5.7015,,5.0299,3.2677,7.27,3.8316,7.89,4.5517,3.6561,5.8917,6.1217,3.445,6.8157,3.3854,2.3443,,,5.6677,5.7633,,1.5971,3.1984,4.05,5.4151,11.7265,6.522,4.2876,3.0291,3.59,7.64,3.9445,6.28,,7.4324,5.0557,,1.9821,3.34,7.5651,13.5968,,,,
2014/3/10,3.4768,3.568,11.5048,5.1324,1.6131,5.4437,,4.8127,3.0895,6.97,3.6243,7.3,4.5517,3.6561,5.8773,6.0246,3.265,6.4627,3.1468,2.2612,,,5.3228,5.4944,,1.5344,3.3657,3.91,5.2103,11.0512,6.4279,4.1323,2.8769,3.43,7.4,3.8037,6.49,,7.3991,4.8642,,1.8831,3.22,7.367,12.6519,,,,
2014/3/11,3.4831,3.4838,11.5435,5.1902,1.6227,5.4238,,4.8275,3.1093,6.95,3.6638,7.3,4.5517,3.6561,5.8149,6.0051,3.305,6.5117,3.0983,2.2632,,,5.3663,5.7836,,1.5443,3.1745,4.04,5.2171,10.9874,6.4455,4.1464,2.8963,3.48,7.27,3.8185,6.15,,7.5704,4.8929,,1.8653,3.2,7.3482,12.4828,,,,
2014/3/12,3.5146,3.4739,11.6308,5.1902,1.7013,5.4437,,4.867,3.1291,7.04,3.723,7.3,4.5517,3.6561,5.8773,6.0732,3.355,6.5019,3.126,2.2632,,,5.2957,5.7226,,1.5476,3.0471,4.06,5.4698,11.1334,6.3219,4.2311,2.9676,3.46,7.25,3.8407,6.3,,7.4514,4.9025,,1.8336,3.22,7.3576,12.1048,,,,
2014/3/13,3.5146,3.4937,11.6986,5.2576,1.7032,5.4932,,4.8769,3.1291,7,3.7724,7.3,4.5517,3.8212,5.9397,6.2675,3.37,6.6147,3.2401,2.2632,,,5.4151,5.7452,,1.5542,3.055,4.08,5.4356,11.106,6.3631,4.217,2.9644,3.48,7.46,3.8926,6.17,,7.4229,4.8546,,1.8534,3.23,7.3859,12.075,,,,
2014/3/14,3.4642,3.4689,11.6017,5.1998,1.6553,5.523,,4.8275,3.1192,6.91,3.6835,7.3,4.5517,3.6658,5.8581,6.2384,3.355,6.649,3.247,2.2275,,,5.4477,5.7723,,1.5344,3.0948,4.04,5.4424,10.9143,6.3042,4.1746,2.9708,3.47,7.35,3.9371,6.2,,7.5656,4.845,,1.8356,3.21,7.3765,11.9755,,,,
2014/3/17,3.502,3.5135,11.7083,5.2768,1.661,5.5329,,4.9065,3.1588,6.96,3.7625,7.3,4.7831,3.5687,5.8965,6.3161,3.435,6.9089,3.5652,2.2711,,,5.6623,6.2151,,1.5542,3.1984,4.07,5.4902,10.9782,6.2984,4.2076,3,3.5,7.39,3.9445,6.34,,7.6227,4.9025,,1.8573,3.25,7.5746,12.264,,,,
2014/3/18,3.5083,3.5333,11.6695,5.402,1.663,5.523,,4.867,3.1489,6.96,3.7625,7.3,4.542,3.5736,6.1412,6.4521,3.43,6.7863,3.5375,2.3166,,,5.646,6.1044,,1.5542,3.1466,4.04,5.5654,11.0877,6.5044,4.2029,2.9482,3.6,7.37,3.9297,6.25,,7.4942,4.8737,,1.8633,3.25,7.584,12.254,,,,
2014/3/19,3.4831,3.5581,11.5338,5.3442,1.6399,5.4734,,4.8275,3.139,6.92,3.802,7.3,4.3106,3.5056,6.098,6.5007,3.45,6.6834,3.783,2.3285,,,5.5156,6.1225,,1.5608,3.1546,4.01,5.4698,10.9508,6.475,4.1417,2.9417,3.52,7.33,3.8778,6.2,,7.5418,4.8642,,1.8771,3.26,7.5651,12.0054,,,,
2014/3/20,3.4138,3.459,11.34,5.2287,1.6188,5.404,,4.714,3.0895,6.89,3.6835,7.3,4.2238,3.4036,5.9445,6.3161,3.34,6.448,3.6378,2.2691,,,5.111,6.0547,,1.5575,3.0471,3.96,5.3059,10.8687,6.3867,4.0852,2.851,3.45,7.14,3.7963,6.17,,7.4514,4.8163,,1.8217,3.17,7.4142,13.1492,,,,
2014/3/21,3.5209,3.5135,11.5435,5.402,1.6802,5.642,,4.8423,3.1687,7.05,3.9008,7.3,4.1274,3.4376,5.8965,6.7728,3.415,6.953,3.6309,2.3344,,,5.2033,6.0547,,1.6136,3.0789,4.07,5.3468,11.2064,6.4043,4.1652,2.8931,3.65,7.35,3.8704,6.25,,7.5228,4.9408,,1.8672,3.26,7.5934,12.6618,,,,
2014/3/24,3.546,3.5532,11.5629,5.4213,1.686,5.6618,,4.9756,3.2182,7.1,3.9304,7.3,4.1467,3.4328,5.8149,6.9088,3.5,7.1345,3.8453,2.3681,,,5.1354,5.8672,,1.6334,3.1108,4.48,5.3878,11.2976,6.4985,4.1982,2.9449,3.63,7.41,3.9223,6.23,,7.5513,4.9886,,1.8791,3.32,7.7066,12.811,,,,
2014/3/25,3.5901,3.6027,11.5726,5.8257,1.7243,5.6717,,4.9756,3.2875,7.14,3.9304,7.3,4.1756,3.4716,5.7957,6.8602,3.485,6.9678,3.8591,2.3859,,,5.1816,5.8198,,1.6565,3.1506,4.58,5.4288,11.3798,6.5044,4.2217,2.9222,3.72,7.4,3.9742,6.43,,7.5466,4.9982,,1.8811,3.35,7.7632,12.4828,,,,
2014/3/26,3.5838,3.6077,11.844,5.8257,1.7071,5.6916,,5.0644,3.2182,7.1,3.9008,7.3,4.1467,3.5056,5.8053,6.7922,3.48,6.9236,3.7484,2.4136,,,5.2305,6.1767,,1.64,3.1785,4.53,5.4902,11.3706,6.5927,4.2217,2.919,3.68,7.71,3.9668,6.32,,7.38,5.0269,,1.9009,3.31,7.7538,12.1744,,,,
2014/3/27,3.5901,3.6077,11.592,5.662,1.686,5.6122,,4.9065,3.1885,7.02,3.8316,7.3,4.0695,3.423,5.7238,6.8894,3.375,6.8059,3.5202,2.3681,,,5.0512,5.9757,,1.6136,3.1267,4.57,5.579,11.1607,6.5632,4.2311,2.8574,3.62,7.69,3.9297,6.16,,7.361,4.9695,,1.8851,3.29,7.6595,12.1744,,,,
2014/3/28,3.7035,3.5086,11.5048,5.922,1.7167,5.5131,,4.8621,3.2677,7,3.7526,7.3,3.9634,3.3939,5.7334,6.7145,3.25,6.703,3.458,2.3919,,,5.0051,5.6887,,1.6334,3.063,4.58,5.3878,11.3433,6.2042,4.1793,2.8153,3.64,7.47,3.9371,6.01,,7.3182,4.9982,,1.8653,3.47,7.6972,11.2892,,,,
2014/3/31,3.6279,3.4392,11.4272,5.8739,1.7109,5.4635,,4.8275,3.2182,6.99,3.723,7.3,3.9924,3.423,5.7334,6.6853,3.225,6.5755,3.4407,2.2018,,,5.0512,5.6661,,1.6235,3.0749,4.66,5.4902,11.3068,6.11,4.1982,2.8412,3.54,7.34,3.9816,6.03,,7.3325,4.9408,,1.8672,3.39,7.584,11.2892,,,,
2014/4/1,3.6405,3.4986,11.5435,5.7487,1.7243,5.523,,4.8818,3.2578,7,3.7428,7.3,4.0406,3.491,5.7334,6.6756,3.295,6.5902,3.5133,2.2097,,,5.1327,5.7814,,1.6268,3.0709,4.64,5.5654,11.3433,6.11,4.2217,2.8607,3.58,7.98,3.9964,6.12,,7.4181,4.9982,,1.8851,3.37,7.6312,11.4185,,,,
2014/4/2,3.6153,3.5333,11.6211,5.8546,1.7512,5.5428,,4.9164,3.3569,7.15,3.8909,7.3,4.1177,3.5978,5.7286,6.5882,3.29,6.6785,3.6724,2.2038,,,5.0784,5.5306,,1.6499,3.0869,4.57,5.5517,11.6353,6.11,4.2217,2.8672,3.6,8,4.0558,6.2,,7.4086,5.0461,,1.8811,3.4,7.6123,11.4384,,,,
2014/4/3,3.6153,3.5432,11.6792,5.8546,1.7454,5.5428,,4.867,3.6935,7.44,3.8316,7.3,4.1177,3.6173,5.7477,6.9963,3.285,6.8746,3.9732,2.2315,,,5.1381,5.5577,,1.64,3.0749,4.6,5.4834,11.6079,6.11,4.1935,2.9028,3.64,7.98,4.0928,6.24,,7.3896,4.9503,,1.891,3.35,7.7538,11.6572,,,,
2014/4/4,3.6279,3.568,11.8149,5.8546,1.7358,5.5428,,4.9805,3.8718,7.39,3.8613,7.3,4.1756,3.6367,5.7621,7.0837,3.325,6.8648,3.949,2.2354,,,5.1734,5.6458,,1.6466,3.1745,4.58,5.5858,11.5623,6.11,4.1935,2.9028,3.66,8.23,4.1299,6.3,,7.4609,4.9695,,1.887,3.39,7.7632,11.4683,,,,
2014/4/8,3.6783,3.6324,11.8634,5.8546,1.7589,5.5924,,5.0348,3.852,7.41,3.9205,7.3,4.1756,3.6658,5.7621,7.1518,3.365,7.0413,3.9283,2.2275,,,4.9698,5.6503,,1.6664,3.1865,4.65,5.6541,11.7265,6.11,4.2688,2.9384,3.68,8.61,4.1225,6.28,,7.5133,5.0652,,1.9167,3.42,7.8293,11.707,,,,
2014/4/9,3.6594,3.6374,11.9215,5.8546,1.7493,5.5627,,5.0398,3.8025,7.33,3.9008,7.3,4.2045,3.6173,5.8533,7.1906,3.375,7.056,3.9386,2.2572,,,5.0268,5.6842,,1.6664,3.1984,4.6,5.6678,11.6444,6.11,4.2876,2.9514,3.67,8.54,4.0632,6.27,,7.4752,5.0365,,1.9207,3.41,7.8576,11.7766,,,,
2014/4/10,3.6594,3.6275,11.9022,5.8546,1.7646,5.5726,,5.0348,3.7232,7.36,3.9106,7.3,4.1659,3.6367,5.8533,7.589,3.42,7.1688,3.8798,2.2453,,,5.1056,5.7113,,1.673,3.2064,4.64,5.538,11.7357,6.11,4.3205,2.9482,3.67,8.52,4.0335,6.19,,7.4371,5.1323,,1.9266,3.45,7.8104,11.7368,,,,
2014/4/11,3.6405,3.6374,11.8149,5.8546,1.7761,5.4932,,5.0052,3.6737,7.39,3.8711,7.3,4.1563,3.6561,5.7861,7.8903,3.41,7.0609,3.7761,2.2552,,,5.0648,5.6481,,1.6862,3.2382,4.87,5.5244,11.7357,6.11,4.41,2.9579,3.64,8.24,4.0558,6.16,,7.342,5.0748,,1.9346,3.42,7.8576,11.9755,,,,
2014/4/14,3.6468,3.6671,11.9022,5.8546,1.778,5.5131,,5.0348,3.6935,7.41,3.9008,7.3,4.1659,3.6415,5.8005,7.8125,3.44,7.0119,3.9006,2.2632,,,5.168,5.6616,,1.6862,3.2223,5,5.579,12.0368,6.11,4.377,2.9676,3.65,8.79,4.1818,6.2,,7.5085,5.1227,,1.9286,3.39,7.8953,12.6817,,,,
2014/4/15,3.5901,3.6126,11.7083,5.8546,1.7493,5.4437,,4.9707,3.5945,7.49,3.8119,7.3,4.2045,3.6173,5.7477,8.1623,3.46,7.1737,3.9006,2.2315,,,5.1571,5.7497,,1.6598,3.1466,4.91,5.8044,11.7813,6.11,4.297,2.9222,3.57,8.65,4.0706,6.15,,7.3087,5.0844,,1.9009,3.35,7.8387,12.4132,,,,
