ÈÕÆÚ,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH,000803.SZ,002074.SZ,002129.SZ,002202.SZ,002218.SZ,002227.SZ,002255.SZ,002266.SZ,002309.SZ,002335.SZ,002364.SZ,002506.SZ,002518.SZ,002531.SZ,002534.SZ,002580.SZ,002617.SZ,002630.SZ,002665.SZ,002733.SZ,002851.SZ,300011.SZ,300029.SZ,300068.SZ,300105.SZ,300111.SZ,300116.SZ,300118.SZ,300129.SZ,300141.SZ,300153.SZ,300185.SZ,300274.SZ,300316.SZ,300317.SZ,300376.SZ,300393.SZ,300443.SZ,300491.SZ,300569.SZ,300593.SZ,300693.SZ,300713.SZ,300750.SZ,300763.SZ,300772.SZ,600151.SH,600202.SH,600207.SH,600241.SH,600290.SH,600405.SH,600416.SH,600438.SH,600475.SH,600537.SH,600847.SH,600875.SH,601012.SH,601218.SH,601558.SH,601615.SH,601727.SH,601908.SH,603105.SH,603218.SH,603396.SH,603507.SH,603628.SH,603806.SH
2014/1/2,1.178,0.7143,-2.2067,0.4745,-0.7278,1.1321,1.1596,0,5.2695,2.9369,2.4116,0.8584,-0.1587,0.1034,1.7842,1.173,1.3912,0.5809,0,,,2.6281,4.6285,4.9305,2.1027,2.2099,0,2.1944,7.7904,0,1.8785,1.7021,-3.6081,1.816,4.4715,,,,,,,,,,,,-0.9346,-0.1938,6.1224,-0.7899,0.6468,1.164,0.1456,-1.3408,-0.0818,2.114,-0.4364,-1.1138,0,1.2887,-0.2433,,-0.5405,0.9756,,,,,,,0.611,0.7291,1.0531,0.608,0.6975,0.8374,1.0642,,1.999,0.7176,1.7547,1.7569,1.4785,2.0665,0.7207,1.7825,13.9816,2.6077,,,,3.1584,4.3008,6.1703,0.4364,3.5279,,3.8723,9.8741,,0.8467,7.3018,2.1982,2.0585,4.6795,,,,,,,,,,,,0.7384,0.489,1.0393,0.6689,0.4671,0.66,0.3655,0.7711,0.8607,1.9105,0.1147,0.4412,,0.7456,0.6314,,0.0254,1.8869,,,,,,,697781719.9,1212398832,13143300771,18153304013,3270821532,3200693716,2951561838,6495705043,4779298800,2534209775,2364753229,1112227853,3713534651,3974698498,1449677996,544972350,692570025,2751082607,3344911500,,,2801441595,1661793122,2954040699,5953305600,4092647053,624499370.1,2476487427,1662495127,975318408.9,1473678700,2400193752,4373308800,1452745923,696106190.8,,,,,,,,,,,,10215816203,1974204461,2288000000,1131656000,4008128859,2430264626,4186373649,6070801600,3128320000,2555677740,1415900200,20681779800,4792932789,1207240980,1723640000,,36250629949,1718258645,,,,,,,232.1124,49.0394,222.8916,53.3693,257.3131,62.7068,37.323,144.2608,48.7186,27.3686,36.3998,-0.4304,31.6238,23.0934,68.9434,82.0056,58.5202,32.9998,44.7483,,,63.417,-13.2094,38.2225,31.009,102.0338,198.5116,48.2626,31.8539,24.7582,73.2969,73.388,56.0186,103.3892,89.0635,,,,,,,,,,,,73.4915,-22.4347,360.5135,81.7878,91.8946,86.6138,87.0657,23.5886,41.3447,78.3722,-177.8466,10.6017,116.9949,195.1526,-4.7831,,19.1616,125.0916,,,,,,,6.7039,3.0619,4.562,1.7074,2.3202,4.8144,2.5553,5.8801,3.1458,2.9879,3.7608,-5.9743,2.8399,2.1097,1.8329,1.8538,2.4895,2.4591,4.0249,,,4.6372,2.9263,1.761,2.9436,3.5709,2.0037,1.8161,1.7069,2.4289,1.5982,1.2397,4.9513,2.6661,3.0522,,,,,,,,,,,,2.8068,2.3685,3.4457,2.5059,2.1362,3.7838,1.982,3.1858,2.3897,4.3227,3.4516,1.4077,2.8012,1.7306,1.8091,,1.4653,1.9405,,,,,,,5.5772,1.9351,4.2854,1.8543,3.1385,9.2652,2.5854,16.5728,1.0463,3.0772,7.4967,3.3915,3.4193,3.0861,0.8075,1.4811,0.817,1.3825,7.3177,,,7.9935,7.7887,1.4181,4.3125,3.6897,3.5567,1.6875,2.2846,4.5254,3.1665,2.604,4.7827,25.6317,2.8078,,,,,,,,,,,,3.1563,2.2443,2.0435,0.7111,2.6745,3.4057,0.6318,0.475,0.9409,2.0066,17.3734,0.5876,3.639,2.784,4.5014,,0.5957,15.281,,,,,,
2014/1/3,-0.3881,-1.773,-2.6417,0.7084,1.7595,1.6282,-1.416,0,1.2514,2.6391,4.4741,-1.2766,5.7764,2.4793,-0.3339,-1.1594,4.6812,-1.4632,0,,,-0.7682,3.0268,-1.3253,1.2452,0,0,0,1.8397,0,-0.4338,-0.8368,10.0032,0.2378,2.0233,,,,,,,,,,,,-1.7689,-1.9417,-3.6538,-0.4777,-0.5141,-2.0921,-3.4884,-2.4915,-0.9002,3.3303,-2.3168,-2.9767,0,-1.7812,-0.7317,,-1.6304,2.0531,,,,,,,0.4797,1.1305,1.1725,0.9174,1.186,1.2791,1.0218,,1.3527,1.3391,3.0283,1.7698,2.1302,1.9725,0.6113,2.0968,37.2447,2.6477,,,,2.3902,6.8749,5.2289,0.6903,3.9548,,3.1947,8.6947,,0.8715,4.5364,4.1737,3.664,6.7838,,,,,,,,,,,,0.826,0.4324,1.0696,0.4624,0.4838,0.6566,0.5546,0.8126,0.677,4.4079,0.2374,0.6442,,0.6136,0.4772,,0.0388,3.8836,,,,,,,695073640.8,1190902399,12796091944,18281898846,3328372644,3252808132,2909766290,6495705043,4839108000,2601089776,2470554590,1098029199,3928041952,4073244742,1444837669,538653830,724990575,2710828029,3344911500,,,2779919637,1712091866,2914890762,6027436800,4092647053,624499370.1,2476487427,1693079795,975318408.9,1467285300,2380108448,4810780800,1456200729,710190829.7,,,,,,,,,,,,10035111907,1935870394,2204400000,1126250000,3987521513,2379422270,4040337359,5919547200,3100160000,2640790320,1383096000,20066151600,4792932789,1185737960,1711028000,,35659587069,1753536902,,,,,,,231.2116,48.1699,217.0035,53.7473,261.8406,63.7278,36.7945,144.2608,49.3282,28.0909,38.0284,-0.4249,33.4505,23.666,68.7132,81.0548,61.2596,32.5169,44.7483,,,62.9298,-13.6092,37.7159,31.3951,102.0338,198.5116,48.2626,32.4399,24.7582,72.9789,72.7739,61.6223,103.6351,90.8656,,,,,,,,,,,,72.1915,-21.999,347.3409,81.3971,91.4221,84.8018,84.0285,23.0009,40.9725,80.9823,-173.7262,10.2861,116.9949,191.6766,-4.7481,,18.8491,127.6599,,,,,,,6.6779,3.0076,4.4415,1.7195,2.3611,4.8928,2.5191,5.8801,3.1852,3.0667,3.9291,-5.898,3.004,2.162,1.8268,1.8323,2.606,2.4231,4.0249,,,4.6016,3.0149,1.7377,2.9802,3.5709,2.0037,1.8161,1.7383,2.4289,1.5913,1.2293,5.4466,2.6724,3.114,,,,,,,,,,,,2.7571,2.3225,3.3198,2.4939,2.1252,3.7047,1.9128,3.1065,2.3682,4.4667,3.3717,1.3658,2.8012,1.6998,1.7958,,1.4414,1.9804,,,,,,,5.5556,1.9008,4.1722,1.8674,3.1937,9.416,2.5488,16.5728,1.0594,3.1584,7.8321,3.3482,3.6168,3.1626,0.8048,1.4639,0.8553,1.3623,7.3177,,,7.9321,8.0245,1.3993,4.3662,3.6897,3.5567,1.6875,2.3266,4.5254,3.1528,2.5822,5.2611,25.6927,2.8646,,,,,,,,,,,,3.1004,2.2007,1.9689,0.7077,2.6607,3.3344,0.6097,0.4632,0.9324,2.0734,16.9709,0.5701,3.639,2.7344,4.4685,,0.586,15.5947,,,,,,
2014/1/6,-3.2468,-3.2491,-3.6179,-4.3376,-1.585,-1.4686,-3.6936,0,-4.3258,-3.0577,-4.583,-4.3103,6.2124,-6.25,-2.8476,-2.6393,-6.7078,-4.2595,0,,,-2.4516,-2.2599,-5.0061,-5.1561,-2.4324,0,1.0736,-1.0323,0,-3.0501,-6.5401,-4.0188,-3.5587,0.5339,,,,,,,,,,,,-4.2017,-3.7624,-3.1936,-1.92,-4.522,-5.9829,-4.0663,2.2067,-2.9727,-1.4808,-2.0513,-3.3167,0,-2.8497,-3.9312,,-2.7624,-2.6036,,,,,,,0.589,0.9277,0.6242,0.7993,0.7932,1.3184,1.6393,,1.0359,0.9159,2.6933,2.0395,2.2217,1.3584,0.8341,1.8628,18.0776,4.0814,,,,2.5622,5.1569,4.6185,0.729,2.6856,,3.4811,7.8018,,1.1304,4.6646,2.4745,2.5867,8.4009,,,,,,,,,,,,0.6906,0.7503,0.4833,0.4372,1.1617,1.4173,0.5899,0.9394,0.6639,2.4382,0.1272,0.5039,,0.9187,0.6297,,0.0556,2.1241,,,,,,,672506314.8,1152208820,12333146843,17488897372,3275617458,3205036584,2802292022,6495705043,4629775800,2521556802,2357328572,1050700355,4172068607,3818666946,1403694888,524437160,676359750,2595360950,3344911500,,,2711766768,1673400524,2768968270,5716656000,3993096178,624499370.1,2503075482,1675602842,975318408.9,1422531500,2224447347,4617446400,1404378639,713982847.8,,,,,,,,,,,,9613468550,1863035666,2134000000,1104626000,3807207233,2237063673,3876046533,6050176000,3008000000,2601684540,1354724800,19400607600,4792932789,1151947500,1643764000,,34674515603,1707882687,,,,,,,223.7047,46.6048,209.1526,51.416,257.6904,62.7919,35.4355,144.2608,47.1944,27.232,36.2855,-0.4066,35.5286,22.1869,66.7565,78.9155,57.1505,31.1319,44.7483,,,61.387,-13.3016,35.8278,29.7764,99.5519,198.5116,48.7808,32.105,24.7582,70.753,68.0144,59.1459,99.947,91.3507,,,,,,,,,,,,69.1582,-21.1713,336.2482,79.8343,87.288,79.7282,80.6117,23.5085,39.7545,79.7831,-170.1625,9.945,116.9949,186.2143,-4.5615,,18.3285,124.3362,,,,,,,6.4611,2.9099,4.2808,1.6449,2.3236,4.8209,2.4261,5.8801,3.0474,2.973,3.749,-5.6438,3.1906,2.0269,1.7748,1.7839,2.4312,2.3199,4.0249,,,4.4887,2.9468,1.6507,2.8266,3.4841,2.0037,1.8356,1.7204,2.4289,1.5427,1.1489,5.2277,2.5773,3.1306,,,,,,,,,,,,2.6413,2.2351,3.2138,2.446,2.0291,3.483,1.8351,3.175,2.2978,4.4005,3.3025,1.3205,2.8012,1.6514,1.7252,,1.4016,1.9288,,,,,,,5.3752,1.839,4.0212,1.7864,3.1431,9.2777,2.4547,16.5728,1.0136,3.0619,7.4731,3.2039,3.8414,2.965,0.7819,1.4253,0.7979,1.3043,7.3177,,,7.7377,7.8431,1.3292,4.1411,3.6,3.5567,1.7056,2.3026,4.5254,3.0566,2.4133,5.0497,24.7784,2.8799,,,,,,,,,,,,2.9702,2.1179,1.906,0.6941,2.5404,3.1349,0.5849,0.4734,0.9047,2.0427,16.6228,0.5512,3.639,2.6565,4.2928,,0.5698,15.1887,,,,,,
2014/1/7,-0.1342,2.6119,1.4663,2.9412,2.489,0.542,-0.9943,0,0.5285,2.6523,1.7323,-0.9009,5.6604,1.9355,-1.8966,0,-4.1322,0.1224,0,,,7.4735,3.4682,3.4704,-1.2469,0.277,0,0.4552,7.3012,-4.2689,5.0562,0.9029,2.3839,-1.845,1.1381,,,,,,,,,,,,-0.2506,0.2058,-0.4124,0.4894,1.2179,0.4545,0.6279,-1.5909,0.9362,-0.7073,0.0654,0.3431,0,-0.5333,0.5115,,0,0.486,,,,,,,0.8189,0.8284,0.4385,0.7046,0.8925,0.7701,1.1576,,0.7675,0.6818,1.4183,1.8189,2.7948,0.7803,0.7689,,14.1713,1.6953,,,,3.6043,4.2031,3.9057,0.6031,1.6418,,2.0676,8.2735,7.8404,1.4223,3.2043,1.2235,3.0755,3.6688,,,,,,,,,,,,0.6184,0.2829,0.2436,0.3325,1.094,0.5917,0.5104,0.6836,0.7494,1.6343,0.099,0.4055,,0.7209,0.4992,,0.0345,1.6006,,,,,,,671603621.8,1182303826,12513984773,18003276707,3357148200,3222408056,2774428323,6495705043,4654243200,2588436803,2398164185,1041234586,4408223434,3892576629,1383901088,524437160,648411000,2598538943,3344911500,,,2914431878,1731437537,2865063570,5645376000,4004157387,624499370.1,2514470363,1797941511,933682617.7,1494457250,2244532650,4727520000,1378467594,722108601,,,,,,,,,,,,9589374644,1866869073,2125200000,1110032000,3853573762,2247232144,3900385914,5953923200,3036160000,2583281820,1355611400,19467162000,4792932789,1145803780,1652172000,,34674515603,1716183453,,,,,,,223.4045,47.8221,212.2193,52.9282,264.1043,63.1322,35.0831,144.2608,47.4438,27.9543,36.9141,-0.4029,37.5397,22.6163,65.4905,78.9155,54.7889,31.17,44.7483,,,65.9748,-13.763,37.0712,29.4051,99.8277,198.5116,49.0029,34.4491,23.7013,74.3304,68.6285,60.5558,98.1029,92.3904,,,,,,,,,,,,68.9849,-21.2149,334.8616,80.225,88.3511,80.0906,81.1179,23.1345,40.1266,79.2188,-170.2739,9.9791,116.9949,185.2212,-4.5848,,18.3285,124.9405,,,,,,,6.4524,2.9859,4.3436,1.6932,2.3815,4.8471,2.4019,5.8801,3.0635,3.0518,3.814,-5.593,3.3712,2.0661,1.7411,1.7839,2.3307,2.3227,4.0249,,,4.8242,3.049,1.708,2.7913,3.4937,2.0037,1.844,1.846,2.3252,1.6207,1.1593,5.3523,2.5298,3.1662,,,,,,,,,,,,2.6347,2.2397,3.2005,2.458,2.0538,3.4989,1.8466,3.1245,2.3193,4.3694,3.3047,1.3251,2.8012,1.6426,1.7341,,1.4016,1.9382,,,,,,,5.368,1.8871,4.0802,1.8389,3.2213,9.328,2.4303,16.5728,1.0189,3.1431,7.6026,3.175,4.0589,3.0223,0.767,1.4253,0.7649,1.3059,7.3177,,,8.3159,8.1152,1.3754,4.0894,3.6099,3.5567,1.7133,2.4707,4.3322,3.2112,2.4351,5.17,24.3212,2.9127,,,,,,,,,,,,2.9627,2.1223,1.8981,0.6975,2.5714,3.1492,0.5886,0.4658,0.9131,2.0283,16.6336,0.5531,3.639,2.6423,4.3148,,0.5698,15.2625,,,,,,
2014/1/8,-0.1344,0.5455,0.2312,0.4762,-0.1429,4.6496,-0.7174,0,-1.285,-0.6983,0.4644,-1.3636,-0.0893,-0.6329,-0.703,2.7861,4.2241,1.1822,0,,,-0.4308,-0.2235,1.4907,4.1919,3.3149,0,2.4169,2.3086,0.3344,0.7487,1.566,0.6567,1.6291,3.0008,,,,,,,,,,,,-0.3769,-1.232,-0.207,-0.487,-1.4706,-0.3394,-2.9641,4.9654,2.2766,1.4248,0,-2.1368,0,-2.681,0,,0,2.6602,,,,,,,0.355,0.7961,0.4464,0.7264,0.7522,1.9465,1.5737,,0.9928,0.5489,1.4346,1.6623,1.794,0.735,0.6836,2.6067,13.7041,2.0427,,,,4.0457,4.9422,4.7885,0.9739,4.9895,,2.6963,8.1339,5.3505,1.686,4.6312,2.3781,2.2443,6.3478,,,,,,,,,,,,0.7988,0.5146,0.3258,0.2032,0.845,0.6884,0.6283,1.526,0.7379,1.4396,0.044,0.4566,,1.0432,,,0.0279,3.0711,,,,,,,670700928.7,1188752756,12542918842,18089006596,3352352274,3372237002,2754525680,6495705043,4594434000,2570361127,2409301171,1027035932,4404287520,3867940068,1374172434,539048737.5,675800775,2629259542,3344911500,,,2901877402,1727568402,2907772592,5882025600,4136891886,624499370.1,2575243061,1839449274,936805302,1505645700,2279681931,4758566400,1400923833,743777276.2,,,,,,,,,,,,9553233785,1843868632,2120800000,1104626000,3796903559,2239605791,3784773851,6249556800,3105280000,2620087260,1355611400,19051197000,4792932789,1115085180,1652172000,,34674515603,1761837668,,,,,,,223.1042,48.0829,212.71,53.1803,263.727,66.0676,34.8315,144.2608,46.8341,27.7591,37.0855,-0.3974,37.5061,22.4732,65.0301,81.1142,57.1032,31.5385,44.7483,,,65.6906,-13.7322,37.6238,30.6377,103.1369,198.5116,50.1872,35.2444,23.7806,74.8868,69.7033,60.9535,99.7011,95.1628,,,,,,,,,,,,68.7249,-20.9535,334.1683,79.8343,87.0518,79.8188,78.7134,24.2832,41.0402,80.3474,-170.2739,9.7659,116.9949,180.2554,-4.5848,,18.3285,128.2642,,,,,,,6.4437,3.0022,4.3537,1.7013,2.3781,5.0724,2.3847,5.8801,3.0242,3.0305,3.8317,-5.5167,3.3682,2.053,1.7289,1.8336,2.4292,2.3502,4.0249,,,4.8034,3.0422,1.7334,2.9083,3.6095,2.0037,1.8886,1.8886,2.333,1.6329,1.1774,5.3874,2.571,3.2612,,,,,,,,,,,,2.6247,2.2121,3.1939,2.446,2.0236,3.487,1.7918,3.2797,2.3721,4.4316,3.3047,1.2967,2.8012,1.5985,1.7341,,1.4016,1.9897,,,,,,,5.3608,1.8974,4.0896,1.8477,3.2167,9.7617,2.4128,16.5728,1.0058,3.1211,7.6379,3.1318,4.0553,3.0032,0.7617,1.465,0.7972,1.3213,7.3177,,,8.2801,8.097,1.3959,4.2608,3.7296,3.5567,1.7548,2.5277,4.3467,3.2352,2.4732,5.204,24.7174,3.0001,,,,,,,,,,,,2.9516,2.0962,1.8942,0.6941,2.5335,3.1385,0.5712,0.489,0.9339,2.0572,16.6336,0.5413,3.639,2.5714,4.3148,,0.5698,15.6685,,,,,,
2014/1/9,-1.6151,-3.4358,0.2884,0.3555,-4.578,-4.2176,-2.3121,0,-0.5325,-3.2349,-1.3867,-5.0691,1.4298,0.8493,0.885,-2.9304,-3.3912,-4.5125,0,,,-1.8541,-4.1433,-3.5496,-3.5385,-3.4759,0,0,5.4632,-4.4444,-4.3524,-3.5242,-2.9063,-3.3909,-5.3897,,,,,,,,,,,,-0.3783,-2.9106,-2.2822,-0.6525,-0.4071,-2.4972,-0.1608,0,-1.2366,0.1756,-0.0654,-1.9214,0,-2.4793,0,,-0.2841,-3.1802,,,,,,,0.5574,0.7379,0.5432,1.0977,0.8701,1.2336,1.6323,,0.9329,0.4858,1.9603,3.8734,1.7492,1.6592,0.5579,2.2525,11.2992,4.0506,,,,3.374,4.3986,4.3905,0.7611,3.3075,,3.1137,14.925,3.5884,1.2082,3.1542,1.9741,1.4602,4.9678,,,,,,,,,,,,0.5116,0.5628,0.3785,0.2963,1.3371,0.7393,0.6117,0.7273,0.7285,1.8356,0.1844,0.4039,,0.9177,,,0.021,2.4175,,,,,,,659868612.2,1147909533,12579086428,18153304013,3198882642,3230008075,2690837225,6495705043,4569966600,2487213018,2375890214,974974202.9,4467262140,3900788816,1386333252,523252437.5,652882800,2510614470,3344911500,,,2848072506,1655989420,2804559122,5673888000,3993096178,624499370.1,2575243061,1939941752,895169510.8,1440113350,2199340718,4620268800,1353420251,703690227.1,,,,,,,,,,,,9517092925,1790200938,2072400000,1097418000,3781448050,2183679199,3778689006,6249556800,3066880000,2624687940,1354724800,18685147800,4792932789,1087438440,1652172000,,34576008457,1705807495,,,,,,,219.5009,46.4309,213.3234,53.3693,251.6537,63.2811,34.0261,144.2608,46.5847,26.8611,36.5713,-0.3773,38.0424,22.664,65.6056,78.7372,55.1667,30.1153,44.7483,,,64.4726,-13.1632,36.2883,29.5536,99.5519,198.5116,50.1872,37.1698,22.7236,71.6274,67.2468,59.182,96.3204,90.0338,,,,,,,,,,,,68.4649,-20.3437,326.542,79.3133,86.6975,77.8256,78.5869,24.2832,40.5326,80.4885,-170.1625,9.5782,116.9949,175.7863,-4.5848,,18.2764,124.1852,,,,,,,6.3396,2.899,4.3662,1.7074,2.2692,4.8585,2.3296,5.8801,3.008,2.9325,3.7785,-5.2371,3.4164,2.0705,1.7442,1.7799,2.3468,2.2441,4.0249,,,4.7144,2.9161,1.6719,2.8054,3.4841,2.0037,1.8886,1.9918,2.2293,1.5618,1.136,5.2309,2.4838,3.0855,,,,,,,,,,,,2.6148,2.1478,3.121,2.4301,2.0154,3.3999,1.789,3.2797,2.3427,4.4394,3.3025,1.2718,2.8012,1.5589,1.7341,,1.3976,1.9265,,,,,,,5.2742,1.8322,4.1014,1.8543,3.0695,9.35,2.3571,16.5728,1.0005,3.0202,7.532,2.973,4.1133,3.0287,0.7684,1.4221,0.7702,1.2617,7.3177,,,8.1266,7.7615,1.3463,4.1101,3.6,3.5567,1.7548,2.6658,4.1535,3.0944,2.3861,5.0528,23.8793,2.8384,,,,,,,,,,,,2.9404,2.0351,1.851,0.6896,2.5232,3.0601,0.5702,0.489,0.9224,2.0608,16.6228,0.5309,3.639,2.5077,4.3148,,0.5682,15.1702,,,,,,
