ÈÕÆÚ,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH
2015/6/5,0,1.1224,,2.7902,,11.6434,,4.3961,7786118999,17685880182,,1.95221E+11,144.8229,145.4423,,49.029,6.7886,15.1636,,2.5243,7.4489,28.8504,,0.6765
2015/6/8,0,-6.4918,,9.9891,,8.8687,,5.8181,7786118999,16537755434,,2.14722E+11,144.8229,136.0005,,53.9266,6.7886,14.1792,,2.7765,7.4489,26.9775,,0.7441
2015/6/9,0,-0.2158,,1.5795,,5.7656,,6.5638,7786118999,16502062437,,2.18113E+11,144.8229,135.707,,54.7783,6.7886,14.1486,,2.8203,7.4489,26.9193,,0.7558
2015/6/10,0,3.0642,,-3.4985,,5.0512,,3.2538,7786118999,17007713233,,2.10482E+11,144.8229,139.8653,,52.8619,6.7886,14.5821,,2.7216,7.4489,27.7441,,0.7294
2015/6/11,0,-2.8332,,-2.1148,,6.8168,,2.887,7786118999,16525857768,,2.06031E+11,144.8229,135.9027,,51.744,6.7886,14.169,,2.6641,7.4489,26.9581,,0.714
2015/6/12,0,-0.576,,0.3086,,5.4972,,2.6003,7786118999,16430676442,,2.06667E+11,144.8229,135.1199,,51.9037,6.7886,14.0874,,2.6723,7.4489,26.8028,,0.7162
2015/6/15,0,-7.3135,,-4.9231,,7.4412,,2.9076,7786118999,15229012198,,1.96492E+11,144.8229,125.2379,,49.3484,6.7886,13.0571,,2.5407,7.4489,24.8426,,0.6809
2015/6/16,0,-2.4609,,-7.8749,,5.1555,,3.234,7786118999,14854235726,,1.81019E+11,144.8229,122.1559,,45.4623,6.7886,12.7358,,2.3407,7.4489,24.2312,,0.6273
2015/6/17,0,3.4842,,3.7471,,4.5525,,2.1703,7786118999,15371784188,,1.87802E+11,144.8229,126.412,,47.1658,6.7886,13.1795,,2.4284,7.4489,25.0755,,0.6508
2015/6/18,0,-4.0248,,-4.6275,,4.4225,,1.7301,7786118999,14753105567,,1.79111E+11,144.8229,121.3242,,44.9832,6.7886,12.649,,2.316,7.4489,24.0662,,0.6207
2015/6/19,0,-8.871,,-9.3491,,3.15,,2.0284,7786118999,13444362331,,1.62366E+11,144.8229,110.5616,,40.7776,6.7886,11.527,,2.0995,7.4489,21.9313,,0.5627
2015/6/23,0,0.7965,,1.5666,,4.987,,2.2481,7786118999,13551441323,,1.6491E+11,144.8229,111.4422,,41.4165,6.7886,11.6188,,2.1324,7.4489,22.106,,0.5715
2015/6/24,0,1.3608,,5.527,,3.8908,,2.8317,7786118999,13735855143,,1.74024E+11,144.8229,112.9587,,43.7055,6.7886,11.7769,,2.2502,7.4489,22.4068,,0.6031
2015/6/25,0,-2.1654,,-4.9939,,4.3055,,2.1492,7786118999,13438413499,,1.65333E+11,144.8229,110.5127,,41.5229,6.7886,11.5219,,2.1378,7.4489,21.9216,,0.5729
2015/6/26,0,-9.6946,,-10,,4.8063,,2.291,7786118999,12135619096,,1.488E+11,144.8229,99.7989,,37.3706,6.7886,10.4049,,1.9241,7.4489,19.7964,,0.5156
2015/6/29,0,-9.3137,,-5.1282,,4.2744,,2.9328,7786118999,11005340847,,1.41169E+11,144.8229,90.5039,,35.4542,6.7886,9.4358,,1.8254,7.4489,17.9526,,0.4892
2015/6/30,0,5.1351,,10.0601,,5.6565,,2.9496,7786118999,11570479971,,1.55371E+11,144.8229,95.1514,,39.0209,6.7886,9.9203,,2.009,7.4489,18.8745,,0.5384
2015/7/1,0,-9.9743,,-1.6371,,3.9301,,3.0633,7786118999,11467093065,,1.52827E+11,144.8229,85.6608,,38.3821,6.7886,8.9308,,1.9761,7.4489,16.9919,,0.5296
2015/7/2,0,-9.9943,,-1.2483,,3.6444,,2.5414,7786118999,10321038647,,1.5092E+11,144.8229,77.0996,,37.903,6.7886,8.0383,,1.9515,7.4489,15.2937,,0.523
2015/7/3,0,-10.0254,,-3.9716,,3.9209,,2.6259,7786118999,9286315229,,1.43501E+11,144.8229,69.3701,,36.0398,6.7886,7.2324,,1.8555,7.4489,13.7605,,0.4973
2015/7/6,0,-10.0141,,6.647,,5.8076,,3.619,7786118999,8356373930,,1.53039E+11,144.8229,62.4233,,38.4353,6.7886,6.5081,,1.9789,7.4489,12.3825,,0.5303
2015/7/7,0,-10.0313,,-0.1385,,2.6126,,4.3276,7786118999,7518116984,,1.52827E+11,144.8229,56.1614,,38.3821,6.7886,5.8553,,1.9761,7.4489,11.1403,,0.5296
2015/7/8,0,-10.0174,,-9.154,,10.4657,,4.2889,7786118999,6764995509,,1.38838E+11,144.8229,50.5354,,34.8686,6.7886,5.2687,,1.7952,7.4489,10.0244,,0.4811
2015/7/9,0,9.971,,10.0763,,5.0939,,4.085,7786118999,7439530395,,1.52827E+11,144.8229,55.5743,,38.3821,6.7886,5.7941,,1.9761,7.4489,11.0239,,0.5296
2015/7/10,0,10.0352,,8.8766,,1.7192,,4.6334,7786118999,8186102988,,1.66393E+11,144.8229,61.1513,,41.7891,6.7886,6.3755,,2.1515,7.4489,12.1302,,0.5766
2015/7/13,0,10,,-0.5096,,0.6145,,4.544,7786118999,9004713286,,1.65545E+11,144.8229,67.2664,,41.5762,6.7886,7.0131,,2.1406,7.4489,13.3432,,0.5737
2015/7/14,0,10.0364,,-6.6581,,12.9827,,2.7785,7786118999,9908459056,,1.54523E+11,144.8229,74.0176,,38.808,6.7886,7.7169,,1.9981,7.4489,14.6823,,0.5355
2015/7/15,0,-9.9802,,-5.0754,,7.622,,2.473,7786118999,8919577815,,1.4668E+11,144.8229,66.6305,,36.8383,6.7886,6.9468,,1.8967,7.4489,13.217,,0.5083
2015/7/16,0,3.9648,,0,,5.7789,,1.3397,7786118999,9273217464,,1.4668E+11,144.8229,69.2722,,36.8383,6.7886,7.2222,,1.8967,7.4489,13.741,,0.5083
2015/7/17,0,9.6045,,4.1908,,6.6103,,1.7154,7786118999,10163865469,,1.52827E+11,144.8229,75.9255,,38.3821,6.7886,7.9159,,1.9761,7.4489,15.0608,,0.5296
2015/7/20,0,3.7371,,-1.387,,6.6026,,1.6516,7786118999,10543700648,,1.50708E+11,144.8229,78.7629,,37.8497,6.7886,8.2117,,1.9487,7.4489,15.6236,,0.5223
2015/7/21,0,0.4348,,0.4219,,5.3851,,1.5946,7786118999,10589542825,,1.51344E+11,144.8229,79.1053,,38.0095,6.7886,8.2474,,1.9569,7.4489,15.6916,,0.5245
2015/7/22,0,0,,-1.9608,,4.5873,,1.428,7786118999,10589542825,,1.48376E+11,144.8229,79.1053,,37.2642,6.7886,8.2474,,1.9186,7.4489,15.6916,,0.5142
2015/7/23,0,4.329,,5.8571,,6.5452,,3.1093,7786118999,11047964592,,1.57067E+11,144.8229,82.5298,,39.4468,6.7886,8.6044,,2.031,7.4489,16.3709,,0.5443
2015/7/24,0,-4.2679,,-3.3738,,5.5422,,2.469,7786118999,10576445060,,1.51768E+11,144.8229,79.0075,,38.1159,6.7886,8.2372,,1.9624,7.4489,15.6722,,0.5259
2015/7/27,0,-9.969,,-10.0559,,5.4753,,2.0554,7786118999,9522074995,,1.36506E+11,144.8229,71.1312,,34.283,6.7886,7.416,,1.7651,7.4489,14.1098,,0.473
2015/7/28,0,-9.9037,,-5.5901,,5.4749,,2.2025,7786118999,8579035931,,1.28875E+11,144.8229,64.0866,,32.3666,6.7886,6.6816,,1.6664,7.4489,12.7124,,0.4466
2015/7/29,0,8.2443,,5.5921,,4.5403,,1.4674,7786118999,9286315229,,1.36082E+11,144.8229,69.3701,,34.1766,6.7886,7.2324,,1.7596,7.4489,13.7605,,0.4716
2015/7/30,0,-2.6798,,-3.8941,,4.6431,,1.2182,7786118999,9037457698,,1.30783E+11,144.8229,67.5111,,32.8457,6.7886,7.0386,,1.6911,7.4489,13.3917,,0.4532
2015/7/31,0,0,,0.3241,,,,0.9551,7786118999,9037457698,,1.31207E+11,144.8229,67.5111,,32.9522,6.7886,7.0386,,1.6966,7.4489,13.3917,,0.4547
2015/8/3,0,0,,1.2924,,,,1.0475,7786118999,9037457698,,1.32903E+11,144.8229,67.5111,,33.378,6.7886,7.0386,,1.7185,7.4489,13.3917,,0.4606
2015/8/4,-10,0,,2.7113,0.0891,,,0.9528,7007507099,9037457698,,1.36506E+11,130.3406,67.5111,,34.283,6.1097,7.0386,,1.7651,6.7041,13.3917,,0.473
2015/8/5,-10,0,,-2.795,0.1551,,,0.7664,6306756389,9037457698,,1.32691E+11,117.3066,67.5111,,33.3248,5.4988,7.0386,,1.7158,6.0336,13.3917,,0.4598
2015/8/6,-9.9839,0,,-1.7572,0.8356,,,0.4746,5677096331,9037457698,,1.30359E+11,105.5948,67.5111,,32.7392,4.9498,7.0386,,1.6856,5.4313,13.3917,,0.4517
2015/8/7,3.3989,0,,2.1138,22.1508,,,0.7184,5870056671,9037457698,,1.33115E+11,109.1839,67.5111,,33.4313,5.118,7.0386,,1.7212,5.6159,13.3917,,0.4613
2015/8/10,-2.4798,0,,10.0318,19.186,,,1.487,5724490099,9037457698,,1.46468E+11,106.4763,67.5111,,36.7851,4.9911,7.0386,,1.8939,5.4766,13.3917,,0.5076
2015/8/11,-3.2525,0,,1.7366,12.6698,,,2.9811,5538300297,9037457698,,1.49012E+11,103.0132,67.5111,,37.4239,4.8288,7.0386,,1.9268,5.2985,13.3917,,0.5164
2015/8/12,-5.2567,0,,2.1337,8.5045,,,2.2971,5247167152,9037457698,,1.52192E+11,97.5981,67.5111,,38.2224,4.5749,7.0386,,1.9679,5.0199,13.3917,,0.5274
2015/8/13,2.7097,0,,0.1393,5.7665,,,1.675,5389348455,9037457698,,1.52404E+11,100.2426,67.5111,,38.2756,4.6989,7.0386,,1.9707,5.156,13.3917,,0.5281
2015/8/14,0,0,,3.1989,6.1079,,,2.6844,5389348455,9037457698,,1.57279E+11,100.2426,67.5111,,39.5,4.6989,7.0386,,2.0337,5.156,13.3917,,0.545
2015/8/17,2.701,0,,0.1348,5.7722,,,1.9982,5534915028,9037457698,,1.57491E+11,102.9502,67.5111,,39.5533,4.8258,7.0386,,2.0364,5.2952,13.3917,,0.5458
2015/8/18,-8.3792,0,,-9.825,6.3434,,,1.9358,5071133157,9037457698,,1.42017E+11,94.3238,67.5111,,35.6671,4.4214,7.0386,,1.8364,4.8515,13.3917,,0.4921
2015/8/19,0.0668,0,,10,4.5883,,,3.676,5074518426,9037457698,,1.56219E+11,94.3868,67.5111,,39.2338,4.4244,7.0386,,2.02,4.8548,13.3917,,0.5414
2015/8/20,-6.4128,10,,4.2062,2.9062,5.8687,,5.1815,4742762051,9941203468,,1.6279E+11,88.216,74.2622,,40.8841,4.1351,7.7424,,2.105,4.5374,14.7309,,0.5641
2015/8/21,-8.0657,-10.0132,,-4.2969,3.4508,7.4486,,3.7642,4360226639,8945773345,,1.55795E+11,81.1008,66.8262,,39.1274,3.8016,6.9672,,2.0145,4.1714,13.2558,,0.5399
2015/8/24,-10.0155,-10.0293,,-9.932,1.3911,1.4853,,2.4895,3923526922,8048576457,,1.40321E+11,72.9782,60.124,,35.2413,3.4209,6.2684,,1.8144,3.7536,11.9264,,0.4863
2015/8/25,-10.0086,-10.0081,,-9.9698,0.6831,1.2935,,1.822,3530835703,7243063923,,1.26332E+11,65.674,54.1067,,31.7278,3.0785,5.6411,,1.6335,3.3779,10.7328,,0.4378
2015/8/26,-9.9712,-10.0362,,-6.3758,8.0074,6.6096,,2.6656,3178767713,6516137978,,1.18277E+11,59.1255,48.6764,,29.7049,2.7715,5.0749,,1.5294,3.0411,9.6556,,0.4099
2015/8/27,-0.9585,6.1307,,6.4516,5.2114,5.4815,,1.8896,3148300291,6915619804,,1.25908E+11,58.5588,51.6606,,31.6213,2.745,5.386,,1.6281,3.012,10.2476,,0.4363
2015/8/28,10,7.8598,,8.4175,5.9914,4.9887,,2.3308,3463130320,7459177042,,1.36506E+11,64.4147,55.7211,,34.283,3.0194,5.8094,,1.7651,3.3132,11.053,,0.473
2015/8/31,6.5494,-9.3942,,1.7081,7.1151,3.7539,,2.0272,3689943352,6758446626,,1.38838E+11,68.6335,50.4865,,34.8686,3.2172,5.2636,,1.7952,3.5302,10.0147,,0.4811
2015/9/1,-10,-3.1008,,-0.7634,3.7982,4.0342,,2.5188,3320949017,6548882390,,1.37778E+11,61.7701,48.9211,,34.6024,2.8955,5.1004,,1.7815,3.1771,9.7041,,0.4774
2015/9/2,-9.9898,-3.2,,-2.3077,4.1505,2.9772,,2.0407,2989192642,6339318154,,1.34598E+11,55.5994,47.3556,,33.8039,2.6062,4.9372,,1.7404,2.8597,9.3936,,0.4664
2015/9/7,3.0578,4.2355,,-2.8346,3.1078,3.0338,,1.686,3080594908,6607822332,,1.30783E+11,57.2995,49.3613,,32.8457,2.6859,5.1463,,1.6911,2.9472,9.7915,,0.4532
2015/9/8,8.7912,9.5144,,0.3241,2.7359,3.1355,,0.9589,3351416439,7236515041,,1.31207E+11,62.3368,54.0578,,32.9522,2.922,5.636,,1.6966,3.2063,10.7231,,0.4547
2015/9/9,2.7273,3.7104,,2.9079,3.3781,4.664,,1.1756,3442818705,7505019219,,1.35022E+11,64.0369,56.0635,,33.9104,3.0017,5.8451,,1.7459,3.2937,11.1209,,0.4679
2015/9/10,0,0.7853,,-1.7268,2.9926,4.5171,,0.7269,3442818705,7563959160,,1.32691E+11,64.0369,56.5038,,33.3248,3.0017,5.891,,1.7158,3.2937,11.2083,,0.4598
2015/9/11,0.1967,2.5108,,-0.7987,2.7975,3.6055,,0.4902,3449589243,7753876750,,1.31631E+11,64.1628,57.9225,,33.0586,3.0076,6.0389,,1.7021,3.3002,11.4897,,0.4561
2015/9/14,-10.0098,-9.9662,,1.1272,3.4171,3.783,,1.3447,3104291792,6981108628,,1.33115E+11,57.7403,52.1498,,33.4313,2.7066,5.4371,,1.7212,2.9699,10.3446,,0.4613
2015/9/15,6.7612,-6.0038,,-3.9809,6.6257,3.1347,,0.6582,3314178478,6561980155,,1.27815E+11,61.6442,49.0189,,32.1004,2.8896,5.1106,,1.6527,3.1707,9.7235,,0.4429
2015/9/16,8.1716,9.98,,4.9751,6.4221,3.216,,1.0398,3585000009,7216868394,,1.34174E+11,66.6815,53.911,,33.6975,3.1257,5.6207,,1.7349,3.4298,10.694,,0.465
2015/9/17,-6.5156,-0.1815,,-2.3697,5.6652,4.6165,,1.2833,3351416439,7203770629,,1.30995E+11,62.3368,53.8132,,32.8989,2.922,5.6105,,1.6938,3.2063,10.6745,,0.4539
2015/9/18,-1.2121,2.7273,,0.1618,2.6473,2.7477,,0.5794,3310793209,7400237101,,1.31207E+11,61.5812,55.2808,,32.9522,2.8866,5.7635,,1.6966,3.1674,10.9657,,0.4547
2015/9/21,3.7832,6.5487,,0.9693,2.7522,3.8797,,0.5062,3436048167,7884854398,,1.32479E+11,63.911,58.9009,,33.2716,2.9958,6.1409,,1.713,3.2873,11.6838,,0.4591
2015/9/22,1.3793,-2.3256,,0.8,3.3585,3.7506,,0.7391,3483441935,7701485691,,1.33539E+11,64.7925,57.5312,,33.5378,3.0372,5.9981,,1.7267,3.3326,11.4121,,0.4628
2015/9/23,-3.3042,-1.7857,,-3.4921,2.3316,2.9977,,0.6881,3368342784,7563959160,,1.28875E+11,62.6517,56.5038,,32.3666,2.9368,5.891,,1.6664,3.2225,11.2083,,0.4466
2015/9/24,2.1106,0.9524,,0.3289,1.8687,2.6204,,0.4313,3439433436,7635996867,,1.29299E+11,63.974,57.0419,,32.4731,2.9988,5.9471,,1.6719,3.2905,11.315,,0.4481
2015/9/25,-3.937,-4.717,,3.2787,2.9822,3.554,,1.4488,3304022671,7275808335,,1.33539E+11,61.4553,54.3513,,33.5378,2.8807,5.6666,,1.7267,3.1609,10.7813,,0.4628
2015/9/28,2.9713,3.0603,,-2.5397,1.4711,2.727,,0.6912,3402195476,7498470337,,1.30147E+11,63.2813,56.0146,,32.686,2.9663,5.84,,1.6829,3.2549,11.1112,,0.451
2015/9/29,-2.7861,-5.1528,,-2.1173,1.5078,2.1067,,0.4994,3307407940,7112086276,,1.27392E+11,61.5183,53.1283,,31.994,2.8837,5.5391,,1.6472,3.1642,10.5387,,0.4415
2015/9/30,-0.1024,0.0921,,0,1.051,1.6889,,0.3793,3304022671,7118635158,,1.27392E+11,61.4553,53.1772,,31.994,2.8807,5.5442,,1.6472,3.1609,10.5484,,0.4415
2015/10/8,4.3033,10.0276,,2.1631,2.0916,2.7899,,0.6729,3446203974,7832463338,,1.30147E+11,64.0999,58.5096,,32.686,3.0047,6.1001,,1.6829,3.297,11.6061,,0.451
2015/10/9,3.1434,2.4247,,0,3.0701,4.4207,,0.5657,3554532587,8022380928,,1.30147E+11,66.1148,59.9283,,32.686,3.0991,6.248,,1.6829,3.4006,11.8876,,0.451
2015/10/12,10,4.1633,,4.0717,5.7051,5.4005,,1.355,3909985845,8356373930,,1.35446E+11,72.7263,62.4233,,34.0169,3.4091,6.5081,,1.7514,3.7407,12.3825,,0.4694
2015/10/13,2.1645,2.4295,,-0.7825,5.4186,5.2748,,0.8195,3994617573,8559389284,,1.34386E+11,74.3005,63.9398,,33.7507,3.4828,6.6663,,1.7377,3.8216,12.6833,,0.4657
2015/10/14,-0.9322,-3.2135,,-0.1577,3.1518,3.5231,,0.9843,3957379613,8284336223,,1.34174E+11,73.6078,61.8851,,33.6975,3.4504,6.452,,1.7349,3.786,12.2757,,0.465
2015/10/15,10.0086,8.1423,,5.5292,6.0514,6.0096,,1.7537,4353456101,8958871110,,1.41593E+11,80.9749,66.924,,35.5607,3.7957,6.9774,,1.8309,4.1649,13.2752,,0.4907
2015/10/16,8.8647,1.3158,,2.2455,9.5371,5.4286,,1.3663,4739376782,9076750993,,1.44773E+11,88.1531,67.8046,,36.3592,4.1322,7.0692,,1.872,4.5341,13.4499,,0.5017
2015/10/19,4.0714,5.3391,,-2.489,6.5972,7.9249,,1.1241,4932337122,8671454679,,1.41169E+11,91.7422,71.4247,,35.4542,4.3004,7.4466,,1.8254,4.7187,14.168,,0.4892
2015/10/20,0.3432,1.9863,,2.5526,4.6928,7.4628,,0.8887,4949263468,8843695902,,1.44773E+11,92.057,74.1855,,36.3592,4.3152,7.7344,,1.872,4.7349,14.7157,,0.5017
2015/10/21,-9.2339,-10.0067,,1.757,5.6499,7.2864,,1.5423,4492252136,7958732377,,1.47316E+11,83.5565,66.762,,36.998,3.9167,6.9605,,1.9049,4.2977,13.2431,,0.5105
2015/10/22,9.8719,3.5821,,2.0144,6.614,5.4631,,1.1677,4935722392,8243821298,,1.50284E+11,91.8051,69.1534,,37.7433,4.3034,7.2098,,1.9432,4.722,13.7175,,0.5208
2015/10/23,6.2414,2.6657,,-1.8336,7.1075,6.2718,,1.0064,5243781882,8463577341,,1.47528E+11,97.5351,70.9969,,37.0512,4.572,7.402,,1.9076,5.0167,14.0832,,0.5112
2015/10/26,-0.581,1.614,,-1.8678,4.3534,6.5605,,0.8731,5213314460,8600182449,,1.44773E+11,96.9684,72.1428,,36.3592,4.5454,7.5215,,1.872,4.9876,14.3105,,0.5017
2015/10/27,-1.3636,-0.2762,,-0.8785,3.7997,5.2415,,0.6501,5142223808,8576425039,,1.43501E+11,95.6461,71.9435,,36.0398,4.4834,7.5007,,1.8555,4.9195,14.2709,,0.4973
2015/10/28,-3.2916,-3.8089,,-2.6588,2.8826,4.3378,,0.6032,4972960352,8249760650,,1.39686E+11,92.4978,69.2033,,35.0816,4.3358,7.215,,1.8062,4.7576,13.7274,,0.4841
2015/10/29,2.5187,1.4399,,0.7587,4.187,3.8857,,0.4517,5098215310,8368547701,,1.40745E+11,94.8275,70.1997,,35.3477,4.4451,7.3189,,1.8199,4.8774,13.925,,0.4877
2015/10/30,-3.7185,1.2775,,-0.4518,2.2855,4.8566,,0.4468,4908640239,8475456046,,1.4011E+11,91.3014,71.0965,,35.188,4.2798,7.4124,,1.8117,4.6961,14.1029,,0.4855
2015/11/2,-4.4138,-3.9944,,-3.9334,2.0111,3.6379,,0.71,4691983014,8136912952,,1.34598E+11,87.2716,68.2566,,33.8039,4.0909,7.1163,,1.7404,4.4888,13.5396,,0.4664
2015/11/3,0.5772,1.6058,,-0.315,1.7617,3.5373,,0.3624,4719065167,8267578708,,1.34174E+11,87.7753,69.3527,,33.6975,4.1145,7.2306,,1.7349,4.5147,13.757,,0.465
2015/11/4,9.1822,9.9856,,4.4234,7.3221,9.4645,,0.8436,5152379616,9093148708,,1.4011E+11,95.835,76.278,,35.188,4.4923,7.9526,,1.8117,4.9293,15.1307,,0.4855
2015/11/5,-3.8765,-0.7185,,6.9592,4.4386,9.5641,,3.1619,4952648737,9027815830,,1.4986E+11,92.12,75.73,,37.6368,4.3181,7.8955,,1.9378,4.7382,15.022,,0.5193
2015/11/6,1.5721,3.2895,,-0.5658,2.6166,6.9289,,1.9716,5030509927,9324783456,,1.49012E+11,93.5682,78.2211,,37.4239,4.386,8.1552,,1.9268,4.8127,15.5162,,0.5164
2015/11/9,1.2113,3.3121,,0.4267,3.8609,10.0457,,1.4512,5091444772,9633629787,,1.49648E+11,94.7016,80.8119,,37.5836,4.4392,8.4253,,1.935,4.871,16.0301,,0.5186
2015/11/10,3.8564,-1.1714,,-1.4164,5.3858,5.6752,,0.9461,5287790381,9520782090,,1.47528E+11,98.3537,79.8652,,37.0512,4.6103,8.3266,,1.9076,5.0588,15.8423,,0.5112
2015/11/11,4.6095,5.1778,,1.0057,4.4422,6.9783,,0.8496,5531529758,10013748349,,1.49012E+11,102.8872,84.0005,,37.4239,4.8229,8.7577,,1.9268,5.292,16.6626,,0.5164
2015/11/12,-2.8152,-2.1945,,-2.7027,3.6026,5.599,,0.9535,5375807378,9793992305,,1.44985E+11,99.9908,82.1571,,36.4124,4.6871,8.5656,,1.8747,5.143,16.2969,,0.5024
2015/11/13,-4.7859,-6.0036,,-2.193,2.8135,5.8374,,0.5908,5118526925,9205996406,,1.41805E+11,95.2053,77.2247,,35.6139,4.4628,8.0513,,1.8336,4.8969,15.3185,,0.4914
2015/11/16,0.9921,3.871,,0.299,1.9332,4.4985,,0.5262,5169305962,9562357557,,1.42229E+11,96.1498,80.214,,35.7204,4.507,8.363,,1.8391,4.9455,15.9115,,0.4929
2015/11/17,-3.4054,-2.6087,,-0.2981,3.0463,5.5046,,0.6624,4993271967,9312904751,,1.41805E+11,92.8756,78.1215,,35.6139,4.3536,8.1448,,1.8336,4.777,15.4964,,0.4914
2015/11/18,-2.9153,0,,-0.5979,1.4503,6.2988,,0.4352,6377281817,9312904751,,1.40957E+11,90.168,78.1215,,35.401,4.2266,8.1448,,1.8226,4.6378,15.4964,,0.4885
2015/11/19,2.514,1.7857,,2.7068,1.2126,5.1905,,0.5472,6537604544,9479206622,,1.44773E+11,92.4348,79.5165,,36.3592,4.3329,8.2902,,1.872,4.7544,15.7731,,0.5017
2015/11/20,2.6567,0.2506,,-0.1464,1.6263,6.0205,,0.6284,6711287499,9502964032,,1.44561E+11,94.8905,79.7158,,36.3059,4.448,8.311,,1.8692,4.8807,15.8127,,0.501
2015/11/23,10.0199,0.25,,-2.0528,4.392,6.242,,0.4945,7383752271,9526721442,,1.41593E+11,104.3984,79.9151,,35.5607,4.8937,8.3318,,1.8309,5.3697,15.8522,,0.4907
2015/11/24,-1.2063,1.808,,-0.4491,3.4782,4.5181,,0.3633,7294684089,9698962665,,1.40957E+11,103.1391,81.3599,,35.401,4.8347,8.4824,,1.8226,5.3049,16.1388,,0.4885
2015/11/25,1.2821,9.9816,,0.1504,2.5984,10.2688,,0.5396,7388205680,10667077126,,1.41169E+11,104.4614,89.481,,35.4542,4.8966,9.3291,,1.8254,5.373,17.7497,,0.4892
2015/11/26,-4.2797,-3.9532,,-0.6006,2.4553,9.9663,,0.5739,7072013635,10245383097,,1.40321E+11,99.9908,85.9436,,35.2413,4.6871,8.9603,,1.8144,5.143,17.048,,0.4863
2015/11/27,-6.1083,-9.971,,-5.8912,2.1987,7.3679,,0.8517,6640032953,9223814464,,1.32055E+11,93.883,77.3741,,33.1651,4.4008,8.0669,,1.7075,4.8289,15.3482,,0.4576
2015/11/30,-2.4816,1.5454,,-0.1605,2.2908,5.3071,,0.6942,6475256817,9366358924,,1.31843E+11,91.5533,78.5699,,33.1119,4.2916,8.1916,,1.7048,4.709,15.5854,,0.4569
2015/12/1,-0.2751,-1.7755,,-0.1608,1.2769,3.4275,,0.3398,6457443181,9200057053,,1.31631E+11,91.3014,77.1748,,33.0586,4.2798,8.0461,,1.7021,4.6961,15.3086,,0.4561
2015/12/2,-1.7931,-3.938,,3.0596,1.6435,3.7907,,0.5969,6341654544,8837756550,,1.35658E+11,89.6643,74.1357,,34.0701,4.203,7.7293,,1.7541,4.6119,14.7058,,0.4701
2015/12/3,4.6348,2.8898,,0.1563,1.3309,2.7423,,0.5474,6635579544,9093148708,,1.3587E+11,93.8201,76.278,,34.1233,4.3978,7.9526,,1.7569,4.8256,15.1307,,0.4708
2015/12/4,-0.3356,1.1104,,-2.6521,1.1465,4.5026,,0.4658,6613312499,9194117701,,1.32267E+11,93.5052,77.125,,33.2183,4.3831,8.0409,,1.7103,4.8094,15.2988,,0.4584
2015/12/7,0,1.1628,,0.3205,1.0831,3.0704,,0.2627,6613312499,9301026046,,1.32691E+11,93.5052,78.0218,,33.3248,4.3831,8.1344,,1.7158,4.8094,15.4766,,0.4598
2015/12/8,-2.5589,-4.2146,,-2.3962,1.3389,3.1182,,0.333,6444082953,8909028780,,1.29511E+11,91.1125,74.7335,,32.5263,4.2709,7.7916,,1.6746,4.6864,14.8244,,0.4488
2015/12/9,-2.8334,10,,0.1637,1.2366,9.2246,,0.2301,6261493181,9799931658,,1.29723E+11,88.5309,82.2069,,32.5795,4.1499,8.5707,,1.6774,4.5536,16.3068,,0.4495
2015/12/10,0,1.5152,,-0.9804,1.0073,9.7199,,0.3198,6261493181,9948415471,,1.28451E+11,88.5309,83.4525,,32.2601,4.1499,8.7006,,1.6609,4.5536,16.5539,,0.4451
2015/12/11,0.9246,2.6866,,-0.33,0.8753,6.431,,0.2792,6319387499,10215686334,,1.28027E+11,89.3494,85.6945,,32.1537,4.1883,8.9344,,1.6555,4.5957,16.9986,,0.4437
2015/12/14,1.1276,-0.4651,,2.9801,1.0771,5.0166,,0.4646,6390642044,10168171514,,1.31843E+11,90.3569,85.2959,,33.1119,4.2355,8.8928,,1.7048,4.6475,16.9196,,0.4569
2015/12/15,5.0871,6.0164,,-1.1254,1.8868,10.7755,,0.3942,6715740908,10779924824,,1.30359E+11,94.9535,90.4276,,32.7392,4.451,9.4278,,1.6856,4.8839,17.9375,,0.4517
2015/12/16,0.5968,3.8567,,1.4634,2.0012,10.4122,,0.4526,6755821590,11195679500,,1.32267E+11,95.5202,93.9152,,33.2183,4.4775,9.7914,,1.7103,4.9131,18.6293,,0.4584
2015/12/17,1.5162,1.061,,1.1218,2.0205,7.9528,,0.5097,6858249999,11314548466,,1.33751E+11,96.9684,94.9116,,33.591,4.5454,9.8953,,1.7295,4.9876,18.827,,0.4635
2015/12/18,-2.2078,-2.8871,,-0.4754,1.3933,5.1257,,0.5143,6706834090,10987881712,,1.33115E+11,94.8275,99.8829,,33.4313,4.4451,10.4136,,1.7212,4.8774,19.8131,,0.4613
2015/12/21,1.4608,-1.4595,,1.5924,1.5565,4.8118,,0.7216,6804809090,10827518033,,1.35234E+11,96.2128,98.4252,,33.9636,4.51,10.2616,,1.7486,4.9487,19.5239,,0.4686
