ÈÕÆÚ,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH,000889.SZ,002467.SZ,300578.SZ,600050.SH
2014/1/2,-0.9653,1.2513,,0.6231,0.5919,1.2989,,0.244,1736643064,3843209524,,68465006356,24.601,35.2359,,19.8861,1.9648,3.6635,,0.9146,1.0851,6.264,,0.2254
2014/1/3,-1.3645,1.6807,,-1.8576,0.4222,3.1119,,0.3001,1712946180,3907801280,,67193210572,24.2653,35.8281,,19.5167,1.9379,3.725,,0.8976,1.0703,6.3693,,0.2212
2014/1/6,-3.3597,-2.528,,-2.8391,0.4502,1.7242,,0.3385,1655396605,3809013888,,65285516897,23.4501,34.9224,,18.9626,1.8728,3.6309,,0.8721,1.0343,6.2083,,0.2149
2014/1/7,0.409,0.0499,,0.3247,0.2293,1.2803,,0.1794,1662167143,3810913645,,65497482861,23.546,34.9398,,19.0242,1.8805,3.6327,,0.8749,1.0385,6.2114,,0.2156
2014/1/8,-0.8147,3.3898,,-1.2945,0.2635,2.9765,,0.333,1648626066,3940097159,,64649619005,23.3542,36.1242,,18.7779,1.8652,3.7558,,0.8636,1.0301,6.422,,0.2129
2014/1/9,-1.848,-2.459,,-0.9836,0.2472,3.147,,0.2011,1618158644,3843209524,,64013721113,22.9226,35.2359,,18.5932,1.8307,3.6635,,0.8551,1.011,6.264,,0.2108
2014/1/10,-0.8368,-5.042,,-0.6623,0.2926,2.0765,,0.3008,1604617568,3649434254,,63589789185,22.7308,33.4593,,18.4701,1.8154,3.4788,,0.8495,1.0026,5.9482,,0.2094
2014/1/13,-0.211,0.3644,,0.3333,0.2742,1.1183,,0.1764,1601232298,3662732556,,63801755149,22.6828,33.5813,,18.5316,1.8116,3.4914,,0.8523,1.0005,5.9699,,0.2101
2014/1/14,1.6913,3.1639,,0.9967,0.3588,1.4258,,0.1929,1628314452,3778617767,,64437653041,23.0664,34.6437,,18.7163,1.8422,3.6019,,0.8608,1.0174,6.1588,,0.2122
2014/1/15,-0.2079,2.7149,,-0.3289,0.2965,2.2426,,0.2059,1624929182,3881204675,,64225687077,23.0185,35.5843,,18.6548,1.8384,3.6997,,0.858,1.0153,6.326,,0.2115
2014/1/16,0,-0.979,,-0.6601,0.4088,1.7858,,0.2463,1624929182,3843209524,,63801755149,23.0185,35.2359,,18.5316,1.8384,3.6635,,0.8523,1.0153,6.264,,0.2101
2014/1/17,-2.7083,0.692,,-0.6645,0.2918,1.461,,0.1803,1580920684,3869806129,,63377823221,22.3951,35.4798,,18.4085,1.7886,3.6888,,0.8466,0.9878,6.3074,,0.2087
2014/1/20,-0.8565,0.6382,,-0.3344,0.2478,1.9307,,0.2036,1567379607,3894502978,,63165857257,22.2032,35.7062,,18.3469,1.7733,3.7124,,0.8438,0.9793,6.3476,,0.208
2014/1/21,0.8639,4.2439,,1.0067,0.2926,4.6296,,0.1863,1580920684,4059781884,,63801755149,22.3951,37.2216,,18.5316,1.7886,3.8699,,0.8523,0.9878,6.617,,0.2101
2014/1/22,3.212,2.3865,,1.3289,0.6632,5.3269,,0.35,1631699721,4156669519,,64649619005,23.1144,38.1099,,18.7779,1.846,3.9623,,0.8636,1.0195,6.7749,,0.2129
2014/1/23,0,1.7367,,-0.9836,0.461,4.9144,,0.2646,1631699721,4228860306,,64013721113,23.1144,38.7717,,18.5932,1.846,4.0311,,0.8551,1.0195,6.8926,,0.2108
2014/1/24,0.4149,1.2579,,0.3311,0.4774,4.7354,,0.3644,1638470259,4282053518,,64225687077,23.2103,39.2594,,18.6548,1.8537,4.0818,,0.858,1.0237,6.9793,,0.2115
2014/1/27,-0.4132,-1.0648,,-1.3201,0.3156,4.4944,,0.2945,1631699721,4236459337,,63377823221,23.1144,38.8414,,18.4085,1.846,4.0383,,0.8466,1.0195,6.905,,0.2087
2014/1/28,0,-2.4664,,1.3378,0.3575,3.6665,,0.2842,1631699721,4131972671,,64225687077,23.1144,37.8834,,18.6548,1.846,3.9387,,0.858,1.0195,6.7347,,0.2115
2014/1/29,0.4149,6.9885,,0.33,0.2066,5.6655,,0.201,1638470259,4420735819,,64437653041,23.2103,40.5309,,18.7163,1.8537,4.214,,0.8608,1.0237,7.2053,,0.2122
2014/1/30,3.5124,-0.6446,,-1.3158,1.0605,5.4842,,0.2189,1696019834,4392239456,,63589789185,24.0255,40.2696,,18.4701,1.9188,4.1868,,0.8495,1.0597,7.1589,,0.2094
2014/2/7,-0.998,5.2336,,1,0.5517,5.0713,,0.1798,1679093488,4622110119,,64225687077,23.7858,42.3772,,18.6548,1.8996,4.4059,,0.858,1.0491,7.5336,,0.2115
2014/2/10,1.6129,0.9042,,0.9901,0.8724,6.5528,,0.4631,1706175642,4663904785,,64861584969,24.1694,42.7604,,18.8395,1.9303,4.4458,,0.8665,1.066,7.6017,,0.2136
2014/2/11,0.1984,-0.3259,,0.6536,0.7799,4.9666,,0.5338,1709560911,4648706725,,65285516897,24.2174,42.621,,18.9626,1.9341,4.4313,,0.8721,1.0681,7.5769,,0.2149
2014/2/12,0.7921,-0.0409,,0.3247,0.7944,3.8938,,0.4486,1723101987,4748820895,,65497482861,24.4092,42.6036,,19.0242,1.9494,4.4295,,0.8749,1.0766,7.5738,,0.2156
2014/2/13,-0.9823,-0.6541,,-0.6472,0.7623,4.9946,,0.3238,1706175642,4717757471,,65073550933,24.1694,42.5484,,18.901,1.9303,4.4237,,0.8693,1.066,7.564,,0.2142
2014/2/14,1.9841,2.6749,,0.3257,0.8939,4.5082,,0.3163,1740028333,4843952630,,65285516897,24.649,43.6865,,18.9626,1.9686,4.5421,,0.8721,1.0872,7.7663,,0.2149
2014/2/17,0.3891,2.5251,,2.2727,1.0279,5.3041,,0.658,1746798871,4966264861,,66769278644,24.7449,44.7896,,19.3936,1.9762,4.6568,,0.8919,1.0914,7.9624,,0.2198
2014/2/18,0.1938,-3.4793,,-2.2222,0.9831,4.5239,,0.4666,1750184140,4793474567,,65285516897,24.7928,43.2312,,18.9626,1.9801,4.4947,,0.8721,1.0935,7.6854,,0.2149
2014/2/19,0,-2.1061,,1.2987,0.8232,4.3853,,0.3627,1750184140,4692518440,,66133380752,24.7928,42.3207,,19.2089,1.9801,4.4001,,0.8834,1.0935,7.5235,,0.2177
2014/2/20,-1.7408,5.1717,,0.641,0.6509,6.5351,,0.6288,1719716718,4935201437,,66557312680,24.3612,44.5095,,19.332,1.9456,4.6276,,0.8891,1.0745,7.9126,,0.2191
2014/2/21,-0.3937,-2.8324,,0,0.6218,3.7909,,0.3938,1712946180,4795416031,,66557312680,24.2653,43.2488,,19.332,1.9379,4.4966,,0.8891,1.0703,7.6885,,0.2191
2014/2/24,-0.9881,2.4291,,-2.2293,0.5072,3.1447,,0.5092,1696019834,4911903869,,65073550933,24.0255,44.2993,,18.901,1.9188,4.6058,,0.8693,1.0597,7.8753,,0.2142
2014/2/25,-4.3912,-6.166,,-1.9544,0.5831,5.9394,,0.4299,1621543913,4609035489,,63801755149,22.9705,41.5678,,18.5316,1.8345,4.3218,,0.8523,1.0131,7.3897,,0.2101
2014/2/26,0.4175,-1.011,,0.6645,0.4214,3.0168,,0.244,1628314452,4562440353,,64225687077,23.0664,41.1476,,18.6548,1.8422,4.2781,,0.858,1.0174,7.315,,0.2115
2014/2/27,-1.4553,-4.1277,,1.6502,0.4465,3.4582,,0.5044,1604617568,4374118347,,65285516897,22.7308,39.4492,,18.9626,1.8154,4.1015,,0.8721,1.0026,7.013,,0.2149
2014/2/28,1.2658,2.308,,-0.6494,0.401,2.1679,,0.445,1624929182,4475074474,,64861584969,23.0185,40.3597,,18.8395,1.8384,4.1962,,0.8665,1.0153,7.1749,,0.2136
2014/3/3,0,3.6009,,6.5359,,2.4896,,2.357,1624929182,4636215984,,69100904248,23.0185,41.813,,20.0708,1.8384,4.3473,,0.9231,1.0153,7.4333,,0.2275
2014/3/4,0,-0.7956,,0.6135,,2.0346,,1.0028,1624929182,4599328169,,69524836176,23.0185,41.4803,,20.194,1.8384,4.3127,,0.9287,1.0153,7.3741,,0.2289
2014/3/5,0,2.4905,,-1.5244,,2.998,,0.4734,1624929182,4713874543,,68465006356,23.0185,42.5134,,19.8861,1.8384,4.4201,,0.9146,1.0153,7.5578,,0.2254
2014/3/6,0,-1.2768,,0,,2.4321,,0.5853,1624929182,4653689160,,68465006356,23.0185,41.9706,,19.8861,1.8384,4.3637,,0.9146,1.0153,7.4613,,0.2254
2014/3/7,0,-3.4209,,0.6192,,3.1402,,0.6037,1624929182,4494489114,,68888938284,23.0185,40.5348,,20.0093,1.8384,4.2144,,0.9202,1.0153,7.206,,0.2268
2014/3/10,0,-6.7387,,-2.4615,,2.9264,,0.5478,1624929182,4191620733,,67193210572,23.0185,37.8033,,19.5167,1.8384,3.9304,,0.8976,1.0153,6.7204,,0.2212
2014/3/11,0,-0.7874,,-0.6309,,1.4935,,0.3948,1624929182,4158615845,,66769278644,23.0185,37.5056,,19.3936,1.8384,3.8994,,0.8919,1.0153,6.6675,,0.2198
2014/3/12,0,-0.1401,,-2.2222,,2.0842,,0.4837,1624929182,4152791453,,65285516897,23.0185,37.4531,,18.9626,1.8384,3.894,,0.8721,1.0153,6.6582,,0.2149
2014/3/13,0,1.6363,,0,,1.4076,,0.5123,1624929182,4220742693,,65285516897,23.0185,38.0659,,18.9626,1.8384,3.9577,,0.8721,1.0153,6.7671,,0.2149
2014/3/14,0,-0.874,,0,,1.0156,,0.2902,1624929182,4183854877,,65285516897,23.0185,37.7332,,18.9626,1.8384,3.9231,,0.8721,1.0153,6.708,,0.2149
2014/3/17,0,2.5522,,0.3247,,1.6509,,0.3553,1624929182,4290635396,,65497482861,23.0185,38.6963,,19.0242,1.8384,4.0232,,0.8749,1.0153,6.8792,,0.2156
2014/3/18,0,0.6335,,-0.9709,,2.1429,,0.331,1624929182,4317815892,,64861584969,23.0185,38.9414,,18.8395,1.8384,4.0487,,0.8665,1.0153,6.9228,,0.2136
2014/3/19,0,0.4946,,0.3268,,1.1078,,0.3194,1624929182,4339171995,,65073550933,23.0185,39.134,,18.901,1.8384,4.0688,,0.8693,1.0153,6.957,,0.2142
2014/3/20,0,0.179,,-1.6287,,3.0485,,0.3996,1624929182,4346937851,,64013721113,23.0185,39.204,,18.5932,1.8384,4.076,,0.8551,1.0153,6.9695,,0.2108
2014/3/21,0,-1.3845,,2.3179,,2.4905,,0.4994,1624929182,4286752468,,65497482861,23.0185,38.6612,,19.0242,1.8384,4.0196,,0.8749,1.0153,6.873,,0.2156
2014/3/24,0,0.1359,,0.9709,,1.6914,,0.6959,1624929182,4292576860,,66133380752,23.0185,38.7138,,19.2089,1.8384,4.0251,,0.8834,1.0153,6.8823,,0.2177
2014/3/25,0,-0.0452,,-0.3205,,1.312,,0.3196,1624929182,4290635396,,65921414788,23.0185,38.6963,,19.1473,1.8384,4.0232,,0.8806,1.0153,6.8792,,0.217
2014/3/26,0,0.7692,,-0.6431,,1.0708,,0.2024,1624929182,4323640283,,65497482861,23.0185,38.9939,,19.0242,1.8384,4.0542,,0.8749,1.0153,6.9321,,0.2156
2014/3/27,0,-4.3556,,-0.9709,,1.9626,,0.3209,1624929182,4135318277,,64861584969,23.0185,37.2955,,18.8395,1.8384,3.8776,,0.8665,1.0153,6.6302,,0.2136
2014/3/28,0,-6.5728,,0.9804,,2.5661,,0.3522,1624929182,3863513320,,65497482861,23.0185,34.8441,,19.0242,1.8384,3.6227,,0.8749,1.0153,6.1944,,0.2156
2014/3/31,0,0.402,,-0.9709,,0.9036,,0.2416,1624929182,3879045032,,64861584969,23.0185,34.9842,,18.8395,1.8384,3.6373,,0.8665,1.0153,6.2193,,0.2136
2014/4/1,0,1.952,,0,,1.2214,,0.2316,1624929182,3954762127,,64861584969,23.0185,35.6671,,18.8395,1.8384,3.7083,,0.8665,1.0153,6.3407,,0.2136
2014/4/2,0,-0.54,,0.9804,,1.0065,,0.34,1624929182,3933406023,,65497482861,23.0185,35.4745,,19.0242,1.8384,3.6883,,0.8749,1.0153,6.3064,,0.2156
2014/4/3,0,-0.2962,,-0.6472,,0.7942,,0.3442,1624929182,3921757240,,65073550933,23.0185,35.3694,,18.901,1.8384,3.6773,,0.8693,1.0153,6.2878,,0.2142
2014/4/4,0,-0.495,,0,,1.0527,,0.2754,1624929182,3902342600,,65073550933,23.0185,35.1943,,18.901,1.8384,3.6591,,0.8693,1.0153,6.2566,,0.2142
2014/4/8,0,-0.4975,,1.6287,,1.4887,,0.7456,1624929182,3882927960,,66133380752,23.0185,35.0192,,19.2089,1.8384,3.6409,,0.8834,1.0153,6.2255,,0.2177
2014/4/9,0,2.45,,0.3205,,1.5943,,0.3224,1624929182,3978059695,,66345346716,23.0185,35.8772,,19.2705,1.8384,3.7301,,0.8863,1.0153,6.378,,0.2184
2014/4/10,0,1.2201,,1.278,,1.5564,,0.7564,1624929182,4026596295,,67193210572,23.0185,36.3149,,19.5167,1.8384,3.7757,,0.8976,1.0153,6.4559,,0.2212
2014/4/11,0,-1.35,,-0.3155,,0.8377,,0.5285,1624929182,3972235303,,66981244608,23.0185,35.8247,,19.4552,1.8384,3.7247,,0.8948,1.0153,6.3687,,0.2205
2014/4/14,0,0.4888,,-0.6329,,0.8593,,0.2599,1624929182,3991649943,,66557312680,23.0185,35.9998,,19.332,1.8384,3.7429,,0.8891,1.0153,6.3998,,0.2191
2014/4/15,0,-1.8969,,-1.2739,,1.158,,0.3394,1624929182,3915932848,,65709448825,23.0185,35.3169,,19.0858,1.8384,3.6719,,0.8778,1.0153,6.2784,,0.2163
2014/4/16,0,0.1487,,0.6452,,0.8109,,0.2224,1624929182,3921757240,,66133380752,23.0185,35.3694,,19.2089,1.8384,3.6773,,0.8834,1.0153,6.2878,,0.2177
2014/4/17,0,-0.396,,0,,1.0577,,0.2114,1624929182,3906225528,,66133380752,23.0185,35.2294,,19.2089,1.8384,3.6628,,0.8834,1.0153,6.2629,,0.2177
2014/4/18,0,1.1431,,0.641,,0.9171,,0.4445,1624929182,3950879199,,66557312680,23.0185,35.6321,,19.332,1.8384,3.7047,,0.8891,1.0153,6.3345,,0.2191
2014/4/21,0,-1.6216,,-1.9108,,1.0549,,0.3025,1624929182,3886810888,,65285516897,23.0185,35.0543,,18.9626,1.8384,3.6446,,0.8721,1.0153,6.2317,,0.2149
2014/4/22,0,-0.4496,,2.5974,,1.1807,,0.9358,1624929182,3869337712,,66981244608,23.0185,34.8967,,19.4552,1.8384,3.6282,,0.8948,1.0153,6.2037,,0.2205
2014/4/23,0,-1.3547,,-1.8987,,0.66,,0.5343,1624929182,3816918185,,65709448825,23.0185,34.4239,,19.0858,1.8384,3.579,,0.8778,1.0153,6.1197,,0.2163
2014/4/24,0,0.9156,,-0.3226,,0.6062,,0.2385,1624929182,3851864536,,65497482861,23.0185,34.7391,,19.0242,1.8384,3.6118,,0.8749,1.0153,6.1757,,0.2156
2014/4/25,0,-1.7137,,-0.9709,,0.8332,,0.3464,1624929182,3785854761,,64861584969,23.0185,34.1438,,18.8395,1.8384,3.5499,,0.8665,1.0153,6.0699,,0.2136
2014/4/28,0,7.0256,,-0.6536,,4.9492,,0.4438,1624929182,4051835326,,64437653041,23.0185,36.5426,,18.7163,1.8384,3.7993,,0.8608,1.0153,6.4963,,0.2122
2014/4/29,0,1.6291,,0.9868,,3.2322,,0.2518,1624929182,4117845102,,65073550933,23.0185,37.1379,,18.901,1.8384,3.8612,,0.8693,1.0153,6.6022,,0.2142
2014/4/30,0,-1.1315,,3.5831,,2.0357,,1.2017,1624929182,4071249966,,67405176536,23.0185,36.7177,,19.5783,1.8384,3.8175,,0.9004,1.0153,6.5275,,0.2219
2014/5/5,0,0.5246,,-1.8868,,1.533,,0.5965,1624929182,4092606070,,66133380752,23.0185,36.9103,,19.2089,1.8384,3.8376,,0.8834,1.0153,6.5617,,0.2177
2014/5/6,0,1.8501,,0.9615,,2.3956,,0.5696,1624929182,4168323165,,66769278644,23.0185,37.5932,,19.3936,1.8384,3.9085,,0.8919,1.0153,6.6831,,0.2198
2014/5/7,0,-3.3535,,0.3175,,1.7788,,0.3344,1624929182,4028537759,,66981244608,23.0185,36.3325,,19.4552,1.8384,3.7775,,0.8948,1.0153,6.459,,0.2205
2014/5/8,0,-0.7229,,1.8987,,1.1113,,0.7899,1624929182,3999415799,,68253040392,23.0185,36.0698,,19.8246,1.8384,3.7502,,0.9118,1.0153,6.4123,,0.2247
2014/5/9,0,-2.8641,,0.3106,,1.361,,0.8955,1611388106,3884869424,,68465006356,22.8267,35.0367,,19.8861,1.823,3.6428,,0.9146,1.0068,6.2286,,0.2254
2014/5/12,0,2.3488,,0.6192,,1.3633,,0.657,1611388106,3976118231,,68888938284,22.8267,35.8597,,20.0093,1.823,3.7283,,0.9202,1.0068,6.3749,,0.2268
2014/5/13,0,1.4648,,3.3846,,1.8172,,1.6974,1611388106,4034362150,,71220563887,22.8267,36.385,,20.6865,1.823,3.7829,,0.9514,1.0068,6.4683,,0.2345
2014/5/14,0,4.1867,,-1.1905,,4.3898,,0.4687,1611388106,4203269517,,70372700031,22.8267,37.9083,,20.4402,1.823,3.9413,,0.9401,1.0068,6.7391,,0.2317
2014/5/15,0,-2.679,,-2.4096,,1.9906,,0.6513,1611388106,4090664606,,68676972320,22.8267,36.8928,,19.9477,1.823,3.8357,,0.9174,1.0068,6.5586,,0.2261
2014/5/16,0,1.7086,,0,,1.6792,,0.2924,1611388106,4160557309,,68676972320,22.8267,37.5231,,19.9477,1.823,3.9013,,0.9174,1.0068,6.6706,,0.2261
2014/5/19,0,1.7732,,-0.9259,,3.5975,,0.2595,1611388106,4234332940,,68041074428,22.8267,38.1885,,19.763,1.823,3.9704,,0.9089,1.0068,6.7889,,0.224
2014/5/20,0,-0.0917,,-0.6231,,2.2427,,0.591,1611388106,4230450012,,67617142500,22.8267,38.1535,,19.6399,1.823,3.9668,,0.9033,1.0068,6.7827,,0.2226
2014/5/21,0,-0.3212,,0.3135,,1.6183,,0.1938,1611388106,4216859765,,67829108464,22.8267,38.0246,,19.7014,1.823,3.9534,,0.9061,1.0068,6.7598,,0.2233
2014/5/22,0,0.1381,,0.3125,,1.8224,,0.3414,1611388106,4222684157,,68041074428,22.8267,38.0771,,19.763,1.823,3.9589,,0.9089,1.0068,6.7691,,0.224
2014/5/23,0,3.7241,,0.3115,,3.8599,,0.2674,1611388106,4379942739,,68253040392,22.8267,39.4952,,19.8246,1.823,4.1063,,0.9118,1.0068,7.0212,,0.2247
2014/5/26,0,1.906,,-0.6211,,4.3862,,0.2825,1611388106,4463425690,,67829108464,22.8267,40.2479,,19.7014,1.823,4.1846,,0.9061,1.0068,7.155,,0.2233
2014/5/27,0,0.2175,,0.3175,,2.7182,,0.182,1611388106,4473133010,,66981244608,22.8267,40.3355,,19.4552,1.823,4.1937,,0.8948,1.0068,7.1706,,0.2205
2014/5/28,0,4.2969,,1.2658,,4.5405,,0.2522,1611388106,4665337944,,67829108464,22.8267,42.0686,,19.7014,1.823,4.3739,,0.9061,1.0068,7.4787,,0.2233
2014/5/29,0,-3.0379,,-0.625,,3.9424,,0.1496,1611388106,4523611073,,67405176536,22.8267,40.7906,,19.5783,1.823,4.241,,0.9004,1.0068,7.2515,,0.2219
2014/5/30,0,0.6113,,1.2579,,4.5572,,0.3053,1611388106,4473502042,,68253040392,22.8267,40.3388,,19.8246,1.823,4.194,,0.9118,1.0068,7.1712,,0.2247
2014/6/3,0,-3.0382,,-1.8634,,3.0101,,0.2626,1611388106,4337588351,,66981244608,22.8267,39.1132,,19.4552,1.823,4.0666,,0.8948,1.0068,6.9533,,0.2205
2014/6/4,0,-2.0591,,-0.3165,,3.1936,,0.1757,1611388106,4248273640,,66769278644,22.8267,38.3079,,19.3936,1.823,3.9829,,0.8919,1.0068,6.8101,,0.2198
2014/6/5,0,2.2852,,0.9524,,2.4166,,0.2279,1611388106,4345354848,,67405176536,22.8267,39.1833,,19.5783,1.823,4.0739,,0.9004,1.0068,6.9658,,0.2219
2014/6/6,0,-2.3235,,-0.6289,,1.9748,,0.1337,1611388106,4244390392,,66981244608,22.8267,38.2728,,19.4552,1.823,3.9792,,0.8948,1.0068,6.8039,,0.2205
2014/6/9,0,-1.2809,,-0.3165,,1.7451,,0.2032,1611388106,4190024916,,66769278644,22.8267,37.7826,,19.3936,1.823,3.9282,,0.8919,1.0068,6.7168,,0.2198
2014/6/10,0,2.873,,0.6349,,2.2401,,0.3541,1611388106,4310405613,,67193210572,22.8267,38.8681,,19.5167,1.823,4.0411,,0.8976,1.0068,6.9097,,0.2212
2014/6/11,0,3.964,,-0.3155,,4.7741,,0.1657,1611388106,4481268538,,66981244608,22.8267,40.4088,,19.4552,1.823,4.2013,,0.8948,1.0068,7.1836,,0.2205
2014/6/12,0,-1.4731,,-0.6329,,2.4099,,0.1578,1611388106,4415253317,,66557312680,22.8267,39.8136,,19.332,1.823,4.1394,,0.8891,1.0068,7.0778,,0.2191
2014/6/13,0,1.4952,,0.3185,,3.2576,,0.2516,1611388106,4481268538,,66769278644,22.8267,40.4088,,19.3936,1.823,4.2013,,0.8919,1.0068,7.1836,,0.2198
2014/6/16,0,0.6932,,1.5873,,3.0685,,0.3838,1611388106,4512334525,,67829108464,22.8267,40.689,,19.7014,1.823,4.2304,,0.9061,1.0068,7.2334,,0.2233
2014/6/17,0,-2.3236,,-1.25,,2.1377,,0.2381,1611388106,4407486821,,66981244608,22.8267,39.7435,,19.4552,1.823,4.1321,,0.8948,1.0068,7.0654,,0.2205
2014/6/18,0,-0.4405,,-0.3165,,2.1086,,0.2354,1611388106,4388070579,,66769278644,22.8267,39.5684,,19.3936,1.823,4.1139,,0.8919,1.0068,7.0342,,0.2198
2014/6/19,0,-5.4867,,0.3175,,2.4895,,0.5613,1611388106,4147309184,,66981244608,22.8267,37.3974,,19.4552,1.823,3.8882,,0.8948,1.0068,6.6483,,0.2205
2014/6/20,0,1.3109,,0.6329,,1.446,,0.3951,1611388106,4201674661,,67405176536,22.8267,37.8877,,19.5783,1.823,3.9392,,0.9004,1.0068,6.7354,,0.2219
2014/6/23,0,2.403,,-0.6289,,1.5961,,0.2783,1611388106,4302639116,,66981244608,22.8267,38.7981,,19.4552,1.823,4.0338,,0.8948,1.0068,6.8973,,0.2205
2014/6/24,0,0.6318,,1.8987,,1.3959,,0.4842,1611388106,4329821855,,68253040392,22.8267,39.0432,,19.8246,1.823,4.0593,,0.9118,1.0068,6.9409,,0.2247
2014/6/25,0,-2.2422,,0.6211,,1.5834,,0.468,1611388106,4232740647,,68676972320,22.8267,38.1678,,19.9477,1.823,3.9683,,0.9174,1.0068,6.7852,,0.2261
2014/6/26,0,3.578,,1.2346,,2.3629,,0.546,1611388106,4384187331,,69524836176,22.8267,39.5334,,20.194,1.823,4.1103,,0.9287,1.0068,7.028,,0.2289
2014/6/27,0,-0.62,,0.6098,,2.1468,,0.4443,1611388106,4357004593,,69948768104,22.8267,39.2883,,20.3171,1.823,4.0848,,0.9344,1.0068,6.9844,,0.2303
2014/6/30,0,2.7629,,-2.1212,,3.1713,,0.5297,1611388106,4530422552,,68465006356,22.8267,40.3738,,19.8861,1.823,4.1977,,0.9146,1.0068,7.1774,,0.2254
2014/7/1,0,-0.7806,,1.2384,,2.4078,,0.2529,1611388106,4495059323,,69312870212,22.8267,40.0587,,20.1324,1.823,4.1649,,0.9259,1.0068,7.1214,,0.2282
2014/7/2,0,-0.7867,,0.6116,,2.4516,,0.4244,1611388106,4459696094,,69736802140,22.8267,39.7435,,20.2555,1.823,4.1321,,0.9316,1.0068,7.0654,,0.2296
2014/7/3,0,6.3436,,1.2158,,6.5611,,0.3851,1611388106,4742601926,,70584665995,22.8267,42.2647,,20.5018,1.823,4.3942,,0.9429,1.0068,7.5136,,0.2324
2014/7/4,0,-1.0771,,-0.6006,,3.54,,0.223,1611388106,4691521706,,70160734067,22.8267,41.8095,,20.3787,1.823,4.3469,,0.9372,1.0068,7.4326,,0.231
2014/7/7,0,2.5126,,-0.3021,,4.6498,,0.2139,1611388106,4809399136,,69948768104,22.8267,42.86,,20.3171,1.823,4.4561,,0.9344,1.0068,7.6194,,0.2303
2014/7/8,0,-0.3268,,0.303,,2.8142,,0.1792,1611388106,4793682145,,70160734067,22.8267,42.7199,,20.3787,1.823,4.4416,,0.9372,1.0068,7.5945,,0.231
2014/7/9,0,-3.9344,,-1.5106,,4.1654,,0.1977,1611388106,4605078258,,69100904248,22.8267,41.0391,,20.0708,1.823,4.2668,,0.9231,1.0068,7.2957,,0.2275
2014/7/10,0,-0.6826,,3.0675,,2.0674,,0.7467,1611388106,4573644276,,71220563887,22.8267,40.759,,20.6865,1.823,4.2377,,0.9514,1.0068,7.2459,,0.2345
2014/7/11,0,1.6323,,1.1905,,1.6014,,0.521,1611388106,4648299982,,72068427743,22.8267,41.4243,,20.9328,1.823,4.3069,,0.9627,1.0068,7.3642,,0.2373
2014/7/14,0,0.6762,,0.8824,,1.6611,,0.4293,1611388106,4679733963,,72704325635,22.8267,41.7044,,21.1175,1.823,4.336,,0.9712,1.0068,7.414,,0.2394
2014/7/15,0,-2.0151,,-2.0408,,1.9917,,0.6003,1611388106,4585432019,,71220563887,22.8267,40.864,,20.6865,1.823,4.2486,,0.9514,1.0068,7.2646,,0.2345
2014/7/16,0,-2.3993,,0.2976,,1.6949,,0.344,1611388106,4475413085,,71432529851,22.8267,39.8836,,20.7481,1.823,4.1467,,0.9542,1.0068,7.0903,,0.2352
2014/7/17,0,0.0878,,-0.8902,,1.0203,,0.2008,1611388106,4479342332,,70796631959,22.8267,39.9186,,20.5634,1.823,4.1503,,0.9457,1.0068,7.0965,,0.2331
2014/7/18,0,-0.5263,,0.5988,,1.1594,,0.2233,1611388106,4455766846,,71220563887,22.8267,39.7085,,20.6865,1.823,4.1285,,0.9514,1.0068,7.0591,,0.2345
2014/7/21,0,-1.8519,,-0.2976,,1.3389,,0.164,1611388106,4373252646,,71008597923,22.8267,38.9732,,20.6249,1.823,4.052,,0.9486,1.0068,6.9284,,0.2338
2014/7/22,0,1.4376,,-0.2985,,1.2158,,0.4432,1611388106,4436120608,,70796631959,22.8267,39.5334,,20.5634,1.823,4.1103,,0.9457,1.0068,7.028,,0.2331
2014/7/23,0,-2.0372,,-0.5988,,1.4642,,0.3753,1611388106,4345747912,,70372700031,22.8267,38.728,,20.4402,1.823,4.0265,,0.9401,1.0068,6.8848,,0.2317
2014/7/24,0,-1.085,,1.8072,,1.355,,0.463,1611388106,4298596940,,71644495815,22.8267,38.3079,,20.8096,1.823,3.9829,,0.9571,1.0068,6.8101,,0.2359
2014/7/25,10.084,1.1883,,3.2544,0.0534,1.161,,0.8175,1773881024,4349677160,,73976121419,25.1285,38.7631,,21.4869,2.0069,4.0302,,0.9882,1.1083,6.8911,,0.2436
2014/7/28,9.9237,2.3487,,0.8596,0.1313,1.8132,,0.7336,1949915019,4451837599,,74612019310,27.6222,39.6735,,21.6716,2.206,4.1248,,0.9967,1.2183,7.0529,,0.2457
2014/7/29,10.0694,0.8826,,-0.2841,0.8231,2.2181,,0.5728,2146260628,4491130075,,74400053346,30.4036,40.0237,,21.61,2.4282,4.1612,,0.9939,1.341,7.1152,,0.245
2014/7/30,9.9369,-0.0875,,0.8547,5.1449,1.4775,,0.6764,2359532584,4487200828,,75035951238,33.4248,39.9886,,21.7947,2.6695,4.1576,,1.0024,1.4742,7.1089,,0.2471
