ÈÕÆÚ,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH
2015/1/20,4.4649,4.8687,4.162,5.0325,5.4445,9.0288,7.1951,7.6532,4.4157,8.4913,3.2318,11.8797,7.7847,9.3688,5.07,5.7076,3.57,10.1104,5.22,2.51,6.1674,8.4454,6.69,6.0825,10.1476,,5.9738,8.0039,4.0775,7.7525,14.6822,7.3629,5.7657,5.4373,7.506,6.1041,6.1797,,1.2195
2015/1/21,4.5897,5.0273,4.2875,5.1583,5.6375,9.0288,7.4602,7.9681,4.5634,8.7932,3.3153,12.5694,8.071,9.7158,5.22,5.8426,3.65,10.4222,5.39,2.51,6.3433,8.6286,6.89,6.2696,10.449,,6.2596,8.293,4.1996,7.8586,15.3049,7.5872,5.9096,5.6265,7.784,6.3452,6.4986,,1.2338
2015/1/22,4.6359,5.0868,4.345,5.2571,5.7446,9.0288,7.5548,8.0555,4.6208,8.9214,3.3836,13.0232,8.191,9.8004,5.3,5.9487,3.68,10.5167,5.44,2.51,6.4215,8.8021,7.03,6.2995,10.6704,,6.3886,8.3628,4.2665,8.1666,15.3349,7.8301,6.0445,5.7261,7.8481,6.4127,6.5285,,1.2347
2015/1/23,4.5897,5.0273,4.2875,5.2931,5.666,9.0288,7.5359,8.0118,4.547,8.8207,3.4215,12.8871,8.1541,9.6396,5.26,5.9294,3.64,10.3466,5.39,2.51,6.4215,8.6672,6.95,6.2845,10.6335,,6.3149,8.3229,4.231,7.8889,15.1248,7.8207,5.9366,5.7261,7.7626,6.3645,6.389,,1.2254
2015/1/26,4.6498,5.1166,4.3189,5.347,5.7589,9.0288,7.6211,8.1342,4.6373,8.9214,3.4367,13.0232,8.228,9.7412,5.34,6.0354,3.68,10.6017,5.46,2.51,6.4997,8.8407,7,6.4342,10.5474,,6.3518,8.3927,4.3452,7.9091,15.2074,7.8862,5.9366,5.8058,7.8695,6.432,6.698,,1.1917
2015/1/27,4.6452,5.1364,4.23,5.338,5.7303,9.0288,7.5643,8.038,4.6619,8.9031,3.4139,12.8871,8.1079,9.8174,5.32,6.0162,3.67,10.5356,5.43,2.51,6.5095,8.8504,7,6.4117,10.6089,,6.2965,8.2531,4.3412,7.7727,14.8472,7.7647,5.8286,5.7759,7.7982,6.3356,6.6083,,1.1883
2015/1/28,4.5851,5.1364,4.2457,5.2302,5.616,9.0288,7.4602,7.9243,4.6619,8.7749,3.4746,12.3426,7.9417,9.6227,5.28,6.0258,3.69,10.46,5.32,2.51,6.4606,8.8696,6.92,6.2696,10.5658,,6.1213,8.1235,4.3137,7.7424,14.6072,7.6712,5.4598,5.6464,7.6485,6.2006,6.5684,,1.1832
2015/1/29,4.5897,5.1166,4.3503,5.2212,5.616,9.0288,7.498,8.3004,4.6865,8.7841,3.3912,12.2246,8.191,9.6058,5.28,5.9583,3.64,10.4789,5.32,2.51,6.4704,8.8407,6.93,6.1873,10.4121,,6.1305,8.1435,4.2822,7.7323,14.5246,7.6526,5.5228,5.6464,7.6628,6.2584,6.399,,1.1866
2015/1/30,4.5111,5.0472,4.1411,5.1583,5.4803,9.0288,7.356,8.4491,4.5798,8.6194,3.3229,12.1066,8.0433,9.3773,5.13,5.8426,3.53,10.3844,5.22,2.51,6.3531,8.966,6.83,6.0377,10.3014,,6.0015,8.0538,4.2547,7.5757,14.2921,7.5031,5.4149,5.507,7.4917,6.1041,6.1398,,1.1908
2015/2/2,4.4094,4.948,4.0679,5.0325,5.4374,9.0288,7.1761,8.073,4.4485,8.5004,3.2698,11.9977,8.0156,9.428,5.07,5.7462,3.46,10.0442,4.92,2.51,6.2749,9.0528,6.66,5.9179,10.3506,,5.9093,7.8843,4.1917,7.4798,13.9019,7.2321,5.2979,5.3776,7.2921,5.892,6.0601,,1.19
2015/2/3,4.4926,5.0372,4.1359,5.1133,5.5589,9.0288,7.3466,8.3616,4.5388,8.7109,3.3001,12.4787,8.2649,9.6904,5.17,5.833,3.52,10.2237,4.99,2.51,6.3629,9.0625,6.73,6.0526,10.4305,,6.1305,8.0637,4.2783,7.5757,14.3521,7.3629,5.3159,5.4971,7.4632,6.0366,6.1697,,1.1841
2015/2/4,4.5157,4.9877,4.0731,5.1673,5.5303,9.0288,7.2992,9.2013,4.547,8.7292,3.3001,12.4787,8.1356,9.6142,5.34,5.8137,3.49,10.2426,4.95,2.51,6.4118,9.0335,6.7,6.0451,10.4367,,6.0752,8.0338,4.2547,7.5151,14.232,7.3816,5.3159,5.5269,7.4775,6.0463,6.0501,,1.1781
2015/2/5,4.4372,4.948,4.0313,5.0415,5.4302,9.0288,7.1193,9.2275,4.4567,8.5462,3.2925,11.9614,7.8586,9.3011,5.18,5.804,3.42,10.0348,4.82,2.51,6.2554,8.7443,6.58,5.888,10.2706,,5.9369,7.8245,4.172,7.3788,13.9244,7.1947,5.181,5.3776,7.3064,5.863,6.09,,1.1798
2015/2/6,4.2939,4.8488,3.9215,4.7808,5.223,9.0288,6.8259,8.7115,4.3746,8.2351,3.1939,11.4441,7.4523,8.7679,5.04,5.6691,3.3,9.7418,4.66,2.51,6.1088,8.5129,6.35,5.6037,10.1722,,5.7894,7.4956,4.0539,7.1565,13.4443,6.9424,4.9921,5.2381,7.0498,5.6991,6.1398,,1.1908
2015/2/9,4.3216,4.829,3.9163,4.8348,5.2588,9.0288,6.8164,8.764,4.3582,8.2717,3.1939,11.2354,7.4984,8.6664,5.02,5.6594,3.34,9.7607,4.7,2.51,6.1674,8.5226,6.34,5.5888,10.0246,,5.7802,7.4756,4.1051,7.1262,13.3768,6.9611,5.0821,5.278,7.0284,5.6991,6.2793,,1.1942
2015/2/10,4.3586,4.8687,3.9372,4.9156,5.3159,9.0288,6.9205,8.9826,4.391,8.3174,3.2015,11.4169,7.6277,8.9033,5.03,5.6787,3.39,9.808,4.77,2.51,6.1674,8.5708,6.42,5.6561,10.0246,,5.8447,7.5654,4.1445,7.1212,13.6619,7.0732,5.127,5.3377,7.1211,5.8148,6.2295,,1.1883
2015/2/11,4.3771,4.9083,3.9999,5.0684,5.3016,9.0288,6.9395,8.8689,4.391,8.3266,3.2318,11.5076,7.5631,8.8949,5.03,5.6884,3.4,9.8269,4.78,2.51,6.1576,8.5708,6.44,5.6785,10.5597,,5.8539,7.5454,4.1445,7.197,13.7144,7.4003,5.127,5.3278,7.1496,5.8148,6.1996,,1.1849
2015/2/12,4.3401,4.9678,4.0156,5.0145,5.3159,9.0288,6.9205,8.7902,4.4157,8.4364,3.2242,11.4259,7.5723,8.7425,5.06,5.7366,3.41,9.8741,4.78,2.51,6.2065,8.6575,6.43,5.7758,10.5228,,5.8263,7.5255,4.1208,7.2172,13.7219,7.2788,5.154,5.3477,7.1567,5.8727,6.1298,,1.1646
2015/2/13,4.4233,5.0273,4.1934,5.0774,5.3731,9.0288,6.9963,8.9039,4.4977,8.5187,3.3836,11.5712,7.6647,8.9287,5.23,5.8233,3.46,9.997,4.86,2.51,6.3824,8.7732,6.59,5.7908,10.5966,,5.9369,7.7348,4.2114,7.303,13.8269,7.3068,5.3249,5.3875,7.2565,5.9209,6.2494,,1.1596
2015/2/16,4.451,5.1067,4.2509,5.0954,5.4731,9.0288,7.0909,8.9302,4.5224,8.5736,3.725,11.5802,7.6924,9.0218,5.28,5.8523,3.47,10.1576,4.89,2.51,6.4313,8.9275,6.66,5.8731,10.6642,,6.0383,7.7846,4.2743,7.3434,13.8044,7.3536,5.3609,5.4373,7.3135,5.9402,6.1797,,1.1579
2015/2/17,4.4603,5.1364,4.2509,5.1223,5.466,9.0288,7.1004,8.7465,4.6373,8.5828,3.687,11.6619,7.6924,9.1403,5.33,5.9101,3.49,10.2521,4.91,2.51,6.4411,8.9468,6.68,5.9254,10.6581,,6.066,7.7747,4.2979,7.3636,13.7969,7.3442,5.3069,5.4572,7.3064,5.9305,6.2494,,1.1486
2015/2/25,4.4233,5.1067,4.2928,5.2122,5.5088,9.0288,7.0531,8.8514,4.6373,8.5004,3.687,11.4622,7.6554,9.0049,5.35,5.8812,3.5,10.167,4.9,2.51,6.4313,9.0142,6.62,5.9105,10.5535,,5.9738,7.7448,4.2901,7.2677,13.4593,7.3816,5.3429,5.4174,7.2636,5.8534,6.5086,,1.1258
2015/2/26,4.5065,5.2256,4.2771,5.347,5.666,9.0288,7.2803,9.1401,4.7604,8.7383,3.687,11.8343,7.8863,9.665,5.56,5.9776,3.58,10.3371,5.05,2.51,6.529,9.0914,6.79,6.1199,10.5781,,6.2319,7.994,4.3649,7.399,13.9244,7.5404,5.4958,5.5767,7.4917,6.0655,6.7179,,1.1376
2015/2/27,4.5065,5.2157,4.2405,5.365,5.6232,9.0288,7.2708,9.0876,4.826,8.7658,3.687,11.9069,7.9048,9.5889,5.53,5.9583,3.61,10.3182,5.04,2.51,6.6463,9.0817,6.84,6.0676,10.695,,6.2227,7.984,4.3531,7.404,13.9545,7.5311,5.4598,5.5469,7.4632,6.0463,6.7179,,1.1469
2015/3/2,4.5897,5.2951,4.2771,5.3919,5.7303,9.0288,7.4223,9.1751,4.9081,8.9305,3.687,12.1066,8.1079,9.8174,5.55,6.0162,3.63,10.4411,5.12,2.51,6.6561,9.2553,6.95,6.4791,10.7872,,6.3425,8.1833,4.3963,7.5101,14.1795,7.6899,5.4958,5.6464,7.7626,6.1716,6.6481,,1.1081
2015/3/3,4.488,5.2951,4.2666,5.2931,5.5374,9.0288,7.2045,8.8864,4.7522,8.7017,3.687,11.7073,7.8216,9.5465,5.54,5.9197,3.57,10.2237,4.98,2.51,6.5779,9.1781,6.99,6.4192,10.8733,,6.149,8.0239,4.416,7.4141,13.6319,7.5311,5.3249,5.5668,7.4989,5.9884,6.5285,,1.0499
2015/3/4,4.5296,5.3942,4.366,5.329,5.6232,9.0288,7.2519,9.0001,4.9081,8.7658,3.687,11.8071,7.7847,9.5465,5.62,5.9776,3.61,10.3088,5.04,2.51,6.6757,9.3806,7.38,6.4566,11.1931,,6.195,7.994,4.4593,7.4949,13.7369,7.5965,5.3429,5.6365,7.5416,6.0463,6.9073,,1.0752
2015/3/5,4.488,5.4438,4.3816,5.4099,5.516,9.0288,7.0436,8.7465,4.826,8.656,3.687,11.4078,7.6462,9.2842,5.54,6.0836,3.66,10.2615,4.98,2.51,6.705,9.4095,7.21,6.2247,11.1193,,6.0844,7.7946,4.4396,7.4697,13.4368,7.5217,5.2889,5.507,7.4347,5.892,6.7877,,1.0803
2015/3/6,4.5573,5.3744,4.5385,5.4189,5.6017,9.0288,7.1288,8.799,5.0148,8.8573,3.687,11.5621,7.7385,9.5635,5.69,6.0933,3.71,10.4505,5.07,2.51,6.7245,9.2842,7.27,6.711,11.0763,,6.2227,7.8943,4.5026,7.8081,13.5568,7.6993,5.3609,5.5568,7.6272,5.9788,6.977,,1.1132
2015/3/9,4.5897,5.4438,4.4601,5.9311,5.6375,9.0288,7.2329,8.7552,4.9984,8.9031,3.687,11.5076,7.8032,9.5889,5.69,6.1319,3.8,10.5261,5.12,2.51,6.7832,9.5445,7.2,6.5838,11.3223,,6.3149,7.9142,4.4711,7.7424,13.6919,7.718,5.3969,5.6166,7.5986,6.0655,7.0668,,1.1157
2015/3/10,4.5897,5.4735,4.4339,5.7963,5.7018,9.0288,7.2519,8.834,4.9902,8.8848,3.687,11.4713,7.7847,9.4619,5.92,6.2283,3.86,10.5261,5.18,2.51,6.8125,9.9109,7.24,6.5389,11.1993,,6.3057,7.9441,4.4751,7.6767,13.5343,7.7553,5.4868,5.6763,7.563,6.0848,7.007,,1.1275
2015/3/11,4.5573,5.4636,4.3189,5.6076,5.6517,9.0288,7.2235,8.6328,4.8342,8.9763,3.687,11.1809,7.7478,9.428,5.91,6.1801,3.8,10.5733,5.15,2.51,6.6952,9.8048,7.19,6.4192,11.1685,,6.1582,8.0039,4.5066,7.4495,13.3843,7.6339,5.4149,5.6365,7.4989,6.0173,6.7677,,1.1267
2015/3/12,4.6082,5.3942,4.3294,5.7334,5.666,9.0288,7.2992,8.729,4.8589,9.0129,3.687,11.4078,8.071,9.7412,6.03,6.209,3.77,10.6773,5.19,2.51,6.7245,9.6698,7.06,6.5614,10.9779,,6.2043,8.1335,4.5341,7.5555,13.7744,7.7927,5.4688,5.7261,7.62,6.133,6.8176,,1.1199
2015/3/13,4.7006,5.4636,4.4339,5.6256,5.7303,9.0288,7.5454,9.0001,4.9574,8.958,3.687,12.5513,8.4958,10.3252,6.63,6.315,3.84,10.8474,5.26,2.51,6.8711,9.718,7.41,6.524,11.1255,,6.361,8.4126,4.6128,8.0757,14.0295,7.8955,5.6847,5.8456,7.8054,6.2391,6.8275,,1.1326
2015/3/16,4.7607,5.6024,4.5646,5.7244,5.8161,9.0288,7.64,9.0964,5.0394,9.1318,3.687,12.9778,8.5881,10.4521,7.18,6.3825,3.91,10.9797,5.33,2.51,6.9493,9.8723,7.51,6.6063,11.433,,6.5085,8.5123,4.6758,8.1717,14.172,8.0543,5.7477,5.9253,7.9551,6.3452,6.8873,,1.1233
2015/3/17,4.77,5.652,4.6012,5.8502,5.8875,9.0288,7.6874,9.2013,5.0887,9.1959,3.687,13.0777,8.5789,10.4436,7.3,6.4693,3.95,11.0363,5.45,2.51,6.9982,10.0555,7.62,6.696,11.4514,,6.5915,8.5721,4.7939,8.202,14.2846,8.1384,5.8196,5.9651,8.0335,6.4898,6.9571,,1.0921
2015/3/18,4.8624,5.7809,4.6954,5.9491,6.0876,9.0288,7.8578,9.3413,5.2446,9.3423,3.687,13.2592,8.7543,10.5791,7.41,6.5946,4.35,11.282,5.62,2.51,7.2621,10.1808,7.83,6.8157,11.9311,,6.7297,8.7316,4.9946,8.4747,14.7422,8.344,6.0355,6.1344,8.1974,6.6441,7.0967,,1.1089
2015/3/19,4.8901,6.009,4.6901,5.9581,6.0733,9.0288,7.8104,9.6036,5.2282,9.4246,3.687,13.2683,8.7082,10.6891,7.83,6.6236,4.65,11.282,5.64,2.51,7.3501,10.47,8.05,6.8157,11.8081,,6.7666,8.8113,4.9198,8.399,14.8172,8.3907,6.2874,6.0846,8.1974,6.6538,7.1864,,1.1351
2015/3/20,4.8532,6.0982,4.6849,5.9491,6.0447,9.0288,7.7915,9.35,5.2446,9.3697,3.687,12.9869,8.5604,10.4352,7.96,6.6236,4.57,11.3104,5.59,2.51,7.3012,10.5182,7.93,6.7634,12.0357,,6.7205,8.6718,4.967,8.2727,14.7497,8.2506,6.3953,6.0747,8.1333,6.6056,7.0967,,1.1604
2015/3/23,4.9872,6.2767,4.8208,6.2367,6.2162,9.0288,7.943,9.6911,5.3349,9.507,3.687,13.1503,8.9298,10.6891,8.23,6.8742,4.63,11.5844,5.9,2.51,7.4478,10.8557,8.04,6.9055,12.171,,6.951,8.8512,4.9828,8.3636,14.9973,8.4281,6.4313,6.1942,8.3257,6.7213,7.1365,,1.1984
2015/3/24,4.9364,6.1676,4.7006,6.0659,6.1233,9.0288,7.8578,9.5512,5.2446,9.4795,3.687,13.3681,8.8005,10.9345,7.97,6.7296,4.89,11.282,5.81,2.51,7.3403,10.5761,7.8,6.7409,11.968,,6.8404,8.7515,4.9907,8.7171,14.7497,8.4842,6.3593,6.1643,8.2616,6.6731,6.9671,,1.1942
2015/3/25,5.0519,6.1776,4.6849,6.0749,6.0018,9.0288,7.7158,9.3937,5.261,9.3057,3.687,13.4951,8.819,10.7652,7.63,6.6428,4.79,11.1686,5.73,2.51,7.6042,10.5568,7.72,6.6661,12.5707,,6.7297,8.6119,5.1914,8.6565,14.4271,8.5869,6.3773,6.0547,8.1261,6.5091,7.1764,,1.1874
2015/3/26,5.0149,6.1776,4.847,6.1378,6.1019,9.0288,7.8294,9.5599,5.3924,9.4612,3.687,13.6222,8.9113,10.7145,7.54,6.7007,4.67,11.2537,5.92,2.51,7.5651,10.5568,7.87,6.8457,13.3518,,6.7851,8.7116,5.2347,8.6363,14.7197,8.7271,6.8271,6.1842,8.4041,6.6441,7.3458,,1.1933
2015/3/27,5.0334,6.4552,4.8836,6.2906,6.1305,9.0288,7.8767,9.936,5.3759,9.4704,3.687,13.5587,8.976,10.7822,7.61,6.7296,4.71,11.3293,5.92,2.51,7.5944,10.7014,7.98,6.8831,12.7798,,6.8404,8.9209,5.1914,8.7576,14.8022,8.615,6.935,6.1942,8.6536,6.6249,7.2561,,1.2372
2015/3/30,5.1675,6.6436,4.9463,6.4703,6.2734,9.0288,8.0945,10.1372,5.4744,9.6625,3.687,14.1758,9.3176,11.1461,7.85,6.7682,4.78,11.6127,6.04,2.51,7.6628,10.8846,8.05,7.0252,12.829,,6.9694,9.1502,5.0772,8.6666,15.3349,8.6991,7.5107,6.3336,8.953,6.8177,7.3259,,1.2431
2015/3/31,5.0195,6.5246,4.9045,6.4703,6.2233,9.0288,7.9051,9.9535,5.4334,9.4978,3.687,13.9308,8.976,10.9684,7.63,6.7103,4.73,11.3576,5.94,2.51,7.6335,10.9521,8.04,6.8157,12.6691,,6.8865,8.901,4.967,8.601,15.0723,8.5028,7.3398,6.2041,8.732,6.6345,7.1565,,1.2322
2015/4/1,5.0704,6.7923,4.9411,6.5152,6.3091,9.0288,7.9809,10.1109,5.5155,9.6625,3.687,14.1486,9.0775,11.1207,7.79,6.7489,4.74,11.5371,6.02,2.51,7.6824,11.1449,8.22,6.9579,13.1181,,6.9879,9.0206,5.0418,8.7273,15.2449,8.6056,8.0324,6.2937,8.8817,6.7502,7.1963,,1.2144
2015/4/2,5.1675,7.0601,5.0091,6.5692,6.3948,9.0288,8.1323,10.3733,5.614,9.7723,3.687,14.439,9.2068,11.5185,8.15,6.9417,4.83,11.7072,6.21,2.51,7.7703,11.4823,8.24,7.0402,12.9889,,7.246,9.1303,5.2386,8.904,15.4774,8.7271,8.1493,6.3933,9.0314,6.8466,7.3159,,1.2381
2015/4/3,5.1675,7.07,5.1607,6.6411,6.502,9.0288,8.227,10.4083,5.7289,9.8181,3.687,14.6023,9.2253,11.857,8.97,6.9899,5.09,12.0096,6.39,2.51,7.9267,12.1475,8.2,7.115,13.4748,,7.2921,9.1103,5.3055,9.106,15.3949,8.8205,7.9784,6.4829,9.0884,6.9334,7.605,,1.2288
2015/4/7,5.3107,7.1097,5.3489,6.8208,6.6592,9.0288,8.4448,10.7582,5.9669,10.1383,3.687,15.2013,9.4931,11.9416,9.87,7.2213,5.14,12.2269,6.81,2.51,8.0342,12.1861,8.39,7.302,13.4871,,7.4949,9.4094,5.5417,9.1868,15.8526,9.1102,7.9874,6.702,9.5446,7.1359,7.6947,,1.2296
2015/4/8,5.246,6.8816,5.2287,6.6051,6.5163,9.0288,8.2554,10.5745,5.8602,9.9736,3.687,14.566,9.3084,11.6116,9.47,7.0574,5,11.9623,6.74,2.51,7.8681,11.8101,8.18,7.13,13.2042,,7.3105,9.2499,5.4354,8.9646,15.7025,8.8486,7.8075,6.5427,9.6943,7.0009,7.4754,,1.244
2015/4/9,5.4355,6.6932,5.1241,6.4793,6.3877,9.0288,8.1702,10.8194,5.7207,10.0834,3.687,14.3119,9.2068,11.6793,9.15,6.9514,4.82,11.8112,6.57,2.51,7.6531,11.4534,8.02,6.9579,12.7737,,7.1999,9.6286,5.3095,8.7121,15.4399,8.6897,8.0773,6.6423,9.4163,6.8852,8.223,,1.2229
2015/4/10,5.4725,6.832,5.6365,6.6051,6.5735,9.0288,8.4069,11.143,6.1228,10.2298,4.0588,14.4844,9.724,11.747,9.54,7.6262,4.94,12.208,6.68,2.51,7.8681,11.8969,8.12,7.1599,13.0504,,7.3751,9.6884,5.8408,8.8283,15.7475,8.8859,8.1043,6.7518,9.6231,7.0299,8.4921,,1.3453
2015/4/13,5.5973,6.9907,5.7516,6.7489,6.6235,9.0288,8.4637,11.0468,6.3608,10.3488,4.4684,14.5207,9.844,11.6623,9.56,7.9926,5.01,12.5104,6.84,2.51,7.9951,12.2729,8.24,7.2646,13.4686,,7.4765,9.7383,6.0297,9.4293,15.9876,9.0822,8.1313,6.8315,9.7585,7.1359,8.5917,,1.4794
2015/4/14,5.4633,7.1691,5.6574,6.7579,6.4806,9.0288,8.3311,10.7582,6.2706,10.1749,4.916,14.1758,9.6224,11.4338,9.27,7.7902,5.19,12.2364,6.89,2.51,7.9854,12.3307,8.6,7.2048,13.6224,,7.5133,9.7482,6.0061,9.2121,15.815,9.1943,7.8884,6.8315,9.4805,7.1938,8.6117,,1.4263
2015/4/15,5.2044,6.8618,5.6522,6.8028,6.2162,9.9347,7.9998,10.3296,5.9915,9.7723,5.2878,13.4044,9.2899,10.6806,8.69,7.7709,4.96,11.8773,6.58,2.51,7.6335,11.9065,8.09,6.898,13.2349,,7.0893,9.21,6.1439,9.3535,15.4624,8.6523,7.5287,6.6224,9.0599,7.0009,8.7412,,1.3537
2015/4/16,5.2645,6.8618,5.5947,7.0994,6.3305,10.9301,8.1607,10.592,6.049,9.9736,5.8188,13.7039,9.5577,10.8668,8.91,7.9251,4.97,12.1041,6.71,2.51,7.7801,11.9065,8.11,7.0851,13.2595,,7.246,9.3495,6.3643,9.1818,16.1226,8.8672,7.8075,6.7618,9.2666,7.2324,9.6184,,1.3478
2015/4/17,5.417,7.0006,5.6731,7.0365,6.4877,12.0251,8.3879,10.7582,6.09,10.3488,6.403,14.076,9.6778,11.1292,8.89,8.2336,5.04,12.4915,6.82,2.51,8.0147,11.9065,8.19,7.2422,13.4686,,7.4672,9.5888,6.2305,9.2677,16.6853,9.1756,7.9694,6.9012,9.5161,7.512,10.5852,,1.341
2015/4/20,5.2275,6.8717,5.3751,6.8028,6.552,11.7365,8.4258,10.4783,5.9094,10.2115,6.403,13.958,9.5208,10.9007,8.53,7.9444,4.9,12.2742,6.88,2.51,7.9463,12.5332,8.12,7.2572,12.7798,,7.458,9.3396,5.9707,8.803,16.7904,9.1195,8.0503,6.7917,9.5375,7.8206,10.1267,,1.2938
2015/4/21,5.454,7.1394,5.5529,7.0005,6.7807,11.6668,8.7382,10.8282,6.09,10.4494,6.2133,14.3755,9.8255,11.1546,8.93,8.089,5.09,12.671,7.12,2.76,8.3372,12.8224,8.45,7.5265,13.0689,,8.0757,9.6386,6.1399,9.0404,17.1055,9.512,8.3112,7.0207,9.8226,8.3413,10.4955,,1.3317
2015/4/22,5.6528,7.3873,5.7097,7.1623,6.945,11.9953,8.9181,11.3005,6.2624,10.7422,6.2816,14.8383,10.278,11.5692,9.65,8.2336,5.6,13.1907,7.29,3.035,8.6109,12.9959,9.3,7.6537,13.3333,,8.1494,10.0074,6.2737,9.3081,17.5481,9.7643,8.5451,7.2298,10.1933,8.3799,10.8443,,1.3545
2015/4/23,5.7591,7.5063,5.8195,7.342,7.1165,11.8061,9.3063,11.8078,6.4922,11.0167,6.4257,15.4736,10.5735,12.3817,10.17,8.3976,6.16,13.3797,7.65,3.34,8.7477,13.0056,9.51,7.8332,13.1857,,8.4352,10.735,6.3525,9.5555,17.7207,9.9138,9.3996,7.5087,10.5283,8.5631,10.6051,,1.3621
2015/4/24,5.7082,7.6054,5.6522,7.2072,6.9593,11.6469,9.1264,11.9302,6.4593,10.7788,6.1981,15.6914,10.3704,11.9755,10.03,8.1951,6.16,13.1435,7.89,3.675,8.6989,13.8058,9.22,7.8482,13.0135,,8.1679,10.4161,6.1202,9.2727,17.113,9.6988,9.3996,7.4489,10.2147,8.322,10.2463,,1.3377
2015/4/27,5.8192,7.6154,5.762,7.4139,7.1379,12.065,9.4199,12.7524,6.6563,10.9984,6.2361,15.9909,10.7121,12.1109,10,8.3204,6.16,13.8994,8.67,4.045,8.8064,13.7383,9.55,8.0278,13.8868,,8.2877,10.5955,6.1675,9.5555,18.3359,10.1006,9.4445,7.7875,10.5497,8.9681,10.8643,,1.3267
2015/4/28,5.5881,7.2386,5.4587,7.2971,6.9164,11.5274,8.9749,12.2101,6.8287,10.5318,5.8643,15.0289,10.3611,11.4592,9.3,7.983,6.16,13.3797,8.25,4.45,8.4154,13.0827,8.92,7.6911,13.3825,,7.9835,10.0672,6.317,9.1616,17.9232,10.0913,8.8149,7.4589,9.8797,9.5274,11.253,,1.2803
2015/4/29,5.6944,7.5261,5.5947,7.5846,7.3594,11.5473,9.24,12.3763,7.5099,10.7331,5.925,15.2376,10.7952,11.6285,10.23,8.1372,6.16,13.408,8.18,4.895,8.6793,14.2493,9.15,7.7809,13.4563,,8.1679,10.4061,6.7106,9.2121,17.6756,10.4557,9.4176,7.7078,10.0721,9.2767,10.8344,,1.2887
2015/4/30,5.5557,7.3377,5.647,7.4678,7.1879,11.3084,8.956,12.5949,7.1159,10.5135,5.7733,14.6659,10.3981,11.2984,11.25,7.8962,6.16,13.1435,8.12,5.385,8.562,14.0275,8.88,7.4816,13.5055,,7.8913,9.9775,6.4981,9.0202,17.0379,10.0726,9.0937,7.4589,9.8369,8.8042,10.4058,,1.2845
2015/5/4,5.5696,7.3377,6.0914,7.4498,7.2737,11.5473,9.0223,12.4812,7.1159,10.5684,5.8112,14.5842,10.4258,11.3577,10.47,7.9444,6.16,13.2001,8.12,4.945,8.7184,14.4132,8.94,7.504,14.4588,,7.9558,9.828,6.2777,8.899,17.2555,10.0913,9.1207,7.4987,9.8725,9.1514,10.5154,,1.26
2015/5/5,5.4078,7.3377,5.9712,7.0634,6.9021,11.3084,8.5584,11.6416,6.5742,10.0743,5.9706,13.7946,9.7886,10.8329,10.46,7.5973,6.16,12.4631,7.69,4.45,8.3763,13.6901,8.47,7.13,13.3764,,7.541,9.2698,5.9274,8.4899,16.2427,9.6148,8.9138,7.0705,9.2666,8.3124,9.8675,,1.3106
2015/5/6,5.1767,7.3377,6.0339,6.5512,6.6592,10.8605,8.2081,11.1255,6.4019,9.7174,5.705,13.3318,9.41,10.5283,10.01,7.3274,6.16,11.9434,7.34,4.335,8.0636,13.0731,7.97,6.7708,12.7245,,7.2091,8.9508,5.6991,8.3333,15.62,9.1382,8.662,6.7319,8.8817,7.9749,9.1898,,1.3309
2015/5/7,5.038,7.3377,6.5829,6.2996,6.3805,10.3926,7.9714,11.1693,5.9094,9.4795,5.2423,12.9234,9.0221,9.9443,9.6,6.961,6.16,11.4899,7.03,4.15,7.5944,12.0897,7.44,6.5464,12.3555,,6.9879,8.8711,5.5732,8.0808,15.2899,8.8299,8.4551,6.4332,8.7819,7.512,8.6316,,1.352
2015/5/8,5.1675,7.3377,6.6143,6.5781,6.4949,10.6813,8.1323,11.3529,6.1392,9.6808,5.4167,13.2047,9.3084,10.359,10.02,7.1827,6.16,11.8773,7.18,4.28,7.829,12.3886,7.65,6.7185,12.6753,,7.163,9.1004,5.7109,8.2727,15.575,9.0635,8.8869,6.6124,9.0528,7.647,8.8609,,1.3436
2015/5/11,5.3154,7.3377,6.8757,6.8118,6.6378,11.0197,8.3406,11.6941,6.328,9.9096,5.8871,13.604,9.5485,10.7229,10.61,7.4527,6.16,12.1702,7.57,4.46,8.0049,12.9188,7.99,6.913,13.0996,,7.3935,9.3097,6.2619,8.6313,15.9876,9.3531,9.1477,6.8016,9.288,7.9074,9.7479,,1.3621
2015/5/12,5.2876,7.7344,6.8496,6.7489,6.6378,11.0894,8.3217,11.7728,6.328,9.8913,5.963,13.6131,9.4654,10.6552,10.51,7.4238,6.16,12.4159,7.51,4.58,8.0538,13.3334,7.98,6.8756,13.1058,,7.3105,9.21,6.2737,8.6969,15.9201,9.3344,9.1567,6.7917,9.2239,8.0617,9.9572,,1.3453
