ÈÕÆÚ,000552.SZ,000571.SZ,000723.SZ,000780.SZ,000937.SZ,000968.SZ,000983.SZ,002128.SZ,600121.SH,600123.SH,600157.SH,600188.SH,600348.SH,600395.SH,600397.SH,600403.SH,600408.SH,600508.SH,600546.SH,600725.SH,600740.SH,600758.SH,600792.SH,600971.SH,600985.SH,600989.SH,600997.SH,601001.SH,601011.SH,601015.SH,601088.SH,601101.SH,601225.SH,601666.SH,601699.SH,601898.SH,601918.SH,603113.SH,900948.SH
2014/1/2,4.5162,3.7672,3.3405,4.0334,5.1191,8.022,6.5674,6.7584,4.1284,9.3304,1.9723,7.8274,6.2398,5.7596,3.7188,6.5069,2.69,9.0237,4.8537,1.885,5.796,6.5286,4.345,5.0609,8.0131,,4.9261,5.5619,4.0146,,11.0043,6.4543,,4.978,7.4133,4.4636,3.8872,,1.4295
2014/1/3,4.4477,3.6982,3.257,3.9348,5.0208,7.863,6.4445,6.6291,4.0627,9.1268,1.9835,7.8636,6.1403,5.614,3.6395,6.3756,2.69,8.8442,4.7748,1.83,5.7569,6.5766,4.23,4.9948,7.8605,,4.817,5.5419,4.0382,,10.8212,6.3814,,4.9097,7.2708,4.4163,3.7875,,1.3857
2014/1/6,4.2833,3.6094,3.0847,3.7555,4.7891,7.4853,6.1705,6.2843,3.8986,8.6842,1.9239,7.5559,5.8328,5.2419,3.5161,6.31,2.61,8.504,4.4985,1.75,5.7276,6.423,4.075,4.7818,7.4577,,4.6443,5.3227,3.8571,,10.4481,6.035,,4.7633,6.8288,4.265,3.5683,,1.3305
2014/1/7,4.2833,3.6292,3.0743,3.7197,4.7469,7.5051,6.1138,6.2067,3.9478,8.6487,1.8942,7.3116,5.8509,5.2338,3.5338,6.2444,2.6,8.5229,4.4985,1.755,5.6885,6.5478,4.085,4.7892,7.3784,,4.5989,5.223,3.5777,,10.434,5.962,,4.7437,6.8359,4.265,3.5782,,1.3264
2014/1/8,4.2422,3.6193,3.0743,3.648,4.6907,7.4356,6.0193,6.1291,3.9068,8.4451,1.8718,7.1939,5.7243,5.1286,3.5073,6.0475,2.59,8.3906,4.3604,1.73,5.6298,6.5382,4.07,4.679,7.3478,,4.5352,5.1233,3.5974,,10.2509,5.8709,,4.6461,6.7504,4.2272,3.4985,,1.3288
2014/1/9,4.2742,3.5404,3.0952,3.63,4.7048,7.4455,5.9248,6.0688,3.915,8.454,1.8532,6.9677,5.7153,5.2095,3.4897,6.0756,2.58,8.23,4.3407,1.69,5.9524,6.5094,4.115,4.6863,7.0854,,4.4444,5.0336,3.5423,,10.1664,5.8253,,4.5388,6.7433,4.1894,3.4387,,1.3296
2014/1/10,4.2742,3.4516,2.9856,3.63,4.6627,7.7338,5.8965,5.9998,3.9642,8.3566,1.8309,7.0039,5.7514,5.2419,3.4192,6.2537,2.51,8.0599,4.39,1.71,5.9035,6.375,4.075,4.6129,6.8718,,4.408,4.9838,3.3848,,10.2016,5.8527,,4.4411,6.7789,4.2083,3.3988,,1.3061
2014/1/13,4.3883,3.4516,2.9751,3.6659,4.7118,7.6344,5.9059,6.0343,4.0217,8.4097,1.8272,7.0492,5.7967,5.1286,3.428,6.2162,2.51,8.0883,4.3802,1.685,5.796,6.135,4.09,4.6055,6.9268,,4.4171,5.0037,3.4242,,10.2509,5.88,,4.4314,6.8288,4.2367,3.4188,,1.3069
2014/1/14,4.3792,3.4911,3.0221,3.6838,4.7259,7.8232,5.9154,6.0343,4.0217,8.4983,1.816,7.022,5.8057,5.1772,3.4633,6.2537,2.53,8.1355,4.4098,1.71,5.8155,6.2022,4.12,4.6643,7,,4.4353,5.0236,3.2038,,10.3002,5.9347,,4.4314,6.8573,4.2556,3.4786,,1.3256
2014/1/15,4.3655,3.5305,3.0847,3.639,4.6837,7.6741,5.7925,5.9826,3.9232,8.3743,1.79,6.8682,5.6791,5.1367,3.4192,6.2069,2.53,8.145,4.3407,1.735,5.7764,6.1926,4.07,4.6129,7.1526,,4.3989,4.9439,3.1723,,10.2298,5.8435,,4.3728,6.7718,4.2272,3.4287,,1.3313
2014/1/16,4.4157,3.6292,3.257,3.6749,4.7469,7.694,5.8114,6.0429,4.0217,8.4363,1.8197,6.9406,5.7695,5.1691,3.4544,6.4131,2.54,8.2489,4.3506,1.73,5.8449,6.2118,4.15,4.6349,7.0793,,4.4534,4.9937,3.2274,,10.2087,5.9074,,4.4119,6.8288,4.2272,3.4586,,1.3272
2014/1/17,4.1646,3.6883,3.1474,3.5583,4.5784,7.4654,5.6602,5.8361,3.915,7.9052,1.7676,6.6691,5.5254,5.0073,3.3663,6.1975,2.48,8.0316,4.1829,1.68,5.6298,6.2118,4.1,4.4953,7.0671,,4.2989,4.8841,3.1566,,10.0186,5.7068,,4.2459,6.5009,4.057,3.2792,,1.3191
2014/1/20,4.1509,3.57,3.0795,3.5225,4.6065,7.2069,5.5752,5.7671,3.8329,7.8078,1.7453,6.6329,5.5525,4.9183,3.3399,6.0193,2.5,7.9276,4.1434,1.69,5.6885,6.183,4.1,4.4439,6.9329,,4.2353,4.8442,3.1015,,9.92,5.7068,,4.1776,6.4296,4.057,3.3091,,1.3158
2014/1/21,4.1829,3.6193,3.1474,3.5583,4.6135,7.2666,5.6413,5.8533,3.8575,7.8432,1.7602,6.7777,5.5706,4.9911,3.3663,6.0568,2.54,8.041,4.1631,1.695,5.6787,6.2502,4.13,4.4806,7.0732,,4.3171,4.904,3.1998,,9.9623,5.7524,,4.2166,6.4653,4.0853,3.3191,,1.3118
2014/1/22,4.2879,3.6587,3.2048,3.6838,4.782,7.5051,5.8114,6.0516,3.9314,8.1088,1.8235,6.9134,5.7967,5.1529,3.4721,6.2819,2.57,8.2111,4.2914,1.745,5.8351,6.3654,4.195,4.5982,7.2563,,4.4171,5.0236,3.2235,,10.1312,5.9256,,4.3338,6.6506,4.1705,3.4188,,1.3296
2014/1/23,4.2057,3.6094,3.1735,3.648,4.7118,7.4455,5.7736,5.9912,3.915,7.9671,1.8011,6.841,5.67,5.0639,3.4368,6.2162,2.53,8.2017,4.2716,1.74,5.7862,6.3846,4.185,4.5394,7.3173,,4.3898,4.9937,3.2274,,10.0327,5.8618,,4.2947,6.4439,4.1326,3.3689,,1.3256
2014/1/24,4.2605,3.6489,3.0743,3.7107,4.7469,7.5648,5.8965,6.0774,3.9396,8.0911,1.8309,6.9496,5.7605,5.1448,3.4809,6.2537,2.56,8.2962,4.3111,1.78,5.9817,6.3846,4.2,4.6349,7.3601,,4.4625,5.0336,3.2628,,10.1172,5.8982,,4.3631,6.5936,4.161,3.4686,,1.3264
2014/1/27,4.3427,3.6587,2.9647,3.6838,4.8242,7.6841,5.8965,6.0947,3.9889,8.3832,1.8272,6.8772,5.7786,5.3228,3.5161,6.2725,2.56,8.2111,4.321,1.755,6.2651,6.3078,4.18,4.6276,7.2685,,4.4444,5.0037,3.2235,,9.92,5.8891,,4.3533,6.6292,4.1515,3.4287,,1.3142
2014/1/28,4.2239,3.6193,2.9229,3.639,4.7469,7.4356,5.8587,6.0171,3.9396,8.2947,1.7937,6.8863,5.661,5.1529,3.4809,6.1881,2.53,8.041,4.2519,1.725,6.1967,6.9414,4.085,4.5908,7.1648,,4.4171,4.9638,3.1998,,9.8778,5.8253,3.9754,4.3143,6.4724,4.161,3.3689,,1.2517
2014/1/29,4.2194,3.6489,2.8864,3.6032,4.7048,7.525,5.7736,5.9654,3.8575,8.1265,1.7528,6.8229,5.5525,5.072,3.4456,6.1694,2.51,8.0788,4.173,1.73,6.2065,6.9414,4.125,4.5394,6.9451,,4.4262,4.8343,3.2077,,9.9059,5.7706,3.6784,4.2947,6.4296,4.161,3.329,,1.2882
2014/1/30,4.1189,3.6193,2.8968,3.5225,4.6205,7.4554,5.6602,5.8964,3.7344,7.9583,1.7267,6.6329,5.4168,4.983,3.3928,6.1131,2.5,8.0127,4.0645,1.72,6.1283,6.9414,4.09,4.466,6.9329,,4.2899,4.7744,3.2353,,9.744,5.725,3.5211,4.1971,6.1944,4.1137,3.2892,,1.2582
2014/2/7,4.2194,3.6587,2.9334,3.5673,4.6416,7.5847,5.7169,5.9223,3.7919,8.0291,1.7528,6.5877,5.4801,5.0235,3.428,6.1319,2.54,8.0599,4.1039,1.755,6.1576,6.9414,4.11,4.4953,7.0061,,4.2717,4.7445,3.2549,,9.8285,5.7706,3.5823,4.2655,6.1516,4.161,3.3091,,1.2753
2014/2/10,4.3016,3.7376,3.0377,3.6659,4.768,7.8729,5.8303,6.1033,3.8822,8.2592,1.8011,6.7234,5.6158,5.1448,3.5073,6.2631,2.74,8.2489,4.2716,1.805,6.7734,6.9414,4.195,4.5835,7.2197,,4.3807,4.8442,3.3219,,9.9482,5.9165,3.7133,4.3533,6.3013,4.2177,3.3889,,1.272
2014/2/11,4.4249,3.7771,3.1682,3.881,4.9014,7.9823,6.0004,6.2757,3.9725,8.5248,1.8309,6.9677,6.1765,5.2823,3.5778,6.5069,2.74,8.4379,4.3703,1.81,7.0177,6.9414,4.25,4.701,7.2624,,4.508,5.0037,3.3691,,10.0397,6.0897,3.7483,4.4607,6.5651,4.2839,3.4885,,1.2566
2014/2/12,4.3564,3.7968,3.1369,3.7824,4.8452,7.9525,5.9059,6.2154,3.9725,8.4274,1.8197,6.8591,6.0137,5.25,3.5778,6.4038,2.7,8.3906,4.3308,1.825,6.7245,6.9414,4.23,4.6422,7.3417,,4.4716,4.9439,3.3573,,9.9834,6.0259,3.8531,4.4216,6.5009,4.265,3.4586,,1.2379
2014/2/13,4.3792,3.8757,3.1056,3.7555,4.761,7.8928,5.8681,6.1895,4.0053,8.3478,1.8123,6.9044,6.0318,5.2014,3.5514,6.3662,2.72,8.334,4.2716,1.8,6.6463,6.9414,4.21,4.6496,7.1709,,4.4444,4.9439,3.3101,,9.8848,5.9529,3.722,4.4119,6.4225,4.2177,3.4287,,1.1697
2014/2/14,4.402,3.8954,3.1369,3.7824,4.7961,8.0419,5.887,6.2154,4.0217,8.4186,1.8235,6.9225,6.086,5.25,3.5866,6.4506,2.74,8.6363,4.3111,1.82,6.5877,6.9414,4.235,4.6569,7.3173,,4.4807,4.9439,3.3219,,9.913,6.0076,3.7919,4.4119,6.4581,4.2461,3.4586,,1.1113
2014/2/17,4.4203,3.9349,3.1943,3.8272,4.8523,8.0817,5.9532,6.3016,4.0709,8.5248,1.8458,7.013,6.2036,5.25,3.6307,6.5069,2.77,8.693,4.3604,1.85,6.6072,6.9414,4.255,4.701,7.5187,,4.5262,5.0137,3.3533,,10.0608,6.1079,4.089,4.4509,6.508,4.388,3.5085,,1.0869
2014/2/18,4.2879,3.8658,3.1787,3.7466,4.7399,7.9723,5.7642,6.155,3.9971,8.3035,1.8421,6.8229,6.0589,5.0801,3.5426,6.3756,2.72,8.6458,4.242,1.885,6.6268,6.9414,4.255,4.6202,7.4577,,4.4625,4.9439,3.3258,,9.8989,5.9894,4.3249,4.3631,6.3013,4.3407,3.4287,,1.0886
2014/2/19,4.3381,3.8954,3.2726,3.7735,4.7539,8.0916,5.802,6.1723,4.0299,8.4009,1.8458,6.8863,6.1674,5.0963,3.569,6.3944,2.74,8.7686,4.2026,1.895,6.4508,6.9414,4.335,4.6496,7.4577,,4.4807,4.9638,3.4478,,10.0397,6.0988,4.1764,4.3826,6.3512,4.3501,3.4287,,1.0902
2014/2/20,4.3518,3.8363,3.2309,3.8272,4.8171,8.8968,5.8209,6.2154,4.0381,8.4806,1.9091,6.9044,6.0499,5.0963,3.5866,6.5069,2.83,8.6458,4.2223,1.915,6.4704,6.9414,4.395,4.6349,7.3112,,4.508,4.9638,3.4439,,10.082,6.0806,4.1502,4.4021,6.394,4.3218,3.4287,,1.1105
2014/2/21,4.2011,3.7672,3.1526,3.7466,4.6486,8.4396,5.698,6.0688,3.9478,8.2504,1.8644,6.7596,5.9413,4.9264,3.4897,6.31,2.72,8.4284,4.0941,1.85,6.099,6.9414,4.28,4.5247,7.299,,4.4444,4.8642,3.3691,,10.1312,5.9074,3.9143,4.2947,6.2514,4.2367,3.4287,,1.1064
2014/2/24,4.1007,3.7869,3.0743,3.6121,4.445,8.1016,5.3956,5.8016,3.8083,7.8697,1.7863,6.4157,5.5254,4.6433,3.3928,6.0568,2.67,8.2017,3.9264,1.805,5.9621,6.9414,4.185,4.3337,7.1831,,4.2626,4.6748,3.3612,,9.8919,5.643,3.8968,4.1093,5.952,4.0853,3.4287,,1.0723
2014/2/25,3.9363,3.7179,2.9647,3.4777,4.3326,7.9525,5.2444,5.6119,3.6606,7.6042,1.7267,6.1443,5.453,4.4491,3.2518,5.8131,2.62,7.9938,3.7981,1.765,5.8058,6.9414,4.055,4.2162,6.8962,,4.1081,4.5253,3.2353,,9.6807,5.4971,3.6958,3.9922,5.7239,3.9813,3.4287,,0.9765
2014/2/26,3.9911,3.6982,2.996,3.5135,4.3607,8.1115,5.3011,5.655,3.7591,7.6396,1.723,6.1895,5.5163,4.4653,3.2606,5.8693,2.63,8.0505,3.7981,1.79,5.884,6.9414,4.065,4.2089,7.0061,,4.1353,4.5552,3.1841,,9.6807,5.4789,3.7483,4.0019,5.7453,4.0191,3.4287,,0.9392
2014/2/27,3.7856,3.6883,2.9281,3.4418,4.2413,8.3302,5.1688,5.5257,3.677,7.4094,1.6821,5.9452,5.3897,4.3035,3.1901,5.7287,2.64,8.0316,3.6501,1.755,5.7667,6.9414,4.085,4.1134,6.823,,4.0717,4.4256,3.1526,,9.6807,5.3057,3.6521,3.9043,5.5243,4.0191,3.4287,,0.9205
2014/2/28,3.7764,3.7771,2.949,3.4597,4.2062,8.1314,5.1499,5.6119,3.7344,7.3475,1.6597,5.9271,5.3264,4.3359,3.1813,5.6537,2.63,8.0505,3.6403,1.76,5.796,6.9414,4.145,4.1134,6.8901,,4.0808,4.4256,3.1841,,9.7159,5.3877,3.7919,3.9238,5.5529,4.0381,3.4287,,0.9579
2014/3/3,3.7901,3.8067,2.9908,3.4866,4.2062,8.2706,5.1499,5.6033,3.7508,7.3209,1.6597,5.8728,5.3535,4.4006,3.2077,5.6631,2.66,8.1355,3.6205,1.775,5.8546,6.9414,4.23,4.1281,7.0427,,4.099,4.4555,3.2077,,9.5891,5.3786,3.8531,3.9141,5.5457,4.0759,3.2194,,1.0041
2014/3/4,3.7536,3.8757,3.0012,3.4597,4.15,8.0916,5.0744,5.5343,3.718,7.1793,1.63,5.8185,5.2631,4.3278,3.1548,5.5693,2.62,8.0505,3.5416,1.76,5.8058,6.9414,4.2,4.0913,7.0793,,4.0354,4.4455,3.188,,9.4835,5.2419,3.8444,3.8848,5.4816,4.0286,3.1397,,1.0463
2014/3/5,4.1189,3.9152,3.043,3.4956,4.2343,8.1513,5.1594,5.6378,3.7673,7.374,1.6597,5.9361,5.3445,4.3925,3.2341,5.6818,2.64,8.1261,3.6205,1.775,5.9035,6.9414,4.29,4.1428,7.0366,,4.0899,4.4754,3.2392,,9.5469,5.3239,3.8182,3.9336,5.6313,4.0381,3.1596,,1.0788
2014/3/6,3.9774,3.9152,3.0064,3.4687,4.1641,8.0916,5.0933,5.5947,3.7344,7.2589,1.6448,5.8095,5.2631,4.344,3.2341,5.6162,2.6,8.041,3.6107,1.76,5.8253,6.9414,4.235,4.0987,6.9573,,4.0535,4.4056,3.1408,,9.575,5.3148,3.8182,3.8945,5.56,4.0286,3.1397,,1.0674
2014/3/7,3.8404,4.0236,2.996,3.4418,4.1079,7.9028,5.0271,5.5774,3.7508,7.197,1.6411,5.8185,5.2179,4.2954,3.2077,5.5505,2.57,7.9749,3.5515,1.77,5.7862,6.9414,4.24,4.0693,6.9756,,4.0172,4.3857,3.1093,,9.4694,5.2601,3.722,3.8457,5.5742,4.0002,3.0998,,1.0504
2014/3/10,3.6714,4.211,2.8707,3.2536,3.8692,7.3163,4.7531,5.2757,3.5621,6.7721,1.5444,5.4203,4.8652,4.0447,3.005,5.1661,2.46,7.5213,3.3246,1.685,5.4734,6.9414,4.26,3.8122,6.7132,,3.8082,4.1664,3.0227,,9.0893,4.9046,3.6085,3.67,5.2321,3.8868,2.9403,,1.0123
2014/3/11,3.7627,4.0631,2.902,3.2984,3.9043,7.4057,4.8192,5.3878,3.5867,6.9137,1.563,5.5108,5.0551,4.0851,3.0491,5.2411,2.49,7.5875,3.3739,1.67,5.5223,6.9414,4.375,3.8563,6.7864,,3.8172,4.2163,3.0503,,9.047,5.014,3.6434,3.7091,5.339,3.8962,2.9702,,1.0163
2014/3/12,3.8312,3.856,2.9125,3.3343,3.9745,7.4157,4.8854,5.4568,3.5867,7.1616,1.5704,5.5199,5.2993,4.1175,3.0931,5.3349,2.52,7.6158,3.4331,1.67,5.5321,6.9414,4.37,3.8783,6.6277,,3.8809,4.2462,3.0385,,9.0681,5.0778,3.6609,3.7579,5.396,3.9151,3.0001,,1.0171
2014/3/13,3.9226,3.8757,2.949,3.3701,4.0728,7.535,5.0082,5.6723,3.6606,7.3829,1.5927,5.5742,5.3988,4.1984,3.146,5.4755,2.52,7.7009,3.4726,1.685,5.5907,6.9414,4.385,3.9297,6.6521,,3.9445,4.3159,3.0896,,9.2793,5.1689,3.722,3.8262,5.6527,3.9813,3.04,,1.0569
2014/3/14,3.8267,3.8264,2.8968,3.3343,3.9675,7.3958,4.9326,5.5343,3.6113,7.2058,1.563,5.4837,5.3174,4.1417,3.0931,5.3161,2.5,7.5686,3.4232,1.7,5.5321,6.9414,4.41,3.8343,6.6704,,3.89,4.2462,3.0463,,9.1949,5.0778,3.6259,3.7481,5.5315,3.9719,2.9902,,1.0618
2014/3/17,3.9317,3.8461,2.9699,3.388,4.0517,7.5151,5.0177,5.6464,3.6688,7.3032,1.5965,5.6104,5.3897,4.5543,3.1548,5.4099,2.54,7.6914,3.5318,1.73,5.6103,6.9414,4.47,3.9444,6.8596,,3.9717,4.306,3.1684,,9.2371,5.2327,3.6521,3.8165,5.617,4.0002,3.04,,1.0593
2014/3/18,3.8815,3.9152,2.9542,3.4149,4.0517,7.6244,4.961,5.5861,3.6934,7.2324,1.6002,5.5742,5.3083,4.7242,3.146,5.4287,2.54,7.6725,3.5022,1.72,5.6005,6.9414,4.51,3.9151,6.8901,,3.9445,4.2661,3.1566,,9.2512,5.1872,3.6521,3.7969,5.5742,4.0191,3.0201,,1.0561
2014/3/19,3.9226,3.8856,2.996,3.4329,4.1711,7.535,5.0177,5.6033,3.7262,7.2324,1.6114,5.6285,5.3174,4.7403,3.1636,5.5318,2.54,7.682,3.5416,1.74,5.6592,6.9414,4.525,3.9077,7.0671,,4.0626,4.286,3.1644,,9.3779,5.2327,3.6609,3.7872,5.5885,4.0475,3.04,,1.0463
2014/3/20,3.8449,3.7771,2.9177,3.3522,4.143,7.3063,4.857,5.6378,3.6195,7.0376,1.5481,5.4927,5.1003,4.6352,3.0931,5.3443,2.48,7.5402,3.4035,1.695,5.5907,6.9414,4.385,3.8122,6.7925,,4.0263,4.2661,3.1605,,9.2301,5.0687,3.5823,3.7091,5.4245,3.9813,2.9802,,1.0025
2014/3/21,4.0048,3.8658,3.0221,3.5046,4.5573,7.6145,5.1499,5.9481,3.718,7.4625,1.63,5.728,5.6067,4.9264,3.2341,5.6068,2.57,7.8237,3.7488,1.735,5.7276,6.9414,4.49,4.1942,6.8474,,4.2626,4.4555,3.2117,,9.5187,5.3968,3.7308,3.9336,5.7881,4.0948,3.1197,,0.9286
2014/3/24,4.0139,3.9053,3.0691,3.5494,4.9365,7.6741,5.1972,5.9395,3.7591,7.5334,1.6411,5.8909,5.6248,4.8779,3.2518,5.7662,2.59,7.871,3.9658,1.76,5.7178,6.9414,4.495,4.1648,6.8291,,4.5625,4.4555,3.2746,,9.6595,5.4698,3.7133,3.9824,5.8736,4.1421,3.1397,,0.979
2014/3/25,4.055,3.9053,3.0638,3.5494,4.7259,7.8928,5.1972,5.8964,3.7673,7.5334,1.6523,5.8999,5.652,4.7808,3.2518,5.6912,2.7,7.8899,4.0349,1.775,5.8937,6.9414,4.385,4.1721,6.6948,,4.4625,4.4555,3.2668,,9.5891,5.4424,3.6871,3.9629,5.9093,4.2367,3.1696,,0.9684
2014/3/26,4.0002,3.994,3.0795,3.4866,4.6767,7.7338,5.131,5.793,3.7344,7.4537,1.63,5.7914,5.5163,4.7727,3.2253,5.6349,2.62,7.8143,3.8869,1.755,5.8253,6.9414,4.315,4.0987,6.7132,,4.3717,4.4256,3.2549,,9.6666,5.3604,3.6521,3.9433,5.7952,4.1894,3.1197,,0.9635
2014/3/27,3.9408,3.9447,3.1265,3.4687,4.6346,7.6542,5.0838,5.724,3.6688,7.3652,1.6039,5.7371,5.4259,4.7322,3.2077,5.513,2.56,7.7765,3.8178,1.745,5.8155,6.9414,4.215,4.0546,6.6277,,4.2808,4.3757,3.2195,,9.5539,5.3057,3.6085,3.9531,5.7168,4.1421,3.0898,,0.9619
2014/3/28,3.8267,4.0434,2.9803,3.4239,4.4309,7.4356,5.0082,5.6033,3.5867,7.2855,1.589,5.7823,5.3355,4.5705,3.1989,5.4005,2.61,7.6347,3.8277,1.735,5.6298,6.9414,4.225,4.0546,6.4629,,4.199,4.3159,3.1093,,9.7088,5.2327,3.591,3.9336,5.6669,4.1421,3.0799,,0.9741
2014/3/31,3.7993,3.9152,2.8759,3.406,4.4309,7.4356,4.9326,5.6033,3.5949,7.3386,1.5555,5.8004,5.2902,4.5705,3.1372,5.213,2.57,7.6158,3.6995,1.705,5.5028,6.9414,4.29,3.9738,6.5545,,4.1535,4.2761,3.1015,,9.737,5.2783,3.5823,3.8653,5.6028,4.1705,3.0799,,0.979
2014/4/1,3.8815,3.9546,2.9281,3.4329,4.452,7.535,4.961,5.6809,3.6359,7.4183,1.5741,5.7552,5.3445,4.6594,3.2165,5.438,2.58,7.6536,3.7389,1.735,5.5516,6.9414,4.205,3.9959,6.707,,4.1808,4.3159,3.1566,,9.7651,5.333,3.6259,3.8945,5.6241,4.1894,3.1098,,1.0074
2014/4/2,3.9317,3.925,2.949,3.5046,4.5854,7.5648,5.046,5.8447,3.677,7.5422,1.5965,5.8276,5.4259,4.6837,3.4544,5.5224,2.61,7.7103,3.8474,1.74,5.6103,6.9414,4.05,4.1134,6.884,,4.2717,4.4056,3.1566,,9.9764,5.3968,3.6259,3.9629,5.7738,4.161,3.1297,,1.0066
2014/4/3,3.8449,3.8757,2.9334,3.4687,4.4169,7.525,4.9799,5.6981,3.6688,7.4006,1.5816,5.7461,5.2902,4.5866,3.4104,5.5037,2.6,7.6347,3.7587,1.74,5.5614,6.9414,4.07,4.0252,6.8596,,4.1808,4.3558,3.1605,,9.8426,5.2692,3.591,3.9141,5.7097,4.0191,3.0898,,0.9619
2014/4/4,3.886,3.9447,2.9595,3.4956,4.459,7.5946,5.0271,5.7498,3.677,7.4271,1.589,5.7733,5.3445,4.6352,3.4456,5.5599,2.65,7.7009,3.8376,1.76,5.6396,6.9414,4.075,4.0913,6.8352,,4.2081,4.3658,3.1566,,9.8637,5.3148,3.5997,3.9336,5.6883,4.0097,3.1098,,0.9644
2014/4/8,3.9728,3.9645,3.0064,3.5583,4.6978,7.694,5.1594,5.9136,3.7262,7.675,1.656,5.9452,5.5525,5.0963,3.5249,5.6724,2.66,7.8143,3.9856,1.77,5.7276,6.9414,4.115,4.1942,6.8108,,4.308,4.4256,3.1566,,10.1242,5.4424,3.6784,4.0507,5.9164,4.0759,3.1696,,0.9619
2014/4/9,3.9728,3.9743,3.0325,3.5494,4.6837,7.7835,5.1688,5.9136,3.718,7.6219,1.6486,5.909,5.5254,5.2581,3.5073,5.6537,2.65,7.8426,3.956,1.77,5.7764,6.9414,4.12,4.1795,6.7803,,4.2899,4.4156,3.1566,,10.258,5.4242,3.6521,4.0214,5.8594,4.0664,3.1596,,0.9879
2014/4/10,4.0093,3.9743,3.0273,3.5673,4.7118,7.7835,5.2161,5.9395,3.7262,7.4625,1.6932,5.9814,5.5887,5.1933,3.5161,5.7006,2.66,7.8804,3.9461,1.76,5.8253,6.9414,4.115,4.2089,6.762,,4.308,4.6449,3.1566,,10.617,5.4698,3.7046,4.0995,5.952,4.1232,3.1696,,1.0114
2014/4/11,3.9591,3.925,2.996,3.5404,4.6135,7.6741,5.1405,5.8102,3.6934,7.3475,1.8011,5.9361,5.5525,5.2742,3.4897,5.5974,2.64,7.8237,3.9066,1.75,5.708,6.9414,4.07,4.1428,6.7193,,4.3171,4.5552,3.1566,,10.5959,5.3877,3.6434,4.0702,5.8808,4.0853,3.1895,,1.0171
2014/4/14,3.9819,3.9152,3.0377,3.5494,4.6486,7.6841,5.1594,5.8447,3.718,7.4094,1.7676,6.0085,5.5796,5.2581,3.6924,5.7006,2.64,7.8521,3.9165,1.78,5.7471,6.9414,4.13,4.1721,6.7498,,4.3626,4.5352,3.1566,,10.4692,5.4424,3.6434,4.08,5.9093,4.0664,3.1696,,1.0155
2014/4/15,3.8769,3.9152,2.9751,3.4956,4.4731,7.4952,5.0271,5.8016,3.6524,7.2589,1.7676,5.8818,5.4168,5.0477,3.6483,5.6068,2.62,7.7292,3.808,1.765,5.6298,6.9414,4.175,4.0767,6.7437,,4.2535,4.4455,3.4714,,10.2157,5.3057,3.591,3.9922,5.7311,4.0002,3.1098,,1.0155
2014/4/16,3.8997,3.8954,2.9803,3.5046,4.4309,7.5548,5.0177,5.8016,3.6606,7.2589,1.7676,5.8456,5.4259,5.1367,3.6836,5.5693,2.62,7.7292,3.7784,1.76,5.6592,6.9414,4.18,4.0913,6.8047,,4.1081,4.4455,3.5423,,10.2791,5.3239,3.5997,3.9922,5.7311,4.0002,3.0898,,0.996
2014/4/17,3.8632,3.9053,2.9908,3.4508,4.3045,7.5548,4.9893,5.7326,3.6195,7.1704,1.7676,5.7914,5.3897,5.2014,3.7012,5.4943,2.62,7.7387,3.7488,1.75,5.6396,6.9414,4.195,4.0693,6.7986,,4.0626,4.4056,3.8138,,10.1242,5.2054,3.591,3.9629,5.6384,3.9624,3.04,,0.9968
2014/4/18,3.8541,3.9152,3.0116,3.4597,4.3467,7.5747,5.0082,5.7585,3.6277,7.1527,1.7676,5.7823,5.453,5.2904,3.7012,5.5693,2.6,7.7481,3.7981,1.73,5.6298,6.9414,4.165,4.0913,6.8108,,4.0808,4.3957,3.8178,,10.1031,5.2054,3.591,3.9336,5.5956,3.9435,3.03,,0.9895
2014/4/21,3.7719,3.8165,2.9386,3.7107,4.2343,7.4356,4.9137,5.5947,3.5539,7.0642,1.7676,5.6285,5.2902,5.161,3.6219,5.4099,2.54,7.6158,3.6896,1.72,5.5125,6.9414,4.16,3.9518,6.6155,,4.0172,4.296,3.8335,,9.9623,5.0687,3.5735,3.836,5.4673,3.8868,2.9702,,0.9611
2014/4/22,3.749,3.7869,2.9177,3.5852,4.2764,7.366,4.9421,5.5602,3.5375,7.0465,1.7676,5.6104,5.2902,5.2176,3.5954,5.4005,2.53,7.6347,3.6501,1.755,5.5419,6.9414,4.27,3.9665,6.5911,,4.0263,4.286,3.8453,,9.9482,5.1051,3.5648,3.8457,5.5315,3.9057,2.9702,,0.9717
2014/4/23,3.7627,3.7869,2.9125,3.6032,4.2624,7.3859,4.9704,5.5688,3.5457,7.0022,1.7676,5.6013,5.3083,5.436,3.6131,5.3912,2.54,7.6253,3.6403,1.74,5.581,6.9414,4.305,3.9738,6.5728,,4.0445,4.2761,3.7548,,9.8848,5.0869,3.5735,3.8262,5.5457,3.9151,2.9902,,0.9668
2014/4/24,3.7764,3.7376,2.9125,3.5494,4.2203,7.366,4.9421,5.5947,3.521,7.0199,1.7676,5.5923,5.4078,5.6544,3.5866,5.3349,2.54,7.6253,3.6403,1.74,5.6005,6.9414,4.695,3.9812,6.5301,,4.0445,4.2761,3.8729,,9.9341,5.1142,3.5473,3.8165,5.5101,3.9908,2.9802,,0.9757
