ÈÕÆÚ,000629.SZ,000655.SZ,000762.SZ,000833.SZ,000923.SZ,600295.SH,600532.SH,601969.SH,603505.SH,900936.SH
2019/8/27,3.08,5.15,7.25,5.59,14.9,7.78,4.33,5.51,20.31,0.71
2019/8/28,3.08,5.1,7.25,5.6,14.92,7.79,4.29,5.53,19.92,0.703
2019/8/29,3.06,5.06,7.22,5.53,15.18,7.79,4.2,5.48,20.05,0.711
2019/8/30,3.03,5.12,7.17,5.43,14.74,7.95,4.06,5.46,19.45,0.712
2019/9/2,3.08,5.63,7.34,5.51,15.2,8.07,4.27,5.79,19.89,0.723
2019/9/3,3.07,5.49,7.35,5.58,15.18,8,4.23,5.71,19.48,0.725
2019/9/4,3.14,5.52,7.46,5.59,15.24,8.05,4.23,5.73,20.02,0.723
2019/9/5,3.13,5.5,7.47,5.62,15.29,8.07,4.27,5.75,20.15,0.735
2019/9/6,3.15,5.4,7.46,5.58,15.25,8.12,4.25,5.71,20.24,0.737
2019/9/9,3.15,5.52,7.55,5.71,15.58,8.18,4.34,5.78,20.72,0.744
2019/9/10,3.14,5.6,7.57,5.68,15.65,8.2,4.38,5.72,20.7,0.743
2019/9/11,3.12,5.5,7.48,5.7,15.53,8.43,4.29,5.66,20.85,0.756
2019/9/12,3.13,5.57,7.54,5.68,15.61,8.38,4.34,5.75,20.61,0.748
2019/9/16,3.13,5.56,7.52,5.8,15.7,8.42,4.37,5.83,20.7,0.753
2019/9/17,3.07,5.34,7.29,5.6,15.26,8.14,4.2,5.63,21.07,0.742
2019/9/18,3.05,5.37,7.27,5.49,15.34,8.16,4.19,5.64,20.09,0.736
2019/9/19,3.07,5.35,7.32,5.53,15.6,8.23,4.21,5.63,22.1,0.74
2019/9/20,3.06,5.29,7.28,5.5,15.64,8.19,4.17,5.61,22.36,0.74
2019/9/23,3.03,5.27,7.16,5.42,15.51,8.04,4.13,5.51,22.2,0.739
2019/9/24,3.04,5.2,7.16,5.42,15.46,8.04,4.16,5.56,21.7,0.747
2019/9/25,3.08,5.1,7.25,5.44,15.29,7.89,4.08,5.32,21.2,0.747
2019/9/26,3.01,5.08,7.05,5.37,14.7,7.78,3.93,5.27,20.51,0.734
2019/9/27,3.01,5.07,7.05,5.41,15.05,7.77,3.94,5.29,20.52,0.737
2019/9/30,2.99,5.14,7.04,5.4,14.77,7.92,3.83,5.33,20.13,0.743
