ÈÕÆÚ,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH
2015/11/16,9.93,22.34,14.9424,7.6563,6.6669,8.5893,9.4,14.4748,7.5084,6.7089,6.4617,,,,11.97,,,,,,,,0.716
2015/11/17,9.7,21.85,14.9424,7.53,6.6669,8.6091,8.9943,15.0386,7.4649,6.4618,6.4617,,,,13.17,,,,,,,,0.701
2015/11/18,9.61,21.39,14.9424,7.2728,6.6669,8.5097,8.3786,14.3413,7.2035,6.2696,6.4617,,,,14.49,,,,,,,,0.705
2015/11/19,9.63,21.68,14.9424,7.4623,6.6669,8.7284,8.9007,15.7759,7.3421,6.5277,6.4617,,,,15.94,,,,,,,,0.729
2015/11/20,9.57,21.5,14.9424,7.6608,6.6669,8.8179,9.3631,16.3957,7.4609,6.8461,6.4617,,,,17.53,,,,,,,,0.786
2015/11/23,9.75,21.23,14.9424,7.8909,6.6669,8.7881,8.8808,15.1054,7.4609,7.181,6.0795,,,,15.78,,,,,,,,0.709
2015/11/24,9.71,21.41,14.9424,8.0759,6.6669,8.8676,8.8127,16.1473,7.4688,7.0877,6.1948,,,,15.61,,,,,,,,0.718
2015/11/25,9.83,21.61,14.9424,8.4368,7.3348,8.8974,9.1163,15.6878,7.6748,7.1645,6.5224,,,,15.61,,,,,,,,0.73
2015/11/26,10.3,22.26,14.9424,8.3466,8.0703,8.9173,9.6554,15.8935,7.4768,6.8516,6.2797,,,,15.46,,,,,,,,0.719
2015/11/27,9.28,20.18,14.9424,7.7601,8.8773,8.0524,8.6907,15.0947,6.859,6.1708,5.8004,,,,13.94,,,,,,,,0.684
2015/11/30,9.07,19.7,14.9424,7.7601,9.7638,7.8934,8.4694,16.1019,7.057,6.1544,5.9642,,,,14.51,,,,,,,,0.728
2015/12/1,9.14,19.99,14.9424,7.9225,9.5293,8.0027,7.6608,15.5862,7.0332,6.2257,5.9035,,,,14.05,,,,,,,,0.728
2015/12/2,8.9,20.2,14.9424,7.6112,9.084,7.8834,7.5473,14.9851,6.8708,6.1214,5.7276,,,,14.38,,,,,,,,0.723
2015/12/3,9.1,20.76,14.9424,7.8187,9.2232,8.0524,8.0353,15.4527,7.156,6.2806,5.8519,,,,14.55,,,,,,,,0.727
2015/12/4,10.01,21.36,14.9424,7.7465,8.9369,7.9729,7.9076,15.2149,7.0372,6.1763,5.9733,,,,14.63,,,,,,,,0.718
2015/12/7,10.75,22.1,13.4481,7.7962,9.4021,8.0822,8.3899,15.0947,7.0134,6.2202,5.9217,,,,14.44,,,,,,,,0.721
2015/12/8,10.06,21.45,12.1021,7.4623,8.9926,7.8437,8.8127,15.0305,6.756,6.0061,5.9157,,,,13.74,,,,,,,,0.7
2015/12/9,9.95,20.25,10.8927,7.2683,8.9449,7.9331,9.1276,14.3947,6.6095,5.8304,5.7397,,,,13.64,,,,,,,,0.701
2015/12/10,9.72,20.6,10.9239,7.3315,8.9886,7.7641,10.0413,14.0607,6.5105,5.7536,5.6305,,,,13.87,,,,,,,,0.695
2015/12/11,9.67,20.66,10.1436,7.1871,8.8733,7.5951,9.7746,13.8256,6.4194,5.5834,5.4121,,,,12.87,,,,,,,,0.686
2015/12/14,9.76,20.85,9.9447,7.4668,9.2629,7.7144,9.5901,14.2344,6.5461,5.814,5.4121,,,,12.9,,,,,,,,0.702
2015/12/15,9.94,20.74,10.1788,7.6653,9.2112,7.963,10.5491,14.205,6.554,5.8524,5.4121,,,,13.3,,,,,,,,0.733
2015/12/16,9.87,21.56,10.1788,7.8052,9.1436,7.9132,10.9889,14.4187,6.5897,6.4398,5.4121,,,,13.21,,,,,,,,0.742
2015/12/17,10.18,22.38,10.4167,7.9676,10.058,8.0922,11.2159,15.1561,7.0887,6.6155,5.4121,,,,13.71,,,,,,,,0.755
2015/12/18,10.04,24.62,10.5533,7.8458,10.543,8.0524,10.9549,14.6966,6.9144,6.4783,5.4121,,,,13.66,,,,,,,,0.747
2015/12/21,10.23,25.56,10.3036,8.1391,10.7815,8.1121,11.0088,14.7741,6.8431,6.5387,5.4121,,,,14.07,,,,,,,,0.771
2015/12/22,10.51,25.89,10.3075,8.1255,11.0877,8.1916,11.2358,14.9825,6.9105,6.5441,5.4121,5.993,,,13.91,,,,,,,,0.789
2015/12/23,10.78,24.7,10.5923,7.9766,11.0877,8.0822,10.7733,15.2443,6.7639,6.3136,5.4121,6.592,,,13.39,,,,,,,,0.792
2015/12/24,10.51,24.4,10.7093,7.8052,11.0877,8.0524,10.4356,15.8107,6.6887,6.5057,5.4121,7.2512,,,13.06,,,,,,,,0.78
2015/12/25,10.61,24.8,10.5221,7.9315,11.0877,8.0027,11.4798,15.5355,6.7283,6.5606,5.4121,7.9758,,,13.29,,,,,,,,0.843
2015/12/28,10.18,23.8,10.1827,7.5345,11.0877,7.8635,12.3395,14.7447,6.7877,6.621,5.4121,8.7737,,,12.62,,,,,,,,0.759
2015/12/29,10.22,24.81,9.9408,7.7872,10.3283,7.9232,12.6062,14.8809,6.7758,6.621,5.4121,9.6513,,,13.03,,,,,,,,0.784
2015/12/30,10.4,25.99,10.1007,7.9406,10.3204,7.953,12.7395,15.0893,6.7758,6.5826,5.4121,10.6165,,,13.09,,,,,,,,0.8
2015/12/31,10.1,25.9,10.3231,7.6247,10.6702,7.8934,12.4558,14.6405,6.7758,6.8296,5.4121,11.6786,,,12.66,,,,,,4.3416,,0.789
2016/1/4,9.1,23.89,9.3907,6.9209,9.6048,7.1378,11.2358,13.1764,6.7758,6.1489,5.4121,12.8466,,,11.39,,,,,,4.7753,,0.717
2016/1/5,8.59,26.28,9.933,6.5149,9.0363,7.0682,11.4032,12.5887,6.7758,5.8414,5.4121,14.131,,,10.56,,,,,,5.2535,,0.709
2016/1/6,8.94,27.99,10.2997,6.754,9.2391,7.2174,11.3209,12.9841,6.7758,5.9677,5.4121,15.5435,,,10.88,,,,,,5.7793,,0.712
2016/1/7,8.05,25.19,9.5155,6.1178,8.3167,6.5414,10.1888,11.6857,6.0986,5.3693,5.4121,17.0974,,,9.79,,,,,,6.3575,,0.646
2016/1/8,8.06,26.6,10.0656,6.2712,8.2889,6.6507,9.5873,11.7124,5.766,5.265,5.4121,18.8069,,,9.86,,,,,,6.993,,0.652
2016/1/11,7.25,23.94,9.5779,5.6441,7.462,6.1139,8.6283,10.5422,5.1878,4.7379,5.4121,17.4217,,,8.87,,,,,,7.692,,0.587
2016/1/12,7.29,21.55,8.7352,5.7434,7.2116,6.2332,9.4908,10.5556,5.1125,4.8313,5.4121,15.6796,,,8.88,,,,,,8.4608,,0.589
2016/1/13,6.92,19.4,7.8613,5.4591,7.132,6.0244,8.9347,10.0987,5.0413,4.694,5.4121,14.1114,,,9.77,,,,,,9.3076,,0.607
2016/1/14,7.12,20.24,8.0603,5.7524,7.4183,6.2033,9.8285,10.6865,5.2036,5.0289,5.4121,14.3416,,,10.75,,,,,,10.2385,,0.644
2016/1/15,7.1,20.3,7.8067,5.6937,7.0804,5.9747,10.4016,10.2724,4.8947,4.8038,5.4121,12.9081,,,11.83,,,,,,11.1408,,0.657
2016/1/18,7.81,20.32,7.8184,5.793,7.2235,6.0542,11.4429,10.5636,4.9502,4.9575,5.4121,12.8427,,,13.01,,,,,,10.0272,,0.71
2016/1/19,8.59,21.28,8.3139,5.9825,7.5574,6.263,11.5621,11.0071,5.1007,5.1442,5.4121,13.5241,,,13.01,,,,,,9.7365,,0.71
2016/1/20,8.7,20.95,8.0096,5.9735,7.3348,6.2133,12.2572,10.8762,5.0413,4.9905,5.4121,12.8348,,,13.01,,,,,,9.1884,,0.71
2016/1/21,8.52,19.08,7.4361,5.6396,6.8379,6.2829,11.5904,10.4193,4.7641,4.8422,5.4121,11.8382,,,14.31,,,,,,8.2702,,0.695
2016/1/22,8.88,19.6,7.44,5.9058,7.0207,6.1536,12.0018,10.7666,4.8116,4.9411,5.4121,12.3077,,,15.74,,,,,,8.3512,,0.73
2016/1/25,8.85,19.95,7.5297,5.9509,7.0764,6.1536,11.8486,10.8495,4.8512,4.9575,5.4121,12.4372,,,16.42,,,,,,8.3099,,0.706
2016/1/26,7.97,17.96,6.9835,5.4862,6.3687,5.6069,10.8669,9.7648,4.368,4.4634,5.4121,11.1933,,,14.78,,,,,,7.4791,,0.635
2016/1/27,8.27,17.2,6.6831,5.414,6.1779,5.4677,10.2853,9.722,4.4156,4.436,5.4121,12.3129,,,16.26,,,,,,7.7476,,0.662
2016/1/28,7.94,15.7,6.9094,5.3012,5.844,5.1595,9.2582,9.0728,4.0789,4.134,5.4121,11.3268,,,17.89,,,,,,7.0152,,0.662
2016/1/29,8.38,16.86,7.2137,5.5042,6.0507,5.3285,9.3631,9.5377,4.4591,4.3536,5.4121,12.4594,,,17.89,,,,,,7.3409,,0.662
2016/2/1,8.06,17.16,7.0342,5.4862,5.8559,5.239,9.6611,9.4308,4.6769,4.2109,5.4121,12.9944,,,16.1,,,,,,7.4584,,0.613
2016/2/2,8.29,17.56,7.4868,5.6441,6.2296,5.3981,10.3222,9.8075,4.7918,4.5293,5.4121,13.1932,,,17.71,,,,,,7.603,,0.654
2016/2/3,8.26,17.39,7.5024,5.5809,6.2018,5.3583,10.1264,9.7835,4.7918,4.5458,5.4121,13.082,,,19.48,,,,,,7.5172,,0.685
2016/2/4,8.58,18.48,7.5687,5.6576,6.3608,5.4379,10.2115,10.2697,4.9145,4.6226,5.4121,13.4142,,,19.45,,,,,,7.9255,,0.677
2016/2/5,8.65,18.66,7.4244,5.6215,6.4483,5.408,9.4199,10.1308,5.0215,4.4964,5.4121,12.7132,,,18.61,,,,,,7.6729,,0.673
2016/2/15,8.58,18.77,7.2956,5.5629,7.0923,5.3385,9.7405,10.0052,5.1086,4.4469,5.4121,12.5405,,,19.38,,,,,,7.4664,,0.676
2016/2/16,9,20.1,7.7248,5.7749,7.7999,5.5671,10.1462,10.4728,5.4967,4.694,4.954,13.2089,,,19.58,,,,,,7.7857,,0.703
2016/2/17,9.2,19.85,8.1968,5.8607,8.5791,5.7162,11.162,10.7159,5.5244,4.8697,4.8933,13.6196,,,19.08,,,,,,8.0542,,0.699
2016/2/18,9.7,20.2,8.072,5.8923,8.9369,5.7063,11.5479,10.6357,5.6868,4.7818,5.0359,14.0224,,,20.99,,,,,,8.1638,,0.73
2016/2/19,9.5,20.44,8.1461,6.2036,8.7262,5.6963,11.6472,11.0285,5.56,5.0783,4.9206,14.3062,,,20.52,,,,,,8.078,,0.716
2016/2/22,9.63,20.71,8.3256,6.4066,8.766,5.8455,11.5564,11.2288,5.5561,5.1661,4.9692,14.3873,,,20.26,,,,,,8.4497,,0.724
2016/2/23,9.91,21.65,8.0954,6.357,9.1158,5.8057,11.8032,11.0231,5.6234,5.2375,5.0511,14.7143,,,19.59,,,,,,8.7166,,0.713
2016/2/24,9.75,21.88,8.1422,6.2938,8.7699,5.8156,10.8811,10.7934,5.6234,5.2156,4.9479,13.7059,,,19.38,,,,,,8.3957,,0.711
2016/2/25,8.78,19.69,7.3268,5.6667,7.8914,5.2589,10.8811,9.714,5.6234,4.694,4.4534,12.3352,,,17.44,,,,,,7.5585,,0.647
2016/2/26,8.88,19,7.1552,5.6937,7.4938,5.3285,10.8811,9.7434,5.6234,4.5952,4.238,12.016,,,17.45,,,,,,7.5315,,0.656
2016/2/29,8,18.02,6.6948,5.2651,6.7464,5.0203,10.8811,8.9366,5.0611,4.3371,3.8133,10.814,,,15.71,,,,,,6.7785,,0.614
2016/3/1,8.24,19.05,6.886,5.3915,7.4223,5.1496,10.8811,9.3079,4.8433,4.7709,3.8983,11.0142,,,16.4,,,,,,7.0248,,0.634
2016/3/2,8.65,20.96,7.2956,5.6306,8.1657,5.4876,10.8811,9.9411,5.1799,4.9246,4.1258,11.6537,,,16.98,,,,,,7.441,,0.665
2016/3/3,8.93,20.59,7.3463,5.7118,8.3366,6.0343,10.8811,9.8182,5.3343,4.8313,4.3594,11.4719,,,16.42,,,,,,7.4108,,0.659
2016/3/4,8.45,20.16,7.0459,5.5358,8.6745,5.7659,10.8811,9.3721,5.0452,4.6391,3.9498,12.619,,,14.78,,,,,,6.9278,,0.632
2016/3/7,8.8,20.66,7.3346,5.6847,8.7938,5.7858,10.8811,10.3098,5.3106,4.7324,4.0712,13.0663,,,15.51,,,,,,7.0946,,0.648
2016/3/8,8.64,21.61,7.2644,6.0096,8.9051,5.6963,10.8811,10.7292,5.271,4.705,4.0682,12.687,,,16.24,,,,,,7.0549,,0.654
2016/3/9,8.53,20.9,7.0693,6.0005,8.9687,5.5174,10.8811,10.235,5.1086,4.5458,3.9498,13.0794,,,15.43,,,,,,7.1931,,0.637
2016/3/10,8.29,20.25,6.9796,5.9374,8.5751,5.408,10.8811,9.877,5.0967,4.4964,3.9043,12.6595,,,15.65,,,,,,6.9692,,0.634
2016/3/11,8.4,20.45,7.1201,5.8201,8.3724,5.4478,10.8811,9.8022,4.9462,4.4964,3.8801,12.8073,,,14.86,,,,,,6.9755,,0.64
2016/3/14,8.55,21.58,7.3736,6.2306,9.2112,5.6665,10.8811,10.2884,5.1442,4.6885,4.0651,13.6013,,,15.41,,,,,,7.2757,,0.652
2016/3/15,8.66,21.82,7.2137,6.3524,9.5929,5.6765,10.8811,10.1522,5.0571,4.6171,4.053,13.2573,,,15.44,,,,,,7.2678,,0.651
2016/3/16,8.32,21.33,7.2371,6.3073,9.9189,5.5572,10.8811,9.9037,4.9621,4.5732,3.968,13.0362,,,14.89,,,,,,7.0788,,0.64
2016/3/17,8.45,22.56,7.4751,6.4652,10.9127,5.7361,10.8811,10.3044,5.1244,4.7928,4.1501,13.8628,,,15.49,,,,,,7.4997,,0.651
2016/3/18,8.67,23.31,7.8223,6.7404,10.8372,5.8653,10.8811,10.7426,5.3779,4.9685,4.329,14.2775,,,15.77,,,,,,7.7476,,0.687
2016/3/21,8.96,23.19,7.9198,6.8352,11.5806,6.2133,10.8811,10.9269,5.5125,5.4681,4.4656,14.4488,,,17.35,,,,,,7.9144,,0.722
2016/3/22,8.75,22.83,7.9393,7.0292,11.1195,6.094,10.8811,10.8067,5.6234,5.5504,4.3928,15.2636,,,19.09,,,,,,7.8429,,0.738
2016/3/23,8.89,22.87,8.1812,7.0472,11.3302,6.6308,10.8811,11.5468,5.5482,6.0665,4.411,16.79,,,18.74,,,,,,8.1288,,0.726
2016/3/24,8.53,21.81,8.1929,7.3044,10.9724,6.3723,10.8811,11.7952,5.4056,5.8195,4.2471,16.6514,,,18.06,,,,,,8.0494,,0.706
2016/3/25,8.62,21.7,8.2749,7.2503,11.4812,6.4817,10.8811,11.6029,5.4254,5.6822,4.2896,16.3362,,,17.52,,,,,,7.8731,,0.71
2016/3/28,8.5,22.65,8.0603,7.0337,11.1831,6.5215,10.8811,11.5628,5.4096,5.6438,4.3139,16.7155,,,17.21,,,,,,7.9541,,0.707
2016/3/29,8.2,22.49,7.8418,7.0608,10.9445,6.2332,10.8811,11.1353,5.2868,5.4242,4.1683,15.9569,,,17.41,,,,,,8.0367,,0.708
2016/3/30,8.43,22.96,8.2944,7.5616,12.0378,6.5016,10.8811,11.8967,5.5086,5.6877,4.4413,17.5525,,,17.93,,,,,,8.2988,,0.719
2016/3/31,8.33,22.54,8.2827,7.539,12.6421,6.6209,10.8811,12.0223,5.4848,5.7371,4.4019,18.7035,,,17.44,,,,,,8.3671,,0.714
2016/4/1,8.32,22.08,8.548,7.9541,11.9861,6.7104,10.8811,12.8211,5.3462,5.6053,4.4019,19.3706,,,16.76,,,,,,8.3099,,0.71
2016/4/5,8.5,22.24,8.7821,8.1255,12.3121,6.7601,10.8811,13.139,5.465,5.803,4.4019,19.3706,,,17.29,,,,,,8.6578,,0.716
2016/4/6,8.52,21.78,8.8991,8.5857,12.5586,6.7203,10.8811,13.2245,5.4967,6.0006,4.4019,19.3706,,,16.96,,,,,,9.1773,,0.713
2016/4/7,8.33,22.1,8.6221,8.4594,11.7754,6.4817,10.8811,12.8639,5.3462,5.7426,4.4019,19.3706,,,17.19,,,,,,9.001,,0.713
2016/4/8,8.18,21.21,8.5636,8.1616,11.2268,6.4519,10.8811,13.2245,5.3106,5.6603,4.4019,19.3706,,,16.32,,,,,,9.001,,0.705
2016/4/11,8.33,21.69,8.7938,8.4368,11.9066,6.77,10.8811,13.9886,5.4294,5.8689,4.4019,19.3706,,,16.51,,,,,,9.9017,,0.71
2016/4/12,8.14,21.82,8.8757,7.6157,11.2864,6.6706,10.8811,13.4222,5.461,5.9567,4.4079,19.3706,,,16.68,,,,,,9.9096,,0.714
2016/4/13,8.25,22.16,8.8952,7.6563,11.5409,6.7601,10.8811,13.3848,5.5402,6.094,4.4201,19.3706,,,16.87,,,,,,10.2178,,0.716
2016/4/14,8.43,24.38,9.1761,7.7781,11.9265,6.7998,10.8811,13.9859,5.6432,6.072,4.4716,19.3706,,,16.82,,,,,,11.2393,,0.718
2016/4/15,8.73,23.17,9.3439,7.6518,11.847,7.0682,10.8811,12.8585,5.964,5.9842,4.4868,19.3706,,,17.02,,,,,,11.2726,,0.718
2016/4/18,8.46,22.5,8.981,7.5623,11.8748,6.8595,10.8811,12.5566,6.2174,5.8689,4.596,19.3706,,,16.11,,,,,,11.028,,0.703
2016/4/19,8.71,22.33,9.1722,7.3533,12.3399,7.1378,10.8811,12.6688,6.063,6.0391,4.5323,19.3706,,,16.2,,,,,,11.4251,,0.704
2016/4/20,8.6,20.46,8.6845,6.7563,11.3699,6.7799,10.8811,11.7925,5.9719,5.534,4.3624,19.3706,,,15.18,,,,,,10.3195,,0.671
2016/4/21,8.85,20.4,8.7274,6.5473,10.4198,6.6308,10.8811,11.7765,5.8293,5.3583,4.2168,19.3706,,,15.2,,,,,,9.8381,,0.669
2016/4/22,8.96,20.52,8.7664,6.7364,10.7259,6.6308,10.8811,12.0089,5.9759,5.4791,4.2532,19.3706,,,15.18,,,,,,10.3147,,0.67
2016/4/25,8.75,19.85,8.6728,6.7364,10.7418,6.6408,10.8811,11.8887,5.8333,5.6218,4.3017,19.3706,,,14.67,,,,,,10.3004,,0.663
2016/4/26,9.24,20.11,8.8094,6.8856,10.8929,6.7799,10.8811,12.0704,6.1065,5.6218,4.3139,19.3706,,,14.73,,,,,,10.2798,,0.668
2016/4/27,9.02,20.21,9.0278,6.6966,10.5748,7.3267,10.8811,12.0009,6.1937,5.5614,4.4929,19.3706,,,16.2,,,,,,10.3004,,0.688
2016/4/28,9.04,19.82,8.9108,6.6468,11.0479,7.3267,10.8811,12.3322,6.0313,5.4955,4.6931,19.3706,,,16.48,,,,,,10.4164,,0.683
2016/4/29,8.91,19.41,8.9303,6.5772,10.8849,7.3267,10.8811,12.2387,6.0234,5.4352,4.5566,19.3706,,,15.73,,,,,,10.5562,,0.676
2016/5/3,9.22,19.97,9.141,6.7961,11.2427,7.3267,10.8868,12.5379,6.1343,5.6877,4.6354,19.3706,,,15.97,,,,,,10.9756,,0.685
2016/5/4,9.19,20.24,8.9654,6.806,11.7078,7.3267,10.7534,12.5459,6.2531,5.6548,4.6506,19.3706,,,15.75,,,,,,11.1186,,0.684
2016/5/5,9.45,20.37,8.8952,6.8657,12.8806,7.3267,11.5195,12.9333,6.2174,5.6438,4.6749,19.3706,,,15.66,,,,,,11.2726,,0.681
2016/5/6,9.18,20.33,8.5285,6.8558,13.0794,7.3267,10.6116,12.6234,5.9323,5.3034,4.4595,19.3706,,,14.69,,,,,,11.0566,,0.663
2016/5/9,9.12,18.3,7.994,6.1991,11.7874,7.3267,10.2058,11.9074,5.3858,4.974,4.147,19.3706,,,13.48,,,,,,10.6594,,0.649
2016/5/10,8.49,17.73,7.9979,6.1394,12.2147,7.3267,10.2881,11.7979,5.4967,4.952,4.1622,19.3706,,,14.15,,,,,,10.275,,0.649
2016/5/11,8.19,17.69,8.0681,6.1593,11.0419,7.3267,9.2582,11.5948,5.4333,4.8038,4.1046,19.3706,,,13.77,,,,,,10.2003,,0.627
2016/5/12,7.99,17.43,8.1305,6.1692,10.6444,7.3267,9.349,11.2048,5.3977,4.8313,4.0621,19.3706,,,13.48,,,,,,9.7714,,0.616
2016/5/13,8.03,17.55,8.1812,6.0697,10.1673,7.3267,9.0167,11.2742,5.3502,4.8863,3.9468,19.3706,,,13.56,,,,,,9.943,,0.614
2016/5/16,8.14,17.86,8.2437,6.1394,10.5748,7.3267,9.1388,11.4132,5.4571,4.9855,4.056,19.3706,,,13.71,,,,,,10.383,,0.617
2016/5/17,8.15,17.87,8.1344,6.0697,10.6444,7.3267,8.9599,11.5013,5.564,4.9304,4.0833,19.3706,,,13.74,,,,,,11.2062,,0.615
2016/5/18,7.67,16.8,7.7248,5.8309,9.9586,7.3267,8.1079,10.7132,5.3026,4.7101,3.8922,19.3706,,,15.11,,,,,,10.0848,,0.613
2016/5/19,7.62,16.9,7.8808,5.8508,10.0381,7.3267,8.0909,10.8735,5.25,4.7101,3.8892,19.3706,,,14.82,,,,,,9.6036,,0.61
2016/5/20,7.63,17.3,7.9472,5.9403,10.2568,7.3267,7.9489,10.9857,5.386,4.7707,3.9498,19.3706,,,14.26,,,,,,9.4962,,0.606
2016/5/23,7.67,17.49,8.3256,6.0399,10.5152,7.3267,8.6447,11.1754,5.4431,4.8257,4.1228,19.3706,,,14.38,,,,,,9.6593,,0.611
2016/5/24,7.57,17.01,8.4192,5.9005,10.1375,7.3267,8.3067,10.9376,5.3114,4.7707,4.1046,19.3706,,,13.91,,,,,,9.2775,,0.604
2016/5/25,7.56,17.12,8.6182,5.8707,9.9686,7.3267,8.2102,10.9964,5.2807,4.8257,4.0621,19.3706,,,13.47,,,,,,9.1861,,0.571
2016/5/26,7.46,17.2,8.8952,5.9105,10.3363,7.3267,8.301,11.1139,5.4212,4.8368,4.0377,19.3706,,,13.26,,,,,,10.1047,,0.534
2016/5/27,7.53,17.1,8.8094,5.8806,10.3264,7.3267,8.2755,11.2849,5.3114,4.7872,4.0194,19.3706,,,13.18,,,,,,9.9973,,0.531
2016/5/30,7.39,17.7,8.6923,5.8408,10.0282,7.3267,8.1874,11.1674,5.3465,4.8037,3.9462,19.3706,,,12.99,,,,,,9.5121,,0.526
2016/5/31,7.74,18.41,9.0239,6.0896,10.5748,7.3267,8.5964,11.8246,5.5967,5.0351,4.1353,19.3706,,,13.69,,,,,,9.9655,,0.555
2016/6/1,7.73,18.35,8.9927,6.1692,10.9525,7.3267,8.94,11.8406,5.7679,5.0406,4.2512,19.3706,,,13.68,,,,,,10.1524,,0.554
2016/6/2,7.81,18.33,9.2697,6.219,11.6581,7.3267,9.2212,12.3349,5.7855,5.0626,4.3,19.3706,,,13.95,,,,,,10.5381,,0.559
2016/6/3,7.81,18.38,9.18,6.2488,11.5389,7.3267,9.028,12.7062,5.825,5.1122,4.3426,19.3706,,,13.73,,,,,,10.7966,,0.557
2016/6/6,7.84,18.37,8.9693,6.2886,11.6283,7.3267,9.0593,12.602,5.8821,5.0351,4.2817,19.3706,,,13.88,,,,,,10.5779,,0.559
2016/6/7,7.87,19.56,9.0551,6.2389,11.9066,7.3267,8.9173,12.8826,5.7811,5.1122,4.2451,19.3706,,,13.73,,,,,,10.8642,,0.557
2016/6/8,7.76,18.85,8.9537,6.1394,11.4892,7.3267,8.8293,13.0562,5.7679,5.0461,4.2207,19.3706,,,13.41,,,,,,10.5421,,0.554
2016/6/13,7.3,17.46,8.4738,5.9204,10.7338,7.3267,7.946,12.0223,5.6582,4.8147,3.9096,19.5085,,,13.35,,,,,,9.5559,,0.525
2016/6/14,7.42,17.52,8.4075,5.8906,10.9724,7.3267,7.7075,11.862,5.4431,4.7431,3.9462,20.2294,,,13.18,,,,,,9.703,,0.525
2016/6/15,7.64,18.01,8.5597,6.0697,11.6283,7.3267,7.9517,12.3669,5.5616,4.8918,4.2085,20.643,,,13.65,,,,,,10.0212,,0.538
2016/6/16,7.65,17.77,8.4855,6.2787,11.6283,7.3267,7.7984,12.1692,5.5221,4.8313,4.1536,22.7073,,,13.5,,,,,,9.7428,,0.533
2016/6/17,7.7,18.01,8.4777,6.6767,11.6581,7.3267,7.7813,12.5059,5.5528,4.8808,4.1963,21.5767,,,13.61,,,,,,9.9019,,0.538
2016/6/20,7.53,18.23,8.5246,6.7463,11.7078,7.3267,7.7217,12.6528,5.5397,4.8918,4.2085,20.9306,,,13.36,,,,,,10.045,,0.536
2016/6/21,7.34,17.96,8.466,6.4677,11.1811,7.3267,7.7643,12.2467,5.5616,4.8423,4.117,19.3036,,,13.18,,,,,,9.6792,,0.536
2016/6/22,7.53,18.25,8.5441,6.7762,11.2904,7.3267,7.8239,12.5326,5.6187,5.0957,4.2695,19.6148,,,13.38,,,,,,9.8263,,0.544
2016/6/23,7.48,18.34,8.7391,6.816,11.847,7.3267,8.6077,12.3482,5.746,5.0681,4.3304,18.9294,,,13.77,,,,,,9.6951,,0.55
2016/6/24,7.42,17.93,8.6962,6.7463,11.3699,7.3267,8.3323,12.0009,5.588,5.0736,4.1902,19.3863,,,13.35,,,,,,9.8303,,0.545
2016/6/27,7.53,18.51,9.1761,6.8458,11.6283,7.3267,8.4175,12.3242,5.7109,5.1783,4.2756,20.2097,,,13.95,,,,,,10.2399,,0.558
2016/6/28,7.82,18.72,9.2112,6.9055,11.7277,7.3267,8.585,12.7517,5.7548,5.1893,4.3731,19.8867,,,15.35,,,,,,10.2001,,0.582
2016/6/29,7.8,18.93,9.1878,6.7961,11.6283,7.3267,8.4856,13.0669,5.8733,5.1122,4.3365,20.3358,,,15.48,,,,,,10.6534,,0.58
2016/6/30,7.83,18.86,9.3321,6.816,11.4296,7.3267,8.4799,12.5566,6.084,5.1893,4.3365,18.9175,,,14.72,,,,,,10.3353,,0.58
2016/7/1,7.74,18.82,9.3126,6.7165,11.2507,7.3267,8.3664,12.4124,6.1498,5.4538,4.3365,19.0278,,,14.42,,,,,,10.2438,,0.578
2016/7/4,7.83,19.78,9.7145,6.8458,11.4097,7.3267,8.5197,12.5433,6.1454,5.63,4.3365,19.3036,,,14.55,,,,,,10.4864,,0.588
2016/7/5,7.79,19.41,10.2295,6.8657,11.6581,7.3267,8.5623,12.375,6.1279,5.5915,4.3365,20.2648,,,14.57,,,,,,10.7847,,0.589
2016/7/6,7.93,19.32,10.2724,6.8956,11.4892,7.3267,8.5225,12.8612,6.1454,5.6025,4.7696,19.8394,,,14.33,,,,,,11.417,,0.583
2016/7/7,7.84,19.14,10.1827,7.0249,11.678,7.3267,8.3493,12.5178,6.0357,5.7016,4.7513,19.4651,,,14.6,,,,,,11.2022,,0.589
2016/7/8,7.83,19.19,9.8237,6.8359,11.4594,7.3267,8.2726,12.6466,5.9084,5.6466,4.6537,19.5006,,,14.29,,,,,,11.6595,,0.586
2016/7/11,7.77,19.39,9.773,6.7662,11.4494,7.3267,8.585,12.1798,5.8908,5.5088,4.5744,18.8821,,,14.3,,,,,,11.1585,,0.584
2016/7/12,7.84,19.46,10.0773,6.7563,11.2805,7.3267,8.6333,12.0725,5.9611,5.5749,4.5927,18.5157,,,14.16,,,,,,11.2062,,0.585
2016/7/13,7.86,19.5,10.0773,6.7961,11.5091,7.3267,9.082,12.0081,6.0225,5.7347,4.611,18.5866,,,14.21,,,,,,11.071,,0.588
2016/7/14,7.92,19.47,10.0773,6.9055,12.662,7.3267,9.3149,13.21,6.005,5.6135,4.6476,18.7127,,,14.29,,,,,,11.413,,0.586
2016/7/15,7.84,19.68,10.0773,6.8259,12.4135,7.3267,9.3149,13.7948,6.1279,5.5915,4.6049,18.4921,,,14.19,,,,,,11.2698,,0.583
