ÈÕÆÚ,000010.SZ,002200.SZ,002310.SZ,002374.SZ,002431.SZ,002663.SZ,002717.SZ,002775.SZ,300197.SZ,300237.SZ,300355.SZ,300495.SZ,300536.SZ,300649.SZ,600610.SH,603007.SH,603316.SH,603359.SH,603388.SH,603717.SH,603778.SH,603955.SH,900906.SH
2017/5/12,5.35,22.75,17.0953,5.8707,10.4854,5.275,7.1254,11.5788,8.944,9.2769,9.2037,15.6076,11.9528,10.3805,7.88,20.5791,,,10.9488,25.8913,9.532,33.0467,0.444
2017/5/15,5.32,22.55,17.066,5.8707,10.4854,5.275,7.2424,11.3902,8.8649,9.1998,9.1671,15.1332,12.0344,11.4201,7.74,20.587,,,11.0433,25.6369,9.7985,32.3363,0.445
2017/5/16,5.39,22.68,17.7795,6.02,11.1513,5.3348,7.7247,11.6705,9.2338,9.332,9.7954,15.4989,12.4015,12.5635,7.91,21.6638,,,11.4772,26.8102,10.4228,35.5676,0.447
2017/5/17,5.42,22.62,17.7892,6.0598,11.4196,5.3747,7.5963,11.6058,9.0889,9.3099,9.71,15.3506,12.4234,13.8209,7.93,21.4896,,,11.4877,26.0892,10.9517,37.317,0.45
2017/5/18,5.53,22.95,18.0727,6.01,11.8867,5.4545,7.5906,11.6381,9.1086,9.1557,9.7039,16.2402,12.4391,15.202,8.05,22.1152,,,11.3302,27.1707,10.904,36.2552,0.453
2017/5/19,5.43,22.8,17.7208,6,11.8172,5.4046,7.5107,11.6759,9.023,9.018,9.5148,15.321,12.1568,16.7217,7.91,21.3748,,,11.1623,26.1811,10.6654,35.1628,0.448
2017/5/22,5.23,22,17.5449,5.83,11.6181,5.2451,7.7047,11.4495,8.9572,8.9849,9.2586,14.6983,11.4195,18.3949,7.54,19.3636,,,10.5009,24.1878,10.6694,32.5196,0.443
2017/5/23,5.01,19.8,16.284,5.57,11.6778,5.285,7.4593,10.781,8.0614,8.6599,8.5023,14.4314,10.3717,20.2363,7.19,19.621,,,9.7591,21.7705,10.045,30.6099,0.435
2017/5/24,4.95,18.8,16.2645,5.62,12.4543,5.6141,7.2795,10.8565,7.9758,8.5938,8.6731,14.8959,10.6697,22.2609,7.02,19.0232,,,10.0006,21.9825,10.8165,31.4502,0.43
2017/5/25,4.99,19.01,16.1178,5.71,12.2751,5.5941,7.1911,10.9158,7.9626,8.5938,8.7768,14.7971,10.4972,24.4885,7.05,19.0827,,,10.109,21.7634,11.1187,31.6564,0.436
2017/5/26,4.91,18.47,15.6389,5.76,12.0362,5.6141,7.2025,10.8673,8.1668,8.6379,8.5572,14.7081,10.4156,26.9389,7.05,18.4473,,,10.438,22.8307,11.0909,32.4967,0.433
2017/5/31,4.98,18.35,15.6584,5.78,11.6977,5.8434,7.2196,10.8619,7.7848,8.7976,8.5572,14.7675,10.1803,27.721,7.02,18.0601,,,10.5184,23.2195,10.737,32.153,0.433
2017/6/1,4.71,17.78,15.0622,5.61,10.7519,5.7736,6.8686,10.4522,7.9034,8.5277,8.0266,14.5203,9.4148,30.4931,6.63,16.2531,,,10.0286,23.2902,10.0729,29.8536,0.411
2017/6/2,4.95,18.33,15.2382,5.83,11.4488,5.9132,6.9029,10.5169,7.9034,8.423,8.2583,14.55,9.7317,27.4487,6.63,16.541,,,10.41,24.1666,10.9795,30.6481,0.411
2017/6/5,4.88,18.33,15.6389,5.83,11.7873,5.9232,7.0313,10.6139,8.1207,8.5387,8.301,14.7378,9.7882,26.7409,6.63,16.7098,,,10.7039,24.2373,12.0771,31.1752,0.411
2017/6/6,4.92,18.48,16.069,5.89,11.7973,5.8933,7.1825,10.6463,8.1932,8.5277,8.4596,14.6291,9.854,27.6517,6.63,16.9977,,,10.7144,23.7637,11.8862,30.9842,0.411
2017/6/7,5.41,18.89,16.5968,5.99,12.3647,5.9331,7.4194,11.0775,8.4303,8.7756,8.6609,15.2221,10.4187,30.4188,7.29,18.6955,,,11.2323,25.3259,13.0752,32.4967,0.443
2017/6/8,5.29,18.73,16.6848,5.99,12.5638,6.0229,7.6163,11.3093,8.3973,8.7701,8.7768,15.0838,10.5599,30.6911,7.46,20.5621,,,12.3555,25.8348,14.3808,32.871,0.436
2017/6/9,5.33,19.45,16.4013,6.01,12.076,5.8334,7.5107,11.1638,8.2327,8.715,8.7524,15.5187,10.7921,29.404,7.92,21.0982,,,13.2828,25.5662,14.0718,34.2308,0.442
2017/6/12,5.13,18.69,16.3524,5.81,12.1756,5.5941,7.4736,11.0991,8.0548,8.7701,9.033,14.807,10.1489,27.9536,7.58,20.0061,,,12.7264,25.5662,13.145,35.3156,0.431
2017/6/13,5.21,18.95,16.5284,5.85,12.2054,5.5642,7.5364,11.1853,8.2327,8.726,9.1183,14.8465,11.1654,28.7853,7.66,20.3933,,,13.0273,25.3329,13.3742,36.4767,0.435
2017/6/14,5.18,18.72,16.8607,5.87,12.5141,5.4246,7.602,11.1907,8.2393,8.8307,9.0939,14.8564,10.9678,28.9882,8.43,20.7209,,,12.1175,25.1845,13.8625,36.2475,0.447
2017/6/15,5.27,18.95,16.7141,5.96,12.1756,5.5542,7.5934,11.2446,8.5488,8.9464,9.3257,15.2221,11.294,29.9238,8.9,20.3536,,,12.3905,24.7957,13.9522,36.6982,0.449
2017/6/16,5.26,18.2,16.5479,6.02,12.0063,5.5343,7.679,11.2015,8.8188,9.0235,9.1984,15.3605,11.1183,29.107,8.67,20.4628,,,11.9181,23.8344,13.6433,35.2774,0.447
2017/6/19,5.24,18.41,16.7923,6.03,11.8869,5.6141,7.6876,11.2231,8.8188,9.0841,9.4041,15.6669,11.0932,27.226,8.5,20.7706,9.6958,,12.394,23.9687,13.3842,35.3232,0.444
2017/6/20,5.26,18.08,17.0855,6.01,11.9565,5.7636,7.7789,11.2662,8.8913,9.2328,10.0114,15.5977,10.9772,27.2062,8.5,20.1947,10.6634,,13.6327,24.2868,13.5137,36.8052,0.444
2017/6/21,5.23,18.06,17.0855,5.96,11.9466,5.6539,7.8503,11.1961,8.6937,9.4146,10.0604,15.4989,10.8109,26.2805,8.5,19.5891,11.7298,,13.1288,23.6507,13.1649,36.66,0.444
2017/6/22,5.12,17.54,16.6945,5.84,11.6977,5.4645,7.5991,10.8996,8.562,9.1998,9.7469,15.2123,10.5411,25.2112,8.5,19.0132,12.9047,,12.422,22.5904,12.4673,34.4447,0.444
2017/6/23,5.06,17.38,16.675,5.8,11.3592,5.4046,7.6847,10.8565,8.7934,9.2934,10.3347,15.2221,10.5411,24.8746,8.5,18.6558,14.1982,,12.8314,22.7954,12.1185,34.9718,0.444
2017/6/26,5.13,17.54,17.0562,5.87,11.4389,5.4844,7.8074,10.9643,8.8926,9.4807,10.4033,15.2716,10.7827,25.1172,8.5,18.8643,15.62,,12.6109,23.0711,12.3079,35.4989,0.444
2017/6/27,5.13,17.88,16.8998,5.88,11.2995,5.5044,7.8074,10.9158,9.0314,9.4972,10.3151,15.1035,10.7921,25.1419,8.5,19.1026,17.18,,12.7089,23.1841,12.1783,35.3461,0.444
2017/6/28,5.06,17.5,16.7434,5.77,11.0307,5.4445,7.622,10.8673,8.919,9.4256,10.4816,14.7477,10.6729,23.6618,8.5,18.348,18.898,,12.4815,22.5621,12.0487,34.2766,0.444
2017/6/29,5.09,17.44,16.7043,5.93,11.1302,5.4445,7.5991,10.8996,8.714,9.4477,10.5012,14.7279,10.8768,23.7806,8.5,18.3282,20.7838,,12.6634,22.9721,12.2879,34.2537,0.444
2017/6/30,5.05,17.26,16.3427,5.88,10.9709,5.4146,7.6476,10.9212,8.7802,9.5083,10.5208,14.7675,11.0117,23.5084,8.5,19.4004,20.9912,,13.1463,23.0498,11.9989,34.1315,0.444
2017/7/3,5.11,17.65,16.4795,5.91,11.2597,5.4346,7.9672,11.1099,9.124,9.5523,10.3151,14.8268,11.0619,23.8648,8.5,19.2118,19.8656,,12.9433,23.2266,11.969,34.2384,0.444
2017/7/4,5.09,17.45,16.6261,5.86,11.1999,5.4046,7.9045,11.1045,9.0314,9.3154,10.2367,14.718,10.9803,25.0974,8.5,19.4004,20.4185,,13.5417,23.0428,12.0388,34.2614,0.444
2017/7/5,5.15,17.44,16.7336,5.92,11.1302,5.4744,8.1071,11.1206,9.2496,9.3597,10.2269,14.8366,11.2313,25.1518,8.28,19.6288,21.4947,,13.6537,23.4245,12.0288,35.01,0.435
2017/7/6,5.14,17.45,17.0562,5.92,11.0207,5.4445,8.1071,11.0506,9.2231,9.4481,10.9224,14.8663,10.9772,24.5182,8.12,19.4997,20.616,,13.4647,23.4315,11.8395,35.5676,0.434
2017/7/7,5.28,18.18,17.1148,5.92,10.7918,5.4844,8.1071,11.1152,9.2826,9.426,10.9322,14.8564,11.4854,24.7954,8.07,19.7182,19.9545,,13.7621,24.6119,11.5205,36.576,0.436
2017/7/10,5.22,18.91,17.7795,5.96,10.9112,5.4346,8.1071,10.8619,9.1835,9.5532,10.7559,14.3128,10.974,23.2559,8.19,18.7749,18.0686,,13.7586,23.6082,11.1717,35.4454,0.438
2017/7/11,5.13,18.46,17.3885,5.87,10.6225,5.3947,8.1071,10.8349,9.0645,8.8455,10.3053,14.1546,10.494,21.8117,8.43,18.8147,17.8909,,12.8839,22.9297,10.8827,34.7273,0.442
2017/7/12,5.1,18.23,17.6035,5.77,10.7718,5.3947,8.1071,10.6085,9.0909,9.0224,10.5012,14.1843,10.2901,22.4321,8.23,18.5069,17.9896,,13.2198,22.9297,11.391,34.9107,0.438
2017/7/13,5.1,18.48,18.1118,5.82,10.5528,5.4346,8.1071,10.6139,9.005,9.1164,10.5404,14.382,9.8991,21.4445,8.07,18.1395,17.2787,,13.2828,22.5056,11.0322,34.4141,0.436
2017/7/14,5.08,18.25,18.0336,5.77,10.3537,5.4744,7.4907,10.5492,8.5157,8.6741,11.0008,14.204,9.6894,23.5884,7.86,18.0502,17.1405,,13.6922,22.5339,10.9824,34.9489,0.433
2017/7/17,4.67,16.95,16.6261,5.4,9.3183,5.4744,6.7459,9.8539,8.0595,8.4143,10.0898,13.3935,8.7205,25.9458,7.07,16.2432,15.4521,,14.0316,20.3568,9.8861,31.7023,0.413
2017/7/18,4.72,17.27,16.959,5.4,9.4876,5.4744,6.8772,9.9832,8.1256,7.8504,10.4229,13.5022,8.7318,27.5141,7.05,16.5311,15.5311,,14.0316,20.7385,9.8662,31.3432,0.415
2017/7/19,4.75,17.38,17.0374,5.55,9.4975,5.4744,7.3994,10.1503,8.4099,7.773,10.462,13.5615,8.6128,28.457,7.18,16.6105,15.5311,,13.8111,20.7597,9.8861,30.9995,0.423
2017/7/20,4.78,18,16.8807,5.55,9.4776,5.4744,7.3423,10.145,8.4826,8.1324,10.6776,13.522,8.5108,27.8962,7.15,16.958,15.6792,,13.4612,20.5123,9.8662,31.03,0.423
2017/7/21,4.8,18.2,16.9199,5.52,9.6966,5.4744,7.4479,10.0749,8.6942,8.1102,11.6963,13.3243,8.3465,26.7002,7.12,16.8289,15.2744,,12.2505,19.8762,9.9758,30.2814,0.421
2017/7/24,4.86,18.15,17.429,5.6,9.7564,5.4744,7.4479,10.2042,8.7008,8.2208,11.4416,13.522,8.4032,29.3702,7.16,17.0474,15.4719,,12.9993,20.0246,9.9559,29.9605,0.424
2017/7/25,4.82,17.74,17.2136,5.56,9.5374,5.4744,7.4622,10.1557,8.6215,8.1655,11.4122,13.4923,8.4768,30.2833,7.34,16.8091,15.3336,,12.7859,19.8762,9.9659,29.9453,0.423
2017/7/26,4.84,17.28,16.8219,5.5,9.3681,5.4744,7.2967,10.0425,8.4298,8.1821,11.5102,13.4528,8.3238,31.3305,7.22,16.4417,14.9979,,12.9713,19.6429,9.7965,29.4716,0.421
2017/7/27,4.89,17.45,16.959,5.59,9.5473,5.4744,7.3052,10.3606,8.6149,8.4254,11.3731,13.7098,8.7375,34.4621,7.33,16.958,15.5015,,13.8846,20.1306,9.8961,29.9453,0.423
2017/7/28,4.9,17.22,16.6751,5.58,9.4975,5.4744,7.445,10.2635,8.6413,8.265,10.9518,13.779,8.5165,34.9881,7.25,16.6204,15.3139,,13.7237,20.0034,10.1652,29.2348,0.426
2017/7/31,4.91,17.25,16.7142,5.61,9.7365,5.4744,7.3994,10.2528,8.5091,8.1324,10.9812,13.7493,8.5335,34.5415,7.22,16.4318,15.1559,,13.8881,20.1801,9.9758,28.9827,0.424
2017/8/1,4.91,17.22,16.7632,5.73,9.9754,5.4744,7.4279,10.2474,8.3306,8.0771,11.1478,13.7691,8.5392,34.2784,7.29,16.3822,15.1954,,14.3745,20.378,10.1353,29.1355,0.424
2017/8/2,4.8,16.65,16.2442,5.74,9.8758,5.4744,7.1854,10.1773,8.1322,7.9167,10.658,13.5615,8.2898,36.0651,7.26,16.0744,14.8597,,14.21,19.6995,10.3147,28.0431,0.424
2017/8/3,4.88,16.47,16.3519,5.79,9.9953,5.4744,7.0883,10.1557,8.1455,8.1711,10.5796,13.6011,8.5052,35.3752,7.99,16.1737,14.9881,,13.6152,19.9044,11.3511,28.5091,0.451
2017/8/4,4.89,16.92,16.0876,5.74,9.7066,5.4744,7.0855,10.1234,8.1455,8.1876,10.1878,13.4726,8.3352,36.9385,8.07,16.0049,14.5438,,13.2828,19.4733,10.9027,28.4862,0.445
2017/8/7,4.89,16.73,16.4009,5.83,9.7663,5.4744,7.1768,10.145,8.1455,8.1158,10.3347,13.4232,8.4145,33.2462,7.88,16.0347,14.5832,,13.2758,19.4874,10.793,28.723,0.44
2017/8/8,4.91,16.56,16.3813,5.75,9.8958,5.4744,7.4593,10.0695,8.1455,8.0439,10.2661,13.5418,8.5108,31.3901,7.73,17.6431,14.4944,,13.3702,19.65,10.9625,28.6084,0.441
2017/8/9,4.89,16.36,16.5478,5.87,9.9555,5.4744,7.3851,10.1827,8.1455,8.0715,10.5698,13.5615,8.6185,30.5166,7.76,17.7523,14.3068,,13.2303,19.6146,10.9226,28.3945,0.443
2017/8/10,4.83,16.43,16.5771,5.91,9.7066,5.4744,7.3024,10.1072,8.1455,8.1047,10.3347,13.2947,8.7431,29.5389,7.56,16.8786,14.1192,,13.0378,19.2117,10.5937,27.791,0.441
2017/8/11,4.75,16.25,17.2136,5.69,9.7564,5.4744,7.2367,9.994,8.1455,8.055,10.1094,13.2947,8.6355,30.7548,7.4,16.2332,14.0205,,13.1043,18.7876,10.6734,27.707,0.439
2017/8/14,4.82,16.35,18.4082,5.93,10.075,5.4744,7.5335,10.1719,8.1455,8.1379,10.5796,13.6802,9.4968,31.132,7.5,16.4417,14.3265,,13.5942,19.0492,11.092,28.1119,0.444
2017/8/15,4.83,16.39,18.4082,5.88,10.1745,5.4744,7.505,10.2204,8.1455,8.16,10.6384,13.9372,9.7971,31.1419,7.59,16.5708,14.366,,13.8776,19.1623,10.8927,28.2417,0.445
2017/8/16,4.89,16.48,18.5746,5.94,10.0849,5.4744,7.6619,10.4899,8.1455,8.3203,10.9224,14.2831,9.7178,32.9037,7.57,16.7297,14.9782,,14.1261,19.5581,10.813,28.7994,0.443
2017/8/17,4.98,16.9,18.3005,6.13,10.2143,5.4744,7.7047,10.463,8.1455,8.3424,10.8049,14.3128,9.5648,32.2238,7.82,16.9878,14.8498,,13.9616,19.4803,10.9625,28.7536,0.448
2017/8/18,4.92,16.95,18.1144,6.18,10.1646,5.4744,7.6534,10.3929,8.1455,8.3093,10.7657,14.4511,9.3324,31.5638,7.78,16.5708,14.6524,,14.0001,19.4379,11.0522,28.4938,0.446
2017/8/21,4.95,17.67,18.4669,6.18,10.4533,5.4744,7.7019,10.4846,8.1455,8.348,10.7167,14.9651,9.4118,32.06,7.86,16.6701,15.0177,,14.0281,19.7772,11.1319,29.7085,0.448
2017/8/22,4.89,17.23,18.0753,6.1,11.2198,5.4744,7.8331,10.3767,8.1455,8.4033,10.8539,14.5302,9.2418,32.5464,7.72,16.2531,15.2448,,13.9406,19.3955,10.9525,29.1508,0.446
2017/8/23,4.91,17.16,18.4669,6.03,10.6325,5.4744,7.7104,10.436,8.1455,8.3646,11.1086,14.5105,9.3211,30.7697,7.57,16.2829,15.4521,,13.5767,19.4803,10.6236,29.4029,0.441
2017/8/24,4.98,17.03,18.3103,6.01,10.6225,5.4744,7.6334,10.5007,8.1455,8.3867,11.138,14.461,9.1001,30.6804,7.59,16.0545,15.699,,13.2198,19.657,10.5539,29.6321,0.438
2017/8/25,5,17.2,18.3886,6.07,10.6325,5.4744,7.7019,10.711,8.1455,8.5249,11.1478,14.5895,9.2928,31.529,7.85,16.3027,17.2689,,13.5697,20.0882,10.5937,29.8383,0.446
2017/8/28,5.04,17.37,19.0936,6.16,10.6723,5.4744,7.9958,11.1206,8.1455,8.5359,11.3241,14.807,9.5364,34.6804,7.8,16.5311,17.7724,,14.9274,21.0283,10.7133,32.8252,0.447
2017/8/29,5.08,17.58,18.2417,6.07,10.523,5.4744,7.9244,11.1853,8.1455,8.746,11.422,14.7279,9.5591,38.1495,7.91,17.1864,17.7329,,16.39,21.1979,10.7133,34.3683,0.447
2017/8/30,5.07,17.01,18.3788,6.01,10.513,5.4744,7.8959,11.4387,8.1455,8.7128,11.3633,14.6587,9.4458,40.4473,7.81,16.7594,17.0615,,15.7986,20.0953,10.8927,32.7641,0.448
2017/8/31,5.06,17.08,18.2123,6.04,10.4035,5.4744,7.9701,11.3848,8.1455,8.6852,11.2555,14.6093,9.6724,41.6086,7.79,16.9779,18.0785,,17.3803,20.4982,11.0223,33.1842,0.445
2017/9/1,5.04,17.03,18.4082,6.02,10.513,5.4744,7.8645,11.622,8.1455,8.6078,11.2555,14.7378,9.6724,40.9138,7.77,16.7396,17.7724,18.2624,17.5447,20.5264,10.9226,33.0085,0.445
2017/9/4,5.04,17.21,18.6334,6.51,10.8216,5.4744,8.0357,11.6435,8.1455,8.6189,11.3829,14.7477,9.6441,42.0006,7.81,16.819,17.3083,20.09,17.5517,20.1518,10.793,33.146,0.442
2017/9/5,5.15,17.21,19.1328,6.51,10.6623,5.5841,7.9672,11.4602,8.1455,8.4917,11.0498,14.7872,9.5138,43.1073,7.73,16.7197,17.6638,22.099,17.9611,20.7314,10.6435,32.5196,0.441
2017/9/6,5.15,17.24,19.074,6.58,10.5827,5.6141,7.9387,11.4387,8.1455,8.6741,11.0204,14.6587,9.5421,44.1446,7.7,16.5212,17.1208,24.3103,17.4397,20.5123,10.4542,31.9238,0.44
2017/9/7,5.11,17.9,18.7313,6.79,10.5329,5.644,8.0272,11.498,8.1455,8.5802,11.0694,15.5384,9.9671,46.7997,7.77,16.9878,16.8937,26.7449,18.1606,20.4628,10.524,32.4433,0.445
2017/9/8,5.23,17.91,18.7411,6.71,10.3637,5.6539,7.9102,11.4872,8.1455,8.4364,10.8441,15.2617,9.5931,48.9337,7.64,16.7793,16.6271,29.4165,19.2138,20.2225,10.3346,32.2523,0.45
2017/9/11,5.22,17.8,19.26,6.78,10.3836,5.6839,7.9701,11.6112,8.1455,8.5083,10.9029,15.3012,9.6498,53.8271,7.64,17.0672,17.2096,32.3603,20.7989,20.6254,10.3944,33.0926,0.45
2017/9/12,5.12,17.55,19.73,6.65,10.1446,5.624,8.0072,11.6651,8.1455,8.3811,10.8049,15.1233,9.4854,53.8271,7.64,16.7892,16.8048,35.597,18.7204,20.3922,10.225,32.2064,0.45
2017/9/13,5.09,17.64,19.6811,7.01,10.3438,5.6141,7.8617,11.4818,8.1455,8.4641,11.4514,15.2123,9.5704,53.8271,7.4,16.9481,17.0516,38.6873,18.8149,20.7032,10.2349,32.3592,0.442
2017/9/14,5.09,17.79,19.6811,7.09,10.3139,5.5742,8.2612,11.5141,8.1455,8.4862,11.471,15.5384,9.4288,53.8271,7.37,16.7495,16.943,35.7156,19.2978,20.4346,10.0954,32.2981,0.439
2017/9/15,5.1,18.1,20.2784,6.96,10.3438,5.5841,8.4067,11.3632,8.1455,8.4696,12.0784,16.0623,9.5421,53.8271,7.29,16.4517,17.6342,32.7998,18.8639,20.272,10.225,33.2072,0.434
2017/9/18,5.12,19.03,20.435,6.96,10.5528,5.634,8.7919,11.913,8.1455,8.735,12.1861,15.8152,9.5761,53.8271,7.29,16.6502,17.6342,32.8416,18.9724,20.3497,10.3446,33.5127,0.436
2017/9/19,5.15,19.01,20.4057,6.77,10.4433,5.5841,8.635,11.6974,8.1455,8.8179,12.1078,15.5681,9.5308,52.2489,7.34,16.7396,18.2365,32.5626,18.5595,20.3992,10.2051,32.7717,0.436
2017/9/20,5.14,19.01,20.2686,6.82,10.523,5.6141,8.6778,11.8537,8.1455,8.7405,12.0098,15.6373,9.6271,50.502,7.37,16.7793,17.9995,32.7579,18.647,20.4982,10.1652,33.0773,0.436
2017/9/21,5.09,18.63,20.0923,6.84,10.2542,5.5044,8.3553,11.6705,8.1455,8.5193,11.5984,15.2617,9.6271,51.8717,7.49,16.8885,17.2392,31.3976,18.6959,20.3003,10.0356,33.5127,0.439
2017/9/22,5.04,18.37,20.3763,6.65,10.1446,5.4645,8.3525,11.4818,8.1455,8.4143,11.8433,15.3506,9.5024,46.6806,7.44,16.8885,17.1405,30.8814,18.29,20.7032,10.1453,33.7113,0.436
2017/9/25,5.15,17.94,20.1609,6.68,9.9356,5.3049,8.1213,11.3416,8.1455,8.3977,11.4808,14.7279,9.2474,45.2612,7.31,16.7396,17.0714,31.3488,18.1396,20.6537,10.215,32.9092,0.434
2017/9/26,5.07,17.8,19.779,6.6,10.0351,5.3149,8.1898,11.2824,8.1455,8.442,11.7061,14.7081,8.9981,45.7079,7.16,16.6403,16.0643,28.8097,17.7862,19.9044,10.1054,31.5724,0.433
2017/9/27,5.18,17.87,19.779,6.67,10.055,5.3348,8.3953,11.3794,8.1455,8.4475,12.0196,14.8169,9.1738,46.6508,7.2,16.7098,16.1531,28.9003,18.4335,19.9398,9.9858,31.771,0.435
2017/9/28,5.1,17.76,19.965,6.68,10.0351,5.295,8.2212,11.3632,8.1455,8.2872,11.8629,14.5796,9.1285,43.9411,7.01,16.3921,16.0149,28.3493,18.4055,19.6429,9.7765,31.7252,0.432
2017/9/29,5.35,18.2,20.5721,6.66,10.1048,5.3448,8.4181,11.5519,8.9521,8.4033,12.6465,15.0244,9.3778,42.9485,7.03,16.5609,16.1729,27.5122,16.6069,19.8903,9.926,31.9085,0.434
2017/10/9,5.37,18.52,20.7386,6.6,10.1347,5.4046,8.4352,11.6327,9.3289,8.4475,12.6759,15.2617,9.4628,47.2464,7.15,16.6304,16.321,27.854,17.1598,19.9822,10.0057,32.4967,0.438
2017/10/10,5.5,18.5,20.7582,6.65,10.2442,5.4744,8.6122,11.8484,9.3289,8.5636,12.7249,15.4198,9.6554,51.971,7.22,16.9878,16.8147,29.1305,17.8666,20.6395,10.0954,33.4745,0.439
2017/10/11,5.5,19.07,20.8561,6.76,10.2741,5.4844,8.5208,11.8052,9.4942,8.7184,12.9306,15.232,9.7008,53.3705,7.37,17.5537,16.5975,28.3493,17.7757,20.4911,10.524,33.1613,0.443
2017/10/12,5.49,18.65,20.1217,6.67,10.3338,5.4445,8.381,11.6705,9.3488,8.652,12.6465,15.1134,9.6838,54.641,7.27,17.4346,16.7357,27.6447,18.8954,20.6042,10.2947,33.8259,0.441
2017/10/13,5.75,19.64,20.719,6.7,10.5329,5.5542,8.6607,12.0209,9.6661,8.8953,13.9102,15.9832,10.6527,54.9686,7.29,18.0204,17.6539,29.2282,19.5882,22.6682,10.5937,37.21,0.442
2017/10/16,5.57,18.85,20.6113,6.56,10.1944,5.4346,8.5551,12.1394,9.5868,8.9837,13.8906,15.2419,11.718,51.4747,7.17,17.3154,17.5848,29.4096,17.6427,23.3043,10.1353,40.9303,0.439
2017/10/17,5.5,18.69,20.8952,6.38,10.1048,5.4046,8.4838,12.0478,9.4678,8.9837,13.1461,15.3309,11.2873,51.7824,7.16,17.0374,18.1673,29.1096,17.4887,22.3713,9.9659,43.7568,0.438
2017/10/18,6.05,19.34,21.4631,6.31,10.2342,5.3947,8.6664,12.1287,9.6264,8.9948,13.6849,16.0821,12.4149,47.6632,7.12,17.236,18.1081,29.3747,17.0968,22.6682,10.1552,45.2617,0.438
2017/10/19,6.66,20.3,21.5904,6.2,10.0451,5.3548,8.5608,11.8861,9.5934,8.9285,13.5184,17.3572,13.6558,46.1843,7.07,17.0672,18.4932,28.0981,16.7189,22.2935,9.8762,43.3977,0.435
2017/10/20,7,19.92,21.189,6.26,10.055,5.4146,8.4324,11.816,9.5008,8.9063,13.4792,16.6653,12.6699,47.7228,7.27,17.0573,17.9008,27.9796,16.8029,21.8765,9.9459,40.8921,0.441
2017/10/23,7.47,20.14,21.8646,6.3,10.2641,5.634,8.7463,12.2796,9.8116,8.8179,14.1943,17.0211,12.4943,50.4524,7.26,17.6332,18.9375,28.9352,17.1738,22.7247,10.3944,42.0609,0.44
2017/10/24,6.92,19.49,21.9038,6.17,10.1148,5.5442,8.7748,12.1987,9.9769,8.8124,14.2531,16.7641,11.5763,51.5144,7.13,17.375,18.3155,28.8445,16.8589,22.0603,10.1453,39.6164,0.438
2017/10/25,6.71,20.19,22.0017,6.2,10.2342,5.5742,9.0003,12.533,10.1818,9.3818,14.3216,16.6752,11.514,56.6659,7.17,17.4346,18.4734,29.6258,17.3348,22.2441,10.1752,40.4337,0.438
2017/10/26,6.52,19.87,22.129,6.09,10.1546,5.5243,8.9831,12.506,10.1752,9.2767,14.1453,16.349,11.548,54.5914,7.19,17.9409,17.9403,30.6861,17.2298,22.2229,10.1054,40.5789,0.438
2017/10/27,6.32,20.88,22.0898,5.99,10.1944,5.4744,8.869,12.3281,9.957,9.0722,13.9396,16.1315,11.072,53.1025,7.14,17.6034,17.6737,30.2606,17.5727,22.8025,10.1552,41.4039,0.437
2017/10/30,6.02,20.43,21.6981,5.77,9.7862,5.3448,8.5922,11.9669,9.6264,8.3922,13.6555,15.232,10.9417,55.1869,7.07,16.7892,16.558,28.7957,16.208,21.1909,9.627,39.0969,0.434
2017/10/31,6.03,19.96,22.0115,5.78,9.7663,5.5044,8.6921,12.1448,9.719,8.3756,14.1551,15.489,11.1853,54.8892,7.18,16.819,16.9529,30.1839,16.25,21.4736,9.7068,41.0296,0.436
2017/11/1,6.02,19.14,21.5317,5.76,9.7564,5.3847,8.6122,11.8699,9.5074,8.3203,14.0669,15.4198,11.497,54.6112,7.17,16.6204,17.0418,31.4744,16.425,21.3464,9.627,42.3588,0.435
2017/11/2,5.81,17.75,20.6994,5.62,9.5075,5.3348,8.0728,11.5842,9.0909,8.2098,13.5771,14.9157,11.089,56.5964,7,16.1935,17.1208,31.7674,16.411,20.7809,9.4476,42.0074,0.427
2017/11/3,5.91,16.66,19.9748,5.45,9.3582,5.3049,7.9244,11.4548,8.7008,8.2374,12.7837,14.461,10.46,54.6708,6.95,16.1538,16.5086,31.4604,16.376,20.4275,9.1387,40.724,0.421
2017/11/6,5.94,16.81,20.5819,5.48,9.3781,5.3747,7.9901,11.8376,8.9124,8.2485,12.8816,14.8366,10.8454,55.0877,7.03,16.3325,16.7061,32.151,16.1451,22.4702,9.1487,41.3835,0.424
2017/11/7,6.15,16.92,20.5525,5.54,9.4776,5.3348,7.856,11.7298,8.8992,8.0771,12.3918,14.8861,11.4176,53.7775,7.04,16.3127,16.6369,31.4325,16.0051,23.0428,9.1287,43.2314,0.424
2017/11/8,6.17,16.73,20.435,5.63,9.4876,5.3348,7.8959,11.8915,8.7008,8.2319,12.2351,14.7675,11.616,55.1869,7.05,16.2729,16.9332,31.293,16.0191,23.0145,9.0889,42.595,0.425
2017/11/9,6.12,16.72,20.3567,5.64,9.398,5.4545,7.9159,12.064,8.7603,8.1379,11.902,15.0343,11.8823,53.2018,7.08,16.2332,17.0911,30.9372,15.9211,24.4776,9.0988,41.3375,0.425
