ÈÕÆÚ,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH
2015/6/17,12.8396,25.46,7.924,18.307,10.6805,17.5877,11.8999,11.7528,9.437,,,16.9762,,,8.1949,11.5911,15.674,14.9228,9.4656,8.8044,16.4184,8.6973,18.3635,17.0288,,13.7571,16.4936,17.2519,,,,,
2015/6/18,12.4314,24.3,7.7062,18.307,10.8237,17.5877,11.0099,11.7528,9.2588,,,15.8042,,,8.1574,11.5647,15.6348,14.4037,9.4517,8.5423,15.6644,8.5534,16.7101,15.6899,,13.042,15.3497,17.2519,,,,,
2015/6/19,11.1873,22,6.9414,18.307,10.1212,17.5877,9.9083,11.7528,8.3378,,,14.5748,,,7.3417,10.4725,14.088,12.966,8.579,7.6862,14.1024,7.6973,15.0843,14.1341,,11.734,13.8553,17.2519,,,,,
2015/6/23,10.8374,21.62,7.0576,18.307,9.4938,17.5877,9.8274,11.7528,8.4864,,,15.0861,,,7.2104,10.7367,13.6377,12.8395,9.1778,7.6764,13.8421,7.417,15.9249,14.6904,,11.8469,14.2335,17.2519,,,,,
2015/6/24,11.1095,23.56,7.3867,18.307,9.8484,17.5877,10.0701,11.7528,8.6943,,,14.8161,,,7.4167,11.1771,14.0293,13.4386,9.6745,7.8613,14.7128,8.0231,16.1299,15.0016,,12.2045,14.5103,17.2519,,,,,
2015/6/25,10.157,22.39,7.0527,18.307,9.2073,17.5877,10.1635,11.7528,8.4171,,,13.7418,,,6.9385,11.5294,13.06,12.2604,9.3217,7.4429,13.7613,7.4776,15.1888,14.1341,,11.5458,13.8,17.2519,,,,,
2015/6/26,9.1462,20.15,6.346,18.307,8.2866,17.5877,9.149,11.7528,7.5753,,,12.3688,,,6.2447,10.3801,11.758,11.0357,8.3886,6.7035,12.3879,6.9927,13.8563,12.9838,,10.586,14.5195,17.2519,,,,,
2015/6/29,8.2325,18.14,5.7119,18.307,7.4613,17.5877,8.2341,11.7528,6.9812,,,11.1336,,,5.6915,9.6584,10.5831,9.9974,8.4351,6.0322,11.1491,7.1139,13.2413,11.7863,,9.8709,15.9678,17.2519,,,,,
2015/6/30,8.9226,18.62,6.012,18.307,7.7955,17.5877,8.6138,11.7528,7.5159,,,11.7081,,,6.1228,10.4157,11.2684,10.856,9.2799,6.4992,12.0647,7.7276,14.5645,12.9083,,10.6707,16.359,17.2519,,,,,
2015/7/1,8.3394,16.8,5.4118,18.307,7.018,17.5877,7.7549,11.7528,6.9911,,,11.26,,,5.7758,9.5069,10.6027,10.004,9.201,6.0419,11.4453,7.0306,13.586,11.6731,,9.6827,14.7567,17.2519,,,,,
2015/7/2,7.5036,15.12,4.8696,18.307,6.3155,17.5877,6.9769,11.7528,6.4168,,,10.134,,,5.4102,8.8832,9.5454,9.0123,8.4768,5.5068,10.6643,6.326,13.5301,11.23,,8.8546,13.2847,17.2519,,,,,
2015/7/3,6.7551,13.61,4.3807,18.307,5.6813,17.5877,6.2798,11.7528,5.7731,,,9.2493,,,4.8663,7.9922,8.5957,8.2335,7.6273,4.9522,9.6679,5.6972,12.7567,10.1079,,7.9701,11.9525,15.526,,,,,
2015/7/6,6.3178,12.25,3.9451,18.307,5.1152,17.5877,5.6512,11.7528,5.4958,,,8.3301,,,5.3258,8.1348,7.7342,8.0738,6.8706,4.7576,8.9947,5.129,13.7631,11.0602,,8.2336,12.6326,13.9736,,,,,
2015/7/7,5.686,11.03,3.553,18.307,5.1152,17.5877,5.0849,11.7528,4.9512,,,7.4971,,,4.7913,7.3329,6.9608,7.2684,6.1835,4.2809,8.097,4.6138,15.1422,12.1446,,8.8358,13.8996,12.5774,,,,,
2015/7/8,5.1222,9.93,3.553,18.307,5.1152,17.5877,4.5745,11.7528,4.6343,,,7.4971,,,4.4069,6.6023,6.2657,6.5429,5.5661,3.8528,7.2891,4.1517,14.816,11.6637,,7.9513,14.4306,11.3198,,,,,
2015/7/9,5.6374,10.92,3.553,18.307,5.1152,17.5877,5.0351,11.7528,5.0997,,,7.4971,,,4.8476,7.2616,6.8923,7.1952,6.1232,3.8528,8.0162,4.5684,16.2977,12.8329,,8.7511,15.8746,12.4516,,,,,
2015/7/10,6.2011,12.01,3.553,18.307,5.1152,17.5877,5.5392,11.7528,5.6147,,,7.4971,,,5.3304,7.9922,7.5776,7.914,6.736,3.8528,8.8151,5.0229,17.8631,14.1152,,9.6262,17.095,13.6961,,,,,
2015/7/13,6.8232,13.21,3.553,18.307,5.1152,17.5877,6.0931,11.7528,6.1791,,,7.4971,,,5.8606,8.7941,8.3314,8.7061,7.4091,3.8528,9.6949,5.523,17.9563,14.5207,,10.586,16.9739,14.8387,,,,,
2015/7/14,7.5036,14.53,3.9063,18.307,5.1152,17.5877,6.5039,11.7528,6.288,,,8.2497,,,5.747,8.3308,8.4783,9.2253,7.2884,3.8528,10.2783,6.076,16.2604,13.1629,,9.7391,15.2877,15.1813,,,,,
2015/7/15,6.7551,13.08,4.0516,16.4783,5.1152,17.5877,5.8566,11.7528,5.8226,,,9.0769,,,5.179,7.5022,7.6265,8.3001,6.5596,3.8528,9.2505,6.0987,16.0461,12.8235,,8.7982,15.0082,14.7412,,,,,
2015/7/16,6.9787,14.06,4.2113,14.8343,5.1152,17.5877,6.0495,11.7528,6.0702,,,9.8927,,,5.4346,7.6804,7.6363,8.6662,6.5735,4.242,9.4688,5.6669,16.3442,12.8706,,8.8546,15.4088,13.965,,,,,
2015/7/17,7.5813,15.47,4.5356,13.3558,5.1152,17.5877,6.479,11.7528,6.4168,,,10.8808,,,5.8606,8.1882,8.1552,9.2719,7.0192,4.6701,10.1419,5.9169,17.0058,13.5212,,9.391,15.8187,14.6306,,,,,
2015/7/20,7.7757,15.91,4.5985,12.4025,5.1152,17.5877,6.5599,11.7528,6.3375,,,11.3921,,,5.8038,8.3753,8.2922,10.1971,7.3116,5.1371,11.1606,5.8033,16.8474,13.3703,,10.3319,16.1261,14.5309,,,,,
2015/7/21,8.1159,15.81,4.6857,11.1768,5.1152,17.5877,6.6968,11.7528,6.5653,,,12.5296,,,5.9553,8.3664,8.5762,9.9907,7.6087,5.6527,11.2698,5.97,18.534,14.7093,,10.2661,16.359,14.7,,,,,
2015/7/22,7.9604,15.56,4.7244,11.6729,5.1152,17.5877,7.369,11.7528,6.4663,,,12.6847,,,5.9648,8.3219,8.8307,10.237,7.6459,6.0322,11.5609,5.826,17.7606,14.4264,,10.0591,15.6417,15.4783,,,,,
2015/7/23,8.3394,16.31,5.1988,11.5951,5.1152,17.5877,7.842,11.7528,6.6247,,,12.8628,,,6.05,8.7317,9.3398,10.6164,7.7387,6.4019,12.1885,6.0836,17.7793,14.6244,,10.3884,15.7069,16.532,,,,,
2015/7/24,7.9701,15.75,5.2375,11.3325,5.6267,19.3456,7.537,11.7528,6.7237,,,12.1504,,,5.8891,8.8832,9.1636,10.1704,7.5019,6.1684,12.3431,6.2427,17.099,14.0587,,10.5201,15.2691,15.912,,,,,
2015/7/27,7.1731,14.18,4.7147,10.2041,6.1928,17.4138,6.784,11.7528,6.4663,,,10.9383,,,5.302,7.9922,8.2433,9.1521,6.7499,5.5554,11.3153,5.6972,15.3938,12.6537,,9.4662,13.7412,14.3205,,,,,
2015/7/28,6.8329,13.32,4.3952,9.1827,6.8134,15.6742,6.3607,11.7528,6.3375,,,10.944,,,5.1411,8.0902,7.4895,9.0123,6.6988,5.1857,11.6609,5.129,14.6483,11.6448,,8.8922,13.0239,14.6631,,,,,
2015/7/29,7.3869,14.06,4.7147,9.387,7.4954,15.72,6.9956,11.7528,6.7832,,,12.0413,,,5.463,8.5624,8.0964,9.6779,7.1584,5.6819,12.6888,5.5154,15.5429,12.5595,,9.5227,13.9462,16.1288,,,,,
2015/7/30,7.4258,13.51,4.584,8.5601,6.8816,16.0771,7.0329,11.7528,6.6841,,,12.4492,,,5.2926,8.0991,8.5468,9.2519,6.6988,5.5944,12.9343,5.1972,14.8067,12.0314,,9.0522,13.1543,17.5532,,,,,
2015/7/31,7.3675,13.61,4.5598,7.85,6.3633,16.0954,7.2196,11.7528,6.3375,,,13.2075,,,5.2263,8.1793,8.1356,8.7926,6.5735,5.3998,12.0975,5.0078,15.3472,12.3897,,9.2498,13.471,15.797,,,,,
2015/8/3,6.9884,12.25,4.2452,7.0718,6.3224,14.7404,7.3939,11.7528,6.2781,,,11.8862,,,5.3115,8.4555,7.4797,8.0804,6.2764,5.1176,11.197,4.629,15.3938,12.55,,9.5792,14.0207,14.9948,,,,,
2015/8/4,7.5327,13.25,4.5889,7.7819,6.8748,16.2144,7.9852,11.7528,6.7534,,,13.0754,,,5.5482,8.8297,8.1454,8.8126,6.7313,5.6138,12.3158,5.0911,15.7758,12.88,,9.8991,14.2536,16.4952,,,,,
2015/8/5,7.5327,13.1,4.5453,8.5601,7.1817,15.6376,7.9603,11.7528,6.7138,,,14.3852,,,5.5955,8.5624,7.9202,8.7061,6.7917,5.7598,13.1708,5.5987,16.0647,13.0686,,9.7768,14.0766,18.1451,,,,,
2015/8/6,7.8729,13.46,4.4049,8.2391,7.1408,14.9692,7.7238,11.7528,6.7039,,,14.1324,,,5.6808,8.3486,7.6657,8.5663,6.7406,5.5749,12.898,5.5987,15.459,12.484,,9.4192,13.5456,16.9548,,,,,
2015/8/7,7.9604,14.44,4.5889,8.5699,7.2635,15.4087,7.786,11.7528,6.7138,,,14.1612,,,5.7186,8.5981,7.9398,9.0123,6.8892,5.6527,13.1072,5.5987,15.6081,12.6349,,9.5886,13.8251,18.6503,,,,,
2015/8/10,8.3394,15.85,4.9132,9.0271,7.9933,16.9468,8.1781,11.7528,7.0208,,,14.8563,,,5.9364,9.097,8.5076,9.7045,7.3163,5.9252,14.417,5.5987,17.0897,13.8984,,10.3319,15.2038,19.5653,,,,,
2015/8/11,8.1548,16.05,4.9809,8.852,7.9933,17.7434,7.9789,11.7528,6.8723,,,15.787,,,5.8417,8.9277,8.7034,9.6646,7.2838,5.8765,14.3169,5.5987,16.5772,13.5872,,10.1249,14.915,20.4802,,,,,
2015/8/12,7.9798,15.99,4.9858,8.6769,7.9251,18.7138,7.5931,11.7528,6.694,,,14.9884,,,5.6524,9.1683,8.5076,10.6297,7.1074,5.7208,14.3715,5.5987,16.922,14.0115,,10.1626,14.943,19.2769,,,,,
2015/8/13,8.1742,16.22,5.3972,9.5426,8.0683,20.5816,8.1283,11.7528,6.7931,,,15.1493,,,5.747,9.4534,8.8992,11.6747,7.3952,6.0614,14.9172,5.5987,16.9406,14.1152,,10.3508,14.9896,20.4911,,,,,
2015/8/14,8.3103,16.77,5.7216,9.6982,8.0274,22.6416,8.6884,11.7528,6.7931,,,14.5346,,,5.7849,9.2396,9.7901,11.262,7.4602,6.0516,14.6262,5.5987,17.0338,14.2472,,10.5013,14.8685,19.8406,,,,,
2015/8/17,9.1462,18.29,6.2927,10.0484,7.9388,24.8572,9.5598,11.7528,7.0208,,,14.0463,,,6.1447,9.3198,10.7691,11.5948,8.2076,6.1197,14.708,5.5987,16.7077,14.0115,,10.4637,14.6262,18.7479,,,,,
2015/8/18,8.2325,16.46,5.6635,10.0582,7.1476,22.376,8.9934,11.7528,6.5356,,,12.8226,,,5.5293,8.3842,11.6209,10.4367,7.7294,5.5068,13.2345,5.5987,15.0583,12.6066,,9.4192,13.1636,16.9006,,,,,
2015/8/19,8.5533,16.35,5.9733,11.0601,7.1476,21.433,9.8959,11.7528,7.1892,,,13.3569,,,5.7754,8.4555,12.7859,10.8627,8.4768,5.7014,13.7985,5.5987,15.2074,12.7292,,9.4757,13.4617,18.182,,,,,
2015/8/20,7.9215,16.26,5.4166,9.9512,6.6088,19.2906,9.8896,11.7528,6.8129,,,12.6388,,,5.5009,7.9744,11.7971,10.0107,7.9383,5.5554,12.6251,5.5987,14.7229,12.2294,,8.8358,12.9773,17.0394,,,,,
2015/8/21,7.212,16.32,4.9374,8.959,6.1246,17.8715,8.9001,11.7528,6.2979,,,11.6564,,,5.179,7.4398,10.6517,9.2985,7.1445,5.2246,11.6154,5.5987,13.9588,11.692,,8.3088,12.4742,17.512,,,,,
2015/8/24,6.4927,14.69,4.4436,8.064,5.5107,16.0862,8.01,11.7528,5.7929,,,10.4902,,,4.6582,6.7003,10.6517,8.3666,6.4296,4.6993,10.4512,5.5987,12.561,10.5228,,7.4808,11.3004,15.7602,,,,,
2015/8/25,5.8415,13.22,3.9983,7.2567,4.9583,14.4749,7.2072,11.7528,5.8028,,,9.4389,,,4.1943,6.032,9.5845,7.528,5.7889,4.2323,9.4051,5.5987,11.3031,9.4667,,6.7374,10.1732,14.1839,,,,,
2015/8/26,5.8318,12.88,3.7224,6.5271,4.4604,14.9326,6.4852,11.7528,6.0306,,,9.8812,,,4.1185,5.8449,8.6251,7.5679,5.2087,4.1252,8.4683,5.5987,10.1755,8.5238,,6.154,9.3254,13.5118,,,,,
2015/8/27,6.1234,13.5,4.0032,6.3326,4.7469,16.425,6.5101,11.7528,6.5653,,,10.8693,,,4.3363,6.228,8.958,8.1204,5.7286,4.3198,9.3142,5.5987,11.1912,9.3724,,6.5869,10.1732,14.1753,,,,,
2015/8/28,6.6871,14.54,4.4049,6.9648,5.2243,17.9906,7.1636,11.7528,6.8327,,,11.5874,,,4.7056,6.7359,9.8587,8.8392,6.295,4.709,10.242,5.5987,12.3094,10.3059,,7.2455,11.1886,15.3808,,,,,
2015/8/31,6.5316,14.7,4.1871,6.8773,4.8901,18.4117,7.2507,11.7528,6.2979,,,10.8291,,,4.4499,6.825,10.8475,8.2535,5.84,4.5533,10.051,5.5987,12.8685,10.9282,,7.3302,11.3656,13.8436,,,,,
2015/9/1,5.8901,13.23,3.7708,6.1866,4.5696,16.5715,6.5288,11.7528,5.6642,,,9.7491,,,4.1943,6.7448,9.7608,7.4614,5.2551,4.1933,9.0504,5.5987,12.8685,10.9754,,7.462,11.8407,12.4603,,,,,
2015/9/2,5.5596,12.65,3.5578,5.5641,4.1944,15.7566,5.8753,10.5823,5.4463,,,9.6284,,,4.2038,6.825,8.7818,7.6478,4.8512,4.0085,8.5047,5.5987,13.4183,11.3808,,7.8948,12.9121,11.5258,,,,,
2015/9/7,5.754,13.58,3.7224,5.6808,4.2626,16.013,5.5516,9.525,5.1195,,,9.5078,,,4.27,6.5755,8.5076,7.7743,5.0972,4.1252,8.9413,5.5987,12.5983,10.6454,,7.3961,11.7942,11.851,,,,,
2015/9/8,6.1622,13.58,3.9983,6.138,4.5696,17.3314,6.1056,8.5715,5.6345,,,10.4557,,,4.5067,6.7626,9.0265,8.553,5.529,4.349,9.8326,5.5987,12.4399,10.5134,,7.4996,11.7755,12.6554,,,,,
2015/9/9,6.551,13.58,4.1629,6.5466,4.8355,17.9082,6.6657,8.4866,6.1989,,,11.5013,,,4.9612,6.9319,9.2517,8.6595,5.7657,4.6409,10.3875,5.5987,12.6915,10.7585,,7.6502,11.9525,13.102,,,,,
2015/9/10,6.3955,13.58,4.0032,6.5466,4.7537,18.0638,7.0205,7.637,5.9315,,,11.0876,,,4.715,6.8517,10.1817,8.3267,5.5615,4.4171,10.1692,5.5987,12.6076,10.6265,,7.6502,11.7383,12.9308,,,,,
2015/9/11,6.415,13.58,4.1048,6.5466,4.8287,17.8807,7.6864,7.3632,5.991,,,11.4726,,,4.715,6.825,10.7398,9.1587,5.7379,4.5241,11.1879,5.5987,12.5983,10.5605,,7.509,11.5799,13.024,,,,,
2015/9/14,5.7735,13.58,3.7224,6.5466,4.3445,16.0954,6.9769,6.6269,5.7731,,,10.3236,,,4.289,6.8161,9.6629,8.2402,5.1622,4.0766,10.0691,5.6442,13.5954,10.5605,,7.5937,11.9618,11.7209,,,,,
2015/9/15,5.2486,13.58,3.4126,6.5466,4.0921,14.484,7.4624,5.9661,5.3572,,,10.3983,,,4.0807,6.228,8.6936,7.528,4.8326,3.9015,9.0777,6.2056,12.9524,10.5605,,6.8315,10.7694,10.7865,,,,,
2015/9/16,5.7735,13.58,3.7563,6.5466,4.4741,15.9306,8.2092,6.4003,5.8919,,,11.4381,,,4.4121,6.7003,9.565,8.2801,5.3154,4.2614,9.9873,6.327,13.791,10.5605,,7.3679,11.5147,11.7621,,,,,
2015/9/17,5.6374,13.58,3.6353,6.5466,4.4059,15.6101,8.091,6.2304,6.0207,,,10.8923,,,4.2511,6.5577,9.2713,8.0405,5.3479,4.2906,9.9509,5.6973,13.8656,10.5605,,7.2832,11.6171,11.4629,,,,,
2015/9/18,5.8123,13.58,3.7176,6.5466,4.5491,15.6376,8.3835,6.4947,6.2385,,,11.5874,,,4.3079,6.5399,10.2013,8.0405,5.4918,4.242,10.3602,5.1435,14.0985,10.5605,,7.4149,11.8501,11.593,,,,,
2015/9/21,5.997,13.58,3.8289,6.5466,5.0061,16.3426,8.7258,6.7968,6.288,,,12.2941,,,4.4405,6.6379,10.4657,8.38,5.6543,4.3296,10.6604,5.2801,14.1824,11.3054,,7.6313,12.055,12.1394,,,,,
2015/9/22,6.0067,13.58,3.8144,6.5466,5.2379,15.9306,8.788,6.7213,6.4564,,,11.9838,,,4.4499,6.6557,10.1915,8.5197,5.5661,4.3101,10.5603,5.3863,14.024,11.6543,,7.5655,11.9991,12.2782,,,,,
2015/9/23,5.8123,13.58,3.6788,6.5466,5.197,15.5186,8.2777,6.4003,6.2682,,,11.9092,,,4.289,6.4151,9.8978,9.3717,5.529,4.135,10.6149,5.2346,13.2226,11.0414,,7.2549,11.6265,12.0765,,,,,
2015/9/24,5.8901,13.58,3.7369,6.5466,5.2175,15.9123,8.1221,6.4381,6.2781,,,12.1792,,,4.3552,6.4508,10.0153,9.1853,5.6311,4.4074,10.7968,5.4698,13.4276,11.1734,,7.349,11.7662,12.2868,,,,,
2015/9/25,5.6763,13.58,3.7611,6.5466,4.8287,15.4911,8.2403,6.0511,6.3177,,,11.4783,,,4.2227,6.3795,10.2992,8.8326,5.4733,4.4366,10.3602,5.0904,13.0363,10.7962,,7.3396,11.4867,11.6104,,,,,
2015/9/28,5.7443,13.58,3.8047,6.5466,4.8969,15.7108,7.8109,6.0699,6.4861,,,12.4722,,,4.2511,6.3973,10.1915,8.8792,5.6775,4.5922,10.815,5.5987,12.8685,10.6171,,7.1985,11.4495,12.0115,,,,,
2015/9/29,5.5499,13.58,3.6256,6.5466,4.9106,15.0791,7.5121,5.8528,6.5158,,,12.5124,,,4.1564,6.4419,9.4671,8.6462,5.4826,4.2906,10.9333,5.5456,12.4678,10.1833,,6.9256,11.0023,11.8424,,,,,
2015/9/30,5.7054,13.58,3.6353,6.5466,4.8833,14.8777,7.0391,5.8528,6.9317,,,12.5009,,,4.2227,6.3795,9.3496,8.5464,5.3479,4.2809,10.533,6.0767,12.6263,10.3153,,6.935,11.0582,11.7361,,,,,
2015/10/8,5.9581,13.58,3.8725,6.5466,5.1834,15.6193,7.2694,6.0888,7.3179,,,13.0409,,,4.3742,6.5577,9.9272,8.959,5.6172,4.5047,10.9333,6.3574,13.0363,10.6454,,7.1608,11.4122,12.2933,,,,,
2015/10/9,6.0067,13.58,3.8918,6.5466,5.2993,16.2785,7.537,6.2115,7.0307,,,12.8973,,,4.4026,6.629,9.7999,8.9524,5.7472,4.4658,10.9151,6.2587,13.0456,10.6454,,7.2267,11.4867,12.2912,,,,,
2015/10/12,6.1817,13.58,4.1435,6.5466,5.8313,17.1757,7.954,6.5231,7.1991,,,13.3339,,,4.5635,6.9141,10.3775,9.2319,6.165,4.7187,11.5427,6.7063,13.6047,11.1451,,7.5749,12.0457,13.217,,,,,
2015/10/13,6.415,13.58,4.1677,6.5466,6.4178,17.0018,8.0847,6.5608,7.1,,,13.3224,,,4.6298,6.9052,10.6223,9.4582,6.1928,4.6993,11.6154,6.6987,13.4742,11.0508,,7.5749,11.9432,13.3752,,,,,
2015/10/14,6.2594,13.58,4.4388,6.5466,7.0589,16.8278,7.8171,6.5986,7.001,,,12.8283,,,4.5351,6.7181,10.9062,9.1188,6.0443,4.6117,11.1334,6.0918,13.7351,11.1168,,7.4431,11.8501,13.5227,,,,,
2015/10/15,6.4636,13.58,4.5985,6.5466,7.2976,17.5877,8.0847,6.7402,7.2189,,,13.0926,,,4.6488,6.9319,11.0433,9.3983,6.3507,4.8063,11.4244,6.2284,13.9681,11.2771,,7.6407,12.0643,13.8262,,,,,
2015/10/16,6.5122,13.58,4.4824,6.5466,7.1271,17.7434,8.3648,7.4104,7.1991,,,13.0007,,,4.7245,7.1368,11.288,10.004,6.4389,4.7966,11.8883,6.3422,14.4433,11.6166,,7.8289,12.3065,13.811,,,,,
2015/10/19,6.4538,13.58,4.371,6.5466,7.3045,17.2032,7.9727,7.8258,7.308,,,12.7594,,,4.7056,7.0477,11.523,9.7844,6.346,4.7966,12.2976,6.2056,14.1172,11.3997,,7.7443,12.055,13.5097,,,,,
2015/10/20,6.6191,13.58,4.4388,6.5466,7.2226,17.5603,8.2901,7.7408,7.308,,,13.9888,,,4.734,7.3418,11.4349,9.8975,6.346,4.7966,12.2249,6.327,15.254,12.3049,,8.4029,13.2568,13.6744,,,,,
2015/10/21,6.1622,13.58,3.9935,6.5466,6.6497,15.8665,7.4624,6.9667,6.5752,,,12.5928,,,4.4594,6.9497,11.2684,8.9058,6.346,4.7966,11.006,5.9325,15.0863,12.4086,,8.45,14.2256,12.7074,,,,,
2015/10/22,6.3275,13.58,4.1387,6.5466,6.943,16.5074,7.5308,7.2216,6.7138,,,12.9835,,,4.5635,7.0834,12.3943,9.212,6.346,4.7966,11.2698,6.0918,14.9185,12.3897,,8.4876,14.3654,13.0782,,,,,
2015/10/23,6.4733,13.58,4.221,6.5466,7.1544,16.782,7.537,7.2877,6.7237,,,12.9835,,,4.6298,7.1725,12.316,9.4715,6.346,4.7966,11.7428,6.0994,14.6763,12.154,,8.3841,14.0114,13.3254,,,,,
2015/10/26,6.5316,13.58,4.2355,6.5466,7.093,17.3039,7.5619,7.6087,6.7336,,,12.9835,,,4.6298,7.1725,11.8852,9.4449,6.346,4.7966,11.5882,6.2436,14.639,12.1163,,8.3935,14.0114,13.6831,,,,,
2015/10/27,6.5024,13.58,4.2694,6.5466,6.9294,17.0659,7.3814,7.4482,6.6445,,,12.9835,,,4.715,7.0656,11.5621,9.3983,6.346,4.7966,11.4881,6.1677,14.434,11.89,,8.243,14.1698,13.54,,,,,
2015/10/28,6.4247,13.58,4.1484,6.5466,6.7179,16.7546,7.674,7.2877,6.7931,,,12.9835,,,4.6961,6.9052,11.1608,9.0988,6.346,4.7966,10.9696,5.9629,14.229,11.6731,,7.9701,13.4338,13.3991,,,,,
2015/10/29,6.551,13.58,4.3372,6.5466,6.9907,17.0292,7.5495,7.316,6.9119,,,12.9835,,,4.6677,6.9854,11.4153,9.2386,6.346,5.2733,11.0424,6.0008,14.2476,11.626,,8.0077,13.3127,13.6679,,,,,
2015/10/30,6.7065,13.58,4.2645,6.5466,6.7793,16.8461,7.3441,7.2311,6.7435,,,12.9835,,,4.6109,6.923,11.2684,9.1454,6.346,4.9911,10.8969,6.1298,14.2476,11.6071,,8.0454,13.4338,13.5812,,,,,
2015/11/2,6.5122,13.58,4.0806,6.5466,6.2678,16.1137,7.6055,6.929,6.8921,,,12.9835,,,4.7813,6.7626,10.73,9.0589,6.346,4.709,10.5512,6.2056,14.0985,11.6354,,7.9701,13.4617,14.2967,,,,,
2015/11/3,6.5413,13.58,4.0854,6.5466,6.1928,15.9764,7.4935,6.9195,6.7832,,,12.9835,,,4.6677,6.7092,10.8964,9.3118,6.346,4.6895,10.6604,6.016,14.0147,11.4657,,7.8384,13.5456,14.9536,,,,,
2015/11/4,6.9398,13.58,4.2887,6.5466,6.8134,16.782,7.8482,7.2877,7.1991,,,12.9835,,,5.018,7.0121,11.4545,9.8842,6.346,4.9036,11.2152,6.2587,14.5645,11.9654,,8.2053,14.2256,15.1726,,,,,
2015/11/5,7.0079,13.58,4.3517,6.5466,6.7657,18.2927,7.9354,7.2499,7.5159,,,12.9835,,,5.0559,7.3418,11.7188,9.7711,6.346,4.9133,11.3971,6.2512,15.282,12.5029,,8.817,15.5299,14.9103,,,,,
2015/11/6,7.0856,13.58,4.4049,6.5466,6.9362,18.9336,8.0225,7.3538,7.5952,,,12.9835,,,5.0559,7.4487,11.7677,9.8443,6.346,5.0009,11.4699,6.3649,15.3286,12.55,,8.8734,15.4274,16.1353,,,,,
2015/11/9,7.1634,13.58,4.4775,6.5466,6.9566,18.9977,8.1843,7.637,7.5159,,,12.9835,,,5.0653,7.4932,11.6698,9.8443,6.346,5.0009,11.4881,6.2512,15.2913,12.5595,,8.9675,15.4461,16.5472,,,,,
2015/11/10,7.0565,13.58,4.5211,6.5466,7.0385,19.0434,8.2154,7.5143,7.5357,,,12.9835,,,4.9896,7.3952,11.5817,9.7511,6.346,5.0301,11.5245,6.2587,15.0117,12.3426,,8.9299,15.092,16.274,,,,,
2015/11/11,7.0953,13.58,4.5356,6.5466,7.0999,18.8786,8.2901,7.6653,7.6645,,,12.9835,,,4.9991,7.3863,11.5034,9.9508,6.346,5.0982,11.5154,6.3649,14.9185,12.2954,,8.8452,15.1852,17.1239,,,,,
2015/11/12,7.0273,13.58,4.4243,6.5466,7.3318,18.9153,8.0038,7.9957,7.5357,,,12.9835,,,4.9517,7.2349,11.8461,9.7711,6.346,4.9911,11.2243,6.2056,14.7601,12.1351,,8.657,14.9896,17.7744,,,,,
2015/11/13,6.8718,13.58,4.4388,6.5466,7.5159,17.6884,7.7362,8.0523,7.2288,,,12.9835,,,4.9517,7.1279,11.3566,10.1238,6.346,4.9328,11.288,5.9856,14.3035,11.7768,,8.5441,14.6449,16.1765,,,,,
2015/11/16,6.9884,13.58,4.4969,6.5466,7.6318,19.4554,7.8171,8.0807,7.3575,,,12.9835,,,4.9707,7.217,11.6503,10.1238,6.346,5.0203,11.2334,6.0008,14.5272,11.956,,8.6758,15.1666,16.5906,,,,,
2015/11/17,6.9398,13.58,4.555,6.5466,7.284,18.7505,7.9042,7.8824,7.3179,,,12.9835,,,4.9517,7.2438,11.9929,10.0706,6.346,4.9522,11.197,5.9705,14.3781,11.8806,,8.6005,15.0361,16.1916,,,,,
2015/11/18,6.9398,13.58,4.4872,6.5466,7.0521,18.0363,7.8233,7.5898,7.2189,,,14.2818,,,4.876,7.4487,11.4936,9.7578,6.346,5.0009,10.9423,5.978,14.1451,11.6448,,8.5253,14.589,15.5347,,,,,
2015/11/19,7.2023,13.58,4.5598,6.5466,7.2294,18.6314,7.898,7.873,7.5357,,,15.0401,,,4.9896,7.5378,11.5328,9.8509,6.346,5.0301,11.0515,6.0539,14.3035,11.758,,8.6476,14.8219,16.1439,,,,,
2015/11/20,7.212,13.58,4.5405,6.5466,7.1612,18.842,7.9291,8.1279,7.615,,,14.6208,,,4.9707,7.6091,12.5901,9.811,6.346,5.0982,10.9787,6.1829,14.5458,11.9277,,8.6194,14.7753,16.8096,,,,,
2015/11/23,7.0953,13.58,4.5647,6.5466,7.0453,18.3751,7.9727,8.4677,7.4763,,,14.0175,,,4.9139,7.5111,12.3845,9.7178,6.346,5.1565,10.8969,6.0918,14.5458,11.9466,,8.657,15.1479,16.4908,,,,,
2015/11/24,7.1051,13.58,4.5356,6.5466,7.284,18.5399,7.9914,8.3544,7.4268,,,14.1324,,,4.8949,7.3596,12.8642,9.6979,6.346,5.4095,10.8241,6.016,14.3501,11.7674,,8.5535,14.9523,18.0627,,,,,
