ÈÕÆÚ,000498.SZ,000779.SZ,002060.SZ,002061.SZ,002062.SZ,002116.SZ,002307.SZ,002586.SZ,002628.SZ,002883.SZ,002941.SZ,300284.SZ,300712.SZ,300732.SZ,600039.SH,600068.SH,600133.SH,600284.SH,600502.SH,600512.SH,600820.SH,600853.SH,601186.SH,601390.SH,601611.SH,601669.SH,601800.SH,603018.SH,603357.SH,603458.SH,603843.SH,603860.SH,603909.SH
2014/1/2,4.16,8.68,2.1586,4.5278,2.2347,6.713,2.629,5.9461,5.0308,,,5.7418,,,2.7897,3.3787,5.551,6.7218,3.8442,2.8767,3.8825,2.0772,4.1843,2.4483,,2.725,3.5204,,,,,,
2014/1/3,4.1406,8.68,2.1586,4.6463,2.2203,6.4514,2.5955,5.8022,4.9825,,,5.411,,,2.7246,3.3787,5.4042,6.5926,3.743,2.8483,3.852,2.047,4.0673,2.4025,,2.6717,3.4679,,,,,,
2014/1/6,4.1017,8.52,2.1586,4.5129,2.1583,6.2587,2.5141,5.6676,4.8761,,,5.2301,,,2.627,3.2844,5.1692,6.4051,3.743,2.801,3.6906,1.9866,3.8783,2.3016,,2.5475,3.3803,,,,,,
2014/1/7,4.0434,8.53,2.0914,4.5648,2.1726,6.2954,2.5045,5.6908,4.8761,,,5.3544,,,2.6223,3.2844,5.2084,6.4116,3.7107,2.801,3.6949,1.9866,3.8333,2.2833,,2.5386,3.4066,,,,,,
2014/1/8,4.0434,8.34,2.0387,4.5945,2.1869,6.3321,2.4997,5.7372,4.8567,,,5.4788,,,2.6316,3.2587,5.0419,6.2694,3.7199,2.7537,3.6906,1.979,3.7884,2.2374,,2.5208,3.389,,,,,,
2014/1/9,4.0434,8.19,2.0291,4.387,2.1153,6.1945,2.4614,5.5191,4.7213,,,5.1141,,,2.5944,3.2158,4.9244,6.2759,3.7153,2.7064,3.6033,1.9337,3.8153,2.2374,,2.5119,3.3628,,,,,,
2014/1/10,4.0239,8,1.9427,4.2239,2.0675,6.1761,2.38,5.3102,4.5471,,,5.0887,,,2.4921,3.1901,4.8559,6.1595,3.545,2.7064,3.5684,1.9035,3.7074,2.1824,,2.4853,3.3628,,,,,,
2014/1/13,3.9948,7.74,1.8948,4.0757,2.0771,6.1394,2.3752,5.1431,4.5471,,,5.0831,,,2.4968,3.1901,4.8755,6.0626,3.4161,2.8199,3.5946,1.911,3.7344,2.1824,,2.4764,3.3715,,,,,,
2014/1/14,4.0045,7.78,1.9283,4.1498,2.1248,6.3092,2.4183,5.222,4.6245,,,5.2696,,,2.5479,3.2158,4.8853,6.1337,3.4621,2.8199,3.6513,1.9262,3.7524,2.2007,,2.5297,3.389,,,,,,
2014/1/15,4.0142,7.82,1.914,4.1647,2.1201,6.3367,2.4136,5.352,4.5761,,,5.2498,,,2.4968,3.2758,4.7972,6.1854,3.4437,2.801,3.6469,1.9186,3.7434,2.2007,,2.5208,3.3628,,,,,,
2014/1/16,3.9462,7.78,1.9283,4.2091,2.1105,6.2908,2.3944,5.2777,4.5761,,,5.4393,,,2.5154,3.3101,4.8951,6.2436,3.4529,2.8199,3.6469,1.9337,3.7434,2.2007,,2.5119,3.3453,,,,,,
2014/1/17,3.9948,7.74,1.9044,4.2462,2.0771,6.1486,2.3321,5.1941,4.5084,,,5.2668,,,2.4828,3.3015,4.7874,6.0173,3.3654,2.7915,3.5728,1.8808,3.6984,2.1824,,2.4587,3.319,,,,,,
2014/1/20,3.9267,7.55,1.9044,4.2462,2.0866,6.1807,2.3513,5.0085,4.4891,,,5.0011,,,2.4689,3.2758,4.7188,5.985,3.3516,2.801,3.551,1.9035,3.6984,2.1824,,2.4232,3.319,,,,,,
2014/1/21,3.9656,7.58,1.914,4.3425,2.1153,6.2495,2.3705,5.0085,4.5374,,,5.1735,,,2.5014,3.2844,4.7776,5.9979,3.3747,2.8199,3.66,1.911,3.7794,2.2191,,2.4409,3.3365,,,,,,
2014/1/22,4.092,7.91,1.9571,4.4314,2.1726,6.4239,2.4279,5.1477,4.7019,,,5.2866,,,2.5805,3.3358,4.944,6.2112,3.4713,2.8672,3.7342,1.9564,3.8693,2.2741,,2.5119,3.4066,,,,,,
2014/1/23,4.0434,7.92,1.9667,4.4018,2.1583,6.4193,2.4183,5.2545,4.6922,,,5.3403,,,2.5758,3.3101,4.9342,6.166,3.4944,2.8672,3.7167,1.9488,3.8063,2.2466,,2.5119,3.3803,,,,,,
2014/1/24,4.0628,8.07,1.9667,4.4092,2.1821,6.6396,2.4662,5.3009,4.789,,,5.3714,,,2.5991,3.3273,5.2377,6.5667,3.5266,2.8862,3.7647,1.9564,3.8153,2.2558,,2.5208,3.389,,,,,,
2014/1/27,4.0045,7.93,1.9571,4.4018,2.1917,6.5662,2.4375,5.2823,4.7213,,,5.5128,,,2.5851,3.2844,5.0615,6.8511,3.4253,2.8862,3.7429,1.9639,3.7164,2.2099,,2.4942,3.3453,,,,,,
2014/1/28,4.0239,7.8,1.9763,4.4018,2.1726,6.6166,2.3752,5.287,4.7019,,,5.346,,,2.5805,3.2758,5.0419,6.8059,3.4851,2.9051,3.7342,1.9488,3.7254,2.2374,,2.4853,3.354,,,,,,
2014/1/29,3.9948,7.8,2.0051,4.4314,2.2012,6.6533,2.3705,5.3055,4.7213,,,5.411,,,2.5851,3.293,5.0321,6.6443,3.4944,2.8956,3.7342,1.9564,3.7434,2.2374,,2.4764,3.3715,,,,,,
2014/1/30,3.9462,8.58,1.9955,4.4018,2.1917,6.612,2.3657,5.1338,4.7116,,,5.329,,,2.5619,3.2844,4.9832,6.5861,3.4529,2.8672,3.6993,1.9488,3.6984,2.2099,,2.4498,3.3453,,,,,,
2014/2/7,3.9656,8.83,2.0099,4.4388,2.2203,6.7084,2.4136,5.2406,4.7696,,,5.428,,,2.5851,3.293,5.0321,6.4116,3.5726,2.9051,3.7167,1.9639,3.7254,2.2099,,2.4498,3.354,,,,,,
2014/2/10,4.0336,8.87,2.0483,4.5796,2.2681,6.8461,2.495,5.403,4.8761,,,5.428,,,2.6409,3.353,5.1496,6.5732,3.6325,2.9335,3.8171,2.0017,3.8153,2.2558,,2.5119,3.4241,,,,,,
2014/2/11,4.0434,8.68,2.0483,4.5722,2.2633,6.9241,2.5141,5.3984,4.8567,,,5.428,,,2.6595,3.353,5.1888,6.6184,3.6509,2.924,3.8301,2.0092,3.8243,2.2649,,2.5297,3.4416,,,,,,
2014/2/12,4.1697,8.77,2.0579,4.6315,2.2633,6.9011,2.5285,5.5051,4.9631,,,5.428,,,2.7339,3.353,5.2573,6.5796,3.6647,2.9335,3.8912,2.0319,3.8333,2.2741,,2.5297,3.4679,,,,,,
2014/2/13,4.1114,9.4,2.0387,4.5426,2.2394,6.69,2.5668,5.6351,4.8857,,,5.428,,,2.6828,3.3358,5.1202,6.6507,3.5818,2.9145,3.8432,2.0168,3.7973,2.2466,,2.5031,3.4153,,,,,,
2014/2/14,4.16,9.23,2.0675,4.5722,2.2729,6.8002,2.5955,5.714,4.9438,,,5.428,,,2.706,3.353,5.2279,7.3165,3.6601,2.9335,3.9392,2.0697,3.8693,2.2924,,2.5297,3.4503,,,,,,
2014/2/17,4.16,9.22,2.0962,4.676,2.3111,7.1581,2.6147,5.909,5.0502,,,5.428,,,2.7153,3.4559,5.2573,7.6784,3.7107,2.9524,4.0134,2.0772,3.8693,2.3016,,2.5386,3.4591,,,,,,
2014/2/18,4.1114,9.06,2.1202,4.6982,2.3158,7.1672,2.5716,5.8951,5.1373,,,5.428,,,2.6688,3.4902,5.2965,7.7495,3.6371,2.9713,4.009,2.0546,3.8243,2.2558,,2.5119,3.4153,,,,,,
2014/2/19,4.1503,9.17,2.1106,4.6908,2.3111,7.2636,2.6434,6.0575,5.1082,,,5.428,,,2.7106,3.5073,5.316,7.6202,3.6601,3.0092,3.9916,2.0772,3.8603,2.2741,,2.5386,3.4503,,,,,,
2014/2/20,4.1114,8.94,2.0818,4.5129,2.2681,7.3003,2.6626,5.8765,5.0695,,,5.428,,,2.8315,3.5245,5.179,7.4393,3.591,2.9713,3.9523,2.0546,3.8423,2.2833,,2.5386,3.4416,,,,,,
2014/2/21,4.0239,9.38,2.0435,4.5352,2.2538,7.103,2.5668,5.8394,5.0405,,,5.428,,,2.7571,3.4559,5.1398,7.2389,3.6141,2.9429,3.9872,2.0243,3.8153,2.2649,,2.4942,3.4153,,,,,,
2014/2/24,3.9656,9.25,2.0483,4.4981,2.2585,7.3278,2.5045,5.7187,4.9244,,,5.428,,,2.6781,3.3873,4.9734,6.7477,3.6831,2.924,3.8825,1.9941,3.7164,2.2099,,2.4409,3.3365,,,,,,
2014/2/25,3.9073,8.84,1.9811,4.1424,2.1487,6.8828,2.404,5.5794,4.7987,,,5.428,,,2.6084,3.3101,4.8265,6.6055,3.5036,2.8672,3.8127,1.9413,3.6174,2.1732,,2.3788,3.2927,,,,,,
2014/2/26,3.9462,8.96,2.0003,4.0535,2.163,6.9332,2.4231,5.6026,4.8083,,,5.428,,,2.6316,3.3015,4.8461,6.4762,3.4759,2.8294,3.8694,1.9715,3.5994,2.1549,,2.3699,3.3015,,,,,,
2014/2/27,3.917,8.6,2.0579,4.0387,2.1392,6.7451,2.3992,5.4634,4.7406,,,5.428,,,2.6177,3.3187,4.7972,6.4439,3.4023,2.8199,3.8083,1.9564,3.5994,2.1732,,2.3788,3.2577,,,,,,
2014/2/28,3.9462,9,2.221,3.9646,2.2203,6.8782,2.4327,5.6862,4.7696,,,5.428,,,2.6223,3.3273,4.8461,6.5409,3.4805,2.8862,3.8214,1.9639,3.6174,2.1824,,2.3966,3.2577,,,,,,
2014/3/3,3.9753,9.05,2.4416,4.0164,2.2538,7.0755,2.5189,5.7744,4.8664,,,5.428,,,2.6967,3.3616,4.9538,6.8188,3.545,2.9051,4.1268,1.9941,3.6534,2.2007,,2.4321,3.284,,,,,,
2014/3/4,3.9851,8.99,2.48,4.0313,2.2681,7.337,2.5237,5.6444,5.0695,,,5.428,,,2.7385,3.3444,4.9538,6.6637,3.5266,2.9051,4.057,1.979,3.6174,2.1916,,2.4054,3.284,,,,,,
2014/3/5,3.9365,8.94,2.7294,4.0609,2.3206,7.2774,2.4997,5.5376,4.9631,,,5.428,,,2.6828,3.3701,4.9636,6.6766,3.591,2.8767,4.0832,1.979,3.5904,2.1824,,2.4143,3.2402,,,,,,
2014/3/6,3.9267,8.86,2.7486,4.0164,2.3302,7.4976,2.495,5.6119,5.0212,,,5.428,,,2.6874,3.4302,4.9734,6.7671,3.5634,2.8578,4.1791,2.0017,3.6084,2.1916,,2.4321,3.2752,,,,,,
2014/3/7,3.9073,8.74,2.6479,4.0461,2.292,7.4793,2.4614,5.4959,4.9534,,,5.428,,,2.6316,3.4473,4.9538,6.7089,3.5036,2.8388,4.1442,1.979,3.5994,2.1824,,2.3966,3.2489,,,,,,
2014/3/10,3.8101,8.39,2.5328,3.9794,2.2776,7.1856,2.3657,5.4309,4.7309,,,5.428,,,2.52,3.3187,4.807,6.431,3.3378,2.7726,3.9697,1.9262,3.5094,2.1274,,2.3255,3.1526,,,,,,
2014/3/11,3.8004,8.36,2.4848,4.0535,2.3875,7.0663,2.3752,5.4077,4.7503,,,5.428,,,2.5107,3.4044,4.8363,6.4827,3.3378,2.7915,4.2053,1.9186,3.4914,2.1366,,2.3255,3.1701,,,,,,
2014/3/12,3.8101,8.34,2.6527,4.0164,2.3254,7.1994,2.38,5.4355,4.8374,,,5.428,,,2.5293,3.413,4.8461,6.4633,3.1721,2.7726,4.1879,1.9262,3.4644,2.1366,,2.3255,3.1701,,,,,,
2014/3/13,3.8198,8.5,2.5328,4.1202,2.3015,7.3278,2.3992,5.4587,4.8761,,,5.428,,,2.5386,3.3959,4.8755,6.4827,3.1721,2.7915,4.2358,1.9639,3.5094,2.1549,,2.3611,3.1964,,,,,,
2014/3/14,3.8295,8.56,2.4176,4.0757,2.3731,7.204,2.3848,5.3752,4.6632,,,5.428,,,2.5107,3.3444,4.807,6.3664,3.1859,2.7821,4.0744,1.9564,3.4914,2.1457,,2.3433,3.1701,,,,,,
2014/3/17,3.849,8.69,2.4896,4.1054,2.4209,7.4059,2.4375,5.4355,4.6922,,,5.428,,,2.5479,3.353,4.9244,6.4827,3.2596,2.8294,4.1442,1.9715,3.5274,2.1549,,2.3611,3.1876,,,,,,
2014/3/18,3.8879,8.69,2.504,4.135,2.3875,7.3462,2.4279,5.4309,4.6632,,,5.428,,,2.5805,3.3701,5.1692,6.5473,3.4575,2.8104,4.3449,1.9866,3.5454,2.1641,,2.3255,3.1876,,,,,,
2014/3/19,3.8781,8.57,2.4992,4.2017,2.4113,7.2957,2.4231,5.5191,4.6052,,,5.4675,,,2.5386,3.3358,5.0811,6.4956,3.4944,2.8199,4.3449,2.0017,3.5364,2.1549,,2.3344,3.1701,,,,,,
2014/3/20,3.8101,8.38,2.4224,4.0906,2.3302,7.1122,2.3848,5.2777,4.5761,,,4.9671,,,2.6037,3.2758,4.9049,6.4181,3.3194,2.7631,4.214,1.9715,3.5904,2.2007,,2.3167,3.1614,,,,,,
2014/3/21,3.8781,8.46,2.4416,4.1647,2.4161,7.1214,2.4327,5.3891,4.6535,,,5.018,,,2.627,3.3787,5.0517,6.4956,3.3654,2.8199,4.4147,2.0319,3.6804,2.2466,,2.4054,3.2664,,,,,,
2014/3/24,3.9073,8.56,2.5136,4.1721,2.4018,7.0571,2.471,5.3752,4.7019,,,5.0039,,,2.6316,3.3873,5.1692,6.6572,3.3747,2.8578,4.4452,2.0546,3.7344,2.2741,,2.4587,3.3715,,,,,,
2014/3/25,3.8976,8.46,2.5711,4.1647,2.3779,6.9149,2.5476,5.3427,4.6729,,,4.9332,,,2.6316,3.4216,5.179,6.9351,3.347,2.8672,4.4627,2.0621,3.7164,2.2558,,2.4409,3.389,,,,,,
2014/3/26,3.9073,8.5,2.5615,4.1721,2.4352,7.0434,2.5093,5.287,4.7019,,,5.0548,,,2.5991,3.413,5.1202,6.9416,3.3885,2.8578,4.4191,2.047,3.7164,2.2466,,2.4232,3.319,,,,,,
2014/3/27,3.849,8.22,2.4512,4.1054,2.3875,6.9057,2.4997,5.1106,4.6632,,,4.8484,,,2.5712,3.3873,5.0223,6.9351,3.347,2.8199,4.502,2.0772,3.6894,2.2374,,2.4232,3.2927,,,,,,
2014/3/28,3.7907,8.21,2.6191,4.0387,2.3349,6.7084,2.495,5.1199,4.6632,,,4.724,,,2.5247,3.3959,5.1202,6.8511,3.3885,2.8767,4.3929,2.0546,3.7434,2.2649,,2.4321,3.2927,,,,,,
2014/3/31,3.8101,8.14,2.5232,3.7645,2.4639,6.7268,2.7392,5.1663,4.6535,,,4.7438,,,2.5665,3.3187,5.0517,6.5344,3.2918,2.7915,4.3536,2.0168,3.7794,2.2924,,2.4321,3.2927,,,,,,
2014/4/1,3.8684,8.22,2.4944,3.7867,2.6501,6.7451,2.7679,5.2127,4.7309,,,4.888,,,2.6363,3.3273,5.0811,6.599,3.3194,2.8199,4.5892,2.0319,3.8153,2.3383,,2.4498,3.3015,,,,,,
2014/4/2,3.849,8.25,2.4944,3.8015,2.6262,6.6992,2.7248,5.1895,4.8664,,,4.7834,,,2.613,3.3444,5.1496,6.5926,3.3056,2.8578,4.5456,2.0395,3.9053,2.3383,,2.4676,3.3365,,,,,,
2014/4/3,3.8101,8.4,2.456,3.8164,2.5976,6.7635,2.7392,5.3473,4.789,,,4.7947,,,2.6177,3.3101,5.0615,6.6507,3.2918,2.8294,4.4365,2.0395,3.9323,2.3475,,2.4143,3.3015,,,,,,
2014/4/4,3.9073,8.54,2.5328,3.8238,2.5976,6.8323,2.6961,5.3241,4.9244,,,4.8201,,,2.627,3.3273,5.1007,6.6831,3.3148,2.8388,4.4452,2.0546,3.9503,2.3475,,2.4409,3.3102,,,,,,
2014/4/8,3.9656,8.48,2.5232,3.8682,2.7551,7.0112,2.7105,5.3055,4.9147,,,5.0124,,,2.6409,3.353,5.1202,6.7283,3.3608,2.8672,4.4976,2.0697,4.0133,2.3841,,2.4853,3.3715,,,,,,
2014/4/9,3.9365,8.47,2.5232,3.8682,2.7217,6.9837,2.6913,5.3334,4.9051,,,5.117,,,2.6735,3.353,5.1594,6.8059,3.37,2.8672,4.4496,2.0697,4.0133,2.375,,2.4853,3.3715,,,,,,
2014/4/10,3.9365,8.47,2.5471,3.8831,2.7074,6.9883,2.6961,5.3427,4.8664,,,5.0802,,,2.6549,3.4044,5.179,6.9351,3.4437,2.8862,4.5979,2.0621,4.3553,2.5125,,2.5475,3.5116,,,,,,
2014/4/11,3.8684,8.36,2.5136,3.8608,2.6549,6.947,2.5764,5.287,4.8277,,,5.2809,,,2.6642,3.3787,5.2279,6.9998,3.4944,2.8767,4.5543,2.0697,4.3013,2.4758,,2.5386,3.4679,,,,,,
2014/4/14,3.8879,8.25,2.4704,3.8905,2.7551,7.0112,2.835,5.2684,4.8857,,,5.2442,,,2.7292,3.3873,5.2377,7.0709,3.4897,2.8767,4.6023,2.0848,4.2383,2.4575,,2.5386,3.4679,,,,,,
2014/4/15,3.8393,8.13,2.4944,3.8682,2.6167,7.0663,2.902,5.2684,4.8277,,,5.1848,,,2.7199,3.3444,5.1594,6.9674,3.4944,2.8388,4.5369,2.1452,4.1213,2.4117,,2.4942,3.3978,,,,,,
2014/4/16,3.8684,8.09,2.4752,3.8831,2.6214,7.1122,3.151,5.3288,4.847,,,5.2018,,,2.7432,3.3444,5.1398,6.9093,3.5036,2.8578,4.5281,2.1603,4.1303,2.4025,,2.4942,3.4066,,,,,,
2014/4/17,3.8684,8.09,2.5232,3.8164,2.6167,7.1122,2.9882,5.4402,4.8277,,,5.1113,,,2.7106,3.3787,5.13,6.9933,3.4391,2.8388,4.4758,2.1377,4.1213,2.3841,,2.4764,3.3715,,,,,,
2014/4/18,3.8781,8.3,2.528,3.8386,2.6358,7.1627,2.9882,5.3566,4.8178,,,5.1452,,,2.6456,3.353,5.1398,6.961,3.4575,2.8578,4.502,2.183,4.0583,2.375,,2.4764,3.3628,,,,,,
2014/4/21,3.8101,8.26,2.4848,3.8534,2.5689,7.1305,2.9595,5.3195,4.7193,,,5.165,,,2.5944,3.3358,5.0419,6.9028,3.4944,2.801,4.3754,2.1301,3.9683,2.3383,,2.4587,3.3102,,,,,,
2014/4/22,3.8101,8.18,2.4512,3.9127,2.5116,6.9975,2.8972,5.403,4.6996,,,5.1566,,,2.5991,3.3101,5.0028,6.9545,3.4529,2.801,4.4322,2.1225,3.9773,2.32,,2.4498,3.3015,,,,,,
2014/4/23,3.7712,8.29,2.4464,3.8831,2.5307,6.8782,2.8302,5.4402,4.7587,,,5.2301,,,2.5991,3.3015,4.993,6.9028,3.4299,2.7821,4.3973,2.115,3.9503,2.32,,2.4587,3.2927,,,,,,
2014/4/24,3.7518,8.13,2.4224,3.8312,2.5546,6.7405,2.7871,5.3798,4.6996,,,4.9474,,,2.5572,3.2844,4.9636,6.696,3.3286,2.7726,4.3711,2.1679,3.9593,2.3291,,2.4587,3.2927,,,,,,
2014/4/25,3.6643,7.99,2.2689,3.7571,2.4925,6.6075,2.6865,5.2127,4.6109,,,4.7099,,,2.52,3.2587,4.9342,6.6637,3.278,2.7726,4.3187,2.0923,3.9233,2.3108,,2.4321,3.2577,,,,,,
2014/4/28,3.5671,7.59,2.2689,3.5274,2.4448,6.6946,2.6482,5.1802,4.4139,,,4.4894,,,2.4549,3.1901,4.758,6.4504,3.3102,2.7064,4.1922,1.979,3.8693,2.2649,,2.3877,3.2227,,,,,,
2014/4/29,3.6157,7.34,2.2977,3.5422,2.4734,6.8093,2.9116,5.1895,4.4533,,,4.6618,,,2.4921,3.2158,4.8461,6.5603,3.5082,2.7347,4.3056,1.9866,3.9233,2.3016,,2.4143,3.2402,,,,,,
2014/4/30,3.6157,7.48,2.2977,3.5718,2.5275,6.8323,2.9212,5.1849,4.5715,,,4.8852,,,2.5479,3.2501,4.9636,6.5086,3.4299,2.7253,4.358,2.0243,3.9323,2.3016,,2.4143,3.2577,,,,,,
2014/5/5,3.6449,7.65,2.3073,3.6163,2.4802,6.8552,2.9212,5.2174,4.5518,,,4.9078,,,2.5293,3.293,5.0223,6.5473,3.4713,2.7347,4.3885,2.0243,4.0223,2.3841,,2.4232,3.2577,,,,,,
2014/5/6,3.6351,7.66,2.2881,3.6607,2.514,6.791,3.0074,5.2359,4.5321,,,4.8738,,,2.5247,3.3187,5.0125,6.5861,3.4115,2.7347,4.3754,2.0319,4.0763,2.3841,,2.4321,3.2577,,,,,,
2014/5/7,3.5865,7.59,2.221,3.6459,2.4667,6.612,2.8493,5.1895,4.4434,,,4.7692,,,2.4875,3.2672,4.8853,6.4375,3.2826,2.6874,4.3624,1.979,4.1843,2.3933,,2.4232,3.2489,,,,,,
2014/5/8,3.5963,7.59,2.1874,3.6459,2.4667,6.6075,2.7775,5.1988,4.4434,,,4.7466,,,2.4921,3.2758,4.9342,6.4181,3.2964,2.6874,4.3624,2.0168,4.1483,2.3933,,2.4321,3.2402,,,,,,
2014/5/9,3.5768,7.65,2.2066,3.6089,2.3653,6.5065,2.8685,5.1802,4.3942,,,4.8088,,,2.4828,3.2501,4.8755,6.347,3.2688,2.7253,4.3275,2.0243,4.1483,2.375,,2.4143,3.2314,,,,,,
2014/5/12,3.6643,7.7,2.2593,3.6575,2.4261,6.5983,2.9116,5.2452,4.4927,,,4.9219,,,2.5386,3.3187,5.0028,6.5215,3.3424,2.7631,4.4496,2.0772,4.2113,2.43,,2.4764,3.3102,,,,,,
2014/5/13,3.6546,7.68,2.2306,3.677,2.4396,6.5616,2.9834,5.2731,4.4927,,,4.9417,,,2.5572,3.3187,4.993,6.4827,3.324,2.7442,4.5238,2.0546,4.1573,2.4025,,2.4764,3.2927,,,,,,
2014/5/14,3.6546,8.06,2.2785,3.6478,2.4802,6.5294,2.9212,5.2266,4.5223,,,5.0576,,,2.534,3.3015,5.0909,6.5344,3.3286,2.7347,4.4976,2.0848,4.1573,2.4025,,2.4764,3.2927,,,,,,
2014/5/15,3.606,8.12,2.2306,3.6089,2.4261,6.3551,2.9403,5.1199,4.4237,,,4.9474,,,2.4875,3.2758,4.9538,6.3922,3.3793,2.7064,4.4103,2.047,4.1303,2.375,,2.4764,3.2664,,,,,,
2014/5/16,3.606,8.16,2.2641,3.6089,2.4734,6.3551,2.8685,5.1988,4.4434,,,4.69,,,2.4921,3.293,4.993,6.4181,3.4207,2.7158,4.4671,2.115,4.1213,2.375,,2.4764,3.2664,,,,,,
2014/5/19,3.5671,8.27,2.3409,3.6186,2.4193,6.3321,2.7871,5.1292,4.404,,,4.7586,,,2.4689,3.2587,4.9734,6.3922,3.4851,2.7064,4.3798,2.1301,4.0673,2.3475,,2.4764,3.2577,,,,,,
2014/5/20,3.5574,8.35,2.3169,3.6089,2.4126,6.3688,2.811,5.1756,4.3942,,,4.7643,,,2.4828,3.2758,4.993,6.445,3.591,2.6969,4.3798,2.1074,4.0673,2.3566,,2.4764,3.2664,,,,,,
2014/5/21,3.5768,8.57,2.3984,3.6089,2.4261,6.479,2.9164,5.1988,4.4237,,,4.7472,,,2.4968,3.3015,5.0321,6.4516,3.6094,2.7158,4.3973,2.0697,4.1033,2.3841,,2.4764,3.284,,,,,,
2014/5/22,3.5865,8.45,2.4416,3.6672,2.4058,6.4836,2.8972,5.2266,4.4139,,,4.6785,,,2.4828,3.3101,5.0028,6.4649,3.5404,2.6969,4.3973,2.115,4.0673,2.3658,,2.4764,3.284,,,,,,
2014/5/23,3.6254,8.58,2.3649,3.6283,2.4329,6.5937,3.0552,5.1988,4.4237,,,4.73,,,2.4921,3.3015,5.0517,6.4979,3.4575,2.7158,4.4322,2.115,4.0763,2.3566,,2.4764,3.3102,,,,,,
2014/5/26,3.6546,8.53,2.3697,3.6283,2.4396,6.6029,3.3617,5.2266,4.4434,,,4.8101,,,2.5156,3.3187,5.13,6.6365,3.4759,2.7347,4.4452,2.1074,4.0943,2.3658,,2.4764,3.2927,,,,,,
2014/5/27,3.6157,8.51,2.3409,3.5505,2.4261,6.5478,3.6969,5.2266,4.4336,,,4.7186,,,2.5203,3.3187,5.0517,6.6101,3.3977,2.7158,4.4191,2.0772,4.0763,2.3566,,2.4764,3.2664,,,,,,
2014/5/28,3.6254,8.27,2.3457,3.5602,2.4464,6.5891,3.9459,5.2498,4.4434,,,4.8787,,,2.5297,3.3444,5.0909,6.6299,3.4207,2.7253,4.4409,2.1074,4.0763,2.375,,2.4764,3.284,,,,,,
2014/5/29,3.5768,8.17,2.2977,3.5311,2.4058,6.5753,4.2322,5.2081,4.4434,,,4.7186,,,2.5344,3.3101,5.0419,6.6035,3.3516,2.6874,4.4845,2.1074,4.0583,2.3475,,2.4764,3.2577,,,,,,
2014/5/30,3.5379,8.23,2.3649,3.5116,2.4261,6.5799,4.282,5.2313,4.4237,,,4.7186,,,2.5015,3.293,5.0125,6.5969,3.3608,2.6969,4.4758,2.0923,4.0133,2.3475,,2.4764,3.2577,,,,,,
2014/6/3,3.6157,8.08,2.3121,3.5019,2.5477,6.7313,4.0517,5.2498,4.3843,,,4.6843,,,2.4874,3.2672,5.0125,6.5969,3.37,2.7253,4.4322,2.0999,4.0133,2.3475,,2.4764,3.2489,,,,,,
2014/6/4,3.5574,8.09,2.2737,3.4435,2.5342,6.5891,4.0579,5.2777,4.3548,,,4.7472,,,2.4499,3.2501,4.9244,6.4384,3.3793,2.6969,4.3667,2.0621,3.9953,2.3383,,2.4764,3.2227,,,,,,
2014/6/5,3.5963,8.22,2.2689,3.4824,2.5545,6.6487,4.1015,5.3473,4.3745,,,4.8044,,,2.5156,3.2758,4.9636,6.4913,3.3793,2.7158,4.4191,2.0999,4.0223,2.3475,,2.4764,3.2402,,,,,,
2014/6/6,3.6157,8.16,2.2449,3.4532,2.5275,6.6029,3.9521,5.3991,4.3351,,,4.9702,,,2.5203,3.2415,4.9538,6.4979,3.3332,2.6874,4.4845,2.0772,3.9953,2.3475,,2.4764,3.2314,,,,,,
2014/6/9,3.606,8.06,2.2545,3.4435,2.4869,6.5386,3.9023,5.479,4.3252,,,4.9416,,,2.4968,3.2415,4.8951,6.445,3.3148,2.6874,4.4801,2.0621,3.9953,2.3291,,2.4764,3.2314,,,,,,
2014/6/10,3.6254,8.11,2.2737,3.4727,2.5004,6.6533,4.1762,5.4696,4.3449,,,5.0045,,,2.4968,3.2501,4.944,6.4715,3.3516,2.6874,4.4932,2.0848,4.0583,2.3566,,2.4764,3.2577,,,,,,
2014/6/11,3.6351,8.11,2.3025,3.4727,2.5072,6.6763,4.1202,5.3897,4.3548,,,4.9188,,,2.5109,3.2415,4.9832,6.4252,3.3977,2.6874,4.4845,2.0772,4.0493,2.3383,,2.4764,3.2402,,,,,,
2014/6/12,3.5865,8.14,2.2881,3.5213,2.4869,6.6809,4.5309,5.3567,4.3351,,,4.9416,,,2.4827,3.2415,4.944,6.4582,3.3654,2.6874,4.4845,2.0848,4.0133,2.3566,,2.4764,3.2577,,,,,,
2014/6/13,3.6157,8.14,2.3123,3.5408,2.5004,6.7726,4.5185,5.4038,4.3449,,,5.0446,,,2.4874,3.2501,4.993,6.4516,3.3885,2.7064,4.5063,2.115,4.1123,2.3933,,2.4764,3.2752,,,,,,
2014/6/16,3.6254,8.11,2.3364,3.5505,2.5004,6.8139,4.4687,5.5072,4.3449,,,5.1704,,,2.4968,3.2758,5.0028,6.4847,3.4069,2.7064,4.623,2.115,4.1933,2.4025,,2.4764,3.2927,,,,,,
2014/6/17,3.606,7.98,2.2929,3.5019,2.4802,6.7543,4.3816,5.5166,4.3154,,,5.0961,,,2.5484,3.2672,4.9538,6.4054,3.3374,2.659,4.4255,2.1074,4.1483,2.3841,,2.4764,3.2752,,,,,,
