ÈÕÆÚ,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH
2016/11/28,10.3531,8.6444,17.8872,9.8092,20.972,7.9587,13.1875,9.772,14.7294,9.1285,13.8386,8.2026,7.4738,16.8463,4.0481,4.0147,26.1944,59.2657,,7.2376,4.76,4.6147,7.7367,,6.3567,9.1364,5.0755,,,23.1328,,17.1805
2016/11/29,10.3629,8.7669,17.3649,9.4432,20.2278,7.8991,12.9653,9.772,14.6508,8.8316,13.5308,8.1729,7.3676,16.5119,4.0002,4.0204,25.3997,58.6808,,7.093,4.8258,4.5649,7.6342,,6.5282,9.2359,5.2929,,,22.5561,,17.2309
2016/11/30,10.0103,8.9691,16.7578,9.1567,19.037,7.9289,12.9982,9.772,14.6508,8.8124,13.5963,8.1136,7.3869,16.1284,3.9522,4.0778,26.3699,61.3377,,7.1219,4.8821,4.545,7.3545,,6.3281,9.1065,5.085,,,22.3134,,16.7217
2016/12/1,10.1474,8.7669,17.267,9.162,18.9822,8.0282,13.097,9.772,14.7982,8.8124,13.8386,8.1729,7.5124,16.3841,3.933,4.1065,25.8951,60.267,,7.2183,5.3703,4.6743,7.3732,,6.5282,9.1463,5.1228,,,22.4272,,16.8578
2016/12/2,10.167,8.4667,16.7448,8.9922,18.943,7.7997,12.8584,9.8418,14.3561,8.755,13.3474,8.0839,7.3676,15.9022,3.8851,4.1179,25.183,56.0932,,7.0352,5.1825,4.545,7.3266,,6.471,8.9174,5.0661,,,21.6533,,15.9958
2016/12/5,9.883,8.3319,16.4445,8.4883,18.5043,7.7103,12.0604,9.4126,14.3855,8.6209,13.354,7.7969,7.3483,15.9219,3.8467,4.0893,25.3946,53.9815,,7.0063,4.9243,4.4754,7.0096,,6.1946,8.8876,4.6313,,,21.934,,16.0059
2016/12/6,10.0495,8.2523,16.4902,8.7164,18.6531,7.7302,12.0439,9.3527,14.3954,8.6592,13.3998,7.7771,7.4448,16.0399,3.8563,4.1237,25.214,52.9802,,7.0448,4.9854,4.4754,7.0003,,6.0898,8.8577,4.6502,,,21.9037,,16.0109
2016/12/7,10.0397,8.3381,17.1299,8.9445,18.8647,7.7997,12.1673,9.6222,14.5231,8.755,13.6028,7.7969,7.5414,16.2759,3.8947,4.1409,25.3636,53.7436,,7.1797,5.375,4.5848,7.1122,,6.1279,8.9274,4.7069,,,22.0782,,16.0916
2016/12/8,10.1376,8.3258,17.0842,8.8119,18.4573,7.7202,12.0522,9.6023,14.2774,8.6209,13.3998,7.7673,7.4738,15.8825,3.9138,4.1179,25.0591,52.9802,,7.1701,5.3327,4.5053,6.991,,6.0231,8.8676,4.6218,,,21.7443,,15.8546
2016/12/9,10.167,8.24,17.1691,8.918,18.5591,7.6904,12.0604,9.6921,14.3069,8.7071,13.426,7.8266,7.4642,15.6662,3.9043,4.1179,24.8269,51.85,,7.1219,5.3046,4.5053,7.0096,,6.0517,8.8975,4.7164,,,21.4181,,15.4917
2016/12/12,10.1964,8.0134,16.4249,8.6103,17.4702,7.2632,11.5174,9.4825,13.3833,8.2569,12.5812,7.6584,6.9813,14.5844,3.7891,4.0721,22.4428,46.7047,,6.5822,5.0699,4.2964,6.6741,,5.9087,8.5591,4.5368,,,20.1283,,14.1709
2016/12/13,10.1083,8.0563,16.5489,8.6368,17.6112,7.3327,11.5915,9.9017,13.4324,8.3143,12.5681,7.6683,7.0779,14.7417,3.8083,4.0893,22.3447,47.2896,,6.5629,4.7882,4.3064,6.8325,,6.0708,8.579,4.5273,,,20.2876,,14.2616
2016/12/14,10.3825,7.9827,16.1572,8.3981,17.3683,7.3327,11.6408,9.8119,13.5798,8.3143,12.4043,7.8068,7.0489,14.4074,3.9138,4.1122,22.1435,46.3478,,6.6111,4.8117,4.2666,6.8885,,5.985,8.5591,4.3667,,,19.9159,,14.1305
2016/12/15,10.4805,8.0134,16.1638,8.3822,17.6347,7.3228,11.7231,9.9017,13.6093,8.4005,12.5484,7.8761,7.02,14.6041,3.981,4.1179,22.2003,46.9922,,6.5919,4.8164,4.3064,6.8885,,5.985,8.5989,4.395,,,19.9993,,14.5237
2016/12/16,10.5784,8.0501,16.3204,8.7005,17.8227,7.3824,11.9288,9.9217,13.57,8.4676,12.7973,7.9454,7.0972,14.7909,4.0098,4.1237,22.3344,48.0927,,6.6111,4.807,4.3263,6.9444,,6.0326,8.6586,4.4423,10.6719,,20.2042,,14.7405
2016/12/19,10.8233,7.9521,16.8427,8.8278,18.0186,7.3427,11.8547,9.782,13.7075,8.4676,12.6139,7.9553,7.1358,14.9778,4.029,4.1179,22.4015,47.1013,,6.6304,4.7225,4.3163,7.0469,,6.0326,8.6487,4.4234,11.7374,,20.2042,,14.7556
2016/12/20,10.6372,7.6887,16.7644,8.6739,17.854,7.3327,11.9288,9.5723,13.6486,8.4293,12.7383,7.975,7.0779,14.9286,3.9906,4.1065,22.2364,47.587,,6.7171,4.7647,4.3064,6.8885,,5.9469,8.6786,4.4423,12.9079,,20.1738,,14.7304
2016/12/21,10.9016,8.0011,17.489,8.9021,18.3789,7.3923,11.937,9.6123,13.737,8.4868,12.8497,8.0542,7.1069,15.0663,4.0386,4.1351,22.2931,48.172,,6.9002,4.7882,4.3461,7.0935,,6.1279,8.6985,4.5462,14.1995,,20.7201,,15.7689
2016/12/22,10.8723,8.2094,17.4368,9.0984,18.2301,7.4023,11.8383,9.4126,14.5133,8.4868,12.7907,8.0344,7.1165,15.4203,4.029,4.1638,22.3138,52.9902,,6.8232,4.9478,4.3362,7.0562,,6.1661,8.7582,4.5746,15.6203,,20.7884,,15.4614
2016/12/23,11.5383,8.3197,17.2279,9.1567,18.2066,7.2532,11.1884,9.213,13.9335,8.4389,12.6335,7.9355,6.9717,15.3121,4.1441,4.1581,21.6068,49.7086,,6.775,4.915,4.2765,6.991,,6.2137,8.6188,4.5084,17.1864,,21.456,,14.8313
2016/12/26,11.6656,8.3013,17.2997,9.3106,18.3711,7.2731,10.9745,9.3028,13.8156,8.5251,13.0658,7.9651,6.9717,15.4203,4.1057,4.181,21.612,49.2427,,6.7557,4.8164,4.2865,6.7859,,6.4043,8.6586,4.584,18.9058,,21.6685,,15.0228
2016/12/27,11.5579,8.3442,17.2931,9.3318,18.6061,7.2532,11.0238,9.2829,13.6486,8.4963,13.0985,8.0047,7.0296,15.4596,4.0865,4.181,21.55,50.2638,,6.7557,4.7882,4.3064,6.6927,,6.3567,8.6686,4.5179,20.7948,,21.8278,,14.8313
2016/12/28,11.0682,8.4238,17.2866,9.1355,18.4024,7.2433,10.9745,9.1531,13.6977,8.5059,12.9152,7.9256,7.0393,15.5383,4.0481,4.1696,21.4778,49.5004,,6.7942,4.76,4.2467,6.6181,,6.2423,8.2506,4.4328,21.3841,,21.0236,,14.5086
2016/12/29,11.0682,8.3319,17.5673,9.2416,18.2458,7.2234,11.0074,9.1631,13.7468,8.5059,12.9348,8.1432,7.0489,15.5187,4.0673,4.2212,21.261,48.8858,,6.8135,4.6943,4.2367,6.6554,,6.2804,8.1411,4.4517,19.5677,,21.1222,,14.4784
2016/12/30,10.4805,8.3503,17.6914,9.2999,17.9559,7.2334,11.1225,9.223,13.57,8.5442,12.9676,8.0146,7.1069,15.4203,4.029,4.204,21.3952,47.6465,,6.8328,4.7178,4.2566,6.6088,,6.452,8.171,4.4045,19.4305,,20.9325,6.8959,14.4834
2017/1/3,10.2748,8.3871,17.3192,9.5334,18.2144,7.3427,12.2332,9.4226,13.6682,8.573,13.0723,8.0047,7.1841,15.5482,4.0194,4.2326,21.839,48.3603,,6.987,4.7929,4.3064,6.7114,,6.6712,8.2108,4.4328,20.4154,,21.5319,7.5845,14.8363
2017/1/4,10.2846,8.5341,17.2736,9.544,18.4416,7.3725,12.8173,9.782,13.7763,8.6592,13.1706,8.0047,7.2227,15.8235,4.0386,4.2498,22.2106,49.5203,,7.1123,4.807,4.3362,6.7673,,6.6807,8.2307,4.5179,19.8584,,21.6912,8.3411,14.927
2017/1/5,10.2062,8.7424,17.1038,9.6236,17.854,7.3427,12.628,9.8019,13.7665,8.6496,13.1247,7.9651,7.1455,15.8825,4.0098,4.2957,22.2003,47.9539,,7.1508,4.7507,4.3263,6.7673,,6.6998,8.2904,4.5179,19.1318,,21.9871,9.1752,14.927
2017/1/6,9.8144,8.8711,17.502,9.4379,17.8462,7.3725,12.3566,10.1812,13.7861,8.64,13.02,7.8167,7.1165,15.6367,4.0098,4.2957,21.7152,45.9017,,7.2761,4.7131,4.3163,6.8512,,6.6235,8.2904,4.5462,17.8806,,22.063,10.0966,15.1489
2017/1/9,9.8046,9.0487,18.2789,9.5493,18.1204,7.4222,12.9407,10.2211,13.796,8.5538,13.3933,7.7376,6.9041,15.0269,4.0194,4.3129,21.6894,45.4555,,7.4496,4.7366,4.3362,6.9351,,6.7188,8.3103,4.584,17.8887,,22.9279,11.1052,14.8514
2017/1/10,9.9124,8.9262,17.8284,9.284,17.9716,7.4222,12.8419,10.3808,13.796,8.5634,13.2099,7.7771,6.9234,15.0663,3.9906,4.3244,21.5707,45.5448,,7.2376,4.7084,4.3461,6.8232,,6.4806,8.2406,4.5179,17.5738,,22.4423,12.2206,15.416
2017/1/11,9.5891,8.8527,17.4825,9.1779,17.6425,7.4122,12.6692,10.281,13.5012,8.4772,13.0331,7.6287,6.8075,14.6041,3.9618,4.3187,21.2404,43.2348,,7.1894,4.6098,4.3461,6.73,,6.5759,8.1809,4.8203,17.0088,,22.4651,13.4427,15.1388
2017/1/12,9.6675,9.1161,17.2801,9.162,16.9923,7.2433,12.6116,10.2012,13.3734,8.4293,12.9676,7.6188,6.6434,14.4074,3.981,4.2785,21.0288,41.4404,,7.2279,4.4878,4.3461,6.6647,,6.4329,8.1809,4.9999,16.2419,,22.0782,14.7908,14.6195
2017/1/13,9.6577,8.8833,16.3988,8.7853,16.8434,7.2036,12.192,10.2211,13.2064,8.4005,12.6401,7.5892,6.5179,13.9452,3.9522,4.3072,21.0391,40.0822,,7.093,4.4033,4.3461,6.6088,,6.4901,8.0117,4.9054,15.7898,,21.5774,16.2748,13.9894
2017/1/16,9.1778,8.4055,16.2421,8.4352,16.8356,6.8657,11.3364,9.9417,12.4989,8.2377,12.0834,6.8965,6.1799,13.3453,3.7891,4.2441,19.264,36.7808,,6.8039,4.2437,4.3461,6.3478,,6.5759,7.5639,4.9905,15.7898,,20.7201,17.9042,12.8702
2017/1/17,9.4128,8.5954,16.451,8.5838,16.8513,6.9552,11.5174,10.321,12.6758,8.2856,12.2209,7.1241,6.3247,13.4633,3.8467,4.3129,19.3672,38.2283,,6.7653,4.2859,4.3461,6.3758,,6.5663,7.6435,4.9337,16.3953,,21.0994,19.6985,13.0719
2017/1/18,9.4716,8.8772,16.6534,8.8225,17.1333,6.9055,11.682,10.0914,12.4006,8.209,11.9131,7.1043,6.1992,13.1879,3.8659,4.3244,18.9595,36.7808,,6.7075,4.3704,4.3461,6.3758,,6.6521,7.6236,4.8959,16.0078,,20.9932,21.6673,12.8299
2017/1/19,9.2169,8.8159,16.3988,8.6952,17.2978,6.8856,11.4352,10.1113,12.2631,8.2569,11.9786,6.9856,6.1413,13.2371,3.8275,4.3244,19.0421,37.0782,,6.6111,4.3141,4.3461,6.3571,,6.614,7.5042,4.792,16.1692,,20.9098,23.8302,12.9257
2017/1/20,9.4716,9.3673,16.6012,8.7853,17.3918,6.985,11.4763,10.311,12.5186,8.3814,12.1227,7.134,6.3537,14.5647,3.8851,4.4104,19.9245,38.03,,6.7557,4.3892,4.3461,6.4131,,6.6235,7.5639,4.8014,16.3953,,21.2588,26.2161,13.1374
2017/1/23,9.6185,9.3244,16.6207,8.9392,17.5955,7.0545,11.5997,10.2611,12.6856,8.5251,12.2733,7.134,6.4116,14.8794,3.9234,4.4104,19.8677,38.6546,,6.775,4.4127,4.3461,6.5063,,6.6712,7.6136,4.8109,16.5244,,21.585,25.4984,13.2886
2017/1/24,9.6087,8.9752,16.4379,8.8755,17.4075,7.0545,11.501,10.0515,12.5579,8.5251,12.2275,7.1142,6.4309,14.486,3.9138,4.4047,19.6923,37.7524,,6.8424,4.6192,4.3461,6.5436,,6.5949,7.6136,4.792,16.1127,,21.2815,25.4499,13.1324
2017/1/25,9.5793,8.914,16.9602,8.9392,17.6112,7.1439,11.4763,10.0315,12.6365,8.5346,12.3454,7.1142,6.5372,14.191,3.9234,4.4219,19.6716,38.0795,,6.8135,4.5676,4.3064,6.5249,,6.4901,7.6335,4.8203,16.5406,,21.3195,26.0997,13.1777
2017/1/26,9.6577,9.0365,17.019,9.3742,17.9481,7.1638,11.4516,10.1513,12.774,8.5059,12.5288,7.2231,6.6144,14.2599,3.9234,4.399,19.8058,38.486,,6.8135,4.5957,4.2765,6.5529,,6.4329,7.6634,4.7731,16.9442,,21.365,26.3422,13.208
2017/2/3,9.6675,8.8588,17.1299,9.5122,17.9089,7.1141,11.2542,10.1213,12.6365,8.4676,12.424,7.1835,6.4889,14.0927,3.8947,4.399,19.4652,38.4563,,6.8328,4.5488,4.2666,6.5156,,6.4424,7.6534,4.7731,17.6869,,21.5091,25.7021,13.2181
2017/2/6,9.8732,8.9201,17.7828,9.9631,18.2771,7.1141,11.4023,10.5605,12.7642,8.5059,12.7514,7.3913,6.5854,14.4172,3.933,4.4047,19.9039,39.5964,,6.9966,4.5676,4.2964,6.5995,,6.4424,7.7032,4.8487,18.9623,,21.6229,28.2723,13.4802
2017/2/7,9.7948,9.0549,17.9851,9.8145,18.0577,7.2731,11.8054,10.6204,12.6954,8.4676,12.7449,7.4012,6.5758,14.3582,3.9138,4.4678,19.5581,39.2692,,6.987,4.6896,4.2865,6.6647,,6.471,7.7032,4.8203,18.4215,,21.5167,28.8833,13.3239
2017/2/8,9.7361,9.0304,18.1092,9.9684,18.1517,7.2334,11.7478,10.5905,12.7937,8.4772,12.8759,7.5694,6.6724,14.5254,3.9522,4.4907,19.7026,39.6559,,6.9966,4.6521,4.3561,6.7486,,6.4901,7.7331,4.8109,18.3892,11.4864,22.3589,29.6398,13.5105
2017/2/9,9.7263,8.9691,18.0765,9.8888,18.7471,7.3327,11.7642,10.6204,12.9509,9.3297,12.8431,7.698,6.8172,14.8007,3.933,4.5079,19.9555,40.2705,,7.1508,4.7788,4.376,6.8698,,6.6235,7.8127,4.9243,17.9775,12.6373,22.3816,29.3392,13.5861
2017/2/10,9.9809,8.8894,19.1798,10.2284,19.6716,7.4122,11.8465,10.4407,12.9411,9.7033,12.9872,7.6881,6.7882,14.8204,3.9618,4.5079,19.4962,39.636,,7.1894,4.868,4.5053,7.1681,,6.8999,7.8724,4.9527,17.4528,13.9034,22.1464,28.8348,13.4046
2017/2/13,10.1181,9.0181,19.6237,10.1753,20.267,7.4222,11.9699,10.4807,13.0688,9.368,13.0723,7.6881,6.8944,14.8597,4.0002,4.5137,19.62,40.2705,,7.2665,4.868,4.5252,7.2333,,7.0905,7.8525,4.9716,17.8645,15.296,22.0782,29.989,13.5911
2017/2/14,10.0397,8.9568,19.9697,10.552,20.3766,7.3427,12.0768,10.6104,13.1081,9.4542,13.0723,7.6485,6.7882,14.6434,3.981,4.485,19.4549,40.5184,,7.2568,4.7976,4.4953,7.3638,,7.243,7.8923,5.0566,18.26,16.8267,22.3437,29.8532,13.6315
2017/2/15,9.9809,8.914,19.4279,10.5042,20.0946,7.2632,11.8383,10.4906,12.8232,9.5596,12.8235,7.5001,6.6144,14.2992,3.981,4.4104,19.1298,40.8753,,7.1412,4.7178,4.4754,7.1401,,7.1667,7.8226,4.9054,18.5264,18.5071,22.0099,30.503,13.702
2017/2/16,10.0593,8.914,19.4083,10.5997,20.1495,7.3526,12.0275,10.4208,12.892,9.435,13.0527,7.698,6.6724,14.427,4.0194,4.4334,19.522,40.4192,,7.4496,4.7413,4.5848,7.5037,,7.2716,7.8824,4.9527,18.1551,20.3601,22.0706,29.7853,13.6919
2017/2/17,9.7752,8.7608,19.924,10.1541,19.8048,7.2433,12.2661,10.4807,12.6954,9.2626,12.8824,8.1432,6.5951,14.2894,3.9618,4.376,19.5065,39.3684,,7.2472,4.6615,4.4953,7.3079,,7.0905,7.7729,4.8109,18.7444,22.3973,22.5561,28.1171,13.46
2017/2/20,9.7263,8.8159,20.4985,10.3451,20.3923,7.3129,12.4141,11.4389,12.9509,9.6075,13.0592,8.4302,6.6724,14.3582,3.9522,4.4104,19.6407,38.3968,,7.4592,4.7647,4.6047,7.3359,,7.3764,8.0814,4.8959,18.6313,22.9037,22.9203,27.671,13.2534
2017/2/21,9.7067,8.7853,20.2178,10.1647,20.1808,7.5016,12.3072,11.6785,13.118,9.6841,13.0985,8.4104,6.7496,14.4565,3.933,4.4219,20.0432,39.0412,,7.4881,4.7694,4.6147,7.3266,,7.3669,8.0814,4.9054,19.5516,23.7899,23.0341,28.3014,13.4248
2017/2/22,9.7067,8.6811,20.2961,10.1859,20.5725,7.5215,12.6856,12.0378,13.0786,9.5308,13.2688,8.5093,6.7399,14.3877,3.9138,4.399,20.6315,42.9473,,7.7676,4.7413,4.6346,7.513,,7.4622,8.1212,4.8959,19.1399,23.2375,22.9203,28.6602,13.4903
2017/2/23,9.6479,8.5831,19.5911,10.0798,20.0084,7.4917,12.6939,11.9879,13.1769,9.368,13.1771,8.3312,6.7013,14.5549,3.9906,4.376,20.3735,42.4714,,7.7098,4.7553,4.744,7.3732,,7.405,8.0515,4.8487,19.4386,24.1237,22.761,29.184,13.5508
2017/2/24,9.6577,8.8221,19.4866,10.1965,19.9379,7.4818,12.4964,12.0178,13.2457,9.5117,13.4195,8.3807,6.711,14.5352,4.0002,4.4506,20.5902,42.1344,,7.5652,4.7178,4.6544,7.2613,,7.3097,7.9321,4.8676,19.8503,23.8935,22.8445,29.8047,13.7323
2017/2/27,9.55,8.7608,19.6824,10.5679,19.7656,7.4619,12.3401,11.9779,13.0688,9.6362,13.1968,7.8662,6.7303,14.368,3.9714,4.4678,20.2806,42.3822,,7.3725,4.6755,4.5649,7.28,,7.4908,7.8624,4.7825,19.3417,23.5367,22.4499,30.0569,13.5458
2017/2/28,9.5891,8.7057,19.7347,10.5042,20.1573,7.5712,12.3648,11.7284,13.0983,9.7799,13.1313,7.9157,6.7689,14.6041,4.0098,4.4563,20.1464,41.8667,,7.4881,4.6802,4.545,7.4198,,7.6718,7.9122,4.8109,19.4063,23.7266,22.4499,31.3177,13.6567
2017/3/1,9.5891,8.7792,20.4005,10.9711,20.4863,7.5513,12.6609,11.6585,13.1278,9.9427,13.2819,7.8761,6.7593,14.6827,3.981,4.4391,19.9967,41.7378,,7.4303,4.7272,4.545,7.3545,,7.9006,7.9222,4.8014,19.1561,23.8647,22.7003,31.4923,13.7071
2017/3/2,9.8046,8.9752,20.5507,11.04,20.22,7.4718,12.5787,11.1794,13.0197,9.6266,13.0789,7.8167,6.6627,14.309,4.0098,4.4621,20.1258,41.4007,,7.3243,4.6662,4.4953,7.2986,,7.872,7.8525,4.7353,19.487,24.3654,22.7762,31.8415,13.6516
2017/3/3,9.8046,9.0304,20.6617,10.9499,20.0163,7.452,12.4224,11.2892,13.1769,9.6554,13.3409,7.8365,6.7496,14.309,3.9714,4.4735,20.4354,41.8369,,7.2183,4.6333,4.4953,7.0935,,7.872,7.8226,4.7164,19.2045,25.0099,23.3604,34.1789,13.3491
2017/3/6,9.8046,8.9875,20.4397,10.743,19.7264,7.5811,12.4224,11.3491,13.3243,9.732,13.3671,7.9948,6.8365,14.5057,3.9714,4.4678,20.6934,42.7193,,7.305,4.6943,4.5053,7.1122,,7.5003,7.9023,4.7164,19.6162,25.4991,23.4514,34.1789,13.7121
2017/3/7,9.7361,9.0304,19.7347,10.7642,19.4209,7.601,12.4306,11.1394,13.4226,9.7224,13.3343,7.9849,6.8558,15.0171,4.0002,4.4793,21.2559,42.6499,,7.3243,4.8398,4.4953,6.991,,7.5194,7.9122,4.6691,21.5778,25.5796,23.1631,33.1702,14.0952
2017/3/8,9.8242,8.9078,19.7281,10.2284,19.4444,7.5513,12.1673,11.0895,13.2359,9.5117,13.6028,8.1432,6.9138,14.8007,4.0194,4.4448,21.2972,42.2434,,7.3243,4.8727,4.4854,6.9537,,7.5194,7.9421,4.7069,21.2307,24.8948,23.1783,33.1993,13.8583
2017/3/9,9.6381,8.8956,19.6563,10.0055,19.225,7.5911,11.9534,11.2293,13.3145,9.3201,13.4326,8.0938,6.8268,14.5844,4.0002,4.3875,21.4313,41.9658,,7.2183,4.8445,4.4356,6.9351,,7.4145,7.8425,4.6502,20.8271,24.2388,22.4651,32.4234,13.9692
2017/3/10,9.5402,8.914,19.924,10.1488,19.6167,7.6209,11.8136,11.2093,13.1867,9.3393,13.1902,8.0245,6.7882,14.5549,4.0002,4.3932,21.4365,43.3042,,7.2086,4.7882,4.4356,6.9257,,7.3764,7.7928,4.6029,20.4638,24.6646,22.2678,32.1227,14.186
2017/3/13,9.4618,9.0671,20.2569,10.5095,20.0476,7.6209,11.9452,11.2892,13.1769,9.3776,13.0461,7.9849,6.8365,14.6336,3.9906,4.4162,21.2249,45.7331,,7.2761,4.8023,4.4555,6.9724,,7.4908,7.8923,4.6407,22.5142,25.9422,22.6624,32.9472,14.3574
2017/3/14,9.4716,9.0671,20.5507,10.7642,19.9066,7.5911,11.8547,11.1694,13.0786,9.3967,13.0658,8.0641,6.9234,14.6336,3.9906,4.4047,20.9411,44.5236,,7.2086,4.7507,4.4257,6.9817,,7.5194,7.8724,4.6407,22.4739,25.9019,22.5486,33.0732,14.2566
2017/3/15,9.4814,8.9936,20.0415,10.7695,20.0398,7.6109,11.7149,11.2093,12.8526,9.4542,13.0069,8.3016,6.8848,14.5352,4.0002,4.4047,21.2198,46.4668,,7.1412,4.9525,4.4257,7.0003,,7.6814,7.8824,4.6502,23.8542,26.2472,22.2451,32.2585,14.0549
2017/3/16,9.7948,9.0671,20.4658,10.8119,20.22,7.6308,11.8959,11.2592,12.9411,9.4925,13.092,8.4599,6.9331,14.7712,4.0961,4.4506,21.6223,47.2995,,7.2761,4.9478,4.4754,7.0749,,7.6337,7.9421,4.6786,24.2659,28.8713,22.7003,33.3836,14.4481
2017/3/17,9.834,9.2387,19.9436,10.8119,20.2043,7.5712,11.7478,11.2892,12.9804,9.3393,12.9283,8.3213,6.8655,14.6434,4.0865,4.5079,21.4159,45.1085,,7.2279,4.8633,4.4058,6.963,,7.6337,7.8724,4.6313,22.3366,27.0356,22.1616,31.9385,14.0398
2017/3/20,9.9907,9.3796,21.073,11.2469,20.643,7.6109,11.9617,11.359,13.0983,9.0423,13.0003,9.0634,6.8944,14.9188,4.1057,4.5423,21.3385,46.8732,,7.4303,4.9431,4.4158,6.8791,,7.8434,7.9122,4.6597,22.8533,27.5305,22.4423,33.2187,14.2767
2017/3/21,10.314,9.2693,22.4373,11.8199,21.6536,7.5911,12.0028,11.1794,13.0197,9.1094,12.9348,8.8952,6.8558,14.8696,4.2208,4.6743,21.7513,46.2883,,7.4014,5.0511,4.4555,6.9724,,8.3199,7.9321,4.7164,23.7332,28.1923,22.0933,34.3244,14.5137
2017/3/22,10.647,9.2632,23.5667,12.5255,22.6251,7.5811,12.0357,10.6903,12.8428,9.0902,12.6597,9.0041,6.7206,15.1154,4.2592,4.7373,21.7513,46.7939,,7.4785,4.9854,4.4158,7.6715,,8.52,7.8724,4.7636,23.6444,28.411,21.5698,35.2555,14.549
2017/3/23,10.6568,9.2141,24.2065,12.743,23.0559,7.4917,11.8876,10.6903,12.7249,9.1094,12.5942,9.0634,6.6627,14.9581,4.2016,4.7029,21.7513,48.3702,,7.4496,5.0417,4.4555,8.4358,,8.5581,7.8425,4.7069,23.16,27.4039,21.6988,34.1401,14.6548
2017/3/24,10.6274,9.2509,24.0563,12.552,22.9698,7.5016,12.1673,10.4707,12.7937,9.2435,12.6597,8.8161,6.8944,14.9286,4.2016,4.7373,21.7513,48.1819,,7.5749,5.1591,4.4953,8.8553,,8.5677,7.9719,4.8865,23.265,28.4858,21.8278,35.7307,14.7103
2017/3/27,10.2748,9.2019,24.1347,12.3186,22.578,7.3824,12.2414,10.5206,12.6856,9.1668,12.6859,8.5687,6.711,14.6434,4.1345,4.6915,21.7513,46.4568,,7.4014,5.1919,4.5252,8.8646,,8.2913,8.0316,4.792,22.8533,28.3016,22.0782,36.012,14.8716
2017/3/28,10.2356,9.2325,23.8801,12.9446,22.484,7.3923,12.1427,10.5206,12.5382,9.3201,12.6859,8.5093,6.6627,14.5746,4.1345,4.7029,21.7513,45.4159,,7.4496,5.1497,4.4854,9.7501,,8.358,8.0117,4.8014,22.2963,27.0816,22.3285,33.5388,14.559
2017/3/29,10.3531,9.1529,23.9519,12.6528,22.6486,7.3129,12.3648,10.301,12.4793,9.2722,12.4502,8.6578,6.5468,14.2894,4.1153,4.7316,20.6418,42.8779,,7.5941,5.2154,4.5351,10.3187,,8.7964,8.0316,4.8581,20.3831,24.9409,22.7989,31.1432,13.9995
2017/3/30,10.1474,8.9323,22.8421,12.1064,21.8965,7.1241,12.0193,9.8618,12.2532,8.8891,11.9393,8.7963,6.3247,13.778,4.0769,4.6915,19.6613,39.8343,,7.5074,5.0135,4.4854,9.9365,,8.52,7.7729,4.8865,19.5032,25.5624,21.8202,30.0569,13.0618
2017/3/31,10.0691,8.8527,23.3709,12.2019,22.1942,7.1439,11.9123,9.9017,12.3024,8.9178,12.1096,8.5588,6.4309,13.8665,4.0769,4.6571,20.1258,40.0425,11.0741,7.2183,4.8727,4.4555,9.9738,,8.339,7.7828,4.8014,19.5274,25.2056,22.1464,29.892,13.1324
2017/4/5,10.4511,8.9568,24.5721,12.9764,22.1942,7.3427,12.3154,10.2411,12.548,9.004,12.8038,9.4196,6.5468,14.2992,4.1729,4.7373,20.5592,41.1925,12.1791,7.305,5.2858,4.6047,10.1043,,8.339,8.0814,5.2267,21.4809,25.8904,22.7079,30.8813,13.3643
2017/4/6,10.5882,9.061,24.102,13.1037,23.6043,7.3824,12.3401,10.1513,12.6758,8.9753,12.6532,10.3596,6.5565,14.2992,4.2304,4.7373,20.8276,41.2421,13.3957,7.4688,5.4689,4.6147,9.9459,,8.8345,8.1411,5.2646,22.2801,26.1839,22.503,30.8134,13.3239
2017/4/7,10.3923,9.0487,23.991,12.8332,23.3145,7.4818,12.2002,10.1413,12.7151,9.0806,12.7776,11.3986,6.5565,14.191,4.2112,4.7431,20.7192,40.6175,14.7366,7.4207,5.6895,4.6147,10.2255,,8.6725,8.3103,5.1889,23.3618,26.6903,22.9279,29.7756,13.1122
2017/4/10,10.1964,8.8894,22.9988,12.8279,23.4241,7.8196,12.4141,9.9317,12.5579,8.64,12.9938,12.5364,6.4696,14.4467,4.1824,4.6972,20.2909,36.5528,16.2077,7.2665,6.0416,4.7539,10.2535,,8.6534,8.3601,5.17,23.6201,26.3795,22.7079,27.6128,12.6383
2017/4/11,10.3727,9.0732,24.4023,13.2364,24.0195,7.9786,12.3812,9.9716,12.6758,8.5059,13.3605,13.7931,6.5179,15.8924,4.192,4.7431,21.1269,36.6916,17.8279,7.1605,6.0275,5.2313,10.4958,,8.6916,8.4596,5.3307,22.8452,27.6283,23.4514,28.5245,12.8249
2017/4/12,10.0887,9.208,23.397,12.2549,22.578,7.7401,12.0933,9.8518,12.8625,8.4005,12.8169,15.1684,6.4985,15.3121,4.1345,4.7259,20.874,35.1946,19.6094,7.0641,5.6942,5.092,9.4425,,8.3961,8.1909,5.1795,20.5607,27.1046,22.6927,27.7098,12.6736
