ÈÕÆÚ,000018.SZ,000055.SZ,000065.SZ,000928.SZ,002051.SZ,002135.SZ,002140.SZ,002178.SZ,002298.SZ,002469.SZ,002541.SZ,002542.SZ,002593.SZ,002743.SZ,200018.SZ,200055.SZ,300384.SZ,300517.SZ,300635.SZ,600248.SH,600477.SH,600496.SH,600970.SH,601068.SH,601117.SH,601226.SH,601618.SH,603098.SH,603637.SH,603698.SH,603929.SH,603959.SH
2014/1/2,2.4481,3.4593,4.8126,4.3821,10.9796,3.6395,15.2987,3.957,7.2751,7.1889,7.4255,2.0724,2.5351,,1.1037,1.6818,,,,5.6884,1.0085,3.0876,5.0492,,7.2153,,1.5658,,,,,
2014/1/3,2.394,3.3927,4.8449,4.3874,10.7699,3.5703,14.9888,4.0327,7.2751,7.1361,7.2187,2.0724,2.5065,,1.0861,1.6762,,,,5.6305,0.9812,3.0386,4.9399,,6.9514,,1.5479,,,,,
2014/1/6,2.3605,3.2657,4.6942,4.4563,10.3557,3.4516,13.945,3.8735,7.0407,6.8532,6.8439,2.0724,2.4875,,1.0659,1.6374,,,,5.4928,0.973,2.9406,4.8428,,6.5966,,1.5032,,,,,
2014/1/7,2.3759,3.3081,4.7408,4.573,9.543,3.4714,13.9694,3.8735,7.4411,6.9059,6.9538,2.0724,2.4748,,1.0608,1.6485,,,,5.4203,0.9894,2.9183,4.8792,,6.5784,,1.5032,,,,,
2014/1/8,2.3759,3.302,4.7696,4.5465,9.3385,3.4714,13.9857,3.8578,7.3923,6.858,6.8827,2.0724,2.4779,,1.0457,1.6485,,,,5.3841,0.9757,2.9629,4.8246,,6.6057,,1.4764,,,,,
2014/1/9,2.3502,3.2778,4.7588,4.3768,9.3752,3.3725,13.7248,3.8944,7.1286,6.7285,6.7599,2.0724,2.4811,,1.0431,1.6651,,,,5.2754,0.973,2.9629,4.6122,,6.5056,,1.4585,,,,,
2014/1/10,2.3167,3.2053,4.6655,4.1486,9.3804,3.2933,13.3415,3.8213,6.9724,6.4983,6.5854,2.0724,2.4748,,1.0507,1.6485,,,,5.1667,0.9538,2.9629,4.503,,6.4874,,1.4406,,,,,
2014/1/13,2.2883,3.2718,4.5614,4.0744,9.5954,3.3131,13.5291,3.8213,6.9333,6.3208,6.6888,2.0724,2.4621,,1.0507,1.654,,,,5.174,0.9784,2.9406,4.4484,,6.3964,,1.4585,,,,,
2014/1/14,2.3038,3.3323,4.6224,4.2123,9.7107,3.412,13.5291,3.8213,7.0798,6.4407,6.7857,2.0724,2.5256,,1.0583,1.6873,,,,5.2537,0.9839,2.9673,4.5272,,6.0688,,1.4764,,,,,
2014/1/15,2.3064,3.3444,4.7839,4.2707,9.6006,3.3922,13.6025,4.1711,6.9626,6.5079,6.7922,2.0724,2.5383,,1.0558,1.6762,,,,5.3696,0.9784,3.0342,4.5819,,6.0051,,1.4585,,,,,
2014/1/16,2.3064,3.3383,4.8593,4.207,9.3961,3.4021,13.5861,4.0954,6.9821,6.4983,6.7793,2.0724,2.586,,1.0709,1.6929,,,,5.4276,0.9812,3.0342,4.5576,,6.0415,,1.4585,,,,,
2014/1/17,2.3064,3.3323,4.766,4.1752,9.4381,3.3527,13.3089,4.0954,6.7771,6.3208,6.6436,2.0724,2.5637,,1.0659,1.6818,,,,5.4203,0.9675,2.9762,4.4362,,5.7686,,1.4406,,,,,
2014/1/20,2.2832,3.429,4.8054,4.085,9.1235,3.3527,13.211,4.1189,6.7478,6.4407,6.6953,2.0724,2.4938,,1.0633,1.704,,,,5.4131,0.9648,2.9629,4.4787,,5.532,,1.4495,,,,,
2014/1/21,2.3012,3.423,4.8449,4.0903,9.3122,3.3922,13.2518,4.2102,6.7966,6.4647,6.8374,2.0724,2.5192,,1.0633,1.704,,,,5.4928,0.9702,3.0208,4.4969,,5.5502,,1.4495,,,,,
2014/1/22,2.3373,3.4895,4.9346,4.1964,9.4905,3.4714,13.6595,4.6305,6.9724,6.6374,6.9667,2.0724,2.605,,1.081,1.7317,,,,5.5218,0.9948,3.0921,4.6304,,5.8141,,1.4764,,,,,
2014/1/23,2.3141,3.5258,5.01,4.2919,9.3647,3.4615,14.0265,4.7062,6.9626,6.6518,6.9925,2.0724,2.605,,1.0835,1.7373,,,,5.529,0.9866,3.0832,4.5819,,5.8414,,1.4764,,,,,
2014/1/24,2.3424,3.5681,5.0746,4.2494,9.4119,3.4812,14.0265,4.6801,7.1189,6.7573,7.0248,2.0724,2.6495,,1.0911,1.7428,,,,5.5363,1.0058,3.1723,4.6426,,5.9142,,1.4853,,,,,
2014/1/27,2.345,3.5439,5.2074,4.2229,9.0134,3.4714,13.5943,4.9933,7.0114,6.623,7.0055,2.0724,2.64,,1.0835,1.7595,,,,5.4638,0.9976,3.1366,4.5637,,5.6776,,1.4764,,,,,
2014/1/28,2.3321,3.4835,5.0926,4.1539,9.0134,3.4714,13.5861,5.0768,7.0212,6.7045,6.9473,2.0724,2.6241,,1.0633,1.7595,,,,5.5,0.9921,3.1188,4.1146,,5.7686,,1.5032,,,,,
2014/1/29,2.3502,3.5076,5.3402,4.1539,9.0134,3.4812,13.5128,5.1969,7.1384,6.8436,7.0378,2.0724,2.6241,,1.0785,1.7817,,,,5.587,0.9948,3.0921,4.1024,,5.7413,,1.4942,,,,,
2014/1/30,2.345,3.5379,5.6345,4.1486,9.543,3.4911,13.3333,5.2804,7.0993,6.7908,7.0184,2.0724,2.5732,,1.081,1.8039,,,,5.587,0.9948,3.0564,4.151,,5.6412,,1.4853,,,,,
2014/2/7,2.3888,3.5802,5.7852,4.2017,9.8156,3.5406,13.6677,5.2882,7.3532,6.8436,7.1476,2.0724,2.6145,,1.1037,1.815,,,,5.5942,1.0167,3.0431,4.1692,,5.6867,,1.5032,,,,,
2014/2/10,2.4043,3.6467,5.735,4.5784,10.1564,3.5999,14.1896,5.3613,7.7829,7.0498,7.3027,2.0724,2.6876,,1.1139,1.8539,,,,5.7247,1.0331,3.1589,4.2845,,5.8778,,1.5121,,,,,
2014/2/11,2.412,3.6165,5.6273,4.4351,10.2875,3.59,14.2712,5.2961,7.7731,7.0306,7.251,2.0724,2.7194,,1.124,1.8261,,,,5.7174,1.0413,3.1366,4.3209,,5.9778,,1.5211,,,,,
2014/2/12,2.4919,3.6165,5.6165,4.5518,10.1774,3.6296,14.8339,5.4031,7.9587,7.2656,7.3544,2.0724,2.7511,,1.1795,1.8261,,,,5.7174,1.0413,3.1054,4.3695,,6.0415,,1.5211,,,,,
2014/2/13,2.4378,3.7798,5.4407,4.5784,9.9886,3.5703,14.4506,5.1864,7.8122,7.3759,7.1929,2.0724,2.7257,,1.1366,1.8539,,,,5.6884,1.0249,3.1856,4.2784,,5.9324,,1.5121,,,,,
2014/2/14,2.4893,3.8584,5.7027,4.7481,10.3767,3.6692,14.7197,5.5597,8.0466,7.8459,7.348,2.0724,2.9036,,1.1593,1.8816,,,,5.8261,1.0386,3.1767,4.3209,,5.996,,1.53,,,,,
2014/2/17,2.5125,3.8221,5.778,4.7587,10.88,3.6593,14.8502,5.5858,8.2028,7.9178,7.4966,2.0724,2.9767,,1.1745,1.8761,,,,5.7971,1.0577,3.2079,4.4301,,6.0233,,1.53,,,,,
2014/2/18,2.5099,3.7375,5.8642,4.8065,10.8853,3.6296,14.7442,5.651,8.4274,7.9466,7.5871,2.0724,2.964,,1.1644,1.8317,,,,5.7537,1.055,3.1723,4.6061,,5.8232,,1.5121,,,,,
2014/2/19,2.4842,3.7616,6.1046,4.6367,10.7122,3.6889,14.6544,5.4005,8.4372,7.913,7.4578,2.0724,2.9418,,1.1644,1.8483,,,,5.8189,1.055,3.1812,4.594,,5.8414,,1.539,,,,,
2014/2/20,2.4584,3.6225,6.0328,4.589,11.1369,3.6494,14.8094,5.2856,8.1051,7.678,7.3092,2.0724,2.8337,,1.1467,1.7873,,,,5.8696,1.0413,3.0742,4.594,,5.805,,1.5479,,,,,
2014/2/21,2.461,3.5742,5.9431,4.6845,10.7699,3.5999,14.7197,5.3117,8.0075,7.5054,7.2769,2.0724,2.8592,,1.1467,1.7873,,,,5.7174,1.0331,3.0297,4.7821,,5.6867,,1.5121,,,,,
2014/2/24,2.4584,3.5863,5.9431,4.589,10.4343,3.5505,14.4424,5.2204,8.1735,7.8459,7.3092,2.0724,2.8909,,1.1341,1.7873,,,,5.674,1.0249,3.052,4.7336,,5.5047,,1.4764,,,,,
2014/2/25,2.4378,3.4653,5.6919,4.4192,9.9467,3.4417,14.1081,4.7792,7.8317,7.3567,6.9861,2.0724,2.8814,,1.124,1.7262,,,,5.4783,1.0003,2.9941,4.4301,,5.3409,,1.4674,,,,,
2014/2/26,2.4455,3.5258,5.7062,4.5147,10.0673,3.4615,14.0999,4.8915,8.1344,7.6253,6.9796,2.0724,3.0561,,1.124,1.7651,,,,5.5798,0.9976,3.0653,4.5272,,5.2318,,1.4495,,,,,
2014/2/27,2.4249,3.55,5.5986,4.5943,9.674,3.4021,14.1978,4.6461,7.9782,7.5629,6.9021,2.0724,2.9862,,1.1341,1.7706,,,,5.7827,0.9921,3.0386,4.4362,,5.2772,,1.4495,,,,,
2014/2/28,2.3965,3.5863,5.8498,4.6155,9.7842,3.4417,14.3935,4.7349,8.1247,7.8075,6.9731,2.0724,2.9767,,1.1189,1.8039,,,,5.7609,1.0058,3.0742,4.6061,,5.2318,,1.4674,,,,,
2014/3/3,2.3914,3.5984,6.1046,4.78,9.9624,3.5208,15.3558,4.8732,8.193,8.1145,7.0701,2.0724,3.0148,,1.1189,1.8039,,,,5.8334,1.0222,3.0965,4.6365,,5.3591,,1.4764,,,,,
2014/3/4,2.412,3.6407,6.1584,5.1301,9.6373,3.5109,15.6738,4.8027,8.1442,7.985,7.0765,2.0724,3.0657,,1.1189,1.815,,,,5.7754,1.0222,3.0742,4.6243,,5.3136,,1.4674,,,,,
2014/3/5,2.4584,3.5621,6.0974,4.9869,9.6478,3.5307,15.4373,4.8523,8.9059,7.8795,7.0313,2.0724,3.0974,,1.1391,1.8095,,,,5.8044,1.0194,3.0876,4.5212,,5.3227,,1.4585,,,,,
2014/3/6,2.5074,3.5318,6.0221,4.9762,9.4853,3.8867,15.7798,4.9359,9.3844,8.009,7.0572,2.0724,3.0974,,1.1618,1.7928,,,,5.7174,1.055,3.1366,4.4908,,5.2863,,1.4674,,,,,
2014/3/7,2.5099,3.5076,6.0185,4.8542,9.4486,4.0054,16.3588,4.8889,9.5113,7.8795,7.0895,2.0724,3.161,,1.1618,1.8039,,,,5.5725,1.0304,3.1054,4.4119,,5.3409,,1.4585,,,,,
2014/3/10,2.5666,3.5016,5.7242,4.6738,9.2808,3.7779,15.7635,4.6409,9.0817,7.4574,6.7211,2.2798,2.9862,,1.1921,1.7817,,,,5.3986,0.9894,2.9272,4.2663,,5.4592,,1.4227,,,,,
2014/3/11,2.6285,3.6891,5.3761,4.8277,9.3332,3.6593,16.5138,4.7636,8.9547,7.1697,6.734,2.4546,2.9894,,1.2073,1.865,,,,5.3913,0.9866,2.9406,4.3088,,5.4865,,1.4316,,,,,
2014/3/12,2.6285,3.8403,5.4873,4.9869,9.2126,3.7483,16.1876,4.5626,8.3004,7.0546,6.7017,2.6996,2.9926,,1.2073,1.8761,,,,5.3986,0.9894,2.9272,4.418,,5.6048,,1.4406,,,,,
2014/3/13,2.6414,3.8645,5.4909,4.8436,9.3332,3.6692,15.682,4.6096,8.3883,7.2081,6.747,2.582,2.9767,,1.1846,1.9149,,,,5.4058,0.9921,2.945,4.4119,,5.5775,,1.4495,,,,,
2014/3/14,2.4481,3.8645,5.5196,4.8967,9.3857,3.5703,15.3476,4.6174,8.32,7.1553,6.7211,2.6016,2.9259,,1.1745,1.9149,,,,5.3841,0.9839,2.9272,4.3513,,5.5229,,1.4406,,,,,
2014/3/17,2.412,4.0156,5.5376,4.8807,9.6426,3.6395,15.7472,4.8471,8.8278,7.3232,6.8697,2.8612,2.9831,,1.1593,1.9926,,,,5.4493,1.0003,2.9584,4.3695,,5.5775,,1.4585,,,,,
2014/3/18,2.4429,4.185,5.9467,4.9603,9.6426,3.679,15.0459,4.8706,8.8668,7.3136,6.8504,2.8057,2.9672,,1.1795,2.0315,,,,5.4348,0.9976,2.9673,4.5576,,5.5502,,1.4585,,,,,
2014/3/19,2.3785,4.1003,5.8534,5.1354,9.3594,3.7087,14.9073,4.9985,9.1012,7.2512,6.9021,2.8857,2.9926,,1.1644,1.976,,,,5.4928,1.0085,2.9228,4.509,,5.3955,,1.4585,,,,,
2014/3/20,2.3888,4.1306,5.6919,4.9338,9.0973,3.5604,14.8257,4.7792,8.5739,7.1313,6.7728,2.7355,2.9481,,1.1719,1.9593,,,,5.4566,0.9894,2.8916,4.418,,5.3955,,1.4495,,,,,
2014/3/21,2.3914,4.1366,5.7421,4.9338,9.3594,3.6197,14.6789,4.8836,9.4137,7.2033,6.9214,2.7763,2.9195,,1.1669,1.9926,,,,5.5798,1.014,2.9228,4.685,,5.714,,1.4853,,,,,
2014/3/24,2.4094,4.0277,5.5986,4.6898,9.4171,3.679,14.7768,4.9071,9.277,7.1889,7.0119,2.8808,2.875,,1.177,1.9926,,,,5.6232,1.0304,2.9584,4.7336,,5.8505,,1.53,,,,,
2014/3/25,2.412,3.8463,5.4443,4.4723,9.5063,3.6889,15.0703,5.2204,9.1305,7.1697,7.0313,2.6947,2.9449,,1.1694,1.9538,,,,5.6015,1.0276,3.0297,4.6061,,5.7231,,1.5121,,,,,
2014/3/26,2.3837,3.8645,5.473,4.52,9.5167,3.6692,14.9236,5.1682,9.15,7.1553,7.0442,2.7045,3.0053,,1.1719,1.9649,,,,5.6377,1.0386,3.0564,4.5272,,5.8323,,1.5032,,,,,
2014/3/27,2.4352,3.7677,5.3581,4.4776,9.3752,3.6197,14.4098,5.1551,8.5934,6.9683,6.8956,2.5379,2.9862,,1.1795,1.9482,,,,5.5073,1.055,3.003,4.4362,,5.7686,,1.4942,,,,,
2014/3/28,2.3579,3.7254,5.3115,4.589,9.3437,3.59,13.9776,4.8523,8.3883,6.7285,6.6112,2.4317,2.8909,,1.1568,1.9094,,,,5.5145,1.0331,2.9317,4.3877,,5.7322,,1.5032,,,,,
2014/3/31,2.2857,3.7314,5.1572,4.6155,9.5272,3.6197,13.8226,4.8836,7.5485,6.7285,6.5919,2.4611,2.9291,,1.129,1.8983,,,,5.5942,1.0222,2.9005,4.4301,,5.6594,,1.5032,,,,,
2014/4/1,2.3502,3.7979,5.2935,4.6208,9.5325,3.6593,14.0265,5.0872,7.5876,6.8963,6.7082,2.5199,2.9481,,1.1442,1.9538,,,,5.7682,1.0468,2.9584,4.4666,,5.6412,,1.53,,,,,
2014/4/2,2.3399,3.8645,5.5089,4.5996,9.4171,3.6889,14.0428,5.2569,7.4509,6.8724,6.7857,2.4824,2.9545,,1.1416,1.9649,,,,5.6812,1.0386,2.954,4.5212,,5.7322,,1.539,,,,,
2014/4/3,2.3321,3.8584,5.4981,4.6685,9.5115,3.6593,13.7411,5.2621,7.4704,6.8724,6.7276,2.5036,2.9291,,1.1366,1.9649,,,,5.7029,1.0413,2.9139,4.4787,,5.5775,,1.5121,,,,,
2014/4/4,2.3347,3.81,5.5124,4.6632,9.5272,3.679,13.9368,5.2934,7.5095,6.9443,6.7534,2.582,2.9291,,1.1391,1.9704,,,,5.6957,1.0495,2.9317,4.4969,,5.5775,,1.5211,,,,,
2014/4/8,2.3399,3.8221,5.4909,4.6632,9.7579,3.7285,14.3119,5.33,7.4606,7.0834,6.818,2.5918,2.9449,,1.129,1.9704,,,,5.6957,1.0714,2.9629,4.5819,,5.8414,,1.5479,,,,,
2014/4/9,2.3527,3.8645,5.4694,4.6845,9.9415,3.7285,14.5321,5.2595,7.5583,7.2752,6.8504,2.6457,3.0339,,1.129,1.9926,,,,5.6884,1.0795,2.9762,4.5637,,5.7959,,1.539,,,,,
2014/4/10,2.3502,3.8463,5.473,4.6632,9.9572,3.6988,14.475,5.1786,7.7145,7.2608,6.8245,2.5836,2.9958,,1.1416,2.0093,,,,5.6884,1.0795,2.9851,4.6001,,5.8687,,1.5748,,,,,
2014/4/11,2.345,3.7737,5.4622,4.6579,9.8785,3.6494,14.5892,5.2204,7.6169,7.1793,6.8568,2.5575,2.9513,,1.1366,2.0204,,,,5.5725,1.0905,2.9762,4.5637,,5.7686,,1.5569,,,,,
2014/4/14,2.3708,3.7737,5.5555,4.6526,9.868,3.6889,14.7931,5.2726,7.6364,7.2848,6.8633,2.6947,2.9831,,1.1416,2.0148,,,,5.7174,1.0959,3.0208,4.5515,,5.7595,,1.5479,,,,,
2014/4/15,2.345,3.7677,5.4981,4.6898,9.674,3.7087,14.4506,5.2308,7.5583,7.2272,6.7987,2.6408,2.9862,,1.1467,1.998,,,,5.7464,1.1041,2.9762,4.4969,,5.8141,,1.53,,,,,
2014/4/16,2.3476,3.7555,5.4048,4.6579,9.8733,3.7582,14.2141,5.4031,7.5974,7.1394,6.831,2.6947,3.0212,,1.1442,1.9868,,,,5.7102,1.1588,3.0609,4.5515,,5.7049,,1.53,,,,,
2014/4/17,2.3321,3.8224,5.4478,4.6685,9.8523,3.8274,14.369,5.3378,7.4606,6.9826,6.9279,2.7241,2.9767,,1.1265,2.0148,,,,5.7754,1.2736,3.1589,4.4969,,5.6503,,1.53,,,,,
2014/4/18,2.3424,4.0047,5.3474,4.6473,9.8313,3.8175,14.3772,5.3404,7.4704,6.901,6.8956,2.7094,2.9322,,1.129,2.0597,,,,5.6884,1.402,3.0832,4.4484,,5.6321,,1.53,,,,,
2014/4/21,2.3321,3.9257,5.2146,4.6261,9.5692,3.7582,14.1896,5.33,7.2458,6.7379,6.8116,2.6914,2.802,,1.1341,2.0429,,,,5.5,1.5414,3.0609,4.3755,,5.6048,,1.5032,,,,,
2014/4/22,2.3295,3.956,5.1787,4.5837,9.3961,3.7681,13.9287,5.33,7.1482,6.6187,6.9861,2.5346,2.7067,,1.1366,2.0766,,,,5.4711,1.5906,3.1589,4.3513,,5.5502,,1.5032,,,,,
2014/4/23,2.3218,3.8284,5.15,4.5677,9.4643,3.8571,13.9694,5.0376,7.0798,6.6438,6.8051,2.6661,2.7162,,1.1341,1.9811,,,,5.5073,1.5524,3.1544,4.3695,,5.4774,,1.5032,,,,,
2014/4/24,2.3192,4.029,5.0244,4.4033,9.4381,3.7878,13.9205,4.6096,6.9919,6.6814,6.7211,2.8305,2.7003,,1.1341,2.0317,,,,5.4348,1.4512,3.0965,4.3209,,5.4956,,1.5032,,,,,
2014/4/25,2.3038,3.9986,4.8162,4.3874,9.2284,3.6494,13.7411,4.6461,6.9333,6.4117,6.5983,2.6628,2.6114,,1.1265,2.0092,,,,5.2899,1.4157,3.0252,4.2784,,5.3409,,1.4764,,,,,
2014/4/28,2.229,3.8892,4.827,4.3343,9.1917,3.5505,13.2355,4.4112,6.738,6.0603,6.3527,2.4097,2.4239,,1.1063,1.9531,,,,5.2247,1.3665,2.8916,4.1692,,5.1317,,1.4585,,,,,
2014/4/29,2.2471,4.0715,4.8808,4.329,9.3385,3.6296,13.4638,4.5704,6.8357,6.1294,6.4755,2.4754,2.4811,,1.1214,1.998,,,,5.2682,1.3856,2.9317,4.2238,,5.2136,,1.4674,,,,,
2014/4/30,2.2883,4.0958,5.1643,4.3449,9.4066,3.6494,13.4964,4.6801,6.865,6.1168,6.5337,2.413,2.5129,,1.1214,2.0092,,,,5.3189,1.3611,2.8738,4.2663,,5.35,,1.4853,,,,,
2014/5/5,2.5177,4.1809,5.2361,4.3449,9.9677,3.6889,13.7411,4.7375,6.8943,6.2046,6.8116,2.5576,2.5987,,1.1871,2.0317,,,,5.3696,1.3747,2.8871,4.3452,,5.3227,,1.4764,,,,,
2014/5/6,2.5202,4.1627,5.2576,4.3661,9.9991,3.7186,13.79,4.6983,7.0407,6.2987,6.8116,2.5511,2.6177,,1.1669,2.0373,,,,5.4421,1.3966,2.9005,4.3452,,5.2954,,1.4853,,,,,
2014/5/7,2.4635,4.0168,5.0961,4.3821,10.104,3.6889,13.4149,4.5939,7.0603,6.2423,6.6823,2.7286,2.5288,,1.1669,2.0204,,,,5.4928,1.3255,2.8604,4.2906,,5.25,,1.4764,,,,,
2014/5/8,2.4532,4.0897,4.9634,4.4086,9.9314,3.7977,13.7819,4.5913,7.0896,6.2297,6.7405,2.6957,2.551,,1.1568,2.0317,,,,5.5653,1.3474,2.8559,4.2724,,5.2954,,1.4853,,,,,
2014/5/9,2.3527,3.9804,4.9849,4.4139,9.3627,3.8175,13.5454,4.5156,6.6013,6.1356,6.7211,2.8601,2.5256,,1.1517,1.9924,,,,5.4203,1.2845,2.8648,4.2238,,5.259,,1.5748,,,,,
2014/5/12,2.3914,4.035,5.0531,4.5094,9.4905,3.8373,13.9287,4.7114,6.7185,6.3364,6.831,2.8535,2.6209,,1.1618,2.026,,,,5.558,1.2955,2.9094,4.3452,,5.4319,,1.6016,,,,,
2014/5/13,2.4867,4.2174,5.2074,4.5041,9.548,3.7977,13.7982,4.6931,6.6599,6.3113,6.831,3.031,2.6685,,1.1795,2.0597,,,,5.5073,1.29,2.8871,4.3391,,5.4319,,1.5837,,,,,
2014/5/14,2.479,4.2234,5.2253,4.4776,9.6119,3.7977,13.7819,4.761,6.6111,6.2611,6.734,3.0573,2.64,,1.1745,2.0541,,,,5.4928,1.3064,2.8871,4.3634,,5.3955,,1.5658,,,,,
2014/5/15,2.4764,4.1505,5.1966,4.3396,9.369,3.679,13.472,4.9567,6.4548,6.1105,6.6048,2.8436,2.5669,,1.177,2.0373,,,,5.4058,1.3064,2.8247,4.236,,5.2409,,1.539,,,,,
2014/5/16,2.5099,4.2234,5.0423,4.3608,9.6183,3.7186,13.3904,4.7037,6.6111,6.1482,6.6242,2.722,2.6018,,1.182,2.0485,,,,5.3769,1.3064,2.8292,4.2663,,5.259,,1.5479,,,,,
2014/5/19,2.4996,4.1444,5.0244,4.4033,9.7397,3.6889,13.2844,4.5771,6.6208,6.1482,6.5983,2.7549,2.5764,,1.1795,2.0429,,,,5.4058,1.2162,2.847,4.2784,,5.068,,1.5211,,,,,
2014/5/20,2.4687,4.1687,4.9562,4.3608,9.7525,3.8274,13.3578,4.7257,6.5525,6.1356,6.5983,2.7023,2.5732,,1.177,2.0429,,,,5.3696,1.2244,2.8559,4.327,,5.0589,,1.5211,,,,,
2014/5/21,2.4687,4.2295,5.0423,4.3608,10.2126,3.8373,13.5372,4.6927,6.5915,6.1795,6.6371,2.7089,2.5891,,1.177,2.0541,,,,5.3986,1.2381,2.8604,4.3877,,5.1135,,1.5211,,,,,
2014/5/22,2.4713,4.1687,5.0746,4.3608,10.0017,3.7878,13.5209,4.7037,6.5622,6.2109,6.7017,2.7154,2.5891,,1.182,2.0429,,,,5.4058,1.2381,2.8559,4.3513,,5.0771,,1.5121,,,,,
2014/5/23,2.4842,4.0837,5.2397,4.3608,10.2766,3.8571,13.5943,4.9732,6.5915,6.2737,6.7276,2.6957,2.5891,,1.1846,2.0317,,,,5.3769,1.2463,2.8426,4.3877,,5.1135,,1.5211,,,,,
2014/5/26,2.5228,4.2964,5.2612,4.3608,10.219,3.8472,13.7329,5.0723,6.6501,6.3803,6.747,2.939,2.5891,,1.1871,2.0709,,,,5.4203,1.2681,2.8693,4.3877,,5.1772,,1.5032,,,,,
2014/5/27,2.5975,4.272,5.2002,4.3608,10.0529,3.8175,13.5861,4.9952,6.5818,6.487,6.7405,2.939,2.6717,,1.1947,2.0541,,,,5.3913,1.2517,2.8604,4.3755,,5.1317,,1.5121,,,,,
2014/5/28,2.5744,4.2417,5.1679,4.4139,10.3532,3.8076,13.6025,5.0227,6.6892,6.4807,6.7728,3.0146,2.6876,,1.1972,2.0597,,,,5.4131,1.2599,2.8604,4.4181,,5.159,,1.5211,,,,,
2014/5/29,2.546,4.1687,5.0531,4.1911,10.2957,3.7779,13.4389,4.8797,6.6013,6.3238,6.6306,3.1921,2.6717,,1.1846,2.0485,,,,5.3116,1.2162,2.9139,4.3998,,5.0862,,1.5121,,,,,
2014/5/30,2.5305,4.2417,5.1392,4.1911,10.2254,3.768,13.4143,5.0172,6.5915,6.3866,6.6888,3.1428,2.6749,,1.2023,2.0429,,,,5.2899,1.2326,2.9139,4.3329,,5.0953,,1.5211,,,,,
2014/6/3,2.4996,4.1384,5.1536,4.0638,10.3021,3.7779,13.9542,4.9512,6.6404,6.6375,6.7276,3.0738,2.6241,,1.1846,1.9811,,,,5.4131,1.2435,2.9005,4.3146,,5.0862,,1.5479,,,,,
2014/6/4,2.6645,4.1687,5.1284,4.0903,10.072,3.6986,13.9133,5.0778,6.5427,6.8195,6.6565,3.2053,2.6114,,1.23,1.9699,,,,5.4783,1.2381,2.8426,4.3572,,5.0043,,1.5211,,,,,
2014/6/5,2.6336,4.187,5.1213,4.138,9.9059,3.7284,13.856,5.0998,6.5915,6.7191,6.7857,3.1855,2.6495,,1.2199,1.9811,,,,5.4276,1.3064,2.8871,4.339,,5.0498,,1.5121,,,,,
2014/6/6,2.6903,4.1991,5.071,4.1964,9.8675,3.7085,13.6597,5.0062,6.6697,6.7818,6.8051,3.3072,2.6177,,1.2326,1.9755,,,,5.3624,1.2982,2.8604,4.2599,,4.9861,,1.5211,,,,,
2014/6/9,2.6903,4.0897,5.0244,4.1539,9.9634,3.7085,13.8151,4.9732,6.7087,6.6438,6.747,3.2447,2.6463,,1.2326,1.9643,,,,5.3334,1.2818,2.8292,4.1747,,4.977,,1.5121,,,,,
2014/6/10,2.6903,4.1201,5.132,4.1699,10.1743,3.7482,13.8806,5.0172,6.7478,6.7254,6.7925,3.2644,2.6622,,1.2326,1.9587,,,,5.3913,1.2763,2.8604,4.2051,,5.0043,,1.5211,,,,,
2014/6/11,2.6903,4.1627,5.1177,4.1964,10.1935,3.7978,13.9624,5.0172,6.7478,6.9449,6.838,3.1888,2.6908,,1.2326,1.9924,,,,5.3624,1.2681,2.8693,4.199,,4.9861,,1.5211,,,,,
2014/6/12,2.6903,4.1687,5.1356,4.1911,10.3916,3.7779,13.7497,4.9787,6.6794,6.8195,6.8901,3.1001,2.6813,,1.2326,1.9643,,,,5.2971,1.2681,2.8381,4.126,,4.9497,,1.5211,,,,,
2014/6/13,2.6903,4.187,5.1356,4.3449,10.3724,3.7879,13.8724,5.0888,6.8161,6.8257,6.9161,3.1362,2.694,,1.2326,1.9755,,,,5.3189,1.2955,2.8515,4.1625,,5.0043,,1.53,,,,,
2014/6/16,2.6903,4.266,5.1876,4.2919,10.7047,3.8077,14.085,5.4409,6.7771,6.9261,6.9421,3.4288,2.7257,,1.2326,1.9924,,,,5.3261,1.3228,2.9094,4.1686,,5.0043,,1.539,,,,,
2014/6/17,2.6903,4.3146,5.2049,4.3874,10.2574,3.7284,13.9869,5.4739,6.6697,6.8069,6.8445,3.3663,2.713,,1.2326,2.0317,,,,5.3116,1.3008,2.9183,4.1382,,4.977,,1.539,,,,,
2014/6/18,2.6903,4.3085,5.0663,4.5571,10.2446,3.6887,13.7497,5.3418,6.699,6.6501,6.825,3.3368,2.6781,,1.2326,2.0373,,,,5.2537,1.3503,2.896,4.0956,,4.8678,,1.5211,,,,,
2014/6/19,2.6903,4.3085,4.8498,4.329,9.9314,3.5697,13.3162,5.0723,6.5915,6.694,6.6949,3.3992,2.605,,1.2326,2.0317,,,,5.145,1.2925,2.8337,4.0165,,4.6949,,1.5032,,,,,
2014/6/20,2.6903,4.424,4.8671,4.1646,9.9314,3.6094,13.4716,5.3198,6.5818,6.8634,6.7795,3.3598,2.64,,1.2326,2.0822,,,,5.1812,1.265,2.8381,4.053,,4.704,,1.5121,,,,,
