ÈÕÆÚ,002047.SZ,002081.SZ,002325.SZ,002375.SZ,002482.SZ,002504.SZ,002620.SZ,002713.SZ,002781.SZ,002789.SZ,002811.SZ,002822.SZ,002830.SZ,002856.SZ,300506.SZ,300592.SZ,300621.SZ,600193.SH,600209.SH,601886.SH,603030.SH,603081.SH,603466.SH,603828.SH
2017/5/2,8.1823,10.427,6.4621,9.7741,8.3696,8.1,15.4537,13.425,29.9934,30.1024,36.5301,11.8043,29.3231,27.5152,15.0631,25.7815,17.5334,7.93,12.7204,10.2824,9.3597,28.7722,,7.1452
2017/5/3,8.1527,10.1599,6.3831,9.7839,8.2814,8.1,15.5462,13.0088,29.3203,29.9103,36.5494,11.9023,29.2447,28.0793,15.0839,26.1682,17.8887,7.92,12.8201,10.2454,9.439,30.5723,,6.9241
2017/5/4,8.0444,9.9405,6.3633,9.7055,8.301,8.1,15.1879,13.4421,28.6769,29.5028,37.5835,11.6329,29.5094,27.2083,14.959,25.5732,17.4676,7.95,12.4213,10.4117,9.3432,30.0903,,6.9403
2017/5/5,8.0149,9.6352,6.2052,9.6564,7.9678,8.1,15.5847,13.4307,28.4591,29.5203,36.0469,11.8043,29.5388,26.2958,14.7198,25.1667,16.5992,7.66,11.7135,10.5133,9.4621,27.0803,,6.8818
2017/5/8,7.9558,9.5398,6.1657,9.6172,7.9188,8.1,15.5809,13.1514,27.6573,28.8159,35.8343,11.2704,28.7299,25.4248,13.3726,24.7899,16.0071,7.37,11.6537,10.1808,9.33,24.5031,,6.82
2017/5/9,8.0346,9.6352,6.2447,9.627,8.0854,8.1,15.08,13.3965,28.6472,28.8741,35.9696,11.4174,30.8822,25.8313,13.4871,25.5137,16.2965,7.47,11.873,10.19,9.2244,24.8474,,6.859
2017/5/10,8.005,9.5494,6.0669,9.2153,8.2226,8.1,15.1031,13.4136,27.6078,28.9323,37.8927,11.4565,31.0096,25.0515,13.6795,24.7601,15.6781,7.18,10.6967,9.5618,9.1914,23.1948,,6.7354
2017/5/11,8.005,9.5494,6.3831,8.9212,8.252,8.1,15.0106,13.4193,27.7662,28.9032,38.1343,11.5398,31.1322,25.4995,13.4298,25.4245,16.0268,7.14,10.3577,9.4694,9.0527,23.0374,,6.3224
2017/5/12,7.946,9.5494,6.4226,8.7937,8.3598,8.1,15.3497,13.2312,27.4989,28.7402,38.6949,11.5692,31.0341,26.5198,13.2374,25.0873,16.1715,7.16,10.0985,9.3678,9.0296,23.4702,,6.3842
2017/5/15,7.8475,9.5589,6.3337,8.8329,8.2324,8.1,15.4691,13.1913,27.5088,28.7518,38.9171,11.7063,30.1909,28.212,13.461,24.6312,16.1979,7.17,10.1185,9.4786,9.0329,22.8407,,6.2801
2017/5/16,7.7786,9.7115,6.5214,8.9702,8.2422,8.1,15.9777,13.4649,27.5187,29.7589,38.9461,12.2206,31.1028,28.9668,13.7523,25.3352,16.6387,7.34,10.268,9.9128,9.3036,23.5686,,6.3549
2017/5/17,7.7687,9.7688,6.551,8.9702,8.1148,8.1,16.1357,13.5504,27.4197,30.0034,40.0092,12.0786,31.3773,30.2277,14.1164,25.9798,16.7439,7.41,11.2948,10.0237,9.4918,23.6079,,6.485
2017/5/18,7.6604,9.6257,6.4819,8.9702,8.105,8.1,15.997,13.2198,27.7662,29.7648,38.4146,11.8582,31.0341,30.601,13.9084,25.7616,16.4873,7.48,11.7634,10.3101,9.6074,22.821,,6.4818
2017/5/19,7.5816,9.5398,6.4522,8.931,8.0462,8.1,16.5672,13.0601,28.1126,29.4614,39.5356,11.6574,30.5929,28.577,14.0332,25.3253,16.1123,7.4,11.3247,10.3378,9.4885,22.3587,,6.485
2017/5/22,7.365,9.4444,6.3732,8.7447,8.007,8.1,15.6618,12.929,28.2413,27.822,38.9461,11.1431,29.4162,27.3327,13.2426,23.3917,15.132,7.13,11.5042,9.6911,9.264,20.1258,,6.1988
2017/5/23,7.2666,9.2822,6.136,8.3526,7.9874,8.1,14.3403,12.2621,27.5484,25.6693,35.0515,10.5602,29.7313,26.7603,12.2179,21.8746,14.1188,6.77,10.4674,9.5525,8.9966,20.0372,,5.9061
2017/5/24,7.0007,9.3299,6.225,8.4016,7.8012,8.1,14.4481,12.1994,27.0535,25.7743,31.5435,10.6778,29.3375,26.7271,12.3896,22.1621,14.3491,6.86,11.1054,9.9406,9.0395,20.2733,,5.9289
2017/5/25,7.0106,9.5589,6.2842,8.5977,7.7032,8.1,14.4867,12.3704,26.9248,25.7685,28.393,10.7169,29.5639,28.2783,12.4468,21.8647,14.2504,6.88,11.2549,10.1253,9.089,19.8503,,6.0687
2017/5/26,7.0007,9.5398,6.2645,8.7153,7.7718,8.1,14.7101,11.9485,29.1421,26.2994,25.7644,10.8051,29.4261,29.6305,12.4832,22.1621,14.5399,6.84,11.1453,10.0699,9.1518,20.6668,,6.0102
2017/5/31,6.9318,9.6448,6.2348,8.7643,7.7326,8.1,14.6292,11.5894,29.1421,26.4861,25.2328,10.8492,30.5386,30.7752,12.3792,22.3109,14.4412,6.77,10.926,10.2731,9.2838,20.4996,,6.0264
2017/6/1,6.8826,9.4635,5.8791,8.4114,7.5757,8.1,13.8702,10.8939,29.1421,24.9751,22.7878,10.2369,29.8986,27.6977,11.3545,20.2781,13.3228,6.77,10.7166,10.0514,8.9438,18.6995,,5.8768
2017/6/2,6.8136,9.5875,5.889,8.6565,7.6836,8.1,14.1746,11.1846,29.1421,25.6168,22.9231,10.5308,29.751,28.5272,11.6718,21.111,13.803,6.77,10.926,10.6202,8.9735,19.1815,,6.0004
2017/6/5,6.8629,9.6066,5.9878,8.6663,7.86,8.1,14.398,11.1504,29.1421,25.9318,22.9231,10.6435,30.5189,28.2949,11.7342,21.2499,13.9412,6.77,11.4643,10.6855,9.023,19.0634,,6.1045
2017/6/6,6.9909,9.6829,6.0273,8.6859,7.9776,8.1,14.4443,11.1903,29.1421,26.136,23.3773,10.6092,30.7847,29.6968,12.1399,21.4383,14.0267,6.77,11.5341,10.4151,9.0527,19.0536,,6.176
2017/6/7,7.6899,9.8451,6.3238,8.8918,8.5558,8.1,15.5539,11.5381,29.1421,26.9411,23.9765,11.6721,31.08,29.8213,12.3584,22.4497,14.6386,6.77,11.8132,10.7787,9.5182,19.929,,6.794
2017/6/8,8.458,9.8928,6.6004,8.8525,9.4084,8.1,15.6502,11.4412,29.1421,29.6364,24.3147,12.4215,28.6484,28.2452,12.7329,22.2811,14.4807,6.77,11.7334,10.9372,9.5182,19.5454,,6.8395
2017/6/9,8.8321,10.0263,6.8969,8.8133,9.1046,8.1,15.9161,11.4013,29.1421,30.9199,23.8315,12.9651,28.2644,28.2037,13.097,22.3605,14.6057,6.77,11.5341,10.8346,9.9309,19.5651,,6.7354
2017/6/12,8.8223,9.9977,6.7783,8.5682,8.8302,8.1,15.2765,11.4583,29.1421,29.403,22.3916,12.6958,27.5851,26.0801,14.1944,20.9623,13.7636,6.77,12.6905,10.4244,9.4456,18.847,,6.6899
2017/6/13,8.6844,10.0931,6.719,8.6859,8.9478,8.1,16.1048,11.5666,29.1421,29.8114,23.1937,12.9847,28.9732,26.8267,14.933,21.8448,14.211,6.77,12.8799,10.5736,9.9375,19.3093,,6.9208
2017/6/14,8.1724,10.0447,6.6498,8.8035,8.5852,8.1,15.9893,11.635,29.1421,29.2105,23.1841,12.4026,28.4416,25.9889,16.4258,22.0431,14.132,6.77,13.149,10.4337,10.0035,19.0733,,6.7484
2017/6/15,8.202,9.9673,7.0846,8.9016,8.5264,8.1,16.1048,11.8003,29.1421,29.578,23.8895,13.6458,28.5302,26.7023,16.0877,22.7868,14.5399,6.77,13.149,10.4803,10.3073,19.5946,,6.7972
2017/6/16,8.1429,9.9576,6.8277,8.9212,8.4872,8.1,16.2975,11.7319,29.1421,29.7006,24.0345,15.0074,27.5851,26.4285,15.5312,22.5179,14.4741,6.77,12.84,10.5549,10.2545,19.4569,,6.781
2017/6/19,8.0346,10.0157,6.887,8.9506,8.6342,8.1,16.1626,11.6578,29.1421,30.1731,24.0248,15.1357,30.3417,26.4285,15.2399,22.6773,14.6057,6.77,13.0194,10.6668,10.0167,19.5159,,6.8883
2017/6/20,8.0346,10.0641,6.8672,8.9114,8.6832,8.1,15.9507,11.8003,29.1421,29.7997,24.0345,14.8792,31.1982,26.4285,15.2087,22.4383,14.4741,6.77,12.7802,10.5176,10.0366,19.3979,,6.7745
2017/6/21,8.183,10.0834,6.9067,8.9408,8.7224,8.1,15.8352,11.7832,29.1421,29.3272,23.6286,14.9482,28.4022,26.4285,13.976,22.4582,14.3754,6.77,12.8201,10.5642,9.7856,19.3192,,6.8493
2017/6/22,7.8268,10.2093,6.6202,8.9408,8.595,8.1,15.1378,11.5153,29.1421,28.6446,22.9038,13.7642,26.7778,26.4285,14.5533,21.5818,13.8491,6.77,12.0923,10.0048,9.6371,18.7978,,6.6444
2017/6/23,8.1137,10.5963,6.719,8.7741,8.791,8.1,15.3921,11.4526,29.1421,28.983,23.0971,13.5077,25.8032,26.4285,14.3921,21.5917,13.9017,6.77,12.3515,10.1353,9.9348,18.8273,,6.6314
2017/6/26,8.2127,10.6931,7.1538,8.8427,8.9184,8.1,15.631,11.5438,29.1421,29.1463,23.2904,13.2807,25.9017,26.4285,14.2412,21.6515,14.0399,6.77,12.4412,10.1633,9.5378,18.9257,,6.7322
2017/6/27,8.2127,10.5867,7.4107,8.8035,8.7322,8.1,15.7465,11.6749,29.1421,29.6306,23.7542,13.2709,25.5472,26.4285,14.5533,21.4523,14.0794,6.77,12.7503,9.8743,10.4906,18.8765,,6.8135
2017/6/28,8.2819,10.5286,7.2921,8.6957,8.791,8.1,15.5655,11.6806,29.1421,30.4006,23.271,12.9157,24.5726,26.4285,15.5572,20.8747,13.7965,6.77,12.6107,9.7997,10.441,18.3257,,6.872
2017/6/29,8.7371,10.5963,7.2032,8.7251,8.9968,8.1,16.1472,11.5153,29.1421,30.1556,23.358,12.8762,24.5037,26.4285,15.1983,20.9743,13.8491,6.77,12.6307,9.7903,10.2127,18.3847,,6.8753
2017/6/30,8.5491,10.6254,7.2131,8.7349,8.8106,8.1,16.1472,11.6122,29.1421,29.9281,23.6576,12.6789,24.2773,26.4285,14.6834,23.0757,14.1715,6.77,13.8967,9.5572,10.2127,18.6699,,7.0607
2017/7/3,8.559,10.6641,7.4502,8.7839,8.9772,8.1,15.8775,11.7604,29.1421,30.1323,24.0152,12.8269,24.1099,26.4285,15.0318,22.7868,14.3031,6.77,13.9067,9.7064,10.4112,19.0339,,7.0314
2017/7/4,8.8163,10.7705,7.6379,8.8035,9.1634,8.1,15.735,11.6464,29.1421,30.4823,23.8895,12.5802,23.9032,26.4285,14.75,22.4582,14.2767,6.77,13.6575,9.6598,10.302,18.8765,,7.0737
2017/7/5,8.7173,10.7512,7.5292,8.882,9.1831,8.1,15.8891,11.7547,29.1421,30.2898,24.0538,12.6493,25.4488,26.4285,14.9536,23.1852,14.6386,6.77,13.6674,9.7157,10.2226,20.0372,,7.0704
2017/7/6,8.6777,10.5092,7.3909,8.8231,9.1634,8.1,15.7658,11.7148,29.1421,29.9398,24.1408,12.4026,24.6218,26.4285,15.0318,23.1653,14.7833,6.77,13.6076,9.5106,10.1929,20.0274,,7.0054
2017/7/7,8.3512,10.4415,7.4008,8.8329,8.9171,8.1,15.5269,11.7718,29.1421,30.844,24.4136,12.4223,24.6612,26.4285,14.9066,23.6533,15.0005,6.77,13.7571,9.5013,9.8951,20.2438,,7.0346
2017/7/10,8.3611,10.4899,7.302,8.7937,8.9959,8.1,14.4123,11.6806,29.1421,29.9398,23.7024,11.7415,23.1648,26.4285,14.2855,22.7072,14.211,6.77,13.2388,9.5479,9.6768,19.5651,,7.0216
2017/7/11,8.2028,10.3834,7.1834,8.7349,8.8875,8.1,14.0052,11.4469,29.1421,28.878,23.1471,11.406,23.3125,26.4285,14.8074,24.1313,13.9609,6.77,13.2388,9.4547,9.4683,18.965,,6.9111
2017/7/12,8.5392,10.306,6.966,8.5682,8.9959,8.1,14.1506,11.6293,29.1421,29.2163,23.2348,11.8797,23.47,26.4285,14.4838,24.6691,14.1517,6.77,13.2388,9.3801,9.5676,19.2503,,6.9501
2017/7/13,8.3413,10.3544,6.9957,8.5486,8.8678,8.1,13.8114,12.5129,29.1421,28.6505,22.9523,11.5442,22.3969,26.4285,14.1811,23.4541,13.9412,6.77,13.2388,9.3428,9.4683,19.0044,,6.8493
2017/7/14,7.9257,10.2383,6.8672,8.5979,8.4244,8.1,13.5497,11.8459,29.1421,27.9504,22.9912,11.3666,21.4617,26.4285,13.9045,22.6275,13.9478,6.77,13.2388,9.2868,9.0614,18.7486,,6.7647
2017/7/17,7.5002,9.8318,6.2744,8.0365,8.0106,8.1,12.1928,10.8939,29.1421,25.1559,22.0268,10.2418,19.3155,26.4285,12.5161,20.3667,12.553,6.77,13.2388,8.746,8.1781,16.8895,,6.1305
2017/7/18,7.5596,9.9673,6.4423,8.0661,8.1485,8.1,12.0668,10.8312,29.1421,25.5235,22.4846,10.4687,18.8036,26.4285,12.6309,19.6397,12.4412,6.77,13.2388,8.9698,8.4858,17.0764,,6.1533
2017/7/19,7.6487,10.277,6.4819,8.1251,8.2471,8.1,12.0862,10.968,29.1421,25.6401,22.8938,10.7252,18.902,26.4285,12.6779,19.6696,12.4806,6.77,13.2388,9.119,8.4362,17.1551,,6.3159
2017/7/20,7.7278,10.3544,6.3929,8.1251,8.3062,8.1,12.1153,10.9452,29.1421,26.2935,23.0497,10.5378,18.6854,26.4285,12.7353,19.1915,12.3688,6.77,13.2388,9.436,8.4064,17.0567,,6.3387
2017/7/21,7.8565,10.4028,6.3929,8.2827,8.2668,8.1,13.3268,10.8882,29.1421,25.891,23.0497,10.6463,18.1735,26.4285,12.3647,18.6737,12.1714,6.77,13.2388,9.5293,8.3568,17.224,,6.2834
2017/7/24,7.7476,10.5092,6.4227,8.4305,8.188,8.1,13.1717,10.8882,29.1421,26.0894,22.9717,10.6463,18.7937,26.4285,12.4065,18.8131,12.1714,6.77,13.2388,9.7064,8.3865,17.1748,,6.3647
2017/7/25,7.7476,10.4125,6.3136,8.2729,8.2865,8.1,13.2202,10.854,29.1421,25.8968,22.9328,10.9719,18.3999,26.4285,13.6487,18.5741,12.1648,6.77,13.2388,9.6691,8.2774,17.1551,,6.2996
2017/7/26,7.8763,10.3641,6.3136,8.2433,8.4244,8.1,12.9779,10.7628,29.1421,25.821,23.0399,10.7351,18.1144,26.4285,13.4869,18.4944,12.0135,6.77,13.2388,9.5759,8.2674,17.0174,,6.2443
2017/7/27,8.2523,10.3931,6.5515,8.3714,8.6215,8.1,12.9876,11.0478,29.1421,26.6261,23.6634,10.9324,18.6756,26.4285,14.0819,19.4604,12.4675,6.77,13.2388,9.6878,8.4064,17.342,,6.3842
2017/7/28,8.2226,10.5867,6.502,8.3517,8.7003,8.1,12.7937,11.1903,29.1421,26.241,23.527,10.7351,18.144,26.4285,13.6644,18.9724,12.2372,6.77,13.2388,9.5386,8.3171,17.46,,6.3452
2017/7/31,8.0741,10.6544,6.5119,8.4403,8.7299,8.1,12.8325,11.3956,29.1421,26.1477,23.7706,10.6266,18.2916,26.4285,13.4765,19.0123,12.303,6.77,13.2388,9.5293,8.3071,17.3223,,6.3484
2017/8/1,8.084,10.6641,6.502,8.4009,8.6905,8.1,12.6386,11.1618,29.1421,25.9027,23.7706,10.8042,18.9315,26.4285,13.6278,18.9824,12.3754,6.77,13.2388,9.7157,8.4064,17.3912,,6.3094
2017/8/2,8.0346,10.5383,6.3236,8.332,8.7594,8.1,12.3285,11.0763,29.1421,25.5468,26.1477,10.814,18.4393,26.4285,13.2207,18.3948,12.1319,6.77,13.2388,9.809,8.2476,17.2338,,6.2411
2017/8/3,8.1434,10.4705,6.3335,8.3812,8.6511,8.1,12.503,10.9908,29.1421,25.7977,25.2904,11.0903,19.0694,26.4285,13.2312,18.6239,12.3622,6.77,13.2388,9.8463,8.3071,18.1388,,6.2964
2017/8/4,7.9455,10.2576,6.3136,8.3714,8.6412,8.1,12.2897,10.8597,29.1421,25.6693,24.7643,11.0114,18.6165,26.4285,12.8815,18.5342,12.1912,6.77,13.2388,9.9768,8.2774,18.1781,,6.2346
2017/8/7,8.2028,10.4802,6.383,8.4009,8.858,8.1,12.4448,10.8597,29.1421,25.9843,24.6863,10.8436,18.7051,26.4285,12.918,18.7733,12.3227,6.77,13.2388,10.1447,8.327,18.0502,,6.2639
2017/8/8,8.3314,10.4415,6.3434,8.4403,8.8974,8.1,12.3866,10.8312,29.1421,26.0894,24.8422,10.8338,19.1383,26.4285,13.0485,18.7733,12.4083,6.77,13.2388,9.7997,8.2873,17.8338,,6.2801
2017/8/9,8.1929,10.6447,6.3335,8.4403,8.8186,8.1,12.3479,11.0934,29.1421,25.9785,24.7448,10.6858,20.6544,26.4285,13.5704,18.823,12.3359,6.77,13.2388,9.7997,8.2873,17.6568,,6.3094
2017/8/10,8.2424,10.4512,6.383,8.4403,8.7792,8.1,12.1443,11.4298,29.1421,25.576,24.6084,10.449,20.0342,26.4285,13.1007,18.4446,12.1188,6.77,13.2388,9.7344,8.1583,17.9125,,6.2574
2017/8/11,7.995,10.6447,6.3037,8.2039,8.385,8.1,11.902,11.1447,29.1421,25.5701,24.2869,10.3108,19.0989,26.4285,12.871,18.2255,11.9872,6.77,13.2388,9.6691,8.1285,17.7355,,6.2866
2017/8/14,8.0049,10.9157,6.4227,8.3911,8.4343,8.1,12.1056,11.3614,29.1421,26.2002,24.4915,10.5772,19.3253,26.4285,13.0694,18.7832,12.2438,6.77,13.2388,9.809,8.188,18.188,,6.3452
2017/8/15,8.1434,10.8383,6.4227,8.3714,8.5624,8.1,12.3576,11.3329,29.1421,26.1477,24.6571,11.1594,19.5222,26.4285,13.2729,19.1915,12.4148,6.77,13.2388,9.781,8.327,18.2175,,6.433
2017/8/16,8.0445,10.8286,6.4921,8.4994,8.5328,8.1,12.503,11.3728,29.1421,26.4161,26.284,11.1002,19.6896,26.4285,13.346,19.3808,12.6583,6.77,13.2388,9.7251,8.3965,18.2568,,6.4037
2017/8/17,8.0741,10.8286,6.4921,8.5486,8.6412,8.1,12.5805,11.4184,29.1421,26.4161,25.7872,11.1495,19.7388,26.4285,13.5861,19.331,12.6188,6.77,13.2388,9.6691,8.4262,18.4929,,6.3743
2017/8/18,8.2226,10.577,6.4623,8.5388,8.9269,8.1,12.4157,11.5552,29.1421,26.5502,25.5047,10.9324,20.3197,26.4285,13.6174,19.0222,12.507,6.77,13.2388,9.5479,8.3568,18.2175,,6.3272
2017/8/21,8.3314,10.7028,6.502,8.5683,9.3014,8.1,12.3866,11.4583,29.1421,26.7253,25.7385,11.041,20.1523,26.4285,13.5182,19.5302,12.803,6.77,13.2388,9.6412,8.4362,18.6208,,6.3507
2017/8/22,8.2226,10.6447,6.4524,8.4502,9.1437,8.1,12.1831,11.196,29.1421,27.402,25.7969,10.8634,19.9259,26.4285,13.7896,19.5501,12.6385,6.77,13.2388,9.6039,8.327,18.9355,,6.2742
2017/8/23,8.0741,10.5479,6.3533,8.46,8.9171,8.1,12.2122,11.3785,29.1421,26.8653,25.115,10.7055,20.5067,26.4285,13.4086,19.5899,12.6978,6.77,13.2388,9.8556,8.3568,18.8273,,6.3095
2017/8/24,8.0939,10.4609,6.3335,8.4206,8.8875,8.1,12.1637,11.0592,29.1421,26.5094,25.3488,10.666,19.9062,26.4285,13.0589,19.6895,12.7043,6.77,13.2388,9.8276,8.2575,18.9454,,6.3448
2017/8/25,8.2127,10.6737,6.3434,8.5486,9.0058,8.1,12.3285,11.3842,29.1421,26.9061,25.6703,10.7943,21.8948,26.4285,13.2155,20.297,13.0662,7.45,13.2388,10.0048,8.3667,19.329,,6.386
2017/8/28,8.2621,10.7705,6.4425,8.7653,9.0058,8.1,12.5223,11.4355,29.1421,27.8454,25.8846,11.2087,24.0804,26.4285,13.4399,21.0738,13.5662,8.2,13.2388,9.9675,8.4461,20.6471,,6.5332
2017/8/29,8.3215,10.7512,6.383,8.8441,9.0353,8.1,12.4254,11.4583,29.1421,27.1861,26.06,11.4356,24.4446,26.4285,13.6383,21.293,13.803,9.02,13.2388,9.7344,8.3667,21.0996,,6.3625
2017/8/30,8.5689,10.6737,6.3731,8.7949,9.2225,8.1,12.4448,11.4811,29.1421,27.0286,25.6508,11.6527,23.1254,26.4285,13.466,22.2391,13.6254,8.76,13.2388,9.7437,8.2873,20.3619,,6.3036
2017/8/31,8.7074,10.906,6.3533,8.8047,9.1634,8.1,12.7356,11.6749,29.1421,27.1745,25.7287,11.5343,23.3125,26.4285,13.6226,23.494,14.1583,8.87,13.2388,9.7437,8.5354,20.9816,,6.3331
2017/9/1,8.6184,10.7995,6.3335,8.7456,9.0353,8.1,12.6774,11.5153,29.1421,26.9528,25.5047,12.0277,22.9384,26.4285,14.2698,22.9661,14.0925,8.96,13.2388,9.9395,8.4659,21.434,,6.3448
2017/9/4,8.6184,10.7415,6.3632,8.7456,9.0353,8.1,13.1814,11.977,29.1421,26.8711,25.4462,11.9586,23.7555,26.4285,14.3377,22.5677,13.7241,8.82,13.2388,9.8743,8.4362,21.0701,,6.3036
2017/9/5,8.4798,10.6157,6.3533,8.8343,8.9565,8.1,12.9585,12.7067,29.1421,26.9586,25.2319,11.6626,24.0804,26.4285,14.0715,22.5976,13.7241,8.53,13.2388,9.9489,8.4759,21.1291,,6.3154
2017/9/6,8.6678,10.6641,6.4028,8.8244,9.1437,8.1,13.1814,12.5414,29.1421,26.7603,25.9918,11.7119,26.4923,26.4285,13.9775,22.4681,13.6123,8.37,13.2388,10.3311,8.4659,20.7652,,6.3154
2017/9/7,8.6382,10.5867,6.3731,8.7259,9.124,8.1,13.6176,13.1115,29.1421,27.2153,25.6898,11.8007,27.6737,26.4285,14.4421,22.2092,13.6057,8.19,13.2388,10.2472,8.6049,20.0077,,6.4508
2017/9/8,8.935,10.577,6.3037,8.7456,9.3211,8.1,14.4123,13.2768,29.1421,27.3553,25.4949,11.9882,27.9395,26.4285,14.4212,22.0997,13.5267,8.29,13.2388,10.3032,8.6446,20.4405,,6.3684
2017/9/11,8.9548,10.7221,6.3236,8.8638,9.3506,8.1,14.5577,13.2483,29.1421,28.3121,25.9723,11.8501,28.9437,26.4285,14.9014,22.7072,13.9609,8.45,13.2388,10.3032,8.6446,20.9127,,6.3743
2017/9/12,8.8163,10.5576,6.2938,8.8244,9.0452,8.1,14.0828,12.9974,29.1421,28.0496,25.7287,11.5738,27.7525,26.4285,14.5203,22.1096,13.7504,8.6,13.2388,10.1633,8.5453,20.0766,,6.5155
2017/9/13,8.7173,10.6544,6.2938,8.9327,9.0353,8.1,14.2766,13.0259,29.1421,27.7754,25.9723,11.5935,27.024,26.4285,14.6091,22.498,13.9281,8.39,13.2388,10.2379,8.585,20.2536,,6.5862
2017/9/14,8.5491,10.7125,6.3037,8.8441,8.9565,8.1,13.8017,12.5414,29.1421,27.5128,25.9626,11.4652,26.9255,26.4285,14.2228,22.3287,13.8294,8.15,13.2388,10.182,8.5453,19.9094,,6.8805
2017/9/15,8.6579,10.8866,6.3037,9.0312,9.0353,8.1,13.8792,12.6497,29.1421,27.6412,26.9952,11.3468,25.6851,26.4285,14.0349,21.6216,13.6451,8.16,13.2388,10.5642,8.595,20.0471,,6.7274
2017/9/18,8.9647,11.1673,6.3136,9.1199,9.193,8.1,13.8792,12.6725,29.1421,28.0846,27.4433,11.4258,25.6752,26.4285,14.2959,21.5718,13.678,7.97,13.2388,10.3684,8.6446,20.234,,6.7039
2017/9/19,9.0537,11.0608,6.4227,8.9623,9.1536,8.1,13.8114,12.6611,29.1421,28.0962,27.6577,11.633,26.9058,28.9917,14.0976,21.6316,13.7767,7.9,13.2388,10.3964,8.585,20.7947,,6.6274
2017/9/20,9.024,11.0995,6.4425,9.2971,9.0747,8.1,13.792,12.5414,29.1421,28.2596,28.1545,11.7119,26.8271,28.1373,14.2646,22.508,14.0333,8.01,13.2388,10.3871,8.5751,20.9324,,6.6332
2017/9/21,8.9053,11.1092,6.3533,9.179,8.8974,8.1,13.3946,12.5015,29.1421,27.9562,27.7064,11.337,26.1478,28.3364,14.2855,22.508,13.882,7.87,13.2388,10.1726,8.5156,20.2536,,6.7804
2017/9/22,8.7173,10.9641,6.3037,9.238,8.7496,8.1,13.3753,12.3533,29.1421,28.0904,27.3849,11.11,26.9747,26.9926,14.5673,22.9462,14.1649,7.67,13.2388,10.2286,8.2873,20.5881,,6.6509
2017/9/25,8.6184,10.5576,6.1154,9.1297,8.6511,8.1,12.9294,12.2735,29.1421,27.0111,28.1545,10.8338,26.6105,25.3418,13.9827,23.2051,14.211,7.51,13.2388,9.5945,8.1682,20.7061,,6.4802
2017/9/26,8.6876,10.6544,6.1749,9.1593,8.6708,8.1,13.4334,12.1537,29.1421,26.2002,29.0898,10.9127,26.2856,25.375,14.1915,22.02,13.7241,7.54,13.2388,9.5945,8.0292,20.5291,,6.4037
2017/9/27,8.9548,10.5867,6.1451,9.1199,8.9269,8.1,13.2589,12.1994,29.1421,26.4161,29.2261,10.9916,25.9017,25.6322,14.3742,22.8068,13.8359,7.63,13.2388,9.6412,8.1086,20.8438,,6.4155
2017/9/28,9.024,10.5092,6.0758,9.2085,8.9269,8.1,13.036,12.1765,29.1421,26.3636,30.1906,10.7844,26.7385,25.1676,14.0819,22.9562,13.6715,7.51,13.2388,9.6598,8.0193,20.893,,6.2978
2017/9/29,9.1824,10.6834,6.1055,9.1396,8.9072,8.1,13.5109,12.2165,29.1421,26.5211,29.2261,10.9028,26.0099,26.0303,14.5203,23.3944,14.1583,7.64,13.2388,9.6878,8.1384,21.0996,,6.3448
2017/10/9,9.3605,10.8092,6.1947,9.1199,9.0058,8.1,13.5303,12.9119,29.1421,27.6529,28.2714,10.9423,25.9706,28.4111,14.8805,23.1454,14.2044,7.68,13.2388,9.837,8.1781,21.3357,,6.5685
2017/10/10,9.311,10.8576,6.2542,9.1691,9.0945,8.1,13.6563,12.9176,29.1421,28.0904,27.872,11.1495,27.5654,29.2987,14.7291,24.1313,14.6978,7.77,13.2388,10.2006,8.2774,21.4439,,6.592
2017/10/11,9.0043,11.0608,6.274,9.0608,8.9959,8.1,13.4819,13.5162,29.1421,28.2012,27.6674,11.1199,28.038,29.589,15.345,23.9322,14.4873,7.63,13.2388,10.098,8.2674,21.6898,,6.751
2017/10/12,9.0537,10.9157,6.2244,8.9623,8.9959,8.1,13.2977,13.2711,29.1421,28.8546,26.9368,11.2778,27.8214,32.5504,15.2667,23.5537,14.5662,7.51,13.2388,9.8743,8.2178,21.3455,,6.6038
2017/10/13,9.1824,10.9834,6.2443,9.0214,9.0058,8.1,13.3171,13.5105,29.1421,29.1638,27.1316,11.2087,27.8312,35.8021,14.8805,23.6533,15.0662,7.65,13.2388,10.1074,8.3171,21.6308,,6.6627
2017/10/16,8.8756,10.7221,6.1551,8.9327,8.6708,8.1,12.8228,13.5105,29.1421,28.1779,27.0829,10.893,27.8411,32.7329,13.988,22.6873,14.4807,7.43,13.2388,9.9022,8.1483,21.1291,,6.5508
2017/10/17,9.3902,10.7221,6.1749,8.8835,9.0846,8.1,12.91,13.5105,29.1421,29.3797,27.2972,10.9028,27.6639,33.6453,14.061,23.9023,15.9281,7.34,13.2388,9.7251,8.5156,21.2078,,6.6215
2017/10/18,9.2615,11.0899,6.1055,8.6767,9.0353,8.1,12.7259,13.5105,29.1421,28.808,27.1803,10.6858,27.5654,35.0887,13.4452,22.4084,15.6781,7.29,13.2388,9.7064,8.4659,20.2832,,6.4331
2017/10/19,9.3209,11.9801,6.0064,8.5782,9.1634,8.1,12.2606,13.5105,29.1421,29.2747,26.0405,10.5674,26.8271,33.7615,13.038,21.4224,16.04,6.96,13.2388,9.753,8.3071,20.0668,,6.3566
