ÈÕÆÚ,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH
2015/1/16,9.24,,,,,,,,3.8943,5.9909,13.2157,7.2,8.4943,,4.1695,4.2229,11.8055,
2015/1/19,8.57,,,,,,,,3.7644,5.3947,12.9725,7.08,8.0062,,3.7513,3.9193,11.4865,
2015/1/20,8.85,,,,,,,,3.9686,5.6391,13.84,7.33,8.3629,,3.7576,4.0267,12.192,
2015/1/21,9.15,,,,,,,,4.1264,6.1082,14.8211,7.46,8.8134,,3.9199,4.1248,12.4971,
2015/1/22,9.49,,,,,,,,4.2146,6.2939,14.667,7.7,8.7947,,3.8824,4.1855,12.6577,
2015/1/23,9.35,,,,,,,,4.1867,6.3134,14.8778,7.53,8.6727,,3.8886,4.3304,12.3574,
2015/1/26,9.81,,,,,,,,4.6045,6.9487,15.1697,7.66,8.9261,,3.8762,4.4752,12.2409,
2015/1/27,10.15,,,,,,,,4.6741,7.3103,14.8049,7.82,8.8134,,3.9885,4.4004,12.2456,
2015/1/28,9.8,,,,,,,,4.7809,7.1344,14.5373,7.85,8.7384,,3.8824,4.3864,12.3853,
2015/1/29,9.78,,,,,,,,4.5302,7.0953,14.8616,7.93,8.6633,,3.8075,4.2509,12.0686,
2015/1/30,9.63,,,,,,,,4.3446,7.0953,14.8292,7.77,8.5225,,3.6702,4.2416,11.8684,
2015/2/2,9.3,,,,,,,,4.3956,6.9487,14.513,7.55,8.3254,,3.4517,4.2369,11.915,
2015/2/3,9.43,,,,,,,,4.4281,7.0953,14.5373,7.89,8.5412,,3.6827,4.293,12.2246,
2015/2/4,9.45,,,,,,,,4.2889,7.8087,14.4481,8.18,8.5412,,3.6452,4.2556,11.9871,
2015/2/5,9.41,,,,,,,,4.2378,8.0726,14.667,8.29,8.5412,,3.5079,4.2603,11.901,
2015/2/6,9.18,,,,,,,,4.2564,7.7892,14.213,8.1,8.2315,,3.4517,4.1388,11.5075,
2015/2/9,9.07,,,,,,,,4.2749,7.5253,13.5319,8.23,8.1564,,3.5079,4.2089,11.433,
2015/2/10,9.09,,,,,,,,4.5163,7.5253,13.613,8.23,8.2784,,3.6202,4.2883,11.5308,
2015/2/11,9.17,,,,,,,,4.637,7.6426,13.7833,8.38,8.2878,,3.6202,4.2977,11.6402,
2015/2/12,9.09,,,,,,,,4.6138,7.4862,14.1968,8.24,8.5788,,3.6515,4.307,11.8358,
2015/2/13,9.38,,,,,,,,4.6138,8.2387,14.6751,8.32,8.5788,,3.6889,4.3304,11.9452,
2015/2/16,9.62,,,,,,,,4.6045,8.7078,14.6508,8.7,8.9636,,3.7576,4.3444,12.0803,
2015/2/17,9.62,,,,,,,,4.8505,9.5776,14.6103,8.89,8.8698,,3.7451,4.3537,12.0989,
2015/2/25,9.81,,,,,,,,4.8459,9.2551,14.74,8.88,8.8885,,3.7139,4.4098,12.0733,
2015/2/26,9.92,,,,,,,,4.9108,9.7829,14.6265,8.94,9.0387,,4.0384,4.4798,12.4575,
2015/2/27,10.27,,,,,,,,4.8644,9.7145,14.8859,8.98,9.142,,4.001,4.4752,12.3993,
2015/3/2,10.74,,,,,,,,4.9108,9.7926,16.3778,8.92,9.4517,,3.9823,4.5639,12.9139,
2015/3/3,10.6,,,,,,,,4.9155,10.037,17.221,8.7,9.2264,,3.8824,4.4518,12.8487,
2015/3/4,10.4,,,,,,,,4.8505,10.0467,17.294,8.71,9.3015,,3.8512,4.5499,13.1514,
2015/3/5,10.5,,,,,,,,4.8876,10.164,17.2777,8.89,9.5737,,3.7825,4.5733,13.6148,
2015/3/6,10.58,,,,,,,,4.9665,9.6851,16.7751,8.7,9.2546,,3.7763,4.4471,14.1131,
2015/3/9,10.51,,,,,,,,5.0037,9.822,16.7021,8.81,9.7239,,3.8137,4.4985,14.2318,
2015/3/10,10.62,,,,,,,,4.9248,9.7242,16.7426,8.85,9.677,,3.7638,4.5452,14.2039,
2015/3/11,11.21,,,,,,,,4.7902,9.3724,16.7994,9.28,9.4986,,3.7825,4.5873,14.0572,
2015/3/12,11.01,,,,,,,,4.8273,9.3822,17.6021,9.17,9.3578,,3.8762,4.6106,13.9547,
2015/3/13,10.95,,,,,,,,4.8366,9.5776,17.6669,9.18,9.7333,,3.9011,4.634,14.2621,
2015/3/16,11.26,,,,,,,,5.0269,10.0174,17.9912,9.32,10.0806,,3.9448,4.7414,15.0142,
2015/3/17,11.38,,,,,,,,4.9897,10.0761,17.7642,9.27,10.0055,,4.0509,4.7788,15.1027,
2015/3/18,11.61,,,,,,,,5.0594,11.0827,18.6399,9.63,10.2495,,4.0946,4.8629,15.8338,
2015/3/19,12.01,,,,,,,,5.2172,11.6495,18.6074,9.7,10.2589,,4.2569,5.0778,15.7058,
2015/3/20,11.91,,,,,,,,5.1568,11.6398,18.5101,9.65,10.2964,,4.1945,4.9797,15.7756,
2015/3/23,12.01,,,,,,,,5.1661,11.6007,18.7696,9.84,10.3246,,4.3318,5.0311,16.2273,
2015/3/24,11.95,,,,,,,,5.0408,11.3563,18.4858,9.53,10.6906,,4.2444,4.9003,16.0853,
2015/3/25,12.04,,,,,,,,4.9433,12.4216,18.6317,9.39,10.6906,,4.2569,5.1899,17.5686,
2015/3/26,11.7,,,,,,,,4.9433,11.4932,18.4534,9.86,10.3903,,4.3755,5.1946,16.9189,
2015/3/27,11.75,,,,,,,,4.9897,11.415,18.4615,10.85,10.3715,,4.5066,5.2179,18.4255,
2015/3/30,12.33,,,,,,,,5.2218,11.8743,18.575,10.78,10.6437,,4.956,5.4281,18.2205,
2015/3/31,12.11,,,,,,,,5.1522,12.0405,19.0939,10.63,10.5217,,4.7875,5.2553,18.1647,
2015/4/1,12.18,,,,,,,,5.1801,12.9103,20.0425,10.69,10.9065,,4.7999,5.302,18.4674,
2015/4/2,12.36,,,,,,,,5.1522,14.0733,20.1803,11.1,11.0285,,4.6938,5.3721,19.5641,
2015/4/3,12.71,,,,,,,,5.1615,15.4806,22.1992,11.3,11.2538,,4.7001,5.5823,21.0823,
2015/4/7,12.69,,,,,,,,5.2775,15.9301,21.4452,11.27,11.9108,,4.7438,5.6991,23.0522,
2015/4/8,12.47,,,,,,,,5.4864,15.4415,20.2614,11.57,12.0234,,4.8686,5.5963,22.7774,
2015/4/9,12.04,,,,,,,,5.2961,15.1776,20.0263,11.96,11.9765,,4.7001,5.4001,22.1091,
2015/4/10,12.32,,,,,,,,5.4864,15.3535,20.0993,13.16,12.1924,,4.7313,5.5636,22.4631,
2015/4/13,13.14,,,,,,,,5.9831,15.764,22.11,13.76,12.5491,,4.8187,5.7551,22.4631,
2015/4/14,12.84,,,,,,,,6.0712,15.6663,24.3234,13.43,12.5209,,4.9685,6.0868,22.4631,
2015/4/15,13.2,,,,,,,,5.8206,14.5033,23.7072,12.78,11.7325,,5.1682,5.8719,22.4631,
2015/4/16,13.95,,,,,,,,5.8856,14.4935,23.3991,12.71,11.892,,5.2182,6.0167,21.3501,
2015/4/17,13.87,,,,,,,,6.113,14.298,23.5694,12.7,11.7606,,5.6364,6.0447,20.6096,
2015/4/20,12.8,,,,,,,,6.0573,14.9431,24.8018,11.99,11.2538,,6.1482,5.7178,19.0122,
2015/4/21,13.38,,,,,,,,6.0016,16.1061,25.1423,12.6,11.8263,,5.7986,5.8299,20.3604,
2015/4/22,14.4,,,,,,,,6.1316,16.1647,27.0395,12.62,12.1455,,5.9547,6.0494,22.3956,
2015/4/23,14.05,,,,,,,,6.2337,15.637,28.2395,13.25,12.2299,,5.8673,6.0447,22.1627,
2015/4/24,14.23,,,,,,,,6.0898,15.0115,28.0936,13.75,12.5678,,5.8298,5.8672,24.3794,
2015/4/27,13.94,,,,,,,,6.2012,15.1581,27.8665,13.63,12.3426,,6.2917,6.4558,23.8874,
2015/4/28,13.02,,,,,,,,5.8949,14.2687,26.9828,12.92,11.77,,6.4353,6.6006,21.8815,
2015/4/29,13.29,,,,,,,,5.9041,14.298,29.3422,13.08,12.6242,,6.1856,6.4698,22.3502,
2015/4/30,13.24,,,,,,,,5.932,15.0799,29.3422,12.67,12.474,,6.8036,6.5072,21.8346,
2015/5/4,13.81,,,,,,,,6.1594,14.7085,29.3422,12.87,12.2675,,7.4839,6.7688,21.2676,
2015/5/5,13.49,,,,,,,,5.7231,13.8485,29.3422,11.92,11.939,,6.7412,6.3204,20.738,
2015/5/6,14.15,,,,,,,,5.7092,13.8485,29.3422,11.4,12.1924,,6.5414,6.0401,20.8973,
2015/5/7,14.72,,,,,,,,5.5653,12.4607,29.3422,11.75,11.4227,,5.886,5.6757,20.9911,
2015/5/8,15.24,,,,,,,,5.6721,13.7117,29.3422,11.94,12.2863,,6.0982,5.8859,22.4767,
2015/5/11,16.76,,,,,,,,5.8717,14.5326,29.3422,12.26,13.5158,,6.2793,6.1382,23.1609,
2015/5/12,16.41,,,,,,,,6.3068,14.8649,29.3422,13.23,14.1353,,6.454,6.1989,23.1047,
2015/5/13,16.71,,,,,,,,6.411,15.2265,32.2772,13.17,14.6328,,6.2106,6.311,22.5095,
2015/5/14,16.29,,,,,,,,6.2333,14.513,30.6232,12.87,14.1259,,6.092,6.4278,23.8499,
2015/5/15,16.24,,,,,,,,6.1291,13.9853,30.0881,12.86,13.8631,,5.936,6.1382,23.8124,
2015/5/18,17.15,,,,,,,,6.0617,14.0244,29.7232,12.89,13.8068,,5.7549,6.1896,26.1931,
2015/5/19,18,,,,,,,,6.1658,14.2394,29.0908,13.79,14.1447,,6.0421,6.624,27.8053,
2015/5/20,18.41,,,,,,,,6.4355,14.083,30.1367,14.32,14.3324,,6.0233,6.7408,27.4913,
2015/5/21,18.74,,,,,,,,6.46,14.7085,30.2421,14.89,14.7266,,6.0296,6.9884,30.0127,
2015/5/22,18.55,,,,,,,,7.0423,16.1842,31.0691,14.72,14.7829,,6.4228,7.6891,29.2066,
2015/5/25,19.44,,,,,,,,7.2752,17.8066,31.8313,15.1,15.4118,,6.7349,8.259,29.216,
2015/5/26,20.56,,,,,,,,7.312,17.572,34.3122,15.16,16.0125,,6.7848,8.1982,31.114,
2015/5/27,20.3,,,,,,,,8.0413,17.5818,33.7204,14.85,15.928,,6.5164,7.988,33.5979,
2015/5/28,18.53,,,,,,,,7.8759,15.8226,30.3475,13.49,14.3324,,5.9672,7.3761,31.3015,
2015/5/29,18.29,,,,,,,,8.3233,15.2265,29.2692,13.92,14.1728,,5.8111,7.4368,30.7578,
2015/6/1,19,,,,,,,,8.7646,15.9888,30.2097,14.65,15.0082,,6.092,7.8245,31.4093,
2015/6/2,20.55,,,,,,,,8.6481,16.9075,29.9097,15.07,15.8999,,6.2793,8.0114,33.2183,
2015/6/3,22.08,,,,,,,,8.5194,16.2722,29.3665,14.71,15.5995,,6.2231,7.9787,31.9107,
2015/6/4,22.3,,,,,,,,8.2068,16.0767,30.6718,14.5,16.1064,,6.0483,8.0067,32.1404,
2015/6/5,22.88,,,,,,,,8.2497,15.9986,31.4178,14.96,16.6507,,6.3354,8.0067,32.3138,
2015/6/8,21.89,,,,,,,,8.1455,15.7738,34.5636,16.46,16.5006,,6.5289,7.8572,31.1375,
2015/6/9,21.34,,,,,,,,8.2436,16.0279,34.6203,16.05,16.0125,,6.298,7.7311,29.9846,
2015/6/10,22.75,,,,,,,,8.2988,16.6045,33.915,16.62,16.2941,,6.2044,8.002,30.3314,
2015/6/11,23.41,,,,,,,,8.3907,16.8977,33.9555,17.32,17.0731,,6.1107,8.3431,33.2464,
2015/6/12,23.21,,,,,,,,8.4765,16.3895,34.0609,17.48,17.4298,,6.092,8.7822,33.1245,
2015/6/15,21.71,,,,,,,,8.0659,15.7054,32.4393,16.58,16.754,,6.0296,8.7822,31.9482,
2015/6/16,20.4,,,,,,,,7.6001,14.9137,32.1394,15.42,16.0125,,5.7246,8.7822,30.2236,
2015/6/17,20.79,,,,,,,,7.7165,15.5001,32.4637,16.53,16.6038,,5.8517,8.7822,31.6202,
2015/6/18,21.11,,,,,,,,7.6491,16.194,31.4745,16.54,16.097,,5.5975,8.7822,29.6378,
2015/6/19,19.05,,,,,,,,6.8829,15.3535,28.9043,14.89,14.492,,5.1147,8.7822,27.421,
2015/6/23,18.27,,,,,,,,6.8155,14.2199,28.1422,14.78,14.2949,,5.2926,8.7822,27.421,
2015/6/24,19.29,,,,,,,,7.0117,14.2199,29.1719,15.29,14.6234,,5.3815,8.7822,27.421,
2015/6/25,17.48,,,,,,,,6.5642,13.2621,27.7936,14.43,13.5252,,5.2481,8.7822,27.421,
2015/6/26,15.73,,,,,,,,5.9084,11.933,25.0126,12.99,12.1736,,4.905,8.7822,27.421,
2015/6/29,14.16,,,,,,,,5.3262,10.7406,22.5154,11.69,11.0849,,4.8415,8.7822,27.421,
2015/6/30,14.56,,,,,,,,5.7491,11.5323,22.6451,12.06,11.6292,,5.2799,8.7822,27.421,
2015/7/1,13.1,,,,,,,,5.2894,10.4181,22.4343,10.85,10.4654,,4.9749,8.7822,27.421,
2015/7/2,11.79,,,,,,,,4.8849,9.3724,20.3425,9.77,9.5268,,4.7207,8.7822,27.421,
2015/7/3,10.61,,,,,,,,4.4191,8.4342,18.3074,8.79,8.5788,,4.3078,8.7822,27.421,
2015/7/6,9.55,,,,,,,,4.5845,7.5937,16.4751,7.91,7.7341,,4.5619,8.7822,27.421,
2015/7/7,8.6,,,,,,,,4.7745,6.8314,14.8292,7.12,6.9644,,4.8097,8.7822,27.421,
2015/7/8,8.6,,,,,,,,4.2965,6.8314,13.3455,6.41,6.2698,,4.6064,8.7822,27.421,
2015/7/9,8.6,,,,,,,,4.7255,6.8314,14.6832,6.41,6.2698,,5.0702,8.7822,27.421,
2015/7/10,8.6,,,,,,,,5.1975,6.8314,16.1508,6.41,6.2698,,5.5277,8.7822,27.421,
2015/7/13,8.6,,,,,,,,5.7184,7.5185,17.7642,7.05,6.8987,,5.5404,8.7822,27.421,
2015/7/14,8.6,,,,,,,,5.4978,8.2742,18.729,7.76,7.5933,,5.102,8.7822,27.421,
2015/7/15,8.6,,,,,,,,4.9462,7.5479,16.8561,7.99,7.9593,,5.0003,8.7822,27.421,
2015/7/16,8.6,,,,,,,,5.0504,7.8816,16.1589,8.79,8.3911,,5.0003,8.7822,27.421,
2015/7/17,8.6,,,,,,,,5.3078,8.6668,17.1642,9.67,9.2264,,5.1718,8.7822,27.421,
2015/7/20,8.6,,,,,,,,5.841,9.2165,18.0561,10.64,9.4611,,5.2036,8.7822,27.421,
2015/7/21,8.6,,,,,,,,5.8471,9.3735,19.402,10.68,9.6113,,5.21,8.7822,27.421,
2015/7/22,8.6,,,,,,,,5.9452,9.1772,21.3398,11.44,9.6957,,5.0893,8.7822,27.421,
2015/7/23,8.6,,,,,,,,6.0984,10.0999,21.9641,11.43,10.2075,,5.1718,8.7822,27.421,
2015/7/24,8.6,,,,,,,,5.8533,10.5023,21.3398,11.31,9.7052,,5.0893,8.7822,27.421,
2015/7/27,8.6,,,,,,,,5.271,9.4521,19.6371,10.18,8.7385,,4.581,8.7822,27.421,
2015/7/28,8.6,,,,,,,,5.2771,8.8141,19.702,9.46,8.3594,,4.4031,8.7822,27.421,
2015/7/29,8.6,,,,,,,,5.6694,9.6974,21.0235,10.41,9.0039,,4.5937,8.7822,27.421,
2015/7/30,8.6,,,,,,,,5.5223,10.0213,21.056,10.56,8.8238,,4.4031,8.7822,27.421,
2015/7/31,8.6,,,,,,,,5.5897,9.9134,20.0911,10.04,8.4447,,4.4221,8.7822,27.421,
2015/8/3,8.6,,,,,,,,5.3875,8.922,18.0804,9.05,7.8476,,4.492,8.7822,27.421,
2015/8/4,8.6,,,,,,,,5.7368,9.7956,19.556,9.96,8.6342,,4.6127,8.7822,27.421,
2015/8/5,8.6,,,,,,,,5.792,10.7771,19.1344,10.16,8.7764,,4.6254,8.7822,27.421,
2015/8/6,8.6,,,,,,,,5.5775,10.2962,18.7128,10.03,9.6578,,4.5174,8.7822,27.421,
2015/8/7,8.6,,,,,,,,5.7,11.0225,19.4993,10.73,10.1412,,4.5746,8.7822,27.421,
2015/8/10,8.6,,,,,,,,6.0555,11.5525,21.4533,11.24,10.4729,,4.9812,8.7822,27.421,
2015/8/11,8.6,,,,,,,,5.9575,11.2286,21.9073,11.05,10.236,,4.8542,8.7822,27.421,
2015/8/12,8.6,,,,,,,,6.0678,11.3758,22.8478,10.84,10.3307,,4.8605,8.7822,27.421,
2015/8/13,8.6,,,,,,,,6.4355,11.5329,23.4802,11.45,10.7478,,4.8923,7.903,27.421,
2015/8/14,8.6,,,,,,,,6.2884,12.0825,25.2558,11.45,10.5013,,4.8542,7.1132,27.421,
2015/8/17,8.6,,,,,,,,6.4846,11.8764,25.945,11.66,11.0795,,4.7779,6.6571,27.421,
2015/8/18,8.6,,,,,,,,5.8349,10.6888,23.3505,10.49,9.9706,,4.3776,5.9896,27.421,
2015/8/19,8.6,,,,,,,,5.9575,11.474,24.0964,10.9,10.1507,,4.4475,6.0836,27.421,
2015/8/20,8.6,,,,,,,,5.5039,10.5023,23.3505,10.59,10.8046,,4.3268,5.6887,27.421,
2015/8/21,8.6,,,,,,,,5.2955,9.5208,21.1533,10.99,10.0559,,4.1553,5.3596,27.421,
2015/8/24,9.46,,,,,,,,4.7684,8.5687,19.0371,9.89,9.0512,,3.7423,4.8236,27.421,
2015/8/25,10.41,,,,,,,,4.2904,7.7148,17.1318,8.9,8.1509,,3.3674,4.3394,27.421,
2015/8/26,11.45,,,,,,,,4.1739,7.0571,15.4373,8.01,7.3358,,3.1895,4.1137,27.421,
2015/8/27,12.6,,,,,,,,4.3945,7.7148,16.1994,8.32,7.6391,,3.431,4.471,27.421,
2015/8/28,13.86,,,,,,,,4.7684,8.3822,17.821,8.98,8.3404,,3.7296,4.7672,27.421,
2015/8/31,12.47,,,,,,,,4.8665,7.5872,18.1696,8.88,7.7244,,3.8948,4.2924,27.421,
2015/9/1,11.22,,,,,,,,4.9523,6.8314,16.3534,7.99,6.9567,,3.9647,3.8645,27.421,
2015/9/2,10.1,,,,,,,,5.3016,6.6155,15.0319,7.21,6.4543,,3.971,3.6906,27.421,
2015/9/7,9.67,,,,,,,,5.0626,6.8608,15.5751,7.26,6.7197,,3.7296,3.8316,27.421,
2015/9/8,10,,,,,,,,5.4365,7.4105,16.8967,7.76,7.3926,,3.8058,4.0808,27.421,
2015/9/9,11,,,,,,,,5.461,8.1564,17.5048,8.22,7.8665,,3.8884,4.3206,27.421,
2015/9/10,11.26,,,,,,,,5.2158,7.9405,16.8318,8.36,7.5727,,3.8503,4.1137,27.421,
2015/9/11,11.74,,,,,,,,5.5836,8.1859,17.6831,8.46,8.3309,,3.7995,4.1325,27.421,
2015/9/14,10.57,,,,,,,,5.0258,8.2644,16.1832,7.61,7.4969,,3.8948,3.7188,27.421,
2015/9/15,9.51,,,,,,,,4.7745,7.4399,15.1211,6.86,6.805,,3.7677,3.4132,27.421,
2015/9/16,10.41,,,,,,,,5.2526,8.1859,16.6048,7.51,7.4874,,3.952,3.747,27.421,
2015/9/17,9.82,,,,,,,,5.081,8.6472,16.4588,7.25,7.459,,3.8948,3.7094,27.421,
2015/9/18,10.8,,,,,,,,5.0749,8.5687,16.4426,7.48,8.2077,,3.9583,4.0338,27.421,
2015/9/21,11.17,,,,,,,,5.1668,9.4226,17.0183,7.85,8.3688,,4.0028,4.4381,27.421,
2015/9/22,10.97,,,,,,,,5.1729,9.7956,16.994,7.91,8.1982,,3.9901,4.6685,24.6794,
2015/9/23,10.52,,,,,,,,5.2036,9.668,16.9615,8.7,8.511,,3.8757,4.7296,22.2096,
2015/9/24,10.62,,,,,,,,5.1791,9.511,17.0994,8.53,8.729,,3.8821,4.927,20.4006,
2015/9/25,10.73,,,,,,,,4.9768,8.9319,16.4588,8.09,8.094,,3.8503,4.4334,18.3619,
2015/9/28,11.17,,,,,,,,4.9952,9.2263,16.5643,8.31,8.3973,,3.7931,4.4569,17.3777,
2015/9/29,10.73,,,,,,,,4.9033,8.9417,15.5508,8.12,8.0561,,3.666,4.2359,17.7855,
2015/9/30,10.79,,,,,,,,4.8971,8.7552,15.0805,8.1,8.0845,,3.6724,4.2218,17.7292,
2015/10/8,11.55,,,,,,,,5.0504,9.1085,16.1751,8.44,8.6911,,3.7804,4.3488,18.1651,
2015/10/9,11.5,,,,,,,,5.0626,9.8349,16.0372,8.58,8.9091,,3.8058,4.3911,17.9636,
2015/10/12,11.86,,,,,,,,5.2649,10.728,17.3994,8.94,9.4493,,3.9456,4.6403,18.8165,
2015/10/13,12.63,,,,,,,,5.2649,10.5906,17.7966,8.97,9.5536,,3.9202,4.7061,18.6712,
2015/10/14,12.19,,,,,,,,5.1484,10.414,17.2615,9.33,10.5108,,3.9011,4.5556,18.7462,
2015/10/15,12.82,,,,,,,,5.2526,10.8655,17.9831,9.52,10.7572,,3.9583,4.7249,19.1071,
2015/10/16,13.11,,,,,,,,5.4487,10.7182,18.4615,9.64,10.6909,,3.9901,4.7578,19.1258,
2015/10/19,13.99,,,,,,,,5.4181,10.4041,17.8777,9.57,11.0605,,3.952,4.6544,19.5757,
2015/10/20,14.3,,,,,,,,5.4549,10.8458,18.1047,9.56,11.1837,,4.0854,4.7672,19.8991,
2015/10/21,13.4,,,,,,,,5.0197,9.7661,19.9128,8.6,10.0654,,4.187,4.2924,17.9261,
2015/10/22,13.62,,,,,,,,5.1484,10.198,21.5749,8.85,10.5772,,4.0917,4.3723,18.6244,
2015/10/23,13.89,,,,,,,,5.2465,10.198,21.7532,9.27,10.7857,,4.0727,4.4945,19.1821,
2015/10/26,13.35,,,,,,,,5.2158,11.0421,21.3884,9.43,11.1837,,4.079,4.6356,20.8833,
2015/10/27,12.9,,,,,,,,5.1729,10.6986,21.81,9.62,11.2785,,4.0409,4.5697,20.8833,
2015/10/28,12.8,,,,,,,,5.0442,10.1588,20.8452,9.2,10.5392,,3.952,4.6356,19.3883,
2015/10/29,12.9,,,,,,,,5.0626,10.1391,22.9289,9.4,10.653,,3.9392,4.8236,19.1727,
2015/10/30,13.51,,,,,,,,5.0075,10.0115,21.6073,9.82,10.852,,3.9456,4.7108,19.4258,
2015/11/2,12.98,,,,,,,,5.0381,9.7465,19.4506,9.7,10.3213,,3.9202,4.8706,19.3461,
2015/11/3,12.65,,,,,,,,4.9707,9.7956,18.8101,9.58,10.435,,3.8694,4.9788,19.4445,
2015/11/4,13.41,,,,,,,,5.1484,10.4238,19.8236,9.95,11.1363,,4.0091,5.3784,20.1428,
2015/11/5,13.72,,,,,,,,5.2404,10.4238,19.629,10.58,11.4112,,4.4094,5.3737,20.2131,
2015/11/6,15.09,,,,,,,,5.2649,10.6495,20.0101,11.19,11.705,,4.5111,5.3643,21.5488,
2015/11/9,15.12,,,,,,,,5.1484,10.6495,19.9128,10.95,11.6387,,4.5174,5.6322,21.9706,
2015/11/10,14.95,,,,,,,,5.0381,10.6986,19.7587,10.83,11.506,,4.5238,5.6275,22.4345,
2015/11/11,15.4,,,,,,,,5.0565,10.5906,20.2938,10.9,11.9325,,4.4857,5.7404,22.9782,
2015/11/12,14.96,,,,,,,,4.9891,10.414,20.2128,11.69,11.5818,,4.3776,5.6134,24.0795,
2015/11/13,15.4,,,,,,,,4.9707,10.1686,19.7749,11.23,11.7998,,4.3459,5.5053,21.8581,
2015/11/16,16.42,,,,,,,,4.9707,10.5514,20.083,11.11,12.4443,,4.3522,5.5476,22.233,
2015/11/17,16.42,,,,,,,,4.9768,10.4336,19.9533,11.03,12.0462,,4.3078,5.4019,21.4175,
2015/11/18,16.61,,,,,,,,4.9584,10.8556,19.7749,10.81,11.6861,,4.2887,5.2326,20.8833,
2015/11/19,16.7,,,,,,,,4.9645,10.728,21.7532,11.15,12.7855,,4.3268,5.3831,21.5347,
2015/11/20,17.16,,,,,,,,4.94,10.679,21.4857,11.44,12.9655,,4.3014,5.4113,21.9893,
2015/11/23,17.43,,,,,,,,4.9155,10.3551,21.0398,11.26,12.4822,,4.2823,5.4254,21.9003,
2015/11/24,16.86,,,,,,,,4.8665,10.198,21.4127,11.57,12.6812,,4.2315,5.5805,22.9079,
2015/11/25,16.84,,,,,,,,4.8665,10.2275,21.21,11.87,12.7096,,4.2379,5.7921,22.7438,
2015/11/26,16.63,,,,,,,,4.8971,10.1097,20.8046,11.71,12.1315,,4.2061,5.9707,22.8751,
2015/11/27,15.06,,,,,,,,4.511,9.4422,19.9614,11.36,10.9184,,3.952,5.5617,21.2488,
2015/11/30,14.56,,,,,,,,4.4252,9.2656,19.6939,11.2,10.7762,,3.9392,5.2608,22.6548,
2015/12/1,15.31,,,,,,,,4.511,9.1772,19.7425,12.1,10.9657,,4.079,5.4442,23.1469,
2015/12/2,14.69,,,,,,,,4.5416,9.3245,19.6614,11.69,10.8046,,4.3395,5.3972,22.4814,
2015/12/3,15.11,,,,,,,,4.5845,9.4521,20.2776,12.16,11.1174,,4.2633,5.5429,23.4,
2015/12/4,15.25,,,,,,,,4.4926,9.2263,19.856,13.02,10.9847,,4.1362,5.7498,23.967,
2015/12/7,15.78,,,,,,,,4.4865,9.2263,19.9209,13.19,11.3449,,4.0981,5.6605,24.67,
2015/12/8,15.06,,,,,,,,4.37,8.922,19.5155,12.67,10.7478,,4.0218,5.3455,23.6015,
2015/12/9,15.16,,,,,,,,4.3578,8.5981,19.556,13.12,10.5961,,4.06,5.1574,22.9219,
2015/12/10,14.99,,,,,,,,4.4252,8.5785,19.3858,13.13,10.634,,3.9964,5.1198,22.5517,
2015/12/11,15.26,,,,,,,,4.3823,8.6767,19.1993,12.86,10.5582,,3.952,5.2091,22.772,
2015/12/14,15.27,,,,,,,,4.4558,8.8337,19.4344,12.96,10.8804,,4.1044,5.4254,23.1,
2015/12/15,15.3,,,,,,,,4.4374,8.8828,19.6858,12.9,10.9752,,4.0409,5.6228,22.9126,
2015/12/16,15.81,,,,,,,,4.4497,8.8926,20.5776,12.99,10.9657,,4.0155,5.5147,22.8751,
2015/12/17,16.9,,,,,,,,4.511,9.7858,21.5019,13.39,12.0652,,4.1426,5.6934,23.8499,
2015/12/18,16.71,,,,,,,,4.4681,9.7858,22.1505,13.01,11.8187,,4.1299,5.5476,23.2875,
2015/12/21,16.84,,,,,,,,4.5171,9.6778,21.3884,12.94,12.1694,,4.2696,5.6228,22.9688,
2015/12/22,16.88,,,,,,,,4.5233,9.6091,21.3965,14.23,12.0841,,4.2252,5.8532,22.8329,
2015/12/23,16.97,,9.6463,,,,,,4.56,9.4717,20.7641,14.12,11.6861,,4.2442,5.9331,22.5986,
2015/12/24,16.26,,10.607,,,,,,4.4804,9.2558,20.6668,14.86,11.904,,4.1807,5.7404,22.4298,
2015/12/25,16.85,,11.6648,,,,,,4.4804,9.3146,20.829,14.93,11.9514,,4.2442,5.7639,22.8563,
2015/12/28,16.2,,12.8294,,,,,,4.3516,9.0595,20.302,14.04,11.3733,,4.0663,5.6275,21.8815,
2015/12/29,16.25,,14.1104,,,,,,4.37,9.0693,20.3425,14.58,11.5913,,4.1044,5.6416,21.8721,
2015/12/30,16.51,,15.5175,,,,,,4.3639,9.0791,20.3587,14.63,11.7713,,4.0854,5.9848,21.919,
2015/12/31,17.38,,17.0702,,,,,,4.3394,8.9417,20.0587,14.23,11.3354,,4.0282,5.7921,21.7315,
2016/1/4,15.72,,18.7782,,,,,,3.9839,8.0485,18.0561,12.81,10.2075,,3.8185,5.2138,19.5898,
2016/1/5,17,,20.6609,,,,,,3.9533,7.9503,17.2291,11.99,9.7242,,3.8312,4.927,19.0321,
2016/1/6,17.5,,22.728,,,,,,4.0207,8.1172,17.6264,12.06,9.9137,,3.9456,5.0493,19.3273,
