ÈÕÆÚ,000628.SZ,002949.SZ,300492.SZ,300500.SZ,300668.SZ,300675.SZ,300746.SZ,300778.SZ,600170.SH,600491.SH,600629.SH,600769.SH,600846.SH,600939.SH,601668.SH,601789.SH,603017.SH,603887.SH
2019/6/10,10.19,19.8,21.72,15.34,18.01,18.1,15.98,39.75,3.5767,6.4822,9.5084,5.82,8.2174,4.7106,5.5752,3.995,12.2867,15.9076
2019/6/11,10.53,21.78,23.77,16.87,19.81,19.91,17.02,43.73,3.683,6.958,9.8368,5.82,8.5802,4.9372,5.7986,4.1918,12.7461,16.2665
2019/6/12,10.5,23.96,23.86,18.56,20,20.29,17.5,44.79,3.6637,6.958,9.7876,5.82,8.5802,4.9274,5.7597,4.2114,12.6777,16.4259
2019/6/13,10.51,26.36,24.06,17.45,19.35,20.05,17.16,43.61,3.654,7.0075,9.8943,5.75,8.8057,4.9964,5.75,4.1918,12.6581,16.6652
2019/6/14,10.26,23.72,22.88,16.42,18.39,18.89,16.44,40.21,3.596,6.8688,9.7547,5.8,8.4625,4.8387,5.73,4.0737,12.5701,16.6253
2019/6/17,10.23,24.5,23.09,16.39,18.27,18.67,16.5,40.39,3.654,6.8291,9.5741,5.22,8.4527,4.9077,5.72,4.0638,13.0882,16.5256
2019/6/18,10.24,25.22,24.12,16.5,18.46,18.71,16.72,41.35,3.6443,6.8093,9.5987,5.15,8.3743,4.9471,5.68,4.1819,12.6092,16.5655
2019/6/19,10.28,27.74,24.27,16.46,18.44,18.71,16.8,42.7,3.6637,6.8291,9.689,5.67,8.5998,4.9767,5.76,4.1819,12.6092,16.6552
2019/6/20,10.46,26.17,23.91,16.56,18.7,18.82,17.06,42.9,3.7313,6.9381,9.8368,5.55,8.8744,5.0161,5.86,4.2311,12.8829,16.7748
2019/6/21,10.48,25.92,24.86,16.82,19.09,18.95,17.1,44.62,3.712,7.0373,9.9682,5.94,9.1784,5.0358,5.86,4.3,13.2055,17.1735
2019/6/24,10.59,24.41,25.64,16.51,19.26,18.6,16.94,44.75,3.7023,7.0075,9.9764,6.04,9.0803,5.0161,5.89,4.25,13.1468,17.2931
2019/6/25,10.3,24.99,27.17,16.46,19.16,18.4,16.46,45.08,3.7023,6.958,9.96,5.84,9.0411,4.9274,5.83,4.25,12.9514,16.9442
2019/6/26,10.24,24.31,26.77,16.29,19.24,18.4,16.46,42.67,3.6347,6.9183,9.9,5.77,8.943,4.8978,5.84,4.2,12.8829,17.0937
2019/6/27,10.41,24.2,26.25,16.25,19.2,18.36,16.38,42.29,3.6443,6.9183,9.77,5.82,8.9626,4.8485,5.86,4.21,12.9123,17.1635
2019/6/28,10.47,22.82,24.76,15.84,19.01,17.82,16.11,44.8,3.6347,6.839,9.65,5.8,8.6979,4.819,5.75,4.14,12.6483,16.9941
2019/7/1,10.55,23.32,24.93,16.2,19.46,18.14,16.57,45.15,3.683,6.9778,9.98,5.8,9.1293,4.9372,5.87,4.28,13.2348,18.6985
2019/7/2,10.49,23.38,25.16,16.12,19.6,18.14,16.6,46.7,3.712,6.9679,9.95,5.69,9.0117,4.8781,5.91,4.24,13.2837,18.0805
2019/7/3,10.39,23.27,24.45,15.99,19.15,18,17.32,45.8,3.712,6.9183,9.85,5.62,8.845,4.8584,5.94,4.2,13.1077,17.7117
2019/7/4,10.42,22.18,24.05,15.9,19.19,17.97,17.05,46.99,3.7313,6.9778,9.9,5.7,8.9038,4.8683,6.05,4.22,12.9807,17.4924
2019/7/5,10.44,23.07,24.14,15.99,19.27,18.01,16.84,47.42,3.7507,6.9976,9.9,5.65,8.8744,4.8683,6.02,4.23,13.2153,17.6519
2019/7/8,10,21.87,23.15,15.32,18.61,17.4,16.15,44.3,3.683,6.7597,9.66,5.33,8.4331,4.7007,5.89,4.14,13.0002,17.2333
2019/7/9,10.06,21.39,23.06,15.37,18.85,17.32,16.3,43.32,3.6347,6.6804,9.71,5.43,8.4527,4.7106,5.81,4.15,13.0295,17.3629
2019/7/10,9.96,21.15,22.98,15.34,18.86,17.07,16.03,42.23,3.6637,6.6309,9.55,5.35,8.2958,4.6712,5.77,4.09,13.1175,17.4526
2019/7/11,9.92,20.92,23.15,15.19,18.76,16.69,16,42.46,3.654,6.621,9.39,5.41,8.2566,4.7007,5.78,4.08,13.098,17.4526
2019/7/12,10.05,20.96,23.43,15.34,18.92,16.56,16.13,42.92,3.6733,6.6408,9.42,5.62,8.3056,4.75,5.85,4.07,12.9611,17.4526
2019/7/15,10.1,21.36,24.32,15.48,18.38,16.25,16.25,43.89,3.7507,6.6904,9.42,5.58,8.4037,4.85,5.93,4.12,13.0491,17.4526
2019/7/16,10.11,21.31,24.22,15.49,18.61,16.63,16.38,43.74,3.77,6.7399,9.47,5.52,8.3841,4.82,5.96,4.11,13.01,17.4825
2019/7/17,10.08,21.6,24.44,15.54,18.9,16.51,16.27,42.48,3.73,6.73,9.52,5.45,8.4331,4.86,5.94,4.11,12.93,17.7416
2019/7/18,9.92,20.69,24.69,15.23,18.31,15.94,16.36,40.95,3.72,6.65,9.48,5.49,8.2566,4.73,5.93,4.04,12.69,17.2432
2019/7/19,9.96,20.55,24.69,15.25,18.69,15.98,16.2,41.13,3.71,6.69,9.44,5.5,8.3253,4.73,6,4.05,13.06,17.7914
2019/7/22,9.35,19.41,23.82,14.64,18.41,15.29,15.4,39.22,3.72,6.51,9.32,5.35,8.0017,4.59,5.94,4.01,12.3,16.8446
2019/7/23,9.4,19.72,24.28,14.8,18.41,15.8,15.53,39.98,3.74,6.57,9.37,5.52,8.0997,4.64,6.05,4.02,12.34,16.9542
2019/7/24,9.53,20.24,24.48,15.05,18.57,16.09,15.65,40.6,3.78,6.63,9.46,5.6,8.2076,4.66,6.04,4.03,13,17.1934
2019/7/25,9.54,20.27,24.58,15.03,18.62,17.7,15.7,41.01,3.81,6.64,9.53,5.59,8.2468,4.64,6.04,4.04,12.86,17.2931
2019/7/26,9.45,20.37,24.93,14.84,18.49,17.3,15.76,41.19,3.82,6.65,9.61,5.72,8.1978,4.63,6.03,4.03,12.78,17.4326
2019/7/29,9.55,20.1,23.38,15.05,18.45,16.81,15.63,40.63,3.87,6.61,9.56,5.73,8.1782,5.09,6.01,4.03,12.75,17.3928
2019/7/30,9.53,20.44,25.72,15.17,18.88,16.95,15.79,40.78,3.85,6.66,9.6,5.79,8.2174,4.91,6.03,4.05,12.83,17.5423
2019/7/31,9.42,20.15,25.06,15.1,18.41,16.48,15.64,41.18,3.8,6.58,9.48,5.8,8.1978,4.85,5.89,4.01,12.68,18.1204
2019/8/1,9.42,20.24,24.93,14.97,18.55,16.43,15.41,40.46,3.76,6.51,9.43,5.73,8.1782,4.92,5.82,3.97,12.42,17.7117
2019/8/2,9.33,19.71,24.05,14.89,18.09,15.88,14.79,40.18,3.72,6.27,9.19,5.73,7.9919,4.76,5.78,3.9,12.11,17.4526
2019/8/5,9.09,21.68,23.4,14.59,17.68,15.54,14.5,40.11,3.66,6.23,9.02,5.7,7.8938,4.68,5.64,3.83,12,17.4725
2019/8/6,8.65,23.85,21.8,13.84,16.98,14.51,14,40.65,3.58,6.12,8.8,5.83,7.58,4.52,5.59,3.58,11.35,17.1934
2019/8/7,8.57,26.24,21.99,13.84,16.88,14.59,14.09,40.04,3.57,6.08,8.79,5.75,7.52,4.52,5.55,3.54,11.29,17.8313
2019/8/8,8.7,28.86,22.59,13.97,16.91,14.86,14.1,40.7,3.6,6.6,8.82,6.05,7.56,4.53,5.59,3.58,11.3,18.1303
2019/8/9,8.77,31.75,24.85,13.71,16.99,15.22,14.38,41.54,3.56,6.37,9.05,6.02,7.32,4.46,5.55,3.54,10.87,17.7815
2019/8/12,8.95,28.58,24.77,14,17.04,14.8,14.28,41.25,3.6,6.47,9.03,6.03,7.46,4.52,5.6,3.59,11.07,18.3596
2019/8/13,8.89,26.47,24.77,13.81,16.73,14.5,13.93,40.06,3.6,6.53,8.98,5.96,7.38,4.48,5.48,3.66,10.87,18.5589
2019/8/14,8.93,27.02,24.77,13.86,16.86,14.68,14.01,40.07,3.58,6.55,8.98,5.88,7.41,4.52,5.44,3.65,10.88,19.3663
2019/8/15,9.01,25.99,24.77,13.88,17.05,14.63,13.88,39.46,3.57,6.54,8.95,5.86,7.41,4.57,5.47,3.61,10.94,19.9045
2019/8/16,9.33,25.42,24.77,14,17.15,14.61,13.94,39.45,3.56,6.53,8.98,5.72,7.47,4.62,5.45,3.61,10.82,20.1337
2019/8/19,9.52,26.86,24.77,14.31,17.97,16.07,14.42,43.4,3.62,6.72,9.16,5.98,7.77,4.69,5.59,3.74,11.11,19.7749
2019/8/20,9.54,28.13,26.52,14.36,18.46,16.05,14.38,47.74,3.6,7,9.15,6,7.78,4.67,5.62,3.77,11.14,19.3065
2019/8/21,9.57,26.2,27.81,14.36,18.09,16.29,14.38,49.1,3.63,7.15,9.21,6.06,7.9,4.63,5.6,3.75,11.01,19.137
2019/8/22,9.67,25.48,27.51,14.48,18.23,17.92,14.48,49.95,3.63,7.16,9.13,5.94,7.84,4.63,5.57,3.76,11.01,19.0573
2019/8/23,9.7,24.2,26.76,14.58,18.25,17.3,14.3,48.5,3.62,7.28,9.04,6.53,7.8,4.63,5.56,3.76,11.25,19.2566
2019/8/26,9.54,26.02,29.44,14.22,18,16.48,14.12,46.4,3.55,7.18,8.92,6.35,7.92,4.56,5.45,3.96,10.92,19.1071
2019/8/27,9.73,25.53,30,14.75,18.4,16.56,14.4,46.02,3.57,7.18,9.07,6.39,8.13,4.64,5.48,3.9,11.2,19.2666
2019/8/28,9.73,24.5,30.3,14.63,18.14,16.26,14.24,46.77,3.64,7.07,9.08,6.22,8.03,4.64,5.57,3.81,11.29,19.2766
2019/8/29,9.63,24.65,29.32,14.57,18.14,16.17,14.07,44.68,3.63,7,9.03,6.27,8.09,4.66,5.5,3.8,11.15,19.6453
2019/8/30,9.66,23.82,29.45,14.25,17.69,16.68,13.85,44.87,3.6,6.99,8.99,6.15,7.9,4.58,5.47,3.71,10.97,18.24
2019/9/2,9.71,24.25,29.76,14.49,18.15,16.79,14.14,45.38,3.59,7,9.12,6.3,8.19,4.71,5.56,3.75,11.23,18.4692
2019/9/3,9.79,25.35,29.95,14.69,18.7,17.63,14.53,45.94,3.51,7.05,9.15,6.31,8.2,4.84,5.62,3.79,11.3,18.1702
2019/9/4,9.75,26.18,32.95,15.05,20.57,18.7,14.98,46.3,3.52,7.17,9.25,6.26,8.29,4.92,5.78,3.85,11.53,18.4692
2019/9/5,9.72,25.9,36.25,14.97,20.26,17.99,14.81,45.41,3.54,7.11,9.29,6.29,8.36,4.97,5.76,3.86,11.47,18.5988
2019/9/6,9.71,25.57,39.88,15.01,19.77,17.69,14.77,44.44,3.54,7,9.28,6.45,8.38,4.96,5.77,3.87,11.5,18.8181
2019/9/9,9.78,26.14,43.87,15.4,19.89,17.87,15.08,45.54,3.55,7.1,9.41,6.72,8.61,5.06,5.77,3.94,11.71,19.4261
2019/9/10,9.82,25.86,44.5,15.42,19.68,18.2,15.11,46.91,3.55,7.16,9.4,6.77,8.6,4.98,5.75,3.94,11.84,19.5855
2019/9/11,10.15,25.08,44.99,15.19,19.9,17.67,14.9,45.6,3.55,7.14,9.36,6.65,8.61,5.03,5.76,3.9,11.77,19.4261
2019/9/12,10.54,25.39,45,15.42,19.75,17.79,15.12,46.84,3.56,7.2,9.54,6.64,8.57,5.04,5.83,3.94,11.82,19.6553
2019/9/16,10.73,27.02,45.85,15.32,19.94,17.57,14.93,46.66,3.55,7.27,9.52,6.56,8.65,5.02,5.77,3.92,11.73,19.2267
2019/9/17,10.39,27.57,48.2,14.97,19.26,16.98,14.62,45.09,3.51,7.22,9.31,6.59,8.38,4.96,5.68,3.8,11.52,18.9875
2019/9/18,10.25,27.79,47.05,15.05,19.36,17,14.7,45.4,3.53,7.19,9.31,6.81,8.37,4.85,5.68,3.74,11.42,18.6785
2019/9/19,10.1,27.23,45.9,15.36,19.48,17.1,14.93,45.84,3.52,7.2,9.4,6.95,8.47,4.87,5.67,3.76,11.56,18.7782
2019/9/20,10.09,26.43,48.48,15.5,20.09,17.74,15.28,46,3.53,7.26,9.37,6.94,8.42,4.9,5.58,3.78,11.7,18.9377
2019/9/23,10.11,24.9,50.65,15.22,19.13,17.15,15.07,45.03,3.42,7.37,9.16,6.99,8.26,4.93,5.51,3.73,11.42,18.838
2019/9/24,10.1,24.9,48.69,15.23,19.18,16.89,14.91,44.5,3.42,7.44,9.17,6.95,8.23,4.89,5.5,3.77,11.46,18.6088
2019/9/25,10.02,24.4,47.52,14.99,18.59,16.52,14.93,43.97,3.39,7.67,9.1,6.8,8.05,4.86,5.47,3.65,11.26,18.2798
2019/9/26,9.67,25.09,46.27,14.44,17.9,15.7,15.62,42,3.33,7.71,9.01,6.48,7.8,4.76,5.45,3.55,11,17.8413
2019/9/27,9.75,24.72,48.1,14.49,18.26,15.76,16.1,42.44,3.35,7.79,8.98,6.6,7.85,4.72,5.47,3.59,11.28,18.23
2019/9/30,9.66,23.63,46.45,14.59,18.08,15.59,15.53,41.89,3.39,7.78,8.95,6.56,7.86,4.77,5.43,3.57,11.17,17.95
