ÈÕÆÚ,000156.SZ,000529.SZ,000665.SZ,000673.SZ,000719.SZ,000793.SZ,000802.SZ,000892.SZ,000917.SZ,002175.SZ,002181.SZ,002188.SZ,002238.SZ,002292.SZ,002343.SZ,002445.SZ,002607.SZ,002621.SZ,002638.SZ,002659.SZ,002699.SZ,002739.SZ,002858.SZ,002905.SZ,300027.SZ,300089.SZ,300133.SZ,300182.SZ,300192.SZ,300251.SZ,300282.SZ,300291.SZ,300338.SZ,300364.SZ,300426.SZ,300528.SZ,300654.SZ,300788.SZ,600037.SH,600088.SH,600136.SH,600158.SH,600229.SH,600455.SH,600551.SH,600576.SH,600636.SH,600637.SH,600661.SH,600715.SH,600757.SH,600825.SH,600831.SH,600880.SH,600936.SH,600959.SH,600977.SH,600996.SH,601019.SH,601098.SH,601595.SH,601599.SH,601801.SH,601811.SH,601858.SH,601900.SH,601928.SH,601929.SH,601949.SH,601999.SH,603096.SH,603103.SH,603721.SH,603999.SH
2014/1/2,20.2824,6.4536,7.5873,4.8267,8.0229,11.9521,6.4561,4.99,15.8894,3.0074,6.5636,8.48,7.4552,17.3548,5.5106,2.7279,2.3902,3.6773,4.7404,4.95,4.1087,,,,13.8175,3.9689,13.2591,5.2052,5.401,6.9694,6.4203,9.5494,6.144,,,,,,7.2956,12.8435,5.126,7.6031,5.598,14.39,15.5593,3.2859,10.8625,26.2883,11.9514,2.6082,7.2453,8.6794,7.4252,10.4337,,,,,,9.4268,,3.2135,5.8389,,,,8.5122,4.0689,,6.3378,,,,
2014/1/3,20.3013,6.2787,7.6629,4.7667,8.0159,12.0112,6.7018,5.04,16.0079,3.0289,6.7051,8.4,7.4886,17.5581,5.6066,2.7279,2.351,3.6281,4.8323,4.9,4.3528,,,,14.2499,3.9888,13.5389,5.4357,5.302,7.2693,6.4203,9.5494,6.3149,,,,,,7.1837,13.2436,5.0863,7.5636,5.5233,14.12,16.5729,3.2859,10.7373,26.3024,12.6725,2.6329,7.331,8.432,7.3265,10.7685,,,,,,9.4268,,3.2464,5.8025,,,,8.663,4.0689,,6.3283,,,,
2014/1/6,19.5931,6.1232,7.4223,4.6166,7.7939,11.4595,6.2203,4.92,15.0198,3.0026,6.4837,8.13,7.3662,17.3201,5.5929,2.7279,2.2758,3.4727,4.972,4.87,4.3541,,,,13.6603,3.8532,12.7241,5.2091,4.9059,6.8898,6.4203,9.5494,5.6837,,,,,,6.867,12.7782,5.389,7.2678,5.4018,13.4,15.6689,3.2859,10.2558,26.3237,12.9194,2.6032,6.9692,7.7986,7.0006,10.4946,,,,,,9.6393,,3.2464,5.5795,,,,8.3172,3.8798,,6.0252,,,,
2014/1/7,19.4893,6.0649,7.4636,4.6266,7.9535,11.2328,6.1613,4.89,14.9309,3.0336,6.5267,8.22,7.522,19.0506,5.6408,2.7279,2.3052,3.5064,5.02,5.04,4.6081,,,,13.7881,3.909,12.7159,5.476,4.9059,7.0323,6.4203,9.5494,5.75,,,,,,6.8483,12.5169,5.0665,7.1495,5.3738,13.28,15.9976,3.2859,10.3232,28.5262,13.6997,2.6427,7.0549,7.8481,7.0401,10.732,,,,,,9.6733,,3.2464,5.5841,,,,8.2906,3.9137,,6.0441,,,,
2014/1/8,20.2447,6.0357,7.4636,4.6866,8.1409,11.558,6.2301,4.95,15.1581,3.0622,6.6313,8.52,7.6889,19.487,5.5312,2.7279,2.3739,3.5219,5.2716,4.9,4.7327,,,,14.6971,3.909,13.9875,5.5438,4.9959,7.5897,6.4203,9.5494,5.8825,,,,,,6.867,12.9088,5.0168,7.11,5.4018,13.33,16.5729,3.2859,10.2847,30.3037,13.5022,2.618,7.0549,8.0856,7.0796,11.085,,,,,,9.5033,,3.2464,5.6205,,,,8.459,3.9283,,6.0441,,,,
2014/1/9,21.1889,6.0551,7.2918,5.1518,8.0229,11.8634,5.896,4.96,15.1779,3.1076,6.699,8.25,7.4329,18.5994,5.4215,2.7279,2.3248,3.4624,5.1078,4.85,4.6804,,,,14.4367,3.909,14.1932,5.6076,4.8699,7.349,6.4203,9.5494,5.5791,,,,,,6.8576,13.0231,4.9027,7.1298,5.2523,13.09,16.1528,2.9723,10.1113,29.5955,13.591,2.6082,7.0359,7.9569,7.0401,11.5111,,,,,,9.4098,,3.2464,5.6432,,,,8.7516,3.938,,5.9968,,,,
2014/1/10,20.443,6.1232,7.0169,5.2218,7.5995,11.6762,5.7682,4.93,14.3479,2.8929,6.5206,8.24,7.1659,18.892,5.3598,2.7279,2.4033,3.3225,4.9401,4.73,4.3989,,,,14.4367,4.0646,13.9916,5.3393,4.8114,7.4767,6.4203,9.5494,5.5373,,,,,,6.6247,12.3455,4.7638,6.9029,5.056,12.63,16.2807,2.9814,10.0247,28.5474,13.3145,2.5884,6.874,7.6996,7.0105,11.3711,,,,,,9.0443,,3.2464,5.2883,,,,8.5743,3.9477,,5.8452,,,,
2014/1/13,20.2258,5.9677,6.9138,5.3919,7.3913,11.824,5.8272,4.9,13.8143,2.8238,6.5575,8.22,6.8877,20.4341,5.3598,2.7279,2.4524,3.3199,5.012,4.7,4.8323,,,,14.4367,3.7894,14.2796,5.4305,4.8699,7.7674,6.4203,9.5494,5.6384,,,,,,6.5129,11.9372,4.7141,6.5479,4.9532,12.75,15.605,2.8996,9.8128,28.4766,13.6108,2.618,6.7598,7.7887,7.0796,11.4746,,,,,,9.0953,,2.9222,5.0835,,,,8.725,4.0253,,5.8073,,,,
2014/1/14,20.764,6.4148,7.0375,5.3569,7.544,12.0211,6.063,4.95,14.1107,2.9525,6.6559,8.29,7.049,20.3944,5.4078,2.7279,2.4654,3.4157,5.2716,4.74,4.7451,,,,14.4367,3.9489,14.3825,5.5347,5.0725,7.9618,6.4203,9.5494,5.7884,,,,,,6.7086,12.1495,4.9126,6.6367,5.0747,13.32,16.0798,2.8769,9.9573,29.546,14.4899,2.6872,6.8931,7.8975,7.1883,11.4077,,,,,,9.2398,,2.9175,5.1472,,,,8.7516,4.1223,,5.8926,,,,
2014/1/15,20.764,6.4148,6.9825,5.552,7.5509,12.0112,6.1122,4.97,14.2984,3.0384,7.0434,8.3,7.1102,20.32,5.3461,2.7279,2.4262,3.4649,5.4513,4.71,4.6268,,,,14.4367,4.264,14.9298,5.5503,5.131,8.0452,7.0613,9.5494,6.0324,,,,,,6.7458,12.272,4.9523,6.7649,5.028,13.42,16.0433,2.995,9.9187,29.7514,14.2923,2.6872,6.9216,7.6897,7.2574,11.3042,,,,,,9.3673,,2.8987,5.1017,,,,8.8492,4.1368,,5.9399,,,,
2014/1/16,20.7262,6.4439,7.0856,5.5069,7.5856,12.0901,6.2497,5,14.0613,3.0384,7.4741,8.29,7.0769,19.1597,5.3735,2.7279,2.5014,3.4624,5.2835,4.74,4.5309,,,,14.4367,4.264,14.115,5.3914,5.23,7.7248,7.7689,9.5494,5.9836,,,,,,6.7738,12.3291,4.9474,6.8832,5.0934,13.36,17.6503,2.9723,9.9284,28.8225,14.5491,2.702,6.9407,7.7194,7.1981,11.2007,,,,,,9.3588,,3.1524,5.1153,,,,8.6364,4.098,,5.9778,,,,
2014/1/17,20.6601,6.3176,6.9688,5.4119,7.6273,12.1492,6.2596,4.91,13.9032,3.0384,7.4125,8.21,7.0268,19.4523,5.3735,2.7279,2.436,3.4753,5.3474,4.67,4.4487,,,,15.0067,4.6908,13.9916,5.2755,5.1985,7.6563,8.5464,9.5494,6.0917,,,,,,6.7458,12.77,4.9176,6.8142,5.0747,13.36,17.8877,2.8951,9.7839,28.6311,14.0849,2.7168,6.855,7.4522,6.9611,10.9511,,,,,,9.3163,,3.1242,5.0016,,,,8.5034,3.9865,,5.9873,,,,
2014/1/20,20.0181,6.2398,6.7832,5.1718,7.5371,12.0999,6.1711,4.8,13.7846,3.0384,8.1569,8.34,6.9155,18.6887,5.3735,2.7279,2.4327,3.4727,5.2835,4.63,4.4749,,,,14.3974,5.1615,14.115,5.0789,5.0049,7.4786,9.4011,9.5494,5.6419,,,,,,6.662,13.3171,4.9771,7.1593,5.0467,13.36,18.7552,2.8587,9.7935,27.5391,14.5985,2.7317,6.7788,7.5017,6.971,10.8659,,,,,,8.9848,,3.1195,5.038,,,,8.2196,4.0786,,6.0157,,,,
2014/1/21,20.9812,6.3467,7.1612,5.2869,8.2935,12.5138,6.407,4.81,14.3182,3.0384,8.975,8.34,7.2549,19.7101,5.4832,2.7279,2.4687,3.5038,5.4433,4.68,4.6281,,,,15.1099,5.6761,15.5224,5.0919,5.3515,8.2266,10.1436,9.5494,5.7465,,,,,,7.3328,14.1009,5.0665,7.4256,5.2149,13.36,19.303,2.886,9.9573,28.6169,15.122,2.7366,6.9978,8.1845,7.445,11.5964,,,,,,9.2653,,3.1618,5.2018,,,,8.5743,4.1756,,6.1483,,,,
2014/1/22,21.8121,6.5508,7.2711,5.4869,8.8418,13.2035,6.5445,4.99,14.6542,3.0384,9.8731,8.48,7.3884,19.7597,5.5586,2.7279,2.5766,3.597,5.4033,4.8,4.7277,,,,14.9526,5.712,16.0656,5.0789,5.473,8.3895,10.1752,9.5494,5.8476,,,,,,8.0689,14.0928,5.1409,8.1652,5.3177,13.36,19.1204,2.9678,10.2076,28.78,15.0232,2.7514,7.2072,8.5012,7.5437,11.8703,,,,,,9.4608,,3.1947,5.3884,,,,8.8314,4.2483,,6.2999,,,,
2014/1/23,21.8121,6.5119,7.9996,5.5069,9.5081,13.2134,7.2029,4.99,14.9902,3.0384,10.8635,8.65,7.5609,20.8506,5.586,2.7279,2.5505,3.5996,5.3474,4.8,4.7538,,,,15.1885,5.6561,16.2549,5.2508,5.6216,8.7488,11.1944,9.5494,6.0673,,,,,,8.2646,14.0193,5.1855,8.0764,5.2709,13.36,18.9743,3.0132,10.1691,30.3895,16.5246,2.7761,7.3881,8.432,7.7511,12.7956,,,,,,9.5968,,3.1383,5.4703,,,,9.2304,4.3696,,6.3757,,,,
2014/1/24,21.8121,6.5897,7.8897,5.757,9.4179,13.5976,7.9203,5.01,15.1186,3.3413,11.4172,8.8,7.572,20.1167,5.6066,2.7279,2.6747,3.6074,5.5152,4.85,4.7451,,,,15.0705,5.5843,16.5018,5.3966,5.59,8.7895,10.0736,9.5494,6.1057,,,,,,8.2273,14.2152,5.1359,8.1159,5.2616,13.36,19.0565,3.0269,10.3521,29.7584,18.1741,2.8354,7.5024,8.6992,7.7511,12.7408,,,,,,10.0133,,3.143,5.5977,,,,9.3191,4.3841,,6.461,,,,
2014/1/27,21.8121,6.5703,7.8691,5.722,9.2999,13.6469,7.9203,5.13,14.832,3.2459,12.2907,9.15,7.6221,19.368,5.5929,2.7279,2.6911,3.6514,5.4593,4.85,4.8734,,,,14.9231,5.5046,15.8763,5.7026,5.8016,9.1191,9.5972,9.5494,6.0255,,,,,,7.9757,14.1009,5.1459,8.0271,5.1308,13.36,19.4309,2.9678,10.275,29.567,17.937,2.8058,7.6357,8.8278,7.6227,13.7026,,,,,,10.0558,,3.0444,5.6023,,,,9.2482,4.3987,,6.4515,,,,
2014/1/28,21.8121,6.4828,7.9515,5.577,9.0917,13.3119,7.9203,5.13,14.7332,3.1863,11.9585,9.12,7.5108,18.9911,5.5517,2.7279,2.642,3.6022,5.2196,4.86,4.7439,,,,15.0411,5.6043,15.5595,5.6727,5.6846,9.6283,9.4922,9.5494,5.9278,,,,,,8.0223,13.6927,5.1855,8.4906,5.1495,13.36,19.02,2.9541,10.3232,28.2836,16.9197,2.8206,7.5214,8.5705,7.5536,13.9095,,,,,,9.9113,,3.0115,5.5113,,,,9.1684,4.4617,,6.3568,,,,
2014/1/29,21.8121,6.5022,8.2127,5.592,9.1611,13.4498,7.9203,5.14,15.1977,3.265,12.303,9.19,7.9837,19.487,5.586,2.7279,2.7238,3.6436,5.2596,4.85,4.7538,,,,14.8003,5.6282,15.7529,5.9084,5.8376,9.5986,9.8319,9.5494,6.0429,,,,,,8.5627,13.8478,5.3046,9.2105,5.2055,13.36,19.6774,3.0587,10.3617,28.7374,17.2752,2.8403,7.5881,8.6299,8.1164,13.7939,,,,,,9.9878,,3.0397,5.6523,,,,9.3723,4.6703,,6.461,,,,
2014/1/30,23.9933,6.6675,8.2883,5.617,9.1125,13.7454,7.9203,5.17,15.2174,3.2626,11.7862,9.25,7.8947,19.6605,5.5792,2.7279,2.6486,3.5737,5.1438,4.77,4.7949,,,,15.0902,5.4647,16.3043,5.8472,5.9141,9.369,9.3521,9.5494,5.8755,,,,,,8.1993,14.3785,5.3245,8.7667,5.1588,13.36,21.1019,3.3632,10.2847,28.9927,17.0777,2.865,7.5119,8.6992,8.067,14.0982,,,,,,10.3533,,3.0068,5.7297,,,,9.4699,5.034,,6.6694,,,,
2014/2/7,25.4947,6.7647,8.5563,5.602,10.0217,13.8932,7.9203,5.09,15.8202,3.2554,12.6105,9.24,8.1618,19.3581,5.6751,2.7279,2.6616,3.6462,5.3794,4.81,4.9942,,,,14.8789,5.365,16.4895,6.0855,5.9501,9.6671,9.5972,9.5494,5.9871,,,,,,8.6093,15.244,5.2798,9.6444,5.2523,13.36,22.8002,3.6086,10.4002,29.9641,17.2851,2.9441,7.9499,9.2633,8.6299,14.6096,,,,,,10.7358,,3.0538,6.0346,,,,9.9664,5.5384,,7.3325,,,,
2014/2/10,25.693,6.8327,8.5632,6.0021,10.1327,13.9031,8.1463,5.18,16.3736,3.5798,12.4814,9.31,8.2508,19.8242,5.7985,2.7279,2.7892,3.8197,5.5511,4.98,5.181,,,,14.8593,5.4647,16.2467,5.9579,5.9411,9.4301,9.8319,9.5494,6.1649,,,,,,8.7211,15.2767,5.3741,9.8613,5.3924,13.36,22.8459,3.6086,10.7276,30.9,17.7395,2.9688,8.1403,9.5503,8.6595,15.06,,,,,,10.8803,,3.1289,6.0483,,,,10.0462,5.5384,,7.3989,,,,
2014/2/11,24.862,6.7647,8.3639,6.1021,9.9592,13.371,8.2839,5.26,16.1166,3.6012,13.7301,9.09,8.1339,20.8258,5.7574,2.7279,2.7401,3.8223,5.4593,4.97,5.1486,,,,14.1713,5.4447,15.4237,5.4969,5.9366,8.9117,9.888,9.5494,6.5555,,,,,,8.4882,14.7133,5.3642,10.1177,5.4766,13.36,22.2159,3.6086,10.6602,30.3186,17.0579,2.9638,8.0831,9.4513,8.8767,14.3722,,,,,,10.6338,,3.2041,5.9937,,,,9.8068,5.7033,,7.2946,,,,
2014/2/12,24.6638,6.6966,8.4945,6.0521,10.0633,13.0458,8.5492,5.36,16.3736,3.6489,13.1334,9.44,8.2786,20.0572,5.7985,2.7279,2.799,3.9647,5.5192,5.11,5.3529,,,,14.2549,5.5205,15.0327,5.3497,6.5307,9.1061,10.3363,9.5494,7.211,,,,,,8.5627,14.6316,5.384,9.8909,5.4952,13.36,21.4215,3.4677,10.901,30.4675,16.6629,2.9688,8.0451,9.3326,8.9162,14.293,,,,,,10.8208,,3.3216,6.0528,,,,9.8689,6.2755,,7.3894,,,,
2014/2/13,24.541,6.6675,8.7281,6.1272,9.3832,13.2528,8.333,5.31,15.7609,3.4868,12.6105,9.11,8.273,19.2391,5.7025,2.7279,2.8415,3.8586,5.591,5.08,5.5422,,,,13.5129,5.2573,14.2591,5.5216,6.4497,8.5358,9.6147,9.5494,6.9879,,,,,,8.5907,14.4275,5.4833,9.6247,5.4205,13.36,19.8235,3.4313,10.7373,28.468,16.5542,2.9045,7.6833,9.7878,8.6693,13.8243,,,,,,10.7868,,3.3497,5.8207,,,,9.4521,5.8779,,7.0862,,,,
2014/2/14,24.7771,6.8132,9.3054,6.2722,9.5914,13.3316,9.1683,5.38,15.9684,3.4868,13.1273,9.21,8.5178,19.0556,5.9424,2.7279,2.8905,3.9311,5.5511,5.21,5.6281,,,,13.6112,5.2692,14.6089,5.5451,6.9313,8.7006,9.902,9.5494,7.3156,,,,,,8.628,14.5745,5.6917,9.743,5.5233,13.36,20.3805,3.4359,10.8721,31.3112,17.3938,2.9095,8.1879,9.9362,8.778,14.4818,,,,,,11.2289,,3.4625,6.2713,,,,9.6561,5.9748,,7.2473,,,,
2014/2/17,24.7582,6.9299,9.3466,6.1922,9.7302,14.1002,9.2862,5.41,16.1068,3.6012,13.1642,9.37,8.4566,19.3333,6.1001,2.7279,2.8742,3.9803,5.5112,5.25,5.5771,,,,13.8716,5.4487,14.8352,5.6714,7.1248,8.9709,10.0281,9.5494,7.3749,,,,,,8.7491,14.7704,5.6619,9.96,5.57,13.36,20.1248,3.4813,11.0262,30.5526,18.6778,2.9688,8.6354,9.867,9.0248,14.4939,,,,,,11.2969,,3.439,6.3259,,,,9.8777,5.9603,,7.2852,,,,
2014/2/18,23.9272,6.8618,9.2779,5.9621,9.6469,14.0903,9.6203,5.3,16.1858,3.5201,13.4718,9.54,8.4566,18.7581,6.1138,2.7279,2.8251,4.001,5.7468,5.18,5.3554,,,,13.5424,5.4248,14.3619,5.5242,7.1473,8.6599,10.0491,9.5494,7.2808,,,,,,9.1497,14.8766,5.6669,9.7726,5.6354,13.36,19.7779,3.4722,10.9588,31.4318,18.8457,3.0824,8.5973,10.4212,8.8866,14.914,,,,,,11.2714,,3.4108,6.2531,,,,10.0019,6.0961,,7.342,,,,
2014/2/19,24.22,6.8618,9.3673,5.9121,9.3276,14.1888,9.6792,5.31,15.8103,3.4653,13.0165,9.39,8.2007,18.1928,6.1823,2.7279,2.7401,3.9233,5.6909,5.17,5.2284,,,,13.7389,5.7838,14.115,5.8863,6.9763,8.6932,9.6708,9.5494,6.9495,,,,,,8.9447,14.3867,5.8852,9.4866,5.6635,13.36,19.8053,3.5813,10.8913,31.4318,18.6482,3.0972,8.4259,10.2826,8.6595,14.2383,,,,,,10.9398,,3.392,6.2258,,,,9.7181,6.0379,,7.1431,,,,
2014/2/20,23.0396,7.0174,9.1061,5.8371,9.404,13.706,9.1584,5.23,15.3064,3.3651,12.1246,9.59,8.2007,18.1928,6.0315,2.7279,2.6518,3.8275,5.6589,5.08,5.2595,,,,13.5522,5.5245,14.3743,6.1519,6.8863,8.347,9.1769,9.5494,6.7891,,,,,,8.4696,13.5457,5.7661,8.7667,5.5233,13.36,18.8556,3.6631,10.6217,31.4318,18.905,3.0527,8.4449,9.9264,8.3633,13.7756,,,,,,11.0418,,3.3591,6.021,,,,9.3369,6.033,,6.9062,,,,
2014/2/21,23.4173,6.6577,9.058,6.1272,9.4317,13.5484,9.2665,5.18,15.2965,3.4176,12.426,9.46,8.2007,18.1928,6.1686,2.7279,2.6747,3.8353,5.5311,5,5.2284,,,,13.277,5.3291,14.6418,6.3733,7.1473,8.3877,9.24,9.5494,6.8902,,,,,,8.4323,13.6355,5.6967,8.816,5.4579,13.36,19.367,3.8631,10.7276,30.3753,20.5545,3.0182,8.4164,10.6092,8.4719,13.5382,,,,,,11.2544,,3.4719,6.0392,,,,9.3989,6.164,,7.0673,,,,
2014/2/24,24.1161,6.6577,9.113,6.1272,9.9106,13.8243,9.2665,5.17,15.3953,3.5225,12.3706,9.27,8.2007,18.1928,6.2508,2.7279,2.7139,3.8793,5.5631,5.1,5.2495,,,,13.2672,5.1456,14.6582,6.5283,7.3409,8.7228,9.5972,9.5494,6.831,,,,,,8.5068,13.807,5.647,8.7273,5.4298,13.36,19.2757,3.704,10.535,29.5741,22.6089,3.1071,8.8448,10.7874,8.5509,13.5565,,,,,,12.3254,,3.4531,6.2804,,,,9.6649,6.1931,,7.2283,,,,
2014/2/25,24.1161,6.405,8.3501,5.727,9.1194,13.5779,8.6573,4.98,14.9704,3.4724,11.5586,8.89,8.2007,18.1928,6.3674,2.7279,2.6584,3.7524,5.1757,4.91,4.7252,,,,13.562,4.7985,14.9833,6.1077,6.8908,8.3321,8.6375,9.5494,6.5904,,,,,,8.0316,13.1456,5.4436,8.1948,5.4111,13.36,17.349,3.4904,10.2461,28.3475,22.9645,2.9292,9.0352,9.8769,8.0078,13.033,,,,,,11.8834,,3.3404,6.0938,,,,9.1152,5.7857,,6.7925,,,,
2014/2/26,24.1161,6.4925,8.5288,5.8821,8.939,13.105,8.7457,5.01,14.6443,3.4605,11.7309,8.67,8.2007,18.1928,6.477,2.7279,2.6126,3.7809,5.1238,4.95,4.4462,,,,12.707,4.9342,15.4319,6.3681,6.9628,7.9507,8.6795,9.5494,6.3811,,,,,,8.0223,12.6639,5.5676,8.5695,5.5794,13.36,17.1207,3.5813,10.3232,25.8587,22.52,2.9885,9.2352,9.4315,8.1065,12.6738,,,,,,11.6624,,3.5377,5.9664,,,,8.7782,5.8488,,6.7073,,,,
2014/2/27,24.1161,6.4634,8.5151,5.667,8.6753,12.7601,8.3232,5,14.2984,3.3914,11.1772,8.78,8.2007,16.373,6.3468,2.7279,2.6126,3.8068,5.0359,4.94,4.2382,,,,12.0093,4.8225,14.4278,6.105,6.8188,7.4064,8.2137,9.5494,6.3044,,,,,,7.8826,12.2311,5.4734,8.2638,5.6541,13.36,16.0341,3.4904,10.121,24.0223,20.7421,3.2898,8.6544,9.4018,8.0868,12.6799,,,,,,11.7389,,3.5847,6.0528,,,,8.5211,5.4365,,6.6694,,,,
2014/2/28,24.1161,6.7355,8.7075,6.0021,8.8557,12.7601,8.559,5.03,14.585,3.4486,11.3802,8.89,7.6388,16.4078,6.2371,2.7279,2.5603,3.9388,5.1358,5.01,4.5807,,,,11.965,4.8664,13.9916,6.316,6.8818,7.536,8.1682,9.5494,6.2103,,,,,,7.8919,12.3944,5.5329,8.5991,5.7009,13.36,16.1985,3.5041,10.3424,25.093,20.7323,3.2701,8.5592,9.4711,8.1756,12.686,,,,,,11.9004,,3.5847,5.9573,,,,8.6541,5.4462,,6.6883,,,,
2014/3/3,24.1161,7.4061,8.9893,5.832,9.0084,13.105,8.5492,4.99,14.9605,3.4558,11.411,8.98,7.661,16.9284,6.3674,2.7279,2.6224,4.0139,5.4672,5.1,4.7949,,,,12.1174,5.0618,13.2426,6.1832,7.5704,7.536,8.2032,9.5494,6.5206,,,,,,8.1155,12.9415,5.6917,8.6583,5.7102,14.15,16.4816,3.6268,11.161,25.9509,20.999,3.2454,8.5973,9.8175,8.2546,12.7408,,,,,,12.0959,,3.5847,6.0392,,,,8.7605,5.7227,,6.7736,,,,
2014/3/4,24.1161,7.5811,8.9068,5.782,8.9182,13.3316,8.5197,5.13,14.7431,3.4915,11.6878,9.15,7.5108,17.5284,6.2508,2.7279,2.5799,3.9803,5.4513,5.08,4.7015,,,,12.2992,5.0937,13.292,6.0295,7.4534,7.536,8.2837,9.5494,6.3602,,,,,,8.0782,13.0803,5.8058,8.9147,5.7289,14.99,16.5455,3.6495,11.2477,25.3624,19.9125,3.2651,8.6544,9.6393,8.1559,12.5277,,,,,,11.8919,,3.5847,6.0756,,,,8.6009,6.0136,,6.7168,,,,
2014/3/5,24.1161,7.6297,8.948,5.727,8.8626,13.1542,8.9422,5.06,14.9902,3.5345,11.288,8.97,7.4997,17.5135,6.1206,2.7279,2.5995,3.9078,5.2037,5.12,4.6579,,,,12.2746,5.0658,12.79,5.8602,7.0213,7.536,8.1016,9.5494,6.8031,,,,,,8.0596,13.0068,5.7959,8.5892,5.5513,15.78,16.1711,3.6086,11.0454,24.7952,20.3866,3.2157,8.6734,9.4711,8.2151,12.6495,,,,,,12.3169,,3.5847,6.0301,,,,8.7339,6.0136,,6.7357,,,,
2014/3/6,24.1161,7.5811,8.7762,5.782,9.4873,12.9867,9.296,5.02,14.9407,3.4748,11.0419,8.96,7.4274,18.1482,6.1001,2.7279,2.6289,3.8456,5.1198,5.17,4.724,,,,12.82,5.0857,12.5183,5.6024,7.1383,7.536,8.1787,9.5494,6.8135,,,,,,8.0782,12.9905,5.8555,8.5301,5.6541,15.53,16.4998,3.6995,11.1417,25.6035,22.1151,3.2009,8.9495,9.6888,8.2053,12.6677,,,,,,12.3594,,3.5847,6.0392,,,,8.6896,6.0379,,6.8778,,,,
2014/3/7,24.1161,7.4061,8.8175,5.772,9.3346,13.4991,9.129,5.03,15.0099,3.4558,11.3802,8.89,7.4496,18.0986,6.0589,2.7279,2.6093,3.9181,5.0559,5.07,4.6318,,,,13.449,5.0738,12.9052,5.6388,6.9808,7.536,8.4098,9.5494,6.9565,,,,,,7.985,13.4396,5.8306,8.5103,5.4859,15.16,16.162,3.6404,10.9395,24.4052,21.5422,3.2306,8.8258,9.4216,8.0177,12.9477,,,,,,12.5974,,3.5847,6.0483,,,,8.7428,6.0136,,6.8494,,,,
2014/3/10,24.1161,7.3867,8.3501,5.772,8.5989,12.9079,8.4313,5.08,14.3775,3.2673,10.3406,8.76,7.0824,18.2374,5.867,2.7279,2.472,3.8016,4.7763,4.94,4.3752,,,,12.6186,4.9342,12.3949,5.6388,6.8728,7.536,7.7373,9.5494,7.1064,,,,,,7.454,12.5169,5.6024,7.8398,5.3738,14.42,15.0845,3.5859,11.0936,22.6893,19.9223,3.1466,7.9499,8.5507,7.4746,12.1686,,,,,,11.8664,,3.5847,5.6387,,,,8.2551,5.6499,,6.442,,,,
2014/3/11,24.1161,7.2409,8.2951,6.3272,8.6406,13.0656,8.4706,5.28,13.9921,3.2387,10.2484,8.56,7.0991,18.1978,5.8944,2.7279,2.4622,3.755,4.7324,4.95,4.2719,,,,12.2844,4.8464,12.2221,5.6479,7.0663,7.536,7.5237,9.5494,6.9251,,,,,,7.3887,12.6639,5.6222,7.8398,5.3831,14.22,15.3036,3.7767,11.6714,23.1856,19.7347,3.0972,7.8737,8.5705,7.4943,12.0773,,,,,,11.3224,,3.5847,5.5295,,,,8.2285,5.6936,,6.4041,,,,
2014/3/12,24.1161,7.5519,8.3501,6.2022,8.5226,13.0656,8.4018,5.32,13.834,3.253,10.1499,8.34,7.1269,17.8011,5.9767,2.7279,2.4229,3.8845,4.8363,5.04,4.4213,,,,12.5154,4.7467,12.4484,5.463,7.0258,7.536,7.5272,9.5494,6.538,,,,,,7.4633,12.5496,5.518,7.751,5.3364,14.36,15.7328,3.8586,11.2284,23.8521,18.3222,3.1071,7.807,8.719,7.4845,12.1625,,,,,,11.5434,,3.5847,5.4885,,,,8.1576,5.776,,6.4231,,,,
2014/3/13,24.1161,7.6783,8.3089,6.1171,8.6336,13.0656,9.0307,5.3,13.9526,3.2793,10.4452,8.58,7.355,18.0292,5.9561,2.7279,2.4589,3.9207,4.9281,5.15,4.4898,,,,12.4122,4.8464,12.8393,5.5998,7.1833,7.536,7.7023,9.5494,7.1936,,,,,,7.5005,12.6231,5.5577,7.9975,5.4205,14.31,15.8606,3.9631,11.3632,24.7881,18.4704,3.1417,7.9689,8.7388,7.5141,12.2234,,,,,,11.5689,,3.5847,5.5704,,,,8.2817,5.8876,,6.4894,,,,
2014/3/14,24.1161,7.2603,8.1783,6.0621,8.71,13.0656,9.1879,5.41,14.0613,3.3294,10.2607,8.5,7.2549,18.9564,5.9973,2.7279,2.4524,4.0191,4.8762,5.17,4.6031,,,,12.4761,5.0578,13.0245,5.8198,7.1473,7.536,7.6428,9.5494,7.9119,,,,,,7.4726,12.9252,5.4882,7.8792,5.4298,14.6,15.5502,3.8767,11.3536,25.3057,18.9149,3.112,7.8737,8.5903,7.4845,12.5034,,,,,,11.3819,,3.5847,5.4794,,,,8.2817,6.2852,,6.5083,,,,
2014/3/17,24.1161,7.3089,8.4189,6.0671,9.0084,13.0656,9.5613,5.5,14.3874,3.4057,10.6605,8.67,7.4608,19.4324,6.1138,2.7279,2.5047,4.0865,4.9281,5.34,4.8834,,,,12.6235,5.1695,13.2138,5.8863,7.2059,7.536,7.9545,9.5494,8.7035,,,,,,7.7614,13.7335,5.652,8.2737,5.598,14.84,16.3628,3.8949,11.6714,26.0076,19.4482,3.196,8.226,8.8179,7.7017,13.0025,,,,,,12.0534,,3.5847,5.6706,,,,8.459,6.3192,,6.6599,,,,
