ÈÕÆÚ,000156.SZ,000529.SZ,000665.SZ,000673.SZ,000719.SZ,000793.SZ,000802.SZ,000892.SZ,000917.SZ,002175.SZ,002181.SZ,002188.SZ,002238.SZ,002292.SZ,002343.SZ,002445.SZ,002607.SZ,002621.SZ,002638.SZ,002659.SZ,002699.SZ,002739.SZ,002858.SZ,002905.SZ,300027.SZ,300089.SZ,300133.SZ,300182.SZ,300192.SZ,300251.SZ,300282.SZ,300291.SZ,300338.SZ,300364.SZ,300426.SZ,300528.SZ,300654.SZ,300788.SZ,600037.SH,600088.SH,600136.SH,600158.SH,600229.SH,600455.SH,600551.SH,600576.SH,600636.SH,600637.SH,600661.SH,600715.SH,600757.SH,600825.SH,600831.SH,600880.SH,600936.SH,600959.SH,600977.SH,600996.SH,601019.SH,601098.SH,601595.SH,601599.SH,601801.SH,601811.SH,601858.SH,601900.SH,601928.SH,601929.SH,601949.SH,601999.SH,603096.SH,603103.SH,603721.SH,603999.SH
2015/4/3,46.9291,13.296,13.3816,14.0149,11.6376,16.6482,20.2134,9.57,26.8333,16.7487,13.9153,11.2,14.1326,23.5715,16.1776,9.9625,4.5279,7.252,8.0705,9.98,14.462,32.7553,,,17.4281,15.5205,16.0407,9.7878,9.1699,12.6664,11.6042,28.9799,19.77,14.7409,19.0514,,,,25.1801,21.1067,12.5247,24.723,12.9811,34.79,22.0665,9.3987,17.6669,35.4041,46.4624,13.1001,13.1006,14.6122,17.5674,15.5917,,,,,,20.3463,,7.9591,13.4951,,,,13.9634,7.4127,,14.4487,,,,
2015/4/7,46.7308,13.3252,13.9839,13.9999,11.6376,16.8459,20.1444,9.72,26.8631,16.7919,14.4932,11.2,14.7663,23.4571,16.3261,9.9916,4.5279,7.4586,8.3184,9.98,14.4675,34.8408,,,17.7786,15.9513,16.7082,9.7354,9.1699,12.7035,12.2312,28.3666,19.7053,14.9135,19.4307,,,,25.0295,21.3937,12.5247,25.2483,13.0746,36.25,21.5483,9.3987,17.725,36.1779,46.2649,13.1248,13.1387,14.6617,17.5377,15.6705,,,,,,20.1912,,7.8314,13.398,,,,13.9905,7.4516,,14.3153,,,,
2015/4/8,45.8432,13.1794,13.5893,13.8449,11.6376,16.5197,19.5537,9.46,25.7933,18.4711,14.8289,11.2,13.9531,22.2034,15.8877,9.7643,4.5279,7.2092,7.9185,9.98,14.1265,38.3242,,,17.2159,15.4966,15.8223,9.206,9.1699,12.1355,12.0456,26.1652,19.6007,14.3937,18.9323,,,,24.7567,23.5339,12.5247,25.2583,12.9718,35.5,20.8082,9.3987,17.3186,35.0278,44.2499,13.194,13.072,15.4647,16.737,15.3356,,,,,,19.3036,,7.6469,12.6727,,,,13.5561,7.1205,,13.9629,,,,
2015/4/9,43.6809,12.7518,12.987,13.9899,11.6376,16.5197,18.3722,9.24,26.6352,20.2942,16.3142,11.2,13.3474,21.7158,16.4039,9.5894,4.5279,6.9676,7.7586,9.98,13.8569,40.7188,,,16.8062,15.5684,15.0765,8.902,9.1699,11.5638,12.8232,25.4642,19.2026,15.1925,20.6359,,,,23.8439,22.9025,12.5247,24.1083,13.7194,34.76,20.8729,9.3987,18.557,33.8067,44.2203,13.1396,12.7674,14.7906,16.0449,14.9909,,,,,,19.3294,,7.8172,12.6034,,,,13.3027,6.7747,,14.4296,,,,
2015/4/10,45.56,14.0056,13.3954,14.355,11.6376,16.5197,18.9137,9.38,27.0116,21.7095,16.0967,11.2,13.6278,22.3775,17.6766,10.0703,4.5279,7.2793,8.1465,9.98,13.8569,39.4722,,,16.9494,15.5803,15.2001,9.4078,9.1699,11.6715,12.4799,27.5452,19.7401,15.3932,19.9946,,,,24.1733,23.1403,12.5247,24.485,13.869,37.48,21.5483,9.3987,18.5377,34.8787,44.8327,12.8235,13.1958,15.0484,16.3613,15.4341,,,,,,20.2171,,8.2665,12.9545,,,,14.5335,6.9695,,15.8774,,,,
2015/4/13,45.1823,14.0444,13.8385,14.25,11.6376,16.5197,19.3371,9.52,26.7046,21.1338,16.2769,11.2,13.9531,22.1536,18.4614,9.9683,4.5279,7.5794,8.1065,9.98,14.121,43.4194,,,17.0185,15.7199,15.0188,9.565,9.1699,11.6158,12.3643,26.6635,20.3274,16.2945,20.1097,,,,24.5402,22.8369,12.5247,24.5049,14.5325,39.52,21.8444,9.3987,18.6054,34.8432,45.5833,12.7346,13.2339,15.2169,16.4898,15.5819,,,,,,20.3636,,8.205,13.2271,,,,14.4973,7.0961,,15.9536,,,,
2015/4/14,44.3135,14.2194,14.1015,13.9049,11.6376,16.5197,18.894,10.47,27.2295,20.5341,15.5933,11.2,13.6446,22.0442,19.0836,10.0528,4.5279,7.9223,8.0785,9.98,14.5775,42.6299,,,16.4262,16.753,14.9199,9.0331,9.1699,11.3262,11.9965,27.3809,19.8845,17.9243,22.1211,,,,23.9098,22.1727,12.5247,25.6845,14.7381,38.68,21.6871,10.3395,18.2184,34.7223,43.9734,12.7444,13.2434,14.8798,16.1142,15.1682,,,,,,19.9844,,8.1151,13.338,,,,14.5968,6.9695,,15.4107,,,,
2015/4/15,41.9624,13.5487,13.0078,12.9996,11.6376,16.5197,18.0178,11,25.5556,20.1502,14.6983,11.2,13.095,20.6959,18.4968,10.5979,4.5279,7.4781,7.7985,9.98,13.4939,38.8143,,,15.7944,16.753,13.9764,8.3386,9.1699,11.6009,11.0824,25.5518,17.8985,16.1319,19.9092,,,,22.6207,20.9919,12.5247,24.1777,13.9157,36.59,20.9099,11.3757,17.0864,33.164,40.7731,12.6259,12.5389,14.0669,15.6001,13.9173,,,,,,18.9158,,7.8976,12.8806,,,,13.891,6.7601,,14.0963,,,,
2015/4/16,42.1607,14.8997,13.257,13.8048,11.6376,16.5197,18.0079,11.32,25.7438,19.4306,14.8537,11.2,13.0446,20.8104,18.4826,10.1636,4.5279,7.6573,7.7026,9.98,13.7799,39.6366,,,16.0066,16.753,14.0547,8.5168,9.1699,11.6789,11.1349,26.1213,17.6646,14.8091,19.2599,,,,23.6275,21.7545,12.5247,24.039,13.8596,36.67,21.1135,11.3757,17.1735,35.263,41.2472,13.0062,12.5294,14.2751,16.5294,14.1044,,,,,,18.9675,,7.7179,12.8714,,,,14.814,6.8672,,14.4963,,,,
2015/4/17,42.0851,15.3079,13.1947,13.6698,11.6376,15.8474,18.3525,11.32,25.2881,21.1098,14.8226,11.2,13.2969,21.1487,19.1968,10.0965,4.5279,7.5404,7.5506,9.98,13.5379,40.13,,,16.7816,16.753,14.3802,8.5692,9.1699,11.8311,11.233,26.2418,17.0673,14.4197,19.0653,,,,25.9893,21.3445,12.5247,24.2471,14.2241,38.06,21.0025,10.9167,17.1735,35.8607,41.1287,13.6385,12.4246,14.3544,16.5392,14.1143,,,,,,19.1743,,7.6422,12.8067,,,,14.8774,6.9208,,14.3058,,,,
2015/4/20,39.9417,14.7248,12.6409,12.9846,11.6376,14.839,17.6731,11.32,23.9212,19.9823,14.2695,11.2,12.8427,20.6959,18.8503,9.5923,4.5279,7.1546,7.0267,9.98,12.8777,44.0345,,,16.288,16.753,13.931,8.2548,9.1699,11.4042,10.9107,25.5847,16.2759,14.5121,18.1222,,,,25.7447,21.1395,12.5247,23.1964,13.4951,37.02,21.0672,12.0074,16.8929,39.4468,39.4693,13.8411,12.0057,14.0769,16.2723,13.6021,,,,,,18.7952,,7.0936,12.2061,,,,14.5878,6.7941,,13.6486,,,,
2015/4/21,41.3581,14.7928,13.1739,13.1646,11.6376,15.274,18.6873,11.32,25.298,21.3497,14.9967,11.2,13.482,22.079,19.0765,10.1578,4.5279,7.3728,7.3186,9.98,13.5159,48.4389,,,17.285,16.753,14.6068,8.7369,9.1699,11.8088,11.3521,26.5759,17.9035,14.9858,18.9045,,,,26.648,22.0497,12.5247,23.6424,13.8876,38.43,22.4643,12.4256,17.7927,41.2896,42.1658,14.5326,12.6531,14.5824,17.2016,14.2226,,,,,,19.5449,,7.3017,12.4602,,,,15.5199,7.1643,,14.182,,,,
2015/4/22,43.6715,15.2788,13.8108,13.3597,11.6376,15.7683,19.0614,11.32,26.6947,21.5896,15.2266,11.2,13.9811,22.273,20.2503,10.5483,4.5279,7.7352,7.5506,9.98,13.9614,48.4455,,,17.3344,16.753,14.8293,9.3292,9.1699,12.1318,11.6253,27.0906,19.6953,15.3571,19.4366,,,,28.417,22.9599,12.5247,24.3165,14.1587,38.97,23.0102,13.6663,18.0346,45.4164,42.6696,15.2587,12.834,14.9988,18.9218,14.528,,,,,,20.1223,,7.5665,12.6173,,,,16.1986,7.2812,,14.6296,,,,
2015/4/23,43.3221,15.1524,13.9285,13.0996,11.6376,15.8276,19.0122,11.32,26.447,21.5344,15.326,11.2,14.2279,24.5018,21.6503,10.8427,4.5279,7.7586,7.8385,9.98,14.275,53.2742,,,17.591,16.753,14.957,9.3292,9.1699,12.4622,11.5692,28.2516,19.6057,16.2001,19.4108,,,,31.2493,22.7959,12.5247,24.3958,14.3923,38.27,22.5846,14.7252,19.1472,49.956,42.9955,16.0195,13.3291,15.7125,19.5248,14.6659,,,,,,20.1223,,7.7226,12.5064,,,,16.5968,7.588,,14.944,,,,
2015/4/24,45.6072,14.9872,14.3854,13.1046,11.6376,15.4816,18.5297,11.32,29.0917,21.5896,15.4193,11.2,14.2784,24.4769,21.0705,10.7028,4.5279,7.8911,7.8905,9.98,15.3037,53.6196,,,17.0925,16.753,14.4955,9.3292,9.1699,12.1207,11.4431,31.0773,20.3175,15.6622,20.5823,,,,30.1201,22.7713,12.5247,24.0786,15.71,38.26,23.8984,15.1479,18.8279,54.9508,42.0275,16.8197,14.1193,15.2367,20.4047,14.3901,,,,,,19.8982,,7.5665,12.3493,,,,16.3615,7.3737,,14.8297,,,,
2015/4/27,45.3145,14.6276,14.4615,13.0446,11.6376,16.2231,19.0712,11.32,29.2007,21.2777,15.2888,11.2,14.1213,24.8749,19.8331,11.3936,4.5279,7.8677,8.0065,9.98,14.9461,53.6032,,,17.0826,16.753,14.6933,9.3292,9.1699,12.1875,11.8389,32.8461,20.8053,16.0476,20.5505,,,,30.1484,24.4031,12.5247,24.9509,15.8502,37.54,23.7133,15.0025,18.7602,51.6138,42.393,17.6594,14.0432,15.663,19.8214,14.7545,,,,,,20.4756,,7.9401,12.4232,,,,16.3524,7.5685,,14.8201,,,,
2015/4/28,43.0671,14.3263,13.7069,12.7295,11.6376,15.6003,18.9137,11.32,27.6357,21.5416,14.2571,11.2,13.2633,24.1287,17.9099,11.7987,4.5279,7.5521,7.9225,9.98,14.0329,49.4816,,,16.3966,16.753,14.2772,9.3292,9.1699,11.4821,11.0158,31.132,20.1582,14.6927,19.8755,,,,28.784,22.8123,12.5247,23.4739,15.1026,36.82,22.3533,14.139,18.4506,46.7897,40.7238,17.8669,13.3672,15.0384,17.8442,14.1143,,5.8269,,,,19.7948,,8.0111,12.1506,,,,15.5742,7.174,,13.7915,,,,
2015/4/29,43.662,14.5984,14.0185,12.7795,11.6376,15.8672,20.361,11.32,27.3979,22.5467,14.3565,11.2,13.6503,26.5415,18.016,12.9792,4.5279,7.7508,8.0105,9.98,14.6491,54.4288,,,17.0104,16.753,14.9158,9.3292,9.1699,11.7086,11.2785,31.488,22.174,15.3109,20.8107,,,,29.1886,25.0919,12.5247,23.5929,15.6446,38.8,22.9454,15.5524,18.6731,50.326,43.5585,17.6841,13.529,16.0099,17.9727,14.331,,6.4111,,,,21.5183,,8.7536,12.3493,,,,15.728,7.325,,14.182,,,,
2015/4/30,42.8311,14.579,14.4961,12.6995,11.6376,15.5607,21.6311,11.32,28.4281,24.6121,14.313,11.2,13.9138,29.1982,17.8533,12.8247,4.5279,7.7158,8.2425,9.98,14.5115,55.6557,,,17.3223,16.753,15.3773,10.0053,9.1699,11.7754,11.268,32.3094,21.6354,15.871,21.5175,,,,28.8687,26.8057,12.5247,25.9522,15.7287,40.54,22.4088,16.3932,18.3343,50.326,43.5388,17.5162,13.2625,15.544,17.3104,14.3113,,7.0544,,,,21.2253,,8.5786,12.4094,,,,15.6285,7.3055,,13.8486,,,,
2015/5/4,42.1229,14.4915,14.6138,12.5944,11.6376,15.7782,21.6213,11.32,28.6361,24.6001,14.2944,11.2,14.6765,28.3077,17.5493,12.1835,4.5279,7.8015,8.6824,9.98,14.077,55.1952,,,18.0699,16.753,15.1173,10.0446,9.1699,12.1949,11.0613,32.6928,20.7177,15.1544,22.9332,,,,29.405,27.5437,12.5247,25.4664,16.4203,42.14,22.159,16.1296,17.9084,50.326,41.7213,17.1457,13.2815,16.0595,17.6761,14.4689,,7.7569,,,,21.1305,,8.2334,12.3816,,,,15.5018,7.2276,,13.9534,,,,
2015/5/5,40.6027,13.5099,14.0254,12.2443,11.6376,15.0269,22.4976,11.32,26.9819,23.6382,13.7102,11.2,13.998,28.4569,16.821,12.2389,4.5279,7.5989,8.4464,9.98,13.9724,53.9288,,,17.1045,16.753,14.3868,9.7275,9.1699,11.5415,10.7216,33.2404,20.7277,15.6181,23.5646,,,,27.1467,26.1087,12.5247,23.9993,16.8502,43.2,21.317,15.3524,16.921,45.2955,41.6423,16.2862,12.5198,15.6432,16.4305,14.6462,,8.5334,,,,20.062,,7.7746,11.5731,,,,14.7416,7.023,,13.6867,,,,
2015/5/6,41.122,13.1211,13.4993,12.4544,11.6376,14.7501,23.62,11.32,26.556,24.2954,13.5797,11.2,14.2447,30.0738,16.1493,12.2476,4.5279,7.4586,8.5304,9.98,13.3068,58.2181,,,17.4214,16.753,14.4859,9.8114,9.1699,11.4376,10.7951,35.4254,21.4259,16.5895,23.1318,,,,27.9748,25.8955,12.5247,26.3982,17.3549,42.72,20.9469,16.175,16.7468,45.2457,41.8596,16.2566,12.2437,14.6122,16.2229,14.8432,,9.3837,,,,19.7345,,7.5655,11.6332,,,,14.5063,7.101,,12.5723,,,,
2015/5/7,41.5469,12.5574,13.5893,13.1896,11.6376,14.2656,24.5356,11.32,26.7343,26.7255,13.5548,11.2,15.6692,30.8847,16.1493,12.099,4.5279,7.1429,8.2585,9.98,12.9273,59.1655,,,17.055,16.753,14.5044,9.814,9.1699,10.8696,10.8512,34.0016,19.8998,18.2495,23.8069,,,,27.2596,26.2973,12.5247,25.9125,18.953,40.81,20.984,15.2252,16.9694,44.6053,43.5684,16.2911,12.0438,16.0694,16.4898,15.1879,,10.3228,,,,19.6569,,7.2424,11.5593,,,,14.6149,7.2373,,12.8295,,,,
2015/5/8,44.238,13.0045,13.9769,14.2,11.6376,14.8291,25.599,11.32,28.0517,28.4262,14.1204,11.2,16.8245,32.0887,16.1493,12.3817,4.5279,7.5248,9.0863,9.98,13.6919,63.5008,,,18.763,16.753,15.953,10.6106,9.1699,11.9573,11.5587,36.6849,20.9671,20.074,26.1875,,,,28.2759,27.8799,12.5247,28.4998,19.4296,42.99,21.6316,16.6568,17.2889,44.9113,47.9242,16.7703,13.0149,15.7324,17.1027,15.7198,,11.3581,,,,20.286,,7.6701,12.0305,,,,15.0945,7.5101,,13.0962,,,,
2015/5/11,44.9368,13.4807,14.3992,14.9953,11.6376,15.4124,28.1097,11.32,29.2205,29.0571,14.8289,11.2,16.8693,34.0836,16.1493,13.2211,4.5279,7.8015,9.8782,9.98,15.0616,68.6815,,,19.0897,16.753,15.953,10.8308,9.1699,12.6627,12.0946,40.3539,23.0618,22.0812,28.5722,,,,29.2451,28.5851,12.5247,30.076,19.9156,45.12,22.4458,18.3247,17.6083,47.1383,48.8725,16.8642,13.3005,16.4858,17.9529,15.8774,,12.4969,,,,21.2081,,7.998,12.2661,,,,15.5651,7.7974,,13.5248,,,,
2015/5/12,49.4314,13.5973,15.0361,14.8552,11.6376,15.6892,30.1492,11.32,30.6568,31.1849,14.6921,11.2,16.5048,37.4915,16.1493,13.4077,4.5279,7.8366,9.8422,9.98,16.5689,75.5497,,,20.2977,16.753,15.953,11.913,9.1699,13.2826,12.1927,39.5325,23.9795,24.2892,29.7437,,,,30.3836,28.4867,12.5247,31.1466,19.7006,48.7,22.9177,20.1563,17.5502,47.6151,49.7614,16.8543,13.3957,16.803,18.1902,15.6804,,13.7465,,,,21.3374,,8.0503,12.3585,,,,15.7551,7.7585,,13.801,,,,
2015/5/13,54.3792,13.8889,15.8668,14.4401,11.6376,17.2611,29.2723,11.32,31.0827,30.0263,15.1893,11.2,16.4319,39.0288,16.1493,13.1891,4.5279,7.9418,10.1861,10.98,17.4215,80.5528,,,20.7927,16.753,15.953,12.3114,9.1699,13.5388,11.951,37.1504,22.5431,25.6922,28.5742,,,,30.8635,30.5203,12.5247,30.4626,20.3455,52.69,23.3988,20.8017,18.0729,47.9281,48.4971,16.0491,13.9004,17.5069,18.6252,17.2464,,15.1219,,,,23.285,,8.2974,12.8159,,,,16.28,8.0312,,14.2963,,,,
2015/5/14,53.6333,13.8112,15.8461,15.0303,11.6376,18.0421,27.2919,11.32,30.419,27.1045,14.7418,11.2,16.101,37.5611,16.1493,13.7428,4.5279,8.273,10.2101,10.98,17.383,80.5528,,,21.0403,16.753,15.953,13.2076,9.1699,13.4051,12.3433,36.7944,23.4109,23.416,28.3935,,,,29.4615,30.2825,12.5247,30.532,22.3828,56.87,22.6586,21.4425,17.7825,46.2987,46.176,16.054,13.5386,17.1401,18.2199,16.6259,,16.6378,,,,22.3801,,8.3877,12.5018,,,,16.1533,7.9192,,14.1058,,,,
2015/5/15,53.435,13.3835,17.4314,15.9056,11.6376,19.6832,27.7944,11.32,33.46,27.8265,14.1079,11.2,16.4824,37.7004,16.1493,13.6379,4.5279,8.2652,10.0861,10.98,17.273,80.5528,,,20.3422,16.753,17.4945,12.7883,9.1699,12.9782,12.1962,37.8677,22.5331,25.7584,28.8283,,,,29.819,29.0279,12.5247,32.1874,24.6258,53.22,22.9732,20.9971,17.7729,45.6441,46.176,15.7181,13.2434,17.0409,17.8244,16.5373,,18.3016,,,,21.8458,,8.8296,12.0074,,,,15.6828,7.7828,,13.7915,,,,
2015/5/18,53.435,13.6848,17.999,17.3361,11.6376,18.922,28.7895,11.32,34.8071,27.8265,14.3565,11.2,16.9591,37.7004,16.1493,13.3202,4.5279,8.7991,9.8542,10.98,17.7076,80.5528,,,20.7581,16.753,18.6335,14.0671,9.1699,13.2269,12.9247,39.7023,22.6728,28.3337,31.7114,,,,29.2921,30.0365,12.5247,33.7636,26.1678,52.53,22.9919,21.3743,17.4631,47.921,48.1613,15.6539,13.3481,16.8129,19.0107,16.2812,,20.1355,,,,22.0354,,8.3544,12.0952,,,,15.719,7.8218,,14.1153,,,,
2015/5/19,52.8496,13.8986,18.1721,17.5112,11.6376,19.8711,28.5629,11.32,35.3221,27.8265,14.9159,11.2,17.6601,37.7004,16.1493,14.6522,4.5279,8.8186,10.1821,12.08,17.4655,80.5528,,,20.9611,16.753,18.3116,15.2281,9.1699,13.6501,14.2172,43.6695,23.4408,30.5135,34.0682,,,,29.8284,30.7499,12.5247,34.1006,28.5136,52.87,24.3927,21.4288,17.8987,48.6112,47.2427,15.7132,14.0051,17.4672,19.7522,16.8426,,22.1468,,,,23.1902,,8.6063,12.9453,,,,16.7687,8.0994,,14.6487,,,,
2015/5/20,51.5182,14.0736,17.8883,17.3511,11.6376,19.9699,28.7501,11.32,35.0349,27.8265,14.9594,11.2,19.4267,37.7004,16.1493,15.241,4.5279,9.5336,10.794,13.29,17.8121,80.5528,,,20.7878,16.753,18.8688,16.2999,9.1699,13.8135,14.2137,46.3736,25.7849,33.5645,34.8505,,,,32.7925,31.2829,12.5247,34.0312,31.2519,53.15,23.9911,22.2696,18.9248,49.0096,49.791,16.4986,13.9099,17.0905,19.0997,16.5751,,24.3652,,,,23.2333,,8.9722,13.0192,,,,17.6917,7.9582,,14.4582,,,,
2015/5/21,51.8203,14.9192,19.6743,17.8663,11.6376,19.9205,29.4989,11.32,35.758,27.8265,15.5809,11.2,20.1725,37.7004,16.1493,16.0775,4.5279,10.1979,11.1979,14.62,19.3689,80.5528,,,21.0799,16.753,19.8407,16.2396,9.1699,14.129,14.2137,45.5742,28.3684,36.9205,35.0094,,,,34.3074,33.3739,12.5247,34.5963,31.2519,54.54,25.1864,24.4966,19.099,50.2192,53.1197,17.3235,15.0238,17.487,20.0488,17.011,,26.8054,,,,24.3622,,9.5805,13.5967,,,,19.4654,8.2893,,15.5916,,,,
2015/5/22,52.1697,14.8511,19.3143,19.3518,11.6376,20.0589,28.5333,11.32,35.3816,27.8265,15.5809,11.2,22.1915,37.7004,16.1493,15.7773,4.5279,10.0846,10.93,16.08,19.2534,80.5528,,,21.5353,16.753,19.5993,15.1966,9.1699,13.9954,14.2137,44.6169,27.2113,34.0723,33.7724,,,,36.4434,33.2591,12.5247,33.8726,31.2519,56.59,26.0456,24.9102,19.3701,50.269,50.8973,18.188,15.7569,17.6952,19.9796,17.3875,,29.4896,,,,24.3018,,9.8371,13.3611,,,,20.0175,8.3186,,15.3821,,,,
2015/5/25,52.9723,15.1622,19.3143,19.997,11.6376,20.5631,28.3067,11.32,35.8372,27.8265,15.9227,12.32,22.1242,37.7004,16.1493,16.0163,4.5279,10.1197,11.8778,17.69,19.3579,80.5528,,,21.8571,16.753,19.4383,15.3172,9.1699,13.7912,14.2137,44.2617,27.5804,31.5492,32.6466,,,,37.6855,33.6035,12.5247,34.4773,31.2519,60.95,26.3164,24.5648,20.3284,51.87,51.1837,19.0969,15.8807,18.3197,21.9765,17.5262,,32.4401,,,,25.8099,,9.9797,13.86,,,,19.9541,8.4939,,15.7535,,,,
2015/5/26,55.1252,16.0272,19.3143,20.067,11.6376,20.5631,31.1344,11.32,39.0663,27.8265,16.9854,13.55,22.427,37.7004,17.7614,17.2172,4.5279,10.2956,12.1417,19.46,20.1005,80.5528,,,23.2186,16.753,20.3359,16.0771,10.0839,15.1722,14.2137,45.4064,29.1265,32.613,35.0014,,,,37.6008,36.3751,12.5247,37.5702,31.2519,61.13,26.5686,24.5648,20.5414,53.5634,52.7443,19.3241,16.7471,19.1128,22.8762,18.0612,,35.6863,,,,25.7238,,10.0129,13.9155,,,,20.2618,8.7764,,16.0297,,,,
2015/5/27,54.3037,15.6384,19.3143,19.867,11.6376,20.5631,33.2823,11.32,42.4836,27.8265,16.8984,14.91,22.012,37.7004,19.5361,17.1385,4.5279,11.1747,11.7178,21.41,22.1084,80.5528,,,23.1641,16.753,19.7478,16.3234,11.0973,15.5842,14.2137,44.1136,28.119,31.4403,37.3285,,,,37.7231,40.0159,12.5247,36.3806,31.2519,59.37,25.9149,24.0694,20.251,52.9372,58.0188,20.2923,16.3282,18.7361,25.1598,17.7343,,39.2579,,,,25.0343,,9.685,13.4304,,,,19.6193,8.6351,,16.4869,,,,
2015/5/28,48.8743,14.0736,19.3143,19.0067,11.6376,20.5631,30.5925,11.32,42.4836,27.8265,15.208,16.4,20.1894,37.7004,21.4876,16.0571,4.5279,10.0611,10.834,23.55,21.4537,80.5528,,,20.8472,16.753,19.5188,15.173,12.21,14.2998,14.2137,40.5312,26.1939,29.0184,34.4495,,,,33.9499,36.0143,12.5247,32.7425,32.336,53.53,24.0658,24.4512,19.3798,47.6435,55.3815,20.2083,14.8143,16.9021,24.191,15.9807,,43.1548,,,,23.6124,,8.9199,12.7836,,,,17.6555,7.8802,,15.0106,,,,
2015/5/29,47.7317,14.1902,19.3143,19.5069,11.6376,20.5631,32.0901,11.32,42.4836,27.8265,15.4068,18.04,21.0867,37.7004,23.6371,16.1008,4.5279,9.9634,10.77,25.91,23.214,80.5528,,,20.8621,16.753,21.4688,16.0693,13.432,15.729,14.2137,40.7582,27.0118,28.9099,34.4098,,,,35.5777,36.0307,12.5247,33.6645,29.1117,52.72,24.5421,26.8963,18.8667,47.302,55.2235,21.221,14.5573,16.7435,24.191,15.7627,,47.4733,,,,23.6469,,9.4332,12.6912,,,,17.737,8.114,,15.4297,,,,
2015/6/1,50.3945,15.4926,19.3143,21.0124,12.8048,20.5631,34.4843,11.32,42.4836,30.6092,16.395,19.84,22.113,37.7004,23.7007,16.847,4.5279,10.6667,11.1859,28.5,25.5355,80.5528,,,21.7581,16.753,23.6169,17.6757,14.7732,16.9689,14.2137,43.1169,28.6477,29.5004,34.7473,,,,37.055,39.1385,12.5247,34.5963,29.2426,56.83,26.223,29.5868,20.1348,49.8777,58.2657,21.5519,15.4427,17.8043,24.191,16.6643,,43.776,,,,25.0343,,9.7563,13.3287,,,,18.5786,8.9274,,16.9727,,,,
2015/6/2,52.3869,16.0369,19.3143,22.4079,14.0846,20.5631,36.9475,11.32,42.4836,31.6383,18.0358,21.82,24.0253,37.7004,24.5563,16.847,4.5279,11.0887,11.7098,31.35,27.0702,80.5528,,,23.9364,16.753,24.7622,17.9508,16.2535,17.819,14.2137,46.7289,29.7549,31.9042,33.822,,,,40.7624,41.7297,12.5247,35.1514,28.4575,58.84,26.9234,32.5455,21.432,54.8655,60.1917,21.5174,16.0044,18.637,24.191,17.4866,,39.3984,,,,26.8096,,10.7305,13.8924,,,,19.2392,9.3267,,17.306,,,,
2015/6/3,50.4134,15.619,19.3143,22.908,15.491,20.5631,35.0755,11.32,42.4836,34.8024,19.8381,24,23.5543,37.7004,24.0331,16.847,4.5279,11.1083,11.2219,29.04,27.6148,80.5528,,,23.476,16.753,25.0903,17.9508,17.8828,16.9949,14.2137,47.844,28.518,29.9422,33.9233,,,,41.2893,41.7871,12.5247,34.061,28.5884,57.59,26.718,32.6273,22.0612,50.9023,56.7347,20.9295,15.7093,19.6779,24.191,19.2402,,39.6202,,,,26.0685,,10.8778,13.86,,,,18.7867,9.2439,,17.9061,,,,
2015/6/4,51.4615,15.3468,19.3143,22.758,17.038,20.5631,36.7012,11.32,42.4836,32.6554,21.8189,26.4,22.7691,37.7004,22.93,16.847,4.5279,10.7761,10.786,28.2,26.4541,80.5528,,,23.2681,16.753,26.5079,16.7532,19.6711,17.3179,14.2137,46.2848,26.932,29.5184,31.769,,,,40.593,40.0897,12.5247,33.1688,26.4576,55.3,26.1203,31.7138,21.5675,47.736,53.1493,21.7841,15.5951,19.2912,24.191,20.9245,,36.0856,,,,25.8358,,10.645,13.4969,,,,18.2619,9.6433,,17.4108,,,,
2015/6/5,56.6077,16.8825,19.3143,22.3078,18.7396,20.5631,36.4155,11.32,42.4836,31.1849,20.943,29.04,22.5167,37.7004,22.93,16.847,4.5279,10.9637,11.2499,30,27.4993,80.5528,,,23.0205,16.753,25.3441,16.2737,19.989,16.4975,14.2137,44.4886,27.1415,28.2934,31.8345,,,,40.4519,39.3107,12.5247,35.9345,27.1304,58.98,26.9982,31.7138,22.7001,46.9106,53.5147,21.6408,15.6331,19.6779,24.191,20.4687,,34.7915,,,,25.5514,,10.7495,14.847,,,,18.6238,9.7358,,17.487,,,,
2015/6/8,52.6513,17.8058,19.3143,21.3075,20.6171,20.5631,34.642,11.32,42.4836,28.0664,19.7585,31.94,21.9167,37.7004,22.93,16.847,4.5279,10.7527,11.2739,30.22,25.3154,80.5528,,,24.0651,16.753,23.0102,14.9915,18.4789,15.7067,14.2137,40.0378,27.8497,25.8254,29.3823,,,,39.1251,38.1217,12.5247,35.4587,26.3641,57.21,26.3818,31.7138,23.6197,46.2916,51.4109,21.6211,15.357,19.3111,24.191,19.7257,,31.8189,,,,25.0947,,10.3171,15.7223,,,,19.8908,9.4241,,17.3727,,,,
2015/6/9,51.9336,17.1546,19.3143,20.6823,21.2359,20.5631,33.4794,11.32,42.4836,27.589,20.0571,31.94,21.8214,37.7004,22.93,16.847,4.5279,10.4362,10.89,29.68,23.6486,80.5528,,,26.2286,16.753,22.905,15.496,18.3895,16,14.2137,42.4458,27.2811,25.7209,30.0971,,,,42.522,38.6465,12.5247,36.6582,27.3267,56.7,25.8962,31.7138,25.3137,47.1739,51.6973,21.6162,16.8899,19.7274,24.191,20.0724,,32.5954,,,,25.2929,,10.3171,15.0798,,,,19.2392,9.4728,,17.9537,,,,
