ÈÕÆÚ,000526.SZ,000676.SZ,000681.SZ,000835.SZ,002095.SZ,002103.SZ,002113.SZ,002123.SZ,002148.SZ,002168.SZ,002174.SZ,002247.SZ,002261.SZ,002315.SZ,002354.SZ,002425.SZ,002447.SZ,002464.SZ,002502.SZ,002517.SZ,002555.SZ,002558.SZ,002602.SZ,002619.SZ,002624.SZ,300031.SZ,300043.SZ,300051.SZ,300052.SZ,300059.SZ,300104.SZ,300113.SZ,300148.SZ,300226.SZ,300292.SZ,300295.SZ,300299.SZ,300315.SZ,300359.SZ,300413.SZ,300418.SZ,300431.SZ,300459.SZ,300467.SZ,300494.SZ,300518.SZ,300533.SZ,300770.SZ,300785.SZ,600226.SH,600373.SH,600633.SH,600634.SH,600640.SH,600652.SH,600892.SH,603000.SH,603258.SH,603444.SH,603533.SH,603613.SH,603888.SH
2015/10/29,57.49,21.3718,28.9926,13.52,73.2304,9.5659,3.7006,20.5578,7.6461,11.04,29.5875,10.1141,17.4293,35.2954,32.463,13.5676,5.4985,13.1375,12.5884,16.7778,20.013,8.6,5.1374,7.0409,20.6887,22.507,15.7152,17.3,30.8562,17.5617,24.2318,21.218,10.1596,60.3663,9.5224,48.5005,19.5944,13.6744,34.9953,25.5758,34.1969,79.7315,3.3865,54.4907,,,,,,2.8554,22.1268,17.1564,23.0337,22.4354,36.2905,11.5625,22.2533,,,,,
2015/10/30,59.58,23.5059,28.1062,13.76,72.6334,9.5659,3.633,21.3294,7.5168,11.09,29.5875,10.1141,19.1703,35.9019,34.3481,14.9232,5.5713,13.1375,12.5884,16.9914,19.2096,8.6,5.1374,7.0409,20.6887,22.507,15.7152,17.79,30.8562,17.0541,23.8972,21.3525,10.1596,59.9566,10.0762,45.8657,21.4719,13.6744,38.4948,26.5878,35.6386,79.7315,3.3865,54.4907,,,,,,2.8554,23.0368,17.1564,22.008,21.877,36.2905,11.6,21.4974,,,,,
2015/11/2,59.5,21.1576,26.7417,12.81,74.0163,9.5659,3.3419,20.0037,6.9996,10.53,29.5875,10.1141,17.6582,36.5996,33.9492,14.0556,5.558,13.1375,12.5884,16.1666,18.5545,8.6,5.1374,7.0409,20.6887,22.507,15.7152,17.81,27.7706,16.4156,24.2218,20.9794,10.1596,56.4392,9.7346,44.519,20.0981,13.6744,35.4288,29.0857,35.1052,79.7315,3.3865,54.4907,,,,,,2.8554,22.4796,17.1564,21.3607,20.3976,36.2905,12.4375,20.5355,,,,,
2015/11/3,65.45,19.9643,26.5923,13.08,72.4544,9.5659,3.433,19.4893,7.0353,10.34,29.5875,10.1141,17.305,38.7566,32.583,13.5556,5.783,13.1375,12.5884,15.7723,18.3058,8.6,5.1374,7.0409,20.6887,22.507,17.2916,18.47,26.5463,16.5753,24.6563,20.5109,10.1596,59.7568,9.515,42.9381,18.7396,13.6744,34.709,28.3662,36.2223,79.7315,3.3865,54.4907,,,,,,2.8554,22.5075,17.1564,20.9026,20.1331,36.2905,11.97,20.6827,,,,,
2015/11/4,72,21.0352,28.8134,13.91,77.5977,9.5659,3.6683,20.993,7.5435,11.01,29.5875,10.1141,18.3893,40.6673,33.8186,14.7605,5.9683,13.1375,12.5884,16.5478,19.8696,8.6,5.1374,7.0409,20.6887,22.507,17.4874,20.32,29.1641,18.2321,25.8899,22.1681,10.1596,65.7325,10.1006,46.9977,20.612,14.2901,37.3217,31.2034,37.4878,79.7315,3.3865,54.4907,,,,,,2.8554,23.7239,17.1564,22.0976,21.5439,36.2905,12.305,21.9784,,,,,
2015/11/5,74.77,19.842,28.6341,14.15,78.3041,9.5659,3.5683,20.8743,7.7129,10.8,29.5875,10.1141,17.9019,39.6412,32.8337,15.8329,5.8293,13.1375,12.5884,16.344,19.4057,8.6,5.1374,7.0409,20.6887,22.507,16.7335,19.7,29.383,18.7653,25.1557,22.1464,10.1596,65.7524,10.6813,45.6217,20.6069,13.9326,36.9399,32.7595,33.739,79.7315,3.3865,54.4907,,,,,,2.8554,23.1946,17.1564,21.3308,23.131,36.2905,11.685,21.5073,,,,,
2015/11/6,76,21.8231,30.0484,14.55,79.5476,9.5659,3.9255,22.0615,7.8601,11.12,29.5875,10.1141,18.6082,40.3572,34.1998,16.8752,6.0874,13.1375,12.5884,16.9815,19.7022,8.6,5.1374,7.0409,20.6887,22.507,16.8901,19.98,29.8309,20.6424,26.5491,23.7341,10.1596,66.6418,11.0399,49.9643,22.6676,14.1412,37.3336,33.5083,34.4561,79.7315,3.3865,54.4907,,,,,,2.8554,23.7053,17.1564,21.7989,23.131,36.2905,11.7825,22.4987,,,,,
2015/11/9,77.01,22.0679,30.0982,14.91,81.0996,9.5659,4.1975,24.2676,8.0295,11.32,29.5875,10.1141,19.991,41.6295,37.6205,17.8331,6.0609,13.1375,12.5884,18.6803,21.4238,8.6,5.1374,7.0409,20.6887,22.507,16.6747,20.04,29.5124,21.4693,27.4681,26.1071,10.1596,67.9508,11.1985,54.9608,24.9369,14.0319,41.0678,32.3207,37.9029,79.7315,3.3865,54.4907,,,,,,2.8554,23.7889,17.1564,21.8885,22.9155,36.2905,12.51,22.695,,,,,
2015/11/10,73.99,21.586,29.9488,16.4,77.1898,9.5659,4.0667,24.693,8.0161,11.64,29.5875,10.1141,19.7025,40.6353,37.4193,17.8331,6.2793,13.1375,12.5884,19.3539,20.8021,8.6,5.1374,7.0409,20.6887,22.507,18.3393,19.53,29.6219,21.4948,27.2733,28.7187,10.1596,66.6118,10.8569,57.4102,27.4301,14.1014,45.1757,31.2678,37.1079,79.7315,3.3865,54.4907,,,,,,2.8554,23.7053,17.1564,22.9739,22.9351,36.2905,12.5525,21.684,,,,,
2015/11/11,74.12,21.9378,32.9466,18.04,75.8667,9.5659,4.2711,24.5348,8.8186,12.06,29.5875,10.1141,21.6176,42.8652,38.1253,16.1221,6.233,13.1375,12.5884,19.4295,22.1841,9.4614,5.1374,7.0409,20.6887,22.507,19.2499,20.81,30.9258,21.1373,27.2583,31.5906,10.1596,65.8923,10.9813,59.762,27.9898,15.5116,45.0127,31.531,40.8207,79.7315,3.3865,54.4907,,,,,,3.1393,24.2346,17.1564,23.2129,23.2486,36.2905,13.8075,22.6656,,,,,
2015/11/12,77.49,24.1332,35.4764,17.51,75.8866,9.5659,4.2049,24.8217,8.881,11.86,29.5875,10.1141,21.0406,42.2268,36.4662,15.7667,6.3521,13.1375,12.5884,18.9268,22.361,10.407,5.1374,7.0409,20.6887,22.507,18.6036,20.13,29.6717,20.2849,26.0747,32.6794,10.1596,65.7624,11.0545,59.0399,28.7581,15.1839,45.6052,29.893,40.9787,79.7315,3.3865,54.4907,,,,,,3.456,23.6867,17.1564,22.5856,22.8273,36.2905,15.1875,22.0864,,,,,
2015/11/13,72.05,24.8828,36.562,17.17,70.5443,9.5659,3.9697,23.2981,8.3594,11.5,29.5875,10.1141,19.7423,39.5637,33.5362,15.1823,6.0874,13.1375,12.5884,19.0713,21.3042,11.4477,5.1374,7.0409,20.6887,22.507,17.977,18.9,28.4275,20.154,25.3255,31.0613,10.1596,61.7054,10.8154,55.0389,25.8833,14.1809,43.5453,28.7523,37.0486,79.7315,3.3865,54.4907,,,,,,3.8,22.9068,17.1564,21.4901,22.2395,36.2905,15.3725,21.3306,,,,,
2015/11/16,72.81,24.1867,40.2172,17.75,73.6681,9.5659,4.1917,23.5356,8.6938,11.74,29.5875,10.1141,20.1203,40.4119,33.8892,15.9715,6.18,13.1375,12.5884,19.3046,22.3467,12.5917,5.1374,7.0409,20.6887,22.507,18.9561,19.75,29.3034,21.4054,25.9099,34.1674,10.1596,63.0744,10.7105,56.6978,27.8321,14.588,46.7267,28.8517,38.8853,79.7315,3.3865,54.4907,,,,,,4.1821,23.0089,17.1564,21.7391,22.7587,36.2905,15.36,22.0472,,,,,
2015/11/17,74.11,24.5615,41.2829,17.77,70.9323,9.5659,4.0579,23.1596,8.4129,11.41,29.5875,10.1141,19.1006,39.3631,33.4656,15.5136,6.2462,13.1375,12.5884,18.9859,22.8966,13.8497,5.1374,7.0409,20.6887,24.7557,17.7028,19.11,29.6816,20.1125,24.971,35.2303,10.1596,60.3763,10.6569,55.1169,26.9467,14.2504,44.7383,27.9626,39.2506,79.7315,3.3865,54.4907,,,,,,4.6025,22.6375,17.1564,21.3507,22.7685,36.2905,15.1875,21.5563,,,,,
2015/11/18,72.27,27.0169,39.1216,16.9,72.7628,9.5659,4.027,22.0615,8.5778,11.05,29.5875,10.1141,18.8171,38.255,32.6219,15.0618,6.5836,14.4521,12.5884,18.0889,22.1459,15.2355,5.1374,7.0409,20.6887,27.2312,16.6356,19.32,28.4872,19.2505,25.1707,38.7182,10.1596,57.3085,10.2592,53.8678,26.1174,13.9227,43.8237,28.0562,43.1806,79.7315,3.3865,54.4907,,,,,,5.0612,22.0432,17.1564,20.9922,22.8567,36.2905,14.805,21.3502,,,,,
2015/11/19,79.5,29.7094,40.2172,17.7,74.7624,9.5659,4.2784,22.5957,8.8855,11.44,29.5875,10.1141,19.7771,40.5852,33.5291,16.5679,6.7821,15.8978,12.5884,19.0253,22.9827,16.7599,5.1374,7.0409,20.6887,29.9534,16.9881,20.94,29.4627,20.0486,26.7139,40.935,10.1596,59.5269,10.5471,56.1221,27.7863,14.5483,48.1185,29.2495,47.4957,79.7315,3.3865,54.4907,,,,,,5.5689,22.7489,17.1564,21.5101,24.2773,36.2905,15.1225,22.0275,,,,,
2015/11/20,87.45,32.6773,38.9921,18.19,74.7923,9.5659,4.7062,22.8134,9.3402,11.4,29.5875,10.1141,20.0607,42.4503,33.5326,17.1041,7.0137,17.4887,12.5884,19.5281,25.2829,18.4364,5.1374,7.0409,20.6887,32.9517,17.086,20.79,30.5078,19.4549,25.8449,38.1542,10.1596,60.3164,10.791,56.0147,26.6669,14.6973,48.5957,28.5943,52.2453,79.7315,3.3865,54.4907,,,,,,6.1258,22.9532,17.1564,23.6611,24.4242,36.2905,16.0475,22.5183,,,,,
2015/11/23,78.71,30.4284,37.6078,17.75,77.2495,9.5659,4.5592,22.843,9.0058,11.35,29.5875,10.1141,19.424,45.4189,34.2634,16.3812,7.4107,19.2387,12.5884,19.4196,27.8126,20.2814,5.1374,7.0409,20.6887,30.6043,16.7433,21.33,29.9504,19.4133,25.3505,37.69,10.1596,59.6568,10.4544,55.6146,26.9925,14.8562,46.1421,28.1614,47.7623,79.7315,3.3865,59.9428,,,,,,5.7109,23.3617,17.1564,24.0793,23.3172,32.6614,16.135,22.1551,,,,,
2015/11/24,79.53,30.4284,38.793,17.53,84.9794,9.5659,4.5578,23.031,9.3046,11.41,29.5875,10.1141,19.9761,47.4254,36.0602,16.3812,7.3379,21.1617,12.5884,19.4525,27.3344,22.3085,5.1374,7.0409,20.6887,31.9555,16.8608,21.99,31.9113,20.0997,26.1945,37.677,10.1596,61.7254,10.7227,58.6008,26.1682,15.313,46.2216,29.3665,52.5415,79.7315,3.3865,65.9341,,,,,,5.6836,23.2968,17.1564,22.9939,23.2192,29.4003,16.21,22.2435,,,,,
2015/11/25,81.82,30.6579,40.6554,18.2,93.4754,9.5659,4.9547,24.9107,9.4784,11.87,29.5875,10.1141,20.5581,46.869,39.668,17.3873,7.3843,23.2774,12.5884,20.458,27.5209,24.5393,5.1374,7.0409,20.6887,35.1511,17.3699,22.47,31.6126,20.8787,26.5092,37.3083,10.1596,65.5926,11.54,60.1817,27.023,15.313,46.4364,30.2382,57.7947,79.7315,3.3865,72.5245,,,,,,5.8255,24.9031,17.1564,23.1432,23.6797,28.6645,17.83,23.0288,,,,,
2015/11/26,78.5,29.4723,40.0678,17.45,95.8929,9.5659,5.1708,24.0203,9.9778,11.59,29.5875,10.1141,19.8368,46.559,38.9655,17.3813,7.4041,22.8029,12.5884,20.3167,26.3541,26.993,5.1374,7.0409,20.6887,33.9971,16.7041,21.24,31.9113,19.7486,25.7251,39.7637,10.1596,62.7646,11.2229,59.4302,27.9898,14.876,44.9332,28.6938,59.74,79.7315,3.3865,79.7739,,,,,,6.0166,24.9681,17.1564,24.627,23.2976,26.8251,19.6125,22.5674,,,,,
2015/11/27,74.63,27.9195,36.064,16.07,86.3026,9.5659,4.7342,22.012,9.3625,10.61,29.5875,10.1141,17.9367,43.8366,37.4899,15.6462,6.663,23.6653,12.5884,18.401,24.7903,29.6912,5.1374,7.0409,20.6887,30.5945,15.0983,19.92,28.7161,18.5833,24.9759,37.7421,10.1596,56.4891,10.4202,54.59,25.7459,13.4162,40.4394,25.8273,53.766,79.7315,3.3865,87.7523,,,,,,5.5744,23.8539,17.1564,22.1972,20.9659,26.2783,19.5025,20.722,,,,,
2015/11/30,79.4,28.4626,35.9544,17.24,86.3324,9.5659,5.2076,21.6757,10.2453,10.46,29.5875,10.1141,17.8123,48.2188,38.8137,15.1521,6.5175,25.2283,12.5884,18.8709,25.8711,32.6611,5.1374,7.0409,20.6887,31.5117,14.736,20,28.9749,18.1044,24.2218,41.5163,10.1596,55.34,10.6129,53.9166,24.362,13.4857,39.2345,25.5056,59.1475,79.7315,3.3865,96.5296,,,,,,6.0494,25.1352,17.1564,21.3607,20.574,27.72,19.4825,22.7932,,,,,
2015/12/1,76.8,27.1775,34.1717,17.58,79.8958,9.5659,5.3605,20.6567,9.8797,10.52,29.5875,10.1141,17.8571,45.8567,40.8718,14.3388,6.266,22.7052,12.5884,18.4142,24.9147,35.9273,5.1374,7.0409,20.6887,28.3655,14.7458,19.77,28.8455,17.8874,24.3966,37.3647,10.1596,54.5006,10.4129,53.6336,21.9247,13.7936,37.4529,24.5521,56.5407,79.7315,3.3865,106.1855,,,,,,5.8583,24.5967,17.1564,21.5698,21.1128,24.946,17.95,23.9613,,,,,
2015/12/2,77,29.1357,32.847,17,77.359,9.5659,4.8239,19.5487,9.2466,10.35,29.5875,10.1141,17.1408,43.6405,36.7874,14.3087,6.2859,21.4883,12.5884,18.4076,23.9439,39.5194,5.1374,7.0409,20.6887,29.2038,14.3444,19.2,27.5217,18.3758,24.4066,35.9201,10.1596,54.9403,10.0518,50.8914,21.8789,13.6446,38.2363,25.1546,50.9024,79.7315,3.3865,116.8001,,,,,,5.5908,23.6032,17.1564,21.0719,20.8385,22.51,16.625,22.7245,,,,,
2015/12/3,79.61,29.2122,34.2713,17.99,80.8111,9.5659,4.9106,20.4588,9.6211,10.84,29.5875,10.1141,17.7825,45.5466,37.9841,14.5918,6.4182,21.7702,12.5884,19.3145,24.5991,43.4703,5.1374,7.0409,20.6887,30.2789,15.2452,19.88,28.7958,18.8387,26.8488,37.9416,10.1596,57.5084,10.5568,52.648,22.1995,13.9723,39.1311,25.6811,52.5317,79.7315,3.3865,115.2423,,,,,,5.6454,23.9653,17.1564,21.5001,21.4165,23.0569,17.1225,23.9417,,,,,
2015/12/4,80,29.6406,34.0322,18.13,78.2245,9.5659,4.7856,20.6567,9.2956,10.62,29.5875,10.1141,17.9467,44.7121,40.1022,14.4593,6.7226,21.7674,12.5884,19.2389,24.6756,47.8179,5.1374,7.0409,20.6887,30.2789,15.206,19.61,28.6166,18.2577,29.3658,38.1759,10.1596,55.7097,10.4958,54.59,21.8789,13.6744,37.4211,24.7451,50.853,79.7315,3.3865,119.8257,,,,,,5.8528,23.3896,17.1564,22.1076,20.7013,23.2756,17.9075,24.1184,,,,,
2015/12/7,78.55,30.2831,34.9386,18.31,81.8755,9.5659,5.2649,21.2898,9.3982,10.83,29.5875,10.1141,19.3245,46.331,42.9934,15.0618,6.6167,22.828,12.5884,19.3079,24.7999,52.6002,5.1374,7.0409,20.6887,30.9693,15.6564,20.05,29.1342,18.3854,29.3658,39.6943,10.1596,56.3592,10.7813,54.7266,22.7948,13.9426,38.0971,25.2774,51.0703,79.7315,3.3865,110.8387,,,,,,6.0439,23.9374,17.1564,22.2569,20.7307,23.6534,18.465,24.6288,,,,,
2015/12/8,80.78,31.6676,33.4346,17.5,84.4621,9.5659,5.3517,21.369,9.7326,11.91,29.5875,10.1141,19.2349,45.0313,41.9026,14.3508,6.2859,22.708,12.5884,19.0648,23.8244,57.8608,5.6496,7.0409,20.6887,31.8668,14.9123,20.71,32.0506,17.4564,29.3658,43.6637,10.1596,53.7211,10.9716,52.3064,22.2402,14.4987,36.578,24.4409,51.4949,79.7315,3.3865,121.9226,,,,,,6.6499,23.1946,17.1564,21.0321,19.947,26.0198,18.775,23.4116,,,,,
2015/12/9,79.08,29.7629,33.5044,17.29,90.083,9.5659,5.4546,21.7152,10.1204,11.45,29.5875,10.1141,19.613,45.1225,43.0851,13.8568,6.1734,20.9468,12.5884,18.401,23.4083,57.8608,6.2161,7.0409,20.6887,31.2651,14.6871,22.48,31.6126,17.3255,29.3658,43.3817,10.1596,53.921,11.0057,51.4769,22.3318,13.8035,37.0075,24.049,48.4338,79.7315,3.3865,113.7345,,,,,,5.9839,23.1296,17.1564,21.0719,19.7608,24.6875,18.94,23.0091,,,,,
2015/12/10,78.8,27.6594,34.5203,19.02,85.059,9.5659,5.4399,20.6666,9.7861,11.08,29.5875,10.1141,19.5583,47.1518,41.5848,13.652,6.2197,20.3105,12.5884,17.9969,23.7526,57.8608,6.8369,7.0409,20.6887,30.841,14.9417,22.08,31.6425,18.0661,29.3658,43.5899,10.1596,54.4206,10.6886,52.1113,21.6245,13.8234,37.4728,24.944,46.9428,79.7315,3.3865,106.8445,,,,,,5.76,23.0925,17.1564,20.803,20.3682,24.081,19.13,23.0779,,,,,
2015/12/11,72.02,26.8869,33.584,18.05,80.9603,9.5659,5.2841,19.9938,9.5943,11.08,29.5875,10.1141,18.7773,45.0541,41.1612,13.5496,6.0344,19.9281,12.5884,17.3824,23.5948,57.8608,7.5199,7.0409,20.6887,31.847,14.6773,21.93,32.0008,18.0278,29.3658,43.6767,10.1596,54.4206,10.4397,49.8082,20.3474,13.8333,38.1687,24.2537,46.4096,79.7315,3.3865,99.5352,,,,,,5.6344,22.7861,17.1564,20.9524,20.0449,23.7529,18.06,22.0373,,,,,
2015/12/14,72.1,26.4126,32.9665,19.86,80.8111,9.5659,5.3429,20.7358,9.6478,11.25,29.5875,10.1141,19.7572,46.7368,40.9847,14.2183,6.1536,20.5393,12.5884,17.389,24.336,56.2956,8.2726,7.0409,20.6887,31.058,15.2844,22.41,33.474,18.8355,29.3658,41.2126,10.1596,50.9332,10.2958,50.8914,20.7087,14.2405,36.924,24.359,46.923,79.7315,3.3865,99.2057,,,,,,5.6781,23.2875,17.1564,21.1814,20.4662,23.9617,18.25,22.5969,,,,,
2015/12/15,75.87,27.8048,33.7434,20.47,82.8306,9.5659,5.7045,21.181,10.0758,11.31,29.5875,10.1141,19.9711,46.9238,39.9963,15.0136,6.3454,20.8296,12.5884,17.3824,24.293,61.7627,9.0991,7.0409,20.6887,31.3243,15.5096,22.79,33.4441,18.5897,29.3658,41.4989,10.1596,51.7126,10.5885,52.6187,20.9987,14.31,37.4012,24.5579,49.4706,79.7315,3.3865,99.8547,,,,,,5.831,23.3803,17.1564,21.4005,20.4564,24.4787,19.3275,23.1662,,,,,
2015/12/16,76.02,26.7186,34.8688,21.45,81.7959,9.5659,5.7928,20.904,10.9898,11.57,29.5875,10.1141,20.3342,49.3361,41.9026,15.9052,6.2859,21.7841,12.5884,18.2203,25.302,57.8037,10.011,7.0409,20.6887,32.6657,15.4704,22.35,32.4288,18.4205,29.3658,43.7722,10.1596,53.2115,10.5739,52.1893,23.1001,14.1908,37.2938,24.6457,48.3153,79.7315,3.3865,104.9174,,,,,,5.8091,23.4175,18.8701,21.769,20.6719,24.7372,19.45,22.8521,,,,,
2015/12/17,77.49,27.4605,37.3488,21.69,83.1489,9.5659,5.8089,21.9626,10.9229,11.87,29.5875,10.1141,20.5481,51.8943,41.4789,15.7365,6.4513,22.0772,12.5884,18.3353,26.2584,57.8798,10.011,7.0409,20.6887,33.4251,15.4704,24,33.5138,18.9568,29.3658,43.7722,10.1596,54.5605,11.3693,53.7605,25.4101,14.9058,38.8965,26.4299,49.4015,79.7315,3.3865,109.1412,,,,,,5.9566,23.8724,19.8602,22.3366,21.054,25.8607,20.6075,23.5196,,,,,
2015/12/18,75.21,27.7283,38.8926,21.24,82.4426,9.5659,5.7266,21.8438,10.8338,12.41,29.5875,10.1141,20.0806,49.8605,41.426,16.3149,6.3785,21.7702,12.5884,17.8424,25.1681,57.0239,10.011,7.0409,20.6887,32.35,15.4704,23.27,32.1501,18.3854,29.3658,43.7722,10.1596,53.7811,11.1472,52.0527,24.8555,14.5384,38.9641,25.6635,47.6735,79.7315,3.3865,104.8475,,,,,,6.1094,23.1389,19.2223,21.6794,20.7797,24.8366,20.6175,23.4116,,,,,
2015/12/21,72.85,26.6727,37.3488,21.26,81.6567,9.5659,5.8795,22.4671,10.7357,12.7,29.5875,10.1141,19.6379,50.0611,39.8904,16.4474,6.4778,21.1003,12.5884,17.9081,24.8669,53.2333,10.011,7.0409,20.6887,30.4268,15.4704,22.89,32.2895,18.395,29.3658,43.7722,10.1596,55.1701,11.1692,51.4281,24.423,14.6178,38.1608,25.7688,46.3108,79.7315,3.3865,101.3525,,,,,,6.0166,23.7146,19.1652,21.6594,21.4165,24.2102,20.67,23.8141,,,,,
2015/12/22,73.5,26.2826,37.548,22.99,80.9603,9.5659,6.0133,22.4473,10.9229,12.56,29.5875,10.1141,20.7869,50.1067,40.1022,16.1643,6.9145,22.4624,12.5884,19.6989,25.1825,53.4072,11.0121,7.0409,20.6887,30.9693,15.4704,23.41,32.1601,18.6025,29.3658,43.7722,10.1596,55.5598,11.3937,51.6331,24.7741,14.4788,38.3278,25.8507,46.5873,79.7315,3.3865,107.5935,,,,,,5.8965,24.1696,19.0605,22.0179,21.1422,24.3096,21.235,23.6472,,,,,
2015/12/23,71.51,25.4412,36.3329,22.09,77.7967,9.5659,6.3044,21.5372,10.1695,12.33,29.5875,10.1141,19.8219,47.9042,36.2861,15.4534,6.6167,23.1657,12.5884,20.1097,24.1591,50.296,12.114,7.0409,20.6887,29.115,15.4704,22.02,31.1946,18.0406,29.3658,43.7722,10.1596,53.1615,11.1375,50.0522,23.4054,13.9525,36.3474,26.0321,44.9284,79.7315,3.3865,102.9502,,,,,,5.9839,23.6403,18.9653,21.3906,20.6425,23.3054,21.5625,23.1073,,,,,
2015/12/24,71.7,25.4412,36.8409,21.19,78.6224,9.5659,6.6161,22.7738,10.116,12.17,29.5875,10.1141,19.6727,48.8709,36.7133,15.6522,6.7755,23.8105,12.5884,19.8961,23.8483,50.3503,13.3247,7.0409,20.6887,29.6279,15.4704,22.39,30.7865,18.3375,29.3658,41.8981,10.1596,54.1408,11.2229,50.8134,23.6496,14.1213,36.3355,25.0142,44.6717,79.7315,3.3865,100.9731,,,,,,6.1749,23.5289,18.3084,21.1516,20.329,22.4703,21.235,23.6472,,,,,
2015/12/25,72.4,25.4412,37.3289,21.38,77.5977,9.5659,6.7337,23.496,10.1561,12.32,29.5875,10.1141,19.7075,48.1094,36.3603,16.2065,6.7623,24.0533,12.5884,21.263,23.9535,50.1465,14.6556,7.0409,20.6887,30.5649,15.4704,22.86,31.2145,17.782,29.3658,46.0887,10.1596,53.7511,11.3571,50.3937,24.7181,14.1213,35.8702,24.6925,44.8,79.7315,3.3865,98.8262,,,,,,5.962,23.371,18.5845,21.2511,20.7405,22.5796,22.05,23.8828,,,,,
2015/12/28,68.3,25.4412,38.0261,22.2,74.6132,9.5659,6.0603,24.2676,10.3211,11.8,29.5875,10.1141,19.3742,45.0085,34.3057,16.1462,6.5638,24.5612,12.5884,19.6989,23.131,50.1004,16.1223,7.0409,20.6887,30.7227,15.4704,22.88,29.5224,17.2489,29.3658,46.5052,10.1596,52.6419,10.9325,49.4276,23.9142,14.1213,35.8901,24.3356,43.6151,79.7315,3.3865,97.2186,,,,,,5.7382,22.6932,17.8228,21.0619,20.8483,22.351,22.0425,22.8226,,,,,
2015/12/29,66.45,25.4412,38.9125,22.22,73.4194,9.5659,5.7413,26.6914,10.7357,12.08,29.5875,10.1141,19.2847,45.2867,34.7682,16.3872,6.6233,23.5927,12.5884,19.7811,23.3079,46.9239,16.1223,7.0409,20.6887,30.1802,15.4704,24.58,29.1441,17.0414,29.3658,45.5074,10.1596,53.0416,10.8228,49.0665,24.0109,14.1213,35.2419,24.1309,42.6178,79.7315,3.3865,100.7934,,,,,,5.7764,22.5446,17.9371,21.52,20.7503,22.0228,21.0875,22.8619,,,,,
2015/12/30,67.14,25.4412,40.5259,23.2,76.8217,9.5659,5.8457,26.6816,10.7223,12.2,29.5875,10.1141,19.6528,45.7245,35.2024,18.0259,6.6167,22.9676,12.5884,20.6026,23.6618,46.9049,14.6323,7.0409,20.6887,30.3775,15.4704,27.04,29.6617,17.3127,29.3658,47.0778,10.1596,53.951,10.8301,49.9643,24.5248,14.1213,35.8185,24.1016,42.9042,79.7315,3.3865,99.9346,,,,,,5.7054,22.3218,18.4226,21.4404,21.2696,22.7685,22.425,22.8815,,,,,
2015/12/31,66.69,25.4412,37.8567,22.33,73.2105,9.5659,5.8369,25.3757,10.1695,11.83,29.5875,10.1141,19.3494,43.7818,33.8821,17.4656,6.3851,22.6829,12.5884,19.8928,23.3653,44.0436,13.2121,7.0409,20.6887,30.9693,15.4704,26.5,28.8555,16.6104,29.3658,43.976,11.1755,50.6634,10.3202,48.403,23.9498,13.9028,34.2477,23.1656,40.3862,79.7315,3.3865,90.6481,12.7524,,,,,5.7163,21.8111,17.9275,21.4802,20.7797,21.6947,21.81,22.3907,,,,,
2016/1/4,60.02,22.894,34.082,20.1,65.8884,9.5659,5.2532,22.843,9.153,10.65,29.5875,11.125,17.4144,39.4041,30.4932,15.7185,5.7499,20.4137,12.5884,17.9048,21.0268,39.639,11.8929,7.0409,20.6887,28.2077,15.4704,23.85,25.9689,14.9503,29.3658,39.5771,12.2931,45.597,9.2882,43.5627,21.5533,12.5125,30.8237,20.8491,36.3476,79.7315,3.3865,81.5813,14.0296,,,,,5.4652,20.3255,16.1376,19.3292,18.7027,19.5273,19.635,20.1526,,,,,
2016/1/5,55.44,20.6069,32.369,19.5,61.4813,9.5659,4.8342,21.3195,8.3014,10.28,29.5875,12.2385,15.9769,37.8856,29.8542,15.5437,5.7565,18.3735,12.5884,18.3024,19.5157,40.5656,11.7377,7.0409,20.6887,26.6296,15.4704,23.16,23.8687,14.1394,29.3658,35.6207,13.525,43.4786,8.8246,40.4692,19.3959,11.6684,29.1256,19.4568,34.2147,79.7315,3.3865,84.8765,15.4341,,,,,5.1813,20.6319,15.4141,17.9151,17.6054,17.8271,19.4425,19.4753,,,,,
2016/1/6,56.86,20.844,32.8271,19.77,67.6294,9.5659,5.0179,21.834,8.5511,10.52,29.5875,13.4643,16.3301,39.3539,31.171,15.4714,6.008,19.2582,12.5884,19.0516,20.2808,43.2801,11.8696,7.0409,20.6887,27.2115,15.4704,22.99,24.7447,14.5417,29.3658,35.8767,14.8774,44.8775,9.1369,41.7183,19.6707,11.9962,29.9448,20.2758,37.6411,79.7315,3.3865,88.6111,16.9755,,,,,5.427,20.7897,15.7473,18.4031,17.9777,18.3242,19.25,20.2017,,,,,
2016/1/7,51.17,18.7634,29.5404,17.79,61.0734,9.5659,4.5166,19.6476,7.6951,9.47,29.5875,14.8122,16.3301,35.4186,28.0786,13.9231,5.4125,17.3743,12.5884,17.3922,18.2532,38.9515,10.6822,7.0409,20.6887,25.2488,15.4704,20.69,22.2662,13.0891,29.3658,32.289,13.6392,40.3908,8.3001,37.5513,17.7016,10.7946,26.9702,18.2459,33.879,79.7315,3.3865,79.754,18.6735,,,,,4.9793,19.0627,14.1764,16.5608,16.1947,16.4948,17.8375,18.1796,,,,,
