ÈÕÆÚ,000526.SZ,000676.SZ,000681.SZ,000835.SZ,002095.SZ,002103.SZ,002113.SZ,002123.SZ,002148.SZ,002168.SZ,002174.SZ,002247.SZ,002261.SZ,002315.SZ,002354.SZ,002425.SZ,002447.SZ,002464.SZ,002502.SZ,002517.SZ,002555.SZ,002558.SZ,002602.SZ,002619.SZ,002624.SZ,300031.SZ,300043.SZ,300051.SZ,300052.SZ,300059.SZ,300104.SZ,300113.SZ,300148.SZ,300226.SZ,300292.SZ,300295.SZ,300299.SZ,300315.SZ,300359.SZ,300413.SZ,300418.SZ,300431.SZ,300459.SZ,300467.SZ,300494.SZ,300518.SZ,300533.SZ,300770.SZ,300785.SZ,600226.SH,600373.SH,600633.SH,600634.SH,600640.SH,600652.SH,600892.SH,603000.SH,603258.SH,603444.SH,603533.SH,603613.SH,603888.SH
2017/6/8,36.6,11.6879,16.3538,10.15,33.5361,12.7734,11.0602,11.5353,9.8401,16.99,31.5838,13.5683,11.7633,24.0579,20.775,8.7988,5.98,19.2583,9.5968,11.5613,25.1648,42.5193,13.7492,6.3549,35.3816,19.0178,8.4255,11.6,15.981,8.6874,15.33,27.1033,15.4986,41.44,6.5451,18.3365,11.5863,8.7953,13.3818,11.8988,23.1392,22.822,6.0565,46.5323,21.1974,112.9511,81.079,,,5.1704,19.6952,17.6019,18.03,15.4188,9.1138,16.02,13.0814,39.9596,266.3597,,,32.7653
2017/6/9,36.6,11.7415,16.1148,10,33.4665,12.7535,11.0602,11.4957,9.7316,16.99,31.2662,13.4994,11.9329,23.6991,21.1343,8.7794,5.98,19.2583,9.6068,11.4624,25.0493,46.7745,13.7492,6.3549,35.4804,19.0872,8.2282,11.69,16.3895,8.6112,15.33,26.9254,15.4986,40.2809,6.4962,18.6098,11.8667,8.7953,13.4216,11.8988,23.387,23.0716,6.1389,46.5323,22.0252,112.9511,80.3442,,,5.0721,19.5461,17.5246,18.03,15.4385,10.0302,15.83,13.0715,40.0186,267.534,,,34.0042
2017/6/12,36.6,11.512,15.9355,9.92,33.2576,12.9526,11.0602,11.1693,9.3175,16.99,30.6607,13.1946,11.9329,23.4159,21.1143,8.4306,5.98,19.2583,10.1124,11.4723,25.396,44.8181,14.1037,6.3549,35.6088,19.0178,8.169,11.3,15.9212,8.4934,15.33,25.9867,15.4986,39.9011,6.3592,17.8486,11.3875,8.7953,12.8843,11.8988,23.0485,22.1231,6.0181,46.5323,21.2861,112.9511,78.5609,,,5.0339,19.369,17.5246,18.03,15.3109,10.6079,14.25,12.707,38.5645,256.7398,,,32.9998
2017/6/13,36.6,11.6267,16.1446,9.95,33.8047,13.1915,11.0602,11.3078,9.7908,16.99,30.9089,13.3716,11.9129,23.7747,20.9447,8.605,5.98,19.2583,10.1025,11.7129,25.8101,44.9811,14.1387,6.3549,36.2904,19.0972,8.2874,11.51,16.2002,8.6597,15.33,26.4709,15.4986,40.121,6.3983,18.278,11.5659,8.7953,13.2326,11.8988,23.3572,22.6639,6.1993,46.5323,21.7098,112.9511,80.4911,,,5.1103,19.8471,18.1629,18.03,15.5072,10.4286,13.84,12.9927,39.5863,261.8879,,,33.7893
2017/6/14,36.6,11.6114,16.065,9.83,33.6852,13.1716,11.0602,11.3572,9.7908,16.99,30.8692,13.1553,11.8531,23.4631,20.3959,8.8279,5.98,19.2583,9.9339,11.5448,24.9433,44.7691,14.2166,6.3549,35.1149,19.1368,8.1789,11.61,16.3695,8.4796,15.33,27.0242,15.4986,40.7605,6.5549,18.4829,11.7545,8.7953,13.4913,11.8988,22.7498,23.7289,6.3915,46.5323,21.8577,112.9511,80.8341,,,5.1267,19.8659,17.6986,18.03,15.4483,10.1397,13.06,13.0223,39.6845,276.0171,,,33.4727
2017/6/15,34.77,11.8256,16.314,9.84,35.1597,13.2811,11.0602,11.6243,10.2246,16.99,30.7203,13.234,11.9728,24.0202,21.3538,9.012,5.98,19.2583,9.9141,11.6371,24.9915,44.8262,14.3179,6.3549,35.9644,19.3153,8.2874,11.83,16.8378,8.6597,15.33,27.5874,15.4986,42.9689,6.6821,19.0294,11.8616,8.7953,13.8594,11.8988,23.6957,25.2765,7.0284,46.5323,22.2716,112.9511,83.117,,,5.1103,20.2128,17.8824,18.03,16.4396,10.7573,13.53,13.1897,41.0994,275.6507,,,33.9573
2017/6/16,33.03,11.8486,16.3239,9.85,34.2132,13.5798,11.0602,11.6441,10.2246,16.99,31.0478,13.3421,12.1923,23.6236,21.4037,8.9926,5.98,19.2583,9.696,11.6635,24.7989,44.8262,14.1621,6.3549,35.8064,19.3351,8.2973,11.82,16.8876,8.625,15.33,27.5183,15.4986,42.5392,6.5842,18.7757,12.0859,8.7953,13.6703,11.8988,23.9247,24.6524,6.8253,46.5323,22.1829,112.9511,82.9896,,,5.154,20.3534,17.9114,18.03,16.7733,11.833,14.45,13.1405,41.0601,281.898,,,34.0941
2017/6/19,31.38,12.4529,16.3638,9.94,34.2232,13.5798,11.0602,11.6441,10.2345,16.99,30.3927,13.4699,12.2023,23.6802,21.6432,9.3124,5.98,19.2583,9.805,11.7756,24.8566,44.0029,14.0063,6.3549,35.7076,19.3351,8.5834,12.17,17.3459,8.6805,15.33,27.8641,15.4986,42.5392,6.594,18.9318,12.1725,8.7953,13.6703,11.8988,24.0342,24.8105,7.1932,46.5323,24.4002,112.9511,85.4392,,,5.1867,21.1409,18.8205,18.03,17.4505,12.7195,14.07,13.2882,42.75,281.9168,,,34.1644
2017/6/20,29.81,12.2234,16.4036,9.91,34.3627,13.8984,11.0602,11.6243,9.9485,16.99,30.085,13.5888,12.2621,23.7463,21.3737,9.0895,5.98,19.2583,9.7455,11.6536,24.4425,44.0436,14.0102,6.3549,34.6704,19.3847,8.4058,12.08,17.067,8.4796,15.33,27.2317,15.4986,42.1795,6.5353,18.7366,11.7647,8.7953,13.5808,11.8988,23.626,24.3209,6.99,46.5323,25.2772,112.9511,84.7435,,,5.1813,21.1409,19.0043,18.03,16.9009,12.4904,13.56,13.1996,41.8952,275.1998,,,33.6447
2017/6/21,28.88,12.2999,16.1646,9.84,34.1933,13.7391,11.0602,11.6045,9.8795,16.99,29.817,13.8562,12.4717,23.6519,21.2241,9.1089,5.98,19.2583,9.6365,11.4888,24.5966,44.1007,14.0803,6.3549,34.8285,19.2459,8.2381,11.98,16.8378,8.3202,15.33,27.1625,15.4986,40.7305,6.6038,18.639,11.7647,9.2828,13.6305,11.8988,23.5861,24.1211,6.8582,46.5323,24.3804,112.9511,87.1538,,,5.1267,21.3097,18.7915,18.03,16.8223,11.8131,13.28,13.1897,41.3745,276.825,,,33.1757
2017/6/22,28.4,11.8562,15.567,9.7,33.4461,13.4902,11.0602,11.1989,9.7908,16.99,29.42,13.3115,12.6014,23.1326,21.1343,8.7891,5.98,19.2583,9.5274,11.3338,24.9337,43.5509,13.8778,6.3549,34.2358,19.0872,8.1986,11.6,16.1703,8.1678,15.33,25.967,15.4986,39.9811,6.4473,18.073,11.464,8.8948,13.0734,11.8988,22.939,23.6015,6.6331,46.5323,23.2669,112.9511,85.5665,,,4.9192,20.6722,18.5691,18.03,16.3512,11.5043,12.71,13.0223,40.6769,272.466,,,33.1268
2017/6/23,28.12,11.665,15.7463,9.71,33.7151,13.311,10.2311,10.9912,9.6527,16.99,29.6284,13.4699,12.5515,22.6794,21.0045,8.8473,5.98,19.2583,9.3688,11.2085,24.038,43.5509,13.4298,6.3549,33.1888,19.583,8.1197,11.68,16.1105,8.147,15.33,25.8879,15.4986,39.7712,6.6625,17.9559,11.6271,8.7953,13.0137,11.8988,23.2178,24.0211,6.6111,46.5323,23.0599,112.9511,86.2426,,,4.9465,20.9065,18.6464,18.03,16.5377,11.1856,12.32,12.9336,40.333,269.9108,,,31.6615
2017/6/26,28.42,11.7185,15.9654,9.87,34.3627,13.082,9.3727,11.1,9.6823,16.99,30.8394,13.2719,12.7111,23.3687,21.8028,9.012,5.98,19.2583,9.4779,11.436,24.3077,43.1484,13.6246,6.3549,34.2457,19.7119,8.1986,11.76,16.3197,8.3341,15.33,26.3918,15.4986,39.9711,6.6723,18.2585,10.4649,8.6261,13.2027,11.8988,23.2974,24.5707,6.6331,41.8761,23.5428,112.9511,84.7533,,,4.8319,21.7034,18.8689,18.03,16.6359,11.2752,12.38,13.0912,40.726,277.2478,,,32.1109
2017/6/27,28.29,11.665,15.7463,9.93,34.4723,13.4305,10.2252,11.2187,10.6486,16.99,31.5243,13.2322,12.7111,23.4725,21.9026,8.9248,5.98,19.2583,9.4977,11.5646,25.4441,43.4527,14.24,6.3549,35.1643,19.4145,8.1591,11.76,16.4891,8.5558,15.33,25.9373,15.4986,40.091,6.6429,18.1706,9.9858,8.5863,13.1032,11.8988,23.1182,24.221,6.9076,46.0627,23.2176,112.9511,84.7729,,,4.8428,22.3503,18.6174,18.03,16.6162,11.3449,12.52,13.1011,40.6867,273.5652,,,32.5407
2017/6/28,28.41,11.4279,15.7263,9.88,34.0339,13.1418,10.2194,10.9516,10.5697,16.99,31.0379,13.0242,12.7111,23.4914,21.4635,8.8667,5.98,19.2583,9.3192,11.3173,24.7411,45.161,14.0608,6.3549,34.5519,19.1071,8.1394,11.5,16.1105,8.5281,15.33,26.2337,15.4986,39.5914,6.5549,18.0633,9.8991,8.2381,12.9739,11.8988,22.5706,23.7613,6.8033,45.1134,23.1092,112.9511,83.6755,,,4.8319,22.1722,18.9849,18.03,16.3316,11.1856,12.11,12.9336,40.0972,264.9975,,,31.8666
2017/6/29,28.55,11.4585,15.6267,9.89,34.8509,12.9825,10.2076,11.0209,10.5007,16.99,31.8121,13.0738,12.5714,23.803,21.6032,8.8376,5.98,19.2583,9.3391,11.6536,24.3655,45.1316,14.1309,6.3549,34.2556,18.5221,8.1394,11.65,16.2101,8.5211,15.33,26.0658,15.4986,40.2909,6.5451,18.4439,9.6391,8.2779,13.1331,11.8988,22.7797,24.0511,6.8088,43.3848,23.1782,112.9511,83.7637,,,4.8319,21.8722,18.8786,18.03,16.1549,11.0461,12.15,12.9927,40.1365,264.9129,,,31.7494
2017/6/30,28.39,11.4508,15.5969,9.81,34.4324,13.1816,10.1018,10.9912,10.619,16.99,31.5243,12.9945,11.6834,23.5481,21.4536,8.857,5.98,19.2583,9.3093,11.6008,24.6255,45.377,14.1231,6.3549,33.8802,18.2345,8.0999,11.67,16.1005,8.3271,15.33,26.5796,15.4986,37.1731,6.6234,18.2585,9.7105,8.1187,13.0037,11.8988,22.7697,23.8113,6.8088,41.2965,22.853,112.9511,86.272,,,4.8209,22.0409,18.6851,18.03,16.5868,10.8768,11.98,12.973,40.3232,266.1718,,,31.6419
2017/7/3,28.49,11.7415,15.9355,9.8,34.5819,13.3309,10.1018,11.1693,10.9937,16.99,33.1322,13.1332,11.7034,23.7463,21.8926,8.8376,5.98,19.2583,9.4184,11.5514,24.0573,45.3181,14.3062,6.3549,32.9419,18.651,8.2973,11.85,16.3297,8.5558,15.33,27.3602,15.4986,37.0032,6.6331,18.4829,10.0061,8.069,13.1629,11.8988,23.5264,23.8813,6.8088,42.0559,23.6906,112.9511,86.6051,,,4.8319,21.6847,19.1397,18.03,16.5279,11.3549,11.99,13.0124,41.1878,267.797,,,31.7982
2017/7/4,28.56,11.6497,15.8558,9.73,34.1236,13.2911,9.7549,11.1198,10.8063,16.99,31.6632,13.1233,11.7134,23.9541,21.6132,8.9442,5.98,19.2583,9.4382,11.5217,22.8535,45.053,14.5438,6.3549,32.8233,18.76,8.3071,11.83,16.4891,8.5142,15.33,25.463,15.4986,36.6235,6.5647,18.4341,10.0163,8.2381,13.1132,11.8988,22.8494,24.0411,6.8088,41.3465,23.5034,112.9511,87.2322,,,4.8046,21.1972,19.1397,18.03,16.3512,11.0561,11.76,12.9435,41.011,262.8086,,,31.7006
2017/7/5,28.54,11.665,15.9056,9.76,34.3726,13.1716,9.6196,11.2484,11.0331,16.99,31.6732,13.0441,12.0127,24.0107,21.5533,8.9442,5.98,19.2583,9.5175,11.4162,23.3254,44.9156,14.3802,6.3549,33.09,18.7402,8.317,11.92,16.519,8.5558,15.33,25.2753,15.4986,36.9033,6.5744,18.6683,9.9552,8.2083,13.5012,11.8988,22.5507,24.1411,6.8088,40.767,23.5921,112.9511,89.4564,,,5.0066,21.5628,19.2751,18.03,16.4396,10.7772,11.89,13.4754,40.8243,250.7744,,,32.1304
2017/7/6,29.07,11.5656,16.045,9.72,34.0937,13.6595,9.4785,11.1989,10.7373,16.99,30.3034,12.7469,12.0027,23.8502,21.2141,8.8376,5.98,19.2583,9.3886,11.2415,23.0172,44.9941,14.2828,6.3549,32.4381,18.5816,8.2282,11.68,16.2699,8.3687,15.33,25.1666,15.4986,36.6735,6.4864,18.4439,10.4445,8.1088,13.3117,11.8988,21.8936,23.4716,6.8088,39.7478,23.1585,112.9511,90.1912,,,5.0393,21.2065,19.0333,18.03,16.6653,10.578,11.68,13.2685,40.559,249.6752,,,31.6615
2017/7/7,29.12,11.512,16.045,9.71,33.8745,13.4803,9.6079,11.1396,10.9937,16.99,30.5317,12.737,11.893,24.1901,21.4236,8.8376,5.98,19.2583,9.3787,11.3074,23.5276,45.0726,14.2906,6.3549,33.169,18.76,8.2282,11.72,16.25,8.3895,15.33,25.0876,15.4986,36.3537,6.4179,18.5707,10.5872,8.1486,13.4115,11.8988,21.9135,23.2517,6.8088,39.7478,23.5034,112.9511,90.8673,,,5.1431,21.0659,18.7722,18.03,16.6162,10.6577,11.51,13.2882,41.2664,259.6051,,,31.6322
2017/7/10,28.88,11.5503,15.5371,9.52,32.8184,13.2811,9.6196,11.1396,10.6486,16.99,29.6582,12.5389,11.863,24.0862,21.1742,8.7697,5.98,19.2583,9.2598,11.0734,22.5549,44.8665,14.3452,6.3549,32.2603,18.4626,8.1197,11.52,15.7419,8.1747,15.33,23.6746,15.4986,36.6235,6.3983,18.0438,10.103,8.0491,12.9927,11.8988,21.4954,22.5723,6.8088,36.6703,22.2223,101.656,87.4968,,,5.2468,20.5972,18.6851,18.03,16.8223,10.2991,11.92,13.1996,39.9203,250.718,,,30.6064
2017/7/11,28.72,11.2596,15.4375,9.52,32.938,13.092,9.8019,11.2682,10.6091,16.99,29.5887,12.3805,11.6735,23.9729,20.4457,8.45,5.98,19.2583,9.1804,11.1096,21.9386,44.9647,14.3646,6.3549,31.9343,18.2048,7.9717,11.32,15.443,8.1055,15.33,23.2794,15.4986,37.5728,6.2603,17.7803,9.8532,8.059,12.863,11.8988,20.7387,22.2325,6.8088,37.2698,21.4536,91.4874,86.8011,,,5.1649,20.5034,18.1919,18.03,16.4297,10.2294,12.28,13.0617,38.9575,250.8213,,,30.245
2017/7/12,28.01,11.1754,15.1686,9.7,32.39,12.7336,9.5373,11.2385,10.9838,16.99,30.6235,12.3706,11.5238,24.3223,20.6752,8.3628,5.98,19.2583,8.9524,11.0404,22.8342,44.7192,14.3724,6.3549,32.7344,18.0065,7.8336,11.12,15.433,8.1262,15.33,20.9475,15.4986,37.1831,6.1716,17.8584,10.1948,8.1986,12.7534,11.8988,21.0672,22.0827,6.8088,35.1016,21.1678,82.3357,87.6045,,,5.1485,20.8784,18.337,18.03,16.1059,10.4087,12.07,12.8647,38.7413,253.029,,,29.5611
2017/7/13,29.41,11.0684,14.8997,9.53,32.3402,12.7834,9.1904,11.1,11.0035,16.99,29.6584,12.3607,11.5637,23.6425,20.1564,8.4693,5.98,19.2583,9.0119,11.0239,22.5742,44.0909,14.3802,6.3549,31.4997,17.9668,7.8237,10.99,15.4131,8.0777,15.33,19.6432,15.4986,36.3837,6.1321,17.8584,10.0724,8.0889,12.6736,11.8988,20.659,21.9228,6.8088,34.3722,20.5371,74.9186,86.8109,,,5.1158,20.2503,18.453,18.03,16.2433,10.319,11.74,12.9139,38.4564,248.67,,,29.2388
2017/7/14,30.88,10.9307,14.5212,9.43,32.2206,12.3353,8.8611,10.96,10.6782,16.99,29.5489,12.3508,11.434,25.3892,20.2262,8.3434,5.98,19.2583,8.9425,11.0107,22.4875,44.7781,14.4036,6.3549,31.2133,17.8379,7.7941,10.58,15.4131,8.0431,15.33,18.9614,15.4986,36.2738,6.0138,17.5558,9.8889,7.5603,12.5838,11.8988,20.5993,21.9128,6.8088,35.2514,20.7047,67.5613,78.8745,,,5.0939,20.2128,18.366,18.03,16.1942,10.6577,11.72,13.3375,37.8767,246.9508,,,29.2192
2017/7/17,32.42,10.4105,14.5411,9.71,30.2878,11.4692,7.9732,9.86,9.6922,16.99,27.7084,12.1626,10.2866,22.8494,18.9789,7.8685,5.98,19.2583,8.1791,10.78,21.6208,43.2957,13.87,6.3549,30.3737,17.2132,7.1528,9.52,13.8688,7.2395,15.33,17.8449,15.4986,33.2559,5.4125,15.9847,9.0173,6.9718,11.3274,11.8988,19.315,19.9344,6.8088,33.9025,18.8126,61.4701,74.3673,,,4.8919,19.3315,17.66,18.05,15.0648,9.5919,11.32,12.845,34.0939,224.517,,,26.9919
2017/7/18,33.18,10.334,14.4415,9.55,30.9653,11.499,7.7557,9.77,9.9978,16.99,28.4346,12.113,9.3587,22.5472,19.1984,7.9364,5.98,19.2583,8.1791,10.813,21.2933,42.4219,13.7103,6.3549,29.8403,17.2529,7.212,9.86,14.6061,7.3365,15.33,18.4674,15.4986,34.2452,5.4125,16.3189,9.2823,7.0915,11.2676,11.8988,19.6535,20.1842,6.8088,33.9225,19.0885,60.9318,74.3184,,,4.9138,19.7721,17.9501,17.77,15.1335,9.4425,11.89,13.3375,33.7697,228.3311,,,27.2556
2017/7/19,32.38,10.7318,14.4017,9.54,31.025,11.499,7.8321,9.85,10.1063,16.99,29.6982,12.0833,9.1791,22.6511,19.4479,8.072,5.98,19.2583,8.1791,10.6481,22.0156,42.4121,13.6285,6.3549,30.3243,17.1934,7.1923,9.77,14.4367,7.5027,15.33,18.2796,15.4986,34.555,5.4125,16.3976,9.1518,7.1215,11.2477,11.8988,20.3404,20.1842,6.8088,34.1224,19.2757,60.8321,74.7299,,,4.9465,20.044,18.4337,17.75,15.4183,9.4525,11.79,13.5345,33.0917,228.8196,,,27.2654
2017/7/20,31.65,10.6018,14.7802,9.68,30.6464,11.6583,7.7145,9.97,10.0077,16.99,29.3898,12.0338,9.2091,22.906,19.4878,8.1689,5.98,19.2583,8.1791,10.9448,21.8423,42.5593,14.0647,6.3549,30.3836,17.0447,7.1331,9.76,14.2075,7.5859,15.33,18.1413,15.4986,34.3252,5.4618,16.6925,9.2977,7.0516,11.2078,11.8988,20.0716,20.1842,6.8088,33.7726,19.3546,60.9119,75.1806,,,5.0502,20.2409,18.7238,17.67,15.7522,9.4425,11.59,13.4754,33.1409,227.3917,,,27.3143
2017/7/21,31.46,10.4105,14.4515,9.62,30.8656,11.5687,7.1148,10.2,10.1556,16.99,29.1012,11.9645,9.1592,22.4906,19.4479,8.198,5.98,19.2583,8.1791,11.047,21.9867,42.0194,14.0375,6.3549,30.6502,17.1537,7.1627,9.93,14.1478,7.5027,15.33,17.8251,15.4986,34.565,5.4026,18.3637,9.29,7.0417,11.1181,11.8988,20.3404,20.1842,6.8088,32.4937,18.9899,60.7324,74.4457,,,4.9793,20.5315,19.72,17.81,15.6049,9.2632,11.21,13.4951,32.5513,225.8886,,,27.0407
2017/7/24,31.35,10.51,14.5113,9.42,31.0151,11.3198,7.8262,10.48,10.195,16.99,29.3898,11.8555,9.1093,22.5755,19.6874,8.3434,5.98,19.2583,8.1791,11.136,21.5726,41.3616,13.9206,6.3549,30.028,17.0645,7.2219,10.01,14.4466,7.482,15.33,18.497,15.4986,35.4144,5.4026,18.7766,9.3514,7.0616,10.44,11.8988,20.6391,20.1842,6.8088,31.6344,18.6647,60.7823,74.4653,,,4.9847,20.6253,19.8264,17.6,15.8897,9.4425,11.16,13.6428,32.9935,227.3541,,,27.4315
2017/7/25,32.3,10.4564,14.6407,9.64,30.9952,11.1904,8.326,10.41,10.057,16.99,29.8972,11.7862,9.1093,22.3678,20.2861,8.3821,5.98,19.2583,8.1791,11.2415,22.632,41.6856,13.6752,6.3549,31.638,16.9158,7.3107,9.93,14.8651,7.4681,15.33,19.2974,15.4986,35.2045,5.511,18.4817,9.5434,7.1414,10.5696,11.8988,21.2066,20.1842,6.8088,34.8018,19.0688,60.7524,74.0538,,,4.9356,20.8128,19.5459,17.85,16.6165,9.5521,11.33,13.4655,33.4454,227.852,,,27.4803
2017/7/26,32,10.3493,14.4415,9.48,30.6763,11.6384,8.3378,10.35,9.9682,16.99,29.35,11.7169,9.0893,22.585,20.6553,8.4209,5.98,17.3338,8.1791,11.1129,22.5742,42.2648,13.8271,6.3549,31.5294,17.0645,7.4192,9.83,14.6758,7.4058,15.33,19.4159,15.4986,35.3045,5.4716,19.9661,9.3514,7.1514,10.43,11.8988,23.0286,20.1842,6.8088,33.7826,18.9407,60.8122,73.946,,,4.9028,20.5128,19.8457,17.71,16.4593,9.4525,11.11,13.1799,34.821,234.7757,,,27.3338
2017/7/27,32.01,10.5788,14.8399,9.64,32.5494,12.0466,8.2966,10.53,10.9641,16.99,31.0911,11.9942,9.3887,23.1515,21.3538,8.857,5.98,15.6013,8.1791,11.2085,24.0188,42.7557,13.6635,6.3549,33.2678,17.4512,7.9717,10.64,16.1404,8.0085,15.33,19.8606,15.4986,38.2623,5.6096,21.136,10.2881,7.7698,11.477,11.8988,25.3285,20.1842,6.8088,35.0016,20.8328,62.4571,76.8169,,,4.9847,21.4878,20.513,17.76,16.7638,9.9704,11.19,13.7709,35.7053,244.1701,,,28.3791
2017/7/28,31.86,10.6018,14.81,10.6,32.0313,11.6086,8.0438,10.23,11.3979,16.99,30.703,11.8456,9.2689,22.8588,21.0744,8.8667,5.98,15.9719,8.1791,11.0107,24.0284,42.5103,13.8544,6.3549,33.1592,16.9852,7.7842,10.39,16.3397,7.8491,15.33,19.3764,15.4986,37.1231,5.6096,20.5363,10.3265,7.4905,11.816,11.8988,26.7323,20.1842,6.8088,33.9925,20.4189,61.1412,75.4549,,,4.9902,21.2815,20.0004,17.8,16.7736,9.8409,11.16,13.5345,35.0765,239.7077,,,27.9492
2017/7/31,31.71,10.4488,14.571,10.88,31.852,11.8176,7.7733,10.24,11.7923,16.99,30.5737,12.0932,9.3088,23.0193,21.5933,8.7794,5.98,14.9538,8.1791,11.0767,23.4313,41.8819,13.7492,6.3549,33.0209,16.9653,7.804,10.42,16.3994,7.9738,15.33,19.5049,15.4986,37.7027,5.5603,20.5461,10.3726,7.5104,12.8531,11.8988,26.2345,20.1842,6.8088,33.4729,20.3795,60.0745,75.3374,,,5.0448,21.4878,20.0875,17.77,16.803,9.821,11.16,13.6034,35.3516,236.7109,,,27.7246
2017/8/1,31.32,10.3799,14.5212,10.54,32.3601,11.6882,7.8674,10.19,11.6247,16.99,30.2951,12.0536,9.3388,23.0382,21.2041,8.6438,5.98,14.36,9.002,11.0767,23.2869,41.9997,13.683,6.3549,32.6455,17.0843,7.9223,10.48,17.0769,8.244,15.33,19.821,13.9457,37.7227,5.6294,20.1529,10.5875,7.6002,12.4742,11.8988,26.1847,20.1842,6.8088,32.9833,21.1186,59.9548,75.1316,,,5.0011,21.169,19.2944,18.03,16.6066,9.9903,11.16,13.4458,35.3319,239.0219,,,27.6073
2017/8/2,31.12,10.5635,14.5113,10.18,31.9915,11.3995,7.7027,10.03,11.4965,16.99,29.3798,11.7763,9.4685,22.5661,21.2839,8.5759,5.98,14.3555,8.7938,10.9118,22.8727,41.931,13.683,6.3549,31.8158,16.9158,7.7053,10.41,16.8976,8.3202,15.33,19.3566,12.5522,37.0632,5.5406,20.1431,10.3879,7.4606,12.4642,11.8988,25.3086,20.1842,6.8088,33.7826,20.5568,57.622,74.044,,,4.8974,20.9253,18.7625,18.15,16.7147,10.2294,11.09,13.3375,34.6638,234.8133,,,27.2361
2017/8/3,31,10.4947,14.4415,10.27,33.197,11.5787,7.7263,10.14,11.6839,16.99,29.4097,11.8654,9.5283,22.7927,21.9325,8.5469,5.98,14.2885,8.5559,10.7371,22.7283,42.0783,13.5856,6.3549,31.9343,17.2925,7.7546,10.53,17.3559,8.9091,15.33,19.4752,12.7214,38.3822,5.5505,19.5237,10.9407,7.6601,12.6038,11.8988,24.8207,20.1842,6.8088,33.4729,20.8722,58.0208,74.7397,,,4.8755,20.9065,18.8109,18.02,16.7736,10.1696,11.1,13.3572,34.9094,232.9344,,,27.5194
2017/8/4,30.36,10.3187,14.332,9.99,33.0575,11.5787,7.6263,10.13,11.3585,16.99,29.0316,11.7862,9.3687,22.3773,21.0345,8.4209,5.98,14.3109,8.2783,10.6646,21.9675,41.7641,13.5545,6.3549,31.5886,17.1736,7.6856,10.43,16.6585,9.0546,15.33,18.744,12.6816,37.7727,5.4815,19.1207,10.4724,7.5603,12.0952,11.8988,25.1194,20.1842,6.8088,33.0932,20.3992,57.0338,73.7795,,,4.8646,20.8128,18.2596,17.83,16.6361,9.7214,10.97,13.6133,34.1037,232.8404,,,27.8418
2017/8/7,30.17,10.3952,14.4814,10.12,33.0276,11.6185,7.6322,10.29,11.4571,16.99,29.2803,11.7565,9.4086,22.8399,20.7052,8.45,5.98,14.5162,8.7938,10.6646,22.2756,41.8328,13.4961,6.3549,31.8652,17.6198,7.725,10.43,16.6386,8.9853,15.33,18.7243,12.5024,38.2224,5.5505,19.3664,10.3495,7.5803,12.2448,11.8988,25.1891,20.1842,6.8088,33.9925,20.7047,57.323,73.5639,,,4.8209,20.9253,18.5304,17.82,16.7834,9.7811,10.98,13.5936,34.428,233.0377,,,27.7148
2017/8/8,30.3,10.2652,14.4714,10.24,33.5158,11.6484,7.5969,10.28,12.3543,16.99,29.5688,11.7367,9.3587,22.7361,20.9646,8.7019,5.98,14.3778,8.8037,10.6646,22.1408,41.5187,13.2429,6.3549,32.0726,17.6297,7.8336,10.62,17.2264,9.2139,15.33,19.7519,12.5422,39.0218,5.5702,20.1332,10.5568,7.6601,12.6636,11.8988,26.0951,20.1842,6.8088,34.3722,21.6803,57.323,73.6129,,,4.75,23.0159,18.7528,17.89,16.6754,9.7413,11.02,13.7315,34.7227,228.5942,,,27.8418
2017/8/9,31,10.3723,14.4814,10.1,32.8483,11.6384,7.4734,10.38,12.1177,16.99,30.2155,11.6773,9.3088,22.5755,21.1343,8.7019,5.98,14.3376,8.8136,11.0602,22.969,41.4696,13.2195,6.3549,33.3567,17.5305,7.7941,10.34,16.9873,8.9645,15.33,20.7004,12.4825,39.5214,5.5308,19.5729,10.2344,7.6002,12.4143,11.8988,25.6869,20.1842,6.8088,34.1024,21.5719,57.8613,73.27,,,4.8865,23.7097,18.3466,18.03,17.2253,9.7114,10.86,13.5932,34.6933,229.0169,,,27.6757
2017/8/10,30.88,10.2805,14.3419,9.89,32.0114,11.6185,7.4029,10.11,12.1473,16.99,29.0614,11.5287,9.2091,21.9996,20.6154,8.7988,5.98,14.3957,8.655,11.0569,22.5357,41.018,13.1105,6.3549,32.4974,17.243,7.5869,10.11,16.4891,8.9645,15.33,20.9079,12.6218,37.8027,5.4322,20.1431,10.1115,7.3608,12.1451,11.8988,25.0298,20.1842,6.8088,33.2231,21.2072,57.2731,73.3581,,,4.8755,24.1784,18.2306,17.8,17.6771,9.5421,11.02,14.0871,33.9564,232.9344,,,27.5682
2017/8/11,30.87,10.0893,14.2623,9.6,31.3339,11.4194,7.25,9.98,11.2895,16.99,29.2306,12.0734,9.0395,21.8768,21.4536,8.605,5.98,14.2975,8.8037,10.8756,21.8615,43.1975,13.1066,6.3549,31.9146,16.9455,7.5672,10.08,16.788,8.8883,15.33,20.4139,12.5621,37.2231,5.4223,19.9465,10.0424,7.3309,12.175,11.8988,24.7908,20.1842,6.8088,32.6436,20.9806,57.0438,73.221,,,4.8373,23.2316,18.1339,18.1,17.5396,9.5122,11.42,13.9982,33.8679,238.7965,,,27.2556
