ÈÕÆÚ,000038.SZ,000607.SZ,002027.SZ,002071.SZ,002131.SZ,002137.SZ,002143.SZ,002400.SZ,002591.SZ,002654.SZ,002712.SZ,002878.SZ,300038.SZ,300058.SZ,300061.SZ,300063.SZ,300071.SZ,300242.SZ,300269.SZ,300280.SZ,300336.SZ,300343.SZ,300392.SZ,300612.SZ,300781.SZ,300792.SZ,600242.SH,600381.SH,600386.SH,600986.SH,603598.SH,603729.SH,603825.SH
2015/4/29,16.4867,11.1188,3.4655,23.7405,2.6801,11.5,15.5527,14.0857,12.0513,7.9577,14.0818,,12.9552,14.5982,8.7239,9.421,11.8036,8.4657,22.7732,22.8519,16.9667,9.9718,44.7657,,,,13.3,34.64,7.2058,13.4012,,68.3913,
2015/4/30,16.4867,12.2307,3.8109,24.427,2.6801,11.5,15.6644,14.5293,12.2526,7.9544,14.0818,,12.9552,14.8321,8.5904,10.3619,11.5892,8.4657,22.2919,22.9117,18.6633,9.9718,49.2416,,,,13.3,34.38,7.256,14.1485,,72.375,
2015/5/4,16.4867,13.4518,3.8109,24.8549,2.6801,11.5,15.9746,14.3114,12.5115,7.9939,14.0818,,12.9552,15.0757,8.7525,11.3985,11.7322,8.4657,21.1435,24.3287,19.0503,9.9718,49.2083,,,,12.64,33.46,7.1281,15.3046,,70.06,
2015/5/5,16.4867,14.2758,3.8109,23.2529,2.6801,11.5,15.2239,13.755,11.8883,7.8558,14.0818,,12.9552,14.7152,8.4903,12.5388,11.5397,8.4657,20.1128,23.9695,18.3627,9.9718,46.7742,,,,12.01,31.54,6.9225,14.0075,,71.0258,
2015/5/6,16.4867,14.8714,3.8109,22.7156,2.6801,11.5,14.5663,14.004,11.687,7.9314,14.0818,,12.9552,15.1001,8.5952,13.7947,11.4683,8.4657,20.4956,23.9695,18.9372,9.9718,45.8896,,,,11.41,30.83,6.7031,13.5986,,73.6603,
2015/5/7,16.4867,15.9833,3.8109,21.0938,2.9482,11.5,13.9584,13.5954,11.802,7.9972,14.0818,,12.9552,15.4948,8.2234,15.1741,10.5556,8.4657,22.5471,24.4984,19.4373,9.9718,43.5785,,,,10.84,29.21,6.5341,13.7396,,71.6081,
2015/5/8,16.4867,15.4869,3.8109,22.0987,3.2427,11.5,15.013,14.397,12.2718,8.7962,14.0818,,12.9552,16.7129,8.7954,16.0632,11.2868,8.4657,24.8048,26.9532,21.2976,9.9718,47.938,,,,10.95,31.23,6.7214,14.8605,,78.766,
2015/5/11,16.4867,15.6458,3.8109,22.7853,3.5675,11.5,15.9498,15.0234,12.7512,9.4868,14.0818,,12.9552,16.8883,9.3436,17.6699,11.9521,8.4657,25.6882,29.6475,21.4375,10.9697,50.8776,,,,10.87,33.43,6.9088,15.9884,,86.6412,
2015/5/12,16.4867,16.4598,3.8109,23.1335,3.9243,11.5,15.8753,15.1947,12.9909,9.6841,14.0818,,12.9552,16.7617,9.4199,17.3231,12.029,8.4657,27.0036,32.6113,22.9229,12.0661,55.9654,,,,11.41,34.19,7.0001,16.5876,,89.3468,
2015/5/13,16.4867,15.9833,3.8109,24.1584,4.3171,11.5,16.4895,15.6032,13.4702,9.6676,14.0818,,12.9552,16.328,9.9634,16.745,13.0901,8.4657,26.5913,35.8744,21.5864,13.2727,61.256,,,,11.76,35,7.2149,16.2422,,91.7328,
2015/5/14,16.4867,16.579,3.8109,24.8747,4.7485,11.5,16.018,15.2297,13.3264,9.5953,14.0818,,12.9552,16.3719,9.9252,17.2074,12.7712,8.4657,27.5827,36.4233,20.7291,12.7127,56.697,,,,11.72,38.17,7.3794,17.2785,,94.4738,
2015/5/15,16.4867,16.579,3.8109,24.9245,5.2233,11.5,15.1247,14.299,13.0771,9.9866,14.0818,,12.9552,15.7433,10.3972,17.4028,13.0296,8.4657,27.3864,36.0241,21.0744,12.8817,57.5283,,,,11.95,36.55,7.2332,17.349,,103.9183,
2015/5/18,16.4867,17.1746,3.8109,25.5314,5.7454,11.5,15.3232,15.3058,13.9783,10.9862,14.0818,,12.9552,16.4937,11.2982,16.8247,13.4035,8.4657,29.3496,37.7405,22.0894,13.8385,57.9639,,,,12.55,35.06,7.5622,19.0831,,105.4664,
2015/5/19,16.4867,17.264,3.8109,25.7304,6.3203,11.5,16.0987,16.8393,14.1317,11.7886,14.0818,,12.9552,16.5424,11.5985,18.5072,13.453,8.4657,29.4772,38.1496,23.8129,13.84,54.2029,,,,13.18,35.4,7.6764,20.5142,,107.8027,
2015/5/20,16.4867,17.2441,3.8109,25.4817,6.9528,11.5,16.3778,18.4723,14.5728,12.2983,14.0818,,12.9552,17.1515,12.1372,20.3571,13.5409,8.4657,30.7041,35.6249,25.1523,14.6233,54.7915,,,,12.96,36.53,7.6673,20.5706,,103.755,
2015/5/21,16.4867,18.2964,3.8109,26.9443,7.6485,11.5,18.0156,18.3025,15.1288,12.6041,14.0818,,12.9552,17.5315,13.3528,19.5757,13.5409,8.4657,33.7765,35.2258,27.4503,14.6498,52.2011,,,,13.35,37.28,8.4349,20.2534,,101.8164,
2015/5/22,16.4867,19.8253,3.8109,26.5364,8.4132,11.5,18.5615,17.6177,14.9946,13.778,14.0818,,12.9552,17.551,14.6876,18.3397,13.5409,8.4657,36.417,36.3534,26.7895,13.8885,55.5397,,,,13.56,37.94,9.2802,19.8445,,101.6957,
2015/5/25,16.4867,19.865,3.8109,27.1234,7.5721,11.5,19.7837,18.0157,15.8479,13.6037,14.0818,,12.9552,17.3366,13.9296,17.642,13.5409,8.4657,38.5765,34.8566,25.4976,14.1824,51.8719,,,,14.24,38.24,10.2078,20.9654,,107.2914,
2015/5/26,16.4867,20.3713,3.8109,27.5612,7.6183,11.5,19.7651,18.9639,16.9696,13.9128,14.0818,,12.9552,18.7886,14.8974,19.0175,13.5409,8.4657,38.2722,37.3713,26.3893,15.4169,54.602,,,,14.29,38.39,10.1347,21.9664,,112.9084,
2015/5/27,16.4867,20.4209,3.8109,29.3423,7.9601,11.5,20.007,18.8176,17.2285,15.021,14.0818,,14.2504,19.1979,16.256,19.1052,13.5409,8.4657,38.1839,36.7725,26.2909,15.3479,54.8015,,,,13.7,42.23,9.8697,24.0037,5.151,122.005,
2015/5/28,16.4867,18.3759,3.8109,26.407,7.1642,11.5,18.0094,17.8518,15.5027,13.9753,14.0818,,15.6762,17.9311,14.6304,18.4593,13.5409,8.4657,34.5422,38.928,25.891,14.7379,58.1934,,,,13.22,38.4,9.2117,23.1719,5.6676,111.3888,
2015/5/29,16.4867,17.4526,3.8109,26.1483,6.9868,11.5,17.5441,17.8518,15.5027,13.7451,14.0818,,17.2431,19.2174,14.7019,18.6387,13.5409,8.4657,34.8366,42.8198,26.6581,16.212,63.883,,,,13.12,38.44,9.166,25.4912,6.2339,104.529,
2015/6/1,16.4867,18.3361,3.8109,27.611,7.5796,11.5,19.2998,17.8518,16.5669,14.6132,14.0818,,18.9688,20.65,16.1702,20.5006,13.5409,8.4657,36.8096,44.6858,29.3265,17.8331,64.8773,,,,13.78,40.26,9.6321,28.0431,6.8597,107.2417,
2015/6/2,16.4867,18.9914,3.8109,28.8547,7.6825,11.5,21.2291,19.637,17.9283,14.7908,14.0818,,20.8674,22.7159,17.7863,20.8714,13.5409,8.4657,38.0072,43.6281,28.8348,18.0771,66.5067,,,,14.11,40.08,9.9382,30.5105,7.5452,112.1841,
2015/6/3,16.4867,18.5645,3.8109,27.8597,7.6891,11.5,23.3508,20.2516,17.6887,14.3732,14.0818,,22.9531,23.2373,17.3971,20.6083,13.5409,8.4657,39.4501,43.6281,28.1005,19.4997,71.1522,,,,14.14,39.3,9.664,29.1922,8.3002,106.9505,
2015/6/4,16.4867,17.8298,3.8109,27.8597,7.2974,11.5,24.2255,20.7374,17.2572,14.3074,14.0818,,21.7391,22.599,15.6803,18.858,13.5409,8.4657,38.8808,43.6281,26.0943,19.8554,66.51,,,,13.93,38.24,9.4813,30.4823,9.1297,96.2846,
2015/6/5,16.4867,19.0509,3.8109,28.805,7.7694,11.5,26.6512,20.0292,17.8037,15.7378,14.0818,,20.931,23.1301,16.451,18.8979,13.5409,8.4657,37.3888,43.6281,25.8123,18.6649,61.8512,,,,14.63,41.98,9.7783,29.594,10.0437,99.2245,
2015/6/8,16.4867,18.6439,3.8109,28.407,7.9336,11.5,24.7591,19.3502,17.286,15.8167,14.0818,,19.2441,23.1301,15.2759,17.0081,13.5409,8.4657,36.5152,39.2673,23.275,17.9286,62.6859,,,,15.36,41.43,9.463,27.2395,11.0471,92.3151,
2015/6/9,16.4867,19.5374,3.8109,27.5712,8.5775,11.5,23.8223,18.8527,17.3819,15.7148,14.0818,,19.597,21.7822,15.0699,16.8566,13.5409,8.4657,36.3188,35.3455,23.8192,17.8169,60.1553,,,,15.42,45.57,9.7783,26.4217,12.1498,93.9412,
2015/6/10,16.4867,19.5076,3.8109,29.392,8.6001,11.5,24.9142,19.6019,18.1872,16.2442,14.0818,,20.3698,22.9152,15.7108,18.5151,13.5409,8.4657,38.017,36.8424,25.1764,19.5982,63.0118,,,,16.19,46.46,10.7561,28.0925,13.3668,98.983,
2015/6/11,16.4867,19.3686,3.8109,29.601,8.6502,11.5,23.903,19.7541,20.0088,16.0962,14.0818,,21.0298,22.4952,15.8177,18.1802,13.5409,8.4657,41.8157,38.0199,24.4355,21.1928,60.6042,,,,17,49.65,11.2907,29.5024,14.7029,100.943,
2015/6/12,16.4867,19.5672,3.8109,30.1581,9.0495,11.5,24.7529,19.8419,20.4115,16.1127,14.0818,,23.1331,22.3487,16.1152,19.5438,13.5409,8.4657,41.4329,37.4411,25.3927,21.1707,61.8545,,,,17.85,44.72,11.7751,30.2919,16.1732,99.402,
2015/6/15,16.4867,21.1059,3.8109,28.6856,8.3641,11.5,23.9774,18.6771,21.4948,15.3728,14.0818,,25.4482,21.0203,15.3522,19.3723,13.5409,9.3127,41.6194,35.3755,23.7668,20.5827,60.8536,,,,17.38,41.8,11.076,27.3875,17.7926,89.4604,
2015/6/16,16.4867,18.9914,3.8109,29.7502,7.6542,11.5,22.1721,17.2431,20.4882,14.0411,14.0818,,24.7,19.2621,14.1619,17.9211,13.5409,10.2449,39.6464,35.7247,21.3934,18.5244,61.6517,,,,16.51,42.53,10.0707,26.887,19.5708,83.1262,
2015/6/17,16.4867,18.8921,3.8109,29.1234,7.9308,11.5,22.656,18.0391,20.91,14.531,14.0818,,25.1732,20.024,14.6273,18.5989,13.5409,11.2704,40.5201,36.6228,22.0097,18.6714,67.1718,,,,16.89,40.72,10.0616,27.4651,21.5279,85.9169,
2015/6/18,16.4867,18.217,3.8109,27.9592,7.6939,11.5,21.3594,17.647,22.2331,13.5643,14.0818,,23.3229,18.2169,13.7498,18.4195,13.5409,12.3971,38.4783,34.2279,20.0427,17.7731,61.1196,,,,16.05,38.25,9.3305,25.5264,23.6787,80.3567,
2015/6/19,16.4867,16.4003,3.8109,25.9891,7.3606,11.5,20.8135,16.8568,20.306,12.2095,14.0818,,20.9923,17.5625,12.3764,17.5384,13.5409,13.6368,38.3802,33.6291,19.0462,15.9957,55.992,,,,15.25,34.43,8.3984,22.9745,26.0481,73.8023,
2015/6/23,16.4867,15.8145,3.8109,26.5264,7.0765,11.5,20.0132,16.6637,19.1268,12.364,14.0818,,20.1272,19.3207,12.1933,18.2998,13.5409,15.0014,37.2612,34.4774,19.3216,16.0104,60.3216,,,,14.49,32.54,8.5903,20.9019,28.6509,79.3412,
2015/6/24,16.4867,16.44,3.8109,26.8747,7.1822,11.5,21.2167,17.0207,19.1268,12.1667,14.0818,,19.1209,18.5979,12.6663,18.563,13.5409,16.501,36.3777,35.1459,19.4855,16.2765,61.0033,,,,15.13,33.81,8.9375,20.9865,26.8428,83.6516,
2015/6/25,16.4867,16.0627,3.8109,24.8648,6.4638,11.5,21.4649,16.5934,19.1268,10.9501,14.0818,,17.2105,17.8848,13.1089,17.4148,13.5409,15.2732,34.9152,33.7289,17.5448,15.6575,54.9046,,,,14.37,30.89,8.805,19.3017,28.3677,84.731,
2015/6/26,16.4867,14.4545,3.8109,22.3773,5.8171,11.5,19.3215,14.937,19.1268,9.855,14.0818,,16.6526,16.0973,11.7965,15.6725,13.5409,13.7459,31.4207,30.356,15.7877,14.0918,49.4145,,,,13.65,27.8,7.924,17.3701,26.9124,76.2593,
2015/6/29,16.4867,14.4545,3.8109,20.1386,5.2356,11.5,19.8869,13.4796,19.1268,8.8686,14.0818,,14.986,14.4856,10.6138,14.1056,13.5409,12.3713,28.2796,27.3224,14.2076,12.6833,44.473,,,,12.97,25.02,7.1312,15.6359,29.6046,68.6327,
2015/6/30,16.4867,14.4545,3.8109,20.9943,5.5235,11.5,19.8869,14.7848,19.1268,9.7564,14.0818,,15.8829,15.4429,11.1021,13.7149,13.5409,13.2897,28.2796,29.3282,15.6303,13.0759,44.473,,,,12.36,26.07,7.5392,16.9683,27.8512,72.9005,
2015/7/1,16.4867,13.2036,3.8109,18.8949,4.9713,11.5,18.7065,14.82,19.1268,8.7798,14.0818,,14.2939,14.5052,10.2246,12.3434,13.5409,12.7283,28.2796,26.3944,15.0009,11.7689,44.473,,,,11.74,23.81,6.7834,17.5252,25.0645,65.6218,
2015/7/2,16.4867,11.8832,3.8109,17.0044,4.9713,11.5,17.7062,13.7547,19.1268,7.9018,14.0818,,12.8638,13.3916,9.2022,11.1075,13.5409,11.4549,28.2796,23.7599,16.5023,10.5927,44.473,,,,11.15,21.43,6.1528,17.5252,22.5561,61.8511,
2015/7/3,16.4867,10.6919,3.8109,15.3029,4.9713,11.5,18.371,14.2171,19.1268,7.9018,14.0818,,11.5785,12.7665,8.2789,9.9951,13.5409,10.3104,28.2796,21.3849,15.7615,9.5342,44.473,,,,10.59,19.29,5.5362,17.5252,20.301,55.8009,
2015/7/6,16.4867,9.6198,3.8109,13.9299,4.9713,11.5,18.4393,14.8902,19.1268,7.9018,14.0818,,10.4203,11.9167,7.4548,8.9976,13.5409,9.3325,28.2796,19.2494,15.014,8.5815,44.473,,,,10.06,18.06,5.411,17.5252,18.4035,50.3259,
2015/7/7,16.4867,8.6568,3.8109,12.5369,4.9713,11.5,16.5941,13.4035,19.1268,7.9018,14.0818,,9.3786,10.725,6.7071,8.0999,13.5409,9.3325,28.2796,17.3215,13.5126,8.5815,44.473,,,,10.06,16.25,4.8685,17.5252,16.5657,45.2912,
2015/7/8,16.4867,8.6568,3.8109,12.5369,4.9713,11.5,17.9671,13.4035,19.1268,7.9018,14.0818,,9.3786,10.725,6.6765,8.0999,13.5409,9.3325,28.2796,16.4025,12.162,8.5815,44.473,,,,10.06,14.63,4.3816,17.5252,16.5657,40.7606,
2015/7/9,16.4867,8.6568,3.8109,12.5369,4.9713,11.5,19.7626,13.4035,19.1268,7.9018,14.0818,,9.3786,10.725,7.348,8.0999,13.5409,9.3325,28.2796,18.0407,12.162,8.5815,44.473,,,,10.06,16.09,4.8221,19.2805,16.5657,40.7606,
2015/7/10,16.4867,8.6568,3.8109,12.5369,4.9713,11.5,21.7383,13.4035,19.1268,7.9018,14.0818,,9.3786,10.725,8.0805,8.0999,13.5409,9.3325,28.2796,19.8488,12.162,8.5815,44.473,,,,10.06,17.7,5.3043,21.191,16.5657,40.7606,
2015/7/13,16.4867,8.6568,3.8109,13.7906,4.9713,11.5,22.8441,13.4035,19.1268,7.9018,14.0818,,9.3786,11.7995,8.8893,8.0999,13.5409,10.2668,28.2796,21.8367,12.162,8.5815,44.473,,,,10.1,19.47,5.8329,20.9301,18.2247,44.8367,
2015/7/14,16.4867,8.6568,3.8109,15.1736,4.9713,11.5,20.7504,13.4035,19.1268,7.9018,14.0818,,9.3786,12.9814,9.5379,8.9098,13.5409,11.2942,28.2796,22.0764,13.3815,8.5815,48.919,,,,10.12,21.42,6.0555,18.8364,20.0477,49.3175,
2015/7/15,16.4867,9.5205,3.8109,14.4274,4.9713,11.5,18.6754,13.4035,19.1268,7.9018,14.0818,,9.3786,12.5907,8.5841,8.3512,13.5409,12.0956,28.2796,19.8688,14.719,8.5815,44.0274,,,,9.61,19.28,5.4481,16.9542,18.0409,49.6371,
2015/7/16,16.4867,10.4735,3.8109,15.0144,4.9713,11.5,19.0109,13.4035,19.1268,7.9018,14.0818,,9.3786,13.1377,8.8054,8.8181,13.5409,13.1092,28.2796,19.8788,15.9844,8.5815,39.6247,,,,9.13,19.65,5.5825,15.2623,17.1915,51.3769,
2015/7/17,16.4867,11.5259,3.8109,16.5168,4.9713,11.5,20.651,13.4035,17.2189,7.9018,14.0818,,9.3786,14.0656,9.4616,9.6999,13.5409,14.1604,28.2796,21.1774,17.5841,8.5815,41.5334,,,,9.18,20.82,6.1158,15.6571,18.478,56.0494,
2015/7/20,16.4867,12.6775,3.8109,18.1685,4.9713,11.5,20.738,13.4035,16.5286,7.9018,14.0818,,10.3179,14.134,9.7744,10.6695,13.5409,15.5767,28.2796,21.4271,19.079,8.5815,43.7581,,,,9.21,21,6.176,16.2492,18.4085,58.0875,
2015/7/21,16.4867,12.8859,3.8109,19.6113,4.9713,11.5,21.0859,13.4035,15.4931,7.9018,14.0818,,11.3489,14.1926,9.9576,11.7348,13.5409,16.3046,28.2796,23.4749,20.9869,8.5815,45.5571,,,,9.42,21.41,6.3429,17.8777,20.2464,58.2224,
2015/7/22,16.4867,12.9753,3.8109,18.8949,5.4688,11.5,20.738,13.4035,15.9054,7.9018,14.0818,,12.4824,14.2024,10.3696,12.4291,13.5409,15.7314,28.2796,23.6747,20.7902,8.5815,45.4074,,,,9.68,22.83,6.6629,18.7025,21.4186,58.8899,
2015/7/23,16.4867,13.283,3.8109,19.2133,6.0154,11.5,21.5146,13.4035,16.5286,7.9018,14.0818,,13.7324,15.1596,10.6061,12.4291,13.5409,16.0368,28.2796,23.6747,22.7702,8.5815,48.5299,,,,10.16,24.94,7.3306,18.5756,23.5595,64.7768,
2015/7/24,16.4867,12.9058,3.8109,18.3377,6.3023,11.5,20.5019,13.4035,16.1547,7.9018,14.0818,,15.106,14.5247,10.011,12.4291,13.5409,15.3783,28.2796,23.6747,21.4393,8.5815,47.6554,,,,10.27,24.01,6.9643,18.4205,23.0528,63.1909,
2015/7/27,16.4867,11.6152,3.8109,18.1884,5.9946,11.5,19.3836,13.4035,14.544,7.9018,14.0818,,13.5947,13.0693,9.0114,12.4291,13.5409,13.8411,28.2796,23.6747,19.728,8.5815,42.8902,,,,9.76,21.61,6.2688,16.5806,21.9849,56.869,
2015/7/28,16.4867,10.7118,3.8109,16.8949,5.3951,11.5,19.9117,13.4035,13.0867,7.9018,14.0818,,12.2352,12.3074,8.3171,12.4291,13.5409,13.0715,28.2796,23.6747,19.4461,8.5815,38.9064,,,,9.27,19.85,6.0647,14.9239,20.5146,51.8484,
2015/7/29,16.4867,11.6152,3.8109,18.5864,5.6444,11.5,21.906,13.4035,13.9304,7.9018,14.0818,,12.5071,13.294,9.1488,12.4291,13.5409,13.4483,28.2796,23.6747,21.3934,8.5815,40.7686,,,,9.12,21.37,6.5609,15.1636,22.566,56.3499,
2015/7/30,16.4867,11.228,3.8109,17.4621,5.0798,11.5,20.4957,13.4035,12.5402,7.9018,14.0818,,11.2571,12.4832,8.7978,12.4291,13.5409,12.522,28.2796,23.6747,20.6525,8.5815,37.0442,,,,8.66,20.04,6.4728,13.6479,22.869,55.5747,
2015/7/31,16.4867,10.9104,3.8109,16.6163,4.5719,11.5,21.2972,13.4035,11.9842,7.9018,12.6738,,10.9287,12.8056,8.6909,11.1882,13.5409,12.6093,28.2796,23.6747,19.4723,8.5815,33.3531,,,,8.23,19.34,6.5423,12.7174,25.154,55.5392,
2015/8/3,16.4867,12.0024,3.8109,15.1636,4.116,11.5,23.4281,13.4035,10.7858,7.9018,11.4072,,9.8376,13.2451,7.844,10.071,13.5409,11.4053,28.2796,23.6747,17.5251,8.5815,30.0178,,,,7.82,17.71,5.8886,12.4777,22.7498,51.4146,
2015/8/4,16.4867,12.9852,3.8109,16.6561,4.5276,11.5,24.1861,13.4035,11.6678,7.9018,11.291,,10.8228,13.9679,8.6299,11.0765,13.5409,12.5458,28.2796,23.6747,18.8757,8.5815,33.0206,,,,7.82,19.48,6.4357,13.7255,22.9734,56.0156,
2015/8/5,16.4867,12.3201,3.8109,16.2084,4.6984,11.5,23.1858,13.4035,12.0321,7.9018,10.5609,,10.558,13.9679,8.5078,11.4595,13.5409,13.0715,28.2796,23.6747,17.6038,8.5815,33.2533,,,,7.82,19.14,6.1899,13.5281,23.6141,56.0939,
2015/8/6,16.4867,12.2109,3.8109,16.079,4.8334,11.5,21.8811,13.4035,11.9746,7.9018,10.8959,,10.558,13.9679,8.6604,11.6271,13.5409,12.7164,28.2796,23.6747,16.063,8.5815,31.584,,,,7.82,18.99,6.0601,13.9158,21.8458,57.061,
2015/8/7,16.4867,12.5484,3.8109,16.7954,5.3168,11.5,23.2355,13.4035,12.9333,7.9018,11.2755,,10.558,13.9679,9.5303,11.9742,13.5409,13.4285,28.2796,23.6747,16.9875,8.5815,33.5393,,,,7.82,19.83,6.431,14.6701,22.0942,58.213,
2015/8/10,16.4867,13.3525,3.8109,17.8203,5.8483,11.5,23.9127,13.4035,13.614,7.9018,12.4027,,10.558,13.9679,10.3238,12.9318,13.5409,14.4857,28.2796,23.6747,18.4889,8.5815,36.8946,,,,7.82,21.42,6.8947,15.7205,23.3012,60.7375,
2015/8/11,16.4867,13.2235,3.8109,17.87,6.1985,11.5,22.8379,13.4035,13.4127,7.9018,12.3775,,10.558,13.9679,10.3391,13.9174,13.5409,14.0434,28.2796,23.6747,19.0003,8.5815,39.2389,,,,7.82,21.94,7.3027,16.0236,24.2748,60.3038,
2015/8/12,18.1329,14.1765,3.8109,17.4322,6.2778,11.5,21.8998,13.4035,13.1634,7.9018,12.5731,,10.558,13.9679,10.6672,13.1872,13.5409,13.2659,28.2796,23.6747,17.8988,8.5815,36.5787,,,,7.82,20.98,7.1636,14.9592,23.2118,61.4984,
2015/8/13,19.9437,13.9382,3.8109,17.9596,6.9056,11.5,22.8814,13.4035,13.3648,7.9018,13.0224,,10.558,13.9679,11.7354,14.496,13.5409,14.4421,28.2796,23.6747,18.7184,8.5815,38.2014,,,,7.82,21.74,7.8823,15.1072,25.5315,62.1242,
2015/8/14,21.9375,13.7298,3.8109,17.7705,6.494,11.5,22.6764,13.4035,13.7674,7.9018,12.9508,,11.6138,13.9679,11.3158,13.8057,13.5409,14.7396,28.2796,23.6747,18.2266,8.5815,37.6794,,,,7.82,21.68,7.9843,14.9803,24.7466,63.9447,
2015/8/17,24.1325,13.7893,3.8109,17.5616,5.9663,11.5,23.2852,13.4035,13.94,7.9018,12.7455,,12.7755,13.9679,11.1326,13.1034,13.5409,14.1545,28.2796,23.6747,17.7087,8.5815,35.7473,,,,7.82,21.81,8.0353,15.5584,23.7979,61.4344,
2015/8/18,26.547,12.4094,3.8109,15.8104,5.7586,11.5,20.9555,13.4035,12.5498,7.9018,11.4711,,11.5008,13.9679,10.0186,11.8426,13.5409,12.8791,28.2796,23.6747,15.9975,8.5815,32.1726,,,,7.82,19.63,7.2332,14.0004,21.4186,57.5943,
2015/8/19,27.0408,12.5583,3.8109,16.0094,6.3127,11.5,21.3903,13.4035,12.847,7.9018,11.6009,,11.8892,13.9679,10.5527,12.6485,13.5409,13.1905,28.2796,23.6747,16.3187,8.5815,33.0771,,,,7.82,19.9,7.2286,14.219,21.2448,59.7206,
2015/8/20,24.3398,11.8138,3.8109,15.283,5.7114,11.5,19.8807,13.4035,12.7032,7.9018,10.8649,,11.868,13.9679,11.1861,12.0101,13.5409,12.6549,28.2796,23.6747,15.945,8.5815,32.2557,,,,7.82,19.6,6.8113,13.7819,19.4665,58.9526,
2015/8/21,21.907,10.8806,3.8109,14.1985,5.1394,11.5,18.7934,13.4035,12.3868,7.9018,10.5589,,10.6816,13.9679,10.0644,10.853,13.5409,11.9369,28.2796,23.6747,14.3912,8.5815,30.2705,,,,7.82,21.56,6.2317,12.4072,18.3439,58.5686,
2015/8/24,19.7182,9.7885,3.8109,12.7757,4.6269,11.5,16.9172,13.4035,12.4635,7.9018,9.5034,,9.6152,13.9679,9.0572,9.7677,13.5409,10.7428,28.2796,23.6747,12.9553,8.5815,27.2445,,,,7.82,22.18,5.6104,11.1665,16.511,54.0956,
2015/8/25,17.7488,8.8057,3.8109,11.5021,4.1653,11.5,15.2273,13.4035,13.2785,7.9018,8.5583,,8.6547,13.9679,8.1492,9.3767,13.5409,9.6677,28.2796,23.6747,11.6572,8.5815,24.521,,,,7.82,23.08,5.0493,10.0527,14.8619,51.7133,
2015/8/26,16.1696,7.9917,3.8109,11.5419,3.7491,11.5,13.7052,13.4035,14.3523,7.9018,9.0444,,7.7896,13.9679,7.4167,9.9912,13.5409,9.9573,28.2796,23.6747,11.4736,8.5815,22.6721,,,,7.82,25.39,4.8963,9.5451,15.1599,54.4654,
2015/8/27,15.6087,8.4384,3.8109,12.3279,4.0549,11.5,14.488,13.4035,14.4961,7.9018,9.9489,,7.9944,13.9679,7.5769,10.9887,13.5409,9.9573,28.2796,23.6747,12.5226,8.5815,24.6806,,,,7.82,27.67,5.3832,10.3487,15.9447,59.9126,
2015/8/28,17.1696,9.183,3.8109,13.2334,4.4598,11.5,15.8113,13.4035,15.9438,7.9018,10.497,,8.6865,13.9679,8.2865,12.0859,13.5409,9.9573,28.2796,23.6747,13.7749,8.5815,26.2502,,,,7.82,28.71,5.9071,11.385,17.1468,62.4656,
2015/8/31,15.9135,8.6965,3.8109,14.5567,4.0152,11.5,14.9478,13.4035,14.3523,7.9018,9.9547,,7.8849,13.9679,7.699,11.8785,13.5409,9.9573,28.2796,23.6747,13.1192,8.5815,23.6265,,,,7.82,25.84,5.6335,11.2722,15.4331,60.9153,
2015/9/1,17.5049,7.8725,3.8109,13.2234,3.6132,11.5,14.662,13.4035,12.9142,7.9018,8.9592,,7.0975,13.9679,6.9283,10.7732,13.5409,9.9573,28.2796,23.6747,11.808,8.5815,21.2655,,,,7.82,23.26,5.5315,10.1443,13.8883,58.9455,
2015/9/2,15.755,7.6045,4.1926,11.9001,3.2507,11.5,15.8051,13.4035,11.6199,7.9018,8.7946,,6.3877,13.9679,6.5392,10.5657,13.5409,9.9573,28.2796,23.6747,12.9881,8.5815,20.2779,,,,7.82,20.93,5.0632,9.1926,12.577,54.9987,
2015/9/7,15.2124,8.0314,4.6132,12.1787,3.3979,11.5,15.5628,13.4035,10.4598,7.9018,9.1142,,6.8433,13.9679,6.7757,10.1029,13.5409,9.9573,28.2796,23.6747,13.2766,8.5815,21.219,,,,7.82,18.84,5.5037,9.5098,12.88,51.3933,
2015/9/8,16.066,8.5476,5.0757,13.0344,3.7377,11.5,16.2649,13.4035,10.4981,7.9018,9.7823,,7.5283,13.9679,7.409,11.1124,13.5409,10.9531,28.2796,23.6747,13.906,8.5815,23.1111,,,,7.82,18.89,6.0555,10.4615,14.1665,54.0387,
2015/9/9,17.133,8.8057,5.5827,13.6314,4.1115,11.5,16.4637,13.4035,11.0926,7.9018,10.497,,8.2239,13.9679,7.9126,12.2216,13.5409,12.048,28.2796,23.6747,14.6403,8.5815,24.4412,,,,7.82,20.78,6.2688,11.5049,15.5821,56.3214,
2015/9/10,17.6817,8.8851,6.1399,13.5319,4.2248,11.5,15.9232,13.4035,10.2393,7.9018,10.189,,8.1568,13.9679,7.6303,11.9503,13.5409,12.1194,28.2796,23.6747,14.8829,8.5815,24.6008,,,,7.82,20.11,6.0879,11.2722,15.6567,51.628,
2015/9/11,17.5476,8.9844,6.7527,13.7508,4.2248,11.5,16.153,13.4035,10.7187,7.9018,10.5454,,8.5982,13.9679,7.8287,12.1059,13.5409,12.3574,28.2796,23.6747,15.0796,8.5815,25.4388,,,,7.82,20.3,6.3244,11.4696,15.8653,50.9808,
